
[00:00:00.000 --> 00:00:03.200]  那今天晚上我要跟大家來思考的是
[00:01:56.940 --> 00:01:58.640]  所以在福音的宣揚裡面
[00:01:58.640 --> 00:02:01.440]  為了完成主託付的使命
[00:02:01.440 --> 00:02:03.040]  教會就誕生了
[00:02:03.040 --> 00:02:04.340]  所以我們就想到
[00:02:04.340 --> 00:02:07.540]  教會的誕生是為了使命而誕生的
[00:02:07.540 --> 00:02:09.340]  大使命的落實
[00:02:09.340 --> 00:02:12.040]  很具體的一步就是產生教會
[00:02:12.040 --> 00:02:15.140]  換句話說教會有宣教的使命
[00:02:15.140 --> 00:02:19.140]  教會要成為宣教的基地
[00:02:19.140 --> 00:02:21.740]  宣教的啟發點
[00:02:21.740 --> 00:02:24.340]  宣教對教會來講
[00:02:24.340 --> 00:02:27.640]  不是很重要的一個工作而已
[00:02:27.640 --> 00:02:30.640]  宣教就是教會的使命
[00:02:30.640 --> 00:02:33.640]  等一下我也會從一般我們所理解
[00:02:33.640 --> 00:02:35.940]  教會五方面的事工
[00:02:35.940 --> 00:02:39.040]  來思考跟宣教的關係
[00:02:39.040 --> 00:02:43.240]  不只是教會的各事工最後的應用
[00:02:43.240 --> 00:02:45.040]  都指向宣教
[00:02:45.040 --> 00:02:47.940]  每一個基督徒作為主的門徒
[00:02:47.940 --> 00:02:51.240]  就是領受宣教使命的人
[00:02:51.240 --> 00:02:54.440]  馬太福音28章16-20節
[00:02:54.440 --> 00:02:56.340]  耶穌對當時的門徒
[00:02:56.340 --> 00:02:58.740]  以及那些門徒所帶出的門徒
[00:02:58.740 --> 00:03:01.940]  就是今天我們在這裡做的每一位基督徒
[00:03:01.940 --> 00:03:04.240]  應當是門徒成為基督徒的
[00:03:04.240 --> 00:03:06.440]  我想我們昨天已經講得很清楚
[00:03:06.440 --> 00:03:07.840]  門徒成為基督徒
[00:03:07.840 --> 00:03:11.840]  我們每一個人在宣教使命裡面蒙恩
[00:03:11.840 --> 00:03:13.940]  我們也承接這個使命
[00:03:13.940 --> 00:03:17.940]  所以每一個基督徒有四個行動
[00:03:17.940 --> 00:03:21.140]  希望你們能夠同意或者願意記得
[00:03:21.140 --> 00:03:23.940]  每一個基督徒每一個主的門徒
[00:03:23.940 --> 00:03:27.140]  都應該了解什麼是宣教
[00:03:27.140 --> 00:03:29.640]  都應該關心宣教
[00:03:29.640 --> 00:03:31.640]  都應該支持宣教
[00:03:31.640 --> 00:03:33.740]  都應該參與宣教
[00:03:33.740 --> 00:03:36.740]  這個不是修辭上的堆窃
[00:03:36.740 --> 00:03:41.940]  都應該了解關心支持參與宣教
[00:03:41.940 --> 00:03:43.540]  請問你了解宣教嗎
[00:03:43.540 --> 00:03:44.940]  宣教是做什麼
[00:03:44.940 --> 00:03:46.640]  你以為宣教是什麼
[00:03:46.640 --> 00:03:49.340]  你如果只以為宣教就是
[00:03:49.340 --> 00:03:51.540]  被派到非洲遠方
[00:03:51.540 --> 00:03:53.940]  跨文化的某一些少數的人
[00:03:53.940 --> 00:03:55.040]  才叫的宣教
[00:03:55.040 --> 00:03:56.840]  你就錯了
[00:03:56.840 --> 00:03:59.740]  宣教要到普世各地
[00:03:59.740 --> 00:04:02.740]  那我們的虧欠就是常常只守住本地
[00:04:02.740 --> 00:04:05.040]  所以我們強調宣教的時候到遠方
[00:04:05.040 --> 00:04:06.440]  但是當我們強調遠方的時候
[00:04:06.440 --> 00:04:08.040]  常常忽略到
[00:04:08.040 --> 00:04:09.640]  兔子不吃蝸鞭草
[00:04:09.640 --> 00:04:10.840]  所以我們旁邊的人呢
[00:04:10.840 --> 00:04:13.640]  就最沒有得到宣教的益處
[00:04:13.640 --> 00:04:16.740]  其實宣教是從我們這裡開始
[00:04:16.740 --> 00:04:20.340]  一直到普天下去
[00:04:20.340 --> 00:04:21.740]  一百多年前
[00:04:21.740 --> 00:04:24.240]  1865年戴德生
[00:04:24.240 --> 00:04:27.740]  在英國創立了內地會
[00:04:27.740 --> 00:04:30.540]  然後他呼召
[00:04:30.540 --> 00:04:32.140]  徵召呼籲
[00:04:32.140 --> 00:04:34.140]  英國的人現身
[00:04:34.140 --> 00:04:35.940]  有些是年輕人就現身
[00:04:35.940 --> 00:04:38.240]  到中國做宣教事
[00:04:38.240 --> 00:04:40.540]  我記得幾十年前在台灣
[00:04:40.540 --> 00:04:44.740]  聽戴紹增牧師講到
[00:04:44.740 --> 00:04:46.640]  他的曾祖父
[00:04:46.640 --> 00:04:47.840]  就是戴德生
[00:04:47.840 --> 00:04:49.840]  因為他是第四代
[00:04:49.840 --> 00:04:51.840]  他說戴德生呼籲
[00:04:51.840 --> 00:04:55.840]  在倫敦的青年人現身做宣教事
[00:04:55.840 --> 00:04:57.640]  但是警告他們說
[00:04:57.640 --> 00:05:00.340]  不要以為你們坐船六個月
[00:05:00.340 --> 00:05:03.440]  搖身一變就變成宣教事
[00:05:03.440 --> 00:05:05.140]  我還記得很清楚
[00:05:05.140 --> 00:05:07.240]  戴紹增用英文怎麼說
[00:05:07.240 --> 00:05:11.940]  他引述他的曾祖父
[00:05:11.940 --> 00:05:13.840]  對 應該是曾祖父
[00:05:13.840 --> 00:05:15.040]  戴德生所說的
[00:05:15.040 --> 00:05:18.240]  A trip across the ocean
[00:05:18.240 --> 00:05:21.740]  will not make a missionary out of you
[00:05:21.740 --> 00:05:23.640]  所以我們常常本地不宣教
[00:05:23.640 --> 00:05:25.640]  然後我們去短宣坐了飛機出去
[00:05:25.640 --> 00:05:27.640]  哇 我們這很像樣
[00:05:27.640 --> 00:05:28.840]  表演得很像
[00:05:28.840 --> 00:05:31.540]  回來以後我們又恢復原狀
[00:05:31.540 --> 00:05:32.640]  這個不是宣教
[00:05:32.640 --> 00:05:35.440]  宣教要從你自己本地開始
[00:05:35.440 --> 00:05:36.840]  但是不限於本地
[00:05:36.840 --> 00:05:38.840]  因為我們只顧本地也不對
[00:05:38.840 --> 00:05:41.640]  因為要從立足本地
[00:05:41.640 --> 00:05:43.940]  胸懷樸實
[00:05:43.940 --> 00:05:45.540]  那不是好高騖遠
[00:05:45.540 --> 00:05:48.340]  這是我們必須承擔的一個使命
[00:05:48.340 --> 00:05:50.340]  從這個角度
[00:05:50.340 --> 00:05:53.540]  我要跟大家來分享
[00:05:53.540 --> 00:05:57.040]  我起先有一點擔心說會不會
[00:05:57.040 --> 00:06:00.840]  因為我侍奉47年
[00:06:00.840 --> 00:06:04.640]  在學員傳道會Campus Crusade有24年
[00:06:04.640 --> 00:06:06.540]  中間有10年兼在台北
[00:06:06.540 --> 00:06:08.740]  我自己的教會義務做牧師
[00:06:08.740 --> 00:06:10.840]  後來在亞特蘭大13年
[00:06:10.840 --> 00:06:12.440]  23年的牧會
[00:06:12.440 --> 00:06:14.440]  最近這10年
[00:06:14.440 --> 00:06:17.740]  我被主帶領參加國際公安協會
[00:06:17.740 --> 00:06:20.740]  是一個華人宣教的一個拆會
[00:06:20.740 --> 00:06:22.340]  我做宣教的工作
[00:06:22.340 --> 00:06:26.040]  我就擔心說會不會因為我現在做這個
[00:06:26.040 --> 00:06:29.140]  所以在一行就說那一行最重要
[00:06:29.140 --> 00:06:30.940]  所以我會不會是這樣子
[00:06:30.940 --> 00:06:33.040]  後來我發現不是的
[00:06:33.040 --> 00:06:35.540]  我可以問心無愧
[00:06:35.540 --> 00:06:40.040]  我可以不以宣教為恥的跟大家來強調
[00:06:40.040 --> 00:06:44.140]  如果我們不明白、不了解、不支持、不參與宣教
[00:06:44.140 --> 00:06:47.740]  我們其實就是有一點白占地圖
[00:06:47.740 --> 00:06:49.540]  枉費神的恩典
[00:06:49.540 --> 00:06:52.840]  等一下容許我來說明跟解釋
[00:06:52.840 --> 00:06:54.940]  從聖經、從我們的體驗
[00:06:54.940 --> 00:06:57.040]  但是我要提到一樣事情就是
[00:06:57.040 --> 00:07:01.040]  1998年在美國的教會圈子裡面
[00:07:01.040 --> 00:07:03.640]  開始有一個新的詞產生
[00:07:03.640 --> 00:07:05.140]  叫做Missionary
[00:07:05.140 --> 00:07:08.540]  Missionary
[00:07:08.540 --> 00:07:10.540]  Missionary Church
[00:07:10.540 --> 00:07:14.540]  到目前我還沒有看到什麼標準的中文翻譯
[00:07:14.540 --> 00:07:17.540]  有的是宣教導向的教會
[00:07:17.540 --> 00:07:22.540]  我自己就給它叫做宣教使命的教會
[00:07:22.540 --> 00:07:24.740]  以前如果我們上網打電腦
[00:07:24.740 --> 00:07:27.440]  你打Missionary後面就有紅線出來
[00:07:27.440 --> 00:07:28.740]  表示沒這個字
[00:07:28.740 --> 00:07:31.540]  但是1998年開始就接受這個字
[00:07:31.540 --> 00:07:35.040]  表示在美國的教會開始接受
[00:07:35.040 --> 00:07:38.640]  事實上我們發現從前後的時間
[00:07:38.640 --> 00:07:43.440]  好些教會的名稱都可以看出那個Clue
[00:07:43.440 --> 00:07:46.040]  我們的教會我說叫做恩典
[00:07:46.040 --> 00:07:47.040]  聖經教會
[00:07:47.040 --> 00:07:48.140]  我們重視神的恩典
[00:07:48.140 --> 00:07:49.340]  我們強調神的話
[00:07:49.340 --> 00:07:50.540]  這是非常好的
[00:07:50.540 --> 00:07:55.640]  就顯出我們教會的一種性質跟我們的傾向
[00:07:55.640 --> 00:08:00.440]  從19世紀中到20世紀
[00:08:00.440 --> 00:08:02.440]  因為新派神學的影響
[00:08:02.440 --> 00:08:05.840]  後來有的教會就強調福音
[00:08:05.840 --> 00:08:09.440]  所以是叫做福音派的教會
[00:08:09.440 --> 00:08:11.440]  Evangelical Church
[00:08:11.440 --> 00:08:12.940]  什麼什麼福音教會
[00:08:12.940 --> 00:08:14.940]  就顯示它的一個特性
[00:08:14.940 --> 00:08:17.740]  我就想到我在鼓浪嶼成長
[00:08:17.740 --> 00:08:19.740]  鼓浪嶼有幾間教會
[00:08:19.740 --> 00:08:21.740]  有一個教會叫三一堂
[00:08:21.740 --> 00:08:23.740]  這個是很傳統典型的
[00:08:23.740 --> 00:08:26.240]  是美醫美會就是衛理工會
[00:08:26.240 --> 00:08:27.740]  Methodist Church
[00:08:27.740 --> 00:08:29.740]  三一堂的牧師姓盧
[00:08:29.740 --> 00:08:34.740]  他的女兒後來在台北新生南路的衛理堂做牧師
[00:08:34.740 --> 00:08:39.740]  今天詩情的陳長老是衛理堂陳牧師的公子
[00:08:39.740 --> 00:08:40.740]  他跟我一講以後
[00:08:40.740 --> 00:08:41.740]  我好高興
[00:08:41.740 --> 00:08:44.740]  因為陳牧師是我很敬重跟敬仰
[00:08:44.740 --> 00:08:47.740]  而且陳師母是我們鼓浪嶼的兄姐
[00:08:47.740 --> 00:08:48.740]  的姐姐
[00:08:48.740 --> 00:08:50.240]  所以我覺得很親
[00:08:50.240 --> 00:08:51.740]  覺得格外的親切
[00:08:51.740 --> 00:08:54.240]  鼓浪嶼有一個教會叫三一堂
[00:08:54.240 --> 00:08:55.740]  那個牧師姓盧
[00:08:55.740 --> 00:08:57.740]  我小時候還有印象
[00:08:57.740 --> 00:08:59.740]  他戴著一個瓜皮帽
[00:08:59.740 --> 00:09:00.740]  穿著馬褂
[00:09:00.740 --> 00:09:01.740]  在裡面講道
[00:09:01.740 --> 00:09:02.740]  是很傳統的
[00:09:02.740 --> 00:09:04.740]  那麼另外一個教會叫做福音堂
[00:09:04.740 --> 00:09:07.740]  那個福音堂的牧師叫陳秋清
[00:09:07.740 --> 00:09:09.740]  後來我小時候在台灣的時候
[00:09:09.740 --> 00:09:12.740]  他們夫婦到了台灣
[00:09:12.740 --> 00:09:16.740]  後來他們的一個女兒也在衛理堂
[00:09:16.740 --> 00:09:19.740]  後來那個女兒在衛理堂也詩情
[00:09:19.740 --> 00:09:20.740]  他們夫婦都在那邊
[00:09:20.740 --> 00:09:21.740]  這個是我自己小時候
[00:09:21.740 --> 00:09:22.740]  我就想說
[00:09:22.740 --> 00:09:24.740]  中國的教會開始的時候
[00:09:24.740 --> 00:09:25.740]  很多叫做福音堂
[00:09:25.740 --> 00:09:27.740]  叫做耶穌堂
[00:09:27.740 --> 00:09:29.740]  就講耶穌的福音
[00:09:29.740 --> 00:09:31.740]  但是現在開始有一些教會叫做
[00:09:31.740 --> 00:09:33.740]  大使命教會
[00:09:33.740 --> 00:09:35.740]  洛杉磯我一個多年的同工
[00:09:35.740 --> 00:09:39.740]  他原來牧養的教會叫做中華聯合教會
[00:09:39.740 --> 00:09:44.740]  那麼幾年前他們改成大使命教會
[00:09:44.740 --> 00:09:46.740]  從名稱就看見了
[00:09:46.740 --> 00:09:50.740]  然後在2008年
[00:09:50.740 --> 00:09:54.740]  有一些醫生跟退休的牧師跟傳道人
[00:09:54.740 --> 00:09:57.740]  就在洛杉磯的Irvine的地方
[00:09:57.740 --> 00:10:02.740]  建立一個叫做恩典使命國際教會
[00:10:02.740 --> 00:10:04.740]  用使命而且講國際
[00:10:04.740 --> 00:10:06.740]  就表示他不是限於華人
[00:10:06.740 --> 00:10:08.740]  他們要reach out to non-Chinese
[00:10:08.740 --> 00:10:10.740]  在Irvine的地方
[00:10:10.740 --> 00:10:11.740]  主要負責的是一個醫生
[00:10:11.740 --> 00:10:13.740]  是一個天才型的醫生
[00:10:13.740 --> 00:10:16.740]  聽說UCLA他要畢業的時候
[00:10:16.740 --> 00:10:18.740]  他已經是一個很有能力的
[00:10:18.740 --> 00:10:20.740]  而且他自己創新很多
[00:10:20.740 --> 00:10:23.740]  特別治療疼痛很好的辦法
[00:10:23.740 --> 00:10:25.740]  所以他當年有機會就出去宣教
[00:10:25.740 --> 00:10:27.740]  帶著他的同工到中國大陸
[00:10:27.740 --> 00:10:31.740]  到緬甸到巴基斯坦到很多地方去
[00:10:31.740 --> 00:10:33.740]  這個教會成立
[00:10:33.740 --> 00:10:36.740]  他們用最少的經費維持自己教會
[00:10:36.740 --> 00:10:38.740]  絕大多份就是要出去宣教
[00:10:38.740 --> 00:10:42.740]  這個叫做恩典使命國際教會
[00:10:42.740 --> 00:10:45.740]  這是蠻好的
[00:10:45.740 --> 00:10:47.740]  後來慢慢發現越來越多的教會
[00:10:47.740 --> 00:10:51.740]  用意強調以宣教為他們的使命
[00:10:51.740 --> 00:10:54.740]  我就想到我在2007年的時候
[00:10:54.740 --> 00:10:56.740]  聽到一個見證很感動
[00:10:56.740 --> 00:10:58.740]  前兩個月的時候
[00:10:58.740 --> 00:11:00.740]  我們特別去那個教會觀摩
[00:11:00.740 --> 00:11:03.740]  那個是在洛杉磯的Fullerton
[00:11:03.740 --> 00:11:05.740]  一個韓國教會
[00:11:05.740 --> 00:11:07.740]  他們叫做Grace Korean Church
[00:11:07.740 --> 00:11:09.740]  恩典跟你們都是恩典
[00:11:09.740 --> 00:11:11.740]  都是蒙恩同樣蒙恩的
[00:11:11.740 --> 00:11:13.740]  他是一個韓人的教會
[00:11:13.740 --> 00:11:16.740]  這個教會是1982年建立的
[00:11:16.740 --> 00:11:18.740]  所以到今年30年
[00:11:18.740 --> 00:11:20.740]  2007年的時候
[00:11:20.740 --> 00:11:23.740]  他們是25週年的唐慶
[00:11:23.740 --> 00:11:26.740]  他們前20年沒有自己的會堂
[00:11:26.740 --> 00:11:28.740]  後來才有自己的會堂
[00:11:28.740 --> 00:11:30.740]  但是他們的唐慶
[00:11:30.740 --> 00:11:32.740]  不叫做他們教會的anniversary
[00:11:32.740 --> 00:11:34.740]  他們叫做mission festival
[00:11:34.740 --> 00:11:36.740]  叫宣教慶典
[00:11:36.740 --> 00:11:38.740]  然後他們成立了以後
[00:11:38.740 --> 00:11:40.740]  1982年成立
[00:11:40.740 --> 00:11:43.740]  1986年他們就開始派遣宣教士
[00:11:43.740 --> 00:11:45.740]  他們前後派遣300多個宣教士
[00:11:45.740 --> 00:11:47.740]  到世界各地
[00:11:47.740 --> 00:11:50.740]  在蘇聯解體以後的地區
[00:11:50.740 --> 00:11:52.740]  建立了1500間教會
[00:11:52.740 --> 00:11:56.740]  在中國建立了3000間以上的家庭教會
[00:11:56.740 --> 00:11:59.740]  全世界建立了8000間教會
[00:11:59.740 --> 00:12:02.740]  現在他們教會還有276個宣教士
[00:12:02.740 --> 00:12:06.740]  在全世界六大洲在那裡侍奉著
[00:12:06.740 --> 00:12:08.740]  這個教會
[00:12:08.740 --> 00:12:11.740]  他們最近年度的宣教的預算
[00:12:11.740 --> 00:12:14.740]  接近800萬美金
[00:12:14.740 --> 00:12:18.740]  超過他們自己總預算的一半以上
[00:12:18.740 --> 00:12:20.740]  我2007年聽到這個教會的見證的時候
[00:12:20.740 --> 00:12:23.740]  就很驚訝也很感動
[00:12:23.740 --> 00:12:25.740]  而且聽到他們講一句話
[00:12:25.740 --> 00:12:26.740]  我不曉得這句話
[00:12:26.740 --> 00:12:28.740]  我們當中有英文很好的
[00:12:28.740 --> 00:12:30.740]  不曉得文法通不通
[00:12:30.740 --> 00:12:32.740]  可能我們Chinklish
[00:12:32.740 --> 00:12:34.740]  他們是Korean English
[00:12:34.740 --> 00:12:35.740]  大概也不會高明到哪裡
[00:12:35.740 --> 00:12:37.740]  但是意思很懂很白
[00:12:37.740 --> 00:12:38.740]  他們說
[00:12:38.740 --> 00:12:40.740]  We live simply
[00:12:40.740 --> 00:12:43.740]  so that our missionary can simply live
[00:12:43.740 --> 00:12:46.740]  我們過簡樸的生活
[00:12:46.740 --> 00:12:48.740]  因為他們教會的工作人員
[00:12:48.740 --> 00:12:50.740]  你們不要聽會錯意
[00:12:50.740 --> 00:12:51.740]  我沒有指桑罵槐的意思
[00:12:51.740 --> 00:12:53.740]  他們教會的工作人員
[00:12:53.740 --> 00:12:58.740]  自願的一年不拿12個月的薪水
[00:12:58.740 --> 00:13:01.740]  他們把一個月或者兩個月的薪水
[00:13:01.740 --> 00:13:03.740]  都奉獻出來
[00:13:03.740 --> 00:13:05.740]  然後結一縮十
[00:13:05.740 --> 00:13:07.740]  就是要支持宣教士在外面
[00:13:07.740 --> 00:13:11.740]  他說我們少吃一個hot dog
[00:13:11.740 --> 00:13:13.740]  我少吃一個hamburger
[00:13:13.740 --> 00:13:14.740]  我就可以幫助宣教士
[00:13:14.740 --> 00:13:15.740]  宣教士一般來講
[00:13:15.740 --> 00:13:18.740]  都是比我們過更簡樸的生活的
[00:13:18.740 --> 00:13:20.740]  我們結一縮十
[00:13:20.740 --> 00:13:21.740]  We live simply
[00:13:21.740 --> 00:13:25.740]  so that our missionary can simply live
[00:13:25.740 --> 00:13:26.740]  我很感動
[00:13:26.740 --> 00:13:29.740]  這是一個很激勵我的教會
[00:13:29.740 --> 00:13:30.740]  另外有一些教會
[00:13:30.740 --> 00:13:32.740]  我也聽到也很感動
[00:13:32.740 --> 00:13:34.740]  我的小女兒跟我的小女婿
[00:13:34.740 --> 00:13:36.740]  現在在阿拉斯加
[00:13:36.740 --> 00:13:39.740]  他們準備去做飛行宣教的工作
[00:13:39.740 --> 00:13:41.740]  我的女婿是機械工程師
[00:13:41.740 --> 00:13:44.740]  他在電腦公司有高薪
[00:13:44.740 --> 00:13:46.740]  他會飛飛機
[00:13:46.740 --> 00:13:48.740]  然後他過去兩年
[00:13:48.740 --> 00:13:49.740]  把工作辭掉
[00:13:49.740 --> 00:13:51.740]  靠我的女兒工作養生
[00:13:51.740 --> 00:13:54.740]  然後他就去學飛機的修理
[00:13:54.740 --> 00:13:55.740]  然後他要參加
[00:13:55.740 --> 00:13:57.740]  威克利福聖經翻譯協會
[00:13:57.740 --> 00:14:00.740]  到偏遠的地方去做飛行宣教
[00:14:00.740 --> 00:14:03.740]  那不只是做慈惠的
[00:14:03.740 --> 00:14:05.740]  或者是習商服務的事情
[00:14:05.740 --> 00:14:07.740]  而是能夠參與宣教的工作
[00:14:07.740 --> 00:14:09.740]  他們在洛杉磯
[00:14:09.740 --> 00:14:11.740]  一個地方叫Simi Valley
[00:14:11.740 --> 00:14:14.740]  Simi Valley是雷根的墓地
[00:14:14.740 --> 00:14:17.740]  跟雷根的紀念圖書館的地方
[00:14:17.740 --> 00:14:20.740]  在洛杉磯的西北邊
[00:14:20.740 --> 00:14:22.740]  離我家50英里
[00:14:22.740 --> 00:14:24.740]  我小女兒在那邊就參加一個教會
[00:14:24.740 --> 00:14:27.740]  叫做Cornstone 仿角石教會
[00:14:27.740 --> 00:14:29.740]  這個仿角石教會是在
[00:14:29.740 --> 00:14:31.740]  90年代中期開始的
[00:14:31.740 --> 00:14:35.740]  是一個華人的年輕的傳道人開始的
[00:14:35.740 --> 00:14:38.740]  我不曉得我們教會成墓師
[00:14:38.740 --> 00:14:40.740]  大概40幾歲吧
[00:14:40.740 --> 00:14:42.740]  這個墓師大概現在
[00:14:42.740 --> 00:14:44.740]  有沒有
[00:14:44.740 --> 00:14:46.740]  有50幾 我看他好年輕
[00:14:46.740 --> 00:14:49.740]  這個Cornstone的創辦的墓師
[00:14:49.740 --> 00:14:50.740]  是一個香港的
[00:14:50.740 --> 00:14:52.740]  在美國長大的
[00:14:52.740 --> 00:14:54.740]  一個年輕的墓師
[00:14:54.740 --> 00:14:57.740]  去年在San Diego的聚會的時候
[00:14:57.740 --> 00:14:58.740]  他是主要的講員
[00:14:58.740 --> 00:15:00.740]  他才42歲
[00:15:00.740 --> 00:15:01.740]  才40幾歲
[00:15:01.740 --> 00:15:02.740]  但是這個教會這些年
[00:15:02.740 --> 00:15:05.740]  發展到有6千多人
[00:15:05.740 --> 00:15:07.740]  所以這是我們華人之光
[00:15:07.740 --> 00:15:09.740]  他能夠在這裡帶領一個
[00:15:09.740 --> 00:15:11.740]  以美國人為主的
[00:15:11.740 --> 00:15:13.740]  但是其實有多元的族裔
[00:15:13.740 --> 00:15:14.740]  那這個墓師呢
[00:15:14.740 --> 00:15:17.740]  過去兩年他已經辭了
[00:15:17.740 --> 00:15:19.740]  他沒有做這個教會的主任墓師了
[00:15:19.740 --> 00:15:20.740]  他辭的原因
[00:15:20.740 --> 00:15:21.740]  故是覺得說
[00:15:21.740 --> 00:15:23.740]  他再帶下去不合聖經
[00:15:23.740 --> 00:15:25.740]  因為他的名氣太大
[00:15:25.740 --> 00:15:26.740]  不合聖經
[00:15:26.740 --> 00:15:27.740]  他就要回去
[00:15:27.740 --> 00:15:29.740]  他本來是想要去香港
[00:15:29.740 --> 00:15:31.740]  但是現在還沒有去香港
[00:15:31.740 --> 00:15:33.740]  他在辭掉以後
[00:15:33.740 --> 00:15:35.740]  他去了印度等等地方
[00:15:35.740 --> 00:15:37.740]  看誰要帶他們到哪裡
[00:15:37.740 --> 00:15:39.740]  現在他是在三藩市
[00:15:39.740 --> 00:15:42.740]  一個比較貧民窟的地方
[00:15:42.740 --> 00:15:44.740]  然後他就做挨家挨戶的探訪
[00:15:44.740 --> 00:15:45.740]  傳遞的工作
[00:15:45.740 --> 00:15:47.740]  這個墓師叫做陳恩番
[00:15:47.740 --> 00:15:49.740]  Francis Chang
[00:15:49.740 --> 00:15:50.740]  我很感動
[00:15:50.740 --> 00:15:51.740]  這個墓師
[00:15:51.740 --> 00:15:53.740]  我覺得很單純
[00:15:53.740 --> 00:15:54.740]  就是很坦誠
[00:15:54.740 --> 00:15:56.740]  很單純的分享
[00:15:56.740 --> 00:15:58.740]  在他沒有辭掉之前
[00:15:58.740 --> 00:15:59.740]  前幾年呢
[00:15:59.740 --> 00:16:01.740]  他到非洲去看宣教士
[00:16:01.740 --> 00:16:03.740]  他去看宣教士以後回來
[00:16:03.740 --> 00:16:05.740]  他就跟教會的弟兄姊妹講
[00:16:05.740 --> 00:16:06.740]  第一個
[00:16:06.740 --> 00:16:08.740]  他請求減薪
[00:16:08.740 --> 00:16:09.740]  很少聽到的
[00:16:09.740 --> 00:16:11.740]  他說你們給我薪水太高
[00:16:11.740 --> 00:16:13.740]  然後他把他的House賣掉
[00:16:13.740 --> 00:16:17.740]  他去住到那個Mobile Home的地方
[00:16:17.740 --> 00:16:19.740]  他還是開著舊的車子
[00:16:19.740 --> 00:16:21.740]  過著簡樸的生活
[00:16:21.740 --> 00:16:22.740]  因為他覺得
[00:16:22.740 --> 00:16:24.740]  外面的宣教士需要我們支持
[00:16:24.740 --> 00:16:25.740]  他們的教會也是
[00:16:25.740 --> 00:16:28.740]  51%以上的預算是做宣教的
[00:16:28.740 --> 00:16:30.740]  他們教會本來要蓋禮拜堂
[00:16:30.740 --> 00:16:31.740]  後來他覺得
[00:16:31.740 --> 00:16:32.740]  我不要蓋一個禮拜堂
[00:16:32.740 --> 00:16:35.740]  花太多錢在Building上面
[00:16:35.740 --> 00:16:36.740]  如果你們已經買了蓋了
[00:16:36.740 --> 00:16:38.740]  那時候已經過去了
[00:16:38.740 --> 00:16:40.740]  他說我不要花那麼多錢
