
[00:00:00.000 --> 00:00:02.600]  「三了定性谷」
[00:01:46.400 --> 00:01:48.400]  好,我們一起讀,請
[00:01:55.400 --> 00:01:58.400]  再讀一次,很熟悉的這句話,請
[00:01:58.400 --> 00:02:08.400]  這裡有個對比
[00:02:08.400 --> 00:02:12.400]  現在的苦況和什麼?
[00:02:12.400 --> 00:02:14.400]  和將來的榮耀
[00:02:14.400 --> 00:02:16.400]  就會改變你的心態
[00:02:16.400 --> 00:02:18.400]  因為你看到遠景
[00:02:18.400 --> 00:02:21.400]  所以你面對現在
[00:02:21.400 --> 00:02:23.400]  其實不是一個困難
[00:02:23.400 --> 00:02:25.400]  這個苦楚是什麼?
[00:02:25.400 --> 00:02:28.400]  是痛不欲生的感受
[00:02:28.400 --> 00:02:31.400]  而且不是一時間就過了
[00:02:31.400 --> 00:02:35.400]  是一個很長期的奮戰
[00:02:35.400 --> 00:02:37.400]  所以我會說
[00:02:37.400 --> 00:02:39.400]  第二個了是什麼?
[00:02:39.400 --> 00:02:41.400]  是苦中奮戰
[00:02:41.400 --> 00:02:43.400]  戰到什麼時候?
[00:02:43.400 --> 00:02:45.400]  戰到什麼時候?
[00:02:45.400 --> 00:02:47.400]  問隔壁那個知道嗎?
[00:02:47.400 --> 00:02:49.400]  戰到什麼時候?
[00:02:49.400 --> 00:02:53.400]  戰死方休
[00:02:53.400 --> 00:02:56.400]  終身事業
[00:02:56.400 --> 00:02:58.400]  終身的事業就是奮戰
[00:02:58.400 --> 00:03:00.400]  這是第二個了
[00:03:00.400 --> 00:03:02.400]  一死就一了什麼?
[00:03:02.400 --> 00:03:06.400]  現在已經是第二個了
[00:03:06.400 --> 00:03:09.400]  第三個了我們看三十七節
[00:03:09.400 --> 00:03:13.400]  言而靠著愛我們的主
[00:03:13.400 --> 00:03:15.400]  在這一切的事上
[00:03:15.400 --> 00:03:17.400]  已經得勝有餘了
[00:03:17.400 --> 00:03:19.400]  再讀一次
[00:03:19.400 --> 00:03:22.400]  言而靠著愛我們的主
[00:03:22.400 --> 00:03:24.400]  在這一切的事上
[00:03:24.400 --> 00:03:26.400]  已經得勝有餘了
[00:03:26.400 --> 00:03:28.400]  所以這三個了
[00:03:28.400 --> 00:03:31.400]  第一個了簡單來說就是釋放了
[00:03:31.400 --> 00:03:35.400]  第二個了就是不介意了
[00:03:35.400 --> 00:03:37.400]  第三個了是什麼?
[00:03:37.400 --> 00:03:39.400]  得勝有餘了
[00:03:39.400 --> 00:03:41.400]  得勝就已經很開心了
[00:03:41.400 --> 00:03:43.400]  還有什麼?
[00:03:43.400 --> 00:03:45.400]  有餘? 餘多少?
[00:03:45.400 --> 00:03:48.400]  你覺得你的日常生活
[00:03:48.400 --> 00:03:50.400]  如果每個月都怎樣?
[00:03:50.400 --> 00:03:52.400]  是夠的
[00:03:52.400 --> 00:03:54.400]  並且有什麼?
[00:03:54.400 --> 00:03:56.400]  有餘有剩
[00:03:56.400 --> 00:03:58.400]  你想剩多少?
[00:03:58.400 --> 00:04:00.400]  想一想
[00:04:00.400 --> 00:04:02.400]  你想剩多少?
[00:04:02.400 --> 00:04:04.400]  說給主聽
[00:04:04.400 --> 00:04:06.400]  不怕
[00:04:06.400 --> 00:04:08.400]  說給他聽
[00:04:08.400 --> 00:04:10.400]  你想剩多少?
[00:04:10.400 --> 00:04:12.400]  多多都不夠
[00:04:12.400 --> 00:04:14.400]  夠不夠?
[00:04:14.400 --> 00:04:16.400]  夠不夠?
[00:04:16.400 --> 00:04:18.400]  有沒有人心裡已經有數了?
[00:04:18.400 --> 00:04:20.400]  唉
[00:04:20.400 --> 00:04:22.400]  如果每個月可以
[00:04:22.400 --> 00:04:26.400]  剩多少就好了
[00:04:26.400 --> 00:04:29.400]  其實這個餘究竟餘多少呢?
[00:04:29.400 --> 00:04:32.400]  我昨晚跟清城區說
[00:04:32.400 --> 00:04:36.400]  清城區已經出來工作了
[00:04:36.400 --> 00:04:38.400]  你跟青年區說
[00:04:38.400 --> 00:04:42.400]  他不太知道剩多少才算多
[00:04:42.400 --> 00:04:44.400]  我就說
[00:04:44.400 --> 00:04:46.400]  你這一輩子
[00:04:46.400 --> 00:04:48.400]  要花一千萬
[00:04:48.400 --> 00:04:50.400]  夠不夠?
[00:04:50.400 --> 00:04:52.400]  其實你一輩子
[00:04:52.400 --> 00:04:54.400]  花不花一千萬呢?
[00:04:54.400 --> 00:04:56.400]  花不花?
[00:04:56.400 --> 00:04:58.400]  有沒有人說花不花
[00:04:58.400 --> 00:05:00.400]  哪有這麼多
[00:05:00.400 --> 00:05:02.400]  你跟旁邊的成年人商量
[00:05:02.400 --> 00:05:04.400]  花不花?
[00:05:04.400 --> 00:05:06.400]  哈哈哈
[00:05:06.400 --> 00:05:08.400]  如果你花一千萬
[00:05:08.400 --> 00:05:10.400]  你豈不是很富貴
[00:05:10.400 --> 00:05:12.400]  對不對
[00:05:12.400 --> 00:05:14.400]  無論如何你都是千萬富翁
[00:05:14.400 --> 00:05:16.400]  對不對
[00:05:16.400 --> 00:05:18.400]  花不花一千萬呢?
[00:05:18.400 --> 00:05:20.400]  花了
[00:05:20.400 --> 00:05:22.400]  芝士說花了
[00:05:22.400 --> 00:05:24.400]  花了
[00:05:24.400 --> 00:05:26.400]  所以我們每個人都很富貴
[00:05:26.400 --> 00:05:28.400]  不過原來
[00:05:28.400 --> 00:05:30.400]  你有一億萬
[00:05:30.400 --> 00:05:32.400]  你覺得夠不夠?
[00:05:32.400 --> 00:05:36.400]  會不會很餘?
[00:05:36.400 --> 00:05:38.400]  餘不餘?
[00:05:38.400 --> 00:05:40.400]  餘不餘?
[00:05:40.400 --> 00:05:42.400]  德性有餘
[00:05:42.400 --> 00:05:44.400]  其實你要明白
[00:05:44.400 --> 00:05:46.400]  不明白是很麻煩的
[00:05:46.400 --> 00:05:48.400]  為什麼呢?
[00:05:48.400 --> 00:05:50.400]  五餅二魚的神蹟
[00:05:50.400 --> 00:05:52.400]  是這樣的
[00:05:52.400 --> 00:05:54.400]  五餅兩條魚吃飽了五千人
[00:05:54.400 --> 00:05:56.400]  剩下多少?
[00:05:56.400 --> 00:05:58.400]  老實說
[00:05:58.400 --> 00:06:00.400]  五餅兩條魚都是用籃子載著
[00:06:00.400 --> 00:06:02.400]  你吃完五千人
[00:06:02.400 --> 00:06:04.400]  剩下多少?
[00:06:04.400 --> 00:06:06.400]  你跟旁邊的人說
[00:06:06.400 --> 00:06:08.400]  那還吃飽了多少人?
[00:06:08.400 --> 00:06:10.400]  所以你跟旁邊的人說
[00:06:10.400 --> 00:06:12.400]  不要小看我
[00:06:12.400 --> 00:06:14.400]  原來我是一億萬
[00:06:14.400 --> 00:06:16.400]  原來我是一億萬
[00:06:16.400 --> 00:06:18.400]  行不行?
[00:06:18.400 --> 00:06:20.400]  這個有餘
[00:06:20.400 --> 00:06:22.400]  是這個意思
[00:06:22.400 --> 00:06:24.400]  OK
[00:06:24.400 --> 00:06:26.400]  現在
[00:06:26.400 --> 00:06:28.400]  就要講一下這三段聖經
[00:06:28.400 --> 00:06:30.400]  第一段是快一點的
[00:06:30.400 --> 00:06:32.400]  對家庭區
[00:06:32.400 --> 00:06:34.400]  第一很多人信耶穌很久了
[00:06:34.400 --> 00:06:36.400]  你是成年人
[00:06:36.400 --> 00:06:38.400]  一講你就明白
[00:06:38.400 --> 00:06:40.400]  第二段就難一點
[00:06:40.400 --> 00:06:42.400]  第二段要講多一點
[00:06:42.400 --> 00:06:44.400]  我相信講多一點你都不明白
[00:06:44.400 --> 00:06:46.400]  為什麼呢?
[00:06:46.400 --> 00:06:48.400]  因為你年紀夠大
[00:06:48.400 --> 00:06:50.400]  夠固執
[00:06:50.400 --> 00:06:52.400]  所以第二段要用心聽
[00:06:52.400 --> 00:06:54.400]  並且要祈禱
[00:06:54.400 --> 00:06:56.400]  求主叫自己不要太老
[00:06:56.400 --> 00:06:58.400]  有一種頑固叫什麼?
[00:06:58.400 --> 00:07:00.400]  老頑固
[00:07:00.400 --> 00:07:02.400]  所以要記住
[00:07:02.400 --> 00:07:04.400]  第三段容易一點
[00:07:04.400 --> 00:07:06.400]  第一段
[00:07:06.400 --> 00:07:08.400]  第一第二節
[00:07:08.400 --> 00:07:10.400]  第一第二節是因為
[00:07:10.400 --> 00:07:12.400]  因為血
[00:07:12.400 --> 00:07:14.400]  我們被贖回了
[00:07:14.400 --> 00:07:16.400]  所以我們得悉放了
[00:07:16.400 --> 00:07:18.400]  從什麼地方得悉放呢?
[00:07:18.400 --> 00:07:20.400]  第一第二節告訴我們
[00:07:20.400 --> 00:07:22.400]  我們有一個事實
[00:07:22.400 --> 00:07:24.400]  所有人類有一個事實
[00:07:24.400 --> 00:07:26.400]  在我們未信耶穌之前
[00:07:26.400 --> 00:07:28.400]  我們只有部分的自由
[00:07:28.400 --> 00:07:30.400]  那個部分自由叫什麼?
[00:07:30.400 --> 00:07:32.400]  有犯罪的自由
[00:07:32.400 --> 00:07:34.400]  行不行?
[00:07:34.400 --> 00:07:36.400]  有犯罪的自由
[00:07:36.400 --> 00:07:38.400]  你信了耶穌之後
[00:07:38.400 --> 00:07:40.400]  你多了全部的自由
[00:07:40.400 --> 00:07:42.400]  全部回來了
[00:07:42.400 --> 00:07:44.400]  那個自由是什麼?
[00:07:44.400 --> 00:07:46.400]  你有一個自由
[00:07:46.400 --> 00:07:48.400]  不犯罪的自由
[00:07:48.400 --> 00:07:50.400]  不知道你覺得有沒有分別呢?
[00:07:50.400 --> 00:07:52.400]  就是說你之前
[00:07:52.400 --> 00:07:54.400]  你只有犯罪的什麼?
[00:07:54.400 --> 00:07:56.400]  自由
[00:07:56.400 --> 00:07:58.400]  因為你被圈在那個什麼?
[00:07:58.400 --> 00:08:00.400]  其實你不犯也在罪的
[00:08:00.400 --> 00:08:02.400]  不是聚集
[00:08:02.400 --> 00:08:04.400]  是在犯罪
[00:08:04.400 --> 00:08:06.400]  在罪裡面
[00:08:06.400 --> 00:08:08.400]  但是你不可以說他未信耶穌
[00:08:08.400 --> 00:08:10.400]  他就好像機械式那樣
[00:08:10.400 --> 00:08:12.400]  會犯罪
[00:08:12.400 --> 00:08:14.400]  不是
[00:08:14.400 --> 00:08:16.400]  因為犯罪和我們的自由意志
[00:08:16.400 --> 00:08:18.400]  有沒有關係?
[00:08:18.400 --> 00:08:20.400]  有沒有?
[00:08:20.400 --> 00:08:22.400]  你未信耶穌也有自由意志
[00:08:22.400 --> 00:08:24.400]  不過你的自由意志是什麼?
[00:08:24.400 --> 00:08:26.400]  是殘存了
[00:08:26.400 --> 00:08:28.400]  是不夠完美的
[00:08:28.400 --> 00:08:30.400]  OK
[00:08:30.400 --> 00:08:32.400]  主耶穌就將我們
[00:08:32.400 --> 00:08:34.400]  從老亞當的問題
[00:08:34.400 --> 00:08:36.400]  救出來了
[00:08:36.400 --> 00:08:38.400]  救出來之後
[00:08:38.400 --> 00:08:40.400]  你就擁有一個什麼的自由?
[00:08:40.400 --> 00:08:42.400]  不犯罪的自由
[00:08:42.400 --> 00:08:44.400]  就是你的自由意志
[00:08:44.400 --> 00:08:46.400]  藉著
[00:08:46.400 --> 00:08:48.400]  你信耶穌
[00:08:48.400 --> 00:08:50.400]  聖靈在你裡面
[00:08:50.400 --> 00:08:52.400]  將罪和什麼?
[00:08:52.400 --> 00:08:54.400]  死的律
[00:08:54.400 --> 00:08:56.400]  解放了
[00:08:56.400 --> 00:08:58.400]  所以你就由
[00:08:58.400 --> 00:09:00.400]  罪的奴隸
[00:09:00.400 --> 00:09:02.400]  變成了什麼?
[00:09:02.400 --> 00:09:04.400]  剛才芝士的祈禱
[00:09:04.400 --> 00:09:06.400]  就是神的什麼?
[00:09:06.400 --> 00:09:08.400]  兒女
[00:09:08.400 --> 00:09:12.400]  只是這個身份的改變
[00:09:12.400 --> 00:09:14.400]  是值得慶祝
[00:09:14.400 --> 00:09:16.400]  就是說你和我
[00:09:16.400 --> 00:09:18.400]  本來是奴隸
[00:09:18.400 --> 00:09:20.400]  所以
[00:09:20.400 --> 00:09:22.400]  第八章就告訴我們
[00:09:22.400 --> 00:09:24.400]  如果你是被罪釋放了
[00:09:24.400 --> 00:09:26.400]  不是
[00:09:26.400 --> 00:09:28.400]  被補血釋放了
[00:09:28.400 --> 00:09:30.400]  在罪裡面被釋放
[00:09:30.400 --> 00:09:32.400]  在死裡面被釋放
[00:09:32.400 --> 00:09:34.400]  你就不要再有什麼的心
[00:09:34.400 --> 00:09:36.400]  奴僕的心
[00:09:36.400 --> 00:09:38.400]  奴隸的心
[00:09:38.400 --> 00:09:40.400]  因為你已經成為什麼?
[00:09:40.400 --> 00:09:42.400]  兒女
[00:09:42.400 --> 00:09:44.400]  所以我們都很熟悉第八章
[00:09:44.400 --> 00:09:46.400]  告訴我們
[00:09:46.400 --> 00:09:48.400]  聖靈和我們的心一起
[00:09:48.400 --> 00:09:50.400]  見證
[00:09:50.400 --> 00:09:52.400]  當你稱上帝為
[00:09:52.400 --> 00:09:54.400]  阿爸父的時候
[00:09:54.400 --> 00:09:56.400]  天地間不會說
[00:09:56.400 --> 00:09:58.400]  你叫誰?
[00:09:58.400 --> 00:10:00.400]  你知不知道醜?
[00:10:00.400 --> 00:10:02.400]  不會
[00:10:02.400 --> 00:10:04.400]  因為聖靈在你裡面
[00:10:04.400 --> 00:10:06.400]  跟你說你叫得對
[00:10:06.400 --> 00:10:08.400]  祂真是你爸爸
[00:10:08.400 --> 00:10:10.400]  很清楚
[00:10:10.400 --> 00:10:12.400]  我不知道有多少位弟兄姊妹
[00:10:12.400 --> 00:10:14.400]  你現在
[00:10:14.400 --> 00:10:16.400]  自己祈禱
[00:10:16.400 --> 00:10:18.400]  先講自己
[00:10:18.400 --> 00:10:20.400]  這一聲
[00:10:20.400 --> 00:10:22.400]  稱這位創天造地的主
[00:10:22.400 --> 00:10:24.400]  為你的什麼?
[00:10:24.400 --> 00:10:26.400]  爸爸
[00:10:26.400 --> 00:10:28.400]  阿爸父
[00:10:28.400 --> 00:10:30.400]  是什麼?
[00:10:30.400 --> 00:10:32.400]  是阿難民裡面
[00:10:32.400 --> 00:10:34.400]  巴勒斯坦地的人
[00:10:34.400 --> 00:10:36.400]  耶穌的時代
[00:10:36.400 --> 00:10:38.400]  一個親暱的稱法
[00:10:38.400 --> 00:10:40.400]  就好像我們廣東人叫什麼?
[00:10:40.400 --> 00:10:42.400]  叫老豆
[00:10:42.400 --> 00:10:44.400]  老豆
[00:10:44.400 --> 00:10:46.400]  很有趣
[00:10:46.400 --> 00:10:48.400]  如果你叫媽媽
[00:10:48.400 --> 00:10:50.400]  就好像說髒話
[00:10:50.400 --> 00:10:52.400]  所以
[00:10:52.400 --> 00:10:54.400]  叫老豆就會覺得很親暱
[00:10:54.400 --> 00:10:56.400]  很特別
[00:10:56.400 --> 00:10:58.400]  這些語法
[00:10:58.400 --> 00:11:00.400]  所以我想跟你說
[00:11:00.400 --> 00:11:02.400]  只是你每一天
[00:11:02.400 --> 00:11:04.400]  睜大眼睛
[00:11:04.400 --> 00:11:06.400]  因著你從奴僕的身份被釋放
[00:11:06.400 --> 00:11:08.400]  成為一個神的兒女
[00:11:08.400 --> 00:11:10.400]  可以稱神為阿爸父
[00:11:10.400 --> 00:11:12.400]  這個身份已經值得
[00:11:12.400 --> 00:11:14.400]  你每一天睡醒
[00:11:14.400 --> 00:11:16.400]  慶祝一下
[00:11:16.400 --> 00:11:18.400]  一睜大眼睛
[00:11:18.400 --> 00:11:20.400]  第一句慶祝是什麼?
[00:11:20.400 --> 00:11:22.400]  叫老豆早安
[00:11:22.400 --> 00:11:24.400]  可以嗎?
[00:11:24.400 --> 00:11:26.400]  可以嗎?
[00:11:26.400 --> 00:11:28.400]  你有這種習慣
[00:11:28.400 --> 00:11:30.400]  有這種練習
[00:11:30.400 --> 00:11:32.400]  我記得我曾經幫助過你們練習
[00:11:32.400 --> 00:11:34.400]  跟旁邊的人說
[00:11:34.400 --> 00:11:36.400]  我爸爸是誰?
[00:11:36.400 --> 00:11:38.400]  忘記了
[00:11:38.400 --> 00:11:40.400]  年紀大是這樣的
[00:11:40.400 --> 00:11:42.400]  年紀小的就很記得
[00:11:42.400 --> 00:11:44.400]  他們的信德
[00:11:44.400 --> 00:11:46.400]  但你們很快就忘記了
[00:11:46.400 --> 00:11:48.400]  現在再做一次
[00:11:48.400 --> 00:11:50.400]  跟旁邊的人說
[00:11:50.400 --> 00:11:52.400]  我爸爸是神
[00:11:52.400 --> 00:11:54.400]  自然嗎?
[00:11:54.400 --> 00:11:56.400]  不自然的話再說一次
[00:11:56.400 --> 00:12:02.400]  有些不敢說
[00:12:02.400 --> 00:12:04.400]  好像不太懂
[00:12:04.400 --> 00:12:06.400]  阿佳你能說嗎?
[00:12:06.400 --> 00:12:08.400]  感謝主
[00:12:08.400 --> 00:12:10.400]  大聲一點
[00:12:10.400 --> 00:12:12.400]  我爸爸是神
[00:12:12.400 --> 00:12:14.400]  我爸爸是神
[00:12:14.400 --> 00:12:16.400]  所以我是神的什麼?
[00:12:16.400 --> 00:12:18.400]  兒女
[00:12:18.400 --> 00:12:20.400]  每一天我們一睜大眼睛
[00:12:20.400 --> 00:12:22.400]  如果可以讓
[00:12:22.400 --> 00:12:24.400]  這個身份
[00:12:24.400 --> 00:12:26.400]  翻身我們每一天的日子
[00:12:26.400 --> 00:12:28.400]  我相信你的樣子會不同
[00:12:28.400 --> 00:12:30.400]  你的樣子會不同
[00:12:30.400 --> 00:12:32.400]  對不對?
[00:12:32.400 --> 00:12:34.400]  走出去都穩妥很多
[00:12:34.400 --> 00:12:36.400]  我不想你們串人
[00:12:36.400 --> 00:12:38.400]  我想你們串罪惡
[00:12:38.400 --> 00:12:40.400]  這個是第一個了
[00:12:40.400 --> 00:12:42.400]  所以一了已經八了
[00:12:42.400 --> 00:12:44.400]  對不對?這個身份的改變
[00:12:44.400 --> 00:12:46.400]  對不對?
[00:12:46.400 --> 00:12:48.400]  但是
[00:12:48.400 --> 00:12:50.400]  這三個了裡面
[00:12:50.400 --> 00:12:52.400]  最困難的是第二個了
[00:12:52.400 --> 00:12:54.400]  第二個了
[00:12:54.400 --> 00:12:56.400]  其實我們剛才讀第十八節
[00:12:56.400 --> 00:12:58.400]  他說
[00:12:58.400 --> 00:13:00.400]  我們再看第十八節
[00:13:00.400 --> 00:13:02.400]  我想現在的苦楚
[00:13:02.400 --> 00:13:04.400]  現在
[00:13:04.400 --> 00:13:06.400]  現在是不會
[00:13:06.400 --> 00:13:08.400]  因為一會兒
[00:13:08.400 --> 00:13:10.400]  現在就過了
[00:13:10.400 --> 00:13:12.400]  對不對?因為一會兒又有
[00:13:12.400 --> 00:13:14.400]  他的什麼?現在
[00:13:14.400 --> 00:13:16.400]  現在永遠都是現在
[00:13:16.400 --> 00:13:18.400]  對不對?
[00:13:18.400 --> 00:13:20.400]  你什麼時候沒死你什麼時候都有什麼?
[00:13:20.400 --> 00:13:22.400]  所以現在的名字
[00:13:22.400 --> 00:13:24.400]  改得真好
[00:13:24.400 --> 00:13:26.400]  現在
[00:13:26.400 --> 00:13:28.400]  我現在的苦楚
[00:13:28.400 --> 00:13:30.400]  現在的什麼?極大的
[00:13:30.400 --> 00:13:32.400]  困苦
[00:13:32.400 --> 00:13:34.400]  如果我要
[00:13:34.400 --> 00:13:36.400]  將來他真的有個將來
[00:13:36.400 --> 00:13:38.400]  將來的什麼?
[00:13:38.400 --> 00:13:40.400]  榮耀
[00:13:40.400 --> 00:13:42.400]  他好像一個對比
[00:13:42.400 --> 00:13:44.400]  現在的苦
[00:13:44.400 --> 00:13:46.400]  現在的苦
[00:13:46.400 --> 00:13:48.400]  和那個什麼?將來的榮耀
[00:13:48.400 --> 00:13:50.400]  將來的榮耀是什麼呢?
[00:13:50.400 --> 00:13:52.400]  其實將來的榮耀
[00:13:52.400 --> 00:13:54.400]  是我們人生的
[00:13:54.400 --> 00:13:56.400]  走走走
[00:13:56.400 --> 00:13:58.400]  走到最後的什麼?
[00:13:58.400 --> 00:14:00.400]  terminal
[00:14:00.400 --> 00:14:02.400]  終點站
[00:14:02.400 --> 00:14:04.400]  終極站
[00:14:04.400 --> 00:14:06.400]  目的地
[00:14:06.400 --> 00:14:08.400]  當你去到終點站之後
[00:14:08.400 --> 00:14:10.400]  你的生命
[00:14:10.400 --> 00:14:12.400]  可能不再是走的了
[00:14:12.400 --> 00:14:14.400]  是什麼?
[00:14:14.400 --> 00:14:16.400]  是飛
[00:14:16.400 --> 00:14:18.400]  可能不再是飛的了
[00:14:18.400 --> 00:14:20.400]  是噴
[00:14:20.400 --> 00:14:22.400]  火箭不是飛是噴
[00:14:22.400 --> 00:14:24.400]  對不對?
[00:14:24.400 --> 00:14:26.400]  可能是騰雲駕霧
[00:14:26.400 --> 00:14:28.400]  被接上去
[00:14:28.400 --> 00:14:30.400]  你千萬不要想著回天堂
[00:14:30.400 --> 00:14:32.400]  回天堂是很cheap的
[00:14:32.400 --> 00:14:34.400]  明白嗎?
[00:14:34.400 --> 00:14:36.400]  有很多人以為信耶穌
[00:14:36.400 --> 00:14:38.400]  是回天堂的
[00:14:38.400 --> 00:14:40.400]  當然我們舊時候
[00:14:40.400 --> 00:14:42.400]  有一首古老的歌
[00:14:42.400 --> 00:14:44.400]  哪裡是天堂?
[00:14:44.400 --> 00:14:46.400]  哪裡是天堂?
[00:14:46.400 --> 00:14:48.400]  耶穌同在
[00:14:48.400 --> 00:14:50.400]  就是什麼?
[00:14:50.400 --> 00:14:52.400]  就是天堂
[00:14:52.400 --> 00:14:54.400]  所以你現在已經在回天堂了
[00:14:54.400 --> 00:14:56.400]  可以
[00:14:56.400 --> 00:14:58.400]  你和隔壁的人說
[00:14:58.400 --> 00:15:00.400]  回天堂
[00:15:00.400 --> 00:15:02.400]  不過這個將來
[00:15:02.400 --> 00:15:04.400]  肯定是一個什麼?
[00:15:04.400 --> 00:15:06.400]  了結了現在
[00:15:06.400 --> 00:15:08.400]  即是死了
[00:15:08.400 --> 00:15:10.400]  那我就去到另外一個目的地
[00:15:10.400 --> 00:15:12.400]  你的
[00:15:12.400 --> 00:15:14.400]  你的現況
[00:15:14.400 --> 00:15:16.400]  你當時將來那個
[00:15:16.400 --> 00:15:18.400]  進到一個什麼呢?
[00:15:18.400 --> 00:15:20.400]  一個榮耀
[00:15:20.400 --> 00:15:22.400]  的目的地
[00:15:22.400 --> 00:15:24.400]  榮耀是什麼呢?
[00:15:24.400 --> 00:15:26.400]  說真的
[00:15:26.400 --> 00:15:28.400]  每一個用詞都可以解釋
[00:15:28.400 --> 00:15:30.400]  唯一比較難解釋的
[00:15:30.400 --> 00:15:32.400]  就是榮耀
[00:15:32.400 --> 00:15:34.400]  說完一大堆
[00:15:34.400 --> 00:15:36.400]  你不知道他在說什麼
[00:15:36.400 --> 00:15:38.400]  最後簡單一點
[00:15:38.400 --> 00:15:40.400]  因為他好像要將那個很抽象的東西
[00:15:40.400 --> 00:15:42.400]  講得很落實給你聽
[00:15:42.400 --> 00:15:44.400]  其實榮耀就是神自己
[00:15:44.400 --> 00:15:46.400]  行不行?
[00:15:46.400 --> 00:15:48.400]  即是說我們最終的目的地
[00:15:48.400 --> 00:15:50.400]  去哪裡?
[00:15:50.400 --> 00:15:52.400]  去哪裡?
[00:15:52.400 --> 00:15:54.400]  去神自己那裡
[00:15:54.400 --> 00:15:56.400]  去神自己那裡
[00:15:56.400 --> 00:15:58.400]  其實神來我們這裡
[00:15:58.400 --> 00:16:00.400]  很容易的
[00:16:00.400 --> 00:16:02.400]  對不對?
[00:16:02.400 --> 00:16:04.400]  但我們要去到神那裡
[00:16:04.400 --> 00:16:06.400]  不是很容易的
[00:16:06.400 --> 00:16:08.400]  所以剛才那首詩歌
[00:16:08.400 --> 00:16:10.400]  那個作者
[00:16:10.400 --> 00:16:12.400]  其實就是感覺神離開他很遠
[00:16:12.400 --> 00:16:14.400]  才有這種渴望
[00:16:14.400 --> 00:16:16.400]  這種追求
[00:16:16.400 --> 00:16:18.400]  不過你唱完
[00:16:18.400 --> 00:16:20.400]  你感覺到一件事
[00:16:20.400 --> 00:16:22.400]  又要再唱
[00:16:22.400 --> 00:16:24.400]  都在這種饑渴的裡面
[00:16:24.400 --> 00:16:26.400]  為什麼不行?
[00:16:26.400 --> 00:16:28.400]  為什麼不夠?
[00:16:28.400 --> 00:16:30.400]  為什麼不行?
[00:16:30.400 --> 00:16:32.400]  於是你去追求主
[00:16:32.400 --> 00:16:34.400]  不追極
[00:16:34.400 --> 00:16:36.400]  你嘗到一點
[00:16:36.400 --> 00:16:38.400]  又不行
[00:16:38.400 --> 00:16:40.400]  我有個好朋友
[00:16:40.400 --> 00:16:42.400]  在這十年八年裡同行
[00:16:42.400 --> 00:16:44.400]  其實年輕過我
[00:16:44.400 --> 00:16:46.400]  但已經滿頭白髮
[00:16:46.400 --> 00:16:48.400]  她其實是千金小姐
[00:16:48.400 --> 00:16:50.400]  她就說你知道嗎?
[00:16:50.400 --> 00:16:52.400]  六代基督徒
[00:16:52.400 --> 00:16:54.400]  第六代的基督徒
[00:16:54.400 --> 00:16:56.400]  我二十歲
[00:16:56.400 --> 00:16:58.400]  我在教會裡面發現
[00:16:58.400 --> 00:17:00.400]  原來教會所有提供給我的東西
[00:17:00.400 --> 00:17:02.400]  不是我的主
[00:17:02.400 --> 00:17:04.400]  二十歲的時候發現
[00:17:04.400 --> 00:17:06.400]  那她怎麼辦?
[00:17:06.400 --> 00:17:08.400]  她是信耶穌的
