
[00:00:00.000 --> 00:00:03.000]  多謝師妹早晨,讓我們在聆聽主的說話之前
[00:01:39.080 --> 00:01:41.080]  所以應該差不多了
[00:01:41.080 --> 00:01:48.080]  我也不想水過鴨背地和大家去看一卷的福音書
[00:01:48.080 --> 00:01:54.080]  因為每一卷的福音書它本身都有寫作的原因
[00:01:54.080 --> 00:02:00.080]  這也是我們在讀福音書的時候一個很重要的功課
[00:02:00.080 --> 00:02:04.080]  在讀福音書裡面有一個經常的錯誤
[00:02:04.080 --> 00:02:08.080]  很多人是將四卷的福音書炒在一起
[00:02:08.080 --> 00:02:13.080]  然後成為一個單一的自創的福音
[00:02:13.080 --> 00:02:18.080]  比較聰明的有一點點神學的就說我們不會四卷的
[00:02:18.080 --> 00:02:25.080]  因為我們只知道是《馬太》、《馬可》和《路加福音》三卷
[00:02:25.080 --> 00:02:28.080]  叫做「符類福音」或者叫做「對觀福音」
[00:02:28.080 --> 00:02:29.080]  Synoptic Gospel
[00:02:29.080 --> 00:02:37.080]  他們的內容其實是根據一個相同的軌跡和大綱去寫的
[00:02:37.080 --> 00:02:39.080]  所以我們就不會四卷
[00:02:39.080 --> 00:02:43.080]  我們三卷將它合二為一去炒成一碟
[00:02:43.080 --> 00:02:47.080]  其實也是錯誤的一個讀經的方式
[00:02:47.080 --> 00:02:51.080]  因為很多時候每一卷的福音書想寫的內容
[00:02:51.080 --> 00:02:55.080]  即使表面上好像類似的事件
[00:02:55.080 --> 00:02:59.080]  但是在聖經的研究裡面是告訴我們
[00:02:59.080 --> 00:03:02.080]  它們卻是兩件不同的事情
[00:03:02.080 --> 00:03:06.080]  不過在不同的地方有類似的推行
[00:03:06.080 --> 00:03:09.080]  在這方面我希望弟兄姊妹也都留意了
[00:03:09.080 --> 00:03:11.080]  不要犯這些的錯誤
[00:03:11.080 --> 00:03:14.080]  所以當我們去看每卷的福音書的時候
[00:03:14.080 --> 00:03:21.080]  我們最好的讀經的方法就是按照每一卷的福音書的內容
[00:03:21.080 --> 00:03:24.080]  它自己本身的本意來去解釋
[00:03:24.080 --> 00:03:28.080]  至於以符類福音的思想去研讀的
[00:03:28.080 --> 00:03:31.080]  這個是另一個課題
[00:03:31.080 --> 00:03:35.080]  在我們去讀聖經或者研究聖經的上面
[00:03:35.080 --> 00:03:37.080]  是有另一個原因
[00:03:37.080 --> 00:03:41.080]  而主要原因就是正正要找出每卷福音書
[00:03:41.080 --> 00:03:44.080]  即使可能同一件事件都好
[00:03:44.080 --> 00:03:49.080]  我們都會去看到它寫作的動機的不同之處
[00:03:49.080 --> 00:03:54.080]  或者上帝是希望藉著這個全福音的傳導者
[00:03:54.080 --> 00:03:56.080]  或者福音的記載者
[00:03:56.080 --> 00:04:00.080]  讓我們去看到他所要看到的屬靈教導
[00:04:00.080 --> 00:04:03.080]  和上帝怎樣去生命上的督導
[00:04:03.080 --> 00:04:09.080]  這個是我想在講老家福音的前設的上面
[00:04:09.080 --> 00:04:14.080]  先和大家一起去看一下這個這麼基本
[00:04:14.080 --> 00:04:18.080]  但是很多信徒未必掌握的原則
[00:04:18.080 --> 00:04:22.080]  講一點點為什麼會講老家福音的
[00:04:22.080 --> 00:04:24.080]  在過去的日子
[00:04:24.080 --> 00:04:26.080]  因著我們的網絡事工
[00:04:26.080 --> 00:04:29.080]  很多弟兄姊妹就有一個很好的習慣
[00:04:29.080 --> 00:04:33.080]  不一定是讀經的一個必然的做法
[00:04:33.080 --> 00:04:35.080]  不過它其中一個做法就是
[00:04:35.080 --> 00:04:39.080]  它按照我們教會講道的書卷
[00:04:39.080 --> 00:04:42.080]  來做它的靈修
[00:04:42.080 --> 00:04:46.080]  有不少弟兄姊妹都和我分享到這個做法
[00:04:46.080 --> 00:04:47.080]  很有幫助
[00:04:47.080 --> 00:04:53.080]  而最近有一個信徒就問起我
[00:04:53.080 --> 00:04:59.080]  他說牧師我現在準備去以老家福音去靈修
[00:04:59.080 --> 00:05:02.080]  不過我找不到你有講道
[00:05:02.080 --> 00:05:04.080]  我說不是吧
[00:05:04.080 --> 00:05:07.080]  老家福音我會不講
[00:05:07.080 --> 00:05:09.080]  誰知道自己一查
[00:05:09.080 --> 00:05:14.080]  發覺原來這麼多年的老家福音都講得很零零碎碎
[00:05:14.080 --> 00:05:17.080]  就不是成卷的福音書去講
[00:05:17.080 --> 00:05:24.080]  其實我完成了的有馬太福音、馬可福音、約翰福音
[00:05:24.080 --> 00:05:27.080]  唯獨在老家福音裡面
[00:05:27.080 --> 00:05:30.080]  我是未完整地順序
[00:05:30.080 --> 00:05:32.080]  有系統地和大家去思想
[00:05:32.080 --> 00:05:35.080]  所以我覺得還了兩個心願
[00:05:35.080 --> 00:05:36.080]  第一個心願就是
[00:05:36.080 --> 00:05:40.080]  福音書我可以完整地將它講完一次
[00:05:40.080 --> 00:05:46.080]  我不知道我人生還有沒有機會再講同一卷的書卷
[00:05:46.080 --> 00:05:49.080]  我希望在每一次我講的書卷裡面
[00:05:49.080 --> 00:05:53.080]  盡量將我所在那段聖經裡面的學習
[00:05:53.080 --> 00:05:54.080]  和大家去講
[00:05:54.080 --> 00:05:56.080]  一起的思想
[00:05:56.080 --> 00:05:57.080]  這個是我的其中一個
[00:05:57.080 --> 00:05:59.080]  你說私心都好
[00:05:59.080 --> 00:06:01.080]  另一個我就是希望的就是
[00:06:01.080 --> 00:06:04.080]  可以至少可以幫助大家弟兄姊妹
[00:06:04.080 --> 00:06:11.080]  在不同的方書裡面去透徹認識上帝的心思
[00:06:11.080 --> 00:06:15.080]  你說牧師講成年年幾這麼長的嗎
[00:06:15.080 --> 00:06:17.080]  是呀,真的要這麼長的
[00:06:17.080 --> 00:06:18.080]  如果要細心去讀
[00:06:18.080 --> 00:06:20.080]  會不會讀著讀著聽著聽著
[00:06:20.080 --> 00:06:22.080]  我會迷失的
[00:06:22.080 --> 00:06:25.080]  會只看到一棵樹上面的一塊葉
[00:06:25.080 --> 00:06:28.080]  或者一朵花看不到整棵樹
[00:06:28.080 --> 00:06:31.080]  我會不時去和大家看一棵樹
[00:06:31.080 --> 00:06:33.080]  究竟講些甚麼
[00:06:33.080 --> 00:06:35.080]  所以大家不需要太過擔心
[00:06:35.080 --> 00:06:41.080]  今天我們會開始老家福音的最開頭的第一章
[00:06:41.080 --> 00:06:44.080]  我們會從第一節至到去第四節
[00:06:44.080 --> 00:06:47.080]  我們今天所看的題目就是
[00:06:47.080 --> 00:06:50.080]  信主不可以求求其奇
[00:06:50.080 --> 00:06:53.080]  我想世古很多人都不會想到
[00:06:53.080 --> 00:06:56.080]  這個是這段聖經的題目
[00:06:56.080 --> 00:06:58.080]  究竟講些甚麼呢
[00:06:58.080 --> 00:07:00.080]  讓我們仔細去看一下
[00:07:00.080 --> 00:07:02.080]  不過讓我們先環顧一下
[00:07:02.080 --> 00:07:05.080]  今天教會的信徒的信仰狀態
[00:07:05.080 --> 00:07:07.080]  其實今天很多的信徒
[00:07:07.080 --> 00:07:10.080]  即使他稱之為基督徒都好
[00:07:10.080 --> 00:07:13.080]  其實他的信是很兒戲的
[00:07:13.080 --> 00:07:16.080]  在現今直至到昨日為止
[00:07:16.080 --> 00:07:22.080]  在這個世界號稱自稱或者被稱為基督徒的人
[00:07:22.080 --> 00:07:25.080]  大約是有二十四億
[00:07:25.080 --> 00:07:31.080]  你說原來有這麼多人已經叫做基督徒
[00:07:31.080 --> 00:07:33.080]  那不就很厲害了
[00:07:33.080 --> 00:07:37.080]  聖經所講的將福音傳遍大地
[00:07:37.080 --> 00:07:40.080]  這個地上總共人口有多少
[00:07:40.080 --> 00:07:42.080]  大家知不知道
[00:07:42.080 --> 00:07:44.080]  大約八十一億左右
[00:07:44.080 --> 00:07:46.080]  如果我沒有記錯
[00:07:46.080 --> 00:07:48.080]  我上兩個月看過
[00:07:48.080 --> 00:07:49.080]  我經常看的
[00:07:49.080 --> 00:07:52.080]  看看這個世界究竟死人多些
[00:07:52.080 --> 00:07:53.080]  死人多些
[00:07:53.080 --> 00:07:55.080]  出生的人多些
[00:07:55.080 --> 00:07:58.080]  如果照這條數計一計
[00:07:58.080 --> 00:08:04.080]  其實都已經接近四分一
[00:08:04.080 --> 00:08:06.080]  或者五分二左右
[00:08:06.080 --> 00:08:11.080]  這個數量的人已經叫做基督徒
[00:08:11.080 --> 00:08:15.080]  未講真是聽過的又不相信的
[00:08:15.080 --> 00:08:18.080]  我相信在這個世界互聯網的世界
[00:08:18.080 --> 00:08:20.080]  沒有什麼人是未聽過基督教
[00:08:20.080 --> 00:08:25.080]  或者不知道基督的教導是想講些什麼
[00:08:25.080 --> 00:08:29.080]  但是在二十四億的基督徒裡面
[00:08:29.080 --> 00:08:32.080]  其實只要我們去留心看看
[00:08:32.080 --> 00:08:34.080]  甚至苦心自問
[00:08:34.080 --> 00:08:37.080]  有時候我們的信其實都很兒戲的
[00:08:37.080 --> 00:08:41.080]  有些什麼例子是很兒戲的呢
[00:08:41.080 --> 00:08:45.080]  很多人信主有很多理由的
[00:08:45.080 --> 00:08:48.080]  但是這些理由都不是聖經裡面所講的基礎
[00:08:48.080 --> 00:08:50.080]  譬如我認識一個朋友
[00:08:50.080 --> 00:08:51.080]  我跟他說
[00:08:51.080 --> 00:08:53.080]  你為什麼突然間有一天
[00:08:53.080 --> 00:08:55.080]  他說我信了主了
[00:08:55.080 --> 00:08:58.080]  我說你什麼時候信主
[00:08:58.080 --> 00:09:00.080]  為什麼信主
[00:09:00.080 --> 00:09:04.080]  他說我有一晚好像被鬼壓
[00:09:04.080 --> 00:09:06.080]  所以我就信主了
[00:09:06.080 --> 00:09:08.080]  我信了主就可以用耶穌的能力
[00:09:08.080 --> 00:09:12.080]  去命令這些壓我的鬼讓他走
[00:09:12.080 --> 00:09:17.080]  我心想被鬼壓其實是給自己心理作用的
[00:09:17.080 --> 00:09:20.080]  你都沒有真正見過鬼
[00:09:20.080 --> 00:09:23.080]  見過你才知道是什麼一回事
[00:09:23.080 --> 00:09:25.080]  但是因為我見過
[00:09:25.080 --> 00:09:28.080]  所以大家看見才會
[00:09:28.080 --> 00:09:33.080]  很多時候有些人為了心安理得
[00:09:33.080 --> 00:09:37.080]  或者可能身體有些毛病
[00:09:37.080 --> 00:09:40.080]  就覺得我被鬼壓了
[00:09:40.080 --> 00:09:41.080]  我心想如果這樣說
[00:09:41.080 --> 00:09:43.080]  我現在腳突然間很痛
[00:09:43.080 --> 00:09:46.080]  我是不是被鬼壓了
[00:09:46.080 --> 00:09:49.080]  很多人很兒戲的
[00:09:49.080 --> 00:09:53.080]  覺得信主好像有道護身符
[00:09:53.080 --> 00:09:54.080]  頂住先
[00:09:54.080 --> 00:09:56.080]  不要有事
[00:09:56.080 --> 00:09:59.080]  耶穌這麼強這麼勁
[00:09:59.080 --> 00:10:02.080]  我就可以依靠祂來趕鬼
[00:10:02.080 --> 00:10:04.080]  聖經裡面有很多
[00:10:04.080 --> 00:10:06.080]  所以很多人看福音書
[00:10:06.080 --> 00:10:08.080]  就很喜歡看這些趕鬼的例子
[00:10:08.080 --> 00:10:11.080]  或者趕鬼的片段
[00:10:11.080 --> 00:10:15.080]  有些人信主就叫林吉抱耶穌腳
[00:10:15.080 --> 00:10:16.080]  有沒有聽過
[00:10:16.080 --> 00:10:18.080]  你說是什麼
[00:10:18.080 --> 00:10:19.080]  林吉抱佛腳
[00:10:19.080 --> 00:10:21.080]  我聽過林吉抱耶穌腳都有嗎
[00:10:21.080 --> 00:10:22.080]  有的
[00:10:22.080 --> 00:10:26.080]  有些人譬如我以前認識一些朋友
[00:10:26.080 --> 00:10:29.080]  一到考試開會之前
[00:10:29.080 --> 00:10:31.080]  他就會和我說
[00:10:31.080 --> 00:10:34.080]  請你多多為我禱告
[00:10:34.080 --> 00:10:35.080]  我也在禱告
[00:10:35.080 --> 00:10:37.080]  不過黃牧師你有力一點
[00:10:37.080 --> 00:10:39.080]  你幫我禱告我有什麼事
[00:10:39.080 --> 00:10:41.080]  因為我一會兒會去面試
[00:10:41.080 --> 00:10:42.080]  見一份工作
[00:10:42.080 --> 00:10:45.080]  你知道那份工作很高薪
[00:10:45.080 --> 00:10:48.080]  很尊貴
[00:10:48.080 --> 00:10:50.080]  我怕有什麼閃失
[00:10:50.080 --> 00:10:51.080]  我失去了
[00:10:51.080 --> 00:10:52.080]  我心想
[00:10:52.080 --> 00:10:55.080]  這些是很自私的想法
[00:10:55.080 --> 00:10:58.080]  有些人就誠懇一點
[00:10:58.080 --> 00:11:02.080]  當我遇見有什麼危機的時候
[00:11:02.080 --> 00:11:05.080]  譬如打風下雨的時候
[00:11:05.080 --> 00:11:06.080]  水浸
[00:11:06.080 --> 00:11:09.080]  我的房子被沖毀的時候
[00:11:09.080 --> 00:11:11.080]  我見到有一個小朋友
[00:11:11.080 --> 00:11:14.080]  在房子裏面快要被淹死
[00:11:14.080 --> 00:11:16.080]  我奮勇跳下去救他
[00:11:16.080 --> 00:11:17.080]  祈禱吧
[00:11:17.080 --> 00:11:20.080]  祈禱耶穌保護著我
[00:11:20.080 --> 00:11:23.080]  我就可以去拯救這個小朋友
[00:11:23.080 --> 00:11:26.080]  這種叫林吉抱耶穌腳的信徒
[00:11:26.080 --> 00:11:30.080]  也有一些叫買保險信徒
[00:11:30.080 --> 00:11:31.080]  有沒有聽過
[00:11:31.080 --> 00:11:35.080]  信耶穌就是買多份保險一樣
[00:11:35.080 --> 00:11:38.080]  如果信佛的不行的
[00:11:38.080 --> 00:11:41.080]  到時也有多個耶穌頂著頂著
[00:11:41.080 --> 00:11:44.080]  所以有些信徒就覺得
[00:11:44.080 --> 00:11:47.080]  信耶穌就是買多一重保險
[00:11:47.080 --> 00:11:48.080]  不過最壞就是
[00:11:48.080 --> 00:11:50.080]  有些牧師都是這樣
[00:11:50.080 --> 00:11:52.080]  先相信
[00:11:52.080 --> 00:11:57.080]  信了肯定你在天國裏面有入場券
[00:11:57.080 --> 00:12:00.080]  其實這些思想源自於天主教
[00:12:00.080 --> 00:12:02.080]  不過很多牧師都很喜歡
[00:12:02.080 --> 00:12:05.080]  用這些天主教剛聽的說話
[00:12:05.080 --> 00:12:08.080]  來吸引人回教會
[00:12:08.080 --> 00:12:12.080]  但種種很多不同類型的信主都好
[00:12:12.080 --> 00:12:15.080]  其實都反映出很多人
[00:12:15.080 --> 00:12:17.080]  其實他的信很兒戲
[00:12:17.080 --> 00:12:19.080]  甚至就是因為這麼兒戲
[00:12:19.080 --> 00:12:22.080]  所以當那些事情未發生
[00:12:22.080 --> 00:12:25.080]  或者未到那個地步的時候
[00:12:25.080 --> 00:12:28.080]  他們的所謂信其實都是
[00:12:28.080 --> 00:12:31.080]  很求求其奇的
[00:12:31.080 --> 00:12:35.080]  我曾經認識過一個朋友
[00:12:35.080 --> 00:12:36.080]  他這樣跟我說
[00:12:36.080 --> 00:12:39.080]  他見到他父母入了醫院
[00:12:39.080 --> 00:12:42.080]  危在旦夕的時候
[00:12:42.080 --> 00:12:45.080]  他就說主啊我現在信你了
[00:12:45.080 --> 00:12:47.080]  快點救我的家人
[00:12:47.080 --> 00:12:49.080]  或者他的太太或者他的丈夫
[00:12:49.080 --> 00:12:51.080]  快死了
[00:12:51.080 --> 00:12:55.080]  我想你保守我和保守他
[00:12:55.080 --> 00:12:57.080]  甚至在將來天家裏面
[00:12:57.080 --> 00:12:59.080]  我有份一起見見面
[00:12:59.080 --> 00:13:03.080]  這些種種的想法其實都
[00:13:03.080 --> 00:13:06.080]  反映出很多的信徒
[00:13:06.080 --> 00:13:08.080]  其實是不是真的信主呢
[00:13:08.080 --> 00:13:09.080]  還是只是當信耶穌
[00:13:09.080 --> 00:13:11.080]  或者當上帝
[00:13:11.080 --> 00:13:16.080]  只不過是一個可以利用的媒介呢
[00:13:18.080 --> 00:13:20.080]  但是當我們去看到
[00:13:20.080 --> 00:13:22.080]  福音書裏面的作者
[00:13:22.080 --> 00:13:25.080]  特別我們開始看的盧家福音
[00:13:25.080 --> 00:13:29.080]  原來信主卻不是
[00:13:29.080 --> 00:13:31.080]  好像我們今天很多
[00:13:31.080 --> 00:13:34.080]  剛剛我所說的信徒的理由
[00:13:34.080 --> 00:13:36.080]  而去相信主
[00:13:36.080 --> 00:13:40.080]  相反在盧家福音裏面給我們看見
[00:13:40.080 --> 00:13:45.080]  很多人信主其實是希望
[00:13:45.080 --> 00:13:48.080]  能夠去經驗認證
[00:13:48.080 --> 00:13:52.080]  這位神所說的話是真實
[00:13:52.080 --> 00:13:54.080]  而將那份信心
[00:13:54.080 --> 00:13:56.080]  擺上去在這位神的上面
[00:13:56.080 --> 00:13:58.080]  所以簡單地來講
[00:13:58.080 --> 00:14:00.080]  他們的信是透過
[00:14:00.080 --> 00:14:04.080]  驗證上帝的說話的真實
[00:14:04.080 --> 00:14:09.080]  來去成為他們信主的基礎
[00:14:09.080 --> 00:14:11.080]  有時神跡對於他們來講
[00:14:11.080 --> 00:14:16.080]  根本不是他們信主的原因
[00:14:16.080 --> 00:14:23.080]  反而有時神跡只不過是讓他們看見
[00:14:23.080 --> 00:14:26.080]  上帝是指向一個
[00:14:26.080 --> 00:14:27.080]  上帝的屬性
[00:14:27.080 --> 00:14:28.080]  告訴我們知道
[00:14:28.080 --> 00:14:31.080]  就是上帝的可賴性
[00:14:31.080 --> 00:14:35.080]  不是因為上帝
[00:14:35.080 --> 00:14:38.080]  做了神跡在我身上而信
[00:14:38.080 --> 00:14:40.080]  而是因為上帝做了神跡
[00:14:40.080 --> 00:14:42.080]  讓我們認識這位上帝
[00:14:42.080 --> 00:14:43.080]  又多一點
[00:14:43.080 --> 00:14:46.080]  祂是一個可以信賴的神
[00:14:46.080 --> 00:14:51.080]  因此你對祂的信就與日俱增
[00:14:51.080 --> 00:14:54.080]  其實這種觀念不難理解
[00:14:54.080 --> 00:14:57.080]  當我們去認識一個人的時候
[00:14:57.080 --> 00:14:59.080]  其實我們對於一個人
[00:14:59.080 --> 00:15:01.080]  他的信任是一樣的
[00:15:01.080 --> 00:15:03.080]  譬如夫婦的關係
[00:15:03.080 --> 00:15:06.080]  生意的拍檔的關係
[00:15:06.080 --> 00:15:11.080]  或者甚至泛泛之交的一個朋友的關係也好
[00:15:11.080 --> 00:15:15.080]  你是隨著時日去不斷藉著事件
[00:15:15.080 --> 00:15:17.080]  或者他的說話
[00:15:17.080 --> 00:15:19.080]  及他所做的行為
[00:15:19.080 --> 00:15:24.080]  來去對這個人的可信程度的增減
[00:15:24.080 --> 00:15:28.080]  而盧家福音的作者
[00:15:28.080 --> 00:15:31.080]  其實寫盧家福音的時候
[00:15:31.080 --> 00:15:34.080]  就正正是要表現出這個重點
[00:15:34.080 --> 00:15:37.080]  他的信是要經過多番
[00:15:37.080 --> 00:15:41.080]  在耶穌基督的真理的啟示
[00:15:41.080 --> 00:15:43.080]  以及驗證之後
[00:15:43.080 --> 00:15:45.080]  被鞏固起來
[00:15:45.080 --> 00:15:51.080]  而這個就是整卷盧家福音所寫的基礎
[00:15:51.080 --> 00:15:54.080]  換言之
[00:15:54.080 --> 00:15:59.080]  盧家福音裡面所寫的每一樣的內容
[00:15:59.080 --> 00:16:05.080]  其實就是要讓你和我去透過
[00:16:05.080 --> 00:16:09.080]  盧家這位作者的眼睛
[00:16:09.080 --> 00:16:13.080]  以及他的生命的經歷
[00:16:13.080 --> 00:16:15.080]  來去印證
[00:16:15.080 --> 00:16:21.080]  上帝是值得我越來越相信的
[00:16:21.080 --> 00:16:22.080]  所以
[00:16:22.080 --> 00:16:24.080]  這段聖經
[00:16:24.080 --> 00:16:29.080]  告訴我們信主其實不是一個
[00:16:29.080 --> 00:16:32.080]  突然之間的改變
[00:16:32.080 --> 00:16:36.080]  信是一個循序漸進
[00:16:36.080 --> 00:16:41.080]  用時日來浸淫出來的關係
[00:16:41.080 --> 00:16:44.080]  所以這段聖經
[00:16:44.080 --> 00:16:46.080]  今天所說的題目
[00:16:46.080 --> 00:16:50.080]  雖然我叫信主不可以求求其奇
[00:16:50.080 --> 00:16:54.080]  但是英文的題目我給它叫做
[00:16:54.080 --> 00:16:58.080]  No Shortcut in Faith
[00:16:58.080 --> 00:17:03.080]  信主從來是沒有一條捷徑的
[00:17:03.080 --> 00:17:07.080]  是用時間和上帝浸淫出來的
[00:17:07.080 --> 00:17:12.080]  那我們就試一下一起去看看這段聖經
[00:17:12.080 --> 00:17:14.080]  的最開頭
[00:17:14.080 --> 00:17:18.080]  怎樣將作者寫盧家福音的目的
[00:17:18.080 --> 00:17:21.080]  請大家一起打開盧家福音第一章
[00:17:21.080 --> 00:17:25.080]  我們會一起讀一下第一至第四節
[00:17:25.080 --> 00:17:29.080]  你相信會是很熟悉這段經文的
[00:17:29.080 --> 00:17:31.080]  如果你已經在教會多年
[00:17:31.080 --> 00:17:34.080]  不過當我們再讀的時候
[00:17:34.080 --> 00:17:36.080]  我就會告訴你一些
[00:17:36.080 --> 00:17:40.080]  你雖然認識了很多年的經文
[00:17:40.080 --> 00:17:45.080]  可能給一個很詫異的學習給你
[00:17:45.080 --> 00:17:46.080]  你從來沒有想過
[00:17:46.080 --> 00:17:48.080]  我們一起讀一下
[00:17:48.080 --> 00:17:50.080]  盧家福音第一章
[00:17:50.080 --> 00:17:52.080]  第一至到去第四節
[00:17:52.080 --> 00:17:55.080]  等我拿一張大字聖經
[00:17:55.080 --> 00:17:58.080]  我們一起讀
[00:17:58.080 --> 00:18:01.080]  提亞飛羅大人
[00:18:01.080 --> 00:18:04.080]  有些人提筆作書
[00:18:04.080 --> 00:18:08.080]  述說在我們中間所成就的事
[00:18:08.080 --> 00:18:13.080]  是照傳道的人從起初親眼看見
[00:18:13.080 --> 00:18:16.080]  又傳給我們的
[00:18:16.080 --> 00:18:21.080]  這些事我既從起頭都詳細考察了
[00:18:21.080 --> 00:18:26.080]  就定義按著次序寫給你
[00:18:26.080 --> 00:18:32.080]  使你知道所學之道都是確實的
[00:18:32.080 --> 00:18:36.080]  我再讀多一次英語聖經給大家聽
[00:18:36.080 --> 00:18:41.080]  大家就留心看看有什麼分別
[00:18:41.080 --> 00:18:43.080]  英文翻譯
[00:18:43.080 --> 00:18:47.080]  現在有很多人已經下定決心
[00:18:47.080 --> 00:18:53.080]  寫下我們中間所成就的事
[00:18:53.080 --> 00:18:57.080]  就像是他們寫給我們
[00:18:57.080 --> 00:19:03.080]  是照傳道的人從起初親眼看見
[00:19:03.080 --> 00:19:07.080]  這對我來說也很好
[00:19:07.080 --> 00:19:13.080]  因為我從起初就很仔細地看著
[00:19:13.080 --> 00:19:20.080]  寫下你最優秀的法則
[00:19:20.080 --> 00:19:27.080]  使你知道你所學之道
[00:19:27.080 --> 00:19:34.080]  當我們只是輕輕地讀這段聖經的時候
[00:19:34.080 --> 00:19:40.080]  比對一下英語和和合本的翻譯
[00:19:40.080 --> 00:19:43.080]  你會馬上留意到
[00:19:43.080 --> 00:19:47.080]  翻譯和合本的聖經的譯者
[00:19:47.080 --> 00:19:51.080]  有一個個人的前設
[00:19:51.080 --> 00:19:53.080]  是什麼前設?
[00:19:53.080 --> 00:19:57.080]  這個前設就是
[00:19:57.080 --> 00:20:02.080]  他很喜歡尊重一些人
[00:20:02.080 --> 00:20:04.080]  大人物
[00:20:04.080 --> 00:20:10.080]  所以一開始就說提亞非羅大人
[00:20:10.080 --> 00:20:15.080]  雖然你們大家未必認識希臘文的聖經
[00:20:15.080 --> 00:20:17.080]  不過至少你都認識英文聖經
[00:20:17.080 --> 00:20:19.080]  剛才我讀的時候
[00:20:19.080 --> 00:20:25.080]  你就會發現提亞非羅大人的中文翻譯
[00:20:25.080 --> 00:20:36.080]  是沒有出現在第一節的開頭
[00:20:36.080 --> 00:20:39.080]  在希臘文的版本裡面
[00:20:39.080 --> 00:20:45.080]  提亞非羅這個希臘文字
[00:20:45.080 --> 00:20:50.080]  是去到第三節才出現的
[00:20:50.080 --> 00:20:55.080]  你就會說牧師你又咬文雀字了
[00:20:55.080 --> 00:20:59.080]  為什麼你又要這樣挑剔呢?
[00:20:59.080 --> 00:21:01.080]  不是挑剔
[00:21:01.080 --> 00:21:08.080]  既然在第一節裡面沒有用過這個字
[00:21:08.080 --> 00:21:12.080]  Phileas
[00:21:12.080 --> 00:21:17.080]  那為什麼翻譯和合本的翻譯者
[00:21:17.080 --> 00:21:22.080]  是這樣翻譯的呢?
[00:21:22.080 --> 00:21:25.080]  無非在他自己的心理裡面有個前設
[00:21:25.080 --> 00:21:29.080]  這一封是一封很尊貴的人
[00:21:29.080 --> 00:21:33.080]  去看我這一封的福音書
[00:21:33.080 --> 00:21:36.080]  所以這個人的名字一定要抬頭
[00:21:36.080 --> 00:21:38.080]  中國人寫信嘛
[00:21:38.080 --> 00:21:40.080]  用中國人的特色
[00:21:40.080 --> 00:21:41.080]  不過請大家留意
[00:21:41.080 --> 00:21:47.080]  我們讀聖經不是讀中文聖經來信主的
[00:21:47.080 --> 00:21:53.080]  我們讀聖經原本想講的內容來信主
[00:21:53.080 --> 00:21:57.080]  所以當如果讀中文聖經的版本的時候
[00:21:57.080 --> 00:22:01.080]  我們就很容易誤墮一個陷阱
[00:22:01.080 --> 00:22:04.080]  就是這一封書我們要看的原因
[00:22:04.080 --> 00:22:09.080]  就是因為是寫給一個這麼尊貴的人物
[00:22:09.080 --> 00:22:12.080]  首先在這裡我先提出
[00:22:12.080 --> 00:22:16.080]  這個不單止這個字眼Phileas
[00:22:16.080 --> 00:22:18.080]  不是出現在第一節
[00:22:18.080 --> 00:22:22.080]  這個字甚至未必是一個人
