
[00:00:00.000 --> 00:00:01.860]  讓我們一起來讀兩段聖經
[00:02:48.760 --> 00:02:49.840]  那這次對我個人來說
[00:02:49.840 --> 00:02:51.540]  一個很大的一個
[00:02:51.540 --> 00:02:54.000]  很開心的一個難忘的經歷呢
[00:02:54.000 --> 00:02:55.000]  我秀給大家看
[00:02:55.000 --> 00:02:58.680]  就是在西非最長的尼日河畔
[00:02:58.680 --> 00:03:01.880]  也帶領了11位年輕人受洗
[00:03:01.880 --> 00:03:04.840]  那這個很難看出這個河的雄偉
[00:03:04.840 --> 00:03:07.180]  但是有一個很有趣的畫面
[00:03:07.180 --> 00:03:10.680]  就是我們在這邊為人施洗
[00:03:10.680 --> 00:03:14.700]  結果河的對岸有人在那邊洗衣服
[00:03:14.700 --> 00:03:16.120]  哇 我們覺得說太奇妙了
[00:03:16.120 --> 00:03:18.400]  同樣一條河有人在洗衣服
[00:03:18.400 --> 00:03:20.400]  有人在洗靈魂啊
[00:03:20.400 --> 00:03:23.600]  哇 我們再看下一張圖
[00:03:23.600 --> 00:03:25.840]  下一張照片就是我們和11位
[00:03:25.840 --> 00:03:28.040]  受洗的瑪麗的
[00:03:28.040 --> 00:03:30.640]  剛從穆斯林接受耶穌
[00:03:30.640 --> 00:03:33.840]  成為基督徒的這個年輕人
[00:03:33.840 --> 00:03:34.680]  一起來照相
[00:03:34.680 --> 00:03:35.920]  然後再下一張
[00:03:35.920 --> 00:03:38.480]  就是我們這次的短宣隊
[00:03:38.480 --> 00:03:41.420]  再次謝謝大家對於短宣的支持和禱告
[00:03:41.420 --> 00:03:43.520]  我相信我們每一次短宣隊出去
[00:03:43.520 --> 00:03:44.580]  神都在使用
[00:03:44.580 --> 00:03:46.580]  並且要來帶一下他的同在
[00:03:46.580 --> 00:03:47.760]  到世界每一個角落
[00:03:47.760 --> 00:03:49.520]  Amen Hallelujah
[00:03:49.520 --> 00:03:51.320]  Amen
[00:03:51.320 --> 00:03:52.160]  不過說實在話
[00:03:52.160 --> 00:03:56.360]  這100位生命河的會友
[00:03:56.360 --> 00:04:00.000]  成為在這個95%穆斯林國家
[00:04:00.000 --> 00:04:00.640]  成為基督徒
[00:04:00.640 --> 00:04:03.600]  其實這也代表另外一件事實就是
[00:04:03.600 --> 00:04:06.400]  有100個遭到逼迫的故事
[00:04:06.400 --> 00:04:07.940]  也正在發生
[00:04:07.940 --> 00:04:10.440]  這是非常真實的
[00:04:10.440 --> 00:04:14.240]  也是非常嚴肅的他們生活的議題
[00:04:14.240 --> 00:04:17.180]  所以讓我們繼續再為他們禱告
[00:04:17.180 --> 00:04:18.520]  那剛才我們讀了經文
[00:04:18.520 --> 00:04:20.220]  提摩太后書二章一節
[00:04:20.220 --> 00:04:22.080]  這邊保羅對提摩太說
[00:04:22.080 --> 00:04:23.020]  我兒啊
[00:04:23.020 --> 00:04:27.460]  你要在基督耶穌的恩典上剛強起來
[00:04:27.460 --> 00:04:28.920]  其實Exactly
[00:04:28.920 --> 00:04:32.060]  也是因為在當時的環境
[00:04:32.060 --> 00:04:35.000]  逼迫是何等的真實
[00:04:35.000 --> 00:04:37.300]  要成為基督徒是何等的挑戰
[00:04:37.300 --> 00:04:39.840]  甚至要來領導教會
[00:04:39.840 --> 00:04:41.440]  是非常不容易的
[00:04:41.440 --> 00:04:42.680]  所以這個時候
[00:04:42.680 --> 00:04:45.840]  保羅對於提摩太非常的了解
[00:04:45.840 --> 00:04:49.120]  他常常流淚為他禱告
[00:04:49.120 --> 00:04:53.480]  也知道他是常有憂慮和恐懼
[00:04:53.480 --> 00:04:54.780]  因此對他說
[00:04:54.780 --> 00:04:57.220]  我兒啊 你要剛強
[00:04:57.220 --> 00:04:59.920]  但是不是說打腫臉充胖子的剛強
[00:04:59.920 --> 00:05:01.020]  我兒啊
[00:05:01.020 --> 00:05:05.160]  你要在基督耶穌的恩典上剛強起來
[00:05:05.160 --> 00:05:06.200]  今天不知道在我們當中
[00:05:06.200 --> 00:05:08.140]  是否有人在生活當中
[00:05:08.140 --> 00:05:10.160]  就在憂慮和恐懼中
[00:05:10.160 --> 00:05:13.200]  我今天要對你說 我兒啊
[00:05:13.200 --> 00:05:15.900]  你要在耶穌基督的恩典上
[00:05:15.900 --> 00:05:17.580]  可以剛強起來
[00:05:17.580 --> 00:05:18.880]  偶爾我們當中有些
[00:05:18.880 --> 00:05:21.240]  你是正在回應神的呼召
[00:05:21.240 --> 00:05:24.620]  正在做那又大又難的事
[00:05:24.620 --> 00:05:26.780]  走在水面上 騎虎難下
[00:05:26.780 --> 00:05:27.860]  突然之間發現
[00:05:27.860 --> 00:05:30.860]  哇 這是超過我能力所做的
[00:05:30.860 --> 00:05:33.120]  今天我要奉主名對你說
[00:05:33.120 --> 00:05:34.460]  我兒啊
[00:05:34.460 --> 00:05:38.620]  在基督耶穌的恩典上剛強起來
[00:05:38.620 --> 00:05:40.500]  祝這恩典是夠我們用的
[00:05:40.500 --> 00:05:41.860]  Amen
[00:05:41.860 --> 00:05:42.800]  心理學家說
[00:05:42.800 --> 00:05:46.240]  每個小孩都會有恐懼
[00:05:46.240 --> 00:05:48.500]  而恐懼有分成三大類
[00:05:48.500 --> 00:05:50.500]  第一個怕跌倒
[00:05:50.500 --> 00:05:52.340]  第二個怕巨響
[00:05:52.340 --> 00:05:55.780]  第三個怕被遺棄或是分離
[00:05:55.780 --> 00:05:57.840]  但是事實上恐懼和憂慮
[00:05:57.840 --> 00:06:00.780]  不是小孩子才會發生的
[00:06:00.780 --> 00:06:03.180]  成人也有
[00:06:03.180 --> 00:06:04.960]  就像有一位七歲的小女孩
[00:06:04.960 --> 00:06:07.320]  她第一次住旅館
[00:06:07.320 --> 00:06:11.720]  她在晚上緊緊握著父親的手
[00:06:11.720 --> 00:06:12.600]  然後就說
[00:06:12.600 --> 00:06:13.860]  爸爸你不用害怕
[00:06:13.860 --> 00:06:16.440]  我在這裡陪你
[00:06:16.440 --> 00:06:18.940]  所以事實上成人也可能會害怕的
[00:06:18.940 --> 00:06:22.340]  但是只是形式不太一樣
[00:06:22.340 --> 00:06:23.980]  成人也怕跌倒
[00:06:23.980 --> 00:06:26.580]  就好像會害怕失敗
[00:06:26.580 --> 00:06:28.340]  害怕失去工作
[00:06:28.340 --> 00:06:30.780]  害怕失去你的好名聲
[00:06:30.780 --> 00:06:33.340]  成人也會害怕巨響
[00:06:33.340 --> 00:06:35.680]  就好像突然來的災害
[00:06:35.680 --> 00:06:37.920]  經濟危機的巨響
[00:06:37.920 --> 00:06:39.520]  財源的巨響
[00:06:39.520 --> 00:06:41.720]  股票和關稅的巨響
[00:06:41.720 --> 00:06:44.200]  移民政策的巨響
[00:06:44.200 --> 00:06:46.100]  健康報表的巨響
[00:06:46.100 --> 00:06:50.440]  AI要取代大家的工作的巨響
[00:06:50.440 --> 00:06:53.400]  這些豈不是讓我們憂慮和恐懼
[00:06:53.400 --> 00:06:55.700]  成人也怕被遺棄
[00:06:55.700 --> 00:06:59.780]  好像所擁有的財富突然消失
[00:06:59.780 --> 00:07:03.980]  或害怕親密的關係與家人
[00:07:03.980 --> 00:07:06.220]  要遇見分離
[00:07:06.220 --> 00:07:12.160]  哇 所以其實人都是在恐懼和憂慮當中
[00:07:12.160 --> 00:07:13.600]  而這個時候
[00:07:13.600 --> 00:07:15.260]  我們看到提摩泰
[00:07:15.260 --> 00:07:18.900]  他也有他許多的憂慮和恐懼
[00:07:18.900 --> 00:07:22.060]  首先提摩泰也有怕跌倒的恐懼
[00:07:22.060 --> 00:07:24.600]  他看自己還太年輕
[00:07:24.600 --> 00:07:28.180]  怕自己無法得到別人的尊重
[00:07:28.180 --> 00:07:30.980]  他看到自己是混血兒的背景
[00:07:30.980 --> 00:07:36.740]  深覺他永遠無法打入猶太人的主流的核心
[00:07:36.740 --> 00:07:40.820]  他看到身邊太多比他優秀的人才
[00:07:40.820 --> 00:07:44.160]  尤其是他的屬靈父親保羅
[00:07:44.160 --> 00:07:47.320]  簡直就是沒有人可以取代
[00:07:47.320 --> 00:07:49.660]  How can I ever fill his shoes?
[00:07:49.660 --> 00:07:52.760]  我怎麼可能做他所做的呢
[00:07:52.760 --> 00:07:56.240]  同時提摩泰也有怕巨響的恐懼
[00:07:56.240 --> 00:07:59.980]  他可能會有身體健康疾病上面的一個
[00:07:59.980 --> 00:08:01.780]  巨響的疑慮
[00:08:01.780 --> 00:08:05.520]  因為聖經提摩泰寫書說他的腸胃不好
[00:08:05.520 --> 00:08:09.480]  他是否也會怕他自己撐不下去啊
[00:08:09.480 --> 00:08:13.560]  他更害怕羅馬政府逼迫的巨響啊
[00:08:13.560 --> 00:08:16.660]  當時的逼迫不是開玩笑的
[00:08:16.660 --> 00:08:21.460]  可能瑪麗的弟兄姐妹可以稍稍的體會
[00:08:21.460 --> 00:08:24.000]  可是在那裡教會被燒啊
[00:08:24.000 --> 00:08:27.700]  當年有人被抓甚至為主而殉道
[00:08:27.700 --> 00:08:30.000]  不知道什麼時候這樣的巨響
[00:08:30.000 --> 00:08:34.840]  也要臨到提摩泰和他所主持的教會呢
[00:08:34.840 --> 00:08:37.840]  當然提摩泰是不是也會怕被遺棄呢
[00:08:37.840 --> 00:08:43.160]  當然 看到當時諾斯底學派如此的猖獗
[00:08:43.160 --> 00:08:46.760]  一些錯誤的教導導致教會要面臨分裂
[00:08:46.760 --> 00:08:49.060]  信徒被迷惑
[00:08:49.060 --> 00:08:53.360]  教會領導層也開始有出現了裂痕
[00:08:53.360 --> 00:08:55.440]  基督徒四處受逼迫
[00:08:55.440 --> 00:08:58.840]  隨時可能要好童工都要分散
[00:08:58.840 --> 00:09:02.040]  這些遺棄的恐懼是真實的
[00:09:02.040 --> 00:09:04.400]  當然我相信他最怕的
[00:09:04.400 --> 00:09:08.620]  最不敢面對的就是他屬靈父親
[00:09:08.620 --> 00:09:12.320]  那位幫他遮風擋雨的屬靈父親
[00:09:12.320 --> 00:09:15.980]  有一天啊 也必須要離開他
[00:09:15.980 --> 00:09:17.720]  所以在這樣的時刻
[00:09:17.720 --> 00:09:21.060]  屬靈父親保羅
[00:09:21.060 --> 00:09:27.000]  對他有一個深情的 深切的呼喊
[00:09:27.000 --> 00:09:30.100]  我兒啊 我兒啊
[00:09:30.100 --> 00:09:34.040]  是的 憂慮是真的 恐懼是真的
[00:09:34.040 --> 00:09:38.880]  但是你要在基督耶穌的恩典上
[00:09:38.880 --> 00:09:41.120]  可以剛強起來
[00:09:41.120 --> 00:09:42.020]  所以讓我們今天來看
[00:09:42.020 --> 00:09:44.780]  如何在基督耶穌的恩典上剛強
[00:09:44.780 --> 00:09:49.660]  首先 我們需要來更多認識主的恩典
[00:09:49.660 --> 00:09:55.060]  我們一起來說更多認識主的恩典
[00:09:55.060 --> 00:09:59.040]  是的 今天我們需要剛強
[00:09:59.040 --> 00:10:01.060]  但是我們靠著自己
[00:10:01.060 --> 00:10:04.540]  我們只能撐到某個程度而已
[00:10:04.540 --> 00:10:05.900]  但是如果今天我們看到的
[00:10:05.900 --> 00:10:07.640]  不是我們自己的能力
[00:10:07.640 --> 00:10:11.240]  而是看到與我們同在的主
[00:10:11.240 --> 00:10:12.520]  他的恩典
[00:10:12.520 --> 00:10:16.780]  我們就可以滿有信心 滿有勇氣
[00:10:16.780 --> 00:10:19.880]  我以前在大學時代做了一個夢
[00:10:19.880 --> 00:10:23.520]  一直到現在給我極大的一個鼓勵
[00:10:23.520 --> 00:10:24.320]  所以我在夢中
[00:10:24.320 --> 00:10:27.160]  我是在公園打籃球
[00:10:27.160 --> 00:10:28.360]  打到一半的時候
[00:10:28.360 --> 00:10:32.500]  突然有幾個飆行大漢的黑人聞聲
[00:10:32.500 --> 00:10:34.500]  然後開著那種音響
[00:10:34.500 --> 00:10:36.900]  貝斯聲音特別大的那種
[00:10:36.900 --> 00:10:38.900]  就停到公園了
[00:10:38.900 --> 00:10:40.400]  然後一下車就說
[00:10:40.400 --> 00:10:45.040]  Yo Yo Yo 要不要來挑個籃球
[00:10:45.040 --> 00:10:47.040]  然後我們來賭一把
[00:10:47.040 --> 00:10:50.820]  那時候在夢中我看到全身冒汗
[00:10:50.820 --> 00:10:53.380]  然後我說完了 我今天要被霸凌了
[00:10:53.380 --> 00:10:54.660]  那時候真的不知道該怎麼辦
[00:10:54.660 --> 00:10:57.660]  那些人一看起來就很厲害
[00:10:57.660 --> 00:11:01.160]  結果在我非常恐懼與不安的時候
[00:11:01.160 --> 00:11:05.160]  突然在公園另外一邊又有一個聲音來
[00:11:05.160 --> 00:11:06.460]  Yo Yo Yo My friend
[00:11:06.460 --> 00:11:08.340]  Can I join your team
[00:11:08.340 --> 00:11:11.960]  我朋友 我可以來加入你的隊嗎
[00:11:11.960 --> 00:11:13.780]  結果我回頭一看
[00:11:13.780 --> 00:11:17.440]  竟然是 Michael Jordan
[00:11:17.440 --> 00:11:20.840]  還有 Shaquille O'Neal 和 Kobe Bryant
[00:11:20.840 --> 00:11:24.320]  哇 我那時候真的從哀哭變成跳舞
[00:11:24.320 --> 00:11:27.520]  本來我說完蛋了 死定了
[00:11:27.520 --> 00:11:30.260]  結果竟然這個時候我突然知道
[00:11:30.260 --> 00:11:33.500]  什麼叫做在 Michael Jordan 的恩典上
[00:11:33.500 --> 00:11:36.220]  剛搶起來
[00:11:36.220 --> 00:11:37.760]  在夢中我瞬間
[00:11:37.760 --> 00:11:41.160]  我那個恐懼完全離開 完全消失
[00:11:41.160 --> 00:11:44.860]  我就跟 Michael Jordan 點個頭
[00:11:44.860 --> 00:11:46.980]  Yes Yes Join my team
[00:11:46.980 --> 00:11:48.380]  我就去跟幾個人談判
[00:11:48.380 --> 00:11:51.580]  我說要比賽嗎 沒問題
[00:11:51.580 --> 00:11:53.220]  要打幾分 來吧
[00:11:53.220 --> 00:11:55.720]  結果正準備要開始打的時候
[00:11:55.720 --> 00:11:57.880]  夢就醒了
[00:11:57.880 --> 00:12:00.920]  所以沒有機會跟 Michael Jordan 真的打到籃球
[00:12:00.920 --> 00:12:02.480]  但弟兄姐妹 這個故事真的讓我
[00:12:02.480 --> 00:12:05.020]  這個夢真的讓我太清楚了
[00:12:05.020 --> 00:12:06.620]  我厲不厲害
[00:12:06.620 --> 00:12:09.060]  其實真的不是那麼重要
[00:12:09.060 --> 00:12:12.240]  重要的是你跟誰在一起
[00:12:12.240 --> 00:12:16.340]  哇 我們的神是以馬內力的神
[00:12:16.340 --> 00:12:20.900]  當你看見主與你同在
[00:12:20.900 --> 00:12:23.580]  而當你更多的認識這位主
[00:12:23.580 --> 00:12:26.540]  他到底滿有什麼恩典
[00:12:26.540 --> 00:12:29.540]  我們真的可以剛搶起來
[00:12:29.540 --> 00:12:35.180]  聖經恩典這個字出現了至少175次
[00:12:35.180 --> 00:12:36.360]  所以事實上我們的神
[00:12:36.360 --> 00:12:40.820]  真是很樂意賜恩典於我們每一個人
[00:12:40.820 --> 00:12:43.000]  第一次出現的時候是在
[00:12:43.000 --> 00:12:45.100]  創世紀六章八節
[00:12:45.100 --> 00:12:49.840]  唯有諾亞在耶和華眼前蒙恩
[00:12:49.840 --> 00:12:51.340]  而最後一次則是出現在
[00:12:51.340 --> 00:12:54.400]  啟示錄最後一章的最後一節
[00:12:54.400 --> 00:12:58.040]  說願主耶穌的恩惠常與眾聖徒同在
[00:12:58.040 --> 00:13:01.240]  Amen 然後這個中間出現了一百七十幾次
[00:13:01.240 --> 00:13:05.720]  所以我深信神也樂意在我們生命當中
[00:13:05.720 --> 00:13:07.480]  從我們出生的那一刻
[00:13:07.480 --> 00:13:09.680]  一直到見主面當中
[00:13:09.680 --> 00:13:12.360]  他樂意將厚厚的恩典
[00:13:12.360 --> 00:13:14.420]  要賞賜給我們每一個人
[00:13:14.420 --> 00:13:16.120]  首先我們認識這位恩典的主
[00:13:16.120 --> 00:13:17.060]  我們需要知道
[00:13:17.060 --> 00:13:21.000]  第一 他是樂意賜恩給我們的神
[00:13:21.000 --> 00:13:25.100]  而第二我們的神是一位深愛我們的主
[00:13:25.100 --> 00:13:29.140]  所以我們可以坦然無懼來到他的面前
[00:13:29.140 --> 00:13:31.380]  我相信我們許多人看過
[00:13:31.380 --> 00:13:33.580]  《The Passion of Christ》這個電影
[00:13:33.580 --> 00:13:35.240]  這個電影清楚的講到
[00:13:35.240 --> 00:13:38.280]  耶穌基督為我們付了十字架的代價
[00:13:38.280 --> 00:13:40.320]  是何等的大
[00:13:40.320 --> 00:13:41.780]  但是他這個代價
[00:13:41.780 --> 00:13:44.620]  不是有任何其他的條件
[00:13:44.620 --> 00:13:46.260]  其實單單就是因為
[00:13:46.260 --> 00:13:49.360]  他對我們的不離不棄的愛
[00:13:49.360 --> 00:13:51.200]  對我們捨棄的愛
[00:13:51.200 --> 00:13:52.200]  我記得那時候
[00:13:52.200 --> 00:13:55.260]  我們那時候在去電影院的時候
[00:13:55.260 --> 00:13:58.760]  都一人帶捧著一盒面紙
[00:13:58.760 --> 00:14:00.140]  因為看到這個電影
[00:14:00.140 --> 00:14:02.680]  真的是一方面看到耶穌基督
[00:14:02.680 --> 00:14:05.540]  他受了刑罰 他的鞭傷
[00:14:05.540 --> 00:14:09.440]  他的背著十字架倒在地上被壓垮
[00:14:09.440 --> 00:14:12.280]  然後那個荊棘冠冕扎在頭上
[00:14:12.280 --> 00:14:14.380]  多麼的痛苦
[00:14:14.380 --> 00:14:18.220]  但是更深的讓我們淚流滿面
[00:14:18.220 --> 00:14:20.120]  無法停止的原因是說
[00:14:20.120 --> 00:14:22.900]  為什麼
[00:14:22.900 --> 00:14:25.200]  我這麼不配的人
[00:14:25.200 --> 00:14:27.160]  我這麼平凡的人
[00:14:27.160 --> 00:14:31.300]  你卻為我而受了這麼大的折磨
[00:14:31.300 --> 00:14:33.900]  受了這麼大的犧牲
[00:14:33.900 --> 00:14:38.280]  就是因為讓我這個罪人
[00:14:38.280 --> 00:14:40.140]  可以得著洗淨
[00:14:40.140 --> 00:14:42.020]  因為這個迷失的人
[00:14:42.020 --> 00:14:44.820]  可以重新回到天父的身邊
[00:14:44.820 --> 00:14:46.780]  哇 何等不配
[00:14:46.780 --> 00:14:50.360]  但是何等白白恩典的愛
[00:14:50.360 --> 00:14:50.980]  所以 弟兄姊妹
[00:14:50.980 --> 00:14:55.200]  我們當我們越認識這位恩典的主
[00:14:55.200 --> 00:14:58.020]  哇 我們已經可以坦然無懼
[00:14:58.020 --> 00:15:00.060]  來到他的面前
[00:15:00.060 --> 00:15:01.560]  而恩典的另外一個特色
[00:15:01.560 --> 00:15:04.600]  這就是白白送給我們的
[00:15:04.600 --> 00:15:06.500]  也是為每一個人預備的
[00:15:06.500 --> 00:15:08.300]  剛才我們講到
[00:15:08.300 --> 00:15:11.280]  挪亞方舟的這個故事
[00:15:11.280 --> 00:15:15.720]  當時因為地上太過罪惡 黑暗淫亂
[00:15:15.720 --> 00:15:19.520]  所以神必須要用洪水滅絕這個罪惡
[00:15:19.520 --> 00:15:21.920]  然後有一個新的開始
[00:15:21.920 --> 00:15:24.160]  有些人看到這個故事就說
[00:15:24.160 --> 00:15:28.400]  天啊 上帝是怎麼可能做這麼殘酷的事情
[00:15:28.400 --> 00:15:30.860]  把人全部都抹殺掉了呢
[00:15:30.860 --> 00:15:31.660]  但事實上
[00:15:31.660 --> 00:15:33.340]  如果你是這樣子來看這個故事
[00:15:33.340 --> 00:15:36.740]  你錯過一個極大的重點和一個細節
[00:15:36.740 --> 00:15:39.200]  就是其實這個方舟
[00:15:39.200 --> 00:15:42.000]  是為每一個人預備的
[00:15:42.000 --> 00:15:44.540]  方舟請問你們知道它蓋了多久嗎
[00:15:44.540 --> 00:15:46.840]  差不多一百年的時間
[00:15:46.840 --> 00:15:49.420]  而在這一百年的時間當中
[00:15:49.420 --> 00:15:52.760]  所有人都知道挪亞在蓋方舟
[00:15:52.760 --> 00:15:55.960]  所有人都知道挪亞蓋方舟的原因
[00:15:55.960 --> 00:15:58.360]  就是因為神要審判
[00:15:58.360 --> 00:16:02.360]  而這個方舟是拯救的一條船
[00:16:02.360 --> 00:16:04.260]  但是很可惜
[00:16:04.260 --> 00:16:06.900]  這個一百年的時間
[00:16:06.900 --> 00:16:12.180]  沒有一個人願意來接受這個白白的恩典
[00:16:12.180 --> 00:16:13.680]  白白的救恩
[00:16:13.680 --> 00:16:16.740]  到之後來洪水真的發生的時候
[00:16:16.740 --> 00:16:18.440]  已經來不及了
[00:16:18.440 --> 00:16:19.940]  事實上今天耶穌基督的救恩
[00:16:19.940 --> 00:16:23.820]  也是白白的為每一個人所預備的
[00:16:23.820 --> 00:16:28.260]  如果今天我們能夠有一顆謙卑的心
[00:16:28.260 --> 00:16:30.480]  有一個感恩的態度
[00:16:30.480 --> 00:16:31.320]  我們知道說
[00:16:31.320 --> 00:16:35.700]  是的 我的確是一個罪人
[00:16:35.700 --> 00:16:38.760]  我的確是一個需要悔改的人
[00:16:38.760 --> 00:16:41.900]  我靠著自己 我是死路一條
[00:16:41.900 --> 00:16:44.640]  而耶穌基督這位偉大的神
[00:16:44.640 --> 00:16:45.840]  全能的主
[00:16:45.840 --> 00:16:50.180]  竟然願意為我而付上十字架的代價
[00:16:50.180 --> 00:16:55.420]  而我只要因著對於恩典
[00:16:55.420 --> 00:16:59.360]  信心的回應我就可以得到這個救恩
[00:16:59.360 --> 00:17:00.380]  丁洪杰我告訴你
[00:17:00.380 --> 00:17:05.260]  這個救恩是為我們每一個人預備的
[00:17:05.260 --> 00:17:06.960]  所謂白白的恩典
[00:17:06.960 --> 00:17:09.900]  就是你不需要花任何的努力
[00:17:09.900 --> 00:17:11.700]  或者說你再努力
[00:17:11.700 --> 00:17:14.360]  其實也得不著
[00:17:14.360 --> 00:17:16.100]  這就是因為神的恩典
[00:17:16.100 --> 00:17:19.140]  羅馬書五章八節就是這樣子來描述的
[00:17:19.140 --> 00:17:23.240]  唯有基督在我們還做罪人的時候
[00:17:23.240 --> 00:17:25.340]  就為我們死
[00:17:25.340 --> 00:17:29.480]  神的愛就再次向我們顯明了
[00:17:29.480 --> 00:17:31.720]  當我們還在做罪人的時候
[00:17:31.720 --> 00:17:34.120]  耶穌就為我們而死
[00:17:34.120 --> 00:17:38.220]  而今天我們知道這個恩典是白白的恩典
[00:17:38.220 --> 00:17:45.620]  事實上我看了一個基督教的一個研究
[00:17:45.620 --> 00:17:47.600]  一個很特別的一個研究
[00:17:47.600 --> 00:17:50.000]  它是說基督徒和非基督徒的
[00:17:50.000 --> 00:17:53.400]  憂慮和恐懼的一個研究
[00:17:53.400 --> 00:17:56.940]  就發現基督徒和非基督徒的憂慮和恐懼
[00:17:56.940 --> 00:17:59.540]  這個差不多
[00:17:59.540 --> 00:18:02.180]  但是基督徒的恐懼
[00:18:02.180 --> 00:18:05.280]  還比非基督徒更多一點
[00:18:05.280 --> 00:18:06.220]  原因是什麼
[00:18:06.220 --> 00:18:08.460]  因為許多基督徒覺得
[00:18:08.460 --> 00:18:10.020]  既然我已經是基督徒了
[00:18:10.020 --> 00:18:12.260]  我不應該有恐懼
[00:18:12.260 --> 00:18:13.120]  既然我已經是基督徒
[00:18:13.120 --> 00:18:15.060]  我不應該有憂慮
[00:18:15.060 --> 00:18:16.360]  所以如果我有憂慮有恐懼
[00:18:16.360 --> 00:18:19.260]  代表我有問題
[00:18:19.260 --> 00:18:20.900]  因此就有反而
[00:18:20.900 --> 00:18:24.960]  比非基督徒還有更深一層的罪疚感
[00:18:24.960 --> 00:18:26.660]  這其實是一個謊言
