
[00:00:00.000 --> 00:00:04.520]  我們新的一年跟大家曾經分享過
[00:06:56.800 --> 00:06:59.840]  唯有我,只剩下我一個人
[00:06:59.840 --> 00:07:06.240]  所以他不僅是在說自己很威風的事情
[00:07:06.240 --> 00:07:09.680]  其實他在說這群以色列人
[00:07:09.680 --> 00:07:12.680]  他在控告這群以色列人
[00:07:12.680 --> 00:07:18.200]  我不知道大家對以色列的先知的認識是多少
[00:07:18.200 --> 00:07:23.840]  通常我們都以為先知好像有一點先知先覺的意思
[00:07:23.840 --> 00:07:25.680]  就是在說一些預言
[00:07:25.680 --> 00:07:29.360]  有時候我們會覺得先知是不是一些預言家呢?
[00:07:29.360 --> 00:07:31.960]  我想現在在這裡看伊利亞
[00:07:31.960 --> 00:07:34.640]  如果他用控告以色列人來說
[00:07:34.640 --> 00:07:36.200]  我相信他不是在做預言
[00:07:36.200 --> 00:07:37.360]  他在做什麼呢?
[00:07:37.360 --> 00:07:40.240]  反而他在做一個控訴者
[00:07:40.240 --> 00:07:44.200]  他覺得自己唯一剩下一個
[00:07:44.200 --> 00:07:48.920]  可以跟隨神,可以被神所使用的先知
[00:07:48.920 --> 00:07:53.960]  他在控告、控訴這群以色列人的其他先知
[00:07:53.960 --> 00:07:57.480]  所以伊利亞可以成為一個控訴者
[00:07:57.480 --> 00:07:58.760]  成為控訴人的先知
[00:07:58.760 --> 00:07:59.880]  他不是一個預言家
[00:07:59.880 --> 00:08:01.600]  其實先知也不是一個預言家
[00:08:01.600 --> 00:08:04.520]  先知在以色列的歷史或國家裡面
[00:08:04.520 --> 00:08:09.440]  其實他們應該用現代所說就是神的代言人
[00:08:09.440 --> 00:08:15.320]  或者有一點像國家政府部門出來的發言人
[00:08:15.320 --> 00:08:17.960]  去傳達一些說話
[00:08:17.960 --> 00:08:21.760]  其實先知正正就是神揀選了他們
[00:08:21.760 --> 00:08:29.280]  要代表神去宣講神要百姓民眾要聽的訊息
[00:08:29.280 --> 00:08:31.240]  其實這個最重要的目的是什麼呢?
[00:08:31.240 --> 00:08:34.880]  是要將這群人帶回神的面前
[00:08:34.880 --> 00:08:36.920]  很多時候先知宣告
[00:08:36.920 --> 00:08:40.720]  正正剛才我們讀到的尼加書的啟認經文也是
[00:08:40.720 --> 00:08:44.840]  就是很多時候是因為這些神所揀選的選民
[00:08:44.840 --> 00:08:46.920]  這群人離開了神
[00:08:46.920 --> 00:08:48.520]  他們背叛神
[00:08:48.520 --> 00:08:51.400]  神透過先知要挽回他們
[00:08:51.400 --> 00:08:54.080]  宣告神給他們的訊息
[00:08:54.080 --> 00:08:57.280]  目的是要他們迴轉歸向神
[00:08:57.280 --> 00:09:00.240]  所以這個才是先知應該做的
[00:09:00.240 --> 00:09:05.480]  以利亞去做了一個錯誤的角色
[00:09:05.480 --> 00:09:09.240]  他原本應該是成為向這群以色列人
[00:09:09.240 --> 00:09:12.080]  發出這個迴轉的訊息
[00:09:12.080 --> 00:09:15.000]  當然你看回其實他也有做一點點的
[00:09:15.000 --> 00:09:19.480]  但是到他在神面前表現或表達的時候
[00:09:19.480 --> 00:09:21.800]  就成為了一個控訴者
[00:09:21.800 --> 00:09:23.720]  他拿了一個錯誤的角色
[00:09:23.720 --> 00:09:25.960]  可能這個戰役就是剛才我們提到
[00:09:25.960 --> 00:09:27.760]  我們很多時候都有這些盲點
[00:09:27.760 --> 00:09:29.600]  不是很認識自己
[00:09:29.600 --> 00:09:33.160]  以利亞的盲點其實也有不少
[00:09:33.160 --> 00:09:34.520]  所以以利亞看自己
[00:09:34.520 --> 00:09:39.840]  以為自己這個問號就是神最忠心的先知
[00:09:39.840 --> 00:09:41.960]  另外以利亞去看自己是什麼呢?
[00:09:41.960 --> 00:09:45.080]  他以為自己是神最得力的助手
[00:09:45.080 --> 00:09:46.120]  是神手下
[00:09:46.120 --> 00:09:48.640]  好像軍隊裡面的大將軍
[00:09:48.640 --> 00:09:51.720]  在皇上十九章四節裡面
[00:09:51.720 --> 00:09:55.440]  當以利亞好像對人對己都很失望的時候
[00:09:55.440 --> 00:09:57.400]  他跟神說了一些話
[00:09:57.400 --> 00:10:00.200]  他說耶和華罷了
[00:10:00.200 --> 00:10:04.560]  這個罷了其實不單單只是表達一些
[00:10:04.560 --> 00:10:07.640]  算了就這樣吧
[00:10:07.640 --> 00:10:11.480]  一些比較晦氣一點的意思
[00:10:11.480 --> 00:10:12.760]  其實這個意思是什麼呢?
[00:10:12.760 --> 00:10:15.840]  是說以利亞覺得自己可以跟神說
[00:10:15.840 --> 00:10:19.040]  神啊,其實夠了,不是說算了
[00:10:19.040 --> 00:10:20.280]  其實是夠了
[00:10:20.280 --> 00:10:22.160]  我做了太多的事
[00:10:22.160 --> 00:10:24.720]  我為神祢做了很多事
[00:10:24.720 --> 00:10:25.680]  神啊,夠了
[00:10:25.680 --> 00:10:28.040]  做這麼多好像我都不被欣賞
[00:10:28.040 --> 00:10:29.680]  好像沒有什麼果效的時候
[00:10:29.680 --> 00:10:30.960]  我不再做了
[00:10:30.960 --> 00:10:32.960]  算了,不做了
[00:10:32.960 --> 00:10:35.200]  有時候我們說算了,不做了
[00:10:35.200 --> 00:10:36.960]  這樣就走人了
[00:10:36.960 --> 00:10:38.000]  就是這樣
[00:10:38.000 --> 00:10:40.320]  有時候是以利亞在表達
[00:10:40.320 --> 00:10:41.880]  我忍不住了
[00:10:41.880 --> 00:10:42.960]  已經做了這麼久
[00:10:42.960 --> 00:10:44.560]  為祢做這麼多的事
[00:10:44.560 --> 00:10:46.680]  甚至可能我們直接說頂不住了
[00:10:46.680 --> 00:10:48.280]  我要走了,再也不做了
[00:10:48.280 --> 00:10:50.120]  就是這樣的罷了的意思
[00:10:50.120 --> 00:10:55.120]  以利亞以為自己為神做了很多很多的事
[00:10:55.120 --> 00:10:57.440]  當然我們看回十七章開始
[00:10:57.440 --> 00:10:59.880]  以利亞的出現之後
[00:10:59.880 --> 00:11:01.640]  不知道大家有沒有機會回去看
[00:11:01.640 --> 00:11:04.440]  他真的做了不少的事
[00:11:04.440 --> 00:11:09.200]  但是無所謂做得夠或者是做得太多
[00:11:09.200 --> 00:11:12.120]  其實有時候以利亞不是很認識自己
[00:11:12.120 --> 00:11:14.640]  他以為自己為神做這麼多的事
[00:11:14.640 --> 00:11:16.440]  一定要有些果效出來
[00:11:16.440 --> 00:11:19.800]  一定要有被肯定
[00:11:19.800 --> 00:11:23.120]  但其實他不是很明神的計劃
[00:11:23.120 --> 00:11:26.960]  所以這裡說到算了,我不做了
[00:11:26.960 --> 00:11:31.040]  但是另外他在這段話後面提到
[00:11:31.040 --> 00:11:34.720]  我不勝於我的列祖
[00:11:34.720 --> 00:11:36.320]  我們有時候就會看看
[00:11:36.320 --> 00:11:40.360]  到底列祖以利亞在想哪一個呢?
[00:11:40.360 --> 00:11:42.120]  他有時會做比較
[00:11:42.120 --> 00:11:47.600]  其實他這個比較也挺覺得自己挺重要的
[00:11:47.600 --> 00:11:50.480]  我們在一些解釋裡面就會覺得
[00:11:50.480 --> 00:11:54.040]  他提到這個列祖應該是指摩西
[00:11:54.040 --> 00:11:55.200]  他覺得摩西
[00:11:55.200 --> 00:11:57.280]  如果大家都認識在以色列當中
[00:11:57.280 --> 00:12:00.680]  摩西我們也會在講道裡面有機會講到
[00:12:00.680 --> 00:12:03.560]  摩西其實在以色列真是一個最偉大的領袖
[00:12:03.560 --> 00:12:05.520]  帶領以色列人出埃及
[00:12:05.520 --> 00:12:09.440]  所以摩西其實在以色列當中是一個很重要的人物
[00:12:09.440 --> 00:12:11.280]  以利亞跟他有些比較
[00:12:11.280 --> 00:12:15.560]  他會覺得我最多只是差摩西一點點而已
[00:12:15.560 --> 00:12:17.600]  其實背後大家就會明白
[00:12:17.600 --> 00:12:20.200]  其實他也是在講自己挺厲害的
[00:12:20.200 --> 00:12:22.640]  但他又怎樣不勝於我的列祖
[00:12:22.640 --> 00:12:23.960]  怎樣不勝於摩西呢?
[00:12:23.960 --> 00:12:27.320]  其實我覺得他講得也挺對的
[00:12:27.320 --> 00:12:28.520]  他有時候很認識自己
[00:12:28.520 --> 00:12:30.080]  有時候不是很認識自己
[00:12:30.080 --> 00:12:31.640]  他不勝於摩西
[00:12:31.640 --> 00:12:34.560]  我覺得特別是從我們對摩西的認識裡面
[00:12:34.560 --> 00:12:36.800]  大家可以多一點去看見是什麼呢?
[00:12:36.800 --> 00:12:40.160]  摩西在聖經裡面耶和華神怎樣去讚賞摩西
[00:12:40.160 --> 00:12:44.040]  告訴他他是一個最謙和的人
[00:12:44.040 --> 00:12:47.160]  所以他在出埃及抗日四十年
[00:12:47.160 --> 00:12:52.920]  他在這裡不斷地很忍耐地帶領著這班以色列人
[00:12:52.920 --> 00:12:56.680]  縱然這班以色列人十次來試探神
[00:12:56.680 --> 00:12:59.760]  更加當摩西面對一個很大的難關是什麼呢?
[00:12:59.760 --> 00:13:05.320]  他在山上領受神給他的十誡律法的時候
[00:13:05.320 --> 00:13:07.600]  這班以色列人在山下做什麼呢?
[00:13:07.600 --> 00:13:11.840]  在這裡做了一個金牛毒來拜祭
[00:13:11.840 --> 00:13:14.120]  所以耶和華神發怒
[00:13:14.120 --> 00:13:16.360]  要摩西回去的時候告訴他
[00:13:16.360 --> 00:13:18.480]  他要除滅這班以色列人
[00:13:18.480 --> 00:13:20.600]  以至只是讓摩西這個家族
[00:13:20.600 --> 00:13:22.560]  以後你就成為我的選民
[00:13:22.560 --> 00:13:25.440]  你就可以帶領你的家族去應許他們
[00:13:25.440 --> 00:13:26.880]  但摩西做的是什麼呢?
[00:13:26.880 --> 00:13:29.280]  他不是去控告這班以色列人
[00:13:29.280 --> 00:13:32.720]  他是站在耶和華神和以色列人的中間
[00:13:32.720 --> 00:13:36.120]  為這班以色列人去求情
[00:13:36.120 --> 00:13:39.960]  求神來寬恕憐憫他們
[00:13:39.960 --> 00:13:43.360]  他不是以利亞成為一個控訴者
[00:13:43.360 --> 00:13:45.480]  他成為一個代求者
[00:13:45.480 --> 00:13:50.200]  為以色列人來到神的面前來代求
[00:13:50.200 --> 00:13:52.360]  所以如果你說以利亞真的很認識自己
[00:13:52.360 --> 00:13:55.000]  也很認識,他真的不是摩西
[00:13:55.000 --> 00:13:57.520]  摩西做的是一個代求者
[00:13:57.520 --> 00:14:00.840]  不是去做一個控訴者
[00:14:00.840 --> 00:14:04.840]  其實我們還記得上一次我提到
[00:14:04.840 --> 00:14:08.000]  在耶穌登山變相的時候
[00:14:08.000 --> 00:14:10.000]  除了那三個門徒
[00:14:10.000 --> 00:14:13.400]  還有兩個人和耶穌聊天,是誰呢?
[00:14:13.400 --> 00:14:18.040]  其實就是摩西和以利亞
[00:14:18.040 --> 00:14:21.640]  所以其實以利亞認識一點還是不認識一點
[00:14:21.640 --> 00:14:23.120]  如果你從這個記載
[00:14:23.120 --> 00:14:26.720]  或者我們一會兒有機會看馬拉基書的時候
[00:14:26.720 --> 00:14:30.520]  你就知道其實以利亞真是一個很重要的人
[00:14:30.520 --> 00:14:33.600]  他在神面前是神一個很體重的人
[00:14:33.600 --> 00:14:37.720]  所以他和摩西可以差不多的分量
[00:14:37.720 --> 00:14:39.720]  去和耶穌聊天
[00:14:39.720 --> 00:14:46.440]  在馬拉基書講到他是成先啟後的兩個重要人物
[00:14:46.440 --> 00:14:49.000]  所以我們要很小心
[00:14:49.000 --> 00:14:51.240]  其實我們要多點認識
[00:14:51.240 --> 00:14:54.840]  我們自己是什麼在神面前的角色
[00:14:54.840 --> 00:14:58.640]  有一點從以利亞身上我們要被提醒
[00:14:58.640 --> 00:15:00.880]  其實以利亞是一個怎樣的角色呢?
[00:15:00.880 --> 00:15:04.560]  我相信在當中他不是一個將軍
[00:15:04.560 --> 00:15:09.800]  但是他是神所差遣的先鋒
[00:15:09.800 --> 00:15:14.080]  在以利亞為神做不少的工作裡面
[00:15:14.080 --> 00:15:16.640]  其實以利亞的角色是一個先鋒
[00:15:16.640 --> 00:15:23.280]  先鋒去做的是要明白領受了這個使命
[00:15:23.280 --> 00:15:27.160]  然後去完成派給他的使命
[00:15:27.160 --> 00:15:32.120]  這個就是一個接受差遣的先鋒應該做的
[00:15:32.120 --> 00:15:33.920]  其實在以利亞的生平裡面
[00:15:33.920 --> 00:15:35.560]  皇上十八章記載
[00:15:35.560 --> 00:15:39.600]  當神吩咐他去宣告旱災來臨的時候
[00:15:39.600 --> 00:15:41.360]  他就去做了
[00:15:41.360 --> 00:15:45.360]  當他和巴黎先知鬥法的時候
[00:15:45.360 --> 00:15:46.760]  他怎樣來講呢?
[00:15:46.760 --> 00:15:52.120]  他說今天要讓人知道耶和華神是以色列的神
[00:15:52.120 --> 00:15:54.600]  而去祭神的僕人
[00:15:54.600 --> 00:15:58.520]  他就是奉神的命行者一切事
[00:15:58.520 --> 00:16:06.120]  所以以利亞要知道自己是神所差遣的先鋒
[00:16:06.120 --> 00:16:09.120]  明白並且完成神給他的使命
[00:16:09.120 --> 00:16:13.440]  就好像這裡最後一句「奉命行事」
[00:16:13.440 --> 00:16:16.720]  奉神的命去領受神的吩咐
[00:16:16.720 --> 00:16:20.000]  去完成神給他的工作
[00:16:20.000 --> 00:16:22.200]  就是奉命行事
[00:16:22.200 --> 00:16:26.080]  所以這個其實就是先鋒最重要做的事
[00:16:26.080 --> 00:16:29.440]  但是以利亞有時其實不是很明白
[00:16:29.440 --> 00:16:31.080]  他有時明白一點不明白一點
[00:16:31.080 --> 00:16:32.480]  所以我們很希望透過以利亞
[00:16:32.480 --> 00:16:34.040]  我們又多一點去明白
[00:16:34.040 --> 00:16:35.520]  為什麼成為一個先鋒
[00:16:35.520 --> 00:16:37.000]  或者怎樣成為一個先鋒
[00:16:37.000 --> 00:16:39.120]  有什麼特質呢?
[00:16:39.120 --> 00:16:42.720]  我不知道大家有沒有看過電影
[00:16:42.720 --> 00:16:45.920]  或者有時了解一下一隊軍隊的運作
[00:16:45.920 --> 00:16:47.800]  軍隊裡面真的有些先鋒
[00:16:47.800 --> 00:16:49.280]  當然可能是古時多
[00:16:49.280 --> 00:16:50.800]  現代可能也有
[00:16:50.800 --> 00:16:52.080]  先鋒的特質是什麼?
[00:16:52.080 --> 00:16:53.800]  就是有一隊軍隊裡面做先鋒
[00:16:53.800 --> 00:16:55.800]  大家有沒有認識一下
[00:16:55.800 --> 00:16:57.320]  先鋒的特質通常是這樣的
[00:16:57.320 --> 00:17:02.160]  我們形容他們這班先鋒應該是走先的
[00:17:02.160 --> 00:17:04.200]  做先鋒嘛,一定是走先的
[00:17:04.200 --> 00:17:05.880]  接著會怎樣?
[00:17:05.880 --> 00:17:08.440]  打先,有什麼打仗
[00:17:08.440 --> 00:17:11.280]  開始的時候先鋒就走先打先
[00:17:11.280 --> 00:17:14.120]  接著怎樣?
[00:17:14.120 --> 00:17:16.400]  接著就死先,很容易
[00:17:16.400 --> 00:17:20.680]  我不知道大家有沒有聽過
[00:17:20.680 --> 00:17:24.960]  這個我們一般在軍隊的戰爭場面裡面
[00:17:24.960 --> 00:17:28.560]  會知道一下聽過一下
[00:17:28.560 --> 00:17:30.040]  其實這個也有一點像
[00:17:30.040 --> 00:17:32.920]  有時候在一些緊急狀態裡面
[00:17:32.920 --> 00:17:34.480]  我們說到這些先鋒
[00:17:34.480 --> 00:17:37.120]  其實就是有一點像一些先頭部隊
[00:17:37.120 --> 00:17:40.680]  有一點像是一個叫前線的人員
[00:17:40.680 --> 00:17:43.120]  我想在今天香港的疫情裡面
[00:17:43.120 --> 00:17:45.160]  我們都要紀念這一批
[00:17:45.160 --> 00:17:47.360]  真是很先
[00:17:47.360 --> 00:17:49.880]  在我們的前線裡面的醫護人員
[00:17:49.880 --> 00:17:53.200]  很多他們都是面對很多的艱難
[00:17:53.200 --> 00:17:54.400]  很多的壓力
[00:17:54.400 --> 00:17:56.640]  所以當我們想到的時候
[00:17:56.640 --> 00:17:59.840]  我都覺得我們真的要多一點紀念
[00:17:59.840 --> 00:18:04.120]  前線的醫護人員在這個時刻
[00:18:04.120 --> 00:18:06.280]  所以先鋒有這樣的特質
[00:18:06.280 --> 00:18:09.120]  但是回到在以利亞的身上的時候
[00:18:09.120 --> 00:18:10.000]  我想提一下
[00:18:10.000 --> 00:18:11.880]  先鋒其實就是剛才我提到
[00:18:11.880 --> 00:18:14.360]  我們要去明白神的心意
[00:18:14.360 --> 00:18:15.760]  明白神的吩咐
[00:18:15.760 --> 00:18:18.360]  我們完成神的使命
[00:18:18.360 --> 00:18:20.720]  這個就是最重要的
[00:18:20.720 --> 00:18:24.120]  我們要按著奉神的命
[00:18:24.120 --> 00:18:25.920]  奉命行事
[00:18:25.920 --> 00:18:27.400]  但是先鋒有時候就是
[00:18:27.400 --> 00:18:29.640]  另外一個我們去看見是什麼呢?
[00:18:29.640 --> 00:18:33.520]  要明白作先鋒不是一個主角
[00:18:33.520 --> 00:18:34.520]  有時候我們會看見
[00:18:34.520 --> 00:18:37.880]  如果在軍隊用這個場景的時候
[00:18:37.880 --> 00:18:39.960]  我們要明白先鋒就是先鋒
[00:18:39.960 --> 00:18:43.880]  他不是軍隊的將軍
[00:18:43.880 --> 00:18:47.440]  他更加不會是軍隊的元帥
[00:18:47.440 --> 00:18:48.960]  他不是主角
