
[00:00:00.000 --> 00:00:06.000]  提予法定人數不足
[00:02:20.000 --> 00:02:23.000]  很小的時候,大家都曾經試過
[00:02:23.000 --> 00:02:25.000]  搶別人的玩具
[00:02:25.000 --> 00:02:27.000]  拿了別人的玩具,那怎麼辦呢?
[00:02:27.000 --> 00:02:30.000]  媽媽當然會說「你為什麼拿了別人的東西?」
[00:02:30.000 --> 00:02:33.000]  一定會這樣說你,甚至會收罰
[00:02:33.000 --> 00:02:35.000]  不過現在的父母可能不會
[00:02:35.000 --> 00:02:38.000]  會說「你讓他玩吧」
[00:02:38.000 --> 00:02:41.000]  可能連賽越隊我們都不太著意
[00:02:41.000 --> 00:02:44.000]  原來我們很小的時候就已經知道
[00:02:44.000 --> 00:02:47.000]  有些界線是我們不可以越過的
[00:02:47.000 --> 00:02:50.000]  然後,犯上各樣的罪行的時候
[00:02:50.000 --> 00:02:54.000]  我們可能那個結果是需要去坐牢的
[00:02:54.000 --> 00:02:57.000]  又或者成癮,譬如毒癮
[00:02:57.000 --> 00:03:00.000]  好像是在犯罪裡面去作樂
[00:03:00.000 --> 00:03:03.000]  只不過自己的身心靈是受創
[00:03:03.000 --> 00:03:05.000]  良心會責備自己
[00:03:05.000 --> 00:03:09.000]  雖然沒有辦法去跳出這些癮
[00:03:09.000 --> 00:03:16.000]  但是就在當中成為了上癮了,滅不了
[00:03:16.000 --> 00:03:19.000]  而自己和家人也因此受苦
[00:03:19.000 --> 00:03:23.000]  我們就會說,這些可能是自招的受苦
[00:03:23.000 --> 00:03:26.000]  你做了這樣,拿來吧
[00:03:26.000 --> 00:03:29.000]  這是理所當然的一個結果
[00:03:29.000 --> 00:03:34.000]  提醒我們不應該去做一些不正確的事
[00:03:34.000 --> 00:03:37.000]  第三個情況就是行善受苦
[00:03:37.000 --> 00:03:40.000]  彼得在這裡很清楚提到另外一個情況
[00:03:40.000 --> 00:03:43.000]  就是因為做好事而受苦
[00:03:43.000 --> 00:03:51.000]  經文說,你們就是為而受苦,也是有福的,不要怕人的威嚇,也不要驚慌
[00:03:51.000 --> 00:03:55.000]  行義是指行正確的事
[00:03:55.000 --> 00:03:57.000]  英文是do right things
[00:03:57.000 --> 00:03:59.000]  講正確,right
[00:03:59.000 --> 00:04:03.000]  而行善就是指做些好事,do good things
[00:04:03.000 --> 00:04:04.000]  是一些好的事
[00:04:04.000 --> 00:04:10.000]  是根據聖經上帝的標準來對行善或者行義
[00:04:10.000 --> 00:04:15.000]  不過經文說,你們就是為而受苦
[00:04:15.000 --> 00:04:20.000]  有不同的翻譯,就是說你們就算受苦
[00:04:20.000 --> 00:04:23.000]  但是你說你們不過只是為而受苦
[00:04:23.000 --> 00:04:26.000]  英文是but或者even
[00:04:26.000 --> 00:04:28.000]  就是說出原來有一個情況就是
[00:04:28.000 --> 00:04:32.000]  我們就算為而可能也會受苦
[00:04:32.000 --> 00:04:35.000]  做好事也會受苦
[00:04:35.000 --> 00:04:38.000]  彼得在這裡為什麼會這樣說呢?
[00:04:38.000 --> 00:04:42.000]  他提醒那些寄居在其他地方的信徒
[00:04:42.000 --> 00:04:46.000]  因為他們身處在一個不信的群體裡面
[00:04:46.000 --> 00:04:50.000]  所以當他們在生活裡面去實踐他們的信仰
[00:04:50.000 --> 00:04:52.000]  持守真理的時候
[00:04:52.000 --> 00:04:55.000]  一定不會身邊的人認同
[00:04:55.000 --> 00:04:59.000]  信徒因此而可能受苦
[00:04:59.000 --> 00:05:01.000]  頂姐妹,你說
[00:05:01.000 --> 00:05:05.000]  牧師,以前他們在別人的地方住
[00:05:05.000 --> 00:05:10.000]  其實你看看,今天我們和尚不是生活在這樣的情況裡面嗎?
[00:05:10.000 --> 00:05:13.000]  香港的基督徒佔的比例是多少?
[00:05:13.000 --> 00:05:16.000]  以我所知是三十多萬
[00:05:16.000 --> 00:05:19.000]  在七百萬裡面,三十多萬人
[00:05:19.000 --> 00:05:23.000]  你想想,除了你回來教會身邊的那些可能是基督徒
[00:05:23.000 --> 00:05:27.000]  基本上你在職場上,在街上
[00:05:27.000 --> 00:05:29.000]  有多少人是基督徒呢?
[00:05:29.000 --> 00:05:31.000]  所以很自然地
[00:05:31.000 --> 00:05:35.000]  當我們要持守真理,實踐真理的時候
[00:05:35.000 --> 00:05:42.000]  可能我們就會和這個世界完全不一樣
[00:05:42.000 --> 00:05:45.000]  可能我們經常說
[00:05:45.000 --> 00:05:47.000]  你不可以做這些,你不可以做那些
[00:05:47.000 --> 00:05:49.000]  我們作基督徒的時候
[00:05:49.000 --> 00:05:52.000]  我們不能夠好像熟悉那樣
[00:05:52.000 --> 00:05:54.000]  有些人就覺得真是不值
[00:05:54.000 --> 00:05:56.000]  真是吃虧
[00:05:56.000 --> 00:05:58.000]  公司那個人明明是這樣去做
[00:05:58.000 --> 00:06:00.000]  多容易,多順手
[00:06:00.000 --> 00:06:03.000]  但是就是因為我要持守真理的時候
[00:06:03.000 --> 00:06:06.000]  有很多事我不可以做,我要持守真理的時候
[00:06:06.000 --> 00:06:08.000]  這些事我們不能夠做的時候
[00:06:08.000 --> 00:06:11.000]  頂智慧你會不會覺得這些都是一些苦呢?
[00:06:11.000 --> 00:06:14.000]  還是你只不過是
[00:06:14.000 --> 00:06:16.000]  是呀,我是為而
[00:06:16.000 --> 00:06:19.000]  我為而就算受苦都不要緊
[00:06:19.000 --> 00:06:22.000]  其實有誰想拿苦來生呢?
[00:06:22.000 --> 00:06:24.000]  有誰想辛苦呢?
[00:06:24.000 --> 00:06:26.000]  每個人都想舒舒服服
[00:06:26.000 --> 00:06:28.000]  不過經文這樣提醒我們
[00:06:28.000 --> 00:06:30.000]  不如我們一起讀
[00:06:30.000 --> 00:06:31.000]  要記著
[00:06:31.000 --> 00:06:35.000]  如果上帝的旨意是要你們因行善而受苦
[00:06:35.000 --> 00:06:40.000]  那總比因作惡而受苦要好
[00:06:40.000 --> 00:06:42.000]  如果這個是上帝的心意
[00:06:42.000 --> 00:06:46.000]  要我們去受苦的時候
[00:06:46.000 --> 00:06:49.000]  總比作惡是好
[00:06:49.000 --> 00:06:52.000]  其實這個是一個選擇
[00:06:52.000 --> 00:06:54.000]  這個就是一個選擇
[00:06:54.000 --> 00:06:58.000]  你可以選擇在同樣面對一個這樣的情況
[00:06:58.000 --> 00:07:01.000]  你可以去行善,繼續去持守
[00:07:01.000 --> 00:07:03.000]  你會受苦
[00:07:03.000 --> 00:07:06.000]  但是總比行惡做不好的事
[00:07:06.000 --> 00:07:08.000]  是更加好的
[00:07:08.000 --> 00:07:12.000]  我們應該怎樣面對這個行善受苦的情況呢?
[00:07:12.000 --> 00:07:13.000]  經文提醒我們
[00:07:13.000 --> 00:07:17.000]  只要心裡尊主基督為聖
[00:07:17.000 --> 00:07:18.000]  新普教的說法就是
[00:07:18.000 --> 00:07:20.000]  只要敬拜基督
[00:07:20.000 --> 00:07:23.000]  以他為你們生命的主
[00:07:23.000 --> 00:07:26.000]  好像沒什麼關係
[00:07:26.000 --> 00:07:30.000]  受苦和敬拜神有什麼關係呢?
[00:07:30.000 --> 00:07:31.000]  是很重要的
[00:07:31.000 --> 00:07:34.000]  是很有關係的
[00:07:34.000 --> 00:07:36.000]  我最近差不多每個星期都提醒大家
[00:07:36.000 --> 00:07:38.000]  回來又怎樣呢?
[00:07:38.000 --> 00:07:40.000]  就回來
[00:07:40.000 --> 00:07:42.000]  為什麼要回來呢?
[00:07:42.000 --> 00:07:47.000]  為什麼每個星期我們都要來朝見上帝呢?
[00:07:47.000 --> 00:07:49.000]  因為當你回到殿裡面的時候
[00:07:49.000 --> 00:07:51.000]  你不單只是聽牧師講道
[00:07:51.000 --> 00:07:52.000]  聽屯座人講道
[00:07:52.000 --> 00:07:55.000]  你不單只是聽屍斑在獻屍
[00:07:55.000 --> 00:08:01.000]  你不單只是在享受一個很舒適的環境
[00:08:01.000 --> 00:08:04.000]  來去坐在這裡
[00:08:04.000 --> 00:08:07.000]  更重要的是你來去朝見
[00:08:07.000 --> 00:08:10.000]  去親近我們的主
[00:08:10.000 --> 00:08:12.000]  透過詩歌
[00:08:12.000 --> 00:08:13.000]  透過我們唱的詩
[00:08:13.000 --> 00:08:15.000]  透過聆聽上帝的說話
[00:08:15.000 --> 00:08:18.000]  透過我們一起的祈禱
[00:08:18.000 --> 00:08:23.000]  其實是我們集體地宣述我們的信仰
[00:08:23.000 --> 00:08:26.000]  是不是?弟兄姊妹
[00:08:26.000 --> 00:08:28.000]  不要看上面好像一台戲
[00:08:28.000 --> 00:08:29.000]  看別人在做什麼
[00:08:29.000 --> 00:08:34.000]  於是你去批評今天的人做成什麼
[00:08:34.000 --> 00:08:38.000]  去細意來看牧師今天講道講成什麼
[00:08:38.000 --> 00:08:40.000]  你有沒有聽到上帝的說話
[00:08:40.000 --> 00:08:44.000]  透過這篇信息來對你說話呢?
[00:08:44.000 --> 00:08:47.000]  這是一個當你去敬拜主的時候
[00:08:47.000 --> 00:08:52.000]  你就再一次讓上帝的說話再一次去甦醒你的心
[00:08:52.000 --> 00:08:53.000]  好像一段經文這樣說
[00:08:53.000 --> 00:08:58.000]  以他為你們生命的主
[00:08:58.000 --> 00:09:02.000]  特別在今天面對各樣的挑戰的時候
[00:09:02.000 --> 00:09:05.000]  我更加需要回來
[00:09:05.000 --> 00:09:10.000]  就像剛才施惠傳道帶領我們的祈禱
[00:09:10.000 --> 00:09:11.000]  是的
[00:09:11.000 --> 00:09:13.000]  我們是什麼都不行
[00:09:13.000 --> 00:09:15.000]  但是上帝你在我們當中的時候
[00:09:15.000 --> 00:09:17.000]  我們無所懼怕
[00:09:17.000 --> 00:09:22.000]  可以面對我們前面每一天的困難
[00:09:22.000 --> 00:09:24.000]  所以我鼓勵
[00:09:24.000 --> 00:09:26.000]  為什麼常常鼓勵大家回來呢?
[00:09:26.000 --> 00:09:27.000]  當然在家裡
[00:09:27.000 --> 00:09:30.000]  如果你能夠有一個朝見的心
[00:09:30.000 --> 00:09:31.000]  絕對可以
[00:09:31.000 --> 00:09:33.000]  但是回來是不是不同呢?
[00:09:33.000 --> 00:09:35.000]  因為你身邊有眾多的弟兄姊妹
[00:09:35.000 --> 00:09:39.000]  跟你一起去宣述這個信仰
[00:09:39.000 --> 00:09:43.000]  所以我們必須要首先尊主為聖
[00:09:43.000 --> 00:09:47.000]  讓上帝在我們生命裡面居守衛
[00:09:47.000 --> 00:09:49.000]  帶領著我們前行
[00:09:49.000 --> 00:09:52.000]  為什麼我們需要這樣受苦呢?
[00:09:52.000 --> 00:09:53.000]  經文說
[00:09:53.000 --> 00:09:56.000]  因基督也曾一次為罪受苦
[00:09:56.000 --> 00:09:59.000]  就是義的代替不義的
[00:09:59.000 --> 00:10:00.000]  耶穌基督為什麼要死呢?
[00:10:00.000 --> 00:10:03.000]  是為誰死呢?
[00:10:03.000 --> 00:10:05.000]  就是為我們每一個罪人去死
[00:10:05.000 --> 00:10:07.000]  耶穌基督根本不需要去死
[00:10:07.000 --> 00:10:09.000]  祂沒有做任何錯的事
[00:10:09.000 --> 00:10:12.000]  但是祂甘願擺上自己
[00:10:12.000 --> 00:10:16.000]  就是義的代替不義
[00:10:16.000 --> 00:10:18.000]  我們稱自己為基督徒
[00:10:18.000 --> 00:10:20.000]  為什麼我們稱自己為基督徒呢?
[00:10:20.000 --> 00:10:22.000]  因為我們跟隨主的腳蹤
[00:10:22.000 --> 00:10:24.000]  我們信的是耶穌基督
[00:10:24.000 --> 00:10:26.000]  所以我們叫基督徒
[00:10:26.000 --> 00:10:30.000]  今天我們有沒有跟隨基督呢?
[00:10:30.000 --> 00:10:33.000]  基督已經很清楚為我們樹立了一個
[00:10:33.000 --> 00:10:36.000]  受苦的形象
[00:10:36.000 --> 00:10:37.000]  一個奴僕
[00:10:37.000 --> 00:10:41.000]  一個受苦甘願擺上的一個榜樣
[00:10:41.000 --> 00:10:44.000]  當我們說跟隨祂的腳蹤的時候
[00:10:44.000 --> 00:10:46.000]  我們有沒有實踐呢?
[00:10:46.000 --> 00:10:48.000]  所以在基督教信仰裡面
[00:10:48.000 --> 00:10:53.000]  受苦不是有什麼值得稀奇的一件事
[00:10:53.000 --> 00:10:54.000]  基本上
[00:10:54.000 --> 00:10:56.000]  這個就是我們信仰
[00:10:56.000 --> 00:10:58.000]  其中一個很重要的核心
[00:10:58.000 --> 00:11:02.000]  受苦對於一般人來說都是難受的
[00:11:02.000 --> 00:11:06.000]  如果神容許人受苦的時候
[00:11:06.000 --> 00:11:08.000]  我們不要以為奇怪
[00:11:08.000 --> 00:11:12.000]  特別是在今天荒謬的世代裡面的時候
[00:11:12.000 --> 00:11:15.000]  我們因為選擇行善
[00:11:15.000 --> 00:11:20.000]  還是選擇行惡呢?
[00:11:20.000 --> 00:11:22.000]  有人會說
[00:11:22.000 --> 00:11:24.000]  反正世界都是這麼差的
[00:11:24.000 --> 00:11:27.000]  就跟在一起同流合污
[00:11:27.000 --> 00:11:29.000]  世界都變成這麼差了
[00:11:29.000 --> 00:11:30.000]  無所謂了
[00:11:30.000 --> 00:11:31.000]  反正都會受苦
[00:11:31.000 --> 00:11:34.000]  不如就作惡受苦吧
[00:11:34.000 --> 00:11:38.000]  但是上帝的喜悅是什麼呢?
[00:11:38.000 --> 00:11:39.000]  經文說
[00:11:39.000 --> 00:11:40.000]  要記住
[00:11:40.000 --> 00:11:43.000]  如果上帝的旨意是要你們因行善而受苦
[00:11:43.000 --> 00:11:49.000]  總比作惡的受苦要好
[00:11:49.000 --> 00:11:51.000]  接著經文就說
[00:11:51.000 --> 00:11:53.000]  有些人會出於好奇
[00:11:53.000 --> 00:11:57.000]  很想知道信徒為什麼受苦都不怕的
[00:11:57.000 --> 00:11:59.000]  經文提醒我們
[00:11:59.000 --> 00:12:01.000]  不如我們一起讀吧
[00:12:01.000 --> 00:12:04.000]  有人問你們心中盼望的緣由
[00:12:04.000 --> 00:12:07.000]  就要作準備
[00:12:07.000 --> 00:12:10.000]  以溫柔敬畏的心回答各人
[00:12:10.000 --> 00:12:11.000]  對呀,你就要怎樣呢?
[00:12:11.000 --> 00:12:14.000]  常常準備好自己
[00:12:14.000 --> 00:12:16.000]  無論要求你怎樣去交代
[00:12:16.000 --> 00:12:18.000]  喂,你可不可以告訴我
[00:12:18.000 --> 00:12:20.000]  為什麼你面對這麼大的困難的時候
[00:12:20.000 --> 00:12:23.000]  你面對患病的時候
[00:12:23.000 --> 00:12:26.000]  你好像沒什麼驚惶
[00:12:26.000 --> 00:12:29.000]  為什麼你內心仍然有那份平安呢?
[00:12:29.000 --> 00:12:30.000]  於是你就可以馬上怎樣呢?
[00:12:30.000 --> 00:12:32.000]  因為你已經常常作好準備
[00:12:32.000 --> 00:12:34.000]  所以你就可以很溫柔
[00:12:34.000 --> 00:12:36.000]  心存敬畏
[00:12:36.000 --> 00:12:38.000]  為什麼需要心存敬畏呢?
[00:12:38.000 --> 00:12:41.000]  是因為你不是自己沒有問題
[00:12:41.000 --> 00:12:42.000]  我不怕痛
[00:12:42.000 --> 00:12:44.000]  所以病也不要緊
[00:12:44.000 --> 00:12:46.000]  而是上帝給你
[00:12:46.000 --> 00:12:48.000]  因為你已經像剛才那段經文
[00:12:48.000 --> 00:12:50.000]  要尊主為聖
[00:12:50.000 --> 00:12:52.000]  因為上帝在我們的生命裡面
[00:12:52.000 --> 00:12:54.000]  掌權作王的時候
[00:12:54.000 --> 00:12:56.000]  我們就不懼怕了
[00:12:56.000 --> 00:12:58.000]  我們就用這個態度
[00:12:58.000 --> 00:13:00.000]  很平靜地告訴別人
[00:13:00.000 --> 00:13:02.000]  我最近聽到有一個肢體
[00:13:02.000 --> 00:13:04.000]  因為一些交通意外
[00:13:04.000 --> 00:13:07.000]  需要去申請保險
[00:13:07.000 --> 00:13:08.000]  申請的過程裡面
[00:13:08.000 --> 00:13:10.000]  他填表的時候
[00:13:10.000 --> 00:13:13.000]  負責填表的職員就很奇怪
[00:13:13.000 --> 00:13:14.000]  大家說起的時候
[00:13:14.000 --> 00:13:16.000]  為什麼你撞了車
[00:13:16.000 --> 00:13:18.000]  應該要很生氣才是吧
[00:13:18.000 --> 00:13:19.000]  咬咬聲
[00:13:19.000 --> 00:13:22.000]  為什麼你這麼平和呢?
[00:13:22.000 --> 00:13:24.000]  於是他就說自己
[00:13:24.000 --> 00:13:26.000]  因為我有肌肉圖
[00:13:26.000 --> 00:13:30.000]  然後把生命的故事跟他分享
[00:13:30.000 --> 00:13:33.000]  後來帶了這個職員回教會
[00:13:33.000 --> 00:13:36.000]  這豈不是一個生命的故事
[00:13:36.000 --> 00:13:39.000]  的一個分享呢?
[00:13:39.000 --> 00:13:41.000]  所以經文又說
[00:13:41.000 --> 00:13:43.000]  你們就是為而受苦
[00:13:43.000 --> 00:13:45.000]  都是怎樣呢?
[00:13:45.000 --> 00:13:46.000]  都是有福的
[00:13:46.000 --> 00:13:48.000]  那個福不單止你自己有福
[00:13:48.000 --> 00:13:53.000]  你的福也可能傳遞給其他人
[00:13:53.000 --> 00:13:54.000]  甚至可以怎樣呢?
[00:13:54.000 --> 00:13:56.000]  甚至在何事上被毀謗
[00:13:56.000 --> 00:13:58.000]  就在何事上
[00:13:58.000 --> 00:14:01.000]  可以叫那無賴你們在基督裡
[00:14:01.000 --> 00:14:03.000]  有好品行的人
[00:14:03.000 --> 00:14:06.000]  都自覺羞愧
[00:14:06.000 --> 00:14:08.000]  無地自容的羞愧
[00:14:08.000 --> 00:14:10.000]  是因為為什麼你會有一個
[00:14:10.000 --> 00:14:12.000]  好像一股正氣那樣
[00:14:12.000 --> 00:14:16.000]  是這樣的
[00:14:16.000 --> 00:14:20.000]  肅然起敬
[00:14:20.000 --> 00:14:23.000]  接著經文我想跳到中間那段
[00:14:23.000 --> 00:14:27.000]  一落落到第四章七至十一節
[00:14:27.000 --> 00:14:29.000]  我們一起讀這段經文吧
[00:14:29.000 --> 00:14:30.000]  請
[00:14:53.000 --> 00:15:18.000]  這段的經文一開始
[00:15:18.000 --> 00:15:19.000]  第一句是說
[00:15:19.000 --> 00:15:23.000]  萬物的結局近了
[00:15:23.000 --> 00:15:25.000]  萬物的結局近了
[00:15:25.000 --> 00:15:28.000]  英文是The End of the World
[00:15:28.000 --> 00:15:31.000]  就是世界末日來到了
[00:15:31.000 --> 00:15:34.000]  你想不想像得到世界末日來到是怎樣呢?
[00:15:34.000 --> 00:15:35.000]  看電影就看得多
[00:15:35.000 --> 00:15:37.000]  很多電影都是這樣
[00:15:37.000 --> 00:15:39.000]  最後亂了龍
[00:15:39.000 --> 00:15:41.000]  可能翻天覆地
[00:15:41.000 --> 00:15:45.000]  很多天然的災禍出現
[00:15:45.000 --> 00:15:48.000]  你有沒有想到這個局面是怎樣呢?
[00:15:48.000 --> 00:15:50.000]  我們曾經想像得到
[00:15:50.000 --> 00:15:53.000]  當萬物的結局近了的時候是怎樣呢?
[00:15:53.000 --> 00:15:57.000]  未到,只是近
[00:15:57.000 --> 00:15:59.000]  我們未必可能完全想像得到
[00:15:59.000 --> 00:16:01.000]  又或者今晚聖經裡面
[00:16:01.000 --> 00:16:05.000]  都沒有很多的描述是怎樣的
[00:16:05.000 --> 00:16:09.000]  但是萬物的結局近了這句話
[00:16:09.000 --> 00:16:15.000]  其實是在說一個限期的將會來到
[00:16:15.000 --> 00:16:17.000]  你想想
[00:16:17.000 --> 00:16:18.000]  你有一件事要完成
[00:16:18.000 --> 00:16:19.000]  在限期之前
[00:16:19.000 --> 00:16:21.000]  Deadline之前要完成的時候
[00:16:21.000 --> 00:16:23.000]  你會怎樣呢?
[00:16:23.000 --> 00:16:25.000]  有些人在Deadline之前
[00:16:25.000 --> 00:16:27.000]  最後一天才趕工
[00:16:27.000 --> 00:16:29.000]  你們是不是這樣呢?
[00:16:29.000 --> 00:16:31.000]  一定說你一早就搞定了
[00:16:31.000 --> 00:16:33.000]  很早就搞定的
[00:16:33.000 --> 00:16:34.000]  我已經搞定了
[00:16:34.000 --> 00:16:36.000]  還有一天都未到限期
[00:16:36.000 --> 00:16:38.000]  你還在交功課的時候
[00:16:38.000 --> 00:16:39.000]  打電話問人家
[00:16:39.000 --> 00:16:40.000]  你搞定了沒有?
[00:16:40.000 --> 00:16:43.000]  我搞定了
[00:16:43.000 --> 00:16:47.000]  安然等待這個限期來到
[00:16:47.000 --> 00:16:49.000]  我相信很多人都是
[00:16:49.000 --> 00:16:51.000]  都未到最後限期
[00:16:51.000 --> 00:16:52.000]  趕功課
[00:16:52.000 --> 00:16:54.000]  趕Project
[00:16:54.000 --> 00:16:56.000]  通宵達旦
[00:16:56.000 --> 00:16:58.000]  最後來到趕
[00:16:58.000 --> 00:17:01.000]  萬物的結局近了
[00:17:01.000 --> 00:17:05.000]  其實是去表達一種迫切性
[00:17:05.000 --> 00:17:07.000]  那種來到
[00:17:07.000 --> 00:17:10.000]  說的是你沒有機會再做了
[00:17:10.000 --> 00:17:12.000]  過了限期的時候
[00:17:12.000 --> 00:17:14.000]  已經過了限期
[00:17:14.000 --> 00:17:18.000]  是那種迫切性在裏面
[00:17:18.000 --> 00:17:21.000]  今天很多基督徒信了主之後
[00:17:21.000 --> 00:17:24.000]  就好像拿了一個通行證
[00:17:24.000 --> 00:17:27.000]  去等最後上天堂
[00:17:27.000 --> 00:17:29.000]  忘記了那個誠信那條路
[00:17:29.000 --> 00:17:32.000]  每天是需要在自己的信仰上面
[00:17:32.000 --> 00:17:35.000]  去操練、去持守
[00:17:35.000 --> 00:17:38.000]  於是很多是懶散地做的基督徒
[00:17:38.000 --> 00:17:40.000]  唉,很久都未到
[00:17:40.000 --> 00:17:41.000]  唉,等一下吧
[00:17:41.000 --> 00:17:44.000]  是沒有了那份迫切性在裏面
[00:17:44.000 --> 00:17:48.000]  今天我們怎樣有一個迫切性在裏面呢?
[00:17:48.000 --> 00:17:49.000]  經文怎樣說呢?
[00:17:49.000 --> 00:17:51.000]  萬物的結局近了
[00:17:51.000 --> 00:17:55.000]  是要警醒禱告
[00:17:55.000 --> 00:17:57.000]  另外一個翻譯本就是
[00:17:57.000 --> 00:17:58.000]  熱切地禱告
[00:17:58.000 --> 00:18:02.000]  也是要常常操練禱告
[00:18:02.000 --> 00:18:05.000]  這個翻譯新普教譯本也可以
[00:18:05.000 --> 00:18:06.000]  很好啊
[00:18:06.000 --> 00:18:08.000]  不然就這樣站著禱告就算了
[00:18:08.000 --> 00:18:11.000]  吃飯的時候之前站著
[00:18:11.000 --> 00:18:13.000]  早上站著
[00:18:13.000 --> 00:18:15.000]  有需要的時候站著
[00:18:15.000 --> 00:18:17.000]  這是什麼?
[00:18:17.000 --> 00:18:20.000]  這是一個操練
[00:18:20.000 --> 00:18:21.000]  操練容易嗎?
[00:18:21.000 --> 00:18:22.000]  操練是不容易的
[00:18:22.000 --> 00:18:28.000]  操練是說要恆常地去實踐、去實習
[00:18:28.000 --> 00:18:30.000]  操練是說什麼?
[00:18:30.000 --> 00:18:32.000]  操練是說不是馬馬虎虎的
[00:18:32.000 --> 00:18:37.000]  操練是需要你全神貫注
[00:18:37.000 --> 00:18:41.000]  肯撥一些時間出來練習
[00:18:41.000 --> 00:18:43.000]  就好像那些人練舉重那些
[00:18:43.000 --> 00:18:44.000]  我們經常有句說話
[00:18:44.000 --> 00:18:46.000]  No pain no gain
[00:18:46.000 --> 00:18:47.000]  大家都聽過
[00:18:47.000 --> 00:18:51.000]  不痛就沒有進步
[00:18:51.000 --> 00:18:54.000]  No gain
[00:18:54.000 --> 00:18:55.000]  操練
[00:18:55.000 --> 00:19:00.000]  我們在祈禱的操練有多少呢?
[00:19:00.000 --> 00:19:01.000]  你還記不記得
[00:19:01.000 --> 00:19:02.000]  在赫西瑪利園
[00:19:02.000 --> 00:19:05.000]  耶穌帶著門徒去祈禱的時候
[00:19:05.000 --> 00:19:06.000]  那些門徒竟然是怎樣呢?
[00:19:06.000 --> 00:19:09.000]  是睡著了
[00:19:09.000 --> 00:19:10.000]  耶穌說
[00:19:10.000 --> 00:19:12.000]  總要警醒禱告
[00:19:12.000 --> 00:19:15.000]  免得入了迷惑
[00:19:15.000 --> 00:19:19.000]  世界越來越紛亂
[00:19:19.000 --> 00:19:22.000]  正確的消息和假的消息充斥著
[00:19:22.000 --> 00:19:24.000]  Fact check都沒有辦法知道
[00:19:24.000 --> 00:19:27.000]  哪個是真哪個是假
[00:19:27.000 --> 00:19:29.000]  所以要怎樣呢?
[00:19:29.000 --> 00:19:31.000]  要警醒禱告
[00:19:31.000 --> 00:19:34.000]  免得入了迷惑
[00:19:34.000 --> 00:19:38.000]  迷惑即是你自己中了招都不知道
[00:19:38.000 --> 00:19:40.000]  迷惑就是分亂
[00:19:40.000 --> 00:19:42.000]  你沒有辦法知道
[00:19:42.000 --> 00:19:44.000]  什麼是對的事
[00:19:44.000 --> 00:19:47.000]  什麼是錯的事
[00:19:47.000 --> 00:19:50.000]  所以我們在禱告的操練上
[00:19:50.000 --> 00:19:53.000]  不能夠馬虎
[00:19:53.000 --> 00:19:55.000]  頂尖姐妹,我鼓勵你多祈禱
[00:19:55.000 --> 00:19:56.000]  越是困難的時候
[00:19:56.000 --> 00:19:58.000]  越多的禱告
[00:19:58.000 --> 00:20:02.000]  去依靠去仰望神
[00:20:02.000 --> 00:20:04.000]  第二方面,萬物的結局近了
