
[00:00:00.000 --> 00:00:03.300]  感謝主以很美麗真摯的見證
[00:02:11.960 --> 00:02:14.960]  看看《馬太福音》第十三章
[00:02:14.960 --> 00:02:15.960]  《馬太福音》十三章
[00:02:15.960 --> 00:02:19.960]  耶穌一連講了七個比喻
[00:02:19.960 --> 00:02:21.960]  他就用比喻來解釋
[00:02:21.960 --> 00:02:25.960]  天國的真理和奧秘
[00:02:25.960 --> 00:02:30.960]  在這裡為什麼我要選擇
[00:02:30.960 --> 00:02:32.960]  比喻 耶穌所講的比喻
[00:02:32.960 --> 00:02:33.960]  因為有一句話
[00:02:33.960 --> 00:02:34.960]  好像耶穌所講的
[00:02:34.960 --> 00:02:36.960]  令我們都很震驚
[00:02:36.960 --> 00:02:38.960]  和很失望的十三節
[00:02:38.960 --> 00:02:40.960]  那裡說耶穌說我用比喻
[00:02:40.960 --> 00:02:42.960]  為何要用比喻跟你講真理
[00:02:42.960 --> 00:02:45.960]  因為令到他們那些人
[00:02:45.960 --> 00:02:48.960]  看又看不見 聽又聽不到
[00:02:48.960 --> 00:02:51.960]  亦都不明白 真的很閉格火
[00:02:51.960 --> 00:02:53.960]  那你講來幹什麼呢
[00:02:53.960 --> 00:02:56.960]  是否真的要作弄我們
[00:02:56.960 --> 00:02:59.960]  那我講 不過你聽不明白
[00:02:59.960 --> 00:03:00.960]  當然我們知道
[00:03:00.960 --> 00:03:01.960]  我們的主耶穌
[00:03:01.960 --> 00:03:03.960]  當然不是這麼黑心
[00:03:03.960 --> 00:03:06.960]  講來我們聽不明白嗎
[00:03:06.960 --> 00:03:07.960]  不會的
[00:03:07.960 --> 00:03:08.960]  那為什麼耶穌要用比喻
[00:03:08.960 --> 00:03:10.960]  又要這樣講法呢
[00:03:10.960 --> 00:03:12.960]  幸好 感謝神耶穌
[00:03:12.960 --> 00:03:13.960]  講這兩句話的時候
[00:03:13.960 --> 00:03:15.960]  我們只是聽這兩句
[00:03:15.960 --> 00:03:16.960]  好像不太明白
[00:03:16.960 --> 00:03:18.960]  覺得很困惑的時候
[00:03:18.960 --> 00:03:20.960]  原來耶穌這兩句話
[00:03:20.960 --> 00:03:21.960]  我們追溯下去
[00:03:21.960 --> 00:03:22.960]  它是引用著
[00:03:22.960 --> 00:03:24.960]  舊約聖經二賽亞書
[00:03:24.960 --> 00:03:25.960]  同一段
[00:03:25.960 --> 00:03:27.960]  不過幸好在那裡
[00:03:27.960 --> 00:03:28.960]  加了一些解釋
[00:03:28.960 --> 00:03:30.960]  於是我們就說不如這樣
[00:03:30.960 --> 00:03:32.960]  我們要走回舊約
[00:03:32.960 --> 00:03:34.960]  看看耶穌引用的時候
[00:03:34.960 --> 00:03:36.960]  原來有一個更加深刻
[00:03:36.960 --> 00:03:38.960]  和全面的理由
[00:03:38.960 --> 00:03:40.960]  耶穌所引用那一段
[00:03:40.960 --> 00:03:42.960]  就是舊約二賽亞書
[00:03:42.960 --> 00:03:44.960]  第六章裡面那兩節
[00:03:44.960 --> 00:03:46.960]  那裡同樣都是講同樣的東西
[00:03:46.960 --> 00:03:47.960]  初初的時候
[00:03:47.960 --> 00:03:48.960]  就是說
[00:03:48.960 --> 00:03:51.960]  神是要他們聽都聽見
[00:03:51.960 --> 00:03:53.960]  但是總不能明白
[00:03:53.960 --> 00:03:55.960]  看是看見了
[00:03:55.960 --> 00:03:56.960]  總不領悟
[00:03:56.960 --> 00:03:57.960]  這兩句就是
[00:03:57.960 --> 00:03:59.960]  剛才耶穌所講的笑話
[00:03:59.960 --> 00:04:00.960]  不過
[00:04:00.960 --> 00:04:01.960]  二賽亞先知
[00:04:01.960 --> 00:04:04.960]  神要他更加解釋下去
[00:04:04.960 --> 00:04:07.960]  因為有個原因的
[00:04:07.960 --> 00:04:11.960]  因為這些人民的心思遲鈍
[00:04:11.960 --> 00:04:13.960]  用不靈的耳朵去聽
[00:04:13.960 --> 00:04:15.960]  又閉上眼睛
[00:04:15.960 --> 00:04:17.960]  原來問題不在神那裡
[00:04:17.960 --> 00:04:18.960]  在人那裡
[00:04:18.960 --> 00:04:20.960]  人不肯聽
[00:04:20.960 --> 00:04:23.960]  是人的心不願意聽的時候
[00:04:23.960 --> 00:04:25.960]  你以為聽不到聲音嗎
[00:04:25.960 --> 00:04:27.960]  你以為不會讀那段話嗎
[00:04:27.960 --> 00:04:28.960]  他都會讀
[00:04:28.960 --> 00:04:30.960]  不過吸收不了
[00:04:30.960 --> 00:04:32.960]  有眼都看不到
[00:04:32.960 --> 00:04:33.960]  有耳都聽不明白
[00:04:33.960 --> 00:04:34.960]  為什麼
[00:04:34.960 --> 00:04:36.960]  因為人的心
[00:04:36.960 --> 00:04:40.960]  是不願意去聽
[00:04:40.960 --> 00:04:43.960]  耶穌接著再講一句說話
[00:04:43.960 --> 00:04:45.960]  他說原文那裡
[00:04:45.960 --> 00:04:49.960]  如果中文翻譯得比較偏差
[00:04:49.960 --> 00:04:50.960]  或者有誤解
[00:04:50.960 --> 00:04:51.960]  免得
[00:04:51.960 --> 00:04:52.960]  不是免得
[00:04:52.960 --> 00:04:53.960]  耶穌說不是免得
[00:04:53.960 --> 00:04:55.960]  耶穌是因為有個原因的
[00:04:55.960 --> 00:04:56.960]  自己
[00:04:56.960 --> 00:04:58.960]  他們的眼睛看見耳朵
[00:04:58.960 --> 00:04:59.960]  聽見心裡明白
[00:04:59.960 --> 00:05:02.960]  如果他們迴轉過來
[00:05:02.960 --> 00:05:03.960]  就可以明白了
[00:05:03.960 --> 00:05:06.960]  耶穌就醫好了他
[00:05:06.960 --> 00:05:07.960]  原來迴轉
[00:05:07.960 --> 00:05:09.960]  是我們的心願意
[00:05:09.960 --> 00:05:11.960]  而不是用聰明
[00:05:11.960 --> 00:05:13.960]  這個世界上有很多人很聰明的
[00:05:13.960 --> 00:05:14.960]  讀了很多書的
[00:05:14.960 --> 00:05:16.960]  你說他看聖經
[00:05:16.960 --> 00:05:19.960]  明明他都明白那些字句
[00:05:19.960 --> 00:05:20.960]  明白那些意思
[00:05:20.960 --> 00:05:22.960]  甚至可以研究得很厲害的
[00:05:22.960 --> 00:05:25.960]  但是他的心不願意的話
[00:05:25.960 --> 00:05:27.960]  他是進不了神自己
[00:05:27.960 --> 00:05:29.960]  那個真正的真理裡面
[00:05:29.960 --> 00:05:32.960]  所以這裡講的是我們的心
[00:05:32.960 --> 00:05:34.960]  不是講你多厲害
[00:05:34.960 --> 00:05:36.960]  有些人反而讀了不是很多書
[00:05:36.960 --> 00:05:38.960]  但是他是很能夠吸收到聖經的
[00:05:38.960 --> 00:05:41.960]  因為他去經歷到那位的神
[00:05:41.960 --> 00:05:42.960]  你不願意的時候
[00:05:42.960 --> 00:05:44.960]  你是聽不明白的
[00:05:44.960 --> 00:05:45.960]  所以耶穌就說
[00:05:45.960 --> 00:05:49.960]  我用比喻就是要你用腦去想
[00:05:49.960 --> 00:05:50.960]  不過想了之後
[00:05:50.960 --> 00:05:53.960]  還要用心去經歷
[00:05:53.960 --> 00:05:54.960]  去接近
[00:05:54.960 --> 00:05:56.960]  去願意接受的話
[00:05:56.960 --> 00:05:57.960]  那你就得到那些神
[00:05:57.960 --> 00:05:59.960]  真的想跟你講
[00:05:59.960 --> 00:06:02.960]  和你能夠了解的真理
[00:06:02.960 --> 00:06:05.960]  在第十三章裡面
[00:06:05.960 --> 00:06:10.960]  耶穌剛才說他一連講了七個的比喻
[00:06:10.960 --> 00:06:12.960]  這七個的比喻裡面
[00:06:12.960 --> 00:06:15.960]  我們試著將它分開研究
[00:06:15.960 --> 00:06:16.960]  我們用腦的
[00:06:16.960 --> 00:06:17.960]  不是不用腦的
[00:06:17.960 --> 00:06:18.960]  看聖經要用腦的
[00:06:18.960 --> 00:06:20.960]  不過還要用心
[00:06:20.960 --> 00:06:21.960]  我們先看看
[00:06:21.960 --> 00:06:23.960]  用腦來看的時候
[00:06:23.960 --> 00:06:25.960]  我們分析一下這七個的比喻
[00:06:25.960 --> 00:06:27.960]  這七個的比喻
[00:06:27.960 --> 00:06:30.960]  我們可以將它分成有四組的
[00:06:30.960 --> 00:06:33.960]  第一個就是獨立的
[00:06:33.960 --> 00:06:37.960]  傳統我們叫它做殺種的比喻
[00:06:37.960 --> 00:06:39.960]  如果你信主有一段日子
[00:06:39.960 --> 00:06:41.960]  你大改天你都記得一下
[00:06:41.960 --> 00:06:44.960]  不然你再看聖經都可以
[00:06:44.960 --> 00:06:49.960]  接著兩個兩個比喻成為一組的
[00:06:49.960 --> 00:06:51.960]  所以那裡就有三組
[00:06:51.960 --> 00:06:54.960]  第一個殺種的比喻
[00:06:54.960 --> 00:06:55.960]  接著兩個一組
[00:06:55.960 --> 00:06:56.960]  兩個一組
[00:06:56.960 --> 00:06:57.960]  兩個一組
[00:06:57.960 --> 00:06:58.960]  合起來就是七個
[00:06:58.960 --> 00:07:00.960]  有四組的比喻
[00:07:00.960 --> 00:07:05.960]  這裡講了天國的奧秘裡面
[00:07:05.960 --> 00:07:07.960]  我們以為我們明白
[00:07:07.960 --> 00:07:09.960]  其實我們要再跟進
[00:07:09.960 --> 00:07:11.960]  進入用我們的心去接受
[00:07:11.960 --> 00:07:13.960]  再去經驗一下
[00:07:13.960 --> 00:07:14.960]  經歷一下
[00:07:14.960 --> 00:07:16.960]  真是很奇妙的
[00:07:16.960 --> 00:07:19.960]  用耳聽不夠
[00:07:19.960 --> 00:07:21.960]  究竟是什麼樣的真理呢
[00:07:21.960 --> 00:07:26.960]  這個叫做天國的奧秘的真理
[00:07:26.960 --> 00:07:29.960]  這裡講的是天國是一個主題
[00:07:29.960 --> 00:07:30.960]  天國是什麼呢
[00:07:30.960 --> 00:07:32.960]  耶穌要解釋的天國
[00:07:32.960 --> 00:07:33.960]  究竟天國是什麼意思呢
[00:07:33.960 --> 00:07:34.960]  Kingdom of God
[00:07:34.960 --> 00:07:35.960]  英文直做
[00:07:35.960 --> 00:07:37.960]  神的國
[00:07:37.960 --> 00:07:40.960]  神的國我們聽到的國這個字
[00:07:40.960 --> 00:07:42.960]  有時候會有一點誤解
[00:07:42.960 --> 00:07:44.960]  以為某一個國家
[00:07:44.960 --> 00:07:46.960]  或者甚至教會
[00:07:46.960 --> 00:07:48.960]  某一個具體的組織
[00:07:48.960 --> 00:07:49.960]  不是
[00:07:49.960 --> 00:07:53.960]  原文在初期的希臘文裡面
[00:07:53.960 --> 00:07:54.960]  Basilion這個字
[00:07:54.960 --> 00:07:55.960]  國這個字
[00:07:55.960 --> 00:08:00.960]  不是講這個土地甚至是一個管治的範圍
[00:08:00.960 --> 00:08:01.960]  是講什麼呢
[00:08:01.960 --> 00:08:05.960]  是那個皇帝他施行的權力
[00:08:05.960 --> 00:08:09.960]  是無可比擬那種掌管的能力
[00:08:09.960 --> 00:08:13.960]  所以神的國不是講某一個地方
[00:08:13.960 --> 00:08:15.960]  神的國是講一種狀態
[00:08:15.960 --> 00:08:18.960]  哪裡有人的心
[00:08:18.960 --> 00:08:21.960]  人願意給神完全掌管他人生的
[00:08:21.960 --> 00:08:23.960]  那個就是神的國
[00:08:23.960 --> 00:08:25.960]  所以耶穌如果這樣的時候
[00:08:25.960 --> 00:08:27.960]  你明白耶穌有一次說
[00:08:27.960 --> 00:08:28.960]  神的國在哪裡
[00:08:28.960 --> 00:08:30.960]  神的國在你的心裡面
[00:08:30.960 --> 00:08:31.960]  意思就是說
[00:08:31.960 --> 00:08:32.960]  它不是一個地方
[00:08:32.960 --> 00:08:34.960]  就是如果哪一個人的心
[00:08:34.960 --> 00:08:37.960]  願意給神完全的掌管的話
[00:08:37.960 --> 00:08:38.960]  那裡就是神的國
[00:08:38.960 --> 00:08:40.960]  接著耶穌有一次又說
[00:08:40.960 --> 00:08:41.960]  神的國在哪裡
[00:08:41.960 --> 00:08:43.960]  神的國在我們中間
[00:08:43.960 --> 00:08:44.960]  怎麼會在我們中間呢
[00:08:44.960 --> 00:08:45.960]  意思就是說
[00:08:45.960 --> 00:08:46.960]  如果一幫人
[00:08:46.960 --> 00:08:48.960]  他願意都給神掌管的話
[00:08:48.960 --> 00:08:49.960]  他們的人生
[00:08:49.960 --> 00:08:53.960]  這一幫人所組成的就是神的國
[00:08:53.960 --> 00:08:57.960]  所以不管你是一個很漂亮的教堂
[00:08:57.960 --> 00:08:59.960]  有很多的活動
[00:08:59.960 --> 00:09:00.960]  但是那幫人
[00:09:00.960 --> 00:09:02.960]  如果他不願意給神掌管的話
[00:09:02.960 --> 00:09:04.960]  那裡都不是神的國
[00:09:04.960 --> 00:09:06.960]  跟那個建築物無關的
[00:09:06.960 --> 00:09:08.960]  跟那個名字無關的
[00:09:08.960 --> 00:09:09.960]  大家明白了
[00:09:09.960 --> 00:09:11.960]  好了 要明白這一種
[00:09:11.960 --> 00:09:13.960]  給神掌管的狀態
[00:09:13.960 --> 00:09:15.960]  究竟怎樣才可以呢
[00:09:15.960 --> 00:09:17.960]  耶穌就弄了一支七個的比喻
[00:09:17.960 --> 00:09:20.960]  講到當中是很特別
[00:09:20.960 --> 00:09:21.960]  可能你聽的時候
[00:09:21.960 --> 00:09:23.960]  啊 我都聽過明白
[00:09:23.960 --> 00:09:24.960]  不過你再經歷下去
[00:09:24.960 --> 00:09:27.960]  發覺原來還有很深刻的意思
[00:09:27.960 --> 00:09:30.960]  因為不是用腦去聽的
[00:09:30.960 --> 00:09:34.960]  還要用心去接受 去經歷的
[00:09:34.960 --> 00:09:37.960]  好了 第一個的比喻
[00:09:37.960 --> 00:09:40.960]  殺種的比喻
[00:09:40.960 --> 00:09:41.960]  殺種的比喻
[00:09:41.960 --> 00:09:43.960]  我相信大家可能都記得了
[00:09:43.960 --> 00:09:46.960]  耶穌講了有四種的情況
[00:09:46.960 --> 00:09:50.960]  當然就是想比喻
[00:09:50.960 --> 00:09:54.960]  神的真理進入人的心田裡面的時候
[00:09:54.960 --> 00:09:57.960]  所發生的結果
[00:09:57.960 --> 00:09:59.960]  所以呢
[00:09:59.960 --> 00:10:01.960]  又說有人去殺種
[00:10:01.960 --> 00:10:03.960]  那些種子都是好的
[00:10:03.960 --> 00:10:06.960]  就好像神在我們每一個人的心裡面
[00:10:06.960 --> 00:10:08.960]  將祂自己啟示給我們
[00:10:08.960 --> 00:10:10.960]  讓我們明白祂
[00:10:10.960 --> 00:10:13.960]  土地 這個好的泥土
[00:10:13.960 --> 00:10:16.960]  就好像我們每一個人的心田
[00:10:16.960 --> 00:10:19.960]  其實就很簡單
[00:10:19.960 --> 00:10:21.960]  好的種子
[00:10:21.960 --> 00:10:24.960]  落在配合的田地裡
[00:10:24.960 --> 00:10:26.960]  那就生出來了
[00:10:26.960 --> 00:10:28.960]  這是很正常的
[00:10:28.960 --> 00:10:31.960]  不過原來有幾種的情況
[00:10:31.960 --> 00:10:33.960]  耶穌講了有四種的情況
[00:10:33.960 --> 00:10:36.960]  第一種情況就是殺了種下去
[00:10:36.960 --> 00:10:39.960]  誰知道那些種子掉在路旁邊
[00:10:39.960 --> 00:10:43.960]  就乾掉了 還被鳥吃了
[00:10:43.960 --> 00:10:45.960]  所以呢 有種子 有田
[00:10:45.960 --> 00:10:47.960]  但是生不出來
[00:10:47.960 --> 00:10:49.960]  第二種的情況
[00:10:49.960 --> 00:10:51.960]  對了
[00:10:51.960 --> 00:10:53.960]  放在那些土地裡
[00:10:53.960 --> 00:10:55.960]  不過原來那些泥土很淺的
[00:10:55.960 --> 00:10:56.960]  下面有石頭的
[00:10:56.960 --> 00:10:57.960]  於是呢
[00:10:57.960 --> 00:10:59.960]  開始的時候好像挺好的
[00:10:59.960 --> 00:11:00.960]  出來了 出來了 出來了
[00:11:00.960 --> 00:11:02.960]  誰知道一會兒就枯死了
[00:11:02.960 --> 00:11:05.960]  因為它裡面是有很多的阻滯
[00:11:05.960 --> 00:11:07.960]  有很多的石頭在一邊
[00:11:07.960 --> 00:11:09.960]  它就枯乾了
[00:11:09.960 --> 00:11:11.960]  第三種的情況
[00:11:11.960 --> 00:11:13.960]  於是就在那裡長大
[00:11:13.960 --> 00:11:15.960]  越長就越茂盛
[00:11:15.960 --> 00:11:16.960]  那就很好
[00:11:16.960 --> 00:11:19.960]  誰知道原來上面有些荊棘撐著
[00:11:19.960 --> 00:11:20.960]  卡著它
[00:11:20.960 --> 00:11:21.960]  於是長不了
[00:11:21.960 --> 00:11:23.960]  於是也沒有辦法
[00:11:23.960 --> 00:11:26.960]  是正常的 健康的生長
[00:11:26.960 --> 00:11:27.960]  第四種
[00:11:27.960 --> 00:11:28.960]  耶穌說如果我們
[00:11:28.960 --> 00:11:32.960]  將這些阻礙
[00:11:32.960 --> 00:11:35.960]  這些雜質拿開之後
[00:11:35.960 --> 00:11:37.960]  雜質就是這麼簡單的
[00:11:37.960 --> 00:11:38.960]  這個世界
[00:11:38.960 --> 00:11:40.960]  那些土地就是一樣的
[00:11:40.960 --> 00:11:41.960]  於是種出來的時候
[00:11:41.960 --> 00:11:43.960]  有三十倍 六十倍 一百倍
[00:11:43.960 --> 00:11:45.960]  這個就是耶穌所說的
[00:11:45.960 --> 00:11:48.960]  四種情況的生長
[00:11:48.960 --> 00:11:50.960]  這裡當然是說我們人的
[00:11:50.960 --> 00:11:52.960]  屬靈上 成熟
[00:11:52.960 --> 00:11:54.960]  做一個好的基督徒
[00:11:54.960 --> 00:11:56.960]  那種的成長
[00:11:56.960 --> 00:11:57.960]  原來這裡說
[00:11:57.960 --> 00:11:59.960]  你深入去看的時候
[00:11:59.960 --> 00:12:02.960]  原來我們跟神的關係
[00:12:02.960 --> 00:12:04.960]  那個親近
[00:12:04.960 --> 00:12:07.960]  是有四種的力量在那裡
[00:12:07.960 --> 00:12:09.960]  四種的動力在那裡
[00:12:09.960 --> 00:12:11.960]  兩種是正面的
[00:12:11.960 --> 00:12:13.960]  兩種是反面 負面的
[00:12:13.960 --> 00:12:15.960]  就是說有兩種力量
[00:12:15.960 --> 00:12:19.960]  幫我們越來越接近神的
[00:12:19.960 --> 00:12:20.960]  那就是說
[00:12:20.960 --> 00:12:22.960]  天國如果我們要是
[00:12:22.960 --> 00:12:23.960]  成為一個
[00:12:23.960 --> 00:12:25.960]  給神完全掌管的生命
[00:12:25.960 --> 00:12:27.960]  我們就要跟神的關係
[00:12:27.960 --> 00:12:28.960]  很接近的
[00:12:28.960 --> 00:12:30.960]  所以什麼叫接近呢
[00:12:30.960 --> 00:12:31.960]  就是我們是
[00:12:31.960 --> 00:12:33.960]  無時無刻都感覺到
[00:12:33.960 --> 00:12:34.960]  神在我們生命裡面
[00:12:34.960 --> 00:12:36.960]  是有動作的
[00:12:36.960 --> 00:12:37.960]  無時無刻我們都覺得
[00:12:37.960 --> 00:12:39.960]  神在我們生命裡面是重要的
[00:12:39.960 --> 00:12:40.960]  不是一個禮拜
[00:12:40.960 --> 00:12:42.960]  什麼神都跟祂無關
[00:12:42.960 --> 00:12:43.960]  什麼都是重要過神
[00:12:43.960 --> 00:12:44.960]  到了星期日
[00:12:44.960 --> 00:12:46.960]  早上才有一個小時
[00:12:46.960 --> 00:12:48.960]  來聽聽 唱首詩歌
[00:12:48.960 --> 00:12:49.960]  都好
[00:12:49.960 --> 00:12:51.960]  不過是很不夠的
[00:12:51.960 --> 00:12:52.960]  因為神這樣
[00:12:52.960 --> 00:12:54.960]  就不是給神掌管的生命
[00:12:54.960 --> 00:12:56.960]  給神掌管的生命
[00:12:56.960 --> 00:12:57.960]  就是跟神很貼近
[00:12:57.960 --> 00:12:59.960]  時時刻刻都跟神的關係
[00:12:59.960 --> 00:13:01.960]  很親切的
[00:13:01.960 --> 00:13:03.960]  在這樣的方向裡面
[00:13:03.960 --> 00:13:05.960]  其實就是一個好基督徒
[00:13:05.960 --> 00:13:06.960]  就是這麼簡單
[00:13:06.960 --> 00:13:07.960]  不過這裡
[00:13:07.960 --> 00:13:09.960]  過中有四種力量
[00:13:09.960 --> 00:13:10.960]  剛才說
[00:13:10.960 --> 00:13:11.960]  兩種是人自己
[00:13:11.960 --> 00:13:13.960]  人性裡面出來的力量
[00:13:13.960 --> 00:13:16.960]  兩種就是靈界的力量
[00:13:16.960 --> 00:13:17.960]  簡單來說
[00:13:17.960 --> 00:13:18.960]  你看到
[00:13:18.960 --> 00:13:20.960]  稍後我給你們看一個比喻
[00:13:20.960 --> 00:13:21.960]  就是說
[00:13:21.960 --> 00:13:22.960]  兩種是
[00:13:22.960 --> 00:13:25.960]  人自己心裡面的力量
[00:13:25.960 --> 00:13:27.960]  第一種是正面的
[00:13:27.960 --> 00:13:30.960]  就是原來神創造
[00:13:30.960 --> 00:13:32.960]  你和我的時候
[00:13:32.960 --> 00:13:33.960]  在我們心裡面
[00:13:33.960 --> 00:13:34.960]  等低了一種
[00:13:34.960 --> 00:13:36.960]  對永恆的神
[00:13:36.960 --> 00:13:40.960]  渴望親近祂的需要
[00:13:40.960 --> 00:13:42.960]  因為神造我們出來的
[00:13:42.960 --> 00:13:44.960]  所以我們創造裡面
[00:13:44.960 --> 00:13:46.960]  是有這種需要的
[00:13:46.960 --> 00:13:48.960]  所以甚至你不是基督徒
[00:13:48.960 --> 00:13:49.960]  因為你不是基督徒
[00:13:49.960 --> 00:13:51.960]  他其實自己知道的
[00:13:51.960 --> 00:13:54.960]  他需要神的
[00:13:54.960 --> 00:13:55.960]  人窮則呼天
[00:13:55.960 --> 00:13:57.960]  他都知道的
[00:13:57.960 --> 00:13:58.960]  他發覺人生有困難的時候
[00:13:58.960 --> 00:13:59.960]  他總覺得
[00:13:59.960 --> 00:14:01.960]  如果有個神帶著我就好了
[00:14:01.960 --> 00:14:02.960]  保護我就好了
[00:14:02.960 --> 00:14:04.960]  他想要神的
[00:14:04.960 --> 00:14:05.960]  有時人生走著走著
[00:14:05.960 --> 00:14:08.960]  他坐下來想一想
[00:14:08.960 --> 00:14:10.960]  沒理由這麼巧合
[00:14:10.960 --> 00:14:12.960]  這個世界總是有一個力量
[00:14:12.960 --> 00:14:13.960]  超然的力量
[00:14:13.960 --> 00:14:15.960]  帶著我人生的
[00:14:15.960 --> 00:14:16.960]  其實他知道的
[00:14:16.960 --> 00:14:18.960]  人是需要的
[00:14:18.960 --> 00:14:20.960]  或者甚至他很想
[00:14:20.960 --> 00:14:21.960]  有一個永恆的主宰
[00:14:21.960 --> 00:14:23.960]  陪著他走人生的時候
[00:14:23.960 --> 00:14:25.960]  他就會很滿足
[00:14:25.960 --> 00:14:26.960]  這些是每一個人
[00:14:26.960 --> 00:14:28.960]  神造我們的時候
[00:14:28.960 --> 00:14:29.960]  都等待這種需要
[00:14:29.960 --> 00:14:32.960]  所以我們是很想親近神的
[00:14:32.960 --> 00:14:33.960]  你不要以為你不想
[00:14:33.960 --> 00:14:34.960]  你其實根本是想的
[00:14:34.960 --> 00:14:37.960]  你看看流心自己就知道
[00:14:37.960 --> 00:14:40.960]  就好像剛才我們的比喻說
[00:14:40.960 --> 00:14:41.960]  那塊田嘛
[00:14:41.960 --> 00:14:44.960]  那塊田那些化學的成分
[00:14:44.960 --> 00:14:45.960]  你等種子下去
[00:14:45.960 --> 00:14:47.960]  就自然會生的了
[00:14:47.960 --> 00:14:48.960]  因為那塊田根本是
[00:14:48.960 --> 00:14:51.960]  為了這些種子而存在的
[00:14:51.960 --> 00:14:53.960]  就好像我們的心田那樣
[00:14:53.960 --> 00:14:57.960]  另外一個正面的拉力是甚麼呢
[00:14:57.960 --> 00:14:59.960]  就是一個超自然的拉力
[00:14:59.960 --> 00:15:00.960]  就是神自己那個
[00:15:00.960 --> 00:15:02.960]  可愛祂的偉大
[00:15:02.960 --> 00:15:04.960]  就是說我們的心是需要神的
[00:15:04.960 --> 00:15:05.960]  然後我們看見這位
[00:15:05.960 --> 00:15:07.960]  創造宇宙的主宰
[00:15:07.960 --> 00:15:08.960]  他自己本身就是
[00:15:08.960 --> 00:15:11.960]  我們正正需要的那位神
[00:15:11.960 --> 00:15:13.960]  他有他的奇妙
[00:15:13.960 --> 00:15:14.960]  他的偉大
[00:15:14.960 --> 00:15:16.960]  他的智慧
[00:15:16.960 --> 00:15:17.960]  他的愛
[00:15:17.960 --> 00:15:19.960]  是令我們明白他的時候
[00:15:19.960 --> 00:15:21.960]  我們怎會不愛他
[00:15:21.960 --> 00:15:23.960]  一定吸引我們愛他
[00:15:23.960 --> 00:15:25.960]  所以神吸引我們愛他
[00:15:25.960 --> 00:15:27.960]  我們的心也需要他
[00:15:27.960 --> 00:15:28.960]  那就合起來
[00:15:28.960 --> 00:15:30.960]  就是我們剛才種子
