
[00:00:00.000 --> 00:00:03.000]  請我們再一次同心我們一同祈禱
[00:04:49.000 --> 00:04:51.000]  這位醫生朋友就跟他說
[00:04:51.000 --> 00:04:54.000]  澤林不像一個數學天才
[00:04:54.000 --> 00:04:56.000]  這簡直是神蹟
[00:04:56.000 --> 00:04:59.000]  澤林從未學過一些數學的觀念
[00:04:59.000 --> 00:05:02.000]  可以在這麼短的時間內計算出來
[00:05:02.000 --> 00:05:04.000]  任何一個天才都做不到
[00:05:04.000 --> 00:05:06.000]  他一定是一個神蹟
[00:05:06.000 --> 00:05:07.000]  我給他多一條數去計算
[00:05:07.000 --> 00:05:10.000]  如果他計算到就證明他真的是一個神蹟
[00:05:10.000 --> 00:05:11.000]  這條數很簡單
[00:05:11.000 --> 00:05:13.000]  1+2+3+4+5+6+7+8
[00:05:13.000 --> 00:05:15.000]  一路加到1000
[00:05:15.000 --> 00:05:17.000]  看他等於多少
[00:05:17.000 --> 00:05:19.000]  如果他能夠寫出5字在第一個位
[00:05:19.000 --> 00:05:21.000]  就證明這個是神蹟
[00:05:21.000 --> 00:05:25.000]  誰不知澤林很快就寫了500500
[00:05:25.000 --> 00:05:27.000]  準確的答案
[00:05:27.000 --> 00:05:29.000]  我們說這個很容易
[00:05:29.000 --> 00:05:33.000]  用一個公式去計算
[00:05:33.000 --> 00:05:35.000]  更加奇怪的
[00:05:35.000 --> 00:05:38.000]  澤林不單止對數學有驚人的天份
[00:05:38.000 --> 00:05:40.000]  他在沒有人教導之下
[00:05:40.000 --> 00:05:42.000]  是可以準確回答下這個問題
[00:05:42.000 --> 00:05:44.000]  我問問大家
[00:05:44.000 --> 00:05:47.000]  萬里長城在哪個國家
[00:05:47.000 --> 00:05:49.000]  中國,這個很容易
[00:05:49.000 --> 00:05:51.000]  但他在澳洲
[00:05:51.000 --> 00:05:53.000]  金字塔
[00:05:53.000 --> 00:05:55.000]  在哪個國家
[00:05:55.000 --> 00:05:57.000]  但是這條難
[00:05:57.000 --> 00:05:59.000]  誰起的
[00:05:59.000 --> 00:06:01.000]  我都不知道答案
[00:06:01.000 --> 00:06:03.000]  他居然可以回答我都忘記了
[00:06:03.000 --> 00:06:05.000]  聖經公元有多少卷
[00:06:05.000 --> 00:06:09.000]  舊約聖經有多少卷
[00:06:09.000 --> 00:06:11.000]  39卷
[00:06:11.000 --> 00:06:14.000]  愛滋病是甚麼病毒引申的
[00:06:14.000 --> 00:06:18.000]  HIV
[00:06:18.000 --> 00:06:21.000]  第一次世界大戰在哪年發生的
[00:06:21.000 --> 00:06:26.000]  第一次世界大戰在哪年發生的
[00:06:28.000 --> 00:06:30.000]  1914年
[00:06:30.000 --> 00:06:33.000]  他全部可以回答
[00:06:33.000 --> 00:06:35.000]  只是一個很短的時間
[00:06:35.000 --> 00:06:37.000]  他甚至可以將他從未學過的日文
[00:06:37.000 --> 00:06:39.000]  翻譯成英文
[00:06:39.000 --> 00:06:41.000]  這真是不可思議的事
[00:06:41.000 --> 00:06:43.000]  王女士就將這些神蹟
[00:06:43.000 --> 00:06:46.000]  寫成一本書叫做非凡的見證
[00:06:46.000 --> 00:06:48.000]  你不妨買一本書來看看
[00:06:48.000 --> 00:06:50.000]  非凡的見證
[00:06:50.000 --> 00:06:52.000]  然後到處分享他的見證
[00:06:52.000 --> 00:06:54.000]  證明神在澤林的身上
[00:06:54.000 --> 00:06:56.000]  顯出奇蹟
[00:06:56.000 --> 00:06:58.000]  他都帶領不少人信耶穌
[00:06:58.000 --> 00:07:00.000]  我看的時候
[00:07:00.000 --> 00:07:02.000]  嘩 真是厲害
[00:07:02.000 --> 00:07:04.000]  這樣
[00:07:04.000 --> 00:07:07.000]  我沒甚麼理由懷疑他所講的是假的
[00:07:07.000 --> 00:07:09.000]  我也沒甚麼懷疑
[00:07:09.000 --> 00:07:11.000]  他在書裏面所講的事實
[00:07:11.000 --> 00:07:13.000]  是錯的事實
[00:07:13.000 --> 00:07:16.000]  沒錯 我是感到驚訝
[00:07:16.000 --> 00:07:18.000]  但另一方面
[00:07:18.000 --> 00:07:21.000]  我心裏面有很多很多問題
[00:07:21.000 --> 00:07:24.000]  問題不是在乎
[00:07:24.000 --> 00:07:27.000]  王女士所寫的是假還是真
[00:07:27.000 --> 00:07:29.000]  我問一個甚麼問題呢
[00:07:29.000 --> 00:07:31.000]  好像澤林那樣
[00:07:31.000 --> 00:07:33.000]  有自閉症的小朋友
[00:07:33.000 --> 00:07:36.000]  不可勝數
[00:07:36.000 --> 00:07:38.000]  在我們教會裏面
[00:07:38.000 --> 00:07:40.000]  還有自閉症的小朋友
[00:07:40.000 --> 00:07:43.000]  最多人都有五十多人
[00:07:43.000 --> 00:07:47.000]  為甚麼上帝的恩典
[00:07:47.000 --> 00:07:48.000]  上帝的能力
[00:07:48.000 --> 00:07:50.000]  只是在澤林的身上顯明出來
[00:07:50.000 --> 00:07:53.000]  而在千千萬萬個自閉症的小朋友裏面
[00:07:53.000 --> 00:07:55.000]  一點都顯不出來呢
[00:07:55.000 --> 00:07:59.000]  如果我們說
[00:07:59.000 --> 00:08:04.000]  澤林的表現是顯出了上帝的大能
[00:08:04.000 --> 00:08:06.000]  我更可以說
[00:08:06.000 --> 00:08:08.000]  所有沒有這些能力的人
[00:08:08.000 --> 00:08:10.000]  是顯出了上帝的無能
[00:08:10.000 --> 00:08:13.000]  於是我們就會問
[00:08:13.000 --> 00:08:15.000]  為甚麼
[00:08:15.000 --> 00:08:18.000]  有些人就說
[00:08:18.000 --> 00:08:21.000]  因為澤林的媽媽很有信心
[00:08:21.000 --> 00:08:24.000]  但我相信千千萬萬個自閉症的小朋友
[00:08:24.000 --> 00:08:26.000]  不少的父母很愛主
[00:08:26.000 --> 00:08:29.000]  為甚麼他得不到上帝這樣的厚待呢
[00:08:29.000 --> 00:08:35.000]  究竟是上帝大能還是無能呢
[00:08:35.000 --> 00:08:38.000]  究竟是澤林這個奇蹟
[00:08:38.000 --> 00:08:39.000]  非凡的奇蹟
[00:08:39.000 --> 00:08:43.000]  是顯出上帝的大能還是無能呢
[00:08:43.000 --> 00:08:45.000]  我們都會摸摸頭
[00:08:45.000 --> 00:08:47.000]  會問為甚麼
[00:08:47.000 --> 00:08:49.000]  我不知道你會不會問
[00:08:49.000 --> 00:08:51.000]  不單止非基督徒會問這個問題
[00:08:51.000 --> 00:08:53.000]  我想很多基督徒都會問
[00:08:53.000 --> 00:08:55.000]  為甚麼會是這樣
[00:08:55.000 --> 00:09:00.000]  後來我想通了
[00:09:00.000 --> 00:09:05.000]  因為我們往往帶著一個錯誤的眼鏡來看這個世界
[00:09:05.000 --> 00:09:07.000]  我們以為
[00:09:07.000 --> 00:09:08.000]  我們的順利
[00:09:08.000 --> 00:09:10.000]  我們的成功
[00:09:10.000 --> 00:09:11.000]  我們每樣東西
[00:09:11.000 --> 00:09:15.000]  是因為上帝賞賞我們
[00:09:15.000 --> 00:09:17.000]  因為我信心夠
[00:09:17.000 --> 00:09:19.000]  所以上帝就想我成功
[00:09:19.000 --> 00:09:21.000]  如果我是失敗
[00:09:21.000 --> 00:09:23.000]  我是跌倒
[00:09:23.000 --> 00:09:24.000]  我是遇難
[00:09:24.000 --> 00:09:25.000]  是上帝懲罰我
[00:09:25.000 --> 00:09:27.000]  或者我信心不夠
[00:09:27.000 --> 00:09:28.000]  是上帝懲罰我
[00:09:28.000 --> 00:09:29.000]  中國人說
[00:09:29.000 --> 00:09:31.000]  善有善 無惡有惡報
[00:09:31.000 --> 00:09:33.000]  於是我們就將一切的災難
[00:09:33.000 --> 00:09:34.000]  失敗
[00:09:34.000 --> 00:09:36.000]  痛苦
[00:09:36.000 --> 00:09:38.000]  歸咎在人的罪惡裏面
[00:09:38.000 --> 00:09:41.000]  中國人是這樣
[00:09:41.000 --> 00:09:42.000]  猶太人都是這樣
[00:09:42.000 --> 00:09:44.000]  我們讀舊約的約伯記的時候
[00:09:44.000 --> 00:09:45.000]  我們會知道
[00:09:45.000 --> 00:09:47.000]  當約伯受苦難的時候
[00:09:47.000 --> 00:09:49.000]  三個朋友來
[00:09:49.000 --> 00:09:50.000]  三個朋友很有愛心的
[00:09:50.000 --> 00:09:51.000]  遠地而來
[00:09:51.000 --> 00:09:53.000]  為他七日七夜在那裏痛哭
[00:09:53.000 --> 00:09:54.000]  是一個很有愛心的人
[00:09:54.000 --> 00:09:56.000]  極有愛心的人
[00:09:56.000 --> 00:09:58.000]  但他們會問
[00:09:58.000 --> 00:10:01.000]  是因為約伯你犯罪
[00:10:01.000 --> 00:10:03.000]  所以上帝降我給你
[00:10:03.000 --> 00:10:07.000]  是不是呢
[00:10:07.000 --> 00:10:10.000]  上帝在最後的一刻告訴你
[00:10:10.000 --> 00:10:12.000]  約伯議論我
[00:10:12.000 --> 00:10:13.000]  約伯沒有什麼議論
[00:10:13.000 --> 00:10:15.000]  上帝為什麼 為什麼 為什麼
[00:10:15.000 --> 00:10:16.000]  但上帝說
[00:10:16.000 --> 00:10:19.000]  約伯議論我給你三個朋友的議論
[00:10:19.000 --> 00:10:21.000]  來得更正確
[00:10:21.000 --> 00:10:24.000]  我們今天來看看這段聖經
[00:10:24.000 --> 00:10:26.000]  耶穌就是針對這個問題
[00:10:26.000 --> 00:10:28.000]  來看看這一段聖經
[00:10:28.000 --> 00:10:29.000]  究竟
[00:10:29.000 --> 00:10:31.000]  是上帝無能還是上帝大能
[00:10:31.000 --> 00:10:34.000]  還是我們戴錯眼鏡來看這個世界萬事萬物
[00:10:34.000 --> 00:10:36.000]  首先我們來看看第一節至到第五節
[00:10:36.000 --> 00:10:39.000]  正當那時
[00:10:39.000 --> 00:10:40.000]  有些在場的人
[00:10:40.000 --> 00:10:41.000]  把彼拉多
[00:10:41.000 --> 00:10:43.000]  使加里尼的血
[00:10:43.000 --> 00:10:45.000]  柴集在他們祭物上的事
[00:10:45.000 --> 00:10:46.000]  告訴耶穌
[00:10:46.000 --> 00:10:47.000]  耶穌對他們說
[00:10:47.000 --> 00:10:50.000]  你們以為這些加里尼人比其他加里尼人更有罪
[00:10:50.000 --> 00:10:52.000]  所以受這害嗎
[00:10:52.000 --> 00:10:53.000]  我告訴你們
[00:10:53.000 --> 00:10:54.000]  不是的
[00:10:54.000 --> 00:10:55.000]  你們若不悔改
[00:10:55.000 --> 00:10:57.000]  要同樣滅亡
[00:10:57.000 --> 00:10:59.000]  從前西來亞流的賭塔
[00:10:59.000 --> 00:11:00.000]  壓死十八個人
[00:11:00.000 --> 00:11:03.000]  你們以為那些人比一切注重耶路撒冷的人更有罪嗎
[00:11:03.000 --> 00:11:04.000]  我告訴你們
[00:11:04.000 --> 00:11:05.000]  不是的
[00:11:05.000 --> 00:11:06.000]  你們若不悔改
[00:11:06.000 --> 00:11:08.000]  都照樣滅亡
[00:11:08.000 --> 00:11:11.000]  首先我們了解一下這段聖經的背景
[00:11:11.000 --> 00:11:13.000]  這裡提到有兩個慘劇
[00:11:13.000 --> 00:11:16.000]  第一件事就是那些人告訴耶穌
[00:11:16.000 --> 00:11:18.000]  第二件事就是耶穌自己說的
[00:11:18.000 --> 00:11:20.000]  第一件事是什麼事呢
[00:11:20.000 --> 00:11:21.000]  第一件事呢
[00:11:21.000 --> 00:11:23.000]  就是說到
[00:11:23.000 --> 00:11:25.000]  彼拉多
[00:11:25.000 --> 00:11:26.000]  在聖殿裡面
[00:11:26.000 --> 00:11:28.000]  殺了那些加里尼人
[00:11:28.000 --> 00:11:30.000]  那些加里尼人死亡
[00:11:30.000 --> 00:11:31.000]  當他們獻祭的時候
[00:11:31.000 --> 00:11:33.000]  彼拉多殺了那些加里尼人
[00:11:33.000 --> 00:11:35.000]  這是人為的慘劇
[00:11:35.000 --> 00:11:36.000]  第二件事是什麼呢
[00:11:36.000 --> 00:11:38.000]  在西來亞地方有一座樓
[00:11:38.000 --> 00:11:40.000]  突然間倒塌
[00:11:40.000 --> 00:11:41.000]  十八個人壓死
[00:11:41.000 --> 00:11:43.000]  這是天災
[00:11:43.000 --> 00:11:47.000]  用我們今天說話來說
[00:11:47.000 --> 00:11:50.000]  這兩件事是非常震撼的一個新聞
[00:11:50.000 --> 00:11:51.000]  在今天裡面
[00:11:51.000 --> 00:11:54.000]  所有大字標題都會說明
[00:11:54.000 --> 00:11:55.000]  慘劇發生
[00:11:55.000 --> 00:11:57.000]  慘劇發生
[00:11:57.000 --> 00:11:59.000]  或者我們看詳細來看第一件事
[00:11:59.000 --> 00:12:03.000]  彼拉多加害那些加里尼人
[00:12:03.000 --> 00:12:04.000]  彼拉多是誰
[00:12:04.000 --> 00:12:07.000]  彼拉多是當時羅馬駐猶太
[00:12:07.000 --> 00:12:10.000]  和撒瑪利亞的羅馬長官
[00:12:10.000 --> 00:12:12.000]  他是當時的總督
[00:12:12.000 --> 00:12:13.000]  用我們現在的說話來說
[00:12:13.000 --> 00:12:14.000]  是特首
[00:12:14.000 --> 00:12:16.000]  他是巡撫
[00:12:16.000 --> 00:12:18.000]  根據約瑟夫
[00:12:18.000 --> 00:12:20.000]  一個猶太的歷史學家
[00:12:20.000 --> 00:12:22.000]  他寫了一本叫猶太古史記載
[00:12:22.000 --> 00:12:24.000]  彼拉多曾幾次
[00:12:24.000 --> 00:12:26.000]  和他管治的猶太人
[00:12:26.000 --> 00:12:28.000]  發生很大的衝突
[00:12:28.000 --> 00:12:29.000]  第一次衝突的時候
[00:12:29.000 --> 00:12:31.000]  就是他自己夢察察
[00:12:31.000 --> 00:12:33.000]  他就派那些羅馬軍隊
[00:12:33.000 --> 00:12:35.000]  走到去聖殿當中
[00:12:35.000 --> 00:12:38.000]  其實羅馬軍隊去聖殿都沒有問題的
[00:12:38.000 --> 00:12:40.000]  在外院裡面都沒有問題的
[00:12:40.000 --> 00:12:42.000]  但是他錯了一件事是什麼呢
[00:12:42.000 --> 00:12:44.000]  那些羅馬軍隊進去的時候
[00:12:44.000 --> 00:12:46.000]  就帶著盾牌
[00:12:46.000 --> 00:12:48.000]  帶著盾牌都沒有問題的
[00:12:48.000 --> 00:12:50.000]  但是所有羅馬的那些
[00:12:50.000 --> 00:12:52.000]  擋箭牌那些盾牌呢
[00:12:52.000 --> 00:12:54.000]  是有凱撒的像在裡面的
[00:12:54.000 --> 00:12:56.000]  然後他拿著軍旗
[00:12:56.000 --> 00:12:58.000]  軍旗都沒有問題的
[00:12:58.000 --> 00:13:01.000]  但是軍旗是有凱撒的像進去
[00:13:01.000 --> 00:13:03.000]  猶太人最忌就是什麼呢
[00:13:03.000 --> 00:13:05.000]  猶太人最忌就是
[00:13:05.000 --> 00:13:07.000]  敬拜偶像
[00:13:07.000 --> 00:13:09.000]  image 敬拜偶像
[00:13:09.000 --> 00:13:11.000]  所以猶太人他的銀紙
[00:13:11.000 --> 00:13:13.000]  不會有個相片在裡面
[00:13:13.000 --> 00:13:15.000]  不會好像李金有華盛頓的相片
[00:13:15.000 --> 00:13:17.000]  沒有的
[00:13:17.000 --> 00:13:19.000]  因為聖經十誡說不可敬拜偶像
[00:13:19.000 --> 00:13:22.000]  所以凡是進到去
[00:13:22.000 --> 00:13:25.000]  這個聖殿當中的時候
[00:13:25.000 --> 00:13:27.000]  你不可以帶任何的相
[00:13:27.000 --> 00:13:29.000]  不可以帶任何的像進去
[00:13:29.000 --> 00:13:31.000]  你帶相像進去的時候
[00:13:31.000 --> 00:13:33.000]  所以如果你真的去聖殿
[00:13:33.000 --> 00:13:35.000]  或者現在沒有了聖殿
[00:13:35.000 --> 00:13:37.000]  你真的進去猶太人當中
[00:13:37.000 --> 00:13:39.000]  你要小心不要帶一個ipad
[00:13:39.000 --> 00:13:41.000]  裡面所有的相片都弄出來
[00:13:41.000 --> 00:13:43.000]  他不可以帶的
[00:13:43.000 --> 00:13:45.000]  絕對不可以帶
[00:13:45.000 --> 00:13:47.000]  但是這些的
[00:13:47.000 --> 00:13:51.000]  羅馬兵在比拉多命令之下進去
[00:13:51.000 --> 00:13:53.000]  所以當時他們就鼓吵
[00:13:53.000 --> 00:13:55.000]  趕他們走
[00:13:55.000 --> 00:13:57.000]  於是羅馬兵就和這些猶太人衝突
[00:13:57.000 --> 00:14:01.000]  幾次很多猶太人就這樣被打死
[00:14:01.000 --> 00:14:05.000]  這段聖經是說哪一件事呢
[00:14:05.000 --> 00:14:07.000]  約瑟夫沒有記載
[00:14:07.000 --> 00:14:09.000]  但是我們可以想像中
[00:14:09.000 --> 00:14:11.000]  是很多事情其中一個
[00:14:11.000 --> 00:14:15.000]  有些加利利人去到耶路撒冷去敬拜
[00:14:15.000 --> 00:14:19.000]  看到這些羅馬人就衝進來
[00:14:19.000 --> 00:14:21.000]  就將一些加利利人打死
[00:14:21.000 --> 00:14:25.000]  所以血就柴雜在他們的祭物身上
[00:14:25.000 --> 00:14:27.000]  這是第一件事
[00:14:27.000 --> 00:14:29.000]  第二件事呢
[00:14:29.000 --> 00:14:35.000]  就是西羅亞的悲劇
[00:14:35.000 --> 00:14:39.000]  西羅亞的大樓就圍在西羅亞池的地方
[00:14:39.000 --> 00:14:41.000]  約瑟夫第九章說到西羅亞池
[00:14:41.000 --> 00:14:43.000]  就是萬雅人耶穌叫他西羅亞池
[00:14:43.000 --> 00:14:45.000]  就是西羅亞池
[00:14:45.000 --> 00:14:47.000]  西羅亞池是一個很有趣的歷史
[00:14:47.000 --> 00:14:49.000]  就是在公元前五百多年前的時候
[00:14:49.000 --> 00:14:51.000]  當耶路撒冷被圍困
[00:14:51.000 --> 00:14:53.000]  當時是非常危險
[00:14:53.000 --> 00:14:55.000]  但是耶路撒冷是一個很險要的地方
[00:14:55.000 --> 00:14:57.000]  是很難進攻的
[00:14:57.000 --> 00:14:59.000]  但是它有一個弱點
[00:14:59.000 --> 00:15:01.000]  切斷它的水源
[00:15:01.000 --> 00:15:03.000]  它自然就要投降
[00:15:03.000 --> 00:15:05.000]  所以當時
[00:15:05.000 --> 00:15:07.000]  當時
[00:15:07.000 --> 00:15:09.000]  這個猶太的皇帝知道
[00:15:09.000 --> 00:15:13.000]  他就做了一個非常偉大的工程
[00:15:13.000 --> 00:15:15.000]  就作了一條水道
[00:15:15.000 --> 00:15:19.000]  是在外面引那些水進入耶路撒冷
[00:15:19.000 --> 00:15:21.000]  這個水道呢
[00:15:21.000 --> 00:15:23.000]  到今天仍然存在
[00:15:23.000 --> 00:15:25.000]  如果誰有機會去到耶路撒冷
[00:15:25.000 --> 00:15:29.000]  記住是叫那個導遊帶你去走那條水道
[00:15:29.000 --> 00:15:31.000]  那條水道
[00:15:31.000 --> 00:15:33.000]  很深很窄
[00:15:33.000 --> 00:15:35.000]  耕水的
[00:15:35.000 --> 00:15:37.000]  你一定要帶拖鞋去
[00:15:37.000 --> 00:15:39.000]  我走過兩次那條水道
[00:15:39.000 --> 00:15:43.000]  那條水道的水就引到西羅亞池
[00:15:43.000 --> 00:15:45.000]  就是那個西羅亞池
[00:15:45.000 --> 00:15:47.000]  在西羅亞池附近就有一個
[00:15:47.000 --> 00:15:49.000]  一個大樓
[00:15:49.000 --> 00:15:51.000]  就因為這個原因
[00:15:51.000 --> 00:15:53.000]  好像土瓜灣那個樓
[00:15:53.000 --> 00:15:55.000]  就砸死了十八個人
[00:15:55.000 --> 00:15:57.000]  猶太人
[00:15:57.000 --> 00:15:59.000]  怎麼看這些呢
[00:15:59.000 --> 00:16:01.000]  猶太人的觀念
[00:16:01.000 --> 00:16:03.000]  就是告訴我們一件事
[00:16:03.000 --> 00:16:05.000]  這些不會偶然的
[00:16:05.000 --> 00:16:07.000]  上帝是仁慈的
[00:16:07.000 --> 00:16:09.000]  上帝是大能的
[00:16:09.000 --> 00:16:11.000]  上帝是公義的
[00:16:11.000 --> 00:16:13.000]  他不會亂來的
[00:16:13.000 --> 00:16:15.000]  不會
[00:16:15.000 --> 00:16:17.000]  好人就不要報
[00:16:17.000 --> 00:16:19.000]  壞人就要好報
[00:16:19.000 --> 00:16:21.000]  他不會的 上帝一定不會的
[00:16:21.000 --> 00:16:23.000]  如果不會的時候
[00:16:23.000 --> 00:16:25.000]  很自然
[00:16:25.000 --> 00:16:27.000]  他對所有世上的苦難的理解
[00:16:27.000 --> 00:16:29.000]  就只有一個可能性
[00:16:29.000 --> 00:16:31.000]  就是因為他犯了罪
[00:16:31.000 --> 00:16:33.000]  這一班被打死的加利利人
[00:16:33.000 --> 00:16:35.000]  為什麼有些被打死有些不被打死呢
[00:16:35.000 --> 00:16:37.000]  就因為那些犯罪的加利利人
[00:16:37.000 --> 00:16:39.000]  上帝就責罰他
[00:16:39.000 --> 00:16:41.000]  所以就被打死
[00:16:41.000 --> 00:16:43.000]  那些沒死的就因為沒犯罪
[00:16:43.000 --> 00:16:45.000]  所以上帝就免他一死
[00:16:45.000 --> 00:16:47.000]  為什麼倒樓的時候
[00:16:47.000 --> 00:16:49.000]  有十八個人死其他不死呢
[00:16:49.000 --> 00:16:51.000]  就因為這十八個人犯了罪
[00:16:51.000 --> 00:16:53.000]  所以就應有此報
[00:16:53.000 --> 00:16:55.000]  其餘那些沒犯罪的時候
[00:16:55.000 --> 00:16:57.000]  所以就倖免於難
[00:16:57.000 --> 00:16:59.000]  這個就是猶太人對苦難的詮釋
[00:16:59.000 --> 00:17:01.000]  其實想想
[00:17:01.000 --> 00:17:03.000]  不單止
