
[00:00:00.000 --> 00:00:07.500]  親愛的主人,您今天帶領我們聽您的真理時,讓我們帶著一個這樣的心
[00:05:29.500 --> 00:05:32.500]  很明顯是喜樂、開心
[00:05:32.500 --> 00:05:35.500]  所以你的面孔其實是代表你的內心
[00:05:35.500 --> 00:05:38.500]  也代表你的生命
[00:05:38.500 --> 00:05:40.500]  為何摩西的面孔會發光呢?
[00:05:40.500 --> 00:05:42.500]  因為祂與神同行
[00:05:42.500 --> 00:05:43.500]  四十宙的東西
[00:05:43.500 --> 00:05:45.500]  一邊見神跟祂聊天
[00:05:45.500 --> 00:05:46.500]  跟祂說話
[00:05:46.500 --> 00:05:48.500]  一邊見神跟祂聊天
[00:05:48.500 --> 00:05:50.500]  所以見到神的榮耀
[00:05:50.500 --> 00:05:53.500]  祂的面孔就沾染到這些榮光
[00:05:53.500 --> 00:05:55.500]  對於我們今天來說
[00:05:55.500 --> 00:05:56.500]  有什麼意思呢?
[00:05:56.500 --> 00:05:58.500]  對於我們今天來說
[00:05:58.500 --> 00:06:00.500]  其實面孔發光
[00:06:00.500 --> 00:06:04.500]  是代表我們的生命被神塑造
[00:06:04.500 --> 00:06:06.500]  被神改變
[00:06:06.500 --> 00:06:08.500]  本來
[00:06:08.500 --> 00:06:10.500]  你可能一個人很自私
[00:06:10.500 --> 00:06:12.500]  但今天你被神改變或塑造
[00:06:12.500 --> 00:06:14.500]  你變得不只是看自己
[00:06:14.500 --> 00:06:16.500]  開始幫助別人
[00:06:16.500 --> 00:06:17.500]  開始顧及別人
[00:06:17.500 --> 00:06:19.500]  開始思考別人
[00:06:19.500 --> 00:06:20.500]  又或者
[00:06:20.500 --> 00:06:22.500]  以前是很抑鬱的
[00:06:22.500 --> 00:06:24.500]  經常想一些不開心的事
[00:06:24.500 --> 00:06:26.500]  但因為你被神塑造改變
[00:06:26.500 --> 00:06:28.500]  你慢慢開始會笑
[00:06:28.500 --> 00:06:30.500]  你開始有喜樂趣
[00:06:30.500 --> 00:06:32.500]  有喜悅被人看到
[00:06:32.500 --> 00:06:33.500]  又或者
[00:06:33.500 --> 00:06:35.500]  那個人經常發脾氣
[00:06:35.500 --> 00:06:36.500]  慢慢被神塑造的時候
[00:06:36.500 --> 00:06:38.500]  我有自我控制
[00:06:38.500 --> 00:06:40.500]  我有一個自控的能力
[00:06:40.500 --> 00:06:42.500]  能夠控制到自己
[00:06:42.500 --> 00:06:43.500]  沒那麼容易發脾氣
[00:06:43.500 --> 00:06:44.500]  又或者
[00:06:44.500 --> 00:06:46.500]  有些人以往
[00:06:46.500 --> 00:06:47.500]  你跟別人不和
[00:06:47.500 --> 00:06:48.500]  跟家人不和
[00:06:48.500 --> 00:06:50.500]  你不會去和好的
[00:06:50.500 --> 00:06:51.500]  但今天
[00:06:51.500 --> 00:06:52.500]  你被神塑造的時候
[00:06:52.500 --> 00:06:55.500]  你有種能力去跟別人道歉
[00:06:55.500 --> 00:06:56.500]  或者別人得罪你
[00:06:56.500 --> 00:06:57.500]  你去原諒別人
[00:06:57.500 --> 00:07:00.500]  這都是一種的改變
[00:07:00.500 --> 00:07:02.500]  這些都是我們的生命裏面
[00:07:02.500 --> 00:07:03.500]  可以顯露的
[00:07:03.500 --> 00:07:05.500]  被人看到神
[00:07:05.500 --> 00:07:07.500]  記住耶穌
[00:07:07.500 --> 00:07:09.500]  說的東西跟我們有關
[00:07:09.500 --> 00:07:10.500]  也跟光有關
[00:07:10.500 --> 00:07:11.500]  跟榮光有關
[00:07:11.500 --> 00:07:12.500]  是什麼呢
[00:07:12.500 --> 00:07:14.500]  我們在《馬太福音》
[00:07:14.500 --> 00:07:15.500]  五章十四節
[00:07:15.500 --> 00:07:19.500]  「你們是世上的光」
[00:07:19.500 --> 00:07:21.500]  為什麼無端端有光呢
[00:07:21.500 --> 00:07:23.500]  光當然不是在說我的頭
[00:07:23.500 --> 00:07:25.500]  也不是在說我的臉
[00:07:25.500 --> 00:07:27.500]  而是在說我的人生
[00:07:27.500 --> 00:07:28.500]  我的生命
[00:07:28.500 --> 00:07:29.500]  我的行為見證
[00:07:29.500 --> 00:07:31.500]  原來我們的行為見證
[00:07:31.500 --> 00:07:32.500]  我們的生命
[00:07:32.500 --> 00:07:33.500]  我們的人生
[00:07:33.500 --> 00:07:35.500]  我們怎樣對待人接物呢
[00:07:35.500 --> 00:07:37.500]  可以讓別人在你那裏
[00:07:37.500 --> 00:07:38.500]  看到耶穌
[00:07:38.500 --> 00:07:39.500]  就是說
[00:07:39.500 --> 00:07:42.500]  你能夠反映神的光出來
[00:07:42.500 --> 00:07:43.500]  其實是說
[00:07:43.500 --> 00:07:44.500]  我們的面孔發光
[00:07:44.500 --> 00:07:46.500]  可能是我們人生裏面
[00:07:46.500 --> 00:07:47.500]  我們的行為見證
[00:07:47.500 --> 00:07:49.500]  讓其他人看到你
[00:07:49.500 --> 00:07:51.500]  見到Ivan
[00:07:51.500 --> 00:07:53.500]  我就知道
[00:07:53.500 --> 00:07:56.500]  原來耶穌是真的
[00:07:56.500 --> 00:07:57.500]  他未必
[00:07:57.500 --> 00:07:58.500]  未必Ivan兩句話
[00:07:58.500 --> 00:08:00.500]  告訴我耶穌是真的
[00:08:00.500 --> 00:08:02.500]  未必我突然見到
[00:08:02.500 --> 00:08:03.500]  他有個神職其事出現
[00:08:03.500 --> 00:08:04.500]  有耶穌在他後面
[00:08:04.500 --> 00:08:05.500]  但是
[00:08:05.500 --> 00:08:07.500]  我見到他的見證
[00:08:07.500 --> 00:08:08.500]  他的行為
[00:08:08.500 --> 00:08:09.500]  我開始感覺
[00:08:09.500 --> 00:08:11.500]  難道耶穌是真的
[00:08:11.500 --> 00:08:13.500]  這些就是我們說的
[00:08:13.500 --> 00:08:14.500]  在我們人生裏面
[00:08:14.500 --> 00:08:16.500]  面孔發光
[00:08:16.500 --> 00:08:18.500]  就是我們今天屬命的意思
[00:08:18.500 --> 00:08:20.500]  但是我們繼續看經文下去
[00:08:20.500 --> 00:08:21.500]  你會發現摩西
[00:08:21.500 --> 00:08:23.500]  做了一件很奇怪的事
[00:08:23.500 --> 00:08:24.500]  我們繼續看
[00:08:24.500 --> 00:08:25.500]  三十四章
[00:08:25.500 --> 00:08:27.500]  三十三至三十五節
[00:08:27.500 --> 00:08:28.500]  我們一起讀
[00:08:28.500 --> 00:08:29.500]  一二三
[00:08:29.500 --> 00:08:32.500]  摩西與他們說完了話
[00:08:32.500 --> 00:08:35.500]  就用柏紙蒙上臉
[00:08:35.500 --> 00:08:38.500]  但摩西進到耶和華
[00:08:38.500 --> 00:08:40.500]  面前與他說話
[00:08:40.500 --> 00:08:42.500]  就揭去柏紙
[00:08:42.500 --> 00:08:44.500]  及至出來的時候
[00:08:44.500 --> 00:08:47.500]  便將耶和華所吩咐的
[00:08:47.500 --> 00:08:49.500]  告訴以色列人
[00:08:49.500 --> 00:08:52.500]  以色列人看見摩西的面皮發光
[00:08:52.500 --> 00:08:55.500]  摩西又用柏紙蒙上臉
[00:08:55.500 --> 00:08:58.500]  等到他進去與耶和華說話
[00:08:58.500 --> 00:09:00.500]  就揭去柏紙
[00:09:00.500 --> 00:09:03.500]  摩西做了什麼特別的事呢
[00:09:03.500 --> 00:09:07.500]  就是蒙一塊柏紙在他面上面
[00:09:07.500 --> 00:09:09.500]  為什麼摩西這樣做呢
[00:09:09.500 --> 00:09:11.500]  其實有實際的原因
[00:09:11.500 --> 00:09:12.500]  摩西你記住
[00:09:12.500 --> 00:09:13.500]  摩西是帶領幾多人
[00:09:13.500 --> 00:09:15.500]  幾百萬的猶太人
[00:09:15.500 --> 00:09:16.500]  雖然他又不是
[00:09:16.500 --> 00:09:19.500]  按立了一些長老
[00:09:19.500 --> 00:09:22.500]  有些什麼各級的官員
[00:09:22.500 --> 00:09:24.500]  替他管理
[00:09:24.500 --> 00:09:25.500]  但問題是
[00:09:25.500 --> 00:09:27.500]  真的是幾百萬人
[00:09:27.500 --> 00:09:28.500]  你不能說
[00:09:28.500 --> 00:09:29.500]  我委派了一些東西
[00:09:29.500 --> 00:09:30.500]  我不理會
[00:09:30.500 --> 00:09:31.500]  不能不理會
[00:09:31.500 --> 00:09:33.500]  其實你可能開少了一些會
[00:09:33.500 --> 00:09:35.500]  做少了一些決斷的事
[00:09:35.500 --> 00:09:36.500]  但你也要開會
[00:09:36.500 --> 00:09:39.500]  每天你還可能做了很多管理的事
[00:09:39.500 --> 00:09:40.500]  每天你開很多會
[00:09:40.500 --> 00:09:42.500]  你想想
[00:09:42.500 --> 00:09:43.500]  各位
[00:09:43.500 --> 00:09:44.500]  如果明天上班
[00:09:44.500 --> 00:09:46.500]  後天你上班
[00:09:46.500 --> 00:09:48.500]  你老闆和你開會的時候
[00:09:48.500 --> 00:09:50.500]  你老闆的樣子好像探射燈似的
[00:09:50.500 --> 00:09:51.500]  就撐著你
[00:09:51.500 --> 00:09:52.500]  那你呢
[00:09:52.500 --> 00:09:54.500]  你每一次和老闆開會的時候
[00:09:54.500 --> 00:09:56.500]  你覺得被國安局
[00:09:56.500 --> 00:09:58.500]  CIA抓了你去審問
[00:09:58.500 --> 00:10:00.500]  找探射燈撐著你
[00:10:00.500 --> 00:10:02.500]  那其實是很不方便的
[00:10:02.500 --> 00:10:04.500]  你怎麼和你老闆說話呢
[00:10:04.500 --> 00:10:05.500]  難道你這樣和他說話
[00:10:05.500 --> 00:10:06.500]  那就是沒禮貌
[00:10:06.500 --> 00:10:09.500]  那整件事是很不方便的
[00:10:09.500 --> 00:10:12.500]  所以摩西可能為了大家的緣故
[00:10:12.500 --> 00:10:15.500]  其實是被考慮的
[00:10:15.500 --> 00:10:16.500]  不要了
[00:10:16.500 --> 00:10:17.500]  我只有一塊柏紙在這裡
[00:10:17.500 --> 00:10:18.500]  那我和你開會
[00:10:18.500 --> 00:10:19.500]  大家很自然
[00:10:19.500 --> 00:10:22.500]  用回平時的方式去開會
[00:10:22.500 --> 00:10:24.500]  那你也是被考慮的
[00:10:24.500 --> 00:10:27.500]  但是
[00:10:27.500 --> 00:10:29.500]  當我們這樣做的時候
[00:10:29.500 --> 00:10:31.500]  隨著時間過去
[00:10:31.500 --> 00:10:33.500]  這一塊柏紙呢
[00:10:33.500 --> 00:10:36.500]  就慢慢性質改變了
[00:10:36.500 --> 00:10:38.500]  這塊柏紙呢
[00:10:38.500 --> 00:10:40.500]  再不像以前那樣
[00:10:40.500 --> 00:10:42.500]  considerate
[00:10:42.500 --> 00:10:48.500]  慢慢就變為一個領袖身份地位的象徵
[00:10:48.500 --> 00:10:49.500]  就是說
[00:10:49.500 --> 00:10:51.500]  誰戴著這塊柏紙呢
[00:10:51.500 --> 00:10:53.500]  就是大佬了
[00:10:53.500 --> 00:10:55.500]  Liz戴著這塊柏紙
[00:10:55.500 --> 00:10:56.500]  平時都沒有的
[00:10:56.500 --> 00:10:57.500]  今天戴著這塊柏紙
[00:10:57.500 --> 00:10:58.500]  嘩 帥啊
[00:10:58.500 --> 00:10:59.500]  這個是老闆
[00:10:59.500 --> 00:11:00.500]  這個是老頂
[00:11:00.500 --> 00:11:01.500]  這個是說話的
[00:11:01.500 --> 00:11:02.500]  這個是身份
[00:11:02.500 --> 00:11:03.500]  這個是領袖
[00:11:03.500 --> 00:11:06.500]  今天南迪得他把這塊柏紙扔在自己身上
[00:11:06.500 --> 00:11:08.500]  這個大佬
[00:11:08.500 --> 00:11:13.500]  變了一種身份地位的象徵
[00:11:13.500 --> 00:11:15.500]  那這個榮光又怎麼來呢
[00:11:15.500 --> 00:11:16.500]  我們剛才看的經文是
[00:11:16.500 --> 00:11:18.500]  摩西一直與神同行
[00:11:18.500 --> 00:11:19.500]  跟祂說話
[00:11:19.500 --> 00:11:21.500]  跟祂溝通
[00:11:21.500 --> 00:11:22.500]  大家互動
[00:11:22.500 --> 00:11:24.500]  慢慢摩西見到神的榮耀
[00:11:24.500 --> 00:11:27.500]  於是祂沾染了神的榮光
[00:11:27.500 --> 00:11:30.500]  於是在祂的臉上反映出來
[00:11:30.500 --> 00:11:32.500]  這個榮光是不是摩西的呢
[00:11:32.500 --> 00:11:33.500]  當然不是啦
[00:11:33.500 --> 00:11:34.500]  是神的嘛
[00:11:34.500 --> 00:11:35.500]  是祂high到
[00:11:35.500 --> 00:11:38.500]  我不知道祂怎樣high到
[00:11:38.500 --> 00:11:40.500]  而這個榮光既然不是摩西
[00:11:40.500 --> 00:11:42.500]  會消失的
[00:11:42.500 --> 00:11:45.500]  消失了就不會像以前那樣
[00:11:45.500 --> 00:11:47.500]  探射燈射著那些屬下
[00:11:47.500 --> 00:11:50.500]  既然不是騷擾人
[00:11:50.500 --> 00:11:53.500]  那這塊柏紙還需要掛在這裡嗎
[00:11:53.500 --> 00:11:54.500]  不需要啦
[00:11:54.500 --> 00:11:55.500]  但問題是
[00:11:55.500 --> 00:11:56.500]  剛才說
[00:11:56.500 --> 00:11:59.500]  這塊柏紙的性質不同了
[00:11:59.500 --> 00:12:01.500]  它再不是considerate
[00:12:01.500 --> 00:12:03.500]  它再不是為人著想
[00:12:03.500 --> 00:12:05.500]  變成什麼呢
[00:12:05.500 --> 00:12:06.500]  身份
[00:12:06.500 --> 00:12:08.500]  權力的象徵
[00:12:08.500 --> 00:12:11.500]  其實摩西跟我們一樣
[00:12:11.500 --> 00:12:14.500]  你不要以為你屬靈巨人
[00:12:14.500 --> 00:12:15.500]  很偉大
[00:12:15.500 --> 00:12:17.500]  永遠都不會軟弱
[00:12:17.500 --> 00:12:18.500]  不是的
[00:12:18.500 --> 00:12:19.500]  摩西跟我們一樣
[00:12:19.500 --> 00:12:20.500]  我們個個都會軟弱
[00:12:20.500 --> 00:12:21.500]  摩西一樣會軟弱
[00:12:21.500 --> 00:12:22.500]  軟弱是什麼呢
[00:12:22.500 --> 00:12:24.500]  我拿走那塊柏紙
[00:12:24.500 --> 00:12:26.500]  那我就downgrade自己
[00:12:26.500 --> 00:12:28.500]  那我就不覺得被尊重
[00:12:28.500 --> 00:12:29.500]  其實未必是的
[00:12:29.500 --> 00:12:32.500]  但這個是人心裡面的軟弱
[00:12:32.500 --> 00:12:34.500]  我放下這塊柏紙
[00:12:34.500 --> 00:12:36.500]  在這個時候
[00:12:36.500 --> 00:12:38.500]  你神的榮耀重要嗎
[00:12:38.500 --> 00:12:41.500]  還是你自己的身份重要
[00:12:41.500 --> 00:12:43.500]  那很明顯
[00:12:43.500 --> 00:12:44.500]  當然是自己重要
[00:12:44.500 --> 00:12:45.500]  換句話說
[00:12:45.500 --> 00:12:47.500]  在這件事的時候
[00:12:47.500 --> 00:12:50.500]  當你將利益專注自己的時候
[00:12:50.500 --> 00:12:52.500]  你就看不到神的榮耀
[00:12:52.500 --> 00:12:53.500]  人呢
[00:12:53.500 --> 00:12:55.500]  有很多時間你會選擇
[00:12:55.500 --> 00:12:56.500]  你選擇神的榮耀
[00:12:56.500 --> 00:12:57.500]  還是你自己
[00:12:57.500 --> 00:13:00.500]  但軟弱的人往往都會選擇自己
[00:13:00.500 --> 00:13:01.500]  先考慮自己
[00:13:01.500 --> 00:13:03.500]  所以呢
[00:13:03.500 --> 00:13:04.500]  寶羅呢
[00:13:04.500 --> 00:13:05.500]  使徒寶羅呢
[00:13:05.500 --> 00:13:06.500]  其實他是
[00:13:06.500 --> 00:13:08.500]  你記住他是一個猶太人來的
[00:13:08.500 --> 00:13:09.500]  他的training
[00:13:09.500 --> 00:13:10.500]  整個背景
[00:13:10.500 --> 00:13:11.500]  他的識見
[00:13:11.500 --> 00:13:12.500]  全部都是猶太人
[00:13:12.500 --> 00:13:13.500]  所以後來呢
[00:13:13.500 --> 00:13:15.500]  使徒寶羅在哥倫多後書有這樣的說話
[00:13:15.500 --> 00:13:16.500]  我們看哥倫多後書
[00:13:16.500 --> 00:13:18.500]  三章十四至十五節
[00:13:18.500 --> 00:13:19.500]  我們一起讀
[00:13:19.500 --> 00:13:20.500]  一二三
[00:13:20.500 --> 00:13:23.500]  他們的心地剛硬
[00:13:23.500 --> 00:13:27.500]  直到今日中毒牛若的時候
[00:13:27.500 --> 00:13:31.500]  這柏子還沒有揭去
[00:13:31.500 --> 00:13:34.500]  這柏子在基督裡已經廢去
[00:13:34.500 --> 00:13:36.500]  然而直到今日
[00:13:36.500 --> 00:13:38.500]  每逢中毒
[00:13:38.500 --> 00:13:40.500]  柯西書的時候
[00:13:40.500 --> 00:13:44.500]  柏子還在他們心裡
[00:13:44.500 --> 00:13:45.500]  那個「他們」是什麼
[00:13:45.500 --> 00:13:48.500]  那個「他們」就是使徒寶羅時代的猶太人
[00:13:48.500 --> 00:13:51.500]  他們是看不見耶穌基督的
[00:13:51.500 --> 00:13:53.500]  他們是不接受耶穌
[00:13:53.500 --> 00:13:56.500]  是尼塞亞的降臨
[00:13:56.500 --> 00:13:57.500]  為什麼
[00:13:57.500 --> 00:13:59.500]  因為原來有一些淵源
[00:13:59.500 --> 00:14:02.500]  有一些蒙蔽在他們的心裡
[00:14:02.500 --> 00:14:03.500]  所以影響著
[00:14:03.500 --> 00:14:04.500]  不只是摩西自己
[00:14:04.500 --> 00:14:06.500]  影響著整個民族
[00:14:06.500 --> 00:14:10.500]  當你只是看見自己的時候
[00:14:10.500 --> 00:14:12.500]  沒有辦法讓人在你生命裡
[00:14:12.500 --> 00:14:14.500]  看到耶穌基督的真實
[00:14:14.500 --> 00:14:17.500]  所以今日這個柏子
[00:14:17.500 --> 00:14:18.500]  它的原文是什麼呢
[00:14:18.500 --> 00:14:20.500]  柏子不只是一塊手巾
[00:14:20.500 --> 00:14:22.500]  即是拿這塊手巾來遮蓋
[00:14:22.500 --> 00:14:24.500]  柏子無論是希伯來文
[00:14:24.500 --> 00:14:26.500]  或者是希臘文
[00:14:26.500 --> 00:14:28.500]  都是在說「面紗」
[00:14:28.500 --> 00:14:30.500]  當人戴著一塊面紗的時候
[00:14:30.500 --> 00:14:32.500]  譬如Simon戴著一塊面紗
[00:14:32.500 --> 00:14:33.500]  有什麼結果呢
[00:14:33.500 --> 00:14:34.500]  第一
[00:14:34.500 --> 00:14:36.500]  Simon不是很清楚地看到外面的東西
[00:14:36.500 --> 00:14:37.500]  是不是
[00:14:37.500 --> 00:14:38.500]  有一塊面紗嬲你
[00:14:38.500 --> 00:14:39.500]  第二
[00:14:39.500 --> 00:14:41.500]  你也不太能看見他
[00:14:41.500 --> 00:14:42.500]  為什麼呢
[00:14:42.500 --> 00:14:44.500]  你有沒有看過那一套戲
[00:14:44.500 --> 00:14:45.500]  叫做《龍門客棧》
[00:14:45.500 --> 00:14:47.500]  大家有看過嗎
[00:14:47.500 --> 00:14:49.500]  那些人就是那些武俠片
[00:14:49.500 --> 00:14:50.500]  戴著一些圓的帽子
[00:14:50.500 --> 00:14:51.500]  有一塊紗
[00:14:51.500 --> 00:14:52.500]  那類的
[00:14:52.500 --> 00:14:54.500]  我想大家有看過
[00:14:54.500 --> 00:14:55.500]  看回那些Youtube
[00:14:55.500 --> 00:14:56.500]  那些面紗
[00:14:56.500 --> 00:14:57.500]  你沒看過嘛
[00:14:57.500 --> 00:14:59.500]  你去看Youtube吧
[00:14:59.500 --> 00:15:01.500]  那個面紗就是這樣
[00:15:01.500 --> 00:15:02.500]  你又看不清楚人
[00:15:02.500 --> 00:15:04.500]  人又看不清楚你
[00:15:04.500 --> 00:15:05.500]  對於今天來說
[00:15:05.500 --> 00:15:07.500]  屬靈的意義是什麼呢
[00:15:07.500 --> 00:15:08.500]  就是你很難見到神
[00:15:08.500 --> 00:15:10.500]  你自己都很難見到神
[00:15:10.500 --> 00:15:13.500]  因為這塊柏子不只是你的眼睛
[00:15:13.500 --> 00:15:14.500]  這塊柏子在你的心靈裡面
[00:15:14.500 --> 00:15:16.500]  你自己很難
[00:15:16.500 --> 00:15:17.500]  見到整個真實
[00:15:17.500 --> 00:15:19.500]  也沒有辦法
[00:15:19.500 --> 00:15:22.500]  讓人從你身上見到耶穌基督的真實
[00:15:22.500 --> 00:15:24.500]  這個是我們屬靈上面的影響
[00:15:24.500 --> 00:15:26.500]  那個心裡面的柏子
[00:15:26.500 --> 00:15:29.500]  柏子有什麼作用呢
[00:15:29.500 --> 00:15:30.500]  兩個
[00:15:30.500 --> 00:15:31.500]  蒙蔽
[00:15:31.500 --> 00:15:33.500]  和爛了
[00:15:33.500 --> 00:15:34.500]  蒙蔽是什麼呢
