
[00:00:00.000 --> 00:00:05.160]  繼續進入今個月的9月10月的月題
[00:07:08.520 --> 00:07:11.320]  我們一起讀九章二十二至二十四節
[00:07:11.320 --> 00:07:15.440]  「亞倫向百姓舉手,為他們祝福
[00:07:15.440 --> 00:07:20.560]  他獻了贖罪祭、凡祭、平安祭就下來了
[00:07:20.560 --> 00:07:23.320]  摩西和亞倫進了回眸
[00:07:23.320 --> 00:07:26.160]  他們出來為百姓祝福
[00:07:26.160 --> 00:07:30.040]  耶和華的榮光向全體百姓顯現
[00:07:30.040 --> 00:07:36.400]  有火從耶和華面前出來焚燒了壇上的凡祭和之坊
[00:07:36.400 --> 00:07:41.880]  全體百姓一看見,就都歡呼「念福於地」」
[00:07:41.880 --> 00:07:44.720]  不知道大家是否感受到那份氣氛
[00:07:44.720 --> 00:07:48.400]  以色列人終於可以正式立起回眸
[00:07:48.400 --> 00:07:50.400]  可以向上帝獻祭
[00:07:50.400 --> 00:07:56.680]  也有第一個上帝透過摩西所高納的大祭司為以色列人獻祭
[00:07:56.680 --> 00:08:00.840]  當時亞倫向百姓祝福
[00:08:00.840 --> 00:08:05.520]  然後上帝的榮光在二十三節向全體顯現
[00:08:05.520 --> 00:08:08.360]  以色列人真的感受到神就在我們中間
[00:08:08.360 --> 00:08:10.080]  他的榮光顯現
[00:08:10.080 --> 00:08:12.800]  然後有火「砰」一聲
[00:08:12.800 --> 00:08:17.320]  將那些獻祭的凡祭、之坊全部燒了
[00:08:17.320 --> 00:08:18.680]  是甚麼意思?
[00:08:18.680 --> 00:08:22.320]  即是說上帝閱立以色列人的獻祭
[00:08:22.320 --> 00:08:26.800]  為何要獻祭?因為本來上帝和人之間是一個隔膜
[00:08:26.800 --> 00:08:29.080]  要透過祭身的獻祭
[00:08:29.080 --> 00:08:34.760]  代表著將祭身的血洗掉了人的罪
[00:08:34.760 --> 00:08:37.760]  當然今天我們有耶穌基督一次過除去那些罪
[00:08:37.760 --> 00:08:38.880]  但昔日未有
[00:08:38.880 --> 00:08:40.880]  所以要經常獻祭
[00:08:40.880 --> 00:08:43.360]  而當我們感受到上帝的接納
[00:08:43.360 --> 00:08:44.600]  耶和華的接納
[00:08:44.600 --> 00:08:45.880]  以色列人就怎樣?
[00:08:45.880 --> 00:08:50.120]  歡呼「念福於地」去敬拜上帝
[00:08:50.120 --> 00:08:54.120]  當時他們離開埃及
[00:08:54.120 --> 00:08:55.680]  可能是過紅海之後
[00:08:55.680 --> 00:08:57.680]  另一個屬靈的高潮
[00:08:57.680 --> 00:08:59.800]  感受到上帝的臨在
[00:08:59.800 --> 00:09:01.440]  上帝的閱立
[00:09:01.440 --> 00:09:03.800]  而他們的敬拜、獻祭
[00:09:03.800 --> 00:09:05.800]  是德蒙神的閱立
[00:09:05.800 --> 00:09:09.520]  是一個最高的屬靈高峰
[00:09:09.520 --> 00:09:11.920]  但想不到
[00:09:11.920 --> 00:09:13.720]  在一剎那間
[00:09:13.720 --> 00:09:17.680]  另一個反高潮突然出現
[00:09:17.680 --> 00:09:22.480]  亞倫的兩個大兒子
[00:09:22.480 --> 00:09:24.480]  那達和阿比胡
[00:09:24.480 --> 00:09:26.760]  他們獻上梵火
[00:09:26.760 --> 00:09:33.040]  但竟然突然被耶和華的火燒死了
[00:09:33.040 --> 00:09:36.240]  你剛才讀到
[00:09:36.240 --> 00:09:38.720]  亞倫都不可以舉哀
[00:09:38.720 --> 00:09:41.600]  他都不可以去看看他的兒子
[00:09:41.600 --> 00:09:44.720]  而要由叔父即是你侄
[00:09:44.720 --> 00:09:49.040]  去將這兩個兒子的屍首
[00:09:49.040 --> 00:09:51.520]  帶到營外埋葬
[00:09:51.520 --> 00:09:54.240]  因為祭司是不可以念死屍的
[00:09:54.240 --> 00:09:55.720]  念了是不潔的
[00:09:55.720 --> 00:09:56.840]  他都不可以舉哀
[00:09:56.840 --> 00:10:00.400]  因為他們是受高的大祭司
[00:10:00.400 --> 00:10:03.320]  所以對於亞倫來說
[00:10:03.320 --> 00:10:05.200]  是一個很大的打擊
[00:10:05.200 --> 00:10:06.320]  對以色列人來說
[00:10:06.320 --> 00:10:09.720]  亦是一個很大的提醒
[00:10:09.720 --> 00:10:13.040]  原來在一個成功背後
[00:10:13.040 --> 00:10:15.080]  不要忘記
[00:10:15.080 --> 00:10:17.960]  在一個熱心好像很低的時候
[00:10:17.960 --> 00:10:19.360]  不要忽略
[00:10:19.360 --> 00:10:22.200]  信服仍然是侍奉背後
[00:10:22.200 --> 00:10:25.840]  很重要很重要的心態
[00:10:25.840 --> 00:10:27.000]  就好像還有一個比喻
[00:10:27.000 --> 00:10:28.080]  我們不要去那麼遠
[00:10:28.080 --> 00:10:29.880]  以色列連憲制抗疫的地方
[00:10:29.880 --> 00:10:32.120]  我們都沒有機會去到
[00:10:32.120 --> 00:10:34.800]  就好像我們現在聘請一個新的傳道人
[00:10:34.800 --> 00:10:37.920]  不是暗示任何人
[00:10:37.920 --> 00:10:40.760]  說他在仇學院讀書很超卓
[00:10:40.760 --> 00:10:43.120]  已經拿獎了
[00:10:43.120 --> 00:10:44.200]  在教會實習的時候
[00:10:44.200 --> 00:10:46.000]  亦很得到弟兄姊妹的喜愛
[00:10:46.000 --> 00:10:48.160]  但怎知第一天回來教會侍奉
[00:10:48.160 --> 00:10:49.520]  上台講道
[00:10:49.520 --> 00:10:53.000]  未開聲的時候
[00:10:53.000 --> 00:10:57.080]  就這樣拜拜了
[00:10:57.080 --> 00:10:58.800]  他也是為神侍奉
[00:10:58.800 --> 00:11:03.040]  為何上帝要這樣審判他呢
[00:11:03.040 --> 00:11:05.640]  我開始去預備講道的時候
[00:11:05.640 --> 00:11:06.600]  我都在想
[00:11:06.600 --> 00:11:08.000]  不如skip這一段
[00:11:08.000 --> 00:11:09.360]  不要講第十章
[00:11:09.360 --> 00:11:11.520]  我怕講了之後嚇壞弟兄姊妹
[00:11:11.520 --> 00:11:13.120]  原來侍奉這麼危險
[00:11:13.120 --> 00:11:15.640]  隨時會被神的烈火震怒
[00:11:15.640 --> 00:11:16.800]  審判我
[00:11:16.800 --> 00:11:19.360]  不敢侍奉我
[00:11:19.360 --> 00:11:21.280]  但我們很清楚
[00:11:21.280 --> 00:11:23.760]  神的話語就是神的話語
[00:11:23.760 --> 00:11:25.080]  若不是要給我們的
[00:11:25.080 --> 00:11:27.640]  就不會留在聖經裡面
[00:11:27.640 --> 00:11:29.920]  所以不可以skip了第十章
[00:11:29.920 --> 00:11:31.960]  既然就在就職禮之後
[00:11:31.960 --> 00:11:34.040]  放了第十章在這裡
[00:11:34.040 --> 00:11:35.680]  我們就要去看看
[00:11:35.680 --> 00:11:38.200]  在這件事情上
[00:11:38.200 --> 00:11:40.720]  究竟上帝有什麼提醒我們呢
[00:11:40.720 --> 00:11:42.640]  特別在侍奉上
[00:11:42.640 --> 00:11:46.080]  怎樣才算是聖潔生命的侍奉呢
[00:11:46.080 --> 00:11:48.760]  我們侍奉的動機、心態
[00:11:48.760 --> 00:11:51.120]  是否真是合乎神的心意呢
[00:11:51.120 --> 00:11:54.560]  怎樣才算是最純正的侍奉原則呢
[00:11:54.560 --> 00:11:56.120]  怎樣才能經得起
[00:11:56.120 --> 00:11:57.960]  神的火的審判
[00:11:57.960 --> 00:11:59.160]  而我們的侍奉
[00:11:59.160 --> 00:12:02.760]  反而得到上帝的火的閱立呢
[00:12:02.760 --> 00:12:04.600]  然後再有一個祈禱
[00:12:04.600 --> 00:12:07.440]  去進入接著的訊息
[00:12:07.440 --> 00:12:09.840]  願聖靈你帶領我們眾人的心
[00:12:09.840 --> 00:12:11.200]  幫助我們
[00:12:11.200 --> 00:12:13.840]  帶著一個敬畏嚴謹的心
[00:12:13.840 --> 00:12:15.760]  去聆聽神的話語
[00:12:15.760 --> 00:12:17.320]  因為上帝你的話語
[00:12:17.320 --> 00:12:19.480]  一點一滑都不能廢去
[00:12:19.480 --> 00:12:21.560]  可能最難接近、最難閱讀
[00:12:21.560 --> 00:12:23.960]  最難理解或最難接受的地方
[00:12:23.960 --> 00:12:27.400]  可能就是往往上帝要讓我們去認識你
[00:12:27.400 --> 00:12:29.840]  要讓我們深思熟慮的經文
[00:12:29.840 --> 00:12:32.280]  求神你聖靈感動孩子
[00:12:32.280 --> 00:12:33.440]  作為你的僕人
[00:12:33.440 --> 00:12:35.040]  作為你流通的管子
[00:12:35.040 --> 00:12:38.400]  能夠正確將你的正道去分解
[00:12:38.400 --> 00:12:39.520]  去說明
[00:12:39.520 --> 00:12:43.320]  願聖靈你繼續感動我們的弟兄姊妹
[00:12:43.320 --> 00:12:44.960]  讓我們打開我們的心
[00:12:44.960 --> 00:12:46.280]  打開我們的耳朵
[00:12:46.280 --> 00:12:48.920]  願你讓你的話語進入我們心裏面
[00:12:48.920 --> 00:12:50.840]  求你讓我們有聖靈的智慧
[00:12:50.840 --> 00:12:52.960]  聰明去明白神理的道
[00:12:52.960 --> 00:12:55.440]  以致能夠轉化我們的生命
[00:12:55.440 --> 00:12:58.640]  建立我們的靈命
[00:12:58.640 --> 00:13:00.480]  成為教會的祝福
[00:13:00.480 --> 00:13:01.280]  我們祈禱
[00:13:01.280 --> 00:13:03.800]  奉耶穌基督得聖名字祈求
[00:13:03.800 --> 00:13:05.920]  Amen
[00:13:05.920 --> 00:13:08.000]  為了幫大家簡單理解第十章
[00:13:08.000 --> 00:13:09.800]  我會分成三個段落
[00:13:09.800 --> 00:13:10.920]  在一至七節裏
[00:13:10.920 --> 00:13:12.960]  是拿答亞彼戶被火吞滅
[00:13:12.960 --> 00:13:14.360]  當然有其他一些細節
[00:13:14.360 --> 00:13:16.400]  我不太詳細說了
[00:13:16.400 --> 00:13:18.000]  因為時間關係
[00:13:18.000 --> 00:13:20.280]  第二段落是八至十一節
[00:13:20.280 --> 00:13:24.600]  剛才所讀是神親自向亞倫有些指示
[00:13:24.600 --> 00:13:28.280]  特別是對大祭司或祭司的職責說得清楚一點
[00:13:28.280 --> 00:13:29.560]  即是不可以喝酒
[00:13:29.560 --> 00:13:31.720]  祭司要將不潔淨
[00:13:31.720 --> 00:13:33.520]  聖潔或不善極極分開
[00:13:33.520 --> 00:13:35.080]  要教導神的話語
[00:13:35.080 --> 00:13:38.120]  這段是在八至十一節裏
[00:13:38.120 --> 00:13:40.280]  第三段落是十二至二十節
[00:13:40.280 --> 00:13:41.360]  很有趣
[00:13:41.360 --> 00:13:46.400]  第三段落是摩西要吩咐亞倫和他兩個兒子
[00:13:46.400 --> 00:13:50.400]  要吃了憲制剩下的祭肉
[00:13:50.400 --> 00:13:52.480]  但亞倫竟然沒有吃
[00:13:52.480 --> 00:13:53.920]  沒有將人吩咐
[00:13:53.920 --> 00:13:55.800]  但他卻蒙越納
[00:13:55.800 --> 00:13:56.400]  為什麼呢?
[00:13:56.400 --> 00:13:59.400]  待會我會再說第三段
[00:13:59.400 --> 00:14:04.600]  可能大家最關鍵想知道的就是
[00:14:04.600 --> 00:14:07.520]  為什麼亞倫的大姐和二兒子
[00:14:07.520 --> 00:14:09.840]  拿達和阿比活都是祭司
[00:14:09.840 --> 00:14:11.840]  都已經去了就職禮
[00:14:11.840 --> 00:14:17.600]  為什麼他們會被耶和華的火無端端吞滅了呢?
[00:14:17.600 --> 00:14:19.600]  死在耶和華面前呢?
[00:14:19.600 --> 00:14:27.400]  首先我們要了解煩火這個字
[00:14:27.400 --> 00:14:30.640]  煩火的意思是未經許可的火
[00:14:30.640 --> 00:14:32.400]  Warned kind of fire
[00:14:32.400 --> 00:14:33.720]  Unauthorized fire
[00:14:33.720 --> 00:14:36.200]  在NIV和其他英文聖經裏面
[00:14:36.200 --> 00:14:38.200]  即是他做了一些不正確的事
[00:14:38.200 --> 00:14:41.160]  是未經上帝所准許的
[00:14:41.160 --> 00:14:43.400]  或者耶和華沒有指示的
[00:14:43.400 --> 00:14:46.040]  你會發覺剛才讀的經文裏面
[00:14:46.040 --> 00:14:48.040]  有很多吩咐這個字
[00:14:48.040 --> 00:14:50.040]  其實很簡單
[00:14:50.040 --> 00:14:55.920]  律法是想透過摩西吩咐以色列人去遵守
[00:14:55.920 --> 00:14:58.640]  所以吩咐完之後去遵守就行了
[00:14:58.640 --> 00:15:00.640]  如果沒有吩咐的事
[00:15:00.640 --> 00:15:02.280]  他又做了就不行了
[00:15:02.280 --> 00:15:04.840]  或者吩咐了又不做又不對了
[00:15:04.840 --> 00:15:10.400]  這些經文大家可以自己看看
[00:15:10.400 --> 00:15:12.160]  我看過很多色經書
[00:15:12.160 --> 00:15:14.960]  其實都沒有一個很明確的答案
[00:15:14.960 --> 00:15:16.960]  去看到問題在哪裡
[00:15:16.960 --> 00:15:18.960]  有些人說可能是什麼原因呢?
[00:15:18.960 --> 00:15:20.480]  可能是他們
[00:15:20.480 --> 00:15:23.000]  或者看回第十章第一節
[00:15:23.000 --> 00:15:27.920]  這裏說「拿達王阿比胡紅色的字拿著自己的香爐」
[00:15:27.920 --> 00:15:29.920]  會不會是用自己的香爐
[00:15:29.920 --> 00:15:31.760]  沒有用神指定的香爐呢?
[00:15:31.760 --> 00:15:32.800]  這是有可能的
[00:15:32.800 --> 00:15:35.800]  但有些聖書亦都說未必
[00:15:35.800 --> 00:15:37.080]  「把火放在爐裏」
[00:15:37.080 --> 00:15:39.360]  是否那些火是不正確的燃點
[00:15:39.360 --> 00:15:41.800]  不是用神指定的方法燃點那些火呢?
[00:15:41.800 --> 00:15:42.680]  「壓上香」
[00:15:42.680 --> 00:15:46.040]  會不會那些香不是上帝所指定的香料呢?
[00:15:46.040 --> 00:15:48.960]  「在耶和華面前獻上煩火」
[00:15:48.960 --> 00:15:53.240]  但這些都不是足夠清晰的理由去證明
[00:15:53.240 --> 00:15:56.240]  亦有人說在第八節裏面
[00:15:56.240 --> 00:16:00.040]  耶和華特意跟亞倫所說
[00:16:00.040 --> 00:16:03.120]  叫他們不要喝酒進入聖所
[00:16:03.120 --> 00:16:08.440]  會不會是指拿達和阿比胡喝酒進入聖所呢?
[00:16:08.440 --> 00:16:10.440]  這亦都不肯定
[00:16:10.440 --> 00:16:13.960]  但看過幾本色經書之後
[00:16:13.960 --> 00:16:16.360]  大致上有一個可能性
[00:16:16.360 --> 00:16:19.040]  就是在其他經文裏面
[00:16:19.040 --> 00:16:21.680]  包括利未記十六章一節
[00:16:21.680 --> 00:16:23.160]  和文素記三七四節
[00:16:23.160 --> 00:16:25.280]  再提及這件事的時候
[00:16:25.280 --> 00:16:27.760]  都一再強調亞倫兩個兒子
[00:16:27.760 --> 00:16:30.440]  靠近耶和華面前
[00:16:30.440 --> 00:16:33.040]  文素記三七四節亦說
[00:16:33.040 --> 00:16:35.040]  拿達和阿比胡在西奈的曠野
[00:16:35.040 --> 00:16:37.040]  向耶和華獻上煩火的時候
[00:16:37.040 --> 00:16:40.320]  死在耶和華面前
[00:16:40.320 --> 00:16:42.400]  甚麼是「死在耶和華面前」?
[00:16:42.400 --> 00:16:44.320]  是甚麼意思呢?
[00:16:44.320 --> 00:16:46.960]  如果對比九章二十四節
[00:16:46.960 --> 00:16:51.680]  當時正是上帝月立第一次的獻祭
[00:16:51.680 --> 00:16:55.000]  有火燒光所有的繁祭和之方
[00:16:55.000 --> 00:16:58.200]  當時以色列人興高采烈
[00:16:58.200 --> 00:17:03.440]  但一剎那間
[00:17:03.440 --> 00:17:06.240]  這個火成為了審判的火
[00:17:06.240 --> 00:17:12.080]  將拿達和阿比胡擊倒
[00:17:12.080 --> 00:17:15.240]  在背後代表著拿達和阿比胡
[00:17:15.240 --> 00:17:17.240]  沒有遵行上帝的吩咐
[00:17:17.240 --> 00:17:20.440]  他們擅自去到耶和華面前
[00:17:20.440 --> 00:17:21.920]  在沒有吩咐的情況下
[00:17:21.920 --> 00:17:23.720]  走得太近聖所
[00:17:23.720 --> 00:17:27.000]  太近致聖所去燒香
[00:17:27.000 --> 00:17:32.080]  因為不是人可以隨便進入致聖所
[00:17:32.080 --> 00:17:34.520]  亦因為沒有了耶和華的吩咐
[00:17:34.520 --> 00:17:38.400]  不關香或火的運用問題
[00:17:38.400 --> 00:17:41.400]  而是他們沒有在神的心意下
[00:17:41.400 --> 00:17:44.280]  進行他們應該做的事
[00:17:44.280 --> 00:17:47.720]  為何拿達和阿比胡想走近耶和華面前呢?
[00:17:47.720 --> 00:17:49.480]  可能當他們見到
[00:17:49.480 --> 00:17:51.160]  在九章二十四節
[00:17:51.160 --> 00:17:55.000]  有火焚燒所有的獻祭的時候
[00:17:55.000 --> 00:17:57.960]  他們見到百姓高興歡呼的時候
[00:17:57.960 --> 00:18:01.200]  他們都很想能夠參與
[00:18:01.200 --> 00:18:05.120]  或者能夠擔當當中的帶領角色
[00:18:05.120 --> 00:18:06.240]  所以某程度上
[00:18:06.240 --> 00:18:08.040]  他們都想再進一步
[00:18:08.040 --> 00:18:12.360]  可以去到父親大祭司的位置
[00:18:12.360 --> 00:18:14.600]  所以在整個過程當中
[00:18:14.600 --> 00:18:16.640]  不是意外
[00:18:16.640 --> 00:18:18.440]  亦不是無心
[00:18:18.440 --> 00:18:20.000]  是絕對有意
[00:18:20.000 --> 00:18:22.520]  獻上一個不聖潔的火
[00:18:22.520 --> 00:18:25.040]  輕忽了神的吩咐
[00:18:25.040 --> 00:18:28.720]  去宣稱他所獻的火是好的
[00:18:28.720 --> 00:18:31.320]  但其實背後帶著甚麼心態呢?
[00:18:31.320 --> 00:18:33.640]  帶著一個驕傲
[00:18:33.640 --> 00:18:34.840]  野心
[00:18:34.840 --> 00:18:35.880]  妒忌
[00:18:35.880 --> 00:18:36.920]  無耐心
[00:18:36.920 --> 00:18:38.200]  甚至任意妄為
[00:18:38.200 --> 00:18:40.520]  想凸顯自己的心
