
[00:00:00.000 --> 00:00:03.400]  再次歡迎大家來到我們的周六崇拜
[00:03:45.600 --> 00:03:47.400]  一個君王的預言
[00:03:47.400 --> 00:03:49.500]  今天我沒有時間跟你講詩篇
[00:03:49.500 --> 00:03:51.600]  不過我想帶你回去
[00:03:51.600 --> 00:03:57.800]  看看舊約聖經裡面所講的葡萄樹和葡萄園
[00:03:57.800 --> 00:04:02.000]  如果我問你在舊約聖經裡面的以色列
[00:04:02.000 --> 00:04:04.800]  以色列就是舊約聖經裡面的葡萄樹、葡萄園
[00:04:04.800 --> 00:04:08.600]  如果我問你是一個怎樣的葡萄樹
[00:04:08.600 --> 00:04:09.800]  怎樣的葡萄園
[00:04:09.800 --> 00:04:11.800]  你會怎麼回答呢?
[00:04:11.800 --> 00:04:13.000]  因為時間關係
[00:04:13.000 --> 00:04:17.400]  我只可以給你們兩個很簡單的選擇
[00:04:17.400 --> 00:04:22.200]  以色列在舊約聖經裡面是一個好的葡萄樹
[00:04:22.200 --> 00:04:24.400]  好的葡萄園
[00:04:24.400 --> 00:04:28.400]  還是一個不好的葡萄樹
[00:04:28.400 --> 00:04:30.600]  不好的葡萄園呢?
[00:04:30.600 --> 00:04:31.800]  二選一,是吧?
[00:04:31.800 --> 00:04:33.200]  50%而已
[00:04:33.200 --> 00:04:36.300]  你選好還是不好呢?
[00:04:36.300 --> 00:04:37.800]  是不好的
[00:04:37.800 --> 00:04:41.400]  以色列人在舊約聖經裡面
[00:04:41.400 --> 00:04:43.700]  應該是一個好的葡萄園
[00:04:43.700 --> 00:04:46.800]  但是它完全是一個壞的葡萄園
[00:04:46.800 --> 00:04:51.600]  我想帶你很快去看看以色列書第五章
[00:04:51.600 --> 00:04:55.800]  可能是整本聖經裡面最有名的葡萄樹
[00:04:55.800 --> 00:04:58.600]  葡萄園的經文
[00:04:58.600 --> 00:05:00.800]  以色列書第五章第一節這樣說
[00:05:00.800 --> 00:05:03.300]  「我要為我親愛的過場
[00:05:03.300 --> 00:05:07.300]  我所愛的他的葡萄園之歌
[00:05:07.300 --> 00:05:10.000]  我親愛的有葡萄園
[00:05:10.000 --> 00:05:12.100]  在肥沃的山崗上」
[00:05:12.100 --> 00:05:13.200]  這裡講到的
[00:05:13.200 --> 00:05:16.200]  我是講先知以賽亞
[00:05:16.200 --> 00:05:17.100]  以賽亞說
[00:05:17.100 --> 00:05:19.000]  我有一個我所親愛的
[00:05:19.000 --> 00:05:22.100]  這個他所親愛的是耶和華上帝
[00:05:22.100 --> 00:05:23.300]  而耶和華上帝
[00:05:23.300 --> 00:05:25.200]  我所親愛的上帝
[00:05:25.200 --> 00:05:26.700]  有一個葡萄園
[00:05:26.700 --> 00:05:28.300]  這個葡萄園、葡萄樹
[00:05:28.300 --> 00:05:31.200]  是指以色列人
[00:05:31.200 --> 00:05:34.500]  「我要為我親愛的唱歌
[00:05:34.500 --> 00:05:37.900]  我所愛的他的葡萄園之歌
[00:05:37.900 --> 00:05:40.800]  我親愛的有一個葡萄園
[00:05:40.800 --> 00:05:43.600]  在一個很肥沃的山崗上」
[00:05:43.600 --> 00:05:47.100]  他栽種了一個葡萄樹
[00:05:47.100 --> 00:05:49.800]  「他刨劃原子
[00:05:49.800 --> 00:05:51.900]  清除石頭
[00:05:51.900 --> 00:05:54.800]  栽種上等的葡萄樹
[00:05:54.800 --> 00:05:59.400]  在園中蓋了一座樓
[00:05:59.400 --> 00:06:03.000]  又作出酒池
[00:06:03.000 --> 00:06:08.900]  指望他結葡萄,反倒結了野葡萄」
[00:06:08.900 --> 00:06:14.000]  這裡講到耶和華是栽種葡萄樹的人
[00:06:14.000 --> 00:06:16.000]  耶和華愛以色列
[00:06:16.000 --> 00:06:20.300]  要以色列成為最上等的葡萄樹
[00:06:20.300 --> 00:06:23.900]  但是以色列有沒有成為上等的葡萄樹?
[00:06:23.900 --> 00:06:24.400]  沒有
[00:06:24.400 --> 00:06:27.500]  他反而變成了野葡萄
[00:06:27.500 --> 00:06:28.800]  壞葡萄
[00:06:28.800 --> 00:06:33.000]  這件事令人極之失望
[00:06:33.000 --> 00:06:37.400]  這件事令人氣憤難停
[00:06:37.400 --> 00:06:41.500]  耶和華不但建了一個葡萄樹、葡萄園
[00:06:41.500 --> 00:06:45.400]  還作出了一個酒池
[00:06:45.400 --> 00:06:47.000]  這個酒池是用來做什麼的?
[00:06:47.000 --> 00:06:51.100]  如果問你上等的葡萄最後是用來做什麼
[00:06:51.100 --> 00:06:53.700]  你會怎麼回答?
[00:06:53.700 --> 00:06:54.900]  就是了
[00:06:54.900 --> 00:06:57.500]  你不懂就用來吃吧
[00:06:57.500 --> 00:07:02.200]  你懂就是最上等的葡萄是用來做最好的紅酒
[00:07:02.200 --> 00:07:07.200]  所以需要有一個酒池
[00:07:07.200 --> 00:07:12.800]  酒池是葡萄樹、葡萄園、葡萄存在的目的
[00:07:12.800 --> 00:07:14.600]  你可不可以先記住這件事?
[00:07:14.600 --> 00:07:18.200]  因為在我們最後講到的最後
[00:07:18.200 --> 00:07:21.500]  這個酒池會出來的
[00:07:21.500 --> 00:07:23.600]  但是現在你看到的圖畫就是
[00:07:23.600 --> 00:07:25.800]  以色列人應該是最上等的葡萄
[00:07:25.800 --> 00:07:30.000]  但是他做不到最上等的葡萄
[00:07:30.000 --> 00:07:31.000]  不單是這樣
[00:07:31.000 --> 00:07:34.300]  他結了野葡萄
[00:07:34.300 --> 00:07:37.100]  我帶你去看第七節
[00:07:37.100 --> 00:07:42.300]  萬軍之耶和華的葡萄園就是以色列人的家
[00:07:42.300 --> 00:07:47.200]  他所喜愛的樹就是猶大人
[00:07:47.200 --> 00:07:50.900]  他指望公平看那卻有流血
[00:07:50.900 --> 00:07:55.400]  指望公義看那卻有怨聲
[00:07:55.400 --> 00:07:59.400]  也會說上帝他花盡了心思去栽培以色列人
[00:07:59.400 --> 00:08:01.300]  他給最好的以色列人
[00:08:01.300 --> 00:08:03.400]  要他們多結果子
[00:08:03.400 --> 00:08:07.500]  要以色列人的生命結出很多的果子
[00:08:07.500 --> 00:08:10.000]  去見證上帝的恩典
[00:08:10.000 --> 00:08:13.400]  然而這裡說他期望的是公平
[00:08:13.400 --> 00:08:15.100]  卻是有流血
[00:08:15.100 --> 00:08:19.600]  他期望的是公義卻是怨聲
[00:08:19.600 --> 00:08:23.100]  我想跟你說這裡的重點其實不是在說社會公義
[00:08:23.100 --> 00:08:26.500]  很多人讀聖經就立刻想到現在的社會公義
[00:08:26.500 --> 00:08:27.700]  不是
[00:08:27.700 --> 00:08:29.600]  這裡的重點是說到
[00:08:29.600 --> 00:08:32.900]  以色列人如何叛逆了上帝的聖約
[00:08:32.900 --> 00:08:35.500]  如何叛逆了上帝的誡命
[00:08:35.500 --> 00:08:37.100]  他們不聽上帝的話
[00:08:37.100 --> 00:08:40.100]  他們拒絕為他們
[00:08:40.100 --> 00:08:42.800]  拯救他們的上帝結出仁義的果子
[00:08:42.800 --> 00:08:45.400]  他們拒絕了上帝的聖約
[00:08:45.400 --> 00:08:50.400]  他們拒絕了上帝的誡命
[00:08:50.400 --> 00:08:53.400]  社會學者說當我們去看《舊約聖經》的話
[00:08:53.400 --> 00:08:56.200]  當我們看到以色列人的不義的時候
[00:08:56.200 --> 00:08:59.700]  我們不可以單單想想他們的問題就是不義
[00:08:59.700 --> 00:09:01.600]  於是不如做好一點人
[00:09:01.600 --> 00:09:03.400]  不如改過自身做好一點
[00:09:03.400 --> 00:09:04.400]  不是的
[00:09:04.400 --> 00:09:07.600]  在《舊約聖經》裡面有兩個I
[00:09:07.600 --> 00:09:09.800]  這兩個I是連在一起的
[00:09:09.800 --> 00:09:11.900]  第一個I叫做Injustice
[00:09:11.900 --> 00:09:13.500]  不義的生命
[00:09:13.500 --> 00:09:15.100]  Injustice
[00:09:15.100 --> 00:09:16.200]  第二個I是什麼
[00:09:16.200 --> 00:09:18.400]  Idolatry
[00:09:18.400 --> 00:09:20.100]  偶像崇拜
[00:09:20.100 --> 00:09:25.000]  以色列人為什麼會有不義的生命
[00:09:25.000 --> 00:09:26.600]  是因為他們
[00:09:26.600 --> 00:09:27.800]  敬拜偶像
[00:09:27.800 --> 00:09:29.800]  Idolatry and Injustice
[00:09:29.800 --> 00:09:33.400]  這兩個東西是連在一起的
[00:09:33.400 --> 00:09:35.200]  你那個不義的生命
[00:09:35.200 --> 00:09:36.200]  你的Injustice
[00:09:36.200 --> 00:09:38.600]  只不過是一個病徵
[00:09:38.600 --> 00:09:41.400]  這個病徵之下有個病因
[00:09:41.400 --> 00:09:42.900]  那個病因是Idolatry
[00:09:42.900 --> 00:09:44.400]  因為他們拒絕
[00:09:44.400 --> 00:09:47.000]  敬拜以色列的耶和華
[00:09:47.000 --> 00:09:50.500]  所以他們結不出人義的果子
[00:09:50.500 --> 00:09:52.600]  所以他們成為野葡萄
[00:09:52.600 --> 00:09:59.700]  他們結出黑暗不義的果子
[00:09:59.700 --> 00:10:01.500]  《議書》第五章第七節很有趣
[00:10:01.500 --> 00:10:04.000]  它一開始的時候它說
[00:10:04.000 --> 00:10:06.300]  萬軍之耶和華的葡萄園
[00:10:06.300 --> 00:10:09.500]  它不是跟你說耶和華的葡萄園這麼簡單
[00:10:09.500 --> 00:10:10.500]  耶和華是誰
[00:10:10.500 --> 00:10:12.300]  是萬軍之耶和華
[00:10:12.300 --> 00:10:14.700]  什麼叫萬軍之耶和華
[00:10:14.700 --> 00:10:16.800]  它是一個軍隊的統領
[00:10:16.800 --> 00:10:18.300]  God is a warrior
[00:10:18.300 --> 00:10:20.400]  上帝是一個戰士
[00:10:20.400 --> 00:10:22.560]  這個是舊約的神
[00:10:22.560 --> 00:10:26.400]  這個戰士是一把兩刃的劍
[00:10:26.400 --> 00:10:29.900]  當人完全是投靠上帝的時候
[00:10:29.900 --> 00:10:35.000]  上帝會為祂的子民增戰
[00:10:35.000 --> 00:10:37.200]  所以我們很喜歡舊約的故事
[00:10:37.200 --> 00:10:40.800]  聽到當上帝為祂的子民增戰
[00:10:40.800 --> 00:10:42.100]  無論怎麼樣
[00:10:42.100 --> 00:10:44.400]  沒有人打得贏他們
[00:10:44.400 --> 00:10:47.200]  但是相反當上帝的子民
[00:10:47.200 --> 00:10:48.880]  當以色列人拒絕
[00:10:48.880 --> 00:10:52.800]  撫撫在上帝的面前
[00:10:52.800 --> 00:10:55.900]  耶和華要向祂自己的子民宣戰
[00:10:55.900 --> 00:10:58.000]  你知道嗎
[00:10:58.000 --> 00:11:00.800]  這個是舊約的背景
[00:11:00.800 --> 00:11:01.500]  所以我告訴你
[00:11:01.500 --> 00:11:06.600]  當我們讀《主說我是葡萄樹,你不是枝子》的時候
[00:11:06.600 --> 00:11:07.400]  是有一個背景
[00:11:07.400 --> 00:11:09.700]  背景就是這樣
[00:11:09.700 --> 00:11:12.800]  是以色列人本應該做好葡萄
[00:11:12.800 --> 00:11:14.600]  結果做了野葡萄
[00:11:14.600 --> 00:11:16.600]  而耶和華要審判他們
[00:11:16.600 --> 00:11:21.000]  耶和華要向祂的子民宣戰
[00:11:21.000 --> 00:11:24.000]  是一個這樣的黑暗的環境裡面
[00:11:24.000 --> 00:11:27.000]  耶穌走出來說
[00:11:27.000 --> 00:11:31.200]  我是葡萄樹,你們是枝子
[00:11:31.200 --> 00:11:32.700]  祂在說什麼呢
[00:11:32.700 --> 00:11:34.200]  祂說我不是好像
[00:11:34.200 --> 00:11:37.200]  舊約裡面叛逆的以色列人
[00:11:37.200 --> 00:11:38.700]  他們是野葡萄
[00:11:38.700 --> 00:11:41.400]  我是好葡萄
[00:11:41.400 --> 00:11:43.700]  你們要做我的枝子
[00:11:43.700 --> 00:11:47.000]  因為唯有你們成為我的枝子
[00:11:47.000 --> 00:11:48.800]  你們才可以結出好果子
[00:11:48.800 --> 00:11:52.900]  如果你繼續跟著舊約裡面的以色列人
[00:11:52.900 --> 00:11:58.500]  如果你繼續跟著你現在所有擁有的宗教領袖
[00:11:58.500 --> 00:11:59.900]  那些民事法理菜人
[00:11:59.900 --> 00:12:04.700]  你沒有辦法結出一個好的果子
[00:12:04.700 --> 00:12:05.800]  但是我不一樣
[00:12:05.800 --> 00:12:08.400]  我是好葡萄樹
[00:12:08.400 --> 00:12:12.100]  你要成為我的枝子
[00:12:12.100 --> 00:12:18.300]  我就可以讓你結出最好的果子
[00:12:18.300 --> 00:12:22.400]  在耶穌這個葡萄樹教導的背後
[00:12:22.400 --> 00:12:27.000]  其實是有一個農夫耕種的圖畫
[00:12:27.000 --> 00:12:29.200]  農夫耕種的圖畫
[00:12:29.200 --> 00:12:30.800]  這個圖畫很有趣
[00:12:30.800 --> 00:12:32.200]  不僅在《約翰福音》出現
[00:12:32.200 --> 00:12:35.400]  也在另外一本羅馬書裡面出現
[00:12:35.400 --> 00:12:38.000]  我想給你看羅馬書第六章
[00:12:38.000 --> 00:12:42.800]  第三和第五節
[00:12:42.800 --> 00:12:44.900]  羅馬書第六章第三節這麼說
[00:12:44.900 --> 00:12:46.000]  難道你們不知道
[00:12:46.000 --> 00:12:49.700]  我們受洗歸入基督耶穌
[00:12:49.700 --> 00:12:52.500]  就是歸入他的死嗎?
[00:12:52.500 --> 00:12:55.400]  因為說的是一個人信主受洗歸入基督
[00:12:55.400 --> 00:12:58.000]  我們若與他合一
[00:12:58.000 --> 00:12:59.900]  經歷與他一樣的死
[00:12:59.900 --> 00:13:02.600]  也將經歷與他一樣的復活
[00:13:02.600 --> 00:13:06.000]  我們要與他一同復活
[00:13:06.000 --> 00:13:06.800]  什麼意思?
[00:13:06.800 --> 00:13:09.300]  我們跟他分享這個復活的生命
[00:13:09.300 --> 00:13:11.800]  我們就可以結出一個新生命的果子
[00:13:11.800 --> 00:13:13.200]  你明白嗎?
[00:13:13.200 --> 00:13:15.100]  你怎樣可以結到果子?
[00:13:15.100 --> 00:13:17.600]  就是與耶穌基督聯合
[00:13:17.600 --> 00:13:21.000]  分享到他的復活的生命
[00:13:21.000 --> 00:13:23.400]  這裡的中文翻譯是說
[00:13:23.400 --> 00:13:26.600]  我們若與他合一
[00:13:26.600 --> 00:13:27.900]  與他合一
[00:13:27.900 --> 00:13:30.400]  有些抽象
[00:13:30.400 --> 00:13:32.800]  原來你看回希臘的原文的時候
[00:13:32.800 --> 00:13:35.300]  你的圖畫其實是非常生動的
[00:13:35.300 --> 00:13:38.200]  一個更好的翻譯會是這樣
[00:13:38.200 --> 00:13:41.800]  我們若與他接之
[00:13:41.800 --> 00:13:44.700]  我們若與他接之
[00:13:44.700 --> 00:13:46.300]  那我們就可以
[00:13:46.300 --> 00:13:48.600]  活出一個復活的人生
[00:13:48.600 --> 00:13:52.300]  我不知道我們當中有沒有人喜歡種植?
[00:13:52.300 --> 00:13:54.500]  有沒有人喜歡種植?
[00:13:54.500 --> 00:13:58.500]  我在美國有一個教會裏面的童工
[00:13:58.500 --> 00:13:59.200]  很有意思
[00:13:59.200 --> 00:14:04.700]  他跟他太太都是去美國讀電腦工程的
[00:14:04.700 --> 00:14:06.400]  然後做了幾年工作之後
[00:14:06.400 --> 00:14:09.500]  突然間決定做農夫
[00:14:09.500 --> 00:14:11.800]  做了有機農夫
[00:14:11.800 --> 00:14:13.500]  所以我每次去他的農場
[00:14:13.500 --> 00:14:18.400]  他會教我很多種植的事情
[00:14:18.400 --> 00:14:20.700]  這裡正在畫一個圖畫
[00:14:20.700 --> 00:14:21.700]  一個圖畫就是
[00:14:21.700 --> 00:14:25.400]  當你看到你自己有一棵植物
[00:14:25.400 --> 00:14:29.700]  這棵植物已經成為殘花敗柳
[00:14:29.700 --> 00:14:32.200]  它腐敗不堪
[00:14:32.200 --> 00:14:36.500]  病入膏肓、垂死不振
[00:14:36.500 --> 00:14:39.700]  這棵植物還有什麼用呢?
[00:14:39.700 --> 00:14:41.700]  扔掉它、燒掉它
[00:14:41.700 --> 00:14:45.000]  但是如果你想要救這棵植物
[00:14:45.000 --> 00:14:48.100]  有什麼辦法呢?
[00:14:48.100 --> 00:14:48.900]  聖經告訴我們
[00:14:48.900 --> 00:14:52.400]  辦法就是移花接木
[00:14:52.400 --> 00:14:53.200]  所以耶穌說
[00:14:53.200 --> 00:14:56.300]  你必須要與我聯合
[00:14:56.300 --> 00:14:58.100]  你必須要與我接之
[00:14:58.100 --> 00:15:02.500]  將你將要腐爛的人生
[00:15:02.500 --> 00:15:07.700]  接下來我帶著復活生命
[00:15:07.700 --> 00:15:09.900]  帶能的人生
[00:15:09.900 --> 00:15:12.900]  這是聖經告訴我們的一個圖畫
[00:15:12.900 --> 00:15:14.800]  一個殘花敗柳
[00:15:14.800 --> 00:15:19.100]  怎麼可以有新生命的一個圖畫
[00:15:19.100 --> 00:15:23.600]  而聖經說的再不是猶太人
[00:15:23.600 --> 00:15:26.600]  而是全人類
[00:15:26.600 --> 00:15:29.100]  龍柏書第三章第二十三節
[00:15:29.100 --> 00:15:31.000]  因為世人都犯了罪
[00:15:31.000 --> 00:15:33.900]  規決了上帝的榮耀
[00:15:33.900 --> 00:15:35.200]  第六章第二十三節
[00:15:35.200 --> 00:15:38.800]  因為罪的公價乃是死
[00:15:38.800 --> 00:15:40.600]  這個殘花敗柳
[00:15:40.600 --> 00:15:43.400]  沒有用的完全揭不出任何的果子
[00:15:43.400 --> 00:15:45.900]  這個殘花敗柳
[00:15:45.900 --> 00:15:50.000]  是應該被上帝的憤怒
[00:15:50.000 --> 00:15:52.400]  所完全的審判
[00:15:52.400 --> 00:15:53.800]  然而上帝的恩典
[00:15:53.800 --> 00:15:56.100]  在主耶穌基督裡乃是永生
[00:15:56.100 --> 00:16:00.200]  然而上帝為我們預備了一個拯救的方法
[00:16:00.200 --> 00:16:04.500]  就是將這個殘花敗柳
[00:16:04.500 --> 00:16:12.300]  插資於這個好葡萄樹的身上
[00:16:12.300 --> 00:16:13.800]  可能我們當中
[00:16:13.800 --> 00:16:17.400]  不多來聽我講到的人會有些投訴
[00:16:17.400 --> 00:16:18.500]  林牧師
[00:16:18.500 --> 00:16:20.300]  你說我是殘花敗柳
[00:16:20.300 --> 00:16:24.400]  我真的很難接受
[00:16:24.400 --> 00:16:30.600]  有沒有人覺得很難接受自己是殘花敗柳
[00:16:30.600 --> 00:16:32.800]  但聖經告訴我們
[00:16:32.800 --> 00:16:34.600]  在上帝的面前
[00:16:34.600 --> 00:16:37.600]  世界上最好的好人
[00:16:37.600 --> 00:16:40.000]  都是殘花敗柳
[00:16:40.000 --> 00:16:44.200]  或者你有機會回家靜下來
[00:16:44.200 --> 00:16:46.200]  拿開你的手機
[00:16:46.200 --> 00:16:47.300]  不去看電視
[00:16:47.300 --> 00:16:48.600]  不去上網
[00:16:48.600 --> 00:16:51.800]  關你自己在一間黑房裡想一想
[00:16:51.800 --> 00:16:52.900]  二十四小時
[00:16:52.900 --> 00:16:53.900]  四十八小時
[00:16:53.900 --> 00:16:58.800]  你想想你的人生
[00:16:58.800 --> 00:17:03.100]  你是不是殘花敗柳
[00:17:03.100 --> 00:17:06.700]  上帝說我們所有的人
[00:17:06.700 --> 00:17:09.900]  在上帝面前都是殘花敗柳
[00:17:09.900 --> 00:17:12.900]  當你去明白這個道理的時候
[00:17:12.900 --> 00:17:20.300]  你會發現有另一個更加難以接受的事實
[00:17:20.300 --> 00:17:22.600]  就是儘管我們是殘花敗柳
[00:17:22.600 --> 00:17:25.800]  上帝居然邀請我們與他接之
[00:17:25.800 --> 00:17:29.400]  你明白嗎
[00:17:29.400 --> 00:17:33.600]  令人難接受的不是你和我是殘花敗柳
[00:17:33.600 --> 00:17:36.600]  令人難接受
[00:17:36.600 --> 00:17:41.400]  不能想像的是
[00:17:41.400 --> 00:17:43.000]  我們這些殘花敗柳
[00:17:43.000 --> 00:17:46.200]  本應該扔到火裡燒盡它
[00:17:46.200 --> 00:17:47.300]  就是了
[00:17:47.300 --> 00:17:53.100]  然而上帝不是要將我們扔到火坑裡
[00:17:53.100 --> 00:17:58.200]  而是邀請我們與他接之
