
[00:00:00.000 --> 00:00:03.200]  好 今天的主題是真實謊言
[00:07:25.040 --> 00:07:28.640]  爲什麼那個孫教士懂得玩雜技呢
[00:07:28.640 --> 00:07:30.440]  他騎着那個電單車
[00:07:30.440 --> 00:07:33.040]  有十幾個人在那個電單車裏
[00:07:33.040 --> 00:07:34.760]  進村
[00:07:34.760 --> 00:07:35.960]  還有十幾個人呢
[00:07:35.960 --> 00:07:38.120]  是穿着白色衣服
[00:07:38.120 --> 00:07:39.400]  這樣啊
[00:07:39.400 --> 00:07:41.080]  他們於是就害怕了
[00:07:41.080 --> 00:07:43.600]  哇 你明明帶一個人來的
[00:07:43.600 --> 00:07:46.960]  那爲什麼你那些全部都是身懷絕技的
[00:07:46.960 --> 00:07:48.720]  進來那個村裏呢
[00:07:48.720 --> 00:07:51.600]  是去傳福音啊這樣
[00:07:51.600 --> 00:07:52.680]  還有啊
[00:07:52.680 --> 00:07:54.040]  你下車的時候
[00:07:54.040 --> 00:07:55.880]  那十幾個人是不見了
[00:07:55.880 --> 00:07:57.440]  飛了上天啊這樣
[00:07:57.440 --> 00:07:58.560]  同一時間
[00:07:58.560 --> 00:08:01.120]  全村那些人見到這件事
[00:08:01.120 --> 00:08:02.520]  那郭伯伯就很害怕
[00:08:02.520 --> 00:08:03.800]  不是啊
[00:08:03.800 --> 00:08:05.280]  我那天明明都是
[00:08:05.280 --> 00:08:07.400]  只有一個電單車手
[00:08:07.400 --> 00:08:08.400]  和我進來
[00:08:08.400 --> 00:08:10.600]  怎麼會有十幾個人啊這樣
[00:08:10.600 --> 00:08:11.760]  那他說不是啊
[00:08:11.760 --> 00:08:13.560]  我確實是見到那些
[00:08:13.560 --> 00:08:15.880]  有很多你的弟兄姊妹
[00:08:15.880 --> 00:08:16.680]  騎着單車
[00:08:16.680 --> 00:08:18.600]  但是一進村口就不見了
[00:08:18.600 --> 00:08:21.560]  於是郭伯伯就講這個見證
[00:08:21.560 --> 00:08:22.160]  告訴他
[00:08:22.160 --> 00:08:23.520]  啊 我知道了
[00:08:23.520 --> 00:08:26.440]  原來真的有天使保護啊這樣
[00:08:26.440 --> 00:08:27.920]  信不信由你
[00:08:27.920 --> 00:08:30.280]  我那時候在太北聽完之後
[00:08:30.280 --> 00:08:31.120]  發覺
[00:08:31.120 --> 00:08:31.840]  咦
[00:08:31.840 --> 00:08:34.360]  要那些人去信耶穌呢
[00:08:34.360 --> 00:08:38.240]  是真的要靠這些神蹟騎士去信的
[00:08:38.240 --> 00:08:39.000]  爲什麼呢
[00:08:39.000 --> 00:08:40.920]  因爲他們是拜鬼的
[00:08:40.920 --> 00:08:41.880]  如果不是呢
[00:08:41.880 --> 00:08:45.240]  他們就不能夠離開這些屬靈的勢力了
[00:08:45.240 --> 00:08:47.880]  我那時候也有講一個見證
[00:08:47.880 --> 00:08:48.520]  不過呢
[00:08:48.520 --> 00:08:50.040]  今天時間關係呢
[00:08:50.040 --> 00:08:50.960]  我不講了
[00:08:50.960 --> 00:08:51.840]  因爲可能呢
[00:08:51.840 --> 00:08:52.920]  再講講下呢
[00:08:52.920 --> 00:08:54.800]  就又圈時間了
[00:08:54.800 --> 00:08:57.080]  有時候我們聽了很多的傳說
[00:08:57.080 --> 00:08:58.000]  我記得呢
[00:08:58.000 --> 00:08:59.920]  我有一個明星的朋友
[00:08:59.920 --> 00:09:00.840]  他有一次呢
[00:09:00.840 --> 00:09:02.920]  就去四川那裏拍戲
[00:09:02.920 --> 00:09:04.080]  這個明星的朋友呢
[00:09:04.080 --> 00:09:05.120]  我講他的名字呢
[00:09:05.120 --> 00:09:06.320]  你都知道他是誰了
[00:09:06.320 --> 00:09:07.680]  所以我不講了
[00:09:07.680 --> 00:09:08.680]  那他就說呢
[00:09:08.680 --> 00:09:11.200]  我拍拍戲的時候呢
[00:09:11.200 --> 00:09:12.280]  誰啊
[00:09:12.280 --> 00:09:12.680]  真的啊
[00:09:12.680 --> 00:09:15.440]  一會兒再講吧
[00:09:15.440 --> 00:09:17.320]  不知道啊
[00:09:17.320 --> 00:09:18.800]  不講啊
[00:09:18.800 --> 00:09:20.280]  聽
[00:09:20.280 --> 00:09:22.200]  劉德華我也想認識啊
[00:09:22.200 --> 00:09:22.880]  劉德華
[00:09:22.880 --> 00:09:23.560]  郭富城
[00:09:23.560 --> 00:09:24.360]  不是
[00:09:24.360 --> 00:09:25.600]  不過可能你不認識的
[00:09:25.600 --> 00:09:27.200]  因爲你可能真的不認識他
[00:09:27.200 --> 00:09:28.960]  但是你又知道
[00:09:28.960 --> 00:09:29.600]  OK
[00:09:29.600 --> 00:09:30.160]  好了
[00:09:30.160 --> 00:09:31.120]  他說呢
[00:09:31.120 --> 00:09:31.880]  他那時候
[00:09:31.880 --> 00:09:33.960]  整隊人拍戲的時候呢
[00:09:33.960 --> 00:09:35.120]  在四川
[00:09:35.120 --> 00:09:36.840]  四川呢
[00:09:36.840 --> 00:09:38.640]  是這個巴蜀的地方
[00:09:38.640 --> 00:09:40.200]  巴蜀的地方就是
[00:09:40.200 --> 00:09:42.360]  比較多鬼靈精怪的東西
[00:09:42.360 --> 00:09:43.480]  他拍拍戲
[00:09:43.480 --> 00:09:44.400]  他說
[00:09:44.400 --> 00:09:45.000]  拍拍戲
[00:09:45.000 --> 00:09:45.560]  不是哦
[00:09:45.560 --> 00:09:46.880]  拍完戲
[00:09:46.880 --> 00:09:48.320]  回到酒店睡覺呢
[00:09:48.320 --> 00:09:49.360]  你們經常都說的嘛
[00:09:49.360 --> 00:09:51.320]  有些什麼傳說的嘛
[00:09:51.320 --> 00:09:52.400]  是什麼啊
[00:09:52.400 --> 00:09:54.600]  睡覺的時候
[00:09:54.600 --> 00:09:56.000]  被鬼扎嘛
[00:09:56.000 --> 00:09:57.440]  是不是
[00:09:57.440 --> 00:09:57.880]  喂
[00:09:57.880 --> 00:09:58.760]  爲什麼說我瘋了
[00:09:58.760 --> 00:10:01.120]  我聽到有人說我瘋了
[00:10:01.120 --> 00:10:02.960]  那你們都有經歷過這些事情嗎
[00:10:02.960 --> 00:10:03.360]  沒有啊
[00:10:03.360 --> 00:10:05.560]  有些人有經歷過啦
[00:10:05.560 --> 00:10:06.520]  那他呢
[00:10:06.520 --> 00:10:07.600]  就說哦
[00:10:07.600 --> 00:10:09.080]  他就這麼說
[00:10:09.080 --> 00:10:09.560]  他說呢
[00:10:09.560 --> 00:10:10.880]  當你被鬼扎的時候
[00:10:10.880 --> 00:10:11.920]  啊耶穌
[00:10:11.920 --> 00:10:13.800]  那就沒事了
[00:10:13.800 --> 00:10:17.040]  那他就跟我說他那個信主的經過呢
[00:10:17.040 --> 00:10:17.560]  就說
[00:10:17.560 --> 00:10:17.760]  哎
[00:10:17.760 --> 00:10:18.640]  那個時候呢
[00:10:18.640 --> 00:10:19.240]  當時呢
[00:10:19.240 --> 00:10:19.440]  哇
[00:10:19.440 --> 00:10:20.160]  真的很辛苦啊
[00:10:20.160 --> 00:10:21.560]  我透不了氣啊
[00:10:21.560 --> 00:10:22.160]  好像呢
[00:10:22.160 --> 00:10:23.640]  有鬼扎着我
[00:10:23.640 --> 00:10:26.760]  我就聽到教會的弟兄姊妹就跟我說
[00:10:26.760 --> 00:10:27.080]  啊
[00:10:27.080 --> 00:10:27.800]  啊耶穌
[00:10:27.800 --> 00:10:29.160]  那就沒事了
[00:10:29.160 --> 00:10:30.280]  那他就叫耶穌
[00:10:30.280 --> 00:10:31.080]  於是呢
[00:10:31.080 --> 00:10:32.680]  那些鬼就離開了
[00:10:32.680 --> 00:10:34.040]  就沒有被鬼紮了
[00:10:34.040 --> 00:10:35.600]  那他就信了耶穌
[00:10:35.600 --> 00:10:37.720]  我這樣聽完之後呢
[00:10:37.720 --> 00:10:38.240]  原來呢
[00:10:38.240 --> 00:10:39.240]  他的信呢
[00:10:39.240 --> 00:10:42.040]  是基於有些人傳來傳去
[00:10:42.040 --> 00:10:42.880]  就告訴他
[00:10:42.880 --> 00:10:45.080]  這樣這樣就叫信耶穌
[00:10:45.080 --> 00:10:45.920]  同樣地
[00:10:45.920 --> 00:10:49.800]  我們基於很多很多事傳來傳去呢
[00:10:49.800 --> 00:10:50.600]  就這樣呢
[00:10:50.600 --> 00:10:52.040]  就叫做基督徒呢
[00:10:52.040 --> 00:10:53.880]  一樣而已
[00:10:53.880 --> 00:10:55.840]  我們的傳說是什麼呀
[00:10:55.840 --> 00:10:56.360]  哦
[00:10:56.360 --> 00:10:57.440]  讀完整本聖經
[00:10:57.440 --> 00:10:58.720]  就清楚得救咯
[00:10:58.720 --> 00:11:00.200]  我們的傳說是什麼呀
[00:11:00.200 --> 00:11:00.640]  不用
[00:11:00.640 --> 00:11:01.640]  不要緊的
[00:11:01.640 --> 00:11:02.520]  你在酒店見到鬼
[00:11:02.520 --> 00:11:03.920]  就一本聖經車過去
[00:11:03.920 --> 00:11:05.720]  他就沒事咯
[00:11:05.720 --> 00:11:06.960]  可能那個是侍應而已
[00:11:06.960 --> 00:11:07.720]  你車過去
[00:11:07.720 --> 00:11:09.400]  他就流瘟犯了
[00:11:09.400 --> 00:11:10.840]  是不是
[00:11:10.840 --> 00:11:13.080]  所以其實有很多的傳說
[00:11:13.080 --> 00:11:14.840]  怕鬼就信耶穌咯
[00:11:14.840 --> 00:11:16.440]  怕黑就信耶穌咯
[00:11:16.440 --> 00:11:18.560]  想讀書厲害就信耶穌咯
[00:11:18.560 --> 00:11:21.200]  想考試精靈就信耶穌咯
[00:11:21.200 --> 00:11:22.920]  想乖就信耶穌咯
[00:11:22.920 --> 00:11:24.600]  某個程度上都是對的
[00:11:24.600 --> 00:11:27.080]  但信耶穌不是叫你想乖
[00:11:27.080 --> 00:11:27.600]  當然啦
[00:11:27.600 --> 00:11:29.080]  我不可以說得這麼激的
[00:11:29.080 --> 00:11:30.960]  不是叫你不要被鬼扎
[00:11:30.960 --> 00:11:33.600]  不是叫你讀聖經讀得很神速
[00:11:33.600 --> 00:11:34.840]  信耶穌是什麼呀
[00:11:34.840 --> 00:11:36.760]  那個歸根結底是什麼呀
[00:11:36.760 --> 00:11:38.920]  上天堂的歸根結底是什麼呀
[00:11:38.920 --> 00:11:41.000]  上天堂的原因是什麼呀
[00:11:41.000 --> 00:11:41.640]  以下下來
[00:11:41.640 --> 00:11:43.040]  我問你一條問題
[00:11:43.040 --> 00:11:44.880]  下一張
[00:11:44.880 --> 00:11:48.320]  Are you good enough to go to heaven?
[00:11:48.320 --> 00:11:50.360]  你是不是好到一個地步
[00:11:50.360 --> 00:11:52.040]  可以上到天堂呢
[00:11:52.040 --> 00:11:52.880]  很多時候
[00:11:52.880 --> 00:11:54.480]  我們只有一個問題
[00:11:54.480 --> 00:11:55.920]  我是不是做得很好
[00:11:55.920 --> 00:11:59.560]  纔可以拿到天堂這張入場券呢
[00:11:59.560 --> 00:12:01.280]  年尾的時候
[00:12:01.280 --> 00:12:04.360]  就有一個會來講見證的弟兄
[00:12:04.360 --> 00:12:07.600]  他講他那個真實的天堂奇遇記
[00:12:07.600 --> 00:12:09.880]  我講一點點給你們聽好嗎
[00:12:09.880 --> 00:12:12.920]  除了不講我的朋友是朱恩之外
[00:12:12.920 --> 00:12:16.240]  我就講一點點見證給你們聽
[00:12:16.240 --> 00:12:17.280]  那個見證就是說
[00:12:17.280 --> 00:12:19.760]  他被標槍插爆了頭
[00:12:19.760 --> 00:12:22.800]  當時這個新聞非常轟動
[00:12:22.800 --> 00:12:24.560]  他是一個童君仔
[00:12:24.560 --> 00:12:27.200]  你們有沒有童君的
[00:12:27.200 --> 00:12:30.240]  有的千萬不要去田徑的時候
[00:12:30.240 --> 00:12:33.000]  在標槍那裏量度標槍有多遠
[00:12:33.000 --> 00:12:35.400]  因爲分分鐘標槍會插爆你的頭
[00:12:35.400 --> 00:12:37.160]  咦 真的插了進去
[00:12:37.160 --> 00:12:38.680]  那時候很驚動
[00:12:38.680 --> 00:12:40.960]  全世界那些軍警
[00:12:40.960 --> 00:12:41.880]  沒有軍警的
[00:12:41.880 --> 00:12:42.920]  救護員那樣
[00:12:42.920 --> 00:12:45.760]  要鋸斷標槍
[00:12:45.760 --> 00:12:47.480]  剛剛插穿了
[00:12:47.480 --> 00:12:49.320]  在他日記那裏
[00:12:49.320 --> 00:12:52.080]  他說他的偶像是譚詠麟
[00:12:52.080 --> 00:12:54.600]  那時候譚詠麟也去醫院探望他
[00:12:54.600 --> 00:12:57.520]  還在他耳邊唱了一首歌
[00:12:57.520 --> 00:12:59.040]  唱什麼呢
[00:12:59.040 --> 00:13:01.520]  他說最喜歡聽愛在深秋
[00:13:01.520 --> 00:13:03.880]  愛在深秋你都忘記了是怎樣了
[00:13:03.880 --> 00:13:05.240]  因爲你們沒聽過
[00:13:05.240 --> 00:13:07.520]  所以你分組的時候
[00:13:07.520 --> 00:13:11.080]  在YouTube聽聽愛在深秋是什麼
[00:13:11.080 --> 00:13:12.960]  但是愛在深秋的歌詞
[00:13:12.960 --> 00:13:16.200]  當他的父母聽到的時候
[00:13:16.200 --> 00:13:17.240]  就很悽慘的
[00:13:17.240 --> 00:13:18.440]  其中一句就是
[00:13:18.440 --> 00:13:22.440]  如果命裏早註定分手
[00:13:22.440 --> 00:13:24.640]  就是說他兒子可能和他分手了
[00:13:24.640 --> 00:13:26.760]  哭得哭哭啼啼
[00:13:26.760 --> 00:13:30.080]  原來在他插爆標槍的
[00:13:30.080 --> 00:13:31.640]  昏迷的情況的時候
[00:13:31.640 --> 00:13:33.640]  他見到上帝
[00:13:33.640 --> 00:13:36.040]  接着他內心裏面就說
[00:13:36.040 --> 00:13:37.080]  糟了
[00:13:37.080 --> 00:13:38.560]  我見到上帝
[00:13:38.560 --> 00:13:41.400]  那就是我不是死了嗎
[00:13:41.400 --> 00:13:43.640]  這個故事就留在
[00:13:43.640 --> 00:13:45.440]  這個聖誕節
[00:13:45.440 --> 00:13:46.720]  你問他吧
[00:13:46.720 --> 00:13:47.480]  好了
[00:13:47.480 --> 00:13:48.960]  原來我們
[00:13:48.960 --> 00:13:50.640]  我確實都要這樣
[00:13:50.640 --> 00:13:52.520]  原來我們有很多的傳說
[00:13:52.520 --> 00:13:54.480]  就是說我們做得好不好
[00:13:54.480 --> 00:13:56.440]  做得好我們就上天堂
[00:13:56.440 --> 00:13:58.520]  下一張powerpoint
[00:13:58.520 --> 00:13:59.200]  好了
[00:13:59.200 --> 00:14:01.240]  做得好又怎樣呢
[00:14:01.240 --> 00:14:02.400]  做得好又怎樣呢
[00:14:02.400 --> 00:14:04.520]  我們那個做得好
[00:14:04.520 --> 00:14:08.160]  可不可以抵擋我們那個做得壞呢
[00:14:08.160 --> 00:14:10.720]  原來有個這樣的比喻
[00:14:10.720 --> 00:14:13.280]  就是說做得好與壞的分別
[00:14:13.280 --> 00:14:16.280]  就是說你們有沒有喫過蛋
[00:14:16.280 --> 00:14:17.440]  有
[00:14:17.440 --> 00:14:19.160]  還說有
[00:14:19.160 --> 00:14:20.240]  近來考試哦
[00:14:20.240 --> 00:14:21.920]  你們還說有沒有喫過蛋
[00:14:21.920 --> 00:14:24.080]  是不是
[00:14:24.080 --> 00:14:24.680]  有
[00:14:24.680 --> 00:14:25.880]  有喫過蛋
[00:14:25.880 --> 00:14:26.360]  好了
[00:14:26.360 --> 00:14:28.240]  我又想問你個問題了
[00:14:28.240 --> 00:14:30.120]  你們喫蛋煮蛋的時候
[00:14:30.120 --> 00:14:31.640]  你們怎樣煮的
[00:14:31.640 --> 00:14:33.160]  我記得有一次
[00:14:33.160 --> 00:14:34.680]  我就懶惰
[00:14:34.680 --> 00:14:36.400]  我經常都懶惰的
[00:14:36.400 --> 00:14:37.600]  開了個鍋
[00:14:37.600 --> 00:14:39.120]  就打爛個蛋
[00:14:39.120 --> 00:14:40.680]  將個蛋炸下
[00:14:40.680 --> 00:14:41.720]  不是炸下
[00:14:41.720 --> 00:14:42.680]  是
[00:14:42.680 --> 00:14:44.480]  擠下油鍋裏
[00:14:44.480 --> 00:14:46.400]  通常你見到廚師這樣
[00:14:46.400 --> 00:14:48.280]  這樣很型的
[00:14:48.280 --> 00:14:49.720]  就煮
[00:14:49.720 --> 00:14:50.120]  好了
[00:14:50.120 --> 00:14:50.840]  第一隻
[00:14:50.840 --> 00:14:51.920]  哇好漂亮
[00:14:51.920 --> 00:14:53.000]  我成功
[00:14:53.000 --> 00:14:54.840]  可以成功將個蛋
[00:14:54.840 --> 00:14:58.560]  就是太陽蛋在鍋裏煮得很漂亮
[00:14:58.560 --> 00:14:59.600]  我很開心
[00:14:59.600 --> 00:15:02.000]  然後就跟我的老婆說
[00:15:02.000 --> 00:15:02.960]  就是阿興姐
[00:15:02.960 --> 00:15:03.840]  後面那個
[00:15:03.840 --> 00:15:04.520]  你看
[00:15:04.520 --> 00:15:07.400]  你老公煮蛋多帥
[00:15:07.400 --> 00:15:08.760]  只是蛋好看
[00:15:08.760 --> 00:15:09.240]  好了
[00:15:09.240 --> 00:15:10.440]  如是者第二隻
[00:15:10.440 --> 00:15:11.440]  嘖
[00:15:11.440 --> 00:15:12.600]  就放下去了
[00:15:12.600 --> 00:15:14.080]  就煎箱蛋了
[00:15:14.080 --> 00:15:14.840]  第三隻
[00:15:14.840 --> 00:15:16.440]  畢加火
[00:15:16.440 --> 00:15:18.280]  我忘記查了
[00:15:18.280 --> 00:15:19.160]  原來呢
[00:15:19.160 --> 00:15:20.480]  那只是什麼
[00:15:20.480 --> 00:15:21.960]  壞蛋來的
[00:15:21.960 --> 00:15:22.960]  不是Batman
[00:15:22.960 --> 00:15:24.400]  是Bad Egg
[00:15:24.400 --> 00:15:25.240]  放了下去
[00:15:25.240 --> 00:15:26.400]  我想問了
[00:15:26.400 --> 00:15:28.200]  兩隻好漂亮的蛋
[00:15:28.200 --> 00:15:29.360]  一隻壞蛋
[00:15:29.360 --> 00:15:30.680]  二比一
[00:15:30.680 --> 00:15:32.920]  你會不會喫呢
