
[00:00:00.000 --> 00:00:04.000]  (主持人:大師兄,大師妹平安,好開心呢,今天去同大家分享啦)
[00:01:26.000 --> 00:01:28.000]  (主持人:即係有人話,哇!你哋教會有小食部㗎)
[00:01:28.000 --> 00:01:30.000]  (主持人:即係佢嘅意思係後面個BST嗰個)
[00:01:30.000 --> 00:01:32.000]  (主持人:即係好似賣零食嗰啲小食部)
[00:01:32.000 --> 00:01:47.000]  (主持人:你哋個房係做音響啦)
[00:01:47.000 --> 00:01:50.000]  (主持人:即係透過去互相認識人哋教會呢)
[00:01:50.000 --> 00:01:51.000]  (主持人:就發覺)
[00:01:51.000 --> 00:01:53.000]  (主持人:原來我哋教會呢係有呢個特色)
[00:01:53.000 --> 00:01:56.000]  (主持人:或者我認識人哋教會呢好有特色)
[00:01:56.000 --> 00:01:57.000]  (主持人:我有聽過有個好有趣話)
[00:01:57.000 --> 00:02:00.000]  (主持人:哇!你哋教會個冷氣好勁㗎)
[00:02:00.000 --> 00:02:02.000]  (主持人:點解呀?)
[00:02:02.000 --> 00:02:03.000]  (主持人:冷氣費好貴㗎喎)
[00:02:03.000 --> 00:02:05.000]  (主持人:即係呢佢哋好有趣嘅形式)
[00:02:05.000 --> 00:02:07.000]  (主持人:當然呢啲全部都係好表面嘅)
[00:02:07.000 --> 00:02:09.000]  (主持人:或者好搞笑咁啦)
[00:02:09.000 --> 00:02:11.000]  (主持人:咁但係我都好想去問大家)
[00:02:11.000 --> 00:02:13.000]  (主持人:如果今日要你形容燒浸)
[00:02:13.000 --> 00:02:15.000]  (主持人:或者你哋教會啦)
[00:02:15.000 --> 00:02:19.000]  (主持人:你會用咩形容詞去形容我哋教會呢?)
[00:02:19.000 --> 00:02:21.000]  (主持人:你有機會可以諗下)
[00:02:21.000 --> 00:02:24.000]  (主持人:今日嘅經文頭先讀咗喇)
[00:02:24.000 --> 00:02:25.000]  (主持人:喺啟示錄)
[00:02:25.000 --> 00:02:30.000]  (主持人:耶穌基督透過描述老弟家教會一封信)
[00:02:30.000 --> 00:02:31.000]  (主持人:佢有啲提醒)
[00:02:31.000 --> 00:02:32.000]  (主持人:可能對我哋個人)
[00:02:32.000 --> 00:02:34.000]  (主持人:對我哋教會都有啲提醒)
[00:02:34.000 --> 00:02:37.000]  (主持人:所以我哋開始前一齊有個禱告)
[00:02:37.000 --> 00:02:38.000]  (主持人:親愛的天父)
[00:02:38.000 --> 00:02:39.000]  (主持人:我哋多謝你)
[00:02:39.000 --> 00:02:40.000]  (主持人:畀我哋喺呢個地方)
[00:02:40.000 --> 00:02:42.000]  (主持人:可以一齊去送拜)
[00:02:42.000 --> 00:02:43.000]  (主持人:去敬拜)
[00:02:43.000 --> 00:02:44.000]  (主持人:去聽你話語)
[00:02:44.000 --> 00:02:46.000]  (主持人:願聖靈你親自對我哋說話)
[00:02:46.000 --> 00:02:47.000]  (主持人:並且透過經文)
[00:02:56.000 --> 00:02:57.000]  (主持人:啟示錄)
[00:02:57.000 --> 00:02:59.000]  (主持人:啟示錄嘅內容好豐富)
[00:02:59.000 --> 00:03:01.000]  (主持人:之前杜牧師都講過)
[00:03:01.000 --> 00:03:04.000]  (主持人:今日集中喺第二同第三章)
[00:03:04.000 --> 00:03:07.000]  (主持人:就係提到七間教會)
[00:03:07.000 --> 00:03:09.000]  (主持人:大概喺主後九十年)
[00:03:09.000 --> 00:03:12.000]  (主持人:作者約翰就被神嘅靈感動)
[00:03:12.000 --> 00:03:13.000]  (主持人:就喺意象裏面)
[00:03:13.000 --> 00:03:14.000]  (主持人:就寫七封信)
[00:03:14.000 --> 00:03:17.000]  (主持人:對七間教會一啲說話)
[00:03:17.000 --> 00:03:18.000]  (主持人:主後九十年)
[00:03:18.000 --> 00:03:19.000]  (主持人:嘩大聲咗)
[00:03:19.000 --> 00:03:20.000]  (主持人:主後九十年嘅意思呢)
[00:03:20.000 --> 00:03:25.000]  (主持人:就係譬如使徒行轉就係可能主後六十年)
[00:03:25.000 --> 00:03:28.000]  (主持人:使徒行轉教會成立之後三十年嘅事)
[00:03:28.000 --> 00:03:29.000]  (主持人:大概你想像到)
[00:03:29.000 --> 00:03:30.000]  (主持人:教會已經成形)
[00:03:30.000 --> 00:03:31.000]  (主持人:開始成熟)
[00:03:31.000 --> 00:03:32.000]  (主持人:開始穩健)
[00:03:32.000 --> 00:03:34.000]  (主持人:甚至因為當時嘅迫迫)
[00:03:34.000 --> 00:03:36.000]  (主持人:佢哋擴散開去)
[00:03:36.000 --> 00:03:38.000]  (主持人:越嚟越多人跟隨基督)
[00:03:38.000 --> 00:03:40.000]  (主持人:所以喺主後九十年呢個時間呢)
[00:03:40.000 --> 00:03:42.000]  (主持人:唔同教會有唔同嘅特色)
[00:03:42.000 --> 00:03:44.000]  (主持人:可能好似燒浸嘅特色)
[00:03:44.000 --> 00:03:50.000]  (主持人:或者冷氣好勁嘅)
[00:03:50.000 --> 00:03:52.000]  (主持人:而當時作者約翰)
[00:03:52.000 --> 00:03:53.000]  (主持人:即係神嘅靈感動)
[00:03:53.000 --> 00:03:55.000]  (主持人:耶穌基督要佢寫七封信)
[00:03:55.000 --> 00:03:57.000]  (主持人:畀唔同嘅教會)
[00:03:57.000 --> 00:03:58.000]  (主持人:去描述啦)
[00:03:58.000 --> 00:03:59.000]  (主持人:去提醒啦)
[00:03:59.000 --> 00:04:01.000]  (主持人:去管教啦)
[00:04:01.000 --> 00:04:03.000]  (主持人:甚至去督察啦)
[00:04:03.000 --> 00:04:05.000]  (主持人:咁係咪當時得七間教會呢)
[00:04:05.000 --> 00:04:06.000]  (主持人:好明顯唔係啦)
[00:04:06.000 --> 00:04:08.000]  (主持人:但係呢七間教會呢)
[00:04:08.000 --> 00:04:11.000]  (主持人:代表當時整體教會嘅情況)
[00:04:11.000 --> 00:04:14.000]  (主持人:而當時嘅教會呢)
[00:04:14.000 --> 00:04:15.000]  (主持人:面對呢個內憂外患)
[00:04:15.000 --> 00:04:16.000]  (主持人:即係頭先講小小事)
[00:04:16.000 --> 00:04:17.000]  (主持人:外面有逼迫)
[00:04:17.000 --> 00:04:18.000]  (主持人:即係羅馬政權呢)
[00:04:18.000 --> 00:04:19.000]  (主持人:有逼迫啦)
[00:04:19.000 --> 00:04:22.000]  (主持人:以至佢哋擴散分散出去)
[00:04:22.000 --> 00:04:24.000]  (主持人:而除咗外面有逼迫之外呢)
[00:04:24.000 --> 00:04:26.000]  (主持人:其實教會裏面呢)
[00:04:26.000 --> 00:04:27.000]  (主持人:都問題多多啦)
[00:04:27.000 --> 00:04:29.000]  (主持人:神透過約翰)
[00:04:29.000 --> 00:04:31.000]  (主持人:指出教會嘅問題)
[00:04:31.000 --> 00:04:32.000]  (主持人:去管教佢)
[00:04:32.000 --> 00:04:42.000]  (主持人:其實睇落聽落好似好絕望啦)
[00:04:42.000 --> 00:04:44.000]  (主持人:但係我哋必須要留意呢)
[00:04:44.000 --> 00:04:46.000]  (主持人:呢七封信嘅重點係咩呢)
[00:04:46.000 --> 00:04:48.000]  (主持人:其中一個係帶出)
[00:04:48.000 --> 00:04:50.000]  (主持人:即使教會係軟弱)
[00:04:50.000 --> 00:04:51.000]  (主持人:有困難)
[00:04:51.000 --> 00:04:52.000]  (主持人:有錯處)
[00:04:52.000 --> 00:04:53.000]  (主持人:有罪惡)
[00:04:53.000 --> 00:04:57.000]  (主持人:教會仍然係上帝嘅教會)
[00:04:57.000 --> 00:04:58.000]  (主持人:大家要記住)
[00:04:58.000 --> 00:05:00.000]  (主持人:喺成個啟示錄講到)
[00:05:00.000 --> 00:05:02.000]  (主持人:活後耶穌基督點樣得勝)
[00:05:02.000 --> 00:05:05.000]  (主持人:佢講到呢七間教會嘅問題嘅時候)
[00:05:05.000 --> 00:05:07.000]  (主持人:即使教會係軟弱)
[00:05:07.000 --> 00:05:09.000]  (主持人:有錯有罪惡)
[00:05:09.000 --> 00:05:13.000]  (主持人:但係教會仍然係上帝嘅教會)
[00:05:13.000 --> 00:05:14.000]  (主持人:七封信提到)
[00:05:14.000 --> 00:05:16.000]  (主持人:當時嘅教會大概係啲咩問題)
[00:05:16.000 --> 00:05:18.000]  (主持人:可能你都熟識嘅)
[00:05:18.000 --> 00:05:20.000]  (主持人:就係有失去起初嘅愛心)
[00:05:20.000 --> 00:05:21.000]  (主持人:有難忘)
[00:05:21.000 --> 00:05:23.000]  (主持人:有貪愛世界)
[00:05:23.000 --> 00:05:25.000]  (主持人:對罪妥協)
[00:05:25.000 --> 00:05:30.000]  (主持人:甚至對真理教導有錯誤)
[00:05:30.000 --> 00:05:33.000]  (主持人:每一件事都好大鑊)
[00:05:33.000 --> 00:05:34.000]  (主持人:都死得)
[00:05:34.000 --> 00:05:36.000]  (主持人:但係即使係咁)
[00:05:36.000 --> 00:05:39.000]  (主持人:教會仍然係上帝嘅教會)
[00:05:39.000 --> 00:05:41.000]  (主持人:神會愛到底)
[00:05:41.000 --> 00:05:45.000]  (主持人:直至佢完成整個世界嘅救贖計劃)
[00:05:45.000 --> 00:05:48.000]  (主持人:神係嗰個守約斯詞愛嘅神)
[00:05:48.000 --> 00:05:51.000]  (主持人:神同樣係嗰個管教雜備嘅神)
[00:05:51.000 --> 00:05:53.000]  (主持人:愛同管教)
[00:05:53.000 --> 00:05:56.000]  (主持人:係我今日講題嘅其中一個重點)
[00:05:56.000 --> 00:05:58.000]  (主持人:我哋去反思)
[00:05:58.000 --> 00:05:59.000]  (主持人:頭先開始)
[00:05:59.000 --> 00:06:00.000]  (主持人:Ester幫我哋讀嘅今句)
[00:06:00.000 --> 00:06:01.000]  (主持人:今日嘅今句)
[00:06:01.000 --> 00:06:03.000]  (主持人:詩篇九十四篇)
[00:06:03.000 --> 00:06:04.000]  (主持人:十二節咁樣講)
[00:06:04.000 --> 00:06:05.000]  (主持人:耶和華)
[00:06:05.000 --> 00:06:07.000]  (主持人:你所管教)
[00:06:07.000 --> 00:06:10.000]  (主持人:用律法所教訓嘅人士有福的)
[00:06:10.000 --> 00:06:12.000]  (主持人:原來畀人管教係有福喎)
[00:06:12.000 --> 00:06:14.000]  (主持人:但我哋要留意係畀神管教啦)
[00:06:14.000 --> 00:06:27.000]  (主持人:係有福係因為嗰個愛我哋嘅神)
[00:06:27.000 --> 00:06:29.000]  (主持人:係我有福嘅)
[00:06:29.000 --> 00:06:30.000]  (主持人:最後我之後呢)
[00:06:30.000 --> 00:06:32.000]  (主持人:會再講多少少呢個重點)
[00:06:32.000 --> 00:06:34.000]  (主持人:而我哋首先睇下啲背景啦)
[00:06:34.000 --> 00:06:35.000]  (主持人:老底家教會先嘅)
[00:06:35.000 --> 00:06:36.000]  (主持人:呢個圖口)
[00:06:36.000 --> 00:06:38.000]  (主持人:就係當時嘅地理位置啦)
[00:06:38.000 --> 00:06:39.000]  (主持人:老底家教會呢)
[00:06:39.000 --> 00:06:40.000]  (主持人:好有特色嘅)
[00:06:40.000 --> 00:06:41.000]  (主持人:好有趣嘅)
[00:06:41.000 --> 00:06:42.000]  (主持人:大家可以留心聽)
[00:06:42.000 --> 00:06:44.000]  (主持人:喺地理上呢)
[00:06:44.000 --> 00:06:47.000]  (主持人:佢係位於兩條商業交通大道嘅交匯處啦)
[00:06:47.000 --> 00:06:50.000]  (主持人:即係無論去東邊嘅亞洲)
[00:06:50.000 --> 00:06:52.000]  (主持人:定係去西北邊嘅歐洲呢)
[00:06:52.000 --> 00:06:55.000]  (主持人:都會經過呢個城鎮嘅)
[00:06:55.000 --> 00:06:57.000]  (主持人:即係老底家呢個城市呢)
[00:06:57.000 --> 00:06:59.000]  (主持人:係一個商業好發達嘅地方)
[00:06:59.000 --> 00:07:00.000]  (主持人:因為你都知道啦)
[00:07:00.000 --> 00:07:02.000]  (主持人:如果交通交匯處)
[00:07:02.000 --> 00:07:03.000]  (主持人:有好多嘅商業發展啦)
[00:07:03.000 --> 00:07:04.000]  (主持人:好多貿易啦)
[00:07:04.000 --> 00:07:07.000]  (主持人:好多嘅金錢嘅來往啦)
[00:07:07.000 --> 00:07:12.000]  (主持人:所以呢呢個城市係好發達嘅商業上)
[00:07:12.000 --> 00:07:15.000]  (主持人:同樣呢個城市嘅醫學都好發達㗎喎)
[00:07:15.000 --> 00:07:17.000]  (主持人:佢出產兩樣好勁嘅嘢)
[00:07:17.000 --> 00:07:20.000]  (主持人:就係一個醫眼睛一個醫耳仔嘅藥膏)
[00:07:20.000 --> 00:07:22.000]  (主持人:當時老底家呢個城市呢)
[00:07:22.000 --> 00:07:24.000]  (主持人:就係靠住因為佢哋嘅位置啦)
[00:07:24.000 --> 00:07:27.000]  (主持人:同埋靠住佢哋醫療嘅先進啦)
[00:07:27.000 --> 00:07:29.000]  (主持人:個醫藥嘅產品呢)
[00:07:29.000 --> 00:07:32.000]  (主持人:令到佢哋成為好富裕嘅城市)
[00:07:32.000 --> 00:07:33.000]  (主持人:簡單嚟講)
[00:07:33.000 --> 00:07:37.000]  (主持人:甚至呢有件事件好有趣)
[00:07:37.000 --> 00:07:39.000]  (主持人:就係主後60年嘅時候呢)
[00:07:39.000 --> 00:07:41.000]  (主持人:佢哋曾經發生一場地震)
[00:07:41.000 --> 00:07:43.000]  (主持人:呢個老底家城市呢)
[00:07:43.000 --> 00:07:46.000]  (主持人:就係地震之後嚴重受挫啦)
[00:07:46.000 --> 00:07:48.000]  (主持人:就好似可能我哋認識四川)
[00:07:48.000 --> 00:07:49.000]  (主持人:地震之後呢)
[00:07:49.000 --> 00:07:50.000]  (主持人:退換拜亞)
[00:07:50.000 --> 00:07:51.000]  (主持人:好慘情)
[00:07:51.000 --> 00:07:53.000]  (主持人:而佢哋當時老底家教會)
[00:07:53.000 --> 00:07:56.000]  (主持人:老底家城市去重建嘅時候呢)
[00:07:56.000 --> 00:07:59.000]  (主持人:佢哋唔需要羅馬政權嘅資助)
[00:07:59.000 --> 00:08:03.000]  (主持人:因為佢哋儲落好多錢)
[00:08:03.000 --> 00:08:06.000]  (主持人:即使地震都震唔落呢個城市)
[00:08:06.000 --> 00:08:09.000]  (主持人:佢哋唔需要羅馬政權嘅資助)
[00:08:09.000 --> 00:08:12.000]  (主持人:因為佢哋儲落好多錢)
[00:08:12.000 --> 00:08:15.000]  (主持人:即使地震都震唔落呢個城市)
[00:08:15.000 --> 00:08:18.000]  (主持人:佢哋唔需要羅馬政權嘅資助)
[00:08:18.000 --> 00:08:21.000]  (主持人:因為佢哋儲落好多錢)
[00:08:21.000 --> 00:08:24.000]  (主持人:即使地震都震唔落呢個城市)
[00:08:24.000 --> 00:08:27.000]  (主持人:佢哋唔需要羅馬政權嘅資助)
[00:08:27.000 --> 00:08:30.000]  (主持人:即使地震都震唔落呢個城市)
[00:08:30.000 --> 00:08:35.000]  (主持人:佢哋靠自己換利富裕繁榮)
[00:08:35.000 --> 00:08:37.000]  (主持人:呢幾個特色呢)
[00:08:37.000 --> 00:08:39.000]  (主持人:喺老弟家城市呢)
[00:08:39.000 --> 00:08:42.000]  (主持人:都影響咗喺老弟家嘅教會)
[00:08:42.000 --> 00:08:44.000]  (主持人:呢啲價值觀呢)
[00:08:44.000 --> 00:08:47.000]  (主持人:正正係神要管教呢個教會嘅地方)
[00:08:47.000 --> 00:08:49.000]  (主持人:咁我哋又進入經文)
[00:08:49.000 --> 00:08:51.000]  (主持人:去再仔細啲睇啦)
[00:08:51.000 --> 00:08:53.000]  (主持人:我哋第14節)
[00:08:53.000 --> 00:08:56.000]  (主持人:你要寫信給老弟家教會嘅使者說)
[00:08:56.000 --> 00:08:57.000]  (主持人:為阿門的)
[00:08:57.000 --> 00:08:59.000]  (主持人:為誠信真實見證的)
[00:08:59.000 --> 00:09:03.000]  (主持人:在神創造萬物之上為元首的說)
[00:09:03.000 --> 00:09:05.000]  (主持人:第一節呢個信)
[00:09:05.000 --> 00:09:07.000]  (主持人:我哋理解係耶穌基督透過約翰)
[00:09:07.000 --> 00:09:09.000]  (主持人:去對老弟家教會嘅呢封信)
[00:09:09.000 --> 00:09:12.000]  (主持人:呢封信嘅第一句呢就係咁樣講)
[00:09:12.000 --> 00:09:14.000]  (主持人:其中有兩個字可能少用啲嘅)
[00:09:14.000 --> 00:09:15.000]  (主持人:阿門)
[00:09:15.000 --> 00:09:16.000]  (主持人:阿門嘅意思呢就係)
[00:09:16.000 --> 00:09:18.000]  (主持人:實在真實嘅)
[00:09:18.000 --> 00:09:19.000]  (主持人:真實嘅)
[00:09:19.000 --> 00:09:26.000]  (主持人:元首就係嗰個自有永有起初個神)
[00:09:26.000 --> 00:09:27.000]  (主持人:所以呢一句嘅意思呢就係)
[00:09:27.000 --> 00:09:31.000]  (主持人:嗰位忠信真實創造萬有嘅根源)
[00:09:31.000 --> 00:09:33.000]  (主持人:嗰個神呢要有嘢講)
[00:09:33.000 --> 00:09:34.000]  (主持人:頭先講呀嘛)
[00:09:34.000 --> 00:09:37.000]  (主持人:老弟家城市係一個好富裕嘅城市)
[00:09:37.000 --> 00:09:39.000]  (主持人:佢嘅教會同樣佢哋好自豪)
[00:09:39.000 --> 00:09:41.000]  (主持人:佢哋嘅能力)
[00:09:41.000 --> 00:09:43.000]  (主持人:即使咁巴閉嘅教會)
[00:09:43.000 --> 00:09:44.000]  (主持人:而家提一停先)
[00:09:44.000 --> 00:09:46.000]  (主持人:邊個同佢講嘢)
[00:09:46.000 --> 00:09:49.000]  (主持人:即係你勁極都有個譜)
[00:09:49.000 --> 00:09:51.000]  (主持人:即係你對住個創天造地嘅主)
[00:09:51.000 --> 00:09:52.000]  (主持人:你有得唔聽咩)
[00:09:52.000 --> 00:09:53.000]  (主持人:所以呢個一開頭呢)
[00:09:53.000 --> 00:09:54.000]  (主持人:其實都已經去)
[00:09:54.000 --> 00:09:57.000]  (主持人:去描述緊嗰個教會嘅狀況)
[00:09:57.000 --> 00:09:58.000]  (主持人:你哋唔好講嘢住先)
[00:09:58.000 --> 00:09:59.000]  (主持人:你聽下)
[00:09:59.000 --> 00:10:02.000]  (主持人:嗰個創造主要有嘢同你講)
[00:10:02.000 --> 00:10:04.000]  (主持人:之後接住呢就開始)
[00:10:04.000 --> 00:10:07.000]  (主持人:認真講老弟家教會嘅事)
[00:10:07.000 --> 00:10:08.000]  (主持人:喺七間教會裏面呢)
[00:10:08.000 --> 00:10:16.000]  (主持人:係唯一一間冇被稱讚)
[00:10:16.000 --> 00:10:18.000]  (主持人:一嚟就直接管教嘅教會)
[00:10:18.000 --> 00:10:20.000]  (主持人:即係其餘六間可能有)
[00:10:20.000 --> 00:10:21.000]  (主持人:二科所教會)
[00:10:21.000 --> 00:10:22.000]  (主持人:又飛拉鐵飛教會)
[00:10:22.000 --> 00:10:23.000]  (主持人:封信裏面呢)
[00:10:23.000 --> 00:10:26.000]  (主持人:都會去欣賞讚賞佢哋先嘅)
[00:10:26.000 --> 00:10:28.000]  (主持人:但係唯獨老弟家教會呢)
[00:10:28.000 --> 00:10:29.000]  (主持人:啲封信一嚟呢)
[00:10:29.000 --> 00:10:31.000]  (主持人:就去管教)
[00:10:31.000 --> 00:10:32.000]  (主持人:咁我哋又睇下)
[00:10:32.000 --> 00:10:33.000]  (主持人:有咩咁嚴重)
[00:10:33.000 --> 00:10:38.000]  (主持人:一嚟就要咁樣話呢)
[00:10:38.000 --> 00:10:40.000]  (主持人:頭先大家都讀咗㗎啦)
[00:10:40.000 --> 00:10:41.000]  (主持人:我知你啲行為)
[00:10:41.000 --> 00:10:43.000]  (主持人:你也不冷也不熱)
[00:10:43.000 --> 00:10:44.000]  (主持人:我巴不得)
[00:10:44.000 --> 00:10:45.000]  (主持人:你或冷或熱)
[00:10:45.000 --> 00:10:46.000]  (主持人:你寄予溫水)
[00:10:46.000 --> 00:10:48.000]  (主持人:也不冷也不熱)
[00:10:48.000 --> 00:10:50.000]  (主持人:所以我必從我口中)
[00:10:50.000 --> 00:10:51.000]  (主持人:等你吐出嚟)
[00:10:51.000 --> 00:10:52.000]  (主持人:不冷不熱呢)
[00:10:52.000 --> 00:10:53.000]  (主持人:係第一個問題)
[00:10:53.000 --> 00:10:55.000]  (主持人:啲間教會)
[00:10:55.000 --> 00:10:56.000]  (主持人:老弟家教會)
[00:10:56.000 --> 00:10:57.000]  (主持人:不冷不熱)
[00:10:57.000 --> 00:11:03.000]  (主持人:點解會咁講呢)
[00:11:03.000 --> 00:11:05.000]  (主持人:其實個背景特色好有意思)
[00:11:05.000 --> 00:11:07.000]  (主持人:老弟家城呢個地方)
[00:11:07.000 --> 00:11:08.000]  (主持人:有條河)
[00:11:08.000 --> 00:11:10.000]  (主持人:就去貫穿呢個城市)
[00:11:10.000 --> 00:11:12.000]  (主持人:河嘅源頭)
[00:11:12.000 --> 00:11:14.000]  (主持人:就喺佢哋北邊嘅另一個地方)
[00:11:14.000 --> 00:11:17.000]  (主持人:就係一個叫做希拉波那嘅溫泉)
[00:11:17.000 --> 00:11:18.000]  (主持人:溫泉係點)
[00:11:18.000 --> 00:11:20.000]  (主持人:就係啲水好熱)
[00:11:20.000 --> 00:11:21.000]  (主持人:佢就話)
[00:11:21.000 --> 00:11:23.000]  (主持人:最高攝氏去到35度)
[00:11:23.000 --> 00:11:25.000]  (主持人:正常人浸溫泉)
[00:11:25.000 --> 00:11:27.000]  (主持人:佢呢個溫泉勁在)
[00:11:27.000 --> 00:11:29.000]  (主持人:佢最高可以去到35度攝氏)
[00:11:29.000 --> 00:11:31.000]  (主持人:佢裏面有好多嘅礦物質)
[00:11:31.000 --> 00:11:33.000]  (主持人:好高含量)
[00:11:33.000 --> 00:11:35.000]  (主持人:所以呢呢個溫泉呢)
[00:11:35.000 --> 00:11:37.000]  (主持人:好有治病嘅功效)
[00:11:37.000 --> 00:11:39.000]  (主持人:對一啲皮膚嘅治療呢)
[00:11:39.000 --> 00:11:40.000]  (主持人:好有功效)
[00:11:40.000 --> 00:11:42.000]  (主持人:呢個喺佢哋北邊嘅源頭)
[00:11:42.000 --> 00:11:43.000]  (主持人:有個溫泉)
[00:11:43.000 --> 00:11:45.000]  (主持人:咁條河流就流流流流)
[00:11:45.000 --> 00:11:46.000]  (主持人:流到佢)
[00:11:46.000 --> 00:12:02.000]  (主持人:成為一個好清涼好冰爽嘅一啲水)
[00:12:02.000 --> 00:12:04.000]  (主持人:真係呢好適合飲用)
[00:12:04.000 --> 00:12:05.000]  (主持人:你想像到啦)
[00:12:05.000 --> 00:12:07.000]  (主持人:北邊呢就係一個好勁嘅溫泉)
[00:12:07.000 --> 00:12:08.000]  (主持人:好有治療嘅功效)
[00:12:08.000 --> 00:12:10.000]  (主持人:流流流流到底呢)
[00:12:10.000 --> 00:12:13.000]  (主持人:就係一啲好清涼好適合飲用嘅冰水)
[00:12:13.000 --> 00:12:15.000]  (主持人:但係偏偏)
[00:12:15.000 --> 00:12:16.000]  (主持人:老底家呢個城市呢)
[00:12:16.000 --> 00:12:18.000]  (主持人:就係喺呢個河流嘅中間)
[00:12:18.000 --> 00:12:20.000]  (主持人:佢呢就喺中間)
[00:12:20.000 --> 00:12:21.000]  (主持人:又唔係好熱嘅水)
[00:12:21.000 --> 00:12:23.000]  (主持人:又唔係好冰涼嘅水)
[00:12:23.000 --> 00:12:25.000]  (主持人:佢中間甚至呢啲水)
[00:12:25.000 --> 00:12:27.000]  (主持人:又暖暖地又有礦物質)
[00:12:27.000 --> 00:12:28.000]  (主持人:即係飲又飲唔到)
[00:12:28.000 --> 00:12:30.000]  (主持人:浸溫泉又浸唔到)
[00:12:30.000 --> 00:12:32.000]  (主持人:所以呢老底家城市嘅特色)
[00:12:32.000 --> 00:12:33.000]  (主持人:就係呢啲條河流)
[00:12:33.000 --> 00:12:34.000]  (主持人:就係一條河流囉)
[00:12:34.000 --> 00:12:49.000]  (主持人:可能就係我哋洗衫用嘅)
[00:12:49.000 --> 00:12:51.000]  (主持人:其實佢哋最清楚咩狀況)
[00:12:51.000 --> 00:12:53.000]  (主持人:因為佢條河流嘅位置)
[00:12:53.000 --> 00:12:54.000]  (主持人:佢哋就喺一個)
[00:12:54.000 --> 00:12:56.000]  (主持人:不冷不熱嘅河流嘅位置)
[00:12:56.000 --> 00:12:58.000]  (主持人:呢度嘅意思呢)
[00:12:58.000 --> 00:13:00.000]  (主持人:有人都會咁樣講就係話)
[00:13:00.000 --> 00:13:01.000]  (主持人:可能好直接就係講話)
[00:13:01.000 --> 00:13:03.000]  (主持人:我哋嘅屬靈生命要火熱呀)
[00:13:03.000 --> 00:13:04.000]  (主持人:唔好冰冷呀)
[00:13:04.000 --> 00:13:05.000]  (主持人:如果唔係呢)
[00:13:05.000 --> 00:13:07.000]  (主持人:你就好易畀耶穌套出嚟啦)
[00:13:07.000 --> 00:13:08.000]  (主持人:但係呢)
[00:13:08.000 --> 00:13:09.000]  (主持人:啱嘅呢個意思)
[00:13:09.000 --> 00:13:10.000]  (主持人:但係呢段經文呢)
[00:13:10.000 --> 00:13:11.000]  (主持人:就唔係講緊呢樣嘢喎)
