
[00:00:00.000 --> 00:00:03.800]  弟兄姊妹,平安,我們一起先低頭祈禱
[00:01:58.200 --> 00:02:03.200]  可以看到阿巴拉罕好像已經絕望了
[00:02:03.200 --> 00:02:07.200]  於是他說:大馬士甲人以利以謝
[00:02:07.200 --> 00:02:10.200]  就要繼承他的產業
[00:02:10.200 --> 00:02:14.200]  為什麼他有耐心等了十年
[00:02:14.200 --> 00:02:16.200]  都沒有娶妾侍
[00:02:16.200 --> 00:02:19.200]  而在這時候的絕望
[00:02:19.200 --> 00:02:21.200]  我相信很有可能
[00:02:21.200 --> 00:02:26.200]  是由於他妻子薩萊的《月經》已經停止了
[00:02:26.200 --> 00:02:28.200]  並且在十六章
[00:02:28.200 --> 00:02:32.200]  我們看到薩萊竟然向阿巴拉罕提議
[00:02:32.200 --> 00:02:36.200]  要將自己的婢女給他
[00:02:36.200 --> 00:02:40.200]  希望婢女下甲會懷孕
[00:02:40.200 --> 00:02:46.200]  代替薩萊,替阿巴拉罕生一個兒子
[00:02:46.200 --> 00:02:52.200]  當然,是令到家庭發生後來的衝突事件
[00:02:52.200 --> 00:02:56.200]  其實這兩章聖經都給我們看到
[00:02:56.200 --> 00:03:01.200]  阿巴拉罕和薩萊是一對很恩愛的夫妻
[00:03:01.200 --> 00:03:03.200]  在那個時代
[00:03:03.200 --> 00:03:07.200]  沒有法律規定要一夫一妻
[00:03:07.200 --> 00:03:12.200]  並且阿巴拉罕是一位大戶人家
[00:03:12.200 --> 00:03:15.200]  他有很多婢女
[00:03:15.200 --> 00:03:18.200]  假如他為了生兒子
[00:03:18.200 --> 00:03:22.200]  其實他很早就可以娶其他婢女
[00:03:22.200 --> 00:03:24.200]  但他沒有這樣做
[00:03:24.200 --> 00:03:28.200]  直至到妻子薩萊提議
[00:03:28.200 --> 00:03:30.200]  按照當時的文化
[00:03:30.200 --> 00:03:32.200]  將下甲給他
[00:03:32.200 --> 00:03:34.200]  他才答應
[00:03:34.200 --> 00:03:40.200]  後來當下甲蔑視薩萊的時候
[00:03:40.200 --> 00:03:45.200]  阿巴拉並沒有說由於下甲懷孕
[00:03:45.200 --> 00:03:47.200]  而偏袒下甲
[00:03:47.200 --> 00:03:52.200]  反而是任由薩萊去處置下甲
[00:03:52.200 --> 00:03:58.200]  我見到阿巴拉真是非常愛薩萊
[00:03:58.200 --> 00:04:01.200]  他亦都很尊重薩萊
[00:04:01.200 --> 00:04:05.200]  薩萊亦非常尊重阿巴拉
[00:04:05.200 --> 00:04:07.200]  阿巴拉要他說謊
[00:04:07.200 --> 00:04:10.200]  隱瞞他是阿巴拉的妻子身份
[00:04:10.200 --> 00:04:12.200]  他都照做
[00:04:12.200 --> 00:04:16.200]  他沒有希望為阿巴拉生一個兒子的時候
[00:04:16.200 --> 00:04:19.200]  他都想盡辦法
[00:04:19.200 --> 00:04:22.200]  要替阿巴拉留後
[00:04:22.200 --> 00:04:26.200]  令我想起一首舊的粵語時代曲
[00:04:26.200 --> 00:04:28.200]  其中一兩句歌詞
[00:04:28.200 --> 00:04:34.200]  同你披荊斬棘 發千分熱 千分光
[00:04:34.200 --> 00:04:38.200]  燃亮著我的愛 為你照前方
[00:04:38.200 --> 00:04:43.200]  一對戀人 有共同的目標
[00:04:43.200 --> 00:04:46.200]  用愛發電 努力拼搏
[00:04:46.200 --> 00:04:52.200]  阿巴拉和薩萊可以成為恩愛夫妻的榜樣
[00:04:52.200 --> 00:04:54.200]  他們彼此尊重
[00:04:54.200 --> 00:04:58.200]  司徒彼得亦曾經勸過妻子要效法薩萊
[00:04:58.200 --> 00:05:01.200]  他在《彼得傳書》三章六節都這樣說
[00:05:01.200 --> 00:05:05.200]  古時仰賴上帝的聖潔婦人
[00:05:05.200 --> 00:05:08.200]  正是以此為裝飾
[00:05:08.200 --> 00:05:10.200]  信服自己的丈夫
[00:05:10.200 --> 00:05:14.200]  就如薩萊聽從阿巴拉罕
[00:05:14.200 --> 00:05:17.200]  稱他為主
[00:05:17.200 --> 00:05:22.200]  幸福的家庭是要由夫妻共同去建造
[00:05:22.200 --> 00:05:25.200]  鼓勵我們中間已結了婚的夫妻
[00:05:25.200 --> 00:05:27.200]  要一起信服上帝
[00:05:27.200 --> 00:05:30.200]  建造恩愛的家庭
[00:05:30.200 --> 00:05:32.200]  我們來看今天的經文
[00:05:32.200 --> 00:05:34.200]  今天經文二十一章一字說
[00:05:34.200 --> 00:05:40.200]  耶穆說:照著他所說的 眷顧薩萊
[00:05:40.200 --> 00:05:46.200]  耶穆說:實現了他對薩萊的應許
[00:05:46.200 --> 00:05:51.200]  上主在什麼時候對薩萊有過什麼應許呢?
[00:05:51.200 --> 00:05:54.200]  其實我中間調了幾章經文
[00:05:54.200 --> 00:05:56.200]  讓我簡單說說
[00:05:56.200 --> 00:06:00.200]  在第十七章上帝再向阿巴蘭顯然
[00:06:00.200 --> 00:06:02.200]  並且再一次告訴他
[00:06:02.200 --> 00:06:04.200]  他要成為大哥
[00:06:04.200 --> 00:06:08.200]  也要他改名為阿巴拉罕
[00:06:08.200 --> 00:06:12.200]  而薩萊就改名為薩拉
[00:06:12.200 --> 00:06:14.200]  在希伯來文裡
[00:06:14.200 --> 00:06:19.200]  其實這個改變是從單數的名詞改為眾數
[00:06:19.200 --> 00:06:24.200]  阿巴蘭不只是一國之父
[00:06:24.200 --> 00:06:25.200]  而是多國之父
[00:06:25.200 --> 00:06:28.200]  所以叫阿巴拉罕是一個眾數
[00:06:28.200 --> 00:06:31.200]  在今天的經文我們會看到
[00:06:31.200 --> 00:06:33.200]  而在十八章記載了
[00:06:33.200 --> 00:06:38.200]  有三位天使去到阿巴拉罕那裡
[00:06:38.200 --> 00:06:42.200]  重複了上帝要給他一個兒子的應許
[00:06:42.200 --> 00:06:45.200]  但這一次是有些不同
[00:06:45.200 --> 00:06:48.200]  這一次是講明時間的
[00:06:48.200 --> 00:06:50.200]  就是明年
[00:06:50.200 --> 00:06:56.200]  那時候其實阿巴拉罕已經九十九歲了
[00:06:56.200 --> 00:06:59.200]  薩拉也已經八十九歲
[00:06:59.200 --> 00:07:04.200]  當時薩拉在帳篷裡聽到天使的應許
[00:07:04.200 --> 00:07:09.200]  這就是上主對薩拉的應許
[00:07:09.200 --> 00:07:14.200]  但薩拉當時是看著不相信的心情在笑
[00:07:14.200 --> 00:07:19.200]  還在心裡說
[00:07:19.200 --> 00:07:24.200]  我已衰老 我的主也老了
[00:07:24.200 --> 00:07:27.200]  怎能有這喜事呢
[00:07:27.200 --> 00:07:30.200]  薩拉為什麼會有這種反應呢
[00:07:30.200 --> 00:07:32.200]  其實在上一節的經文
[00:07:32.200 --> 00:07:33.200]  十一節說
[00:07:33.200 --> 00:07:39.200]  阿巴拉罕和薩拉都年紀老了
[00:07:39.200 --> 00:07:43.200]  薩拉的月經已停了
[00:07:43.200 --> 00:07:46.200]  所以在二十一章一節的經文
[00:07:46.200 --> 00:07:53.200]  是發生在十八章的經文大約一年之後
[00:07:53.200 --> 00:07:57.200]  薩拉果然懷孕生子
[00:07:57.200 --> 00:08:01.200]  假如薩拉生已殺的時候在今天發生的話
[00:08:01.200 --> 00:08:05.200]  我相信新聞界必定會大肆報導
[00:08:05.200 --> 00:08:07.200]  這種天下奇聞
[00:08:07.200 --> 00:08:10.200]  電視台也會派人去實地採訪
[00:08:10.200 --> 00:08:13.200]  一位接近九十歲的老婦
[00:08:13.200 --> 00:08:15.200]  月經已停了
[00:08:15.200 --> 00:08:20.200]  竟然生了一位健康正常的嬰孩
[00:08:20.200 --> 00:08:24.200]  但聖經似乎只是輕描淡寫地指出
[00:08:24.200 --> 00:08:28.200]  上主是按著自己的諾言
[00:08:28.200 --> 00:08:31.200]  按照指定的時間實現
[00:08:31.200 --> 00:08:35.200]  使薩拉生了一個兒子
[00:08:35.200 --> 00:08:39.200]  含義是全能的上帝
[00:08:39.200 --> 00:08:42.200]  有能力做一些違反一般規律的事
[00:08:42.200 --> 00:08:45.200]  其實我們不需要大驚小怪的
[00:08:45.200 --> 00:08:51.200]  更重要的是全能的上帝是言而有信的
[00:08:51.200 --> 00:08:56.200]  他不必也不會欺騙人類
[00:08:56.200 --> 00:08:59.200]  對薩拉和亞伯拉罕來說
[00:08:59.200 --> 00:09:02.200]  這件事肯定是個神蹟
[00:09:02.200 --> 00:09:05.200]  因為他們本來都不相信
[00:09:05.200 --> 00:09:07.200]  在他們接近一百歲的時候
[00:09:07.200 --> 00:09:10.200]  還有機會生到一個兒子
[00:09:10.200 --> 00:09:14.200]  而當事實擺在他們面前的時候
[00:09:14.200 --> 00:09:16.200]  除了感恩之外
[00:09:16.200 --> 00:09:20.200]  他們對上帝必然是更加有信心
[00:09:20.200 --> 00:09:22.200]  故此我們看見
[00:09:22.200 --> 00:09:24.200]  亞伯拉罕非常樂意
[00:09:24.200 --> 00:09:27.200]  按照上帝在十七章所說的話
[00:09:27.200 --> 00:09:32.200]  在第八天就為小嬰兒行葛禮
[00:09:32.200 --> 00:09:37.200]  遵行他和上帝所立的約規
[00:09:37.200 --> 00:09:41.200]  這件神蹟也幫助我們認識上帝更多
[00:09:41.200 --> 00:09:46.200]  薩拉說:誰能預先對亞伯拉罕說
[00:09:46.200 --> 00:09:50.200]  薩拉要魚養孩子呢
[00:09:50.200 --> 00:09:53.200]  薩拉認識到上帝
[00:09:53.200 --> 00:09:57.200]  原來真的可以預知未來
[00:09:57.200 --> 00:10:00.200]  很多時候當我們祈求上帝的事
[00:10:00.200 --> 00:10:03.200]  得不到我們想要的結果的時候
[00:10:03.200 --> 00:10:07.200]  我們就會懷疑上帝的信實
[00:10:07.200 --> 00:10:12.200]  他往往忘記了上帝是能夠預知未來
[00:10:12.200 --> 00:10:17.200]  故此出於上帝的安排才是最美好的
[00:10:17.200 --> 00:10:20.200]  當我們得不到我們想要的事的時候
[00:10:20.200 --> 00:10:22.200]  我們要相信
[00:10:22.200 --> 00:10:26.200]  上帝其實有更好的安排在後頭
[00:10:26.200 --> 00:10:29.200]  只要我們有耐心等候
[00:10:29.200 --> 00:10:34.200]  就必然會得到更美的祝福
[00:10:34.200 --> 00:10:36.200]  薩拉出生之後
[00:10:36.200 --> 00:10:39.200]  一家人都很喜樂
[00:10:39.200 --> 00:10:42.200]  二十一章八字告訴我們
[00:10:42.200 --> 00:10:46.200]  原來猶太人都會為嬰兒慶祝
[00:10:46.200 --> 00:10:48.200]  有些像華人
[00:10:48.200 --> 00:10:50.200]  像華人擺滿月酒
[00:10:50.200 --> 00:10:54.200]  但猶太人是在嬰兒斷奶之後
[00:10:54.200 --> 00:10:56.200]  才擺酒慶祝
[00:10:56.200 --> 00:10:59.200]  據猶太人的傳說
[00:10:59.200 --> 00:11:01.200]  這時候應該是三歲
[00:11:01.200 --> 00:11:07.200]  但人生中往往是有喜也有悲
[00:11:07.200 --> 00:11:10.200]  接著經文我們看到
[00:11:10.200 --> 00:11:14.200]  阿布拉罕的家庭出現糾紛
[00:11:14.200 --> 00:11:18.200]  事源是薩拉要求
[00:11:18.200 --> 00:11:25.200]  阿布拉罕把他婢女和婢女所生的兒子趕走
[00:11:25.200 --> 00:11:30.200]  當年是薩拉的主意
[00:11:30.200 --> 00:11:35.200]  要阿布拉罕借下甲生一個兒子作為己出
[00:11:35.200 --> 00:11:39.200]  但現在薩拉有了自己的兒子
[00:11:39.200 --> 00:11:42.200]  還可以養大到斷奶
[00:11:42.200 --> 00:11:52.200]  他對下甲和以實瑪利是另眼相看
[00:11:52.200 --> 00:11:54.200]  二十一章九字說
[00:11:54.200 --> 00:11:58.200]  當他看見以實瑪利嬉笑
[00:11:58.200 --> 00:12:00.200]  他就要求阿布拉罕
[00:12:00.200 --> 00:12:06.200]  要把下甲和以實瑪利都趕走
[00:12:06.200 --> 00:12:13.200]  以免以實瑪利分佔兒子的財產
[00:12:13.200 --> 00:12:15.200]  按年齡來說
[00:12:15.200 --> 00:12:18.200]  以實瑪利當然是長子
[00:12:18.200 --> 00:12:24.200]  猶他人的習慣是長子得雙份
[00:12:24.200 --> 00:12:29.200]  如果以實瑪利分走家產的三分之二
[00:12:29.200 --> 00:12:33.200]  以實瑪利就分得三分之一
[00:12:33.200 --> 00:12:36.200]  人真的有私心
[00:12:36.200 --> 00:12:39.200]  在中國的宮廷故事裡
[00:12:39.200 --> 00:12:44.200]  我們經常看到貴妃想自己的兒子做太子
[00:12:44.200 --> 00:12:47.200]  用盡手段爭取的情節
[00:12:47.200 --> 00:12:54.200]  實瑪利為了自己親身的骨肉去謀利益
[00:12:54.200 --> 00:13:01.200]  就逼阿布拉罕把下甲兩母子趕走
[00:13:01.200 --> 00:13:04.200]  對阿布拉罕來說
[00:13:04.200 --> 00:13:07.200]  要他做這件事
[00:13:07.200 --> 00:13:10.200]  真的有點遺憾
[00:13:10.200 --> 00:13:12.200]  難怪在十一節裡說
[00:13:12.200 --> 00:13:18.200]  阿布拉罕為者是非常憂愁
[00:13:18.200 --> 00:13:21.200]  因為關乎他的兒子
[00:13:21.200 --> 00:13:23.200]  不是有一點點煩惱
[00:13:23.200 --> 00:13:28.200]  而是非常憂愁
[00:13:28.200 --> 00:13:31.200]  當時的男人都好像挺壞的
[00:13:31.200 --> 00:13:36.200]  阿布拉罕不是為下甲來憂愁
[00:13:36.200 --> 00:13:39.200]  只是為他的兒子憂愁
[00:13:39.200 --> 00:13:43.200]  不知是否由於下甲始終是撒拉的婢女
[00:13:43.200 --> 00:13:45.200]  他就自覺無權處理
[00:13:45.200 --> 00:13:47.200]  撒拉說要趕走他
[00:13:47.200 --> 00:13:51.200]  他也無可奈何
[00:13:51.200 --> 00:13:55.200]  正當阿布拉罕左右為難
[00:13:55.200 --> 00:13:57.200]  非常煩惱憂愁的時候
[00:13:57.200 --> 00:14:00.200]  上帝又來跟他說話輔導他
[00:14:00.200 --> 00:14:05.200]  教導他應該怎樣去處理這件事
[00:14:05.200 --> 00:14:10.200]  首先他說他應該聽撒拉的話
[00:14:10.200 --> 00:14:14.200]  原來這樣做都是合乎上帝的心意
[00:14:14.200 --> 00:14:17.200]  上帝是要讓以撒
[00:14:17.200 --> 00:14:22.200]  去繼承上帝應許阿布拉罕的一切福氣
[00:14:22.200 --> 00:14:24.200]  以撒馬利是阿布拉罕
[00:14:24.200 --> 00:14:27.200]  和撒拉自己兩個人搞出來的問題
[00:14:27.200 --> 00:14:30.200]  不是完全合乎上帝的心意
[00:14:30.200 --> 00:14:32.200]  不過由於以撒馬利
[00:14:32.200 --> 00:14:35.200]  也是阿布拉罕的兒子
[00:14:35.200 --> 00:14:36.200]  是他親歸族
[00:14:36.200 --> 00:14:39.200]  上帝答應他會看顧以撒馬利
[00:14:39.200 --> 00:14:42.200]  使他成為另一個國家
[00:14:42.200 --> 00:14:46.200]  使阿布拉罕成為多國之父
[00:14:46.200 --> 00:14:49.200]  如果大家不知道
[00:14:49.200 --> 00:14:54.200]  今天中東阿拉伯人都是以撒馬利的後裔
[00:14:54.200 --> 00:14:58.200]  附近的國家也是以撒馬利的後裔
[00:14:58.200 --> 00:15:01.200]  經過上帝的輔導之後
[00:15:01.200 --> 00:15:05.200]  阿布拉罕就很放心地
[00:15:05.200 --> 00:15:10.200]  將下甲和以撒馬利送走
[00:15:10.200 --> 00:15:13.200]  我們留意14節是用送走
[00:15:13.200 --> 00:15:17.200]  而不是第10節撒拉用的那個字是趕走
[00:15:17.200 --> 00:15:21.200]  原文其實都是用了兩個不同的字
[00:15:21.200 --> 00:15:23.200]  中文聖經翻譯得很準確
[00:15:23.200 --> 00:15:25.200]  阿布拉罕真的做不出
[00:15:25.200 --> 00:15:29.200]  將他們兩母子趕走
[00:15:29.200 --> 00:15:31.200]  14節還這樣說
[00:15:31.200 --> 00:15:35.200]  阿布拉罕拿餅和一瓶袋水
[00:15:35.200 --> 00:15:37.200]  給了下甲
[00:15:37.200 --> 00:15:39.200]  搭在他肩上
[00:15:39.200 --> 00:15:44.200]  把他和孩子一起送走
[00:15:44.200 --> 00:15:46.200]  搭在他肩上
[00:15:46.200 --> 00:15:49.200]  可以說是阿布拉罕
[00:15:49.200 --> 00:15:52.200]  對下甲最後一次的溫情
[00:15:52.200 --> 00:15:55.200]  柔情的流露
[00:15:55.200 --> 00:15:58.200]  事到如今他都無可奈何
[00:15:58.200 --> 00:16:01.200]  阿布拉罕還很有可能安慰下甲
[00:16:01.200 --> 00:16:03.200]  告訴他你不用怕
[00:16:03.200 --> 00:16:05.200]  因為上帝答應了
[00:16:05.200 --> 00:16:09.200]  使以撒馬利成為泰國的
[00:16:09.200 --> 00:16:12.200]  但當下甲離開之後
[00:16:12.200 --> 00:16:16.200]  就在曠野裡迷失了路
[00:16:16.200 --> 00:16:20.200]  曠野裡周圍的環境都很相似
[00:16:20.200 --> 00:16:22.200]  沒有什麼地標
[00:16:22.200 --> 00:16:24.200]  當時又沒有導航儀
[00:16:24.200 --> 00:16:28.200]  迷路其實是很平常的
[00:16:28.200 --> 00:16:32.200]  由於皮袋的水已經用完了
[00:16:32.200 --> 00:16:37.200]  下甲心裡想死定了
[00:16:37.200 --> 00:16:41.200]  於是就將孩子放在一棵小樹下
[00:16:41.200 --> 00:16:46.200]  然後自己走開去大哭
[00:16:46.200 --> 00:16:51.200]  其實當時以撒馬利都已經17歲了
[00:16:51.200 --> 00:16:55.200]  但在母親的眼中仍然是孩子
[00:16:55.200 --> 00:17:01.200]  不過正當他徬徨無助大聲痛哭的時候
[00:17:01.200 --> 00:17:04.200]  上帝就派天使來安慰他
[00:17:04.200 --> 00:17:07.200]  為他解決生存的問題
[00:17:07.200 --> 00:17:11.200]  也給他一個將來的盼望
[00:17:11.200 --> 00:17:15.200]  讓他有勇氣活下去
[00:17:15.200 --> 00:17:17.200]  不知道大家會不會感覺到
[00:17:17.200 --> 00:17:21.200]  下甲在曠野這個場景似曾相識呢
[00:17:21.200 --> 00:17:23.200]  如果你有這個感覺
[00:17:23.200 --> 00:17:25.200]  你的記憶力相當好
[00:17:25.200 --> 00:17:29.200]  因為看十六章的經文
[00:17:29.200 --> 00:17:34.200]  都是記載了下甲由於被撒內欺負
[00:17:34.200 --> 00:17:36.200]  就自己逃走去曠野
[00:17:36.200 --> 00:17:40.200]  所以場景是一樣的
[00:17:40.200 --> 00:17:42.200]  在曠野裡面
[00:17:42.200 --> 00:17:44.200]  又有天使跟他說話
[00:17:44.200 --> 00:17:49.200]  但是這兩次的說話
[00:17:49.200 --> 00:17:54.200]  我留意到天使對下甲的稱呼是改變了
[00:17:54.200 --> 00:17:58.200]  在十六章八節天使對他說
[00:17:58.200 --> 00:18:00.200]  撒內的婢女下甲
[00:18:00.200 --> 00:18:04.200]  你從哪裡來要到哪裡去
[00:18:04.200 --> 00:18:06.200]  而在今天的經文
[00:18:06.200 --> 00:18:09.200]  就是直接叫她的名字下甲
[00:18:09.200 --> 00:18:14.200]  沒有了撒內的婢女這個銜頭
[00:18:14.200 --> 00:18:16.200]  有什麼銜意呢
[00:18:16.200 --> 00:18:18.200]  有的
[00:18:18.200 --> 00:18:21.200]  上一次天使提醒下甲
[00:18:21.200 --> 00:18:23.200]  她的身份
[00:18:23.200 --> 00:18:26.200]  她的銜頭就是代表她的身份
[00:18:26.200 --> 00:18:30.200]  她的身份就是撒內的婢女
[00:18:30.200 --> 00:18:32.200]  不要由於她懷孕
[00:18:32.200 --> 00:18:36.200]  就以為自己飛上枝頭變鳳凰
[00:18:36.200 --> 00:18:39.200]  然後就鼓勵她回去
[00:18:39.200 --> 00:18:41.200]  順服撒內
[00:18:41.200 --> 00:18:43.200]  而在今天的經文
[00:18:43.200 --> 00:18:47.200]  是直接叫她的名字下甲
[00:18:47.200 --> 00:18:51.200]  其實是鼓勵她向前看
[00:18:51.200 --> 00:18:54.200]  她已經再不是撒內的婢女了
[00:18:54.200 --> 00:18:59.200]  她已經合法地變成一位自由人
[00:18:59.200 --> 00:19:02.200]  她有了自己的身份
[00:19:02.200 --> 00:19:06.200]  此外還告訴她
[00:19:06.200 --> 00:19:09.200]  其實你的前途是充滿希望的
[00:19:09.200 --> 00:19:14.200]  因為上帝會使她的兒子變成大國
[00:19:14.200 --> 00:19:18.200]  在《新明記》十章十八節
[00:19:18.200 --> 00:19:23.200]  形容上主是為孤兒寡婦伸冤
[00:19:23.200 --> 00:19:25.200]  愛護寄居的
[00:19:25.200 --> 00:19:28.200]  賜給她衣食
[00:19:28.200 --> 00:19:32.200]  在這段故事當中
[00:19:32.200 --> 00:19:35.200]  上帝為我們做了一個榜樣
[00:19:35.200 --> 00:19:39.200]  他看顧下甲和以實瑪利
[00:19:39.200 --> 00:19:43.200]  這兩位是死亡邊緣的孤兒寡婦
[00:19:43.200 --> 00:19:45.200]  給他們有水飲
[00:19:45.200 --> 00:19:48.200]  有盼望
[00:19:48.200 --> 00:19:50.200]  我們相信上帝
[00:19:50.200 --> 00:19:53.200]  是一位滿有恩典的上帝
[00:19:53.200 --> 00:19:56.200]  他會看顧孤兒寡婦
[00:19:56.200 --> 00:19:59.200]  不過上主並不是經常派天使
[00:19:59.200 --> 00:20:02.200]  去做這些事
[00:20:02.200 --> 00:20:07.200]  而是鼓勵我們去做
[00:20:07.200 --> 00:20:11.200]  在《雅各書》一章二十七節也這樣說
[00:20:11.200 --> 00:20:15.200]  在上帝我們的父面前
[00:20:15.200 --> 00:20:18.200]  清潔沒有玷污的虔誠
[00:20:18.200 --> 00:20:24.200]  就是看顧在患難中的孤兒寡婦
[00:20:24.200 --> 00:20:26.200]  並且保守自己
[00:20:26.200 --> 00:20:29.200]  不沾染世俗
[00:20:29.200 --> 00:20:32.200]  所以上帝揀選了阿布拉罕
[00:20:32.200 --> 00:20:34.200]  給他福氣
[00:20:34.200 --> 00:20:39.200]  是要他成為別人的祝福
[00:20:39.200 --> 00:20:43.200]  今天上帝揀選了我們
[00:20:43.200 --> 00:20:45.200]  我們是否都樂意
[00:20:45.200 --> 00:20:48.200]  成為別人祝福的管道
[00:20:48.200 --> 00:20:52.200]  看顧患難中的人呢
[00:20:52.200 --> 00:20:54.200]  其實很多時候
[00:20:54.200 --> 00:20:56.200]  看顧患難中的人
[00:20:56.200 --> 00:20:57.200]  有需要的人
[00:20:57.200 --> 00:21:00.200]  是我們可以做到的
[00:21:00.200 --> 00:21:02.200]  求主幫助我們
[00:21:02.200 --> 00:21:07.200]  有賜上帝那種憐憫心腸
[00:21:07.200 --> 00:21:09.200]  給我們有機會
[00:21:09.200 --> 00:21:12.200]  去成為別人的祝福
[00:21:12.200 --> 00:21:14.200]  我們一同祈禱
[00:21:14.200 --> 00:21:16.200]  慈悲人內的天父
[00:21:16.200 --> 00:21:18.200]  感謝你讓我們明白
[00:21:18.200 --> 00:21:20.200]  你是信實的上帝
[00:21:20.200 --> 00:21:23.200]  在等候你的應許實現的時候
[00:21:23.200 --> 00:21:27.200]  求你賜給我們一顆忍耐的心
[00:21:27.200 --> 00:21:30.200]  當我們遇見別人有困難的時候
[00:21:30.200 --> 00:21:33.200]  求你賜給我們有人愛憐憫的心
[00:21:33.200 --> 00:21:37.200]  讓我們成為別人得福的管道
[00:21:37.200 --> 00:21:38.200]  讓你的恩典
[00:21:38.200 --> 00:21:41.200]  好像活水一樣湧流出去
[00:21:41.200 --> 00:21:43.200]  奉耶穌基督的名祈禱
[00:21:43.200 --> 00:21:44.200]  阿們
