
[00:00:00.000 --> 00:00:02.960]  各位鼎尖的平安
[00:07:40.640 --> 00:07:43.200]  在第十二節你留意
[00:07:43.200 --> 00:07:45.400]  「這樣看來」
[00:07:45.400 --> 00:07:47.280]  從這樣的情況看
[00:07:47.280 --> 00:07:49.000]  「我所親愛的弟兄姊妹
[00:07:49.000 --> 00:07:51.720]  你們素來是馴服的
[00:07:51.720 --> 00:07:54.760]  不但我在你們那裡的時候是這樣
[00:07:54.760 --> 00:07:58.440]  現今我不在你們更要馴服」
[00:07:58.440 --> 00:07:59.960]  聖經提到
[00:07:59.960 --> 00:08:02.200]  既然主耶穌是這樣馴服神
[00:08:02.200 --> 00:08:03.800]  我們屬神的人
[00:08:03.800 --> 00:08:07.080]  都應當這樣去馴服神生活
[00:08:07.080 --> 00:08:08.440]  聖經所說的馴服
[00:08:08.440 --> 00:08:12.040]  不單是說你每一天生活有些抉擇
[00:08:12.040 --> 00:08:15.360]  要怎樣按照神的旨意做不同的抉擇
[00:08:15.360 --> 00:08:17.120]  而是說你整個人生
[00:08:17.120 --> 00:08:19.640]  你的生活言語行為
[00:08:19.640 --> 00:08:23.640]  是按照神對你的心意來活出來
[00:08:23.640 --> 00:08:28.640]  去順從祂對你的心意來行動、來說話
[00:08:28.640 --> 00:08:30.960]  而聖經說你們都要這樣馴服
[00:08:30.960 --> 00:08:32.840]  而且要怎樣態度呢?
[00:08:32.840 --> 00:08:36.280]  聖經說「就應當恐懼戰驚地
[00:08:36.280 --> 00:08:39.720]  作成自己的救恩」
[00:08:39.720 --> 00:08:42.520]  聖經的字眼「恐懼戰驚」
[00:08:42.520 --> 00:08:45.680]  好像很害怕
[00:08:45.680 --> 00:08:48.920]  但其實最終的意思是
[00:08:48.920 --> 00:08:51.280]  你的心是很謹慎
[00:08:51.280 --> 00:08:53.600]  很認真看這件事情
[00:08:53.600 --> 00:08:55.600]  帶著一份警覺
[00:08:55.600 --> 00:08:59.280]  要去馴服神在地上生活
[00:08:59.280 --> 00:09:03.360]  在過程當中作成你的得救功夫
[00:09:03.360 --> 00:09:05.760]  如何本所說
[00:09:05.760 --> 00:09:06.520]  或者你會問
[00:09:06.520 --> 00:09:09.200]  咦?我們得救了
[00:09:09.200 --> 00:09:11.800]  我們領受了救恩
[00:09:11.800 --> 00:09:13.120]  當然聖經不是說你
[00:09:13.120 --> 00:09:17.280]  靠著你的行為而去因此得救
[00:09:17.280 --> 00:09:18.200]  但才是說
[00:09:18.200 --> 00:09:19.560]  沒錯 我們已經得救了
[00:09:19.560 --> 00:09:21.840]  成為了神的兒女
[00:09:21.840 --> 00:09:27.040]  但唯有當我們真正信服神的旨意去生活
[00:09:27.040 --> 00:09:30.360]  在生活行為上按神的意思來行
[00:09:30.360 --> 00:09:36.040]  否則我們不會進入神傳遞的救恩裡面
[00:09:36.040 --> 00:09:37.960]  我們未能夠真實地
[00:09:37.960 --> 00:09:42.240]  來活出一種神兒女的生命
[00:09:42.240 --> 00:09:47.440]  或者說我們的生命未曾啟動出來
[00:09:47.440 --> 00:09:49.120]  或者我一個簡單的比喻
[00:09:49.120 --> 00:09:50.800]  大家明白我的意思
[00:09:50.800 --> 00:09:52.480]  我看到在我後面
[00:09:52.480 --> 00:09:55.360]  大家看到猜拳聯會的海報
[00:09:55.360 --> 00:09:57.560]  有很多蠟燭
[00:09:57.560 --> 00:09:59.440]  很多蠟燭現在很多人用的
[00:09:59.440 --> 00:10:02.320]  就是那些電子蠟燭
[00:10:02.320 --> 00:10:03.720]  就是白色小小的
[00:10:03.720 --> 00:10:06.560]  你一放在下面就很亮了
[00:10:06.560 --> 00:10:08.560]  如果你有很多的電子蠟燭
[00:10:08.560 --> 00:10:10.480]  你看到房間很黑
[00:10:10.480 --> 00:10:12.640]  你放幾盞下去
[00:10:12.640 --> 00:10:15.400]  然後就關上門
[00:10:15.400 --> 00:10:16.880]  在外面裝一下
[00:10:16.880 --> 00:10:18.920]  咦?很多盞蠟燭了
[00:10:18.920 --> 00:10:21.520]  為甚麼還那麼黑呢?
[00:10:21.520 --> 00:10:24.280]  為甚麼?
[00:10:24.280 --> 00:10:28.120]  還未開啟
[00:10:28.120 --> 00:10:29.240]  還未開啟
[00:10:29.240 --> 00:10:30.520]  它還未啟動
[00:10:30.520 --> 00:10:32.200]  沒有坐了一盞燈
[00:10:32.200 --> 00:10:36.360]  但是沒有光明在裡面
[00:10:36.360 --> 00:10:37.440]  你說那些是燈來的
[00:10:37.440 --> 00:10:39.240]  那些是蠟燭來的
[00:10:39.240 --> 00:10:40.760]  不過
[00:10:40.760 --> 00:10:42.800]  你可以在那個時候懷疑
[00:10:42.800 --> 00:10:46.000]  它是否真正的蠟燭
[00:10:46.000 --> 00:10:47.960]  聖經清楚講一件事情
[00:10:47.960 --> 00:10:49.320]  那種生命
[00:10:49.320 --> 00:10:52.440]  是要讓它可以真正活出來
[00:10:52.440 --> 00:10:54.200]  真正表達出來
[00:10:54.200 --> 00:10:55.880]  而在過程當中
[00:10:55.880 --> 00:11:00.080]  可以去叫所夢的恩召和揀選
[00:11:00.080 --> 00:11:03.520]  是堅定不移的
[00:11:03.520 --> 00:11:04.240]  聖經就提及
[00:11:04.240 --> 00:11:05.960]  沒錯,你已經領受新生命
[00:11:05.960 --> 00:11:08.240]  如果你不讓它的生命
[00:11:08.240 --> 00:11:10.880]  讓這個生命順服神而活
[00:11:10.880 --> 00:11:15.000]  這個生命是未曾啟動的
[00:11:15.000 --> 00:11:18.280]  未曾真實地活出來
[00:11:18.280 --> 00:11:20.600]  因此你發覺聖經就繼續這樣講
[00:11:20.600 --> 00:11:21.720]  它說你們要恐懼
[00:11:21.720 --> 00:11:24.440]  善經地作成自己的救恩
[00:11:24.440 --> 00:11:25.320]  然後十三節說
[00:11:25.320 --> 00:11:27.960]  神為了要成全自己的美意
[00:11:27.960 --> 00:11:30.680]  在你們裡面動功
[00:11:30.680 --> 00:11:34.640]  使你們可以立志和行事
[00:11:34.640 --> 00:11:36.000]  我們不擔心
[00:11:36.000 --> 00:11:37.560]  因為上帝清楚講
[00:11:37.560 --> 00:11:39.120]  神賜給我們新生命
[00:11:39.120 --> 00:11:41.000]  有聖靈在我們心中
[00:11:41.000 --> 00:11:44.120]  是幫助我們去立志
[00:11:44.120 --> 00:11:45.720]  或者行事
[00:11:45.720 --> 00:11:49.480]  感動我們來聽從神的意思生活
[00:11:49.480 --> 00:11:51.120]  因此我們的順服
[00:11:51.120 --> 00:11:53.000]  不是你自己拼命
[00:11:53.000 --> 00:11:54.560]  我自己努力做
[00:11:54.560 --> 00:11:56.240]  而是神已經在你生命當中
[00:11:56.240 --> 00:12:00.040]  不斷地來引導、教導、幫助
[00:12:00.040 --> 00:12:01.840]  但是這樣不表示
[00:12:01.840 --> 00:12:04.160]  我們就牽手
[00:12:04.160 --> 00:12:06.760]  聖經說你們要順服
[00:12:06.760 --> 00:12:07.880]  你們要恐懼
[00:12:07.880 --> 00:12:10.600]  善經地順從神對你的心意
[00:12:10.600 --> 00:12:13.320]  活出這種生命
[00:12:13.320 --> 00:12:14.960]  因此在這樣的情況之下
[00:12:14.960 --> 00:12:16.360]  所以第十四節說
[00:12:16.360 --> 00:12:18.520]  無論作甚麼
[00:12:18.520 --> 00:12:20.480]  在一切的情況之下
[00:12:20.480 --> 00:12:23.040]  都不要發怨、嫌棄、爭論
[00:12:23.040 --> 00:12:25.040]  好使你們無可指責
[00:12:25.040 --> 00:12:26.920]  純真無邪
[00:12:26.920 --> 00:12:29.560]  在彎曲歸某個世代中
[00:12:29.560 --> 00:12:32.600]  作神無瑕疵的兒女
[00:12:32.600 --> 00:12:33.560]  當然《至聖經》裡面
[00:12:33.560 --> 00:12:34.680]  有很豐富的含義
[00:12:34.680 --> 00:12:36.560]  講述到教徒人生
[00:12:36.560 --> 00:12:38.480]  不單止你自己的說話
[00:12:38.480 --> 00:12:40.240]  你的內心的動機
[00:12:40.240 --> 00:12:41.720]  你的心思
[00:12:41.720 --> 00:12:45.400]  如何能夠不像這個世界一般
[00:12:45.400 --> 00:12:48.840]  聖經說到這種不要發怨、嫌棄、爭論
[00:12:48.840 --> 00:12:50.160]  是當時的世代
[00:12:50.160 --> 00:12:51.400]  包括今天的世代
[00:12:51.400 --> 00:12:54.160]  很普遍的狀況
[00:12:54.160 --> 00:12:56.400]  人內心有怨言
[00:12:56.400 --> 00:13:00.240]  這不是隨便對一些事情有些意見
[00:13:00.240 --> 00:13:02.520]  而是那種自我中心
[00:13:02.520 --> 00:13:05.040]  不能夠滿足我自己個人的利益
[00:13:05.040 --> 00:13:07.520]  所以就會去批評別人
[00:13:07.520 --> 00:13:11.880]  覺得別人沒有固存到你的需要
[00:13:11.880 --> 00:13:13.560]  那種內心的自我
[00:13:13.560 --> 00:13:14.680]  那種的自私
[00:13:14.680 --> 00:13:16.200]  而產生很多的怨言
[00:13:16.200 --> 00:13:19.040]  產生很多的爭論
[00:13:19.040 --> 00:13:20.560]  但是主說
[00:13:20.560 --> 00:13:22.320]  你們不可以這樣做
[00:13:22.320 --> 00:13:25.360]  因為你們在這個彎曲世代當中
[00:13:25.360 --> 00:13:29.920]  你們是作神無瑕疵的兒女
[00:13:29.920 --> 00:13:33.880]  是作神無瑕疵的兒女
[00:13:33.880 --> 00:13:35.200]  我曾經提及
[00:13:35.200 --> 00:13:40.320]  我也想提及這位姐妹的情況
[00:13:40.320 --> 00:13:42.600]  在她一次的分享當中
[00:13:42.600 --> 00:13:46.400]  她說到她自己在公司裏面
[00:13:46.400 --> 00:13:49.600]  突然間發覺要離開
[00:13:49.600 --> 00:13:52.800]  她離開的原因很簡單
[00:13:52.800 --> 00:13:55.600]  就是有些事情嘗試要求她做
[00:13:55.600 --> 00:13:56.920]  她做不到
[00:13:56.920 --> 00:13:58.440]  她做甚麼事情呢?
[00:13:58.440 --> 00:14:01.840]  她所做的這間公司是一間雜誌社
[00:14:01.840 --> 00:14:03.360]  這間雜誌社裏面
[00:14:03.360 --> 00:14:06.800]  突然間發覺生意額很差
[00:14:06.800 --> 00:14:09.480]  然後老闆就告訴她
[00:14:09.480 --> 00:14:12.040]  你出去找多一些商戶
[00:14:12.040 --> 00:14:16.280]  幫忙在我們雜誌賣廣告
[00:14:16.280 --> 00:14:17.960]  這位姐妹就說好
[00:14:17.960 --> 00:14:20.240]  這也是她原本做的工作
[00:14:20.240 --> 00:14:22.720]  她說不過你出去跟商戶說
[00:14:22.720 --> 00:14:25.120]  你告訴他們我們雜誌的銷路
[00:14:25.120 --> 00:14:28.000]  每個月是一萬份
[00:14:28.000 --> 00:14:29.640]  姐妹一聽見
[00:14:29.640 --> 00:14:31.440]  她說老闆一萬份?
[00:14:31.440 --> 00:14:36.360]  我們每個月只有三千份
[00:14:36.360 --> 00:14:39.440]  老闆說一萬份就是一萬份
[00:14:39.440 --> 00:14:40.760]  她說哦
[00:14:40.760 --> 00:14:43.320]  她就出去嘗試做很多生意
[00:14:43.320 --> 00:14:47.280]  找一些商戶說我們公司的雜誌銷路很好
[00:14:47.280 --> 00:14:50.280]  賣廣告會很有果效
[00:14:50.280 --> 00:14:52.800]  一萬份一個月
[00:14:52.800 --> 00:14:54.560]  說了一個星期兩個星期
[00:14:54.560 --> 00:14:58.000]  這位姐妹的心裏面有一個很大的提醒
[00:14:58.000 --> 00:14:59.560]  當她自己為這件事祈禱的時候
[00:14:59.560 --> 00:15:02.720]  她知道這件事不是主喜悅
[00:15:02.720 --> 00:15:04.960]  她很清楚心裏面體會
[00:15:04.960 --> 00:15:08.800]  她是在欺騙很多的人
[00:15:08.800 --> 00:15:12.160]  所以她回到公司跟老闆說
[00:15:12.160 --> 00:15:18.280]  老闆也不是很應該這樣說的
[00:15:18.280 --> 00:15:22.320]  我可不可以不說這個銷路
[00:15:22.320 --> 00:15:24.880]  老闆說可以
[00:15:24.880 --> 00:15:26.560]  你可以不用說
[00:15:26.560 --> 00:15:29.600]  不過你都不用做了
[00:15:29.600 --> 00:15:33.480]  這位姐妹就這樣離開了這間公司
[00:15:33.480 --> 00:15:35.160]  我聽她說這件事的時候
[00:15:35.160 --> 00:15:37.160]  我心裏面為她難過
[00:15:37.160 --> 00:15:39.000]  但同時為她很感謝上帝
[00:15:39.000 --> 00:15:42.960]  她知道她自己應該怎樣做她的事情
[00:15:42.960 --> 00:15:44.520]  當然我見到神很恩待她
[00:15:44.520 --> 00:15:46.960]  在後來她很快就找回另一份工作
[00:15:46.960 --> 00:15:49.480]  是比之前更理想的工作
[00:15:49.480 --> 00:15:51.040]  但我同樣知道
[00:15:51.040 --> 00:15:57.360]  就算那份工作沒有了而找不回好的工作
[00:15:57.360 --> 00:16:00.200]  仍然有很多不同的基督徒在這個世界上
[00:16:00.200 --> 00:16:06.560]  他們仍然堅持著要作出光明的取捨
[00:16:06.560 --> 00:16:09.280]  剛才你聽到神牧師在我們中間
[00:16:09.280 --> 00:16:11.480]  分享英國的地方的需要
[00:16:11.480 --> 00:16:16.240]  星期四當他們分享到在英國工場的情況
[00:16:16.240 --> 00:16:17.720]  當時有一套影片提及
[00:16:17.720 --> 00:16:21.760]  今天的英國已經不再是以前基督教的英國
[00:16:21.760 --> 00:16:25.360]  很多人已經放棄了信仰
[00:16:25.360 --> 00:16:27.400]  有些調查發現
[00:16:27.400 --> 00:16:31.560]  口裏面承認自己是基督徒的都有57%
[00:16:31.560 --> 00:16:34.640]  但早年是有70-80%
[00:16:34.640 --> 00:16:36.160]  一直下降
[00:16:36.160 --> 00:16:38.920]  但再進一步調查的時候就發現
[00:16:38.920 --> 00:16:41.280]  57%當中
[00:16:41.280 --> 00:16:43.640]  或者說全部這些被訪問的當中
[00:16:43.640 --> 00:16:46.440]  只有7%的基督徒
[00:16:46.440 --> 00:16:52.680]  承認自己是有實踐信仰的
[00:16:52.680 --> 00:16:57.040]  而因此50%可能只不過是說出來
[00:16:57.040 --> 00:17:02.440]  但生活行為是跟信仰沒有關係的
[00:17:02.440 --> 00:17:04.160]  你會發覺在最近
[00:17:04.160 --> 00:17:06.080]  我也有不時提及
[00:17:06.080 --> 00:17:10.840]  在美國一些調查基督徒和非基督徒之間
[00:17:10.840 --> 00:17:13.680]  那個行為有沒有什麼分別
[00:17:13.680 --> 00:17:16.160]  調查包括了他們的婚姻狀況
[00:17:16.160 --> 00:17:17.680]  離婚的情況
[00:17:17.680 --> 00:17:19.880]  他們對金錢的處理
[00:17:19.880 --> 00:17:24.320]  他們一些關於男女之間的關係的一些看法行動
[00:17:24.320 --> 00:17:29.760]  這些調查最終的結果令到很多基督徒尷尬
[00:17:29.760 --> 00:17:35.040]  尷尬是發覺差不多
[00:17:35.040 --> 00:17:38.440]  如果差不多的話為何要做基督徒呢?
[00:17:38.440 --> 00:17:44.520]  如果差不多的話為何我們要傳福音呢?
[00:17:44.520 --> 00:17:47.600]  但這些事情突然被我們發現
[00:17:47.600 --> 00:17:54.680]  有很多的光的燈是關了 未曾開
[00:17:54.680 --> 00:17:56.680]  事實上講述到這些情況
[00:17:56.680 --> 00:17:58.320]  我們再看光屬的聖經
[00:17:58.320 --> 00:18:00.080]  我請大家看一看另一處
[00:18:00.080 --> 00:18:06.560]  就是前面的二弗所書第五章
[00:18:06.560 --> 00:18:11.280]  二弗所書第五章第五節
[00:18:11.280 --> 00:18:14.840]  第五章第五節提到一件事
[00:18:14.840 --> 00:18:16.840]  保羅說你們要確實知道
[00:18:16.840 --> 00:18:20.440]  無論是淫亂的 污穢的 或貪心的
[00:18:20.440 --> 00:18:22.440]  貪心就是拜偶像
[00:18:22.440 --> 00:18:27.440]  都得不到在基督和神的各類的基業
[00:18:27.440 --> 00:18:31.760]  前面第一節提到你們是蒙神愛的兒女
[00:18:31.760 --> 00:18:33.640]  又說回神的兒女
[00:18:33.640 --> 00:18:37.000]  但蒙神所愛的兒女要留心
[00:18:37.000 --> 00:18:41.080]  不要再回到以前的敗壞生活
[00:18:41.080 --> 00:18:45.360]  要清楚知道這些淫亂 污穢 貪心的事
[00:18:45.360 --> 00:18:48.080]  如果貪心 大家留心在經文上
[00:18:48.080 --> 00:18:52.840]  或者在前面的四章十九節
[00:18:52.840 --> 00:18:55.680]  特別提到有些人
[00:18:55.680 --> 00:19:00.280]  他們貪行各樣污穢的事情
[00:19:00.280 --> 00:19:03.440]  這裡所說的貪心 不單是貪婪
[00:19:03.440 --> 00:19:09.040]  同時說他們對一些污穢的事情不斷地行
[00:19:09.040 --> 00:19:11.080]  這些貪婪的情況
[00:19:11.080 --> 00:19:15.800]  聖經說這些行為已經成為了他們的偶像
[00:19:15.800 --> 00:19:19.160]  控制著 主導著他們的人生
[00:19:19.160 --> 00:19:22.600]  這些人聖經說不要誤會
[00:19:22.600 --> 00:19:25.480]  他們是不會進天國的
[00:19:25.480 --> 00:19:28.880]  他們要神的角度是無分的
[00:19:28.880 --> 00:19:31.040]  然後第六節你會看到聖經說
[00:19:31.040 --> 00:19:33.360]  不要給別人用
[00:19:33.360 --> 00:19:34.480]  第五章第六節
[00:19:34.480 --> 00:19:40.200]  不要給別人用空言欺騙了你們
[00:19:40.200 --> 00:19:45.360]  當時有一些言論 一些傳說
[00:19:45.360 --> 00:19:47.560]  他們說神很愛人的
[00:19:47.560 --> 00:19:49.400]  所以你們不要緊
[00:19:49.400 --> 00:19:51.880]  無論怎樣 神都會給你們救恩的
[00:19:51.880 --> 00:19:53.880]  因為神是愛的
[00:19:53.880 --> 00:19:55.520]  但是保羅就告訴他們
[00:19:55.520 --> 00:19:58.600]  不要給別人的空言欺騙了你們
[00:19:58.600 --> 00:20:00.720]  因為這些事上所說的
[00:20:00.720 --> 00:20:03.200]  淫亂 污穢 貪婪的事情
[00:20:03.200 --> 00:20:09.200]  神的震怒必定臨到那背逆的人
[00:20:09.200 --> 00:20:10.840]  不要誤會
[00:20:10.840 --> 00:20:13.440]  以為我信了耶穌
[00:20:13.440 --> 00:20:16.840]  因此我大概沒什麼問題
[00:20:16.840 --> 00:20:20.200]  可以去到永恆神給我的天家
[00:20:20.200 --> 00:20:23.320]  今天怎樣都無所謂
