
[00:00:00.000 --> 00:00:03.400]  按照我對「約翰福音」的喜好
[00:06:10.000 --> 00:06:16.000]  特別在一個我們叫做生命記的神學裏面
[00:06:16.000 --> 00:06:20.000]  因為我們今天讀生命記
[00:06:20.000 --> 00:06:25.000]  他們認為作者背後的神學的敘事
[00:06:25.000 --> 00:06:31.000]  是用一個國破家亡
[00:06:31.000 --> 00:06:34.000]  失去國土
[00:06:35.000 --> 00:06:39.000]  流落在異邦圍爐一個很沉痛的神學反省所寫成的
[00:06:39.000 --> 00:06:48.000]  所以以色列人認為他們作為神的選民
[00:06:48.000 --> 00:06:53.000]  他一直都相信上帝的應許
[00:06:53.000 --> 00:07:01.000]  他認為上帝已經賜函這個迦南這個流乃與物這個應許之地
[00:07:05.000 --> 00:07:07.000]  世世代代在那裏安居樂業
[00:07:07.000 --> 00:07:13.000]  但可惜人只是記住上帝的應許
[00:07:13.000 --> 00:07:19.000]  他們認為神必須要持守他的承諾
[00:07:19.000 --> 00:07:24.000]  而忘記我們每個人都有我們自己的責任
[00:07:24.000 --> 00:07:30.000]  於是你們可能會讀到
[00:07:30.000 --> 00:07:34.000]  以色列人在抗日四十年那種硬著脖子
[00:07:36.000 --> 00:07:38.000]  我們讀到史詩記
[00:07:38.000 --> 00:07:42.000]  有七個惡性循環
[00:07:42.000 --> 00:07:49.000]  因此整個生命記神學反省就做了一個結論
[00:07:49.000 --> 00:07:56.000]  他們認為猶太人為何會弄到神學裏面
[00:07:56.000 --> 00:08:01.000]  他們認為猶太人為何會進入神學裏面
[00:08:06.000 --> 00:08:08.000]  他們認為猶太人為何會國破家亡
[00:08:08.000 --> 00:08:14.000]  有兩個原因
[00:08:14.000 --> 00:08:17.000]  第一個是離棄上主的律法
[00:08:17.000 --> 00:08:21.000]  第二是隨從外邦人敬拜偶像
[00:08:21.000 --> 00:08:27.000]  這兩個神學的反省就好像銀幣的一色兩面
[00:08:33.000 --> 00:08:35.000]  當人如果沒有上帝的律法
[00:08:35.000 --> 00:08:37.000]  作為人生的價值和基石呢
[00:08:37.000 --> 00:08:42.000]  指引
[00:08:42.000 --> 00:08:45.000]  他自然會心中無神目中無人
[00:08:45.000 --> 00:08:51.000]  更可悲的是慢慢會出現一種
[00:08:51.000 --> 00:08:53.000]  我們叫做自我感覺良好
[00:08:53.000 --> 00:08:58.000]  集體犯罪
[00:08:58.000 --> 00:09:01.000]  以色列人就是這樣的一個反省
[00:09:03.000 --> 00:09:04.000]  下一步他們又覺得
[00:09:04.000 --> 00:09:08.000]  信奉上帝那個所謂分別為聖的生活
[00:09:08.000 --> 00:09:16.000]  這種宗教生活太沉悶了
[00:09:16.000 --> 00:09:21.000]  比起敬拜外邦的偶像來得多姿多彩
[00:09:21.000 --> 00:09:30.000]  我們研究嘉南古代義邦的宗教
[00:09:33.000 --> 00:09:35.000]  研究古代外邦的義邦宗教
[00:09:35.000 --> 00:09:38.000]  他們通常是有一個所謂格式的
[00:09:38.000 --> 00:09:42.000]  可能透過這個節期
[00:09:42.000 --> 00:09:48.000]  然後大家有一些所謂大食會的慶祝
[00:09:48.000 --> 00:09:57.000]  然後就有一些祭祀敬拜的活動
[00:10:00.000 --> 00:10:03.000]  然後之後其實最不堪的
[00:10:03.000 --> 00:10:05.000]  就是一些所謂集體的
[00:10:05.000 --> 00:10:08.000]  很敗壞道德的行為
[00:10:08.000 --> 00:10:14.000]  可能對以色列人來說這些真的太吸引了
[00:10:14.000 --> 00:10:19.000]  你敬拜上帝原來這麼沉悶
[00:10:19.000 --> 00:10:20.000]  這樣又不做得
[00:10:20.000 --> 00:10:21.000]  那樣又不做得
[00:10:21.000 --> 00:10:26.000]  誰知道這種價值取向
[00:10:26.000 --> 00:10:28.000]  或者這種焦點的轉移呢
[00:10:31.000 --> 00:10:32.000]  變成溫水煮蛙
[00:10:32.000 --> 00:10:36.000]  可能起初生活都如常的
[00:10:36.000 --> 00:10:41.000]  某個程度我們又敬拜上帝
[00:10:41.000 --> 00:10:47.000]  另外我們又參與這些外邦宗教的生活
[00:10:47.000 --> 00:10:53.000]  宗教生活
[00:10:53.000 --> 00:10:57.000]  我們覺得其實只不過是對我們的生活添了一份色彩而已
[00:11:01.000 --> 00:11:03.000]  但是習慣就成自然
[00:11:03.000 --> 00:11:06.000]  離上帝越來越遠
[00:11:06.000 --> 00:11:10.000]  想回頭又談何容易呢
[00:11:10.000 --> 00:11:14.000]  結果整個民族就一步一步朝向滅亡
[00:11:14.000 --> 00:11:20.000]  這個事情不是單獨事件
[00:11:20.000 --> 00:11:24.000]  你讀舊約整個歷史都是一個這樣的模式
[00:11:29.000 --> 00:11:32.000]  例如我們舉例阿伯拉罕和色日的羅德
[00:11:32.000 --> 00:11:38.000]  阿伯拉罕跟羅德
[00:11:38.000 --> 00:11:42.000]  他們曾經因為大家的生速增加而起了一些紛爭
[00:11:42.000 --> 00:11:49.000]  結果最後協議分家
[00:11:49.000 --> 00:11:53.000]  阿伯拉罕作為長輩
[00:11:53.000 --> 00:11:57.000]  他就讓他自己的侄兒羅德
[00:11:57.000 --> 00:11:59.000]  宣選那個地點
[00:11:59.000 --> 00:12:04.000]  當時聖經記載羅德舉目
[00:12:04.000 --> 00:12:06.000]  看到約旦河整個平原
[00:12:06.000 --> 00:12:11.000]  都是肥美之地
[00:12:11.000 --> 00:12:14.000]  他就選擇在那裏定居
[00:12:14.000 --> 00:12:20.000]  然後聖經形容那個地方是很近索多瑪和阿伯拉
[00:12:24.000 --> 00:12:28.000]  聖經有一句說話形容羅德後來的生活是怎樣的
[00:12:28.000 --> 00:12:34.000]  羅德是漸漸羅移帳篷
[00:12:34.000 --> 00:12:39.000]  直到索多瑪
[00:12:39.000 --> 00:12:43.000]  索多瑪的人在耶和華的面前最大惡極
[00:12:43.000 --> 00:12:48.000]  大家看到那個次序嗎
[00:12:48.000 --> 00:12:53.000]  羅德是先選約旦平原這個肥沃的土地
[00:12:54.000 --> 00:12:57.000]  先選約旦河這個肥沃之地
[00:12:57.000 --> 00:12:59.000]  但是他的帳篷
[00:12:59.000 --> 00:13:01.000]  古代是遊牧民族
[00:13:01.000 --> 00:13:05.000]  他推一下又過一點
[00:13:05.000 --> 00:13:09.000]  結果就搬到索多瑪和阿伯拉
[00:13:09.000 --> 00:13:14.000]  大家都知道羅德的結局
[00:13:14.000 --> 00:13:20.000]  上帝要審判索多瑪和阿伯拉
[00:13:23.000 --> 00:13:26.000]  結果就出現一幕所謂天火焚城的故事
[00:13:26.000 --> 00:13:35.000]  羅德帶著他的太太和女兒想逃上山上去躲避
[00:13:35.000 --> 00:13:43.000]  他的太太一個轉頭就變成一個鹽柱
[00:13:43.000 --> 00:13:48.000]  如果你們去以色列還看到這個鹽柱
[00:13:48.000 --> 00:13:51.000]  據聞是羅德的太太
[00:13:54.000 --> 00:13:56.000]  羅德和女兒上到山上
[00:13:56.000 --> 00:14:00.000]  你熟悉聖經你知道發生什麼事情嗎
[00:14:00.000 --> 00:14:05.000]  羅德竟然喝醉酒
[00:14:05.000 --> 00:14:09.000]  先後跟他兩個女兒亂倫
[00:14:09.000 --> 00:14:15.000]  結果就生了摩訶和啞滿人
[00:14:15.000 --> 00:14:19.000]  結果就生下了摩訶和啞滿人
[00:14:19.000 --> 00:14:22.000]  結果就生下了摩訶和啞滿人
[00:14:24.000 --> 00:14:27.000]  這兩個民族就世世代代和以色列人為仇
[00:14:27.000 --> 00:14:33.000]  我在說這種價值焦點的轉移
[00:14:33.000 --> 00:14:38.000]  結果就導致一敗塗地
[00:14:38.000 --> 00:14:43.000]  如果我們在這幅大的圖畫襯托之下
[00:14:43.000 --> 00:14:52.000]  你先讀得明白今天早上摩西這段臨別陣營的說話
[00:14:53.000 --> 00:14:57.000]  你才懂得看懂這篇摩西臨別陣營
[00:14:57.000 --> 00:15:08.000]  摩西為什麼呼天搶地
[00:15:08.000 --> 00:15:13.000]  用生死禍福為言聳聽的做臨別陣營
[00:15:13.000 --> 00:15:16.000]  因為從歷史的發展
[00:15:16.000 --> 00:15:20.000]  以色列人最終就被亡國漏到巴比倫裡面
[00:15:24.000 --> 00:15:25.000]  受盡虎頭
[00:15:25.000 --> 00:15:28.000]  回想國破家亡
[00:15:28.000 --> 00:15:33.000]  回想流落一幫圍爐的體驗
[00:15:33.000 --> 00:15:39.000]  一個是終生都不能忘記的教訓
[00:15:39.000 --> 00:15:45.000]  他們才會想起摩西這個臨別陣營
[00:15:45.000 --> 00:15:51.000]  語重心長提醒他們
[00:15:54.000 --> 00:15:57.000]  整個生命記三十章大概可以分兩個段落
[00:15:57.000 --> 00:16:04.000]  第一個段落是講到復興的應許
[00:16:04.000 --> 00:16:11.000]  第二個段落是講要遵行上帝的聖約
[00:16:11.000 --> 00:16:16.000]  我今天早上是講第二個段落
[00:16:16.000 --> 00:16:20.000]  如果我們收窄那個歷史背景
[00:16:22.000 --> 00:16:24.000]  摩西是帶領以色列人出埃及
[00:16:24.000 --> 00:16:26.000]  經過四十年曠野的生活
[00:16:26.000 --> 00:16:36.000]  終於來到耶利哥對面的摩亞庭園
[00:16:36.000 --> 00:16:45.000]  他們都將會有一位新的領袖約書亞起來
[00:16:45.000 --> 00:16:47.000]  承接摩西的領袖的工作
[00:16:52.000 --> 00:16:55.000]  帶領以色列人渡過約旦河進入迦南
[00:16:55.000 --> 00:17:07.000]  連我的摩西知道自己是進不了迦南
[00:17:07.000 --> 00:17:13.000]  他只能隔岸去看到迦南美地
[00:17:13.000 --> 00:17:20.000]  因為他在曠野棄打盆石
[00:17:23.000 --> 00:17:25.000]  結果這個行動觸怒了上帝
[00:17:25.000 --> 00:17:29.000]  他沒辦法進入迦南美地
[00:17:29.000 --> 00:17:33.000]  你想想他四十年人生的奮鬥
[00:17:33.000 --> 00:17:37.000]  他也要死在曠野
[00:17:37.000 --> 00:17:42.000]  所以這一段是他臨離世前
[00:17:42.000 --> 00:17:48.000]  以色列人橫渡約旦河進入迦南的時候
[00:17:52.000 --> 00:17:53.000]  他說的臨別陣營
[00:17:53.000 --> 00:18:00.000]  如果你再仔細讀聖經
[00:18:00.000 --> 00:18:06.000]  跟摩西那一代的以色列人幾乎全部死在曠野
[00:18:06.000 --> 00:18:12.000]  包括摩西自己也是
[00:18:12.000 --> 00:18:16.000]  能夠剩下可以進入迦南的
[00:18:16.000 --> 00:18:19.000]  只有約書亞和迦南
[00:18:23.000 --> 00:18:24.000]  還有第二代的以色列人
[00:18:24.000 --> 00:18:28.000]  所以換句話說
[00:18:28.000 --> 00:18:29.000]  歐世今日的臨別陣營
[00:18:29.000 --> 00:18:32.000]  是主要跟第二代的以色列人提醒
[00:18:32.000 --> 00:18:40.000]  這段的內容是重申律法的重要性
[00:18:40.000 --> 00:18:46.000]  當然我們說的律法
[00:18:46.000 --> 00:18:48.000]  是當時還有一些片段的律法
[00:18:53.000 --> 00:18:54.000]  以色列人要面對的
[00:18:54.000 --> 00:18:56.000]  不是再是曠野的艱苦
[00:18:56.000 --> 00:19:01.000]  他們即將要面對迦南的敵人
[00:19:01.000 --> 00:19:06.000]  他們要被建立成為一支義和的軍隊
[00:19:06.000 --> 00:19:10.000]  去佔領這個英許之地
[00:19:10.000 --> 00:19:15.000]  但是在臨進入迦南地之前
[00:19:20.000 --> 00:19:22.000]  似乎摩西已經預見這個以色列人
[00:19:22.000 --> 00:19:25.000]  將會離棄耶和華的律法
[00:19:25.000 --> 00:19:32.000]  他們會遭受那個審判
[00:19:32.000 --> 00:19:36.000]  被擄到外邦那種慘況
[00:19:36.000 --> 00:19:40.000]  所以他就作出一個警告
[00:19:40.000 --> 00:19:43.000]  作出一個提醒
[00:19:43.000 --> 00:19:48.000]  如果以色列人不服從上帝的後果
[00:19:49.000 --> 00:19:50.000]  是非常嚴重的
[00:19:50.000 --> 00:19:57.000]  選擇去跟從上帝的人生
[00:19:57.000 --> 00:19:59.000]  就是一條活路
[00:19:59.000 --> 00:20:05.000]  你選擇隨從這些外邦的偶像
[00:20:05.000 --> 00:20:09.000]  結果就是一條死路
[00:20:09.000 --> 00:20:13.000]  歷史沒有如果
[00:20:13.000 --> 00:20:16.000]  只有結果
[00:20:16.000 --> 00:20:18.000]  大家都知道獨舊約
[00:20:18.000 --> 00:20:19.000]  你知道以色列人選了一條
[00:20:19.000 --> 00:20:21.000]  隨從外邦偶像的路
[00:20:21.000 --> 00:20:28.000]  所以他們一直在
[00:20:28.000 --> 00:20:31.000]  所有列強那種郵輪之下
[00:20:31.000 --> 00:20:33.000]  過了悲慘的幾百年的生活
[00:20:33.000 --> 00:20:42.000]  在十一節那裡
[00:20:42.000 --> 00:20:46.000]  摩西就重新誡命那個重要性
[00:20:49.000 --> 00:20:50.000]  他這邊提到
[00:20:50.000 --> 00:20:52.000]  我今天所吩咐你的誡命
[00:20:52.000 --> 00:20:57.000]  不是你難行的
[00:20:57.000 --> 00:21:00.000]  也都不是離你遠的
[00:21:00.000 --> 00:21:04.000]  現代有不同的翻譯的版本
[00:21:04.000 --> 00:21:07.000]  將今天翻譯為
[00:21:07.000 --> 00:21:09.000]  因為或者其實
[00:21:09.000 --> 00:21:14.000]  其實那個意思就是說
[00:21:14.000 --> 00:21:16.000]  其實摩西的文化
[00:21:17.000 --> 00:21:20.000]  其實摩西吩咐以色列人的誡命
[00:21:20.000 --> 00:21:26.000]  不是難行的
[00:21:26.000 --> 00:21:29.000]  不是超乎常人所理解的
[00:21:29.000 --> 00:21:33.000]  不是你們能力做不到的
[00:21:33.000 --> 00:21:37.000]  上帝的教導也都不是遙不可及的
[00:21:37.000 --> 00:21:40.000]  不是無從獲得的
[00:21:40.000 --> 00:21:43.000]  因為在十二十三節
[00:21:45.000 --> 00:21:47.000]  摩西就代入以色列人處境裡面
[00:21:47.000 --> 00:21:52.000]  知道他們一定會提出一些抗議
[00:21:52.000 --> 00:21:55.000]  或者作出申辯
[00:21:55.000 --> 00:21:57.000]  他們的申辯的理由就是
[00:21:57.000 --> 00:21:59.000]  我不是不想遵從上帝的話
[00:21:59.000 --> 00:22:04.000]  因為我不清楚
[00:22:04.000 --> 00:22:06.000]  我無從遵守
[00:22:06.000 --> 00:22:09.000]  我只是無心之失
[00:22:09.000 --> 00:22:12.000]  我早前說過
[00:22:12.000 --> 00:22:14.000]  那時候還沒有成文的摩西五經
[00:22:15.000 --> 00:22:16.000]  我再重申一次
[00:22:16.000 --> 00:22:18.000]  那時候還沒有成文的
[00:22:18.000 --> 00:22:22.000]  所以他們只是有一些零碎的篇幅而已
[00:22:22.000 --> 00:22:26.000]  所以在十二至十三節裡面
[00:22:26.000 --> 00:22:31.000]  就有兩句平行意思的否定句
[00:22:31.000 --> 00:22:35.000]  以色列人
[00:22:35.000 --> 00:22:38.000]  摩西代以色列人好像提出一個疑問
[00:22:38.000 --> 00:22:43.000]  他說誰替我們上天取下來呢
[00:22:45.000 --> 00:22:47.000]  使我們可以聽見遵行
[00:22:47.000 --> 00:22:51.000]  誰替我們過海取了來
[00:22:51.000 --> 00:22:55.000]  使我們聽見和遵行呢
[00:22:55.000 --> 00:22:57.000]  你看到兩個句子
[00:22:57.000 --> 00:22:58.000]  一個是平行
[00:22:58.000 --> 00:23:01.000]  就是重覆上山下海
[00:23:01.000 --> 00:23:06.000]  以色列人認為
[00:23:06.000 --> 00:23:09.000]  上帝的啟示是莫測高深
[00:23:09.000 --> 00:23:14.000]  高高在上
[00:23:16.000 --> 00:23:18.000]  遠遠在海角天涯
[00:23:18.000 --> 00:23:21.000]  他們懷疑自己哪有能力去明白
[00:23:21.000 --> 00:23:23.000]  去遵從上帝的話呢
[00:23:23.000 --> 00:23:29.000]  只有少數特殊的人才明白
[00:23:29.000 --> 00:23:32.000]  所以呢
[00:23:32.000 --> 00:23:36.000]  當時如果在三十章這個場景的歷史背景
[00:23:36.000 --> 00:23:40.000]  我剛才提到
[00:23:40.000 --> 00:23:44.000]  律法仍然是比較一些斷桿殘篇
[00:23:46.000 --> 00:23:50.000]  當時的律法是一些我們叫口傳的歷史
[00:23:50.000 --> 00:23:56.000]  所以他們以色列人認為
[00:23:56.000 --> 00:23:58.000]  不是我不想做
[00:23:58.000 --> 00:24:04.000]  我們不像你今天有一本聖經可以讀
[00:24:04.000 --> 00:24:10.000]  所以他們就推測
[00:24:10.000 --> 00:24:11.000]  他們不是推測
[00:24:11.000 --> 00:24:15.000]  他們就是推討我又不可以上天
[00:24:15.000 --> 00:24:17.000]  又不可以去過海拿到神的律法
[00:24:17.000 --> 00:24:23.000]  這是不是一個事實呢
[00:24:23.000 --> 00:24:27.000]  十四節摩西就做了一個對比
[00:24:27.000 --> 00:24:28.000]  和十一節
[00:24:28.000 --> 00:24:33.000]  你們說很難行的
[00:24:33.000 --> 00:24:36.000]  是離我們很遠的
[00:24:36.000 --> 00:24:39.000]  我們要上天去拿的
[00:24:40.000 --> 00:24:42.000]  我們要去到海角天涯那裡拿的
[00:24:42.000 --> 00:24:45.000]  十四節那裡就做了一個對比
[00:24:45.000 --> 00:24:49.000]  或者和十三節做了一個對比
[00:24:49.000 --> 00:24:52.000]  他說這句話
[00:24:52.000 --> 00:24:55.000]  就是上帝的律法離你甚近
[00:24:55.000 --> 00:25:01.000]  離你甚近
[00:25:01.000 --> 00:25:03.000]  就在你口中
[00:25:03.000 --> 00:25:04.000]  就在你口中
[00:25:04.000 --> 00:25:05.000]  就在你心裡
[00:25:05.000 --> 00:25:06.000]  就在你心裡
[00:25:06.000 --> 00:25:08.000]  使你可以去遵行
[00:25:08.000 --> 00:25:09.000]  使你可以去遵行
[00:25:09.000 --> 00:25:12.000]  他就明顯和十一節
[00:25:12.000 --> 00:25:15.000]  你那個遠和難做了一個對比
[00:25:15.000 --> 00:25:18.000]  他就明顯跟第十一節做遠
[00:25:18.000 --> 00:25:19.000]  做了一個對比
[00:25:19.000 --> 00:25:21.000]  因為從那個距離上面
[00:25:21.000 --> 00:25:23.000]  因為從距離上面
[00:25:23.000 --> 00:25:25.000]  摩西想強調
[00:25:25.000 --> 00:25:27.000]  不是離你們甚遠
[00:25:27.000 --> 00:25:29.000]  摩西所強調的不是離你甚遠的
[00:25:29.000 --> 00:25:30.000]  不是在天上
[00:25:30.000 --> 00:25:31.000]  不是在天上
[00:25:31.000 --> 00:25:32.000]  不是在海裡邊
[00:25:32.000 --> 00:25:33.000]  也不是在海裡面
[00:25:33.000 --> 00:25:34.000]  反過來
[00:25:34.000 --> 00:25:35.000]  反過來
[00:25:35.000 --> 00:25:36.000]  離你們很近的
[00:25:36.000 --> 00:25:37.000]  離你們很近的
[00:25:37.000 --> 00:25:39.000]  你們可以隨手可得
[00:25:39.000 --> 00:25:40.000]  你們可以隨手可得
[00:25:40.000 --> 00:25:41.000]  近到怎樣
[00:25:41.000 --> 00:25:42.000]  近到怎樣呢
[00:25:42.000 --> 00:25:44.000]  就是你身體的一部份
[00:25:44.000 --> 00:25:45.000]  就是你身體的一部份
[00:25:45.000 --> 00:25:46.000]  就在你的口中
[00:25:46.000 --> 00:25:47.000]  就在你的口中
[00:25:47.000 --> 00:25:48.000]  就在你心裡
[00:25:48.000 --> 00:25:49.000]  就在你心裡
[00:25:49.000 --> 00:25:52.000]  當然口和心是一種文學的修辭
[00:25:52.000 --> 00:26:01.000]  當然我不會把聖經掛在心裡
[00:26:01.000 --> 00:26:05.000]  我又不會像小狗一樣擔著聖經
[00:26:08.000 --> 00:26:11.000]  有學者形容這個口是對外
[00:26:11.000 --> 00:26:16.000]  心是對內的
[00:26:16.000 --> 00:26:20.000]  意思就是如果人把神的話語藏在心裡
[00:26:20.000 --> 00:26:25.000]  晝夜思想
[00:26:25.000 --> 00:26:27.000]  反覆的默想
[00:26:27.000 --> 00:26:30.000]  成為生命的一部份
[00:26:30.000 --> 00:26:32.000]  有諸於內
[00:26:35.000 --> 00:26:37.000]  自然凝珠以外
[00:26:37.000 --> 00:26:40.000]  可以用口去中毒
[00:26:40.000 --> 00:26:44.000]  可以用口去宣講
[00:26:44.000 --> 00:26:47.000]  神的話語臨到人
[00:26:47.000 --> 00:26:49.000]  是人人都可以隨手可得
[00:26:49.000 --> 00:26:56.000]  人人都可以遵行
[00:26:56.000 --> 00:27:01.000]  以色列人不可以用一個推唐
[00:27:04.000 --> 00:27:06.000]  說太遠了所以我沒辦法去遵行
[00:27:06.000 --> 00:27:11.000]  到了十五到十八節
[00:27:11.000 --> 00:27:13.000]  摩西華風一轉
[00:27:13.000 --> 00:27:19.000]  整個語境就開始變得嚴肅了
[00:27:19.000 --> 00:27:23.000]  它不是再墮入生變
[00:27:23.000 --> 00:27:28.000]  而是好像生死禍福的對話
[00:27:31.000 --> 00:27:34.000]  十五節「看啊」這個詞
[00:27:34.000 --> 00:27:38.000]  是一個感嘆詞
[00:27:38.000 --> 00:27:41.000]  其實提醒以色列人一個醒覺
[00:27:41.000 --> 00:27:47.000]  或者好像在一個軍隊裡面
[00:27:47.000 --> 00:27:52.000]  一個司令員向士兵發出一個attention
[00:27:52.000 --> 00:27:54.000]  你們要注意一個口號
[00:27:58.000 --> 00:28:01.000]  他們要注意以下宣佈的真理
[00:28:01.000 --> 00:28:07.000]  這項真理是涉及生與死 禍與福
[00:28:07.000 --> 00:28:13.000]  這種我們叫做文學上對比的用法
[00:28:13.000 --> 00:28:22.000]  它是描寫兩個不同的命運和結局
[00:28:25.000 --> 00:28:28.000]  人必須要在這兩個不同的命運的結局裡
[00:28:28.000 --> 00:28:30.000]  作出一個明智的選擇
[00:28:30.000 --> 00:28:39.000]  留意十六節有三個很重要的動詞
[00:28:39.000 --> 00:28:47.000]  這三個動詞的行動都指向上帝和上帝的律法
[00:28:47.000 --> 00:28:52.000]  它說「愛耶和華你的神」
[00:28:53.000 --> 00:28:55.000]  「進行祂的道」
[00:28:55.000 --> 00:28:58.000]  「謹守祂的誡命」
[00:28:58.000 --> 00:29:01.000]  「律法和典章」
[00:29:01.000 --> 00:29:05.000]  如果我們再仔細去分析這三個動詞
[00:29:05.000 --> 00:29:11.000]  我們會留意到有一個進程
[00:29:11.000 --> 00:29:17.000]  它首先是「愛耶和華你的神」
[00:29:17.000 --> 00:29:21.000]  它認為這是一個根本
[00:29:22.000 --> 00:29:26.000]  整個舊約就強調上帝是與人立約的神
[00:29:26.000 --> 00:29:34.000]  所以上帝是用祂永不改變的詞「愛」與人立約
[00:29:34.000 --> 00:29:41.000]  其實祂要求人的回應
[00:29:41.000 --> 00:29:46.000]  都是用那種尊崇的愛去回饋上帝
[00:29:53.000 --> 00:29:58.000]  而這個「愛」亦都作為人神之間的關係的重點
[00:29:58.000 --> 00:30:05.000]  如果我和上帝的關係是一種懼怕恐懼
[00:30:05.000 --> 00:30:13.000]  或者是被強迫要去做一些事情去討喜悅的
[00:30:13.000 --> 00:30:18.000]  一定是做得不長久的
[00:30:18.000 --> 00:30:21.000]  如果我是愛這位上帝
[00:30:23.000 --> 00:30:28.000]  我是甘心樂意體會祂對我的無微不至的愛
[00:30:28.000 --> 00:30:35.000]  所以我做的一切
[00:30:35.000 --> 00:30:38.000]  我是順理成章的
[00:30:38.000 --> 00:30:41.000]  我不會覺得是超越了我的範圍
[00:30:41.000 --> 00:30:44.000]  我不覺得這位上帝壓榨我
[00:30:44.000 --> 00:30:48.000]  因為祂太愛我了
[00:30:49.000 --> 00:30:52.000]  我所做的只是千萬分之一去作出一個回報
[00:30:52.000 --> 00:30:56.000]  所以愛上帝是那個因
[00:30:56.000 --> 00:31:02.000]  遵守及謹守祂的道
[00:31:02.000 --> 00:31:06.000]  誡命律法
[00:31:06.000 --> 00:31:09.000]  戒命律法典章司
[00:31:09.000 --> 00:31:12.000]  如果我們說以果推因
[00:31:12.000 --> 00:31:15.000]  你不愛上帝
[00:31:15.000 --> 00:31:17.000]  你怎會遵行祂的話呢
[00:31:19.000 --> 00:31:21.000]  如果你不遵行祂的話
[00:31:21.000 --> 00:31:25.000]  你怎會相信你愛上帝呢
