
[00:00:00.000 --> 00:00:03.700]  基督教的信仰是改變生命的信仰,
[00:02:40.000 --> 00:02:46.400]  聽見有聲音對他說,掃羅,掃羅,你爲什麼逼迫我?
[00:02:46.400 --> 00:02:52.600]  他說,主啊,你是誰?主說,我就是你所逼迫的耶穌。
[00:02:52.600 --> 00:02:58.300]  起來,進城去,你所當做的事,必有人告訴你。
[00:02:58.300 --> 00:03:04.900]  掃羅這一段在大馬士革路上的經歷,我稱他爲大馬士革的奇遇記。
[00:03:04.900 --> 00:03:07.100]  爲什麼說是奇遇記呢?
[00:03:07.100 --> 00:03:15.400]  他的奇遇記遠遠比1719年出版的小說羅賓生奇遇記更加精彩萬分。
[00:03:15.400 --> 00:03:20.000]  因爲掃羅在大馬士革路上的奇遇改變了他的一生,
[00:03:20.000 --> 00:03:25.300]  不但改變了他的一生,也因此影響了整個基督教界,
[00:03:25.300 --> 00:03:27.700]  影響了世世代代。
[00:03:27.700 --> 00:03:29.700]  我們先來做幾個重要的觀察。
[00:03:29.700 --> 00:03:38.500]  首先,這裏說掃羅這個人,掃羅的名字是西伯來文的名字,叫掃羅壽。
[00:03:38.500 --> 00:03:43.100]  可能是他父母親想到他們當時以色列第一個國王,記得嗎?
[00:03:43.100 --> 00:03:47.500]  掃羅王,也同樣是跟掃羅一樣,汴亞敏支派的人,
[00:03:47.500 --> 00:03:50.100]  因此父母親叫他叫掃羅。
[00:03:50.100 --> 00:03:56.200]  後來,其實他的父親是羅馬的公民,在羅馬時代的生活,
[00:03:56.200 --> 00:04:00.600]  因此給他另外一個名字叫polus,polus就是保羅。
[00:04:00.600 --> 00:04:05.500]  保羅的意思是什麼呢?保羅的意思就是說微小卑微的。
[00:04:05.500 --> 00:04:08.200]  換句話說,在羅馬世代服侍的保羅,
[00:04:08.200 --> 00:04:13.100]  後來就一致再用他羅馬的名字,拉丁文的名字,
[00:04:13.100 --> 00:04:16.000]  就是保羅這個名字,不再用他的名字掃羅。
[00:04:16.000 --> 00:04:19.000]  這裏面告訴我們說,在史羅西納第十三章第九節,
[00:04:19.000 --> 00:04:22.300]  掃羅也名叫保羅。
[00:04:22.300 --> 00:04:25.300]  第二,這個掃羅到底是什麼樣一個人呢?
[00:04:25.300 --> 00:04:30.600]  他是猶太人的一個拉比,非常懂得舊約律法,
[00:04:30.600 --> 00:04:36.700]  而且他在非常出名的法利塞人的老師加瑪略的底下成爲他的大弟子。
[00:04:36.700 --> 00:04:39.700]  可以說他是法利塞中的法利塞人,
[00:04:39.700 --> 00:04:44.400]  非常敬虔遵守猶太教律法的一個人。
[00:04:44.400 --> 00:04:49.500]  因此當他聽說有人說耶穌基督這位被釘死在十字架的囚犯,
[00:04:49.500 --> 00:04:52.600]  耶穌基督是誰的兒子的時候,他非常生氣,
[00:04:52.600 --> 00:04:56.000]  就來逼迫所有相信這個道的人。
[00:04:56.000 --> 00:04:59.300]  所以我們可以說掃羅他的個性是非常的幹練,
[00:04:59.300 --> 00:05:03.800]  也是非常的積極分子的一種,也是非常掌控型的一個人。
[00:05:03.800 --> 00:05:08.500]  因此他到處去抓拿信奉耶穌基督的人,要把他架在監獄裏面,
[00:05:08.500 --> 00:05:14.100]  就像當年這些法利塞人來逼迫耶穌基督一樣。
[00:05:14.100 --> 00:05:19.000]  然後我們也看到,第三方面,他到大馬士革去,
[00:05:19.000 --> 00:05:23.200]  拿了文書,從大祭司那裏拿了文書,要到大馬士革去,
[00:05:23.200 --> 00:05:26.700]  把這些信徒抓到耶路撒冷來受刑罰。
[00:05:26.700 --> 00:05:28.300]  爲什麼要到大馬士革去呢?
[00:05:28.300 --> 00:05:34.000]  大馬士革其實是很多基督徒因爲要逃離在耶路撒冷的逼迫,
[00:05:34.000 --> 00:05:39.000]  他們就紛紛地逃到大馬士革或者大馬士這個地方去。
[00:05:39.000 --> 00:05:43.700]  大馬士革其實離開耶路撒冷一共有兩百二十公里,
[00:05:43.700 --> 00:05:47.600]  如果用走路來算的話,可能需要七到十天的時間。
[00:05:47.600 --> 00:05:51.900]  如果是騎馬或者騎駱駝的話,可能需要五到七天的時間。
[00:05:51.900 --> 00:05:57.500]  所以在遙遠的路途當中,保羅就帶着這個文件要到大馬士革去,
[00:05:57.500 --> 00:06:02.500]  想要抓拿這些信奉耶穌基督的人回到耶路撒冷受刑罰。
[00:06:02.500 --> 00:06:05.500]  沒想到就在途中的時候,就有一個大光在那裏,
[00:06:05.500 --> 00:06:10.300]  所以忽然間他快到大馬士革,忽然間有大光照下來,
[00:06:10.300 --> 00:06:15.800]  不是太陽的光,乃是耶和華榮耀的榮光照在他身上。
[00:06:15.800 --> 00:06:20.500]  不能照得前面,他四圍都被這個榮光所照住。
[00:06:20.500 --> 00:06:25.800]  你想想看,爲什麼耶穌基督復活的主要向這位
[00:06:25.800 --> 00:06:30.100]  逼迫他門徒的掃羅顯現呢?
[00:06:30.100 --> 00:06:34.800]  我相信只有一個原因,因爲耶穌要使用充滿熱情的人。
[00:06:34.800 --> 00:06:38.600]  看到沒有,耶穌要使用充滿熱情的人。
[00:06:38.600 --> 00:06:42.500]  首先他來尋找生命充滿熱情的人,
[00:06:42.500 --> 00:06:46.500]  掃羅可以說是生命充滿熱情的一個人,
[00:06:46.500 --> 00:06:50.100]  他在尋找生命有熱情的人。
[00:06:50.100 --> 00:06:53.600]  請問你對你的生命有熱情嗎?
[00:06:53.600 --> 00:06:55.300]  有,感謝大美主。
[00:06:55.300 --> 00:06:59.900]  但是我們生命熱情的對象、目標往往不一樣。
[00:06:59.900 --> 00:07:04.300]  有些人非常熱情於美食、燒飯,
[00:07:04.300 --> 00:07:09.200]  記得要將你們的食譜記上來,我們有生命和傳承這個食譜。
[00:07:09.200 --> 00:07:14.900]  有些人的熱情在於畫畫,在於寫作,有些人做於園丁。
[00:07:14.900 --> 00:07:17.900]  那有些弟兄們他們的熱情是什麼?是運動。
[00:07:17.900 --> 00:07:22.100]  今天下午我們會有美式足球的超級盃,
[00:07:22.100 --> 00:07:30.100]  就是有西雅圖的海鷹隊對英格蘭的愛國者要有一個決賽。
[00:07:30.100 --> 00:07:35.200]  所以請你現在專心聽,球賽在下午,聚會完了以後纔開始的,要專心聽。
[00:07:35.200 --> 00:07:38.100]  所以有不同的熱愛。
[00:07:38.100 --> 00:07:41.300]  請問你熱愛的是什麼?
[00:07:41.300 --> 00:07:46.900]  保羅他熱愛的是宗教,因爲他有這個宗教款。
[00:07:46.900 --> 00:07:53.900]  他非常熱愛猶太教,因此他到處逼迫那些相信耶穌從死裏復活的人,
[00:07:53.900 --> 00:07:57.300]  相信耶穌是神的兒子,是彌賽的那些人。
[00:07:57.300 --> 00:08:03.600]  所以耶穌基督在尋找的時候去尋找這位充滿熱情的掃羅。
[00:08:03.600 --> 00:08:07.300]  那你看看耶穌如何對待掃羅的熱情呢?
[00:08:07.300 --> 00:08:11.000]  我們來看看第八節,第九節,十六項第九章。
[00:08:11.000 --> 00:08:12.200]  這裏說什麼呢?
[00:08:12.200 --> 00:08:14.900]  第九章,我們來看看。
[00:08:14.900 --> 00:08:20.600]  第八節說,掃羅從地上起來,睜開眼睛,竟不能看見什麼?
[00:08:20.600 --> 00:08:29.400]  有人拉他的手,領他進了大馬寺,三日不能看見,也不喫也不喝。
[00:08:29.400 --> 00:08:31.600]  掃羅是一個領袖型的一個人,
[00:08:31.600 --> 00:08:36.100]  現在竟然要被人家拉着他的手,才能夠進到大馬寺閣。
[00:08:36.100 --> 00:08:39.900]  對他來說,真是一個學習鮮卑的功課。
[00:08:39.900 --> 00:08:48.800]  三天他看不見東西,三天他在那裏進食禱告,不喫不喝。
[00:08:48.800 --> 00:08:52.100]  請問你有三天什麼都看不見的經歷嗎?
[00:08:52.100 --> 00:08:55.400]  你可想象這是多麼難受,多麼難過的日子。
[00:08:55.400 --> 00:08:59.800]  我雖然沒有,但是很多年前,我右邊因爲眼睛受傷,
[00:08:59.800 --> 00:09:04.800]  所以我大概五天的時間只能夠用左眼,那時已經很辛苦了。
[00:09:04.800 --> 00:09:07.700]  你可以想象,三天什麼都看不見。
[00:09:07.700 --> 00:09:12.100]  作爲這種激進派的一個人,這種非常乾裂型的一個人,
[00:09:12.100 --> 00:09:14.900]  掌控型的一個人,什麼都不能做,三天的時間。
[00:09:14.900 --> 00:09:17.100]  我相信神就使用這三天的時間,
[00:09:17.100 --> 00:09:23.900]  讓掃羅好好地反覆思想他過去所做的一切事。
[00:09:23.900 --> 00:09:26.900]  同時也要好好地檢討他過去的生命,
[00:09:26.900 --> 00:09:30.300]  好好地反省到底他做了什麼事情。
[00:09:30.300 --> 00:09:35.400]  我相信經過這三天的反省,三天的這樣的思想,三天的這樣的檢討,
[00:09:35.400 --> 00:09:38.400]  保羅領悟了三個非常重要的道理。
[00:09:38.400 --> 00:09:43.400]  首先第一,就是不要把熱情放在錯誤的目標上。
[00:09:43.400 --> 00:09:47.800]  他旁邊說不要把熱情放在錯誤的目標上。
[00:09:47.800 --> 00:09:50.900]  只能不要把熱情放在錯誤的目標上。
[00:09:50.900 --> 00:09:54.600]  他過去真的充滿了熱情啊,充滿宗教的熱情,
[00:09:54.600 --> 00:09:58.100]  猶太教的熱情,可以說這個宗教狂。
[00:09:58.100 --> 00:10:03.800]  但是現在後來發現到原來他所逼迫的耶穌基督的信徒,
[00:10:03.800 --> 00:10:09.300]  耶穌基督真的是從死裏復活了。
[00:10:09.300 --> 00:10:17.400]  他知道在大馬色路上他正遇見了這位從死裏復活的耶穌基督。
[00:10:17.400 --> 00:10:24.000]  他才領悟他過去把他的熱情放在錯誤的事情上,
[00:10:24.000 --> 00:10:26.600]  錯誤的目標上。
[00:10:26.600 --> 00:10:30.700]  好幾年以後,當他繼續宣講耶穌基督從死裏復活的福音以後,
[00:10:30.700 --> 00:10:33.500]  遭受了很多的逼迫,在耶路撒冷的時候,
[00:10:33.500 --> 00:10:37.000]  耶路撒冷的百姓就起來攻擊他,逼迫他。
[00:10:37.000 --> 00:10:40.000]  因此保羅就在死路上第二十二章,
[00:10:40.000 --> 00:10:44.700]  再一次向這些百姓說他在大馬色格的奇遇。
[00:10:44.700 --> 00:10:47.300]  我們來看看第二十二章第四節和第五節。
[00:10:47.300 --> 00:10:52.300]  第二十二章第四節,保羅說我曾逼迫信奉這道的人,
[00:10:52.300 --> 00:10:56.600]  直到死地,無論男女都鎖納下監。
[00:10:56.600 --> 00:10:59.300]  這時大祭祀的衆長老都可以給我做見證的,
[00:10:59.300 --> 00:11:02.200]  我又領了他們答於弟兄的書信,
[00:11:02.200 --> 00:11:06.800]  往大馬色去,要把在那裏奉這道的人鎖納,
[00:11:06.800 --> 00:11:09.000]  帶到耶路撒冷受刑。
[00:11:09.000 --> 00:11:12.900]  保羅這裏重新在衆百姓面前做這個見證,
[00:11:12.900 --> 00:11:16.300]  我是要來殺害這些信徒的。
[00:11:16.300 --> 00:11:18.500]  記得嗎?在死路信章第七章,
[00:11:18.500 --> 00:11:22.600]  第一位爲主殉道的是誰?斯蒂凡。
[00:11:22.600 --> 00:11:25.600]  當斯蒂凡被獅頭打死的時候,
[00:11:25.600 --> 00:11:31.900]  他眼睛往天看,看見耶穌基督站在神的寶座的旁邊,
[00:11:31.900 --> 00:11:36.100]  他說主啊,請你不要再把罪歸到這些人身上,
[00:11:36.100 --> 00:11:37.900]  後來就斷了氣。
[00:11:37.900 --> 00:11:40.600]  那時候聖經告訴我們說,第七章六十節說,
[00:11:40.600 --> 00:11:45.600]  掃羅也非常喜悅斯蒂凡的被殺。
[00:11:45.600 --> 00:11:51.900]  所以你可以想象當時他心中有這種憎恨這些信奉耶穌基督的人,
[00:11:51.900 --> 00:11:54.300]  連斯蒂凡死的時候他一點憐憫心都沒有,
[00:11:54.300 --> 00:11:56.500]  反而喜悅他如此被殺。
[00:11:56.500 --> 00:12:00.700]  所以他說其實我就是這樣一個人,
[00:12:00.700 --> 00:12:06.200]  過去把熱情放在錯誤的目標上,
[00:12:06.200 --> 00:12:08.300]  因此我拿了文書,
[00:12:08.300 --> 00:12:11.800]  不但在耶路撒冷要迫害信奉耶穌基督的人,
[00:12:11.800 --> 00:12:18.800]  我要到大馬士革去,大馬社去,要把他們抓來,帶到耶路撒冷受刑罰。
[00:12:18.800 --> 00:12:23.700]  他明白了,在大馬社的路上,他終於遇見了這位復活的主,
[00:12:23.700 --> 00:12:27.700]  他知道原來他是一個罪惡極重的人,
[00:12:27.700 --> 00:12:32.400]  他本來是該死的人,如今卻沒有,因此被神擊打而死。
[00:12:32.400 --> 00:12:34.700]  這個官造作他死,那個榮王造作他死,
[00:12:34.700 --> 00:12:37.400]  他可以當成被神擊打而死,卻沒有死。
[00:12:37.400 --> 00:12:41.000]  所以他的確明白了,他是一個罪惡極重的人。
[00:12:41.000 --> 00:12:43.100]  這在《羅馬書》裏面他講得非常清楚,
[00:12:43.100 --> 00:12:46.700]  第三章第十節說,沒有一人,連一個都沒有,沒有一個尋求神的。
[00:12:46.700 --> 00:12:51.500]  第三章二十三節說,四人都犯了罪,虧欠神的榮耀。
[00:12:51.500 --> 00:12:53.700]  第六章二十三節保羅說什麼呢?
[00:12:53.700 --> 00:12:56.000]  他說,因爲罪的功效乃是什麼?
[00:12:56.000 --> 00:13:04.500]  死,唯有神的恩賜在我們的主基督耶穌裏,乃是永生。
[00:13:04.500 --> 00:13:06.900]  他忽然間明白過來了,
[00:13:06.900 --> 00:13:11.800]  我本來是一個該死的罪人,往死亡的道路去,
[00:13:11.800 --> 00:13:14.800]  但是耶穌基督的恩典臨到我的時候,
[00:13:14.800 --> 00:13:20.400]  讓我有永生的生命。
[00:13:20.400 --> 00:13:26.600]  親愛的弟兄姐妹,你的熱情是什麼?
[00:13:26.600 --> 00:13:30.100]  你生命的熱情的目標是什麼?
[00:13:30.100 --> 00:13:32.200]  你過去所追求的是什麼?
[00:13:32.200 --> 00:13:35.200]  不久前有一個弟兄跟我說,他年輕的時候,
[00:13:35.200 --> 00:13:41.600]  他心中只有三個有,有錢,有老婆,有孩子。
[00:13:41.600 --> 00:13:45.800]  現在年紀大了,心中有三個無,
[00:13:45.800 --> 00:13:50.400]  無病,無痛,無傷高。
[00:13:50.400 --> 00:13:52.600]  請問你生命的熱情是什麼?
[00:13:52.600 --> 00:13:54.000]  你追求的是什麼?
[00:13:54.000 --> 00:14:02.600]  千萬不要把熱情放在錯誤的目標,錯誤的對象上。
[00:14:02.600 --> 00:14:12.400]  第二保羅領悟了什麼?領悟了耶穌會保護信靠他的人。
[00:14:12.400 --> 00:14:17.400]  當大患照他的時候,他就馬上掉下來,撲倒在地的時候,
[00:14:17.400 --> 00:14:21.800]  有聲音說,掃羅,掃羅,你爲什麼逼迫我?
[00:14:21.800 --> 00:14:25.000]  我們再看看第九章第五節,
[00:14:25.000 --> 00:14:28.300]  他說什麼?主啊,你是誰?
[00:14:28.300 --> 00:14:31.800]  主說,我就是你所逼迫的耶穌。
[00:14:31.800 --> 00:14:33.700]  很有趣,他馬上認出來說,
[00:14:33.700 --> 00:14:37.200]  就在那個大光,不是太陽的光,是神的榮光照下來,
[00:14:37.200 --> 00:14:40.600]  馬上知道這位乃是神,是主的意識。
[00:14:40.600 --> 00:14:42.800]  在新哥森林用這個Lord,
[00:14:42.800 --> 00:14:49.100]  就講了舊的神的意識,你是神啊,神啊,你是誰?
[00:14:49.100 --> 00:14:52.600]  他不知道這位他所逼迫的是誰,
[00:14:52.600 --> 00:14:56.000]  主說,我就是你所逼迫的耶穌。
[00:14:56.000 --> 00:14:57.800]  我想當時保羅領悟的感覺很納悶,
[00:14:57.800 --> 00:15:01.200]  我明明是在逼迫那些信奉耶穌基督的人,
[00:15:01.200 --> 00:15:04.400]  怎麼會是逼迫你呢?
[00:15:04.400 --> 00:15:05.700]  其實你們很多地方告訴我們說,
[00:15:05.700 --> 00:15:09.400]  耶穌說當人們逼迫你的時候就等於逼迫我,
[00:15:09.400 --> 00:15:11.800]  當人們憎恨你們的時候就等於憎恨了我。
[00:15:11.800 --> 00:15:13.100]  爲什麼呢?
[00:15:13.100 --> 00:15:16.800]  在馬太福音第十六章十八節,耶穌講得很清楚,
[00:15:16.800 --> 00:15:19.100]  那彼得說你是基督神的兒子以後呢,
[00:15:19.100 --> 00:15:20.700]  他說我還告訴你你是彼得,
[00:15:20.700 --> 00:15:24.900]  我要把什麼?我的教會建造在這盤石上,
[00:15:24.900 --> 00:15:29.700]  陰間的權民不能勝過他,我的教會。
[00:15:29.700 --> 00:15:33.300]  耶穌說是我的教會,我要把我的教會建造在這個盤石上,
[00:15:33.300 --> 00:15:36.000]  神的兒子耶穌基督的盤石上。
[00:15:36.000 --> 00:15:38.800]  這個教會不是任何牧者的教會,不是領牧師的教會,
[00:15:38.800 --> 00:15:42.400]  不是我們任何一個人的教會,是耶穌基督的教會。
[00:15:42.400 --> 00:15:46.500]  所以當你在逼迫教會的時候,當你逼迫教會的信徒的時候,
[00:15:46.500 --> 00:15:50.500]  就等於你在逼迫耶穌了。
[00:15:50.500 --> 00:15:52.700]  保羅忽然間領會過來,
[00:15:52.700 --> 00:15:56.400]  神在保護他的子民,
[00:15:56.400 --> 00:16:03.500]  神在保護那些跟隨他的人,攔阻他到大馬士去抓拿更多的信徒,
[00:16:03.500 --> 00:16:06.400]  回到耶路撒冷受刑法。
[00:16:06.400 --> 00:16:09.200]  這深深地影響了他以後的福祉,
[00:16:09.200 --> 00:16:14.500]  他以後的福祉遭受多麼多的困難,多麼多的逼迫,多麼多的迫害。
[00:16:14.500 --> 00:16:17.500]  他知道耶穌會保護他,
[00:16:17.500 --> 00:16:19.600]  刀劍的危險,死亡的危險,
[00:16:19.600 --> 00:16:25.800]  各樣的危險他都遇到,他仍然如此堅定不移地來信號耶穌基督。
[00:16:25.800 --> 00:16:27.700]  爲什麼?
[00:16:27.700 --> 00:16:34.400]  他有這樣的堅持是因爲他在大馬士革的路上遇見了耶穌,
[00:16:34.400 --> 00:16:39.600]  從死裏復活的耶穌。
[00:16:39.600 --> 00:16:42.900]  第三方面,他所領悟的到底是什麼呢?
[00:16:42.900 --> 00:16:49.700]  耶穌使用充滿熱情的人。
[00:16:49.700 --> 00:16:55.400]  他過去是充滿熱情的,但是熱情在錯誤的目標、錯誤的對象上,
[00:16:55.400 --> 00:17:01.600]  他如今他明白了,原來神在找那個充滿熱情的人,向他叫的人,
[00:17:01.600 --> 00:17:03.900]  過去對他的宗教非常熱忱,
[00:17:03.900 --> 00:17:09.500]  如今他認識而且遇見了這位在大馬士革的路上向他顯現了耶穌基督以後,
[00:17:09.500 --> 00:17:14.500]  他的熱情的對象擺對了目標,擺對了對象。
[00:17:14.500 --> 00:17:21.800]  所以他非常清楚知道,神會使用充滿熱情的人。
[00:17:21.800 --> 00:17:26.900]  當他看不見三天三夜不喫不喝的時候,
[00:17:26.900 --> 00:17:33.800]  神的靈透過異象感動另外一個充滿熱情的人,名叫亞拿尼亞。
[00:17:33.800 --> 00:17:36.000]  亞拿尼亞可以說是那種謹慎型的人,
[00:17:36.000 --> 00:17:38.600]  一聽到說在異象當中主要他去什麼,
[00:17:38.600 --> 00:17:45.000]  你要去一個叫直接的找到一個大叔的掃羅,要爲他按手禱告。
[00:17:45.000 --> 00:17:46.900]  如果你是亞拿尼亞,你聽了會怎麼樣?
[00:17:46.900 --> 00:17:50.400]  亞拿尼亞馬上說,主啊,難道你不知道嗎?
[00:17:50.400 --> 00:17:52.800]  他在一路上人是殺害信徒的,
[00:17:52.800 --> 00:17:56.600]  如今來到大馬,是要來撞,我們回去要受刑罰的,
[00:17:56.600 --> 00:17:59.400]  我怎麼能夠去爲他禱告呢?
[00:17:59.400 --> 00:18:02.400]  同樣的問題,我們會有同樣的疑問。
[00:18:02.400 --> 00:18:05.300]  這個人明明是殺害主跟隨你的人,
[00:18:05.300 --> 00:18:09.400]  怎麼會要我去爲他禱告,不是去送死嗎?
[00:18:09.400 --> 00:18:10.600]  然後主怎麼對他說呢?
[00:18:10.600 --> 00:18:14.200]  我們來看看第九章十五節。
[00:18:14.200 --> 00:18:17.100]  主對亞拿尼亞說,你只管去,
[00:18:17.100 --> 00:18:21.300]  他是我所揀選的器皿,要在外邦人和君王,
[00:18:21.300 --> 00:18:24.500]  並以色列人面前宣揚我的名,
[00:18:24.500 --> 00:18:31.300]  我也要指示他爲我的名必須受許多的苦難。
[00:18:31.300 --> 00:18:34.000]  主說你只管去,因爲有三件事情,
[00:18:34.000 --> 00:18:36.800]  首先我要揀選他,接下來要做什麼?
[00:18:36.800 --> 00:18:42.000]  要在猶太人當中,還有在外邦人當中宣揚我的名,
[00:18:42.000 --> 00:18:47.100]  第三,他要爲我的名受許多的苦。
[00:18:47.100 --> 00:18:50.500]  如果你去亞拿尼亞,你敢去嗎?
[00:18:50.500 --> 00:18:53.800]  感謝大美主,亞拿尼亞順服了,
[00:18:53.800 --> 00:18:57.600]  成爲掃羅生命中的第一個貴人,
[00:18:57.600 --> 00:19:01.900]  幫助他認識、接受耶穌基督。
[00:19:01.900 --> 00:19:06.000]  接下來我們看看第九章第十七節。
[00:19:06.000 --> 00:19:10.800]  亞拿尼亞就去了,進入那家,把手按在掃羅身上,
[00:19:10.800 --> 00:19:15.800]  按的時候是戰戰兢兢,有點害怕,到底這個人是真是假。
[00:19:15.800 --> 00:19:20.700]  他說什麼?兄弟掃羅,哇,這位本來是他們的仇敵,
[00:19:20.700 --> 00:19:24.200]  殺害他們,竟然說兄弟,你是我的兄弟掃羅,
[00:19:24.200 --> 00:19:28.600]  在你來的路上,向你顯現的主,就是耶穌,
[00:19:28.600 --> 00:19:34.200]  打發我來,叫你能看見,又被聖靈充滿。
[00:19:34.200 --> 00:19:35.700]  十八節是什麼呢?
[00:19:35.700 --> 00:19:39.200]  掃羅的眼睛上好像有靈立刻掉下來,
[00:19:39.200 --> 00:19:42.200]  他就能看見,於是起來做什麼?
[00:19:42.200 --> 00:19:47.200]  受了洗,喫過飯,就見狀了掃羅和大馬士革的門徒,
[00:19:47.200 --> 00:19:50.100]  同住了些日子,二十節非常寶貴的。
[00:19:50.100 --> 00:19:55.800]  就在各會堂裏宣講耶穌,說他是什麼?
[00:19:55.800 --> 00:19:59.700]  神的兒子。
[00:19:59.700 --> 00:20:02.100]  亞拿尼亞做了三件非常重要的事情,
[00:20:02.100 --> 00:20:07.300]  首先爲他按手禱告,領受一致的恩高。
[00:20:07.300 --> 00:20:09.200]  所以掃羅那時候眼睛就打開了,
[00:20:09.200 --> 00:20:12.400]  三天不能看見的眼睛現在打開,
[00:20:12.400 --> 00:20:16.100]  有靈出來的眼睛掉了下來,他馬上能夠看得見。
[00:20:16.100 --> 00:20:17.000]  第二件事是什麼?
[00:20:17.000 --> 00:20:19.100]  按手在他身上,讓他領受什麼?
[00:20:19.100 --> 00:20:23.900]  領受聖靈,他才能夠爲神做美好的見證。
[00:20:23.900 --> 00:20:24.800]  第三呢?
[00:20:24.800 --> 00:20:30.700]  並且爲他受洗,使他歸入耶穌基督的名下。
[00:20:30.700 --> 00:20:38.000]  哇!你可以想象保羅生命的轉捩點就是在大馬士革的奇遇。
[00:20:38.000 --> 00:20:40.300]  之後他也沒有閒做。
[00:20:40.300 --> 00:20:42.500]  他在大馬士革和弟兄們住在一段時間裏面,
[00:20:42.500 --> 00:20:45.600]  他就開始在各會堂裏面做什麼?
[00:20:45.600 --> 00:20:48.800]  來傳講耶穌,說他是什麼?
[00:20:48.800 --> 00:20:51.300]  神的兒子,這個非常重要,說他是神的兒子。
[00:20:51.300 --> 00:20:55.000]  過去他完全不相信耶穌是神的兒子。
[00:20:55.000 --> 00:20:59.200]  如今他在大馬士革上遇見了這個父的耶穌,
[00:20:59.200 --> 00:21:09.700]  他完全明白了,大膽地來宣告他就是神的兒子。
[00:21:09.700 --> 00:21:15.000]  而且大馬士革有二三十間的所謂的會堂,
[00:21:15.000 --> 00:21:16.500]  你可以想象他那年多麼的忙碌,
[00:21:16.500 --> 00:21:20.800]  在那裏跟人來傳講耶穌是神的兒子。
