
[00:00:00.000 --> 00:00:02.000]  整理&字幕:三馬兄
[00:02:55.000 --> 00:02:56.000]  你問神
[00:02:56.000 --> 00:02:58.000]  我需要祢
[00:02:58.000 --> 00:02:59.000]  我需要祢的指引
[00:02:59.000 --> 00:03:03.000]  我需要祢的照明
[00:03:03.000 --> 00:03:05.000]  祢照明我前面的路
[00:03:05.000 --> 00:03:07.000]  以致我知道怎樣走
[00:03:07.000 --> 00:03:10.000]  向東向西向左向右
[00:03:10.000 --> 00:03:12.000]  到底是快還是慢
[00:03:12.000 --> 00:03:17.000]  樣樣東西要尋求天賦的指引
[00:03:17.000 --> 00:03:21.000]  我們人很喜歡在我們自己掌握
[00:03:21.000 --> 00:03:23.000]  控制底下
[00:03:23.000 --> 00:03:24.000]  我可以的
[00:03:24.000 --> 00:03:25.000]  我這麼多經驗
[00:03:25.000 --> 00:03:27.000]  我經過幾十年的時間
[00:03:27.000 --> 00:03:29.000]  我什麼都知道
[00:03:29.000 --> 00:03:30.000]  我可以的
[00:03:30.000 --> 00:03:33.000]  但我們太靠自己了
[00:03:33.000 --> 00:03:36.000]  所以我們就少了依靠神
[00:03:36.000 --> 00:03:39.000]  原來聖經裏面很多時候都提醒我們
[00:03:39.000 --> 00:03:40.000]  不要
[00:03:40.000 --> 00:03:41.000]  不要自己來
[00:03:41.000 --> 00:03:42.000]  不要亂來
[00:03:42.000 --> 00:03:44.000]  要等候神
[00:03:44.000 --> 00:03:46.000]  要靜在神的面前
[00:03:46.000 --> 00:03:49.000]  什麼時候我們安靜下來
[00:03:49.000 --> 00:03:52.000]  什麼時候我們就重生得來
[00:03:52.000 --> 00:03:54.000]  所以安靜
[00:03:54.000 --> 00:03:55.000]  等候
[00:03:55.000 --> 00:03:57.000]  聽神的話
[00:03:57.000 --> 00:03:59.000]  聽神的聲音
[00:03:59.000 --> 00:04:02.000]  是何等的重要
[00:04:02.000 --> 00:04:04.000]  所以今天我就很想跟大家講
[00:04:04.000 --> 00:04:06.000]  一個很重要的
[00:04:06.000 --> 00:04:09.000]  基督徒生活的準則
[00:04:09.000 --> 00:04:12.000]  就讓我們來到神的面前
[00:04:12.000 --> 00:04:14.000]  尋求祂的心意
[00:04:14.000 --> 00:04:17.000]  聽一下神給我們的引導
[00:04:17.000 --> 00:04:20.000]  神給我們的帶領是怎樣
[00:04:20.000 --> 00:04:21.000]  第一
[00:04:21.000 --> 00:04:24.000]  神造我們
[00:04:24.000 --> 00:04:28.000]  祂是很愛我們
[00:04:28.000 --> 00:04:30.000]  祂在我們每個人身上
[00:04:30.000 --> 00:04:32.000]  是有祂的計劃
[00:04:32.000 --> 00:04:33.000]  祂的美業
[00:04:33.000 --> 00:04:35.000]  我很喜歡一段聖經
[00:04:35.000 --> 00:04:39.000]  《與伏所書》第二章誓十節
[00:04:39.000 --> 00:04:42.000]  現代中文譯本是這樣譯的
[00:04:42.000 --> 00:04:46.000]  上帝是我們的創造者
[00:04:46.000 --> 00:04:49.000]  祂是按著耶穌基督
[00:04:49.000 --> 00:04:52.000]  改造了我們
[00:04:52.000 --> 00:04:54.000]  要我們行善
[00:04:54.000 --> 00:04:57.000]  祂早已預備
[00:04:57.000 --> 00:05:00.000]  叫我們去做
[00:05:00.000 --> 00:05:02.000]  原來我們是神所做的
[00:05:02.000 --> 00:05:04.000]  這個字眼
[00:05:04.000 --> 00:05:06.000]  有些英文聖經說
[00:05:06.000 --> 00:05:09.000]  我們是神的傑作
[00:05:09.000 --> 00:05:12.000]  我們是神的 masterpiece
[00:05:12.000 --> 00:05:14.000]  你知不知道神造你
[00:05:14.000 --> 00:05:15.000]  是很獨特的
[00:05:15.000 --> 00:05:17.000]  好像一個畫家
[00:05:17.000 --> 00:05:19.000]  他畫了很久
[00:05:19.000 --> 00:05:23.000]  才畫出一幅名畫
[00:05:23.000 --> 00:05:25.000]  米開蘭基羅
[00:05:25.000 --> 00:05:28.000]  在文藝復興時
[00:05:28.000 --> 00:05:30.000]  很出名的藝術家
[00:05:30.000 --> 00:05:34.000]  他為了雕刻大衛的塑像
[00:05:34.000 --> 00:05:37.000]  他閉關在他的工作室
[00:05:37.000 --> 00:05:42.000]  三年多才雕刻出一幅
[00:05:42.000 --> 00:05:47.000]  很震撼世界的大衛雕像
[00:05:47.000 --> 00:05:49.000]  你知不知道有一天
[00:05:49.000 --> 00:05:52.000]  在米開蘭基羅走過的地方
[00:05:52.000 --> 00:05:55.000]  我看到一條白色的雲石柱
[00:05:55.000 --> 00:05:57.000]  扔在地上
[00:05:57.000 --> 00:06:00.000]  他看看這條雲石柱很漂亮
[00:06:00.000 --> 00:06:02.000]  為什麼這麼浪費
[00:06:02.000 --> 00:06:04.000]  於是他就招兵買馬
[00:06:04.000 --> 00:06:06.000]  搬了一班年輕人來
[00:06:06.000 --> 00:06:09.000]  幫我把這塊大理石
[00:06:09.000 --> 00:06:12.000]  運回我的工作室
[00:06:12.000 --> 00:06:14.000]  他們九牛二虎
[00:06:14.000 --> 00:06:18.000]  千辛萬苦才把這塊大理石
[00:06:18.000 --> 00:06:21.000]  運回他的工作室
[00:06:21.000 --> 00:06:25.000]  米開蘭基羅每天看著這塊石
[00:06:25.000 --> 00:06:26.000]  看著看著
[00:06:26.000 --> 00:06:29.000]  他發覺裡面有大衛
[00:06:29.000 --> 00:06:31.000]  於是他就做了一件事
[00:06:31.000 --> 00:06:34.000]  把那些不屬於大衛的石
[00:06:34.000 --> 00:06:36.000]  都損壞了
[00:06:36.000 --> 00:06:39.000]  於是他損壞損壞損壞
[00:06:39.000 --> 00:06:41.000]  越損越精細
[00:06:41.000 --> 00:06:43.000]  越損越精彩
[00:06:43.000 --> 00:06:46.000]  慢慢一個大衛雕像
[00:06:46.000 --> 00:06:50.000]  就在石裡面浮現了出來
[00:06:50.000 --> 00:06:52.000]  這個雕像本來是擺在
[00:06:52.000 --> 00:06:57.000]  佛羅倫斯一個公眾的地方
[00:06:57.000 --> 00:06:59.000]  但後來的市長覺得
[00:06:59.000 --> 00:07:02.000]  這個大衛雕像太漂亮了
[00:07:02.000 --> 00:07:09.000]  結果擺在市政廳裡面
[00:07:09.000 --> 00:07:11.000]  一直到今天
[00:07:11.000 --> 00:07:14.000]  這就是米開蘭基羅
[00:07:14.000 --> 00:07:18.000]  第一座震撼世界的雕像
[00:07:18.000 --> 00:07:20.000]  大衛的雕像
[00:07:20.000 --> 00:07:21.000]  各位
[00:07:21.000 --> 00:07:23.000]  原來神造我們
[00:07:23.000 --> 00:07:26.000]  我們是祂的傑作
[00:07:26.000 --> 00:07:28.000]  祂多麼愛我們
[00:07:28.000 --> 00:07:30.000]  祂塑造我們
[00:07:30.000 --> 00:07:32.000]  祂將我們帶出來
[00:07:32.000 --> 00:07:36.000]  我都是神手中的雕塑
[00:07:36.000 --> 00:07:40.000]  有的時候說神是我的圖像
[00:07:40.000 --> 00:07:42.000]  我是祂手中的泥
[00:07:42.000 --> 00:07:46.000]  祂將我燒成一個器皿
[00:07:46.000 --> 00:07:49.000]  燒壞了就另外再做
[00:07:49.000 --> 00:07:52.000]  直到祂滿意為止
[00:07:52.000 --> 00:07:54.000]  所以各位弟兄姊妹
[00:07:54.000 --> 00:07:58.000]  你要讓神在你生命裡面塑造你
[00:07:58.000 --> 00:08:03.000]  雕塑你直到你合祂心意
[00:08:03.000 --> 00:08:04.000]  祂要用你
[00:08:04.000 --> 00:08:05.000]  第二
[00:08:05.000 --> 00:08:08.000]  神是我們的傑作
[00:08:08.000 --> 00:08:09.000]  神造我們
[00:08:09.000 --> 00:08:12.000]  祂是為了要愛我們
[00:08:12.000 --> 00:08:15.000]  詩篇139篇13到16節說
[00:08:15.000 --> 00:08:18.000]  我們的肺腑是祂造的
[00:08:18.000 --> 00:08:20.000]  我在母腹中
[00:08:20.000 --> 00:08:22.000]  祂已經浮給我
[00:08:22.000 --> 00:08:24.000]  連我們還沒出生
[00:08:24.000 --> 00:08:26.000]  神都認識你了
[00:08:26.000 --> 00:08:28.000]  哇你不要牙刷刷了
[00:08:28.000 --> 00:08:30.000]  神一早知道你
[00:08:30.000 --> 00:08:33.000]  原來神在你身上有祂的計劃
[00:08:33.000 --> 00:08:35.000]  有祂的安排
[00:08:35.000 --> 00:08:38.000]  神安排我成長在一個牧師的家庭
[00:08:38.000 --> 00:08:40.000]  我爸爸生我的時候
[00:08:40.000 --> 00:08:43.000]  他已經五十多歲了
[00:08:43.000 --> 00:08:44.000]  年紀很大
[00:08:44.000 --> 00:08:47.000]  結果我十一歲那年
[00:08:47.000 --> 00:08:50.000]  他已經被天父接返天家
[00:08:50.000 --> 00:08:52.000]  所以師母經常問我
[00:08:52.000 --> 00:08:55.000]  你多說一些你爸爸你媽媽的情況
[00:08:55.000 --> 00:08:59.000]  我發覺我對爸爸的印象真的很少
[00:08:59.000 --> 00:09:01.000]  因為太小了
[00:09:01.000 --> 00:09:05.000]  還有小時候我參加教會的兒童活動
[00:09:05.000 --> 00:09:07.000]  沒有機會去大堂崇拜
[00:09:07.000 --> 00:09:10.000]  所以我沒有聽過我爸爸講道
[00:09:10.000 --> 00:09:12.000]  但很多人說不知道為什麼
[00:09:12.000 --> 00:09:15.000]  劉牧師你講道好像你爸爸
[00:09:15.000 --> 00:09:19.000]  因為教會有些連長的長者
[00:09:19.000 --> 00:09:22.000]  他們聽過我爸爸講道
[00:09:22.000 --> 00:09:24.000]  原來神在這麼奇妙
[00:09:24.000 --> 00:09:26.000]  我還沒出舞台
[00:09:26.000 --> 00:09:27.000]  他已經選我
[00:09:27.000 --> 00:09:29.000]  我還沒承認
[00:09:29.000 --> 00:09:31.000]  他已經知道我的形體
[00:09:31.000 --> 00:09:34.000]  他早為我安排一切
[00:09:34.000 --> 00:09:37.000]  所以我們是他手所做
[00:09:37.000 --> 00:09:40.000]  他叫我們預備去行事
[00:09:40.000 --> 00:09:43.000]  他預定叫我們去行
[00:09:43.000 --> 00:09:45.000]  還有第三
[00:09:45.000 --> 00:09:49.000]  神會為我們有所成就
[00:09:49.000 --> 00:09:53.000]  在詩篇138篇第八節說
[00:09:53.000 --> 00:09:58.000]  耶和華必成全關乎我的事
[00:09:58.000 --> 00:10:05.000]  耶和華你的慈愛是永遠長存
[00:10:05.000 --> 00:10:10.000]  求你不要離棄你手所做
[00:10:10.000 --> 00:10:13.000]  神的慈愛永遠長存
[00:10:13.000 --> 00:10:18.000]  他從來從來不會離棄我們
[00:10:18.000 --> 00:10:20.000]  所以各位弟兄姊妹
[00:10:20.000 --> 00:10:22.000]  今天我們可以很安心
[00:10:22.000 --> 00:10:24.000]  今天我們可以很放心
[00:10:24.000 --> 00:10:28.000]  你和我都是神手所做
[00:10:28.000 --> 00:10:29.000]  神愛我們
[00:10:29.000 --> 00:10:32.000]  神塑造我們
[00:10:32.000 --> 00:10:35.000]  神要一生他使用你
[00:10:35.000 --> 00:10:38.000]  神要用你
[00:10:38.000 --> 00:10:39.000]  所以各位弟兄姊妹
[00:10:39.000 --> 00:10:40.000]  你千萬不要說
[00:10:40.000 --> 00:10:42.000]  我什麼都不行
[00:10:42.000 --> 00:10:47.000]  我是小人物
[00:10:47.000 --> 00:10:49.000]  神會用我
[00:10:49.000 --> 00:10:52.000]  不是我們每個人都是神選的
[00:10:52.000 --> 00:10:53.000]  神認識你
[00:10:53.000 --> 00:10:54.000]  神知道你
[00:10:54.000 --> 00:10:55.000]  神愛你
[00:10:55.000 --> 00:10:58.000]  神都要用你
[00:10:58.000 --> 00:11:00.000]  每一個人都有不同的崗位
[00:11:00.000 --> 00:11:02.000]  好像一盒拼圖
[00:11:02.000 --> 00:11:07.000]  任何一塊都不能少
[00:11:07.000 --> 00:11:10.000]  可能那盒拼圖有一千塊
[00:11:10.000 --> 00:11:13.000]  你如果少了兩塊三塊
[00:11:13.000 --> 00:11:16.000]  就砌不成了
[00:11:16.000 --> 00:11:21.000]  所以我們都是拼圖裡面其中一塊
[00:11:21.000 --> 00:11:23.000]  我們有自己的位
[00:11:23.000 --> 00:11:25.000]  有自己的位置
[00:11:25.000 --> 00:11:28.000]  神就放我們在那裡
[00:11:28.000 --> 00:11:32.000]  讓我們拼出一幅很美麗
[00:11:32.000 --> 00:11:34.000]  很大幅的圖畫
[00:11:34.000 --> 00:11:36.000]  所以各位弟兄姊妹
[00:11:36.000 --> 00:11:38.000]  我們不要自己去求
[00:11:38.000 --> 00:11:41.000]  自己掌握所有的東西
[00:11:41.000 --> 00:11:44.000]  讓我們來到神的面前
[00:11:44.000 --> 00:11:48.000]  苦服、尊崇祂、敬拜祂
[00:11:48.000 --> 00:11:49.000]  神啊
[00:11:49.000 --> 00:11:52.000]  你在我身上有什麼計劃呢?
[00:11:52.000 --> 00:11:53.000]  你要怎麼用我呢?
[00:11:53.000 --> 00:11:55.000]  我願意
[00:11:55.000 --> 00:11:57.000]  好像以塞牙書第六章
[00:11:57.000 --> 00:11:58.000]  以塞牙那裡說
[00:11:58.000 --> 00:12:01.000]  我在這裡
[00:12:01.000 --> 00:12:03.000]  請拆卸我
[00:12:03.000 --> 00:12:04.000]  請問今天
[00:12:04.000 --> 00:12:06.000]  你願不願意跟神說
[00:12:06.000 --> 00:12:07.000]  神啊
[00:12:07.000 --> 00:12:08.000]  我都在這裡
[00:12:08.000 --> 00:12:11.000]  我很願意被你使用
[00:12:11.000 --> 00:12:14.000]  因此你謙卑來到神的面前
[00:12:14.000 --> 00:12:15.000]  向祂禱告
[00:12:15.000 --> 00:12:20.000]  將自己餘下的生命交託給神
[00:12:20.000 --> 00:12:21.000]  你我神啊
[00:12:21.000 --> 00:12:25.000]  我將我餘下的一生都交在你手中
[00:12:25.000 --> 00:12:28.000]  求你使用我
[00:12:28.000 --> 00:12:29.000]  求你祝福我
[00:12:29.000 --> 00:12:31.000]  叫我的生命
[00:12:31.000 --> 00:12:34.000]  好像是一個流通的管子
[00:12:34.000 --> 00:12:36.000]  將你的祝福
[00:12:36.000 --> 00:12:37.000]  將你的愛
[00:12:37.000 --> 00:12:41.000]  將你的救恩帶給更多的人
[00:12:41.000 --> 00:12:45.000]  我們每一個信徒都應該服侍
[00:12:45.000 --> 00:12:48.000]  都應該傳揚福音
[00:12:48.000 --> 00:12:51.000]  都可以為神做見證
[00:12:51.000 --> 00:12:53.000]  為神工作
[00:12:53.000 --> 00:12:54.000]  所以弟兄姊妹起來
[00:12:54.000 --> 00:12:57.000]  讓我們一起去侍奉神
[00:12:57.000 --> 00:12:59.000]  不要說自己不行
[00:12:59.000 --> 00:13:02.000]  不要求控制一切
[00:13:02.000 --> 00:13:05.000]  讓我們樂意將自己的生命
[00:13:05.000 --> 00:13:07.000]  將自己的時間
[00:13:07.000 --> 00:13:08.000]  將自己的賽官
[00:13:08.000 --> 00:13:10.000]  全現奉獻給神
[00:13:10.000 --> 00:13:13.000]  神必定會使用你
[00:13:13.000 --> 00:13:15.000]  願神賜福給你
