
[00:00:00.000 --> 00:00:03.880]  由四十個角度看主耶穌去認識祂
[00:04:00.640 --> 00:04:06.280]  聖靈就把馬上把耶穌催
[00:04:06.280 --> 00:04:08.280]  催這個字
[00:04:08.280 --> 00:04:10.440]  催你啦快點啦
[00:04:10.440 --> 00:04:11.960]  催你啦快點啦
[00:04:11.960 --> 00:04:13.960]  催你啦 催你都不動
[00:04:13.960 --> 00:04:15.960]  催你呀
[00:04:15.960 --> 00:04:19.680]  催是叫你快點
[00:04:19.680 --> 00:04:22.160]  其實這個字
[00:04:22.160 --> 00:04:24.160]  ad barei
[00:04:24.160 --> 00:04:25.720]  ad barei 是
[00:04:25.720 --> 00:04:26.520]  ec
[00:04:26.520 --> 00:04:28.720]  這個字ec是出
[00:04:28.720 --> 00:04:30.400]  out
[00:04:30.400 --> 00:04:33.720]  barei 是扔
[00:04:33.720 --> 00:04:38.360]  聖靈就把耶穌扔出去
[00:04:38.360 --> 00:04:45.520]  我家人小時候就把我扔了去寄宿學校
[00:04:45.520 --> 00:04:48.360]  我小時候真的在寄宿學校長大的
[00:04:48.360 --> 00:04:49.360]  小學
[00:04:49.360 --> 00:04:51.680]  家人就把我扔了去
[00:04:51.680 --> 00:04:54.080]  這個扔了去不是說
[00:04:54.080 --> 00:04:57.920]  丟棄了不要扔了它
[00:04:57.920 --> 00:04:59.520]  不是這個扔了它
[00:04:59.520 --> 00:05:00.800]  是扔出去
[00:05:00.800 --> 00:05:04.560]  扔了它出去找吃的
[00:05:04.560 --> 00:05:06.560]  扔了它去熬世界
[00:05:06.560 --> 00:05:11.560]  扔了它去哪裡?我們廣東話很喜歡講這個扔了它去
[00:05:11.560 --> 00:05:15.520]  一早就把它扔了出去熬世界
[00:05:15.520 --> 00:05:16.920]  這個爸爸很有錢的
[00:05:16.920 --> 00:05:18.920]  不過希望兒子好
[00:05:18.920 --> 00:05:20.920]  一早就把它扔了出去
[00:05:20.920 --> 00:05:23.600]  扔了它出去熬世界
[00:05:23.600 --> 00:05:27.120]  這個ec barei 意思是摘出
[00:05:27.120 --> 00:05:29.720]  ec 是out
[00:05:29.720 --> 00:05:31.720]  barei 是flow
[00:05:31.720 --> 00:05:34.000]  flow out 扔了出去
[00:05:34.000 --> 00:05:37.360]  扔了它去哪裡?扔了它去曠野裏面
[00:05:37.360 --> 00:05:39.120]  扔了它去曠野做什麼?
[00:05:39.120 --> 00:05:42.320]  在那裏有四十天
[00:05:42.320 --> 00:05:44.800]  四十天這件事
[00:05:44.800 --> 00:05:46.240]  一會兒再解釋
[00:05:46.240 --> 00:05:47.760]  是受什麼?
[00:05:47.760 --> 00:05:51.680]  受撒旦的試探
[00:05:51.680 --> 00:05:55.200]  並且有野獸同在一處
[00:05:55.200 --> 00:05:57.520]  且有天使來示好它
[00:05:57.520 --> 00:06:01.840]  原來扔它出去曠野不是露營
[00:06:01.840 --> 00:06:04.160]  不是在那裏享受風景
[00:06:04.160 --> 00:06:05.160]  享受世界
[00:06:05.160 --> 00:06:08.960]  在那裏是受撒旦的試探
[00:06:08.960 --> 00:06:10.560]  都挺有趣的
[00:06:10.560 --> 00:06:11.920]  我一會兒會再講的
[00:06:11.920 --> 00:06:14.720]  在那裏是特意叫它去那裏
[00:06:14.720 --> 00:06:17.520]  讓撒旦試探它
[00:06:17.520 --> 00:06:20.400]  而且試探的地方是曠野
[00:06:20.400 --> 00:06:22.800]  時間是四十天
[00:06:22.800 --> 00:06:25.600]  這幾件事都挺重要的
[00:06:25.600 --> 00:06:30.880]  曠野是一個很艱難的地方
[00:06:30.880 --> 00:06:33.760]  曠野,郊外,你都不知事事
[00:06:33.760 --> 00:06:36.320]  都可以行山,都挺好的
[00:06:36.320 --> 00:06:38.960]  但如果你有機會去以色列就不太好了
[00:06:38.960 --> 00:06:43.200]  你就會知道曠野不是沙漠
[00:06:43.200 --> 00:06:45.440]  是在比較南部
[00:06:45.440 --> 00:06:49.040]  耶路撒冷如果向東行
[00:06:49.040 --> 00:06:52.400]  大概車行兩、三個小時
[00:06:52.400 --> 00:06:54.720]  就會去到近死海的地方
[00:06:54.720 --> 00:06:56.720]  耶利哥那一帶
[00:06:56.720 --> 00:07:01.200]  已經很乾燥,很熱
[00:07:01.200 --> 00:07:05.200]  相傳主耶穌受試探的地方是耶利哥
[00:07:05.200 --> 00:07:07.200]  因此如果去到耶利哥
[00:07:07.200 --> 00:07:10.480]  你會見到一個試探山
[00:07:10.480 --> 00:07:11.760]  在耶利哥
[00:07:11.760 --> 00:07:14.400]  這個試探山看上去很高
[00:07:14.400 --> 00:07:15.680]  就這樣上不去的
[00:07:15.680 --> 00:07:18.160]  所以是有吊車上去的
[00:07:18.160 --> 00:07:21.920]  在那裏有一個東正教修道院
[00:07:21.920 --> 00:07:24.720]  相傳主耶穌受試探的地方
[00:07:24.720 --> 00:07:29.200]  是有山洞,是有主耶穌曾經在山洞那裏
[00:07:29.200 --> 00:07:32.960]  晚上睡了四十晚的那個山洞
[00:07:32.960 --> 00:07:36.000]  我們就鑽進去看看,那些不小的地方
[00:07:36.000 --> 00:07:38.960]  有個山洞,而且建了一個修院
[00:07:38.960 --> 00:07:42.320]  很多間房,我想是給修士在那裏住
[00:07:42.320 --> 00:07:45.440]  東正教的修士在那裏很兇的
[00:07:45.440 --> 00:07:48.880]  不准說話,一說話就罵你
[00:07:48.880 --> 00:07:51.920]  讓他聽到你在那裏吵,是不可以的
[00:07:51.920 --> 00:07:54.880]  特別是在東正教的教堂裏面
[00:07:54.880 --> 00:07:57.680]  有個很古的小教堂
[00:07:57.680 --> 00:08:00.880]  在那裏受試探的地方我們見到
[00:08:00.880 --> 00:08:02.880]  很熱的白天
[00:08:02.880 --> 00:08:05.360]  我拿著買了一個溫度計
[00:08:05.360 --> 00:08:08.960]  圓形的,有支針這樣動的
[00:08:08.960 --> 00:08:13.200]  是去到攝氏五十度
[00:08:13.200 --> 00:08:14.960]  那個溫度是五十度
[00:08:14.960 --> 00:08:19.120]  是已經去到,那支針是剛剛去到一個點
[00:08:19.120 --> 00:08:22.160]  有一支東西凸了出來,那支針已經不能再走了
[00:08:22.160 --> 00:08:25.120]  卡住了,如果再高一點就沒有東西卡住了
[00:08:25.120 --> 00:08:28.080]  那支針還繼續去,五十度
[00:08:28.080 --> 00:08:33.600]  是那個我拿著那個溫度計的最高溫度
[00:08:33.600 --> 00:08:35.840]  真的很熱
[00:08:35.840 --> 00:08:40.640]  不過由於乾燥,所以又不是很大聲的汗
[00:08:40.640 --> 00:08:44.400]  不過很熱,熱得很辛苦,還要走
[00:08:44.400 --> 00:08:46.640]  晚上你不要以為很暖
[00:08:46.640 --> 00:08:50.480]  晚上就十度八度,很冷
[00:08:50.480 --> 00:08:53.680]  溫差是很大的
[00:08:53.680 --> 00:08:57.440]  曠野是有一點點的植物
[00:08:57.440 --> 00:09:00.400]  很少的,差不多沒有的,沙來的
[00:09:00.400 --> 00:09:02.800]  很大粒,又不是完全沒有植物
[00:09:02.800 --> 00:09:05.120]  間中有一棵小樹,小樹
[00:09:05.120 --> 00:09:09.840]  完全沒有地方見不到有動物
[00:09:09.840 --> 00:09:12.080]  當然有些動物會躲起來的
[00:09:12.080 --> 00:09:15.200]  有些野獸,有些狐狸,有些狼
[00:09:15.200 --> 00:09:20.960]  有些羚羊,有些蛇,很多,有些其他的動物
[00:09:20.960 --> 00:09:26.000]  乾燥得不得了,沒有水,沒有河
[00:09:26.000 --> 00:09:29.520]  在那裡真是一天都嫌多
[00:09:29.520 --> 00:09:33.520]  四十天,我的團友說
[00:09:33.520 --> 00:09:36.960]  四分鐘我已經想上車了
[00:09:36.960 --> 00:09:40.960]  不要說四十天,真是很辛苦
[00:09:40.960 --> 00:09:44.640]  一個很難的地方,很艱難的地方
[00:09:44.640 --> 00:09:46.320]  曠野四十天
[00:09:46.320 --> 00:09:55.280]  而四十天很多時都會是聖經要用來說受苦的時段
[00:09:55.280 --> 00:09:58.480]  四十天,在曠野四十年
[00:09:58.480 --> 00:10:01.680]  受試探在曠野四十天
[00:10:01.680 --> 00:10:06.000]  四十天都是一個很特別的日子
[00:10:06.000 --> 00:10:08.000]  譬如舉個例子
[00:10:08.000 --> 00:10:12.000]  摩西上西乃山四十天
[00:10:12.000 --> 00:10:16.480]  以利亞也有四十天自己的獨處
[00:10:16.480 --> 00:10:18.320]  這個很艱難的事
[00:10:18.320 --> 00:10:21.920]  試探是令到他試驗
[00:10:21.920 --> 00:10:23.360]  給誰試驗?
[00:10:23.360 --> 00:10:27.600]  是最惡死、最艱難、最毒的那個
[00:10:27.600 --> 00:10:31.040]  最有辦法、最有辦法整你的那個
[00:10:31.040 --> 00:10:32.480]  撒旦
[00:10:32.480 --> 00:10:39.040]  即是說受一個最嚴苛的試探者來試探你
[00:10:39.040 --> 00:10:42.240]  在那裏就沒有其他人跟你在一起
[00:10:42.240 --> 00:10:46.240]  如果有些並與野獸同在一處
[00:10:46.240 --> 00:10:50.800]  意思就是如果在那裏是無鳥無人煙
[00:10:50.800 --> 00:10:53.520]  如果有的只有野獸
[00:10:53.520 --> 00:10:57.040]  野獸不是善良的
[00:10:57.040 --> 00:11:03.200]  蛇、其他那些惡一點的野獸就會走來
[00:11:03.200 --> 00:11:06.720]  於是你要對付他
[00:11:06.720 --> 00:11:10.000]  就可能要弄些什麼生堆火
[00:11:10.000 --> 00:11:12.000]  不然晚上會太冷
[00:11:12.000 --> 00:11:15.040]  火熄了,那些野獸就會過來攻擊你
[00:11:15.040 --> 00:11:17.360]  有野獸一起
[00:11:17.360 --> 00:11:21.600]  不過就祝福他有天使來侍候他
[00:11:21.600 --> 00:11:24.000]  這個彷似我們在人生裏面
[00:11:24.000 --> 00:11:26.000]  這個曠野四十天
[00:11:26.000 --> 00:11:29.200]  其實就模擬著屬靈地
[00:11:29.200 --> 00:11:30.880]  Devotional的解釋
[00:11:30.880 --> 00:11:32.880]  如果寓意解釋就是說
[00:11:32.880 --> 00:11:35.120]  我們整生人的曠野
[00:11:35.120 --> 00:11:36.960]  一生人四十年
[00:11:36.960 --> 00:11:39.520]  好像我們這一生人在四十天
[00:11:39.520 --> 00:11:42.480]  一生人裏面都是在一個曠野
[00:11:42.480 --> 00:11:45.760]  裏面在行在世的日子
[00:11:45.760 --> 00:11:47.760]  在曠野四十天
[00:11:47.760 --> 00:11:51.440]  這個時間很多野獸是靠著來攻擊你的
[00:11:51.440 --> 00:11:52.560]  不過不怕
[00:11:52.560 --> 00:11:55.360]  有時會遇到一些人好像野獸般壞
[00:11:55.360 --> 00:11:59.440]  不過有時候又會有天使來祝福你
[00:11:59.440 --> 00:12:00.960]  是神安排的
[00:12:00.960 --> 00:12:04.560]  是神叫天使來好像伯役那樣侍候
[00:12:04.560 --> 00:12:08.560]  侍候這個詞Diagnos就是執事這個詞
[00:12:08.560 --> 00:12:15.040]  執事這個詞的意思其實最直接本身的意思
[00:12:15.040 --> 00:12:19.920]  就是將人身上腳上的塵土抹去
[00:12:19.920 --> 00:12:21.840]  是服事者
[00:12:21.840 --> 00:12:25.200]  有天使來謙卑侍候他
[00:12:25.200 --> 00:12:27.200]  我們很多時候人生裏面
[00:12:27.200 --> 00:12:30.240]  有人攻擊我們好像野獸般咬
[00:12:30.240 --> 00:12:32.880]  經常都被人咬到很痛很慘
[00:12:32.880 --> 00:12:36.400]  不過又有天使來到侍候
[00:12:36.400 --> 00:12:39.280]  有人好像天使般祝福我們
[00:12:39.280 --> 00:12:43.360]  有很多時候遇到一些事情都發覺絕處逢生
[00:12:43.360 --> 00:12:46.480]  原來真是有天使無論是人
[00:12:46.480 --> 00:12:48.000]  神差派他來
[00:12:48.000 --> 00:12:52.720]  有時候真是天使在後面幫助感恩
[00:12:52.720 --> 00:12:54.960]  有天使侍候
[00:12:54.960 --> 00:12:55.600]  好了
[00:12:55.600 --> 00:12:57.840]  路加福音第四章
[00:12:57.840 --> 00:13:00.560]  耶穌被聖靈充滿
[00:13:00.560 --> 00:13:02.320]  就是剛剛受浸
[00:13:02.320 --> 00:13:03.680]  從約旦號回來
[00:13:03.680 --> 00:13:05.840]  回到他住的地方
[00:13:05.840 --> 00:13:08.160]  然後聖靈就引
[00:13:08.160 --> 00:13:10.720]  就將他引渡曠野
[00:13:10.720 --> 00:13:13.200]  四十天受魔鬼的試探
[00:13:13.200 --> 00:13:15.040]  四十天
[00:13:15.040 --> 00:13:15.760]  好了
[00:13:15.760 --> 00:13:18.960]  這個引這個字是另一個字
[00:13:18.960 --> 00:13:20.000]  Egato
[00:13:20.000 --> 00:13:22.320]  Egato是引渡
[00:13:22.320 --> 00:13:23.360]  是引渡
[00:13:23.360 --> 00:13:26.320]  是引渡的意思是帶他去
[00:13:26.320 --> 00:13:27.840]  走這邊
[00:13:27.840 --> 00:13:29.120]  就帶他去
[00:13:29.120 --> 00:13:31.440]  譬如你去到一個地方
[00:13:31.440 --> 00:13:35.520]  進了一間酒店
[00:13:35.520 --> 00:13:36.880]  很有規模的酒店
[00:13:36.880 --> 00:13:37.600]  進了去
[00:13:37.600 --> 00:13:39.840]  請問餐室在哪裏
[00:13:39.840 --> 00:13:41.040]  餐室?
[00:13:41.040 --> 00:13:43.760]  是中餐還是西餐還是咖啡室
[00:13:43.760 --> 00:13:45.200]  我想去咖啡室
[00:13:45.200 --> 00:13:46.960]  請走這邊
[00:13:46.960 --> 00:13:49.680]  電梯在這邊上去按三指
[00:13:49.680 --> 00:13:51.680]  那個人就帶你去
[00:13:51.680 --> 00:13:53.440]  這個叫引渡
[00:13:53.440 --> 00:13:55.120]  是帶你去的
[00:13:55.120 --> 00:13:56.320]  指導你
[00:13:56.320 --> 00:13:58.080]  怕你走錯
[00:13:58.080 --> 00:13:59.360]  請走這邊
[00:13:59.360 --> 00:14:00.960]  或者這邊直走轉彎
[00:14:00.960 --> 00:14:04.240]  轉左就看到電梯
[00:14:04.240 --> 00:14:06.080]  這個叫引渡
[00:14:06.080 --> 00:14:07.920]  Egato
[00:14:07.920 --> 00:14:12.640]  Egato是引渡他去曠野
[00:14:12.640 --> 00:14:14.240]  這邊不要走錯
[00:14:14.240 --> 00:14:17.600]  這邊就是試驗場
[00:14:17.600 --> 00:14:18.800]  請走這邊
[00:14:18.800 --> 00:14:23.440]  聖靈就帶耶穌去這個試驗場
[00:14:23.440 --> 00:14:25.680]  就是受試探的地方
[00:14:25.680 --> 00:14:27.040]  曠野
[00:14:27.040 --> 00:14:31.120]  那裏有一個非常嚴苛 想你死的魔鬼在那裏
[00:14:31.120 --> 00:14:33.440]  魔鬼式的訓練
[00:14:33.440 --> 00:14:36.960]  就是魔鬼的試探
[00:14:36.960 --> 00:14:40.640]  第三點經文就是馬太福音
[00:14:40.640 --> 00:14:46.240]  馬太福音當時耶穌被聖靈引渡曠野
[00:14:46.240 --> 00:14:47.760]  你看到
[00:14:47.760 --> 00:14:49.040]  再提一次
[00:14:49.040 --> 00:14:52.720]  主耶穌不是自己走去曠野
[00:14:52.720 --> 00:14:55.200]  是聖靈帶他的
[00:14:55.200 --> 00:14:57.200]  因此如果你被試探
[00:14:57.200 --> 00:15:00.800]  不要以為是我遇到魔鬼
[00:15:00.800 --> 00:15:05.440]  其實極有可能是聖靈讓這件事出現
[00:15:05.440 --> 00:15:08.000]  是祂帶你去的
[00:15:08.000 --> 00:15:09.840]  聖靈讓你遇到
[00:15:09.840 --> 00:15:11.840]  是上主讓你遇到這件事
[00:15:11.840 --> 00:15:13.760]  要遇到這個試探
[00:15:13.760 --> 00:15:15.200]  耶穌被聖靈引
[00:15:15.200 --> 00:15:17.520]  這個引字
[00:15:17.520 --> 00:15:23.840]  Enigfe
[00:15:23.840 --> 00:15:25.920]  就是被帶領
[00:15:25.920 --> 00:15:27.200]  是帶領
[00:15:27.200 --> 00:15:29.520]  上次那段經文
[00:15:29.520 --> 00:15:31.520]  就是引渡
[00:15:31.520 --> 00:15:33.520]  帶領他走這邊
[00:15:33.520 --> 00:15:35.280]  這次就是帶領
[00:15:35.280 --> 00:15:36.480]  就是Lead他
[00:15:36.480 --> 00:15:38.960]  Lead他就是跟著我走
[00:15:38.960 --> 00:15:40.240]  這叫做Lead
[00:15:40.240 --> 00:15:41.840]  Leader
[00:15:41.840 --> 00:15:43.280]  就是跟著我走
[00:15:43.280 --> 00:15:44.960]  帶領者
[00:15:44.960 --> 00:15:46.080]  Lead著他
[00:15:46.080 --> 00:15:47.040]  帶領他
[00:15:47.040 --> 00:15:48.480]  是領導他的
[00:15:48.480 --> 00:15:50.080]  是跟我走
[00:15:50.080 --> 00:15:53.600]  這與引渡是不同的
[00:15:53.600 --> 00:15:57.200]  與丟他出去的味道是不同的
[00:15:57.200 --> 00:15:58.960]  丟他出去讓我等等試試
[00:15:58.960 --> 00:15:59.760]  所以有三個字
[00:15:59.760 --> 00:16:00.640]  丟他出去
[00:16:00.640 --> 00:16:03.680]  一個是引渡他
[00:16:03.680 --> 00:16:04.960]  一個是帶領他
[00:16:04.960 --> 00:16:05.600]  Lead
[00:16:05.600 --> 00:16:07.680]  是三個不同的字
[00:16:07.680 --> 00:16:10.720]  這個是被帶領
[00:16:10.720 --> 00:16:12.320]  就是Was led
[00:16:12.320 --> 00:16:14.400]  是被帶領他去抗夜
[00:16:14.400 --> 00:16:16.000]  受魔鬼的試探
[00:16:16.000 --> 00:16:18.560]  在這裡說一說試探這個字
[00:16:18.560 --> 00:16:20.080]  試探這個字
[00:16:20.080 --> 00:16:22.080]  Parasomenos
[00:16:22.080 --> 00:16:24.720]  這個是由於它是passive
[00:16:24.720 --> 00:16:27.040]  就是說它是被動式的
[00:16:27.040 --> 00:16:28.160]  去到那裡
[00:16:28.160 --> 00:16:30.640]  是被魔鬼試探
[00:16:30.640 --> 00:16:32.320]  帶他去到抗夜
[00:16:32.320 --> 00:16:35.120]  是領導他走
[00:16:35.120 --> 00:16:37.360]  跟我去到抗夜
[00:16:37.360 --> 00:16:38.240]  在那裡
[00:16:38.240 --> 00:16:40.880]  是被魔鬼試探
[00:16:40.880 --> 00:16:42.320]  試探這個字
[00:16:42.320 --> 00:16:43.840]  我就特別在這裡指出
[00:16:43.840 --> 00:16:46.160]  它上兩段都是這個字
[00:16:46.160 --> 00:16:49.680]  不過在這裡我特意說一說
[00:16:49.680 --> 00:16:51.760]  Parasomenos
[00:16:51.760 --> 00:16:54.080]  是被測驗
[00:16:54.080 --> 00:16:55.600]  被試探
[00:16:55.600 --> 00:16:56.880]  被examine
[00:16:56.880 --> 00:17:00.080]  或者是被試探
[00:17:00.080 --> 00:17:01.120]  好了
[00:17:01.120 --> 00:17:03.280]  他禁食四十餘夜
[00:17:03.280 --> 00:17:06.080]  這裡特別說是沒有吃東西的四十餘夜
[00:17:06.080 --> 00:17:08.400]  就是我們馬太特別說的
[00:17:08.400 --> 00:17:11.920]  上兩段是沒有說他沒有吃東西的
[00:17:11.920 --> 00:17:13.520]  是說被試探
[00:17:13.520 --> 00:17:14.320]  好了
[00:17:14.320 --> 00:17:15.280]  咦?
[00:17:15.280 --> 00:17:18.400]  沒有吃東西四十天都可以嗎?
[00:17:18.400 --> 00:17:20.160]  那不死嗎?
[00:17:20.160 --> 00:17:22.720]  我是幾十年前
[00:17:22.720 --> 00:17:24.000]  都經常這樣說
[00:17:24.000 --> 00:17:25.920]  就是四十多年前
[00:17:25.920 --> 00:17:29.360]  去到台灣有宣教工作的時候
[00:17:29.360 --> 00:17:33.200]  就認識台灣宣道會有一位傳道人
[00:17:33.200 --> 00:17:34.720]  是高雄來的
[00:17:34.720 --> 00:17:37.360]  那我沒有再去
[00:17:37.360 --> 00:17:38.960]  所以都不知道他在哪裡
[00:17:38.960 --> 00:17:40.880]  也都沒有消息了
[00:17:40.880 --> 00:17:42.400]  很瘦的
[00:17:42.400 --> 00:17:44.080]  一排骨頭
[00:17:44.080 --> 00:17:46.640]  只有頭很大
[00:17:46.640 --> 00:17:48.960]  他很健健的
[00:17:48.960 --> 00:17:50.480]  你跟他聊天
[00:17:50.480 --> 00:17:52.320]  我覺得他身體弱一點
[00:17:52.320 --> 00:17:53.600]  但是靈性很好
[00:17:53.600 --> 00:17:59.200]  他說我試過想學耶穌禁食四十餘夜
[00:17:59.200 --> 00:18:00.480]  真的不吃東西
[00:18:00.480 --> 00:18:01.760]  喝水的
[00:18:01.760 --> 00:18:02.880]  不過後來
[00:18:02.880 --> 00:18:04.800]  四十天不吃東西不行
[00:18:04.800 --> 00:18:06.400]  那個人太衰弱了
[00:18:06.400 --> 00:18:07.120]  躲下了
[00:18:07.120 --> 00:18:08.400]  進了醫院
[00:18:08.400 --> 00:18:10.240]  四十天不吃東西不行
[00:18:10.240 --> 00:18:11.280]  喝水不行
[00:18:11.280 --> 00:18:12.800]  十天都不吃東西都可以
[00:18:12.800 --> 00:18:14.320]  四十天真的不行
[00:18:14.320 --> 00:18:15.600]  死的會
[00:18:15.600 --> 00:18:16.880]  大家不要試
[00:18:16.880 --> 00:18:21.760]  主耶穌說四十天不禁食
[00:18:21.760 --> 00:18:24.160]  後來就餓了
[00:18:24.160 --> 00:18:26.480]  禁食有很多種的
[00:18:26.480 --> 00:18:29.440]  這裡如果最直接說禁食
[00:18:29.440 --> 00:18:31.680]  就是說完全不吃
[00:18:31.680 --> 00:18:32.960]  哇 四十天了
[00:18:32.960 --> 00:18:35.440]  那就是要神蹟才行
[00:18:35.440 --> 00:18:39.920]  可能是主耶穌有上主給他特別力量才行
[00:18:39.920 --> 00:18:41.920]  這個真的不是人敢稟
[00:18:41.920 --> 00:18:43.360]  不是每個人都可以
[00:18:43.360 --> 00:18:45.920]  四十天不吃東西
[00:18:45.920 --> 00:18:49.040]  禁食有些是禁食一餐
[00:18:49.040 --> 00:18:52.720]  有些是禁食三天
[00:18:52.720 --> 00:18:56.960]  有些是頂多禁食一個星期
[00:18:56.960 --> 00:18:58.480]  禁食幾天
[00:18:58.480 --> 00:19:02.560]  有些有時候我會鼓勵禁食一餐
[00:19:02.560 --> 00:19:03.840]  你不要出來說給別人聽
[00:19:03.840 --> 00:19:05.440]  我今天禁食了
[00:19:05.440 --> 00:19:09.760]  主耶穌說禁食不用告訴別人的
[00:19:09.760 --> 00:19:11.280]  不要做了
[00:19:11.280 --> 00:19:13.120]  你今天不餓嗎?
[00:19:13.120 --> 00:19:15.120]  不是 我禁食
[00:19:15.120 --> 00:19:16.880]  好像很厲害
[00:19:16.880 --> 00:19:18.640]  不要面帶笑容
[00:19:18.640 --> 00:19:20.400]  沒事的
[00:19:20.400 --> 00:19:22.560]  沒事沒事
[00:19:22.560 --> 00:19:25.680]  不要曬給別人看禁食多厲害
[00:19:25.680 --> 00:19:26.640]  不用的
[00:19:26.640 --> 00:19:28.640]  主耶穌這個禁食
[00:19:28.640 --> 00:19:30.640]  是四十天不吃東西
[00:19:30.640 --> 00:19:33.280]  是吃很少東西
