
[00:00:00.000 --> 00:00:03.600]  我今次的講道 原定是要講《羅馬書》第二講
[00:02:56.600 --> 00:02:59.600]  他向那右邊的說
[00:02:59.600 --> 00:03:02.600]  於是王要向那右邊的說
[00:03:02.600 --> 00:03:04.600]  你們者蒙我父賜福的
[00:03:04.600 --> 00:03:09.600]  可來承受那創世以來為你們所預備的國
[00:03:09.600 --> 00:03:12.600]  在這裏我們見到王稱呼他們做甚麼
[00:03:12.600 --> 00:03:15.600]  你們者蒙我父賜福的
[00:03:15.600 --> 00:03:17.600]  而他們的結局是怎樣呢
[00:03:17.600 --> 00:03:22.600]  可來承受那創世以來為你們所預備的國
[00:03:22.600 --> 00:03:26.600]  王有解釋原因 為何要稱讚他們
[00:03:26.600 --> 00:03:28.600]  還有他們有這樣的結局
[00:03:28.600 --> 00:03:30.600]  35至36節
[00:03:30.600 --> 00:03:32.600]  因為我餓了 你們給我吃
[00:03:32.600 --> 00:03:34.600]  渴了 你們給我喝
[00:03:34.600 --> 00:03:36.600]  我作客女 你們留我住
[00:03:36.600 --> 00:03:38.600]  我赤身露體 你們給我穿
[00:03:38.600 --> 00:03:40.600]  我病了 你們看顧我
[00:03:40.600 --> 00:03:43.600]  我在監獄 你們來看我
[00:03:43.600 --> 00:03:46.600]  不過站在右邊的這班人
[00:03:46.600 --> 00:03:48.600]  他們似乎不覺得
[00:03:48.600 --> 00:03:52.600]  或者沒有發現他們曾經這樣對待王
[00:03:52.600 --> 00:03:55.600]  所以就問王 何時有這樣做
[00:03:55.600 --> 00:03:58.600]  37至39節 三次的問
[00:03:58.600 --> 00:04:00.600]  二人就回答說
[00:04:00.600 --> 00:04:03.600]  主啊 我們甚麼時候見你餓了
[00:04:03.600 --> 00:04:05.600]  給你吃 渴了 給你喝
[00:04:05.600 --> 00:04:08.600]  甚麼時候見你作客女 留你住
[00:04:08.600 --> 00:04:10.600]  我赤身露體 給你穿
[00:04:10.600 --> 00:04:12.600]  又甚麼時候見你病了
[00:04:12.600 --> 00:04:14.600]  我在監獄 來看你
[00:04:14.600 --> 00:04:17.600]  留意 耶穌作為這個比喻的罪事者
[00:04:17.600 --> 00:04:19.600]  即是他講這個比喻的人
[00:04:19.600 --> 00:04:21.600]  稱呼這些右邊的人是甚麼人
[00:04:21.600 --> 00:04:22.600]  是二人
[00:04:22.600 --> 00:04:26.600]  二人就三次問王
[00:04:26.600 --> 00:04:29.600]  我們何時這樣對待王呢
[00:04:29.600 --> 00:04:30.600]  王怎樣回答
[00:04:30.600 --> 00:04:33.600]  王就說 我實在告訴你們
[00:04:33.600 --> 00:04:36.600]  這些事你們既做在我者弟兄中
[00:04:36.600 --> 00:04:39.600]  最少的一個身上
[00:04:39.600 --> 00:04:42.600]  就是做在我身上
[00:04:42.600 --> 00:04:45.600]  接著就到比喻的第二部分
[00:04:45.600 --> 00:04:53.600]  就是王以山羊來做代表的那一班人
[00:04:53.600 --> 00:04:56.600]  王向那左邊的說
[00:04:56.600 --> 00:04:58.600]  左邊的就是山羊做代表的
[00:04:58.600 --> 00:05:00.600]  你們這被咒咒的人離開我
[00:05:00.600 --> 00:05:06.600]  進入那為魔鬼和他的使者所預備的永火裡去
[00:05:06.600 --> 00:05:07.600]  四十一時
[00:05:07.600 --> 00:05:10.600]  王說他們是被咒咒的人
[00:05:10.600 --> 00:05:13.600]  和那些在右邊的
[00:05:13.600 --> 00:05:17.600]  無我父賜福的成為了一個很強烈的對比
[00:05:17.600 --> 00:05:22.600]  而他們兩班人的結局都是很強烈的對比
[00:05:22.600 --> 00:05:25.600]  右邊的就是承受那國
[00:05:25.600 --> 00:05:31.600]  左邊的就是承受永火
[00:05:31.600 --> 00:05:33.600]  王有解釋原因
[00:05:33.600 --> 00:05:34.600]  四十二、四十三字
[00:05:34.600 --> 00:05:35.600]  因為我餓了
[00:05:35.600 --> 00:05:36.600]  你們不給我吃
[00:05:36.600 --> 00:05:37.600]  渴了
[00:05:37.600 --> 00:05:39.600]  你們不給我喝
[00:05:39.600 --> 00:05:40.600]  我在客裡
[00:05:40.600 --> 00:05:41.600]  你們不留我住
[00:05:41.600 --> 00:05:42.600]  我赤身露體
[00:05:42.600 --> 00:05:43.600]  你們不給我穿
[00:05:43.600 --> 00:05:44.600]  我病了
[00:05:44.600 --> 00:05:45.600]  我在監裡
[00:05:45.600 --> 00:05:47.600]  你們不來看顧我
[00:05:47.600 --> 00:05:51.600]  那班人似乎感到不太服氣
[00:05:51.600 --> 00:05:54.600]  或者不認為自己有忽略過王的需要
[00:05:54.600 --> 00:05:56.600]  或者覺得王怎麼這麼大膽
[00:05:56.600 --> 00:05:59.600]  王在這些時候不理他們
[00:05:59.600 --> 00:06:01.600]  所以他們就問王
[00:06:01.600 --> 00:06:03.600]  他們什麼時候這樣做
[00:06:03.600 --> 00:06:05.600]  四十四字
[00:06:05.600 --> 00:06:06.600]  主啊
[00:06:06.600 --> 00:06:08.600]  我們什麼時候見你餓了
[00:06:08.600 --> 00:06:09.600]  或渴了
[00:06:09.600 --> 00:06:10.600]  或作客裡
[00:06:10.600 --> 00:06:11.600]  或赤身露體
[00:06:11.600 --> 00:06:12.600]  或病了
[00:06:12.600 --> 00:06:13.600]  或在監裡
[00:06:13.600 --> 00:06:15.600]  不伺候你呢
[00:06:15.600 --> 00:06:17.600]  這裡縮短了
[00:06:17.600 --> 00:06:19.600]  同義人問的時候
[00:06:19.600 --> 00:06:20.600]  縮短了
[00:06:20.600 --> 00:06:22.600]  不過都是一樣的內容
[00:06:22.600 --> 00:06:24.600]  王怎麼回答呢
[00:06:24.600 --> 00:06:25.600]  他說我實在告訴你們
[00:06:25.600 --> 00:06:27.600]  這就是你們的不做在
[00:06:27.600 --> 00:06:30.600]  我者弟兄中一個最小的身上
[00:06:30.600 --> 00:06:33.600]  就是不做在我身上了
[00:06:33.600 --> 00:06:37.600]  而王形容右邊那些做異人
[00:06:37.600 --> 00:06:40.600]  那他怎麼形容左邊那些
[00:06:40.600 --> 00:06:43.600]  他沒有加任何的形容詞
[00:06:43.600 --> 00:06:45.600]  沒有說他們是惡人
[00:06:45.600 --> 00:06:48.600]  也沒有說他們是不義的人
[00:06:48.600 --> 00:06:49.600]  沒有
[00:06:49.600 --> 00:06:51.600]  只是說對左邊這樣說
[00:06:51.600 --> 00:06:54.600]  接著四十六節就是比喻的結束
[00:06:54.600 --> 00:06:57.600]  兩個有很不同的結局
[00:06:57.600 --> 00:06:58.600]  四十六節
[00:06:58.600 --> 00:07:00.600]  這些人要往永盈裡去
[00:07:00.600 --> 00:07:03.600]  這些人就是說左邊那幫人
[00:07:03.600 --> 00:07:04.600]  也是沒有加形容的
[00:07:04.600 --> 00:07:06.600]  接著他說那些異人
[00:07:06.600 --> 00:07:09.600]  所以你看到是強調異人
[00:07:09.600 --> 00:07:11.600]  是要往永生裡去
[00:07:11.600 --> 00:07:13.600]  這個比喻的意思
[00:07:13.600 --> 00:07:14.600]  看來很顯淺
[00:07:14.600 --> 00:07:15.600]  很易明
[00:07:15.600 --> 00:07:17.600]  似乎就是提醒當時的門徒
[00:07:17.600 --> 00:07:19.600]  包括我們今天的信徒
[00:07:19.600 --> 00:07:22.600]  要關心你們身邊那些有需要的人
[00:07:22.600 --> 00:07:24.600]  例如那些貧窮的
[00:07:24.600 --> 00:07:25.600]  漂泊的
[00:07:25.600 --> 00:07:26.600]  有病的
[00:07:26.600 --> 00:07:28.600]  或者失去自由的
[00:07:28.600 --> 00:07:29.600]  沒有盼望的
[00:07:29.600 --> 00:07:31.600]  我們統稱這些人可能做什麼
[00:07:31.600 --> 00:07:33.600]  弱勢社群
[00:07:33.600 --> 00:07:35.600]  不過
[00:07:35.600 --> 00:07:39.600]  如果我們真的只是看這個比喻
[00:07:39.600 --> 00:07:41.600]  將它獨立抽出來
[00:07:41.600 --> 00:07:43.600]  就是這麼簡單的信息
[00:07:43.600 --> 00:07:45.600]  如果我們將這個比喻
[00:07:45.600 --> 00:07:47.600]  記得連續上文
[00:07:47.600 --> 00:07:49.600]  又連續下理
[00:07:49.600 --> 00:07:52.600]  和看當時耶穌門徒的處境
[00:07:52.600 --> 00:07:54.600]  還有馬太幫的作者
[00:07:54.600 --> 00:07:58.600]  他們這幫受眾的處境
[00:07:58.600 --> 00:07:59.600]  你就會發現
[00:07:59.600 --> 00:08:01.600]  其實這個比喻的意義
[00:08:01.600 --> 00:08:02.600]  是很深長
[00:08:02.600 --> 00:08:05.600]  也很切合我們今天在香港
[00:08:05.600 --> 00:08:07.600]  或者尼泊爾這裡的地方
[00:08:07.600 --> 00:08:10.600]  看看上文好不好
[00:08:10.600 --> 00:08:11.600]  上文是說什麼呢
[00:08:11.600 --> 00:08:12.600]  如果你有聖經
[00:08:12.600 --> 00:08:13.600]  在家裡非常好
[00:08:13.600 --> 00:08:14.600]  要打開聖經
[00:08:14.600 --> 00:08:15.600]  或者打開你的手機
[00:08:15.600 --> 00:08:17.600]  前文是說什麼呢
[00:08:17.600 --> 00:08:18.600]  你一直看大標題
[00:08:18.600 --> 00:08:19.600]  說本聖經有大標題
[00:08:19.600 --> 00:08:21.600]  原來是說三個比喻
[00:08:21.600 --> 00:08:22.600]  這三個比喻
[00:08:22.600 --> 00:08:23.600]  都是我們很熟悉的
[00:08:23.600 --> 00:08:25.600]  最近那個是說
[00:08:25.600 --> 00:08:27.600]  五千、二千、一千
[00:08:27.600 --> 00:08:28.600]  我們俗稱
[00:08:28.600 --> 00:08:31.600]  按才幹受積分的比喻
[00:08:31.600 --> 00:08:32.600]  再之前一個比喻
[00:08:32.600 --> 00:08:34.600]  是十個同類的比喻
[00:08:34.600 --> 00:08:35.600]  再之前是什麼呢
[00:08:35.600 --> 00:08:37.600]  是忠心的僕人
[00:08:37.600 --> 00:08:40.600]  和一個惡僕的比喻
[00:08:40.600 --> 00:08:41.600]  這三個比喻
[00:08:41.600 --> 00:08:43.600]  為什麼耶穌要說這三個比喻呢
[00:08:43.600 --> 00:08:46.600]  我們又要再推前一點去看
[00:08:46.600 --> 00:08:47.600]  我們就會發現
[00:08:47.600 --> 00:08:49.600]  其實在24章一開始
[00:08:49.600 --> 00:08:51.600]  耶穌和門徒正在說
[00:08:51.600 --> 00:08:53.600]  什麼時候這個主題
[00:08:53.600 --> 00:08:55.600]  什麼是什麼時候
[00:08:55.600 --> 00:08:56.600]  和剛才說的
[00:08:56.600 --> 00:08:58.600]  大家都是在說什麼時候
[00:08:58.600 --> 00:09:02.600]  就是人子在什麼時候降臨
[00:09:02.600 --> 00:09:05.600]  24章我們再看上文
[00:09:05.600 --> 00:09:07.600]  第一至第四節
[00:09:07.600 --> 00:09:08.600]  不過時間關係
[00:09:08.600 --> 00:09:12.600]  我只是撮了第三和第四節出來
[00:09:12.600 --> 00:09:13.600]  耶穌
[00:09:13.600 --> 00:09:15.600]  我先說完一二節
[00:09:15.600 --> 00:09:16.600]  耶穌出了聖殿
[00:09:16.600 --> 00:09:17.600]  正走的時候
[00:09:17.600 --> 00:09:18.600]  門徒就來了
[00:09:18.600 --> 00:09:19.600]  把殿指給他們看
[00:09:19.600 --> 00:09:20.600]  耶穌和門徒說
[00:09:20.600 --> 00:09:22.600]  你們是不是看到這個殿了
[00:09:22.600 --> 00:09:23.600]  我告訴你
[00:09:23.600 --> 00:09:24.600]  將來就沒有一塊石頭
[00:09:24.600 --> 00:09:26.600]  會留在這個石頭上
[00:09:26.600 --> 00:09:27.600]  不被拆毀了
[00:09:27.600 --> 00:09:30.600]  然後耶穌就在格欖山那裡坐
[00:09:30.600 --> 00:09:35.600]  門徒就暗暗的來問耶穌
[00:09:35.600 --> 00:09:36.600]  請你告訴我們
[00:09:36.600 --> 00:09:39.600]  什麼時候有這些事
[00:09:39.600 --> 00:09:42.600]  你猜降臨和世界的末了
[00:09:42.600 --> 00:09:44.600]  有什麼預兆
[00:09:44.600 --> 00:09:45.600]  你看到
[00:09:45.600 --> 00:09:46.600]  又是什麼時候
[00:09:46.600 --> 00:09:47.600]  有什麼預兆
[00:09:47.600 --> 00:09:49.600]  然後耶穌就提醒他們
[00:09:49.600 --> 00:09:50.600]  第四節
[00:09:50.600 --> 00:09:51.600]  你們要謹慎
[00:09:51.600 --> 00:09:54.600]  免得有人迷惑你們
[00:09:54.600 --> 00:09:56.600]  說完這番話之後
[00:09:56.600 --> 00:10:00.600]  從第五節開始
[00:10:00.600 --> 00:10:02.600]  到之後的三十五節
[00:10:02.600 --> 00:10:05.600]  耶穌就將末日會發生的事情
[00:10:05.600 --> 00:10:06.600]  告訴他們
[00:10:06.600 --> 00:10:07.600]  包括什麼呢
[00:10:07.600 --> 00:10:11.600]  有很多人來冒耶穌的名利
[00:10:11.600 --> 00:10:14.600]  門徒會聽見打仗的風聲
[00:10:14.600 --> 00:10:15.600]  民要攻打民
[00:10:15.600 --> 00:10:16.600]  國要攻打國
[00:10:16.600 --> 00:10:18.600]  多處必有饑荒地震
[00:10:18.600 --> 00:10:20.600]  人要將你們陷在患難裡
[00:10:20.600 --> 00:10:22.600]  也要殺害你們
[00:10:22.600 --> 00:10:25.600]  你們又要為我的名被萬民恨惡
[00:10:25.600 --> 00:10:27.600]  這番話我想我們都有些印象
[00:10:27.600 --> 00:10:30.600]  耶穌再回來之前
[00:10:30.600 --> 00:10:31.600]  或者人之降臨之前
[00:10:31.600 --> 00:10:33.600]  就有這些事情
[00:10:33.600 --> 00:10:35.600]  就好像我們今天見到這樣
[00:10:35.600 --> 00:10:37.600]  不過在三十六節
[00:10:37.600 --> 00:10:38.600]  耶穌提醒他們
[00:10:38.600 --> 00:10:46.600]  哪日子哪時辰是沒有人知道的
[00:10:46.600 --> 00:10:48.600]  天上的使者不知道
[00:10:48.600 --> 00:10:49.600]  子也不知道
[00:10:49.600 --> 00:10:51.600]  只有父知道
[00:10:51.600 --> 00:10:52.600]  既然不知道的時候
[00:10:52.600 --> 00:10:54.600]  耶穌就提醒他們
[00:10:54.600 --> 00:10:57.600]  在四十二節至四十四節
[00:10:57.600 --> 00:10:59.600]  所以你們要謹慎
[00:10:59.600 --> 00:11:02.600]  因為你們不知道主是哪一天會來
[00:11:02.600 --> 00:11:06.600]  如果家主是知道
[00:11:06.600 --> 00:11:08.600]  哪一天有賊來的時候
[00:11:08.600 --> 00:11:10.600]  就會警醒了
[00:11:10.600 --> 00:11:11.600]  四十四節
[00:11:11.600 --> 00:11:13.600]  所以你們都要預備
[00:11:13.600 --> 00:11:15.600]  因為你們想不到的時候
[00:11:15.600 --> 00:11:17.600]  人子就會回來
[00:11:17.600 --> 00:11:20.600]  之後就是那三個比喻
[00:11:20.600 --> 00:11:24.600]  就是僕人、僱女和銀子的三個比喻
[00:11:24.600 --> 00:11:26.600]  很明顯這三個比喻
[00:11:26.600 --> 00:11:29.600]  都是和事後有關的
[00:11:29.600 --> 00:11:31.600]  善僕惡僕的比喻
[00:11:31.600 --> 00:11:35.600]  是說到在他們想不到的時候
[00:11:35.600 --> 00:11:36.600]  不知道的時辰
[00:11:36.600 --> 00:11:38.600]  那個主人就回來了
[00:11:38.600 --> 00:11:41.600]  聰明和愚絕同類的比喻
[00:11:41.600 --> 00:11:43.600]  是新郎遲了來
[00:11:43.600 --> 00:11:44.600]  什麼時候?
[00:11:44.600 --> 00:11:45.600]  他是遲了來
[00:11:45.600 --> 00:11:47.600]  都是他們睡了覺的時候
[00:11:47.600 --> 00:11:50.600]  然後半夜有人哭著說新郎不來了
[00:11:50.600 --> 00:11:52.600]  你們都出來迎接他
[00:11:52.600 --> 00:11:53.600]  結果都是有來的
[00:11:53.600 --> 00:11:55.600]  然後五千、二千、一千的比喻
[00:11:55.600 --> 00:11:57.600]  經文提到過了很久
[00:11:57.600 --> 00:11:58.600]  都是有來
[00:11:58.600 --> 00:12:00.600]  不過是過了很久
[00:12:00.600 --> 00:12:02.600]  主人就回來
[00:12:02.600 --> 00:12:06.600]  三個比喻有個共通點
[00:12:06.600 --> 00:12:08.600]  是提到時間
[00:12:08.600 --> 00:12:12.600]  不是主人或新郎什麼時候會回來的問題
[00:12:12.600 --> 00:12:14.600]  是他們結果真的會來
[00:12:14.600 --> 00:12:16.600]  無論主人或新郎
[00:12:16.600 --> 00:12:19.600]  他們是這群人想不到的時候
[00:12:19.600 --> 00:12:20.600]  或者遲了的時候
[00:12:20.600 --> 00:12:22.600]  或者過了很久的時候
[00:12:22.600 --> 00:12:25.600]  就來到僕人和僱女中間
[00:12:25.600 --> 00:12:28.600]  所以這些僕人要警醒和要準備
[00:12:28.600 --> 00:12:32.600]  三個比喻都有一些他們本身的重點
[00:12:32.600 --> 00:12:34.600]  詳細不說了
[00:12:34.600 --> 00:12:36.600]  耶穌是要藉此提醒門徒
[00:12:36.600 --> 00:12:37.600]  他們都有自己的身份
[00:12:37.600 --> 00:12:39.600]  他們都有自己的角色
[00:12:39.600 --> 00:12:41.600]  他們要做好本份
[00:12:41.600 --> 00:12:46.600]  不要輕忽或漠視主人會回來的事實
[00:12:46.600 --> 00:12:48.600]  然後還不夠
[00:12:48.600 --> 00:12:49.600]  或者說完就夠了
[00:12:49.600 --> 00:12:53.600]  還有這個比喻就是綿羊和山羊的比喻
[00:12:53.600 --> 00:12:56.600]  這個比喻的重點在哪裡呢?
[00:12:56.600 --> 00:12:58.600]  除了看上文
[00:12:58.600 --> 00:13:00.600]  你見到應該和警醒有關
[00:13:00.600 --> 00:13:02.600]  應該和預備有關
[00:13:02.600 --> 00:13:05.600]  但要看下文
[00:13:05.600 --> 00:13:07.600]  下文說什麼呢?
[00:13:07.600 --> 00:13:10.600]  二十六章告訴你有什麼事將要發生
[00:13:10.600 --> 00:13:13.600]  耶穌將要死
[00:13:13.600 --> 00:13:15.600]  並且死在十字架上
[00:13:15.600 --> 00:13:20.600]  如果你記得綿羊和山羊這個比喻開始的時候是說什麼的?
[00:13:20.600 --> 00:13:24.600]  是人子在他的榮耀裡降臨
[00:13:24.600 --> 00:13:27.600]  坐在他榮耀的寶座上
[00:13:27.600 --> 00:13:29.600]  是不是一個很大的對比?
[00:13:29.600 --> 00:13:33.600]  原來人子要坐在他榮耀的寶座上之前
[00:13:33.600 --> 00:13:34.600]  會發生什麼事呢?
[00:13:34.600 --> 00:13:36.600]  就是人子將要被捉拿
[00:13:36.600 --> 00:13:39.600]  將要被釘死在十字架上
[00:13:39.600 --> 00:13:42.600]  才可以在他有一天再回來的時候
[00:13:42.600 --> 00:13:45.600]  坐在這個榮耀的寶座上
[00:13:45.600 --> 00:13:49.600]  原來耶穌將要死
[00:13:49.600 --> 00:13:51.600]  耶穌要門徒明白
[00:13:51.600 --> 00:13:54.600]  他將要走上十字架的路
[00:13:54.600 --> 00:13:56.600]  其實耶穌不是第一次說的
[00:13:56.600 --> 00:13:58.600]  不過如果我們有印象
[00:13:58.600 --> 00:13:59.600]  你都會記得
[00:13:59.600 --> 00:14:03.600]  門徒不是很明白當時耶穌在說什麼
[00:14:03.600 --> 00:14:05.600]  這個比喻
[00:14:05.600 --> 00:14:07.600]  綿羊和山羊的比喻
[00:14:07.600 --> 00:14:12.600]  就是要準備門徒
[00:14:12.600 --> 00:14:18.600]  怎樣來迎接耶穌將要死的事情
[00:14:18.600 --> 00:14:20.600]  不單要迎接人子降臨
[00:14:20.600 --> 00:14:22.600]  是迎接人子降臨之前
[00:14:22.600 --> 00:14:24.600]  耶穌會被害
[00:14:24.600 --> 00:14:27.600]  會被釘這個事實
[00:14:27.600 --> 00:14:30.600]  有什麼困難度
[00:14:30.600 --> 00:14:32.600]  就是要預備這個日子
[00:14:32.600 --> 00:14:34.600]  我們再了解一下
[00:14:34.600 --> 00:14:37.600]  耶穌的門徒和馬太的受眾
[00:14:37.600 --> 00:14:41.600]  甚至是第一世紀的信徒的處境
[00:14:41.600 --> 00:14:43.600]  其實他們處在什麼樣的境況呢?
[00:14:43.600 --> 00:14:47.600]  他們處在一個很不公不義的境況
[00:14:47.600 --> 00:14:50.600]  無論是政治的情況
[00:14:50.600 --> 00:14:52.600]  或者是宗教的情況
[00:14:52.600 --> 00:14:56.600]  在這裡我會花一點時間來跟大家介紹
[00:14:56.600 --> 00:14:57.600]  在耶穌的時代
[00:14:57.600 --> 00:14:59.600]  猶太人在政治方面
[00:14:59.600 --> 00:15:01.600]  記得他們是受羅馬統治的
[00:15:01.600 --> 00:15:05.600]  他們的體制可以這樣說是三權分立的
[00:15:05.600 --> 00:15:07.600]  有羅馬的巡撫
[00:15:07.600 --> 00:15:10.600]  接著他們委任猶太人
[00:15:10.600 --> 00:15:12.600]  就是用懷柔政策
[00:15:12.600 --> 00:15:14.600]  委任猶太人做分封王
[00:15:14.600 --> 00:15:17.600]  來管理猶太人
[00:15:17.600 --> 00:15:20.600]  然後宗教的系統是怎樣呢?
[00:15:20.600 --> 00:15:22.600]  有大祭司做管理的
[00:15:22.600 --> 00:15:24.600]  由人自由
[00:15:24.600 --> 00:15:26.600]  高度自治
[00:15:26.600 --> 00:15:27.600]  讓他們自己管理
[00:15:27.600 --> 00:15:29.600]  在以前40年
[00:15:29.600 --> 00:15:33.600]  大希律就靠政治手腕
[00:15:33.600 --> 00:15:38.600]  受羅馬皇帝的委任
[00:15:38.600 --> 00:15:40.600]  做了猶太人的王
[00:15:40.600 --> 00:15:42.600]  不過由他上任之後
[00:15:42.600 --> 00:15:47.600]  宗教和政治的體系是越來越敗壞的
[00:15:47.600 --> 00:15:49.600]  不知道大家有沒有聽過
[00:15:49.600 --> 00:15:50.600]  早前七年
[00:15:50.600 --> 00:15:54.600]  大希律因為怕他其中兩個兒子會散位
[00:15:54.600 --> 00:15:57.600]  所以就將他們處死
[00:15:57.600 --> 00:15:58.600]  三年之後
[00:15:58.600 --> 00:16:04.600]  也將他自己和這兩個兒子關係的大兒子
[00:16:04.600 --> 00:16:05.600]  又處死
[00:16:05.600 --> 00:16:08.600]  所以原來歷史書上有這樣的記載
[00:16:08.600 --> 00:16:15.600]  做希律王的豬比做他的兒子還要好
[00:16:15.600 --> 00:16:17.600]  這是大希律
[00:16:17.600 --> 00:16:19.600]  他甚至將自己的妻子
[00:16:19.600 --> 00:16:21.600]  無中生有
[00:16:21.600 --> 00:16:23.600]  用一個莫須有的罪名
[00:16:23.600 --> 00:16:24.600]  說他有通姦
[00:16:24.600 --> 00:16:28.600]  也將自己的妻子處死
[00:16:28.600 --> 00:16:30.600]  大希律這種兇殘
[00:16:30.600 --> 00:16:32.600]  你就會看到
[00:16:32.600 --> 00:16:34.600]  記不記得耶穌小時候要逃亡
[00:16:34.600 --> 00:16:39.600]  因為大希律知道有一個猶太人的王將要出世
[00:16:39.600 --> 00:16:41.600]  他很怕自己的王位被奪取
[00:16:41.600 --> 00:16:46.600]  所以下令要殺害伯利恆周圍的地方
[00:16:46.600 --> 00:16:48.600]  兩歲以下的嬰孩
[00:16:48.600 --> 00:16:49.600]  不過最終沒有成功
[00:16:49.600 --> 00:16:50.600]  有研究說
[00:16:50.600 --> 00:16:52.600]  其實不知道有沒有真的發生
[00:16:52.600 --> 00:16:53.600]  他死了之後
[00:16:53.600 --> 00:16:56.600]  就將王位分給三個兒子
[00:16:56.600 --> 00:16:59.600]  有不同的地方的管理
[00:16:59.600 --> 00:17:02.600]  其中一個就是希律安提柏
[00:17:02.600 --> 00:17:04.600]  希律安提柏又怎樣呢?
[00:17:04.600 --> 00:17:06.600]  不知道大家有沒有印象
[00:17:06.600 --> 00:17:08.600]  施洗約翰
[00:17:08.600 --> 00:17:11.600]  施洗約翰曾經責備他
[00:17:11.600 --> 00:17:16.600]  娶了他義母的兄弟
[00:17:16.600 --> 00:17:18.600]  肥力的妻子希羅底
[00:17:18.600 --> 00:17:20.600]  結果就將他收監
[00:17:20.600 --> 00:17:23.600]  並且斬首施洗約翰
[00:17:23.600 --> 00:17:25.600]  施洗約翰被殺
[00:17:25.600 --> 00:17:28.600]  人們就問可不可以為他平反
[00:17:28.600 --> 00:17:29.600]  都是很不公義的事
[00:17:29.600 --> 00:17:31.600]  他只是說事實
[00:17:31.600 --> 00:17:38.600]  但就遭受希律的殺害
[00:17:38.600 --> 00:17:42.600]  甚至有考古學家發現
[00:17:42.600 --> 00:17:44.600]  在第一世紀
