
[00:00:00.000 --> 00:00:03.000]  今天和大家分享信息的題目是
[00:04:23.500 --> 00:04:27.500]  我們就明白,為什麼我們看出埃及記的時候
[00:04:27.500 --> 00:04:29.500]  第一章第二章就是說
[00:04:29.500 --> 00:04:33.500]  他們那麼怕以色列人越來越多
[00:04:33.500 --> 00:04:37.500]  因為當以色列人越來越多的時候
[00:04:37.500 --> 00:04:41.500]  有機會推翻埃及的政權
[00:04:41.500 --> 00:04:45.500]  於是為了國家安全的利益著想
[00:04:45.500 --> 00:04:50.500]  法老王就下了一個辣招,去苦待以色列人
[00:04:50.500 --> 00:04:52.500]  並且我們會看到聖經的說
[00:04:52.500 --> 00:04:56.500]  他說將初生的男嬰全部都要殺光
[00:04:56.500 --> 00:04:59.500]  為什麼?因為就是要控制人口
[00:04:59.500 --> 00:05:02.500]  這個苦待以色列人的時間
[00:05:02.500 --> 00:05:05.500]  又是過了一段時間之後
[00:05:05.500 --> 00:05:10.500]  到今天我們讀的經文二章23節說
[00:05:10.500 --> 00:05:13.500]  過了多年,埃及王死了
[00:05:13.500 --> 00:05:15.500]  對於以色列人來說
[00:05:15.500 --> 00:05:18.500]  這個可能是一個大喜的訊息
[00:05:18.500 --> 00:05:21.500]  為什麼?因為之前的埃及王
[00:05:21.500 --> 00:05:24.500]  是不停不停地去苦待以色列人的
[00:05:24.500 --> 00:05:26.500]  現在有一個新政權來到
[00:05:26.500 --> 00:05:32.500]  隨時可以將之前的政策去改過
[00:05:32.500 --> 00:05:34.500]  不再苦待我們了
[00:05:34.500 --> 00:05:36.500]  我們有個新希望了
[00:05:36.500 --> 00:05:38.500]  以色列人可能是這樣想
[00:05:38.500 --> 00:05:41.500]  不過很可惜,是什麼呢?
[00:05:41.500 --> 00:05:45.500]  這個法老仍然繼續去苦待以色列人
[00:05:45.500 --> 00:05:47.500]  所以對於以色列人來說
[00:05:47.500 --> 00:05:51.500]  是一個希望,但是很快看到什麼呢?
[00:05:51.500 --> 00:05:53.500]  再一次的失望
[00:05:53.500 --> 00:05:55.500]  就好像我們當中
[00:05:55.500 --> 00:05:57.500]  我們都有機會,有經驗是什麼呢?
[00:05:57.500 --> 00:05:59.500]  可能是去探病
[00:05:59.500 --> 00:06:02.500]  我們去探一些住院的親友
[00:06:02.500 --> 00:06:04.500]  或者自己都在醫院裡面
[00:06:04.500 --> 00:06:07.500]  試過去養病、去醫病的時候
[00:06:07.500 --> 00:06:12.500]  請問我們當中有沒有人喜歡住醫院的?
[00:06:12.500 --> 00:06:15.500]  當然不會啦,不會人這麼傻的嘛
[00:06:15.500 --> 00:06:17.500]  為什麼我們不喜歡住醫院呢?
[00:06:17.500 --> 00:06:20.500]  因為醫院我們的飲食不是理想
[00:06:20.500 --> 00:06:21.500]  我們很多的需要
[00:06:21.500 --> 00:06:23.500]  因為醫院人手不足的時候
[00:06:23.500 --> 00:06:25.500]  未必能夠即時幫到我
[00:06:25.500 --> 00:06:27.500]  所以住院的人
[00:06:27.500 --> 00:06:29.500]  他很想醫生來巡訪
[00:06:29.500 --> 00:06:33.500]  說一句什麼話,你可以出院了
[00:06:33.500 --> 00:06:35.500]  帶著一個很大的期望
[00:06:35.500 --> 00:06:38.500]  想聽,醫生你告訴我,我可以出院了
[00:06:38.500 --> 00:06:41.500]  但是醫生來到巡訪的時候跟你說一句
[00:06:41.500 --> 00:06:43.500]  你繼續留院觀察
[00:06:43.500 --> 00:06:46.500]  那你會怎樣呢?再一次的失望
[00:06:46.500 --> 00:06:48.500]  所以我們見到很多的病人
[00:06:48.500 --> 00:06:51.500]  我自己作為一個傳毒童工
[00:06:51.500 --> 00:06:54.500]  都常常要去醫院裡面去探病
[00:06:54.500 --> 00:06:56.500]  見證的就是病人
[00:06:56.500 --> 00:06:58.500]  最初會很樂觀面對的
[00:06:58.500 --> 00:07:01.500]  都會說我感恩,今天好一點了
[00:07:01.500 --> 00:07:04.500]  我去傳福音給隔壁床的病人聽
[00:07:04.500 --> 00:07:06.500]  但是日子越來越久的時候
[00:07:06.500 --> 00:07:09.500]  其實裡面就開始發牢騷
[00:07:09.500 --> 00:07:10.500]  開始鬧彆扭
[00:07:10.500 --> 00:07:12.500]  就說我要出院,我要出院了
[00:07:12.500 --> 00:07:14.500]  對於一個病人來說
[00:07:14.500 --> 00:07:16.500]  他要面對的困局
[00:07:16.500 --> 00:07:19.500]  就是身體的需要,身體的困局
[00:07:19.500 --> 00:07:21.500]  我們今天在座的弟兄姊妹
[00:07:21.500 --> 00:07:22.500]  我們的朋友
[00:07:22.500 --> 00:07:24.500]  我們面對的困局可能不同
[00:07:24.500 --> 00:07:25.500]  不是身體有關
[00:07:25.500 --> 00:07:28.500]  但是可能我們每人面對的困局都不同
[00:07:28.500 --> 00:07:30.500]  我們可能面對的困局是我們的工作
[00:07:30.500 --> 00:07:32.500]  我每天回公司
[00:07:32.500 --> 00:07:34.500]  我去見到我那個很挑剔
[00:07:34.500 --> 00:07:36.500]  很多要求的老闆
[00:07:36.500 --> 00:07:37.500]  那些卸膊的同事
[00:07:37.500 --> 00:07:39.500]  我想說我改變不了他
[00:07:39.500 --> 00:07:42.500]  又或者當中我們的困局是經濟
[00:07:42.500 --> 00:07:43.500]  我那盤生意
[00:07:43.500 --> 00:07:46.500]  現在香港的經濟其實不是那麼好
[00:07:46.500 --> 00:07:48.500]  我很擔心,我怎麼供樓
[00:07:48.500 --> 00:07:50.500]  我擔心沒錢吃飯
[00:07:50.500 --> 00:07:52.500]  又或者再靠近一點
[00:07:52.500 --> 00:07:54.500]  我們的困局可能是跟關係有關
[00:07:54.500 --> 00:07:56.500]  我們家人的關係
[00:07:56.500 --> 00:07:57.500]  婆媳關係
[00:07:57.500 --> 00:07:59.500]  夫婦關係
[00:07:59.500 --> 00:08:00.500]  回到教會
[00:08:00.500 --> 00:08:02.500]  可能都是對於一些弟兄姊妹來說
[00:08:02.500 --> 00:08:04.500]  我都是面對著我的困局
[00:08:04.500 --> 00:08:06.500]  因為我小組裡面有些
[00:08:06.500 --> 00:08:09.500]  我未懂得怎樣跟他們相處的弟兄姊妹
[00:08:09.500 --> 00:08:10.500]  很真實
[00:08:10.500 --> 00:08:12.500]  每個人我們都有我們自己
[00:08:12.500 --> 00:08:14.500]  很獨特要面對的處境
[00:08:14.500 --> 00:08:15.500]  而這個處境
[00:08:15.500 --> 00:08:18.500]  都有機會成為我們的困局
[00:08:18.500 --> 00:08:19.500]  在困局裡面
[00:08:19.500 --> 00:08:21.500]  我們會感到的就是
[00:08:21.500 --> 00:08:22.500]  我們很沮喪
[00:08:22.500 --> 00:08:23.500]  我們很無奈
[00:08:23.500 --> 00:08:25.500]  因為時間一路一路過的時候
[00:08:25.500 --> 00:08:27.500]  說得明是困局
[00:08:27.500 --> 00:08:29.500]  就是說我們超越不了
[00:08:29.500 --> 00:08:32.500]  我們超越不了這個困局
[00:08:32.500 --> 00:08:34.500]  於是乎我們一路的時候
[00:08:34.500 --> 00:08:35.500]  我們就覺得
[00:08:35.500 --> 00:08:38.500]  唉 我怎樣去捱過這一步呢
[00:08:38.500 --> 00:08:41.500]  我究竟我明天可以是怎樣呢
[00:08:41.500 --> 00:08:42.500]  我們面對的困局
[00:08:42.500 --> 00:08:43.500]  可能都是一天
[00:08:43.500 --> 00:08:45.500]  可能是一個月
[00:08:45.500 --> 00:08:47.500]  但你知不知道意識力人
[00:08:47.500 --> 00:08:48.500]  他的困局
[00:08:48.500 --> 00:08:50.500]  捱了多久呢
[00:08:50.500 --> 00:08:53.500]  四百年了
[00:08:53.500 --> 00:08:55.500]  以色列人他捱的困局
[00:08:55.500 --> 00:08:57.500]  是捱了四百年了
[00:08:57.500 --> 00:08:58.500]  不是一年
[00:08:58.500 --> 00:08:59.500]  不是十年
[00:08:59.500 --> 00:09:00.500]  是四百年
[00:09:00.500 --> 00:09:02.500]  足足四代人的時間
[00:09:02.500 --> 00:09:03.500]  人很正常
[00:09:03.500 --> 00:09:04.500]  當我們說
[00:09:04.500 --> 00:09:05.500]  我們自己
[00:09:05.500 --> 00:09:07.500]  陷在一個困難裡面的時候
[00:09:07.500 --> 00:09:10.500]  我們會望望我們身邊那些
[00:09:10.500 --> 00:09:11.500]  有豐富經驗
[00:09:11.500 --> 00:09:13.500]  豐富閱歷的人
[00:09:13.500 --> 00:09:14.500]  我們很希望的是
[00:09:14.500 --> 00:09:15.500]  從他們身上
[00:09:15.500 --> 00:09:17.500]  拿到一些人生的智慧
[00:09:17.500 --> 00:09:20.500]  幫我們知道怎樣去處理我們的處境
[00:09:20.500 --> 00:09:22.500]  但是以色列人
[00:09:22.500 --> 00:09:23.500]  他們四代人
[00:09:23.500 --> 00:09:25.500]  都在一個困局裡面的時候
[00:09:25.500 --> 00:09:27.500]  他們望望自己的父母
[00:09:27.500 --> 00:09:29.500]  就是天天捱
[00:09:29.500 --> 00:09:30.500]  很早出去
[00:09:30.500 --> 00:09:31.500]  很晚回來
[00:09:31.500 --> 00:09:32.500]  很累
[00:09:32.500 --> 00:09:33.500]  接著望望
[00:09:33.500 --> 00:09:35.500]  阿爺 阿嬤 阿公 阿婆
[00:09:35.500 --> 00:09:37.500]  都年紀大了
[00:09:37.500 --> 00:09:38.500]  接著他們是怎樣
[00:09:38.500 --> 00:09:39.500]  告訴你
[00:09:39.500 --> 00:09:41.500]  是啊 我也是天天捱
[00:09:41.500 --> 00:09:43.500]  然後再望望第四代
[00:09:43.500 --> 00:09:45.500]  望望曾祖父 曾祖母
[00:09:45.500 --> 00:09:48.500]  他們的年紀都真的很大了
[00:09:48.500 --> 00:09:51.500]  可能很快就已經需要安息住懷
[00:09:51.500 --> 00:09:52.500]  但是他告訴你
[00:09:52.500 --> 00:09:54.500]  我從出生的第一天
[00:09:54.500 --> 00:09:55.500]  到我今天
[00:09:55.500 --> 00:09:57.500]  我都是捱的
[00:09:57.500 --> 00:09:58.500]  對於以色列人來說
[00:09:58.500 --> 00:09:59.500]  他就會心想
[00:09:59.500 --> 00:10:01.500]  他們個個都是這樣
[00:10:01.500 --> 00:10:05.500]  其實我都應該逃不過這個騙運
[00:10:05.500 --> 00:10:07.500]  然後他開始去想
[00:10:07.500 --> 00:10:10.500]  他開始為自己立下一個誓言
[00:10:10.500 --> 00:10:11.500]  就是說
[00:10:11.500 --> 00:10:13.500]  他對自己下了一個判斷
[00:10:13.500 --> 00:10:17.500]  就是我的命真是苦
[00:10:17.500 --> 00:10:19.500]  而我的命真是苦
[00:10:19.500 --> 00:10:20.500]  原來這個就是
[00:10:20.500 --> 00:10:24.500]  埃及人去苦待以色列人的目的
[00:10:24.500 --> 00:10:26.500]  在一章十四節
[00:10:26.500 --> 00:10:27.500]  他說
[00:10:27.500 --> 00:10:30.500]  埃及人去苦待以色列人的時候
[00:10:30.500 --> 00:10:33.500]  是要使他們因做苦功
[00:10:33.500 --> 00:10:36.500]  覺得命苦
[00:10:36.500 --> 00:10:39.500]  一個人怎樣才會覺得命苦呢
[00:10:39.500 --> 00:10:41.500]  當他一直很努力
[00:10:41.500 --> 00:10:43.500]  很想去改變前面
[00:10:43.500 --> 00:10:45.500]  他覺得很困難的事的時候
[00:10:45.500 --> 00:10:47.500]  試過很多很多方法
[00:10:47.500 --> 00:10:48.500]  但是發現
[00:10:48.500 --> 00:10:50.500]  原來都是不行的
[00:10:50.500 --> 00:10:52.500]  都是這樣的
[00:10:52.500 --> 00:10:53.500]  還有那個困苦
[00:10:53.500 --> 00:10:55.500]  一天一天的加增
[00:10:55.500 --> 00:10:57.500]  完全沒有改變
[00:10:57.500 --> 00:10:58.500]  陷入一個好像
[00:10:58.500 --> 00:10:59.500]  走不出迷宮
[00:10:59.500 --> 00:11:02.500]  一個絕望的裡面的時候
[00:11:02.500 --> 00:11:04.500]  他們就會覺得命苦
[00:11:04.500 --> 00:11:05.500]  有一首詩歌
[00:11:05.500 --> 00:11:06.500]  不是詩歌
[00:11:06.500 --> 00:11:07.500]  是有一首歌
[00:11:07.500 --> 00:11:10.500]  說明天會更好
[00:11:10.500 --> 00:11:11.500]  就是說有希望
[00:11:11.500 --> 00:11:14.500]  但是對於一個覺得命苦的人
[00:11:14.500 --> 00:11:16.500]  他不會覺得明天會更好
[00:11:16.500 --> 00:11:18.500]  因為他們會覺得
[00:11:18.500 --> 00:11:20.500]  我的命這麼苦的時候
[00:11:20.500 --> 00:11:21.500]  我一世
[00:11:21.500 --> 00:11:23.500]  直到我死那天
[00:11:23.500 --> 00:11:25.500]  都是會面對同一處境
[00:11:25.500 --> 00:11:27.500]  是不會改變的
[00:11:27.500 --> 00:11:29.500]  以色列人面對這個困境的時候
[00:11:29.500 --> 00:11:31.500]  於是《聖經》有記載
[00:11:31.500 --> 00:11:32.500]  它說
[00:11:32.500 --> 00:11:34.500]  以色列人因做苦功
[00:11:34.500 --> 00:11:35.500]  就嘆息哀求
[00:11:35.500 --> 00:11:37.500]  他們的哀聲達於神
[00:11:37.500 --> 00:11:39.500]  神聽見他們的哀聲
[00:11:39.500 --> 00:11:41.500]  這裡大家看到的
[00:11:41.500 --> 00:11:44.500]  是有四個紅色的字
[00:11:44.500 --> 00:11:46.500]  其實是四個的形容詞
[00:11:46.500 --> 00:11:49.500]  去形容一個人有多苦
[00:11:49.500 --> 00:11:51.500]  我們中文看不到這個意思
[00:11:51.500 --> 00:11:52.500]  但是如果我們回到
[00:11:52.500 --> 00:11:54.500]  希伯來語文的時候
[00:11:54.500 --> 00:11:55.500]  原來說的是
[00:11:55.500 --> 00:11:57.500]  四個層次的痛苦
[00:11:57.500 --> 00:11:58.500]  第一個
[00:11:58.500 --> 00:12:00.500]  它說的是嘆息
[00:12:00.500 --> 00:12:02.500]  在一個內心的裡面
[00:12:02.500 --> 00:12:05.500]  那種無聲的嘆息
[00:12:05.500 --> 00:12:08.500]  事情都是繼續發生
[00:12:08.500 --> 00:12:10.500]  由嘆息就變成哀求
[00:12:10.500 --> 00:12:12.500]  用聲音的去表達
[00:12:12.500 --> 00:12:14.500]  內裡面那份鬱悶
[00:12:14.500 --> 00:12:16.500]  那份慨嘆
[00:12:16.500 --> 00:12:18.500]  唉
[00:12:18.500 --> 00:12:20.500]  時間繼續的過
[00:12:20.500 --> 00:12:21.500]  繼續的
[00:12:21.500 --> 00:12:22.500]  光景都是沒變
[00:12:22.500 --> 00:12:23.500]  繼續的
[00:12:23.500 --> 00:12:25.500]  都是這麼辛苦的時候
[00:12:25.500 --> 00:12:26.500]  就會去到哀聲
[00:12:26.500 --> 00:12:27.500]  Cry for help
[00:12:27.500 --> 00:12:29.500]  有沒有人來幫我
[00:12:29.500 --> 00:12:31.500]  究竟有沒有人知道
[00:12:31.500 --> 00:12:33.500]  我的痛苦來幫我
[00:12:33.500 --> 00:12:34.500]  然後到最後
[00:12:34.500 --> 00:12:36.500]  神聽見他們的哀聲
[00:12:36.500 --> 00:12:39.500]  聽見他們對生命那種哄訴
[00:12:39.500 --> 00:12:41.500]  就是我的命真的很苦
[00:12:41.500 --> 00:12:42.500]  沒有人來幫到我
[00:12:42.500 --> 00:12:44.500]  不如死了也罷吧
[00:12:44.500 --> 00:12:46.500]  你看到以色列人
[00:12:46.500 --> 00:12:48.500]  他就在這個痛苦的裡面
[00:12:48.500 --> 00:12:49.500]  在這個困局的裡面
[00:12:49.500 --> 00:12:50.500]  那些負面情緒
[00:12:50.500 --> 00:12:53.500]  一路一路一路的加增
[00:12:53.500 --> 00:12:56.500]  當負面情緒沒有好好處理的時候
[00:12:56.500 --> 00:12:57.500]  就一路推到一個人
[00:12:57.500 --> 00:13:00.500]  就走向絕望的裡面
[00:13:00.500 --> 00:13:02.500]  覺得這個世界沒有人會幫我
[00:13:02.500 --> 00:13:05.500]  覺得自己的生命是沒有希望
[00:13:05.500 --> 00:13:06.500]  但我想說
[00:13:06.500 --> 00:13:08.500]  我們的生命不是這樣
[00:13:08.500 --> 00:13:09.500]  因為神說
[00:13:09.500 --> 00:13:11.500]  祂來是帶給我們的盼望
[00:13:11.500 --> 00:13:13.500]  當我們覺得我們的生命是絕望
[00:13:13.500 --> 00:13:14.500]  是沒有希望
[00:13:14.500 --> 00:13:16.500]  沒有人幫到我的時候
[00:13:16.500 --> 00:13:17.500]  我想說這是魔鬼撒旦
[00:13:17.500 --> 00:13:19.500]  一路的欺負我們
[00:13:19.500 --> 00:13:21.500]  以為沒有人幫我們
[00:13:21.500 --> 00:13:22.500]  我們唯有的是什麼
[00:13:22.500 --> 00:13:23.500]  自己幫自己
[00:13:23.500 --> 00:13:24.500]  當自己幫自己
[00:13:24.500 --> 00:13:25.500]  都幫不到的時候
[00:13:25.500 --> 00:13:27.500]  就是說自己都靠不住的時候
[00:13:27.500 --> 00:13:29.500]  我們就會陷入絕望
[00:13:29.500 --> 00:13:31.500]  甚至是想放棄自己
[00:13:31.500 --> 00:13:34.500]  生命的光景的裡面
[00:13:34.500 --> 00:13:35.500]  我不知道我們當中
[00:13:35.500 --> 00:13:37.500]  有沒有一些弟兄姊妹朋友
[00:13:37.500 --> 00:13:39.500]  你們都在不同層次的痛苦裡面
[00:13:39.500 --> 00:13:41.500]  可能你憤怒神
[00:13:41.500 --> 00:13:42.500]  喂 神啊
[00:13:42.500 --> 00:13:44.500]  你說一句話就搞定了
[00:13:44.500 --> 00:13:47.500]  你動一動手指的東西就行了
[00:13:47.500 --> 00:13:49.500]  為什麼你好像對我不聞不問
[00:13:49.500 --> 00:13:52.500]  為什麼你好像不理我這樣
[00:13:52.500 --> 00:13:55.500]  我很想藉著今天的三點
[00:13:55.500 --> 00:13:56.500]  去跟大家分享
[00:13:56.500 --> 00:13:57.500]  成為你們的鼓勵
[00:13:57.500 --> 00:13:59.500]  我們要去認識
[00:13:59.500 --> 00:14:00.500]  在經歷的裡面
[00:14:00.500 --> 00:14:01.500]  是認識自己
[00:14:01.500 --> 00:14:05.500]  接著我們是要跟這個納約的神相遇
[00:14:05.500 --> 00:14:07.500]  當我們在跟神相遇的時候
[00:14:07.500 --> 00:14:09.500]  我們又在一個約的裡面
[00:14:09.500 --> 00:14:13.500]  得到從神而來的那份祝福
[00:14:13.500 --> 00:14:14.500]  我們說
[00:14:14.500 --> 00:14:16.500]  我們要在經歷的裡面去認識神
[00:14:16.500 --> 00:14:18.500]  可能大家會說認識神
[00:14:18.500 --> 00:14:19.500]  我很認識自己的了
[00:14:19.500 --> 00:14:22.500]  現在經常都說要做一些性格測試
[00:14:22.500 --> 00:14:24.500]  九型人格 十六型人格
[00:14:24.500 --> 00:14:27.500]  接著我跟弟兄姊妹有時候聊天
[00:14:27.500 --> 00:14:29.500]  一勾勾說到你第幾號嘛
[00:14:29.500 --> 00:14:31.500]  是不是這種認識呢
[00:14:31.500 --> 00:14:36.500]  原來神是要以色列人他們認識自己
[00:14:36.500 --> 00:14:38.500]  不是認識自己什麼性格
[00:14:38.500 --> 00:14:40.500]  而是在這個過程裡面
[00:14:40.500 --> 00:14:42.500]  在這個困苦的裡面
[00:14:42.500 --> 00:14:45.500]  去認識人性那份的軟弱
[00:14:45.500 --> 00:14:46.500]  並且認識的就是
[00:14:46.500 --> 00:14:48.500]  原來我們的生命
[00:14:48.500 --> 00:14:51.500]  除神以外是別無拯救
[00:14:51.500 --> 00:14:53.500]  我們說法老 第一個法老
[00:14:53.500 --> 00:14:56.500]  他是去任命約瑟
[00:14:56.500 --> 00:14:58.500]  成為這個宰相的時候
[00:14:58.500 --> 00:15:00.500]  以色列的人口是不斷的增長
[00:15:00.500 --> 00:15:03.500]  以色列人也覺得很舒適的
[00:15:03.500 --> 00:15:04.500]  我相信這些
[00:15:04.500 --> 00:15:07.500]  全部都是神給以色列人的祝福
[00:15:07.500 --> 00:15:09.500]  相比起當時的埃及人
[00:15:09.500 --> 00:15:12.500]  他們要面對的是饑荒 大饑荒
[00:15:12.500 --> 00:15:14.500]  天天擔驚受怕
[00:15:14.500 --> 00:15:16.500]  我今天還有沒有飯吃呢
[00:15:16.500 --> 00:15:17.500]  我一家怎麼辦呢
[00:15:17.500 --> 00:15:19.500]  所以如果你是當時的以色列人
[00:15:19.500 --> 00:15:20.500]  你都會覺得
[00:15:20.500 --> 00:15:23.500]  其實我們都過得不錯
[00:15:23.500 --> 00:15:24.500]  不過可惜的是
[00:15:24.500 --> 00:15:26.500]  順境的日子
[00:15:26.500 --> 00:15:28.500]  沒有令到以色列人
[00:15:28.500 --> 00:15:30.500]  更加的跟神親近
[00:15:30.500 --> 00:15:32.500]  相反我們看到的是
[00:15:32.500 --> 00:15:34.500]  以色列人慢慢地
[00:15:34.500 --> 00:15:36.500]  他忘記了神
[00:15:36.500 --> 00:15:37.500]  可能最初
[00:15:37.500 --> 00:15:39.500]  當他見到神祝福他的時候
[00:15:39.500 --> 00:15:41.500]  人很正常的都會說
[00:15:41.500 --> 00:15:43.500]  哈利路亞 感恩 讚美神
[00:15:43.500 --> 00:15:44.500]  多謝神
[00:15:44.500 --> 00:15:46.500]  我們都會這樣做 是吧
[00:15:46.500 --> 00:15:48.500]  但是當日子慢慢地過的時候
[00:15:48.500 --> 00:15:49.500]  我們開始又會覺得
[00:15:49.500 --> 00:15:52.500]  其實我都有一點點功勞
[00:15:52.500 --> 00:15:54.500]  我感謝神 當然感謝神
[00:15:54.500 --> 00:15:56.500]  但是其實你知道嗎
[00:15:56.500 --> 00:15:58.500]  我做過些什麼什麼什麼
[00:15:58.500 --> 00:16:00.500]  當日子再過的時候
[00:16:00.500 --> 00:16:01.500]  我們聽到的
[00:16:01.500 --> 00:16:02.500]  我們說的
[00:16:02.500 --> 00:16:04.500]  可能是更多的是什麼呢
[00:16:04.500 --> 00:16:05.500]  你知不知道
[00:16:05.500 --> 00:16:07.500]  我投資了多少
[00:16:07.500 --> 00:16:09.500]  我搞定了些什麼
[00:16:09.500 --> 00:16:11.500]  這些是我的豐功偉績
[00:16:11.500 --> 00:16:13.500]  這些是我努力的成果
[00:16:13.500 --> 00:16:14.500]  很多人聽到的是什麼呢
[00:16:14.500 --> 00:16:17.500]  我 我 我 我 我
[00:16:17.500 --> 00:16:20.500]  神呢 神去了哪裡
[00:16:20.500 --> 00:16:22.500]  我們在他們口中聽不到
[00:16:22.500 --> 00:16:24.500]  神在哪裡
[00:16:24.500 --> 00:16:25.500]  在這個過程的裏面
[00:16:25.500 --> 00:16:28.500]  因為以色列人已經慢慢地
[00:16:28.500 --> 00:16:30.500]  因為在安舒的裏面
[00:16:30.500 --> 00:16:32.500]  他忘記了神
[00:16:32.500 --> 00:16:34.500]  他不覺得他們需要神
[00:16:34.500 --> 00:16:36.500]  也是因為這樣的原因
[00:16:36.500 --> 00:16:39.500]  神就任憑法老去苦待以色列人
[00:16:39.500 --> 00:16:41.500]  大家要聽得清楚
[00:16:41.500 --> 00:16:44.500]  不是神把苦難加給以色列人
