
[00:00:00.000 --> 00:00:08.480]  托洛是一個什麼人物呢 托洛這個人來頭不小
[00:09:55.760 --> 00:10:00.360]  神的方法就是用光去照
[00:10:00.360 --> 00:10:02.240]  剛才在經文裏面提到
[00:10:02.240 --> 00:10:06.480]  突然保羅去到當中有光去射他
[00:10:06.480 --> 00:10:07.680]  然後他就跌倒
[00:10:07.680 --> 00:10:11.240]  從馬上跌下來
[00:10:11.240 --> 00:10:14.160]  來到這裏我想跟大家分享一些想像力
[00:10:14.160 --> 00:10:17.200]  不要想到作為一個基督徒
[00:10:17.200 --> 00:10:19.920]  或者信耶穌好像很神化
[00:10:19.920 --> 00:10:20.800]  可能你走著走著
[00:10:20.800 --> 00:10:22.720]  有一天突然神話找一盞燈
[00:10:22.720 --> 00:10:25.960]  好像這些燈現在照著你
[00:10:25.960 --> 00:10:27.440]  那你就人生改變了
[00:10:27.440 --> 00:10:30.040]  不是用電筒照著你
[00:10:30.040 --> 00:10:32.520]  然後叫你改變的
[00:10:32.520 --> 00:10:34.320]  衝擊的意思
[00:10:34.320 --> 00:10:38.400]  不是用光去照著你
[00:10:38.400 --> 00:10:40.280]  衝擊的意思就是在你人生裏面
[00:10:40.280 --> 00:10:42.400]  往往你遇到一些事情
[00:10:42.400 --> 00:10:44.160]  是你預計不到的
[00:10:44.160 --> 00:10:47.120]  令你突然晴天霹靂
[00:10:47.120 --> 00:10:51.000]  然後你改變
[00:10:51.000 --> 00:10:53.800]  可能是你的學生
[00:10:53.800 --> 00:10:58.880]  最多是考試成績不好
[00:10:58.880 --> 00:11:02.880]  失戀
[00:11:02.880 --> 00:11:07.200]  大一點的工作被人解僱
[00:11:07.200 --> 00:11:08.880]  失業找不到工作
[00:11:08.880 --> 00:11:10.520]  生意失敗
[00:11:10.520 --> 00:11:12.960]  甚至你有大病
[00:11:12.960 --> 00:11:15.560]  往往在這些衝擊裏面
[00:11:15.560 --> 00:11:20.760]  其實這正是上帝的光照到我們身裏面
[00:11:20.760 --> 00:11:23.600]  要我們有些事情需要去轉變
[00:11:23.600 --> 00:11:25.920]  你要記住我們今天相信的上帝
[00:11:25.920 --> 00:11:28.960]  不只是藏在基督教裏面的上帝
[00:11:28.960 --> 00:11:31.200]  基督教只是人給他的名字
[00:11:31.200 --> 00:11:35.120]  我們相信的上帝是獨一無二的真神
[00:11:35.120 --> 00:11:37.920]  是統管所有的宇宙萬有
[00:11:37.920 --> 00:11:39.760]  只要我們相信這個上帝的話
[00:11:39.760 --> 00:11:41.880]  這個上帝其實就是
[00:11:41.880 --> 00:11:44.160]  祂要每一個人將來
[00:11:44.160 --> 00:11:49.720]  都不要沉淪在祂的手裏面
[00:11:49.720 --> 00:11:50.520]  大家知道
[00:11:50.520 --> 00:11:52.720]  來到這裏分享一下
[00:11:52.720 --> 00:11:53.880]  這裏大部分都是學生
[00:11:53.880 --> 00:11:56.680]  分享一下我自己的衝擊
[00:11:56.680 --> 00:12:01.840]  我都講過我自己的衝擊
[00:12:01.840 --> 00:12:02.800]  我中二的時候
[00:12:02.800 --> 00:12:03.880]  我成績真的不好
[00:12:03.880 --> 00:12:05.200]  讀書又不擅長
[00:12:05.200 --> 00:12:06.720]  我知道的
[00:12:06.720 --> 00:12:08.000]  但我從來沒有想過
[00:12:08.000 --> 00:12:11.800]  我讀書會去到這麼差的
[00:12:11.800 --> 00:12:14.480]  我最多可能是中、中下
[00:12:14.480 --> 00:12:15.280]  我都可以的
[00:12:15.280 --> 00:12:17.480]  我都接受自己的智商去到那裏
[00:12:17.480 --> 00:12:19.360]  或者我的成績去到那裏
[00:12:19.360 --> 00:12:22.080]  但我去到中二那年
[00:12:22.080 --> 00:12:26.080]  到我去到派成績表那一天
[00:12:26.080 --> 00:12:28.240]  以前在香港讀書
[00:12:28.240 --> 00:12:30.600]  那些中學是一級
[00:12:30.600 --> 00:12:32.080]  中一是一樓
[00:12:32.080 --> 00:12:33.280]  中二是二樓
[00:12:33.280 --> 00:12:34.240]  中三是三樓
[00:12:34.240 --> 00:12:35.440]  中四是四樓
[00:12:35.440 --> 00:12:36.920]  去到中六樓
[00:12:36.920 --> 00:12:38.360]  我們是這樣分的
[00:12:38.360 --> 00:12:40.240]  當然由中一升中二
[00:12:40.240 --> 00:12:41.360]  大家都是在二樓
[00:12:41.360 --> 00:12:44.360]  有五班、五個課室
[00:12:44.360 --> 00:12:45.400]  那天就放榜
[00:12:45.400 --> 00:12:46.120]  不是放榜
[00:12:46.120 --> 00:12:47.680]  是放成績表
[00:12:47.680 --> 00:12:49.320]  你就打開
[00:12:49.320 --> 00:12:50.440]  老師一路派
[00:12:50.440 --> 00:12:51.880]  我姓胡的
[00:12:51.880 --> 00:12:54.440]  胡就W派到最尾
[00:12:54.440 --> 00:12:56.160]  尾三那個
[00:12:56.160 --> 00:12:58.320]  派到給我的時候
[00:12:58.320 --> 00:12:59.600]  其實我都沒有想過
[00:12:59.600 --> 00:13:00.240]  我都可以的
[00:13:00.240 --> 00:13:02.720]  派完成績表就暑假去玩
[00:13:02.720 --> 00:13:04.080]  誰知打開成績表
[00:13:04.080 --> 00:13:05.560]  四個字
[00:13:05.560 --> 00:13:06.920]  晴天霹靂
[00:13:06.920 --> 00:13:08.400]  不是晴天霹靂
[00:13:08.400 --> 00:13:12.200]  中二
[00:13:12.200 --> 00:13:12.840]  不是
[00:13:12.840 --> 00:13:15.200]  流級中二
[00:13:15.200 --> 00:13:16.520]  我還記得
[00:13:16.520 --> 00:13:18.400]  歷歷在目
[00:13:18.400 --> 00:13:20.360]  其實不是很好笑的
[00:13:20.360 --> 00:13:22.840]  整個臉心是沉下去的
[00:13:22.840 --> 00:13:25.800]  然後眼淚水開始流出來
[00:13:25.800 --> 00:13:28.440]  因為個個都笑容滿面
[00:13:28.440 --> 00:13:29.400]  是不是
[00:13:29.400 --> 00:13:32.400]  我第一樣在想的就是
[00:13:32.400 --> 00:13:35.240]  我再不可以上去三樓
[00:13:35.240 --> 00:13:37.400]  我仍然在二樓等那些
[00:13:37.400 --> 00:13:39.400]  小朋友上來和我見
[00:13:39.400 --> 00:13:42.560]  我是全校唯一第三個人
[00:13:42.560 --> 00:13:44.280]  是留班的
[00:13:44.280 --> 00:13:46.120]  很難面對
[00:13:46.120 --> 00:13:48.040]  中二幾歲
[00:13:48.040 --> 00:13:48.840]  十三、四歲
[00:13:48.840 --> 00:13:49.840]  小朋友
[00:13:49.840 --> 00:13:50.640]  怎麽面對
[00:13:50.640 --> 00:13:51.280]  很大的衝擊
[00:13:51.280 --> 00:13:52.680]  今天當然
[00:13:52.680 --> 00:13:54.280]  試過這麽多年
[00:13:54.280 --> 00:13:55.160]  說給你聽是笑
[00:13:55.160 --> 00:13:56.800]  但是衝擊
[00:13:56.800 --> 00:13:58.520]  人生的衝擊來到那裏
[00:13:58.520 --> 00:14:00.160]  你要面對衝擊的時候
[00:14:00.160 --> 00:14:01.160]  你怎麽面對呢
[00:14:01.160 --> 00:14:09.360]  蘇羅本來
[00:14:09.360 --> 00:14:13.160]  是很以氣封法的
[00:14:13.160 --> 00:14:15.160]  蘇羅如果你看他之前的時候
[00:14:15.160 --> 00:14:17.280]  他以殺基督徒為名
[00:14:17.280 --> 00:14:19.280]  他一路向前
[00:14:19.280 --> 00:14:21.240]  一路捉基督徒坐牢
[00:14:21.240 --> 00:14:22.000]  殺死他
[00:14:22.000 --> 00:14:23.800]  他以這件事為名
[00:14:23.800 --> 00:14:25.160]  而且他是不可一世的
[00:14:25.160 --> 00:14:28.360]  你想想他是什麽人
[00:14:28.360 --> 00:14:30.040]  讀書好嗎
[00:14:30.040 --> 00:14:30.520]  好
[00:14:30.520 --> 00:14:31.240]  法理賽人
[00:14:31.240 --> 00:14:33.280]  即是今天的律師
[00:14:33.280 --> 00:14:33.840]  是吧
[00:14:33.840 --> 00:14:35.680]  名門望族
[00:14:35.680 --> 00:14:36.200]  是吧
[00:14:36.200 --> 00:14:38.920]  接著是純種的猶太人
[00:14:38.920 --> 00:14:39.960]  還要有錢的
[00:14:39.960 --> 00:14:40.720]  大素人
[00:14:40.720 --> 00:14:42.480]  還要是辯雅敏之派
[00:14:42.480 --> 00:14:44.480]  還要是第八日受割禮的
[00:14:44.480 --> 00:14:47.160]  你所有的天之驕子的東西
[00:14:47.160 --> 00:14:49.760]  全部聚於一身
[00:14:49.760 --> 00:14:50.320]  是吧
[00:14:50.320 --> 00:14:51.440]  不可一世
[00:14:51.440 --> 00:14:52.600]  一個這樣的基督徒
[00:14:52.600 --> 00:14:56.000]  但是突然間去到大馬色路上
[00:14:56.000 --> 00:14:58.160]  被神光一照
[00:14:58.160 --> 00:15:00.000]  整個人掉下來了
[00:15:00.000 --> 00:15:01.360]  人生突然之間
[00:15:01.360 --> 00:15:02.120]  跌下來了
[00:15:02.120 --> 00:15:03.480]  在一匹馬上面
[00:15:03.480 --> 00:15:05.680]  所以剛才你看到他多嘔賭
[00:15:05.680 --> 00:15:06.080]  是吧
[00:15:06.080 --> 00:15:09.560]  以前在街上見人就捉誰下去
[00:15:09.560 --> 00:15:10.960]  下去坐牢
[00:15:10.960 --> 00:15:14.080]  結果在那裏就跌下來了
[00:15:14.080 --> 00:15:17.120]  人生去到谷底的時候
[00:15:17.120 --> 00:15:19.560]  我相信不容易
[00:15:19.560 --> 00:15:21.560]  以前聲音大大
[00:15:21.560 --> 00:15:23.360]  就嚇人
[00:15:23.360 --> 00:15:23.760]  是吧
[00:15:23.760 --> 00:15:25.040]  現在呢
[00:15:25.040 --> 00:15:26.560]  就是縮頭烏龜
[00:15:26.560 --> 00:15:27.720]  躲起來
[00:15:27.720 --> 00:15:29.720]  經文我就不繼續讀下去
[00:15:29.720 --> 00:15:31.560]  一會兒我們會看到
[00:15:31.560 --> 00:15:32.640]  他還要甚麼
[00:15:32.640 --> 00:15:34.760]  跌下來之後怎樣
[00:15:34.760 --> 00:15:36.760]  盲了
[00:15:36.760 --> 00:15:37.560]  是吧
[00:15:37.560 --> 00:15:38.440]  盲了很慘
[00:15:38.440 --> 00:15:40.280]  盲了能不能走路
[00:15:40.280 --> 00:15:43.200]  他還要找人拖他進去
[00:15:43.200 --> 00:15:44.520]  裏面
[00:15:44.520 --> 00:15:45.560]  拖他進去大馬色裏面
[00:15:45.560 --> 00:15:46.960]  有人接濟他
[00:15:46.960 --> 00:15:47.280]  是吧
[00:15:47.280 --> 00:15:49.400]  從一個天之驕子
[00:15:49.400 --> 00:15:51.440]  和一個好像皇帝式的生活的人
[00:15:51.440 --> 00:15:53.400]  突然間180度跌下來
[00:15:53.400 --> 00:15:56.640]  變成一個完全要靠人生去面對
[00:15:56.640 --> 00:15:58.280]  怎樣面對
[00:15:58.280 --> 00:16:01.280]  不容易
[00:16:01.280 --> 00:16:06.520]  接著他就在房裏面
[00:16:06.520 --> 00:16:08.520]  在房裏面他怎樣說
[00:16:08.520 --> 00:16:09.160]  最後一句
[00:16:09.160 --> 00:16:11.360]  三日三夜
[00:16:11.360 --> 00:16:13.000]  看不到東西
[00:16:13.000 --> 00:16:14.200]  是吧
[00:16:14.200 --> 00:16:16.000]  他接著
[00:16:16.000 --> 00:16:17.080]  不吃東西
[00:16:17.080 --> 00:16:19.320]  不喝東西
[00:16:19.320 --> 00:16:21.800]  發脾氣
[00:16:21.800 --> 00:16:23.320]  我相信都有的
[00:16:23.320 --> 00:16:24.640]  但心情太差
[00:16:24.640 --> 00:16:26.120]  吃不下
[00:16:26.120 --> 00:16:26.720]  是吧
[00:16:26.720 --> 00:16:27.480]  受不了
[00:16:27.480 --> 00:16:29.120]  在密室裏面
[00:16:29.120 --> 00:16:29.840]  我問一下
[00:16:29.840 --> 00:16:30.560]  如果他在密室裏面
[00:16:30.560 --> 00:16:32.280]  你猜他會做甚麼
[00:16:32.280 --> 00:16:36.280]  自己一個人
[00:16:36.280 --> 00:16:38.600]  是吧
[00:16:38.600 --> 00:16:39.600]  罵髒話
[00:16:39.600 --> 00:16:41.920]  都可以的
[00:16:41.920 --> 00:16:44.760]  一定有幾樣東西
[00:16:44.760 --> 00:16:46.120]  他心態裏面
[00:16:46.120 --> 00:16:48.080]  他心情一定是不好
[00:16:48.080 --> 00:16:49.240]  會失望
[00:16:49.240 --> 00:16:50.160]  會不會
[00:16:50.160 --> 00:16:51.720]  憤怒
[00:16:51.720 --> 00:16:53.280]  內疚
[00:16:53.280 --> 00:16:54.800]  後悔
[00:16:54.800 --> 00:16:57.160]  自憐
[00:16:57.160 --> 00:16:58.400]  沒有後悔
[00:16:58.400 --> 00:17:00.440]  或者他沒有後悔
[00:17:00.440 --> 00:17:03.720]  他應該有後悔的
[00:17:03.720 --> 00:17:05.240]  自憐
[00:17:05.240 --> 00:17:05.680]  是吧
[00:17:05.680 --> 00:17:07.560]  即是為何自己這麼壞
[00:17:07.560 --> 00:17:08.080]  是吧
[00:17:08.080 --> 00:17:10.120]  不跌下來就沒事
[00:17:10.120 --> 00:17:10.840]  是吧
[00:17:10.840 --> 00:17:12.640]  騎馬騎得穩定就沒事
[00:17:12.640 --> 00:17:13.280]  是吧
[00:17:13.280 --> 00:17:13.880]  即是完全
[00:17:13.880 --> 00:17:14.920]  即是很多這些
[00:17:14.920 --> 00:17:15.400]  你明不明白
[00:17:15.400 --> 00:17:18.480]  很多的思潮起伏在你的心裏面
[00:17:18.480 --> 00:17:22.800]  你那個情緒當中的起起伏伏在裏面做甚麼
[00:17:22.800 --> 00:17:24.000]  我記得那時候
[00:17:24.000 --> 00:17:25.760]  說回我自己喜歡留班
[00:17:25.760 --> 00:17:28.920]  那個暑假是我人生裏面最難過的
[00:17:28.920 --> 00:17:30.200]  因為你知道還有三個月
[00:17:30.200 --> 00:17:32.160]  雖然你的暑假很開心
[00:17:32.160 --> 00:17:32.520]  是吧
[00:17:32.520 --> 00:17:34.040]  暑假是很開心的
[00:17:34.040 --> 00:17:34.280]  是吧
[00:17:34.280 --> 00:17:34.840]  不用工作
[00:17:34.840 --> 00:17:38.520]  然後每年每天去泳池游泳
[00:17:38.520 --> 00:17:39.480]  打球
[00:17:39.480 --> 00:17:39.960]  是吧
[00:17:39.960 --> 00:17:40.280]  嘩
[00:17:40.280 --> 00:17:40.800]  開心到
[00:17:40.800 --> 00:17:43.720]  但我每天都以淚洗面
[00:17:43.720 --> 00:17:44.560]  我當時
[00:17:44.560 --> 00:17:46.360]  沒有心情出去
[00:17:46.360 --> 00:17:49.560]  我想過自殺
[00:17:49.560 --> 00:17:51.120]  面對不到
[00:17:51.120 --> 00:17:52.200]  我想過
[00:17:52.200 --> 00:17:53.400]  媽媽經常跟我說
[00:17:53.400 --> 00:17:54.080]  不要緊
[00:17:54.080 --> 00:17:54.520]  再來
[00:17:54.520 --> 00:17:55.320]  沒辦法起到
[00:17:55.320 --> 00:17:56.960]  那個情緒沒辦法起到
[00:17:56.960 --> 00:17:59.040]  直至到開學的時候
[00:17:59.040 --> 00:18:01.040]  是最難面對的
[00:18:01.040 --> 00:18:03.040]  因為你知道你所有的同學
[00:18:03.040 --> 00:18:07.720]  99%的同學將來都不會跟你同班
[00:18:07.720 --> 00:18:10.280]  你是留班
[00:18:10.280 --> 00:18:12.040]  你在下面
[00:18:12.040 --> 00:18:14.120]  他們在上面
[00:18:14.120 --> 00:18:17.840]  你還要被別人的眼光去指指點點
[00:18:17.840 --> 00:18:19.680]  一個十二三歲的小孩
[00:18:19.680 --> 00:18:21.640]  怎樣面對這些事
[00:18:21.640 --> 00:18:21.960]  是吧
[00:18:21.960 --> 00:18:24.240]  其實需要心理輔導
[00:18:24.240 --> 00:18:25.040]  是很難的
