
[00:00:00.000 --> 00:00:02.000]  各位靜音姐妹午安
[00:07:09.000 --> 00:07:10.000]  這是彼得講的
[00:07:10.000 --> 00:07:12.000]  上帝不偏待人
[00:07:12.000 --> 00:07:14.000]  包括什麼呢?
[00:07:14.000 --> 00:07:15.000]  第三十五節就是
[00:07:15.000 --> 00:07:19.000]  在各國中敬畏他而行矣的人
[00:07:19.000 --> 00:07:22.000]  都為他所悅納
[00:07:22.000 --> 00:07:26.000]  一偏待人就是猶太人上帝悅納
[00:07:26.000 --> 00:07:29.000]  其他那些不是猶太人
[00:07:29.000 --> 00:07:31.000]  上帝都悅納
[00:07:31.000 --> 00:07:35.000]  這是上一次彼得一個新的體會
[00:07:35.000 --> 00:07:40.000]  這一群外邦人原來都是上帝所悅納的
[00:07:40.000 --> 00:07:42.000]  上帝接納他們
[00:07:42.000 --> 00:07:45.000]  而這次第四十四節
[00:07:45.000 --> 00:07:48.000]  更加一個新的體會是什麼呢?
[00:07:48.000 --> 00:07:50.000]  不單止上帝悅納
[00:07:50.000 --> 00:07:55.000]  還有就是聖靈都會降臨在他們身上
[00:07:55.000 --> 00:08:01.000]  好像降臨在他們這群使徒的身上一樣
[00:08:01.000 --> 00:08:03.000]  聖靈降臨在外邦人身上
[00:08:03.000 --> 00:08:06.000]  好像降臨在使徒的身上一樣
[00:08:06.000 --> 00:08:10.000]  這是彼得一個新的體會
[00:08:10.000 --> 00:08:13.000]  我們需要熟悉一些背景
[00:08:13.000 --> 00:08:16.000]  史行傳第二章就講到
[00:08:16.000 --> 00:08:18.000]  聖靈降臨在猶太人身上
[00:08:18.000 --> 00:08:20.000]  然後第八章就講到
[00:08:20.000 --> 00:08:22.000]  當逼伯尼的時候
[00:08:22.000 --> 00:08:25.000]  耶路撒冷的信徒就分散到各地
[00:08:25.000 --> 00:08:29.000]  將福音帶到薩瑪利亞那個地方
[00:08:29.000 --> 00:08:31.000]  很多薩瑪利亞人信主
[00:08:31.000 --> 00:08:33.000]  彼得約翰就去到薩瑪利亞
[00:08:33.000 --> 00:08:35.000]  為一些薩瑪利亞人
[00:08:35.000 --> 00:08:38.000]  就是有一半猶太血統的人
[00:08:38.000 --> 00:08:40.000]  來祈禱
[00:08:40.000 --> 00:08:42.000]  聖靈降臨在他們的身上
[00:08:42.000 --> 00:08:44.000]  然後第十章就講到
[00:08:44.000 --> 00:08:46.000]  聖靈降臨在外邦人的身上
[00:08:46.000 --> 00:08:48.000]  史行傳就是讓我們看到
[00:08:48.000 --> 00:08:50.000]  聖靈的工作
[00:08:50.000 --> 00:08:53.000]  也是看到上帝的心意
[00:08:53.000 --> 00:08:55.000]  猶太人要歸向主
[00:08:55.000 --> 00:08:57.000]  薩瑪利亞人歸向主
[00:08:57.000 --> 00:08:58.000]  有聖靈的工作
[00:08:58.000 --> 00:09:00.000]  外邦人歸向主
[00:09:00.000 --> 00:09:02.000]  都有聖靈的工作
[00:09:02.000 --> 00:09:07.000]  而當戈尼留和他的親友
[00:09:07.000 --> 00:09:09.000]  被聖靈挑灌的時候
[00:09:09.000 --> 00:09:11.000]  降臨的時候
[00:09:11.000 --> 00:09:13.000]  彼得很清楚知道
[00:09:13.000 --> 00:09:14.000]  這是聖靈的工作
[00:09:14.000 --> 00:09:17.000]  我們也看到彼得很信服
[00:09:17.000 --> 00:09:19.000]  上帝的心意
[00:09:19.000 --> 00:09:21.000]  然後彼得怎麼說
[00:09:21.000 --> 00:09:23.000]  他很主動的說
[00:09:23.000 --> 00:09:25.000]  一些人既然受了聖靈
[00:09:25.000 --> 00:09:26.000]  和我們一樣
[00:09:26.000 --> 00:09:30.000]  誰能夠阻止用水
[00:09:30.000 --> 00:09:32.000]  來給他們施洗
[00:09:32.000 --> 00:09:36.000]  然後彼得就留在那裏幾天
[00:09:36.000 --> 00:09:41.000]  誰能阻止用水給他們施洗
[00:09:41.000 --> 00:09:44.000]  其實你聽不聽到這句說話
[00:09:44.000 --> 00:09:47.000]  背後有少少暗示
[00:09:47.000 --> 00:09:49.000]  為一個人洗禮
[00:09:49.000 --> 00:09:52.000]  為什麼要說誰能阻止
[00:09:52.000 --> 00:09:55.000]  就是說有阻力的
[00:09:55.000 --> 00:09:57.000]  有阻力的
[00:09:57.000 --> 00:10:00.000]  不過沒有人可以阻止到
[00:10:00.000 --> 00:10:03.000]  為他們來洗禮
[00:10:03.000 --> 00:10:06.000]  一個阻力在哪裏來
[00:10:06.000 --> 00:10:08.000]  第十一章我們看到了
[00:10:08.000 --> 00:10:10.000]  第十一章第二節
[00:10:10.000 --> 00:10:13.000]  當彼得回到耶路撒冷的時候
[00:10:13.000 --> 00:10:17.000]  有另外一批奉國禮的信徒
[00:10:17.000 --> 00:10:20.000]  要和他們爭辯
[00:10:20.000 --> 00:10:21.000]  他們怎麼說
[00:10:21.000 --> 00:10:25.000]  你竟進入未受國禮之人當中
[00:10:25.000 --> 00:10:27.000]  和他們一同吃飯
[00:10:27.000 --> 00:10:32.000]  這一班人對彼得所做的有意見
[00:10:32.000 --> 00:10:35.000]  你作為教會的領袖
[00:10:35.000 --> 00:10:42.000]  為什麼去到未受國禮的人當中
[00:10:42.000 --> 00:10:45.000]  和他們一同吃飯
[00:10:45.000 --> 00:10:46.000]  他們都沒有說
[00:10:46.000 --> 00:10:50.000]  為什麼你為他們來施洗
[00:10:50.000 --> 00:10:52.000]  阻力就是來自這裏
[00:10:52.000 --> 00:10:55.000]  其實這個阻力在哪裏呢
[00:10:55.000 --> 00:10:58.000]  彼得知不知道這班人的想法呢
[00:10:58.000 --> 00:11:00.000]  彼得知道的
[00:11:00.000 --> 00:11:03.000]  在第十章第28節
[00:11:03.000 --> 00:11:06.000]  當彼得去到哥尼留家裏
[00:11:06.000 --> 00:11:07.000]  他一開頭就說
[00:11:07.000 --> 00:11:09.000]  28節那裏
[00:11:09.000 --> 00:11:12.000]  彼得就和哥尼留和一些人說
[00:11:12.000 --> 00:11:16.000]  你們知道猶太人和別國的人結交來往
[00:11:16.000 --> 00:11:18.000]  本是不合規矩的
[00:11:18.000 --> 00:11:19.000]  但上帝已經指示我
[00:11:19.000 --> 00:11:23.000]  無論什麼人都不可看作污俗或不潔淨的
[00:11:23.000 --> 00:11:26.000]  所以我一被邀請沒有推遲就來了
[00:11:26.000 --> 00:11:28.000]  彼得已經說
[00:11:28.000 --> 00:11:30.000]  本來是不合規矩的
[00:11:30.000 --> 00:11:32.000]  去外邦人那裏
[00:11:32.000 --> 00:11:35.000]  但是上帝指示他
[00:11:35.000 --> 00:11:37.000]  他就去
[00:11:37.000 --> 00:11:39.000]  他就去到哥尼留家裏
[00:11:39.000 --> 00:11:41.000]  他看到聖靈的工作
[00:11:41.000 --> 00:11:45.000]  他就為他們來洗禮
[00:11:45.000 --> 00:11:48.000]  沒有人能夠阻止
[00:11:48.000 --> 00:11:51.000]  對於這班奉國禮的人
[00:11:51.000 --> 00:11:52.000]  他們可能會說
[00:11:52.000 --> 00:11:55.000]  彼得這件事是很大件事
[00:11:55.000 --> 00:11:58.000]  你為外邦人來洗禮
[00:11:58.000 --> 00:12:01.000]  要不要我們堂議會才通過呀
[00:12:01.000 --> 00:12:04.000]  要不要把這個問題帶回耶路撒冷教會
[00:12:04.000 --> 00:12:08.000]  讓我們眾領袖開會之後
[00:12:08.000 --> 00:12:11.000]  決定你可以幫他們洗禮
[00:12:11.000 --> 00:12:13.000]  你才幫他們洗禮呀
[00:12:13.000 --> 00:12:14.000]  因為你洗了禮
[00:12:14.000 --> 00:12:18.000]  其實和我們的教會是同一個根源來的
[00:12:18.000 --> 00:12:20.000]  是不是
[00:12:20.000 --> 00:12:22.000]  不過彼得沒有這樣做
[00:12:22.000 --> 00:12:25.000]  彼得說誰能阻止
[00:12:25.000 --> 00:12:26.000]  什麼意思呀
[00:12:26.000 --> 00:12:32.000]  因為彼得看到上帝的工作
[00:12:32.000 --> 00:12:35.000]  聖靈降臨在這班人身上
[00:12:35.000 --> 00:12:39.000]  好像當日降臨在他們身上一樣
[00:12:39.000 --> 00:12:41.000]  這樣的事情
[00:12:41.000 --> 00:12:44.000]  耶路撒冷的教會
[00:12:44.000 --> 00:12:46.000]  可不可以開會之後
[00:12:46.000 --> 00:12:50.000]  決定說我們不接納這班人
[00:12:50.000 --> 00:12:52.000]  加入教會
[00:12:52.000 --> 00:12:54.000]  你不可以幫他們洗禮
[00:12:54.000 --> 00:12:55.000]  可不可以呀
[00:12:55.000 --> 00:12:56.000]  不可以呀
[00:12:56.000 --> 00:12:58.000]  因為這已經是上帝的工作
[00:12:58.000 --> 00:13:00.000]  上帝也接納了這班人
[00:13:00.000 --> 00:13:02.000]  教會怎麼可以不接納他們
[00:13:02.000 --> 00:13:07.000]  上帝的教會不能夠做違反上帝的工作
[00:13:07.000 --> 00:13:10.000]  所以彼得看到上帝的工作
[00:13:10.000 --> 00:13:12.000]  他也不需要考慮
[00:13:12.000 --> 00:13:16.000]  就為他們來洗禮
[00:13:16.000 --> 00:13:19.000]  其實彼得也相當勇敢
[00:13:19.000 --> 00:13:21.000]  做這件事
[00:13:21.000 --> 00:13:23.000]  如果你認識彼得
[00:13:23.000 --> 00:13:25.000]  他也很勇敢
[00:13:25.000 --> 00:13:28.000]  耶穌被拉去釘十字架的時候
[00:13:28.000 --> 00:13:31.000]  彼得三次不認主
[00:13:31.000 --> 00:13:33.000]  這件事之後
[00:13:33.000 --> 00:13:35.000]  加泰書第二章
[00:13:35.000 --> 00:13:39.000]  記載彼得另外一次的軟弱
[00:13:39.000 --> 00:13:41.000]  那裡說
[00:13:41.000 --> 00:13:46.000]  本來彼得和一班外邦人在吃飯
[00:13:46.000 --> 00:13:51.000]  但有幾個奉國禮的人
[00:13:51.000 --> 00:13:55.000]  在紐撒冷教會安提阿的時候
[00:13:55.000 --> 00:13:58.000]  彼得一知道他們來了
[00:13:58.000 --> 00:14:01.000]  就很害怕
[00:14:01.000 --> 00:14:05.000]  因為怕這班人又來和他們爭辯批評他們
[00:14:05.000 --> 00:14:08.000]  於是彼得就馬上起來
[00:14:08.000 --> 00:14:11.000]  不和這些外邦人吃飯
[00:14:11.000 --> 00:14:13.000]  或者遲些再和他們吃
[00:14:13.000 --> 00:14:15.000]  就走了到旁邊
[00:14:15.000 --> 00:14:17.000]  但當彼得這樣做的時候
[00:14:17.000 --> 00:14:20.000]  巴拿巴和一些猶太的信徒都跟他一起
[00:14:20.000 --> 00:14:24.000]  因為怕這班人和他們辯駁
[00:14:24.000 --> 00:14:29.000]  因著這件事就被保羅責備
[00:14:29.000 --> 00:14:33.000]  我們也看到彼得不是經常這麼勇敢
[00:14:33.000 --> 00:14:35.000]  但在這次
[00:14:35.000 --> 00:14:37.000]  彼得很清楚看到
[00:14:37.000 --> 00:14:40.000]  上帝的心意就在這裡
[00:14:40.000 --> 00:14:42.000]  他也沒有猶豫
[00:14:42.000 --> 00:14:47.000]  來為哥尼劉和他的親友洗禮
[00:14:47.000 --> 00:14:51.000]  有時候我們就不明白
[00:14:51.000 --> 00:14:56.000]  哥尼劉是不是第一個外邦人接受洗禮
[00:14:56.000 --> 00:14:58.000]  又不是
[00:14:58.000 --> 00:15:00.000]  這件事有什麼大事呢
[00:15:00.000 --> 00:15:04.000]  之前也有
[00:15:04.000 --> 00:15:09.000]  在這裡我們要知道一點背景
[00:15:09.000 --> 00:15:12.000]  其實在耶穌基督的年代
[00:15:12.000 --> 00:15:15.000]  已經有很多外邦人
[00:15:15.000 --> 00:15:18.000]  來認識上帝
[00:15:18.000 --> 00:15:21.000]  因為在很多地方
[00:15:21.000 --> 00:15:23.000]  都有猶太的會堂
[00:15:23.000 --> 00:15:26.000]  會堂就是猶太人可以去
[00:15:26.000 --> 00:15:29.000]  那些外邦人也能夠在會堂裡
[00:15:29.000 --> 00:15:34.000]  去認識耶和華上帝
[00:15:34.000 --> 00:15:37.000]  在那裡敬拜神
[00:15:37.000 --> 00:15:39.000]  在那裡學習律法
[00:15:39.000 --> 00:15:41.000]  當他們學習律法的時候
[00:15:41.000 --> 00:15:46.000]  他們也接受猶太人的國禮
[00:15:46.000 --> 00:15:49.000]  他們是受國禮的人
[00:15:49.000 --> 00:15:51.000]  所以這個國禮
[00:15:51.000 --> 00:15:53.000]  我們在這段經文也看到
[00:15:53.000 --> 00:15:55.000]  一些外邦人
[00:15:55.000 --> 00:15:57.000]  他們接受猶太文化
[00:15:57.000 --> 00:15:59.000]  簡單來說就是
[00:15:59.000 --> 00:16:01.000]  他們相信舊約
[00:16:01.000 --> 00:16:04.000]  他們相信猶太教
[00:16:04.000 --> 00:16:06.000]  在新約的時候
[00:16:06.000 --> 00:16:08.000]  這些人也在
[00:16:08.000 --> 00:16:10.000]  五旬節那天
[00:16:10.000 --> 00:16:13.000]  記載很多從各地
[00:16:13.000 --> 00:16:16.000]  來到耶路撒冷的猶太人
[00:16:16.000 --> 00:16:19.000]  當中也包括一些
[00:16:19.000 --> 00:16:23.000]  歸順了猶太教的外邦人
[00:16:23.000 --> 00:16:26.000]  也來到耶路撒冷這個地方
[00:16:26.000 --> 00:16:28.000]  他們聽到彼得的講道
[00:16:28.000 --> 00:16:31.000]  講到耶穌基督釘十字架
[00:16:31.000 --> 00:16:32.000]  一群人摘心
[00:16:32.000 --> 00:16:34.000]  三千人信主
[00:16:34.000 --> 00:16:36.000]  三千人信主裡面
[00:16:36.000 --> 00:16:37.000]  包括了猶太人
[00:16:37.000 --> 00:16:40.000]  也包括了一些外邦人
[00:16:40.000 --> 00:16:41.000]  然後一群人
[00:16:41.000 --> 00:16:45.000]  就留在了耶路撒冷這個地方
[00:16:45.000 --> 00:16:48.000]  有美好的教會生活
[00:16:48.000 --> 00:16:50.000]  他們不想走
[00:16:50.000 --> 00:16:52.000]  是不是
[00:16:52.000 --> 00:16:55.000]  雖然耶穌臨升天之前
[00:16:55.000 --> 00:16:57.000]  吩咐說什麼
[00:16:57.000 --> 00:17:00.000]  你們要在耶路撒冷
[00:17:00.000 --> 00:17:03.000]  猶太傳遞和撒瑪利亞直到地極
[00:17:03.000 --> 00:17:04.000]  作我的見證
[00:17:04.000 --> 00:17:07.000]  他們說你們要出去作我的見證
[00:17:07.000 --> 00:17:10.000]  但他們留在耶路撒冷不走
[00:17:10.000 --> 00:17:12.000]  因為這裡多好
[00:17:12.000 --> 00:17:14.000]  這個教會
[00:17:14.000 --> 00:17:18.000]  還有他們根本不想出去
[00:17:18.000 --> 00:17:21.000]  不想出去到外邦人當中
[00:17:21.000 --> 00:17:22.000]  為什麼
[00:17:22.000 --> 00:17:24.000]  彼得也說這些不能吃的
[00:17:24.000 --> 00:17:27.000]  這些是污穢的
[00:17:27.000 --> 00:17:30.000]  連彼得也有這樣的想法
[00:17:30.000 --> 00:17:31.000]  這些人一樣
[00:17:31.000 --> 00:17:33.000]  他們會不會去到外邦人當中
[00:17:33.000 --> 00:17:35.000]  和外邦人接觸
[00:17:35.000 --> 00:17:37.000]  他們不想的
[00:17:37.000 --> 00:17:38.000]  他們就留在那裡
[00:17:38.000 --> 00:17:39.000]  直至迫伯尼到
[00:17:39.000 --> 00:17:42.000]  他們才分散出去
[00:17:42.000 --> 00:17:45.000]  這一群人甚至當中
[00:17:45.000 --> 00:17:46.000]  史坦傳第六章
[00:17:46.000 --> 00:17:49.000]  那一群七個執事裡面
[00:17:49.000 --> 00:17:51.000]  都有一些外邦人在那裡
[00:17:51.000 --> 00:17:53.000]  然後第八章
[00:17:53.000 --> 00:17:56.000]  肥利帶領埃提亞伯太監來信主
[00:17:56.000 --> 00:17:59.000]  這個埃提亞伯太監
[00:17:59.000 --> 00:18:00.000]  一個外邦人
[00:18:00.000 --> 00:18:03.000]  不過他是去耶路撒冷那裡
[00:18:03.000 --> 00:18:05.000]  做禮拜回去的
[00:18:05.000 --> 00:18:07.000]  所以也是一個歸化了
[00:18:07.000 --> 00:18:09.000]  猶太教的一個人
[00:18:09.000 --> 00:18:11.000]  是接受了國禮的
[00:18:11.000 --> 00:18:14.000]  哥尼留為什麼這麼特別呢
[00:18:14.000 --> 00:18:17.000]  哥尼留是未受國禮的人
[00:18:17.000 --> 00:18:19.000]  第十一章第三節
[00:18:19.000 --> 00:18:21.000]  也很清楚說到
[00:18:21.000 --> 00:18:24.000]  彼得進了一個未受國禮的人家裡
[00:18:24.000 --> 00:18:26.000]  和他一起吃飯
[00:18:26.000 --> 00:18:31.000]  所以當他們見到聖靈降臨在
[00:18:31.000 --> 00:18:34.000]  未受國禮的人的身上
[00:18:34.000 --> 00:18:36.000]  這一群人都驚奇
[00:18:36.000 --> 00:18:38.000]  因為這個對他們來說
[00:18:38.000 --> 00:18:40.000]  是一個新的體見
[00:18:40.000 --> 00:18:42.000]  這是上帝的心意
[00:18:42.000 --> 00:18:46.000]  不過這群使徒和教會裡面的人
[00:18:46.000 --> 00:18:48.000]  一直都不明白
[00:18:48.000 --> 00:18:51.000]  他們認為外邦人信耶穌
[00:18:51.000 --> 00:18:53.000]  是怎麼信呢
[00:18:53.000 --> 00:18:56.000]  就是外邦人要接受了
[00:18:56.000 --> 00:18:58.000]  猶太人的一個律法
[00:18:58.000 --> 00:18:59.000]  接受了國禮
[00:18:59.000 --> 00:19:01.000]  然後再成為基督徒
[00:19:01.000 --> 00:19:02.000]  相信耶穌
[00:19:02.000 --> 00:19:05.000]  但是神的心意就是
[00:19:05.000 --> 00:19:09.000]  不需要律法 國禮
[00:19:09.000 --> 00:19:13.000]  外邦人直接可以成為基督徒
[00:19:13.000 --> 00:19:16.000]  相信耶穌基督
[00:19:16.000 --> 00:19:21.000]  於是彼得就將整件事的
[00:19:21.000 --> 00:19:25.000]  來龍去脈向教會報告
[00:19:25.000 --> 00:19:28.000]  第十一章就是彼得的報告
[00:19:28.000 --> 00:19:29.000]  報告之後
[00:19:29.000 --> 00:19:31.000]  剛才我們讀的經文
[00:19:31.000 --> 00:19:36.000]  講到一群人聽見之後
[00:19:36.000 --> 00:19:39.000]  就不說話了
[00:19:39.000 --> 00:19:40.000]  什麼意思呢
[00:19:40.000 --> 00:19:42.000]  沒有聲音
[00:19:42.000 --> 00:19:44.000]  沒有異議
[00:19:44.000 --> 00:19:47.000]  空過潛臘
[00:19:47.000 --> 00:19:51.000]  其實是正面的
[00:19:51.000 --> 00:19:54.000]  只歸榮耀給上帝
[00:19:54.000 --> 00:19:57.000]  說這樣看來
[00:19:57.000 --> 00:20:00.000]  上帝也次恩給外邦人
[00:20:00.000 --> 00:20:04.000]  使他們悔改得生命了
[00:20:04.000 --> 00:20:08.000]  當彼得分享完整個經歷
[00:20:08.000 --> 00:20:11.000]  他們都看見上帝的作為
[00:20:11.000 --> 00:20:16.000]  不過這樣的聲音沒有停止
[00:20:16.000 --> 00:20:19.000]  在使徒行傳我們看到
[00:20:19.000 --> 00:20:24.000]  當保羅向外邦人傳福音的時候
[00:20:24.000 --> 00:20:28.000]  那些奉國禮的人
[00:20:28.000 --> 00:20:31.000]  都經常搗亂
[00:20:31.000 --> 00:20:35.000]  因為他們無法接納外邦人
[00:20:35.000 --> 00:20:37.000]  這樣來信主
