
[00:00:00.000 --> 00:00:03.360]  經過幾張聖經,我們看到約伯的安靜
[00:03:31.200 --> 00:03:32.680]  上帝有懲罰臨在
[00:03:32.680 --> 00:03:34.240]  他一定有一個目的
[00:03:34.240 --> 00:03:37.720]  這個目的就是希望罪人回轉
[00:03:37.720 --> 00:03:40.120]  第二個觀點就是
[00:03:40.120 --> 00:03:42.120]  他說上帝所掌管的
[00:03:42.120 --> 00:03:43.520]  所管治的
[00:03:43.520 --> 00:03:45.400]  一定是公義的
[00:03:45.400 --> 00:03:49.000]  所以他所作的一切事都是公平的
[00:03:49.000 --> 00:03:52.520]  即是說上帝如果有些事情發生在我們身上
[00:03:52.520 --> 00:03:54.520]  他說上帝一定是公平的
[00:03:54.520 --> 00:03:56.640]  你不要想他上帝不公平
[00:03:56.640 --> 00:03:58.760]  如果有問題就不在乎上帝
[00:03:58.760 --> 00:04:00.520]  有問題就在乎自己
[00:04:00.520 --> 00:04:04.640]  這是很重要的兩個基本觀點
[00:04:04.640 --> 00:04:06.200]  大家記住
[00:04:06.200 --> 00:04:09.080]  同樣他不單只有兩個基本觀點
[00:04:09.080 --> 00:04:11.800]  第二 我發現這六章聖經
[00:04:11.800 --> 00:04:16.320]  有以利戶所犯的四個錯誤
[00:04:16.320 --> 00:04:18.840]  最近我發覺我這樣預備這篇講章
[00:04:18.840 --> 00:04:21.040]  有點像中國的領導人
[00:04:21.040 --> 00:04:24.440]  兩個觀點 四大希望
[00:04:24.440 --> 00:04:25.840]  兩個基本觀點
[00:04:25.840 --> 00:04:29.960]  有四個以利戶所犯的錯誤
[00:04:29.960 --> 00:04:31.200]  有四個錯誤
[00:04:31.200 --> 00:04:32.440]  第一個錯誤就是
[00:04:32.440 --> 00:04:37.800]  他浪費了很多時間才進入正題
[00:04:37.800 --> 00:04:39.680]  很多時候聊天都會跟別人聊天
[00:04:39.680 --> 00:04:42.400]  說別人說得對 你會說一句話
[00:04:42.400 --> 00:04:44.160]  你進入正題了嗎?
[00:04:44.160 --> 00:04:45.360]  可能還沒有
[00:04:45.360 --> 00:04:49.520]  他浪費了很多時間才進入正題
[00:04:49.520 --> 00:04:52.680]  第二 其實他很自負
[00:04:52.680 --> 00:04:55.880]  如果你看他的描述 他很自負
[00:04:55.880 --> 00:04:56.960]  一個年輕人
[00:04:56.960 --> 00:04:59.360]  他說你們這班年紀大的人
[00:04:59.360 --> 00:05:01.720]  李英 你們吃鹽多過我吃米
[00:05:01.720 --> 00:05:04.120]  他說李英 你們真的有智慧
[00:05:04.120 --> 00:05:07.080]  但是你們說來說去都搞不定這個約伯
[00:05:07.080 --> 00:05:09.440]  他說等我來搞定他
[00:05:09.440 --> 00:05:13.480]  他說我今天所說的話是最高的權威
[00:05:13.480 --> 00:05:14.360]  哇 很自負
[00:05:14.360 --> 00:05:17.040]  你回去自己看32章 很自負
[00:05:17.040 --> 00:05:20.000]  第三 其實他所犯的錯誤就是
[00:05:20.000 --> 00:05:22.600]  其實他所說的大部分的東西
[00:05:22.600 --> 00:05:24.880]  其實沒有任何新意
[00:05:24.880 --> 00:05:27.160]  說來說去 其實約伯說過
[00:05:27.160 --> 00:05:28.720]  約伯的三個朋友都說過
[00:05:28.720 --> 00:05:30.880]  其實重複很多東西
[00:05:30.880 --> 00:05:33.680]  第四 因為他的自負
[00:05:33.680 --> 00:05:37.840]  在他的字典裡 他不知道自己有限
[00:05:37.840 --> 00:05:40.440]  在他的字典裡 是沒有三個字
[00:05:40.440 --> 00:05:42.520]  我不知道
[00:05:42.520 --> 00:05:44.880]  他好像什麼都知道
[00:05:44.880 --> 00:05:46.720]  你跟他說天文又知道
[00:05:46.720 --> 00:05:49.160]  地理又知道 他好像什麼都知道
[00:05:49.160 --> 00:05:51.240]  他犯了四大錯誤
[00:05:51.240 --> 00:05:54.800]  所以如果大家拿著這兩個基本的觀點
[00:05:54.800 --> 00:05:56.480]  這四個錯誤
[00:05:56.480 --> 00:05:58.200]  你回去再看這六章
[00:05:58.200 --> 00:06:00.800]  你就會明白很深
[00:06:00.800 --> 00:06:04.240]  當然今天我嘗試在這兩個基礎的觀點
[00:06:04.240 --> 00:06:08.360]  這四大錯誤 跟大家去分析這六章的聖經
[00:06:08.360 --> 00:06:10.960]  這六章的聖經 如果我們仔細看
[00:06:10.960 --> 00:06:15.080]  其實這個「以利戶」是說了四篇道
[00:06:15.080 --> 00:06:16.320]  有四篇道
[00:06:16.320 --> 00:06:20.120]  為什麼我不將這四篇道分四堂課呢
[00:06:20.120 --> 00:06:21.960]  就因為第一個錯誤
[00:06:21.960 --> 00:06:25.760]  他花了很多的時間 先入正題
[00:06:25.760 --> 00:06:27.800]  所以前面那三篇講章 其實不需要說
[00:06:27.800 --> 00:06:29.760]  我很快可以說完
[00:06:29.760 --> 00:06:31.880]  浪費時間
[00:06:31.880 --> 00:06:35.360]  他看了哪一章 就是三十二章到三十三章
[00:06:35.360 --> 00:06:38.600]  重點是第三十四章
[00:06:38.600 --> 00:06:40.080]  他看了哪一章的內容是什麼呢
[00:06:40.080 --> 00:06:45.400]  他說 神其實從來都不會靜默不語的
[00:06:45.400 --> 00:06:48.240]  他說神不會的 神一定會說話的
[00:06:48.240 --> 00:06:51.080]  不過 有時候神說的話
[00:06:51.080 --> 00:06:53.640]  並不是你期望祂說的話
[00:06:53.640 --> 00:06:55.440]  所以只是聽不到
[00:06:55.440 --> 00:06:57.680]  其實這些我們很習慣的
[00:06:57.680 --> 00:06:59.360]  很多時候我們祈禱的時候
[00:06:59.360 --> 00:07:00.920]  我不知道大家會不會這樣
[00:07:00.920 --> 00:07:02.480]  很多時候我們祈禱的時候
[00:07:02.480 --> 00:07:04.520]  已經有答案在自己那裡
[00:07:04.520 --> 00:07:06.960]  我們很期望上帝的答案
[00:07:06.960 --> 00:07:08.800]  和我們的答案是一樣的
[00:07:08.800 --> 00:07:09.880]  很多時候我們祈禱
[00:07:09.880 --> 00:07:11.920]  譬如說有幾間公司聘請了你
[00:07:11.920 --> 00:07:13.600]  究竟我選哪一間呢
[00:07:13.600 --> 00:07:15.000]  當然在人的角度來說
[00:07:15.000 --> 00:07:17.760]  當然是選一間包裝好一點的
[00:07:17.760 --> 00:07:20.120]  人工高 假期多
[00:07:20.120 --> 00:07:21.520]  這些工作最好
[00:07:21.520 --> 00:07:23.240]  不用做的最好 又有錢
[00:07:23.240 --> 00:07:24.920]  當然是那間工作
[00:07:24.920 --> 00:07:26.360]  當然要有一個觀點
[00:07:26.360 --> 00:07:28.640]  究竟是L還是H
[00:07:28.640 --> 00:07:31.280]  於是祈禱 神啊 最好去L
[00:07:31.280 --> 00:07:34.760]  但上帝說去H 我聽不到
[00:07:34.760 --> 00:07:36.840]  因為上帝說了話
[00:07:36.840 --> 00:07:38.720]  不過他聽不到
[00:07:38.720 --> 00:07:40.480]  很多時候我們侍奉的人一樣
[00:07:40.480 --> 00:07:41.440]  我們侍奉的人
[00:07:41.440 --> 00:07:43.200]  我們很想 主啊 我想為祢侍奉
[00:07:43.200 --> 00:07:45.600]  我想被祢所差派我去
[00:07:45.600 --> 00:07:47.920]  不過最好去一些國家 舒服一點的
[00:07:47.920 --> 00:07:50.320]  千萬不要去一些較為熱的國家
[00:07:50.320 --> 00:07:51.840]  但上帝叫他去非洲
[00:07:51.840 --> 00:07:55.280]  不是 上帝沒有說話
[00:07:55.280 --> 00:07:58.080]  但上帝不是不說話
[00:07:58.080 --> 00:08:00.640]  他說 上帝很多時候說話
[00:08:00.640 --> 00:08:04.320]  而人自己不去聽
[00:08:04.320 --> 00:08:06.000]  他為什麼這樣說呢
[00:08:06.000 --> 00:08:08.320]  33章13節 他說
[00:08:08.320 --> 00:08:10.640]  你為何與他爭論
[00:08:10.640 --> 00:08:12.880]  因他的事都不對人解說
[00:08:12.880 --> 00:08:15.200]  他說 上帝在他的主權裡面
[00:08:15.200 --> 00:08:17.040]  我可以不和你聊天
[00:08:17.040 --> 00:08:18.800]  但另一方面14節說
[00:08:18.800 --> 00:08:22.720]  神說 一次 兩次 世人卻不理會
[00:08:22.720 --> 00:08:24.560]  英文聖經說得更清楚
[00:08:24.560 --> 00:08:28.080]  Indeed God speaks once or twice
[00:08:28.080 --> 00:08:29.920]  Yet no one notices it
[00:08:29.920 --> 00:08:31.360]  沒有人理會他
[00:08:31.360 --> 00:08:32.720]  他說 一次 兩次
[00:08:32.720 --> 00:08:35.440]  當然這是希伯來文的一種手法
[00:08:35.440 --> 00:08:38.000]  當時希伯來文寫詩的手法
[00:08:38.000 --> 00:08:40.960]  都是一 二 三 四 六 七
[00:08:40.960 --> 00:08:43.120]  針研 詩篇 阿摩士書
[00:08:43.120 --> 00:08:44.560]  都是這樣的情況
[00:08:44.560 --> 00:08:46.160]  三 四 一 二
[00:08:46.160 --> 00:08:49.120]  意思是 今天上帝有說話
[00:08:49.120 --> 00:08:51.680]  他接著說 上帝不單有說話
[00:08:51.680 --> 00:08:54.000]  他說 上帝用夢記跟你說話
[00:08:54.000 --> 00:08:55.840]  上帝用意象跟你說話
[00:08:55.840 --> 00:08:58.640]  他說 上帝可以藉著你生病跟你說話
[00:08:58.640 --> 00:09:01.440]  甚至到第23字那裡說
[00:09:01.440 --> 00:09:04.320]  他說 上帝可以藉著天使跟你說話
[00:09:04.320 --> 00:09:05.440]  第23字那裡說
[00:09:05.440 --> 00:09:07.280]  一千個天使中
[00:09:07.280 --> 00:09:10.240]  若有一個著傳華的與神同在
[00:09:10.240 --> 00:09:12.800]  只是人所當行的事
[00:09:12.800 --> 00:09:15.520]  他說 連天使都可以跟人說話
[00:09:15.520 --> 00:09:18.480]  他說 上帝可以用任何的方法
[00:09:18.480 --> 00:09:20.480]  包括夢境 意象
[00:09:20.480 --> 00:09:22.000]  你在病的時候
[00:09:22.000 --> 00:09:25.200]  甚至到天使都可以跟你說話
[00:09:25.200 --> 00:09:27.200]  當然天使 如果看聖經那邊
[00:09:27.200 --> 00:09:29.200]  他是上帝的信差
[00:09:29.200 --> 00:09:30.480]  在《大義的書》那邊
[00:09:30.480 --> 00:09:32.320]  我們看到天使長米加那
[00:09:32.320 --> 00:09:33.520]  都來到這個世界上
[00:09:33.520 --> 00:09:34.960]  跟大義的東西說話
[00:09:34.960 --> 00:09:36.720]  所以天使說話
[00:09:36.720 --> 00:09:39.600]  也是聖經那邊其中一個渠道
[00:09:39.600 --> 00:09:42.000]  當然不單止這幾個方法
[00:09:42.000 --> 00:09:43.280]  如果看整部聖經
[00:09:43.280 --> 00:09:44.400]  上帝跟人說話
[00:09:44.400 --> 00:09:47.040]  他同樣可以直接跟你說話
[00:09:47.040 --> 00:09:49.040]  上帝可以跟摩西說話
[00:09:49.040 --> 00:09:50.720]  上帝可以跟撒姆爾說話
[00:09:50.720 --> 00:09:52.720]  所以撒姆爾 撒姆爾
[00:09:52.720 --> 00:09:55.360]  撒姆爾以為不知道是誰跟他說話
[00:09:55.360 --> 00:09:57.680]  原來是神親自跟他說話
[00:09:57.680 --> 00:09:58.800]  而另一個方法
[00:09:58.800 --> 00:09:59.920]  上帝跟我們說話
[00:09:59.920 --> 00:10:01.760]  我們最熟悉的一個方法
[00:10:01.760 --> 00:10:03.600]  就是「混淆障礙」
[00:10:03.600 --> 00:10:04.640]  就是「trans」
[00:10:04.640 --> 00:10:05.600]  甚麼是「混淆障礙」
[00:10:05.600 --> 00:10:07.280]  就是你的身體在這裏
[00:10:07.280 --> 00:10:09.040]  你的靈魂就不在這裏
[00:10:09.040 --> 00:10:10.960]  就是今天你的身體就在童福堂
[00:10:10.960 --> 00:10:13.360]  你的靈魂已經不知道去哪裏
[00:10:13.360 --> 00:10:14.640]  這個就是「混淆障礙」
[00:10:14.640 --> 00:10:16.320]  聖經真的這樣說
[00:10:16.320 --> 00:10:17.760]  「先知以西傑」
[00:10:17.760 --> 00:10:20.640]  當時上帝讓巴比倫
[00:10:20.640 --> 00:10:24.160]  將以西傑擄到巴比倫
[00:10:24.160 --> 00:10:25.920]  他的身體是巴比倫
[00:10:25.920 --> 00:10:30.240]  聖靈將以西傑的靈帶回耶路撒冷
[00:10:30.240 --> 00:10:31.920]  去看那些祭司犯罪
[00:10:31.920 --> 00:10:33.360]  很清楚的
[00:10:33.360 --> 00:10:34.960]  這個就是「混淆障礙」
[00:10:34.960 --> 00:10:37.760]  英文用一個字叫「trans」
[00:10:37.760 --> 00:10:39.360]  t-r-a-n-c-e
[00:10:39.360 --> 00:10:40.400]  trans
[00:10:40.400 --> 00:10:41.520]  一個「混淆障礙」
[00:10:41.520 --> 00:10:44.400]  上帝可以用任何方法跟人說話
[00:10:44.400 --> 00:10:47.120]  不過有時祂說的話
[00:10:47.120 --> 00:10:48.640]  不是我們的期望
[00:10:48.640 --> 00:10:50.400]  我們聽不到而已
[00:10:50.400 --> 00:10:51.200]  第二
[00:10:51.200 --> 00:10:54.080]  第34章是祂的第二篇講章
[00:10:54.080 --> 00:10:56.320]  其實整篇的內容
[00:10:56.320 --> 00:10:58.000]  其實我不需要說
[00:10:58.000 --> 00:10:59.840]  因為前面都說過了
[00:10:59.840 --> 00:11:01.120]  祂所表達的東西
[00:11:01.120 --> 00:11:03.120]  前面完全沒有新意
[00:11:03.120 --> 00:11:06.640]  其實34章正正是表達了
[00:11:06.640 --> 00:11:08.160]  這個以利戶
[00:11:08.160 --> 00:11:10.400]  由32章一節五節的
[00:11:10.400 --> 00:11:12.000]  祂自己的那種描述
[00:11:12.000 --> 00:11:13.680]  原來32章一節五節
[00:11:13.680 --> 00:11:17.520]  這個以利戶是帶著怒氣去說話的
[00:11:17.520 --> 00:11:20.080]  所以34章其實是祂發怒那邊
[00:11:20.080 --> 00:11:23.200]  是一些書法
[00:11:23.200 --> 00:11:24.880]  當時有很多批評
[00:11:24.880 --> 00:11:26.640]  對約伯有很多批評
[00:11:26.640 --> 00:11:28.240]  但約伯都懶得理他
[00:11:28.240 --> 00:11:29.600]  他覺得你發怒就發怒
[00:11:29.600 --> 00:11:31.120]  等你發完怒就沒事了
[00:11:31.120 --> 00:11:32.720]  是一種這樣的發怒
[00:11:32.720 --> 00:11:35.920]  所以約伯完全沒有還口
[00:11:35.920 --> 00:11:37.680]  約伯也沒有自辯
[00:11:37.680 --> 00:11:38.720]  有兩個可能性
[00:11:38.720 --> 00:11:39.280]  第一個可能性就是
[00:11:39.280 --> 00:11:40.640]  真的他插不到嘴
[00:11:40.640 --> 00:11:41.520]  第二個可能性
[00:11:41.520 --> 00:11:43.280]  他覺得他淫微而輕
[00:11:43.280 --> 00:11:44.800]  當他在發怒就算了
[00:11:44.800 --> 00:11:46.080]  等他發怒就算了
[00:11:46.080 --> 00:11:47.040]  反正他發怒了
[00:11:47.040 --> 00:11:49.680]  發怒發完怒就沒事了
[00:11:49.680 --> 00:11:52.880]  所以34章是他第二篇講章
[00:11:52.880 --> 00:11:53.920]  沒有新意
[00:11:53.920 --> 00:11:55.440]  所以我不用解釋
[00:11:55.440 --> 00:11:59.120]  第三篇講章就是35章
[00:11:59.120 --> 00:12:01.920]  35章很有意思
[00:12:01.920 --> 00:12:06.720]  但他說約伯約伯
[00:12:06.720 --> 00:12:10.240]  如果上帝真的沒有說話
[00:12:10.240 --> 00:12:11.200]  第一篇講章說
[00:12:11.200 --> 00:12:13.520]  如果上帝說話你聽不到
[00:12:13.520 --> 00:12:15.840]  因為你不想聽上帝說話
[00:12:15.840 --> 00:12:17.360]  去到第三篇他就說
[00:12:17.360 --> 00:12:19.360]  如果上帝真的沒有跟你說話
[00:12:19.360 --> 00:12:21.120]  真的沒有跟你說話
[00:12:21.120 --> 00:12:22.080]  你要想什麼呢
[00:12:22.080 --> 00:12:24.240]  你要想不是想上帝為什麼不說話
[00:12:24.240 --> 00:12:29.200]  你要想你今天想聽上帝說話的動機是什麼
[00:12:29.200 --> 00:12:31.840]  究竟你的動機是不是純正呢
[00:12:31.840 --> 00:12:34.080]  這個就是第三篇講章
[00:12:34.080 --> 00:12:34.720]  他所說
[00:12:34.720 --> 00:12:36.480]  我們讀一讀35章
[00:12:36.480 --> 00:12:38.640]  12節到16節我們就明白
[00:12:38.640 --> 00:12:40.080]  我們一起讀一讀這幾節聖經
[00:12:40.080 --> 00:12:41.600]  準備 1 2 3
[00:12:41.600 --> 00:12:43.360]  他們在哪裡
[00:12:43.360 --> 00:12:46.000]  因惡人的驕傲呼求
[00:12:46.000 --> 00:12:47.600]  卻無人答應
[00:12:47.600 --> 00:12:49.040]  虛妄的呼求
[00:12:49.040 --> 00:12:50.480]  臣必不垂聽
[00:12:50.480 --> 00:12:53.120]  全能者也必不眷顧
[00:12:53.120 --> 00:12:56.080]  何況你說你不得見他
[00:12:56.080 --> 00:12:58.480]  你的案件在他面前
[00:12:58.480 --> 00:13:00.320]  你等候他吧
[00:13:00.320 --> 00:13:03.760]  但如今因他未曾發怒降乏
[00:13:03.760 --> 00:13:06.080]  也不甚理會狂怒
[00:13:06.080 --> 00:13:09.120]  所以約伯開口說虛妄的話
[00:13:09.120 --> 00:13:12.080]  多發無知識的言語
[00:13:12.080 --> 00:13:14.960]  他說你有沒有想過他自己的動機
[00:13:14.960 --> 00:13:16.560]  有沒有想過他的驕傲
[00:13:16.560 --> 00:13:18.640]  有沒有想過他的虛妄
[00:13:18.640 --> 00:13:20.720]  《天經寺門雅各書》也有說
[00:13:20.720 --> 00:13:24.640]  今天我們祈禱求也得不著
[00:13:24.640 --> 00:13:28.240]  因為我們有可能是妄求
[00:13:28.240 --> 00:13:29.920]  天經寺門
[00:13:29.920 --> 00:13:33.200]  其實以利戶所說這番說話
[00:13:33.200 --> 00:13:35.200]  結論也挺嚴厲的
[00:13:35.200 --> 00:13:36.560]  他說你今天驕傲
[00:13:36.560 --> 00:13:37.600]  想想你的動機
[00:13:37.600 --> 00:13:39.280]  想想你自己結案陳詞
[00:13:39.280 --> 00:13:42.080]  你以為把你的案件放在台上
[00:13:42.080 --> 00:13:43.440]  等候上帝說話
[00:13:43.440 --> 00:13:44.960]  他說你有沒有想過
[00:13:44.960 --> 00:13:46.640]  其實是你的驕傲
[00:13:46.640 --> 00:13:52.480]  有沒有想過你的求是一個妄求
[00:13:52.480 --> 00:13:53.600]  不出奇
[00:13:53.600 --> 00:13:56.560]  今天你和我都可能是妄求
[00:13:56.560 --> 00:13:59.120]  所以32章到35章
[00:13:59.120 --> 00:14:03.440]  其實某個情況是前面都說過
[00:14:03.440 --> 00:14:06.640]  以致到36章到37章
[00:14:06.640 --> 00:14:12.400]  其實這個以利戶才開始入正題
[00:14:12.400 --> 00:14:15.600]  36章到37章其實是一個轉捩點
[00:14:15.600 --> 00:14:18.080]  是以利戶一個很重要的轉捩點
[00:14:18.080 --> 00:14:20.080]  甚至有些學者認為
[00:14:20.080 --> 00:14:22.320]  以利戶並不是這麼正面的人
[00:14:22.320 --> 00:14:24.160]  但當我自己讀這段聖經的時候
[00:14:24.160 --> 00:14:25.920]  我反而覺得以利戶
[00:14:25.920 --> 00:14:28.400]  是有很精彩的神學觀
[00:14:28.400 --> 00:14:29.680]  他的神學理念
[00:14:29.680 --> 00:14:32.640]  他的神學對神的認識也是很深
[00:14:32.640 --> 00:14:34.880]  甚至36章到37章
[00:14:34.880 --> 00:14:38.400]  是讓上帝一個很重要的前言
[00:14:38.400 --> 00:14:41.520]  到38章神開始說話
[00:14:41.520 --> 00:14:43.040]  那究竟36章說什麼
[00:14:43.040 --> 00:14:44.800]  是一個轉捩點的第一部分
[00:14:44.800 --> 00:14:48.400]  我們先看看以利戶的神學觀
[00:14:48.400 --> 00:14:54.000]  以利戶對上帝的認識是很清楚的
[00:14:54.000 --> 00:14:55.360]  也是很合理的
[00:14:55.360 --> 00:14:57.920]  他對上帝的認識有四方面
[00:14:57.920 --> 00:15:01.760]  第一 他說神保護和看顧二人
[00:15:01.760 --> 00:15:03.040]  上帝一定保護你
[00:15:03.040 --> 00:15:05.120]  上帝一定看顧二人
[00:15:05.120 --> 00:15:07.200]  第二 他說如果二人犯罪
[00:15:07.200 --> 00:15:10.880]  神一定會清楚跟他說你犯什麼罪
[00:15:10.880 --> 00:15:13.920]  只要你肯聽 上帝一定會跟你說
[00:15:13.920 --> 00:15:16.080]  上帝不會以有罪為無罪
[00:15:16.080 --> 00:15:17.440]  上帝一定會跟你說
[00:15:17.440 --> 00:15:20.400]  就算你今天只要等候上帝
[00:15:20.400 --> 00:15:21.920]  你靜一靜 停一停
[00:15:21.920 --> 00:15:23.600]  你會聽一聽上帝說話
[00:15:23.600 --> 00:15:26.800]  上帝一定會跟你說你犯什麼罪
[00:15:26.800 --> 00:15:30.560]  第三 他說如果神真的有責罰
[00:15:30.560 --> 00:15:32.640]  唯一的目的就是希望你回轉
[00:15:32.640 --> 00:15:34.160]  當你回轉的時候
[00:15:34.160 --> 00:15:37.200]  上帝一定接納你
[00:15:37.200 --> 00:15:39.280]  這是他第三方面的神學觀
[00:15:39.280 --> 00:15:43.840]  第四 他說如果這個人仍然冥頑不靈
[00:15:43.840 --> 00:15:47.760]  他就要接受自己應得的後果
[00:15:47.760 --> 00:15:49.440]  其實這四樣神學觀
[00:15:49.440 --> 00:15:51.200]  某個情況也不是錯的
[00:15:51.200 --> 00:15:52.320]  也都是合理的
[00:15:52.320 --> 00:15:53.200]  在聖經那邊
[00:15:53.200 --> 00:15:54.800]  整體來說我們都明白
[00:15:54.800 --> 00:15:57.840]  上帝有時將責罰臨到我們
[00:15:57.840 --> 00:15:59.360]  將一些苦難臨到我們
[00:15:59.360 --> 00:16:01.280]  將一些情況臨到我們身邊
[00:16:01.280 --> 00:16:03.520]  其實上帝就要靜一靜去想一想
[00:16:03.520 --> 00:16:04.400]  要我們想一想
[00:16:04.400 --> 00:16:06.880]  因為上帝在苦難那邊跟人說話
[00:16:06.880 --> 00:16:08.880]  所以你要在苦難當中去想一想
