
[00:00:00.000 --> 00:00:03.600]  跟你旁邊說 跟你在一起 聚會真好
[00:04:20.280 --> 00:04:25.000]  他在《賢以復所書》跟《歌羅西書》裡面
[00:04:25.000 --> 00:04:30.920]  有很多 幾乎70%是有點非常類似的
[00:04:30.920 --> 00:04:33.720]  保羅在《賢以復所書》的時候也是這樣子
[00:04:33.720 --> 00:04:34.920]  一開始的時候他說
[00:04:34.920 --> 00:04:38.360]  保羅我為你們禱告 對不對
[00:04:38.360 --> 00:04:42.520]  然後中間好幾次保羅又禱告
[00:04:42.520 --> 00:04:43.560]  然後他說又說
[00:04:43.560 --> 00:04:49.000]  我在父的面前屈膝為你們禱告
[00:04:49.000 --> 00:04:50.840]  保羅在《歌羅西書》也是一樣
[00:04:50.840 --> 00:04:53.000]  到這個地方他就提到了
[00:04:53.000 --> 00:04:55.240]  他說你們要恆切禱告
[00:04:55.240 --> 00:05:04.200]  跟你旁邊說 你要恆切禱告
[00:05:04.200 --> 00:05:11.880]  保羅在這裡說 你們要恆切禱告
[00:05:11.880 --> 00:05:17.640]  基督徒跟非基督徒有一個很大的差別
[00:05:17.640 --> 00:05:19.800]  假設有一天當你坐飛機的時候
[00:05:19.800 --> 00:05:22.040]  突然飛機搖晃得很厲害
[00:05:22.040 --> 00:05:25.000]  幾乎可能就是要往下衝
[00:05:25.000 --> 00:05:28.040]  請問你是基督徒你會做什麼
[00:05:28.040 --> 00:05:29.400]  你會禱告是不是
[00:05:29.400 --> 00:05:33.320]  那你如果是佛教徒你會做什麼
[00:05:33.320 --> 00:05:35.960]  你會煉經
[00:05:35.960 --> 00:05:39.960]  如果你是穆斯林你會怎麼辦
[00:05:39.960 --> 00:05:45.960]  你就胡叫阿拉是不是
[00:05:45.960 --> 00:05:50.120]  禱告是人類很自然的一個結果
[00:05:50.120 --> 00:05:55.080]  禱告就是跟上帝說話是不是
[00:05:55.080 --> 00:05:57.080]  那其他就是沒
[00:05:57.080 --> 00:06:03.080]  所以今天我們基督徒如果不禱告
[00:06:03.080 --> 00:06:07.400]  那我們簡直就是不是基督徒了
[00:06:07.400 --> 00:06:10.040]  連不是基督徒的人他碰到危難的時候
[00:06:10.040 --> 00:06:12.120]  他都知道要禱告是不是
[00:06:12.120 --> 00:06:15.880]  只是摸他禱告對象搞錯了
[00:06:15.880 --> 00:06:18.440]  所以保羅提醒我們是要禱告
[00:06:18.440 --> 00:06:24.360]  但是他加了兩個字他說要恆切禱告
[00:06:24.360 --> 00:06:26.200]  恆切是什麼意思呢
[00:06:26.200 --> 00:06:28.040]  恆切我們把它叫做兩個意思
[00:06:28.040 --> 00:06:30.440]  它原文的意思就是專心
[00:06:30.440 --> 00:06:34.600]  英文說devote
[00:06:34.600 --> 00:06:39.640]  你專心你尾聲在這件事情
[00:06:39.640 --> 00:06:42.440]  我覺得我們很難體會這句話
[00:06:42.440 --> 00:06:48.920]  我們華人基督徒在近代的歷史上面
[00:06:48.920 --> 00:06:52.040]  我只有在八零年代在中國教會
[00:06:52.040 --> 00:06:56.600]  看到這個叫做所謂的恆切禱告
[00:06:56.600 --> 00:06:59.560]  在一般的華人教會裡面
[00:06:59.560 --> 00:07:03.000]  很難看到這個東西
[00:07:03.000 --> 00:07:04.840]  什麼叫恆切禱告
[00:07:04.840 --> 00:07:08.120]  就是專注在禱告事情上面
[00:07:08.120 --> 00:07:13.800]  所以有一天我在臺灣到臺北琳琅堂
[00:07:13.800 --> 00:07:15.720]  我發現他們臺北琳琅堂
[00:07:15.720 --> 00:07:21.000]  竟然還有傳道人叫做禱告宣教士
[00:07:21.000 --> 00:07:23.480]  你有聽過嗎
[00:07:23.480 --> 00:07:28.600]  後來我就發現原來他們這些禱告宣教士
[00:07:28.600 --> 00:07:30.680]  不做別的事情了
[00:07:30.680 --> 00:07:35.080]  就是專門在做禱告的這些事情
[00:07:35.080 --> 00:07:40.840]  教會竟然請全世界的傳道人付薪水給他們
[00:07:40.840 --> 00:07:42.600]  只做禱告的事情
[00:07:42.600 --> 00:07:45.640]  這個教會傻不傻
[00:07:45.640 --> 00:07:50.040]  傻不傻
[00:07:50.040 --> 00:07:53.320]  誰說傻
[00:07:53.320 --> 00:07:57.560]  不知道是他傻還你傻
[00:07:57.560 --> 00:07:59.080]  這表明一件事情
[00:07:59.080 --> 00:08:01.720]  當教會看見禱告的重要性的時候
[00:08:01.720 --> 00:08:04.760]  才會做這件事情
[00:08:04.760 --> 00:08:09.160]  所以如果我們看見禱告的重要性
[00:08:09.160 --> 00:08:12.120]  你才會專注於這件事情
[00:08:12.120 --> 00:08:13.960]  是不是
[00:08:13.960 --> 00:08:15.960]  今天有很多人專注於去賺錢
[00:08:15.960 --> 00:08:17.240]  專注於工作
[00:08:17.240 --> 00:08:21.960]  專注於去成為網紅
[00:08:21.960 --> 00:08:24.520]  但是保羅在這裡提到
[00:08:24.520 --> 00:08:26.360]  告訴我們說要專注
[00:08:26.360 --> 00:08:29.160]  要尾聲在禱告這件事情
[00:08:29.160 --> 00:08:35.080]  第二個
[00:08:35.080 --> 00:08:37.480]  第二個這裡提到說
[00:08:37.480 --> 00:08:38.600]  禱告的意思
[00:08:38.600 --> 00:08:43.480]  這個橫切禱告的意思是持續的意思
[00:08:43.480 --> 00:08:49.000]  原文裡面這個橫切禱告是一個持續的
[00:08:49.000 --> 00:08:52.360]  現在分詞持續的continue
[00:08:52.360 --> 00:08:55.160]  所以有另外一個英文版本的聖經
[00:08:55.160 --> 00:09:00.600]  把它翻譯成是continue to pray
[00:09:00.600 --> 00:09:06.920]  或者是說用原文來講說continue in prayer
[00:09:06.920 --> 00:09:09.640]  切留之輩continue
[00:09:09.640 --> 00:09:15.880]  我們常常禱告五分鐘熱度
[00:09:15.880 --> 00:09:21.960]  有一個在美國非常著名的一個佈道家
[00:09:21.960 --> 00:09:24.360]  在格里漢穆斯之前
[00:09:24.360 --> 00:09:25.560]  這個人叫做穆迪
[00:09:25.560 --> 00:09:27.400]  有多少人聽過他
[00:09:27.400 --> 00:09:31.640]  穆迪在美國的紐約那邊
[00:09:31.640 --> 00:09:35.800]  就有一個穆迪聖經學院
[00:09:35.800 --> 00:09:38.440]  我去那邊看過
[00:09:38.440 --> 00:09:43.880]  穆迪這個人他受的教育不多
[00:09:43.880 --> 00:09:51.240]  而且他其實他出來的時候講話會口急的
[00:09:51.240 --> 00:09:54.840]  所以據說他曾經到海邊去練習他講
[00:09:54.840 --> 00:09:58.040]  他就嘴巴放一個石頭
[00:09:58.040 --> 00:10:01.720]  就是幫助他能夠把那個口急改過來
[00:10:01.720 --> 00:10:03.000]  他非常的努力
[00:10:03.000 --> 00:10:04.600]  他沒受過什麼教育
[00:10:04.600 --> 00:10:06.040]  他的英文文法不好
[00:10:06.040 --> 00:10:08.360]  他雖然是美國人但是英文不好
[00:10:08.360 --> 00:10:11.320]  有一次有個大學教授
[00:10:11.320 --> 00:10:12.520]  聽了他講到之後
[00:10:12.520 --> 00:10:13.640]  他就跟他講說
[00:10:13.640 --> 00:10:15.480]  他說穆迪先生
[00:10:15.480 --> 00:10:23.400]  你今天的講道裡面有十幾處文法的錯誤
[00:10:23.400 --> 00:10:25.560]  穆迪聽完他講之後
[00:10:25.560 --> 00:10:27.400]  就回答他說
[00:10:27.400 --> 00:10:33.240]  我知道 我知道我的英文我的教育不夠
[00:10:33.240 --> 00:10:35.240]  但是我盡我所能的
[00:10:35.240 --> 00:10:40.520]  把我的英文文法用在傳講神的話上面
[00:10:40.520 --> 00:10:44.040]  閣下你呢
[00:10:44.040 --> 00:10:45.720]  他的言下之意就是說
[00:10:45.720 --> 00:10:47.880]  你是大學教授你是博士
[00:10:47.880 --> 00:10:48.840]  你的英文這麼好
[00:10:48.840 --> 00:10:50.440]  你文法都很熟悉
[00:10:50.440 --> 00:10:53.400]  但是你用這個你的學問
[00:10:53.400 --> 00:10:58.440]  有用在傳講神的話語上面嗎
[00:10:58.440 --> 00:11:00.360]  所以你大概可以了解到
[00:11:00.360 --> 00:11:03.880]  穆迪是什麼樣子的一個傳道人
[00:11:03.880 --> 00:11:08.120]  可是上帝卻使用這樣子的一個人
[00:11:08.120 --> 00:11:14.280]  那麼有一次也是有一個大學教授
[00:11:14.280 --> 00:11:17.960]  觀察他了好幾天
[00:11:17.960 --> 00:11:19.400]  就是他去穆道
[00:11:19.400 --> 00:11:24.760]  他就跟著他一起觀察他
[00:11:24.760 --> 00:11:26.200]  經過了這幾天之後
[00:11:26.200 --> 00:11:28.200]  他跟穆迪講一句話
[00:11:28.200 --> 00:11:31.720]  他說我這幾天跟你在一起
[00:11:31.720 --> 00:11:35.720]  我真覺得你沒有什麼
[00:11:35.720 --> 00:11:44.520]  就是說你實在是沒有什麼特別的
[00:11:44.520 --> 00:11:49.720]  這個聽起來你是講員
[00:11:49.720 --> 00:11:51.080]  你是大步道家
[00:11:51.080 --> 00:11:52.280]  既然有人這樣講你
[00:11:52.280 --> 00:11:55.560]  你怎麼說
[00:11:55.560 --> 00:12:00.520]  他說你說的真對
[00:12:00.520 --> 00:12:05.880]  如果你看見我有什麼特別了不起的
[00:12:05.880 --> 00:12:10.360]  那反而是有問題了
[00:12:10.360 --> 00:12:13.320]  穆迪之所以被上帝使用
[00:12:13.320 --> 00:12:14.520]  不是他的口才
[00:12:14.520 --> 00:12:17.800]  不是他的這些的所謂的受的教育
[00:12:17.800 --> 00:12:23.880]  乃是因為他的裡面有一股能力
[00:12:23.880 --> 00:12:26.920]  這個能力從哪裡來呢
[00:12:26.920 --> 00:12:29.640]  這個能力是從神來的
[00:12:29.640 --> 00:12:35.640]  這個能力也是因著他的禱告
[00:12:35.640 --> 00:12:37.800]  穆迪他自己說
[00:12:37.800 --> 00:12:42.600]  他說他禱告很少超過五分鐘
[00:12:42.600 --> 00:12:45.240]  這一聽你聽這一半句話
[00:12:45.240 --> 00:12:47.560]  怎麼會就會覺得很奇怪了
[00:12:47.560 --> 00:12:51.720]  他說但是很少超過五分鐘不禱告
[00:12:51.720 --> 00:12:53.400]  懂這意思嗎
[00:12:53.400 --> 00:12:54.440]  我再講一遍
[00:12:54.440 --> 00:12:58.040]  他說他禱告很少超過五分鐘
[00:12:58.040 --> 00:13:02.120]  但是很少超過五分鐘不禱告
[00:13:02.120 --> 00:13:04.680]  這表明一件事情
[00:13:04.680 --> 00:13:07.400]  穆迪是一個不停在禱告的人
[00:13:07.400 --> 00:13:11.480]  懂這意思嗎
[00:13:11.480 --> 00:13:16.360]  所以他說最偉大的復興
[00:13:16.360 --> 00:13:22.040]  始自雙溪的跪下
[00:13:22.040 --> 00:13:24.040]  神藉著穆迪
[00:13:24.040 --> 00:13:28.040]  在當年的美國全美國帶來了
[00:13:28.040 --> 00:13:30.040]  許許多多的這些的人
[00:13:30.040 --> 00:13:32.520]  悔改信靠耶穌
[00:13:32.520 --> 00:13:33.720]  親愛的優子們
[00:13:33.720 --> 00:13:35.400]  當然你會講
[00:13:35.400 --> 00:13:38.360]  他是大步道家嘛
[00:13:38.360 --> 00:13:40.360]  他當然是如此
[00:13:40.360 --> 00:13:42.360]  但是親愛的優子們不要忘記
[00:13:42.360 --> 00:13:45.080]  他不是一個有學問的人
[00:13:45.080 --> 00:13:47.320]  他不是一個有口才的人
[00:13:47.320 --> 00:13:50.120]  他今天之所以被上帝使用
[00:13:50.120 --> 00:13:54.440]  來是因為他是一個依靠上帝的人
[00:13:54.440 --> 00:13:56.600]  所以穆迪他禱告
[00:13:56.600 --> 00:13:57.960]  他橫切的禱告
[00:13:57.960 --> 00:13:59.640]  他長長的禱告
[00:13:59.640 --> 00:14:04.440]  這是他得能力的秘訣
[00:14:04.440 --> 00:14:06.680]  接著在這裡告訴我們說
[00:14:06.680 --> 00:14:08.840]  他接著就提醒我們
[00:14:08.840 --> 00:14:09.720]  保羅又在說
[00:14:09.720 --> 00:14:11.400]  他說你們要橫切禱告
[00:14:11.400 --> 00:14:12.760]  接下來說什麼呢
[00:14:12.760 --> 00:14:18.760]  他說在此行刑感恩
[00:14:18.760 --> 00:14:20.440]  所以他在這個地方
[00:14:20.440 --> 00:14:21.720]  在此就是指的
[00:14:21.720 --> 00:14:25.880]  在禱告這件事情上要警醒
[00:14:25.880 --> 00:14:28.360]  警醒
[00:14:28.360 --> 00:14:31.080]  就是說你什麼時候最會警醒
[00:14:31.080 --> 00:14:33.560]  通常你什麼時候最會警醒
[00:14:33.560 --> 00:14:36.760]  你知道這一次當哈瑪斯
[00:14:36.760 --> 00:14:39.080]  來突襲以色列的時候
[00:14:39.080 --> 00:14:42.520]  你們有看過一些的影片
[00:14:42.520 --> 00:14:44.680]  你看見那些的哈瑪斯
[00:14:44.680 --> 00:14:47.960]  那些的戰士
[00:14:47.960 --> 00:14:51.640]  這些恐怖主義分子
[00:14:51.640 --> 00:14:55.320]  他們坐著那種動力的滑翔
[00:14:55.320 --> 00:14:56.600]  那叫什麼
[00:14:56.600 --> 00:14:57.560]  滑翔傘
[00:14:57.560 --> 00:14:58.840]  好像是跳傘一樣
[00:14:58.840 --> 00:15:00.520]  動力滑翔傘
[00:15:00.520 --> 00:15:03.080]  就這樣就飄過來
[00:15:03.080 --> 00:15:07.480]  然後就進到那三千人聚集的音樂祭的當中
[00:15:07.480 --> 00:15:08.520]  就這樣子進去
[00:15:08.520 --> 00:15:10.600]  然後拿著槍對著人就掃
[00:15:10.600 --> 00:15:13.160]  然後把這些人質就搶
[00:15:13.160 --> 00:15:15.880]  以色列人想都沒有想到
[00:15:15.880 --> 00:15:21.560]  哈瑪斯怎麼會這樣子就過來了
[00:15:21.560 --> 00:15:23.640]  以色列的情報
[00:15:23.640 --> 00:15:27.160]  以色列的防備是非常厲害的
[00:15:27.160 --> 00:15:30.840]  我到聖地去過了三次
[00:15:30.840 --> 00:15:33.240]  我覺得很多人以為說以色列不安全
[00:15:33.240 --> 00:15:34.120]  我告訴你
[00:15:34.120 --> 00:15:37.560]  以色列比美國安全多了
[00:15:37.560 --> 00:15:39.000]  你到哪邊都可以看見
[00:15:39.000 --> 00:15:39.720]  一出事情
[00:15:39.720 --> 00:15:41.160]  像上次我們去的時候
[00:15:41.160 --> 00:15:42.440]  一出事情
[00:15:42.440 --> 00:15:46.200]  一聽到有一個什麼很大的聲音
[00:15:46.200 --> 00:15:47.880]  馬上就來了
[00:15:47.880 --> 00:15:50.440]  騎馬的那個警察
[00:15:50.440 --> 00:15:52.120]  還有開車的
[00:15:52.120 --> 00:15:56.280]  還有甚至以便衣的當地的
[00:15:56.280 --> 00:16:01.880]  馬上就出來了
[00:16:01.880 --> 00:16:05.080]  所以應該是很安全對不對
[00:16:05.080 --> 00:16:10.760]  但是為什麼哈瑪斯這一次能夠突襲成功
[00:16:10.760 --> 00:16:13.240]  所以你可以看見
[00:16:13.240 --> 00:16:18.360]  什麼時候當我們一不警醒的時候
[00:16:18.360 --> 00:16:21.640]  魔鬼就可以來攻擊我們
[00:16:21.640 --> 00:16:24.360]  彼得前書第五章第八節這裡告訴我們說
[00:16:24.360 --> 00:16:25.240]  我們一起來念好嗎
[00:16:25.240 --> 00:16:26.520]  來 預備 請
[00:16:26.520 --> 00:16:29.320]  勿要警守警醒
[00:16:29.320 --> 00:16:33.000]  因為你們的仇敵魔鬼如同吼叫的獅子
[00:16:33.000 --> 00:16:38.520]  遍地遊行尋找可吞吃的人
[00:16:38.520 --> 00:16:42.440]  魔鬼遍地在那個地方做一件事情
[00:16:42.440 --> 00:16:45.640]  他要尋找可吞吃的人
[00:16:45.640 --> 00:16:48.760]  警務準備請告訴我
[00:16:48.760 --> 00:16:53.240]  你是不是那個可吞吃的人
[00:16:53.240 --> 00:16:54.360]  如果你不警醒
[00:16:54.360 --> 00:16:57.320]  你就是那個可吞吃的人
[00:16:57.320 --> 00:17:00.280]  了解我這意思嗎
[00:17:00.280 --> 00:17:03.240]  所以以色列跟巴勒斯坦的這個戰爭
[00:17:03.240 --> 00:17:04.680]  你可以看見一件事情
[00:17:04.680 --> 00:17:07.560]  就是當一旦他們不警醒的時候
[00:17:07.560 --> 00:17:12.920]  敵人就來了
[00:17:12.920 --> 00:17:15.960]  就準備在屬靈上面也是如此
[00:17:15.960 --> 00:17:18.200]  特別你會發現
[00:17:18.200 --> 00:17:21.400]  十一月十二月很難警醒
[00:17:21.400 --> 00:17:23.720]  有沒有
[00:17:23.720 --> 00:17:25.640]  我應該講正確一點就是說
[00:17:25.640 --> 00:17:27.720]  教會在推動禁食禱告的時候
[00:17:27.720 --> 00:17:29.800]  很難在十一月十二月推
[00:17:29.800 --> 00:17:32.920]  你知道為什麼
[00:17:32.920 --> 00:17:34.600]  特別在美國
[00:17:34.600 --> 00:17:40.280]  我們在大陸跟在台灣沒有過感恩節
[00:17:40.280 --> 00:17:42.680]  所以也沒有這個問題對不對
[00:17:42.680 --> 00:17:45.640]  我記得以前我們大概都是在十二月的時候
[00:17:45.640 --> 00:17:46.600]  聖誕節的時候
[00:17:46.600 --> 00:17:48.600]  教會就是加強步道祭
[00:17:48.600 --> 00:17:51.080]  所以在之前就推動禁食禱告
[00:17:51.080 --> 00:17:52.360]  你懂這意思嗎
[00:17:52.360 --> 00:17:55.400]  每次要傳福音之前就推動禁食禱告
[00:17:55.400 --> 00:17:58.040]  我們這邊就是比較麻煩了
[00:17:58.040 --> 00:18:03.240]  感恩節禁食太難了
[00:18:03.240 --> 00:18:08.680]  感恩節吃完大餐過後再開始禁食
[00:18:08.680 --> 00:18:11.560]  剩下時間也不多了
[00:18:11.560 --> 00:18:12.840]  馬上又開始聖誕節
[00:18:12.840 --> 00:18:13.960]  又是一個歡樂的
[00:18:13.960 --> 00:18:15.240]  在美國又是一個歡樂
[00:18:15.240 --> 00:18:18.120]  大家送禮物吃東西這些
[00:18:18.120 --> 00:18:20.120]  所以很難對不對
[00:18:20.120 --> 00:18:24.200]  所以在這種情況當中是最容易怎麼樣
[00:18:24.200 --> 00:18:30.600]  最容易不警醒的時候
[00:18:30.600 --> 00:18:33.480]  所以保羅提醒我們說要警醒
[00:18:33.480 --> 00:18:36.680]  不僅僅是因為
[00:18:36.680 --> 00:18:42.840]  魔鬼他時時刻刻想要來吞吃我們
[00:18:42.840 --> 00:18:45.800]  另外一方面你也可以看見
[00:18:45.800 --> 00:18:50.200]  耶穌也常常提醒我們
[00:18:50.200 --> 00:18:52.840]  當主耶穌要上十字架的時候
[00:18:52.840 --> 00:18:56.600]  他叫門徒們跟他一起禱告是不是
[00:18:56.600 --> 00:18:59.560]  那結果耶穌在那邊汗流滿面
[00:18:59.560 --> 00:19:03.880]  淚如雪珠一樣的出來
[00:19:03.880 --> 00:19:05.400]  在那邊禱告禱告
[00:19:05.400 --> 00:19:08.920]  出來一看看到門徒在做什麼
[00:19:08.920 --> 00:19:13.800]  那真慘
[00:19:13.800 --> 00:19:18.680]  我相信我能夠體會耶穌的那種感覺
[00:19:18.680 --> 00:19:24.200]  帶你們這些門徒怎麼帶到這種程度
[00:19:24.200 --> 00:19:26.920]  所以耶穌就跟他們講說
[00:19:26.920 --> 00:19:34.040]  總要警醒禱告免得入了迷惑
[00:19:34.040 --> 00:19:36.280]  你注意看在末世的時候
[00:19:36.280 --> 00:19:41.640]  常常出現這個字迷惑
[00:19:41.640 --> 00:19:45.080]  也就是說當主耶穌再來之前
[00:19:45.080 --> 00:19:47.880]  這個世界會有許多的這些
[00:19:47.880 --> 00:19:52.200]  先知假基督這些出來要來迷惑基督徒
[00:19:52.200 --> 00:19:54.600]  因此保羅也提醒我們
[00:19:54.600 --> 00:19:56.280]  彼得也提醒我們
[00:19:56.280 --> 00:19:59.640]  這些使徒們他一直在書信當中告訴我們說
[00:19:59.640 --> 00:20:01.480]  萬物的結局近了
[00:20:01.480 --> 00:20:03.240]  所以你們要謹慎自守
[00:20:03.240 --> 00:20:12.440]  警醒禱告
[00:20:12.440 --> 00:20:14.760]  聽見沒有
[00:20:14.760 --> 00:20:18.360]  怎麼樣子警醒禱告
[00:20:18.360 --> 00:20:19.480]  怎麼樣警醒禱告
[00:20:19.480 --> 00:20:24.280]  你看這個警醒這兩個字
[00:20:24.280 --> 00:20:25.800]  警醒這兩個字
[00:20:25.800 --> 00:20:30.760]  就表明一件事情跟什麼有關係
[00:20:30.760 --> 00:20:34.040]  醒跟什麼是相對的
[00:20:34.040 --> 00:20:36.360]  不行
[00:20:36.360 --> 00:20:37.160]  是不是
[00:20:37.160 --> 00:20:39.000]  睡有沒有
[00:20:39.000 --> 00:20:41.000]  所以你會發現這很有關係
[00:20:41.000 --> 00:20:47.400]  所以一個警醒的人就不睡覺
[00:20:47.400 --> 00:20:51.320]  你就照著你說的去做吧
[00:20:51.320 --> 00:20:55.480]  以前我們在北美比較沒這個習慣
[00:20:55.480 --> 00:20:58.360]  韓國教會他們早期的時候
[00:20:58.360 --> 00:21:01.800]  通宵禱告是每個教會都有的
[00:21:01.800 --> 00:21:04.200]  我在30年前在台灣的時候
[00:21:04.200 --> 00:21:05.720]  那時候我們去韓國觀摩
[00:21:05.720 --> 00:21:09.560]  回來之後也學習他們有通宵禱告
[00:21:09.560 --> 00:21:17.080]  他們通宵禱告通常是到凌晨4點鐘
[00:21:17.080 --> 00:21:19.320]  那個通宵禱告
[00:21:19.320 --> 00:21:25.080]  禱告到差不多過了12點其實就已經開始了
[00:21:25.080 --> 00:21:27.400]  所以你知道通宵禱告的時候
[00:21:27.400 --> 00:21:34.200]  絕對不能夠末倒
[00:21:34.200 --> 00:21:35.480]  越是通宵的時候
[00:21:35.480 --> 00:21:37.960]  你越是要唱歌也大聲
[00:21:37.960 --> 00:21:39.640]  然後還要起跳舞
[00:21:39.640 --> 00:21:40.440]  真的
[00:21:40.440 --> 00:21:42.280]  我們那時候在台灣的教會
[00:21:42.280 --> 00:21:44.040]  我們通宵禱告是就這樣子
[00:21:44.040 --> 00:21:47.000]  一到中午看見大家有點開始
[00:21:47.000 --> 00:21:48.280]  有點不太清醒的時候
[00:21:48.280 --> 00:21:50.040]  我們一起來唱首歌跳舞
[00:21:50.040 --> 00:21:52.280]  就開始了
[00:21:52.280 --> 00:21:54.200]  就這樣子通宵禱告
[00:21:54.200 --> 00:21:56.760]  不容易 感謝贊美主
[00:21:56.760 --> 00:21:59.560]  親愛的公子妹
[00:21:59.560 --> 00:22:05.640]  我們在這裡可能我們沒有機會通宵禱告
[00:22:05.640 --> 00:22:11.160]  但是你每一天早上有沒有起來禱告
[00:22:11.160 --> 00:22:13.800]  有沒有早起
