
[00:00:00.000 --> 00:00:03.780]  基本上是聽神的道理 才能夠重新祈禱
[00:02:03.260 --> 00:02:05.260]  但是你應該去學習一下
[00:02:05.260 --> 00:02:07.260]  如何成為一個精明的消費者
[00:02:07.260 --> 00:02:09.260]  究竟要怎樣才能成為
[00:02:09.260 --> 00:02:11.260]  一個精明的消費者呢
[00:02:11.260 --> 00:02:13.260]  竅門在哪裏呢
[00:02:13.260 --> 00:02:15.260]  如何成為一個精明的消費者
[00:02:15.260 --> 00:02:17.260]  竅門在哪裏呢
[00:02:17.260 --> 00:02:19.260]  有一位大姨姊妹
[00:02:19.260 --> 00:02:21.260]  曾經跟我開玩笑
[00:02:21.260 --> 00:02:23.260]  她說牧師通常都有一些好介紹的
[00:02:23.260 --> 00:02:27.260]  有時候別人跟我開玩笑
[00:02:27.260 --> 00:02:29.260]  說牧師經常有一些好介紹
[00:02:29.260 --> 00:02:31.260]  買屋啊
[00:02:31.260 --> 00:02:33.260]  買樓啊
[00:02:33.260 --> 00:02:35.260]  比如說買房子
[00:02:35.260 --> 00:02:37.260]  買樓房
[00:02:37.260 --> 00:02:39.260]  買電器啊
[00:02:39.260 --> 00:02:41.260]  那些你找我
[00:02:41.260 --> 00:02:43.260]  都是有一門竅門的
[00:02:43.260 --> 00:02:45.260]  比如說你買電器啊
[00:02:45.260 --> 00:02:47.260]  你要問我
[00:02:47.260 --> 00:02:49.260]  經常可能會有一些竅門
[00:02:49.260 --> 00:02:51.260]  所以有些朋友
[00:02:51.260 --> 00:02:53.260]  買家庭大電器
[00:02:53.260 --> 00:02:55.260]  就來找我牧師
[00:02:55.260 --> 00:02:57.260]  牧師來幫幫手
[00:02:57.260 --> 00:02:59.260]  比如說要買大電器
[00:02:59.260 --> 00:03:01.260]  牧師來幫幫手
[00:03:01.260 --> 00:03:03.260]  我呢
[00:03:03.260 --> 00:03:05.260]  在這裏分享一點
[00:03:05.260 --> 00:03:07.260]  如何成為一個精明的消費者
[00:03:07.260 --> 00:03:09.260]  最後和大家分享一下
[00:03:09.260 --> 00:03:11.260]  我如何成為一個精明的消費者
[00:03:11.260 --> 00:03:13.260]  雖然我不是一個追求名牌的人
[00:03:13.260 --> 00:03:15.260]  我雖然不是一個追求名牌的人
[00:03:15.260 --> 00:03:17.260]  但是有些貨品
[00:03:17.260 --> 00:03:19.260]  它的質素和牌子
[00:03:19.260 --> 00:03:21.260]  某程度上是有些掛鉤的
[00:03:21.260 --> 00:03:23.260]  但是這個就是
[00:03:23.260 --> 00:03:25.260]  產品的質量
[00:03:25.260 --> 00:03:27.260]  和牌子經常會有一些掛鉤
[00:03:27.260 --> 00:03:29.260]  如果稍微不慎的話
[00:03:29.260 --> 00:03:31.260]  如果稍微不慎的話
[00:03:31.260 --> 00:03:33.260]  就可能會遭致一些
[00:03:33.260 --> 00:03:35.260]  無謂的損失
[00:03:35.260 --> 00:03:37.260]  就可能會遭這些無謂的損失
[00:03:37.260 --> 00:03:39.260]  可能省了回來的
[00:03:39.260 --> 00:03:41.260]  都不能夠是你那份賺回來的
[00:03:41.260 --> 00:03:43.260]  好處
[00:03:43.260 --> 00:03:45.260]  剩下的可能都是
[00:03:45.260 --> 00:03:47.260]  不能抵過這些好處
[00:03:47.260 --> 00:03:49.260]  但是我就
[00:03:49.260 --> 00:03:51.260]  分享一下我最近一次的經驗
[00:03:51.260 --> 00:03:53.260]  最近這幾年的一次經驗
[00:03:53.260 --> 00:03:55.260]  我和大家分享一下
[00:03:55.260 --> 00:03:57.260]  我最近的一次經驗
[00:03:57.260 --> 00:03:59.260]  近年都很流行
[00:03:59.260 --> 00:04:01.260]  用這個平板電腦
[00:04:01.260 --> 00:04:03.260]  就是說近年我非常流行這個平板電腦
[00:04:03.260 --> 00:04:05.260]  有沒有人有平板電腦
[00:04:05.260 --> 00:04:07.260]  這裏有沒有
[00:04:07.260 --> 00:04:09.260]  tablet computer
[00:04:09.260 --> 00:04:11.260]  有的舉一下手
[00:04:11.260 --> 00:04:13.260]  有的舉手
[00:04:13.260 --> 00:04:15.260]  hi-tech幾個地步
[00:04:15.260 --> 00:04:17.260]  只有一兩個人
[00:04:17.260 --> 00:04:19.260]  我們教會不是很hi-tech
[00:04:19.260 --> 00:04:21.260]  我們教會不是很hi-tech
[00:04:21.260 --> 00:04:23.260]  我們教會不是很hi-tech
[00:04:23.260 --> 00:04:25.260]  我是很hi-tech
[00:04:25.260 --> 00:04:27.260]  我是很搞科技的
[00:04:27.260 --> 00:04:29.260]  所以
[00:04:29.260 --> 00:04:31.260]  我都很留意平板電腦的發展
[00:04:31.260 --> 00:04:33.260]  我都很留意平板電腦的發展
[00:04:33.260 --> 00:04:35.260]  我都很留意平板電腦的發展
[00:04:35.260 --> 00:04:37.260]  就在某某以水果為標誌的出版
[00:04:37.260 --> 00:04:39.260]  就在某某以水果為標誌的出版
[00:04:39.260 --> 00:04:41.260]  他的平板電腦之前
[00:04:41.260 --> 00:04:43.260]  以前的三角出版平板電腦之前
[00:04:43.260 --> 00:04:45.260]  以前的三角出版平板電腦之前
[00:04:45.260 --> 00:04:47.260]  水果
[00:04:47.260 --> 00:04:49.260]  水果
[00:04:49.260 --> 00:04:51.260]  水果
[00:04:51.260 --> 00:04:53.260]  我就已經留意到
[00:04:53.260 --> 00:04:55.260]  中國國內已經有些平板電腦出了
[00:04:55.260 --> 00:04:57.260]  中國國內已經有些平板電腦出了
[00:04:57.260 --> 00:04:59.260]  中國國內已經有些平板電腦出了
[00:04:59.260 --> 00:05:01.260]  那時有一部叫ePad
[00:05:01.260 --> 00:05:03.260]  那時有一部叫ePad
[00:05:03.260 --> 00:05:05.260]  那時有一部叫ePad
[00:05:05.260 --> 00:05:07.260]  蘋果都不知道
[00:05:07.260 --> 00:05:09.260]  蘋果都不知道
[00:05:09.260 --> 00:05:11.260]  蘋果都不知道
[00:05:11.260 --> 00:05:13.260]  蘋果都不知道
[00:05:13.260 --> 00:05:15.260]  蘋果都不知道
[00:05:15.260 --> 00:05:17.260]  蘋果都不知道
[00:05:17.260 --> 00:05:19.260]  蘋果都不知道
[00:05:19.260 --> 00:05:21.260]  蘋果都不知道
[00:05:21.260 --> 00:05:23.260]  蘋果都不知道
[00:05:23.260 --> 00:05:25.260]  蘋果都不知道
[00:05:25.260 --> 00:05:27.260]  蘋果都不知道
[00:05:27.260 --> 00:05:29.260]  蘋果都不知道
[00:05:29.260 --> 00:05:31.260]  蘋果都不知道
[00:05:31.260 --> 00:05:33.260]  蘋果都不知道
[00:05:33.260 --> 00:05:35.260]  蘋果都不知道
[00:05:35.260 --> 00:05:37.260]  蘋果都不知道
[00:05:37.260 --> 00:05:38.260]  他價錢很便宜。
[00:05:38.260 --> 00:05:41.260]  那你知道大家等下我也是勇於嘗試的一個人。
[00:05:41.260 --> 00:05:43.260]  我是勇於嘗試的。
[00:05:43.260 --> 00:05:44.760]  那我看到有這麼便宜。
[00:05:44.760 --> 00:05:46.260]  我看到這麼便宜。
[00:05:46.260 --> 00:05:48.260]  那於是就去訂購了一部。
[00:05:48.260 --> 00:05:49.760]  訂購了一部。
[00:05:49.760 --> 00:05:52.760]  那就由中國大陸訂購了一部。
[00:05:52.760 --> 00:05:54.760]  在中國大陸訂購了一部。
[00:05:54.760 --> 00:05:57.760]  那他就說我們不送貨去國外的。
[00:05:57.760 --> 00:05:59.760]  我們不送貨到國外。
[00:05:59.760 --> 00:06:01.260]  那我說不要緊。
[00:06:01.260 --> 00:06:02.260]  我說不要緊。
[00:06:02.260 --> 00:06:03.760]  我公司在香港有分店。
[00:06:03.760 --> 00:06:05.260]  我公司在香港有分店。
[00:06:05.260 --> 00:06:07.260]  我說我的公司。
[00:06:07.260 --> 00:06:08.760]  就是我爸爸的那家店。
[00:06:08.760 --> 00:06:10.760]  就是我爸爸的那家店。
[00:06:10.760 --> 00:06:14.760]  我把一個專人回來在大陸拿貨。
[00:06:14.760 --> 00:06:17.760]  好,那專門到大陸來取貨。
[00:06:17.760 --> 00:06:20.260]  然後我就派我家父。
[00:06:20.260 --> 00:06:21.760]  然後我就派我家父。
[00:06:21.760 --> 00:06:25.260]  我家父很樂意做這些走走載載的功夫。
[00:06:25.260 --> 00:06:30.260]  然後我父親很喜歡上上下下的這些。
[00:06:30.260 --> 00:06:32.260]  因為他今年70歲。
[00:06:32.260 --> 00:06:34.760]  其實我應該回香港和他慶祝70歲大葬。
[00:06:34.760 --> 00:06:37.260]  因為他今年70歲大葬。
[00:06:37.260 --> 00:06:39.260]  今年回不了了,多數都。
[00:06:39.260 --> 00:06:45.260]  不過他就說我70歲,所以我坐車有客人優惠。
[00:06:45.260 --> 00:06:47.260]  我70歲坐車有優惠。
[00:06:47.260 --> 00:06:50.260]  我很樂意和你走回大陸走一轉。
[00:06:50.260 --> 00:06:52.260]  我很樂意和你走回大陸走一轉。
[00:06:52.260 --> 00:06:53.760]  我說你識路嗎?
[00:06:53.760 --> 00:06:55.260]  我說你知道怎麼走嗎?
[00:06:55.260 --> 00:06:56.760]  我爸爸說我熟路過你。
[00:06:56.760 --> 00:06:58.260]  我肯定比你熟悉。
[00:06:58.260 --> 00:06:59.760]  我說是不是啊?
[00:06:59.760 --> 00:07:00.260]  是不是啊?
[00:07:00.260 --> 00:07:02.760]  我告訴你地址,你聽過沒有?
[00:07:02.760 --> 00:07:04.760]  我告訴你地址,你聽過沒有?
[00:07:04.760 --> 00:07:05.760]  是深圳。
[00:07:05.760 --> 00:07:06.760]  是深圳。
[00:07:06.760 --> 00:07:09.760]  很近的深圳,我每個星期都去。
[00:07:09.760 --> 00:07:11.760]  我每個星期都去。
[00:07:11.760 --> 00:07:13.760]  我說華強北路你識不識路?
[00:07:13.760 --> 00:07:15.760]  華強北路你知不知道?
[00:07:15.760 --> 00:07:16.760]  我當然識路了。
[00:07:16.760 --> 00:07:17.760]  我當然識路了。
[00:07:17.760 --> 00:07:19.760]  我很老實我不識路的。
[00:07:19.760 --> 00:07:21.760]  我是老鄉我不知道。
[00:07:21.760 --> 00:07:23.760]  中國大陸我一向都很有戒心的。
[00:07:23.760 --> 00:07:27.760]  其實中國大陸我說實話我也挺戒心的。
[00:07:27.760 --> 00:07:34.760]  你試過由深圳羅湖城一路被黑衣追著你追到市中心那個經驗你就很害怕。
[00:07:34.760 --> 00:07:41.760]  你如果在羅湖的時候被機械一次追到市中心你就會有這種感覺。
[00:07:41.760 --> 00:07:42.760]  你自己小心了。
[00:07:42.760 --> 00:07:43.760]  你自己小心了。
[00:07:43.760 --> 00:07:46.760]  他說華強北路我坐車兩塊錢。
[00:07:46.760 --> 00:07:50.760]  他說華強北路我坐車兩塊錢。
[00:07:50.760 --> 00:07:52.760]  因為我老人優惠。
[00:07:52.760 --> 00:07:54.760]  因為我老人優惠。
[00:07:54.760 --> 00:07:57.760]  我托你了你回去拿了。
[00:07:57.760 --> 00:07:59.760]  我托你了你回去拿了。
[00:07:59.760 --> 00:08:02.760]  我和那個人約好我爸爸就上去了。
[00:08:02.760 --> 00:08:03.760]  我和那個人約好我爸爸就上去了。
[00:08:03.760 --> 00:08:04.760]  我父親就去了。
[00:08:04.760 --> 00:08:05.760]  我父親就去了。
[00:08:05.760 --> 00:08:09.760]  我爸爸去到還被那個年輕人軟了一輪。
[00:08:09.760 --> 00:08:10.760]  我爸爸去到還被那個年輕人軟了一輪。
[00:08:10.760 --> 00:08:11.760]  我爸爸去到還被那個年輕人軟了一輪。
[00:08:11.760 --> 00:08:12.760]  我爸爸去到還被那個年輕人軟了一輪。
[00:08:12.760 --> 00:08:17.760]  我父親上去以後被這個年輕人笑了一番。
[00:08:17.760 --> 00:08:18.760]  我父親上去以後被這個年輕人笑了一番。
[00:08:18.760 --> 00:08:19.760]  阿爸?
[00:08:19.760 --> 00:08:20.760]  我父親上去以後被這個年輕人笑了一番。
[00:08:20.760 --> 00:08:21.760]  阿爸?
[00:08:24.760 --> 00:08:25.760]  罵我。
[00:08:25.760 --> 00:08:26.760]  罵我。
[00:08:26.760 --> 00:08:27.760]  罵我。
[00:08:27.760 --> 00:08:30.760]  他說這些東西不適合你玩的。
[00:08:30.760 --> 00:08:33.760]  這些東西不適合你這個年輕人玩的。
[00:08:33.760 --> 00:08:34.760]  他說這些東西不適合你這個年輕人玩的。
[00:08:34.760 --> 00:08:35.760]  他說這些東西不適合你這個年輕人玩的。
[00:08:35.760 --> 00:08:36.760]  他說這些東西不適合你這個年輕人玩的。
[00:08:36.760 --> 00:08:37.760]  他說這些東西不適合你這個年輕人玩的。
[00:08:37.760 --> 00:08:38.760]  他說這些東西不適合你這個年輕人玩的。
[00:08:38.760 --> 00:08:39.760]  他說這些東西不適合你這個年輕人玩的。
[00:08:39.760 --> 00:08:40.760]  他說這些東西不適合你這個年輕人玩的。
[00:08:40.760 --> 00:08:59.760]  他說這些東西不適合你這個年輕人玩的。
[00:08:59.760 --> 00:09:00.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:00.760 --> 00:09:01.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:01.760 --> 00:09:02.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:02.760 --> 00:09:03.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:03.760 --> 00:09:04.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:04.760 --> 00:09:05.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:05.760 --> 00:09:06.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:06.760 --> 00:09:07.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:07.760 --> 00:09:08.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:08.760 --> 00:09:15.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:15.760 --> 00:09:16.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:16.760 --> 00:09:17.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:17.760 --> 00:09:18.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:18.760 --> 00:09:19.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:19.760 --> 00:09:20.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:20.760 --> 00:09:21.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:21.760 --> 00:09:22.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:22.760 --> 00:09:23.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:23.760 --> 00:09:24.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:24.760 --> 00:09:39.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:39.760 --> 00:09:40.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:40.760 --> 00:09:41.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:41.760 --> 00:09:42.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:42.760 --> 00:09:43.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:43.760 --> 00:09:44.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:44.760 --> 00:09:45.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:45.760 --> 00:09:46.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:46.760 --> 00:09:47.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:47.760 --> 00:09:48.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:48.760 --> 00:09:55.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:55.760 --> 00:09:56.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:56.760 --> 00:09:57.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:57.760 --> 00:09:58.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:58.760 --> 00:09:59.760]  他說這些東西不適合你這個年輕人玩的。
[00:09:59.760 --> 00:10:00.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:00.760 --> 00:10:01.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:01.760 --> 00:10:02.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:02.760 --> 00:10:03.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:03.760 --> 00:10:04.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:04.760 --> 00:10:19.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:19.760 --> 00:10:20.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:20.760 --> 00:10:21.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:21.760 --> 00:10:22.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:22.760 --> 00:10:23.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:23.760 --> 00:10:24.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:24.760 --> 00:10:25.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:25.760 --> 00:10:26.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:26.760 --> 00:10:27.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:27.760 --> 00:10:28.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:28.760 --> 00:10:34.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:34.760 --> 00:10:35.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:35.760 --> 00:10:36.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:36.760 --> 00:10:37.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:37.760 --> 00:10:38.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:38.760 --> 00:10:39.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:39.760 --> 00:10:40.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:40.760 --> 00:10:41.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:41.760 --> 00:10:42.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:42.760 --> 00:10:43.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:43.760 --> 00:10:58.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:58.760 --> 00:10:59.760]  他說這些東西不適合你這個年輕人玩的。
[00:10:59.760 --> 00:11:00.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:00.760 --> 00:11:01.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:01.760 --> 00:11:02.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:02.760 --> 00:11:03.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:03.760 --> 00:11:04.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:04.760 --> 00:11:05.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:05.760 --> 00:11:06.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:06.760 --> 00:11:07.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:07.760 --> 00:11:14.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:14.760 --> 00:11:15.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:15.760 --> 00:11:16.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:16.760 --> 00:11:17.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:17.760 --> 00:11:18.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:18.760 --> 00:11:19.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:19.760 --> 00:11:20.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:20.760 --> 00:11:21.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:21.760 --> 00:11:22.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:22.760 --> 00:11:23.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:23.760 --> 00:11:44.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:44.760 --> 00:11:45.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:45.760 --> 00:11:46.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:46.760 --> 00:11:47.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:47.760 --> 00:11:48.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:48.760 --> 00:11:49.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:49.760 --> 00:11:50.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:50.760 --> 00:11:51.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:51.760 --> 00:11:52.760]  他說這些東西不適合你這個年輕人玩的。
[00:11:52.760 --> 00:12:19.760]  原來差一點就是差一點。大大英雄節目,屬靈的世界都是這樣的。很多事情突然間使你們很高興,很興奮,很喜歡去維生下去。但是那些事情往往是涉及有罪的元素在裡面。
[00:12:19.760 --> 00:12:46.760]  雖然可能包裝得很漂亮,九成九都是相似的,但是當那個真面目一表現出來的時候,你就會見到他為你帶來的麻煩,帶來的失望,還比你之前那份興奮,快樂,更加深。
[00:12:46.760 --> 00:13:11.760]  我們看啟示錄,啟示錄第十七章的時候,我們已經見到這個所謂大仁為首的犯罪集團,他被神審判他,誰要審判他?怎麼審判呢?
[00:13:11.760 --> 00:13:33.760]  我們上次已經說過,神是扔一個屬靈原子彈毀滅了他們,神用另一種方法去審判他們,就是讓這個犯罪集團自己慢慢醞釀自己毀滅。
[00:13:33.760 --> 00:14:01.760]  十七章我們見到這個大仁父這個集團,因為分贓不均,於是原本和大仁父一起合作的這些君王,原本和大仁父很開心的,但後來原來我們被仁父佔了便宜,
[00:14:01.760 --> 00:14:23.760]  仁父就不斷衣著很光鮮,吃美食,喝好酒,穿好衣服,金銀財寶全部掛上身,君王才發現自己被穩佔。
[00:14:23.760 --> 00:14:45.760]  於是廣東話那句就出來了,反轉諸徒,反過來負上這個職責,反正這一套。
[00:14:45.760 --> 00:15:14.760]  調轉槍頭來對待這個大仁父,就是那句華探長常說的,吃碗面反碗底就是這樣的情況,不坐飯,吃碗面反碗底。
[00:15:14.760 --> 00:15:29.760]  是不是很難認呢?沒辦法,上星期寫的比較精簡一點。
[00:15:29.760 --> 00:15:37.760]  所以在這個情況之下,究竟這個審判繼續下去是怎樣的情況呢?
[00:15:37.760 --> 00:15:49.760]  我們在十一章已經看到大仁父和他的諸王鬼打鬼了,還有什麼好說的呢?
[00:15:49.760 --> 00:16:00.760]  這個犯罪集團已經墮落了,他們這種虛榮漸漸褪色了,現在還有什麼好說的呢?
[00:16:00.760 --> 00:16:15.760]  原來,啟示錄的作者不只是說罪惡的權勢墮落,而是要告訴我們主的榮光如何再次在這個地上全面彰顯。
[00:16:15.760 --> 00:16:35.760]  只不過他的形容的角度,不只是從前的角度,從先前這些領袖為首的討論,轉到由這些領袖的隨從群眾的角度去看。
[00:16:35.760 --> 00:16:57.760]  這個就是我們今天看這段聖經最大的特色。我們今天看這段聖經最大的特色,怎樣由一個逐漸褪色的虛榮,逐步褪色的虛榮,逆轉進入主的榮光,開始全面顯露這條路。
[00:16:57.760 --> 00:17:17.760]  讓我們一起去看這段聖經。在第十八章的一至二十四節的部分,詳情大家可以再慢慢去讀,大家可以慢慢去讀。
[00:17:17.760 --> 00:17:31.760]  不過在這段聖經,從十八章的一至二十四節,十八章的一到二十四節就介紹了給我們聽,如何逐漸褪色的虛榮在萎縮。
[00:17:31.760 --> 00:17:57.760]  簡單一點來說,就是我們看到在最終之落,很多人還在留戀,雖然神的生活已經來到,也都已經執行了,但人仍然是嚮往在最終的樂趣。
[00:17:57.760 --> 00:18:21.760]  但是在十八章的一至二十四節,十八章的一到二十四節和二十二十四節當中,當中讀到有一位天使,帶有權柄的天使,作了一個宣告,十八章的一至二十四節講到這個宣告說,巴比倫的大臣傾倒了。
[00:18:21.760 --> 00:18:39.760]  他作了一個宣告說,巴比倫的大臣傾倒了,到了二十二節,二十四節就講到這個巴比倫的大臣不但倒塌,巴比倫的大臣曝光倒塌。
[00:18:39.760 --> 00:18:53.760]  二十一節尾講到巴比倫的大臣必這樣猛烈地被轟下去,決不能再見了。二十一節的下文就說,巴比倫的大臣也必這樣猛烈地摔下去,決不能再見了。
[00:18:53.760 --> 00:19:18.760]  而且我們還看到他怎麼開始墮落,在這個大前提之下,在這個大前提之下,開始了一個作者,他不再從領袖的角度,就是大人父或者獸或者這些君王的角度去看,他不再從領袖的角度,大人父,君王的角度去看,他從那些庚重大人父去搵食那批人的角度來看。
[00:19:18.760 --> 00:19:29.760]  從庚重的大人父之中來看,其中介紹了一批人物,其中介紹了一批人物,就是叫做商人。
[00:19:29.760 --> 00:19:55.760]  如果大家去看這段聖經,我們留意到,在第十一節,我們看到有一班地上的客商,講到他們開始做買賣,以前是做買賣的,第十八章第三節也同樣介紹這個地上的客商。
