
[00:00:00.000 --> 00:00:03.320]  我這一篇信息有什麼目的
[00:05:18.680 --> 00:05:20.980]  心意的顯明
[00:05:20.980 --> 00:05:23.280]  聖潔的標準
[00:05:24.040 --> 00:05:25.320]  公義的標準
[00:05:25.320 --> 00:05:26.600]  人
[00:05:26.600 --> 00:05:28.140]  罪信的顯明
[00:05:28.140 --> 00:05:30.440]  當看到這些的時候
[00:05:30.440 --> 00:05:31.220]  我們說
[00:05:31.220 --> 00:05:33.780]  非有神自己的憐憫恩典
[00:05:33.780 --> 00:05:35.580]  不可
[00:05:35.580 --> 00:05:36.580]  這是
[00:05:36.580 --> 00:05:37.360]  第一點
[00:05:37.360 --> 00:05:39.660]  因此這樣
[00:05:39.660 --> 00:05:40.680]  那我們看
[00:05:40.680 --> 00:05:41.720]  第二點
[00:05:41.720 --> 00:05:45.560]  所以我們讀聖經的時候
[00:05:45.560 --> 00:05:47.340]  這也是
[00:05:47.340 --> 00:05:49.900]  我願意跟各位分享
[00:05:49.900 --> 00:05:52.200]  常常我會說
[00:05:53.740 --> 00:05:57.060]  我們讀聖經
[00:05:57.060 --> 00:05:59.380]  若我們一些觀念性的
[00:05:59.380 --> 00:06:06.800]  真理我們明白的時候我們就可以融會貫通這也是我學習的並不是說
[00:06:06.800 --> 00:06:09.100]  我是一天一夜
[00:06:09.100 --> 00:06:10.900]  我就是這樣
[00:06:10.900 --> 00:06:11.920]  悟出來的
[00:06:11.920 --> 00:06:16.780]  這也是多年學習不同的地方學習的時候我會覺得哪些
[00:06:16.780 --> 00:06:18.820]  很重要我願意跟各位
[00:06:18.820 --> 00:06:19.600]  分享
[00:06:19.600 --> 00:06:21.900]  那我們看這個
[00:06:23.180 --> 00:06:24.460]  在聖經裡面
[00:06:24.460 --> 00:06:27.780]  在神學名詞上有一個很重要
[00:06:27.780 --> 00:06:30.860]  的名詞叫progressive revelation
[00:06:30.860 --> 00:06:32.640]  就敵進式的
[00:06:32.640 --> 00:06:33.420]  啟示
[00:06:33.420 --> 00:06:35.460]  或漸進式的啟示
[00:06:35.460 --> 00:06:39.040]  就是說在舊約的時候神要啟示他的救恩
[00:06:39.040 --> 00:06:41.340]  啟示他的憐憫
[00:06:41.340 --> 00:06:42.380]  恩典
[00:06:42.380 --> 00:06:43.140]  公義
[00:06:43.140 --> 00:06:44.160]  聖潔
[00:06:44.160 --> 00:06:47.240]  他是一步一步的啟示
[00:06:47.240 --> 00:06:50.820]  當我們到新約的時候我們才
[00:06:51.080 --> 00:06:53.640]  完成明瞭神的屬性
[00:06:53.640 --> 00:06:55.680]  可是在整個救贖
[00:06:55.680 --> 00:06:58.240]  經歷裡面每一段的人
[00:06:58.240 --> 00:07:00.040]  神的百姓
[00:07:00.040 --> 00:07:02.860]  對神的回應只有一件事
[00:07:02.860 --> 00:07:04.140]  用信心
[00:07:04.140 --> 00:07:06.180]  來知取神當時
[00:07:06.180 --> 00:07:07.460]  給他們的
[00:07:07.460 --> 00:07:09.000]  啟示和話語
[00:07:09.000 --> 00:07:12.060]  所以猶太人
[00:07:12.060 --> 00:07:14.120]  可惜只相信
[00:07:14.120 --> 00:07:15.900]  舊約
[00:07:15.900 --> 00:07:18.220]  不相信新約
[00:07:18.220 --> 00:07:21.020]  可是神的話語
[00:07:22.060 --> 00:07:25.120]  不但有舊約更應該有新約
[00:07:25.120 --> 00:07:26.920]  才能搭配起來
[00:07:26.920 --> 00:07:30.760]  所以我就把我所學到的以前所學到
[00:07:30.760 --> 00:07:32.560]  列出來給各位瞭解
[00:07:32.560 --> 00:07:34.860]  當你明瞭這個觀念的時候
[00:07:34.860 --> 00:07:37.420]  你不會明白新約之後
[00:07:37.420 --> 00:07:40.740]  你又再去舊約裡面再去
[00:07:40.740 --> 00:07:42.780]  打轉
[00:07:42.780 --> 00:07:44.840]  所以第一點
[00:07:44.840 --> 00:07:46.120]  這裡講到
[00:07:46.120 --> 00:07:50.220]  新約的神學
[00:07:50.480 --> 00:07:51.760]  是承受
[00:07:51.760 --> 00:07:52.780]  舊約的
[00:07:52.780 --> 00:07:57.660]  所以承受舊約神學的思想
[00:07:57.660 --> 00:07:58.940]  換句話說
[00:07:58.940 --> 00:08:00.720]  在新約裡面
[00:08:00.720 --> 00:08:03.800]  會重複
[00:08:03.800 --> 00:08:05.340]  在舊約裡面
[00:08:05.340 --> 00:08:06.860]  所產生
[00:08:06.860 --> 00:08:11.480]  第二點
[00:08:11.480 --> 00:08:12.500]  就是說
[00:08:12.500 --> 00:08:17.880]  新約是延伸舊約的神學思想
[00:08:20.940 --> 00:08:22.220]  在新約裡面
[00:08:22.220 --> 00:08:24.260]  啟示的
[00:08:24.260 --> 00:08:27.860]  真理比舊約要更加的豐富
[00:08:27.860 --> 00:08:29.900]  更加的明瞭
[00:08:29.900 --> 00:08:31.700]  不但
[00:08:31.700 --> 00:08:33.220]  承受
[00:08:33.220 --> 00:08:34.520]  也延伸
[00:08:34.520 --> 00:08:36.040]  第三點
[00:08:36.040 --> 00:08:38.360]  在新約裡面
[00:08:38.360 --> 00:08:42.460]  會補充舊約的神學思想
[00:08:42.460 --> 00:08:47.820]  在舊約裡面有一些不清楚的地方在新約
[00:08:47.820 --> 00:08:49.360]  一定會來
[00:08:49.880 --> 00:08:51.160]  解釋補充
[00:08:51.160 --> 00:08:52.440]  最後一點
[00:08:52.440 --> 00:08:56.280]  也就是協調舊約的神學思想
[00:08:56.280 --> 00:08:59.620]  也就是把新舊約
[00:08:59.620 --> 00:09:02.180]  融會貫通
[00:09:02.180 --> 00:09:06.780]  把舊約所講的在新約中再宣告
[00:09:06.780 --> 00:09:10.100]  再強調再協調起來
[00:09:10.100 --> 00:09:14.980]  所以這個就是我們讀聖經的時候當我們有這四點
[00:09:14.980 --> 00:09:17.280]  就可以把我們整本聖經
[00:09:17.280 --> 00:09:19.840]  可以連在一起
[00:09:20.100 --> 00:09:22.380]  當我讀新約的時候你就想
[00:09:22.380 --> 00:09:23.920]  在舊約的時候
[00:09:23.920 --> 00:09:27.760]  這個真理在舊約中啟示在什麼程度
[00:09:27.760 --> 00:09:30.840]  假如新約啟示是這樣
[00:09:30.840 --> 00:09:34.160]  那你想在舊約的時候舊約不會這樣
[00:09:34.160 --> 00:09:36.720]  舊約絕對是會這樣
[00:09:36.720 --> 00:09:40.560]  那你就想舊約的啟示在這樣的情形
[00:09:40.560 --> 00:09:42.100]  是在講什麼
[00:09:42.100 --> 00:09:45.420]  當你能這樣融會貫通去
[00:09:45.420 --> 00:09:47.740]  讀舊約讀新約的時候
[00:09:47.740 --> 00:09:49.520]  思想舊約
[00:09:49.780 --> 00:09:52.340]  讀舊約的時候思想新約
[00:09:52.340 --> 00:09:55.420]  雖然不見得每一次思想都會明白
[00:09:55.420 --> 00:09:57.720]  需要藉助參考書
[00:09:57.720 --> 00:09:59.520]  可是你去思想的時候
[00:09:59.520 --> 00:10:01.300]  你就會得到幫助
[00:10:01.300 --> 00:10:05.400]  你去思想的時候你對真理就會越來
[00:10:05.400 --> 00:10:06.420]  越
[00:10:06.420 --> 00:10:07.700]  明朗
[00:10:07.700 --> 00:10:10.780]  所以這是
[00:10:10.780 --> 00:10:13.600]  我願意講就在
[00:10:14.620 --> 00:10:20.500]  研讀聖經的時候有一個很重要的名詞叫漸進式的啟示
[00:10:20.500 --> 00:10:25.880]  所以神是用歷史來啟示他的心意
[00:10:25.880 --> 00:10:29.220]  用歷史來啟示他的救恩
[00:10:29.220 --> 00:10:31.000]  救贖
[00:10:31.000 --> 00:10:33.060]  下面
[00:10:33.060 --> 00:10:34.340]  下面一點
[00:10:34.340 --> 00:10:38.180]  下面一點
[00:10:44.820 --> 00:10:50.980]  為什麼我會唸出下面一頁呢
[00:10:50.980 --> 00:10:57.380]  因為我們最近當中有人說我是從新一本在讀很好
[00:10:57.380 --> 00:11:00.700]  不管你從新一本或者現代中文一本
[00:11:00.700 --> 00:11:06.600]  都很好我只要讓各位瞭解一下我們的中文聖經
[00:11:06.600 --> 00:11:09.920]  在翻譯方面有
[00:11:09.920 --> 00:11:12.480]  各種不同的強弱之處
[00:11:12.740 --> 00:11:15.560]  沒有一本聖經說我翻譯的時候
[00:11:15.560 --> 00:11:21.960]  我什麼都可以講到為什麼在這裡面講到三個重要的因素第一個是信
[00:11:21.960 --> 00:11:23.500]  第二個是答
[00:11:23.500 --> 00:11:25.280]  第三是一樣
[00:11:25.280 --> 00:11:31.680]  那信是表明什麼就是對原文是不是忠於原文
[00:11:31.680 --> 00:11:35.780]  用信那我這個資料是我以前上
[00:11:35.780 --> 00:11:40.900]  張念仁牧師的課的時候
[00:11:42.180 --> 00:11:43.460]  我寫下來
[00:11:43.460 --> 00:11:51.140]  答是什麼就是你讀的時候會覺得比較
[00:11:51.140 --> 00:11:57.540]  通順表達方面比較通順然後這本聖經是100年前翻譯的
[00:11:57.540 --> 00:11:59.840]  那現在我來讀的時候
[00:11:59.840 --> 00:12:03.160]  就不見得那麼可以通順
[00:12:03.160 --> 00:12:06.500]  那第三就他用的文字
[00:12:06.500 --> 00:12:08.800]  詞語是不是
[00:12:08.800 --> 00:12:10.840]  很優美
[00:12:10.840 --> 00:12:11.860]  這三點
[00:12:12.640 --> 00:12:14.700]  那從這三點我們就來看
[00:12:14.700 --> 00:12:17.000]  起碼我
[00:12:17.000 --> 00:12:19.300]  中文一本
[00:12:19.300 --> 00:12:20.840]  十幾本都有
[00:12:20.840 --> 00:12:23.400]  這幾本是通常
[00:12:23.400 --> 00:12:27.240]  比較熟悉比較會聽到的
[00:12:27.240 --> 00:12:29.280]  比如說今天我們逐日學
[00:12:29.280 --> 00:12:31.080]  起碼就講到兩本
[00:12:31.080 --> 00:12:32.100]  呂正宗
[00:12:32.100 --> 00:12:34.400]  一本一個新一本
[00:12:34.400 --> 00:12:40.800]  你上過你聽過這堂課之後在講呂正宗的時候你就有印象
[00:12:40.800 --> 00:12:42.080]  否則
[00:12:42.600 --> 00:12:45.920]  潘秋松牧師說呂正宗誰是呂正宗
[00:12:45.920 --> 00:12:49.500]  呂正宗一本這呂正宗又是誰
[00:12:49.500 --> 00:12:50.800]  就沒有
[00:12:50.800 --> 00:12:52.320]  雖然這有一點
[00:12:52.320 --> 00:12:58.500]  沒有關係我們在學習真理的時候各方面我們了解
[00:12:58.500 --> 00:13:01.580]  對我們認識真理會有幫助
[00:13:01.580 --> 00:13:05.420]  所以赫赫本就是我們現在所用的聖經
[00:13:05.420 --> 00:13:09.780]  那是否這表示什麼一半一半
[00:13:11.820 --> 00:13:13.360]  那也是一半一半
[00:13:13.360 --> 00:13:14.380]  呀
[00:13:14.380 --> 00:13:15.660]  就是就是
[00:13:15.660 --> 00:13:17.200]  比較偏重呀
[00:13:17.200 --> 00:13:21.040]  那赫本裡面他翻譯的時候我們知道大概
[00:13:21.040 --> 00:13:24.880]  一百年前的時候是翻譯是外國宣教士翻譯
[00:13:24.880 --> 00:13:30.000]  你想外國宣教士要翻譯的時候他學好中文了
[00:13:30.000 --> 00:13:35.120]  他已經花了相當一段時間學好中文要學中文
[00:13:35.120 --> 00:13:36.660]  他翻譯的時候
[00:13:37.160 --> 00:13:43.300]  當時不是根據原文翻譯是按照King James Version翻譯的
[00:13:43.300 --> 00:13:46.380]  所以有很多地方
[00:13:46.380 --> 00:13:48.160]  等一下我會講到
[00:13:48.160 --> 00:13:48.940]  剛好
[00:13:48.940 --> 00:13:50.720]  這一段也有
[00:13:50.720 --> 00:13:53.800]  會有一些翻譯方面的不同
[00:13:53.800 --> 00:13:57.380]  那呂正宗我們說1970年
[00:13:57.380 --> 00:14:02.500]  沒有錯出版可是經過30年的翻譯他一個人
[00:14:02.500 --> 00:14:05.320]  所以他一輩子就是翻譯聖經
[00:14:05.820 --> 00:14:09.660]  所以後來香港大學就給他一個榮譽博士
[00:14:09.660 --> 00:14:11.440]  也已經過世了
[00:14:11.440 --> 00:14:14.260]  所以他一輩子就是翻譯聖經
[00:14:14.260 --> 00:14:16.060]  所以他的聖經
[00:14:16.060 --> 00:14:17.340]  強處是什麼
[00:14:17.340 --> 00:14:20.920]  在原文方面他是中語
[00:14:20.920 --> 00:14:23.740]  答跟兩方面就沒有
[00:14:23.740 --> 00:14:26.800]  所以假如你要研讀聖經的話
[00:14:26.800 --> 00:14:28.600]  我們再不講
[00:14:28.600 --> 00:14:29.620]  英語
[00:14:29.620 --> 00:14:33.460]  研讀聖經的話起碼你要幾本
[00:14:35.000 --> 00:14:37.040]  用中文的話你需要幾本
[00:14:37.040 --> 00:14:40.360]  新義本也是剛好我們在逐日學提到的
[00:14:40.360 --> 00:14:43.700]  很湊巧今天逐日學提到這兩本
[00:14:43.700 --> 00:14:45.740]  我五本裡面就有兩本
[00:14:45.740 --> 00:14:46.760]  新義本
[00:14:46.760 --> 00:14:48.560]  新義本也是
[00:14:48.560 --> 00:14:53.160]  經過20年的時間
[00:14:53.160 --> 00:14:57.520]  新舊約在1992年那一本出版
[00:14:57.520 --> 00:15:00.080]  其實這一本要查也很容易
[00:15:00.080 --> 00:15:03.400]  換句話說92年出版離我們現在不遠
[00:15:03.660 --> 00:15:06.480]  所用的詞彙各方面都應該
[00:15:06.480 --> 00:15:10.580]  是很通順的但是他強調的是
[00:15:10.580 --> 00:15:12.880]  答跟陽
[00:15:12.880 --> 00:15:13.900]  他是沒有
[00:15:13.900 --> 00:15:16.720]  換句話說他比較中語原文
[00:15:16.720 --> 00:15:19.280]  新漢語義本
[00:15:19.280 --> 00:15:22.100]  新漢語義本
[00:15:22.100 --> 00:15:23.640]  也是
[00:15:23.640 --> 00:15:26.440]  最近出來的一本義本
[00:15:26.440 --> 00:15:27.720]  信
[00:15:27.720 --> 00:15:29.260]  答
[00:15:29.260 --> 00:15:30.280]  陽
[00:15:32.580 --> 00:15:34.620]  另外有現代中文義本
[00:15:34.620 --> 00:15:38.980]  他強處是什麼
[00:15:38.980 --> 00:15:41.280]  是答
[00:15:41.280 --> 00:15:43.840]  那答的強處是什麼呢
[00:15:43.840 --> 00:15:54.600]  應該是在答方面
[00:15:54.600 --> 00:15:59.460]  那答方面他不是強調信跟陽方面
[00:15:59.460 --> 00:16:01.000]  是答方面
[00:16:01.760 --> 00:16:02.780]  有什麼強處呢
[00:16:02.780 --> 00:16:03.560]  強處
[00:16:03.560 --> 00:16:07.140]  當你要速讀的時候
[00:16:07.140 --> 00:16:09.440]  這就
[00:16:09.440 --> 00:16:10.720]  很有幫助
[00:16:10.720 --> 00:16:13.020]  你速讀的時候
[00:16:13.020 --> 00:16:15.320]  現代中文義本的時候就會
[00:16:15.320 --> 00:16:16.600]  很大的幫助
[00:16:16.600 --> 00:16:19.940]  所以這是對各位若你有心
[00:16:19.940 --> 00:16:23.000]  研讀聖經好好研讀聖經
[00:16:23.000 --> 00:16:25.560]  也借助我的拋磚引玉
[00:16:25.560 --> 00:16:28.640]  我也不是什麼學者我也是多年
[00:16:28.640 --> 00:16:30.180]  自己學習
[00:16:30.180 --> 00:16:31.460]  給各位
[00:16:31.720 --> 00:16:32.480]  一點分享
[00:16:32.480 --> 00:16:35.040]  除非你要用英文
[00:16:35.040 --> 00:16:40.940]  那英文是另外一回事那我們中文聖經有學者
[00:16:40.940 --> 00:16:43.740]  他們翻譯出來可以幫助我們了解
[00:16:43.740 --> 00:16:45.540]  所以這個是
[00:16:45.540 --> 00:16:48.860]  是講到就是說
[00:16:48.860 --> 00:16:50.920]  當我們要速讀的時候
[00:16:50.920 --> 00:16:52.200]  用
[00:16:52.200 --> 00:16:53.740]  現代中文義本
[00:16:53.740 --> 00:16:56.040]  那他就不會太強調
[00:16:56.040 --> 00:16:57.820]  信方面
[00:16:57.820 --> 00:16:58.600]  也不會
[00:16:58.600 --> 00:17:00.140]  太強調
[00:17:00.140 --> 00:17:01.660]  詞彙用的美
[00:17:02.180 --> 00:17:02.700]  或是
[00:17:02.700 --> 00:17:05.760]  修辭方面達到雅方面
[00:17:05.760 --> 00:17:09.860]  所以我們就要進入今天的
[00:17:09.860 --> 00:17:12.420]  的經文的內容
[00:17:12.420 --> 00:17:15.500]  我們看到在第三章的
[00:17:15.500 --> 00:17:19.840]  前面這一段一直講了一件事情
[00:17:19.840 --> 00:17:25.740]  舉薦
[00:17:25.740 --> 00:17:26.500]  舉薦
[00:17:26.500 --> 00:17:29.060]  英文就是recommendation
[00:17:29.060 --> 00:17:30.080]  舉薦
[00:17:31.120 --> 00:17:32.660]  在當時
[00:17:32.660 --> 00:17:34.960]  在教會裡面
[00:17:34.960 --> 00:17:39.300]  保羅在寫這封書信的時候
[00:17:39.300 --> 00:17:42.640]  在當時的教會裡面
[00:17:42.640 --> 00:17:45.700]  當時也很風行
[00:17:45.700 --> 00:17:49.040]  就是說有一個人到另外一個地方去的時候
[00:17:49.040 --> 00:17:50.820]  他一定會拿一些
[00:17:50.820 --> 00:17:52.620]  推薦書
[00:17:52.620 --> 00:17:55.180]  拿到另外一個教會
[00:17:55.180 --> 00:18:00.300]  對那個教會根據這個推薦書就認識這個人
[00:18:01.840 --> 00:18:02.860]  假如我
[00:18:02.860 --> 00:18:05.680]  把現在比喻當時
[00:18:05.680 --> 00:18:09.260]  假如我今天要到舊金山一個教會去的時候
[00:18:09.260 --> 00:18:14.640]  舊金山的教會有我們這邊的教會
[00:18:14.640 --> 00:18:15.920]  寫封信
[00:18:15.920 --> 00:18:19.760]  說某某人是我們教會等等的
[00:18:19.760 --> 00:18:22.060]  那舊金山的教會
[00:18:22.060 --> 00:18:23.860]  就因為這樣
[00:18:23.860 --> 00:18:26.680]  因為教會跟教會之間的聯繫
[00:18:26.940 --> 00:18:31.560]  或是信任在族裡面就接納這就是這個意思
[00:18:31.560 --> 00:18:33.080]  可是當時
[00:18:33.080 --> 00:18:34.360]  我們看
[00:18:34.360 --> 00:18:35.640]  保羅
[00:18:35.640 --> 00:18:37.700]  為什麼要講到這一句話
[00:18:37.700 --> 00:18:44.100]  確實有很多人用這樣舉薦的這個推薦信高抬自己
[00:18:44.100 --> 00:18:45.380]  自吹自己
[00:18:45.380 --> 00:18:47.680]  或是要格林多教會
[00:18:47.680 --> 00:18:49.980]  來給他們包裝
[00:18:49.980 --> 00:18:51.520]  來
[00:18:51.520 --> 00:18:52.800]  舉薦他們
[00:18:53.060 --> 00:18:57.160]  這些都是跟保羅所傳的福音
[00:18:57.160 --> 00:18:58.700]  不相符合
[00:18:58.700 --> 00:19:01.260]  跟保羅都是跟
[00:19:01.260 --> 00:19:02.280]  保羅
[00:19:02.280 --> 00:19:03.560]  有所
[00:19:03.560 --> 00:19:05.360]  影響他所傳的福音
[00:19:05.360 --> 00:19:10.480]  最近我看一個
[00:19:10.480 --> 00:19:11.760]  非你莫屬
[00:19:11.760 --> 00:19:14.060]  這節目不知道各位有沒有看
[00:19:14.060 --> 00:19:17.640]  很流行一個名詞叫包裝
[00:19:17.640 --> 00:19:20.720]  我在電視上看
[00:19:20.720 --> 00:19:22.000]  這個人
[00:19:22.240 --> 00:19:27.360]  他得第一是省籍得第一可是他說我是國家籍得第一
[00:19:27.360 --> 00:19:32.480]  後來去查之後發現他不是國家是省籍的
[00:19:32.480 --> 00:19:35.820]  剛好他的朋友在下面的時候
[00:19:35.820 --> 00:19:37.360]  那主持人就問
[00:19:37.360 --> 00:19:38.880]  你認為他這樣子
[00:19:38.880 --> 00:19:40.680]  說你覺得怎麼樣
[00:19:40.680 --> 00:19:46.060]  現在的年輕人我相信已經道德
[00:19:46.060 --> 00:19:47.840]  程度相當差
[00:19:47.840 --> 00:19:50.400]  他說他只是過度包裝
[00:19:51.180 --> 00:19:53.740]  這聽起來很好聽過度包裝
[00:19:53.740 --> 00:19:58.860]  換句話說你是省籍的第一名就是省籍不是國家籍
[00:19:58.860 --> 00:20:03.200]  那你說國家籍的第一名換句話說虛假
[00:20:03.200 --> 00:20:05.520]  這不是過度包裝的意思
[00:20:05.520 --> 00:20:09.600]  所以當時保羅的時代就有一些
[00:20:09.600 --> 00:20:10.640]  人
[00:20:10.640 --> 00:20:14.480]  要用過度包裝的方式來吹噓他自己
