
[00:00:00.000 --> 00:00:06.600]  今晚呢去到分享信息呢係Love is all around
[00:03:25.200 --> 00:03:27.200]  即係當我信耶穌嘅時候你信咗
[00:03:27.200 --> 00:03:29.200]  耶穌你信其實你
[00:03:29.200 --> 00:03:31.200]  即係我當年喺大學嘅時候信耶穌
[00:03:31.200 --> 00:03:33.200]  係咪即係通常
[00:03:33.200 --> 00:03:35.200]  通常信耶穌傳福音嘅時候話咩
[00:03:35.200 --> 00:03:37.200]  信耶穌永生
[00:03:37.200 --> 00:03:39.200]  有個計劃畀你咁樣你信就信嘛
[00:03:39.200 --> 00:03:41.200]  信完返到教會就話你要
[00:03:41.200 --> 00:03:43.200]  做門徒你要衛生咁你唔知你話
[00:03:43.200 --> 00:03:45.200]  突然間即係嗰下即係你
[00:03:45.200 --> 00:03:47.200]  即係好多時候我哋信嗰一下
[00:03:47.200 --> 00:03:49.200]  好似好簡單
[00:03:49.200 --> 00:03:51.200]  但係原來對你嚟講係一個好大嘅影響
[00:03:51.200 --> 00:03:53.200]  同埋
[00:03:53.200 --> 00:03:55.200]  對我一路信耶穌我信耶穌
[00:03:55.200 --> 00:03:57.200]  都好一段嘅日子啦我係讀大學嘅時候
[00:03:57.200 --> 00:03:59.200]  信咁呀
[00:03:59.200 --> 00:04:01.200]  講唔多前書
[00:04:01.200 --> 00:04:03.200]  講一句話你信咗耶穌
[00:04:03.200 --> 00:04:05.200]  嘅時候做咩呀新做嘅人
[00:04:05.200 --> 00:04:07.200]  舊事已過都變成
[00:04:07.200 --> 00:04:09.200]  新嘅年咁好多時候
[00:04:09.200 --> 00:04:11.200]  咁我對我信仰嘅裏面呢其中
[00:04:11.200 --> 00:04:13.200]  一個好重要嘅
[00:04:13.200 --> 00:04:15.200]  學習呢就係都係信人
[00:04:15.200 --> 00:04:17.200]  就係究竟
[00:04:17.200 --> 00:04:19.200]  信仰
[00:04:19.200 --> 00:04:21.200]  同宗教
[00:04:21.200 --> 00:04:23.200]  點樣去分
[00:04:23.200 --> 00:04:25.200]  我唔知你冇諗過呢個問題
[00:04:25.200 --> 00:04:27.200]  表面上
[00:04:27.200 --> 00:04:29.200]  我都係
[00:04:29.200 --> 00:04:31.200]  叫做做好人啦
[00:04:31.200 --> 00:04:33.200]  即係你返崇拜呀或者你
[00:04:33.200 --> 00:04:35.200]  聖經都教你好多嘢要做
[00:04:35.200 --> 00:04:37.200]  點樣好但信仰究竟
[00:04:37.200 --> 00:04:39.200]  我點樣或者信仰同宗教
[00:04:39.200 --> 00:04:41.200]  即係好多時候你嗰個
[00:04:41.200 --> 00:04:43.200]  breakthrough位係啲乜嘢呢
[00:04:43.200 --> 00:04:45.200]  咁我諗今日嗰個故仔
[00:04:45.200 --> 00:04:47.200]  其實大家好熟嘅
[00:04:47.200 --> 00:04:49.200]  你應該睇過好多次㗎啦即係
[00:04:49.200 --> 00:04:51.200]  咁我諗好想透過呢一個嘅
[00:04:51.200 --> 00:04:53.200]  故事呢同大家去分享就係
[00:04:53.200 --> 00:04:55.200]  跟我哋講緊
[00:04:55.200 --> 00:04:57.200]  當我哋點樣去群體外
[00:04:57.200 --> 00:04:59.200]  同同人哋分享或者
[00:04:59.200 --> 00:05:01.200]  去活出我哋信仰嘅時候
[00:05:01.200 --> 00:05:03.200]  其實今日嗰個人物
[00:05:03.200 --> 00:05:05.200]  彼得佢嗰個
[00:05:05.200 --> 00:05:07.200]  嘅經驗呢我諗對我哋有個
[00:05:07.200 --> 00:05:09.200]  幫助就係我哋嘅
[00:05:09.200 --> 00:05:11.200]  信仰究竟係點樣
[00:05:11.200 --> 00:05:13.200]  喺我哋嘅生活嘅當中
[00:05:13.200 --> 00:05:15.200]  可以去breakthrough嘅呢
[00:05:15.200 --> 00:05:17.200]  究竟係點樣我哋喺一啲嘅
[00:05:17.200 --> 00:05:19.200]  small step嘅裏面究竟係點樣
[00:05:19.200 --> 00:05:21.200]  讓呢個信仰落到喺我哋嘅
[00:05:21.200 --> 00:05:23.200]  生活嘅當中亦即我去到
[00:05:23.200 --> 00:05:25.200]  一啲唔信嘅人嘅當中嘅時候
[00:05:25.200 --> 00:05:27.200]  我可以讓佢更加認識上帝呢
[00:05:27.200 --> 00:05:29.200]  咁我哋一齊
[00:05:29.200 --> 00:05:31.200]  讀呢段我應該係有個
[00:05:33.200 --> 00:05:35.200]  去係
[00:05:35.200 --> 00:05:37.200]  係咪係啱啱
[00:05:37.200 --> 00:05:39.200]  小行轉呢其實係我哋今日講
[00:05:39.200 --> 00:05:41.200]  小行轉呢佢由一章八節
[00:05:41.200 --> 00:05:43.200]  佢話但聖靈降臨喺你哋身上
[00:05:43.200 --> 00:05:45.200]  你哋就必得著能力
[00:05:45.200 --> 00:05:47.200]  並要在耶路撒冷猶太傳
[00:05:47.200 --> 00:05:49.200]  地撒瑪利亞直到地極
[00:05:49.200 --> 00:05:51.200]  做我見證咁啦即係好熟嘅經文
[00:05:51.200 --> 00:05:53.200]  咁所以呢你見到呢個公仔呢佢就
[00:05:53.200 --> 00:05:55.200]  其實黃色嗰度就係猶太啦
[00:05:55.200 --> 00:05:57.200]  佢右下角其實
[00:05:57.200 --> 00:05:59.200]  係死海啦死海
[00:05:59.200 --> 00:06:01.200]  個頂
[00:06:01.200 --> 00:06:03.200]  然之後呢向左邊呢過少少
[00:06:03.200 --> 00:06:05.200]  你就見到耶路撒冷㗎
[00:06:05.200 --> 00:06:09.200]  呢度係㗎見唔見到呀死海
[00:06:09.200 --> 00:06:11.200]  個頂左手邊少少就耶路撒冷
[00:06:11.200 --> 00:06:13.200]  即係即係當聖靈降臨佢
[00:06:13.200 --> 00:06:15.200]  就點樣由耶路撒冷嘅福音
[00:06:15.200 --> 00:06:17.200]  呢就開始去到
[00:06:17.200 --> 00:06:19.200]  猶太傳地撒瑪利亞
[00:06:19.200 --> 00:06:21.200]  直到地極咁樣
[00:06:21.200 --> 00:06:23.200]  所以去到小行轉呢其實一路
[00:06:23.200 --> 00:06:25.200]  開始嘅時候呢主角係彼得啦
[00:06:25.200 --> 00:06:27.200]  咁彼得呢其實係其中一個位
[00:06:27.200 --> 00:06:29.200]  佢就去到約柏咁有好多
[00:06:29.200 --> 00:06:31.200]  唔同呢當去到阿南
[00:06:31.200 --> 00:06:33.200]  上次講第九章係咪
[00:06:33.200 --> 00:06:35.200]  第九章再之前嘅時候
[00:06:35.200 --> 00:06:37.200]  就係第八章就
[00:06:37.200 --> 00:06:39.200]  斯提反 遜道 門徒
[00:06:39.200 --> 00:06:41.200]  四散跟住肥利呢就去到
[00:06:41.200 --> 00:06:43.200]  撒瑪利亞去到傳福音個福音
[00:06:43.200 --> 00:06:45.200]  一路咁樣嘅係地域
[00:06:45.200 --> 00:06:47.200]  上一路去佢遍全跟住去到
[00:06:47.200 --> 00:06:49.200]  上面有個
[00:06:49.200 --> 00:06:51.200]  蓋薩尼亞即係或者海薩尼亞啦
[00:06:51.200 --> 00:06:53.200]  有啲人讀Cesarea就係呢
[00:06:53.200 --> 00:06:55.200]  今日個故仔主要講呢兩個
[00:06:55.200 --> 00:06:57.200]  司徒行轉一路去到由第一
[00:06:57.200 --> 00:06:59.200]  章講完地域一路去到
[00:06:59.200 --> 00:07:01.200]  突破嘅時候呢去到第
[00:07:01.200 --> 00:07:03.200]  十章呢嗰個突破呢
[00:07:03.200 --> 00:07:05.200]  就由地域
[00:07:05.200 --> 00:07:07.200]  開始到國籍
[00:07:07.200 --> 00:07:09.200]  即係你知初日教
[00:07:09.200 --> 00:07:11.200]  嗰啲信耶穌人全部都
[00:07:11.200 --> 00:07:13.200]  係猶太人嚟㗎嘛全部都係
[00:07:13.200 --> 00:07:15.200]  即係耶和華
[00:07:15.200 --> 00:07:17.200]  敬拜上帝獨一真神嘅不過你
[00:07:17.200 --> 00:07:19.200]  到去信耶穌咁跟住後來
[00:07:19.200 --> 00:07:21.200]  其實個國籍嘅突破跟住今日
[00:07:21.200 --> 00:07:23.200]  嘅故仔呢就係你記得
[00:07:23.200 --> 00:07:25.200]  哥利樓嘅故仔
[00:07:25.200 --> 00:07:27.200]  即係哥利樓信主
[00:07:27.200 --> 00:07:29.200]  就係第一個喺
[00:07:29.200 --> 00:07:31.200]  司徒行轉佢裡面外邦人去
[00:07:31.200 --> 00:07:33.200]  信主嘅故仔我應該會輕輕讀少少
[00:07:33.200 --> 00:07:35.200]  就係約柏嘅
[00:07:35.200 --> 00:07:37.200]  彼得去帶領
[00:07:37.200 --> 00:07:39.200]  喺海薩尼亞嘅
[00:07:39.200 --> 00:07:41.200]  意大利百夫長
[00:07:41.200 --> 00:07:43.200]  哥利樓信主嘅
[00:07:43.200 --> 00:07:45.200]  故仔
[00:07:45.200 --> 00:07:49.200]  佢好得意嘅係咩呢
[00:07:49.200 --> 00:07:51.200]  約柏
[00:07:51.200 --> 00:07:53.200]  係一個咩地方呢
[00:07:53.200 --> 00:07:55.200]  如果你又唯意
[00:07:55.200 --> 00:07:57.200]  有啲印象舊日聖經
[00:07:57.200 --> 00:07:59.200]  約拿書
[00:07:59.200 --> 00:08:01.200]  約拿呢
[00:08:01.200 --> 00:08:03.200]  聽到上帝叫佢去尼尼尼
[00:08:03.200 --> 00:08:05.200]  傳福音吖嘛佢咪
[00:08:05.200 --> 00:08:07.200]  著草嘅即係吞拿魚
[00:08:07.200 --> 00:08:09.200]  個故仔啦即係佢咪走咗去嘅
[00:08:09.200 --> 00:08:11.200]  佢話佢咩佢逃往他斯
[00:08:11.200 --> 00:08:13.200]  佢去邊度
[00:08:13.200 --> 00:08:15.200]  搭船去逃往他斯呢
[00:08:15.200 --> 00:08:17.200]  去約柏
[00:08:17.200 --> 00:08:19.200]  所以其實
[00:08:19.200 --> 00:08:21.200]  呢個故仔好有啲背景好有意思呢
[00:08:21.200 --> 00:08:23.200]  當舊約
[00:08:23.200 --> 00:08:25.200]  一個先知佢被
[00:08:25.200 --> 00:08:27.200]  上帝呼召佢去到外
[00:08:27.200 --> 00:08:29.200]  邦去傳福音
[00:08:29.200 --> 00:08:31.200]  嗰個先知我唔制
[00:08:31.200 --> 00:08:33.200]  係咪先呢國仇家恨嘅嘢
[00:08:33.200 --> 00:08:35.200]  我唔會同佢傳福音嘅我就喺約柏
[00:08:35.200 --> 00:08:37.200]  嘅地方我就走佬
[00:08:37.200 --> 00:08:39.200]  但係去到試圖行轉嘅時候
[00:08:39.200 --> 00:08:41.200]  彼得就喺約柏
[00:08:41.200 --> 00:08:43.200]  個裏面帶一個
[00:08:43.200 --> 00:08:45.200]  外邦嘅人去到信主
[00:08:45.200 --> 00:08:47.200]  你讀落去
[00:08:47.200 --> 00:08:49.200]  聖經你讀落去其實有啲味道
[00:08:49.200 --> 00:08:51.200]  仲要係西門
[00:08:51.200 --> 00:08:53.200]  你知唔知西門有個
[00:08:53.200 --> 00:08:55.200]  咩名西門個老豆呢
[00:08:55.200 --> 00:08:57.200]  其實叫約拿你返去讀聖經
[00:08:57.200 --> 00:08:59.200]  西門巴約拿
[00:08:59.200 --> 00:09:01.200]  巴即係約拿個仔
[00:09:01.200 --> 00:09:03.200]  當然講個
[00:09:03.200 --> 00:09:05.200]  唔係舊約個約拿但係讀落去嘅時候
[00:09:05.200 --> 00:09:07.200]  即係你讀落去嘅時候個味道就係
[00:09:07.200 --> 00:09:09.200]  約拿舊約嗰個先知就喺約柏
[00:09:09.200 --> 00:09:11.200]  著草但係新約嘅約
[00:09:11.200 --> 00:09:13.200]  拿嗰個仔彼得就喺約柏
[00:09:13.200 --> 00:09:15.200]  個裏面帶一個外邦嘅人
[00:09:15.200 --> 00:09:17.200]  信主
[00:09:17.200 --> 00:09:19.200]  上帝嘅
[00:09:19.200 --> 00:09:21.200]  工作有時係好特別
[00:09:21.200 --> 00:09:23.200]  當你喺笑逸行轉
[00:09:23.200 --> 00:09:25.200]  嘅時候嗰個由地域嘅
[00:09:25.200 --> 00:09:27.200]  突破到到喺國籍
[00:09:27.200 --> 00:09:29.200]  嘅突破落喺呢一個
[00:09:29.200 --> 00:09:31.200]  彼得嘅身上
[00:09:31.200 --> 00:09:33.200]  咁你發覺原來
[00:09:33.200 --> 00:09:35.200]  嗰個故事唔係
[00:09:35.200 --> 00:09:37.200]  咁啱加咁巧
[00:09:37.200 --> 00:09:39.200]  走咗出嚟
[00:09:39.200 --> 00:09:41.200]  係上帝自己係用模型嘅手
[00:09:41.200 --> 00:09:43.200]  繼續一路落而喺第十章嘅裏面
[00:09:43.200 --> 00:09:45.200]  成個
[00:09:45.200 --> 00:09:47.200]  第十章
[00:09:47.200 --> 00:09:49.200]  基本上喺成個笑逸行轉呢
[00:09:49.200 --> 00:09:51.200]  呢個故仔係最長嘅故仔嚟㗎喇
[00:09:51.200 --> 00:09:53.200]  個故仔係由第十章嘅第一節去到第十一章嘅
[00:09:53.200 --> 00:09:55.200]  第十一章嘅十八節咁嘅
[00:09:55.200 --> 00:09:57.200]  成個第十章呢個故仔就係講
[00:09:57.200 --> 00:09:59.200]  一開始嘅時候聖靈就啟示
[00:09:59.200 --> 00:10:01.200]  哥利留哥利留係一個嘅
[00:10:01.200 --> 00:10:03.200]  競拳嘅意大利嘅百夫長
[00:10:03.200 --> 00:10:05.200]  百夫長呢其實即係簡單
[00:10:05.200 --> 00:10:07.200]  係咪即係帶領住一百個人嘅
[00:10:07.200 --> 00:10:09.200]  軍人囉意大利嘅
[00:10:09.200 --> 00:10:11.200]  軍營啦咁佢係因為佢
[00:10:11.200 --> 00:10:13.200]  係Cesarea當時即係海薩尼亞
[00:10:13.200 --> 00:10:15.200]  或者係呢個哥薩尼亞呢係當時
[00:10:15.200 --> 00:10:17.200]  一個重點嚟㗎而家你去
[00:10:17.200 --> 00:10:21.200]  聖地呢都會去到一個位係仍然有個
[00:10:21.200 --> 00:10:23.200]  位㗎即係佢係一個大港口
[00:10:23.200 --> 00:10:25.200]  嚟嘅係所以係個政治
[00:10:25.200 --> 00:10:27.200]  上一個重要嘅位置咁呢
[00:10:27.200 --> 00:10:29.200]  佢係一個
[00:10:29.200 --> 00:10:31.200]  競拳嘅意大利人
[00:10:31.200 --> 00:10:33.200]  佢所以
[00:10:33.200 --> 00:10:35.200]  聖靈啟示叫佢
[00:10:35.200 --> 00:10:37.200]  去搵彼得跟住我哋一間呢會讀
[00:10:37.200 --> 00:10:39.200]  讀九節十三節今日講
[00:10:39.200 --> 00:10:41.200]  講道經文就跟住呢佢
[00:10:41.200 --> 00:10:43.200]  再落嘅時候呢
[00:10:43.200 --> 00:10:45.200]  彼得就
[00:10:45.200 --> 00:10:47.200]  去
[00:10:47.200 --> 00:10:49.200]  聖靈叫哥利留搵
[00:10:49.200 --> 00:10:51.200]  彼得跟住呢
[00:10:51.200 --> 00:10:53.200]  佢啲隨從
[00:10:53.200 --> 00:10:55.200]  即係佢唔可以隨便離開
[00:10:55.200 --> 00:10:57.200]  所以佢搵佢啲馬仔就搵
[00:10:57.200 --> 00:10:59.200]  彼得跟住彼得就
[00:10:59.200 --> 00:11:01.200]  跟住佢啲馬仔呢就
[00:11:01.200 --> 00:11:03.200]  去返哥利留嗰度跟住
[00:11:03.200 --> 00:11:05.200]  去到嘅時候呢彼得就講道
[00:11:05.200 --> 00:11:07.200]  去到34節跟住聖靈
[00:11:07.200 --> 00:11:09.200]  就降臨喺當
[00:11:09.200 --> 00:11:11.200]  佢嗰班人個裏面然之後
[00:11:11.200 --> 00:11:13.200]  哥利留就信主
[00:11:13.200 --> 00:11:15.200]  跟住點解話咁長個故事呢
[00:11:15.200 --> 00:11:17.200]  因為去到第十一章
[00:11:17.200 --> 00:11:19.200]  一到十八節呢
[00:11:19.200 --> 00:11:21.200]  彼得返去耶路撒冷嘅時候就
[00:11:21.200 --> 00:11:23.200]  同教會人講返呢個
[00:11:23.200 --> 00:11:25.200]  故事
[00:11:25.200 --> 00:11:27.200]  跟住十八節
[00:11:27.200 --> 00:11:29.200]  佢話這樣看來
[00:11:29.200 --> 00:11:31.200]  神也賜恩彼外邦人
[00:11:31.200 --> 00:11:33.200]  叫佢哋悔改
[00:11:33.200 --> 00:11:35.200]  得生命你知到
[00:11:35.200 --> 00:11:37.200]  猶太人係相當封
[00:11:37.200 --> 00:11:39.200]  閉嘅佢哋就同外邦人
[00:11:39.200 --> 00:11:41.200]  係冇乜交往所以當時
[00:11:41.200 --> 00:11:43.200]  對佢哋嚟講呢一個國籍上嘅
[00:11:43.200 --> 00:11:45.200]  突破係一件好有好特別嘅事
[00:11:45.200 --> 00:11:47.200]  今日我就
[00:11:47.200 --> 00:11:49.200]  淨係同大家睇中間
[00:11:49.200 --> 00:11:51.200]  嗰一段你返去
[00:11:51.200 --> 00:11:53.200]  可以再睇因為唔想咁長
[00:11:53.200 --> 00:11:55.200]  咁我哋一齊
[00:11:55.200 --> 00:11:57.200]  去讀曬
[00:11:57.200 --> 00:11:59.200]  呢係呀讀曬
[00:11:59.200 --> 00:12:01.200]  讀曬由9節
[00:12:01.200 --> 00:12:03.200]  去到33節嘅經文20零節
[00:12:03.200 --> 00:12:05.200]  我哋一齊讀曬呢個故仔
[00:12:05.200 --> 00:12:07.200]  同你等我透透氣先
[00:12:07.200 --> 00:12:09.200]  第九節預備
[00:12:09.200 --> 00:12:11.200]  一睇咪到呀應該ok啦
[00:12:11.200 --> 00:12:13.200]  今次冇上次咁細隻
[00:12:13.200 --> 00:12:15.200]  睇到呀應該
[00:12:15.200 --> 00:12:17.200]  反光
[00:12:17.200 --> 00:12:19.200]  我呢度冇喎
[00:12:19.200 --> 00:12:21.200]  佢省光
[00:12:21.200 --> 00:12:23.200]  我啱今次三百幾度
[00:12:23.200 --> 00:12:25.200]  冇辦法我哋一齊讀曬
[00:12:25.200 --> 00:12:27.200]  第九節一二三
[00:12:35.200 --> 00:12:37.200]  講到我哋都成日係
[00:12:37.200 --> 00:12:39.200]  同大家一齊
[00:12:39.200 --> 00:12:41.200]  去讀曬嘅時刻
[00:12:41.200 --> 00:12:43.200]  你都講到
[00:12:43.200 --> 00:12:45.200]  咁多
[00:12:45.200 --> 00:12:47.200]  我已經開了
[00:12:47.200 --> 00:12:49.200]  一百萬個法
[00:12:49.200 --> 00:12:51.200]  我都係咪發發過
[00:12:51.200 --> 00:12:53.200]  但係你哋四個
[00:12:53.200 --> 00:12:55.200]  就係我哋嘅精神
[00:12:55.200 --> 00:12:57.200]  就係你咪有嘅精神
[00:12:57.200 --> 00:12:59.200]  我哋四個嘅掌手
[00:12:59.200 --> 00:13:01.200]  我哋就係你嘅精神
[00:13:01.200 --> 00:13:03.200]  你哋就係你咪有嘅大事
[00:13:03.200 --> 00:13:05.200]  你哋就係你哋有嘅大事
[00:13:05.200 --> 00:13:07.200]  你哋就係你哋有嘅大事
[00:13:07.200 --> 00:13:09.200]  你哋就係你哋有嘅大事
[00:13:09.200 --> 00:13:11.200]  你哋就係你哋有嘅大事
[00:13:11.200 --> 00:13:13.200]  你哋就係你哋有嘅大事
[00:13:13.200 --> 00:13:15.200]  你哋就係你哋有嘅大事
[00:13:15.200 --> 00:13:17.200]  你哋就係你哋有嘅大事
[00:13:17.200 --> 00:13:19.200]  你哋就係你哋有嘅大事
[00:13:19.200 --> 00:13:21.200]  你哋就係你哋有嘅大事
[00:13:21.200 --> 00:13:23.200]  你哋就係你哋有嘅大事
[00:13:23.200 --> 00:13:25.200]  你哋就係你哋有嘅大事
[00:13:25.200 --> 00:13:27.200]  你哋就係你哋有嘅大事
[00:13:27.200 --> 00:13:29.200]  你哋就係你哋有嘅大事
[00:13:29.200 --> 00:13:31.200]  你哋就係你哋有嘅大事
[00:13:31.200 --> 00:13:33.200]  你哋就係你哋有嘅大事
[00:13:33.200 --> 00:13:35.200]  你哋就係你哋有嘅大事
[00:13:35.200 --> 00:13:37.200]  你哋就係你哋有嘅大事
[00:13:37.200 --> 00:13:39.200]  你哋就係你哋有嘅大事
[00:13:39.200 --> 00:13:41.200]  你哋就係你哋有嘅大事
[00:13:41.200 --> 00:13:43.200]  你哋就係你哋有嘅大事
[00:13:43.200 --> 00:13:45.200]  你哋就係你哋有嘅大事
[00:13:45.200 --> 00:13:47.200]  你哋就係你哋有嘅大事
[00:13:47.200 --> 00:13:49.200]  你哋就係你哋有嘅大事
[00:13:49.200 --> 00:13:51.200]  你哋就係你哋有嘅大事
[00:13:51.200 --> 00:13:53.200]  你哋就係你哋有嘅大事
[00:13:53.200 --> 00:13:55.200]  你哋就係你哋有嘅大事
[00:13:55.200 --> 00:13:57.200]  你哋就係你哋有嘅大事
[00:13:57.200 --> 00:13:59.200]  你哋就係你哋有嘅大事
[00:13:59.200 --> 00:14:01.200]  你哋就係你哋有嘅大事
[00:14:01.200 --> 00:14:03.200]  你哋就係你哋有嘅大事
[00:14:03.200 --> 00:14:05.200]  你哋就係你哋有嘅大事
[00:14:05.200 --> 00:14:07.200]  你哋就係你哋有嘅大事
[00:14:07.200 --> 00:14:09.200]  你哋就係你哋有嘅大事
[00:14:09.200 --> 00:14:11.200]  你哋就係你哋有嘅大事
[00:14:11.200 --> 00:14:13.200]  你哋就係你哋有嘅大事
[00:14:13.200 --> 00:14:15.200]  你哋就係你哋有嘅大事
[00:14:15.200 --> 00:14:17.200]  你哋就係你哋有嘅大事
[00:14:17.200 --> 00:14:19.200]  你哋就係你哋有嘅大事
[00:14:19.200 --> 00:14:21.200]  你哋就係你哋有嘅大事
[00:14:21.200 --> 00:14:23.200]  你哋就係你哋有嘅大事
[00:14:23.200 --> 00:14:25.200]  你哋就係你哋有嘅大事
[00:14:25.200 --> 00:14:27.200]  你哋就係你哋有嘅大事
[00:14:27.200 --> 00:14:29.200]  你哋就係你哋有嘅大事
[00:14:29.200 --> 00:14:31.200]  你哋就係你哋有嘅大事
[00:14:31.200 --> 00:14:33.200]  你哋就係你哋有嘅大事
[00:14:33.200 --> 00:14:35.200]  你哋就係你哋有嘅大事
[00:14:35.200 --> 00:14:37.200]  你哋就係你哋有嘅大事
