
[00:00:00.000 --> 00:00:03.840]  今天講題是「情與義,值千金」
[00:04:01.560 --> 00:04:04.880]  約拿丹選擇和大衛結盟了
[00:04:04.880 --> 00:04:06.700]  接著在十六節說
[00:04:06.700 --> 00:04:10.640]  以色列和猶大眾人都愛大衛
[00:04:10.640 --> 00:04:11.860]  到了二十二節
[00:04:11.860 --> 00:04:14.880]  連素羅都說我的臣服都喜愛你
[00:04:14.880 --> 00:04:18.760]  所以你看到這個「愛」就是揀選結盟的意思
[00:04:18.760 --> 00:04:20.180]  素羅迦沒落了
[00:04:20.180 --> 00:04:22.460]  而素羅身邊的約拿丹
[00:04:22.460 --> 00:04:24.000]  他的女兒米格
[00:04:24.000 --> 00:04:25.280]  他的臣服
[00:04:25.280 --> 00:04:27.440]  猶太人 以色列人
[00:04:27.440 --> 00:04:30.040]  都愛大衛 意思就是和大衛結盟
[00:04:30.040 --> 00:04:33.240]  慢慢地喜歡大衛這個人
[00:04:33.240 --> 00:04:35.080]  和他結盟
[00:04:35.080 --> 00:04:38.200]  所以這個「愛」不是男女私情的「愛」
[00:04:38.200 --> 00:04:40.440]  而是一種政治環境上
[00:04:40.440 --> 00:04:42.700]  結盟的一種表態
[00:04:42.700 --> 00:04:45.920]  而我們再看納約在第三節
[00:04:45.920 --> 00:04:49.860]  納約也是一個軍事上 政治上的結盟
[00:04:49.860 --> 00:04:52.880]  你看到納約需要一些物品
[00:04:52.880 --> 00:04:56.700]  好像我們訂立一個文約
[00:04:56.700 --> 00:05:02.140]  可能需要一些物品作為證據或寄託
[00:05:02.140 --> 00:05:04.960]  而約拿丹就用了他的外袍
[00:05:04.960 --> 00:05:08.800]  和戰衣 包括刀 弓 腰
[00:05:08.800 --> 00:05:10.240]  來作為信物
[00:05:10.240 --> 00:05:11.840]  包含什麼意思呢?
[00:05:11.840 --> 00:05:15.740]  其實外袍不只是一件袍子那麼簡單
[00:05:15.740 --> 00:05:19.340]  而是代表著一個尊貴的外袍 尊貴的衣服
[00:05:19.340 --> 00:05:24.860]  意思是說約拿丹將他的太子袍
[00:05:24.860 --> 00:05:28.340]  即代表著他是一個皇位象徵的外袍
[00:05:28.340 --> 00:05:29.980]  送給了大衛
[00:05:29.980 --> 00:05:33.620]  而更加將他的戰衣 包括刀 弓 腰
[00:05:33.620 --> 00:05:37.220]  一些信物給了大衛
[00:05:37.220 --> 00:05:39.640]  情況就好像一個理髮師
[00:05:39.640 --> 00:05:42.820]  他要退休了 他不做了
[00:05:42.820 --> 00:05:47.120]  他將他的金鑒給他的朋友或徒弟
[00:05:47.120 --> 00:05:50.220]  或者一個警長要暫停他的職務
[00:05:50.220 --> 00:05:53.700]  他將他的警槍拿出來
[00:05:53.700 --> 00:05:56.980]  皇帝也是 將他的皇冠交出來
[00:05:56.980 --> 00:06:00.740]  在這裡我們看到大衛和約拿丹王子
[00:06:00.740 --> 00:06:02.320]  一個結盟的時候
[00:06:02.320 --> 00:06:04.840]  約拿丹甘願將他的戰衣交出來
[00:06:04.840 --> 00:06:07.260]  將他的刀 槍 弓等等交出來
[00:06:07.260 --> 00:06:10.800]  以至於將他的主權 將他的皇權都交出來
[00:06:10.800 --> 00:06:14.100]  這是一個很象徵性的表達
[00:06:14.100 --> 00:06:17.160]  而更多出現的經文經常說
[00:06:17.160 --> 00:06:20.700]  約拿丹愛大衛如同愛自己的聖名
[00:06:20.700 --> 00:06:25.920]  其實這個舊約文字的表達方法
[00:06:25.920 --> 00:06:29.920]  就正如耶穌和他的門徒所說
[00:06:29.920 --> 00:06:33.920]  有兩個很重要的約在舊約裡面
[00:06:33.920 --> 00:06:37.640]  就是要盡心盡性盡意盡力去愛神
[00:06:37.640 --> 00:06:41.400]  第二就是愛人如己 愛鄰如己
[00:06:41.400 --> 00:06:45.540]  這個愛的意思是約拿丹愛大衛如同愛自己
[00:06:45.540 --> 00:06:48.120]  我們愛別人也要如同愛自己一樣
[00:06:48.120 --> 00:06:49.940]  是這樣的愛
[00:06:49.940 --> 00:06:52.620]  我們再細心想想
[00:06:52.620 --> 00:06:56.420]  為什麼約拿丹會毫無保留地
[00:06:56.420 --> 00:06:58.480]  將他自己這麼重要的東西
[00:06:58.480 --> 00:07:02.520]  交給這位剛剛相識的少年人去結盟呢?
[00:07:02.520 --> 00:07:05.440]  似乎將自己皇位繼承人的身份
[00:07:05.440 --> 00:07:08.080]  象徵的外袍 太子袍
[00:07:08.080 --> 00:07:10.960]  都交給大衛去做結盟的信物呢?
[00:07:10.960 --> 00:07:16.780]  我們分析一下約拿丹當時的這個人物
[00:07:16.780 --> 00:07:22.040]  約拿丹為什麼會這樣做呢?
[00:07:22.040 --> 00:07:24.840]  如果還記得我們兩個星期前講道
[00:07:24.840 --> 00:07:26.540]  就講到嫉妒
[00:07:26.540 --> 00:07:28.340]  嫉妒的原因是什麼呢?
[00:07:28.340 --> 00:07:29.580]  出於比較
[00:07:29.580 --> 00:07:32.280]  我們通常不會將一些很厲害的人
[00:07:32.280 --> 00:07:34.560]  或者與我們距離很遠的人去做比較
[00:07:34.560 --> 00:07:35.480]  因為差太遠了
[00:07:35.480 --> 00:07:38.820]  我們會與我們比較近的人比較
[00:07:38.820 --> 00:07:40.280]  為什麼素樓會嫉妒大衛呢?
[00:07:40.280 --> 00:07:41.480]  其實素樓是王
[00:07:41.480 --> 00:07:43.700]  大衛就是一個木桶 為什麼會嫉妒他呢?
[00:07:43.700 --> 00:07:47.080]  就是因為聽到他那首歌
[00:07:47.080 --> 00:07:48.140]  大衛
[00:07:48.140 --> 00:07:50.240]  素樓洗千千 大衛殺死萬萬
[00:07:50.240 --> 00:07:53.120]  突然間拉在一起
[00:07:53.120 --> 00:07:58.760]  所以其實如果最有資格要嫉妒大衛的是誰呢?
[00:07:58.760 --> 00:08:00.000]  就是約拿丹
[00:08:00.000 --> 00:08:01.880]  最有可能嫉妒大衛的
[00:08:01.880 --> 00:08:03.160]  反而是約拿丹
[00:08:03.160 --> 00:08:04.240]  其實約拿丹
[00:08:04.240 --> 00:08:06.600]  論勇氣 論信心
[00:08:06.600 --> 00:08:09.700]  論上帝的信心 論戰鬥力
[00:08:09.700 --> 00:08:11.800]  他絕對不會信色於大衛
[00:08:11.800 --> 00:08:13.280]  我們看一段經文
[00:08:13.280 --> 00:08:16.800]  在前面第十四章的六節
[00:08:16.800 --> 00:08:18.080]  我讀給大家聽
[00:08:18.080 --> 00:08:20.440]  約拿丹對拿兵器的青年說
[00:08:20.440 --> 00:08:24.780]  來 我們過去到那些未受國禮之人的駐軍那裡
[00:08:24.780 --> 00:08:27.400]  或者耶和華為我們施展能力
[00:08:27.400 --> 00:08:28.960]  因為耶和華使人得勝
[00:08:28.960 --> 00:08:31.680]  不在乎人多人少
[00:08:31.680 --> 00:08:33.040]  這裡講一下背景
[00:08:33.040 --> 00:08:35.600]  當時的素樓是以色列王
[00:08:35.600 --> 00:08:38.440]  約拿丹是他的大兒子
[00:08:38.440 --> 00:08:40.000]  繼承皇位的
[00:08:40.000 --> 00:08:43.880]  而且已經跟著素樓王不斷出戰
[00:08:43.880 --> 00:08:45.600]  當時約拿丹很勇
[00:08:45.600 --> 00:08:48.680]  他要深入非理士營的敵警裡面
[00:08:48.680 --> 00:08:52.360]  他和他侍從拿兵器的青年說
[00:08:52.360 --> 00:08:53.560]  我們兩個人
[00:08:53.560 --> 00:08:57.840]  我們走進那些未受國禮的非理士營裡面
[00:08:57.840 --> 00:08:58.360]  為什麼呢?
[00:08:58.360 --> 00:09:01.400]  我們兩個人去別人的軍營
[00:09:01.400 --> 00:09:03.160]  就是踩別人的地頭
[00:09:03.160 --> 00:09:04.160]  不要緊的
[00:09:04.160 --> 00:09:06.360]  只要耶和華與我們同在
[00:09:06.360 --> 00:09:08.240]  得勝不在乎人多人少
[00:09:08.240 --> 00:09:09.440]  你看到這幅圖
[00:09:09.440 --> 00:09:13.920]  其實他要進入別人的敵營裡面是很危險的
[00:09:13.920 --> 00:09:15.240]  他要爬那些峭壁
[00:09:15.240 --> 00:09:17.760]  他不是向著正門大道走過去
[00:09:17.760 --> 00:09:18.960]  他要走那些峭壁
[00:09:18.960 --> 00:09:20.840]  沒有人能猜到的地方出現
[00:09:20.840 --> 00:09:25.040]  所以你看到 其實約拿丹的信心和勇氣是挺勇的
[00:09:25.040 --> 00:09:27.880]  我們看完後面 接著這場仗是怎麼打的
[00:09:27.880 --> 00:09:31.840]  第十二節 湛江的士兵對約拿丹和拿兵器的人說
[00:09:31.840 --> 00:09:34.800]  上到我這裡來 我們有一件事要告訴你們
[00:09:34.800 --> 00:09:37.120]  約拿丹對拿兵器的人說
[00:09:37.120 --> 00:09:38.080]  跟我上去
[00:09:38.080 --> 00:09:41.520]  因為耶和華把他們交在以色列人手裡了
[00:09:41.520 --> 00:09:44.840]  其實剛才湛江的士兵 敵人的那句話
[00:09:44.840 --> 00:09:49.320]  就是約拿丹認定這是上帝應許他會得勝的一句話
[00:09:49.320 --> 00:09:51.040]  那些不說了
[00:09:51.040 --> 00:09:55.800]  第十三節 約拿丹手腳並用爬上去拿兵器的人跟隨他
[00:09:55.800 --> 00:09:57.880]  菲律賓人撲倒在約拿丹面前
[00:09:57.880 --> 00:10:01.240]  拿兵器的人跟著他殺死他們
[00:10:01.240 --> 00:10:04.920]  約拿丹和拿兵器的人第一次擊殺的約有二十人
[00:10:04.920 --> 00:10:08.480]  都在一畝之地的半離溝之內
[00:10:08.480 --> 00:10:11.960]  於是在軍營 在田野 在眾百姓中
[00:10:11.960 --> 00:10:16.440]  人心惶惶 駐軍和突擊隊都戰勁 地也震動
[00:10:16.440 --> 00:10:17.360]  為什麼?
[00:10:17.360 --> 00:10:20.560]  這是從神那裡來的驚恐
[00:10:20.560 --> 00:10:22.200]  就是說這個突襲
[00:10:22.200 --> 00:10:26.320]  這個約拿丹和拿兵器的人的突襲 憑著信心 勇氣
[00:10:26.320 --> 00:10:29.240]  去偷襲敵人的軍營殺了二十多人
[00:10:29.240 --> 00:10:34.280]  這個突襲已經令整個菲律賓軍隊震動
[00:10:34.280 --> 00:10:37.280]  因為神令他們驚恐
[00:10:37.280 --> 00:10:41.760]  你看到 雖然約拿丹不是像大衛那樣
[00:10:41.760 --> 00:10:44.200]  單拖地搞定了哥利的
[00:10:44.200 --> 00:10:48.920]  但他也和拿兵器的人深入腹地 更加危險
[00:10:48.920 --> 00:10:53.560]  這樣靠著對耶和的信心而得勝
[00:10:53.560 --> 00:10:57.840]  所以約拿丹絕對有理由會執導大衛的 為什麼?
[00:10:57.840 --> 00:11:02.840]  因為他取代了自己打勝哥利亞的機會
[00:11:02.840 --> 00:11:07.200]  經文沒有記載為什麼當時約拿丹
[00:11:07.200 --> 00:11:10.720]  沒有出戰去打敗那個巨人哥利亞 為什麼呢?
[00:11:10.720 --> 00:11:12.520]  經文沒有寫
[00:11:12.520 --> 00:11:16.120]  所以沒有寫 只好憑著常識去理解去猜
[00:11:16.120 --> 00:11:18.600]  我也找不到釋經書 我自己去猜
[00:11:18.600 --> 00:11:22.640]  會不會當時約拿丹生病了 所以不能出戰呢?
[00:11:22.640 --> 00:11:27.160]  又或者約拿丹去了別的地方 未能出戰呢?
[00:11:27.160 --> 00:11:30.320]  所以就讓大衛早點去呢?
[00:11:30.320 --> 00:11:33.120]  當時已經罵戰了四十天了
[00:11:33.120 --> 00:11:37.120]  四十天的時間 約拿丹還沒有機會出戰
[00:11:37.120 --> 00:11:41.080]  也有可能是連約拿丹對自己
[00:11:41.080 --> 00:11:46.920]  或者對上帝的信心都還不足以出去應戰哥利亞
[00:11:46.920 --> 00:11:49.960]  所以當大衛出戰的時候
[00:11:49.960 --> 00:11:54.520]  約拿丹非常佩服大衛的信心和勇氣
[00:11:54.520 --> 00:11:56.880]  是他自己沒有的 或者不足夠的
[00:11:56.880 --> 00:12:00.240]  當然這是我個人的揣測
[00:12:00.240 --> 00:12:04.800]  所以我們看到這對英雄
[00:12:04.800 --> 00:12:09.320]  惺惺相惜 彼此結盟 是一個英雄式的結盟
[00:12:09.320 --> 00:12:11.800]  當約拿丹看到大衛勝過哥利亞一役
[00:12:11.800 --> 00:12:13.880]  傳來對上帝的信心
[00:12:13.880 --> 00:12:16.760]  他體重神 神就體重你
[00:12:16.760 --> 00:12:18.040]  大衛體重上帝
[00:12:18.040 --> 00:12:20.880]  不體重任何敵人的恐嚇
[00:12:20.880 --> 00:12:23.640]  或者自己軟弱的困難限制
[00:12:23.640 --> 00:12:26.800]  大衛體重上帝 上帝就體重大衛
[00:12:26.800 --> 00:12:29.560]  同樣約拿丹從大衛這個行動裡面
[00:12:29.560 --> 00:12:31.480]  看到大衛對上帝的信心
[00:12:31.480 --> 00:12:34.440]  他們惺惺相惜 體重神的榮耀
[00:12:34.440 --> 00:12:36.760]  藉著打敗菲律斯人
[00:12:36.760 --> 00:12:39.000]  藉著以色列的軍隊去得勝
[00:12:39.000 --> 00:12:40.280]  來榮耀上帝
[00:12:40.280 --> 00:12:43.040]  這個不單是大衛的使命人生
[00:12:43.040 --> 00:12:45.480]  也是約拿丹的使命人生
[00:12:45.480 --> 00:12:47.320]  就因為大家有同一個使命
[00:12:47.320 --> 00:12:50.320]  所以就英雄式英雄 重英雄
[00:12:50.320 --> 00:12:52.680]  這樣去作這個英雄式的結盟
[00:12:52.680 --> 00:12:56.080]  這些結盟充滿著一個愛的回應
[00:12:56.080 --> 00:12:58.240]  一個結盟是一個揀選
[00:12:58.240 --> 00:13:00.280]  也是一個信物的交托
[00:13:00.280 --> 00:13:01.480]  而最令我欣賞的
[00:13:01.480 --> 00:13:03.960]  約拿丹沒有因為這樣而嫉妒大衛
[00:13:03.960 --> 00:13:06.840]  反而愛大衛如同愛自己的姓名
[00:13:06.840 --> 00:13:08.240]  與他納約結盟
[00:13:08.240 --> 00:13:12.600]  將自己最寶貴最寶貴的東西都交給大衛
[00:13:12.600 --> 00:13:13.520]  其實論年紀
[00:13:13.520 --> 00:13:17.400]  你猜猜大衛大年紀還是約拿丹大年紀?
[00:13:17.400 --> 00:13:19.720]  大家看照片就會這樣猜
[00:13:19.720 --> 00:13:21.080]  如果用普通理
[00:13:21.080 --> 00:13:24.760]  有時候我們也要用普通理來看聖經
[00:13:24.760 --> 00:13:28.160]  約拿丹是素羅王的大兒子
[00:13:28.160 --> 00:13:29.560]  那麼大衛呢?
[00:13:29.560 --> 00:13:31.480]  大衛是耶西的小兒子
[00:13:31.480 --> 00:13:33.520]  還要是第八個兒子
[00:13:33.520 --> 00:13:34.840]  可想而知
[00:13:34.840 --> 00:13:39.520]  按常理約拿丹應該是大過大衛的
[00:13:39.520 --> 00:13:43.320]  而且在社會地位裡面
[00:13:43.320 --> 00:13:46.200]  約拿丹是皇太子
[00:13:46.200 --> 00:13:47.960]  在皇族裡面是第二高位的
[00:13:47.960 --> 00:13:49.000]  除了素羅之外
[00:13:49.000 --> 00:13:50.320]  而大衛是誰呢?
[00:13:50.320 --> 00:13:51.800]  大衛是木瞳
[00:13:51.800 --> 00:13:54.480]  頂替素羅拿兵器
[00:13:54.480 --> 00:13:56.440]  或者替素羅彈琴
[00:13:56.440 --> 00:13:59.280]  讓素羅可以安抒他的心
[00:13:59.280 --> 00:14:03.120]  所以約拿丹現在書尊降貴地與大衛結盟
[00:14:03.120 --> 00:14:06.680]  其實是一個平等的夥伴的結盟
[00:14:06.680 --> 00:14:09.760]  約拿丹向自己欣賞的人結盟
[00:14:09.760 --> 00:14:11.400]  分享自己所有
[00:14:11.400 --> 00:14:14.280]  體驗到約拿丹那份謙卑
[00:14:14.280 --> 00:14:17.160]  那份慷慨的情操
[00:14:17.160 --> 00:14:19.280]  這份就是愛人如己
[00:14:19.280 --> 00:14:22.280]  應該有的高尚的情操
[00:14:22.280 --> 00:14:23.920]  我們試試換另一個角度
[00:14:23.920 --> 00:14:26.640]  從大衛的角度去再看這件事
[00:14:26.640 --> 00:14:28.600]  大衛是一個木瞳
[00:14:28.600 --> 00:14:29.760]  根本就沒有
[00:14:29.760 --> 00:14:31.960]  你和我結盟 我沒有物品給你
[00:14:31.960 --> 00:14:34.720]  你的太子袍 你的刀 槍 弓
[00:14:34.720 --> 00:14:36.560]  什麼都沒有
[00:14:36.560 --> 00:14:38.000]  但是不要緊
[00:14:38.000 --> 00:14:39.800]  他們兩個人的地位卑微
[00:14:39.800 --> 00:14:41.080]  不要緊
[00:14:41.080 --> 00:14:42.920]  大衛卑微
[00:14:42.920 --> 00:14:46.440]  但是約拿丹願意接納大衛
[00:14:46.440 --> 00:14:48.040]  在大衛心目中
[00:14:48.040 --> 00:14:53.280]  好像得到一個很大的祝福和很大的抬舉
[00:14:53.280 --> 00:14:55.320]  約拿丹這份行動令到大衛來說
[00:14:55.320 --> 00:14:57.360]  是一個從上帝而來的恩典
[00:14:57.360 --> 00:14:59.800]  他不配的
[00:14:59.800 --> 00:15:06.680]  但是他帶來一個極大的鼓勵和建立
[00:15:06.680 --> 00:15:11.200]  我相信大衛能夠在日後走出這麼大的輝煌人生
[00:15:11.200 --> 00:15:12.440]  成為King of David
[00:15:12.440 --> 00:15:16.120]  成為在以色列裡最重要的君王
[00:15:16.120 --> 00:15:19.040]  就是因為約拿丹其中這份友誼
[00:15:19.040 --> 00:15:20.200]  這份恩典
[00:15:20.200 --> 00:15:21.160]  這份禮物
[00:15:21.160 --> 00:15:22.520]  這份看寵
[00:15:22.520 --> 00:15:24.680]  這份祝福
[00:15:24.680 --> 00:15:26.480]  其實天父也是
[00:15:26.480 --> 00:15:28.640]  天父的聖情就是這麼慷慨
[00:15:28.640 --> 00:15:30.960]  充滿著恩典
[00:15:30.960 --> 00:15:34.240]  我們的天父將他最寶貴的什麼?
[00:15:34.240 --> 00:15:37.200]  最寶貴的耶穌也送給我們
[00:15:37.200 --> 00:15:39.120]  給我們一份愛的建立
[00:15:39.120 --> 00:15:41.520]  愛的肯定
[00:15:41.520 --> 00:15:44.680]  所以很想在這裡大家思索一下
[00:15:44.680 --> 00:15:48.040]  你怎樣去祝福你欣賞的人呢?
[00:15:48.040 --> 00:15:51.200]  你怎樣用這份謙卑和慷慨的情操
[00:15:51.200 --> 00:15:52.720]  去祝福你身邊的人
[00:15:52.720 --> 00:15:54.280]  特別是我們下一代呢?
[00:15:54.280 --> 00:15:55.680]  就像大衛一樣
[00:15:55.680 --> 00:15:57.080]  他需要被建立
[00:15:57.080 --> 00:15:57.960]  被欣賞
[00:15:57.960 --> 00:15:59.680]  被愛
[00:15:59.680 --> 00:16:02.440]  我想起在二十多年前
[00:16:02.440 --> 00:16:06.760]  當我立志要全時間侍奉主
[00:16:06.760 --> 00:16:09.560]  我當時沒有蒙召去神學院
[00:16:09.560 --> 00:16:13.640]  我選擇了離開工程師的工作
[00:16:13.640 --> 00:16:14.960]  去科興機構裡面侍奉
[00:16:14.960 --> 00:16:16.160]  其實大家應該聽過了
[00:16:16.160 --> 00:16:19.440]  不過神學生沒聽過
[00:16:19.440 --> 00:16:21.040]  我一直辭了工作之後
[00:16:21.040 --> 00:16:24.080]  去等候一份基督教科興機構的工作
[00:16:24.080 --> 00:16:25.000]  我已經申請了
[00:16:25.000 --> 00:16:27.280]  但是等了很久都沒有回音
[00:16:27.280 --> 00:16:28.920]  我開始有些疼
[00:16:28.920 --> 00:16:29.880]  我辭了這份工作
[00:16:29.880 --> 00:16:31.520]  他以為是張人誠的心意
[00:16:31.520 --> 00:16:34.680]  但是為什麼這份工作不聘請我呢?
[00:16:34.680 --> 00:16:36.200]  當我心裡開始擔心
[00:16:36.200 --> 00:16:37.320]  徬徨之際
[00:16:37.320 --> 00:16:38.760]  是不是走錯方向
[00:16:38.760 --> 00:16:41.080]  我下街走路散步
[00:16:41.080 --> 00:16:44.040]  我竟然遇到兩個神蹟
[00:16:44.040 --> 00:16:46.320]  第一個神蹟是我竟然在街上遇到
[00:16:46.320 --> 00:16:49.480]  我正在申請的科興機構的最高負責人
[00:16:49.480 --> 00:16:51.800]  總幹事陳牧師
[00:16:51.800 --> 00:16:53.440]  在街上見到他
[00:16:53.440 --> 00:16:55.320]  突然間見到你未來老闆
[00:16:55.320 --> 00:16:58.080]  見到你未來上司
[00:16:58.080 --> 00:16:59.280]  第二個神蹟就是
[00:16:59.280 --> 00:17:00.400]  他竟然認得我
[00:17:00.400 --> 00:17:01.680]  還跟我說話
[00:17:01.680 --> 00:17:03.440]  他說:陳弟兄
[00:17:03.440 --> 00:17:06.920]  我知道你在申請我們機構的工作
[00:17:06.920 --> 00:17:08.280]  很快就會有回音了
[00:17:08.280 --> 00:17:09.840]  我很期待
[00:17:09.840 --> 00:17:11.960]  很快就能跟你一起
[00:17:11.960 --> 00:17:15.720]  在上帝的國度裡面同心侍奉
[00:17:15.720 --> 00:17:17.760]  我聽完很震撼
[00:17:17.760 --> 00:17:19.360]  可能這句話對陳牧師來說
[00:17:19.360 --> 00:17:20.400]  是一個輕描淡寫
[00:17:20.400 --> 00:17:22.600]  我講的陳牧師不是我
[00:17:22.600 --> 00:17:27.120]  是講20年前我機構的總幹事陳牧師
[00:17:27.120 --> 00:17:29.920]  可能是一個輕描淡寫的說話
[00:17:29.920 --> 00:17:35.160]  但是對於一個正在迷惘的少年
[00:17:35.160 --> 00:17:38.640]  將會進入一個機構裡面
[00:17:38.640 --> 00:17:41.600]  跟一個最高負責人的人合作
[00:17:41.600 --> 00:17:42.800]  其實我應該聽命於他
[00:17:42.800 --> 00:17:44.400]  我應該要幫他做事
[00:17:44.400 --> 00:17:47.360]  他說要跟我一起同工伺奉神
[00:17:47.360 --> 00:17:48.480]  我是一個小職員
[00:17:48.480 --> 00:17:50.400]  我是一個最新的
[00:17:50.400 --> 00:17:52.880]  給我一個很大的鼓舞
[00:17:52.880 --> 00:17:54.480]  給我一個很大的信心
[00:17:54.480 --> 00:17:56.520]  還有很大的祝福
[00:17:56.520 --> 00:17:58.640]  所以我們真的要多點去思想一下
