
[00:00:00.000 --> 00:00:07.000]  福音書有四本,《馬太·馬可·魯加》(Matthew, Mark, Luke)
[00:02:41.000 --> 00:02:45.000]  《馬太》福音講祂受浸過。
[00:02:48.000 --> 00:02:54.000]  那個受浸是表示祂在我們人類的一切的苦難。
[00:02:54.000 --> 00:03:03.000]  我們人類的罪惡。
[00:03:03.000 --> 00:03:08.000]  我們肉身的一切軟弱。
[00:03:11.000 --> 00:03:20.000]  祂說我要盡諸公的禮,和他們一起去認同。
[00:03:20.000 --> 00:03:25.000]  參與人。
[00:03:25.000 --> 00:03:28.000]  祂浸沒在水裏面。
[00:03:28.000 --> 00:03:32.000]  然後起來。
[00:03:32.000 --> 00:03:37.000]  天父在上面說,這是我的愛子,我所喜悅的。
[00:03:42.000 --> 00:03:45.000]  好了,我想大家知道今天聖誕節,不是關乎兩千年前的一件事。
[00:03:45.000 --> 00:03:58.000]  我們唱聖誕詩第十首歌,有九首是講今天降生。
[00:03:58.000 --> 00:04:08.000]  只有一兩首是臉上當年的。
[00:04:12.000 --> 00:04:15.000]  第二首是想回想那年,那一年,那一時。
[00:04:15.000 --> 00:04:25.000]  然後你會想起那天,我們在那裏唱《King Kong》和《Midnight Clear》,好像是很久以前。
[00:04:25.000 --> 00:04:34.000]  然後我們在王國的城市,也在那裏談及過去。
[00:04:34.000 --> 00:04:40.000]  但是,兄弟姐妹們,聖誕節不是講從前的事。
[00:04:42.000 --> 00:04:43.000]  是講今天的事。
[00:04:43.000 --> 00:04:46.000]  我們在竹林期譴責蠟燭。
[00:04:46.000 --> 00:04:52.000]  當我們在竹林期譴責蠟燭時,我們去寄望將來。
[00:04:52.000 --> 00:04:59.000]  將來已經來到了。
[00:04:59.000 --> 00:05:08.000]  其實,約翰福音第一章兩次沒有講浸禮。
[00:05:12.000 --> 00:05:13.000]  他們講了浸禮。
[00:05:13.000 --> 00:05:16.000]  你見到嗎?
[00:05:16.000 --> 00:05:20.000]  我們是誰信耶穌的,就是信他們的人。
[00:05:20.000 --> 00:05:22.000]  他們是參與權定,作神的兒女。
[00:05:22.000 --> 00:05:29.000]  當成了肉身。
[00:05:29.000 --> 00:05:33.000]  彌度了當中。
[00:05:33.000 --> 00:05:36.000]  彌救我們。
[00:05:36.000 --> 00:05:40.000]  所以,我們不需要再活在過去。
[00:05:42.000 --> 00:05:44.000]  我們就以為過去的日子比現在美好。
[00:05:44.000 --> 00:05:51.000]  尤其是我們那些人,入了五。
[00:05:51.000 --> 00:06:00.000]  登了六。
[00:06:00.000 --> 00:06:07.000]  那你說在舊陣時,幾好啊。
[00:06:11.000 --> 00:06:13.000]  我經常講舊陣時的,師父就罵了。
[00:06:13.000 --> 00:06:18.000]  舊陣時,按了水沖了它。
[00:06:18.000 --> 00:06:25.000]  這個是醫生關於英文可能翻譯不到的。
[00:06:25.000 --> 00:06:30.000]  過去的日子未必一定是美好過現在的。
[00:06:30.000 --> 00:06:37.000]  或者說,如果你在過去的時候。
[00:06:39.000 --> 00:06:41.000]  如果在過去的時候。
[00:06:41.000 --> 00:06:44.000]  你就是沒有將來的。
[00:06:44.000 --> 00:06:48.000]  而浸禮,正正是要將你的過去浸死。
[00:06:48.000 --> 00:06:55.000]  將你叫過去。
[00:06:55.000 --> 00:06:58.000]  包括你說你的美好。
[00:06:58.000 --> 00:07:03.000]  那個美好的意思,其實不一定是美好。
[00:07:07.000 --> 00:07:09.000]  你抱著以為美好的,那些美好啊。
[00:07:09.000 --> 00:07:14.000]  包括那些東西都浸死了。
[00:07:14.000 --> 00:07:18.000]  你給的軟弱。
[00:07:18.000 --> 00:07:21.000]  痛苦。
[00:07:21.000 --> 00:07:23.000]  破壞。
[00:07:23.000 --> 00:07:26.000]  創傷。
[00:07:26.000 --> 00:07:29.000]  所有所有。
[00:07:29.000 --> 00:07:31.000]  忘記了以前。
[00:07:31.000 --> 00:07:34.000]  努力面前。
[00:07:34.000 --> 00:07:36.000]  所以,我要浸禮呢。
[00:07:37.000 --> 00:07:38.000]  這件事要將你浸死。
[00:07:38.000 --> 00:07:46.000]  甚至你一定要將它浸死了才可以。
[00:07:46.000 --> 00:07:49.000]  所以很多水。
[00:07:49.000 --> 00:07:51.000]  滴幾滴水不行的。
[00:07:51.000 --> 00:07:58.000]  所以它會浸死你的。
[00:07:58.000 --> 00:08:01.000]  你的老黑幫。
[00:08:01.000 --> 00:08:05.000]  你的肉體。
[00:08:06.000 --> 00:08:07.000]  你的過去。
[00:08:07.000 --> 00:08:09.000]  一切你以為美好的。
[00:08:09.000 --> 00:08:12.000]  你不放下這些。
[00:08:12.000 --> 00:08:17.000]  你仍然會拿到神所賜給你。
[00:08:17.000 --> 00:08:19.000]  為你所預備的。
[00:08:19.000 --> 00:08:20.000]  一切超過你所求和想的。
[00:08:20.000 --> 00:08:30.000]  當你重新變起來的時候。
[00:08:30.000 --> 00:08:33.000]  你是與主同復活的。
[00:08:37.000 --> 00:08:39.000]  所以有些人真是怕壞。
[00:08:39.000 --> 00:08:41.000]  這裏有殺人事件出現。
[00:08:41.000 --> 00:08:44.000]  我不是說那個殺人事件。
[00:08:44.000 --> 00:08:46.000]  我是指宿命意義上的死。
[00:08:46.000 --> 00:08:55.000]  與主同復活。
[00:08:55.000 --> 00:08:57.000]  你就活在今天。
[00:08:57.000 --> 00:09:03.000]  每一日就是一個新的日子。
[00:09:05.000 --> 00:09:06.000]  你活在當下。
[00:09:06.000 --> 00:09:14.000]  你並不是活在盼望將來更美好的那個國度的來臨。
[00:09:14.000 --> 00:09:24.000]  很多人有個對基督教福音錯誤的觀念。
[00:09:29.000 --> 00:09:35.000]  信耶穌就買了一張直通快車的車票。
[00:09:35.000 --> 00:09:45.000]  於是你就拿著這張票。
[00:09:45.000 --> 00:09:47.000]  在後車室那裏。
[00:09:47.000 --> 00:09:50.000]  等車來。
[00:09:50.000 --> 00:09:53.000]  等人走。
[00:09:53.000 --> 00:09:56.000]  等人到。
[00:09:59.000 --> 00:10:00.000]  這不是基督教福音。
[00:10:00.000 --> 00:10:04.000]  我不是說大家不盼望將來。
[00:10:04.000 --> 00:10:09.000]  盼望是會來到的。
[00:10:09.000 --> 00:10:13.000]  世界各國都會來到的。
[00:10:13.000 --> 00:10:21.000]  但是耶穌基督動成肉身是進入人類的時間空間裏面。
[00:10:30.000 --> 00:10:34.000]  所以講返面相當年都對的,有二千年一個日子。
[00:10:34.000 --> 00:10:41.000]  有耶路撒冷。
[00:10:41.000 --> 00:10:43.000]  有伯利恆。
[00:10:43.000 --> 00:10:45.000]  有埃及。
[00:10:45.000 --> 00:10:48.000]  這三個地方都與耶穌降生是人生關係的。
[00:10:48.000 --> 00:10:52.000]  所以都是一件歷史的事件。
[00:10:52.000 --> 00:10:58.000]  但是告訴你,耶穌是進入了我們的當下。
[00:11:00.000 --> 00:11:01.000]  在我們的當中。
[00:11:01.000 --> 00:11:06.000]  在你每一動眼裏。
[00:11:06.000 --> 00:11:09.000]  都成肉身。
[00:11:09.000 --> 00:11:13.000]  我讓你住在浸泥裏面。
[00:11:13.000 --> 00:11:17.000]  與耶穌一起聯合。
[00:11:17.000 --> 00:11:21.000]  耶穌住在你裏面。
[00:11:21.000 --> 00:11:24.000]  你是住在耶穌裏面。
[00:11:26.000 --> 00:11:31.000]  約翰福音亦都講到,我住在主裏面,住在我裏面。
[00:11:31.000 --> 00:11:41.000]  葡萄樹與獅子。
[00:11:41.000 --> 00:11:46.000]  獅子在葡萄樹。
[00:11:46.000 --> 00:11:49.000]  我在主裏。
[00:11:49.000 --> 00:11:51.000]  主在我裏。
[00:11:51.000 --> 00:11:53.000]  什麼意思呀?
[00:11:54.000 --> 00:11:56.000]  在浸泥裏將這件事象徵了。
[00:11:56.000 --> 00:11:58.000]  浸沒了在水裏面。
[00:11:58.000 --> 00:12:03.000]  你被主的恩典所包圍。
[00:12:03.000 --> 00:12:07.000]  你都在主的裏面。
[00:12:07.000 --> 00:12:10.000]  你都接受了主耶穌在你的心裏面。
[00:12:10.000 --> 00:12:16.000]  你記住,你每一日都要做一個動作。
[00:12:16.000 --> 00:12:20.000]  其實我自己。
[00:12:22.000 --> 00:12:24.000]  在2014年,聖誕日。
[00:12:24.000 --> 00:12:29.000]  在這個聖誕日,我受了浸浴。
[00:12:29.000 --> 00:12:32.000]  而我每一日都說,我已經受浸浴。
[00:12:32.000 --> 00:12:37.000]  我今日要與主同死。
[00:12:37.000 --> 00:12:42.000]  我今日亦都要與主同活。
[00:12:42.000 --> 00:12:47.000]  我領接你受浸浴都是一樣。
[00:12:52.000 --> 00:12:53.000]  要提醒自己,今日我是與主同死。
[00:12:53.000 --> 00:12:58.000]  浸浴是每一日都要經歷的。
[00:12:58.000 --> 00:13:03.000]  在主的裏面死的頭。
[00:13:03.000 --> 00:13:08.000]  變得很新鮮感。
[00:13:08.000 --> 00:13:12.000]  新做的人。
[00:13:12.000 --> 00:13:15.000]  變成一個世界。
[00:13:15.000 --> 00:13:20.000]  迎向來臨中的天國。
[00:13:23.000 --> 00:13:24.000]  你會明白。
[00:13:24.000 --> 00:13:28.000]  你一生會明白。
[00:13:28.000 --> 00:13:32.000]  你都在經歷著。
[00:13:32.000 --> 00:13:35.000]  因為我都在經歷著。
[00:13:35.000 --> 00:13:38.000]  我的老自我。
[00:13:38.000 --> 00:13:41.000]  我的罪性。
[00:13:41.000 --> 00:13:43.000]  我的一般性。
[00:13:43.000 --> 00:13:45.000]  所有的壞事。
[00:13:45.000 --> 00:13:48.000]  你在裏面。
[00:13:48.000 --> 00:13:51.000]  在我裏面。
[00:13:52.000 --> 00:13:53.000]  你如何面對?
[00:13:53.000 --> 00:13:55.000]  你如何面對人生?
[00:13:55.000 --> 00:13:58.000]  負責今天。
[00:13:58.000 --> 00:14:00.000]  不用等明天。
[00:14:00.000 --> 00:14:02.000]  今日有主的恩典。
[00:14:02.000 --> 00:14:05.000]  主的恩典教我使用。
[00:14:05.000 --> 00:14:08.000]  不需要為明天憂慮。
[00:14:08.000 --> 00:14:11.000]  不需要先求神的果和神的意義。
[00:14:11.000 --> 00:14:16.000]  祂的精神都會賜給我們。
[00:14:16.000 --> 00:14:20.000]  新的希望。
[00:14:21.000 --> 00:14:22.000]  新的勇氣。
[00:14:22.000 --> 00:14:24.000]  每一天都用的恩典。
[00:14:24.000 --> 00:14:26.000]  每一天都用的恩典。
[00:14:26.000 --> 00:14:27.000]  每一天都用的恩典。
[00:14:27.000 --> 00:14:28.000]  每一天都用的恩典。
[00:14:28.000 --> 00:14:29.000]  每一天都用的恩典。
[00:14:29.000 --> 00:14:30.000]  每一天都用的恩典。
[00:14:30.000 --> 00:14:31.000]  每一天都用的恩典。
[00:14:31.000 --> 00:14:32.000]  每一天都用的恩典。
