
[00:00:00.000 --> 00:00:03.300]  迪生姊妹,現在是信息分享的時間
[00:03:07.200 --> 00:03:13.400]  我們最好首先看看這兩個詞的背景資料
[00:03:13.400 --> 00:03:16.900]  那先說說就約你的惡
[00:03:16.900 --> 00:03:20.500]  在就約也是比喻的意義用的多
[00:03:20.500 --> 00:03:27.200]  是強者去管轄或者是壓制那些弱者
[00:03:27.200 --> 00:03:30.700]  例如以賽亞書就58章就談到
[00:03:30.700 --> 00:03:34.300]  惡是談到那是權貴
[00:03:34.300 --> 00:03:35.300]  有權有勢的人
[00:03:35.300 --> 00:03:39.500]  他們去欺凌欺負那些弱勢羣體
[00:03:39.500 --> 00:03:43.700]  另外歷王紀上十二章有談到所羅門
[00:03:43.700 --> 00:03:47.300]  他讓百姓赴惡作苦工
[00:03:47.300 --> 00:03:50.200]  還有立位紀還有其他先知書
[00:03:50.200 --> 00:03:52.000]  例如耶利米蘇
[00:03:52.000 --> 00:03:57.500]  就用惡來比喻外族人那種對以色列人的管轄
[00:03:57.500 --> 00:03:58.700]  或者是欺壓
[00:03:58.700 --> 00:04:02.800]  所以神會折斷埃及人的惡
[00:04:02.800 --> 00:04:05.300]  巴比倫王的惡等等
[00:04:05.300 --> 00:04:09.400]  可見在就約惡多半帶有負面的意思
[00:04:09.400 --> 00:04:11.800]  那麼在兩約中間
[00:04:11.800 --> 00:04:14.100]  就是新約與舊約中間
[00:04:14.100 --> 00:04:16.800]  我們所謂有兩約文獻
[00:04:16.800 --> 00:04:19.200]  那你的惡就比較用的正面
[00:04:19.200 --> 00:04:21.800]  舊約用的就是負面
[00:04:21.800 --> 00:04:23.000]  例如有個文獻
[00:04:23.000 --> 00:04:27.200]  不知道大家有沒有聽過叫辯希拉自訓
[00:04:27.200 --> 00:04:30.600]  那是一個天主教奉爲至今
[00:04:30.600 --> 00:04:32.900]  我們就只是稱爲兩約的文獻
[00:04:32.900 --> 00:04:34.700]  他就很有趣的
[00:04:34.700 --> 00:04:37.500]  他鼓勵讀者怎麼樣
[00:04:37.500 --> 00:04:43.500]  要把那個脖子哈我們的脖子放在智慧的惡上
[00:04:43.500 --> 00:04:45.000]  就是我們垂下頭
[00:04:45.000 --> 00:04:48.800]  讓那個惡套着我們這樣去學習智慧
[00:04:48.800 --> 00:04:51.700]  受智慧所掌管
[00:04:51.700 --> 00:04:54.000]  在這個智慧什麼叫智慧
[00:04:54.000 --> 00:04:56.400]  其實跟真言談的差不多
[00:04:56.400 --> 00:04:58.400]  這個智慧是指呢
[00:04:58.400 --> 00:05:03.500]  對神的敬畏和對摩西律法的履行尊行
[00:05:03.500 --> 00:05:05.300]  如果得着這樣的智慧
[00:05:05.300 --> 00:05:10.700]  就會得着神的祝福心靈舒暢滿足
[00:05:10.700 --> 00:05:15.200]  可是律法的老師們或者平民百姓就會去想
[00:05:15.200 --> 00:05:20.300]  但是實際生活裏怎樣纔算遵行摩西的律法呢
[00:05:20.300 --> 00:05:21.500]  於是他們呢
[00:05:21.500 --> 00:05:27.200]  於是他們就爲這個摩西的律法加了很多解釋
[00:05:27.200 --> 00:05:29.900]  稱爲口傳律法
[00:05:29.900 --> 00:05:33.700]  以便以色列人可以具體無疑的遵行律法
[00:05:33.700 --> 00:05:34.600]  不會犯規
[00:05:34.600 --> 00:05:37.000]  他們很擔心犯規
[00:05:37.000 --> 00:05:38.400]  這樣一直傳下去
[00:05:38.400 --> 00:05:39.700]  到耶穌的時代
[00:05:39.700 --> 00:05:43.700]  口傳律法已經演變爲非常的繁瑣複雜
[00:05:43.700 --> 00:05:45.900]  法利塞人和那些經學老師
[00:05:45.900 --> 00:05:50.700]  我們稱爲文士就是這些口傳律法的專家
[00:05:50.700 --> 00:05:51.500]  舉個例吧
[00:05:51.500 --> 00:05:55.800]  例如律法規定要安息日
[00:05:55.800 --> 00:05:59.100]  要守節不做任何的工作
[00:05:59.100 --> 00:06:01.800]  那口傳律法呢就規定安息日
[00:06:01.800 --> 00:06:05.700]  他們就設定是摩西律法沒有註明的
[00:06:05.700 --> 00:06:08.800]  他們就會註定寫明規定自己規定
[00:06:08.800 --> 00:06:12.000]  就是有39項的事情是不可以做
[00:06:12.000 --> 00:06:16.300]  包括走路也有規定的路程
[00:06:16.300 --> 00:06:18.200]  這就是在兩約
[00:06:18.200 --> 00:06:20.500]  還有傳到新約和耶穌的時代
[00:06:20.500 --> 00:06:22.300]  惡另外一個意思
[00:06:22.300 --> 00:06:26.200]  好談完惡也談談安息
[00:06:26.200 --> 00:06:28.100]  舊約大家都很熟悉了
[00:06:28.100 --> 00:06:31.300]  創世紀描述神在第七天安息
[00:06:31.300 --> 00:06:32.200]  安息做什麼
[00:06:32.200 --> 00:06:34.900]  就是休息和還有呢
[00:06:34.900 --> 00:06:37.300]  就是欣賞自己的創造
[00:06:37.300 --> 00:06:40.700]  那麼實際也吩咐以色列人要守安息日
[00:06:40.700 --> 00:06:43.500]  紀念神創造的偉大
[00:06:43.500 --> 00:06:44.000]  另外呢
[00:06:44.000 --> 00:06:48.600]  生命紀也定明神特別吩咐子民要在安息日
[00:06:48.600 --> 00:06:54.600]  讓自己所名下的那些寄居的外人吶
[00:06:54.600 --> 00:06:55.600]  奴婢呀
[00:06:55.600 --> 00:06:58.300]  還有那些傷口要休息
[00:06:58.300 --> 00:07:01.000]  因爲神也是這樣是紀念
[00:07:01.000 --> 00:07:06.800]  神也是把一些人從埃及人的牢獄牢獄當中釋放出來
[00:07:06.800 --> 00:07:09.200]  所以也該讓他名下那些
[00:07:09.200 --> 00:07:12.600]  尤其是僕人的傷口也安息一下
[00:07:12.600 --> 00:07:13.600]  釋放出來
[00:07:13.600 --> 00:07:17.200]  所以以色列以色列民想起安息
[00:07:17.200 --> 00:07:19.800]  他們不但想起休息
[00:07:19.800 --> 00:07:22.300]  也想起神的創造
[00:07:22.300 --> 00:07:24.400]  也是想起神的拯救
[00:07:24.400 --> 00:07:27.100]  想起那子民應該效法神
[00:07:27.100 --> 00:07:29.900]  以恩典待別人
[00:07:29.900 --> 00:07:31.300]  知道了這些背景
[00:07:31.300 --> 00:07:36.800]  我們就更容易瞭解耶穌爲何把惡和安息相提並論
[00:07:36.800 --> 00:07:37.900]  以下我們會談
[00:07:37.900 --> 00:07:42.400]  也容易明白聽衆聽到耶穌的話會有什麼的聯想
[00:07:42.400 --> 00:07:49.600]  現在讓我們帶着就是腦海中有這些背景資料來看
[00:07:49.600 --> 00:07:53.900]  馬太福音十一章二十八到三十節以下
[00:07:53.900 --> 00:07:57.800]  我會讀給大家聽三節的經文是啊
[00:07:57.800 --> 00:07:59.800]  我用的是新漢語的一本
[00:07:59.800 --> 00:08:07.400]  因爲他的那個句每個句子的排列短句的排列跟原文
[00:08:07.400 --> 00:08:09.600]  希臘文是最一致的
[00:08:09.600 --> 00:08:14.700]  所以用這個來作爲我們的今天朗讀的經文
[00:08:14.700 --> 00:08:16.000]  我來朗讀
[00:08:16.000 --> 00:08:20.900]  凡是勞苦擔重擔負重擔的人都到我這裏來
[00:08:20.900 --> 00:08:23.500]  我要讓你們得到安息
[00:08:23.500 --> 00:08:26.200]  你們要負起我的惡向我學習
[00:08:26.200 --> 00:08:29.600]  因爲我內心溫和謙卑
[00:08:29.600 --> 00:08:33.200]  這樣你們就可給自己找到安息
[00:08:33.200 --> 00:08:35.200]  因爲我的餓是合適的
[00:08:35.200 --> 00:08:38.000]  我的擔子是清神的
[00:08:38.000 --> 00:08:41.800]  耶穌在這裏爲我們介紹了兩種的人生
[00:08:41.800 --> 00:08:45.200]  而且呼籲我們要選擇後者
[00:08:45.200 --> 00:08:47.600]  這兩種的人生分別是
[00:08:47.600 --> 00:08:54.000]  負惡擔重擔不安息的人生
[00:08:54.000 --> 00:08:59.500]  另外一種人生就是負主惡卻安息的人生
[00:08:59.500 --> 00:09:02.300]  首先談談第一種的人生
[00:09:02.300 --> 00:09:07.300]  神形容耶穌形容這種人生是勞苦擔重擔
[00:09:07.300 --> 00:09:12.300]  在二十八節勞苦就是自己比較主動很辛勞
[00:09:12.300 --> 00:09:14.900]  可能是因爲生活的難題很辛勞
[00:09:14.900 --> 00:09:17.000]  所以很累擔重擔
[00:09:17.000 --> 00:09:20.300]  原文其實是被重擔是一個動詞
[00:09:20.300 --> 00:09:22.600]  被重擔是被動式
[00:09:22.600 --> 00:09:26.300]  意思是有人把擔子壓在我們的身上
[00:09:26.300 --> 00:09:28.000]  但無論是主動也好
[00:09:28.000 --> 00:09:30.100]  被動也好被動也好
[00:09:30.100 --> 00:09:37.900]  勞苦擔重擔其實就是當時大部分以色列民的生活的寫照
[00:09:37.900 --> 00:09:43.500]  究竟耶穌時代的以色列民面對怎樣艱難的生活環境呢
[00:09:43.500 --> 00:09:45.600]  耶穌在這裏沒有詳細說明
[00:09:45.600 --> 00:09:50.300]  但是我們可以根據另外一些資料去講一講
[00:09:51.500 --> 00:09:58.800]  首先講講帶來勞苦重擔的一些比較客觀的環境
[00:09:58.800 --> 00:09:59.200]  第一
[00:09:59.200 --> 00:10:04.300]  他們要面對面對社會上的不公義
[00:10:04.300 --> 00:10:04.700]  首先
[00:10:04.700 --> 00:10:11.600]  他們當時普遍的百姓是被權貴還有宗教領袖所欺壓的
[00:10:11.600 --> 00:10:13.800]  例如馬太福音二十三章
[00:10:13.800 --> 00:10:17.400]  就可以看到當時的法利塞人和經學家
[00:10:17.400 --> 00:10:20.800]  甚至會侵吞別人的財產
[00:10:20.800 --> 00:10:22.400]  而且多行不義
[00:10:22.400 --> 00:10:24.200]  但是又表現的很敬虔
[00:10:24.200 --> 00:10:25.300]  很虛僞
[00:10:25.300 --> 00:10:26.100]  到一個地步
[00:10:26.100 --> 00:10:29.900]  耶穌稱他們爲粉粉飾的墳墓
[00:10:29.900 --> 00:10:31.700]  就是外面看起來很漂亮
[00:10:31.700 --> 00:10:34.100]  裏面裝的是死人的骨頭
[00:10:34.100 --> 00:10:34.900]  還有呢
[00:10:34.900 --> 00:10:38.300]  另外一個難處就是
[00:10:38.300 --> 00:10:39.500]  他們呢
[00:10:39.500 --> 00:10:41.300]  還先說社會的不公義
[00:10:41.300 --> 00:10:43.900]  還有就是被羅馬人所欺負
[00:10:43.900 --> 00:10:47.000]  當時以色列受羅馬帝國的統治
[00:10:47.000 --> 00:10:49.900]  羅馬人包庇收稅的稅力啊
[00:10:49.900 --> 00:10:51.700]  他們包庇他們
[00:10:51.700 --> 00:10:55.500]  就壓制百姓濫收稅款
[00:10:55.500 --> 00:10:58.300]  羅馬士兵要強迫以色列人呢
[00:10:58.300 --> 00:11:00.900]  可以爲他們備東西啊
[00:11:00.900 --> 00:11:01.600]  看啊
[00:11:01.600 --> 00:11:03.300]  如果你看登山寶訓
[00:11:03.300 --> 00:11:05.100]  還有五章四水一節就可以啊
[00:11:05.100 --> 00:11:06.700]  羅馬士兵有這個權利
[00:11:06.700 --> 00:11:10.700]  這是他們的老虎擔重大的環境之一
[00:11:10.700 --> 00:11:12.400]  就是社會的不公義
[00:11:12.400 --> 00:11:13.700]  那麼之二呢
[00:11:13.700 --> 00:11:17.300]  就是受口傳律法很多規條啊
[00:11:17.300 --> 00:11:21.400]  繁瑣複雜所舒服啊
[00:11:21.400 --> 00:11:25.000]  剛纔提過解釋摩西律法的口傳律法
[00:11:25.000 --> 00:11:28.500]  傳到耶穌的時代非常的繁瑣啊
[00:11:28.500 --> 00:11:31.800]  已經不是如變希臘自訓
[00:11:31.800 --> 00:11:36.700]  就是剛纔說的兩約文獻所說的使人心靈暢快滿足啊
[00:11:36.700 --> 00:11:39.600]  反而成爲百姓生活的一個捆綁
[00:11:39.600 --> 00:11:41.600]  例如在馬太福音十二章
[00:11:41.600 --> 00:11:44.900]  我們可以看到在口傳律法的約束之下
[00:11:44.900 --> 00:11:48.500]  手有病在安室日是不可以治病
[00:11:48.500 --> 00:11:50.300]  安室日如果肚子餓了
[00:11:50.300 --> 00:11:55.900]  好像那些門徒十二章也不宜摘那些脈碎來喫
[00:11:55.900 --> 00:12:02.700]  這些壓制宗教規條的舒服影響啊
[00:12:02.700 --> 00:12:05.700]  如何的影響當時底下的人不能安息
[00:12:05.700 --> 00:12:08.100]  不能心理舒暢了啊
[00:12:08.100 --> 00:12:10.900]  我們可以大概的去猜測一下
[00:12:10.900 --> 00:12:15.900]  這些困境會引起他們可能有一些強烈的情緒
[00:12:15.900 --> 00:12:17.300]  比較負面啊
[00:12:17.300 --> 00:12:19.100]  心理有鬱結
[00:12:19.100 --> 00:12:22.600]  例如他們可能會怒氣填胸
[00:12:22.600 --> 00:12:23.300]  爲什麼
[00:12:23.300 --> 00:12:26.600]  因爲羅馬人和社會領袖都在壓迫他們
[00:12:26.600 --> 00:12:29.100]  還有一方面覺得屈辱啊
[00:12:29.100 --> 00:12:30.000]  爲什麼屈辱
[00:12:30.000 --> 00:12:31.000]  因爲被欺負
[00:12:31.000 --> 00:12:33.000]  但是敢怒不敢言呢
[00:12:33.000 --> 00:12:34.400]  你沒有這個力量
[00:12:34.400 --> 00:12:36.600]  還有是驕傲怎麼驕傲啊
[00:12:36.600 --> 00:12:37.600]  你可以想想
[00:12:37.600 --> 00:12:39.600]  如果我能遵守律法啊
[00:12:39.600 --> 00:12:41.000]  我就很有地位啊
[00:12:41.000 --> 00:12:42.900]  覺得自己高人一等
[00:12:42.900 --> 00:12:44.000]  但是另一方面
[00:12:44.000 --> 00:12:45.100]  哪怕你能遵守
[00:12:45.100 --> 00:12:47.700]  可是也是會誠惶誠恐
[00:12:47.700 --> 00:12:49.800]  因爲你守這麼多律例
[00:12:49.800 --> 00:12:52.400]  可能萬一忘記了一點
[00:12:52.400 --> 00:12:54.100]  那又不達標了
[00:12:54.100 --> 00:12:55.300]  前功盡廢
[00:12:55.300 --> 00:12:56.100]  對嗎
[00:12:56.100 --> 00:12:56.600]  還有呢
[00:12:56.600 --> 00:12:58.400]  守不到的那些人怎麼辦
[00:12:58.400 --> 00:13:01.000]  就會自卑沮喪啊
[00:13:01.000 --> 00:13:03.200]  很多人其實當時那守不住的
[00:13:03.200 --> 00:13:05.800]  他們守不住所有的那個規條
[00:13:05.800 --> 00:13:06.600]  口傳律法
[00:13:06.600 --> 00:13:09.800]  就會覺得自己呢得不到上帝賜福了
[00:13:09.800 --> 00:13:12.400]  因爲經學家是這樣說的嘛
[00:13:12.400 --> 00:13:14.500]  還有呢也會被定性爲
[00:13:14.500 --> 00:13:17.800]  可能你看聖經會看到常常談到罪人兩個字哈
[00:13:17.800 --> 00:13:21.600]  其實未必是大奸大惡的人
[00:13:21.600 --> 00:13:24.500]  就是守不到律法的某種程度
[00:13:24.500 --> 00:13:27.600]  就成爲一個罪人受別人排斥
[00:13:27.600 --> 00:13:29.300]  自我形象就會很低落
[00:13:29.300 --> 00:13:30.600]  還有會嫉妒啊
[00:13:30.600 --> 00:13:34.700]  想想他能他能守到怎麼我不能啊
[00:13:34.700 --> 00:13:37.300]  別人認可他也不認可我啊
[00:13:37.300 --> 00:13:38.900]  怎麼他沒有守律法
[00:13:38.900 --> 00:13:40.100]  也沒有人發掘的
[00:13:40.100 --> 00:13:42.600]  可能我們就會有這些攀比
[00:13:42.600 --> 00:13:43.500]  還有虛僞
[00:13:43.500 --> 00:13:44.800]  有些人守不到啊
[00:13:44.800 --> 00:13:47.500]  但是就會僞裝對嗎
[00:13:47.500 --> 00:13:49.300]  告訴別人他守到了啊
[00:13:49.300 --> 00:13:49.900]  這些人呢
[00:13:49.900 --> 00:13:52.700]  如果是他可能就會左閃右避啊
[00:13:52.700 --> 00:13:53.500]  沒有安全感
[00:13:53.500 --> 00:13:57.500]  怕別人知道以上只是一些我猜測的例子
[00:13:57.500 --> 00:14:01.300]  可能那以色列人當時還有更多的負面的情緒
[00:14:01.300 --> 00:14:04.900]  這些人面對社會的不公義宗教的規條啊
[00:14:04.900 --> 00:14:08.900]  他們的內心很多一大堆的負面的情緒
[00:14:08.900 --> 00:14:10.600]  這種情況啊
[00:14:10.600 --> 00:14:12.000]  既有生活的壓力
[00:14:12.000 --> 00:14:13.500]  又有這些負面情緒
[00:14:13.500 --> 00:14:14.900]  真的好像剛纔說的
[00:14:14.900 --> 00:14:18.200]  脖子就像有一個惡套主一樣啊
[00:14:18.200 --> 00:14:21.900]  很難體會上帝在舊約聖經所應許
[00:14:21.900 --> 00:14:23.500]  剛纔說那種安息
[00:14:23.500 --> 00:14:27.000]  其樂安息對於他們除了啊
[00:14:27.000 --> 00:14:28.700]  只是休息啊
[00:14:28.700 --> 00:14:33.000]  只是舒暢也代表上帝一種救贖使他們可以釋放出來
[00:14:33.000 --> 00:14:36.400]  這就是當事人情況
[00:14:36.400 --> 00:14:40.300]  那我們自己呢
[00:14:40.300 --> 00:14:42.600]  看看我們自己弟兄姊妹
[00:14:42.600 --> 00:14:45.600]  你現在在負着怎樣的惡呢
[00:14:45.600 --> 00:14:49.200]  老闆有沒有常常強迫你超時工作
[00:14:49.200 --> 00:14:50.700]  啊
[00:14:50.700 --> 00:14:53.600]  最近有沒有看內地日播的一廣啊
[00:14:53.600 --> 00:14:54.800]  一個啊
[00:14:54.800 --> 00:14:55.600]  電視劇啊
[00:14:55.600 --> 00:14:58.000]  職場劇叫平凡的榮耀啊
[00:14:58.000 --> 00:14:59.800]  不知道你有沒有看劇
[00:14:59.800 --> 00:15:04.700]  你就反映了職場裏很多上司對下屬的一些壓榨
[00:15:04.700 --> 00:15:09.200]  還有一些權謀怎麼用計謀來欺負他們
[00:15:09.200 --> 00:15:13.600]  你還是你在讀書在唸書還在讀博
[00:15:13.600 --> 00:15:18.700]  我聽過一個博士生他這樣描述他的讀博生涯
[00:15:18.700 --> 00:15:20.100]  我希望不是你哈
[00:15:20.100 --> 00:15:21.400]  我希望你不是你
[00:15:21.400 --> 00:15:22.000]  他說
[00:15:22.000 --> 00:15:25.200]  他說在讀博的生涯當中
[00:15:25.200 --> 00:15:29.200]  女生當男生使喚男生當牲口用
[00:15:29.200 --> 00:15:32.200]  指的就是啊
[00:15:32.200 --> 00:15:35.100]  被撓意被利用的過程當中哈
[00:15:35.100 --> 00:15:37.000]  詳細我也不方便說
[00:15:37.000 --> 00:15:39.000]  我希望你沒有這樣的經歷啊
[00:15:39.000 --> 00:15:40.900]  我也不是我我澄清啊
[00:15:40.900 --> 00:15:43.200]  我也不是說所有博士
[00:15:43.200 --> 00:15:47.700]  導師都是這樣使喚他的男生和女生
[00:15:47.700 --> 00:15:50.200]  還有你的家人呢啊
[00:15:50.200 --> 00:15:52.400]  可能他們絕對不會欺壓你
[00:15:52.400 --> 00:15:54.700]  但是可能也會給你壓力的嘛
[00:15:54.700 --> 00:15:58.000]  好像脖子被惡困住一樣
[00:15:58.000 --> 00:15:59.100]  例如呢
[00:15:59.100 --> 00:16:03.200]  對你的工資職業還有婚姻都有很多的期待
[00:16:03.200 --> 00:16:05.300]  這些期待可能就成爲你的壓力
[00:16:05.300 --> 00:16:11.400]  還有你有沒有受一些規條所捆綁呢
[00:16:11.400 --> 00:16:13.200]  可能我們也不是可能
[00:16:13.200 --> 00:16:19.600]  我們真的不需要像耶穌時代的那些猶太人一樣遵守一大堆的宗教規條
[00:16:19.600 --> 00:16:25.600]  但是我們會不會不知不覺的爲自己定一些規條啊沒有自知呢
[00:16:25.600 --> 00:16:28.300]  我聽過這樣的故事挺有趣的哈
[00:16:28.300 --> 00:16:31.300]  一個古老的修道院養了一隻貓
[00:16:31.300 --> 00:16:34.800]  這隻貓總是在修士門彎倒
[00:16:34.800 --> 00:16:37.100]  就是晚上禱告的時刻的時候搗亂
[00:16:37.100 --> 00:16:41.400]  於是院長的吩咐修士在滿島時候把它綁起來
[00:16:41.400 --> 00:16:42.200]  拴起來
[00:16:42.200 --> 00:16:43.500]  不准他亂跑
[00:16:43.500 --> 00:16:45.400]  修士就可以專心敬拜神
[00:16:45.400 --> 00:16:46.900]  後來院長死了
[00:16:46.900 --> 00:16:50.800]  貓照慣例在彎倒時候被拴住
[00:16:50.800 --> 00:16:52.900]  後來這隻貓也死了
[00:16:52.900 --> 00:16:54.100]  你說該怎麼做
[00:16:54.100 --> 00:16:56.200]  結果呢
[00:16:56.200 --> 00:17:01.300]  修士們在買一隻貓來拴彎倒才進行
[00:17:01.300 --> 00:17:04.900]  大家經過這幾代都不知道爲何要綁貓
[00:17:04.900 --> 00:17:07.700]  只是知道按照前人留下來的規矩
[00:17:07.700 --> 00:17:10.900]  彎倒的時候一定要綁一隻貓纔可以進行
[00:17:12.100 --> 00:17:18.400]  那我們自己呢我們會不會在大的禮拜堂敬拜就覺得自己特別敬虔呢
[00:17:18.400 --> 00:17:24.900]  會不會覺得在十字架下跪下禱告特別聖潔呢
[00:17:24.900 --> 00:17:28.700]  大家小心我的意思並不是說你不能跪下禱告
[00:17:28.700 --> 00:17:32.700]  只是你會不會覺得某個儀式的特別敬虔呢
[00:17:32.700 --> 00:17:35.300]  除了這些信仰的規條
[00:17:35.300 --> 00:17:38.800]  其實我們還受社會一些不成文
[00:17:38.800 --> 00:17:43.700]  大家沒有講出來但是又是一些慣例所約束
[00:17:43.700 --> 00:17:47.100]  有人稱之爲social clock就是社會的時鐘
[00:17:47.100 --> 00:17:50.700]  例如女生二十多歲男生大概三十歲要結婚
[00:17:50.700 --> 00:17:52.100]  內地都覺得這樣
[00:17:52.100 --> 00:17:55.400]  結婚幾年一兩年了應該生娃
[00:17:55.400 --> 00:18:00.900]  大概三十出頭應該做過在單位應該做管理人員
[00:18:00.900 --> 00:18:02.600]  如果自己沒有按時
[00:18:02.600 --> 00:18:05.400]  最重要是按時這個字沒有按時達標
[00:18:05.400 --> 00:18:11.000]  就會覺得自己落後於別人感到羞恥感到沮喪
[00:18:11.000 --> 00:18:14.000]  現在我想請大家安靜片刻
[00:18:14.000 --> 00:18:17.100]  我們一同來看看自己的內心
[00:18:17.100 --> 00:18:20.300]  如果可以的話請你閉上眼睛
[00:18:20.300 --> 00:18:22.700]  方便你更專注自己的內心
[00:18:22.700 --> 00:18:26.300]  專注自己目前的情況
[00:18:26.300 --> 00:18:31.100]  我請弟兄姊妹你感受一下你的脖子
[00:18:31.100 --> 00:18:39.000]  有沒有好像真的有一種被困住被套住的感覺
[00:18:39.000 --> 00:18:42.800]  你慢慢的感受一下你的肩膀
[00:18:42.800 --> 00:18:49.500]  你的肩膀覺得很輕鬆還是覺得好像負壓
[00:18:49.500 --> 00:18:52.500]  好像有些東西壓着你
[00:18:52.500 --> 00:18:53.900]  我們不要急
[00:18:53.900 --> 00:18:56.500]  其實只是過了幾十秒
[00:18:56.500 --> 00:19:02.300]  請你慢慢去感受一下你的身體給你的信息
[00:19:02.300 --> 00:19:07.700]  你身體有沒有告訴你自己在擔當一些重擔
[00:19:07.700 --> 00:19:12.200]  在有一個惡來綁住你呢
[00:19:12.200 --> 00:19:17.800]  如果有的話請你體會一下你的惡
[00:19:17.800 --> 00:19:21.300]  體會一下你的重擔
[00:19:21.300 --> 00:19:24.600]  那是什麼樣的東西呢
[00:19:24.600 --> 00:19:28.100]  你清楚嗎
[00:19:28.100 --> 00:19:33.700]  這些惡和重擔又帶給你怎樣的情緒呢
[00:19:33.700 --> 00:19:36.700]  是憂愁
[00:19:36.700 --> 00:19:37.900]  怒氣
[00:19:37.900 --> 00:19:39.400]  羞辱
[00:19:39.400 --> 00:19:40.600]  委屈
[00:19:40.600 --> 00:19:43.200]  沮喪
[00:19:43.200 --> 00:19:49.200]  你來體會一下
[00:19:49.200 --> 00:19:53.600]  現在我們可以打開眼睛
[00:19:53.600 --> 00:19:57.500]  如果你剛纔感到勞苦擔重擔的話
