
[00:00:00.000 --> 00:00:02.800]  今年我講道的內容
[00:07:50.000 --> 00:07:53.600]  不過還要強暴他們
[00:07:53.600 --> 00:07:55.400]  路加福音二十二十章
[00:07:55.400 --> 00:07:59.200]  四十五節至四十七節
[00:07:59.200 --> 00:08:01.800]  耶穌說要防備民事
[00:08:01.800 --> 00:08:02.800]  他們怎樣呢?
[00:08:02.800 --> 00:08:06.000]  他們號稱長衣即是扮虔誠
[00:08:06.000 --> 00:08:08.400]  但還有四十七節
[00:08:08.400 --> 00:08:13.200]  他們會侵吞寡婦的家產
[00:08:13.200 --> 00:08:15.600]  假意做很長的禱告
[00:08:15.600 --> 00:08:17.600]  這些人要受更重的刑罰
[00:08:17.600 --> 00:08:21.800]  為何民事可以侵吞寡婦的家產呢?
[00:08:21.800 --> 00:08:23.000]  民事在當時的社會
[00:08:23.000 --> 00:08:24.400]  應該是經學教師
[00:08:24.400 --> 00:08:29.400]  即講解舊約律法、聖經等等
[00:08:29.400 --> 00:08:30.400]  不是很有錢
[00:08:30.400 --> 00:08:31.600]  不過很有地位
[00:08:31.600 --> 00:08:33.800]  為何他們可以欺負寡婦呢?
[00:08:33.800 --> 00:08:36.400]  大概是因為當時的寡婦會怎樣呢?
[00:08:36.400 --> 00:08:38.200]  如果丈夫留下遺產
[00:08:38.200 --> 00:08:41.000]  但原來他沒有擁有遺產權
[00:08:41.000 --> 00:08:42.000]  如果有地
[00:08:42.000 --> 00:08:44.400]  不可以是他繼承的
[00:08:44.400 --> 00:08:45.800]  猶太人有些特別
[00:08:45.800 --> 00:08:48.200]  就是他的兄弟可以繼承
[00:08:48.200 --> 00:08:49.400]  如果你有印象
[00:08:49.400 --> 00:08:50.800]  講路德記的時候
[00:08:50.800 --> 00:08:52.600]  是一個至近的親屬
[00:08:52.600 --> 00:08:54.600]  可以贖他們的地
[00:08:54.600 --> 00:08:56.400]  那些人就是這樣
[00:08:56.400 --> 00:08:58.200]  寡婦很欺負
[00:08:58.200 --> 00:09:01.200]  用方法侵吞了他的家產
[00:09:01.200 --> 00:09:02.200]  贖於自己
[00:09:02.200 --> 00:09:05.600]  令到寡婦無依無靠
[00:09:05.600 --> 00:09:06.800]  不過這段經文沒有說
[00:09:06.800 --> 00:09:11.000]  是誰用甚麼方式來欺負寡婦
[00:09:11.000 --> 00:09:13.000]  也沒有說誰侵吞了他的家產
[00:09:13.000 --> 00:09:13.600]  不知道
[00:09:13.600 --> 00:09:15.800]  總之他面對一個對頭
[00:09:15.800 --> 00:09:17.600]  第三個人物
[00:09:17.600 --> 00:09:19.400]  是官長
[00:09:19.400 --> 00:09:20.600]  這個官
[00:09:20.600 --> 00:09:23.400]  或者翻譯做審判官
[00:09:23.400 --> 00:09:26.600]  他負責為百姓審理事情
[00:09:26.600 --> 00:09:29.600]  這個官本應是公義的
[00:09:29.600 --> 00:09:31.000]  因為聖經說的
[00:09:31.000 --> 00:09:33.400]  如果猶太人做官長的時候
[00:09:33.400 --> 00:09:36.600]  《耳塞書》一章第十節十六、十七兩節
[00:09:36.600 --> 00:09:37.600]  十節就說
[00:09:37.600 --> 00:09:39.200]  所多瑪的官
[00:09:39.200 --> 00:09:40.600]  一個愛邦誠的官
[00:09:40.600 --> 00:09:41.800]  都應該要怎樣呢
[00:09:41.800 --> 00:09:42.600]  第十七節
[00:09:42.600 --> 00:09:43.400]  我跳過了
[00:09:43.400 --> 00:09:44.800]  你們行善
[00:09:44.800 --> 00:09:46.000]  尋求公平
[00:09:46.000 --> 00:09:47.800]  解救受欺壓的
[00:09:47.800 --> 00:09:49.600]  給孤兒身冤
[00:09:49.600 --> 00:09:52.400]  為寡婦辯鬱
[00:09:52.400 --> 00:09:55.600]  官應該是要公義的
[00:09:55.600 --> 00:09:57.400]  但實際是怎樣呢
[00:09:57.400 --> 00:10:01.200]  實際他是冷漠和不義的
[00:10:01.200 --> 00:10:02.800]  這段經文告訴我們
[00:10:02.800 --> 00:10:05.600]  這個寡婦遇到的一個官
[00:10:05.600 --> 00:10:07.600]  是一個不懼怕神
[00:10:07.600 --> 00:10:10.200]  也不尊重世人的官
[00:10:10.200 --> 00:10:11.600]  不懼怕神
[00:10:11.600 --> 00:10:12.600]  不尊重世人
[00:10:12.600 --> 00:10:14.200]  這個形容詞出現了兩次
[00:10:14.200 --> 00:10:15.800]  誰說的
[00:10:15.800 --> 00:10:17.600]  第一次是耶穌說的
[00:10:17.600 --> 00:10:18.600]  說比喻的時候說
[00:10:18.600 --> 00:10:19.800]  這個城裡有一個官
[00:10:19.800 --> 00:10:22.400]  他不懼怕神
[00:10:22.400 --> 00:10:23.600]  也不尊重世人
[00:10:23.600 --> 00:10:24.400]  第二次是誰說的
[00:10:24.400 --> 00:10:25.800]  第四節
[00:10:25.800 --> 00:10:27.600]  他自己說的
[00:10:27.600 --> 00:10:29.600]  我雖然不懼怕神
[00:10:29.600 --> 00:10:32.200]  也不尊重世人
[00:10:32.200 --> 00:10:34.200]  他自認的
[00:10:34.200 --> 00:10:35.400]  不懼怕神
[00:10:35.400 --> 00:10:36.800]  不尊重世人
[00:10:36.800 --> 00:10:38.200]  代表什麼呢
[00:10:38.200 --> 00:10:39.600]  代表他審判的時候
[00:10:39.600 --> 00:10:40.200]  沒有公義
[00:10:40.200 --> 00:10:41.200]  我行我素
[00:10:41.200 --> 00:10:42.400]  胡作非為
[00:10:42.400 --> 00:10:43.800]  顛倒是非
[00:10:43.800 --> 00:10:44.600]  總之很自我的
[00:10:44.600 --> 00:10:46.600]  我說怎樣就怎樣
[00:10:46.600 --> 00:10:48.000]  不尊重世人
[00:10:48.000 --> 00:10:51.400]  表示他不理會百姓的需要
[00:10:51.400 --> 00:10:53.800]  也不會看齊別人的眼光
[00:10:53.800 --> 00:10:56.000]  很多人走來走去要你下台
[00:10:56.000 --> 00:10:57.800]  好吧為了你不用下台
[00:10:57.800 --> 00:10:58.600]  那我就怎樣
[00:10:58.600 --> 00:11:00.000]  我就為他伸冤
[00:11:00.000 --> 00:11:01.000]  不是
[00:11:01.000 --> 00:11:02.000]  他沒有
[00:11:02.000 --> 00:11:04.600]  他最後伸冤是因為什麼原因
[00:11:04.600 --> 00:11:07.800]  他最後為寡婦伸冤是自私
[00:11:07.800 --> 00:11:08.600]  他說什麼
[00:11:08.600 --> 00:11:10.600]  我怕煩
[00:11:10.600 --> 00:11:14.000]  我怕寡婦再前來磨我
[00:11:14.000 --> 00:11:16.800]  她經常這樣來煩我
[00:11:16.800 --> 00:11:19.200]  他不是怕她沒有官做
[00:11:19.200 --> 00:11:20.000]  他沒有說
[00:11:20.000 --> 00:11:23.400]  他也不是怕上帝來審判他
[00:11:23.400 --> 00:11:24.800]  他怕什麼
[00:11:24.800 --> 00:11:25.600]  煩
[00:11:25.600 --> 00:11:28.400]  所以你看到這個官
[00:11:28.400 --> 00:11:31.200]  耶穌形容他是不義的官
[00:11:31.200 --> 00:11:32.200]  他自私的
[00:11:32.200 --> 00:11:33.200]  他自我的
[00:11:33.200 --> 00:11:36.200]  他對人冷漠的
[00:11:36.200 --> 00:11:37.800]  這段經文
[00:11:37.800 --> 00:11:42.000]  說了這些人物
[00:11:42.000 --> 00:11:43.600]  出現一些情況
[00:11:43.600 --> 00:11:46.400]  我們叫做比喻裡面的張力
[00:11:46.400 --> 00:11:49.000]  和這個張力怎樣化解
[00:11:49.000 --> 00:11:50.800]  一個官
[00:11:50.800 --> 00:11:52.600]  本身是寡婦唯一的希望
[00:11:52.600 --> 00:11:54.400]  因為他應該是公義的
[00:11:54.400 --> 00:11:56.000]  有人嘗試研究這個官
[00:11:56.000 --> 00:11:57.800]  究竟是猶太人的官長
[00:11:57.800 --> 00:11:59.400]  還是外邦人的官
[00:11:59.400 --> 00:12:01.000]  不過應該不重要
[00:12:01.000 --> 00:12:03.200]  重要在本身一個官
[00:12:03.200 --> 00:12:05.000]  是在當時的社會
[00:12:05.000 --> 00:12:07.000]  一個無依無靠的人
[00:12:07.000 --> 00:12:08.400]  唯一的希望
[00:12:08.400 --> 00:12:10.000]  寡婦受欺負
[00:12:10.000 --> 00:12:11.400]  他求什麼人
[00:12:11.400 --> 00:12:14.000]  當然是想求法官來主持公道
[00:12:14.000 --> 00:12:17.200]  但他沒有主持公道
[00:12:17.200 --> 00:12:18.600]  這個官長是怎樣
[00:12:18.600 --> 00:12:22.200]  是漠視寡婦的冤屈
[00:12:22.200 --> 00:12:24.000]  這個官不敬畏神
[00:12:24.000 --> 00:12:25.200]  不尊重人
[00:12:25.200 --> 00:12:27.400]  就算寡婦經常去他那裡
[00:12:27.400 --> 00:12:31.000]  結果他多日不准
[00:12:31.000 --> 00:12:32.200]  雖然如此
[00:12:32.200 --> 00:12:34.000]  張力怎樣得到化解
[00:12:34.000 --> 00:12:35.600]  就是剛才我說的
[00:12:35.600 --> 00:12:37.200]  不是因為他怕上帝
[00:12:37.200 --> 00:12:40.800]  不是因為他怕這群人來起雄
[00:12:40.800 --> 00:12:43.400]  是因為他自己想通了
[00:12:43.400 --> 00:12:44.600]  第四節告訴他
[00:12:44.600 --> 00:12:46.000]  是他自己想通了
[00:12:46.000 --> 00:12:48.000]  後來心裡說
[00:12:48.000 --> 00:12:49.200]  他自己想
[00:12:49.200 --> 00:12:50.800]  我雖然不怕神
[00:12:50.800 --> 00:12:52.200]  雖然不理人
[00:12:52.200 --> 00:12:54.400]  但因為這個寡婦經常煩擾我
[00:12:54.400 --> 00:12:55.800]  我就幫她伸冤
[00:12:55.800 --> 00:12:58.000]  免得她再來煩我
[00:12:58.000 --> 00:13:01.200]  他自己想通了
[00:13:01.200 --> 00:13:02.800]  但他想通
[00:13:02.800 --> 00:13:05.400]  亦全靠這個寡婦
[00:13:05.400 --> 00:13:07.800]  全靠這個寡婦堅持
[00:13:07.800 --> 00:13:11.000]  堅持經常來
[00:13:11.000 --> 00:13:12.000]  每天來
[00:13:12.000 --> 00:13:13.600]  沒有說每天來多少次
[00:13:13.600 --> 00:13:15.800]  總之讓這個官感受到
[00:13:15.800 --> 00:13:17.400]  是煩著她的
[00:13:17.400 --> 00:13:19.400]  是沉默她的
[00:13:19.400 --> 00:13:21.800]  是這個寡婦沒有放棄
[00:13:21.800 --> 00:13:23.400]  沒有灰心
[00:13:23.400 --> 00:13:25.200]  有時情況就好像子女
[00:13:25.200 --> 00:13:27.000]  女兒媽媽
[00:13:27.000 --> 00:13:28.800]  賣給我吧
[00:13:28.800 --> 00:13:30.600]  不是因為你辱痛他女兒
[00:13:30.600 --> 00:13:33.200]  不是因為你覺得值得賣給他
[00:13:33.200 --> 00:13:34.800]  免得你煩
[00:13:34.800 --> 00:13:37.400]  這個官就是這樣
[00:13:37.400 --> 00:13:39.800]  這是比喻的前部份
[00:13:39.800 --> 00:13:41.600]  比喻的後部份
[00:13:41.600 --> 00:13:42.400]  是怎樣的呢
[00:13:42.400 --> 00:13:43.200]  六至八節
[00:13:43.200 --> 00:13:44.200]  讓我們一起讀
[00:13:44.200 --> 00:13:45.600]  1 2 3
[00:13:45.600 --> 00:13:49.800]  主說:你們聽者不以知官所說的話
[00:13:49.800 --> 00:13:52.400]  神的選民晝夜呼籲他
[00:13:52.400 --> 00:13:55.200]  他縱然為他們忍了多時
[00:13:55.200 --> 00:13:58.000]  豈不終究給他們伸冤嗎?
[00:13:58.000 --> 00:13:59.400]  我告訴你們
[00:13:59.400 --> 00:14:02.200]  要快快的聽他們伸冤了
[00:14:02.200 --> 00:14:04.400]  然而人子來的時候
[00:14:04.400 --> 00:14:07.600]  遇得見世上有信德嗎?
[00:14:07.600 --> 00:14:09.000]  耶穌說剛才的比喻
[00:14:09.000 --> 00:14:12.000]  似乎都很容易明白
[00:14:12.000 --> 00:14:13.800]  好像完了
[00:14:13.800 --> 00:14:15.800]  但正如我說的,如果沒有了這部份
[00:14:15.800 --> 00:14:17.400]  你不知道這個比喻在說甚麼
[00:14:17.400 --> 00:14:19.400]  因為可以有很多應用
[00:14:19.400 --> 00:14:20.400]  可以有很多解釋
[00:14:20.400 --> 00:14:22.400]  原來人還可以救的
[00:14:22.400 --> 00:14:24.000]  一個這麼不義的官
[00:14:24.000 --> 00:14:25.000]  這麼不理上帝
[00:14:25.000 --> 00:14:26.000]  又不理人的官
[00:14:26.000 --> 00:14:27.800]  他自己都會反省
[00:14:27.800 --> 00:14:29.200]  良心會發言
[00:14:29.200 --> 00:14:31.200]  可以這樣應用
[00:14:31.200 --> 00:14:32.000]  但耶穌不是
[00:14:32.000 --> 00:14:33.000]  耶穌要繼續說
