
[00:00:00.000 --> 00:00:03.280]  今天我們會看亞比斯的禱告
[00:02:39.920 --> 00:02:43.120]  為什麼對我們基督徒來說這麼重要
[00:02:43.120 --> 00:02:45.840]  以及當中的意義是什麼
[00:02:45.840 --> 00:02:47.520]  我嘗試從三方面
[00:02:47.520 --> 00:02:49.280]  從今天的經文裏面去看
[00:02:49.280 --> 00:02:51.600]  亞比斯的禱告其實要教導我們
[00:02:51.600 --> 00:02:54.880]  如何能夠擺脫苦劫人生的命運
[00:02:54.880 --> 00:02:57.920]  如何能夠依靠掌管人生的上帝
[00:02:57.920 --> 00:03:02.720]  以及我們如何去運用改變人生的弱勢
[00:03:02.720 --> 00:03:08.320]  今天的訊息最主要是要回答三個在我們基督徒生命裏面
[00:03:08.320 --> 00:03:10.320]  我們都會問的問題
[00:03:10.320 --> 00:03:13.120]  就是看了這本書或這段經文之後
[00:03:13.120 --> 00:03:15.520]  為什麼亞比斯要做這個祈禱呢?
[00:03:15.520 --> 00:03:17.120]  我們要了解它的背景
[00:03:17.120 --> 00:03:19.840]  然後是不是祈禱上帝
[00:03:19.840 --> 00:03:24.800]  就自動運用成功神學裏面的人所說的呢?
[00:03:24.800 --> 00:03:26.640]  如果不是的話
[00:03:26.640 --> 00:03:28.000]  如果主權是上帝
[00:03:28.000 --> 00:03:30.800]  為什麼我們還需要祈禱呢?
[00:03:30.800 --> 00:03:31.520]  是不是有些人說
[00:03:31.520 --> 00:03:33.040]  上帝什麼都知道了
[00:03:33.040 --> 00:03:34.480]  為什麼我們要禱告呢?
[00:03:34.480 --> 00:03:38.960]  我們就看看這段經文要回答我們這三個問題
[00:03:38.960 --> 00:03:42.960]  我們首先看看亞比斯的其人
[00:03:42.960 --> 00:03:44.560]  聖經說到的就是
[00:03:44.560 --> 00:03:48.080]  亞比斯比他眾兄弟更尊貴
[00:03:48.080 --> 00:03:50.640]  這句話一說出來的時候
[00:03:50.640 --> 00:03:52.720]  很多人就誤解或者誤會
[00:03:52.720 --> 00:03:58.320]  以為亞比斯他一生出來就很尊貴
[00:03:58.320 --> 00:03:59.200]  其實不是的
[00:03:59.200 --> 00:04:05.840]  如果你看亞比斯這句經文這個詞
[00:04:05.840 --> 00:04:10.160]  尊貴也可以譯作最受人尊重
[00:04:10.160 --> 00:04:13.360]  所以和合本和修本也翻譯為尊貴
[00:04:13.360 --> 00:04:18.160]  但是新譯本和現代中文譯本也比較合適
[00:04:18.160 --> 00:04:23.360]  新譯本就說亞比斯在眾兄弟中最受人尊重
[00:04:23.360 --> 00:04:26.000]  而現代中文譯本也這麼譯
[00:04:26.000 --> 00:04:29.520]  是他家裡面最受尊重的人
[00:04:29.520 --> 00:04:30.880]  一開始的時候
[00:04:30.880 --> 00:04:33.440]  聖經的作者已經告訴我們
[00:04:33.440 --> 00:04:34.800]  亞比斯這個人
[00:04:34.800 --> 00:04:38.960]  他是最受人尊重或者家裡面最受尊重
[00:04:38.960 --> 00:04:40.160]  為什麼呢?
[00:04:40.160 --> 00:04:43.440]  於是之後就告訴我們一個原因
[00:04:43.440 --> 00:04:46.400]  原來他出生不是特別的尊貴
[00:04:46.400 --> 00:04:47.840]  特別的受人尊重
[00:04:47.840 --> 00:04:50.160]  但是他受人尊重的原因
[00:04:50.160 --> 00:04:52.400]  就是因為以下的原因
[00:04:52.400 --> 00:04:53.120]  為什麼呢?
[00:04:53.120 --> 00:04:54.080]  我們來看看
[00:04:54.080 --> 00:04:57.200]  原來亞比斯他出生的時候
[00:04:57.200 --> 00:05:03.920]  他不是一個生出來命很好的人
[00:05:03.920 --> 00:05:04.800]  為什麼呢?
[00:05:04.800 --> 00:05:07.360]  因為他媽媽給了他一個名字
[00:05:07.360 --> 00:05:08.640]  叫做亞比斯
[00:05:08.640 --> 00:05:09.920]  為什麼叫做亞比斯呢?
[00:05:09.920 --> 00:05:13.600]  就是原來他生產的時候很痛苦
[00:05:13.600 --> 00:05:16.240]  搞得他媽媽很辛苦很痛
[00:05:16.240 --> 00:05:18.480]  於是就改了他的名字
[00:05:18.480 --> 00:05:19.760]  就叫做亞比斯
[00:05:19.760 --> 00:05:22.240]  如果你看希伯來文原文
[00:05:22.240 --> 00:05:24.080]  亞比斯和痛苦這個字
[00:05:24.080 --> 00:05:29.920]  基本上是將兩個的子音
[00:05:29.920 --> 00:05:35.120]  希伯來文是沒有這個consonant的
[00:05:35.120 --> 00:05:40.800]  就將那兩個的consonant調轉了
[00:05:40.800 --> 00:05:45.520]  就是將Z和B調轉了
[00:05:45.520 --> 00:05:48.320]  就變成了亞比斯
[00:05:48.320 --> 00:05:49.040]  Jabez
[00:05:49.040 --> 00:05:51.280]  本來是Uzab
[00:05:51.280 --> 00:05:53.120]  就變成了Jabez這個名字
[00:05:53.120 --> 00:05:54.800]  其實是一個玩詞
[00:05:54.800 --> 00:05:58.400]  他媽媽覺得太痛苦了
[00:05:58.400 --> 00:06:00.880]  於是他的呼聲就叫出來
[00:06:00.880 --> 00:06:03.680]  就叫他的名字叫痛苦
[00:06:03.680 --> 00:06:05.280]  就是帶給我來痛苦
[00:06:05.280 --> 00:06:09.840]  所以亞比斯絕對不是一個好的名字
[00:06:09.840 --> 00:06:11.840]  但是大家都知道希伯來人
[00:06:11.840 --> 00:06:15.680]  他們的父母可能沒有讀過心理學
[00:06:15.680 --> 00:06:20.400]  又或者沒有去今天這麼多資訊告訴我們
[00:06:20.400 --> 00:06:22.400]  就是不怕生壞命
[00:06:22.400 --> 00:06:24.400]  最怕改壞名字
[00:06:24.400 --> 00:06:29.440]  因為你如果將小孩改了一個名字
[00:06:29.440 --> 00:06:31.680]  這麼壞的時候
[00:06:31.680 --> 00:06:34.880]  對他一生有很大影響
[00:06:34.880 --> 00:06:39.360]  如果我爸爸改我的名字叫梁有害
[00:06:39.360 --> 00:06:42.480]  那我走出來怎麼走出來呢?
[00:06:42.480 --> 00:06:44.480]  上課老師一叫我的名字的時候
[00:06:44.480 --> 00:06:46.480]  全部同學都笑了
[00:06:46.480 --> 00:06:48.160]  但是希伯來人就是
[00:06:48.160 --> 00:06:50.640]  當他要改小孩的名字的時候
[00:06:50.640 --> 00:06:53.920]  可能就是他一些的感覺
[00:06:53.920 --> 00:06:56.400]  或者他帶來一些的領受
[00:06:56.400 --> 00:06:58.800]  當亞比斯的媽媽生他的時候
[00:06:58.800 --> 00:06:59.520]  是很痛苦的
[00:06:59.520 --> 00:07:02.160]  於是他叫出來說
[00:07:02.160 --> 00:07:04.640]  這個是痛苦之子
[00:07:04.640 --> 00:07:07.360]  如果你記得在創世紀裡面
[00:07:07.360 --> 00:07:09.360]  很多的名字
[00:07:09.360 --> 00:07:13.120]  都是父母給的兒子不是那麼好的名字
[00:07:13.120 --> 00:07:14.240]  如果你記得
[00:07:14.240 --> 00:07:16.240]  亞當夏娃生第一個兒子
[00:07:16.240 --> 00:07:18.720]  叫做戈仁
[00:07:18.720 --> 00:07:21.120]  戈仁就是得了的意思
[00:07:21.120 --> 00:07:24.640]  每個第一個孩子出生都是得了
[00:07:24.640 --> 00:07:26.400]  到第二個
[00:07:26.400 --> 00:07:27.840]  想來追女兒
[00:07:27.840 --> 00:07:28.720]  湊夠個好字
[00:07:28.720 --> 00:07:30.000]  豈料又生了個兒子
[00:07:30.000 --> 00:07:31.520]  叫做阿伯
[00:07:31.520 --> 00:07:33.200]  阿伯的原名的意思就是
[00:07:33.200 --> 00:07:35.200]  一聲嘆息
[00:07:35.200 --> 00:07:36.800]  第一個得了
[00:07:36.800 --> 00:07:37.840]  第二個就是
[00:07:37.840 --> 00:07:39.840]  又是兒子
[00:07:39.840 --> 00:07:40.640]  於是
[00:07:40.640 --> 00:07:43.040]  那些人看到他
[00:07:43.040 --> 00:07:45.040]  叫他的名字就叫做一聲嘆息
[00:07:45.040 --> 00:07:47.840]  如果你又記得在創世紀裡面記載到
[00:07:47.840 --> 00:07:49.440]  這個瓦國
[00:07:49.440 --> 00:07:58.000]  他的太太生了一個兒子
[00:07:58.000 --> 00:07:59.440]  叫做辯雅敏
[00:07:59.440 --> 00:08:02.640]  但起先當他生的時候
[00:08:02.640 --> 00:08:03.840]  大家都知道
[00:08:03.840 --> 00:08:07.360]  Rachel當她生這個兒子的時候
[00:08:07.360 --> 00:08:09.360]  是難產最後死了
[00:08:09.360 --> 00:08:13.200]  當她生的時候就極其痛苦
[00:08:13.200 --> 00:08:14.480]  極其憂患
[00:08:14.480 --> 00:08:18.160]  於是就改個兒子的名字叫做辯萼尼
[00:08:18.160 --> 00:08:20.160]  辯萼尼的意思就是憂患之子
[00:08:20.160 --> 00:08:21.200]  就是你出生
[00:08:21.200 --> 00:08:24.000]  帶給你媽媽很多憂患
[00:08:24.000 --> 00:08:25.200]  弄死你媽媽
[00:08:25.200 --> 00:08:28.000]  於是你將來出來走的時候
[00:08:28.000 --> 00:08:30.000]  每個人看到你的名字就知道
[00:08:30.000 --> 00:08:30.960]  你的樣子不好
[00:08:30.960 --> 00:08:32.560]  或者你的命不好
[00:08:32.560 --> 00:08:35.200]  但是這個瓦國覺得
[00:08:35.200 --> 00:08:37.520]  沒理由叫兒子這樣受苦
[00:08:37.520 --> 00:08:39.040]  於是就改了他的名字
[00:08:39.040 --> 00:08:40.880]  叫做辯雅敏
[00:08:40.880 --> 00:08:42.080]  辯雅敏就是
[00:08:42.080 --> 00:08:44.560]  就是右手
[00:08:44.560 --> 00:08:46.160]  就是阿伯的右手
[00:08:46.160 --> 00:08:50.800]  就是代表了一個榮耀的生命
[00:08:50.800 --> 00:08:54.640]  你一改錯名字就很麻煩
[00:08:54.640 --> 00:08:59.760]  而亞比斯就改錯了名字
[00:08:59.760 --> 00:09:01.040]  是不是真的改錯了名字
[00:09:01.040 --> 00:09:01.680]  其實不是
[00:09:01.680 --> 00:09:05.920]  因為他媽媽是呼喊這個名字
[00:09:05.920 --> 00:09:07.680]  當他出生的時候呼喊這個名字
[00:09:07.680 --> 00:09:09.040]  於是就給了他這個名字
[00:09:09.040 --> 00:09:15.120]  他就在面對一個人生的惡運
[00:09:15.120 --> 00:09:18.560]  或者一個出生的痛楚
[00:09:18.560 --> 00:09:20.000]  一個可以這麼說的就是
[00:09:20.000 --> 00:09:23.200]  生出來的命是改不了的
[00:09:23.200 --> 00:09:25.200]  你的名字就叫做痛苦
[00:09:25.200 --> 00:09:27.760]  但是為什麼一個名字痛苦的人
[00:09:27.760 --> 00:09:32.640]  是被他家族裡面的眾兄弟
[00:09:32.640 --> 00:09:35.760]  或者家族裡面的人這麼尊重他呢?
[00:09:35.760 --> 00:09:38.960]  原來有一個很重要的秘訣
[00:09:38.960 --> 00:09:42.880]  就是上帝應允了他的祈禱
[00:09:42.880 --> 00:09:46.800]  這個特別收納在聖經裡面的一段
[00:09:46.800 --> 00:09:49.840]  很簡短的禱告
[00:09:49.840 --> 00:09:54.960]  就是一個扭轉命運的禱告
[00:09:54.960 --> 00:09:56.880]  他媽媽說
[00:09:56.880 --> 00:09:58.000]  生你的時候
[00:09:58.000 --> 00:09:58.800]  我很痛苦
[00:09:58.800 --> 00:10:00.480]  所以給了你這個名字
[00:10:00.480 --> 00:10:02.640]  要你一生都記住
[00:10:02.640 --> 00:10:04.720]  但是亞比斯祈求上帝
[00:10:04.720 --> 00:10:06.640]  就說上帝啊
[00:10:06.640 --> 00:10:09.840]  求你叫我不再痛苦
[00:10:09.840 --> 00:10:12.880]  或者不再受痛苦
[00:10:12.880 --> 00:10:15.680]  如果大家批評亞比斯的禱告
[00:10:15.680 --> 00:10:17.360]  是一個成功神學
[00:10:17.360 --> 00:10:20.320]  我們不應該做這個祈禱的話
[00:10:20.320 --> 00:10:21.920]  大家試想一下
[00:10:21.920 --> 00:10:25.280]  一個患癌症的人
[00:10:25.280 --> 00:10:26.800]  為了自己的痛苦
[00:10:26.800 --> 00:10:28.640]  向上帝祈求
[00:10:28.640 --> 00:10:29.520]  神啊
[00:10:29.520 --> 00:10:32.000]  求祢將這些痛苦拿開
[00:10:32.000 --> 00:10:34.640]  就像保羅那根刺
[00:10:34.640 --> 00:10:37.040]  他三次或者三番四次
[00:10:37.040 --> 00:10:38.720]  這樣向上帝求
[00:10:38.720 --> 00:10:39.680]  向上帝說
[00:10:39.680 --> 00:10:40.400]  上帝啊
[00:10:40.400 --> 00:10:43.360]  求祢拿走這根刺
[00:10:43.360 --> 00:10:45.040]  每天都這樣祈求
[00:10:45.040 --> 00:10:47.600]  有什麼問題呢?
[00:10:47.600 --> 00:10:49.680]  這絕對不是成功神學
[00:10:49.680 --> 00:10:54.000]  當我們面對人生的痛苦的時候
[00:10:54.000 --> 00:10:58.480]  當亞比斯面對媽媽的這個咒咒的時候
[00:10:58.480 --> 00:10:59.520]  他說上帝啊
[00:10:59.520 --> 00:11:01.360]  我不想再面對這個咒咒
[00:11:01.360 --> 00:11:04.240]  我想有神祢的祝福
[00:11:04.240 --> 00:11:06.480]  祂媽媽出口的
[00:11:06.480 --> 00:11:08.560]  祂的生命是一個咒咒
[00:11:08.560 --> 00:11:11.280]  但是亞比斯祈求主的
[00:11:11.280 --> 00:11:13.600]  就是要將這個咒咒變為
[00:11:13.600 --> 00:11:18.480]  祝福求主來改變我的人生
[00:11:18.480 --> 00:11:21.360]  不僅祂祈求主讓祂不要受痛楚
[00:11:21.360 --> 00:11:24.160]  更加不遭患難
[00:11:24.160 --> 00:11:25.760]  其實患難這個字
[00:11:25.760 --> 00:11:27.920]  如果你看希伯來原文
[00:11:27.920 --> 00:11:29.600]  Ra這個字就是
[00:11:29.600 --> 00:11:34.000]  患難、災難、惡行
[00:11:34.000 --> 00:11:35.040]  都是用這個字的
[00:11:35.040 --> 00:11:36.640]  這個絕對不是一個好的字
[00:11:36.640 --> 00:11:38.400]  是一個很差的字
[00:11:38.400 --> 00:11:42.160]  就是說一些很差的光景
[00:11:42.160 --> 00:11:44.960]  但是如果你留意聖經裡面
[00:11:44.960 --> 00:11:47.200]  希伯來文用這個字就是
[00:11:47.200 --> 00:11:50.320]  原來上帝都會行Ra
[00:11:50.320 --> 00:11:52.960]  都會行惡行的
[00:11:52.960 --> 00:11:54.160]  你說是不是搞錯了
[00:11:54.160 --> 00:11:56.320]  上帝會行惡運?
[00:11:56.320 --> 00:11:58.640]  會不會行惡行?
[00:11:58.640 --> 00:12:00.960]  如果你留意幾個星期前
[00:12:00.960 --> 00:12:04.480]  李耀基牧師跟我們分享約拿的禱告
[00:12:04.480 --> 00:12:09.120]  就說到利利未成的記載
[00:12:09.120 --> 00:12:11.840]  如果你看約拿書第三章第十節
[00:12:11.840 --> 00:12:13.200]  我們看到的是
[00:12:13.200 --> 00:12:15.920]  上帝察看利利未人的行為
[00:12:15.920 --> 00:12:20.000]  見他們離開惡道或者惡行
[00:12:20.000 --> 00:12:21.760]  上帝就回心轉意
[00:12:21.760 --> 00:12:23.440]  不再降和給他們
[00:12:23.440 --> 00:12:27.760]  原先所要說降與他們的災難同一個字
[00:12:27.760 --> 00:12:30.560]  降與他們的惡道、惡行
[00:12:30.560 --> 00:12:33.440]  就不降了
[00:12:33.440 --> 00:12:35.120]  原來惡行這個字
[00:12:35.120 --> 00:12:39.440]  是指周圍所遇到的警方裡面
[00:12:39.440 --> 00:12:41.840]  一些不好的事情
[00:12:41.840 --> 00:12:43.520]  生癌症
[00:12:43.520 --> 00:12:46.880]  當然有些人可以學習去感恩倚靠上帝
[00:12:46.880 --> 00:12:49.600]  但絕對是一個患難
[00:12:49.600 --> 00:12:51.840]  我們遇到一些不如意的事情
[00:12:51.840 --> 00:12:55.120]  對我們來說絕對是一個患難
[00:12:55.120 --> 00:12:59.360]  我們見到空氣質素越來越差
[00:12:59.360 --> 00:13:01.120]  見到天災人禍
[00:13:01.120 --> 00:13:04.640]  這些現象絕對是惡行
[00:13:04.640 --> 00:13:06.800]  這些是患難
[00:13:06.800 --> 00:13:11.280]  但是無論是上帝給予的
[00:13:11.280 --> 00:13:12.960]  是否容許的
[00:13:12.960 --> 00:13:16.560]  又或者現象出來是這樣的
[00:13:16.560 --> 00:13:17.680]  阿彌陀佛說
[00:13:17.680 --> 00:13:19.600]  我不知道我的命
[00:13:19.600 --> 00:13:24.080]  是否真的上帝給我這樣的患難
[00:13:24.080 --> 00:13:26.800]  但我求上帝保佑我
[00:13:26.800 --> 00:13:30.480]  不做患難、不受痛苦
[00:13:30.480 --> 00:13:34.320]  如果你要我翻譯這一句經文
[00:13:34.320 --> 00:13:36.080]  我會這麼說
[00:13:36.080 --> 00:13:38.880]  求祢加倍賜福給我
[00:13:38.880 --> 00:13:42.480]  叫我突破苦命的界限
[00:13:42.480 --> 00:13:43.760]  擴張我的境界
[00:13:43.760 --> 00:13:44.720]  不是多拿些土地
[00:13:44.720 --> 00:13:46.160]  不是多買些房子
[00:13:46.160 --> 00:13:47.760]  我生命的境界
[00:13:47.760 --> 00:13:49.680]  叫我突破苦命的界限
[00:13:49.680 --> 00:13:51.440]  求祢常與我同在
[00:13:51.440 --> 00:13:56.080]  保護我遠離禍患和痛苦
[00:13:56.080 --> 00:13:57.760]  阿彌陀佛受人尊重
[00:13:57.760 --> 00:14:00.880]  是因為他能夠勇敢祈求上帝
[00:14:00.880 --> 00:14:03.440]  扭轉他逆境的命運
[00:14:03.440 --> 00:14:06.560]  亦願意在神面前謙卑尋求
[00:14:06.560 --> 00:14:10.480]  上帝憐憫他一生的痛恨
[00:14:10.480 --> 00:14:14.560]  如果你批評阿彌陀佛是一個成功神學的禱告
[00:14:14.560 --> 00:14:16.400]  你就要看看
[00:14:16.400 --> 00:14:17.520]  好像我剛才所說的
[00:14:17.520 --> 00:14:22.400]  一個癌症病人向上帝的呼求
[00:14:22.400 --> 00:14:27.520]  一個拿走他身上痛苦的痛楚
[00:14:27.520 --> 00:14:30.720]  好像保羅向上帝的祈求一樣
[00:14:30.720 --> 00:14:34.400]  我們不能夠欺騙自己
[00:14:34.400 --> 00:14:36.320]  癌症很痛苦
[00:14:36.320 --> 00:14:38.720]  上帝感謝你
[00:14:38.720 --> 00:14:40.000]  給我多一點
[00:14:40.000 --> 00:14:42.640]  不要拿走我的痛楚
[00:14:42.640 --> 00:14:46.320]  不是很多人可以做到這樣
[00:14:46.320 --> 00:14:47.920]  像保羅說的
[00:14:47.920 --> 00:14:50.560]  讓我的苦難補足
[00:14:50.560 --> 00:14:53.520]  基督的受苦
[00:14:53.520 --> 00:14:57.360]  這是一個軟弱的人
[00:14:57.360 --> 00:14:58.720]  一個低微的人
[00:14:58.720 --> 00:15:03.120]  一個叫他命運也好
[00:15:03.120 --> 00:15:05.120]  叫他出生也好
[00:15:05.120 --> 00:15:09.680]  叫他人生出世的原生家庭的困苦也好
[00:15:09.680 --> 00:15:12.960]  一個向上帝呼求的禱告
[00:15:12.960 --> 00:15:18.240]  這個禱告也令我想起耶穌基督的主禱文
[00:15:18.240 --> 00:15:21.200]  主教導門徒的禱文
[00:15:21.200 --> 00:15:23.280]  祈禱時要怎樣呢?
[00:15:23.280 --> 00:15:25.200]  要祈求
[00:15:25.200 --> 00:15:29.040]  今日的飲食賜給我們
[00:15:29.040 --> 00:15:31.040]  你也可以罵耶穌
[00:15:31.040 --> 00:15:33.680]  為什麼要祈求食物?
[00:15:33.680 --> 00:15:37.040]  人活著不是單靠食物
[00:15:37.040 --> 00:15:38.800]  然後耶穌說
[00:15:38.800 --> 00:15:41.840]  救我們脫離凶惡
[00:15:41.840 --> 00:15:44.000]  不叫我們遇見試探
[00:15:44.000 --> 00:15:45.840]  如果你比較熟悉
[00:15:45.840 --> 00:15:48.240]  用不著怕遇見試探
[00:15:48.240 --> 00:15:50.800]  救我們脫離凶惡
[00:15:50.800 --> 00:15:55.280]  不是人們罵就是成功神學
[00:15:55.280 --> 00:15:56.800]  不應該這樣祈禱
[00:15:56.800 --> 00:16:00.320]  上帝給你的就要接受
[00:16:00.320 --> 00:16:02.640]  弟子們
[00:16:02.640 --> 00:16:05.600]  亞比斯受人尊重
[00:16:05.600 --> 00:16:07.840]  是因為他的禱告
[00:16:07.840 --> 00:16:13.840]  是他能夠勇敢和謙卑地尋求逆境人生的轉化
[00:16:13.840 --> 00:16:15.840]  這也是耶穌基督
[00:16:15.840 --> 00:16:19.200]  他欣賞的衰利
[00:16:19.200 --> 00:16:22.240]  在上帝面前不是欣賞他作奸犯科
[00:16:22.240 --> 00:16:24.720]  不是欣賞他貪人的錢財
[00:16:24.720 --> 00:16:27.360]  不是欣賞他做了很多惡事
[00:16:27.360 --> 00:16:31.520]  耶穌基督欣賞這個衰利的禱告
[00:16:31.520 --> 00:16:35.520]  是因為衰利謙卑來到上帝面前
[00:16:35.520 --> 00:16:37.680]  遠遠不敢走到聖殿當中
[00:16:37.680 --> 00:16:41.360]  遠遠在上帝面前說
[00:16:41.360 --> 00:16:47.200]  耶穌求祢開恩可憐我這個罪人
[00:16:47.200 --> 00:16:51.040]  這就是他生命轉化的開始
[00:16:51.040 --> 00:16:53.920]  耶穌說這個人蒙上帝垂聽
[00:16:53.920 --> 00:16:56.160]  上帝尊重他的祈禱
[00:16:56.160 --> 00:16:59.040]  是因為他這種態度
[00:16:59.040 --> 00:17:02.560]  不是因為他祈求成功
[00:17:02.560 --> 00:17:05.760]  這就是聖經上提醒我們
[00:17:05.760 --> 00:17:09.200]  亞比斯的祈禱告訴我們
[00:17:09.200 --> 00:17:10.800]  若有人在基督裡
[00:17:10.800 --> 00:17:12.560]  他就是新造的人
[00:17:12.560 --> 00:17:13.840]  舊事已過
[00:17:13.840 --> 00:17:16.400]  都變成新的
[00:17:16.400 --> 00:17:20.240]  這就是福音帶給我們一個很重要的訊息
[00:17:20.240 --> 00:17:24.880]  亞比斯擺脫了苦劫人生的命運
[00:17:24.880 --> 00:17:30.000]  成為受人尊重的亞比斯
[00:17:30.000 --> 00:17:36.240]  他的名字已經不能帶給他人生的傷害或苦劫
[00:17:36.240 --> 00:17:41.120]  我們如何能夠依靠掌管人生的上帝呢?
[00:17:41.120 --> 00:17:43.600]  如果他的禱告這麼重要的話
[00:17:43.600 --> 00:17:46.960]  基督徒也嘗試了一個問題
[00:17:46.960 --> 00:17:51.440]  我們拿了很多聖經的經文來支持我們
[00:17:51.440 --> 00:17:53.440]  或者師哥也這麼說
[00:17:53.440 --> 00:17:56.400]  每一次我們禱告都要動神的手
[00:17:56.400 --> 00:17:59.840]  神就會把我們所求的東西給我們
[00:17:59.840 --> 00:18:05.040]  禱告是否上帝就自動去應運呢?
[00:18:05.040 --> 00:18:08.080]  在我們的聖經裡
[00:18:08.080 --> 00:18:11.360]  教導我們或我們的領袖也知道
[00:18:11.360 --> 00:18:13.920]  禱告絕對不是魔術棚
[00:18:13.920 --> 00:18:16.160]  不是阿拉丁神燈
[00:18:16.160 --> 00:18:18.960]  不是你寫了一張支票
[00:18:18.960 --> 00:18:20.000]  寫好了
[00:18:20.000 --> 00:18:21.840]  然後就遞給耶穌
[00:18:21.840 --> 00:18:23.200]  「耶穌,我奉祢的名」
[00:18:23.200 --> 00:18:24.480]  「請祢簽名」
[00:18:24.480 --> 00:18:28.080]  我們就有多少東西要
[00:18:28.080 --> 00:18:28.720]  什麼東西要
[00:18:28.720 --> 00:18:29.760]  神也會給
[00:18:29.760 --> 00:18:31.280]  又或者有人說
[00:18:31.280 --> 00:18:34.800]  好像中國人那種「皇大仙式」
[00:18:34.800 --> 00:18:37.200]  或者「觀音謝父式」
[00:18:37.200 --> 00:18:38.960]  無論你求什麼、求多少
[00:18:38.960 --> 00:18:41.840]  都會給你有求必應
[00:18:41.840 --> 00:18:43.360]  有人說
[00:18:43.360 --> 00:18:46.720]  這是主權的問題
[00:18:46.720 --> 00:18:48.800]  如果主權在你手上
[00:18:48.800 --> 00:18:50.320]  你要什麼
[00:18:50.320 --> 00:18:52.560]  這個上帝也像勞瀑一樣
[00:18:52.560 --> 00:18:55.840]  好像燈神一樣送給你的
[00:18:55.840 --> 00:19:00.560]  那祈禱就成為了一支魔術棒
[00:19:00.560 --> 00:19:04.000]  但是如果主權是交給上帝的
[00:19:04.000 --> 00:19:07.120]  由上帝去給的話
[00:19:07.120 --> 00:19:08.720]  這個就不是魔術棒了
[00:19:08.720 --> 00:19:12.320]  這個就叫做神蹟
[00:19:12.320 --> 00:19:16.480]  等於祈禱是一種降伏
[00:19:16.480 --> 00:19:20.560]  禱告不是你要什麼就有什麼
[00:19:20.560 --> 00:19:24.640]  禱告是你更多明白上帝的心意
[00:19:24.640 --> 00:19:26.800]  我想在我生命裡面
[00:19:26.800 --> 00:19:29.040]  不蒙英韻的禱告
