
[00:00:00.000 --> 00:00:02.400]  今個月語道自見的經卷是哪一卷呢?
[00:03:15.160 --> 00:03:18.600]  保羅就寫了貼薩羅尼加的前書
[00:03:18.600 --> 00:03:23.080]  貼薩羅尼加的前書我們很簡單地去看
[00:03:23.080 --> 00:03:25.800]  我們看到第一章是保羅的感恩和稱讚
[00:03:25.800 --> 00:03:28.320]  第二章就馬上澄清了
[00:03:28.320 --> 00:03:30.280]  在保羅離開之後
[00:03:30.280 --> 00:03:33.240]  猶太人所說的一些重傷
[00:03:33.240 --> 00:03:35.200]  甚至是抹黑保羅的事情
[00:03:35.200 --> 00:03:36.160]  你看看
[00:03:36.160 --> 00:03:38.080]  這不過是一些酒光會而已
[00:03:38.080 --> 00:03:39.440]  只是吃飯而已
[00:03:39.440 --> 00:03:40.960]  有什麼風吹草動就離開了
[00:03:40.960 --> 00:03:42.440]  有沒有回來呢?
[00:03:42.440 --> 00:03:43.520]  他一點愛心都沒有
[00:03:43.520 --> 00:03:44.320]  一點都不是神聖
[00:03:44.320 --> 00:03:45.760]  他只有「港」字
[00:03:45.760 --> 00:03:47.600]  所以保羅就要澄清這些事情
[00:03:47.600 --> 00:03:50.880]  也勉勵雖然他們的師父
[00:03:50.880 --> 00:03:52.120]  雖然他們的使徒
[00:03:52.120 --> 00:03:53.600]  雖然宣教隊伍不在身邊
[00:03:53.600 --> 00:03:55.440]  但仍然要堅守主道
[00:03:55.440 --> 00:03:56.880]  繼續去成長、成性
[00:03:56.880 --> 00:03:58.560]  也教導一些主在來的
[00:03:58.560 --> 00:03:59.880]  在兩方面說
[00:03:59.880 --> 00:04:01.120]  不用那麼擔心
[00:04:01.120 --> 00:04:02.480]  離世的信徒
[00:04:02.480 --> 00:04:03.680]  當主在來的時候
[00:04:03.680 --> 00:04:05.000]  都要復活
[00:04:05.000 --> 00:04:06.160]  仍然在世的
[00:04:06.160 --> 00:04:07.160]  要準備好
[00:04:07.160 --> 00:04:10.000]  去期盼營建這個復活的主
[00:04:10.000 --> 00:04:13.280]  信寫了沒多久之後
[00:04:13.280 --> 00:04:15.480]  經過一段短的時間
[00:04:15.480 --> 00:04:20.160]  保羅發覺前書
[00:04:20.160 --> 00:04:23.120]  沒有發揮到他心目中預期的果後
[00:04:23.120 --> 00:04:24.600]  而在這段時間當中
[00:04:24.600 --> 00:04:26.320]  他也收到消息、收到消息
[00:04:26.320 --> 00:04:27.400]  就是說
[00:04:27.400 --> 00:04:29.840]  有些人是把保羅所教導的東西
[00:04:29.840 --> 00:04:31.160]  斷章取義
[00:04:31.160 --> 00:04:34.880]  甚至是假冒保羅寫一些書信
[00:04:34.880 --> 00:04:38.400]  去搞擾初信的教會
[00:04:38.400 --> 00:04:41.040]  其中一些就是說
[00:04:41.040 --> 00:04:42.120]  主耶穌回來了
[00:04:42.120 --> 00:04:42.800]  你不知道嗎?
[00:04:42.800 --> 00:04:44.520]  為什麼你還在這裡?
[00:04:44.520 --> 00:04:47.280]  這些信徒聽到很驚訝
[00:04:47.280 --> 00:04:48.320]  主回來了
[00:04:48.320 --> 00:04:49.280]  我還在這裡
[00:04:49.280 --> 00:04:52.040]  就是我錯過了尾班車
[00:04:52.040 --> 00:04:54.520]  有沒有試過送尾班車、尾班船?
[00:04:54.520 --> 00:04:56.120]  那你最糟糕
[00:04:56.120 --> 00:04:58.120]  明天早上也有船、有車的
[00:04:58.120 --> 00:04:59.400]  偶爾在一些鄉下的地方
[00:04:59.400 --> 00:05:00.920]  可能要等三天
[00:05:00.920 --> 00:05:03.600]  但是如果你看過一些紀錄片
[00:05:03.600 --> 00:05:07.560]  說到當北越和越共
[00:05:07.560 --> 00:05:10.840]  進逼去首都西貢市的時候
[00:05:10.840 --> 00:05:13.240]  所有的美軍撤退
[00:05:13.240 --> 00:05:16.520]  很多幫過美軍對付越共和北越的人
[00:05:16.520 --> 00:05:19.400]  都跑去美國領事館
[00:05:19.400 --> 00:05:23.120]  等候撤僑的直升機撤走
[00:05:23.120 --> 00:05:25.240]  美軍的守衛一直安撫他們
[00:05:25.240 --> 00:05:26.480]  放心
[00:05:26.480 --> 00:05:27.720]  我們一直會派直升機
[00:05:27.720 --> 00:05:31.320]  撤走所有人才能為止
[00:05:31.320 --> 00:05:33.680]  飛下一架
[00:05:33.680 --> 00:05:35.000]  慢慢發覺
[00:05:35.000 --> 00:05:38.680]  最後一個穿制服的守衛
[00:05:38.680 --> 00:05:40.360]  上了飛機之後
[00:05:40.360 --> 00:05:44.760]  繼續望天,看不到直升機降落
[00:05:44.760 --> 00:05:48.520]  在影片當中所見到的越南人
[00:05:48.520 --> 00:05:50.160]  連坐在那裡看電視的人
[00:05:50.160 --> 00:05:54.320]  都感受到那種無望、驚惶
[00:05:54.320 --> 00:05:57.080]  你想想那些搞擾信徒的
[00:05:57.080 --> 00:05:58.880]  令那些初信者多慘
[00:05:58.880 --> 00:06:00.080]  主來了
[00:06:00.080 --> 00:06:01.320]  你還信耶穌來做什麼?
[00:06:01.320 --> 00:06:03.240]  都不關你的事,沒你的份
[00:06:03.240 --> 00:06:04.920]  信回猶太教
[00:06:04.920 --> 00:06:08.040]  所以保羅就要馬上再寫後書
[00:06:08.040 --> 00:06:11.600]  告訴他們一些重要的訊息
[00:06:11.600 --> 00:06:12.760]  第一章
[00:06:12.760 --> 00:06:14.120]  貼在來家後書的第一章
[00:06:14.120 --> 00:06:17.200]  是一些問安、感恩和勉勵的說話
[00:06:17.200 --> 00:06:19.320]  在第二章的時候
[00:06:19.320 --> 00:06:20.280]  講清楚
[00:06:20.280 --> 00:06:21.760]  基督再來的徵兆
[00:06:21.760 --> 00:06:22.800]  這些事情都還沒發生
[00:06:22.800 --> 00:06:24.640]  主耶穌還沒回來
[00:06:24.640 --> 00:06:25.880]  不要聽他們說
[00:06:25.880 --> 00:06:27.520]  所以繼續要堅忍
[00:06:27.520 --> 00:06:28.640]  堅守你的信仰
[00:06:28.640 --> 00:06:31.040]  也警戒在主回來之前
[00:06:31.040 --> 00:06:32.200]  要勤勞作工
[00:06:32.200 --> 00:06:33.560]  不要想著不用做
[00:06:33.560 --> 00:06:35.280]  不是下一秒鐘回來
[00:06:35.280 --> 00:06:37.520]  不過什麼時候回來我們不知道
[00:06:37.520 --> 00:06:39.760]  最後第三章十六至十八節
[00:06:39.760 --> 00:06:41.840]  就是一些祝福和結語
[00:06:41.840 --> 00:06:46.760]  貼在來家後書
[00:06:46.760 --> 00:06:50.800]  剛才主席跟我們讀了一章三至十二節
[00:06:50.800 --> 00:06:54.040]  如果我們將集中力注意在第五節和第十一節
[00:06:54.040 --> 00:06:55.720]  我們看到保羅說
[00:06:55.720 --> 00:06:58.360]  「這正是神公義判斷的明證
[00:06:58.360 --> 00:07:01.200]  叫你們可算配得神的國
[00:07:01.200 --> 00:07:03.520]  你們就是為這國受苦」
[00:07:03.520 --> 00:07:04.560]  然後十一節
[00:07:04.560 --> 00:07:06.320]  好像一個回應
[00:07:06.320 --> 00:07:08.480]  「因此我們常為你們禱告
[00:07:08.480 --> 00:07:13.160]  願我們的神看你們配得過所夢的照」
[00:07:13.160 --> 00:07:17.680]  重複的「配得」成為我今天的講題
[00:07:17.680 --> 00:07:19.560]  「配得上神的國」
[00:07:19.560 --> 00:07:22.880]  保羅的書信
[00:07:22.880 --> 00:07:25.520]  很多時候都以一個感恩的讚頌開始
[00:07:25.520 --> 00:07:30.720]  在貼在來家後書和貼在來家前書
[00:07:30.720 --> 00:07:33.480]  一章三至四節不約而同
[00:07:33.480 --> 00:07:38.040]  保羅都在當中稱讚貼在來家後書的教會
[00:07:38.040 --> 00:07:42.080]  如果我們將事實放在這裡
[00:07:42.080 --> 00:07:44.680]  我第一章要講的就是
[00:07:44.680 --> 00:07:47.800]  「活出配得稱讚的真實信仰」
[00:07:47.800 --> 00:07:51.280]  所以我將貼前和貼後的一章三至四節
[00:07:51.280 --> 00:07:52.480]  並排放在這裡
[00:07:52.480 --> 00:07:53.880]  我們就很清楚看到了
[00:07:53.880 --> 00:07:55.480]  保羅所稱讚的
[00:07:55.480 --> 00:08:00.040]  不是一些很虛無縹緲的事
[00:08:00.040 --> 00:08:02.880]  確是一些看得到、感受得到
[00:08:02.880 --> 00:08:06.480]  可以說出來分享的信、望、愛三樣東西
[00:08:06.480 --> 00:08:09.360]  保羅的神學或書信一再告訴我們
[00:08:09.360 --> 00:08:12.360]  信、望、愛在保羅來說
[00:08:12.360 --> 00:08:17.480]  是信仰一些很實在、很真實、很重要的事情
[00:08:17.480 --> 00:08:22.360]  前書一章三節所說的
[00:08:22.360 --> 00:08:24.280]  他們這些初信的信徒
[00:08:24.280 --> 00:08:26.080]  信心不是說的
[00:08:26.080 --> 00:08:28.160]  信心是從他們所做的功夫當中
[00:08:28.160 --> 00:08:30.280]  顯現到他們真的有信心
[00:08:30.280 --> 00:08:32.600]  去到後書的時候看到有一個進程
[00:08:32.600 --> 00:08:35.880]  不僅是有,而是格外的增長
[00:08:35.880 --> 00:08:37.680]  愛心也是
[00:08:37.680 --> 00:08:40.280]  前書是說愛心所受的勞苦
[00:08:40.280 --> 00:08:45.280]  後書說我的愛心是眾人的相愛也都充足
[00:08:45.280 --> 00:08:48.080]  簡單來說,俗語來說,不是有那麼簡單
[00:08:48.080 --> 00:08:49.080]  是多
[00:08:49.080 --> 00:08:50.280]  多到什麼程度呢?
[00:08:50.280 --> 00:08:51.280]  多到不滿舍
[00:08:51.280 --> 00:08:52.280]  多到爆棚
[00:08:52.280 --> 00:08:53.680]  多到是人都知道
[00:08:53.680 --> 00:08:56.480]  不只是一個,而是彼此相愛
[00:08:56.480 --> 00:08:59.680]  各人的信心是格外的增長
[00:08:59.680 --> 00:09:02.480]  前書說的是盼望主耶穌基督的忍耐
[00:09:02.480 --> 00:09:05.080]  後書說的是忍受一切的患難
[00:09:05.080 --> 00:09:08.080]  仍然繼續忍耐和信心
[00:09:08.080 --> 00:09:11.080]  包括那些假書信說
[00:09:11.080 --> 00:09:12.680]  主耶穌基督來了也好
[00:09:12.680 --> 00:09:15.480]  都仍然是存忍耐的心
[00:09:15.480 --> 00:09:22.080]  保羅稱讚帖撒羅尼加的信徒
[00:09:22.080 --> 00:09:25.880]  教會在信望愛這方面的表現
[00:09:25.880 --> 00:09:28.080]  不僅是帖撒羅尼加教會
[00:09:28.080 --> 00:09:29.680]  是很多書信一再提的
[00:09:29.680 --> 00:09:31.480]  特別想和大家介紹一下
[00:09:31.480 --> 00:09:33.880]  保羅所說的一番話
[00:09:33.880 --> 00:09:35.880]  保羅所說的一章三至六節
[00:09:35.880 --> 00:09:37.680]  保羅說:我們感謝神
[00:09:37.680 --> 00:09:39.480]  我們主耶穌基督的父
[00:09:39.480 --> 00:09:41.280]  上上為你們禱告
[00:09:41.280 --> 00:09:45.080]  因聽見你們對基督耶穌律的信心
[00:09:45.080 --> 00:09:47.480]  並向眾生徒的愛心
[00:09:47.480 --> 00:09:50.280]  是為那給你存留在天上的盼望
[00:09:50.280 --> 00:09:52.680]  這盼望就是你們從前
[00:09:52.680 --> 00:09:55.680]  在福音真理的道上所聽見的
[00:09:55.680 --> 00:09:58.480]  不僅稱讚,還有註釋
[00:09:58.480 --> 00:10:01.480]  福音傳到人那裡,也傳到普天之下
[00:10:01.480 --> 00:10:03.080]  並且結果增長
[00:10:03.080 --> 00:10:05.880]  如同在你們中間自從你們聽見福音
[00:10:05.880 --> 00:10:08.880]  真知道神恩惠的日子一樣
[00:10:08.880 --> 00:10:11.680]  簡單來說,保羅差不多可以告訴你
[00:10:11.680 --> 00:10:16.480]  福音的重要性和福音的果效
[00:10:16.480 --> 00:10:19.280]  保羅指出,聽見福音真道
[00:10:19.280 --> 00:10:21.280]  聽見當然不是聽見聲音
[00:10:21.280 --> 00:10:25.080]  而是聽了進去,接受了所聽見的福音
[00:10:25.080 --> 00:10:30.680]  之後結果子,結出了信心、愛心和盼望
[00:10:30.680 --> 00:10:35.680]  當聽了福音結出這些果子之後
[00:10:35.680 --> 00:10:38.680]  就會以這幾個果子作為基礎
[00:10:38.680 --> 00:10:40.480]  將福音傳開
[00:10:40.480 --> 00:10:43.080]  以致聽到這些福音的人
[00:10:43.080 --> 00:10:44.280]  就會重覆那一樣東西
[00:10:44.280 --> 00:10:49.080]  聽到之後就會生出了信心、愛心和盼望
[00:10:49.080 --> 00:10:51.880]  保羅所說的
[00:10:51.880 --> 00:10:54.880]  福音的果效是很實際的
[00:10:55.480 --> 00:10:57.280]  基乎保羅所說的
[00:10:57.280 --> 00:11:02.280]  從信徒在信了耶穌、接受了耶穌之後
[00:11:02.280 --> 00:11:06.480]  結出來看得到的信、望、愛的表現
[00:11:06.480 --> 00:11:10.880]  就可以鑒別這個人是否真的信耶穌
[00:11:10.880 --> 00:11:14.280]  是否真的跟從耶穌基督
[00:11:14.280 --> 00:11:17.080]  從他結出來的果子就看得到
[00:11:17.080 --> 00:11:20.680]  就好像一粒麥子掉在地裡
[00:11:20.680 --> 00:11:22.880]  就會長出一棵小麥的植物
[00:11:22.880 --> 00:11:26.480]  這棵小麥就會繼續結出很多的麥子
[00:11:26.480 --> 00:11:28.480]  這些麥子又會再結在地上
[00:11:28.480 --> 00:11:29.880]  又長出很多棵的麥子
[00:11:29.880 --> 00:11:31.680]  又繼續生出很多種子
[00:11:31.680 --> 00:11:33.480]  又繼續重覆、重覆
[00:11:33.480 --> 00:11:35.080]  不斷地增生
[00:11:35.080 --> 00:11:37.080]  就是福音的果效
[00:11:37.080 --> 00:11:38.680]  所以傳到普天之下
[00:11:38.680 --> 00:11:40.280]  都會結果增長
[00:11:40.280 --> 00:11:44.680]  貼薩羅尼加的教會
[00:11:44.680 --> 00:11:46.280]  就是一個這樣的教會
[00:11:46.280 --> 00:11:47.280]  弟兄姊妹
[00:11:47.280 --> 00:11:49.680]  我們這個教會的弟兄姊妹
[00:11:49.680 --> 00:11:50.680]  是不是呢?
[00:11:50.680 --> 00:11:52.680]  有部分的弟兄姊妹
[00:11:52.680 --> 00:11:54.880]  我們很清楚看到她的信心
[00:11:54.880 --> 00:11:56.480]  愛心和盼望的表現
[00:11:56.480 --> 00:11:57.480]  是很清楚的
[00:11:57.480 --> 00:11:59.880]  有部分的可能是被人遮住了
[00:11:59.880 --> 00:12:01.480]  看得不是很清楚
[00:12:01.480 --> 00:12:02.880]  有部分可能她表現了
[00:12:02.880 --> 00:12:04.480]  不過好像我這樣盲的
[00:12:04.480 --> 00:12:06.480]  我看到台下所有的人
[00:12:06.480 --> 00:12:08.680]  樣子其實看不到的
[00:12:08.680 --> 00:12:10.080]  我只看到一個人坐在那裡
[00:12:10.080 --> 00:12:11.280]  是我自己的眼光不好
[00:12:11.280 --> 00:12:12.480]  不是她沒有表現
[00:12:12.480 --> 00:12:14.080]  不過無論如何
[00:12:14.080 --> 00:12:16.680]  保羅的感謝提醒我們
[00:12:16.680 --> 00:12:19.480]  福音的果子不是說的
[00:12:19.480 --> 00:12:21.680]  真正接受耶穌基督的人
[00:12:21.680 --> 00:12:23.680]  是要結出信心
[00:12:23.680 --> 00:12:25.880]  愛心和盼望的果子
[00:12:25.880 --> 00:12:27.680]  以致我們帶著這些果子
[00:12:27.680 --> 00:12:31.280]  去將這些信心、愛心、盼望的源頭
[00:12:31.280 --> 00:12:32.480]  將福音傳給人
[00:12:32.480 --> 00:12:34.480]  以致能夠結出更多的果子
[00:12:34.480 --> 00:12:35.880]  不斷去增生
[00:12:35.880 --> 00:12:39.480]  不斷去繼續去增進
[00:12:39.480 --> 00:12:41.680]  不斷地重複這個循環
[00:12:41.680 --> 00:12:43.080]  以致更多的人
[00:12:43.080 --> 00:12:44.880]  能夠得著這個福音
[00:12:44.880 --> 00:12:46.080]  進入天國
[00:12:46.080 --> 00:12:47.280]  以致
[00:12:47.280 --> 00:12:49.480]  不單止我們
[00:12:50.080 --> 00:12:53.080]  他們都能夠因著這些繼續生長的時候
[00:12:53.080 --> 00:12:54.480]  將更多的人帶進天國
[00:12:54.480 --> 00:12:55.880]  叫神得著榮耀
[00:12:55.880 --> 00:13:00.880]  也將我們的信心、愛心和盼望
[00:13:00.880 --> 00:13:03.680]  成為別人的稱讚
[00:13:03.680 --> 00:13:05.680]  配得上神的國
[00:13:05.680 --> 00:13:09.680]  第二點跟大家分享的
[00:13:09.680 --> 00:13:12.880]  就是為神的國受苦是配得上神的國
[00:13:12.880 --> 00:13:18.680]  不要忘記
[00:13:18.680 --> 00:13:21.280]  接受羅尼加前後書的背景
[00:13:21.280 --> 00:13:23.080]  是一世紀的時候
[00:13:23.080 --> 00:13:25.280]  一世紀的時候是什麼時候?
[00:13:25.280 --> 00:13:27.480]  是羅馬帝國的時代
[00:13:27.480 --> 00:13:29.480]  羅馬帝國時代
[00:13:29.480 --> 00:13:30.480]  So what?
[00:13:30.480 --> 00:13:31.880]  不要忘記
[00:13:31.880 --> 00:13:34.480]  公元前七八多年
[00:13:34.480 --> 00:13:37.480]  北角以色列
[00:13:37.480 --> 00:13:39.080]  南角猶大
[00:13:39.080 --> 00:13:40.680]  已經滅國
[00:13:40.680 --> 00:13:42.480]  成為
[00:13:46.480 --> 00:13:50.880]  巴比倫帝國吞併了
[00:13:50.880 --> 00:13:53.680]  巴比倫帝國轉後
[00:13:53.680 --> 00:13:56.680]  又被馬太波斯吞併了
[00:13:56.680 --> 00:13:58.880]  輾轉到了羅馬時代
[00:13:58.880 --> 00:14:00.480]  你可以想一下
[00:14:00.480 --> 00:14:02.080]  猶大是什麼人?
[00:14:02.080 --> 00:14:04.480]  亡國的國主
[00:14:04.480 --> 00:14:08.480]  又成為別一個國家的吞併的一部分
[00:14:08.480 --> 00:14:10.880]  所以他們只是三、四等的
[00:14:10.880 --> 00:14:13.680]  市民
[00:14:13.680 --> 00:14:14.880]  沒有什麼地位
[00:14:15.080 --> 00:14:17.680]  因為他們只是被征服的民族
[00:14:17.680 --> 00:14:19.880]  所以
[00:14:19.880 --> 00:14:22.080]  不到你說喜歡什麼就做什麼
[00:14:22.080 --> 00:14:24.480]  而在羅馬人來說
[00:14:24.480 --> 00:14:25.480]  該殺
[00:14:25.480 --> 00:14:27.080]  就如同神明一樣
[00:14:27.080 --> 00:14:28.080]  不是如同
[00:14:28.080 --> 00:14:29.480]  就是神
[00:14:29.480 --> 00:14:32.080]  因為該殺根本有個廟去敬拜祂
[00:14:32.080 --> 00:14:33.480]  所以當
[00:14:33.480 --> 00:14:36.080]  基督信仰的人說
[00:14:36.080 --> 00:14:37.080]  我不拜其他神
[00:14:37.080 --> 00:14:38.080]  我不跪拜
[00:14:38.080 --> 00:14:40.480]  你不拜該殺就糟糕了
[00:14:40.480 --> 00:14:43.080]  羅馬人怎麼會放過你?
[00:14:45.680 --> 00:14:46.680]  而當代
[00:14:46.680 --> 00:14:48.680]  傳福音的人
[00:14:48.680 --> 00:14:51.480]  是走去猶太教的會堂傳教
[00:14:51.480 --> 00:14:53.080]  將猶太教裡面
[00:14:53.080 --> 00:14:55.080]  在拜猶太教
[00:14:55.080 --> 00:14:57.080]  在跟猶太教的人
[00:14:57.080 --> 00:14:59.080]  轉信基督耶穌
[00:14:59.080 --> 00:15:01.080]  所以猶太教沒有理由說
[00:15:01.080 --> 00:15:02.080]  謝謝你
[00:15:02.080 --> 00:15:02.880]  不會的
[00:15:02.880 --> 00:15:05.080]  一定是迪士保羅宣教隊伍
[00:15:05.080 --> 00:15:07.280]  甚至所有信耶穌基督的
[00:15:07.280 --> 00:15:10.680]  尤其是一些轉信耶穌基督的猶太人
[00:15:10.680 --> 00:15:13.280]  所以猶太教的逼迫是真實的
[00:15:13.280 --> 00:15:14.480]  是必然的
[00:15:15.480 --> 00:15:16.480]  加上
[00:15:16.480 --> 00:15:18.480]  當時的猶太教
[00:15:18.480 --> 00:15:20.480]  是有很多的優勢
[00:15:20.480 --> 00:15:22.480]  為什麼?
[00:15:22.480 --> 00:15:24.480]  因為羅馬的政權
[00:15:24.480 --> 00:15:26.480]  是猜拳一個假猶太人
[00:15:26.480 --> 00:15:28.480]  成為了管治
[00:15:28.480 --> 00:15:30.480]  猶太地區
[00:15:30.480 --> 00:15:32.480]  的希律王
[00:15:32.480 --> 00:15:33.480]  希律王不是猶太人
[00:15:33.480 --> 00:15:35.480]  希律王只是一個以東人
[00:15:35.480 --> 00:15:36.480]  但是他成為
[00:15:36.480 --> 00:15:38.480]  管治猶太地區的人的時候
[00:15:38.480 --> 00:15:40.480]  有王的時候
[00:15:40.480 --> 00:15:41.480]  就有很多
[00:15:41.480 --> 00:15:43.480]  以邦政權的人
[00:15:43.480 --> 00:15:45.480]  去了希律那邊
[00:15:45.480 --> 00:15:47.480]  《新約聖經》我們讀過了
[00:15:47.480 --> 00:15:49.480]  希律黨的人
[00:15:49.480 --> 00:15:51.480]  更加重要的是
[00:15:51.480 --> 00:15:53.480]  羅馬政府是
[00:15:53.480 --> 00:15:55.480]  成立一個
[00:15:55.480 --> 00:15:57.480]  猶大公會
[00:15:57.480 --> 00:15:59.480]  以
[00:15:59.480 --> 00:16:01.480]  以同類的人來管治你
[00:16:01.480 --> 00:16:03.480]  猶大公會的組成
[00:16:03.480 --> 00:16:05.480]  是由祭司長
[00:16:05.480 --> 00:16:08.480]  祭司、文士、法利賽人
[00:16:08.480 --> 00:16:10.480]  一群猶太教的領袖
[00:16:10.480 --> 00:16:13.280]  成為了猶太的公會
[00:16:13.280 --> 00:16:15.280]  去處理一切的文士
[00:16:15.280 --> 00:16:17.280]  和所有宗教的事務
[00:16:17.280 --> 00:16:18.280]  你想一想
[00:16:18.280 --> 00:16:19.280]  一群猶太教的人士
[00:16:19.280 --> 00:16:21.280]  去處理宗教的事務
[00:16:21.280 --> 00:16:23.280]  基督徒你還有地方站?
[00:16:23.280 --> 00:16:25.280]  所以一世紀的時代
[00:16:25.280 --> 00:16:26.280]  不單是貼薩羅尼加教會
[00:16:26.280 --> 00:16:28.280]  所有耶穌基督的教會
[00:16:28.280 --> 00:16:30.280]  是必然受到猶太教
[00:16:30.280 --> 00:16:32.280]  和羅馬的逼迫
[00:16:32.280 --> 00:16:34.280]  並不是我們今天想像中
[00:16:34.280 --> 00:16:36.280]  那麼簡單
[00:16:36.280 --> 00:16:40.280]  所以在貼薩羅尼加
[00:16:40.280 --> 00:16:42.280]  侯書一章六節到十節
[00:16:42.280 --> 00:16:44.280]  保羅在當中勉勵信徒
[00:16:44.280 --> 00:16:46.280]  忍受各樣的迫迫
[00:16:46.280 --> 00:16:47.280]  主耶穌未來
[00:16:47.280 --> 00:16:49.280]  不過當主耶穌再來的時候
[00:16:49.280 --> 00:16:51.280]  所進行的白色大寶座的審判
[00:16:51.280 --> 00:16:53.280]  一定會分得清楚
[00:16:53.280 --> 00:16:55.280]  哪些是迫迫來的人
[00:16:55.280 --> 00:16:57.280]  哪些是堅守信仰的人
[00:16:57.280 --> 00:16:59.280]  哪些是山羊
[00:16:59.280 --> 00:17:00.280]  哪些是綿羊
[00:17:00.280 --> 00:17:02.280]  哪些是麥子
[00:17:02.280 --> 00:17:03.280]  哪些是弊子
[00:17:03.280 --> 00:17:05.280]  哪些是假冒為義假基督徒
[00:17:05.280 --> 00:17:07.280]  哪些是真真正正
[00:17:07.280 --> 00:17:09.280]  持守信仰忠心到底的人
[00:17:09.280 --> 00:17:11.280]  就好像羅馬書一章七節到八節所說的
[00:17:11.280 --> 00:17:14.280]  凡行深善
[00:17:14.280 --> 00:17:16.280]  尋求榮耀尊貴
[00:17:16.280 --> 00:17:18.280]  以及不能扭壞之福的
[00:17:18.280 --> 00:17:20.280]  就要永生報應他們
[00:17:20.280 --> 00:17:22.280]  惟有結黨不順從真理
