
[00:00:00.000 --> 00:00:03.020]  大家好,又一齊讀聖經
[00:04:05.420 --> 00:04:15.420]  例如在我這裏劈柴,拿著斧頭劈
[00:04:15.420 --> 00:04:20.420]  斧頭斷了,那塊鐵飛了出去
[00:04:20.420 --> 00:04:28.420]  剛好打到另一個人,他暈倒,死了
[00:04:28.420 --> 00:04:34.420]  又或者我拿刀斬樹枝,刀飛了出來,插死了人
[00:04:34.420 --> 00:04:41.420]  又或者我無心地斬東西,掉下來打死一個人之類
[00:04:41.420 --> 00:04:46.420]  總之就是無心而誤殺人,家人要追溯他的命
[00:04:46.420 --> 00:04:52.420]  這個人就可以逃到屠城,逃避報血仇人的地方
[00:04:52.420 --> 00:04:58.420]  那殺人的要逃到這些城中的一座城
[00:04:58.420 --> 00:05:03.420]  設立了城,去到的時候站在城門口
[00:05:03.420 --> 00:05:08.420]  站在城門口的原因就是
[00:05:08.420 --> 00:05:16.420]  因為當日以往那些管理城的人,他們是坐在城門口的
[00:05:16.420 --> 00:05:20.420]  一來看著誰進來,什麼人在哪裏來
[00:05:20.420 --> 00:05:26.420]  或者在一個固定的地方,人們要去那裏報告訊息
[00:05:26.420 --> 00:05:32.420]  有什麼要判斷,他打爛了我的東西,我要他賠償,他不肯賠償
[00:05:32.420 --> 00:05:38.420]  去找人做審判的時候,做公道的時候,都去城門口
[00:05:38.420 --> 00:05:44.420]  所以在城門口做官的人,做判斷的人就在那裏
[00:05:44.420 --> 00:05:50.420]  去到城門口,就將你的事給城內的長老講給他聽
[00:05:50.420 --> 00:05:54.420]  長老是否一定坐在城門口呢?可能是,或者不是
[00:05:54.420 --> 00:05:58.420]  可能有當值的坐,又或者有其他官員坐
[00:05:58.420 --> 00:06:03.420]  不過,你是來幹什麼的?我就是不小心誤殺了人
[00:06:03.420 --> 00:06:07.420]  我知道這是屠城,所以我來這裏想避一下
[00:06:07.420 --> 00:06:12.420]  你等等,我先叫長老來,或者先帶他去長老那裏
[00:06:12.420 --> 00:06:18.420]  他們就把他收進城裏,給他地方,使他住在他們中間
[00:06:18.420 --> 00:06:24.420]  他裏面的長老知道之後,如果他是誤殺人的
[00:06:24.420 --> 00:06:29.420]  就要給他地方住,供應他住,還有讓他住在這裏
[00:06:29.420 --> 00:06:33.420]  就收留了他,那不就很划算了,殺了人就跑去那裏
[00:06:33.420 --> 00:06:38.420]  然後說,哎呀,我誤殺,這樣就不是了
[00:06:38.420 --> 00:06:43.420]  若是報血仇的人追了他來,長老就不能夠說
[00:06:43.420 --> 00:06:46.420]  這樣嗎?他在這裏,你去捉他吧,不行
[00:06:46.420 --> 00:06:50.420]  長老不可將他交在報血仇的手裏
[00:06:50.420 --> 00:06:54.420]  因為他是素無仇恨,這是條件來的
[00:06:54.420 --> 00:06:59.420]  素無仇恨,是無心殺了人的
[00:06:59.420 --> 00:07:06.420]  什麼意思?都說了,斬個斧頭飛了出去就打死了人
[00:07:06.420 --> 00:07:14.420]  這些是無心殺了人的,因為他是素無仇恨的
[00:07:14.420 --> 00:07:20.420]  或者他安裝了陷阱,捉野獸,誰知道會掉下去
[00:07:20.420 --> 00:07:25.420]  素無仇恨,這樣就算了,留意
[00:07:25.420 --> 00:07:31.420]  他要住在那城裏,他不能離開
[00:07:31.420 --> 00:07:37.420]  第二,他要做的不是誤殺,我要找地方躲,你收留我吧
[00:07:37.420 --> 00:07:47.420]  是要先見了長老,他還要站在匯眾面前聽審判
[00:07:47.420 --> 00:07:51.420]  即是說他不是就這樣走去算的,不是這麼簡單的
[00:07:51.420 --> 00:07:56.420]  你不要利用這樣躲起來,我無心殺了人
[00:07:56.420 --> 00:08:03.420]  我跟那個人素無仇恨,不過那個斧頭飛了出去
[00:08:03.420 --> 00:08:08.420]  真是不好意思,我都很內疚,唯有跑來這裏
[00:08:08.420 --> 00:08:13.420]  他要聽審,要審他,真是假的
[00:08:13.420 --> 00:08:18.420]  你怎會這樣做,你的斧頭飛了多久,那個人走到哪裏
[00:08:18.420 --> 00:08:24.420]  當時怎樣發生,就要問他,在匯眾面前
[00:08:24.420 --> 00:08:28.420]  即是說有旁聽的人,一起聽
[00:08:28.420 --> 00:08:37.420]  第二,站在匯眾面前聽審判,這個步驟是一定要做的
[00:08:37.420 --> 00:08:42.420]  不是就這樣隨便說,我是誤殺,這樣行不行
[00:08:42.420 --> 00:08:49.420]  如果就算經過審判發覺是了,他就要在城裏不可以出來
[00:08:49.420 --> 00:08:56.420]  等到那時的大祭司死了,當年整個以色列只有一個大祭司
[00:08:56.420 --> 00:09:03.420]  你要在城裏住到多久呢,就要住到大祭司死了
[00:09:03.420 --> 00:09:09.420]  當時的大祭司很重要,他們覺得大祭司代表一個年代
[00:09:09.420 --> 00:09:16.420]  大祭司的年代過了,新的年代開始,你有機會可以出來
[00:09:16.420 --> 00:09:22.420]  大祭司死了,殺人的才可以回到本城本家
[00:09:22.420 --> 00:09:27.420]  就是他所逃出來的那城,他由本城本家在那裏
[00:09:27.420 --> 00:09:30.420]  說殺了人,不殺,所以跑出來
[00:09:30.420 --> 00:09:35.420]  等大祭司死了,他才可以回到他本身自己的家鄉
[00:09:35.420 --> 00:09:41.420]  問題就是,如果大祭司年紀很老了
[00:09:41.420 --> 00:09:45.420]  走進逃城那裏避,很短時間大祭司死了
[00:09:45.420 --> 00:09:50.420]  他就可以回到家裏,回到家裏家人還可以追殺他
[00:09:50.420 --> 00:09:55.420]  其他對方的家人是不可以了,因為他進了逃城
[00:09:55.420 --> 00:09:59.420]  大祭司死了,他就可以回到家裏,沒事了
[00:09:59.420 --> 00:10:04.420]  那就很值得了,因為他是無心殺人
[00:10:04.420 --> 00:10:12.420]  神要眷顧庇護這些無心殺人,不能說這件事是意外
[00:10:12.420 --> 00:10:20.420]  如果大祭司新上任,很年輕又很強壯,那怎麼辦呢?
[00:10:20.420 --> 00:10:23.420]  等,我死他都還沒死,那怎麼辦呢?
[00:10:23.420 --> 00:10:28.420]  那你就先死吧,出不來了,這裏講得很清楚
[00:10:28.420 --> 00:10:34.420]  於是以色列人就拿了城出來
[00:10:34.420 --> 00:10:40.420]  在拿忽他利支派的地方有基底斯
[00:10:40.420 --> 00:10:43.420]  以法連的地方有士劍
[00:10:43.420 --> 00:10:47.420]  猶大的山地有希伯倫
[00:10:47.420 --> 00:10:50.420]  以前叫基列亞巴,大家記得了
[00:10:50.420 --> 00:10:56.420]  呂便支派,即是劉便支派,在平原有比色
[00:10:56.420 --> 00:11:02.420]  在迦德支派有拉末
[00:11:02.420 --> 00:11:06.420]  馬拿西支派有哥蘭,有六個地方
[00:11:06.420 --> 00:11:10.420]  這六個地方分佈在哪裏,以色列的屠城呢?
[00:11:10.420 --> 00:11:17.420]  地中海、約旦河、加利利海、死海
[00:11:17.420 --> 00:11:24.420]  約旦河的西有基底斯、士劍、希伯倫
[00:11:24.420 --> 00:11:27.420]  這個地方,這個地方,這個地方
[00:11:27.420 --> 00:11:32.420]  哥蘭在北邊,拉末在這裏,比色在這裏
[00:11:32.420 --> 00:11:37.420]  這個比較平原,約旦河這邊是平原,這邊是山地
[00:11:37.420 --> 00:11:41.420]  有六個地方,可以跑去那裏
[00:11:41.420 --> 00:11:49.420]  借刀是為以色列眾人和他們中間寄居的外人所分定的誠意
[00:11:49.420 --> 00:11:54.420]  以色列人可以跑去,住在那裏的外人
[00:11:54.420 --> 00:11:59.420]  有誤殺發生,無冤無仇的,不過意外
[00:11:59.420 --> 00:12:04.420]  他都可以跑去屠城,使誤殺的人可以屠到那裏
[00:12:04.420 --> 00:12:06.420]  不死在報血仇的人手中
[00:12:06.420 --> 00:12:12.420]  留意,等他站在匯眾面前聽審判
[00:12:12.420 --> 00:12:21.420]  留意,其實他是進了去,聽一次審判
[00:12:21.420 --> 00:12:24.420]  看來你都真的誤殺,好吧
[00:12:24.420 --> 00:12:29.420]  你就不小心意外發生,你住在這裏
[00:12:29.420 --> 00:12:36.420]  但是如果追殺他的血,追殺他的命的人來到的時候怎樣呢?
[00:12:36.420 --> 00:12:39.420]  知道他跑去那裏,哎呀,你是不是陳大文?
[00:12:39.420 --> 00:12:43.420]  他一斧頭飛出來,打死了我兒子
[00:12:43.420 --> 00:12:47.420]  我現在要他償命,血債血償
[00:12:47.420 --> 00:12:54.420]  這次不得了,他在我們這裏,現在我們先定下審判
[00:12:54.420 --> 00:12:58.420]  叫陳大文出來,叫匯眾出來,長老坐定在這裏
[00:12:58.420 --> 00:13:05.420]  好,你們雙方對質一下,說一下究竟發生了什麼事
[00:13:05.420 --> 00:13:10.420]  如果發覺原來他是騙了我們
[00:13:10.420 --> 00:13:13.420]  那個死者的家人來到說這件事
[00:13:13.420 --> 00:13:16.420]  原來不是誤殺,不是意外
[00:13:16.420 --> 00:13:21.420]  是謀殺有意的,哦,這樣不得了
[00:13:21.420 --> 00:13:27.420]  他就會將那個人交給他們,以命償命
[00:13:27.420 --> 00:13:32.420]  但是如果真的誤殺,人家可以挑戰你
[00:13:32.420 --> 00:13:38.420]  再審,好了,等他站在匯眾面前聽審判
[00:13:38.420 --> 00:13:45.420]  當時就是想保護一些意外不小心出了人命的人
[00:13:45.420 --> 00:13:51.420]  不至於以命償命,就看生命是否重要
[00:13:51.420 --> 00:13:56.420]  其實這個屠城,當時是有這樣的規矩神定的
[00:13:56.420 --> 00:13:59.420]  有些不值得,由於我們心裏覺得
[00:13:59.420 --> 00:14:02.420]  以牙還牙,以牙還牙,以命償命
[00:14:02.420 --> 00:14:05.420]  就讓他走進去,這樣就很不值得
[00:14:05.420 --> 00:14:09.420]  是呀,那誰拿主意,神拿主意的
[00:14:09.420 --> 00:14:12.420]  我想保護他,你們不要再追討了
[00:14:12.420 --> 00:14:16.420]  這個是神的心意,當時是這樣
[00:14:16.420 --> 00:14:19.420]  有沒有傻一點,不傻一點,當時是這樣
[00:14:19.420 --> 00:14:22.420]  大家都一致的,這樣就可以了
[00:14:22.420 --> 00:14:26.420]  因為這樣的條例,不只是保護那個人
[00:14:26.420 --> 00:14:30.420]  將來你也有機會可以無意
[00:14:30.420 --> 00:14:35.420]  無愁無怨,意外殺死了人,不知道
[00:14:35.420 --> 00:14:39.420]  譬如這樣,你也有這個優惠
[00:14:39.420 --> 00:14:42.420]  也可以有這個逃命的地方,就是屠城
[00:14:42.420 --> 00:14:46.420]  所以其實屠城是有某一個象徵的意義
[00:14:46.420 --> 00:14:50.420]  就是象徵你進去追命的人
[00:14:50.420 --> 00:14:54.420]  就不能夠再殺你了
[00:14:54.420 --> 00:14:58.420]  就好像進去也是一個逃避的地方
[00:14:58.420 --> 00:15:03.420]  有少少象徵著耶穌基督是保護了我們
[00:15:03.420 --> 00:15:06.420]  逃避了索命的人的血債
[00:15:06.420 --> 00:15:09.420]  有象徵的意義
[00:15:09.420 --> 00:15:14.420]  設立這個屠城,也當成他們的辦法是神設立的
[00:15:14.420 --> 00:15:19.420]  我當然不敢挑戰,當時可能覺得很合理也說不定
[00:15:19.420 --> 00:15:25.420]  沒得說了,意外也說不定
[00:15:25.420 --> 00:15:30.420]  說這件事給大家知道,當時是有這樣的事發生的
[00:15:30.420 --> 00:15:33.420]  就是設立了六個屠城
[00:15:33.420 --> 00:15:40.420]  設立屠城就是他們當時的一個法例
[00:15:40.420 --> 00:15:43.420]  或者一個practice
[00:15:43.420 --> 00:15:48.420]  是一個辦法給無意殺害了人的人
[00:15:48.420 --> 00:15:52.420]  有一個可以避開的機會
[00:15:52.420 --> 00:15:55.420]  只是意外
[00:15:55.420 --> 00:15:59.420]  你說是文明,也是很文明的
[00:15:59.420 --> 00:16:03.420]  也很對的,是對於生命的愛惜
[00:16:03.420 --> 00:16:07.420]  也是象徵著耶穌基督,好像屠城一樣
[00:16:07.420 --> 00:16:11.420]  任何的人去到裡面都是被赦免的
[00:16:11.420 --> 00:16:15.420]  當然屠城就是被那些無意殺人誤殺的
[00:16:15.420 --> 00:16:18.420]  而我們這些有罪的人去到耶穌基督那裡
[00:16:18.420 --> 00:16:23.420]  是同樣被保護,被尋索
[00:16:23.420 --> 00:16:26.420]  我們命的就不能夠追討到我們了
[00:16:26.420 --> 00:16:29.420]  是新的一個生命的開始
[00:16:29.420 --> 00:16:31.420]  我今天跟大家分享到這裡
[00:16:31.420 --> 00:16:34.420]  設立屠城是以色列歷史裡面曾經出現過
[00:16:34.420 --> 00:16:36.420]  都挺有趣的東西
[00:16:36.420 --> 00:16:38.420]  跟大家分享一下他們當時
[00:16:38.420 --> 00:16:41.420]  是神叫他們有這個習俗的
[00:16:41.420 --> 00:16:43.420]  有這個辦法與規條的
[00:16:43.420 --> 00:16:46.420]  好,我們一起來祈禱吧
[00:16:46.420 --> 00:16:51.420]  天父上帝,雖然我們今天用我們現今的看法
[00:16:51.420 --> 00:16:55.420]  未必完全贊同這個屠城的做法
[00:16:55.420 --> 00:16:58.420]  但是當日在以色列人當中
[00:16:58.420 --> 00:17:02.420]  他們是接受的,也樂意接受神的命令
[00:17:02.420 --> 00:17:08.420]  也保護了一些意外無意傷害到別人生命的人
[00:17:08.420 --> 00:17:12.420]  以免他因此而死亡
[00:17:12.420 --> 00:17:15.420]  當然其他的,未傷到生命的
[00:17:15.420 --> 00:17:21.420]  就以眼還眼,以牙還牙,或者以錢來代替了
[00:17:21.420 --> 00:17:25.420]  不過在今天我們看到這個屠城
[00:17:25.420 --> 00:17:29.420]  在那個時候,可能那些人是覺得很好,很接受的
[00:17:29.420 --> 00:17:31.420]  都是對生命的保護
[00:17:31.420 --> 00:17:34.420]  主也幫助我們,雖然未完全明白
[00:17:34.420 --> 00:17:38.420]  不過我們都欣賞上帝來當日做這件事
[00:17:38.420 --> 00:17:41.420]  也都原來當日的人是很接受的
[00:17:41.420 --> 00:17:44.420]  是覺得這樣其實是進步與文明的
[00:17:44.420 --> 00:17:47.420]  主我們幫助,讓我們心胸更廣闊
[00:17:47.420 --> 00:17:51.420]  有時候我們都會被人無意傷害到
[00:17:51.420 --> 00:17:55.420]  有些人是他的成長過去背景
[00:17:55.420 --> 00:17:59.420]  令到那個人三尖八角,說話都傷害到人的
[00:17:59.420 --> 00:18:02.420]  有些人是很容易去罵人的
[00:18:02.420 --> 00:18:06.420]  很多人是很容易去傷害其他人
[00:18:06.420 --> 00:18:10.420]  是有意甚至是著意去傷害人的
[00:18:10.420 --> 00:18:13.420]  我們都曾經經歷過這些被傷害
[00:18:13.420 --> 00:18:17.420]  主是幫助我們,今天你就是我們的屠城
[00:18:17.420 --> 00:18:18.420]  我們可以走進去
[00:18:18.420 --> 00:18:22.420]  也都是知道每一個人在基督裡面都是被赦免的
[00:18:22.420 --> 00:18:26.420]  就是我們來到你面前,都是公平的
[00:18:26.420 --> 00:18:29.420]  求主給我們有這個寬闊的心胸
[00:18:29.420 --> 00:18:32.420]  誰聽祈禱,同靠耶穌基督命求
[00:18:32.420 --> 00:18:33.420]  阿門
