
[00:00:00.000 --> 00:00:02.760]  其實大家知道上個星期開始
[00:03:15.520 --> 00:03:19.280]  他嘗試瞭解一下現時西方文化
[00:03:19.280 --> 00:03:21.920]  所謂的不負責任的情況
[00:03:21.920 --> 00:03:24.080]  他發現這個問題
[00:03:24.080 --> 00:03:28.800]  已經出現了很久很久
[00:03:28.800 --> 00:03:31.680]  這個問題裏面來說
[00:03:31.680 --> 00:03:33.920]  按照他自己的研究
[00:03:33.920 --> 00:03:35.680]  怎麼去形容我們這個社會呢
[00:03:35.680 --> 00:03:38.200]  爲什麼會有這樣的情況出現呢
[00:03:38.200 --> 00:03:40.360]  他說最能代表現時西方文化
[00:03:40.360 --> 00:03:41.960]  這個不負責任的情況
[00:03:41.960 --> 00:03:47.280]  就是一句我們時時在電視 互聯網 或者聊天的時候都會說到的
[00:03:47.280 --> 00:03:49.520]  是什麼呢 三個英文字
[00:03:49.520 --> 00:03:51.720]  Just do it
[00:03:51.720 --> 00:03:53.960]  做吧 做了再說
[00:03:53.960 --> 00:03:56.480]  不需要理會有什麼後果的
[00:03:56.480 --> 00:03:58.600]  你覺得要做的就做吧
[00:03:58.600 --> 00:04:02.680]  有什麼結果的 遲點再想 遲點再說
[00:04:02.680 --> 00:04:05.400]  當我們真的想着 想到要做就做吧
[00:04:05.400 --> 00:04:06.920]  似乎很積極
[00:04:06.920 --> 00:04:09.440]  但如果你不想後果的時候
[00:04:09.440 --> 00:04:12.440]  這個就變成不負責任的行動
[00:04:12.440 --> 00:04:14.160]  除了這件事之外
[00:04:14.160 --> 00:04:16.000]  因爲他是心理學家
[00:04:16.000 --> 00:04:19.680]  傳統心理學長久以來
[00:04:19.680 --> 00:04:23.320]  都已經將一個似乎已經不可改變的觀念
[00:04:23.320 --> 00:04:25.720]  注入了人的思想裏面
[00:04:25.720 --> 00:04:27.880]  這個觀念是什麼呢
[00:04:27.880 --> 00:04:30.440]  有些什麼人找輔導員 找心理學家
[00:04:30.440 --> 00:04:35.840]  那些行爲有問題 心靈有所屬的那些人
[00:04:35.840 --> 00:04:38.280]  他說原來這個觀念是什麼呢
[00:04:38.280 --> 00:04:40.520]  長久以來我們已經接納了
[00:04:40.520 --> 00:04:43.000]  爲什麼人的行爲會有問題呢
[00:04:43.000 --> 00:04:45.400]  因爲他小時候有傷感
[00:04:45.400 --> 00:04:47.160]  小時候被人侮辱
[00:04:47.160 --> 00:04:50.440]  小時候遇到一些不平等的待遇
[00:04:50.440 --> 00:04:52.920]  小時候很窮 很沒錢
[00:04:52.920 --> 00:04:56.520]  所以有這樣的行爲出來
[00:04:56.520 --> 00:04:59.000]  所以 誰的問題呢
[00:04:59.000 --> 00:05:00.800]  不是小朋友的問題
[00:05:00.800 --> 00:05:03.840]  是環境的問題 家裏人的問題
[00:05:03.840 --> 00:05:05.760]  小朋友算不算負責任
[00:05:05.760 --> 00:05:08.000]  No, it's not their fault
[00:05:08.000 --> 00:05:09.760]  現在上法庭聽到的
[00:05:09.760 --> 00:05:13.440]  那些殺人犯 他精神有問題的
[00:05:13.440 --> 00:05:16.960]  我不是說那些精神有問題的沒問題
[00:05:16.960 --> 00:05:18.920]  其實你會發覺
[00:05:18.920 --> 00:05:21.200]  慢慢我們接受了一個情況
[00:05:21.200 --> 00:05:23.480]  It's not my problem
[00:05:23.480 --> 00:05:24.720]  我有這樣的表現行爲
[00:05:24.720 --> 00:05:27.200]  It's not my responsibility
[00:05:27.200 --> 00:05:30.000]  不是我的責任 不是我的問題
[00:05:30.000 --> 00:05:34.720]  是所有人導致我這樣的
[00:05:34.720 --> 00:05:38.000]  所以導致我們今天西方社會來說
[00:05:38.000 --> 00:05:43.000]  越來越多人不負責任
[00:05:43.000 --> 00:05:45.080]  不肯承擔責任
[00:05:45.080 --> 00:05:48.360]  只學會退卸責任
[00:05:48.360 --> 00:05:50.400]  我剛纔說過
[00:05:50.400 --> 00:05:52.800]  這個影響
[00:05:52.800 --> 00:05:56.320]  其實是滲透到我們生活每個層面的
[00:05:56.320 --> 00:05:58.840]  大家關不關心我們的小朋友
[00:05:58.840 --> 00:06:00.440]  關不關心我們的小朋友
[00:06:00.440 --> 00:06:02.400]  當然關心了
[00:06:02.400 --> 00:06:05.040]  我看到另外一篇文章
[00:06:05.040 --> 00:06:06.840]  Anne Dechelle
[00:06:06.840 --> 00:06:09.520]  她是
[00:06:09.520 --> 00:06:14.960]  Queen Elizabeth University的教育系副教授
[00:06:14.960 --> 00:06:17.240]  她就寫了一篇文章
[00:06:17.240 --> 00:06:20.360]  這篇文章是什麼呢
[00:06:20.360 --> 00:06:21.680]  什麼名字啊
[00:06:21.680 --> 00:06:23.520]  我忘記了
[00:06:23.520 --> 00:06:27.320]  (英文)
[00:06:27.320 --> 00:06:28.400]  這個問題是什麼呢
[00:06:28.400 --> 00:06:34.880]  Academic Achievement in an Age of Irresponsibility
[00:06:34.880 --> 00:06:38.680]  Academic Achievement in an Age of Irresponsibility
[00:06:38.680 --> 00:06:43.320]  就是說在一個不負責任的世代當中
[00:06:43.320 --> 00:06:47.920]  那種的學術成就
[00:06:47.920 --> 00:06:48.920]  什麼意思呢
[00:06:48.920 --> 00:06:51.680]  文章裏面是說什麼呢
[00:06:51.680 --> 00:06:55.440]  她說今天有很多家長
[00:06:55.440 --> 00:06:58.520]  爲了讓自己的小朋友成績好
[00:06:58.520 --> 00:07:01.720]  以後可以進入一些好的大學裏面
[00:07:01.720 --> 00:07:04.720]  於是很多人自然會做
[00:07:04.720 --> 00:07:05.960]  怎樣啊
[00:07:05.960 --> 00:07:08.240]  幫小朋友做功課
[00:07:08.240 --> 00:07:09.640]  大家有沒有啊
[00:07:09.640 --> 00:07:12.320]  幫小朋友做功課
[00:07:12.320 --> 00:07:15.120]  不是鼓勵小朋友做好自己的功課
[00:07:15.120 --> 00:07:17.560]  是幫他去做功課
[00:07:17.560 --> 00:07:20.200]  所以老師裏面來說
[00:07:20.200 --> 00:07:22.120]  都不知道在什麼時間有什麼觀念
[00:07:22.120 --> 00:07:23.680]  功課不只是小朋友做的
[00:07:23.680 --> 00:07:26.480]  是父母一起做的
[00:07:26.480 --> 00:07:27.640]  是不是這樣的
[00:07:27.640 --> 00:07:30.040]  可能我們逼老師逼到這樣也不一定
[00:07:30.040 --> 00:07:31.960]  而老師有這樣的概念
[00:07:31.960 --> 00:07:35.000]  這個Anne Dechelle
[00:07:35.000 --> 00:07:38.360]  她是專門教那些人怎麼去做老師的
[00:07:38.360 --> 00:07:41.200]  她發覺這個很不行
[00:07:41.200 --> 00:07:43.000]  所以現在很多家長
[00:07:43.000 --> 00:07:44.160]  爲了讓小朋友成績好
[00:07:44.160 --> 00:07:45.120]  進大學的時候
[00:07:45.120 --> 00:07:46.320]  就幫他做功課
[00:07:46.320 --> 00:07:49.320]  就搞到十一二點
[00:07:49.320 --> 00:07:51.480]  老師又鼓勵他們
[00:07:51.480 --> 00:07:53.360]  小朋友就覺得
[00:07:53.360 --> 00:07:55.000]  做功課交功課
[00:07:55.000 --> 00:07:56.400]  不單單是我的責任
[00:07:56.400 --> 00:08:03.640]  也是我父母的責任
[00:08:03.640 --> 00:08:07.880]  這個大學的教授
[00:08:07.880 --> 00:08:10.600]  他說我教了十八年這些老師
[00:08:10.600 --> 00:08:12.160]  去到不同的學校裏面
[00:08:12.160 --> 00:08:13.840]  去觀察這些小朋友
[00:08:13.840 --> 00:08:16.880]  在這樣的情況下成長的時候
[00:08:16.880 --> 00:08:18.760]  問題是相當嚴重的
[00:08:18.760 --> 00:08:19.880]  在這篇文章裏面
[00:08:19.880 --> 00:08:22.360]  他引述了一個例子
[00:08:22.360 --> 00:08:24.040]  第一次去的那間小學裏面
[00:08:24.040 --> 00:08:26.280]  這個是一個挺好的小學
[00:08:26.280 --> 00:08:27.520]  家裏背景不錯
[00:08:27.520 --> 00:08:29.520]  是一個很好的社區
[00:08:29.520 --> 00:08:32.120]  他本來是去看學生怎麼教書
[00:08:32.120 --> 00:08:34.120]  給分去視察
[00:08:34.120 --> 00:08:35.400]  去到學校的時候
[00:08:35.400 --> 00:08:37.960]  見到大概十幾個小朋友
[00:08:37.960 --> 00:08:39.400]  八九歲
[00:08:39.400 --> 00:08:42.040]  在學校的辦公室排隊
[00:08:42.040 --> 00:08:44.600]  打電話給父母
[00:08:44.600 --> 00:08:46.200]  什麼時候說
[00:08:46.200 --> 00:08:49.160]  爹地 我忘記帶午餐
[00:08:49.160 --> 00:08:50.960]  我忘記帶功課
[00:08:50.960 --> 00:08:53.120]  忘記帶一本書
[00:08:53.120 --> 00:08:55.640]  放學之後我要去踢球
[00:08:55.640 --> 00:08:58.320]  但是忘記帶了一個護室
[00:08:58.320 --> 00:09:00.600]  今天我要交一個
[00:09:00.600 --> 00:09:03.280]  放學活動的permission slip
[00:09:03.280 --> 00:09:05.400]  但是不知道放在哪裏
[00:09:05.400 --> 00:09:06.840]  個個排隊
[00:09:06.840 --> 00:09:10.080]  十幾個 打電話回家
[00:09:10.080 --> 00:09:13.120]  但是令他擔心的是什麼
[00:09:13.120 --> 00:09:14.720]  令他擔心的就是
[00:09:14.720 --> 00:09:17.120]  他聽到小朋友打電話給父母的時候
[00:09:17.120 --> 00:09:21.000]  不是像我剛纔那樣說的
[00:09:21.000 --> 00:09:25.040]  Did I tell you that I need a permission slip?
[00:09:25.040 --> 00:09:26.600]  很生氣
[00:09:26.600 --> 00:09:27.600]  很暴躁
[00:09:27.600 --> 00:09:28.880]  甚至發脾氣
[00:09:28.880 --> 00:09:30.240]  很不耐煩
[00:09:30.240 --> 00:09:31.680]  我不是告訴你
[00:09:31.680 --> 00:09:33.280]  放學之後我要踢球的嗎
[00:09:33.280 --> 00:09:35.560]  爲什麼你不把那個護室放在那裏
[00:09:35.560 --> 00:09:37.720]  爲什麼你不把我的午餐放在我的揹包
[00:09:37.720 --> 00:09:41.960]  讓我現在忘記
[00:09:41.960 --> 00:09:43.320]  這個Andy Shek就說
[00:09:43.320 --> 00:09:45.440]  我不知道他的父母怎麼跟他說
[00:09:45.440 --> 00:09:48.440]  不過從他的表現上來說
[00:09:48.440 --> 00:09:49.400]  可能他的父母說
[00:09:49.400 --> 00:09:54.440]  對不起,Honey,不好意思
[00:09:54.440 --> 00:09:57.920]  有多少個父母收到電話的時候
[00:09:57.920 --> 00:09:59.440]  會跟小朋友說
[00:09:59.440 --> 00:10:02.120]  Honey, I feel sorry for you
[00:10:02.120 --> 00:10:04.000]  你覺得很抱歉很難過
[00:10:04.000 --> 00:10:06.040]  不過帶功課
[00:10:06.040 --> 00:10:07.760]  帶午餐是你的責任
[00:10:07.760 --> 00:10:09.600]  不是我的責任
[00:10:09.600 --> 00:10:10.760]  Go back to your classroom
[00:10:10.760 --> 00:10:12.000]  tell your teacher
[00:10:12.000 --> 00:10:13.760]  you forgot that
[00:10:13.760 --> 00:10:16.040]  學習去承擔這個責任
[00:10:16.040 --> 00:10:17.320]  他說他相信
[00:10:17.320 --> 00:10:18.840]  在這十個八個小朋友當中
[00:10:18.840 --> 00:10:22.680]  沒有一個家長會跟小朋友說一句這樣的話
[00:10:22.680 --> 00:10:24.640]  那結果是怎麼樣的
[00:10:24.640 --> 00:10:26.240]  大家去想一想
[00:10:26.240 --> 00:10:29.640]  這些小朋友在這樣的環境裏成長的時候
[00:10:29.640 --> 00:10:33.320]  結果是怎麼樣的
[00:10:33.320 --> 00:10:34.920]  我不需要負責任
[00:10:34.920 --> 00:10:36.760]  是我父母的責任多一點
[00:10:36.760 --> 00:10:37.480]  他不提醒我
[00:10:37.480 --> 00:10:38.200]  他不幫我
[00:10:38.200 --> 00:10:39.160]  他不跟我做這件事
[00:10:39.160 --> 00:10:40.800]  我跟我做那件事
[00:10:40.800 --> 00:10:43.520]  他不懂得去承擔
[00:10:43.520 --> 00:10:46.840]  自己應該有的責任
[00:10:46.840 --> 00:10:50.400]  我希望這種情況不會出現在我們的教育當中
[00:10:50.400 --> 00:10:54.080]  但原來這些教育專家
[00:10:54.080 --> 00:10:56.960]  心理學家裏面告訴我們
[00:10:56.960 --> 00:11:03.280]  We already enter the age of irresponsibility
[00:11:03.280 --> 00:11:08.000]  我們現在已經進入了不負責任的年代
[00:11:08.000 --> 00:11:09.880]  每個人都學會推卸責任
[00:11:09.880 --> 00:11:13.760]  不肯去承擔責任
[00:11:13.760 --> 00:11:15.840]  這對我們這個社會國家來說
[00:11:15.840 --> 00:11:18.320]  是不是一件好事呢
[00:11:18.320 --> 00:11:19.440]  我感謝讚美主
[00:11:19.440 --> 00:11:22.520]  因爲在匯點教育裏面來說
[00:11:22.520 --> 00:11:25.840]  從一開始我們就教導弟兄姊妹
[00:11:25.840 --> 00:11:28.000]  我們要承擔責任
[00:11:28.000 --> 00:11:31.160]  我們要有一個肯負責任的
[00:11:31.160 --> 00:11:36.200]  肯託的 肯抬的一個肩膀
[00:11:36.200 --> 00:11:37.160]  我經常分享
[00:11:37.160 --> 00:11:40.920]  有時我甚至感到不但安慰
[00:11:40.920 --> 00:11:42.400]  我覺得很驕傲
[00:11:42.400 --> 00:11:45.400]  因爲我知道很多匯點人
[00:11:45.400 --> 00:11:48.240]  他們不會隨便承擔一個個的工作
[00:11:48.240 --> 00:11:49.760]  但經過祈禱之後
[00:11:49.760 --> 00:11:52.080]  他們一旦接受了這個工作的時候
[00:11:52.080 --> 00:11:53.920]  他們都是盡心竭力
[00:11:53.920 --> 00:11:56.400]  儘量將他們的工作做好
[00:11:56.400 --> 00:11:57.640]  我感謝讚美主
[00:11:57.640 --> 00:11:59.960]  剛纔這羣弟兄姊妹
[00:11:59.960 --> 00:12:03.840]  站起來和大家說兩三分鐘的時間
[00:12:03.840 --> 00:12:05.520]  很快的
[00:12:05.520 --> 00:12:08.280]  但大家知不知道他們要去這個短信
[00:12:08.280 --> 00:12:09.800]  一點都不簡單
[00:12:09.800 --> 00:12:10.920]  要付出多少
[00:12:10.920 --> 00:12:12.880]  要承擔多少的東西
[00:12:12.880 --> 00:12:16.720]  我們教會都沒有五日四夜的營會
[00:12:16.720 --> 00:12:19.200]  在北美我相信你們找不到哪個教會
[00:12:19.200 --> 00:12:21.720]  去退休五日四夜有人去
[00:12:21.720 --> 00:12:23.880]  但我們這麼遠 幾千米
[00:12:23.880 --> 00:12:25.680]  幾千里路回到中國大陸
[00:12:25.680 --> 00:12:29.720]  搞一個五日四夜的青少年的營會
[00:12:29.720 --> 00:12:30.720]  不是普通的營會
[00:12:30.720 --> 00:12:32.880]  青少年要很多能量
[00:12:32.880 --> 00:12:35.440]  大家可不可以想象到要籌備多少的東西
[00:12:35.440 --> 00:12:36.920]  要準備多少的功夫
[00:12:36.920 --> 00:12:39.520]  要多少的WhatsApp和WeChat
[00:12:39.520 --> 00:12:42.640]  和我們聯絡和協調
[00:12:42.640 --> 00:12:44.800]  但我們感謝讚美主這羣弟兄姊妹
[00:12:44.800 --> 00:12:47.840]  不單單自己出錢 我假期
[00:12:47.840 --> 00:12:52.480]  想盡方法希望能將這個營會搞好
[00:12:52.480 --> 00:12:54.120]  我爲他們感謝讚美主
[00:12:54.120 --> 00:12:56.040]  而且我要高興的是什麼呢
[00:12:56.040 --> 00:12:59.680]  其實我們不單單是這三十個人
[00:12:59.680 --> 00:13:01.680]  我知道我們會里面有很多弟兄姊妹
[00:13:01.680 --> 00:13:03.400]  都抱着同樣的心態
[00:13:03.400 --> 00:13:06.680]  但我今天和大家講這個題目的時候
[00:13:06.680 --> 00:13:10.560]  我們希望大家幫忙去傳承
[00:13:10.560 --> 00:13:12.600]  這是我們的文化
[00:13:12.600 --> 00:13:14.760]  我希望以後都是我們的文化
[00:13:14.760 --> 00:13:19.800]  這個文化不單單可以去針對現時美國社會的情況
[00:13:19.800 --> 00:13:23.880]  而且唯有你在負責任的時候
[00:13:23.880 --> 00:13:25.040]  你以後的生活
[00:13:25.040 --> 00:13:27.320]  無論做什麼工作 侍奉神也好
[00:13:27.320 --> 00:13:29.760]  纔會成功
[00:13:29.760 --> 00:13:32.160]  有人曾經說過這樣的話
[00:13:32.160 --> 00:13:35.960]  Responsibility makes a way
[00:13:35.960 --> 00:13:40.920]  Irresponsibility makes excuses
[00:13:40.920 --> 00:13:42.120]  聽到嗎
[00:13:42.120 --> 00:13:45.440]  負責任的人 你會開創道路的
[00:13:45.440 --> 00:13:47.800]  道路可以走出來
[00:13:47.800 --> 00:13:50.480]  沒有道路也走不出來
[00:13:50.480 --> 00:13:54.720]  但如果你有一個不負責任的心態的時候
[00:13:54.720 --> 00:13:57.080]  你纔會make excuses
[00:13:57.080 --> 00:13:59.160]  所以剛纔我提到Dr. Simon
[00:13:59.160 --> 00:14:04.160]  Dr. Simon說 其實這是一個character crisis
[00:14:04.160 --> 00:14:08.880]  我們講到不負責任是一個個性的危機
[00:14:08.880 --> 00:14:11.040]  但是在西方社會來說
[00:14:11.040 --> 00:14:12.440]  只會用立法
[00:14:12.440 --> 00:14:15.480]  你這件事不應該做的 我就去立法
[00:14:15.480 --> 00:14:17.280]  你犯法就拉你去坐牢
[00:14:17.280 --> 00:14:19.880]  或者是判罰款 或者是諸如此類的
[00:14:19.880 --> 00:14:21.640]  讓你不要做這件事
[00:14:21.640 --> 00:14:24.600]  但其實這是一個character issue
[00:14:24.600 --> 00:14:26.440]  是一個character crisis
[00:14:26.440 --> 00:14:28.080]  是一個個性的問題
[00:14:28.080 --> 00:14:29.480]  爲什麼我們不想有個方法
[00:14:29.480 --> 00:14:33.400]  怎麼去培育一個負責任的個性
[00:14:33.400 --> 00:14:36.080]  而且立法說你不能做這個 不能做那個
[00:14:36.080 --> 00:14:40.240]  你這樣做有後果
[00:14:40.240 --> 00:14:41.920]  在教會里面
[00:14:41.920 --> 00:14:43.840]  在教會當中 我相信今天
[00:14:43.840 --> 00:14:47.080]  我們要去將這個
[00:14:47.080 --> 00:14:48.640]  character issue
[00:14:48.640 --> 00:14:50.240]  個性的問題
[00:14:50.240 --> 00:14:51.440]  彼此去提醒
[00:14:51.440 --> 00:14:55.120]  特別如何幫助教導我們的下一代
[00:14:55.120 --> 00:14:57.320]  成爲一個願意承擔
[00:14:57.320 --> 00:14:59.520]  一個願意承擔的人
[00:14:59.520 --> 00:15:02.840]  今天跟大家講一個很熟悉的故事
[00:15:02.840 --> 00:15:04.440]  這個故事是講到
[00:15:04.440 --> 00:15:07.880]  其實是耶穌所講的一個比喻
[00:15:07.880 --> 00:15:09.600]  耶穌有一次
[00:15:09.600 --> 00:15:10.600]  被人請喫飯
[00:15:10.600 --> 00:15:11.960]  很多人請耶穌喫飯
[00:15:11.960 --> 00:15:13.600]  特別是有頭有面的
[00:15:13.600 --> 00:15:15.880]  其中一個是法尼塞人
[00:15:15.880 --> 00:15:17.520]  應該是領袖
[00:15:17.520 --> 00:15:19.800]  請耶穌喫飯
[00:15:19.800 --> 00:15:20.760]  耶穌去喫飯的時候
[00:15:20.760 --> 00:15:22.880]  看到這個人真的有頭有面
[00:15:22.880 --> 00:15:23.520]  爲什麼呢
[00:15:23.520 --> 00:15:24.440]  一看下去
[00:15:24.440 --> 00:15:26.640]  每個人都差手位
[00:15:26.640 --> 00:15:28.160]  哪個位置是頭盤
[00:15:28.160 --> 00:15:29.640]  哪個坐近主人
[00:15:29.640 --> 00:15:30.320]  一看下去
[00:15:30.320 --> 00:15:32.480]  衣着全部都很光鮮
[00:15:32.480 --> 00:15:34.960]  全部都是法尼塞人
[00:15:34.960 --> 00:15:38.920]  有頭有面的親戚朋友
[00:15:38.920 --> 00:15:40.840]  於是耶穌就講了一個比喻
[00:15:40.840 --> 00:15:43.440]  其實你請這些人
[00:15:43.440 --> 00:15:44.600]  你請他們
[00:15:44.600 --> 00:15:45.640]  他們又請回你
[00:15:45.640 --> 00:15:47.240]  大家要回報的
[00:15:47.240 --> 00:15:48.960]  如果你們能夠請那些
[00:15:48.960 --> 00:15:50.600]  回報不了的
[00:15:50.600 --> 00:15:53.000]  貧窮 沒錢之類的
[00:15:53.000 --> 00:15:54.480]  他們就會很感謝你
[00:15:54.480 --> 00:15:58.800]  耶穌說到以人服役的時候
[00:15:58.800 --> 00:16:01.520]  到天國降臨的時候
[00:16:01.520 --> 00:16:04.000]  他們得賞賜了
[00:16:04.000 --> 00:16:07.880]  其中一個和耶穌一起喫飯的人
[00:16:07.880 --> 00:16:08.760]  就在那裏說
[00:16:08.760 --> 00:16:12.200]  哇 那些以後天國降臨的時候
[00:16:12.200 --> 00:16:14.200]  和神一起喫飯的
[00:16:14.200 --> 00:16:16.240]  又服了
[00:16:16.240 --> 00:16:18.440]  就講了這句話
[00:16:18.440 --> 00:16:20.240]  但是耶穌一聽的時候
[00:16:20.240 --> 00:16:21.000]  一聽
[00:16:21.000 --> 00:16:26.160]  都不知道哪個人可以和神菜脈一起喫飯
[00:16:26.160 --> 00:16:28.120]  他這樣說以爲自己可以
[00:16:28.120 --> 00:16:29.200]  因爲法尼塞人
[00:16:29.200 --> 00:16:30.680]  我守着這樣的規矩
[00:16:30.680 --> 00:16:32.400]  我自然上天堂和神喫飯
[00:16:32.400 --> 00:16:34.400]  多好啊
[00:16:34.400 --> 00:16:36.600]  於是耶穌講了另外一個比喻
[00:16:36.600 --> 00:16:39.440]  這個比喻大家有聽過
[00:16:39.440 --> 00:16:41.040]  這個比喻講什麼呢
[00:16:41.040 --> 00:16:43.880]  耶穌說有一個人
[00:16:43.880 --> 00:16:45.440]  要請喫飯
[00:16:45.440 --> 00:16:47.360]  如果你看馬太福音的時候
[00:16:47.360 --> 00:16:49.000]  這個人其實是個皇帝
[00:16:49.000 --> 00:16:51.600]  爲他的兒子擺了聖筵
[00:16:51.600 --> 00:16:54.360]  如果從馬太福音的時間裏面來講
[00:16:54.360 --> 00:16:55.760]  這個是象徵着
[00:16:55.760 --> 00:16:57.800]  代表着天國降臨的時候
[00:16:57.800 --> 00:17:00.840]  在天國的筵席
[00:17:00.840 --> 00:17:03.800]  上帝和耶穌一起擺了筵席
[00:17:03.800 --> 00:17:04.960]  在路加福音裏面來講
[00:17:04.960 --> 00:17:06.880]  這個人請很多人喫飯
[00:17:06.880 --> 00:17:08.680]  預備好了之後
[00:17:08.680 --> 00:17:10.880]  就叫那個僕人說
[00:17:10.880 --> 00:17:12.720]  請過的人要通知他們了
[00:17:12.720 --> 00:17:13.720]  那些東西都搞定了
[00:17:13.720 --> 00:17:15.240]  隨時可以上菜可以喫了
[00:17:15.240 --> 00:17:16.840]  叫他們來啦
[00:17:16.840 --> 00:17:18.680]  那這個僕人就去了
[00:17:18.680 --> 00:17:21.360]  但是那些人
