
[00:00:00.000 --> 00:00:04.120]  在這裏首先恭祝各位父親節快樂
[00:02:17.400 --> 00:02:21.960]  他去接一個九十多歲獨生的舅父
[00:02:21.960 --> 00:02:26.280]  然後要在父親節令他開心
[00:02:26.280 --> 00:02:30.480]  他的耳聾機聽不到
[00:02:30.480 --> 00:02:35.680]  他就拿自己耳聾機的電池跟他換了幾次
[00:02:35.680 --> 00:02:38.040]  他始終聽不到
[00:02:38.040 --> 00:02:40.840]  他就跟他拿主意叫一些他喜歡吃的
[00:02:40.840 --> 00:02:45.360]  因為他小時候,這個舅父也是長大了
[00:02:45.960 --> 00:02:48.760]  我們中國人有句話叫長兄作父
[00:02:48.760 --> 00:02:51.880]  如果有很多人小時候
[00:02:51.880 --> 00:02:53.880]  父親不能夠盡這個責任
[00:02:53.880 --> 00:02:58.640]  對於提攜養育我們的長輩
[00:02:58.640 --> 00:03:03.000]  東方人始終有一些感恩淘寶的心
[00:03:03.000 --> 00:03:07.400]  我很體會到昨天這兩餐裡面
[00:03:07.400 --> 00:03:13.520]  那個人他的意圖是想在他們的父親不在
[00:03:13.920 --> 00:03:18.840]  對這個小時候曾經擔演過父親角色的人
[00:03:18.840 --> 00:03:20.840]  表達一種感謝
[00:03:20.840 --> 00:03:24.840]  但是還有一樣,父親節值不值得快樂
[00:03:24.840 --> 00:03:28.720]  是我們無論父親或者兒女
[00:03:28.720 --> 00:03:34.000]  認不認識到我們人類婚姻、家庭、制度
[00:03:34.000 --> 00:03:38.320]  父母親這個社會角色是誰賦予
[00:03:38.320 --> 00:03:41.320]  還有我們有沒有做到做物主
[00:03:41.320 --> 00:03:43.320]  創造我們這個生命
[00:03:43.920 --> 00:03:48.600]  讓我們在家庭裡成為父親這個角色
[00:03:48.600 --> 00:03:50.600]  有沒有盡到呢?
[00:03:50.600 --> 00:03:52.600]  還有我們在佛力錦的時候
[00:03:52.600 --> 00:03:59.240]  有沒有認識到家庭裡一切傷痕的醫保
[00:03:59.240 --> 00:04:01.720]  是藉著耶穌基督的愛
[00:04:01.720 --> 00:04:03.720]  藉著上帝的愛
[00:04:03.720 --> 00:04:08.000]  以及一切關係的矛盾的消解重建
[00:04:08.000 --> 00:04:12.240]  也是要藉著神給我們的愛呢?
[00:04:12.240 --> 00:04:14.240]  所以父親節快不快樂
[00:04:14.240 --> 00:04:16.240]  你要從這三方面來想
[00:04:16.240 --> 00:04:20.040]  很多人看過西方一幅名畫
[00:04:20.040 --> 00:04:24.200]  是畫一個希臘神話的故事
[00:04:24.200 --> 00:04:26.920]  有一個巨人的父親
[00:04:26.920 --> 00:04:31.960]  拿著兒子的身體咬了一截
[00:04:31.960 --> 00:04:35.560]  這是西方一幅很出名的油畫
[00:04:35.560 --> 00:04:37.920]  其實他講的故事就是
[00:04:37.920 --> 00:04:41.160]  希臘神話裡面有一個叫Kronos的神
[00:04:41.960 --> 00:04:44.800]  Kronos就是「時間」的意思
[00:04:44.800 --> 00:04:48.120]  他因為聽到有一個謠言說
[00:04:48.120 --> 00:04:50.480]  他將來所生的兒子裡面
[00:04:50.480 --> 00:04:52.680]  會在他的家族
[00:04:52.680 --> 00:04:56.000]  在他的國土裡面跟他爭權力
[00:04:56.000 --> 00:05:00.080]  甚至會拿去他的權位
[00:05:00.080 --> 00:05:02.560]  殺死他、取代他
[00:05:02.560 --> 00:05:06.880]  如果人沒有神的愛
[00:05:06.880 --> 00:05:09.240]  不認識到眾物主給我們人類
[00:05:09.240 --> 00:05:13.240]  在這個世間生活的論理原則的話
[00:05:13.240 --> 00:05:15.720]  我們就好像回到森林
[00:05:15.720 --> 00:05:18.880]  一隻公獅子跟另一隻公獅子
[00:05:18.880 --> 00:05:22.640]  怎樣能夠在打鬥裡面
[00:05:22.640 --> 00:05:26.720]  贏得所有的母獅子或者母老虎
[00:05:26.720 --> 00:05:28.440]  然後這個地盤就是我的
[00:05:28.440 --> 00:05:30.440]  先聲都是這樣
[00:05:30.440 --> 00:05:34.200]  結果他就是防止這樣
[00:05:34.200 --> 00:05:37.840]  所有生的兒子都全部吃光
[00:05:37.840 --> 00:05:41.840]  但是他最後還是被他的兒子推翻
[00:05:41.840 --> 00:05:45.840]  而他的太太不希望他的兒子全部死光
[00:05:45.840 --> 00:05:47.520]  就有一次生了一個兒子
[00:05:47.520 --> 00:05:50.320]  就藏起來用石頭包住
[00:05:50.320 --> 00:05:53.000]  就被他的丈夫吞下去
[00:05:53.000 --> 00:05:56.040]  他的兒子就是希臘神話裡面
[00:05:56.040 --> 00:05:58.400]  最厲害的那個天神
[00:05:58.400 --> 00:06:05.120]  就是推翻他、殺死他、取代他
[00:06:05.120 --> 00:06:09.440]  另一句神話也是講到父親關係裡面的張力
[00:06:09.440 --> 00:06:12.600]  就是西方心理學很喜歡用
[00:06:12.600 --> 00:06:14.440]  希臘神話裡面
[00:06:14.440 --> 00:06:17.800]  所描寫關係、人性裡面的典型
[00:06:17.800 --> 00:06:19.920]  來解釋
[00:06:19.920 --> 00:06:22.480]  譬如說這個Kronos這個例子
[00:06:22.480 --> 00:06:26.440]  你說沒有,今天不會有人吃自己的兒子
[00:06:26.440 --> 00:06:28.480]  但是如果一個父親
[00:06:28.480 --> 00:06:31.840]  扼殺了他兒女生存的機會
[00:06:31.840 --> 00:06:35.400]  如果一個父親規限他兒女的發展
[00:06:35.400 --> 00:06:40.480]  要在他感覺到控制安全的範圍裡面
[00:06:40.480 --> 00:06:42.080]  甚至有一個父親
[00:06:42.080 --> 00:06:46.400]  虐殺自己幾個月的小孩
[00:06:46.400 --> 00:06:49.480]  這個父親是不是Kronos呢?
[00:06:49.480 --> 00:06:53.120]  這個父親就是吃他兒女的人
[00:06:53.120 --> 00:06:56.480]  每當我看到新聞裡面有這些虐殺嬰孩
[00:06:56.480 --> 00:07:00.080]  我的心很痛很痛
[00:07:00.080 --> 00:07:03.600]  有一個就是城屋鮮血
[00:07:03.600 --> 00:07:07.080]  那個警員在網誌上說
[00:07:07.080 --> 00:07:10.880]  那個目睹一切發生的哥哥
[00:07:10.880 --> 00:07:16.600]  還莫言說我的書包在哪裡
[00:07:16.600 --> 00:07:19.000]  完全沒有感情的漏露
[00:07:19.000 --> 00:07:21.680]  我明天還要上學
[00:07:21.680 --> 00:07:24.960]  這個警員寫這個網誌放上去的時候
[00:07:24.960 --> 00:07:27.520]  觸動了很多人心
[00:07:27.520 --> 00:07:31.280]  我就說為什麼有些親生父母
[00:07:31.280 --> 00:07:33.280]  會將自己還不夠一歲
[00:07:33.280 --> 00:07:35.960]  甚至三歲以下的小孩
[00:07:35.960 --> 00:07:37.320]  由盧家床扔上去
[00:07:37.320 --> 00:07:38.760]  由盧家床扔下來
[00:07:38.760 --> 00:07:40.400]  全身去到醫院
[00:07:40.400 --> 00:07:43.960]  百多處的傷痕
[00:07:43.960 --> 00:07:45.040]  不要說父親了
[00:07:45.040 --> 00:07:47.880]  是不是一個人來的?
[00:07:47.880 --> 00:07:50.560]  請寬恕我這樣說
[00:07:50.560 --> 00:07:53.760]  如果地獄有一個最深的地方
[00:07:53.760 --> 00:07:57.760]  可能一個這樣虐殺嬰孩的父親
[00:07:57.760 --> 00:07:59.280]  是要走到最深處
[00:07:59.280 --> 00:08:03.640]  他才能夠對他自己生命的反省
[00:08:03.640 --> 00:08:05.000]  但我們另外想
[00:08:05.000 --> 00:08:07.080]  一個人為什麼會這樣做呢?
[00:08:07.080 --> 00:08:09.280]  一定有他的原因
[00:08:09.280 --> 00:08:13.920]  有他的傷痛未能夠得到醫治
[00:08:13.920 --> 00:08:15.760]  我最近看一個劇集
[00:08:15.760 --> 00:08:18.320]  我不是經常刻意看劇集
[00:08:18.320 --> 00:08:19.440]  這麼巧
[00:08:19.440 --> 00:08:21.760]  吃完飯打開就是這樣
[00:08:21.760 --> 00:08:25.920]  有一個說FBI查案的劇集
[00:08:25.920 --> 00:08:31.240]  說在監獄裡有一個變態連環殺手
[00:08:31.240 --> 00:08:34.280]  他們想問問這些心理學家
[00:08:34.280 --> 00:08:37.640]  究竟他為什麼要殺這麼多人
[00:08:37.640 --> 00:08:40.320]  說的理由我們都害怕
[00:08:40.320 --> 00:08:42.880]  因為我們在座當中
[00:08:42.880 --> 00:08:45.280]  很多人都有同樣經歷
[00:08:45.280 --> 00:08:48.040]  但你今天沒有變成連環殺手
[00:08:48.040 --> 00:08:50.360]  你要感謝上帝
[00:08:50.360 --> 00:08:55.480]  原來他的祖父突然離世
[00:08:55.480 --> 00:08:56.800]  他小時候在監獄裡
[00:08:56.800 --> 00:08:58.880]  唯一一種最親密的關係
[00:08:58.880 --> 00:09:01.880]  就是他跟祖父的關係
[00:09:01.880 --> 00:09:04.200]  祖父又特別愛
[00:09:04.200 --> 00:09:08.480]  突然離世他覺得是被遺棄
[00:09:08.480 --> 00:09:11.480]  他心裡的傷痛沒有告訴別人
[00:09:11.480 --> 00:09:13.560]  他的結沒有人知道
[00:09:13.560 --> 00:09:16.200]  因此他覺得所有愛他的人
[00:09:16.200 --> 00:09:18.360]  他一定要留下他
[00:09:18.360 --> 00:09:20.960]  不讓他走
[00:09:20.960 --> 00:09:22.280]  他愛的貓
[00:09:22.280 --> 00:09:23.480]  他就將牠殺死
[00:09:23.480 --> 00:09:26.240]  製成標本放在家裡
[00:09:26.240 --> 00:09:27.960]  他愛的朋友
[00:09:27.960 --> 00:09:29.640]  那個朋友背叛他
[00:09:29.640 --> 00:09:34.600]  他就要將牠放在雪櫃裡
[00:09:34.600 --> 00:09:36.320]  這麼簡單的理由
[00:09:36.320 --> 00:09:39.160]  造成一種傷害傷痛
[00:09:39.160 --> 00:09:41.360]  所以你會發現到
[00:09:41.360 --> 00:09:44.520]  在人類的文化裡
[00:09:44.520 --> 00:09:45.520]  西方文化
[00:09:45.520 --> 00:09:46.600]  西方家庭
[00:09:46.600 --> 00:09:48.280]  西方社會的生活
[00:09:48.280 --> 00:09:50.560]  很著重個體
[00:09:50.560 --> 00:09:53.240]  十八歲無論你家裡有錢沒錢
[00:09:53.240 --> 00:09:54.800]  就推你出去麥當勞
[00:09:54.800 --> 00:09:56.520]  自己打工
[00:09:56.520 --> 00:09:59.360]  自己去賺學費
[00:09:59.360 --> 00:10:01.280]  到你年老的時候
[00:10:01.280 --> 00:10:03.600]  你要孤零零一個人
[00:10:03.600 --> 00:10:05.640]  如果你要依靠你的兒女
[00:10:05.640 --> 00:10:10.120]  好像失去了你西方價值裡面
[00:10:10.120 --> 00:10:12.440]  個人的尊嚴
[00:10:12.440 --> 00:10:15.000]  你說我們東方人很不同
[00:10:15.000 --> 00:10:16.520]  好像昨天那樣
[00:10:16.520 --> 00:10:18.960]  父慈子孝兄有弟公
[00:10:18.960 --> 00:10:20.480]  多好啊
[00:10:20.480 --> 00:10:23.720]  但是凡是有理想
[00:10:23.720 --> 00:10:26.760]  一定有現實
[00:10:26.760 --> 00:10:31.240]  有理想就是說現實不是這樣
[00:10:31.240 --> 00:10:32.800]  你看看五四運動
[00:10:32.800 --> 00:10:34.000]  巴金
[00:10:34.000 --> 00:10:35.280]  魯迅
[00:10:35.280 --> 00:10:38.840]  所批評傳統封建社會
[00:10:38.840 --> 00:10:42.040]  裡面所那個複雜的關係
[00:10:42.040 --> 00:10:48.080]  真的好像宮廷那種恩怨情仇一樣
[00:10:48.080 --> 00:10:49.560]  很多時候
[00:10:49.560 --> 00:10:51.480]  東方人的社會裡面
[00:10:51.480 --> 00:10:54.800]  父親就好像一個暴君一樣
[00:10:54.800 --> 00:10:58.240]  他不能和兒女溝通
[00:10:58.240 --> 00:11:01.000]  因為象棒出孝兒
[00:11:01.000 --> 00:11:03.160]  他們的父母是這樣教導他
[00:11:03.160 --> 00:11:05.560]  他也要這樣教導
[00:11:05.560 --> 00:11:08.200]  但唯有我們去認識聖經
[00:11:08.200 --> 00:11:09.800]  告訴我們
[00:11:09.800 --> 00:11:11.480]  造物主創造我們
[00:11:11.480 --> 00:11:13.720]  賦予我們的生命
[00:11:13.720 --> 00:11:15.440]  和人生的方向
[00:11:15.440 --> 00:11:17.560]  家庭裡面的角色是怎樣
[00:11:17.560 --> 00:11:19.040]  我們才會了解
[00:11:19.040 --> 00:11:22.840]  突破我們文化的局限
[00:11:22.840 --> 00:11:25.400]  剛才西方神話裡面兩個例子
[00:11:25.400 --> 00:11:28.880]  東方的故事也有兩個例子
[00:11:28.880 --> 00:11:30.560]  孟子這個哲學家
[00:11:30.560 --> 00:11:33.880]  有一次他的學生問他一個假設性問題
[00:11:33.880 --> 00:11:36.640]  宗孝之間怎樣去平衡
[00:11:36.640 --> 00:11:37.840]  孟子就說
[00:11:37.840 --> 00:11:41.240]  我們中國古代信是一個賢君
[00:11:41.240 --> 00:11:43.360]  他手下有個司法部長
[00:11:43.360 --> 00:11:47.200]  是制定一切嚴刑峻法的
[00:11:47.200 --> 00:11:51.080]  天子以至樹人犯了罪
[00:11:51.080 --> 00:11:53.600]  是要問斬就問斬
[00:11:53.600 --> 00:11:56.520]  在此情此刻之間
[00:11:56.520 --> 00:11:58.600]  孟子就說
[00:11:58.600 --> 00:12:01.920]  信不做皇帝還有很多人做
[00:12:01.920 --> 00:12:04.440]  很可能信禪讓
[00:12:04.440 --> 00:12:09.920]  他的皇位被治水的大雨
[00:12:09.920 --> 00:12:11.640]  不知道是不是這個原因
[00:12:11.640 --> 00:12:14.800]  但他說他應該背著他犯罪的父親
[00:12:14.800 --> 00:12:17.000]  走到遠方沒有人的地方
[00:12:17.000 --> 00:12:18.640]  東海之濱
[00:12:18.640 --> 00:12:22.680]  在那裡是過去一個寧靜生活
[00:12:22.680 --> 00:12:26.800]  宗孝如果不能並存
[00:12:26.800 --> 00:12:29.200]  中國人東方的價值
[00:12:29.200 --> 00:12:31.240]  高舉孝道
[00:12:31.240 --> 00:12:33.040]  以孝子國
[00:12:33.040 --> 00:12:36.360]  孝道這個的virtual
[00:12:36.360 --> 00:12:38.320]  這個倫理的價值
[00:12:38.320 --> 00:12:42.280]  是比宗的價值更加貼身
[00:12:42.280 --> 00:12:44.720]  和更加第一位
[00:12:44.720 --> 00:12:46.080]  但另一方面
[00:12:46.080 --> 00:12:47.600]  中國人是不是一定
[00:12:47.600 --> 00:12:51.760]  是袒護自己的親戚朋友呢
[00:12:51.760 --> 00:12:53.440]  又不是
[00:12:53.440 --> 00:12:56.560]  所以你看歷史裏面有很多例子
[00:12:56.560 --> 00:12:58.360]  是反反覆覆
[00:12:58.360 --> 00:13:01.600]  反映一個文化裏面的理想的矛盾
[00:13:01.600 --> 00:13:04.240]  現實的矛盾
[00:13:04.240 --> 00:13:05.840]  同樣是春秋時代
[00:13:05.840 --> 00:13:09.200]  衛國有一個老臣子
[00:13:09.200 --> 00:13:11.360]  他就支持
[00:13:11.360 --> 00:13:14.400]  是傳承下來的國君
[00:13:14.400 --> 00:13:17.320]  但是他的兒子就新派了
[00:13:17.320 --> 00:13:22.600]  就支持一個新的政治興起的集團
[00:13:22.600 --> 00:13:25.280]  結果這個新的興起集團
[00:13:25.280 --> 00:13:26.880]  是被消滅
[00:13:26.880 --> 00:13:28.040]  人家說
[00:13:28.040 --> 00:13:29.760]  你雖然支持這邊
[00:13:29.760 --> 00:13:32.560]  你的兒子是支持敵對的勢力
[00:13:32.560 --> 00:13:34.160]  怎樣啊
[00:13:34.160 --> 00:13:35.920]  他說大義滅親
[00:13:35.920 --> 00:13:38.640]  這個的成語就是這樣
[00:13:38.640 --> 00:13:41.840]  你要怎樣處置他就處置他
[00:13:41.840 --> 00:13:44.120]  一方面為了孝道
[00:13:44.120 --> 00:13:45.840]  是連法律都不顧
[00:13:45.840 --> 00:13:49.160]  一方面為了這個的
[00:13:49.160 --> 00:13:50.200]  是怎樣呢
[00:13:50.200 --> 00:13:54.400]  國家的整體完整
[00:13:54.400 --> 00:13:58.280]  連兒女的生命都可以吊起
[00:13:58.280 --> 00:14:01.120]  所以無論西方或者東方文化
[00:14:01.120 --> 00:14:04.360]  其實反映著人性裡面
[00:14:04.360 --> 00:14:06.320]  如果沒有神
[00:14:06.320 --> 00:14:08.160]  我們的文化墮落
[00:14:08.160 --> 00:14:11.360]  是在罪的影響扭曲底下
[00:14:11.360 --> 00:14:12.760]  我們會發現
[00:14:12.760 --> 00:14:16.320]  我們是落在這種的狀況
[00:14:16.320 --> 00:14:19.400]  聖經和社會裡面
[00:14:19.400 --> 00:14:22.200]  對我們男性的期待
[00:14:22.200 --> 00:14:24.320]  有兩個角色
[00:14:24.320 --> 00:14:29.560]  一個角色就是家庭的頭
[00:14:29.560 --> 00:14:31.840]  一個領導
[00:14:31.840 --> 00:14:34.560]  你說現在男女平等
[00:14:34.560 --> 00:14:38.720]  男女平等是在很多方面
[00:14:38.720 --> 00:14:42.280]  但是一個家始終要有一個頭
[00:14:42.280 --> 00:14:43.760]  而且這個頭
[00:14:43.760 --> 00:14:46.680]  是不單止賺錢賺得多
[00:14:46.680 --> 00:14:49.840]  夠聲大 夾惡 話事
[00:14:49.840 --> 00:14:53.080]  而是在屬靈上的聖經
[00:14:53.080 --> 00:14:56.960]  要好像耶穌基督成為教會的頭一樣
[00:14:56.960 --> 00:14:59.760]  做頭你說挺好的
[00:14:59.760 --> 00:15:01.360]  其實很慘
[00:15:01.360 --> 00:15:03.560]  你要做僕人領袖
[00:15:03.560 --> 00:15:06.360]  做頭不是單是做決定
[00:15:06.360 --> 00:15:07.920]  你是要去諮詢
[00:15:07.920 --> 00:15:10.520]  你還要幫人洗腳抹腳
[00:15:10.520 --> 00:15:12.920]  做一個僕人的領袖
[00:15:12.920 --> 00:15:15.120]  以愛來維繫
[00:15:15.120 --> 00:15:18.800]  以愛來牧養
[00:15:18.800 --> 00:15:21.800]  另外作為一個父親
[00:15:21.800 --> 00:15:25.120]  在家庭裡面是一個供應者
[00:15:25.120 --> 00:15:27.040]  當然基於很多原因
[00:15:27.040 --> 00:15:29.000]  在今天的社會裡面
[00:15:29.000 --> 00:15:31.920]  太太賺錢比先生多
[00:15:31.920 --> 00:15:35.600]  太太在社會裡面的地位
[00:15:35.600 --> 00:15:39.040]  也都比先生高
[00:15:39.040 --> 00:15:41.080]  但是基本上
[00:15:41.080 --> 00:15:43.120]  傳統上來講
[00:15:43.120 --> 00:15:48.360]  父親是一個家庭各樣需要的供應者
[00:15:48.360 --> 00:15:51.400]  供應不單止供應食物
[00:15:51.400 --> 00:15:52.920]  物質方面
[00:15:52.920 --> 00:15:56.560]  聖經說人活著不單靠食物
[00:15:56.560 --> 00:16:01.600]  乃要靠神口裡面所出的一切說話
[00:16:01.600 --> 00:16:02.920]  所以今天
[00:16:02.920 --> 00:16:04.480]  現代的男性
[00:16:04.480 --> 00:16:06.000]  比較難
[00:16:06.000 --> 00:16:08.160]  好像傳統那樣
[00:16:08.160 --> 00:16:10.640]  無論做丈夫或者做父親
[00:16:10.640 --> 00:16:14.320]  有一個比較陽剛性的角色
[00:16:14.320 --> 00:16:16.080]  是基於很多原因
[00:16:16.080 --> 00:16:18.360]  第一女性的地位提升
[00:16:18.360 --> 00:16:20.320]  我不是說不好
[00:16:20.320 --> 00:16:24.760]  不過人在社會裡面互相影響互動
[00:16:24.760 --> 00:16:26.560]  女性的地位提升
[00:16:26.560 --> 00:16:31.440]  你慢慢覺得自己好像不是一種決定的地位
[00:16:31.440 --> 00:16:36.320]  是對你的社會心理都有一定的影響
[00:16:36.320 --> 00:16:39.760]  另外教育媒體不斷灌輸
[00:16:39.760 --> 00:16:44.360]  兩性性別的混淆和中立觀念
[00:16:44.360 --> 00:16:46.240]  因此就是說
[00:16:46.240 --> 00:16:50.480]  男性又女性化 女性又男性化
[00:16:50.480 --> 00:16:51.560]  有很多人
[00:16:51.560 --> 00:16:53.760]  你看看鬍鬚腳毛都有
[00:16:53.760 --> 00:16:57.000]  但他的背囊還弄著一個叮噹的
[00:16:57.000 --> 00:16:57.960]  好像小朋友
[00:16:57.960 --> 00:17:01.560]  甚至Hello Kitty那樣的東西都有
[00:17:01.560 --> 00:17:04.000]  除非說他小時候真的很喜歡
[00:17:04.000 --> 00:17:05.160]  或者怎樣
[00:17:05.160 --> 00:17:06.520]  如果不是
[00:17:06.520 --> 00:17:09.600]  你應該有少許更多表達
[00:17:09.600 --> 00:17:12.920]  你那個性別身份的認同
[00:17:12.920 --> 00:17:15.520]  還有一樣就很特別
[00:17:15.520 --> 00:17:18.200]  人的個性
[00:17:18.200 --> 00:17:21.760]  是需要時代潮流的衝擊
[00:17:21.760 --> 00:17:27.440]  以及環境的歷練才會這樣
[00:17:27.440 --> 00:17:29.040]  不知道大家有沒有看過一部
[00:17:29.040 --> 00:17:32.600]  講韓戰的電影叫《長津湖》
[00:17:32.600 --> 00:17:34.920]  我看完很受感動
[00:17:34.920 --> 00:17:36.720]  《長津湖》當時
[00:17:36.720 --> 00:17:40.720]  中國是以非常落後的軍備
[00:17:40.720 --> 00:17:43.600]  去對抗美國的飛機大炮
[00:17:43.600 --> 00:17:46.000]  就好像今天你仍然拿來福槍
[00:17:46.000 --> 00:17:49.240]  去對抗那些無人機的轟炸
[00:17:49.240 --> 00:17:51.680]  只要人造衛星一定為你
[00:17:51.680 --> 00:17:53.840]  你整個兵團可以避
[00:17:53.840 --> 00:17:55.400]  不用動一兵一軍
[00:17:55.400 --> 00:17:59.200]  全部殲滅一樣
[00:17:59.200 --> 00:18:01.720]  韓戰能夠打得平手
[00:18:01.720 --> 00:18:03.080]  或者打得贏
[00:18:03.080 --> 00:18:06.800]  是全部很多人的生命上
[00:18:06.800 --> 00:18:11.200]  裡面講到有一個十幾歲的農村少年
[00:18:11.200 --> 00:18:14.400]  他的哥哥和他兩個哥哥
[00:18:14.400 --> 00:18:17.240]  都是在戰事當中犧牲
[00:18:17.240 --> 00:18:19.600]  這個少年在鮮血
[00:18:19.600 --> 00:18:20.840]  在流淚
[00:18:20.840 --> 00:18:22.080]  在友情
[00:18:22.080 --> 00:18:23.280]  在使命
[00:18:23.280 --> 00:18:25.480]  任務裡面
[00:18:25.480 --> 00:18:27.720]  他一夜之間
[00:18:27.720 --> 00:18:32.480]  成為一個成長的人
[00:18:32.480 --> 00:18:34.320]  在現在這麼安舒的環境
[00:18:34.320 --> 00:18:36.800]  什麼都沒有安排好
[00:18:36.800 --> 00:18:37.920]  你要吃什麼就什麼
[00:18:37.920 --> 00:18:40.160]  你要飛去哪裡就哪裡
[00:18:40.160 --> 00:18:42.720]  黑夜神
[00:18:42.720 --> 00:18:44.480]  香港都是一個福地
[00:18:44.480 --> 00:18:45.560]  很蒙福
[00:18:45.560 --> 00:18:48.160]  很多東西我們避免了
[00:18:48.160 --> 00:18:49.240]  這樣的環境裡面
[00:18:49.240 --> 00:18:52.760]  你怎麼會有抗疫的能力
[00:18:52.760 --> 00:18:54.280]  抗疫的能力
[00:18:54.280 --> 00:18:57.640]  就是在逆境當中鍛煉出來
[00:18:57.640 --> 00:18:59.720]  正如我們做尖一樣
[00:18:59.720 --> 00:19:01.520]  我的手臂沒什麼力
[00:19:01.520 --> 00:19:04.600]  就是要去舉重
[00:19:04.600 --> 00:19:07.280]  就是負荷一些你平時
[00:19:07.280 --> 00:19:09.960]  很少的壓力挑戰
[00:19:09.960 --> 00:19:12.080]  肌肉有記憶
[00:19:12.080 --> 00:19:13.720]  我也是讀回來的
[00:19:13.720 --> 00:19:14.720]  原來肌肉
[00:19:14.720 --> 00:19:17.080]  記得你經常拿50斤的東西
[00:19:17.080 --> 00:19:18.840]  拿米啊拿什麼
[00:19:18.840 --> 00:19:21.000]  以後你拿5斤的東西
[00:19:21.000 --> 00:19:22.920]  你就好像劍步如飛
[00:19:22.920 --> 00:19:24.920]  飛上牆一樣
[00:19:24.920 --> 00:19:26.240]  肌肉就是這麼鍛煉
[00:19:26.240 --> 00:19:30.360]  人的內在的生命性格也是
[00:19:30.360 --> 00:19:33.680]  肌肉道最大的試煉挑戰是什麼呢
[00:19:33.680 --> 00:19:36.480]  就是在安逸的環境裡面
[00:19:36.480 --> 00:19:38.240]  不冷不熱而溫室的水
[00:19:38.240 --> 00:19:40.640]  如老底家教會一樣
[00:19:40.640 --> 00:19:44.480]  就是基督徒最大的一種挑戰
[00:19:44.480 --> 00:19:47.080]  但是神應許我們
[00:19:47.080 --> 00:19:50.120]  可以彌補這種缺憤
[00:19:50.120 --> 00:19:52.160]  彌補這種的遺憾
[00:19:52.160 --> 00:19:55.520]  重建我們的關係
[00:19:55.520 --> 00:19:59.320]  以及恢復父子那種的情
[00:19:59.320 --> 00:20:01.480]  《聖經》裡面
[00:20:01.480 --> 00:20:05.080]  路加福音這段經文非常之好
[00:20:05.080 --> 00:20:08.040]  講同樣的經文有兩段
[00:20:08.040 --> 00:20:09.880]  一段就是馬太福音
[00:20:09.880 --> 00:20:12.200]  一段就是路加福音
[00:20:12.200 --> 00:20:15.120]  路加福音就比較詳盡
[00:20:15.120 --> 00:20:17.520]  它用三個對比
[00:20:17.520 --> 00:20:19.760]  麵包與石頭
[00:20:19.760 --> 00:20:21.880]  魚與蛇
[00:20:21.880 --> 00:20:23.800]  蛋與蠍子
