
[00:00:00.000 --> 00:00:02.120]  好 那我們聆聽主的說話
[00:10:29.560 --> 00:10:34.080]  說哪一個皇帝 說哪一樣東西
[00:10:34.080 --> 00:10:36.320]  如果你這樣 你勝過但義理
[00:10:36.320 --> 00:10:39.160]  因為那段聖經就要告訴我們
[00:10:39.160 --> 00:10:41.240]  但義理很不明白
[00:10:41.240 --> 00:10:43.320]  究竟為什麼有一連串
[00:10:43.320 --> 00:10:48.040]  這些獸這麼殘忍的行為在這個世界出現
[00:10:48.040 --> 00:10:50.680]  那個主子正正就是不明白
[00:10:50.680 --> 00:10:53.720]  這個世界為什麼這麼殘酷
[00:10:53.720 --> 00:10:56.560]  但義理是一個有能力的人
[00:10:56.560 --> 00:10:58.640]  識透意象的人
[00:10:58.640 --> 00:11:00.600]  但是他在這個情況
[00:11:00.600 --> 00:11:04.000]  都解釋不了這一連串的意象
[00:11:04.000 --> 00:11:05.040]  更加不明白
[00:11:05.040 --> 00:11:09.600]  為什麼我要在這個年代裏面發生或者生活
[00:11:09.600 --> 00:11:12.720]  於是乎他會產生一個問題
[00:11:12.720 --> 00:11:14.880]  應該你和我都有這個問題
[00:11:14.880 --> 00:11:17.680]  就是我們活在這個世界裏面
[00:11:17.680 --> 00:11:20.240]  究竟應該怎樣活呢?
[00:11:20.240 --> 00:11:22.280]  是不是就好像我剛才所說的很多人說
[00:11:22.280 --> 00:11:24.440]  不如做個傻人
[00:11:24.440 --> 00:11:26.040]  懵懵地過一生
[00:11:26.040 --> 00:11:27.480]  有得玩 有得吃
[00:11:27.480 --> 00:11:30.720]  賺錢 賺完錢就花錢
[00:11:30.720 --> 00:11:32.240]  花完錢享受了之後
[00:11:32.240 --> 00:11:37.000]  接著我就等死的那一天 玩完了
[00:11:37.000 --> 00:11:40.440]  很多人是這樣的思想的
[00:11:40.440 --> 00:11:42.040]  基督徒不是這樣想的
[00:11:42.040 --> 00:11:44.440]  基督徒因為我們知道一件事
[00:11:44.440 --> 00:11:49.480]  我們的人生不只是到這一段的日子
[00:11:49.480 --> 00:11:51.920]  我們知道還有另一個下一步
[00:11:51.920 --> 00:11:54.480]  死後還有一步的
[00:11:54.480 --> 00:11:55.800]  那一步是什麼呢?
[00:11:55.800 --> 00:11:57.360]  會經過審判
[00:11:57.360 --> 00:11:58.360]  審判之後
[00:11:58.360 --> 00:12:00.680]  無論你信了主還是不信主
[00:12:00.680 --> 00:12:02.320]  都仍然活著的
[00:12:02.320 --> 00:12:06.760]  活著只不過你的遭遇不同了
[00:12:06.760 --> 00:12:09.200]  屬神的子民就會回到上帝裏面
[00:12:09.200 --> 00:12:10.440]  和上帝有fellowship
[00:12:10.440 --> 00:12:13.000]  有團契的生活
[00:12:13.000 --> 00:12:14.840]  但如果不相信上帝的人
[00:12:14.840 --> 00:12:19.320]  就會在這個被咒詛的狀態裏面
[00:12:19.320 --> 00:12:21.400]  這些觀念全部在聖經
[00:12:21.400 --> 00:12:24.800]  尤其是我們去看舊約、新約、聖經都有
[00:12:24.800 --> 00:12:26.400]  一邊上帝祝福
[00:12:26.400 --> 00:12:28.160]  另一邊上帝又咒詛
[00:12:28.160 --> 00:12:30.800]  究竟問題是你在哪一個位置裏面
[00:12:30.800 --> 00:12:33.280]  為什麼你會落在這樣的現象裏面
[00:12:33.280 --> 00:12:34.240]  不過我們回過頭來看
[00:12:34.240 --> 00:12:35.640]  但以你
[00:12:35.640 --> 00:12:37.640]  既然上帝將我擺在一個
[00:12:37.640 --> 00:12:39.400]  我現在活著的世界
[00:12:39.400 --> 00:12:42.640]  又不明白為什麼這個世界是這樣的情況
[00:12:42.640 --> 00:12:47.720]  我應該怎樣活在這個當中呢?
[00:12:47.720 --> 00:12:48.720]  尤其是今天
[00:12:48.720 --> 00:12:52.680]  我們活在這個2025年
[00:12:52.680 --> 00:12:55.240]  我們發覺每一天的發展
[00:12:55.240 --> 00:12:56.560]  在這個世界裏面
[00:12:56.560 --> 00:12:58.280]  除非你說我什麼都不想知道
[00:12:58.280 --> 00:12:59.120]  我不想看新聞
[00:12:59.120 --> 00:13:01.720]  我什麼都不想理
[00:13:01.720 --> 00:13:03.560]  你如果住在這樣的狀態裏面
[00:13:03.560 --> 00:13:05.960]  其實剛才我想說你好像一隻畜生
[00:13:05.960 --> 00:13:08.920]  和我家養的寵物一樣
[00:13:08.920 --> 00:13:10.480]  他們其實的期望就是
[00:13:10.480 --> 00:13:12.440]  什麼時候我走過去給牠吃東西
[00:13:12.440 --> 00:13:14.080]  什麼時候給牠喝水
[00:13:14.080 --> 00:13:15.360]  接著牠就等死那天
[00:13:15.360 --> 00:13:17.200]  是不是這樣呢?
[00:13:17.200 --> 00:13:20.880]  還是我和牠有交往的呢?
[00:13:20.880 --> 00:13:23.040]  有空放牠出來走走
[00:13:23.040 --> 00:13:25.520]  和牠玩一下
[00:13:25.520 --> 00:13:27.960]  是不是這樣的關係和牠建立呢?
[00:13:27.960 --> 00:13:29.920]  人今天落在一種狀態
[00:13:29.920 --> 00:13:31.560]  很多時候就是有一種
[00:13:31.560 --> 00:13:32.800]  算了 不要理了
[00:13:32.800 --> 00:13:33.880]  這個世界這麼多事情
[00:13:33.880 --> 00:13:35.200]  不到我們管
[00:13:35.200 --> 00:13:36.520]  所以我們就不要理了
[00:13:36.520 --> 00:13:37.400]  不要知道
[00:13:37.400 --> 00:13:40.440]  不知道就不用煩
[00:13:40.440 --> 00:13:42.880]  但是你卻不是這樣的人
[00:13:42.880 --> 00:13:45.440]  因為屬神的子民不是這樣的地步
[00:13:45.440 --> 00:13:47.520]  但是他所見到的世界
[00:13:47.520 --> 00:13:49.680]  卻是一個充滿殘酷
[00:13:49.680 --> 00:13:52.080]  而且今天我們會進一步看見的
[00:13:52.080 --> 00:13:55.520]  是一個充滿狂傲的世界
[00:13:55.520 --> 00:13:57.520]  而這個狂傲的世界
[00:13:57.520 --> 00:14:00.120]  反而可以變成主流的
[00:14:00.120 --> 00:14:02.640]  但是你怎麼面對一個這樣的狀態呢?
[00:14:02.640 --> 00:14:05.480]  尤其是作為基督徒的
[00:14:05.480 --> 00:14:09.680]  我們對異與不異是特別敏感的
[00:14:09.680 --> 00:14:12.360]  如果你對異與不異又不敏感的話
[00:14:12.360 --> 00:14:13.280]  那你要問一下
[00:14:13.280 --> 00:14:14.720]  那我作為一個基督徒
[00:14:14.720 --> 00:14:17.520]  我是不是真的一個基督徒呢?
[00:14:17.520 --> 00:14:20.320]  但是你對異與不異很明白
[00:14:20.320 --> 00:14:22.280]  是一個很敏感的一個人
[00:14:22.280 --> 00:14:24.400]  而今天他看的異象
[00:14:24.400 --> 00:14:26.880]  之前已經很殘酷了
[00:14:26.880 --> 00:14:28.520]  今天還來到一個
[00:14:28.520 --> 00:14:31.000]  進一步的就是一個狂傲的時代
[00:14:31.000 --> 00:14:32.200]  他怎麼去活
[00:14:32.200 --> 00:14:34.200]  怎麼去處身在其中呢?
[00:14:34.200 --> 00:14:36.760]  所以今天和大家一起講道的講題
[00:14:36.760 --> 00:14:37.840]  那個標題就是
[00:14:37.840 --> 00:14:45.080]  「當如何處身於一個狂傲任性的時代」
[00:14:45.080 --> 00:14:48.160]  我們作為信徒在這個時代裏面
[00:14:48.160 --> 00:14:50.880]  既然我們知道什麼是異與不異
[00:14:50.880 --> 00:14:53.680]  我們應該怎麼處身其中呢?
[00:14:53.680 --> 00:14:55.560]  這個是一個很重要的功課來的
[00:14:55.560 --> 00:14:57.000]  大家知道嗎?
[00:14:57.000 --> 00:14:59.360]  當你看到一些不義的行為
[00:14:59.360 --> 00:15:02.880]  你會怎麼做呢?
[00:15:02.880 --> 00:15:03.760]  簡單點來講
[00:15:03.760 --> 00:15:05.600]  如果你在車廂裏面
[00:15:05.600 --> 00:15:08.760]  看見一個孕婦
[00:15:08.760 --> 00:15:09.920]  大了肚子的
[00:15:09.920 --> 00:15:11.200]  她是被人欺凌
[00:15:11.200 --> 00:15:14.560]  又不讓位給她坐的
[00:15:14.560 --> 00:15:19.520]  你會對這種行為怎麼處理呢?
[00:15:19.520 --> 00:15:21.080]  你是不是會和那個
[00:15:21.080 --> 00:15:26.440]  坐在那個應該是給優先人士坐的座位的人
[00:15:26.440 --> 00:15:30.520]  叫他請你起來讓這個孕婦坐呢?
[00:15:30.520 --> 00:15:32.120]  還是算了不要管了
[00:15:32.120 --> 00:15:32.960]  當看不見了
[00:15:32.960 --> 00:15:34.040]  那個孕婦也不要出聲
[00:15:34.040 --> 00:15:36.240]  是不是這樣呢?
[00:15:36.240 --> 00:15:38.160]  更進一步的就是
[00:15:38.160 --> 00:15:39.040]  我們在這個世界
[00:15:39.040 --> 00:15:42.400]  甚至可能有一些政府做出來的事情
[00:15:42.400 --> 00:15:46.040]  是對於人民是不公道的時候
[00:15:46.040 --> 00:15:48.960]  那是不是基督徒就要起義呢?
[00:15:48.960 --> 00:15:51.440]  搞抗爭呢?
[00:15:51.440 --> 00:15:54.960]  今天所以這段聖經這個題目是很重要的
[00:15:54.960 --> 00:15:56.600]  我們應該怎麼處理
[00:15:56.600 --> 00:15:58.680]  處身在一個這樣的世界裏面
[00:15:58.680 --> 00:16:01.000]  有時候我可以很肯定的告訴大家
[00:16:01.000 --> 00:16:05.560]  抗爭不是基督徒在上帝裏面要我們做的事
[00:16:05.560 --> 00:16:06.680]  不過我們今天去看看
[00:16:06.680 --> 00:16:08.640]  究竟《但義理》這段聖經
[00:16:08.640 --> 00:16:14.120]  當《但義理》面對一個狂傲、驕傲、任性的世界的時候
[00:16:14.120 --> 00:16:16.120]  又充滿殘酷
[00:16:16.120 --> 00:16:17.320]  它怎麼面對呢?
[00:16:17.320 --> 00:16:19.560]  好了,讓我們再次回到這段聖經
[00:16:19.560 --> 00:16:20.480]  我們一起看看
[00:16:20.480 --> 00:16:22.200]  我們讀多一次好嗎?
[00:16:22.200 --> 00:16:24.960]  這段聖經是比較亂的
[00:16:24.960 --> 00:16:26.560]  我不敢
[00:16:26.560 --> 00:16:29.680]  我不否認應該這麼說
[00:16:29.680 --> 00:16:32.360]  我不否認這段聖經對於很多信徒來講
[00:16:32.360 --> 00:16:34.360]  是很混亂的一段聖經
[00:16:34.360 --> 00:16:36.840]  尤其是這裏講兩隻羊
[00:16:36.840 --> 00:16:40.240]  這兩隻羊發生了什麼事
[00:16:40.240 --> 00:16:43.120]  我們會讀多一次
[00:16:43.120 --> 00:16:46.360]  雖然剛才Sandy已經幫我們讀了一次
[00:16:46.360 --> 00:16:48.720]  我們再自己讀多一次好嗎?
[00:16:48.720 --> 00:16:51.040]  好,我們一起打開
[00:16:51.040 --> 00:16:53.120]  《但義理書》第八章
[00:16:53.120 --> 00:16:55.000]  第一節至第十四節
[00:16:55.000 --> 00:16:57.560]  我們一起去讀一下
[00:16:57.560 --> 00:17:01.240]  「白沙薩王在位第三年
[00:17:01.240 --> 00:17:05.560]  有異象與我但義理
[00:17:05.560 --> 00:17:09.720]  是在先前所見的異象之後
[00:17:09.720 --> 00:17:12.280]  我見了異象的時候
[00:17:12.280 --> 00:17:17.040]  我以為在以蘭省書山城中
[00:17:17.040 --> 00:17:21.920]  我見異象猶如在烏來河邊
[00:17:21.920 --> 00:17:24.240]  我舉目觀看
[00:17:24.240 --> 00:17:28.880]  見有雙角的公綿羊站在河邊
[00:17:28.880 --> 00:17:31.000]  兩角都高
[00:17:31.000 --> 00:17:33.960]  這角高過那角
[00:17:33.960 --> 00:17:36.880]  更高的是後掌的
[00:17:36.880 --> 00:17:44.120]  我見那公綿羊往西往北往南抵觸
[00:17:44.120 --> 00:17:48.040]  受在他面前都站立不住
[00:17:48.040 --> 00:17:52.240]  也沒有能夠護脫離他手的
[00:17:52.240 --> 00:17:55.080]  但他任意而行
[00:17:55.080 --> 00:17:57.400]  至高至大
[00:17:57.400 --> 00:18:00.080]  我正思想的時候
[00:18:00.080 --> 00:18:04.240]  見有一隻公山羊從西而來
[00:18:04.240 --> 00:18:06.320]  遍行全地
[00:18:06.320 --> 00:18:08.320]  腳不沾塵
[00:18:08.320 --> 00:18:13.880]  這山羊兩眼當中有一非常的角
[00:18:13.880 --> 00:18:16.680]  他往我所看見
[00:18:16.680 --> 00:18:21.960]  站在河邊有雙角的公綿羊那裡去
[00:18:21.960 --> 00:18:24.000]  大發憤怒
[00:18:24.000 --> 00:18:26.240]  向他直衝
[00:18:26.240 --> 00:18:30.120]  我見公山羊就近公綿羊
[00:18:30.120 --> 00:18:33.640]  向他發烈怒抵觸他
[00:18:33.640 --> 00:18:36.160]  截斷他的兩角
[00:18:36.160 --> 00:18:39.680]  綿羊在他面前站立不住
[00:18:39.680 --> 00:18:42.960]  他將綿羊捉到在地
[00:18:42.960 --> 00:18:44.920]  用腳踐踏
[00:18:44.920 --> 00:18:50.080]  沒有能夠使綿羊脫離他手的
[00:18:50.080 --> 00:18:53.760]  這山羊極其至高至大
[00:18:53.760 --> 00:18:55.960]  正強盛的時候
[00:18:55.960 --> 00:18:58.440]  那大角截斷了
[00:18:58.440 --> 00:19:01.960]  又在各根上向天的四方
[00:19:01.960 --> 00:19:05.720]  長出四個非常的角來
[00:19:05.720 --> 00:19:10.920]  四角之中有一角長出一個小角
[00:19:10.920 --> 00:19:12.040]  向南
[00:19:12.040 --> 00:19:13.200]  向東
[00:19:13.200 --> 00:19:15.360]  向榮美之地
[00:19:15.360 --> 00:19:18.000]  漸漸成為強大
[00:19:18.000 --> 00:19:20.320]  他漸漸強大
[00:19:20.320 --> 00:19:22.480]  高及天象
[00:19:22.480 --> 00:19:27.120]  將這些天象和星獸拋落在地
[00:19:27.120 --> 00:19:29.160]  在腳踐踏
[00:19:29.160 --> 00:19:32.480]  並且他至高至大
[00:19:32.480 --> 00:19:35.920]  以為高及天象之君
[00:19:35.920 --> 00:19:39.560]  除掉常憲級君的煩際
[00:19:39.560 --> 00:19:42.320]  毀壞君的聖所
[00:19:42.320 --> 00:19:44.680]  因罪過的緣故
[00:19:44.680 --> 00:19:49.360]  有君女和常憲的煩際交付他
[00:19:49.360 --> 00:19:52.520]  他將真理拋在地上
[00:19:52.520 --> 00:19:54.400]  任意而行
[00:19:54.400 --> 00:19:56.440]  無不順利
[00:19:56.440 --> 00:19:59.920]  我聽見有一位聖者的話
[00:19:59.920 --> 00:20:04.480]  又有一位聖者問那說話的聖者說
[00:20:04.480 --> 00:20:07.320]  這除掉常憲的煩際
[00:20:07.320 --> 00:20:10.080]  和施行毀壞的罪過
[00:20:10.080 --> 00:20:14.200]  將聖所與君女踐踏的異象
[00:20:14.200 --> 00:20:17.240]  要到何時才應驗呢?
[00:20:17.240 --> 00:20:18.840]  他說
[00:20:18.840 --> 00:20:20.360]  他對我說
[00:20:20.360 --> 00:20:22.920]  到二千三百日
[00:20:22.920 --> 00:20:27.000]  聖所就必見證
[00:20:27.000 --> 00:20:29.400]  上文我們已經說過了
[00:20:29.400 --> 00:20:33.320]  第七章裡面說了四隻
[00:20:33.320 --> 00:20:40.760]  不知是什麼的獸妖怪
[00:20:40.760 --> 00:20:43.240]  我們沒有嘗試將這四隻妖怪
[00:20:43.240 --> 00:20:45.960]  去對應什麼王什麼朝代
[00:20:45.960 --> 00:20:49.160]  當然你可以去嘗試猜測
[00:20:49.160 --> 00:20:51.400]  不過上次我們已經說得很清楚
[00:20:51.400 --> 00:20:53.240]  這四隻獸是彰顯了
[00:20:53.240 --> 00:20:55.680]  在不同時代的裡面
[00:20:55.680 --> 00:20:59.240]  那種殘酷的現象
[00:20:59.240 --> 00:21:01.000]  而且那種殘酷的現象
[00:21:01.000 --> 00:21:03.600]  要包裝成為人的樣式
[00:21:03.600 --> 00:21:06.760]  說一些人喜歡聽的說話
[00:21:06.760 --> 00:21:09.840]  使得你漸漸跟隨它
