
[00:00:00.000 --> 00:00:05.000]  各位聽眾好,各位朋友好
[00:09:19.000 --> 00:09:24.000]  啟示錄得以證實
[00:09:24.000 --> 00:09:30.000]  啟示錄一章四節是怎樣說的呢?
[00:09:30.000 --> 00:09:33.000]  和合本的翻譯是
[00:09:33.000 --> 00:09:40.000]  但願從那色在今在以後永在的神
[00:09:40.000 --> 00:09:43.000]  是這樣翻譯的
[00:09:43.000 --> 00:09:49.000]  但是原文,好像新漢語的譯本所翻譯出來
[00:09:49.000 --> 00:09:52.000]  是怎樣的呢?
[00:09:52.000 --> 00:10:00.000]  願今在色在來臨中的那一位
[00:10:00.000 --> 00:10:04.000]  所以不是以後永在
[00:10:04.000 --> 00:10:08.000]  是來臨中的那一位
[00:10:08.000 --> 00:10:11.000]  來臨中的那一位指誰呢?
[00:10:11.000 --> 00:10:16.000]  就是指那位坐寶座的神
[00:10:16.000 --> 00:10:24.000]  這位神簡稱I AM
[00:10:24.000 --> 00:10:28.000]  這位神不是一位靜態的神
[00:10:28.000 --> 00:10:33.000]  是一位來臨中的神
[00:10:33.000 --> 00:10:37.000]  但問題是他怎樣來臨呢?
[00:10:37.000 --> 00:10:43.000]  他來臨的時候要做甚麼呢?
[00:10:43.000 --> 00:10:54.000]  原來他是藉著耶穌而來的
[00:10:54.000 --> 00:11:02.000]  而他來的時候要施行一個更大更深層次的拯救
[00:11:02.000 --> 00:11:04.000]  在舊約的時候
[00:11:04.000 --> 00:11:10.000]  神救以色列人出來發露的奴役
[00:11:10.000 --> 00:11:13.000]  但來到新約的時候
[00:11:13.000 --> 00:11:18.000]  神藉耶穌拯救世界上的人
[00:11:18.000 --> 00:11:26.000]  脫離魔鬼、罪惡和死亡這些黑暗的權勢所克制
[00:11:26.000 --> 00:11:32.000]  使到神的國可以降臨
[00:11:32.000 --> 00:11:38.000]  這是啟示錄十二章十節給我們看到
[00:11:38.000 --> 00:11:43.000]  問題是到底耶穌是誰呢?
[00:11:43.000 --> 00:11:50.000]  以致祂能夠代表神成就這麼大的救恩
[00:11:50.000 --> 00:12:01.000]  我們可以在約翰福音八章五十六至五十八節找到答案
[00:12:01.000 --> 00:12:06.000]  在約翰福音八章五十六至五十八節的經文裡
[00:12:06.000 --> 00:12:09.000]  耶穌對猶太人說
[00:12:09.000 --> 00:12:16.000]  「你們的祖宗阿伯拉罕歡歡喜仰望我的日子
[00:12:16.000 --> 00:12:21.000]  既然看見就快樂了」
[00:12:21.000 --> 00:12:23.000]  猶太人就說
[00:12:23.000 --> 00:12:27.000]  「你說未有到五十歲
[00:12:27.000 --> 00:12:31.000]  豈能見過阿伯拉罕呢?」
[00:12:31.000 --> 00:12:37.000]  耶穌就說「我實實在在地告訴你們
[00:12:37.000 --> 00:12:42.000]  還沒有阿伯拉罕就有了我」
[00:12:42.000 --> 00:12:47.000]  而這裡NIV英文的本是什麼呢?
[00:12:47.000 --> 00:12:57.000]  「Before Abraham was, I am, I am」
[00:12:57.000 --> 00:13:00.000]  猶太人就識貨
[00:13:00.000 --> 00:13:04.000]  他們懂得耶穌所說的意義
[00:13:04.000 --> 00:13:07.000]  他們就認為耶穌是褻瀆神
[00:13:07.000 --> 00:13:11.000]  於是就拿石頭來打祂
[00:13:11.000 --> 00:13:19.000]  因為「I am」是神的名字
[00:13:19.000 --> 00:13:22.000]  原來耶穌是誰呢?
[00:13:22.000 --> 00:13:26.000]  原來耶穌是永生主
[00:13:26.000 --> 00:13:29.000]  祂是三位一體的神的第二位
[00:13:29.000 --> 00:13:34.000]  聖子耶穌
[00:13:34.000 --> 00:13:40.000]  到底耶穌為什麼在路加那段聖經裡
[00:13:40.000 --> 00:13:43.000]  向我們提出上述所說的
[00:13:43.000 --> 00:13:50.000]  那種無以上知的要求呢?
[00:13:50.000 --> 00:13:56.000]  我們可以回到路加福音這段經文
[00:13:56.000 --> 00:14:00.000]  耶穌所提出的三個「不能」
[00:14:00.000 --> 00:14:04.000]  來找到答案
[00:14:04.000 --> 00:14:07.000]  祂三次提到「不能」
[00:14:07.000 --> 00:14:11.000]  第一次就在二十六節
[00:14:11.000 --> 00:14:16.000]  祂說那些愛家庭
[00:14:16.000 --> 00:14:18.000]  善過愛他的人
[00:14:18.000 --> 00:14:20.000]  就不能
[00:14:20.000 --> 00:14:24.000]  不能作他們的門徒
[00:14:24.000 --> 00:14:27.000]  為什麼呢?
[00:14:27.000 --> 00:14:34.000]  家庭是神藉著耶穌所賜的
[00:14:34.000 --> 00:14:38.000]  因為萬有都是神藉著耶穌所做的
[00:14:38.000 --> 00:14:41.000]  約翰福音一章三節
[00:14:41.000 --> 00:14:44.000]  哥羅西書一章十六節
[00:14:44.000 --> 00:14:47.000]  《創世紀》一章三十一節
[00:14:47.000 --> 00:14:49.000]  告訴我們
[00:14:49.000 --> 00:14:55.000]  神創造之公在他做人之後
[00:14:55.000 --> 00:14:59.000]  他看見他所做的
[00:14:59.000 --> 00:15:01.000]  不單是好
[00:15:01.000 --> 00:15:03.000]  而且是怎麼樣呢?
[00:15:03.000 --> 00:15:06.000]  而且是心好
[00:15:06.000 --> 00:15:08.000]  因此
[00:15:08.000 --> 00:15:11.000]  神做男做女
[00:15:11.000 --> 00:15:14.000]  並且吩咐他們生養眾多
[00:15:14.000 --> 00:15:17.000]  所產生的家庭
[00:15:17.000 --> 00:15:20.000]  他本身是好的
[00:15:20.000 --> 00:15:24.000]  家庭是好的
[00:15:24.000 --> 00:15:27.000]  而在這個家庭裏
[00:15:27.000 --> 00:15:30.000]  我們相信大家都同意
[00:15:30.000 --> 00:15:33.000]  夫妻的關係
[00:15:33.000 --> 00:15:35.000]  應該是最密切的
[00:15:35.000 --> 00:15:36.000]  夫妻的關係
[00:15:36.000 --> 00:15:37.000]  為什麼呢?
[00:15:37.000 --> 00:15:42.000]  因為他們是二人成為一體的
[00:15:42.000 --> 00:15:46.000]  《創世紀》二章二十四節
[00:15:46.000 --> 00:15:49.000]  這個美好的關係
[00:15:49.000 --> 00:15:52.000]  是神藉著耶穌基督
[00:15:52.000 --> 00:15:56.000]  賜予人的後恩
[00:15:56.000 --> 00:16:00.000]  但如果丈夫愛妻子
[00:16:00.000 --> 00:16:02.000]  勝過愛主
[00:16:02.000 --> 00:16:07.000]  就好像我們的始祖亞當
[00:16:07.000 --> 00:16:09.000]  亞當在耶和華神
[00:16:09.000 --> 00:16:11.000]  明明吩咐他
[00:16:11.000 --> 00:16:14.000]  不可以吃分別善惡樹的果子
[00:16:14.000 --> 00:16:15.000]  並且告訴他
[00:16:15.000 --> 00:16:20.000]  他吃後會有什麼後果
[00:16:20.000 --> 00:16:24.000]  亞當竟然選擇
[00:16:24.000 --> 00:16:30.000]  吃夏娃給他的果子
[00:16:30.000 --> 00:16:32.000]  這表明什麼呢?
[00:16:32.000 --> 00:16:34.000]  表明他內心
[00:16:34.000 --> 00:16:37.000]  其實是看他妻子
[00:16:37.000 --> 00:16:41.000]  他跟神的關係
[00:16:41.000 --> 00:16:44.000]  他跟妻子的關係
[00:16:44.000 --> 00:16:47.000]  比他跟神的關係
[00:16:47.000 --> 00:16:50.000]  更加重要
[00:16:50.000 --> 00:16:55.000]  妻子比神重要
[00:16:55.000 --> 00:16:58.000]  結果是什麼呢?
[00:16:58.000 --> 00:17:02.000]  結果就像神所說的
[00:17:02.000 --> 00:17:07.000]  你吃的日子必定死
[00:17:07.000 --> 00:17:10.000]  他就死了
[00:17:10.000 --> 00:17:14.000]  當然不是他的肉身馬上死
[00:17:14.000 --> 00:17:21.000]  是指他跟神的關係已經破裂
[00:17:21.000 --> 00:17:24.000]  我們怎麼知道他跟神的關係破裂呢?
[00:17:24.000 --> 00:17:28.000]  《創世紀》三章十節說到
[00:17:28.000 --> 00:17:32.000]  當神來找他的時候
[00:17:32.000 --> 00:17:37.000]  亞當就藏起來
[00:17:37.000 --> 00:17:43.000]  他害怕見到神
[00:17:43.000 --> 00:17:50.000]  亞當不但與神的關係破裂
[00:17:50.000 --> 00:17:57.000]  他同時也與他妻子的關係破裂
[00:17:57.000 --> 00:17:59.000]  怎麼知道呢?
[00:17:59.000 --> 00:18:02.000]  《創世紀》三章十二節
[00:18:02.000 --> 00:18:07.000]  說到當神問亞當
[00:18:07.000 --> 00:18:12.000]  你是不是吃了我叫你不要吃的感覺呢?
[00:18:12.000 --> 00:18:18.000]  亞當為自己辯護
[00:18:18.000 --> 00:18:20.000]  推卸責任
[00:18:20.000 --> 00:18:30.000]  他說這是與我同在的女人給我吃的
[00:18:30.000 --> 00:18:33.000]  大家看看
[00:18:33.000 --> 00:18:39.000]  他這裡不是再稱夏娃為妻子
[00:18:39.000 --> 00:18:44.000]  他說這是與我同在的女人
[00:18:44.000 --> 00:18:51.000]  這讓我們看到他跟妻子的關係破裂
[00:18:51.000 --> 00:18:58.000]  這是愛家庭性愛主的結果
[00:18:58.000 --> 00:19:02.000]  第二,他的不能是什麼呢?
[00:19:02.000 --> 00:19:08.000]  就是愛主以外的一切勝過愛他
[00:19:08.000 --> 00:19:12.000]  這是我先說三十三節
[00:19:12.000 --> 00:19:14.000]  第三十三節就說這個
[00:19:14.000 --> 00:19:23.000]  神說要愛他勝過愛一切
[00:19:23.000 --> 00:19:26.000]  在主之愛的一切
[00:19:26.000 --> 00:19:28.000]  包括什麼呢?包括一切
[00:19:28.000 --> 00:19:30.000]  一切包括什麼呢?
[00:19:30.000 --> 00:19:36.000]  包括國家在內
[00:19:36.000 --> 00:19:40.000]  國家本身也是好的
[00:19:40.000 --> 00:19:44.000]  我們試想一下那些無國籍的人
[00:19:44.000 --> 00:19:48.000]  在世上生活是很困難的
[00:19:48.000 --> 00:19:50.000]  其中一個原因是什麼呢?
[00:19:50.000 --> 00:19:54.000]  就是這些人缺乏保護
[00:19:54.000 --> 00:19:57.000]  神保護他們
[00:19:57.000 --> 00:19:59.000]  神吩咐我們怎樣呢?
[00:19:59.000 --> 00:20:03.000]  神吩咐我們要信服國家的掌權者
[00:20:03.000 --> 00:20:06.000]  因為這些掌權者的權柄
[00:20:06.000 --> 00:20:08.000]  是神賜給他們的
[00:20:08.000 --> 00:20:12.000]  羅馬書十三章第一節
[00:20:12.000 --> 00:20:15.000]  死是應當的
[00:20:15.000 --> 00:20:18.000]  因為我們是罪人
[00:20:18.000 --> 00:20:23.000]  但是耶穌是義者
[00:20:23.000 --> 00:20:27.000]  上傳七章五十二節
[00:20:27.000 --> 00:20:29.000]  耶穌是義者
[00:20:29.000 --> 00:20:33.000]  他一生都遵行神的旨意
[00:20:33.000 --> 00:20:36.000]  希伯來書十章七節
[00:20:36.000 --> 00:20:42.000]  因此他絕對不需要死
[00:20:42.000 --> 00:20:48.000]  而且他不但是一位義者
[00:20:48.000 --> 00:20:55.000]  是一位名為I AM的永生主
[00:20:55.000 --> 00:21:01.000]  然而他竟然為了救贖我們而死
[00:21:01.000 --> 00:21:06.000]  而且是死在十字架上
[00:21:06.000 --> 00:21:08.000]  弟兄姊妹
[00:21:08.000 --> 00:21:12.000]  我們想到這個時候
[00:21:12.000 --> 00:21:15.000]  我們真的會承認
[00:21:15.000 --> 00:21:21.000]  這是一個震撼人心的選擇
[00:21:21.000 --> 00:21:25.000]  主耶穌這樣的選擇
[00:21:25.000 --> 00:21:30.000]  真是令我們的心震撼
[00:21:30.000 --> 00:21:32.000]  祂這樣做
[00:21:32.000 --> 00:21:35.000]  充分顯出和證明
[00:21:35.000 --> 00:21:39.000]  祂對我們的大愛
[00:21:39.000 --> 00:21:42.000]  耶穌吩咐跟隨祂的人
[00:21:42.000 --> 00:21:47.000]  要寫記天天背起十字架來跟隨祂
[00:21:47.000 --> 00:21:50.000]  路加九章二十三節
[00:21:50.000 --> 00:21:55.000]  這是由於我們所蒙的舊因
[00:21:55.000 --> 00:22:01.000]  是一個已然未然的舊因
[00:22:01.000 --> 00:22:05.000]  Already but not yet
[00:22:05.000 --> 00:22:11.000]  已然是指我們的罪已得到赦免
[00:22:11.000 --> 00:22:13.000]  羅馬書一章七節
[00:22:13.000 --> 00:22:19.000]  而未然是指我們的身體還未得贖
[00:22:19.000 --> 00:22:23.000]  羅馬書八章二十三節
[00:22:23.000 --> 00:22:32.000]  我們現今活在保羅所說的
[00:22:32.000 --> 00:22:39.000]  罪與死的身體裏面
[00:22:39.000 --> 00:22:41.000]  我們的身體是一個罪身
[00:22:41.000 --> 00:22:43.000]  是一個死的身體
[00:22:43.000 --> 00:22:48.000]  羅馬書六章六節和七章二十四節
[00:22:48.000 --> 00:22:50.000]  就因為這個緣故
[00:22:50.000 --> 00:22:56.000]  我們要背起十字架跟隨著
[00:22:56.000 --> 00:22:59.000]  藉著與祂同死
[00:22:59.000 --> 00:23:03.000]  使得我們得以與祂同活
[00:23:03.000 --> 00:23:07.000]  所以保羅在羅馬書八章十三節
[00:23:07.000 --> 00:23:09.000]  就教導我們
[00:23:09.000 --> 00:23:16.000]  他說:你們若順從肉體活著必要死
[00:23:16.000 --> 00:23:20.000]  若靠著聖靈治死身體的惡行
[00:23:20.000 --> 00:23:23.000]  必要活著
[00:23:23.000 --> 00:23:28.000]  保羅又在菲律賓書三章十至十一節指出
[00:23:28.000 --> 00:23:31.000]  我們這些認識主的人
[00:23:31.000 --> 00:23:35.000]  要藉著與主一同受苦
[00:23:35.000 --> 00:23:38.000]  效法祂的死
[00:23:38.000 --> 00:23:42.000]  模成祂死的形狀
[00:23:42.000 --> 00:23:44.000]  藉著這樣
[00:23:44.000 --> 00:23:52.000]  能夠與祂一同從死裏復活
[00:23:52.000 --> 00:23:58.000]  能以活出耶穌基督的樣式
[00:23:58.000 --> 00:24:03.000]  我們如果有盼望能夠活出祂的樣式
[00:24:03.000 --> 00:24:05.000]  盼望就是由於
[00:24:05.000 --> 00:24:12.000]  今天這位主已經住在我們裏面
[00:24:12.000 --> 00:24:17.000]  所以保羅在羅馬書八章十七節說
[00:24:17.000 --> 00:24:21.000]  這樣我們若與祂一同受苦
[00:24:21.000 --> 00:24:27.000]  也必和祂一同得榮耀
[00:24:27.000 --> 00:24:30.000]  怎能如此
[00:24:30.000 --> 00:24:34.000]  永生主竟為我死
[00:24:34.000 --> 00:24:40.000]  願主耶穌這個大愛和大恩激勵我們
[00:24:40.000 --> 00:24:43.000]  讓我們可以靠著聖靈
[00:24:43.000 --> 00:24:45.000]  跟隨祂徒弟
[00:24:45.000 --> 00:24:48.000]  與祂一同受苦
[00:24:48.000 --> 00:24:53.000]  活出上述所說的智慧的人生
[00:24:53.000 --> 00:24:57.000]  來榮耀主的聖名
[00:24:57.000 --> 00:25:03.000]  藉此也能夠引領更多人認識祂
