
[00:00:00.000 --> 00:00:03.440]  各位今天節目的朋友們 早安
[00:02:46.800 --> 00:02:49.840]  向我們所定的旨意
[00:02:49.840 --> 00:02:52.240]  所以神的意思叫我們活出
[00:02:52.240 --> 00:02:56.160]  常常不諸凡事
[00:02:56.160 --> 00:02:59.440]  所以我們才能夠克服我們的心態
[00:02:59.440 --> 00:03:02.640]  像月亮一樣初一十五不一樣
[00:03:02.640 --> 00:03:06.200]  才能夠戰勝勝過我們的情緒
[00:03:06.200 --> 00:03:10.320]  像天氣一樣晴時多雲偶陣雨
[00:03:10.320 --> 00:03:15.280]  而我們所能靠的只能靠神
[00:03:15.280 --> 00:03:18.240]  連我們自己都靠不住的
[00:03:18.240 --> 00:03:20.440]  這是菲利比書第四章
[00:03:20.440 --> 00:03:23.560]  四到七節所說的
[00:03:23.560 --> 00:03:25.520]  然後第四次我說我們要戰勝
[00:03:25.520 --> 00:03:27.640]  我們生命中的巨人
[00:03:27.640 --> 00:03:30.320]  我們每一個人生命中都有巨人
[00:03:30.320 --> 00:03:32.240]  你走在你人生道路上面
[00:03:32.240 --> 00:03:35.840]  有江河的危險有大山的阻攔
[00:03:35.840 --> 00:03:39.680]  有各自各樣的困苦患難
[00:03:39.680 --> 00:03:41.960]  但是你要如何戰勝
[00:03:41.960 --> 00:03:43.840]  你生命中的巨人
[00:03:43.840 --> 00:03:46.760]  有哥利亞真的攔著你
[00:03:46.760 --> 00:03:49.680]  你要像大衛一樣
[00:03:49.680 --> 00:03:53.560]  要拿起你的武器正面迎向他
[00:03:53.560 --> 00:03:56.360]  那打一場美妙的勝仗
[00:03:56.360 --> 00:03:58.360]  而勝利的結果
[00:03:58.360 --> 00:04:01.360]  勝利的原因不是在你
[00:04:01.360 --> 00:04:02.920]  大衛怎麼可能打得過
[00:04:02.920 --> 00:04:04.640]  哥利亞大巨人呢
[00:04:04.640 --> 00:04:06.200]  乃是在神
[00:04:06.200 --> 00:04:07.480]  所以我們要怎麼樣
[00:04:07.480 --> 00:04:09.920]  戰勝我們生命中的巨人
[00:04:09.920 --> 00:04:12.760]  這個巨人可能是我們身體的健康
[00:04:12.760 --> 00:04:14.960]  這巨人可能是我們的配偶
[00:04:14.960 --> 00:04:17.120]  這巨人可能是我們的兒女
[00:04:17.120 --> 00:04:19.280]  這巨人可能是我們的事業
[00:04:19.280 --> 00:04:22.520]  這巨人可能是我們自己
[00:04:22.520 --> 00:04:24.680]  你勝不過你自己的面子
[00:04:24.680 --> 00:04:26.720]  你勝不過你自己的脾氣
[00:04:26.720 --> 00:04:29.000]  你勝不過你自己的小心
[00:04:29.000 --> 00:04:31.360]  你勝不過你自己的貪婪
[00:04:31.360 --> 00:04:34.800]  你勝不過你自己心裡面的鬼詐等
[00:04:34.800 --> 00:04:36.760]  所以我們要如何戰勝
[00:04:36.760 --> 00:04:38.640]  我們生命中的巨人
[00:04:38.640 --> 00:04:40.360]  感謝神讚美神
[00:04:40.360 --> 00:04:43.000]  接著我們要活出
[00:04:43.000 --> 00:04:44.840]  得勝有餘的人生
[00:04:44.840 --> 00:04:46.640]  而你的人生
[00:04:46.640 --> 00:04:51.040]  不只是勉勉強強活著
[00:04:51.040 --> 00:04:54.840]  乃至說我們要得勝有餘
[00:04:54.840 --> 00:04:57.040]  我們要勝過我們的環境
[00:04:57.040 --> 00:05:00.200]  而且我們要有豐盛的生命的
[00:05:00.200 --> 00:05:01.000]  是的
[00:05:01.000 --> 00:05:03.400]  菲律賓書保羅說
[00:05:03.400 --> 00:05:05.400]  我活著就是基督
[00:05:05.400 --> 00:05:07.840]  我死了就有益處
[00:05:07.840 --> 00:05:11.600]  所以是死是生是活
[00:05:11.600 --> 00:05:15.080]  我都是活得高高興興快快樂樂
[00:05:15.080 --> 00:05:17.280]  因為神與我同在
[00:05:17.280 --> 00:05:18.760]  Hallelujah
[00:05:18.760 --> 00:05:20.280]  然後我跟著又講說
[00:05:20.280 --> 00:05:22.880]  祈福天國的延期
[00:05:22.880 --> 00:05:25.240]  我們的生命中
[00:05:25.240 --> 00:05:28.040]  基本上每一個人的生命
[00:05:28.040 --> 00:05:31.520]  我們的成生的道路都有三個關卡
[00:05:31.520 --> 00:05:33.200]  你過不去的
[00:05:33.200 --> 00:05:36.160]  第一個是野木的情慾
[00:05:36.160 --> 00:05:37.360]  你看到好吃的
[00:05:37.360 --> 00:05:39.080]  或者你看到好看的
[00:05:39.080 --> 00:05:41.920]  或者你看到賞心悅目的
[00:05:41.920 --> 00:05:48.240]  或者是引起你遐思遐想的念頭
[00:05:48.240 --> 00:05:49.680]  那個野木的情慾
[00:05:49.680 --> 00:05:52.280]  常常叫你過不了這一關
[00:05:52.280 --> 00:05:54.160]  肉體的軟弱
[00:05:54.160 --> 00:05:56.680]  你勝不過你自己的脾氣
[00:05:56.680 --> 00:05:59.760]  或者是想吃這個想吃那個
[00:05:59.760 --> 00:06:01.640]  明明一聲說不可以吃
[00:06:01.640 --> 00:06:03.640]  就是嘴巴饞
[00:06:03.640 --> 00:06:05.760]  或者是精神的驕傲
[00:06:05.760 --> 00:06:07.160]  我們自己的面子
[00:06:07.160 --> 00:06:08.320]  是不是
[00:06:08.320 --> 00:06:11.720]  亞當跟夏娃就是勝不過這個
[00:06:11.720 --> 00:06:13.120]  才會犯罪
[00:06:13.120 --> 00:06:18.160]  亞當夏娃看蘋果好看
[00:06:18.160 --> 00:06:20.720]  就是野木的情慾
[00:06:20.720 --> 00:06:22.600]  吃了肚子可以不餓
[00:06:22.600 --> 00:06:24.400]  肉體的軟弱
[00:06:24.400 --> 00:06:25.880]  又聽蛇跟他說
[00:06:25.880 --> 00:06:27.760]  你吃了可以跟神一樣
[00:06:27.760 --> 00:06:29.360]  有智慧有聰明
[00:06:29.360 --> 00:06:30.960]  精神的驕傲
[00:06:30.960 --> 00:06:32.680]  他就吃了
[00:06:32.680 --> 00:06:34.880]  但是我們的主耶穌基督
[00:06:34.880 --> 00:06:37.440]  同樣當他受了洗
[00:06:37.440 --> 00:06:39.560]  聖靈帶他到曠野
[00:06:39.560 --> 00:06:41.240]  禁食四十天
[00:06:41.240 --> 00:06:44.080]  撒旦出來誘惑他說
[00:06:44.080 --> 00:06:45.760]  你如果真是神的兒子
[00:06:45.760 --> 00:06:48.440]  你可以分腹石頭變成食物
[00:06:48.440 --> 00:06:50.560]  你吃了肚子就不餓
[00:06:50.560 --> 00:06:51.640]  肉體的軟弱
[00:06:51.640 --> 00:06:54.480]  耶穌說人活著不是單靠食物
[00:06:54.480 --> 00:06:57.320]  乃是靠神口所出一切的話
[00:06:57.320 --> 00:06:59.200]  所以他勝過了
[00:06:59.200 --> 00:07:03.200]  撒旦又帶他上這個山上
[00:07:03.200 --> 00:07:05.440]  指著說這天下的榮華富貴
[00:07:05.440 --> 00:07:07.680]  我都給你只要你拜我
[00:07:07.680 --> 00:07:10.360]  這個野木的情義
[00:07:10.360 --> 00:07:11.760]  又說帶他到殿裡
[00:07:11.760 --> 00:07:13.760]  說你跳下來讓神托住你
[00:07:13.760 --> 00:07:15.320]  精神的驕傲
[00:07:15.320 --> 00:07:16.880]  但是耶穌說
[00:07:16.880 --> 00:07:19.120]  撒旦魔鬼退往後邊去
[00:07:19.120 --> 00:07:20.600]  他戰勝
[00:07:20.600 --> 00:07:23.080]  天使就出來伺候他
[00:07:23.080 --> 00:07:27.720]  所以先前的亞當沒有勝過
[00:07:27.720 --> 00:07:30.280]  沒有活出得勝有餘的人生
[00:07:30.280 --> 00:07:32.200]  落後的亞當勝過了
[00:07:32.200 --> 00:07:33.440]  我們也是一樣
[00:07:33.440 --> 00:07:35.240]  我們要勝過這一切
[00:07:35.240 --> 00:07:40.680]  我們要把如耶穌所把救恩比喻做
[00:07:40.680 --> 00:07:42.680]  天國的宴席
[00:07:42.680 --> 00:07:44.760]  路加福音說
[00:07:44.760 --> 00:07:49.600]  由於他大開宴席邀請人來家裡面吃
[00:07:49.600 --> 00:07:51.840]  時間到了出去請人
[00:07:51.840 --> 00:07:54.440]  結果一個都不來
[00:07:54.440 --> 00:07:58.880]  有的人說我剛買了房產畢業
[00:07:58.880 --> 00:08:00.480]  我要去看一下
[00:08:00.480 --> 00:08:03.240]  有的說我剛剛買了五對牛
[00:08:03.240 --> 00:08:04.680]  我要去試一下
[00:08:04.680 --> 00:08:07.040]  有一個說我要剛剛結了婚
[00:08:07.040 --> 00:08:10.560]  我要去看一看溫存一下
[00:08:10.560 --> 00:08:13.360]  這個家主非常生氣
[00:08:13.360 --> 00:08:15.920]  他就說你去跟到外面去請
[00:08:15.920 --> 00:08:17.760]  去邀去拉
[00:08:17.760 --> 00:08:19.960]  來把人坐滿這個地方
[00:08:19.960 --> 00:08:23.840]  所以天國就輪到我們了
[00:08:23.840 --> 00:08:25.480]  我們就有福了
[00:08:25.480 --> 00:08:28.880]  我們憑著信心奉祖耶穌基督的名
[00:08:28.880 --> 00:08:31.960]  我們參加了神國的宴席
[00:08:31.960 --> 00:08:34.880]  是的感謝神讚美神
[00:08:34.880 --> 00:08:39.720]  後來我又說我們要走過人生的風暴
[00:08:39.720 --> 00:08:42.640]  每一個人的人生都有風暴
[00:08:42.640 --> 00:08:45.120]  有高山有低谷
[00:08:45.120 --> 00:08:46.480]  經上面說
[00:08:46.480 --> 00:08:49.640]  約翰華神是山頂的神
[00:08:49.640 --> 00:08:52.440]  他也是山谷裡面的神
[00:08:52.440 --> 00:08:55.800]  所以不管你的生命多低
[00:08:55.800 --> 00:08:58.640]  或不管你的困苦有多大
[00:08:58.640 --> 00:08:59.280]  困難有多大
[00:08:59.280 --> 00:09:02.080]  我們的神不比這一切更大嗎
[00:09:02.080 --> 00:09:04.000]  所以我們憑著信心
[00:09:04.000 --> 00:09:06.360]  我們好像跟他一樣
[00:09:06.360 --> 00:09:09.080]  在船上渡過去
[00:09:09.080 --> 00:09:11.320]  忽然間起了風暴
[00:09:11.320 --> 00:09:12.560]  我們就害怕
[00:09:12.560 --> 00:09:16.160]  耶穌說我是平靜風暴的神
[00:09:16.160 --> 00:09:19.720]  所以只要有耶穌與我們同在
[00:09:19.720 --> 00:09:22.560]  只要我們願意把我們的一切
[00:09:22.560 --> 00:09:23.600]  交到祂頭上
[00:09:23.600 --> 00:09:25.040]  憑著信心
[00:09:25.040 --> 00:09:27.480]  我們走過人生的風暴
[00:09:27.480 --> 00:09:30.640]  我們從耗盡到蒙福
[00:09:30.640 --> 00:09:34.600]  從疲憊到克服
[00:09:34.600 --> 00:09:37.280]  能夠得證有餘
[00:09:37.280 --> 00:09:39.720]  從抓住神的應許
[00:09:39.720 --> 00:09:42.680]  能夠走完這人生路
[00:09:42.680 --> 00:09:44.840]  感謝讚美神
[00:09:44.840 --> 00:09:45.800]  跟著我又講說
[00:09:45.800 --> 00:09:48.920]  我們要拼命敢死闖一生
[00:09:48.920 --> 00:09:50.960]  因為這是經上面說的
[00:09:50.960 --> 00:09:54.600]  說這個西部羅人跟拿破太利人
[00:09:54.600 --> 00:09:57.000]  他們是拼命敢死的人
[00:09:57.000 --> 00:09:58.880]  但是我所說的拼命敢死
[00:09:58.880 --> 00:10:01.240]  是說我們要拼命地禱告
[00:10:01.240 --> 00:10:02.760]  敢死的順從
[00:10:02.760 --> 00:10:03.560]  我們這一生
[00:10:03.560 --> 00:10:05.960]  如果你敢這麼做的話
[00:10:05.960 --> 00:10:08.240]  你看神要怎麼對你
[00:10:08.240 --> 00:10:09.160]  是的
[00:10:09.160 --> 00:10:12.720]  有的時候我們偶爾禱告
[00:10:12.720 --> 00:10:14.520]  又不順從
[00:10:14.520 --> 00:10:16.000]  有的時候我碰到人
[00:10:16.000 --> 00:10:18.080]  來跟我說牧師啊
[00:10:18.080 --> 00:10:19.160]  你給我禱告禱告
[00:10:19.160 --> 00:10:21.320]  看看神到底要我怎麼樣
[00:10:21.320 --> 00:10:25.160]  其實我聽說他已經問過十個人了
[00:10:25.160 --> 00:10:27.040]  他就是要禱告看一個
[00:10:27.040 --> 00:10:29.440]  合他意識的一個結果
[00:10:29.440 --> 00:10:30.920]  您知道嗎
[00:10:30.920 --> 00:10:33.920]  神向我們彰顯祂的旨意
[00:10:33.920 --> 00:10:35.480]  神對我們每一個人
[00:10:35.480 --> 00:10:38.000]  都有祂的目的
[00:10:38.000 --> 00:10:39.680]  神使用我們
[00:10:39.680 --> 00:10:41.160]  或者甚至於神
[00:10:41.160 --> 00:10:43.240]  帶我們進入困苦患難
[00:10:43.240 --> 00:10:44.840]  死因憂骨
[00:10:44.840 --> 00:10:47.760]  但是我們的人生的豐盛
[00:10:47.760 --> 00:10:50.560]  難道就這樣子就結束嗎
[00:10:50.560 --> 00:10:51.480]  No
[00:10:51.480 --> 00:10:53.000]  你去看詩篇大衛王
[00:10:53.000 --> 00:10:55.400]  他寫的再再的寫
[00:10:55.400 --> 00:10:57.600]  好像那擁護的神
[00:10:57.600 --> 00:10:59.560]  在前一刻他還說我
[00:10:59.560 --> 00:11:02.320]  我哭了眼淚都把我的床
[00:11:02.320 --> 00:11:04.080]  他挑起來了
[00:11:04.080 --> 00:11:04.840]  哇
[00:11:04.840 --> 00:11:07.120]  跟著他說我要讚美我的神
[00:11:07.120 --> 00:11:09.400]  因為祂是又真又活的神
[00:11:09.400 --> 00:11:13.280]  所以我們要拼命的禱告
[00:11:13.280 --> 00:11:14.440]  那禱告的結果
[00:11:14.440 --> 00:11:15.680]  你就要去敢死
[00:11:15.680 --> 00:11:17.240]  你就敢去順從
[00:11:17.240 --> 00:11:19.600]  你看神會怎麼待你
[00:11:19.600 --> 00:11:21.640]  上次我講說
[00:11:21.640 --> 00:11:25.200]  我們在瓦器裡面有寶貝
[00:11:25.200 --> 00:11:26.280]  我常常喜歡講說
[00:11:26.280 --> 00:11:27.880]  教會裡面有金器銀器
[00:11:27.880 --> 00:11:29.840]  木器瓦器還有大器
[00:11:29.840 --> 00:11:32.840]  在我們瓦器裡面有寶貝
[00:11:32.840 --> 00:11:34.760]  這個寶貝使我們能夠
[00:11:34.760 --> 00:11:37.280]  四面受敵卻不被困住
[00:11:37.280 --> 00:11:39.920]  心理作難卻不致失望
[00:11:39.920 --> 00:11:42.840]  遭受逼迫卻不被丟棄
[00:11:42.840 --> 00:11:45.400]  被打倒了卻不致死亡
[00:11:45.400 --> 00:11:46.960]  這是保羅說的
[00:11:46.960 --> 00:11:48.240]  你想想看
[00:11:48.240 --> 00:11:50.240]  你裡面有這個寶貝嗎
[00:11:50.240 --> 00:11:53.000]  跟你旁邊的人說你裡面有寶貝
[00:11:53.000 --> 00:11:57.760]  Hallelujah 讚美神
[00:11:57.760 --> 00:12:00.840]  雅各書說主若願意
[00:12:00.840 --> 00:12:02.600]  我們就可以活著
[00:12:02.600 --> 00:12:06.040]  也可以做這事也可以做那事
[00:12:06.040 --> 00:12:08.800]  所以我們活著就是祂的恩典
[00:12:08.800 --> 00:12:12.440]  即使是你現在有病痛
[00:12:12.440 --> 00:12:15.240]  有困苦患難有貧窮
[00:12:15.240 --> 00:12:17.680]  甚至於有生離死別
[00:12:17.680 --> 00:12:20.360]  但是主若願意
[00:12:20.360 --> 00:12:22.760]  我們可以做這我們可以做那
[00:12:22.760 --> 00:12:25.520]  讓我們低頭禱告阿爸父
[00:12:25.520 --> 00:12:27.640]  我感謝你我讚美
[00:12:27.640 --> 00:12:30.320]  因為你是又真又活的神
[00:12:30.320 --> 00:12:33.120]  是的你是行神蹟騎士的神
[00:12:33.120 --> 00:12:34.800]  在耶穌你有醫治
[00:12:34.800 --> 00:12:36.920]  在你有神蹟騎士
[00:12:36.920 --> 00:12:38.320]  在你有恩典
[00:12:38.320 --> 00:12:39.760]  在你有救恩
[00:12:39.760 --> 00:12:42.680]  我們再次來到你的面前
[00:12:42.680 --> 00:12:44.200]  我們呼求你
[00:12:44.200 --> 00:12:45.280]  Hallelujah
[00:12:45.280 --> 00:12:47.400]  感謝禱告讚美是奉主
[00:12:47.400 --> 00:12:48.920]  耶穌基督的名
[00:12:48.920 --> 00:12:50.720]  Amen
[00:12:50.720 --> 00:12:54.200]  今天我要跟各位分享是說
[00:12:54.200 --> 00:12:57.920]  我們要活出一個卓越的人生
[00:12:57.920 --> 00:13:01.000]  Live an outstanding life
[00:13:01.000 --> 00:13:04.600]  你的生命你要活出outstanding
[00:13:04.600 --> 00:13:07.080]  如果我們把人生
[00:13:07.080 --> 00:13:09.400]  如果簡單的劃分的話
[00:13:09.400 --> 00:13:11.360]  基本上有三種
[00:13:11.360 --> 00:13:13.960]  第一種就是
[00:13:13.960 --> 00:13:16.800]  我們活的只是survive
[00:13:16.800 --> 00:13:18.400]  只是生存
[00:13:18.400 --> 00:13:21.840]  只是保留一條老命而已
[00:13:21.840 --> 00:13:23.040]  你知道嗎
[00:13:23.040 --> 00:13:25.960]  我每次到了新公司
[00:13:25.960 --> 00:13:28.520]  或者是有新的人來
[00:13:28.520 --> 00:13:29.680]  當我問他說
[00:13:29.680 --> 00:13:31.040]  How is your life
[00:13:31.040 --> 00:13:34.160]  你的日子過得如何
[00:13:34.160 --> 00:13:35.000]  他總是說
[00:13:35.000 --> 00:13:36.960]  Oh I am surviving
[00:13:36.960 --> 00:13:39.160]  我只是在存活而已
[00:13:39.160 --> 00:13:40.440]  這個就不太好
[00:13:40.440 --> 00:13:43.080]  這是一個很平庸的人生
[00:13:43.080 --> 00:13:45.560]  因為你活的就是吃喝拉撒睡
[00:13:45.560 --> 00:13:46.920]  如此而已
[00:13:46.920 --> 00:13:49.520]  我只是為了存活
[00:13:49.520 --> 00:13:51.480]  還有一種人生
[00:13:51.480 --> 00:13:53.680]  叫做優秀的人生
[00:13:53.680 --> 00:13:55.520]  沒有life
[00:13:55.520 --> 00:13:57.360]  有的時候我們講一個人
[00:13:57.360 --> 00:13:59.560]  他窮得只剩下錢
[00:13:59.560 --> 00:14:02.200]  我們會說他是沒有life
[00:14:02.200 --> 00:14:04.840]  你不懂得如何享受你的人生
[00:14:04.840 --> 00:14:08.320]  或者是你人生活得就不夠精彩
[00:14:08.320 --> 00:14:09.560]  所以這叫做
[00:14:09.560 --> 00:14:12.200]  這叫做life
[00:14:12.200 --> 00:14:13.360]  只有你有一個人生
[00:14:13.360 --> 00:14:15.440]  是一個優秀的人生
[00:14:15.440 --> 00:14:18.040]  但是這還不是最高等
[00:14:18.040 --> 00:14:19.240]  最高等的人生
[00:14:19.240 --> 00:14:21.040]  是我今天要強調的
[00:14:21.040 --> 00:14:22.960]  就是你的missing
[00:14:22.960 --> 00:14:24.800]  你的人生的使命
[00:14:24.800 --> 00:14:26.280]  你如何活出
[00:14:26.280 --> 00:14:28.600]  你一個卓越的人生
[00:14:28.600 --> 00:14:31.280]  an outstanding life
[00:14:31.280 --> 00:14:32.800]  一個卓越的人生
[00:14:32.800 --> 00:14:35.120]  不是說你比別人有錢
[00:14:35.120 --> 00:14:36.120]  你比別人有錢
[00:14:36.120 --> 00:14:37.920]  只是有一個富裕
[00:14:37.920 --> 00:14:40.080]  不是說你比別人健康
[00:14:40.080 --> 00:14:41.040]  你比別人健康
[00:14:41.040 --> 00:14:42.160]  不是一個卓越人生
[00:14:42.160 --> 00:14:45.960]  只是說你活得比人家健康而已
[00:14:45.960 --> 00:14:47.200]  你知道嗎
[00:14:47.200 --> 00:14:48.600]  譬如說
[00:14:48.600 --> 00:14:50.600]  我每次都喜歡用茶語
[00:14:50.600 --> 00:14:53.680]  今天我用我的姚姥姥做例子
[00:14:53.680 --> 00:14:55.000]  好不好
[00:14:55.000 --> 00:14:56.760]  你看她
[00:14:56.760 --> 00:14:58.640]  坐個這個推個輪椅
[00:14:58.640 --> 00:15:00.920]  一天到晚這裡痛那裡痛
[00:15:00.920 --> 00:15:03.600]  你說她活得如何呢
[00:15:03.600 --> 00:15:04.640]  我跟你講
[00:15:04.640 --> 00:15:06.440]  我都很羨慕她
[00:15:06.440 --> 00:15:07.960]  她有靈命
[00:15:07.960 --> 00:15:09.520]  她有一個mission
[00:15:09.520 --> 00:15:11.120]  她有一個vision
[00:15:11.120 --> 00:15:12.920]  她常常向神禱告
[00:15:12.920 --> 00:15:15.440]  她活出一個卓越的人生
[00:15:15.440 --> 00:15:16.760]  卓越的人生是說
[00:15:16.760 --> 00:15:17.800]  不看你的環境
[00:15:17.800 --> 00:15:19.080]  不看你的身體狀況
[00:15:19.080 --> 00:15:20.320]  不看你的經濟條件
[00:15:20.320 --> 00:15:22.080]  不看你的家庭如何
[00:15:22.080 --> 00:15:23.800]  即使是你單身一個人
[00:15:23.800 --> 00:15:26.120]  即使是你錢財都沒有
[00:15:26.120 --> 00:15:27.920]  你身體也沒有
[00:15:27.920 --> 00:15:30.160]  甚至於像我們的查阿姨一樣
[00:15:30.160 --> 00:15:31.840]  全世界到處走
[00:15:31.840 --> 00:15:33.080]  還拍電影
[00:15:33.080 --> 00:15:34.640]  還做福音步道
[00:15:34.640 --> 00:15:35.640]  還說這個
[00:15:35.640 --> 00:15:36.720]  還講那個
[00:15:36.720 --> 00:15:39.440]  多少人look up to her
[00:15:39.440 --> 00:15:41.320]  是不是仰望她
[00:15:41.320 --> 00:15:44.280]  因為她真是活出一個卓越的人生
[00:15:44.280 --> 00:15:45.240]  姚姥姥
[00:15:45.240 --> 00:15:46.440]  我恭喜你
[00:15:46.440 --> 00:15:49.960]  Hallelujah 讚美神
[00:15:49.960 --> 00:15:51.120]  好的
[00:15:51.120 --> 00:15:52.920]  一個生存一個survive
[00:15:52.920 --> 00:15:54.840]  就是一個平庸的人生
[00:15:54.840 --> 00:15:55.960]  就像我先前講的
[00:15:55.960 --> 00:15:59.280]  你的人生是0.9
[00:15:59.280 --> 00:16:00.480]  你今年了月下來
[00:16:00.480 --> 00:16:03.520]  你只剩下0.31了
[00:16:03.520 --> 00:16:07.200]  那麼一個優秀的人生
[00:16:07.200 --> 00:16:10.080]  就是1 你本來我們就應該活得很優秀
[00:16:10.080 --> 00:16:11.320]  不是嗎
[00:16:11.320 --> 00:16:14.160]  神從來沒有說要我們來受苦的
[00:16:14.160 --> 00:16:15.200]  神要我們受苦
[00:16:15.200 --> 00:16:17.360]  是叫我們活得更棒
[00:16:17.360 --> 00:16:18.360]  更有力量
[00:16:18.360 --> 00:16:19.840]  更剛強
[00:16:19.840 --> 00:16:21.920]  對祂更有信心
[00:16:21.920 --> 00:16:25.320]  神是要我們能夠活出那1.1的人生
[00:16:25.320 --> 00:16:30.120]  所以今年你有2.85的一個outcome
[00:16:30.120 --> 00:16:32.240]  你就比別人多了很多
[00:16:32.240 --> 00:16:36.400]  所以我們要怎麼樣活出一個卓越的人生呢
[00:16:36.400 --> 00:16:37.960]  好的
[00:16:37.960 --> 00:16:40.680]  您知道嗎
[00:16:40.680 --> 00:16:44.520]  如果我們是只有一個存活的心理
[00:16:44.520 --> 00:16:46.320]  I just want to survive
[00:16:46.320 --> 00:16:48.440]  我只是要存活
[00:16:48.440 --> 00:16:50.880]  能夠lead to tomorrow
[00:16:50.880 --> 00:16:55.400]  所以我們的心態就常常是
[00:16:55.400 --> 00:16:58.720]  就像我們先前讀這個以賽亞書
[00:16:58.720 --> 00:17:01.840]  這裡五十四章第一節說的
[00:17:01.840 --> 00:17:05.560]  他說你這不懷孕不生養的要歌唱
[00:17:05.560 --> 00:17:07.480]  你這未曾生育的
[00:17:07.480 --> 00:17:11.320]  未曾經過慘難的要發聲歌唱
[00:17:11.320 --> 00:17:15.440]  因為沒有丈夫的比有丈夫的兒女更多
[00:17:15.440 --> 00:17:17.600]  Hallelujah 讚美神
[00:17:17.600 --> 00:17:19.920]  哇 怎麼可能呢
[00:17:19.920 --> 00:17:22.240]  沒有丈夫的
[00:17:22.240 --> 00:17:24.920]  他的兒女比有丈夫的更多呢
[00:17:24.920 --> 00:17:27.320]  我看過好多例子
[00:17:27.320 --> 00:17:29.840]  以前我們中間有一個姐妹叫譚瑾
[00:17:29.840 --> 00:17:31.760]  她回台灣去了
[00:17:31.760 --> 00:17:32.960]  那麼她就跟我說過
[00:17:32.960 --> 00:17:37.040]  她說她有一個叔侄還有叔伯輩的
