
[00:00:00.000 --> 00:00:02.720]  弟兄姊妹 早上好 平安
[00:02:35.320 --> 00:02:37.880]  但你看到這結構
[00:02:37.880 --> 00:02:40.600]  你發現第三節去到第32節
[00:02:40.600 --> 00:02:42.120]  這是第15章
[00:02:42.120 --> 00:02:45.040]  你會問那第一到第二節去了哪裏呢
[00:02:45.040 --> 00:02:47.960]  第一跟第二節講什麼呢
[00:02:47.960 --> 00:02:50.360]  當你發現 你看第一第二節的時候
[00:02:50.360 --> 00:02:54.000]  你就完全明白這段經文的主旨是什麼了
[00:02:54.000 --> 00:02:58.800]  第一第二節呢 是這個重稅率跟罪人都哀敬耶穌
[00:02:58.800 --> 00:03:00.720]  耶穌來到這個世界上的時候呢
[00:03:00.720 --> 00:03:07.120]  他不是沒有跟那些所謂一般人看爲是罪人的人呢 劃清界線
[00:03:07.120 --> 00:03:10.600]  他是跟他們親近 跟他們喫飯
[00:03:10.600 --> 00:03:15.720]  那麼他們呢 這些罪人呢 在社會上罪人就要聽耶穌講道
[00:03:15.720 --> 00:03:19.080]  不過呢 那些當時的宗教領袖
[00:03:19.080 --> 00:03:21.520]  他們呢 就非常的有意見
[00:03:21.520 --> 00:03:23.480]  他們呢 法利塞人跟文士呢
[00:03:23.480 --> 00:03:26.840]  他們就私下在那邊批評 在那邊議論
[00:03:26.840 --> 00:03:30.640]  他們說 耶穌這個人接待罪人
[00:03:30.640 --> 00:03:32.360]  又同他們喫飯
[00:03:32.360 --> 00:03:35.760]  所以呢 這個問題一講完之後呢
[00:03:35.760 --> 00:03:38.600]  我們就看到了耶穌講了一連串的
[00:03:38.600 --> 00:03:40.840]  失而復得的比喻
[00:03:40.840 --> 00:03:45.120]  我們就明白 整段路加福音第十五章
[00:03:45.120 --> 00:03:47.320]  耶穌的重點是要在講
[00:03:47.320 --> 00:03:50.360]  罪人回到神那裏的時候
[00:03:50.360 --> 00:03:53.880]  我們豈不是應該歡喜快樂嘛
[00:03:53.880 --> 00:03:56.240]  好 那我們繼續看下去
[00:03:56.240 --> 00:03:59.480]  今天呢 我要從這個
[00:03:59.480 --> 00:04:02.960]  路加福音第十五章第十一節到三十二節
[00:04:02.960 --> 00:04:05.800]  跟大家來講這個持付篇
[00:04:05.800 --> 00:04:08.920]  從這段經文看持付是怎樣的
[00:04:08.920 --> 00:04:11.400]  我們一起把這段經文快快地讀一遍好不好
[00:04:11.400 --> 00:04:13.000]  好 第十一節開始
[00:04:13.000 --> 00:04:14.320]  耶穌又說
[00:04:14.320 --> 00:04:16.600]  一個人有兩個兒子
[00:04:16.600 --> 00:04:18.720]  小兒子對父親說
[00:04:18.720 --> 00:04:23.000]  父親 請你把我應得的家業分給我們
[00:04:23.000 --> 00:04:28.280]  他父親就把產業分給他們
[00:04:28.280 --> 00:04:30.200]  過了不多幾日
[00:04:30.200 --> 00:04:34.680]  小兒子就把他一切所有的都收拾起來
[00:04:34.680 --> 00:04:36.360]  往遠方去了
[00:04:36.360 --> 00:04:38.800]  在那裏任意放彈
[00:04:38.800 --> 00:04:40.280]  浪費資財
[00:04:40.280 --> 00:04:43.360]  既耗盡了一切所有的
[00:04:43.360 --> 00:04:46.800]  又遇着那地方的大招饑荒
[00:04:46.800 --> 00:04:48.600]  就窮苦起來
[00:04:48.600 --> 00:04:52.080]  於是去投靠那地方的一個人
[00:04:52.080 --> 00:04:55.400]  那人打發他到田裏去放豬
[00:04:55.400 --> 00:04:59.880]  他恨不得拿豬所喫的豆漿充飢
[00:04:59.880 --> 00:05:01.760]  也沒有人給他
[00:05:01.760 --> 00:05:04.320]  他醒悟過來就說
[00:05:04.320 --> 00:05:07.080]  我父親有多少的故宮
[00:05:07.080 --> 00:05:08.640]  口糧有餘
[00:05:08.640 --> 00:05:11.200]  我倒在這裏餓死嗎
[00:05:11.200 --> 00:05:14.920]  我要起來到我父親那裏去
[00:05:14.920 --> 00:05:16.080]  向他說
[00:05:16.080 --> 00:05:18.520]  父親 我得罪了天
[00:05:18.520 --> 00:05:20.200]  也得罪了你
[00:05:20.200 --> 00:05:24.080]  從今以後我不配稱爲你的兒子
[00:05:24.080 --> 00:05:26.760]  把我當做一個故宮吧
[00:05:26.760 --> 00:05:31.280]  於是起來往他父親那裏去
[00:05:31.280 --> 00:05:34.680]  相離還遠 他父親看見
[00:05:34.680 --> 00:05:36.560]  就動了慈心
[00:05:36.560 --> 00:05:39.160]  跑去抱着他的錦項
[00:05:39.160 --> 00:05:41.600]  連連與他親嘴
[00:05:41.600 --> 00:05:42.800]  兒子說
[00:05:42.800 --> 00:05:45.320]  父親 我得罪了天
[00:05:45.320 --> 00:05:47.080]  又得罪了你
[00:05:47.080 --> 00:05:51.360]  從今以後我不配稱你的兒子
[00:05:51.360 --> 00:05:54.160]  父親卻吩咐僕人說
[00:05:54.160 --> 00:05:58.280]  把那上好的袍子快拿出來給他穿
[00:05:58.280 --> 00:06:01.320]  把戒指戴在他的指頭上
[00:06:01.320 --> 00:06:04.000]  把鞋穿在他的腳上
[00:06:04.000 --> 00:06:07.240]  把那肥牛肚撿來宰了
[00:06:07.240 --> 00:06:09.920]  我們可以喫喝快樂
[00:06:09.920 --> 00:06:13.280]  因爲我這個兒子是死而復活
[00:06:13.280 --> 00:06:15.240]  失而又得的
[00:06:15.240 --> 00:06:19.160]  他們就快樂起來
[00:06:19.160 --> 00:06:22.280]  那時大兒子正在田裏
[00:06:22.280 --> 00:06:24.880]  他回來離家不遠
[00:06:24.880 --> 00:06:28.160]  聽見坐月跳舞的聲音
[00:06:28.160 --> 00:06:30.520]  就叫過一個僕人來
[00:06:30.520 --> 00:06:32.200]  問是什麼事
[00:06:32.200 --> 00:06:33.360]  僕人說
[00:06:33.360 --> 00:06:35.440]  你兄弟回來了
[00:06:35.440 --> 00:06:39.720]  他父親因爲無災無病地回來
[00:06:39.720 --> 00:06:41.840]  把肥牛肚宰了
[00:06:41.840 --> 00:06:43.920]  大兒子卻生氣
[00:06:43.920 --> 00:06:45.640]  不肯進去
[00:06:45.640 --> 00:06:48.200]  他父親就出來勸他
[00:06:48.200 --> 00:06:50.000]  他對父親說
[00:06:50.000 --> 00:06:52.280]  我服侍你這麼多年
[00:06:52.280 --> 00:06:55.280]  從來沒有違背過你的命
[00:06:55.280 --> 00:06:58.520]  你並沒有給我一支山羊羔
[00:06:58.520 --> 00:07:01.320]  叫我和朋友一同快樂
[00:07:01.320 --> 00:07:03.840]  但你這個兒子和娼妓
[00:07:03.840 --> 00:07:06.240]  吞進了你的產業
[00:07:06.240 --> 00:07:07.600]  他一來了
[00:07:07.600 --> 00:07:10.520]  你倒爲他宰了肥牛肚
[00:07:10.520 --> 00:07:12.200]  父親對他說
[00:07:12.200 --> 00:07:13.200]  兒啊
[00:07:13.200 --> 00:07:15.160]  你常和我同在
[00:07:15.160 --> 00:07:18.200]  我一切所有的都是你的
[00:07:18.200 --> 00:07:22.120]  只是你這個兄弟是死而復活
[00:07:22.120 --> 00:07:23.840]  失而又得的
[00:07:23.840 --> 00:07:27.520]  所以我們理當歡喜快樂
[00:07:27.520 --> 00:07:28.760]  很長的一段經文
[00:07:28.760 --> 00:07:30.720]  不過弟兄姐妹讀得很棒
[00:07:30.720 --> 00:07:32.600]  那麼我們讀了一次
[00:07:32.600 --> 00:07:34.000]  我們就有印象知道
[00:07:34.000 --> 00:07:36.800]  這真的是一個失而復得的故事
[00:07:36.800 --> 00:07:38.560]  我們很熟悉
[00:07:38.560 --> 00:07:41.200]  但是又很喜悅的一個故事
[00:07:41.200 --> 00:07:42.160]  那麼在這裏呢
[00:07:42.160 --> 00:07:45.880]  我今天是單單從慈父的角度
[00:07:45.880 --> 00:07:47.560]  來看什麼叫慈父
[00:07:47.560 --> 00:07:48.720]  這段經文裏面呢
[00:07:48.720 --> 00:07:50.360]  讓我們看到這慈父呢
[00:07:50.360 --> 00:07:52.920]  有七個我們可以學習的功課
[00:07:52.920 --> 00:07:53.800]  第一呢
[00:07:53.800 --> 00:07:55.480]  一個慈父是怎麼樣的呢
[00:07:55.480 --> 00:07:57.920]  我們看慈父的預備
[00:07:57.920 --> 00:07:58.480]  這裏呢
[00:07:58.480 --> 00:08:00.240]  第十二節那裏他說什麼呢
[00:08:00.240 --> 00:08:01.640]  他說父親
[00:08:01.640 --> 00:08:04.640]  請你把我應得的家業
[00:08:04.640 --> 00:08:06.200]  分給我
[00:08:06.200 --> 00:08:11.200]  我們看回去下面的那個投影片
[00:08:11.200 --> 00:08:12.360]  直接按下去就可以了
[00:08:12.360 --> 00:08:16.240]  在那個剛纔那一頁之後
[00:08:16.240 --> 00:08:16.960]  好
[00:08:16.960 --> 00:08:17.800]  在這裏呢
[00:08:17.800 --> 00:08:21.960]  他說父親請你把我應得的家業分給我
[00:08:21.960 --> 00:08:24.920]  在這裏我們看到這父親他是有什麼呢
[00:08:24.920 --> 00:08:26.440]  有家業
[00:08:26.440 --> 00:08:29.280]  他是一個有預備的父親
[00:08:29.280 --> 00:08:30.600]  他是怎麼樣呢
[00:08:30.600 --> 00:08:34.800]  他是能夠在他處理很多資源的時候呢
[00:08:34.800 --> 00:08:37.680]  他好好的建立好了他的家業
[00:08:37.680 --> 00:08:39.320]  以致他的兒子呢
[00:08:39.320 --> 00:08:40.880]  有所依靠
[00:08:40.880 --> 00:08:43.880]  當然我們知道在古代裏面呢
[00:08:43.880 --> 00:08:48.400]  是以這些物質來代表一個人在上帝面前呢
[00:08:48.400 --> 00:08:50.680]  領受了他的祝福
[00:08:50.680 --> 00:08:52.840]  也領受了這個
[00:08:52.840 --> 00:08:54.440]  也有負了責任
[00:08:54.440 --> 00:08:54.960]  好
[00:08:54.960 --> 00:08:55.680]  但是呢
[00:08:55.680 --> 00:08:57.040]  在這個
[00:08:57.040 --> 00:08:59.800]  今天我們知道耶穌基督拯救了我們之後
[00:08:59.800 --> 00:09:01.040]  這物質呢
[00:09:01.040 --> 00:09:03.440]  也可以是生命的
[00:09:03.440 --> 00:09:05.160]  但是我們看到呢
[00:09:05.160 --> 00:09:08.240]  他真的是有家業來預備
[00:09:08.240 --> 00:09:09.800]  以致他有辦法呢
[00:09:09.800 --> 00:09:12.040]  能夠來供應給他的兒子
[00:09:12.040 --> 00:09:13.000]  我覺得
[00:09:13.000 --> 00:09:14.480]  一個慈父呢
[00:09:14.480 --> 00:09:18.120]  他是一個盡責的一個父親
[00:09:18.120 --> 00:09:19.360]  我不是說
[00:09:19.360 --> 00:09:23.080]  一個盡責的父親一定有很多的產業
[00:09:23.080 --> 00:09:25.320]  可以分給自己的兒子
[00:09:25.320 --> 00:09:26.440]  不過他會努力
[00:09:26.440 --> 00:09:27.160]  因爲我們知道呢
[00:09:27.160 --> 00:09:27.880]  今天
[00:09:27.880 --> 00:09:29.280]  你一個金融風暴
[00:09:29.280 --> 00:09:30.680]  可能就什麼都沒有了
[00:09:30.680 --> 00:09:32.080]  你也可能是一個受害者
[00:09:32.080 --> 00:09:32.920]  對不對
[00:09:32.920 --> 00:09:33.680]  但是
[00:09:33.680 --> 00:09:37.280]  一個父親可以真正的留下的一個產業是什麼呢
[00:09:37.280 --> 00:09:38.960]  是生命的產業
[00:09:38.960 --> 00:09:41.640]  是一個怎麼樣的人格
[00:09:41.640 --> 00:09:42.960]  也讓他的孩子呢
[00:09:42.960 --> 00:09:44.320]  能夠學習
[00:09:44.320 --> 00:09:45.040]  這個事情呢
[00:09:45.040 --> 00:09:45.960]  這個功課呢
[00:09:45.960 --> 00:09:47.320]  我們已經看到
[00:09:47.320 --> 00:09:49.520]  在美國一些的富豪
[00:09:49.520 --> 00:09:51.000]  他們已經很清楚了
[00:09:51.000 --> 00:09:51.720]  他們發現
[00:09:51.720 --> 00:09:53.560]  如果把一大堆的財產
[00:09:53.560 --> 00:09:54.920]  全部的
[00:09:54.920 --> 00:09:56.720]  就這樣讓孩子們得到了呢
[00:09:56.720 --> 00:09:58.080]  反而會害了他們
[00:09:58.080 --> 00:09:59.000]  所以他們一個個呢
[00:09:59.000 --> 00:09:59.920]  都已經開始
[00:09:59.920 --> 00:10:01.480]  想了不同的方法
[00:10:01.480 --> 00:10:03.400]  就是要讓自己的孩子們呢
[00:10:03.400 --> 00:10:04.640]  來努力
[00:10:04.640 --> 00:10:06.200]  因爲他們要得到的是什麼呢
[00:10:06.200 --> 00:10:07.880]  他們孩子得到的是什麼呢
[00:10:07.880 --> 00:10:10.280]  他們的拼搏的精神
[00:10:10.280 --> 00:10:11.280]  他們
[00:10:11.280 --> 00:10:12.720]  盡責的那種的
[00:10:12.720 --> 00:10:14.600]  習慣
[00:10:14.600 --> 00:10:16.920]  那種努力的個性
[00:10:16.920 --> 00:10:19.200]  他孩子們得到這個
[00:10:19.200 --> 00:10:22.160]  我自己的父親呢
[00:10:22.160 --> 00:10:23.880]  出生是很貧寒的
[00:10:23.880 --> 00:10:25.800]  那麼在我的一生中呢
[00:10:25.800 --> 00:10:27.120]  我發現
[00:10:27.120 --> 00:10:29.000]  我有一個遺憾
[00:10:29.000 --> 00:10:30.400]  這個遺憾是什麼呢
[00:10:30.400 --> 00:10:31.640]  這個遺憾是
[00:10:31.640 --> 00:10:33.440]  我在我年少的時候呢
[00:10:33.440 --> 00:10:36.360]  不懂得欣賞他爲家裏付出的
[00:10:36.360 --> 00:10:38.440]  他
[00:10:38.440 --> 00:10:40.720]  是一個燒汗的工人
[00:10:40.720 --> 00:10:42.800]  他每天早出晚歸
[00:10:42.800 --> 00:10:45.880]  在烈日當空之下呢
[00:10:45.880 --> 00:10:47.200]  來工作
[00:10:47.200 --> 00:10:49.480]  所以他皮膚曬得黑黑的
[00:10:49.480 --> 00:10:50.680]  回到家裏呢
[00:10:50.680 --> 00:10:52.360]  我看到他做什麼呢
[00:10:52.360 --> 00:10:54.080]  他回到家裏之後呢
[00:10:54.080 --> 00:10:55.680]  他還幫
[00:10:55.680 --> 00:10:56.880]  我媽媽
[00:10:56.880 --> 00:11:00.040]  來幫我們洗衣服
[00:11:00.040 --> 00:11:01.360]  那時候
[00:11:01.360 --> 00:11:03.680]  我進入青少年期的時候呢
[00:11:03.680 --> 00:11:04.560]  我很幼稚
[00:11:04.560 --> 00:11:05.880]  我就不明白了
[00:11:05.880 --> 00:11:08.000]  我不明白爲什麼我的爸爸呢
[00:11:08.000 --> 00:11:09.920]  還要在我母親面前呢
[00:11:09.920 --> 00:11:11.840]  這樣的低聲下氣
[00:11:11.840 --> 00:11:13.040]  我發現呢
[00:11:13.040 --> 00:11:15.920]  他爲什麼就是這麼累了回來了
[00:11:15.920 --> 00:11:17.440]  還要這樣的工作
[00:11:17.440 --> 00:11:19.480]  後來我長大我才明白
[00:11:19.480 --> 00:11:20.920]  他是很愛我母親
[00:11:20.920 --> 00:11:22.960]  我母親也出去工作
[00:11:22.960 --> 00:11:23.640]  所以他回來呢
[00:11:23.640 --> 00:11:24.680]  他作爲一個丈夫
[00:11:24.680 --> 00:11:27.240]  他就是分擔家務
[00:11:27.240 --> 00:11:28.160]  分擔家務
[00:11:28.160 --> 00:11:29.960]  他就是要把這個家做好
[00:11:29.960 --> 00:11:31.480]  然後在我的一生中呢
[00:11:31.480 --> 00:11:33.560]  我沒有看過他
[00:11:33.560 --> 00:11:35.680]  有任何一句的怨言
[00:11:35.680 --> 00:11:37.360]  他總是以笑容呢
[00:11:37.360 --> 00:11:40.520]  來對待我們每一個孩子
[00:11:40.520 --> 00:11:41.760]  今天當我回想的時候
[00:11:41.760 --> 00:11:43.080]  我感謝神
[00:11:43.080 --> 00:11:45.000]  我有這樣的一個父親
[00:11:45.000 --> 00:11:46.760]  他留給我的是什麼呢
[00:11:46.760 --> 00:11:48.680]  他留給我的是一個
[00:11:48.680 --> 00:11:50.880]  無私的愛的榜樣
[00:11:50.880 --> 00:11:53.040]  愛人要無私
[00:11:53.040 --> 00:11:54.520]  他是帶着喜樂
[00:11:54.520 --> 00:11:57.120]  來這樣帶他所愛的人
[00:11:57.120 --> 00:11:57.960]  很不幸的
[00:11:57.960 --> 00:12:00.400]  在我26歲的那一年
[00:12:00.400 --> 00:12:02.080]  他很年輕就遇到意外
[00:12:02.080 --> 00:12:04.080]  就身亡了
[00:12:04.080 --> 00:12:05.080]  所以呢
[00:12:05.080 --> 00:12:08.240]  在我生命中的唯一的遺憾就是
[00:12:08.240 --> 00:12:09.280]  我不能夠
[00:12:09.280 --> 00:12:11.520]  花更多的時間來孝敬他
[00:12:11.520 --> 00:12:13.160]  但是他留下了
[00:12:13.160 --> 00:12:14.720]  給我的是什麼呢
[00:12:14.720 --> 00:12:16.920]  他生命的這樣的一個
[00:12:16.920 --> 00:12:18.360]  美好的個性
[00:12:18.360 --> 00:12:19.960]  我感謝上帝
[00:12:19.960 --> 00:12:22.120]  我們在星期五茶經班的時候呢
[00:12:22.120 --> 00:12:24.200]  我們看到以福所恕
[00:12:24.200 --> 00:12:25.120]  我們看到以福所恕
[00:12:25.120 --> 00:12:26.200]  我們看到什麼呢
[00:12:26.200 --> 00:12:28.360]  上帝他救我們的時候
[00:12:28.360 --> 00:12:30.240]  他已經預備了什麼呢
[00:12:30.240 --> 00:12:33.320]  天上各樣的福氣要給我們
[00:12:33.320 --> 00:12:35.080]  我們在那裏我們討論了一個問題
[00:12:35.080 --> 00:12:36.760]  我們看到以福所恕是
[00:12:36.760 --> 00:12:38.840]  分成一到三章
[00:12:38.840 --> 00:12:40.720]  跟四到六章
[00:12:40.720 --> 00:12:42.840]  四到六章是講生活的
[00:12:42.840 --> 00:12:44.880]  可是一到六章是什麼呢
[00:12:44.880 --> 00:12:47.840]  一到六章我們是在講那個信仰
[00:12:47.840 --> 00:12:48.680]  應信稱義
[00:12:48.680 --> 00:12:51.640]  還有在天上上帝已經預定了
[00:12:51.640 --> 00:12:53.400]  一切的福氣要給我們
[00:12:53.400 --> 00:12:54.280]  一到三章呢
[00:12:54.280 --> 00:12:55.080]  對我們來說呢
[00:12:55.080 --> 00:12:56.560]  就是像是什麼呢
[00:12:56.560 --> 00:12:59.160]  像是我們能夠從天上呢
[00:12:59.160 --> 00:13:01.720]  偷看到上帝怎麼看我們
[00:13:01.720 --> 00:13:02.800]  比如說
[00:13:02.800 --> 00:13:05.040]  他稱基督徒爲什麼呢
[00:13:05.040 --> 00:13:06.560]  聖徒
[00:13:06.560 --> 00:13:08.400]  他稱基督徒爲聖徒
[00:13:08.400 --> 00:13:10.000]  我們呢在座的各位
[00:13:10.000 --> 00:13:13.040]  有沒有稱自己是聖徒的呢
[00:13:13.040 --> 00:13:15.040]  我們有時候不敢這樣叫自己
[00:13:15.040 --> 00:13:17.440]  但是那個是因爲我們以什麼呢
[00:13:17.440 --> 00:13:20.320]  以人的眼光來看基督徒的身份
[00:13:20.320 --> 00:13:21.800]  來看自己的身份
[00:13:21.800 --> 00:13:24.480]  但是如果你看以福所恕一到三章呢
[00:13:24.480 --> 00:13:28.520]  他是以神的眼光來看我們的身份
[00:13:28.520 --> 00:13:31.040]  當上帝從天上看我們的時候呢
[00:13:31.040 --> 00:13:33.240]  他看到耶穌基督
[00:13:33.240 --> 00:13:37.720]  他看到耶穌基督已經把我們的罪洗盡了
[00:13:37.720 --> 00:13:41.560]  所以呢保羅說以福所的聖徒
[00:13:41.560 --> 00:13:42.960]  這是很精彩的
[00:13:42.960 --> 00:13:45.880]  那我們在星期五的茶慶就領受這些
[00:13:45.880 --> 00:13:47.160]  我就想到呢
[00:13:47.160 --> 00:13:50.000]  如果一個基督徒很清楚的知道
[00:13:50.000 --> 00:13:52.840]  自己生命是擁有很多很多
[00:13:52.840 --> 00:13:55.240]  屬靈的各樣的福氣
[00:13:55.240 --> 00:13:57.720]  我們就知道如何來生活
[00:13:57.720 --> 00:14:01.480]  我們不會太過迷失於追逐地上的事情
[00:14:01.480 --> 00:14:03.160]  我們就會活得更自在
[00:14:03.160 --> 00:14:05.760]  我們不會因爲得不到某些東西
[00:14:05.760 --> 00:14:06.720]  而覺得很絕望
[00:14:06.720 --> 00:14:08.280]  因爲我們知道什麼呢
[00:14:08.280 --> 00:14:12.360]  我們已經有了上帝豐富給我們的預備
[00:14:12.360 --> 00:14:15.120]  慈父的預備讓我們看到這父親呢
[00:14:15.120 --> 00:14:16.840]  這浪子的比喻裏面的父親呢
[00:14:16.840 --> 00:14:17.560]  他是有預備的
[00:14:17.560 --> 00:14:18.880]  以至他的兒子說
[00:14:18.880 --> 00:14:20.480]  請你把你的家業給我
[00:14:20.480 --> 00:14:21.760]  他是有家業的
[00:14:21.760 --> 00:14:23.040]  第二是什麼呢
[00:14:23.040 --> 00:14:25.760]  第二我們要看到這慈父他是怎麼樣的特徵呢
[00:14:25.760 --> 00:14:28.160]  他是會放手
[00:14:28.160 --> 00:14:30.560]  他懂得放手
[00:14:30.560 --> 00:14:33.480]  聖經說他父親就把產業呢
[00:14:33.480 --> 00:14:35.520]  分給他們
[00:14:35.520 --> 00:14:37.040]  這兒子他說
[00:14:37.040 --> 00:14:39.760]  父親請你把應得的家業分給我
[00:14:39.760 --> 00:14:40.800]  他父親呢
[00:14:40.800 --> 00:14:43.920]  就把產業分給他們
[00:14:43.920 --> 00:14:47.280]  在這裏我們當然知道這聖經沒有概括
[00:14:47.280 --> 00:14:50.280]  這父親掙扎的整個過程
[00:14:50.280 --> 00:14:53.600]  跟這個孩子來商量討論的整個過程
[00:14:53.600 --> 00:14:57.120]  他只是把這件事情的結果說出來
[00:14:57.120 --> 00:14:59.000]  等一下我們等一下看到下文的時候
[00:14:59.000 --> 00:15:00.600]  我們看到這個父親呢
[00:15:00.600 --> 00:15:02.200]  他是會聆聽的
[00:15:02.200 --> 00:15:04.600]  他是會勸導孩子的一個父親
[00:15:04.600 --> 00:15:05.560]  但是在這裏呢
[00:15:05.560 --> 00:15:06.640]  重點是什麼呢
[00:15:06.640 --> 00:15:09.080]  重點是聖經要我們看到這個父親呢
[00:15:09.080 --> 00:15:11.880]  是個懂得放手的父親
[00:15:11.880 --> 00:15:15.040]  放手容易嗎
[00:15:15.040 --> 00:15:18.000]  每一個做父母的一生的功課
[00:15:18.000 --> 00:15:20.080]  就是在放手
[00:15:20.080 --> 00:15:21.240]  對不對
[00:15:21.240 --> 00:15:23.040]  孩子一出事
[00:15:23.040 --> 00:15:25.800]  你就要放手給別人懂得照顧
[00:15:25.800 --> 00:15:26.720]  醫院的醫生
[00:15:26.720 --> 00:15:31.000]  你希望他能夠好好地把孩子照顧好
[00:15:31.000 --> 00:15:31.920]  他在長大了
[00:15:31.920 --> 00:15:34.440]  你要放手給學校的老師
[00:15:34.440 --> 00:15:37.160]  你希望他遇到好的老師
[00:15:37.160 --> 00:15:38.640]  能夠把他教好
[00:15:38.640 --> 00:15:40.200]  對吧
[00:15:40.200 --> 00:15:40.760]  父母呢
[00:15:40.760 --> 00:15:43.280]  在怎麼樣想要管這個孩子
[00:15:43.280 --> 00:15:45.160]  怎麼樣把最好的給孩子
[00:15:45.160 --> 00:15:46.760]  大家都發現他有一個矛盾
[00:15:46.760 --> 00:15:51.080]  他就是要懂得學習放手
[00:15:51.080 --> 00:15:52.120]  那孩子長大了
[00:15:52.120 --> 00:15:53.760]  有沒有結婚對象
[00:15:53.760 --> 00:15:54.200]  父母呢
[00:15:54.200 --> 00:15:55.320]  還是在那邊着急
[00:15:55.320 --> 00:15:56.280]  對不對
[00:15:56.280 --> 00:15:59.280]  但是你發現你還是得怎麼樣呢
[00:15:59.280 --> 00:16:00.920]  放手
[00:16:00.920 --> 00:16:01.520]  結了婚了
[00:16:01.520 --> 00:16:02.440]  他有了孩子了
[00:16:02.440 --> 00:16:04.120]  你還要管他的孩子
[00:16:04.120 --> 00:16:04.960]  對不對
[00:16:04.960 --> 00:16:07.160]  那時候你還是要學習怎麼樣呢
[00:16:07.160 --> 00:16:08.560]  放手
[00:16:08.560 --> 00:16:09.520]  他孩子長大了
[00:16:09.520 --> 00:16:10.320]  要做什麼工
[00:16:10.320 --> 00:16:11.760]  你還是要關心的
[00:16:11.760 --> 00:16:12.200]  對不對
[00:16:12.200 --> 00:16:13.800]  但是你還是學習怎麼樣呢
