
[00:00:00.000 --> 00:00:04.460]  我最後一個想錄的交友站
[00:04:14.280 --> 00:04:17.780]  是榮耀上帝是通過苦難
[00:04:17.780 --> 00:04:20.640]  而這個苦難不是說我們生病
[00:04:20.640 --> 00:04:24.080]  經濟狀況 當然可以說是經濟狀況
[00:04:24.080 --> 00:04:28.120]  就是因為信仰的緣故 受到逼迫的緣故
[00:04:28.120 --> 00:04:31.000]  就不是因為我們會在一個墮落的世界
[00:04:31.000 --> 00:04:34.060]  你都會生病 我都會生病那一類的
[00:04:34.060 --> 00:04:38.800]  寶羅在說一個很奇妙的事情
[00:04:38.800 --> 00:04:40.720]  或者很神秘的 我們說
[00:04:40.720 --> 00:04:42.760]  我們不知道怎麼去明白這些事情
[00:04:42.760 --> 00:04:45.300]  但是當你看整本聖經
[00:04:45.300 --> 00:04:48.000]  無論你說《約伯記》也好 或者去到《新約》
[00:04:48.000 --> 00:04:51.600]  整個《新約》都是看到一間教會
[00:04:51.600 --> 00:04:55.340]  被呼召去跟隨那個受苦的主
[00:04:55.340 --> 00:05:01.500]  在這個世界裏面在受苦 等待最後的拯救
[00:05:01.500 --> 00:05:06.440]  或者最後的復活和被提的
[00:05:06.440 --> 00:05:09.040]  這個與我們今天有什麼關係呢?
[00:05:09.040 --> 00:05:13.400]  我給一個例子 也是一個形容給大家
[00:05:13.400 --> 00:05:19.460]  昨天我太太給了我一份文章
[00:05:19.460 --> 00:05:21.660]  如果你去Google你會找到
[00:05:21.660 --> 00:05:27.400]  《Why the world's largest church still worships its embezzling former leader?》
[00:05:27.400 --> 00:05:28.380]  這個說的是什麼呢?
[00:05:28.380 --> 00:05:32.440]  就是在說一個韓國全世界最大的教會
[00:05:32.440 --> 00:05:37.620]  這個教會叫做Yodofu Gospel
[00:05:37.620 --> 00:05:43.600]  是一些韓國它叫做靈恩或者是五旬節的教會
[00:05:43.600 --> 00:05:45.520]  全世界最大的 大到多少呢?
[00:05:45.520 --> 00:05:49.900]  它登記的會友是83萬
[00:05:49.900 --> 00:05:52.820]  83萬 不是8萬3 是83萬
[00:05:52.820 --> 00:05:57.200]  而每個禮拜日
[00:05:57.200 --> 00:06:01.940]  是有15萬至20萬人會去這間教會聚會
[00:06:01.940 --> 00:06:06.440]  我這裡說的是它以前的主任牧師
[00:06:06.440 --> 00:06:09.100]  其實現在已經70多、80歲了
[00:06:09.100 --> 00:06:13.020]  他是一個講醫治、講講鬼
[00:06:13.020 --> 00:06:16.560]  甚至他是很清晰的跟你說
[00:06:16.560 --> 00:06:19.200]  信耶穌是會發達的
[00:06:19.200 --> 00:06:23.240]  這個信息令他們教會變得這麼大
[00:06:23.240 --> 00:06:25.860]  他們很相信神蹟奇事等等
[00:06:25.860 --> 00:06:30.160]  而這個所謂的之前的主任牧師
[00:06:30.160 --> 00:06:33.880]  在早幾年的時候他其實是有些醜聞
[00:06:33.880 --> 00:06:39.420]  就是他動用了教會
[00:06:39.420 --> 00:06:41.980]  不知道是不是1200萬美金
[00:06:41.980 --> 00:06:49.300]  去買他兒子那些公司的股份
[00:06:49.300 --> 00:06:51.980]  總之就是 結果他坐了三年
[00:06:51.980 --> 00:06:53.980]  或者他有人坐了三年
[00:06:53.980 --> 00:06:56.180]  他就說他老了 就不給他錢
[00:06:56.180 --> 00:07:01.820]  總之他就是整個社會都知道他做錯了
[00:07:01.820 --> 00:07:03.700]  甚至他會友都知道他做錯了
[00:07:03.700 --> 00:07:04.760]  但是他原諒他
[00:07:04.760 --> 00:07:10.040]  因為他的福音太過吸引了
[00:07:10.040 --> 00:07:14.280]  現在他換了另外一個牧師做主任牧師
[00:07:14.280 --> 00:07:19.300]  但是這個年老的主任牧師繼續去傳講
[00:07:19.300 --> 00:07:20.900]  或者他的教會的信息
[00:07:20.900 --> 00:07:25.840]  仍然是同一樣的富貴福音、成功神學
[00:07:25.840 --> 00:07:29.060]  這個跟我們有什麼關係呢?
[00:07:29.060 --> 00:07:30.660]  關係是大的
[00:07:30.660 --> 00:07:36.280]  因為他不僅是全世界最大的教會
[00:07:36.280 --> 00:07:38.920]  他影響了在韓國
[00:07:38.920 --> 00:07:43.580]  很多人都是抄襲他的神學
[00:07:43.580 --> 00:07:46.260]  或者他做事工的方式
[00:07:46.260 --> 00:07:48.900]  你可以說 其實很多
[00:07:48.900 --> 00:07:53.460]  我們今天覺得韓國好像是一個很多基督徒的國家
[00:07:53.460 --> 00:07:58.060]  其實很多時候他們所信的都是一個假的福音
[00:07:58.060 --> 00:08:03.100]  今天韓國人家說大概十個裡面有三個人是叫做基督徒
[00:08:03.100 --> 00:08:06.820]  但是其實在那幫知識分子
[00:08:06.820 --> 00:08:10.500]  高檔一點的人口裡面
[00:08:10.500 --> 00:08:12.900]  其實基督徒反而更加多
[00:08:12.900 --> 00:08:15.980]  我不知道多了多少 可能四成、五成
[00:08:15.980 --> 00:08:17.780]  其實是一件很可怕的事情
[00:08:17.780 --> 00:08:21.260]  因為如果他們所信的全部都是這一類
[00:08:21.260 --> 00:08:23.260]  這樣的成功神學的話
[00:08:23.260 --> 00:08:26.660]  那就真的是很可怕、很可怕
[00:08:26.660 --> 00:08:29.460]  你也可以 還有另外一個角度
[00:08:29.460 --> 00:08:33.680]  就是韓國在現在這個世界裡面
[00:08:33.680 --> 00:08:38.880]  是出口最多的宣教士的第二大的國家
[00:08:38.880 --> 00:08:40.820]  第一個是美國
[00:08:40.820 --> 00:08:44.600]  韓國是第二個出口宣教士最多的
[00:08:44.600 --> 00:08:48.760]  你想一下 如果韓國的教會是在說一個
[00:08:48.760 --> 00:08:50.740]  我不是說全部
[00:08:50.740 --> 00:08:53.820]  因為我自己在美國讀神學的時候
[00:08:53.820 --> 00:08:58.180]  我們那間神學院三分之一的人都是韓國人
[00:08:58.180 --> 00:09:00.520]  他們有些人真的是很忠心愛主的
[00:09:00.520 --> 00:09:02.440]  也都不會相信這樣的東西
[00:09:02.440 --> 00:09:05.160]  但是如果你說
[00:09:05.160 --> 00:09:08.080]  那個社會大部分都是這樣
[00:09:08.080 --> 00:09:11.120]  就是韓國人很相信這個巨大的Megachurch
[00:09:11.120 --> 00:09:14.140]  等等的話 那就大件事了
[00:09:14.140 --> 00:09:16.440]  他們出產的宣教士
[00:09:16.440 --> 00:09:19.840]  很多都是傳一類、這一類這樣的東西
[00:09:19.840 --> 00:09:22.920]  就是說美國就不斷下降
[00:09:22.920 --> 00:09:25.400]  就是說其實時候
[00:09:25.400 --> 00:09:27.740]  以後韓國很快就會取締美國
[00:09:27.740 --> 00:09:30.060]  做一個最多宣教士的國家
[00:09:30.060 --> 00:09:33.240]  但是他們出產的是什麼樣的宣教士呢?
[00:09:33.240 --> 00:09:36.880]  今天我們面對一個很大很大的挑戰
[00:09:36.880 --> 00:09:42.980]  究竟將來的宣教士會是一個怎樣的宣教士
[00:09:42.980 --> 00:09:45.480]  就算在香港我們很多宣教士
[00:09:45.480 --> 00:09:49.100]  已經不是很清晰究竟福音是什麼
[00:09:49.100 --> 00:09:51.320]  在這裡做很多事情
[00:09:51.320 --> 00:09:53.520]  彷彿好像帶領了很多人信主
[00:09:53.520 --> 00:09:57.480]  但是究竟他們帶他們進入的是一個什麼樣的福音呢?
[00:09:57.480 --> 00:09:59.060]  我相信這個是一個挑戰
[00:09:59.060 --> 00:10:05.400]  我們怎樣去應用
[00:10:05.400 --> 00:10:10.260]  啟示錄也好 西書裡面的信息
[00:10:10.260 --> 00:10:13.260]  就是我們一定要回歸一個正確的福音
[00:10:13.260 --> 00:10:18.340]  不是一個成功神學富貴福音的福音
[00:10:18.340 --> 00:10:20.980]  我們要有真正的福音
[00:10:20.980 --> 00:10:25.460]  我們才可以帶人進入上帝的天國
[00:10:25.460 --> 00:10:27.000]  所以求主真的幫助我們
[00:10:27.000 --> 00:10:30.080]  第一 我們自己要努力去認識這個福音
[00:10:30.080 --> 00:10:31.320]  去傳講這個福音
[00:10:31.320 --> 00:10:37.180]  第二 我們的祈禱教會會看得清楚
[00:10:37.180 --> 00:10:39.420]  也有新一代的宣教士
[00:10:39.420 --> 00:10:44.040]  而我們真的有一個福音給這個失喪的世界
[00:10:44.040 --> 00:10:46.580]  所以大家努力 真的是很沉重的一件事
[00:10:46.580 --> 00:10:50.860]  願大家不斷為教會祈禱
