
[00:00:00.000 --> 00:00:04.360]  我挑戰你一件事,你回去從頭到尾看《李美記》看一次
[00:01:38.480 --> 00:01:43.080]  因為聖誕老人和撒旦都是差不多串法的
[00:01:43.080 --> 00:01:44.460]  你明不明白?
[00:01:44.460 --> 00:01:48.360]  今天,當我們去聖誕節
[00:01:48.360 --> 00:01:52.060]  我們跟大家講,上帝是怎樣的上帝
[00:01:52.060 --> 00:01:54.280]  歡迎你來到教會
[00:01:54.280 --> 00:02:01.720]  我們的聖誕節上帝很像聖誕老人
[00:02:01.720 --> 00:02:06.820]  預料了要祝福你,上帝要你祝福你
[00:02:06.820 --> 00:02:09.160]  是不是這個上帝?你看看
[00:02:09.160 --> 00:02:14.680]  你拿著聖誕節的聖誕卡也好,在一邊看《利未記》
[00:02:14.680 --> 00:02:18.480]  它也是人格分裂的
[00:02:18.480 --> 00:02:22.180]  完全這兩樣東西是不相配的
[00:02:22.180 --> 00:02:28.060]  我們今天的崇拜,以人為中心,不以上帝為中心
[00:02:28.060 --> 00:02:34.220]  我們今天的崇拜裡面沒有了一種莊重嚴謹
[00:02:34.220 --> 00:02:37.540]  就算你有外在的樣子
[00:02:37.540 --> 00:02:44.180]  內在人的心又在哪裡呢?
[00:02:44.180 --> 00:02:47.840]  我可以講,如果沒有了《利未記》
[00:02:47.840 --> 00:02:52.980]  聖經會有另一本書,基本上全部毀了
[00:02:52.980 --> 00:02:56.100]  那本書叫做《希伯來書》
[00:02:56.100 --> 00:02:58.260]  如果沒有了《利未記》
[00:02:58.260 --> 00:03:00.460]  《希伯來書》不成書,你明白嗎?
[00:03:00.460 --> 00:03:03.620]  當你說你要將《利未記》剷除的時候
[00:03:03.620 --> 00:03:06.140]  你不只是將那27章剷除
[00:03:06.140 --> 00:03:13.420]  你要基本上將新約聖經裡面引用《利未記》的所有東西都剷除,你明白嗎?
[00:03:13.420 --> 00:03:15.140]  那如果你沒有了《利未記》,你就慘了
[00:03:15.140 --> 00:03:18.020]  你沒有了《希伯來書》
[00:03:18.020 --> 00:03:20.140]  你沒有了《希伯來書》的主題
[00:03:20.140 --> 00:03:21.540]  我想你看不到這裡
[00:03:21.540 --> 00:03:23.380]  你上網可以看到
[00:03:23.380 --> 00:03:27.060]  《希伯來書》的主題是什麼?
[00:03:27.060 --> 00:03:33.140]  耶穌是最終極、最至高的
[00:03:33.140 --> 00:03:39.780]  如果你沒有了《利未記》、沒有了《希伯來書》、沒有了《主耶穌基督》
[00:03:39.780 --> 00:03:46.220]  最至高,為了主耶穌基督能拯救我們
[00:03:46.220 --> 00:03:47.900]  我講一個故事給大家知道
[00:03:47.900 --> 00:03:51.020]  很多年前,我讀大學的時候
[00:03:51.020 --> 00:03:52.860]  有一個奇遇
[00:03:52.860 --> 00:03:54.820]  有一年,我很記得的
[00:03:54.820 --> 00:03:57.380]  是農曆新年
[00:03:57.380 --> 00:04:00.820]  我跟同學們去教會吃團年飯
[00:04:00.820 --> 00:04:04.860]  吃完團年飯,我們回去大學聊聊天
[00:04:04.860 --> 00:04:06.660]  在學生中心
[00:04:06.660 --> 00:04:10.140]  接著有一個鬼佬來挑戰我們
[00:04:10.140 --> 00:04:12.260]  這個鬼佬說他也是基督徒
[00:04:12.260 --> 00:04:15.460]  這個鬼佬想邀請我們去他的教會
[00:04:15.460 --> 00:04:17.060]  接著不知道做什麼鬼
[00:04:17.060 --> 00:04:23.860]  他聊兩句,他開始背誦整本聖經的六十六本書
[00:04:23.860 --> 00:04:26.740]  他就好像在挑戰我們
[00:04:26.740 --> 00:04:37.220]  他就說《創世記》、《蔡依及記》、《利未記》、《文數記》、《聖明記》,不斷背誦六十六本
[00:04:37.220 --> 00:04:39.900]  接著我跟我的朋友,你眼望我眼
[00:04:39.900 --> 00:04:42.140]  究竟這個鬼佬在做什麼
[00:04:42.140 --> 00:04:45.420]  接著他這樣挑戰我們,我們也會害怕
[00:04:45.420 --> 00:04:48.260]  就像要跟你看誰的屬性經
[00:04:48.260 --> 00:04:53.060]  到了中間,因為六十六本書也要講一段時間
[00:04:53.060 --> 00:04:55.380]  我不知道我的朋友在想什麼
[00:04:55.380 --> 00:04:59.940]  我心裡面在祈禱上帝教我們怎樣去回應這個人
[00:04:59.940 --> 00:05:06.140]  於是他讀著讀著讀著,一直讀著讀著,數著數著,數到最後啟示錄完的時候
[00:05:06.140 --> 00:05:10.500]  不知為什麼在那一刻我特意想了一件事
[00:05:10.500 --> 00:05:13.340]  我馬上說了一句
[00:05:13.340 --> 00:05:16.180]  你沒有講希伯來書
[00:05:16.180 --> 00:05:18.300]  你少了希伯來書
[00:05:18.300 --> 00:05:20.260]  接著我的朋友還描述
[00:05:20.260 --> 00:05:25.420]  他說剛才有兩本書的次序是相反的
[00:05:25.420 --> 00:05:27.740]  所以我一這樣說的時候,他就害怕了
[00:05:27.740 --> 00:05:31.780]  結果最後我們邀請他回到我們教會
[00:05:31.780 --> 00:05:33.820]  接著他就逃跑了
[00:05:33.820 --> 00:05:36.180]  我記得,為什麼我會這麼記得這件事
[00:05:36.180 --> 00:05:40.300]  因為完了之後,我跟另一個朋友回到教堂的時候
[00:05:40.300 --> 00:05:43.220]  我就說剛才那個鬼做什麼鬼,他搞這些東西
[00:05:43.220 --> 00:05:47.180]  接著他跟我說,你知道為什麼他不講希伯來書嗎
[00:05:47.180 --> 00:05:50.740]  因為這個人是一個異端
[00:05:50.740 --> 00:05:53.620]  他信的異端,那間教會是一個異端
[00:05:53.620 --> 00:06:00.740]  這間異端是不相信主耶穌基督的獨有性的
[00:06:00.740 --> 00:06:03.060]  希伯來書有多重要,你想想
[00:06:03.060 --> 00:06:05.700]  沒有了利美記,沒有了希伯來書
[00:06:05.700 --> 00:06:08.940]  沒有了希伯來書,沒有了主耶穌基督的Supremacy
[00:06:08.940 --> 00:06:11.460]  他的至高,沒有了他的獨特性
[00:06:11.460 --> 00:06:13.860]  什麼都沒有了
[00:06:13.860 --> 00:06:15.380]  我再說一件事給你聽
[00:06:15.380 --> 00:06:24.380]  沒有了希伯來書,我們就沒有了對上帝那種聖潔的敬拜
[00:06:24.380 --> 00:06:27.260]  到最後的時候,我會帶你看希伯來書
[00:06:27.260 --> 00:06:33.260]  我想告訴你,希伯來書跟我們今天敬拜是很有關係的
[00:06:33.260 --> 00:06:35.780]  而沒有了希伯來書的敬拜
[00:06:35.780 --> 00:06:39.820]  我們今天的敬拜就很慘,很不妥
[00:06:39.820 --> 00:06:45.300]  好,我現在開始,我想給你看多一點利美記
[00:06:45.300 --> 00:06:48.260]  利美記其實不是很複雜
[00:06:48.260 --> 00:06:50.220]  我不需要你知道很仔細的東西
[00:06:50.220 --> 00:06:53.620]  我想你知道利美記有三個主題
[00:06:53.620 --> 00:06:56.300]  其實四個,我先說這三個
[00:06:56.300 --> 00:06:59.860]  是重複的,前後呼應的
[00:06:59.860 --> 00:07:04.020]  禮儀、祭司和潔淨,乾不乾淨
[00:07:04.020 --> 00:07:05.700]  Purity
[00:07:05.700 --> 00:07:09.300]  如果你有聽過我的加油站的時候
[00:07:09.300 --> 00:07:17.060]  你知道它的分佈就在前後、前後、前後,很友善的
[00:07:17.060 --> 00:07:22.500]  接著你發現,一開始的時候是講禮儀
[00:07:22.500 --> 00:07:24.300]  是講憲制的禮儀
[00:07:24.300 --> 00:07:27.860]  將要結束的時候是講那些節期的禮儀
[00:07:27.860 --> 00:07:31.420]  接著中間夾著有一段是講祭司的
[00:07:31.420 --> 00:07:34.180]  接著完之前又有一段講祭司的
[00:07:34.180 --> 00:07:37.700]  接著有一段是講潔淨的,乾不乾淨
[00:07:37.700 --> 00:07:39.540]  接著有一段講乾不乾淨
[00:07:39.540 --> 00:07:40.980]  如果你熟悉新約聖經
[00:07:40.980 --> 00:07:44.820]  你立刻想到耶穌依治很多人都是甚麼潔淨不潔淨的
[00:07:44.820 --> 00:07:47.180]  即戴麻風那些,全部和利美記有關係的
[00:07:47.180 --> 00:07:50.940]  如果你剷了利美記,戴麻風那些人就沒有意義了
[00:07:50.940 --> 00:07:57.580]  但是中間夾著是因為要凸顯第十六章和第十七章
[00:07:57.580 --> 00:08:00.300]  第十六章和第十七章是講甚麼的
[00:08:00.300 --> 00:08:02.100]  就是最定那件事
[00:08:02.100 --> 00:08:04.180]  耶和華的贖罪日
[00:08:04.180 --> 00:08:05.620]  今天我不講了,為甚麼
[00:08:05.620 --> 00:08:10.860]  因為我的加油站已經講完了
[00:08:10.860 --> 00:08:14.500]  如果你未聽過,值得找回去
[00:08:14.500 --> 00:08:17.380]  應該是加油站第九章第九篇的
[00:08:17.380 --> 00:08:20.340]  是講題目叫做耶和華的贖罪日
[00:08:20.340 --> 00:08:21.460]  很正的
[00:08:21.460 --> 00:08:27.020]  這就是整個利美記的中心
[00:08:27.020 --> 00:08:30.140]  不過我今天,因為之前講了我就不再講
[00:08:30.140 --> 00:08:33.460]  因為我有其他東西想帶你去看
[00:08:33.460 --> 00:08:36.420]  但如果你真的未聽過,或者你不太記得
[00:08:36.420 --> 00:08:39.220]  你想聽,贖罪日有兩隻羊
[00:08:39.220 --> 00:08:40.860]  不是一隻,是兩隻
[00:08:40.860 --> 00:08:42.380]  很有趣的
[00:08:42.380 --> 00:08:48.060]  值得你回去網站找回耶和華的贖罪日去聽
[00:08:48.060 --> 00:08:56.460]  我今天想帶你用三個角度去看利美記
[00:08:56.460 --> 00:08:57.540]  去思想利美記
[00:08:57.540 --> 00:08:59.980]  當然你可以有N個角度
[00:08:59.980 --> 00:09:02.020]  我只是用這三個
[00:09:02.020 --> 00:09:07.460]  藍色、黃色、紅色
[00:09:07.460 --> 00:09:12.220]  先看文字,然後我會逐個範圍帶你去看
[00:09:12.220 --> 00:09:13.900]  一些比較特別的
[00:09:13.900 --> 00:09:16.380]  平時你未必留意到的
[00:09:16.380 --> 00:09:20.660]  第一,利美記其實是在延續出埃及記
[00:09:20.660 --> 00:09:22.180]  剛才我也講過
[00:09:22.180 --> 00:09:24.500]  你會發現有一樣東西很相似的
[00:09:24.500 --> 00:09:29.700]  就是出埃及記最後的二十章到四十章
[00:09:29.700 --> 00:09:33.180]  都是在西乃山下面發生的
[00:09:33.180 --> 00:09:37.100]  香港是獅子山下,他們是西乃山下
[00:09:37.100 --> 00:09:38.820]  西乃山下的教徒
[00:09:38.820 --> 00:09:40.620]  你會發現你去到利美記的時候
[00:09:40.620 --> 00:09:42.380]  一樣是在講西乃山
[00:09:42.380 --> 00:09:44.660]  那一年他們在那裏住了一整年
[00:09:44.660 --> 00:09:45.820]  然後才移民
[00:09:45.820 --> 00:09:48.740]  移民的時候就是問蘇姬
[00:09:48.740 --> 00:09:53.460]  在那一年裏上帝正在教導、啟示他自己給他們
[00:09:53.460 --> 00:09:55.260]  利美記是一個很中心的事情
[00:09:55.260 --> 00:09:58.620]  是在西乃山之下發生的
[00:09:58.620 --> 00:10:02.260]  它是在延續出埃及記的教導
[00:10:02.260 --> 00:10:03.260]  主題是
[00:10:03.260 --> 00:10:06.420]  你們侍奉的不是一個普通的神明
[00:10:06.420 --> 00:10:10.420]  不是聖誕老人
[00:10:10.420 --> 00:10:15.700]  你們在侍奉一個神聖不可侵的惡化
[00:10:15.700 --> 00:10:17.460]  這是第一個角度
[00:10:17.460 --> 00:10:19.460]  我想待會再帶大家去看看
[00:10:19.460 --> 00:10:21.620]  第二個角度
[00:10:21.620 --> 00:10:25.460]  我們講了它有三個旁邊的主題
[00:10:25.460 --> 00:10:28.620]  中間最重要就是救贖人
[00:10:28.620 --> 00:10:32.940]  祭司、潔政、禮儀
[00:10:32.940 --> 00:10:34.980]  聖經堂我交給你們知道
[00:10:34.980 --> 00:10:36.900]  利美記有一本很有趣的書
[00:10:36.900 --> 00:10:42.420]  就是在27章裏面基本上是拍不到片的
[00:10:42.420 --> 00:10:44.420]  除了兩個故事
[00:10:44.420 --> 00:10:47.180]  所有的東西都是講解命
[00:10:47.180 --> 00:10:48.420]  講禮儀的
[00:10:48.420 --> 00:10:50.460]  除了有兩個故事
[00:10:50.460 --> 00:10:52.340]  加了兩個故事
[00:10:52.340 --> 00:10:54.380]  所以我想帶你們去看看這兩個故事
[00:10:54.380 --> 00:10:58.900]  你要問問這兩個故事在整體的教導裏面
[00:10:58.900 --> 00:11:01.580]  有什麼作用
[00:11:01.580 --> 00:11:02.180]  你明白嗎?
[00:11:02.180 --> 00:11:04.260]  很有趣的
[00:11:04.260 --> 00:11:05.820]  既然悶不如把它悶完
[00:11:05.820 --> 00:11:06.740]  它又不能悶完
[00:11:06.740 --> 00:11:08.100]  它又弄了兩個故事
[00:11:08.100 --> 00:11:10.540]  結合了它的故事
[00:11:10.540 --> 00:11:12.740]  這兩個故事就是
[00:11:12.740 --> 00:11:18.940]  將利美記裏面的主題活顯了出來
[00:11:18.940 --> 00:11:20.820]  接著第三點
[00:11:20.820 --> 00:11:25.900]  利美記正在延續出埃及記
[00:11:25.900 --> 00:11:28.780]  有一個部分是預言的
[00:11:28.780 --> 00:11:31.860]  我會帶你們去看利美記最後結束的時候
[00:11:31.860 --> 00:11:33.420]  第26章裏面
[00:11:33.420 --> 00:11:35.620]  她正在延續出埃及記
[00:11:35.620 --> 00:11:37.420]  因為出埃及記之後
[00:11:37.420 --> 00:11:39.980]  她們在那裏逗留了一年
[00:11:39.980 --> 00:11:42.500]  之後生死未卜
[00:11:42.500 --> 00:11:44.540]  她們可能好的
[00:11:44.540 --> 00:11:46.140]  而利美記第26章的時候
[00:11:46.140 --> 00:11:49.500]  已經預表了她們之後不會好的
[00:11:49.500 --> 00:11:50.820]  從這個角度來說
[00:11:50.820 --> 00:11:53.100]  利美記的結束
[00:11:53.100 --> 00:11:54.860]  有一點點像生命記的結束
[00:11:54.860 --> 00:11:56.180]  因為生命記的結束
[00:11:56.180 --> 00:11:59.020]  都是預言了以色列人進入加南
[00:11:59.020 --> 00:12:00.900]  不會有好事的
[00:12:00.900 --> 00:12:02.580]  一會兒再和你們去看
[00:12:02.580 --> 00:12:02.980]  好
[00:12:02.980 --> 00:12:06.500]  我們先去第一個主題
[00:12:06.500 --> 00:12:10.420]  利美記正在延續出埃及記
[00:12:10.420 --> 00:12:16.460]  告訴你們上帝是一個神聖不可侵的上帝
[00:12:16.460 --> 00:12:17.700]  我先和你們看
[00:12:17.700 --> 00:12:20.980]  出埃及記的結束
[00:12:20.980 --> 00:12:23.580]  出埃及記的結束其實好像很正面
[00:12:23.580 --> 00:12:24.780]  但是正面之餘
[00:12:24.780 --> 00:12:26.580]  很重的
[00:12:26.580 --> 00:12:27.620]  很重的
[00:12:27.620 --> 00:12:28.580]  我想你們看看
[00:12:28.580 --> 00:12:32.100]  那時雲彩遮蓋會幕
[00:12:32.100 --> 00:12:34.900]  而華的榮光充滿了帳幕
[00:12:34.900 --> 00:12:36.620]  摩西不能進會幕
[00:12:36.620 --> 00:12:38.820]  因為雲彩停在其上
[00:12:38.820 --> 00:12:41.780]  而華的榮光充滿了帳幕
[00:12:41.780 --> 00:12:44.260]  這是一個很開心的事情
[00:12:44.260 --> 00:12:45.420]  因為他們等了很久
[00:12:45.420 --> 00:12:49.380]  就是要建造這個帳幕
[00:12:49.380 --> 00:12:50.980]  然後上帝的家
[00:12:50.980 --> 00:12:53.220]  然後上帝自己親臨到這裡
[00:12:53.220 --> 00:12:54.340]  但是你有沒有看到這件事
[00:12:54.340 --> 00:12:56.100]  當上帝的榮光
[00:12:56.100 --> 00:12:57.660]  臨到會幕的時候
[00:12:57.660 --> 00:13:00.540]  有一件事發生了
[00:13:00.540 --> 00:13:02.580]  就是摩西能不能進去
[00:13:02.580 --> 00:13:04.940]  進不去
[00:13:04.940 --> 00:13:06.860]  為什麼
[00:13:06.860 --> 00:13:10.820]  就是上帝的榮光是代表什麼
[00:13:10.820 --> 00:13:14.260]  有沒有想過上帝的榮光是代表什麼
[00:13:14.260 --> 00:13:16.740]  可不可以說是祂的聖潔
[00:13:16.740 --> 00:13:18.020]  其實聖潔裡面有另一個故事
[00:13:18.020 --> 00:13:18.820]  大家很熟悉的
[00:13:18.820 --> 00:13:21.820]  《爾塞亞書》第六章
[00:13:21.820 --> 00:13:23.940]  烏西亞王駕崩的那一年
[00:13:23.940 --> 00:13:28.300]  爾塞亞在聖殿裡面看到的異象
[00:13:28.300 --> 00:13:29.700]  那個異象是什麼
[00:13:29.700 --> 00:13:31.940]  上帝那些天使
[00:13:31.940 --> 00:13:33.140]  六隻翅膀那些
[00:13:33.140 --> 00:13:35.660]  不是那些兩隻卡通片那些
[00:13:35.660 --> 00:13:36.620]  六隻翅膀
[00:13:36.620 --> 00:13:37.540]  很巨大的
[00:13:37.540 --> 00:13:39.180]  還要自己遮著臉
[00:13:39.180 --> 00:13:39.780]  遮著腳
[00:13:39.780 --> 00:13:40.540]  為什麼
[00:13:40.540 --> 00:13:42.380]  因為上帝的榮光在那裡
[00:13:42.380 --> 00:13:44.540]  上帝的榮光是厲害到
[00:13:44.540 --> 00:13:48.180]  連天使都要掩眼的
[00:13:48.180 --> 00:13:49.060]  於是
[00:13:49.060 --> 00:13:52.220]  你記得爾塞亞的回應是什麼
[00:13:52.220 --> 00:13:53.580]  聖災
[00:13:53.580 --> 00:13:55.020]  聖災
[00:13:55.020 --> 00:13:56.100]  聖災
[00:13:56.100 --> 00:13:57.540]  萬軍之堯說
[00:13:57.540 --> 00:14:00.540]  他的榮光遍滿全地
[00:14:00.540 --> 00:14:01.300]  接著他怎樣
[00:14:01.300 --> 00:14:02.060]  趴在地上
[00:14:02.060 --> 00:14:03.540]  你明白嗎
[00:14:03.540 --> 00:14:07.620]  所以上帝的榮光是代表了祂的聖潔
[00:14:07.620 --> 00:14:08.380]  聖災
[00:14:08.380 --> 00:14:09.780]  聖災
[00:14:09.780 --> 00:14:10.700]  聖災
[00:14:10.700 --> 00:14:11.780]  爾塞亞懂得害怕
[00:14:11.780 --> 00:14:13.820]  我們懂不懂得害怕
[00:14:13.820 --> 00:14:16.860]  有沒有人今天來到教會覺得
[00:14:16.860 --> 00:14:19.540]  要莊重一點
[00:14:19.540 --> 00:14:23.020]  要莊重一點
[00:14:23.020 --> 00:14:27.700]  連我們教會做領袖的都希望
[00:14:27.700 --> 00:14:28.300]  不要緊
[00:14:28.300 --> 00:14:29.900]  自由一點
[00:14:29.900 --> 00:14:33.460]  我們不要莊重一點
[00:14:33.460 --> 00:14:34.660]  或者有些人會覺得
[00:14:34.660 --> 00:14:35.900]  你莊重一點
[00:14:35.900 --> 00:14:37.860]  我們小時候不像你這樣
[00:14:37.860 --> 00:14:42.740]  但那種莊重可能是一個禮儀上的莊重
[00:14:42.740 --> 00:14:43.940]  你要頂出去頂
[00:14:43.940 --> 00:14:47.300]  這樣也可以
[00:14:47.300 --> 00:14:49.220]  是不是你頂出去頂
[00:14:49.220 --> 00:14:52.500]  又不是
[00:14:52.500 --> 00:14:55.100]  上帝的榮光在這裡
[00:14:55.100 --> 00:14:55.860]  讓你感覺到
[00:14:55.860 --> 00:14:57.860]  這是《蔡壹及記》的結束
[00:14:57.860 --> 00:15:01.700]  我想你看看《利美記》的開始
[00:15:01.700 --> 00:15:04.260]  耶和華從會幕中呼叫摩西
[00:15:04.260 --> 00:15:06.780]  你看到《蔡壹及記》完結的時候
[00:15:06.780 --> 00:15:09.580]  摩西在會幕那裡
[00:15:09.580 --> 00:15:11.220]  去《利美記》開始的時候
[00:15:11.220 --> 00:15:12.300]  摩西在哪裡
[00:15:12.300 --> 00:15:14.060]  也是在會幕那裡
[00:15:14.060 --> 00:15:16.540]  甚至聖經學者告訴我們
[00:15:16.540 --> 00:15:20.900]  他們的希伯維文的文法
[00:15:20.900 --> 00:15:24.820]  好像在講一個連貫的故事
[00:15:24.820 --> 00:15:27.300]  在會幕當中
[00:15:27.300 --> 00:15:29.420]  耶和華吩咐摩西出來
[00:15:29.420 --> 00:15:31.620]  他說你要吩咐以色列人
[00:15:31.620 --> 00:15:33.980]  這樣獻供物給耶和華
[00:15:33.980 --> 00:15:35.980]  之後那些當然是長篇大論
[00:15:35.980 --> 00:15:37.260]  很複雜
[00:15:37.260 --> 00:15:40.940]  令人很煩擾的東西
[00:15:40.940 --> 00:15:42.180]  他在教什麼
[00:15:42.180 --> 00:15:43.580]  摩西我想告訴你
[00:15:43.580 --> 00:15:45.060]  通過我要告訴你
[00:15:45.060 --> 00:15:47.020]  如何去獻祭祭物的時候
[00:15:47.020 --> 00:15:51.260]  你要知道我是一個如何的上帝
[00:15:51.260 --> 00:15:52.660]  《利美記》有一個中心思想
[00:15:52.660 --> 00:15:55.980]  中心思想就是耶和華吩咐摩西
[00:15:55.980 --> 00:15:58.460]  要跟他們說我是一個如何的上帝
[00:15:58.460 --> 00:16:01.580]  這是《利美記》第十九章第一第二節
[00:16:01.580 --> 00:16:05.100]  供應的是《利美記》的中心思想
[00:16:05.100 --> 00:16:08.420]  你要吩咐以色列傳會眾對他們說
[00:16:08.420 --> 00:16:11.260]  你們要成為聖
[00:16:11.260 --> 00:16:17.260]  因為我耶和華你們的上帝是神聖的
[00:16:17.260 --> 00:16:19.020]  什麼叫做成為聖
[00:16:19.020 --> 00:16:20.540]  與你舊有的生命
[00:16:20.540 --> 00:16:22.700]  與你舊有的世界分開
[00:16:22.700 --> 00:16:24.500]  這個叫做set apart
[00:16:24.500 --> 00:16:26.380]  英文叫set apart
[00:16:26.380 --> 00:16:29.940]  斬了你舊有的世界出來
[00:16:29.940 --> 00:16:31.580]  成聖
[00:16:31.580 --> 00:16:32.780]  這個叫做什麼
[00:16:32.780 --> 00:16:35.100]  他們從哪裡成聖
[00:16:35.100 --> 00:16:40.260]  從埃及裡面的偶像那裡出去成聖
[00:16:40.260 --> 00:16:43.340]  所以當你一個人在香港信主的時候
[00:16:43.340 --> 00:16:45.220]  你要怎麼成聖
[00:16:45.220 --> 00:16:49.740]  由香港的世界被斬件出來
[00:16:49.740 --> 00:16:50.540]  分別為聖
[00:16:50.540 --> 00:16:55.060]  每個地方都有它的特有文化
[00:16:55.060 --> 00:16:57.860]  不是拜土地公這麼簡單
[00:16:57.860 --> 00:16:58.980]  那些是容易的
[00:16:58.980 --> 00:17:00.780]  那些偶像容易除的
[00:17:00.780 --> 00:17:03.340]  心裡的偶像難除
[00:17:03.340 --> 00:17:05.820]  以色列人都出了埃及
[00:17:05.820 --> 00:17:09.060]  但是除不了心裡的埃及
[00:17:09.060 --> 00:17:12.900]  你今天可能從你舊有的世界走進了教會
[00:17:12.900 --> 00:17:17.420]  但是你心裡的香港還在嗎
[00:17:17.420 --> 00:17:20.540]  還是其實我心裡不再有香港
[00:17:20.540 --> 00:17:21.580]  只有天國呢
[00:17:21.580 --> 00:17:25.780]  我不是跟你說一些夢想的事情
[00:17:25.780 --> 00:17:27.940]  我只是跟你說一些真實的事情
[00:17:27.940 --> 00:17:28.980]  這是上帝的呼召
[00:17:28.980 --> 00:17:30.820]  我心裡再沒有香港
[00:17:30.820 --> 00:17:32.300]  我只有天國
[00:17:32.300 --> 00:17:35.180]  這個是那種成聖
[00:17:35.180 --> 00:17:36.780]  我想給你讀多一些
[00:17:36.780 --> 00:17:38.660]  這個主題不斷的出現
[00:17:38.660 --> 00:17:39.740]  我是耶和華
[00:17:39.740 --> 00:17:40.660]  你們的上帝
[00:17:40.660 --> 00:17:42.100]  第十一章第四十四節
[00:17:42.100 --> 00:17:44.500]  你們要使自己分別為聖
[00:17:44.500 --> 00:17:45.660]  上帝很認真的
[00:17:45.660 --> 00:17:47.180]  上帝真的要你分別
[00:17:47.180 --> 00:17:49.300]  他不是跟你說而已
[00:17:49.300 --> 00:17:51.220]  有空就做吧
[00:17:51.220 --> 00:17:55.940]  你的人生夢想就是要分別為聖
[00:17:55.940 --> 00:17:57.220]  當一個人信主的時候
[00:17:57.220 --> 00:17:59.620]  他的人生夢想就是分別為聖
[00:17:59.620 --> 00:18:02.180]  不是有空就去做一下
[00:18:02.180 --> 00:18:05.620]  最近牧師很忙
[00:18:05.620 --> 00:18:06.380]  工作很忙
[00:18:06.380 --> 00:18:07.140]  讀書很忙
[00:18:07.140 --> 00:18:08.780]  生活很忙
[00:18:08.780 --> 00:18:10.020]  下個月回來找我
[00:18:10.020 --> 00:18:12.020]  我再跟你一起去研讀一下
[00:18:12.020 --> 00:18:13.060]  上帝的聖潔
[00:18:13.060 --> 00:18:14.700]  好嗎
[00:18:14.700 --> 00:18:15.260]  不是的
[00:18:15.260 --> 00:18:17.460]  這是你人生的目標
[00:18:17.460 --> 00:18:18.820]  不斷重複的目標
[00:18:18.820 --> 00:18:20.540]  你們要使自己分別為聖
[00:18:20.540 --> 00:18:21.340]  要成為聖
[00:18:21.340 --> 00:18:25.780]  因為我是神聖的
[00:18:25.780 --> 00:18:28.460]  如果你說我現在沒有空去做這件事
[00:18:28.460 --> 00:18:29.340]  你就是說
[00:18:29.340 --> 00:18:36.020]  這個月我暫時不當動圖主
[00:18:36.020 --> 00:18:38.500]  你跟上帝的關係
[00:18:38.500 --> 00:18:40.980]  已經走了八成
[00:18:40.980 --> 00:18:43.380]  其實最後那兩成都不知道是真是假
[00:18:43.380 --> 00:18:46.340]  我是把你從埃及地領出來的耶和華
[00:18:46.340 --> 00:18:48.420]  要作你們的上帝
[00:18:48.420 --> 00:18:49.740]  你們要成為聖
[00:18:49.740 --> 00:18:52.780]  因為我是神聖的
[00:18:52.780 --> 00:18:54.020]  第二十章第七節
[00:18:54.020 --> 00:18:55.940]  你們要使自己分別為聖
[00:18:55.940 --> 00:18:56.780]  要成為聖
[00:18:56.780 --> 00:18:58.820]  因為我是耶和華
[00:18:58.820 --> 00:18:59.700]  你們的上帝
[00:18:59.700 --> 00:19:01.020]  除非我不是
