
[00:00:00.000 --> 00:00:04.000]  「我們的上帝要施行拯救」
[00:08:00.300 --> 00:08:02.800]  去到十字架上流血要寫生的時候
[00:08:02.800 --> 00:08:04.500]  他仍然帶著愛
[00:08:04.500 --> 00:08:06.100]  仍然帶著寬恕
[00:08:06.100 --> 00:08:07.600]  仍然看到那些人說負
[00:08:07.600 --> 00:08:08.400]  赦免他們
[00:08:08.400 --> 00:08:11.000]  他們所作的他們不曉得
[00:08:11.000 --> 00:08:13.200]  更重要是當這一位
[00:08:13.200 --> 00:08:15.600]  這一位要去開求耶穌
[00:08:15.600 --> 00:08:17.500]  耶穌在德國降臨的時候紀念我
[00:08:17.500 --> 00:08:18.800]  耶穌就說
[00:08:18.800 --> 00:08:21.300]  今天和你就在樂園
[00:08:21.300 --> 00:08:22.600]  明明還在十字架
[00:08:22.600 --> 00:08:26.500]  大家這三個十字架上流血的人
[00:08:26.500 --> 00:08:28.100]  耶穌和這一位的強盜說
[00:08:28.100 --> 00:08:30.200]  我們今天在樂園
[00:08:30.200 --> 00:08:32.400]  當然是說他
[00:08:32.400 --> 00:08:33.600]  離開這個世界斷氣之後
[00:08:33.600 --> 00:08:35.400]  可以經歷上你的恩典
[00:08:35.400 --> 00:08:36.900]  更重要是這一刻
[00:08:36.900 --> 00:08:38.100]  他的認信
[00:08:38.100 --> 00:08:40.200]  他看得見耶穌的國
[00:08:40.200 --> 00:08:42.500]  他謙卑地去懇求耶穌
[00:08:42.500 --> 00:08:45.000]  他就進入了樂園
[00:08:45.000 --> 00:08:46.400]  弟兄姊妹
[00:08:46.400 --> 00:08:49.200]  拯救在今天對你和我是什麼意思呢?
[00:08:49.200 --> 00:08:51.000]  剛剛聽到華佗圖的朋友
[00:08:51.000 --> 00:08:53.300]  他們說的故事
[00:08:53.300 --> 00:08:55.500]  他們有血有肉的故事
[00:08:55.500 --> 00:08:56.800]  小時候被遺棄的故事
[00:08:56.800 --> 00:08:58.300]  我們都很心痛
[00:08:58.300 --> 00:08:59.300]  當我們聽到這個世界上
[00:08:59.300 --> 00:09:00.400]  有很多事情發生的時候
[00:09:00.400 --> 00:09:02.300]  我們可能很多都不明白
[00:09:02.300 --> 00:09:03.300]  甚至一開始的時候
[00:09:03.300 --> 00:09:05.000]  都問上帝為什麼離棄我
[00:09:05.000 --> 00:09:07.000]  我去了哪裡
[00:09:07.000 --> 00:09:09.100]  但是感恩他們看到盼望
[00:09:09.100 --> 00:09:11.000]  感恩因為有人伸手成為他們的幫助
[00:09:11.000 --> 00:09:12.700]  他們看見生命可以改變
[00:09:12.700 --> 00:09:13.900]  有盼望
[00:09:13.900 --> 00:09:16.900]  也感恩基督將開在十字架上
[00:09:16.900 --> 00:09:18.900]  釘死為我們流血
[00:09:18.900 --> 00:09:20.400]  帶來我們的盼望
[00:09:20.400 --> 00:09:21.300]  他就告訴我們
[00:09:21.300 --> 00:09:22.700]  今天我們在樂園
[00:09:22.700 --> 00:09:23.600]  可能你覺得今天
[00:09:23.600 --> 00:09:24.600]  就好像強盜一樣
[00:09:24.600 --> 00:09:25.500]  還在滴血
[00:09:25.500 --> 00:09:26.300]  流汗
[00:09:26.300 --> 00:09:28.100]  快要死了
[00:09:28.100 --> 00:09:29.200]  很辛苦
[00:09:29.200 --> 00:09:30.900]  但耶穌說今天就在樂園裡面
[00:09:30.900 --> 00:09:32.100]  只要你願意
[00:09:32.100 --> 00:09:33.400]  眼目看得見
[00:09:33.400 --> 00:09:34.900]  上帝的拯救
[00:09:34.900 --> 00:09:35.900]  所以拯救最重要的
[00:09:35.900 --> 00:09:38.300]  不是你理解多少關於拯救的內容
[00:09:38.300 --> 00:09:40.300]  而是你願意伸手
[00:09:40.300 --> 00:09:42.800]  去回應這個拯救
[00:09:42.800 --> 00:09:44.000]  承認我們的罪
[00:09:44.000 --> 00:09:45.400]  明白上帝的愛
[00:09:45.400 --> 00:09:47.400]  懇求主的憐憫寬恕
[00:09:47.400 --> 00:09:50.100]  找到我們的盼望在哪裡
[00:09:50.100 --> 00:09:51.600]  儘管人生走到盡頭
[00:09:51.600 --> 00:09:53.200]  好像這個強盜一樣
[00:09:53.200 --> 00:09:54.700]  他仍然在那一刻
[00:09:54.700 --> 00:09:56.800]  能夠找到他的盼望
[00:09:56.800 --> 00:09:57.700]  他在頂尖的我們今天
[00:09:57.700 --> 00:09:59.500]  找到我們的盼望
[00:09:59.500 --> 00:10:00.400]  在我們生命當中
[00:10:00.400 --> 00:10:02.300]  我們面對的是難處
[00:10:02.300 --> 00:10:03.800]  是面對我們生命裡面的狀況
[00:10:03.800 --> 00:10:04.600]  我們不知道怎麼辦
[00:10:04.600 --> 00:10:06.400]  甚至無法跟自己和好
[00:10:06.400 --> 00:10:07.900]  還是我們看到的是
[00:10:07.900 --> 00:10:11.600]  上主在我們面前給我們的盼望
[00:10:11.600 --> 00:10:12.300]  更重要的是
[00:10:12.300 --> 00:10:14.300]  在我們身邊有更多無望的人
[00:10:14.300 --> 00:10:15.900]  我們有沒有願意伸手
[00:10:15.900 --> 00:10:17.600]  成為他們的拯救
[00:10:17.600 --> 00:10:20.800]  成為他們的盼望
[00:10:20.800 --> 00:10:23.300]  今天是基督君王日
[00:10:23.300 --> 00:10:26.900]  我們的上帝要施行拯救
[00:10:26.900 --> 00:10:28.400]  求主拯救我們
[00:10:28.400 --> 00:10:30.100]  也求主給我們有力量
[00:10:30.100 --> 00:10:32.700]  成為身邊的人的拯救
[00:10:32.700 --> 00:10:36.400]  請低頭祈禱
[00:11:02.700 --> 00:11:04.500]  和他在樂園當中
[00:11:04.500 --> 00:11:06.400]  上主求你擁抱我們
[00:11:06.400 --> 00:11:08.800]  求你讓我們經歷你的恩典豐富
[00:11:08.800 --> 00:11:10.700]  讓我們得著你的拯救
[00:11:10.700 --> 00:11:13.400]  明白你生命的主是王
[00:11:13.400 --> 00:11:16.200]  這個王是要在我生命裡面掌權
[00:11:16.200 --> 00:11:18.800]  是要在上帝的國裡面
[00:11:18.800 --> 00:11:21.800]  讓更多人進入你的恩典當中
[00:11:21.800 --> 00:11:22.900]  又提醒幫助我們
[00:11:22.900 --> 00:11:24.700]  讓我們能夠成為別人的幫助
[00:11:24.700 --> 00:11:26.600]  有能力的時候就盡量伸手
[00:11:26.600 --> 00:11:29.600]  讓更多人得到主你的拯救
[00:11:29.600 --> 00:11:32.100]  基督你為王的日子
[00:11:32.100 --> 00:11:33.820]  主耶穌求你恩代祈福
[00:11:33.820 --> 00:11:35.280]  獻上感恩交到禱告
[00:11:35.280 --> 00:11:36.700]  奉耶穌基督的名禱
