
[00:00:00.000 --> 00:00:03.000]  按摩師書的識讀 今晚第三堂
[00:02:20.000 --> 00:02:22.000]  意思就是如果我們沒有約定
[00:02:22.000 --> 00:02:24.000]  我們怎會在抗疫裏面出現呢
[00:02:24.000 --> 00:02:26.000]  如果獅子沒有來
[00:02:26.000 --> 00:02:29.000]  但是牠抓到那些食物
[00:02:29.000 --> 00:02:30.000]  牠怎會咆哮呢
[00:02:30.000 --> 00:02:31.000]  你記不記得我說過
[00:02:31.000 --> 00:02:34.000]  獅子是躲在森林裏面
[00:02:34.000 --> 00:02:36.000]  牠是不出聲的
[00:02:36.000 --> 00:02:39.000]  但當牠捕捉了那些食物的時候
[00:02:39.000 --> 00:02:40.000]  忍了很久
[00:02:40.000 --> 00:02:41.000]  你記不記得好像我讀書那樣
[00:02:41.000 --> 00:02:42.000]  忍了很久
[00:02:42.000 --> 00:02:43.000]  家裏不讓我說話
[00:02:43.000 --> 00:02:44.000]  就上課講
[00:02:44.000 --> 00:02:46.000]  所以獅子一捉到的時候
[00:02:46.000 --> 00:02:48.000]  牠就來了
[00:02:48.000 --> 00:02:50.000]  牠會叫的
[00:02:50.000 --> 00:02:52.000]  兆狀之子如果沒得吃的時候
[00:02:52.000 --> 00:02:54.000]  怎會在洞中發聲呢
[00:02:54.000 --> 00:02:57.000]  那些小鳥的羈絆
[00:02:57.000 --> 00:02:58.000]  如果小鳥沒有掉下去
[00:02:58.000 --> 00:03:02.000]  牠是不會立即地夾住的
[00:03:02.000 --> 00:03:03.000]  所以牠就說
[00:03:03.000 --> 00:03:07.000]  如果不是神叫我去傳講這個道
[00:03:07.000 --> 00:03:09.000]  我是不會出來講的
[00:03:09.000 --> 00:03:10.000]  貪得宜嗎
[00:03:10.000 --> 00:03:13.000]  你看牠就很有邏輯推理的
[00:03:13.000 --> 00:03:14.000]  我們先不要理
[00:03:14.000 --> 00:03:15.000]  我們上次已經上了
[00:03:15.000 --> 00:03:17.000]  大家可以上網聽
[00:03:17.000 --> 00:03:19.000]  第四章就講
[00:03:19.000 --> 00:03:21.000]  第一到第三節就開始針對
[00:03:21.000 --> 00:03:24.000]  城裏面那些富豪
[00:03:24.000 --> 00:03:26.000]  特別是那些很有錢的女人
[00:03:26.000 --> 00:03:28.000]  那些有錢的女人稱她為甚麼
[00:03:28.000 --> 00:03:30.000]  巴山的甚麼
[00:03:30.000 --> 00:03:32.000]  母牛
[00:03:32.000 --> 00:03:34.000]  那些母牛
[00:03:34.000 --> 00:03:36.000]  就說他們怎樣呢
[00:03:36.000 --> 00:03:38.000]  就來勞役她的丈夫
[00:03:38.000 --> 00:03:40.000]  叫她丈夫賺錢不止
[00:03:40.000 --> 00:03:42.000]  她丈夫外面可能很威風
[00:03:42.000 --> 00:03:43.000]  回到家裏又怎樣
[00:03:43.000 --> 00:03:45.000]  都要聽老婆怎樣的
[00:03:45.000 --> 00:03:47.000]  叫她來拿走
[00:03:47.000 --> 00:03:49.000]  又要拿走
[00:03:49.000 --> 00:03:51.000]  但這班人就因為這樣
[00:03:51.000 --> 00:03:52.000]  逼丈夫
[00:03:52.000 --> 00:03:56.000]  以致丈夫就慢慢地
[00:03:56.000 --> 00:03:57.000]  去做很多不好的事
[00:03:57.000 --> 00:03:59.000]  去剝削人
[00:03:59.000 --> 00:04:00.000]  神就說要審判她
[00:04:00.000 --> 00:04:02.000]  這些人就會怎樣呢
[00:04:02.000 --> 00:04:04.000]  後來被人找勾勾她
[00:04:04.000 --> 00:04:05.000]  那個勾是甚麼
[00:04:05.000 --> 00:04:06.000]  是釣魚的
[00:04:06.000 --> 00:04:07.000]  你記得
[00:04:07.000 --> 00:04:08.000]  釣魚的時候
[00:04:08.000 --> 00:04:09.000]  是捉了一條魚
[00:04:09.000 --> 00:04:11.000]  那些魚就不會很大條
[00:04:11.000 --> 00:04:12.000]  你明不明白我的意思
[00:04:12.000 --> 00:04:14.000]  巴山的母牛就變了甚麼
[00:04:14.000 --> 00:04:16.000]  很瘦削
[00:04:16.000 --> 00:04:19.000]  因為你想想你做戰俘
[00:04:19.000 --> 00:04:20.000]  你還有沒有肥
[00:04:20.000 --> 00:04:21.000]  沒有肥的
[00:04:21.000 --> 00:04:22.000]  是不是
[00:04:22.000 --> 00:04:23.000]  好了
[00:04:23.000 --> 00:04:25.000]  我們上次看到第一到第三節
[00:04:25.000 --> 00:04:27.000]  今天我們就會開始看
[00:04:27.000 --> 00:04:29.000]  第四章的
[00:04:29.000 --> 00:04:31.000]  第四第五兩節
[00:04:31.000 --> 00:04:33.000]  這裡就講到宗教了
[00:04:33.000 --> 00:04:35.000]  第四章的第四第五兩節
[00:04:35.000 --> 00:04:37.000]  我們一起來帶她讀出
[00:04:37.000 --> 00:04:38.000]  第四章第四第五兩節
[00:04:38.000 --> 00:04:39.000]  我們一起來讀
[00:04:39.000 --> 00:04:42.000]  以色列人啊
[00:04:42.000 --> 00:04:44.000]  任你們往伯特利去犯罪
[00:04:44.000 --> 00:04:47.000]  道吉甲加增罪過
[00:04:47.000 --> 00:04:50.000]  每日早晨獻上你們的祭物
[00:04:50.000 --> 00:04:54.000]  每三日奉上你們的十分之一
[00:04:54.000 --> 00:04:57.000]  任你們獻有下教的感謝祭
[00:04:57.000 --> 00:05:02.000]  把甘心祭宣傳報告給眾人
[00:05:02.000 --> 00:05:05.000]  因為是你們所喜愛的
[00:05:05.000 --> 00:05:07.000]  這是主耶和華說的
[00:05:07.000 --> 00:05:09.000]  你留意到
[00:05:09.000 --> 00:05:12.000]  這班人在宗教上似乎是不錯的
[00:05:12.000 --> 00:05:13.000]  你聽到我說
[00:05:13.000 --> 00:05:14.000]  再講講背景
[00:05:14.000 --> 00:05:16.000]  有些是今晚第一次來的
[00:05:16.000 --> 00:05:19.000]  阿摩斯書記載的時候
[00:05:19.000 --> 00:05:22.000]  是正正耶羅邦安第二作王
[00:05:22.000 --> 00:05:27.000]  當時的社會非常繁榮
[00:05:27.000 --> 00:05:28.000]  但越繁榮的時候
[00:05:28.000 --> 00:05:30.000]  就是貧富懸殊
[00:05:30.000 --> 00:05:31.000]  同時你留意到
[00:05:31.000 --> 00:05:33.000]  整卷書沒有怎樣責備他們
[00:05:33.000 --> 00:05:35.000]  拜假神
[00:05:35.000 --> 00:05:38.000]  某程度上他們仍然有敬拜耶和華
[00:05:38.000 --> 00:05:40.000]  但只是表面的宗教
[00:05:40.000 --> 00:05:41.000]  如果你留意的時候
[00:05:41.000 --> 00:05:42.000]  更厲害
[00:05:42.000 --> 00:05:46.000]  因為十分之一不是三日獻上
[00:05:46.000 --> 00:05:49.000]  是比律法要求更高
[00:05:49.000 --> 00:05:51.000]  是超過律法要求
[00:05:51.000 --> 00:05:53.000]  每三日就獻上十分之一
[00:05:53.000 --> 00:05:55.000]  每早晨就獻上你們的祭物
[00:05:55.000 --> 00:05:56.000]  但神是不喜悅的
[00:05:56.000 --> 00:05:57.000]  我們要去解釋
[00:05:57.000 --> 00:06:00.000]  以色列人任你們往伯特利去犯罪
[00:06:00.000 --> 00:06:02.000]  道吉甲加增你們的罪過
[00:06:02.000 --> 00:06:04.000]  這就是同義詞
[00:06:04.000 --> 00:06:05.000]  師哥對舉
[00:06:05.000 --> 00:06:08.000]  記不記得伯特利在哪裏
[00:06:08.000 --> 00:06:11.000]  大家不知道嗎
[00:06:11.000 --> 00:06:13.000]  九龍城神學院
[00:06:13.000 --> 00:06:17.000]  另外真真正正的伯特利在哪裏
[00:06:17.000 --> 00:06:19.000]  當然在以色列境界裏
[00:06:19.000 --> 00:06:21.000]  但伯特利有甚麼特別的地方
[00:06:21.000 --> 00:06:22.000]  記不記得
[00:06:22.000 --> 00:06:24.000]  是他們的祖先雅各
[00:06:24.000 --> 00:06:28.000]  雅各因為欺騙了父親的長子的祝福
[00:06:28.000 --> 00:06:30.000]  後來耳熟說要殺他
[00:06:30.000 --> 00:06:32.000]  他就害怕逃亡
[00:06:32.000 --> 00:06:34.000]  你記不記得他跟我說
[00:06:34.000 --> 00:06:35.000]  雅各是裙腳仔
[00:06:35.000 --> 00:06:37.000]  都不習慣去wild camp
[00:06:37.000 --> 00:06:40.000]  但那一晚就睡在窗戶裏
[00:06:40.000 --> 00:06:44.000]  我怕又亂
[00:06:44.000 --> 00:06:46.000]  媽媽又疼我
[00:06:46.000 --> 00:06:47.000]  我現在孤單單
[00:06:47.000 --> 00:06:48.000]  這樣就很痛苦
[00:06:48.000 --> 00:06:50.000]  但後來神祝福他
[00:06:50.000 --> 00:06:53.000]  他見到有天梯有天使上去下來
[00:06:53.000 --> 00:06:54.000]  他就說
[00:06:54.000 --> 00:06:55.000]  他都好似他
[00:06:55.000 --> 00:06:57.000]  神如果你祝福我
[00:06:57.000 --> 00:06:59.000]  我會回來這裏獻祭給你
[00:06:59.000 --> 00:07:01.000]  我會將十分之一獻給你
[00:07:01.000 --> 00:07:02.000]  所以你留意到
[00:07:02.000 --> 00:07:05.000]  十分之一不是律法的規定
[00:07:05.000 --> 00:07:09.000]  未有律法之先已經有十分之一這個呈獻
[00:07:09.000 --> 00:07:10.000]  但都說你祝福我
[00:07:10.000 --> 00:07:11.000]  我就獻十分之一
[00:07:11.000 --> 00:07:15.000]  所以伯特利就是神與人相遇的地方
[00:07:15.000 --> 00:07:18.000]  還是他們的祖先
[00:07:18.000 --> 00:07:19.000]  即是他們最尊崇的
[00:07:19.000 --> 00:07:22.000]  即是雅各與神相遇的地方
[00:07:22.000 --> 00:07:25.000]  所以伯特利是一個很重要的宗教地方
[00:07:25.000 --> 00:07:27.000]  第二
[00:07:27.000 --> 00:07:29.000]  吉甲是甚麼
[00:07:30.000 --> 00:07:32.000]  吉甲亦都是一個很特別
[00:07:32.000 --> 00:07:34.000]  很有屬靈意義的地方
[00:07:34.000 --> 00:07:37.000]  當以色列人要進入迦南地的時候
[00:07:37.000 --> 00:07:39.000]  他們要過那條甚麼河
[00:07:39.000 --> 00:07:40.000]  讓你選擇
[00:07:40.000 --> 00:07:41.000]  里諾河
[00:07:41.000 --> 00:07:42.000]  旺河
[00:07:42.000 --> 00:07:44.000]  和約旦河
[00:07:44.000 --> 00:07:48.000]  看我們這些人質素多高
[00:07:48.000 --> 00:07:50.000]  個個都沒有答錯
[00:07:50.000 --> 00:07:51.000]  約旦河
[00:07:51.000 --> 00:07:52.000]  要過約旦河
[00:07:52.000 --> 00:07:54.000]  但好奇怪
[00:07:54.000 --> 00:07:56.000]  這個要用信心
[00:07:56.000 --> 00:08:01.000]  神跟他們說過了約旦河第一個踏足的地方是甚麼
[00:08:01.000 --> 00:08:03.000]  叫吉甲
[00:08:03.000 --> 00:08:04.000]  神要他們做一件事
[00:08:04.000 --> 00:08:06.000]  知道要做甚麼嗎
[00:08:06.000 --> 00:08:08.000]  在曠野四十年沒有做過
[00:08:08.000 --> 00:08:10.000]  以色列人曾經和神納約
[00:08:10.000 --> 00:08:11.000]  細蚊仔出世
[00:08:11.000 --> 00:08:14.000]  第八日要行一個甚麼
[00:08:14.000 --> 00:08:15.000]  割禮
[00:08:15.000 --> 00:08:17.000]  知道甚麼是割禮嗎
[00:08:17.000 --> 00:08:19.000]  知道的話你們就好了
[00:08:19.000 --> 00:08:21.000]  我當年十三歲回教會是不知道的
[00:08:21.000 --> 00:08:23.000]  我看聖經的時候
[00:08:23.000 --> 00:08:24.000]  看創世紀開始
[00:08:24.000 --> 00:08:25.000]  我就不知道甚麼是割禮
[00:08:25.000 --> 00:08:27.000]  我就問我的導師
[00:08:27.000 --> 00:08:29.000]  叫龍淑莊導師
[00:08:29.000 --> 00:08:31.000]  越南華僑來的
[00:08:31.000 --> 00:08:32.000]  我看那本書才知道
[00:08:32.000 --> 00:08:33.000]  去越南宣教
[00:08:33.000 --> 00:08:35.000]  我才知道是越南華僑來的
[00:08:35.000 --> 00:08:37.000]  我就問他
[00:08:37.000 --> 00:08:39.000]  龍導師甚麼是割禮
[00:08:39.000 --> 00:08:41.000]  他很尷尬
[00:08:41.000 --> 00:08:43.000]  割禮就是割了些東西
[00:08:43.000 --> 00:08:45.000]  割了些甚麼
[00:08:45.000 --> 00:08:49.000]  割了身體某些東西
[00:08:49.000 --> 00:08:51.000]  即是甚麼
[00:08:51.000 --> 00:08:53.000]  你大概會知道
[00:08:53.000 --> 00:08:55.000]  大概會知道
[00:08:55.000 --> 00:08:57.000]  不是神啟示我會知道嗎
[00:08:57.000 --> 00:08:58.000]  我真的不太知道
[00:08:58.000 --> 00:08:59.000]  他覺得尷尬
[00:08:59.000 --> 00:09:00.000]  但其實不怕說
[00:09:00.000 --> 00:09:03.000]  是男性生殖器官的包庇
[00:09:03.000 --> 00:09:06.000]  但記得我說納約幾何時割
[00:09:06.000 --> 00:09:09.000]  細蚊仔出世幾日
[00:09:09.000 --> 00:09:10.000]  第八日
[00:09:10.000 --> 00:09:12.000]  他不知道痛
[00:09:12.000 --> 00:09:15.000]  但今次他們在抗日漂流了四十年
[00:09:15.000 --> 00:09:17.000]  新一代沒有行過割禮
[00:09:17.000 --> 00:09:19.000]  神要他做些甚麼
[00:09:19.000 --> 00:09:20.000]  你再聽清楚
[00:09:20.000 --> 00:09:22.000]  是過了約旦河
[00:09:22.000 --> 00:09:25.000]  在這個地方行割禮
[00:09:25.000 --> 00:09:27.000]  很危險
[00:09:27.000 --> 00:09:30.000]  你過了約旦河是沒有後路走
[00:09:30.000 --> 00:09:32.000]  行了割禮會怎樣
[00:09:32.000 --> 00:09:34.000]  男性是會怎樣
[00:09:34.000 --> 00:09:36.000]  絕對不會見步如飛
[00:09:36.000 --> 00:09:37.000]  你知不知
[00:09:37.000 --> 00:09:38.000]  一定痛
[00:09:38.000 --> 00:09:41.000]  而他們亦都知道他們在歷史裏
[00:09:41.000 --> 00:09:44.000]  試過用這個方法殺了人家一族
[00:09:44.000 --> 00:09:45.000]  你記不記得
[00:09:45.000 --> 00:09:47.000]  阿國有幾多個
[00:09:47.000 --> 00:09:48.000]  細蚊仔
[00:09:48.000 --> 00:09:49.000]  十二個
[00:09:49.000 --> 00:09:50.000]  十二個就錯了
[00:09:50.000 --> 00:09:52.000]  沒有錯 有人說錯
[00:09:52.000 --> 00:09:53.000]  大聲點說
[00:09:53.000 --> 00:09:54.000]  說得對
[00:09:54.000 --> 00:09:55.000]  十三個
[00:09:55.000 --> 00:09:57.000]  他不單有十二個仔
[00:09:57.000 --> 00:09:59.000]  還有個女兒
[00:09:59.000 --> 00:10:02.000]  後來阿國回到自己故鄉
[00:10:02.000 --> 00:10:03.000]  以素很豁達
[00:10:03.000 --> 00:10:05.000]  願意接納他
[00:10:05.000 --> 00:10:08.000]  我生甚麼氣
[00:10:08.000 --> 00:10:10.000]  我們小時候的事
[00:10:10.000 --> 00:10:11.000]  神都很祝福我
[00:10:11.000 --> 00:10:13.000]  現在我有很多豐富財產
[00:10:13.000 --> 00:10:15.000]  現在你回來我那裏住
[00:10:15.000 --> 00:10:16.000]  記住
[00:10:16.000 --> 00:10:18.000]  當你做了虧心事的時候
[00:10:18.000 --> 00:10:19.000]  你是有陰影的
[00:10:19.000 --> 00:10:21.000]  雖然以素真的很真心叫他回來
[00:10:21.000 --> 00:10:23.000]  但他是很狡猾
[00:10:23.000 --> 00:10:26.000]  他亦都是以小人之心度君子之腹
[00:10:26.000 --> 00:10:27.000]  阿哥
[00:10:27.000 --> 00:10:28.000]  好呀好呀
[00:10:28.000 --> 00:10:29.000]  不過你見到我的老婆
[00:10:29.000 --> 00:10:30.000]  兒女
[00:10:30.000 --> 00:10:32.000]  老婆又行路不方便
[00:10:32.000 --> 00:10:33.000]  細蚊仔
[00:10:33.000 --> 00:10:34.000]  你先回去
[00:10:34.000 --> 00:10:35.000]  我遲些來
[00:10:35.000 --> 00:10:39.000]  後來他就不去和阿哥一起住
[00:10:39.000 --> 00:10:41.000]  去了一個地方叫仕劍
[00:10:41.000 --> 00:10:42.000]  你記不記得
[00:10:42.000 --> 00:10:44.000]  怎知仕劍的族長
[00:10:44.000 --> 00:10:46.000]  看中了阿國的女兒
[00:10:46.000 --> 00:10:49.000]  將她強姦了
[00:10:49.000 --> 00:10:51.000]  但他又懂得以色列的律法
[00:10:51.000 --> 00:10:53.000]  因為那時還沒有這些律法
[00:10:53.000 --> 00:10:55.000]  後來他仍然喜歡她
[00:10:55.000 --> 00:10:57.000]  想娶她的女兒
[00:10:57.000 --> 00:10:59.000]  但跟他的兄弟說
[00:10:59.000 --> 00:11:00.000]  他的兄弟就想
[00:11:00.000 --> 00:11:01.000]  慘了
[00:11:01.000 --> 00:11:03.000]  你強姦我妹妹
[00:11:03.000 --> 00:11:04.000]  就污辱了我們
[00:11:04.000 --> 00:11:06.000]  令到我們沒有面子
[00:11:06.000 --> 00:11:07.000]  但要打你
[00:11:07.000 --> 00:11:08.000]  我又不夠你打
[00:11:08.000 --> 00:11:09.000]  因為你們成族人
[00:11:09.000 --> 00:11:11.000]  我們只是一個家庭
[00:11:11.000 --> 00:11:12.000]  於是跟他說
[00:11:12.000 --> 00:11:13.000]  行
[00:11:13.000 --> 00:11:14.000]  我將妹妹嫁給你
[00:11:14.000 --> 00:11:16.000]  不過入鄉隨俗
[00:11:16.000 --> 00:11:18.000]  我們希伯來人
[00:11:18.000 --> 00:11:20.000]  要行國禮
[00:11:20.000 --> 00:11:21.000]  如果你想娶我妹妹
[00:11:21.000 --> 00:11:23.000]  你行國禮
[00:11:23.000 --> 00:11:24.000]  仕劍的族長說
[00:11:24.000 --> 00:11:25.000]  好
[00:11:25.000 --> 00:11:26.000]  那我行
[00:11:26.000 --> 00:11:27.000]  不只是你行
[00:11:27.000 --> 00:11:28.000]  如果你要行
[00:11:28.000 --> 00:11:29.000]  你成族都要行
[00:11:29.000 --> 00:11:31.000]  我們就成族都行國禮
[00:11:31.000 --> 00:11:32.000]  下命令
[00:11:32.000 --> 00:11:33.000]  怎知行完國禮
[00:11:33.000 --> 00:11:35.000]  是很痛的
[00:11:35.000 --> 00:11:37.000]  結果我們殺了人家
[00:11:37.000 --> 00:11:42.000]  整個仕劍族的男丁
[00:11:42.000 --> 00:11:45.000]  報他的妹妹被姦之仇
[00:11:45.000 --> 00:11:47.000]  後來瓦國知道
[00:11:47.000 --> 00:11:48.000]  是很大件事
[00:11:48.000 --> 00:11:49.000]  你留意到
[00:11:49.000 --> 00:11:50.000]  他要清除偶像
[00:11:50.000 --> 00:11:52.000]  這都是創世記
[00:11:52.000 --> 00:11:53.000]  我只是帶出一件事
[00:11:53.000 --> 00:11:55.000]  他們知道原來行完國禮
[00:11:55.000 --> 00:11:56.000]  是很大件事
[00:11:56.000 --> 00:11:57.000]  但你有沒有留意到
[00:11:57.000 --> 00:11:59.000]  他是過河才行國禮
[00:11:59.000 --> 00:12:02.000]  這就是神要他有信心的面對
[00:12:02.000 --> 00:12:04.000]  為甚麼呢
[00:12:04.000 --> 00:12:05.000]  你未過河
[00:12:05.000 --> 00:12:07.000]  行國禮都還好
[00:12:07.000 --> 00:12:08.000]  我可以休息
[00:12:08.000 --> 00:12:09.000]  休息一輪
[00:12:09.000 --> 00:12:11.000]  然後我復原
[00:12:11.000 --> 00:12:12.000]  到河打仗
[00:12:12.000 --> 00:12:14.000]  但現在你已經過河了
[00:12:14.000 --> 00:12:16.000]  你面對的是敵人
[00:12:16.000 --> 00:12:17.000]  現在別人明知
[00:12:17.000 --> 00:12:19.000]  你會入侵他們的地方
[00:12:19.000 --> 00:12:21.000]  你還在行國禮
[00:12:21.000 --> 00:12:22.000]  行國禮的時候
[00:12:22.000 --> 00:12:23.000]  如果別人打你的時候
[00:12:23.000 --> 00:12:24.000]  你還能動嗎
[00:12:24.000 --> 00:12:25.000]  你沒有
[00:12:25.000 --> 00:12:26.000]  輸定了
[00:12:26.000 --> 00:12:28.000]  神就要有信心的功夫
[00:12:28.000 --> 00:12:30.000]  要去學這件事
[00:12:30.000 --> 00:12:31.000]  我昨天才在說
[00:12:31.000 --> 00:12:33.000]  不知為何神很奇妙
[00:12:33.000 --> 00:12:35.000]  剛才我跟一個朋友說
[00:12:35.000 --> 00:12:38.000]  有時四月我就會去哥斯達尼加
[00:12:38.000 --> 00:12:42.000]  我九月會去鳳凰城
[00:12:42.000 --> 00:12:43.000]  我說到神很奇妙
[00:12:43.000 --> 00:12:45.000]  當我在美人堂做牧師的時候
[00:12:45.000 --> 00:12:46.000]  有固定收入
[00:12:46.000 --> 00:12:48.000]  從來不會有人叫我去祀奉
[00:12:48.000 --> 00:12:50.000]  是叫我自己出機票
[00:12:50.000 --> 00:12:52.000]  但現在這兩度
[00:12:52.000 --> 00:12:54.000]  都是要我自己出大部份的機票
[00:12:54.000 --> 00:12:56.000]  為甚麼我說要離開了
[00:12:56.000 --> 00:12:57.000]  才要經歷這件事呢
[00:12:57.000 --> 00:12:59.000]  原來有時神就要你用信心的功夫
[00:12:59.000 --> 00:13:01.000]  去面對這件事
[00:13:01.000 --> 00:13:03.000]  還有國禮還有一個意思
[00:13:03.000 --> 00:13:05.000]  就是將你污穢的東西
[00:13:05.000 --> 00:13:06.000]  你要去除去
[00:13:06.000 --> 00:13:09.000]  所以他們進去到迦南地
[00:13:09.000 --> 00:13:11.000]  第一件事是行國禮
[00:13:11.000 --> 00:13:13.000]  就代表了要將他們的
[00:13:13.000 --> 00:13:15.000]  不單單生理上的污穢
[00:13:15.000 --> 00:13:17.000]  是心靈的污穢都要割除
[00:13:17.000 --> 00:13:20.000]  你才可以進到迦南地裏面
[00:13:20.000 --> 00:13:22.000]  這個就要信心了
[00:13:22.000 --> 00:13:24.000]  所以這兩個地方
[00:13:24.000 --> 00:13:27.000]  對他們來說是一個宗教的地方
[00:13:27.000 --> 00:13:28.000]  就好像香港人
[00:13:28.000 --> 00:13:32.000]  最厲害的兩個宗教地方在哪裏呢
[00:13:32.000 --> 00:13:33.000]  就是彩虹站
[00:13:33.000 --> 00:13:36.000]  再往下走就是黃大仙
[00:13:36.000 --> 00:13:38.000]  或者巡石村
[00:13:38.000 --> 00:13:41.000]  再過一點就是車公廟
[00:13:41.000 --> 00:13:42.000]  大家都很熟悉
[00:13:42.000 --> 00:13:43.000]  大家明白嗎
[00:13:43.000 --> 00:13:46.000]  原來巴特利和吉格
[00:13:46.000 --> 00:13:50.000]  就等於黃大仙和車公站
[00:13:50.000 --> 00:13:51.000]  明白嗎
[00:13:51.000 --> 00:13:52.000]  這是他們宗教的地方
[00:13:52.000 --> 00:13:55.000]  以色列人任你們上巴特利去犯罪
[00:13:55.000 --> 00:13:57.000]  去吉格增加你們的罪過
[00:13:57.000 --> 00:13:59.000]  他們去獻祭
[00:13:59.000 --> 00:14:01.000]  去敬拜神
[00:14:01.000 --> 00:14:02.000]  為甚麼會增加罪過呢
[00:14:02.000 --> 00:14:06.000]  原來神不只是看你獻的祭物
[00:14:06.000 --> 00:14:07.000]  記住
[00:14:07.000 --> 00:14:08.000]  神是不會收受賄賂的
[00:14:08.000 --> 00:14:10.000]  如果你一直做得不好
[00:14:10.000 --> 00:14:11.000]  你剝削窮人
[00:14:11.000 --> 00:14:13.000]  你對一些人不善
[00:14:13.000 --> 00:14:15.000]  但你就去獻祭
[00:14:15.000 --> 00:14:17.000]  神是不會接納的
[00:14:17.000 --> 00:14:19.000]  反而是惹起神的怒氣
[00:14:19.000 --> 00:14:21.000]  甚至他們多到怎樣呢
[00:14:21.000 --> 00:14:23.000]  每早日獻上你們的祭物
[00:14:23.000 --> 00:14:25.000]  每三日獻上你們的十分之一
[00:14:25.000 --> 00:14:26.000]  你記住
[00:14:26.000 --> 00:14:28.000]  十分之一不是每三日獻上的
[00:14:28.000 --> 00:14:29.000]  你明白我的意思嗎
