
[00:00:00.000 --> 00:00:02.780]  那麼今天這個題目是
[00:06:11.640 --> 00:06:13.160]  嘩,這條線很棒
[00:06:13.160 --> 00:06:14.760]  因為有時用一用又不行
[00:06:14.760 --> 00:06:17.640]  五年保用又不算好過一百元以內
[00:06:17.640 --> 00:06:18.720]  真是值得
[00:06:18.720 --> 00:06:22.320]  買了很開心就上小巴回來教會
[00:06:22.320 --> 00:06:24.400]  上小巴我已經馬上
[00:06:24.400 --> 00:06:25.560]  看看收據凳在哪裏
[00:06:25.560 --> 00:06:27.680]  原來不見了收據
[00:06:27.680 --> 00:06:30.680]  失去了五年的光陰
[00:06:30.680 --> 00:06:32.920]  一下子就失去了五年
[00:06:32.920 --> 00:06:34.800]  我這條線看著覺得這五年真是痛苦
[00:06:34.800 --> 00:06:36.200]  壞了沒得換
[00:06:36.200 --> 00:06:38.040]  沒得保用
[00:06:38.040 --> 00:06:39.840]  人生有時都是一個失落
[00:06:39.840 --> 00:06:40.600]  就會有些東西
[00:06:40.600 --> 00:06:44.760]  嘩,很沒有了某些東西
[00:06:44.760 --> 00:06:45.920]  你不要以為說笑
[00:06:45.920 --> 00:06:49.440]  我都說我會常常進去監獄裏面的那些人
[00:06:49.440 --> 00:06:50.360]  我不知道做甚麼
[00:06:50.360 --> 00:06:51.560]  我總之幫人帶一包東西
[00:06:51.560 --> 00:06:53.920]  就換了十多年的光陰
[00:06:53.920 --> 00:06:55.320]  不是說笑
[00:06:55.320 --> 00:06:58.200]  他以為很容易賺到少少錢
[00:06:58.200 --> 00:06:59.120]  免費去旅行
[00:06:59.120 --> 00:07:00.240]  以為幫他朋友
[00:07:00.240 --> 00:07:00.760]  以為做甚麼
[00:07:00.760 --> 00:07:02.680]  我不知道他是真是假
[00:07:02.680 --> 00:07:05.440]  他就沒了十多年、二十多年的光陰
[00:07:05.440 --> 00:07:06.600]  不是說笑
[00:07:06.600 --> 00:07:08.720]  我們可能人生多多的試探
[00:07:08.720 --> 00:07:09.960]  多多的試煉
[00:07:09.960 --> 00:07:10.960]  一件事做錯了
[00:07:10.960 --> 00:07:12.200]  一件事做得不對
[00:07:12.200 --> 00:07:15.600]  可能就失去了光陰
[00:07:15.600 --> 00:07:18.600]  在摩西的幾十年裏面
[00:07:18.600 --> 00:07:20.200]  他的侍奉有時是很好
[00:07:20.200 --> 00:07:22.960]  但有時他都見到很多的問題出現
[00:07:22.960 --> 00:07:26.320]  在曠野的幾十年裏面
[00:07:26.320 --> 00:07:29.920]  聖經說那些人十次去試探上帝
[00:07:29.920 --> 00:07:31.400]  有時一出現錯
[00:07:31.400 --> 00:07:32.320]  很多人就死亡
[00:07:32.320 --> 00:07:33.440]  萬幾人就死亡
[00:07:33.440 --> 00:07:36.280]  我拉黨去試探上帝
[00:07:36.280 --> 00:07:38.000]  沒水喝又埋怨上帝
[00:07:38.000 --> 00:07:39.640]  沒得吃又埋怨上帝
[00:07:39.640 --> 00:07:41.840]  不知丁占偉有沒有
[00:07:41.840 --> 00:07:42.480]  沒得升職
[00:07:42.480 --> 00:07:44.240]  沒得加人工埋怨上帝
[00:07:44.240 --> 00:07:47.440]  沒得吃又埋怨上帝
[00:07:47.440 --> 00:07:52.520]  你的人生是如何去過你的裏面呢?
[00:07:52.520 --> 00:07:53.920]  第一點想和大家說
[00:07:53.920 --> 00:07:57.160]  我們應該立志敬虔道人
[00:07:57.160 --> 00:07:59.440]  我們要選擇人生一些好的事情
[00:07:59.440 --> 00:08:01.880]  去做出來去榮耀上帝
[00:08:01.880 --> 00:08:04.200]  不好的事情千萬不要做
[00:08:04.200 --> 00:08:06.240]  不好的話千萬不要說
[00:08:06.240 --> 00:08:11.200]  你說了的話可能就成為一個很惡劣的後果
[00:08:11.200 --> 00:08:12.320]  人的怒氣一出現
[00:08:12.320 --> 00:08:15.120]  就做一些不應該做的事情
[00:08:15.120 --> 00:08:17.240]  不要以為做些無所謂的事情
[00:08:17.240 --> 00:08:19.080]  要很小心去做一些事情
[00:08:19.080 --> 00:08:19.720]  我和大家說
[00:08:19.720 --> 00:08:22.680]  我是一個比較很想謹慎的人
[00:08:22.680 --> 00:08:24.040]  我是不喝酒的
[00:08:24.040 --> 00:08:25.280]  很怕喝酒
[00:08:25.280 --> 00:08:28.120]  我是不想隨便說一些話去得罪別人
[00:08:28.120 --> 00:08:28.920]  因為得罪別人
[00:08:28.920 --> 00:08:30.080]  你認為無所謂
[00:08:30.080 --> 00:08:31.920]  其實對方很在意
[00:08:31.920 --> 00:08:33.480]  一生都記住你
[00:08:33.480 --> 00:08:37.360]  特別是太太
[00:08:37.360 --> 00:08:40.440]  她的腦結構是非常厲害的
[00:08:40.440 --> 00:08:47.240]  她會記得所有情感上她受過傷害的事情
[00:08:47.240 --> 00:08:49.080]  在街邊有些人你認為無所謂
[00:08:49.080 --> 00:08:50.320]  但是說一句就做一句
[00:08:50.320 --> 00:08:54.320]  他可能會覺得你很不濟
[00:08:54.320 --> 00:08:57.920]  在摩西的侍奉裡面
[00:08:57.920 --> 00:09:02.840]  他要很戰驚地帶領著這百萬人走抗疫的道路
[00:09:02.840 --> 00:09:05.960]  他所做的領袖的質素很重要
[00:09:05.960 --> 00:09:07.720]  但是他也有犯錯
[00:09:07.720 --> 00:09:12.120]  他需要每天很小心去敬虔道逸
[00:09:12.120 --> 00:09:14.720]  願意我們接下來的一年都這樣敬虔道逸
[00:09:14.720 --> 00:09:15.920]  每天都想想
[00:09:15.920 --> 00:09:16.760]  神啊
[00:09:16.760 --> 00:09:19.040]  我應該做些什麼能夠榮耀祢
[00:09:19.040 --> 00:09:19.440]  神啊
[00:09:19.440 --> 00:09:20.560]  有些什麼我做得不好
[00:09:20.560 --> 00:09:21.640]  說得不好
[00:09:21.640 --> 00:09:23.200]  或者心思想的不好
[00:09:23.200 --> 00:09:26.320]  我願意更好的擺在祢面前
[00:09:26.320 --> 00:09:29.480]  成為每天的祭獻給祢使用
[00:09:29.480 --> 00:09:31.520]  這是敬虔道逸
[00:09:31.520 --> 00:09:34.840]  並不是每天做了不好的事情就算了
[00:09:34.840 --> 00:09:35.640]  他也是不好的
[00:09:35.640 --> 00:09:36.520]  我也是這樣做
[00:09:36.520 --> 00:09:37.440]  那個也是這樣
[00:09:37.440 --> 00:09:38.400]  我也是這樣做
[00:09:38.400 --> 00:09:41.480]  去饒恕自己
[00:09:41.480 --> 00:09:43.000]  並不饒恕別人
[00:09:43.000 --> 00:09:47.000]  這個不成熟的生命
[00:09:47.000 --> 00:09:50.040]  第二點想和大家分享的是抓住時機
[00:09:50.040 --> 00:09:52.080]  每一天
[00:09:52.080 --> 00:09:55.280]  人生都有相同的時間
[00:09:55.280 --> 00:09:57.200]  是每一天24小時
[00:09:57.200 --> 00:09:59.560]  一個星期168小時
[00:09:59.560 --> 00:10:01.200]  每一天都這樣去生活
[00:10:01.200 --> 00:10:04.040]  在希臘文裡面有兩個字眼值得我們思想
[00:10:04.040 --> 00:10:05.480]  第一個是Konos
[00:10:05.480 --> 00:10:06.640]  是一個時序
[00:10:06.640 --> 00:10:07.880]  是一個
[00:10:07.880 --> 00:10:09.000]  就好像剛才那個鐘
[00:10:09.000 --> 00:10:10.200]  它自然就會走
[00:10:10.200 --> 00:10:10.920]  就會過
[00:10:10.920 --> 00:10:12.440]  一分一秒這樣過
[00:10:12.440 --> 00:10:14.000]  但是另一個字眼
[00:10:14.000 --> 00:10:14.880]  Chiros
[00:10:14.880 --> 00:10:16.480]  Chiros這個字眼是
[00:10:16.480 --> 00:10:17.600]  有時形容為時機
[00:10:17.600 --> 00:10:18.400]  或者光陰
[00:10:18.400 --> 00:10:20.680]  在以弗所思叫做光陰
[00:10:20.680 --> 00:10:23.040]  這個字眼所表達的意思就是說
[00:10:23.040 --> 00:10:25.360]  一些很獨特的機遇
[00:10:25.360 --> 00:10:27.200]  你要抓住
[00:10:27.200 --> 00:10:28.200]  你不抓住這個機遇
[00:10:28.200 --> 00:10:29.080]  它就會失去
[00:10:29.080 --> 00:10:31.320]  時間是會一路一路的流逝
[00:10:31.320 --> 00:10:32.560]  但是時間的過程
[00:10:32.560 --> 00:10:33.880]  Konos裡面
[00:10:33.880 --> 00:10:38.000]  有些特別的光陰
[00:10:38.000 --> 00:10:40.720]  特別的機會你要抓住
[00:10:40.720 --> 00:10:41.520]  譬如
[00:10:41.520 --> 00:10:42.360]  舉例這樣說
[00:10:42.360 --> 00:10:43.400]  有一個人
[00:10:43.400 --> 00:10:44.960]  你
[00:10:44.960 --> 00:10:47.120]  只是見到他一次的人生
[00:10:47.120 --> 00:10:48.280]  譬如可能
[00:10:48.280 --> 00:10:49.200]  假如坐飛機
[00:10:49.200 --> 00:10:51.000]  有一個人坐在你旁邊
[00:10:51.000 --> 00:10:52.520]  他只是坐在你身邊一次
[00:10:52.520 --> 00:10:53.560]  你下次坐飛機
[00:10:53.560 --> 00:10:55.600]  他不會坐在你身邊
[00:10:55.600 --> 00:10:56.880]  如果你在禱告
[00:10:56.880 --> 00:10:57.920]  你去
[00:10:57.920 --> 00:11:00.480]  覺得神很感動你對他說話
[00:11:00.480 --> 00:11:02.800]  這個就是Chiros的時刻
[00:11:02.800 --> 00:11:04.640]  在一個很獨特的時機抓住
[00:11:04.640 --> 00:11:07.560]  這個時候我就是和他人生一次的相遇
[00:11:07.560 --> 00:11:08.560]  我和他分享
[00:11:08.560 --> 00:11:09.760]  去聆聽他的心聲
[00:11:09.760 --> 00:11:12.120]  或者他只是需要上帝
[00:11:12.120 --> 00:11:13.400]  這個舉例而已
[00:11:13.400 --> 00:11:15.440]  在人生裡面很多這樣的機遇
[00:11:15.440 --> 00:11:16.720]  我們要敏感神
[00:11:16.720 --> 00:11:19.400]  怎樣帶領我們走人生的道路
[00:11:19.400 --> 00:11:21.280]  我們帶著禱告的心
[00:11:21.280 --> 00:11:22.800]  在不同的
[00:11:22.800 --> 00:11:23.880]  場景裡面
[00:11:23.880 --> 00:11:24.680]  可能去喝茶
[00:11:24.680 --> 00:11:27.160]  都會有一個身邊的人是神安排
[00:11:27.160 --> 00:11:28.840]  或者你和我見面
[00:11:28.840 --> 00:11:29.680]  我們覺得
[00:11:29.680 --> 00:11:31.400]  每次聽陳敘講話都是這樣
[00:11:31.400 --> 00:11:34.160]  其實我不一定長期在這裡
[00:11:34.160 --> 00:11:35.560]  或者我見到你面一天
[00:11:35.560 --> 00:11:37.440]  你都可能不在這裡
[00:11:37.440 --> 00:11:38.520]  究竟
[00:11:38.520 --> 00:11:41.400]  我們的相遇是一個怎樣的時機
[00:11:41.400 --> 00:11:42.680]  可以抓住
[00:11:42.680 --> 00:11:44.520]  可以藉著對方
[00:11:44.520 --> 00:11:47.480]  體驗到神的工作
[00:11:47.480 --> 00:11:48.360]  有時我們去監獄
[00:11:48.360 --> 00:11:49.520]  都是有些人這次見到
[00:11:49.520 --> 00:11:50.600]  下次已經見不到
[00:11:50.600 --> 00:11:51.520]  可能一輩子都見不到
[00:11:51.520 --> 00:11:53.840]  因為他已經去了第二個監獄
[00:11:53.840 --> 00:11:54.280]  去了
[00:11:54.280 --> 00:11:55.000]  出來了
[00:11:55.000 --> 00:11:56.520]  他又沒有再聯繫
[00:11:56.520 --> 00:11:57.560]  見不到
[00:11:57.560 --> 00:11:58.680]  每一次見面的時候
[00:11:58.680 --> 00:11:59.480]  是一個時機
[00:11:59.480 --> 00:12:01.840]  一個光陰
[00:12:01.840 --> 00:12:03.520]  以弗蘇第五章六節
[00:12:03.520 --> 00:12:05.440]  十六節說要愛惜光陰
[00:12:05.440 --> 00:12:08.280]  因為現在的世代是邪惡
[00:12:08.280 --> 00:12:09.880]  英文是一種redeeming
[00:12:09.880 --> 00:12:13.240]  我們要去救贖這些光陰
[00:12:13.240 --> 00:12:15.760]  我們人生失去了很多的時間
[00:12:15.760 --> 00:12:16.720]  過往很多日子
[00:12:16.720 --> 00:12:18.160]  可能渾渾噩噩
[00:12:18.160 --> 00:12:20.280]  我小時候都花了很多時間去
[00:12:20.280 --> 00:12:21.160]  打球
[00:12:21.160 --> 00:12:22.240]  玩遊戲機
[00:12:22.240 --> 00:12:22.840]  玩這些
[00:12:22.840 --> 00:12:23.360]  玩那些
[00:12:23.360 --> 00:12:26.640]  玩了很多很多很多的時間
[00:12:26.640 --> 00:12:28.840]  我不知道你的光陰是怎樣虛度
[00:12:28.840 --> 00:12:31.000]  或者是否有虛度
[00:12:31.000 --> 00:12:33.560]  但是今天我們要抓緊這些光陰
[00:12:33.560 --> 00:12:34.960]  可以學習就學習
[00:12:34.960 --> 00:12:38.680]  從人的一些相交相處裏面去
[00:12:38.680 --> 00:12:42.120]  體會神的心意是甚麼
[00:12:42.120 --> 00:12:43.520]  神怎樣對他說話
[00:12:43.520 --> 00:12:46.040]  神怎樣藉著我和他去分享
[00:12:46.040 --> 00:12:47.640]  這是我們要去尋問
[00:12:47.640 --> 00:12:50.640]  這是一個抓住光陰
[00:12:50.640 --> 00:12:52.240]  一個很獨特的機遇
[00:12:52.240 --> 00:12:58.440]  一個chiros的moment
[00:12:58.440 --> 00:13:00.840]  第二個大點是生命的滿足
[00:13:00.840 --> 00:13:05.280]  在詩人所說的13-16節
[00:13:05.280 --> 00:13:07.280]  耶和華我們要等到何時呢
[00:13:07.280 --> 00:13:08.880]  求祢轉回
[00:13:08.880 --> 00:13:10.400]  為祢的僕人後悔
[00:13:10.400 --> 00:13:13.800]  求祢使我們早早飽得祢的慈愛
[00:13:13.800 --> 00:13:16.840]  好叫我們一生一世歡呼喜樂
[00:13:16.840 --> 00:13:19.280]  求祢照著祢使我們受苦的年日
[00:13:19.280 --> 00:13:21.640]  和我們遭難的年歲
[00:13:21.640 --> 00:13:22.840]  叫我們喜樂
[00:13:22.840 --> 00:13:25.480]  願祢的作為向祢的僕人顯現
[00:13:25.480 --> 00:13:28.200]  願祢的榮耀向祢的子孫顯明
[00:13:29.440 --> 00:13:33.640]  要說到人犯罪神就會掩面不寒
[00:13:33.640 --> 00:13:35.240]  因為神是聖潔
[00:13:35.240 --> 00:13:37.240]  有時我不知道
[00:13:37.240 --> 00:13:38.640]  你有沒有這樣的感覺
[00:13:38.640 --> 00:13:40.440]  和神的關係很遙遠
[00:13:40.440 --> 00:13:42.840]  你說我觸摸不到上帝
[00:13:42.840 --> 00:13:44.840]  我不是很明白神的心意
[00:13:44.840 --> 00:13:46.640]  我看聖經看多久都不明白
[00:13:46.640 --> 00:13:49.240]  雖然我讀聖經看聖經聽聖經
[00:13:49.240 --> 00:13:50.840]  但我都不明白
[00:13:50.840 --> 00:13:53.840]  某一種的共鳴
[00:13:53.840 --> 00:13:55.640]  某一種和應
[00:13:55.640 --> 00:13:57.440]  某一種能夠回應到上帝
[00:13:57.440 --> 00:13:59.640]  神你這樣對我說話
[00:13:59.640 --> 00:14:03.040]  其實這可能就是一種罪的影響
[00:14:03.040 --> 00:14:06.440]  當然有些是學習上去了解
[00:14:06.440 --> 00:14:08.440]  但有時罪是很實際
[00:14:08.440 --> 00:14:13.640]  影響著神不能在我們生命裏工作
[00:14:13.640 --> 00:14:14.840]  我們感謝神
[00:14:14.840 --> 00:14:17.640]  神是給我們基本在祂裏成性
[00:14:17.640 --> 00:14:19.440]  當我們相信耶穌
[00:14:19.440 --> 00:14:21.440]  我們是一個聖徒的身份
[00:14:21.440 --> 00:14:22.640]  當我們認罪的時候
[00:14:22.640 --> 00:14:24.440]  神是赦免我們
[00:14:24.440 --> 00:14:27.240]  但有時罪的影響是很連鎖性
[00:14:27.240 --> 00:14:31.640]  我們從小一直累積的回應
[00:14:31.640 --> 00:14:34.040]  很容易落在罪性裏
[00:14:34.040 --> 00:14:38.040]  或者我們犯罪很自我中心
[00:14:38.040 --> 00:14:40.640]  判斷事情以自己為標準
[00:14:40.640 --> 00:14:42.240]  就是一個自我中心
[00:14:42.240 --> 00:14:44.040]  每件事你覺得對與否
[00:14:44.040 --> 00:14:45.240]  我說對就是對
[00:14:45.240 --> 00:14:46.040]  我說錯就是錯
[00:14:46.040 --> 00:14:47.440]  今天我們看政治都是這樣
[00:14:47.440 --> 00:14:50.040]  有些人說我說對就是對
[00:14:50.040 --> 00:14:51.240]  沒有一個準則
[00:14:51.240 --> 00:14:52.840]  我們自己是否這樣
[00:14:52.840 --> 00:14:54.840]  有時對一些事情的判斷
[00:14:54.840 --> 00:14:56.240]  和人的關係就是
[00:14:56.240 --> 00:14:57.640]  我說對就是對
[00:14:57.640 --> 00:14:59.040]  是他錯,一定是他錯
[00:14:59.040 --> 00:15:01.440]  因為我判斷是他錯
[00:15:01.440 --> 00:15:03.840]  這並不是一個標準
[00:15:03.840 --> 00:15:05.640]  是一個很自我中心
