
[00:00:00.000 --> 00:00:04.000]  在廣島月仙我們一齊有簡短的祈禱
[00:01:14.000 --> 00:01:16.000]  就將他賣到埃及
[00:01:16.000 --> 00:01:18.000]  更加欺騙雅各
[00:01:18.000 --> 00:01:20.000]  就說約瑟死了
[00:01:20.000 --> 00:01:22.000]  當時大家知不知道雅各
[00:01:22.000 --> 00:01:24.000]  當時多少歲?發生這件事的時候
[00:01:24.000 --> 00:01:26.000]  原來雅各是108歲
[00:01:26.000 --> 00:01:28.000]  而約瑟只是17歲
[00:01:28.000 --> 00:01:30.000]  但是神就一直保護和祝福約瑟
[00:01:30.000 --> 00:01:32.000]  而約瑟
[00:01:32.000 --> 00:01:34.000]  他亦都是
[00:01:34.000 --> 00:01:36.000]  堅心的倚靠神
[00:01:36.000 --> 00:01:38.000]  約瑟他在埃及22年
[00:01:38.000 --> 00:01:40.000]  竟然由起初的一個奴隸
[00:01:40.000 --> 00:01:42.000]  最後成為了一人之下
[00:01:42.000 --> 00:01:44.000]  萬人之上的宰相
[00:01:44.000 --> 00:01:46.000]  後來
[00:01:46.000 --> 00:01:48.000]  更加和哥哥們相認
[00:01:48.000 --> 00:01:50.000]  再將雅各召到埃及
[00:01:50.000 --> 00:01:52.000]  當雅各到達埃及的時候
[00:01:52.000 --> 00:01:54.000]  多少歲?
[00:01:54.000 --> 00:01:56.000]  108歲
[00:01:56.000 --> 00:01:58.000]  過了22年
[00:01:58.000 --> 00:02:00.000]  已經是130歲
[00:02:00.000 --> 00:02:02.000]  在創世紀的48章
[00:02:02.000 --> 00:02:04.000]  一開頭提到雅各病了
[00:02:04.000 --> 00:02:06.000]  於是約瑟就帶著兩個兒子
[00:02:06.000 --> 00:02:08.000]  馬蘭西和二法蓮
[00:02:08.000 --> 00:02:10.000]  一起去探望他
[00:02:10.000 --> 00:02:12.000]  當時馬蘭西和二法蓮
[00:02:12.000 --> 00:02:14.000]  應該是差不多20歲的年輕人
[00:02:14.000 --> 00:02:16.000]  雅各的病看來也不輕
[00:02:16.000 --> 00:02:18.000]  因為他要臥床休息
[00:02:18.000 --> 00:02:20.000]  也要睡覺
[00:02:20.000 --> 00:02:22.000]  只見到約瑟來的時候
[00:02:22.000 --> 00:02:24.000]  才勉強坐起來
[00:02:24.000 --> 00:02:26.000]  勉強在原文當中
[00:02:26.000 --> 00:02:28.000]  有加力給自己的意思
[00:02:28.000 --> 00:02:30.000]  即是說雅各連坐起來
[00:02:30.000 --> 00:02:32.000]  也要很用力
[00:02:32.000 --> 00:02:34.000]  顯示他的身體狀況很衰弱
[00:02:34.000 --> 00:02:36.000]  在經文的第二節
[00:02:36.000 --> 00:02:38.000]  雅各被稱為以色列
[00:02:38.000 --> 00:02:40.000]  大家知不知道
[00:02:40.000 --> 00:02:42.000]  這個名字是怎樣來的?
[00:02:42.000 --> 00:02:44.000]  在創世紀32章裡
[00:02:44.000 --> 00:02:46.000]  雅各和神的使者
[00:02:46.000 --> 00:02:48.000]  摔交了一次
[00:02:48.000 --> 00:02:50.000]  雅各和神的使者摔交之後
[00:02:50.000 --> 00:02:52.000]  神為雅各起了名字
[00:02:52.000 --> 00:02:54.000]  意思是
[00:02:54.000 --> 00:02:56.000]  神奮戰
[00:02:56.000 --> 00:03:00.000]  在48章的3-7節
[00:03:00.000 --> 00:03:02.000]  雅各作了自己人生
[00:03:02.000 --> 00:03:04.000]  一個很精簡的回顧
[00:03:04.000 --> 00:03:06.000]  等於說
[00:03:06.000 --> 00:03:08.000]  如果你選擇人生裡
[00:03:08.000 --> 00:03:10.000]  兩件事去說
[00:03:10.000 --> 00:03:12.000]  不知道你要說什麼呢?
[00:03:12.000 --> 00:03:14.000]  試試想想
[00:03:14.000 --> 00:03:16.000]  現在有一點點時間
[00:03:16.000 --> 00:03:18.000]  如果有人問你
[00:03:18.000 --> 00:03:20.000]  人生中跟我分享兩件事
[00:03:20.000 --> 00:03:22.000]  你會選擇哪兩件呢?
[00:03:22.000 --> 00:03:30.000]  我相信你想起的兩件事
[00:03:30.000 --> 00:03:32.000]  你選擇的這兩件事
[00:03:32.000 --> 00:03:34.000]  對你來說是人生很重要
[00:03:34.000 --> 00:03:36.000]  和有代表性的事
[00:03:36.000 --> 00:03:38.000]  在48章裡
[00:03:38.000 --> 00:03:40.000]  雅各選擇了兩件事
[00:03:40.000 --> 00:03:42.000]  第一件是
[00:03:42.000 --> 00:03:44.000]  神對雅各的祝福
[00:03:44.000 --> 00:03:46.000]  這件事記載在
[00:03:46.000 --> 00:03:48.000]  創世紀28章裡
[00:03:48.000 --> 00:03:50.000]  當雅各離開家庭
[00:03:50.000 --> 00:03:52.000]  踏上未知的前路的時候
[00:03:52.000 --> 00:03:54.000]  神在路斯,也就是伯特利
[00:03:54.000 --> 00:03:56.000]  向他顯現
[00:03:56.000 --> 00:03:58.000]  和祝福了他
[00:03:58.000 --> 00:04:00.000]  而當雅各到了埃及的時候
[00:04:00.000 --> 00:04:02.000]  聖經告訴我們
[00:04:02.000 --> 00:04:04.000]  到埃及的雅各全家
[00:04:04.000 --> 00:04:06.000]  共有70人
[00:04:06.000 --> 00:04:08.000]  不知道你們覺得70人的家族
[00:04:08.000 --> 00:04:10.000]  算不算一個大家族呢?
[00:04:12.000 --> 00:04:14.000]  雅各離家出去的時候
[00:04:14.000 --> 00:04:16.000]  有多少人呢?
[00:04:16.000 --> 00:04:18.000]  他自己一個
[00:04:18.000 --> 00:04:20.000]  到了埃及的時候
[00:04:20.000 --> 00:04:22.000]  已經有70人
[00:04:22.000 --> 00:04:24.000]  神的祝福是顯明
[00:04:24.000 --> 00:04:26.000]  和確實的
[00:04:26.000 --> 00:04:28.000]  其實神所說的大家族
[00:04:28.000 --> 00:04:30.000]  絕對不只是70人
[00:04:30.000 --> 00:04:32.000]  以色列後來成為了一個國家
[00:04:32.000 --> 00:04:34.000]  我們都知道
[00:04:34.000 --> 00:04:36.000]  在神的英許裡
[00:04:36.000 --> 00:04:38.000]  也有次第的英許
[00:04:38.000 --> 00:04:40.000]  雖然在雅各再生的時候
[00:04:40.000 --> 00:04:42.000]  這個英許並未完全實現
[00:04:42.000 --> 00:04:44.000]  但在將來
[00:04:44.000 --> 00:04:46.000]  也必定會實現
[00:04:46.000 --> 00:04:48.000]  在48章5-6節
[00:04:48.000 --> 00:04:50.000]  雅各提出了一件事
[00:04:50.000 --> 00:04:52.000]  他說要將
[00:04:52.000 --> 00:04:54.000]  以法尼和馬來西
[00:04:54.000 --> 00:04:56.000]  歸在自己的名下
[00:04:56.000 --> 00:04:58.000]  就好像約瑟的哥哥
[00:04:58.000 --> 00:05:00.000]  和劉本
[00:05:00.000 --> 00:05:02.000]  和西勉
[00:05:02.000 --> 00:05:04.000]  在雅各的名下一樣
[00:05:04.000 --> 00:05:06.000]  也就是說
[00:05:06.000 --> 00:05:08.000]  以法尼和馬來西
[00:05:08.000 --> 00:05:10.000]  就會好像雅各的其他兒子一樣
[00:05:10.000 --> 00:05:12.000]  直接繼承雅各的產業
[00:05:12.000 --> 00:05:14.000]  這樣做的意義
[00:05:14.000 --> 00:05:16.000]  就是提升了
[00:05:16.000 --> 00:05:18.000]  約瑟兩個兒子的地位
[00:05:18.000 --> 00:05:20.000]  甚至可以說
[00:05:20.000 --> 00:05:22.000]  間接提升了約瑟的地位
[00:05:22.000 --> 00:05:24.000]  令約瑟好像成為了
[00:05:24.000 --> 00:05:26.000]  其中一個先祖
[00:05:26.000 --> 00:05:28.000]  成為以色列兩個支派的父親
[00:05:28.000 --> 00:05:30.000]  可能雅各是想
[00:05:30.000 --> 00:05:32.000]  補償約瑟在這20年裡
[00:05:32.000 --> 00:05:34.000]  22年裡埃及所受的苦
[00:05:34.000 --> 00:05:36.000]  另外在第7節
[00:05:36.000 --> 00:05:38.000]  雅各提出了一件事
[00:05:38.000 --> 00:05:40.000]  第二件事就是拉傑
[00:05:40.000 --> 00:05:42.000]  拉傑是雅各最愛的妻子
[00:05:42.000 --> 00:05:44.000]  也是約瑟和
[00:05:44.000 --> 00:05:46.000]  比亞瑪的母親
[00:05:46.000 --> 00:05:48.000]  當雅各提升以法尼和馬來西
[00:05:48.000 --> 00:05:50.000]  做自己的兒子的時候
[00:05:50.000 --> 00:05:52.000]  似乎也是將他們歸在
[00:05:52.000 --> 00:05:54.000]  拉傑的名下
[00:05:54.000 --> 00:05:56.000]  如果是這樣的話
[00:05:56.000 --> 00:05:58.000]  拉傑就多了兩個兒子
[00:05:58.000 --> 00:06:00.000]  總共有四個
[00:06:00.000 --> 00:06:02.000]  雅各最愛的兒子是約瑟
[00:06:02.000 --> 00:06:04.000]  而當約瑟17歲的時候
[00:06:04.000 --> 00:06:06.000]  離開了雅各
[00:06:06.000 --> 00:06:08.000]  直到22年之後
[00:06:08.000 --> 00:06:10.000]  雅各才見到約瑟
[00:06:10.000 --> 00:06:12.000]  而在父子重逢之後
[00:06:12.000 --> 00:06:14.000]  雅各在埃及
[00:06:14.000 --> 00:06:16.000]  生活了17年
[00:06:16.000 --> 00:06:18.000]  才去世
[00:06:18.000 --> 00:06:20.000]  17這個數字
[00:06:20.000 --> 00:06:22.000]  對雅各和約瑟這對父子來說
[00:06:22.000 --> 00:06:24.000]  很特別
[00:06:24.000 --> 00:06:26.000]  就好像神特意為雅各安排多17年
[00:06:26.000 --> 00:06:28.000]  補償約瑟失去的父愛一樣
[00:06:28.000 --> 00:06:32.000]  當我們去想
[00:06:32.000 --> 00:06:34.000]  這48章在整卷
[00:06:34.000 --> 00:06:36.000]  《創世紀》作用的時候
[00:06:36.000 --> 00:06:38.000]  我有點想不通
[00:06:38.000 --> 00:06:42.000]  因為我們看看這章的上文
[00:06:42.000 --> 00:06:44.000]  如果你有聖經也可以看
[00:06:44.000 --> 00:06:46.000]  《創世紀》47章28至31節
[00:06:46.000 --> 00:06:48.000]  有一個這樣的技術
[00:06:48.000 --> 00:06:50.000]  我也可以讀給大家聽
[00:06:50.000 --> 00:06:54.000]  《創世紀》47章28至31節
[00:06:54.000 --> 00:06:56.000]  它這樣說
[00:06:56.000 --> 00:06:58.000]  雅各在埃及地住了17年
[00:06:58.000 --> 00:07:00.000]  他一生的壽數
[00:07:00.000 --> 00:07:02.000]  是147歲
[00:07:02.000 --> 00:07:06.000]  以色列的死期快到了
[00:07:06.000 --> 00:07:08.000]  就把他兒子約瑟叫了來
[00:07:08.000 --> 00:07:10.000]  對他說
[00:07:10.000 --> 00:07:12.000]  如果我在你面前蒙你喜悅
[00:07:12.000 --> 00:07:14.000]  請你把手放在我的大腿底下
[00:07:14.000 --> 00:07:16.000]  起誓
[00:07:16.000 --> 00:07:18.000]  要以慈愛和誠實待我
[00:07:18.000 --> 00:07:20.000]  不要把我埋葬在埃及
[00:07:20.000 --> 00:07:22.000]  我要我的祖先同睡的時候
[00:07:22.000 --> 00:07:24.000]  你要把我從埃及帶出去
[00:07:24.000 --> 00:07:26.000]  埋葬在他們的墓地裡
[00:07:26.000 --> 00:07:28.000]  約瑟說
[00:07:28.000 --> 00:07:30.000]  我必照著你的話去做
[00:07:30.000 --> 00:07:32.000]  雅各說
[00:07:32.000 --> 00:07:34.000]  你要向我起誓
[00:07:34.000 --> 00:07:36.000]  約瑟就向他起了誓
[00:07:36.000 --> 00:07:38.000]  於是以色列靠著床頭敬拜神
[00:07:38.000 --> 00:07:42.000]  我們回到《創世紀》48章
[00:07:42.000 --> 00:07:46.000]  我們看到剛才讀的經文
[00:07:46.000 --> 00:07:48.000]  是在雅各離世之前
[00:07:48.000 --> 00:07:50.000]  叫了約瑟來
[00:07:50.000 --> 00:07:52.000]  祝福約瑟自己身後事的安排
[00:07:52.000 --> 00:07:54.000]  有記載雅各在床上敬拜神
[00:07:54.000 --> 00:07:56.000]  在48章之後的49章
[00:07:56.000 --> 00:07:58.000]  記載雅各對以色列
[00:07:58.000 --> 00:08:00.000]  12個支派的祝福
[00:08:00.000 --> 00:08:02.000]  所以剛才說
[00:08:02.000 --> 00:08:04.000]  為什麼想不明白
[00:08:04.000 --> 00:08:06.000]  如果只是想記載
[00:08:06.000 --> 00:08:08.000]  雅各對意法尼和馬來西亞的安排
[00:08:08.000 --> 00:08:10.000]  將他們提升地位
[00:08:10.000 --> 00:08:12.000]  其實一兩句就可以說完
[00:08:12.000 --> 00:08:14.000]  為什麼要有整章
[00:08:14.000 --> 00:08:16.000]  來記載雅各和約瑟最後的片段
[00:08:16.000 --> 00:08:20.000]  當我再去默想
[00:08:20.000 --> 00:08:22.000]  去想的時候
[00:08:22.000 --> 00:08:24.000]  我覺得
[00:08:24.000 --> 00:08:26.000]  可能是因為
[00:08:26.000 --> 00:08:28.000]  神對約瑟和雅各
[00:08:28.000 --> 00:08:30.000]  他們當中所受的苦
[00:08:30.000 --> 00:08:32.000]  很重視
[00:08:32.000 --> 00:08:34.000]  約瑟在《創世紀》45章
[00:08:34.000 --> 00:08:36.000]  8節對他的哥哥
[00:08:36.000 --> 00:08:38.000]  哥哥說
[00:08:38.000 --> 00:08:40.000]  原來他看到最後
[00:08:40.000 --> 00:08:42.000]  令約瑟來到埃及的是神
[00:08:42.000 --> 00:08:44.000]  而不是約瑟的哥哥
[00:08:44.000 --> 00:08:46.000]  雖然他們本來想害約瑟
[00:08:46.000 --> 00:08:48.000]  但原來神在背後
[00:08:48.000 --> 00:08:50.000]  是藉他們的手
[00:08:50.000 --> 00:08:52.000]  令約瑟能夠去埃及
[00:08:52.000 --> 00:08:54.000]  是要準備拯救雅各
[00:08:54.000 --> 00:08:56.000]  傳族的人
[00:08:56.000 --> 00:08:58.000]  而約瑟他從一個被受父親寵愛的少年
[00:08:58.000 --> 00:09:00.000]  流落到一個完全陌生的國度
[00:09:00.000 --> 00:09:02.000]  在有權勢的人
[00:09:02.000 --> 00:09:04.000]  家中當奴隸
[00:09:04.000 --> 00:09:06.000]  雖然他成功抵抗程庸誘惑
[00:09:06.000 --> 00:09:08.000]  但又被人陷害
[00:09:08.000 --> 00:09:10.000]  要坐牢
[00:09:10.000 --> 00:09:12.000]  最後又因為幫法老解謀獲得提升
[00:09:12.000 --> 00:09:14.000]  真是喜喜樂樂
[00:09:14.000 --> 00:09:16.000]  在人看來約瑟其實很無辜
[00:09:16.000 --> 00:09:18.000]  也歷盡艱苦
[00:09:18.000 --> 00:09:20.000]  而另一方面雅各這個老人家
[00:09:20.000 --> 00:09:22.000]  他又被自己的親生兒子欺騙
[00:09:22.000 --> 00:09:24.000]  飽受二十二年的喪子之痛
[00:09:24.000 --> 00:09:26.000]  這一切在人看來
[00:09:26.000 --> 00:09:28.000]  好像因為雅各的兒子犯罪
[00:09:28.000 --> 00:09:30.000]  而令到雅各和約瑟白白受苦
[00:09:30.000 --> 00:09:32.000]  但原來更深的意義
[00:09:32.000 --> 00:09:34.000]  為的是神背後更高的計劃
[00:09:34.000 --> 00:09:36.000]  就是保存雅各傳族
[00:09:36.000 --> 00:09:38.000]  七十人的生命
[00:09:38.000 --> 00:09:40.000]  是的
[00:09:40.000 --> 00:09:42.000]  神做事自有祂的目的和計劃
[00:09:42.000 --> 00:09:44.000]  不過其實
[00:09:44.000 --> 00:09:46.000]  祂不是對人所受的苦無道於眾
[00:09:46.000 --> 00:09:50.000]  神很重視人的情感和感受
[00:09:50.000 --> 00:09:52.000]  他也明白體恤每個人所受的苦
[00:09:52.000 --> 00:09:54.000]  正正因為神的重視
[00:09:54.000 --> 00:09:56.000]  所以我們有創世紀第四十八章
[00:09:56.000 --> 00:09:58.000]  讓我們看到雅各和約瑟
[00:09:58.000 --> 00:10:00.000]  這對歷經患難的父子
[00:10:00.000 --> 00:10:02.000]  在雅各人生的結尾
[00:10:02.000 --> 00:10:04.000]  能夠有空間和時間去相處
[00:10:04.000 --> 00:10:06.000]  只有這對父子
[00:10:06.000 --> 00:10:08.000]  能夠在雅各人生的結尾
[00:10:08.000 --> 00:10:10.000]  能夠有空間和時間去相處
[00:10:10.000 --> 00:10:12.000]  只有這對父子
[00:10:12.000 --> 00:10:14.000]  能夠在雅各人生的結尾
[00:10:14.000 --> 00:10:16.000]  能夠有空間和時間
[00:10:16.000 --> 00:10:18.000]  只有這對父子
[00:10:18.000 --> 00:10:20.000]  能夠有空間和時間
[00:10:20.000 --> 00:10:22.000]  只有這對父子
[00:10:22.000 --> 00:10:24.000]  能夠有空間和時間
[00:10:24.000 --> 00:10:26.000]  只有這對父子
[00:10:26.000 --> 00:10:28.000]  能夠有空間和時間
[00:10:28.000 --> 00:10:30.000]  只有這對父子
[00:10:30.000 --> 00:10:32.000]  能夠有空間和時間
[00:10:32.000 --> 00:10:34.000]  只有這對父子
[00:10:34.000 --> 00:10:36.000]  能夠有空間和時間
[00:10:36.000 --> 00:10:38.000]  只有這對父子
[00:10:38.000 --> 00:10:40.000]  能夠有空間和時間
[00:10:40.000 --> 00:10:42.000]  只有這對父子
[00:10:42.000 --> 00:10:44.000]  能夠有空間和時間
[00:10:44.000 --> 00:10:46.000]  只有這對父子
[00:10:46.000 --> 00:10:48.000]  能夠有空間和時間
[00:10:48.000 --> 00:10:50.000]  只有這對父子
[00:10:50.000 --> 00:10:52.000]  能夠有空間和時間
[00:10:52.000 --> 00:10:54.000]  只有這對父子
[00:10:54.000 --> 00:10:56.000]  能夠有空間和時間
[00:10:56.000 --> 00:10:58.000]  只有這對父子
[00:10:58.000 --> 00:11:00.000]  能夠有空間和時間
[00:11:00.000 --> 00:11:02.000]  只有這對父子
[00:11:02.000 --> 00:11:04.000]  能夠有空間和時間
[00:11:04.000 --> 00:11:06.000]  只有這對父子
[00:11:06.000 --> 00:11:08.000]  能夠有空間和時間
[00:11:08.000 --> 00:11:10.000]  只有這對父子
[00:11:10.000 --> 00:11:12.000]  能夠有空間和時間
[00:11:12.000 --> 00:11:14.000]  只有這對父子
[00:11:14.000 --> 00:11:16.000]  能夠有空間和時間
[00:11:16.000 --> 00:11:18.000]  只有這對父子
[00:11:18.000 --> 00:11:20.000]  能夠有空間和時間
[00:11:20.000 --> 00:11:22.000]  只有這對父子
[00:11:22.000 --> 00:11:24.000]  能夠有空間和時間
[00:11:24.000 --> 00:11:26.000]  只有這對父子
[00:11:26.000 --> 00:11:28.000]  能夠有空間和時間
[00:11:28.000 --> 00:11:30.000]  只有這對父子
[00:11:30.000 --> 00:11:32.000]  能夠有空間和時間
[00:11:32.000 --> 00:11:34.000]  只有這對父子
[00:11:34.000 --> 00:11:36.000]  能夠有空間和時間
[00:11:36.000 --> 00:11:38.000]  只有這對父子
[00:11:38.000 --> 00:11:40.000]  能夠有空間和時間
[00:11:40.000 --> 00:11:42.000]  只有這對父子
[00:11:42.000 --> 00:11:44.000]  能夠有空間和時間
[00:11:44.000 --> 00:11:46.000]  只有這對父子
[00:11:46.000 --> 00:11:48.000]  能夠有空間和時間
[00:11:48.000 --> 00:11:50.000]  只有這對父子
[00:11:50.000 --> 00:11:52.000]  能夠有空間和時間
[00:11:52.000 --> 00:11:54.000]  只有這對父子
[00:11:54.000 --> 00:11:56.000]  能夠有空間和時間
[00:11:56.000 --> 00:11:58.000]  只有這對父子
[00:11:58.000 --> 00:12:00.000]  能夠有空間和時間
[00:12:00.000 --> 00:12:02.000]  只有這對父子
[00:12:02.000 --> 00:12:04.000]  能夠有空間和時間
[00:12:04.000 --> 00:12:06.000]  只有這對父子
[00:12:06.000 --> 00:12:08.000]  能夠有空間和時間
[00:12:08.000 --> 00:12:10.000]  只有這對父子
[00:12:10.000 --> 00:12:12.000]  能夠有空間和時間
[00:12:12.000 --> 00:12:14.000]  只有這對父子
[00:12:14.000 --> 00:12:16.000]  能夠有空間和時間
[00:12:16.000 --> 00:12:18.000]  只有這對父子
[00:12:18.000 --> 00:12:20.000]  能夠有空間和時間
[00:12:20.000 --> 00:12:22.000]  只有這對父子
[00:12:22.000 --> 00:12:24.000]  能夠有空間和時間
[00:12:24.000 --> 00:12:26.000]  只有這對父子
[00:12:26.000 --> 00:12:28.000]  能夠有空間和時間
[00:12:28.000 --> 00:12:30.000]  只有這對父子
[00:12:30.000 --> 00:12:32.000]  能夠有空間和時間
[00:12:32.000 --> 00:12:34.000]  只有這對父子
[00:12:34.000 --> 00:12:36.000]  能夠有空間和時間
[00:12:36.000 --> 00:12:38.000]  只有這對父子
[00:12:38.000 --> 00:12:40.000]  能夠有空間和時間
[00:12:40.000 --> 00:12:42.000]  只有這對父子
[00:12:42.000 --> 00:12:44.000]  能夠有空間和時間
[00:12:44.000 --> 00:12:46.000]  只有這對父子
[00:12:46.000 --> 00:12:48.000]  能夠有空間和時間
[00:12:48.000 --> 00:12:50.000]  只有這對父子
[00:12:50.000 --> 00:12:52.000]  能夠有空間和時間
[00:12:52.000 --> 00:12:54.000]  只有這對父子
[00:12:54.000 --> 00:12:56.000]  能夠有空間和時間
[00:12:56.000 --> 00:12:58.000]  只有這對父子
[00:12:58.000 --> 00:13:00.000]  能夠有空間和時間
[00:13:00.000 --> 00:13:02.000]  只有這對父子
[00:13:02.000 --> 00:13:04.000]  能夠有空間和時間
[00:13:04.000 --> 00:13:06.000]  只有這對父子
[00:13:06.000 --> 00:13:08.000]  能夠有空間和時間
[00:13:08.000 --> 00:13:10.000]  只有這對父子
[00:13:10.000 --> 00:13:12.000]  能夠有空間和時間
[00:13:12.000 --> 00:13:14.000]  只有這對父子
[00:13:14.000 --> 00:13:16.000]  能夠有空間和時間
[00:13:16.000 --> 00:13:18.000]  只有這對父子
[00:13:18.000 --> 00:13:20.000]  能夠有空間和時間
[00:13:20.000 --> 00:13:22.000]  只有這對父子
[00:13:22.000 --> 00:13:24.000]  能夠有空間和時間
[00:13:24.000 --> 00:13:26.000]  只有這對父子
[00:13:26.000 --> 00:13:28.000]  能夠有空間和時間
[00:13:28.000 --> 00:13:30.000]  只有這對父子
[00:13:30.000 --> 00:13:32.000]  能夠有空間和時間
[00:13:32.000 --> 00:13:34.000]  只有這對父子
[00:13:34.000 --> 00:13:36.000]  能夠有空間和時間
[00:13:36.000 --> 00:13:38.000]  只有這對父子
[00:13:38.000 --> 00:13:40.000]  能夠有空間和時間
[00:13:40.000 --> 00:13:42.000]  只有這對父子
[00:13:42.000 --> 00:13:44.000]  能夠有空間和時間
[00:13:44.000 --> 00:13:46.000]  只有這對父子
[00:13:46.000 --> 00:13:48.000]  能夠有空間和時間
[00:13:48.000 --> 00:13:50.000]  只有這對父子
[00:13:50.000 --> 00:13:52.000]  能夠有空間和時間
[00:13:52.000 --> 00:13:54.000]  只有這對父子
[00:13:54.000 --> 00:13:56.000]  能夠有空間和時間
[00:13:56.000 --> 00:13:58.000]  只有這對父子
[00:13:58.000 --> 00:14:00.000]  能夠有空間和時間
[00:14:00.000 --> 00:14:02.000]  只有這對父子
[00:14:02.000 --> 00:14:04.000]  能夠有空間和時間
[00:14:04.000 --> 00:14:06.000]  只有這對父子
[00:14:06.000 --> 00:14:08.000]  能夠有空間和時間
[00:14:08.000 --> 00:14:10.000]  只有這對父子
[00:14:10.000 --> 00:14:12.000]  能夠有空間和時間
[00:14:12.000 --> 00:14:14.000]  只有這對父子
[00:14:14.000 --> 00:14:16.000]  能夠有空間和時間
[00:14:16.000 --> 00:14:18.000]  只有這對父子
[00:14:18.000 --> 00:14:20.000]  能夠有空間和時間
[00:14:20.000 --> 00:14:22.000]  只有這對父子
[00:14:22.000 --> 00:14:24.000]  能夠有空間和時間
[00:14:24.000 --> 00:14:26.000]  只有這對父子
[00:14:26.000 --> 00:14:28.000]  能夠有空間和時間
[00:14:28.000 --> 00:14:30.000]  只有這對父子
[00:14:30.000 --> 00:14:32.000]  能夠有空間和時間
[00:14:32.000 --> 00:14:34.000]  只有這對父子
[00:14:34.000 --> 00:14:36.000]  能夠有空間和時間
[00:14:36.000 --> 00:14:38.000]  只有這對父子
[00:14:38.000 --> 00:14:40.000]  能夠有空間和時間
[00:14:40.000 --> 00:14:42.000]  只有這對父子
[00:14:42.000 --> 00:14:44.000]  能夠有空間和時間
[00:14:44.000 --> 00:14:46.000]  只有這對父子
[00:14:46.000 --> 00:14:48.000]  能夠有空間和時間
[00:14:48.000 --> 00:14:50.000]  只有這對父子
[00:14:50.000 --> 00:14:52.000]  能夠有空間和時間
[00:14:52.000 --> 00:14:54.000]  只有這對父子
[00:14:54.000 --> 00:14:56.000]  能夠有空間和時間
[00:14:56.000 --> 00:14:58.000]  只有這對父子
[00:14:58.000 --> 00:15:00.000]  能夠有空間和時間
[00:15:00.000 --> 00:15:02.000]  只有這對父子
[00:15:02.000 --> 00:15:04.000]  能夠有空間和時間
[00:15:04.000 --> 00:15:06.000]  只有這對父子
[00:15:06.000 --> 00:15:08.000]  能夠有空間和時間
[00:15:08.000 --> 00:15:10.000]  只有這對父子
[00:15:10.000 --> 00:15:12.000]  能夠有空間和時間
[00:15:12.000 --> 00:15:14.000]  只有這對父子
[00:15:14.000 --> 00:15:16.000]  能夠有空間和時間
[00:15:16.000 --> 00:15:18.000]  只有這對父子
[00:15:18.000 --> 00:15:20.000]  能夠有空間和時間
[00:15:20.000 --> 00:15:22.000]  只有這對父子
[00:15:22.000 --> 00:15:24.000]  能夠有空間和時間
[00:15:24.000 --> 00:15:26.000]  只有這對父子
[00:15:26.000 --> 00:15:28.000]  能夠有空間和時間
[00:15:28.000 --> 00:15:30.000]  只有這對父子
[00:15:30.000 --> 00:15:32.000]  能夠有空間和時間
[00:15:32.000 --> 00:15:34.000]  只有這對父子
[00:15:34.000 --> 00:15:36.000]  能夠有空間和時間
[00:15:36.000 --> 00:15:38.000]  只有這對父子
