
[00:00:00.000 --> 00:00:09.000]  感謝主的恩典,讓我們在這麼好的清晨一起去朝見祂,讓我們先再一次同心祈禱。
[00:03:08.000 --> 00:03:17.000]  在這段經文裡面,很明顯荒書的作者告訴我們,他希望展示耶穌那份能力、權柄和愛心。
[00:03:17.000 --> 00:03:22.000]  是不是?看見他有醫病趕鬼的能力,這些可能今天你和我都沒有的。
[00:03:22.000 --> 00:03:29.000]  但是他有很大的愛心,見到每一個人都去幫助,全城的人都聚集在他面前。
[00:03:29.000 --> 00:03:36.000]  這個就是一開始傳道服務的時候,可能已經講到耶穌很忙,很受歡迎,很忙碌。
[00:03:36.000 --> 00:03:41.000]  這個可能是我們一直對耶穌傳道的時候的形象,是不是?
[00:03:41.000 --> 00:03:48.000]  當然,如果在我們生命當中有人有能力或大有能力神蹟騎士,可以醫病趕鬼,
[00:03:48.000 --> 00:03:54.000]  可能我們都一樣,全城的人都去到那裡,導致什麼事呢?
[00:03:54.000 --> 00:03:58.000]  繼續講下去,聖經裡面一章,馬科方一章35節說,
[00:03:58.000 --> 00:04:03.000]  「次日早晨天未亮的時候,耶穌起來去到曠野那裡,在那裡祈禱。」
[00:04:03.000 --> 00:04:10.000]  為什麼耶穌要在次日早晨天未亮,即是說還黑漆漆,就天亮,臨天亮,
[00:04:10.000 --> 00:04:13.000]  耶穌就走去曠野那裡祈禱呢?
[00:04:13.000 --> 00:04:18.000]  可能祂幫全城的人醫病趕鬼,去到很晚,甚至通宵,
[00:04:18.000 --> 00:04:21.000]  可能像我們現在的學生一樣,經常都很忙,做到很晚,
[00:04:21.000 --> 00:04:26.000]  又或者可能當忙了一整天,耶穌第二天一開始,
[00:04:26.000 --> 00:04:29.000]  「不行了,我要快快先離開人群。」
[00:04:29.000 --> 00:04:34.000]  因為全日太忙了,忙到沒有自己的空間,沒有自己的時間,
[00:04:34.000 --> 00:04:39.000]  所以耶穌就先避開,逃離人群,去到曠野。
[00:04:39.000 --> 00:04:42.000]  不過,聖經裡面講得很清楚,耶穌走了之後,
[00:04:42.000 --> 00:04:47.000]  西門和同伴就去找祂,追著祂,追上去,找到祂,
[00:04:47.000 --> 00:04:49.000]  就問了一句,跟耶穌說:
[00:04:49.000 --> 00:04:54.000]  「喂,主啊,耶穌啊,眾人都在找祢啊。」
[00:04:54.000 --> 00:04:58.000]  眾人都在找祢是什麼意思呢?
[00:04:58.000 --> 00:05:05.000]  代表著信眾們,群眾們的期望,人為什麼要去找耶穌?
[00:05:05.000 --> 00:05:10.000]  想像一下當日的人,為什麼眾人都要去找耶穌?
[00:05:10.000 --> 00:05:16.000]  相信他們有自己的限制,難處,自己解決問題解決不了,
[00:05:16.000 --> 00:05:23.000]  可能是我的病,可能是被鬼附,身體,心靈的軟弱,就去找耶穌。
[00:05:23.000 --> 00:05:29.000]  甚至可能尋求一個神蹟在身上,因為可能生命裡面已經絕望,
[00:05:29.000 --> 00:05:33.000]  盡一切的能力都解決不了自己的問題,就去找耶穌。
[00:05:33.000 --> 00:05:36.000]  很多人說,人的進出就是神的開始,對不對?
[00:05:36.000 --> 00:05:40.000]  當你覺得絕望,就去找上帝,可能都是我們的寫照。
[00:05:40.000 --> 00:05:45.000]  頂尖我們今天又為了什麼原因去尋找耶穌?
[00:05:45.000 --> 00:05:51.000]  又或者我們今天為了什麼原因來到教會裡面追求信仰,尋找信仰?
[00:05:51.000 --> 00:05:56.000]  可能我們很想找到真、找到善、找到美。
[00:05:56.000 --> 00:06:02.000]  我們相信宗教導人向善,所以希望在教會當中找到真、善、美。
[00:06:02.000 --> 00:06:06.000]  我們可能希望教好我們想教好的人,
[00:06:06.000 --> 00:06:08.000]  在教會裡面我常常看到頂尖姐妹走來跟我說,
[00:06:08.000 --> 00:06:13.000]  牧師啊,可不可以帶我小朋友來教會,回來主一學,學習。
[00:06:13.000 --> 00:06:16.000]  常常都有這種狀況,不過常常都有另一個狀況,
[00:06:16.000 --> 00:06:18.000]  就是當她帶小朋友來,她自己不來。
[00:06:18.000 --> 00:06:20.000]  我常常都問,為什麼你不來?
[00:06:20.000 --> 00:06:23.000]  我遲些再來,我還有很多事情要做,很忙,教好我的小朋友就可以了。
[00:06:23.000 --> 00:06:25.000]  香港很多人都是這樣想的,對不對?
[00:06:25.000 --> 00:06:29.000]  可能你也會將你的子女送去教會的學校,
[00:06:29.000 --> 00:06:34.000]  去到教會的禮拜堂,主一學,希望可以學乖一點,教會的小朋友乖一點。
[00:06:34.000 --> 00:06:37.000]  我們希望得到我們想得到的東西,
[00:06:37.000 --> 00:06:40.000]  我們希望想追求我們追求的東西。
[00:06:40.000 --> 00:06:43.000]  當然有人尋求信仰是因為什麼原因呢?
[00:06:43.000 --> 00:06:47.000]  可能真的是生命走到很難的地方,甚至覺得自己走投無路了。
[00:06:47.000 --> 00:06:51.000]  我也曾經見過在教堂當中,真的有人拍門跟我說,
[00:06:51.000 --> 00:06:53.000]  第一句就是牧師,我走投無路了。
[00:06:53.000 --> 00:06:55.000]  他很需要上帝的拯救。
[00:06:55.000 --> 00:07:01.000]  我們可能帶著我們的問題,我們的難處,我們要解決的事情,
[00:07:01.000 --> 00:07:03.000]  我們去到上帝面前,
[00:07:03.000 --> 00:07:08.000]  甚至我們可能覺得信仰應該是很神秘,很超然,很神跡,
[00:07:08.000 --> 00:07:12.000]  就好像看到那些神跡騎士趕鬼醫病,嘩!很厲害啊!
[00:07:12.000 --> 00:07:15.000]  所以我們來看看,我們來尋求耶穌,
[00:07:15.000 --> 00:07:20.000]  就去看看這個信仰,看看這個上帝有多厲害。
[00:07:20.000 --> 00:07:24.000]  到底我們這樣尋求,我們這樣尋找,
[00:07:24.000 --> 00:07:27.000]  我們這樣尋找我們的信仰,尋找我們的耶穌,
[00:07:27.000 --> 00:07:32.000]  是不是只是想尋找到我們自己期望尋找到的耶穌呢?
[00:07:32.000 --> 00:07:34.000]  請你聽清楚這句話,
[00:07:34.000 --> 00:07:39.000]  很多時候我們是期望尋找我們期望的耶穌,
[00:07:39.000 --> 00:07:41.000]  人很多時候是很有趣的,
[00:07:41.000 --> 00:07:44.000]  有些事情你去尋找,尋找到就很開心,
[00:07:44.000 --> 00:07:46.000]  你很開心,你很順利,
[00:07:46.000 --> 00:07:49.000]  當你期望那件事發生,你就覺得那件事是真的。
[00:07:49.000 --> 00:07:52.000]  可能聽起來很難明白,我簡單舉個例子,
[00:07:52.000 --> 00:07:54.000]  很多人當你去尋找信仰,為什麼呢?
[00:07:54.000 --> 00:07:57.000]  因為我身體有軟弱,我病了,我絕症,
[00:07:57.000 --> 00:08:00.000]  醫生都說沒辦法,我唯有去尋找信仰,
[00:08:00.000 --> 00:08:02.000]  就祈禱,回教會,找牧師,
[00:08:02.000 --> 00:08:06.000]  結果醫好了,感謝主,他就熱心信仰了,
[00:08:06.000 --> 00:08:09.000]  感恩的,我見到很多這樣的見證。
[00:08:09.000 --> 00:08:14.000]  但是是不是這個就是我們真的要尋找那一位耶穌本身呢?
[00:08:14.000 --> 00:08:18.000]  因為其實究竟信仰,究竟追求耶穌,追求信仰,
[00:08:18.000 --> 00:08:21.000]  是滿足我的期望,滿足我的慾望,
[00:08:21.000 --> 00:08:23.000]  還是滿足上帝的心意?
[00:08:23.000 --> 00:08:25.000]  甚至應該問更重要的問題,
[00:08:25.000 --> 00:08:29.000]  耶穌又期望我們怎樣去尋找祂,
[00:08:29.000 --> 00:08:31.000]  或者期望我們怎樣去到祂面前呢?
[00:08:31.000 --> 00:08:35.000]  到底好壞、對錯、價值判斷,
[00:08:35.000 --> 00:08:38.000]  是在我身上,還是在耶穌身上呢?
[00:08:38.000 --> 00:08:42.000]  如果真是我們身患難處,甚至身患絕症,
[00:08:42.000 --> 00:08:46.000]  去到主的面前,祈求醫治,
[00:08:46.000 --> 00:08:49.000]  最後上帝的心意是讓我們繼續同病一起,
[00:08:49.000 --> 00:08:52.000]  甚至有一天讓我們早一點返回天家,
[00:08:52.000 --> 00:08:54.000]  你又接不接受到?
[00:08:54.000 --> 00:08:57.000]  這個是我們尋求耶穌的原因和目的呢?
[00:08:57.000 --> 00:09:01.000]  聖經裡面繼續這樣說,
[00:09:01.000 --> 00:09:03.000]  馬科密那三十八節說,
[00:09:03.000 --> 00:09:05.000]  耶穌就跟他們說,
[00:09:05.000 --> 00:09:08.000]  讓我們去別的地方吧,去鄰近的村落,
[00:09:08.000 --> 00:09:13.000]  我也好在那裡傳道,因為我是為這件事而來的。
[00:09:13.000 --> 00:09:17.000]  這句話不單止是耶穌對當日的門徒說,
[00:09:17.000 --> 00:09:19.000]  也是跟我們今天說的。
[00:09:19.000 --> 00:09:21.000]  耶穌有一些事情,
[00:09:21.000 --> 00:09:23.000]  有一些目標,
[00:09:23.000 --> 00:09:25.000]  有一些態度,
[00:09:25.000 --> 00:09:27.000]  甚至有一些祂的期望,
[00:09:27.000 --> 00:09:30.000]  祂在人生裡面的追求,
[00:09:30.000 --> 00:09:32.000]  或者這樣說,上帝給祂的使命,
[00:09:32.000 --> 00:09:35.000]  祂會一步一步去完成的。
[00:09:35.000 --> 00:09:37.000]  不是說耶穌不去醫病趕鬼,
[00:09:37.000 --> 00:09:39.000]  不是說耶穌不滿足我們的需要,
[00:09:39.000 --> 00:09:43.000]  但是原來在耶穌眼中有一些優先次序,
[00:09:43.000 --> 00:09:48.000]  有一些價值跟我們所想的可能是完全不一樣的。
[00:09:48.000 --> 00:09:51.000]  耶穌的優先次序是怎樣的呢?
[00:09:51.000 --> 00:09:53.000]  剛才不是說了那段經文,
[00:09:53.000 --> 00:09:55.000]  就是在次日早晨天未亮的時候,
[00:09:55.000 --> 00:09:56.000]  耶穌起來,
[00:09:56.000 --> 00:09:58.000]  祂不只是躲在曠野那裡做什麼,
[00:09:58.000 --> 00:10:00.000]  祂在曠野那裡祈禱,
[00:10:00.000 --> 00:10:04.000]  耶穌很珍惜祂有獨處的時間和機會,
[00:10:04.000 --> 00:10:06.000]  這個也是我們要學習的,
[00:10:06.000 --> 00:10:08.000]  但是香港人很忙碌,
[00:10:08.000 --> 00:10:09.000]  經常做很多事情,
[00:10:09.000 --> 00:10:10.000]  我們當中有很多弟兄姊妹,
[00:10:10.000 --> 00:10:11.000]  很熱心侍奉,
[00:10:11.000 --> 00:10:12.000]  很熱心服侍身邊的人,
[00:10:12.000 --> 00:10:14.000]  無論在你的工作崗位,
[00:10:14.000 --> 00:10:15.000]  你的教學,
[00:10:15.000 --> 00:10:17.000]  或者在教會當中你參與的義務侍奉,
[00:10:17.000 --> 00:10:19.000]  甚至你跟我一樣,
[00:10:19.000 --> 00:10:22.000]  在教會裡面全時間傳道的同工,
[00:10:22.000 --> 00:10:25.000]  但是我們很多時候很忙碌,
[00:10:25.000 --> 00:10:30.000]  將我們的時間和心力放在我們的工作服務裡面,
[00:10:30.000 --> 00:10:33.000]  而忘記了我們要去親近上帝。
[00:10:33.000 --> 00:10:36.000]  在這裡耶穌成為一個很好的榜樣,
[00:10:36.000 --> 00:10:39.000]  祂在清晨就算多忙碌完成一天的工作,
[00:10:39.000 --> 00:10:41.000]  在第二天的清晨天未亮,
[00:10:41.000 --> 00:10:43.000]  相信是當時最安靜,
[00:10:43.000 --> 00:10:45.000]  最能夠獨處的時候,
[00:10:45.000 --> 00:10:46.000]  祂去到曠野,
[00:10:46.000 --> 00:10:47.000]  在那裡獨處,
[00:10:47.000 --> 00:10:48.000]  在那裡祈禱,
[00:10:48.000 --> 00:10:50.000]  在那裡尋求天父的心意,
[00:10:50.000 --> 00:10:52.000]  在那裡親近天父,
[00:10:52.000 --> 00:10:56.000]  原來我們人生追求第一個很首要的,
[00:10:56.000 --> 00:10:59.000]  不是追求滿足去解決我的問題,
[00:10:59.000 --> 00:11:03.000]  或者滿足人生的盼望目標價值,
[00:11:03.000 --> 00:11:05.000]  而是尋求上帝本身,
[00:11:05.000 --> 00:11:08.000]  尋求有親近上帝的機會,
[00:11:08.000 --> 00:11:10.000]  尋求上帝臨在我們當中,
[00:11:10.000 --> 00:11:14.000]  聖經裡面講到我們先求祂的國和祂的義,
[00:11:14.000 --> 00:11:15.000]  這些東西,
[00:11:15.000 --> 00:11:17.000]  即是其他一切我們尋求的,
[00:11:17.000 --> 00:11:18.000]  上帝就會給我們,
[00:11:18.000 --> 00:11:20.000]  我們每一次表主禱文也都很清楚,
[00:11:20.000 --> 00:11:24.000]  去講到一開始我們提的就是尊上帝的名為聖,
[00:11:24.000 --> 00:11:26.000]  求主的國降臨,
[00:11:26.000 --> 00:11:28.000]  這個應該是我們生命裡面優次,
[00:11:28.000 --> 00:11:30.000]  裡面擺在最優先的,
[00:11:30.000 --> 00:11:31.000]  上帝的國要降臨,
[00:11:31.000 --> 00:11:33.000]  上帝的義要彰顯,
[00:11:33.000 --> 00:11:37.000]  上帝的一切擺在我們之先,
[00:11:37.000 --> 00:11:39.000]  我們尋求上帝本身,
[00:11:39.000 --> 00:11:40.000]  你能夠親近祂,
[00:11:40.000 --> 00:11:42.000]  能夠和祂一起,
[00:11:42.000 --> 00:11:46.000]  這個應該是我們人生裡面最重要的期盼,
[00:11:46.000 --> 00:11:49.000]  接著還有的,
[00:11:49.000 --> 00:11:50.000]  當耶穌去祈禱,
[00:11:50.000 --> 00:11:53.000]  接著耶穌跟門徒說我們去帝道,
[00:11:53.000 --> 00:11:54.000]  接著去鄰近的村莊,
[00:11:54.000 --> 00:11:56.000]  去那裡是去全道,
[00:11:56.000 --> 00:12:00.000]  聖經裡面講這個全道是耶穌的焦點,
[00:12:00.000 --> 00:12:03.000]  在第39節這樣講,
[00:12:03.000 --> 00:12:04.000]  於是他們,
[00:12:04.000 --> 00:12:07.000]  這個《華本修訂版》就說他們走遍全加利利,
[00:12:07.000 --> 00:12:09.000]  在他們的會堂全道,
[00:12:09.000 --> 00:12:11.000]  並且趕鬼,
[00:12:11.000 --> 00:12:13.000]  聖經裡面有一個很特別的字,
[00:12:13.000 --> 00:12:15.000]  這裡說他走遍加利利,
[00:12:15.000 --> 00:12:18.000]  他離開當時很多群眾聚集,
[00:12:18.000 --> 00:12:20.000]  期望耶穌醫病的地方,
[00:12:20.000 --> 00:12:22.000]  去到另一個地方,
[00:12:22.000 --> 00:12:24.000]  全道並趕鬼,
[00:12:24.000 --> 00:12:28.000]  看似和開始在西門的惡魔一家的狀態裡面,
[00:12:28.000 --> 00:12:30.000]  人們來到一樣都是醫病,
[00:12:30.000 --> 00:12:31.000]  都是趕鬼,
[00:12:31.000 --> 00:12:33.000]  不過請留意很重要,
[00:12:33.000 --> 00:12:35.000]  這裡說他走去加利利,
[00:12:35.000 --> 00:12:37.000]  甚至這個修訂版本說的是,
[00:12:37.000 --> 00:12:40.000]  走遍全加利利,
[00:12:40.000 --> 00:12:41.000]  是啊,
[00:12:41.000 --> 00:12:44.000]  走遍象徵著一個關懷,
[00:12:44.000 --> 00:12:45.000]  一個胸襟,
[00:12:45.000 --> 00:12:46.000]  一個態度,
[00:12:46.000 --> 00:12:49.000]  全道並且趕鬼,
[00:12:49.000 --> 00:12:52.000]  所以處理生活裡面的難處,
[00:12:52.000 --> 00:12:54.000]  真的要趕鬼是需要的,
[00:12:54.000 --> 00:12:57.000]  這個世代我們可能不是那種靈裡面,
[00:12:57.000 --> 00:12:58.000]  有人因為被鬼附趕鬼,
[00:12:58.000 --> 00:13:00.000]  不過這個世界都很多惡,
[00:13:00.000 --> 00:13:01.000]  很多惡事,
[00:13:01.000 --> 00:13:02.000]  很多邪靈,
[00:13:02.000 --> 00:13:03.000]  很多壞的道理,
[00:13:03.000 --> 00:13:05.000]  去沾染身邊很多的人,
[00:13:05.000 --> 00:13:06.000]  我們都要幫助,
[00:13:06.000 --> 00:13:09.000]  靠著上帝的位置將這些驅走,
[00:13:09.000 --> 00:13:10.000]  同樣地要全道,
[00:13:10.000 --> 00:13:13.000]  要將上帝這個天國的福音,
[00:13:13.000 --> 00:13:15.000]  就是耶穌一開始說的,
[00:13:15.000 --> 00:13:16.000]  日期滿,
[00:13:16.000 --> 00:13:17.000]  上帝的國近,
[00:13:17.000 --> 00:13:18.000]  要悔改,
[00:13:18.000 --> 00:13:19.000]  順福音,
[00:13:19.000 --> 00:13:23.000]  這個訊息去傳開,
[00:13:23.000 --> 00:13:25.000]  請留意,
[00:13:25.000 --> 00:13:28.000]  當上帝的心意和我們的期望,
[00:13:28.000 --> 00:13:29.000]  我們的權益,
[00:13:29.000 --> 00:13:30.000]  我們的價值觀,
[00:13:30.000 --> 00:13:33.000]  我們所追求的美好等等,
[00:13:33.000 --> 00:13:34.000]  有偏差,
[00:13:34.000 --> 00:13:36.000]  甚至違背的時候,
[00:13:36.000 --> 00:13:39.000]  請你謹記耶穌這個教導,
[00:13:39.000 --> 00:13:42.000]  耶穌這個行動告訴我們,
[00:13:42.000 --> 00:13:44.000]  祂所關心的是什麼,
[00:13:44.000 --> 00:13:46.000]  祂的價值觀是什麼,
[00:13:46.000 --> 00:13:47.000]  祂首要的是什麼,
[00:13:47.000 --> 00:13:53.000]  最後祂決定的是走遍全地去服侍,
[00:13:53.000 --> 00:13:55.000]  今天的經課以上書,
[00:13:55.000 --> 00:13:58.000]  四十章裡面這樣提到,
[00:13:58.000 --> 00:13:59.000]  我讀這個修訂版給你聽,
[00:13:59.000 --> 00:14:01.000]  二十一節裡面說,
[00:14:01.000 --> 00:14:02.000]  你們豈不知道嗎,
[00:14:02.000 --> 00:14:04.000]  豈未曾聽見嗎,
[00:14:04.000 --> 00:14:06.000]  難道沒有人從頭就告訴你們嗎,
[00:14:06.000 --> 00:14:08.000]  自從地的根基立定,
[00:14:08.000 --> 00:14:09.000]  你們都不明白嗎,
[00:14:09.000 --> 00:14:11.000]  上帝坐在這個窮農之上,
[00:14:11.000 --> 00:14:14.000]  地上的居民又好像乍猛一樣,
[00:14:14.000 --> 00:14:17.000]  祂鋪張窮倉好像萬子,
[00:14:17.000 --> 00:14:19.000]  展開諸天可以住的帳篷,
[00:14:19.000 --> 00:14:22.000]  祂使君王歸於虛無,
[00:14:22.000 --> 00:14:24.000]  使地上的審判官成為虛空,
[00:14:24.000 --> 00:14:29.000]  他們剛剛栽上缸種好,跟到缸紮在地上,
[00:14:29.000 --> 00:14:31.000]  經祂一吹就會枯乾,
[00:14:31.000 --> 00:14:34.000]  旋風將他們吹走好像睡家一樣,
[00:14:34.000 --> 00:14:35.000]  各位聖者就說,
[00:14:35.000 --> 00:14:37.000]  你們將誰和我相比呢,
[00:14:37.000 --> 00:14:39.000]  和我相等呢,
[00:14:39.000 --> 00:14:40.000]  你們要向上舉目,
[00:14:40.000 --> 00:14:43.000]  看是誰創造這些萬象,
[00:14:43.000 --> 00:14:44.000]  將他一一數出來,
[00:14:44.000 --> 00:14:45.000]  一一清籍他的名,
[00:14:45.000 --> 00:14:47.000]  以他的權能和他的大能,
[00:14:47.000 --> 00:14:49.000]  將他一個都不缺,
[00:14:49.000 --> 00:14:51.000]  阿國你們為什麼這樣說,
[00:14:51.000 --> 00:14:53.000]  以斯列你們為什麼這樣說,
[00:14:53.000 --> 00:14:55.000]  我的道路向耶和華隱藏,
[00:14:55.000 --> 00:14:57.000]  我的冤屈上帝並不查問,
[00:14:57.000 --> 00:14:59.000]  你豈不曾知道,
[00:14:59.000 --> 00:15:01.000]  你豈未曾聽見嗎,
[00:15:01.000 --> 00:15:04.000]  永在上帝耶和華創造地極的主,
[00:15:04.000 --> 00:15:07.000]  祂不疲乏也不困倦,
[00:15:07.000 --> 00:15:09.000]  祂的智慧無法測度。
[00:15:09.000 --> 00:15:14.000]  這段經文裡面不斷提到上帝的主權,
[00:15:14.000 --> 00:15:16.000]  上帝的作王,
[00:15:16.000 --> 00:15:18.000]  上帝是絕對擁有王權,
[00:15:18.000 --> 00:15:23.000]  上帝的王權超越一切的主宰,全能創造,
[00:15:23.000 --> 00:15:26.000]  人無法跟祂相比,
[00:15:26.000 --> 00:15:29.000]  沒有東西可以向祂隱藏,
[00:15:29.000 --> 00:15:30.000]  詩篇是經課,
[00:15:30.000 --> 00:15:32.000]  同樣講一樣的東西,
[00:15:32.000 --> 00:15:34.000]  147章,
[00:15:34.000 --> 00:15:36.000]  第二節讀這個版本給你聽,
[00:15:36.000 --> 00:15:39.000]  詩篇裡面講耶和華建造耶路撒冷聚集以色列人,
[00:15:39.000 --> 00:15:41.000]  被趕散的人,
[00:15:41.000 --> 00:15:45.000]  祂依好傷心的包紮他們的傷處,
[00:15:45.000 --> 00:15:47.000]  祂數點星宿的數目,
[00:15:47.000 --> 00:15:49.000]  一一清他們的名,
[00:15:49.000 --> 00:15:51.000]  我們的主本位大,
[00:15:51.000 --> 00:15:52.000]  大有能力,
[00:15:52.000 --> 00:15:54.000]  祂的智慧無法測度,
[00:15:54.000 --> 00:15:58.000]  耶和華扶持謙卑的人,
[00:15:58.000 --> 00:16:00.000]  將惡人傾服於地,
[00:16:00.000 --> 00:16:01.000]  祂用蜜雲遮天,
[00:16:01.000 --> 00:16:03.000]  為地預備雨水,
[00:16:03.000 --> 00:16:05.000]  洗草生長在地上,
[00:16:05.000 --> 00:16:08.000]  祂賜食物給走獸和提轎的小烏鴉,
[00:16:08.000 --> 00:16:10.000]  祂不喜悅馬的力大,
[00:16:10.000 --> 00:16:11.000]  不喜悅人的腿快,
[00:16:11.000 --> 00:16:13.000]  耶和華喜悅敬畏祂,
[00:16:13.000 --> 00:16:15.000]  和盼望祂慈愛的人。
[00:16:15.000 --> 00:16:18.000]  同樣詩篇經文一樣講到,
[00:16:18.000 --> 00:16:20.000]  我們的主本位大,
[00:16:20.000 --> 00:16:21.000]  大有能力,
[00:16:21.000 --> 00:16:24.000]  更重要兩段經文,
[00:16:24.000 --> 00:16:25.000]  兩段經課,
[00:16:25.000 --> 00:16:27.000]  你有沒有留意同樣有同一句字眼,
[00:16:27.000 --> 00:16:31.000]  就是祂的智慧無法測度,
[00:16:31.000 --> 00:16:35.000]  祂的智慧無法測度是一個什麼信息?
[00:16:35.000 --> 00:16:38.000]  可能我們都深信主很偉大,
[00:16:38.000 --> 00:16:39.000]  是啦,
[00:16:39.000 --> 00:16:40.000]  創造的主,
[00:16:40.000 --> 00:16:41.000]  管理的主,
[00:16:41.000 --> 00:16:42.000]  當然是偉大,
[00:16:42.000 --> 00:16:43.000]  不過在我們行為裏面,
[00:16:43.000 --> 00:16:46.000]  我們常常都可能忘記了,
[00:16:46.000 --> 00:16:50.000]  原來上帝不是我們能夠測度的上帝,
[00:16:50.000 --> 00:16:55.000]  上帝不是人能夠完全明白理解的上帝,
[00:16:55.000 --> 00:16:57.000]  我常常在節目裏輕鬆講說,
[00:16:57.000 --> 00:17:00.000]  如果我們都知道所有東西,
[00:17:00.000 --> 00:17:02.000]  如果我們可以明白聖經,
[00:17:02.000 --> 00:17:04.000]  如果我們可以理解這個宇宙的奧秘,
[00:17:04.000 --> 00:17:06.000]  你和我就是上帝,
[00:17:06.000 --> 00:17:07.000]  不需要上帝,
[00:17:07.000 --> 00:17:09.000]  我們需要拯救,
[00:17:09.000 --> 00:17:10.000]  我們需要幫助,
[00:17:10.000 --> 00:17:11.000]  是因為我們不是上帝,
[00:17:11.000 --> 00:17:13.000]  上帝是超越一切,
[00:17:13.000 --> 00:17:16.000]  上帝是我們無法完全理解,
[00:17:16.000 --> 00:17:18.000]  所以當我們面對世界的難處,
[00:17:18.000 --> 00:17:20.000]  面對我們的難處有些人不明白,
[00:17:20.000 --> 00:17:22.000]  其實是很正常的,
[00:17:22.000 --> 00:17:25.000]  人很期望明白很多的奧秘,
[00:17:25.000 --> 00:17:28.000]  譬如當人面對生老病死的時候就想明白,
[00:17:28.000 --> 00:17:29.000]  想超脫,
[00:17:29.000 --> 00:17:31.000]  是我這麼愛主,
[00:17:31.000 --> 00:17:32.000]  我這麼好,
[00:17:32.000 --> 00:17:33.000]  上帝這麼疼我,
[00:17:33.000 --> 00:17:34.000]  為什麼我會病,
[00:17:34.000 --> 00:17:36.000]  為什麼我會這麼慘呢?
[00:17:36.000 --> 00:17:38.000]  是我上帝是公義的,
[00:17:38.000 --> 00:17:40.000]  上帝是有權病我,
[00:17:40.000 --> 00:17:41.000]  為什麼世界上這麼多惡事,
[00:17:41.000 --> 00:17:43.000]  這麼多惡人仍然存在呢?
[00:17:43.000 --> 00:17:44.000]  為什麼上帝不出手呢?
[00:17:44.000 --> 00:17:46.000]  上帝是不是看不見我們呢?
[00:17:46.000 --> 00:17:48.000]  上帝是不是不理我們呢?
[00:17:48.000 --> 00:17:51.000]  上帝其實是不是上帝來的,
[00:17:51.000 --> 00:17:53.000]  人很多時候質疑上帝,
[00:17:53.000 --> 00:17:55.000]  人很多時候質疑信仰,
[00:17:55.000 --> 00:17:58.000]  是因為和我的經歷有落差,
[00:17:58.000 --> 00:18:00.000]  我期望應該是這樣的,
