
[00:00:00.000 --> 00:00:04.380]  今天是農曆新年的崇拜
[00:02:12.960 --> 00:02:15.380]  今天我們要一齊來迎春
[00:02:15.380 --> 00:02:17.640]  來接上帝祢給我們的福
[00:02:17.640 --> 00:02:19.160]  但求祢先讓我們明白
[00:02:19.160 --> 00:02:21.920]  這個福氣是何等何等的好
[00:02:21.920 --> 00:02:23.460]  我求祢幫助我們
[00:02:23.460 --> 00:02:24.440]  帶領我們
[00:02:24.440 --> 00:02:25.700]  聽我們的禱告
[00:02:25.700 --> 00:02:27.600]  奉主耶穌基督的名
[00:02:27.600 --> 00:02:29.960]  Amen
[00:02:29.960 --> 00:02:32.920]  多謝經法隊
[00:02:32.920 --> 00:02:33.540]  靈姐妹
[00:02:33.540 --> 00:02:35.920]  當我們說到福
[00:02:35.920 --> 00:02:40.720]  我相信沒有誰會說不喜歡
[00:02:40.720 --> 00:02:41.960]  特別是基督徒
[00:02:41.960 --> 00:02:44.860]  其實我們很重視福氣
[00:02:44.860 --> 00:02:46.500]  在聖經裏面
[00:02:46.500 --> 00:02:51.200]  我們看回原來說福字是超過二百次
[00:02:51.200 --> 00:02:54.240]  在聖經裏面六十六卷書裏面
[00:02:54.240 --> 00:02:56.820]  你猜有多少卷書是說過福字呢
[00:02:56.820 --> 00:02:58.740]  有五十四卷
[00:02:58.740 --> 00:03:00.300]  我們做基督徒
[00:03:00.300 --> 00:03:03.920]  經常說祝福滿滿
[00:03:03.920 --> 00:03:04.980]  福杯滿日
[00:03:04.980 --> 00:03:08.320]  所以我們不單止要福氣
[00:03:08.320 --> 00:03:12.660]  更加希望我們的福氣是多到捨
[00:03:12.660 --> 00:03:15.200]  其實福是代表甚麼呢
[00:03:15.200 --> 00:03:17.200]  為甚麼我們這麼喜歡福呢
[00:03:17.200 --> 00:03:20.900]  福其實是代表了福氣
[00:03:20.900 --> 00:03:21.560]  靈姐妹
[00:03:21.560 --> 00:03:24.000]  今年你們在家裏有否唸過福字
[00:03:24.000 --> 00:03:27.220]  有否唸過甚麼「廢春」
[00:03:27.220 --> 00:03:30.260]  我看在現場的經法隊都有
[00:03:30.260 --> 00:03:33.360]  其實你唸那些福
[00:03:33.360 --> 00:03:34.240]  那些福氣
[00:03:34.240 --> 00:03:35.040]  那些字眼
[00:03:35.040 --> 00:03:39.000]  其實某程度上代表我們希望得到的福氣
[00:03:39.000 --> 00:03:40.100]  在新的一年
[00:03:40.100 --> 00:03:43.100]  可能我們說我們希望身體健康
[00:03:43.100 --> 00:03:43.840]  抗疫成功
[00:03:43.840 --> 00:03:49.000]  這些都是我們所希望得到的福氣
[00:03:49.000 --> 00:03:50.560]  但是我想問
[00:03:50.560 --> 00:03:51.520]  你會問
[00:03:51.520 --> 00:03:53.440]  其實我們說求這些福氣
[00:03:53.440 --> 00:03:55.900]  但其實你有沒有見到一個人
[00:03:55.900 --> 00:03:56.880]  其實
[00:03:56.880 --> 00:03:57.400]  說真的
[00:03:57.400 --> 00:04:01.040]  怎樣才算是有福呢
[00:04:01.040 --> 00:04:02.920]  會不會說今年拜年
[00:04:02.920 --> 00:04:05.160]  或者透過視像甚麼都好
[00:04:05.160 --> 00:04:06.480]  會不會一見到別人
[00:04:06.480 --> 00:04:08.520]  「嘩 你發了福」
[00:04:08.520 --> 00:04:09.680]  或者說
[00:04:09.680 --> 00:04:11.920]  「你好像愈來愈福相」
[00:04:11.920 --> 00:04:14.560]  說有人點頭
[00:04:14.560 --> 00:04:16.640]  說是否因為這樣
[00:04:16.640 --> 00:04:18.200]  別人說我有福
[00:04:18.200 --> 00:04:19.400]  那我就是有福
[00:04:19.400 --> 00:04:20.440]  你喜歡別人這樣嗎
[00:04:20.440 --> 00:04:22.360]  其實大家都知道我是開玩笑的
[00:04:22.360 --> 00:04:24.200]  其實真正的福
[00:04:24.200 --> 00:04:27.800]  一個人怎樣才算是有福呢
[00:04:27.800 --> 00:04:30.400]  當我去問一些長輩的時候
[00:04:30.400 --> 00:04:31.320]  他們跟我說
[00:04:31.320 --> 00:04:34.400]  福當然是五福臨門
[00:04:34.400 --> 00:04:36.320]  我相信大家聽過五福臨門
[00:04:36.320 --> 00:04:37.440]  五福是甚麼呢
[00:04:37.440 --> 00:04:39.920]  五福包括長壽即是長命
[00:04:39.920 --> 00:04:41.920]  富貴即是有錢
[00:04:41.920 --> 00:04:43.360]  康寧
[00:04:43.360 --> 00:04:45.920]  好德即是有好的品格
[00:04:45.920 --> 00:04:47.120]  還有善終
[00:04:47.120 --> 00:04:49.280]  即是當我們人離開世上的時候
[00:04:49.280 --> 00:04:50.760]  走得舒服
[00:04:50.760 --> 00:04:52.280]  說完這五福
[00:04:52.280 --> 00:04:53.720]  可能大家都會想
[00:04:53.720 --> 00:04:56.320]  其實要享齊這五福
[00:04:56.320 --> 00:05:00.120]  其實都真的不是那麼容易
[00:05:00.120 --> 00:05:01.960]  不過其實
[00:05:01.960 --> 00:05:02.840]  自古以來
[00:05:02.840 --> 00:05:04.120]  人都是知道
[00:05:04.120 --> 00:05:09.080]  福氣都不是由自己隨手可得的
[00:05:09.080 --> 00:05:12.240]  因為當我們看看福字
[00:05:12.240 --> 00:05:14.120]  是怎樣寫的呢
[00:05:14.120 --> 00:05:16.800]  福字左手邊
[00:05:16.800 --> 00:05:18.840]  就是一個神字邊
[00:05:18.840 --> 00:05:21.320]  即是說
[00:05:21.320 --> 00:05:24.520]  福氣是從上天降下的
[00:05:24.520 --> 00:05:25.720]  右手邊是怎樣呢
[00:05:25.720 --> 00:05:28.280]  右手邊有不同的說法
[00:05:28.280 --> 00:05:30.080]  不過比較簡單直接的
[00:05:30.080 --> 00:05:32.480]  就是一口田
[00:05:32.480 --> 00:05:33.800]  當我們知道古代的人
[00:05:33.800 --> 00:05:34.960]  一口田是很重要的
[00:05:34.960 --> 00:05:36.440]  因為一口田
[00:05:36.440 --> 00:05:39.200]  有田就有出產
[00:05:39.200 --> 00:05:43.120]  有出產就會有自富
[00:05:43.120 --> 00:05:45.280]  然後我們有食
[00:05:45.280 --> 00:05:47.720]  就是一個蒙福之源
[00:05:47.720 --> 00:05:49.040]  不過其實
[00:05:49.040 --> 00:05:52.640]  在現實的生活當我們今天去活的時候
[00:05:52.640 --> 00:05:55.920]  我們會知道一口田是否足夠呢
[00:05:55.920 --> 00:05:57.040]  當我們有一口田
[00:05:57.040 --> 00:05:59.160]  我們又是想有兩口田
[00:05:59.160 --> 00:06:00.160]  有兩口田的時候
[00:06:00.160 --> 00:06:02.240]  我們又想有三口田
[00:06:02.240 --> 00:06:05.280]  所以其實我們心裏面永遠都好像
[00:06:05.280 --> 00:06:08.160]  無止境地去希望多一點
[00:06:08.160 --> 00:06:10.320]  不能夠滿足
[00:06:10.320 --> 00:06:13.920]  所以今天我們會問
[00:06:13.920 --> 00:06:16.120]  大家我們都可以思想反省一下
[00:06:16.120 --> 00:06:18.600]  其實甚麼是真正的福呢
[00:06:18.600 --> 00:06:20.440]  剛才我講我們的古人
[00:06:20.440 --> 00:06:21.520]  他都知道
[00:06:21.520 --> 00:06:23.080]  福是從上頭而來
[00:06:23.080 --> 00:06:25.280]  更加重要的就是聖經裏面怎樣講
[00:06:25.280 --> 00:06:27.000]  聖經《雅各書》一章十七節講
[00:06:27.000 --> 00:06:28.800]  各樣美善的恩賜
[00:06:28.800 --> 00:06:30.840]  和各樣傳備的賞賜
[00:06:30.840 --> 00:06:32.720]  都是從上頭來的
[00:06:32.720 --> 00:06:36.520]  從重光之父那裏降下來的
[00:06:36.520 --> 00:06:38.000]  所以這裏講得很清楚
[00:06:38.000 --> 00:06:40.160]  所有的福氣
[00:06:40.160 --> 00:06:42.840]  都是上帝賞賜下來的
[00:06:42.840 --> 00:06:45.360]  既然如果福氣是上帝賞賜下來的
[00:06:45.360 --> 00:06:46.880]  我們當然要
[00:06:46.880 --> 00:06:49.640]  希望在今天我們還原基本部
[00:06:49.640 --> 00:06:51.160]  我們回到聖經裏面
[00:06:51.160 --> 00:06:54.160]  看清楚上帝講甚麼是福氣
[00:06:54.160 --> 00:06:55.920]  我們今天就透過百福
[00:06:55.920 --> 00:07:00.160]  來看上帝所講的是甚麼人是有福
[00:07:00.160 --> 00:07:03.000]  我們一起讀今天的經文
[00:07:03.000 --> 00:07:04.680]  《馬太福音》五章
[00:07:04.680 --> 00:07:06.680]  我們由第三節開始讀
[00:07:06.680 --> 00:07:08.600]  虛心的人有福了
[00:07:08.600 --> 00:07:10.760]  因為天國是他們的
[00:07:10.760 --> 00:07:12.520]  哀動的人有福了
[00:07:12.520 --> 00:07:15.200]  因為他們必得安慰
[00:07:15.200 --> 00:07:16.720]  溫柔的人有福了
[00:07:16.720 --> 00:07:19.280]  因為他們必承受地土
[00:07:19.280 --> 00:07:21.240]  幾何無疑的人有福了
[00:07:21.240 --> 00:07:23.760]  因為他們必得飽足
[00:07:23.760 --> 00:07:25.480]  連述人的人有福了
[00:07:25.480 --> 00:07:28.160]  因為他們必蒙連述
[00:07:28.160 --> 00:07:30.200]  清心的人有福了
[00:07:30.200 --> 00:07:32.680]  因為他們必得見神
[00:07:32.680 --> 00:07:34.880]  使人和睦的人有福了
[00:07:34.880 --> 00:07:37.800]  因為他們必稱為神的兒子
[00:07:37.800 --> 00:07:40.640]  為易受迫迫的人有福了
[00:07:40.640 --> 00:07:43.560]  因為天國是他們的
[00:07:43.560 --> 00:07:45.720]  第一點我想跟大家講
[00:07:45.720 --> 00:07:47.520]  人真正甚麼是有福
[00:07:47.520 --> 00:07:50.160]  真正的福是甚麼呢
[00:07:50.160 --> 00:07:54.160]  真正的福是天國
[00:07:54.160 --> 00:07:57.400]  真正的福是天國
[00:07:57.400 --> 00:08:00.160]  很明顯當我們看八福的時候
[00:08:00.160 --> 00:08:02.400]  我們見到八福是由八個福
[00:08:02.400 --> 00:08:03.960]  來作主句
[00:08:03.960 --> 00:08:05.960]  虛心 哀動等等
[00:08:05.960 --> 00:08:08.120]  然後在每一句之下
[00:08:08.120 --> 00:08:10.520]  就列有相關的賞詞
[00:08:10.520 --> 00:08:12.720]  例如「天國是他們的」
[00:08:12.720 --> 00:08:14.840]  而這個主句和賞詞之間
[00:08:14.840 --> 00:08:17.200]  我們見到有個「因為」這個字
[00:08:17.200 --> 00:08:18.240]  作為連接詞
[00:08:18.240 --> 00:08:19.600]  意思是說
[00:08:19.600 --> 00:08:22.680]  這些福之所以是福
[00:08:22.680 --> 00:08:26.280]  是因為上帝賞賜給他們
[00:08:26.280 --> 00:08:28.800]  另一個觀察大家可能會看到
[00:08:28.800 --> 00:08:30.880]  在八福裏面的第一個福
[00:08:30.880 --> 00:08:33.520]  和第八個福
[00:08:33.520 --> 00:08:37.080]  其實賞詞是一樣的
[00:08:37.080 --> 00:08:40.160]  即是「天國是他們的」
[00:08:40.160 --> 00:08:43.200]  這個頭尾都是相同的賞詞
[00:08:43.200 --> 00:08:46.040]  就好像一個大括弧
[00:08:46.040 --> 00:08:48.920]  將八福其餘的每一個福
[00:08:48.920 --> 00:08:52.440]  都包括在這個「天國是他們的」
[00:08:52.440 --> 00:08:54.200]  這個英許裏面
[00:08:54.200 --> 00:08:56.920]  所以大家看到總結
[00:08:56.920 --> 00:08:58.680]  八福這八句
[00:08:58.680 --> 00:09:02.520]  就是說八福由天國開始
[00:09:02.520 --> 00:09:05.480]  亦都是由天國結束
[00:09:05.480 --> 00:09:08.440]  所以天國Kingdom of God
[00:09:08.440 --> 00:09:10.240]  就是八福裏面的主題
[00:09:10.240 --> 00:09:12.240]  亦都是神所要我們知道
[00:09:12.240 --> 00:09:16.880]  所有人真正賞賜給人的真正福氣是甚麼
[00:09:16.880 --> 00:09:18.880]  我們看八福這八句
[00:09:18.880 --> 00:09:20.880]  其實我們不太看到
[00:09:20.880 --> 00:09:22.680]  剛才我們說的五福
[00:09:22.680 --> 00:09:27.840]  或者我們「廢春」裏面寫的那些字
[00:09:27.840 --> 00:09:30.400]  反而這裡提出了
[00:09:30.400 --> 00:09:36.080]  我們做人生命裏面有八種特質
[00:09:36.080 --> 00:09:37.320]  這八種特質是甚麼
[00:09:37.320 --> 00:09:45.000]  虛心 哀動 溫柔 飢渴 無意 憐恤 清心 使人和睦 畏疑 受逼迫
[00:09:45.000 --> 00:09:46.480]  耶穌說得很清楚
[00:09:46.480 --> 00:09:49.840]  有這八個生命特質的人
[00:09:49.840 --> 00:09:54.720]  就是有福 就會得著天國的福氣
[00:09:54.720 --> 00:09:56.960]  這個說法其實大家都有聽過
[00:09:56.960 --> 00:09:58.320]  「聖靈的果子」
[00:09:58.320 --> 00:10:01.800]  「聖靈的果子」其實有多少樣
[00:10:01.800 --> 00:10:02.960]  九樣
[00:10:02.960 --> 00:10:07.200]  但是說的是一個果子
[00:10:07.200 --> 00:10:11.080]  我們說耶穌說天國是一個福氣
[00:10:11.080 --> 00:10:12.880]  如果要更加明白
[00:10:12.880 --> 00:10:16.360]  我們要知道耶穌在哪一個時候
[00:10:16.360 --> 00:10:19.640]  來宣講這個八福
[00:10:19.640 --> 00:10:21.400]  耶穌宣講八福的時候
[00:10:21.400 --> 00:10:23.640]  就是正值猶太人
[00:10:23.640 --> 00:10:26.080]  他的對象是猶太人
[00:10:26.080 --> 00:10:30.280]  正值猶太人處於一個非常之缺乏
[00:10:30.280 --> 00:10:34.560]  他們很沮喪 絕望的苦境
[00:10:34.560 --> 00:10:35.480]  聖經也記載
[00:10:35.480 --> 00:10:37.440]  或者我們在歷史上知道
[00:10:37.440 --> 00:10:40.280]  他們受苦了很多世代
[00:10:40.280 --> 00:10:42.680]  他們幾百年間經歷了
[00:10:42.680 --> 00:10:46.040]  歷史上記載了幾百場的戰爭
[00:10:46.040 --> 00:10:47.600]  大大小小
[00:10:47.600 --> 00:10:50.280]  那時候百姓期盼的是甚麼呢
[00:10:50.280 --> 00:10:51.720]  天國光臨
[00:10:51.720 --> 00:10:54.920]  能夠大衛的子孫再一次用公平公正
[00:10:54.920 --> 00:10:58.240]  來統治這個世界
[00:10:58.240 --> 00:11:00.320]  我們知道其實猶太人
[00:11:00.320 --> 00:11:02.960]  他們不是一些無知的人
[00:11:02.960 --> 00:11:06.000]  他們很熟悉《舊約聖經》
[00:11:06.000 --> 00:11:08.600]  他們知道他們有一位上帝
[00:11:08.600 --> 00:11:11.480]  這位上帝就是
[00:11:11.480 --> 00:11:13.120]  他們的祖宗
[00:11:13.120 --> 00:11:16.480]  阿伯拉罕以撒瓦國的神
[00:11:16.480 --> 00:11:18.240]  他們也知道這位神
[00:11:18.240 --> 00:11:20.360]  是幫助過他們的民族
[00:11:20.360 --> 00:11:21.880]  幫助過他們
[00:11:21.880 --> 00:11:26.440]  來過紅海進入迦南地的那位上帝
[00:11:26.440 --> 00:11:27.760]  他們也知道
[00:11:27.760 --> 00:11:31.000]  他們因為得罪了神
[00:11:31.000 --> 00:11:34.240]  所以神雖然讓他們立國
[00:11:34.240 --> 00:11:37.840]  但最終仍讓他們亡了國
[00:11:37.840 --> 00:11:40.640]  現在他們被羅馬人統治
[00:11:40.640 --> 00:11:42.960]  他們期盼的是甚麼呢
[00:11:42.960 --> 00:11:46.880]  他們期待的是一位
[00:11:46.880 --> 00:11:50.240]  再來很像一位大衛的君王
[00:11:50.240 --> 00:11:52.240]  這是他們所期待的
[00:11:52.240 --> 00:11:54.240]  帶領他們重新立國
[00:11:54.240 --> 00:11:57.320]  讓他們不需要做亡國奴
[00:11:57.320 --> 00:12:00.120]  但面對這一班
[00:12:00.120 --> 00:12:04.040]  有這樣的期待的人
[00:12:04.040 --> 00:12:07.760]  耶穌是怎樣回應他們呢
[00:12:07.760 --> 00:12:10.800]  耶穌用天國來回應他們
[00:12:10.800 --> 00:12:14.320]  告訴他們 他們所期待的
[00:12:14.320 --> 00:12:16.800]  他們期待的王國
[00:12:16.800 --> 00:12:20.880]  可能未必是他們期待的王國
[00:12:20.880 --> 00:12:22.440]  他們期待的王國錯了
[00:12:22.440 --> 00:12:25.160]  甚至他們期待一個政治性的王
[00:12:25.160 --> 00:12:26.640]  可能也是期待錯了
[00:12:26.640 --> 00:12:28.160]  應該是期待錯了
[00:12:28.160 --> 00:12:30.160]  他們要期待的
[00:12:30.160 --> 00:12:33.280]  不是在西元前六世紀
[00:12:33.280 --> 00:12:36.320]  被巴比倫所亡的猶太國
[00:12:36.320 --> 00:12:37.600]  他們今天
[00:12:37.600 --> 00:12:41.600]  要期待的是天國
[00:12:41.600 --> 00:12:43.600]  他們要期待的是天國
[00:12:43.600 --> 00:12:45.920]  耶穌有講白福
[00:12:45.920 --> 00:12:48.120]  就是要向人宣告
[00:12:48.120 --> 00:12:49.480]  這個天國已經來臨
[00:12:49.480 --> 00:12:50.720]  祂本身就是那位
[00:12:50.720 --> 00:12:52.720]  他們所期待的彌賽亞
[00:12:52.720 --> 00:12:54.960]  耶穌基督今天來到這個世上
[00:12:54.960 --> 00:12:57.360]  就是為了處理這個罪
[00:12:57.360 --> 00:12:58.440]  人的罪
[00:12:58.440 --> 00:12:59.320]  就是人的罪
[00:12:59.320 --> 00:13:01.720]  為這個世上帶來無盡的痛苦
[00:13:01.720 --> 00:13:02.720]  困難
[00:13:02.720 --> 00:13:04.720]  耶穌今天來到這個世上
[00:13:04.720 --> 00:13:07.600]  就是親自來處理這個罪
[00:13:07.600 --> 00:13:10.320]  所以祂叫人將目光
[00:13:10.320 --> 00:13:12.720]  來自地上一切的困難
[00:13:12.720 --> 00:13:13.480]  苦困
[00:13:13.480 --> 00:13:14.720]  地上的王國
[00:13:14.720 --> 00:13:17.560]  來主眼定睛在自己的身上
[00:13:17.560 --> 00:13:21.720]  因為祂就是神榮耀國度的彰顯
[00:13:21.720 --> 00:13:25.360]  耶穌呼召人來相信祂
[00:13:25.360 --> 00:13:26.720]  來跟隨祂
[00:13:26.720 --> 00:13:28.720]  耶穌來到這個世上
[00:13:28.720 --> 00:13:30.360]  很清楚的一個目的
[00:13:30.360 --> 00:13:31.800]  就是要向人宣告
[00:13:31.800 --> 00:13:34.800]  在這個世上很清楚的一個目的
[00:13:34.800 --> 00:13:37.920]  就是要將人帶進這個天國裏面
[00:13:37.920 --> 00:13:40.720]  成為天國的子民
[00:13:40.720 --> 00:13:42.120]  天國就是那個
[00:13:42.120 --> 00:13:45.440]  讓人的心能夠真正得到安息
[00:13:45.440 --> 00:13:50.400]  讓人的心能夠真正得到喜樂和滿足的國度
[00:13:50.400 --> 00:13:52.920]  領事們我想問今天
[00:13:52.920 --> 00:13:55.280]  你想想我們是活在一個
[00:13:55.280 --> 00:13:56.920]  哪一個國度裏面
[00:13:56.920 --> 00:13:59.960]  地上有很多的國
[00:13:59.960 --> 00:14:04.280]  今天我們活在哪一個國度裏面
[00:14:04.280 --> 00:14:06.400]  當我預備這個訊息的時候
[00:14:06.400 --> 00:14:09.360]  神都再一次提醒我
[00:14:09.360 --> 00:14:11.920]  天國子民這個身份
[00:14:11.920 --> 00:14:16.240]  原來我們是活在天國
[00:14:16.240 --> 00:14:18.080]  近日有一個很熱門的話題
[00:14:18.080 --> 00:14:20.360]  我想大家都有說
[00:14:20.360 --> 00:14:22.640]  事實上我跟弟妹傾談的就是
[00:14:22.640 --> 00:14:24.800]  喂 你有什麼打算
[00:14:24.800 --> 00:14:26.800]  你打算怎樣
[00:14:26.800 --> 00:14:31.480]  就是一個移民的話題
[00:14:31.480 --> 00:14:34.280]  天天都有聽人在說
[00:14:34.280 --> 00:14:36.720]  當我想到移民這兩個字的時候
[00:14:36.720 --> 00:14:38.520]  我忽然間心裏叮了一聲
[00:14:38.520 --> 00:14:41.280]  其實移民這件事
[00:14:41.280 --> 00:14:45.720]  已經發生在我們所有信耶穌基督的人的身上
[00:14:45.720 --> 00:14:47.080]  為什麼這樣說
[00:14:47.080 --> 00:14:51.080]  因為當我們決志相信耶穌那一天
[00:14:51.080 --> 00:14:55.240]  當我們接受耶穌基督成為我們個人救主那一天
[00:14:55.240 --> 00:14:57.400]  其實我們的身份
[00:14:57.400 --> 00:14:59.800]  已經由地上的一個人
[00:14:59.800 --> 00:15:02.400]  變成一個天國的子民
[00:15:02.400 --> 00:15:06.040]  雖然我們肉身仍然在這個地上
[00:15:06.040 --> 00:15:09.160]  但我們的心從那天開始
[00:15:09.160 --> 00:15:12.960]  已經移民到天國
[00:15:12.960 --> 00:15:17.000]  所以我們要記得我們這個天國子民的身份
[00:15:17.000 --> 00:15:18.360]  記得我們的國籍
[00:15:18.360 --> 00:15:20.880]  所以神好像很大的安慰給我
[00:15:20.880 --> 00:15:23.800]  無論我們的選擇是怎樣
[00:15:23.800 --> 00:15:25.280]  我們要記得
[00:15:25.280 --> 00:15:29.120]  今天我們已經有一個最穩陣的國籍
[00:15:29.120 --> 00:15:32.120]  就是天國
[00:15:32.120 --> 00:15:34.520]  所以弟兄姊妹進入天國
[00:15:34.520 --> 00:15:39.920]  就是神給我們真正的福氣
[00:15:39.920 --> 00:15:43.320]  現在弟兄姊妹因為疫情
[00:15:43.320 --> 00:15:45.360]  我們經常在這裡冤 無法去旅行
[00:15:45.360 --> 00:15:47.720]  這個假期原本有很多人不在
[00:15:47.720 --> 00:15:50.800]  但我們都坐在這裏
[00:15:50.800 --> 00:15:55.720]  地上的護照無法發揮功效
[00:15:55.720 --> 00:15:58.720]  我想還有一段時間要擱置一下
[00:15:58.720 --> 00:16:00.360]  但我相信這個時候
[00:16:00.360 --> 00:16:03.680]  我們要拿出我們天國的護照
[00:16:03.680 --> 00:16:04.760]  這個時候
[00:16:04.760 --> 00:16:07.120]  就是我們要拿出天國的護照
[00:16:07.120 --> 00:16:10.360]  讓它做回主國的時候
[00:16:10.360 --> 00:16:11.720]  所以弟兄姊妹
[00:16:11.720 --> 00:16:15.440]  在新的一年讓我們重新認定
[00:16:15.440 --> 00:16:18.240]  我們自己是天國子民的身份
[00:16:18.240 --> 00:16:20.160]  重新來接受這份福氣
[00:16:20.160 --> 00:16:21.520]  我們要認定的是
[00:16:21.520 --> 00:16:22.920]  今天我們的環境無論如何
[00:16:22.920 --> 00:16:24.680]  我們所相信的利塞亞
[00:16:24.680 --> 00:16:26.120]  今天已經來到了
[00:16:26.120 --> 00:16:29.160]  在地上掌權作王
[00:16:29.160 --> 00:16:30.680]  祂要我們向著生命的主
[00:16:30.680 --> 00:16:32.800]  是我們的盼望
[00:16:32.800 --> 00:16:37.080]  並且耶穌邀請我們跟祂配合
[00:16:37.080 --> 00:16:39.920]  在地上進行祂的旨意
[00:16:39.920 --> 00:16:43.000]  讓人透過我們的生命
[00:16:43.000 --> 00:16:47.120]  看到神榮耀的國度
[00:16:47.120 --> 00:16:49.360]  我想跟大家講第二點
[00:16:49.360 --> 00:16:56.800]  就是真正的福就是踏上天國的階梯
[00:16:56.800 --> 00:17:01.680]  耶穌在八福裏面說了八次
[00:17:01.680 --> 00:17:04.280]  什麼人是有福了
[00:17:04.280 --> 00:17:08.320]  提出了八個生命的特質
[00:17:08.320 --> 00:17:10.880]  祂說有用的這八個生命特質的人
[00:17:10.880 --> 00:17:12.520]  就是有福了
[00:17:12.520 --> 00:17:13.640]  不過弟兄姊妹
[00:17:13.640 --> 00:17:14.680]  憑心講
[00:17:14.680 --> 00:17:17.360]  你只是看那八福
[00:17:17.360 --> 00:17:18.760]  那八個特質
[00:17:18.760 --> 00:17:23.000]  你覺得吸不吸引呢
[00:17:23.000 --> 00:17:25.960]  大家都不知道怎樣回答
[00:17:25.960 --> 00:17:27.240]  又不可以說不吸引
[00:17:27.240 --> 00:17:30.400]  但實際上都不是太吸引
[00:17:30.400 --> 00:17:31.080]  為什麼這樣說呢
[00:17:31.080 --> 00:17:31.720]  譬如第一個福
[00:17:31.720 --> 00:17:32.720]  虛心
[00:17:32.720 --> 00:17:34.160]  虛心如果你知道
[00:17:34.160 --> 00:17:35.560]  它的解釋的時候
[00:17:35.560 --> 00:17:39.280]  虛心是解靈女貧窮
[00:17:39.280 --> 00:17:40.680]  貧窮這個字
[00:17:40.680 --> 00:17:44.160]  你不要跟我說有福了
[00:17:44.160 --> 00:17:47.560]  什麼入圍而受逼迫
[00:17:47.560 --> 00:17:48.800]  No way
[00:17:48.800 --> 00:17:50.960]  逼迫
[00:17:50.960 --> 00:17:53.280]  怎樣才算有福呢
[00:17:53.280 --> 00:17:56.200]  還有中間有什麼哀動
[00:17:56.200 --> 00:17:57.400]  溫柔
[00:17:57.400 --> 00:17:58.400]  哀動
[00:17:58.400 --> 00:17:59.560]  喊苦喊忽
