
[00:00:00.000 --> 00:00:04.500]  我們知道大部份人都不渴求權力
[00:03:15.000 --> 00:03:18.000]  誰不知在撒姆爾的第11章
[00:03:18.000 --> 00:03:23.000]  我們看聖經好像看到大衛一直向上走
[00:03:23.000 --> 00:03:24.000]  好像玩過山車一樣
[00:03:24.000 --> 00:03:26.000]  去到最高峰的時候
[00:03:26.000 --> 00:03:28.000]  是90度直插下來
[00:03:28.000 --> 00:03:29.000]  第11章
[00:03:29.000 --> 00:03:30.000]  如果從第8章看到第11章
[00:03:30.000 --> 00:03:32.000]  你的感覺就會這樣
[00:03:32.000 --> 00:03:34.000]  作者為什麼要這樣鋪排呢
[00:03:34.000 --> 00:03:35.000]  馬上要告訴你
[00:03:35.000 --> 00:03:37.000]  但我們看看第11章說什麼事
[00:03:37.000 --> 00:03:39.000]  第11章1節
[00:03:39.000 --> 00:03:40.000]  過了一年
[00:03:40.000 --> 00:03:41.000]  到了獵王出戰的時候
[00:03:41.000 --> 00:03:44.000]  大衛又差派約阿率領神僕
[00:03:44.000 --> 00:03:46.000]  以色列眾民出戰
[00:03:46.000 --> 00:03:48.000]  他們打敗了阿滿人
[00:03:48.000 --> 00:03:49.000]  圍攻拉巴
[00:03:49.000 --> 00:03:55.000]  在這一刻約阿成為了大衛的重要將領
[00:03:55.000 --> 00:03:57.000]  帶領士兵出入
[00:03:57.000 --> 00:04:02.000]  又是毫無失敗的經驗
[00:04:02.000 --> 00:04:07.000]  後來約阿成為了大衛一個很重要的功臣
[00:04:07.000 --> 00:04:08.000]  也是一個很重要的將領
[00:04:08.000 --> 00:04:14.000]  到大衛晚年約阿是造反的其中一個人
[00:04:14.000 --> 00:04:15.000]  原因是什麼呢
[00:04:15.000 --> 00:04:18.000]  因為第11章這件事是有一點伏線的
[00:04:18.000 --> 00:04:21.000]  聖經說什麼大衛營住在耶路撒冷
[00:04:21.000 --> 00:04:23.000]  即是說大衛差不多一年
[00:04:23.000 --> 00:04:26.000]  已經再沒有參與戰事
[00:04:26.000 --> 00:04:29.000]  不在戰場上打仗
[00:04:29.000 --> 00:04:30.000]  做什麼事呢
[00:04:30.000 --> 00:04:32.000]  一日太陽平西
[00:04:32.000 --> 00:04:34.000]  撒姆爾基亞第11章第1節
[00:04:34.000 --> 00:04:39.000]  大衛從床上起來在宮中平頂遊行
[00:04:39.000 --> 00:04:40.000]  需要解釋
[00:04:40.000 --> 00:04:44.000]  遊行這個字是近十年來香港人這麼敏感
[00:04:44.000 --> 00:04:48.000]  遊行這個字的意思是散步
[00:04:48.000 --> 00:04:51.000]  不是像我們說的車遊行
[00:04:51.000 --> 00:04:53.000]  用什麼事皇帝起身遊行呢
[00:04:53.000 --> 00:04:55.000]  他是散步
[00:04:55.000 --> 00:04:57.000]  你想一下大衛多安逸
[00:04:57.000 --> 00:05:01.000]  睡到自然醒
[00:05:01.000 --> 00:05:03.000]  每天都是這樣
[00:05:03.000 --> 00:05:04.000]  你想不想
[00:05:04.000 --> 00:05:05.000]  多開心
[00:05:05.000 --> 00:05:07.000]  自然醒已經多久了
[00:05:07.000 --> 00:05:08.000]  一醒了
[00:05:08.000 --> 00:05:09.000]  太陽下山
[00:05:09.000 --> 00:05:10.000]  多開心
[00:05:10.000 --> 00:05:12.000]  這樣就一天了
[00:05:12.000 --> 00:05:15.000]  這麼安逸的日子
[00:05:15.000 --> 00:05:16.000]  當日沒事做
[00:05:16.000 --> 00:05:22.000]  打完仗的大衛就上去皇宮的屋頂散步
[00:05:22.000 --> 00:05:25.000]  在屋頂散步是不是罪不是罪
[00:05:25.000 --> 00:05:28.000]  散步走著走著就看到一件事
[00:05:28.000 --> 00:05:34.000]  看見一個婦人沐浴容貌甚美
[00:05:34.000 --> 00:05:36.000]  讀到經文就開始問兩個問題
[00:05:36.000 --> 00:05:37.000]  第一
[00:05:37.000 --> 00:05:40.000]  皇帝做什麼鴿事
[00:05:40.000 --> 00:05:41.000]  第二
[00:05:41.000 --> 00:05:44.000]  這個女子為什麼洗澡不關門
[00:05:44.000 --> 00:05:47.000]  你不會說她為什麼洗澡不穿衣服
[00:05:47.000 --> 00:05:48.000]  很離譜
[00:05:48.000 --> 00:05:50.000]  每個人洗澡都不穿衣服
[00:05:50.000 --> 00:05:52.000]  為什麼不關門
[00:05:52.000 --> 00:05:54.000]  回到那個時代理解一下
[00:05:54.000 --> 00:05:58.000]  大衛的皇宮是高人一等的
[00:05:58.000 --> 00:06:00.000]  高過平民老百姓的屋
[00:06:00.000 --> 00:06:03.000]  所以他在屋頂散步
[00:06:03.000 --> 00:06:06.000]  去見盡平民老百姓的生活
[00:06:06.000 --> 00:06:08.000]  有人在煮飯
[00:06:08.000 --> 00:06:09.000]  有人在打仔
[00:06:09.000 --> 00:06:12.000]  有人和老公吵架
[00:06:12.000 --> 00:06:14.000]  他們見盡了
[00:06:14.000 --> 00:06:16.000]  但聖經沒有說這麼多
[00:06:16.000 --> 00:06:18.000]  只是說他見到一個女人洗澡
[00:06:18.000 --> 00:06:19.000]  是不是只有一個女人洗澡
[00:06:19.000 --> 00:06:20.000]  當然不是
[00:06:20.000 --> 00:06:22.000]  但那個女人洗澡吸引了他
[00:06:22.000 --> 00:06:24.000]  他看著她
[00:06:24.000 --> 00:06:27.000]  這個女人洗澡為什麼不關門這麼離譜
[00:06:27.000 --> 00:06:29.000]  你在家裡洗澡會不會不關門
[00:06:29.000 --> 00:06:30.000]  除非只有一個人
[00:06:30.000 --> 00:06:31.000]  一定會關門
[00:06:31.000 --> 00:06:33.000]  如果不關門有人撞進來
[00:06:33.000 --> 00:06:34.000]  你不會說是監視
[00:06:34.000 --> 00:06:36.000]  你不會這樣說
[00:06:36.000 --> 00:06:39.000]  但當時大衛時代的人根本沒有門
[00:06:39.000 --> 00:06:40.000]  對不起
[00:06:40.000 --> 00:06:41.000]  第二
[00:06:41.000 --> 00:06:42.000]  這個女子洗澡
[00:06:42.000 --> 00:06:43.000]  斷股沒有人看到
[00:06:43.000 --> 00:06:48.000]  因為大家如果是同一個水平線
[00:06:48.000 --> 00:06:50.000]  就見不到
[00:06:50.000 --> 00:06:52.000]  只是大衛王
[00:06:52.000 --> 00:06:55.000]  因為他的王宮比他高的水平線
[00:06:55.000 --> 00:06:57.000]  就能看到他洗澡
[00:06:57.000 --> 00:06:59.000]  大衛在屋頂散步
[00:06:59.000 --> 00:07:01.000]  看到一個女人洗澡
[00:07:01.000 --> 00:07:03.000]  不是罪
[00:07:03.000 --> 00:07:05.000]  一個女人洗澡不穿衣服
[00:07:05.000 --> 00:07:06.000]  也不是罪
[00:07:06.000 --> 00:07:08.000]  起碼這裡也不是罪
[00:07:08.000 --> 00:07:09.000]  但聖經說
[00:07:09.000 --> 00:07:11.000]  大衛就差人去將婦人接來
[00:07:11.000 --> 00:07:13.000]  那時她的月經才得潔淨
[00:07:13.000 --> 00:07:14.000]  她來了
[00:07:14.000 --> 00:07:15.000]  大衛與她同房
[00:07:15.000 --> 00:07:17.000]  她就回家去了
[00:07:17.000 --> 00:07:20.000]  聖經沒有多餘的字
[00:07:20.000 --> 00:07:23.000]  你覺得奇怪
[00:07:23.000 --> 00:07:25.000]  大衛接了一個女人來
[00:07:25.000 --> 00:07:27.000]  月經得著潔淨
[00:07:27.000 --> 00:07:29.000]  上來讀經
[00:07:29.000 --> 00:07:31.000]  突然讀了兩個字
[00:07:31.000 --> 00:07:32.000]  不想讀出來
[00:07:32.000 --> 00:07:34.000]  聖經為什麼要說這些
[00:07:34.000 --> 00:07:35.000]  做什麼事
[00:07:35.000 --> 00:07:37.000]  聖經沒有多餘的字
[00:07:37.000 --> 00:07:38.000]  說這個有原因
[00:07:38.000 --> 00:07:40.000]  一會兒解釋給你聽
[00:07:40.000 --> 00:07:42.000]  但這裡你又問一個問題
[00:07:42.000 --> 00:07:44.000]  做什麼
[00:07:44.000 --> 00:07:47.000]  這個女人被皇帝接了
[00:07:47.000 --> 00:07:50.000]  接著皇帝要和她上床
[00:07:50.000 --> 00:07:53.000]  她為保貞操應該自盡
[00:07:53.000 --> 00:07:55.000]  我們中國人
[00:07:55.000 --> 00:07:56.000]  應該自盡
[00:07:56.000 --> 00:07:57.000]  有沒有搞錯
[00:07:57.000 --> 00:07:59.000]  和皇帝上床
[00:07:59.000 --> 00:08:01.000]  不要忘記
[00:08:01.000 --> 00:08:03.000]  這本經文
[00:08:03.000 --> 00:08:05.000]  所說的話是很實在的
[00:08:05.000 --> 00:08:06.000]  在中國歷史裡面
[00:08:06.000 --> 00:08:08.000]  不是每個女人
[00:08:08.000 --> 00:08:09.000]  已婚的女人
[00:08:09.000 --> 00:08:10.000]  皇帝要逼她上床
[00:08:10.000 --> 00:08:11.000]  都自盡
[00:08:11.000 --> 00:08:12.000]  不是的
[00:08:12.000 --> 00:08:14.000]  你能夠做到
[00:08:14.000 --> 00:08:15.000]  你未必做到
[00:08:15.000 --> 00:08:16.000]  皇帝來的
[00:08:16.000 --> 00:08:17.000]  第二
[00:08:17.000 --> 00:08:19.000]  經文沒有形容
[00:08:19.000 --> 00:08:21.000]  我們給大家一點背景
[00:08:21.000 --> 00:08:22.000]  加鹽加醋
[00:08:22.000 --> 00:08:23.000]  給大家了解一下
[00:08:23.000 --> 00:08:25.000]  了解一下這個女人
[00:08:25.000 --> 00:08:27.000]  拔事包的老公是誰
[00:08:27.000 --> 00:08:28.000]  叫烏尼亞
[00:08:28.000 --> 00:08:30.000]  烏尼亞是什麼人
[00:08:30.000 --> 00:08:32.000]  如果根據以後經文記載
[00:08:32.000 --> 00:08:33.000]  烏尼亞的性格
[00:08:33.000 --> 00:08:35.000]  是非常戇直的
[00:08:35.000 --> 00:08:37.000]  戇直的男人有什麼好處
[00:08:37.000 --> 00:08:39.000]  就是夠戇直
[00:08:39.000 --> 00:08:41.000]  壞處是什麼
[00:08:41.000 --> 00:08:43.000]  沒有情趣
[00:08:43.000 --> 00:08:45.000]  如果你嫁了老公
[00:08:45.000 --> 00:08:46.000]  是很戇直的
[00:08:46.000 --> 00:08:48.000]  有一句說一句
[00:08:48.000 --> 00:08:50.000]  看東西很牛的
[00:08:50.000 --> 00:08:52.000]  只看前面
[00:08:52.000 --> 00:08:53.000]  這些人呢
[00:08:53.000 --> 00:08:55.000]  就沒有什麼情趣
[00:08:55.000 --> 00:08:59.000]  拔事包不是自由戀愛結婚的
[00:08:59.000 --> 00:09:02.000]  被父母許配了
[00:09:02.000 --> 00:09:03.000]  給一個人
[00:09:03.000 --> 00:09:05.000]  這個人完全沒有情趣
[00:09:05.000 --> 00:09:07.000]  誰知道來到見大衛
[00:09:07.000 --> 00:09:08.000]  你想像一下
[00:09:08.000 --> 00:09:09.000]  經文沒有說
[00:09:09.000 --> 00:09:11.000]  想像一下
[00:09:11.000 --> 00:09:12.000]  大衛不會那麼狼狽
[00:09:12.000 --> 00:09:14.000]  一來到就馬上把他帶上床
[00:09:14.000 --> 00:09:16.000]  大衛是一個什麼人
[00:09:16.000 --> 00:09:18.000]  皇帝
[00:09:18.000 --> 00:09:20.000]  容貌俊美
[00:09:20.000 --> 00:09:21.000]  會作詩
[00:09:21.000 --> 00:09:22.000]  會彈琴
[00:09:22.000 --> 00:09:24.000]  能文能武
[00:09:24.000 --> 00:09:26.000]  你想想
[00:09:26.000 --> 00:09:28.000]  所有女人都躺下了
[00:09:28.000 --> 00:09:30.000]  來到和你喝兩杯
[00:09:30.000 --> 00:09:31.000]  吃吃東西
[00:09:31.000 --> 00:09:33.000]  賞賞月
[00:09:33.000 --> 00:09:35.000]  然後作首詩給你
[00:09:35.000 --> 00:09:36.000]  讚美你
[00:09:36.000 --> 00:09:38.000]  然後就和你上床了
[00:09:38.000 --> 00:09:40.000]  真的很大件事
[00:09:40.000 --> 00:09:42.000]  我不是說拔事包對
[00:09:42.000 --> 00:09:44.000]  我是說背景給你聽
[00:09:44.000 --> 00:09:45.000]  你會了解多一點
[00:09:45.000 --> 00:09:47.000]  不是想像的那麼簡單
[00:09:47.000 --> 00:09:48.000]  兩隻不是狗
[00:09:48.000 --> 00:09:50.000]  一來就上床
[00:09:50.000 --> 00:09:52.000]  當然有些情趣
[00:09:52.000 --> 00:09:54.000]  也都試探了
[00:09:54.000 --> 00:09:56.000]  問了這個女人
[00:09:56.000 --> 00:09:58.000]  月經剛剛結晶
[00:09:58.000 --> 00:10:00.000]  這次沒有死
[00:10:00.000 --> 00:10:01.000]  為什麼
[00:10:01.000 --> 00:10:04.000]  如果結了婚就明白了
[00:10:04.000 --> 00:10:05.000]  在舊約裡面
[00:10:05.000 --> 00:10:06.000]  沒有任何避孕方法
[00:10:06.000 --> 00:10:07.000]  只有一個
[00:10:07.000 --> 00:10:09.000]  安全的避孕方法
[00:10:09.000 --> 00:10:11.000]  就是計算安全期
[00:10:11.000 --> 00:10:13.000]  月經剛剛結晶就最安全了
[00:10:13.000 --> 00:10:16.000]  不應該生小孩的
[00:10:16.000 --> 00:10:18.000]  都生了
[00:10:18.000 --> 00:10:20.000]  那個才要命
[00:10:20.000 --> 00:10:23.000]  在沒有可能的情況下
[00:10:23.000 --> 00:10:25.000]  變成有可能
[00:10:25.000 --> 00:10:27.000]  於是她懷了孕
[00:10:27.000 --> 00:10:29.000]  打發人去告訴大衛書
[00:10:29.000 --> 00:10:30.000]  我懷了孕
[00:10:30.000 --> 00:10:31.000]  真是大件事
[00:10:31.000 --> 00:10:32.000]  大衛書聽到程天兵
[00:10:32.000 --> 00:10:34.000]  有什麼可能
[00:10:34.000 --> 00:10:35.000]  沒可能就變成可能
[00:10:35.000 --> 00:10:37.000]  你記住在舊約裡面
[00:10:37.000 --> 00:10:39.000]  只要懷孕起碼兩個月後
[00:10:39.000 --> 00:10:40.000]  兩個月後起碼
[00:10:40.000 --> 00:10:41.000]  甚至三個月
[00:10:41.000 --> 00:10:42.000]  大衛想辦法
[00:10:42.000 --> 00:10:44.000]  在那裡怎麼辦
[00:10:44.000 --> 00:10:46.000]  這個婦人有老公
[00:10:46.000 --> 00:10:49.000]  我由皇帝怎樣娶她過門
[00:10:49.000 --> 00:10:50.000]  娶不到
[00:10:50.000 --> 00:10:52.000]  所以想到一條絕訣
[00:10:52.000 --> 00:10:54.000]  就是
[00:10:54.000 --> 00:10:57.000]  傳召拔士班的老公
[00:10:57.000 --> 00:10:59.000]  在前線打印象的烏尼亞
[00:10:59.000 --> 00:11:01.000]  回來皇宮
[00:11:01.000 --> 00:11:02.000]  然後慰問兩句
[00:11:02.000 --> 00:11:04.000]  請她喝酒
[00:11:04.000 --> 00:11:05.000]  喝完酒就跟她說
[00:11:05.000 --> 00:11:07.000]  回家吧
[00:11:07.000 --> 00:11:08.000]  想著這個人會回家
[00:11:08.000 --> 00:11:10.000]  就跟他老婆上床之後
[00:11:10.000 --> 00:11:11.000]  生了個嬰兒
[00:11:11.000 --> 00:11:14.000]  就等他吃了死貓
[00:11:14.000 --> 00:11:16.000]  因為生出來不像自己不要緊
[00:11:16.000 --> 00:11:17.000]  為什麼這麼像大衛王
[00:11:17.000 --> 00:11:20.000]  那就好了
[00:11:20.000 --> 00:11:22.000]  前世收不到
[00:11:22.000 --> 00:11:25.000]  生個兒子像皇帝
[00:11:25.000 --> 00:11:27.000]  當時沒有DNA驗
[00:11:27.000 --> 00:11:29.000]  所以大衛想了一條絕訣
[00:11:29.000 --> 00:11:31.000]  希望誣陷這個人吃了死貓
[00:11:31.000 --> 00:11:34.000]  這個人很戇直
[00:11:34.000 --> 00:11:36.000]  戇直到你都不知道怎樣對待他
[00:11:36.000 --> 00:11:38.000]  他出了皇宮之後
[00:11:38.000 --> 00:11:40.000]  在門口睡
[00:11:40.000 --> 00:11:41.000]  大衛醒了之後
[00:11:41.000 --> 00:11:42.000]  看到他睡在門口
[00:11:42.000 --> 00:11:43.000]  很驚訝
[00:11:43.000 --> 00:11:45.000]  為什麼不回家睡
[00:11:45.000 --> 00:11:47.000]  皇上有所不知
[00:11:47.000 --> 00:11:48.000]  若貴還在前線打印象
[00:11:48.000 --> 00:11:50.000]  我怎樣能夠回家呢
[00:11:50.000 --> 00:11:52.000]  大衛不知道殺他還是罵他
[00:11:52.000 --> 00:11:54.000]  還是讚他
[00:11:54.000 --> 00:11:56.000]  大衛寫了一封信
[00:11:56.000 --> 00:11:57.000]  密函來的
[00:11:57.000 --> 00:11:59.000]  叫烏尼亞帶去前線
[00:11:59.000 --> 00:12:03.000]  給大將軍約阿
[00:12:03.000 --> 00:12:05.000]  烏尼亞斷股
[00:12:05.000 --> 00:12:07.000]  都不知道這封密函
[00:12:07.000 --> 00:12:09.000]  原來是用來殺他
[00:12:09.000 --> 00:12:10.000]  約阿打開密函一看
[00:12:10.000 --> 00:12:12.000]  原來皇帝教他一件事
[00:12:12.000 --> 00:12:15.000]  幫我搞定這個烏尼亞
[00:12:15.000 --> 00:12:17.000]  但是要乾淨
[00:12:17.000 --> 00:12:23.000]  要設計到對方敵軍殺死他
[00:12:23.000 --> 00:12:25.000]  約阿就照做
[00:12:25.000 --> 00:12:27.000]  這件事很明顯地
[00:12:27.000 --> 00:12:29.000]  我們大衛一錯再錯
[00:12:29.000 --> 00:12:31.000]  錯第一
[00:12:31.000 --> 00:12:34.000]  和這個拔士巴有性關係
[00:12:34.000 --> 00:12:36.000]  錯第二要掩飾
[00:12:36.000 --> 00:12:40.000]  錯第三設計謀殺
[00:12:40.000 --> 00:12:41.000]  人是這樣的
[00:12:41.000 --> 00:12:43.000]  弟兄姊妹
[00:12:43.000 --> 00:12:45.000]  當我們說了一個謊話之後
[00:12:45.000 --> 00:12:47.000]  被人拆穿
[00:12:47.000 --> 00:12:48.000]  我們會說第二個謊話
[00:12:48.000 --> 00:12:50.000]  去掩蓋第二個謊話
[00:12:50.000 --> 00:12:51.000]  第二個謊話被人拆穿
[00:12:51.000 --> 00:12:52.000]  我們會說第三個謊話
[00:12:52.000 --> 00:12:54.000]  去掩蓋前面那兩個謊話
[00:12:54.000 --> 00:12:55.000]  我不需要解釋
[00:12:55.000 --> 00:12:58.000]  香港經驗很多
[00:12:58.000 --> 00:13:00.000]  但是不要忘記
[00:13:00.000 --> 00:13:03.000]  我今天不是從政治角度去說
[00:13:03.000 --> 00:13:05.000]  我從信仰角度去說
[00:13:05.000 --> 00:13:07.000]  我不是從政治角度去說
[00:13:07.000 --> 00:13:09.000]  我從信仰角度去說
[00:13:09.000 --> 00:13:12.000]  有誰不是這樣
[00:13:12.000 --> 00:13:13.000]  你問你隔壁那個人
[00:13:13.000 --> 00:13:14.000]  他不需要回答你
[00:13:14.000 --> 00:13:15.000]  你問他就可以了
[00:13:15.000 --> 00:13:16.000]  不會需要回答你
[00:13:16.000 --> 00:13:17.000]  你問他
[00:13:17.000 --> 00:13:22.000]  你說過謊話沒有
[00:13:22.000 --> 00:13:24.000]  所有人都是這樣的
[00:13:24.000 --> 00:13:26.000]  你說謊話之後被人拆穿
[00:13:26.000 --> 00:13:27.000]  要不就承認
[00:13:27.000 --> 00:13:30.000]  要不就說第二個謊話去掩蓋
[00:13:30.000 --> 00:13:32.000]  所有人都是這樣的
[00:13:32.000 --> 00:13:36.000]  所以他都是在做很正常的事
[00:13:36.000 --> 00:13:38.000]  你說他大話精
[00:13:38.000 --> 00:13:40.000]  我們每個人都是這樣
[00:13:40.000 --> 00:13:42.000]  我再重申
[00:13:42.000 --> 00:13:43.000]  我是在說信仰
[00:13:43.000 --> 00:13:45.000]  我不是在說政治
[00:13:45.000 --> 00:13:48.000]  我們人性就是這樣
[00:13:48.000 --> 00:13:49.000]  罪性就是這樣
[00:13:49.000 --> 00:13:52.000]  大衛一錯再錯
[00:13:52.000 --> 00:13:57.000]  拿丹先知奉命來跟大衛說話
[00:13:57.000 --> 00:13:59.000]  拿丹是一個什麼先知呢
[00:13:59.000 --> 00:14:01.000]  我上次已經說了
[00:14:01.000 --> 00:14:05.000]  是一個什麼都要peace老闆的先知
[00:14:05.000 --> 00:14:08.000]  他沒有什麼先知特質
[00:14:08.000 --> 00:14:10.000]  這次大件事
[00:14:10.000 --> 00:14:11.000]  上帝跟他說
[00:14:11.000 --> 00:14:13.000]  你明天跟你老闆說
[00:14:13.000 --> 00:14:14.000]  他是一個皇帝
[00:14:14.000 --> 00:14:16.000]  他犯了錯
[00:14:16.000 --> 00:14:21.000]  行了我眼中看為惡的事
[00:14:21.000 --> 00:14:22.000]  丹心姐妹
[00:14:22.000 --> 00:14:26.000]  你想想
[00:14:26.000 --> 00:14:28.000]  如果明天你回去跟你老闆說
[00:14:28.000 --> 00:14:30.000]  老闆你錯了
[00:14:30.000 --> 00:14:33.000]  你猜會怎麼樣
[00:14:33.000 --> 00:14:36.000]  不解僱都說了
[00:14:36.000 --> 00:14:38.000]  這麼簡單
[00:14:38.000 --> 00:14:40.000]  所以網上的人
[00:14:40.000 --> 00:14:42.000]  沒有大沒小
[00:14:42.000 --> 00:14:43.000]  牧師是怎樣
[00:14:43.000 --> 00:14:44.000]  錯就要罵
[00:14:44.000 --> 00:14:45.000]  你說什麼
[00:14:45.000 --> 00:14:48.000]  連一個人普通的尊重你都沒有
[00:14:48.000 --> 00:14:49.000]  不尊重人的人
[00:14:49.000 --> 00:14:51.000]  我覺得沒有資格罵人
[00:14:51.000 --> 00:14:52.000]  很簡單
[00:14:52.000 --> 00:14:53.000]  你不尊重人
[00:14:53.000 --> 00:14:56.000]  我也不需要尊重你
[00:14:56.000 --> 00:14:59.000]  在網上這麼不尊重人的人
[00:14:59.000 --> 00:15:01.000]  是不需要值得尊重
[00:15:01.000 --> 00:15:06.000]  因為你都不知道什麼叫人
[00:15:06.000 --> 00:15:08.000]  什麼叫牧師錯就要罵
[00:15:08.000 --> 00:15:11.000]  你又不回去罵你老婆
[00:15:11.000 --> 00:15:12.000]  你老婆做錯你敢不敢罵她
[00:15:12.000 --> 00:15:13.000]  就不敢
[00:15:13.000 --> 00:15:15.000]  現在網上最惡的那些人
[00:15:15.000 --> 00:15:16.000]  你叫他回去罵你老婆
[00:15:16.000 --> 00:15:19.000]  你老婆做錯了他不敢罵
[00:15:19.000 --> 00:15:20.000]  你連老婆都不敢罵
[00:15:20.000 --> 00:15:22.000]  你出來罵什麼人
[00:15:22.000 --> 00:15:23.000]  為什麼
[00:15:23.000 --> 00:15:24.000]  大兄你都知道
[00:15:24.000 --> 00:15:25.000]  你老婆做錯了
[00:15:25.000 --> 00:15:26.000]  你去罵你老婆
[00:15:26.000 --> 00:15:27.000]  你說你錯了
