
[00:00:00.000 --> 00:00:05.720]  另一段就是耶穌對那些信祂的猶太人來講的說話
[00:04:19.600 --> 00:04:23.680]  即是一生人裏面,如果你在找到真理之後
[00:04:23.680 --> 00:04:25.880]  你就可以死而無憾了
[00:04:25.880 --> 00:04:29.120]  所以真理是很重要的
[00:04:29.120 --> 00:04:33.840]  匈牙利的詩人,這個肥多飛
[00:04:33.840 --> 00:04:37.200]  他只有二十六歲,他一八二三年出生
[00:04:37.200 --> 00:04:40.480]  就一八四九年離開世界
[00:04:40.480 --> 00:04:46.240]  他有一句詩影響很大的,很流行的
[00:04:46.240 --> 00:04:52.080]  叫做:生命誠可貴,愛情價更高
[00:04:52.080 --> 00:04:55.680]  若為自由固,兩者皆可拋
[00:04:55.680 --> 00:04:58.680]  聽過嗎?很出名的一句
[00:04:58.680 --> 00:05:04.160]  特別是在二十世紀初期
[00:05:04.160 --> 00:05:08.600]  一種擺脫帝制、政治的束縛
[00:05:08.600 --> 00:05:13.320]  那種追求自由,這一首可以說是一首金詩
[00:05:13.320 --> 00:05:16.160]  生命誠可貴,愛情價更高
[00:05:16.160 --> 00:05:19.640]  若為自由固,兩者皆可拋
[00:05:19.640 --> 00:05:21.320]  自由你說是多重要呢?
[00:05:21.320 --> 00:05:24.280]  我相信大家都會同意
[00:05:24.280 --> 00:05:30.760]  真理和自由兩樣都可以說是無比重要的
[00:05:30.760 --> 00:05:34.840]  重要的東西不一定是難得的
[00:05:34.840 --> 00:05:37.040]  不一定罕有的
[00:05:37.040 --> 00:05:43.120]  不一定很遙遠的
[00:05:43.120 --> 00:05:47.120]  譬如食物
[00:05:47.120 --> 00:05:50.440]  食物很重要,天天都要有
[00:05:50.440 --> 00:05:54.280]  食物也不難得,一會兒走出去就有得吃了
[00:05:54.280 --> 00:05:56.240]  沒了它就不行
[00:05:56.240 --> 00:06:00.400]  但這些東西比食物更加重要的就是水
[00:06:00.400 --> 00:06:03.280]  因為你沒了食物都可以捱一頭半個月
[00:06:03.280 --> 00:06:04.640]  或者久一點都可以
[00:06:04.640 --> 00:06:07.160]  沒了水幾天就不行了
[00:06:07.160 --> 00:06:10.440]  水也不缺乏,一般來說我們都會有水
[00:06:10.440 --> 00:06:12.280]  拿了水後就有了
[00:06:12.280 --> 00:06:15.920]  一樣更加重要的就是空氣
[00:06:15.920 --> 00:06:17.640]  沒了它一會兒都不行
[00:06:17.640 --> 00:06:20.760]  那麼這些重要的東西是不是很難得呢?
[00:06:20.760 --> 00:06:23.320]  其實都不難得的
[00:06:23.320 --> 00:06:26.080]  所以我們不要將重要的東西
[00:06:26.080 --> 00:06:31.800]  看成為一種很罕有的、很難得的、很遙不可及的
[00:06:31.800 --> 00:06:35.360]  真理和自由都是很重要的
[00:06:35.360 --> 00:06:39.200]  那是不是很罕有的呢?
[00:06:39.200 --> 00:06:41.120]  很難得的呢?
[00:06:41.120 --> 00:06:42.880]  很遙不可及的呢?
[00:06:42.880 --> 00:06:46.040]  還是其實就是在我們身邊
[00:06:46.040 --> 00:06:49.960]  我們都可以把握、我們都可以擁有的呢?
[00:06:49.960 --> 00:06:53.120]  這個是我們需要說的
[00:06:53.120 --> 00:06:55.720]  如果我們是應該擁有
[00:06:55.720 --> 00:06:56.840]  而且是可以擁有
[00:06:56.840 --> 00:06:59.120]  但我們並沒有擁有的話
[00:06:59.120 --> 00:07:01.760]  其實這個是一個很大的問題
[00:07:01.760 --> 00:07:06.680]  或者很大的一個缺失
[00:07:06.680 --> 00:07:09.680]  我信主之前,我很小的時候就信主了
[00:07:09.680 --> 00:07:12.400]  十幾歲,若莫二十歲就信主了
[00:07:12.400 --> 00:07:15.920]  所以在那段時間
[00:07:15.920 --> 00:07:23.600]  我認為真理就是邏輯
[00:07:23.600 --> 00:07:26.200]  又不是因為我姓羅
[00:07:26.200 --> 00:07:28.760]  因為我都很喜歡邏輯的
[00:07:28.760 --> 00:07:30.960]  就是推理
[00:07:30.960 --> 00:07:33.280]  合理的東西就是對的
[00:07:33.280 --> 00:07:36.200]  甚至演化成為一件事就是說
[00:07:36.200 --> 00:07:38.600]  你講贏那個就是對的
[00:07:38.600 --> 00:07:40.800]  不知道大家年輕的時候會不會這樣
[00:07:40.800 --> 00:07:42.920]  就是你跟我說
[00:07:42.920 --> 00:07:45.600]  如果我講贏,就是我對
[00:07:45.600 --> 00:07:47.680]  我講輸,就是你對
[00:07:47.680 --> 00:07:52.160]  所以講贏那個就是對的
[00:07:52.160 --> 00:07:54.360]  但是慢慢我就覺得
[00:07:54.360 --> 00:07:57.640]  這個好像有些不是那麼成立
[00:07:57.640 --> 00:07:59.960]  因為我即使今天講贏
[00:07:59.960 --> 00:08:01.240]  我可能明天又會講輸
[00:08:01.240 --> 00:08:02.600]  或者我今天講贏了的
[00:08:02.600 --> 00:08:05.840]  我明天我自己又推翻自己
[00:08:05.840 --> 00:08:07.640]  或者我聽到別人講贏了
[00:08:07.640 --> 00:08:09.600]  他遲些他又推翻他自己
[00:08:09.600 --> 00:08:14.960]  所以又好像不是講贏就等於是真理
[00:08:14.960 --> 00:08:18.520]  那個時候有一個這麼簡單的思維就是
[00:08:18.520 --> 00:08:22.200]  贏那個就是對的
[00:08:22.200 --> 00:08:26.520]  信主之後,聖經就是真理
[00:08:26.520 --> 00:08:27.600]  轉移了
[00:08:27.600 --> 00:08:29.560]  聖經講的就是真理
[00:08:29.560 --> 00:08:31.000]  其實那時候不太明白
[00:08:31.000 --> 00:08:32.400]  什麼叫做聖經講的
[00:08:32.400 --> 00:08:33.800]  聖經那麼大本
[00:08:33.800 --> 00:08:34.640]  它講什麼呢?
[00:08:34.640 --> 00:08:36.000]  它怎麼講呢?
[00:08:36.000 --> 00:08:38.680]  到唸神學的時候
[00:08:38.680 --> 00:08:46.400]  老師就說我們不能夠這樣講聖經講的就是真理
[00:08:46.400 --> 00:08:48.720]  因為聖經是不講話的
[00:08:48.720 --> 00:08:51.360]  我聽到很愕然
[00:08:51.360 --> 00:08:53.600]  為什麼聖經不講話的?
[00:08:53.600 --> 00:08:54.560]  聖經不講話的
[00:08:54.560 --> 00:08:55.400]  聖經在那裡
[00:08:55.400 --> 00:08:57.600]  是我們去讀它
[00:08:57.600 --> 00:08:59.160]  我們去閱讀它
[00:08:59.160 --> 00:09:02.280]  然後我們去嘗試去明白它
[00:09:02.280 --> 00:09:07.240]  然後我們將我們認為我們自己明白的東西講出來
[00:09:07.240 --> 00:09:09.840]  所以你不要說聖經這樣講
[00:09:09.840 --> 00:09:11.480]  你是要說
[00:09:11.480 --> 00:09:13.520]  我看到聖經
[00:09:13.520 --> 00:09:17.840]  我認為聖經是這樣的意思
[00:09:17.840 --> 00:09:20.120]  你要調整一下
[00:09:20.120 --> 00:09:23.760]  這樣你就有了一些彈性了
[00:09:23.760 --> 00:09:24.960]  你有些修改的空間
[00:09:24.960 --> 00:09:25.840]  因為你是有限
[00:09:25.840 --> 00:09:26.960]  聖經是對的
[00:09:26.960 --> 00:09:30.120]  但是因為你有限制
[00:09:30.120 --> 00:09:32.080]  所以你去閱讀聖經
[00:09:32.080 --> 00:09:33.960]  你解釋聖經的時候
[00:09:33.960 --> 00:09:36.000]  你未必是百分之百準確的
[00:09:36.000 --> 00:09:38.640]  或者是你全部都解釋了
[00:09:38.640 --> 00:09:44.800]  那就開闊了我對聖經的一個看法
[00:09:44.800 --> 00:09:46.520]  我們仍然都要講的
[00:09:46.520 --> 00:09:48.200]  譬如我們說這件事是對的
[00:09:48.200 --> 00:09:50.440]  我們要教小朋友
[00:09:50.440 --> 00:09:51.520]  我們都要教他
[00:09:51.520 --> 00:09:54.320]  但是我們會留有一個空間
[00:09:54.320 --> 00:09:55.640]  會修正
[00:09:55.640 --> 00:09:57.120]  會慢慢去完善
[00:09:57.120 --> 00:10:02.400]  那就有一個進步的可能
[00:10:02.400 --> 00:10:05.000]  所以什麼是真理呢?
[00:10:05.000 --> 00:10:09.760]  這個一直都是我去思考的
[00:10:09.760 --> 00:10:13.040]  那個時候我又認為
[00:10:13.040 --> 00:10:15.720]  什麼是自由呢?
[00:10:15.720 --> 00:10:18.800]  自由就是想做就去做
[00:10:18.800 --> 00:10:20.400]  我們在八十年代成長
[00:10:20.400 --> 00:10:22.080]  七十年代到八十年代
[00:10:22.080 --> 00:10:29.040]  那時候娛樂是一個很興起的行業
[00:10:29.040 --> 00:10:35.560]  電視是我們拿來送飯的
[00:10:35.560 --> 00:10:39.280]  那時候個個都是電視撈飯
[00:10:39.280 --> 00:10:40.320]  鼓吹的是什麼呢?
[00:10:40.320 --> 00:10:41.600]  鼓吹的是娛樂
[00:10:41.600 --> 00:10:45.280]  所以演藝圈就變成娛樂圈了
[00:10:45.280 --> 00:10:46.440]  強調什麼呢?
[00:10:46.440 --> 00:10:49.440]  就是想做就去做
[00:10:49.440 --> 00:10:51.440]  最重要是開心
[00:10:51.440 --> 00:10:54.640]  所以自由就是沒有約束
[00:10:54.640 --> 00:10:56.600]  我們喜歡怎樣就怎樣
[00:10:56.600 --> 00:10:58.480]  想怎樣就怎樣
[00:10:58.480 --> 00:11:01.240]  但是信了之後
[00:11:01.240 --> 00:11:04.320]  就被教導我們要信服
[00:11:04.320 --> 00:11:06.240]  我們要按聖經去做
[00:11:06.240 --> 00:11:08.080]  又要有品行
[00:11:08.080 --> 00:11:11.000]  又要為人設想
[00:11:11.000 --> 00:11:12.600]  那就是聖經的教導
[00:11:12.600 --> 00:11:16.520]  就和自由背道而馳
[00:11:16.520 --> 00:11:19.040]  很多規矩的
[00:11:19.040 --> 00:11:20.520]  很多人不肯回教會
[00:11:20.520 --> 00:11:21.680]  其中一個顧慮就是
[00:11:21.680 --> 00:11:26.720]  回了教會之後很多規矩
[00:11:26.720 --> 00:11:27.760]  信耶穌沒有問題
[00:11:27.760 --> 00:11:30.400]  如果信了耶穌之後
[00:11:30.400 --> 00:11:32.080]  就像以前一樣
[00:11:32.080 --> 00:11:32.760]  做什麼都可以
[00:11:32.760 --> 00:11:34.200]  很自由的
[00:11:34.200 --> 00:11:36.640]  到時候就祈禱
[00:11:36.640 --> 00:11:38.240]  立了少許奉獻
[00:11:38.240 --> 00:11:39.400]  那就可以了
[00:11:39.400 --> 00:11:41.280]  我死了之後又可以上天堂
[00:11:41.280 --> 00:11:43.200]  那我一定信耶穌
[00:11:43.200 --> 00:11:44.960]  但是信了耶穌之後
[00:11:44.960 --> 00:11:48.480]  很多事情都要管我
[00:11:48.480 --> 00:11:52.600]  所以信耶穌等於失去了自由
[00:11:52.600 --> 00:11:56.720]  或者失去了相當多的自由
[00:11:56.720 --> 00:12:00.040]  當然我都願意為這個付出
[00:12:00.040 --> 00:12:01.400]  但是年輕的時候
[00:12:01.400 --> 00:12:03.280]  這種感覺其實很強烈的
[00:12:03.280 --> 00:12:05.200]  我想現在的年輕人
[00:12:05.200 --> 00:12:07.440]  都一樣有這種感覺
[00:12:07.440 --> 00:12:10.560]  或者成年人都可能有這種感覺
[00:12:10.560 --> 00:12:15.920]  所以對於約翰福音所說的
[00:12:15.920 --> 00:12:18.280]  就實在是不太明白的
[00:12:18.280 --> 00:12:19.160]  即是剛才說的
[00:12:19.160 --> 00:12:21.640]  真理可以叫你得到自由
[00:12:21.640 --> 00:12:29.520]  好像不是太明白
[00:12:29.520 --> 00:12:31.920]  直到成熟了多一點
[00:12:31.920 --> 00:12:37.520]  我們就明白多一點
[00:12:37.520 --> 00:12:40.240]  在追尋的階段裡面
[00:12:40.240 --> 00:12:46.600]  我自己在追尋這個真理的階段
[00:12:46.600 --> 00:12:48.120]  有三個階段
[00:12:48.120 --> 00:12:50.920]  第一個階段就是
[00:12:50.920 --> 00:12:54.400]  一種理智的提升
[00:12:54.400 --> 00:13:01.280]  我認為一定要看書、思考、閱讀、辯論
[00:13:01.280 --> 00:13:05.760]  因為真理是越辯越明的
[00:13:05.760 --> 00:13:08.400]  真理就在等待我們去發現
[00:13:08.400 --> 00:13:13.080]  只要我們夠聰明、夠知識、夠勤力
[00:13:13.080 --> 00:13:14.440]  我們就會找到的
[00:13:14.440 --> 00:13:17.280]  所以都很努力去追尋
[00:13:17.280 --> 00:13:18.480]  這個是第一個階段
[00:13:18.480 --> 00:13:21.680]  希望能夠透過思考的層面
[00:13:21.680 --> 00:13:27.120]  是可以明白真理、找到真理
[00:13:27.120 --> 00:13:30.560]  第二個階段就是
[00:13:30.560 --> 00:13:33.960]  落在信仰的熱誠那裡
[00:13:33.960 --> 00:13:35.840]  多點讀聖經
[00:13:35.840 --> 00:13:38.680]  多點思考信仰的問題
[00:13:38.680 --> 00:13:40.200]  多點祈禱
[00:13:40.200 --> 00:13:43.760]  因為我們要尋求亮光
[00:13:43.760 --> 00:13:47.400]  尋求上帝的啟示
[00:13:47.400 --> 00:13:49.720]  如果有上帝告訴我
[00:13:49.720 --> 00:13:52.760]  這個肯定沒有錯
[00:13:52.760 --> 00:13:53.920]  這個一定是真理
[00:13:53.920 --> 00:13:56.360]  所以就去追求這個
[00:13:56.360 --> 00:14:00.160]  這樣就可以把握到真理
[00:14:00.160 --> 00:14:01.760]  這個是第二個
[00:14:01.760 --> 00:14:06.800]  不是完全依賴自己思辨的理性
[00:14:06.800 --> 00:14:11.280]  就是多點希望在聖經裡面去找
[00:14:11.280 --> 00:14:14.600]  第三個階段
[00:14:14.600 --> 00:14:17.720]  第一個體會就是
[00:14:17.720 --> 00:14:22.080]  真理在哪裡呢?
[00:14:22.080 --> 00:14:32.720]  就是在愛的發言
[00:14:32.720 --> 00:14:34.720]  多點寬恕
[00:14:34.720 --> 00:14:36.400]  多點接納
[00:14:36.400 --> 00:14:38.120]  多點付出
[00:14:38.120 --> 00:14:41.440]  多點犧牲
[00:14:41.440 --> 00:14:43.480]  在穆會的過程當中
[00:14:43.480 --> 00:14:49.200]  時常都有一種的衝擊
[00:14:49.200 --> 00:14:58.680]  就是怎樣去面對一些矛盾的處境
[00:14:58.680 --> 00:15:06.480]  去做一些抉擇
[00:15:06.480 --> 00:15:08.560]  譬如有一次
[00:15:08.560 --> 00:15:09.560]  這個是真實的
[00:15:09.560 --> 00:15:13.600]  有一個姊妹
[00:15:13.600 --> 00:15:16.720]  這個姊妹五十幾歲
[00:15:16.720 --> 00:15:20.080]  先生就是不工作的
[00:15:20.080 --> 00:15:22.080]  她就養頭家
[00:15:22.080 --> 00:15:28.480]  負責幾個小朋友的生計
[00:15:28.480 --> 00:15:30.960]  她做小販的
[00:15:30.960 --> 00:15:34.680]  她有個小販牌
[00:15:34.680 --> 00:15:36.480]  她就賣菜
[00:15:36.480 --> 00:15:37.280]  她很勤力的
[00:15:37.280 --> 00:15:39.080]  她很粉嶺
[00:15:39.080 --> 00:15:43.040]  她早上就拿了些菜去北角那裡賣
[00:15:43.040 --> 00:15:45.680]  因為去北角可以賣得貴一些
[00:15:45.680 --> 00:15:47.920]  收入好一些
[00:15:47.920 --> 00:15:50.520]  她賣完回來之後
[00:15:50.520 --> 00:15:52.400]  她通常賣到十一點多鐘
[00:15:52.400 --> 00:15:54.880]  她就回到中午就回來了
[00:15:54.880 --> 00:15:56.160]  回來之後她就很開心
[00:15:56.160 --> 00:15:57.480]  回到教會
[00:15:57.480 --> 00:15:58.560]  有時候生意好
[00:15:58.560 --> 00:16:00.360]  她就給一些奉獻
[00:16:00.360 --> 00:16:02.080]  她經常都勸她留多點錢
[00:16:02.080 --> 00:16:04.560]  她很感恩她又有些奉獻
[00:16:04.560 --> 00:16:05.720]  又講講見證
[00:16:05.720 --> 00:16:09.480]  今天有沒有被人抓等等
[00:16:09.480 --> 00:16:12.280]  我就一個年輕的傳道人
[00:16:12.280 --> 00:16:14.440]  對著這個
[00:16:14.440 --> 00:16:16.120]  比我年長一些的
[00:16:16.120 --> 00:16:18.040]  她五十幾歲
[00:16:18.040 --> 00:16:21.680]  我才二十幾歲
[00:16:21.680 --> 00:16:22.280]  怎麼去看呢
[00:16:22.280 --> 00:16:24.720]  有些人就說她不對
[00:16:24.720 --> 00:16:27.840]  經常都去這樣
[00:16:27.840 --> 00:16:30.560]  不合規矩去買賣
[00:16:30.560 --> 00:16:31.160]  雖然她有個牌
[00:16:31.160 --> 00:16:33.760]  那個牌又不可以用在那裡
[00:16:33.760 --> 00:16:36.840]  有些年輕的教友
[00:16:36.840 --> 00:16:41.800]  那個時候管制比較少一些
[00:16:41.800 --> 00:16:43.400]  有一個年輕一些的
[00:16:43.400 --> 00:16:45.080]  就自己搭個木頭車
[00:16:45.080 --> 00:16:48.360]  就推個車去做無牌小販去賣魚蛋
[00:16:48.360 --> 00:16:50.400]  有些教友當然就說她
[00:16:50.400 --> 00:16:52.400]  不要呀你看看是誰
[00:16:52.400 --> 00:16:58.360]  有事做她就推個車去做無牌小販
[00:16:58.360 --> 00:17:02.200]  她就用這個來反駁
[00:17:02.200 --> 00:17:04.360]  誰都是這樣
[00:17:04.360 --> 00:17:08.480]  我做傳道人要主持一些道德
[00:17:08.480 --> 00:17:13.080]  或者一些很尷尬的挑戰我
[00:17:13.080 --> 00:17:16.280]  我很印象很深刻
[00:17:16.280 --> 00:17:18.560]  兩個處境是不同的
[00:17:18.560 --> 00:17:20.160]  一個是年輕人
[00:17:20.160 --> 00:17:21.640]  他有一份工作
[00:17:21.640 --> 00:17:22.360]  有收入
[00:17:22.360 --> 00:17:24.000]  不過他想賭多一些
[00:17:24.000 --> 00:17:26.480]  於是他就去做
[00:17:26.480 --> 00:17:29.440]  一個就是擔住頭家
[00:17:29.440 --> 00:17:31.360]  幾個小孩等他開飯
[00:17:31.360 --> 00:17:32.880]  真是辛辛苦苦
[00:17:32.880 --> 00:17:34.560]  這些是很具體的
[00:17:34.560 --> 00:17:36.760]  我們在木匯過程當中
[00:17:36.760 --> 00:17:39.360]  怎樣去拿捏怎樣去處理
[00:17:39.360 --> 00:17:40.120]  對我來講
[00:17:40.120 --> 00:17:43.200]  我今天不是給一個標準答案大家
[00:17:43.200 --> 00:17:44.360]  但是很埋身
[00:17:44.360 --> 00:17:47.040]  這是一個例子
[00:17:47.040 --> 00:17:49.720]  什麼是對什麼是不對
[00:17:49.720 --> 00:17:53.120]  怎樣去決定原則在哪裡
[00:17:53.120 --> 00:17:58.160]  很多事情都要回到一個倫理的原則那裡
[00:17:58.160 --> 00:17:59.840]  這些是木匯的體會
[00:17:59.840 --> 00:18:03.440]  我其中一個很大的體會就是
[00:18:03.440 --> 00:18:08.640]  真理就是在愛裡面呈現
[00:18:08.640 --> 00:18:10.440]  它不是沒有是非
[00:18:10.440 --> 00:18:11.880]  它當然有是非
[00:18:11.880 --> 00:18:14.600]  但是如果我們沒有了愛
[00:18:14.600 --> 00:18:19.320]  而去隨便去做一個決定
[00:18:19.320 --> 00:18:23.720]  這個是很容易會出問題
[00:18:23.720 --> 00:18:28.920]  所以寬恕、接納、付出、犧牲
[00:18:28.920 --> 00:18:34.680]  這個是生命裡面最大、最難、最真
[00:18:34.680 --> 00:18:39.320]  和最深刻的一個功課
[00:18:39.320 --> 00:18:45.640]  耶穌就是用祂自己去說明什麼是真理
[00:18:45.640 --> 00:18:51.800]  前面那段是講到耶穌跟信祂的猶太人講的
[00:18:51.800 --> 00:18:58.800]  而後面那段就是耶穌對彼拉多講的
[00:18:58.800 --> 00:19:00.640]  處境都不同
[00:19:00.640 --> 00:19:02.760]  第一段耶穌是很自由的
[00:19:02.760 --> 00:19:04.640]  祂是一個自由的傳導人
[00:19:04.640 --> 00:19:06.720]  在那裡宣講
[00:19:06.720 --> 00:19:07.840]  後面那段呢
[00:19:07.840 --> 00:19:09.760]  耶穌是帶了上枷鎖
[00:19:09.760 --> 00:19:10.920]  沒有了自由
[00:19:10.920 --> 00:19:14.760]  是被冰釘壓到彼拉多的面前那裡
[00:19:14.760 --> 00:19:19.200]  很大不同
[00:19:19.200 --> 00:19:24.400]  為什麼耶穌在祂受審的時候
[00:19:24.400 --> 00:19:30.200]  祂提及「我是為真理作見證的」
[00:19:30.200 --> 00:19:35.920]  彼拉多不是在問祂這個問題
[00:19:35.920 --> 00:19:39.960]  其實彼拉多是不想審這單案的
[00:19:39.960 --> 00:19:43.680]  彼拉多是想放祂走的
[00:19:43.680 --> 00:19:47.600]  到最後彼拉多就洗手說與祂無關
[00:19:47.600 --> 00:19:58.600]  耶穌在這裡似乎沒有爭取一個機會可以脫離這個困境
[00:19:58.600 --> 00:20:01.960]  祂說「我是為真理作見證的」
[00:20:01.960 --> 00:20:06.280]  彼拉多就很疑惑地問祂
[00:20:06.280 --> 00:20:10.000]  「那真理是什麼呢?」
[00:20:10.000 --> 00:20:18.640]  這個處境是很值得我們去想的
[00:20:18.640 --> 00:20:22.920]  彼拉多當時是一個審判官
[00:20:22.920 --> 00:20:27.560]  是他決定誰有罪
[00:20:27.560 --> 00:20:29.840]  他有罪還是沒有罪
[00:20:29.840 --> 00:20:34.000]  他是對還是錯
[00:20:34.000 --> 00:20:36.080]  決定權在他這裡
[00:20:36.080 --> 00:20:37.840]  他有權裁決
[00:20:37.840 --> 00:20:42.440]  似乎他才是掌握真理那個
[00:20:42.440 --> 00:20:47.680]  即是掌握對與錯的那個
[00:20:47.680 --> 00:20:52.480]  而且他是自由的
[00:20:52.480 --> 00:20:54.120]  他是裁判官
[00:20:54.120 --> 00:20:56.080]  他是自由的
[00:20:56.080 --> 00:20:57.560]  相反
[00:20:57.560 --> 00:21:00.040]  耶穌是被拘捕的那個
[00:21:00.040 --> 00:21:02.600]  是被審的那個
[00:21:02.600 --> 00:21:05.520]  即是他現在是一個被告
[00:21:05.520 --> 00:21:07.800]  他在錯誤的一方
[00:21:07.800 --> 00:21:14.360]  他要去證明自己是沒有錯才可以脫罪
[00:21:14.360 --> 00:21:16.640]  而且他是沒有了自由的
[00:21:16.640 --> 00:21:21.520]  他是被捆綁的
[00:21:21.520 --> 00:21:25.040]  但是真理在誰那邊呢?
[00:21:25.040 --> 00:21:27.000]  自由又在誰那邊呢?
[00:21:27.000 --> 00:21:31.800]  在這個處境裡面
[00:21:31.800 --> 00:21:35.800]  彼拉多和耶穌的分別
[00:21:35.800 --> 00:21:39.080]  就是那個沒有了自由的
[00:21:39.080 --> 00:21:41.960]  被判罪的那個
[00:21:41.960 --> 00:21:43.800]  他宣告說
[00:21:43.800 --> 00:21:51.120]  我是為真理做見證的
[00:21:51.120 --> 00:21:55.120]  而那個判罪的
[00:21:55.120 --> 00:21:58.000]  要去審判罪
[00:21:58.000 --> 00:21:59.880]  他是很疑惑
[00:21:59.880 --> 00:22:01.720]  很無奈
[00:22:01.720 --> 00:22:04.000]  究竟真理是什麼呢?
[00:22:04.000 --> 00:22:05.920]  甚至他要洗手
[00:22:05.920 --> 00:22:09.000]  表明自己是無辜的
[00:22:09.000 --> 00:22:11.920]  或者是清白的
[00:22:11.920 --> 00:22:14.640]  原本是自由的那個
[00:22:14.640 --> 00:22:16.920]  即是彼拉多
[00:22:16.920 --> 00:22:20.800]  原來是身不由己的
[00:22:20.800 --> 00:22:22.640]  他不想判這個案
