
[00:00:00.000 --> 00:00:04.000]  上兩個星期,我們在《哥倫多前書》頭的幾章一同思考
[00:02:24.000 --> 00:02:34.000]  不過鼓勵大家有時間,聽完後回去再看看,更加深入去知道裡面的經文所記載的一些詳情
[00:02:34.000 --> 00:02:39.000]  不過今天我們集中看看這幾方面,都包括這幾個重點
[00:02:39.000 --> 00:02:43.000]  是保羅在這章裡面所提醒我們每一個的
[00:02:44.000 --> 00:02:49.000]  聖的道德觀之後,他就進入第七章
[00:02:49.000 --> 00:02:55.000]  留意的就是第七章最後一節,第四十節
[00:02:55.000 --> 00:03:05.000]  保羅有一個啟示,對於上述第七章所寫的
[00:03:05.000 --> 00:03:10.000]  體會到聖靈親自透過這些感動寫下來
[00:03:11.000 --> 00:03:14.000]  成為神的啟示,幫助我們每一個基督徒
[00:03:14.000 --> 00:03:17.000]  第七章第四十節這樣說,我們一起讀好嗎?
[00:03:17.000 --> 00:03:28.000]  他說:然而,按我的意見,若常守節,更有福氣,我也想自己是被上帝的靈感動了
[00:03:28.000 --> 00:03:34.000]  所以他體會到這是聖靈的感動,這不是純粹他自己的看法
[00:03:34.000 --> 00:03:38.000]  因為這個有時很敏感,也可以有不同的看法
[00:03:39.000 --> 00:03:44.000]  但最重要的是,原來這是聖靈感動所寫出來的話語教導我們
[00:03:44.000 --> 00:03:50.000]  當然今天在聖經裡記載下來,我們一同遵守神的吩咐,神的道
[00:03:50.000 --> 00:03:56.000]  雖然在現今的時代,在這些婚姻觀裡有很多不同的困難
[00:03:56.000 --> 00:04:02.000]  也有很多不同的情況,但聖經的話語的原則仍然很清楚
[00:04:03.000 --> 00:04:09.000]  讓我們一同思想遵守,亦能夠蒙復
[00:04:09.000 --> 00:04:18.000]  關於婚姻觀,第一方面是保留接著聖道德觀來講述婚姻中的聖生活臨
[00:04:18.000 --> 00:04:23.000]  在第七章第三節,上次我們看過第一第二節
[00:04:23.000 --> 00:04:32.000]  第三至第五節,這裡我用了新譯本幫助大家更容易去體會當中的意思
[00:04:33.000 --> 00:04:36.000]  我們一起朵讀這三節的經文,第三至第五節請讀
[00:04:36.000 --> 00:04:45.000]  丈夫對妻子應盡她的本分,妻子對丈夫也應當這樣
[00:04:45.000 --> 00:04:51.000]  妻子對自己的身體沒有主權,權在丈夫
[00:04:51.000 --> 00:04:58.000]  照樣丈夫對自己的身體也沒有主權,權在妻子
[00:04:59.000 --> 00:05:05.000]  夫妻不可彼此規符,除非為了要專心禱告
[00:05:05.000 --> 00:05:12.000]  雙方才可以同意暫時分房,以後仍要同房
[00:05:12.000 --> 00:05:18.000]  免得撒旦趁著你們,情不自禁的時候誘惑你們
[00:05:18.000 --> 00:05:25.000]  這三節經文很簡單,說到夫妻不可彼此規符
[00:05:26.000 --> 00:05:32.000]  下面我們明白關乎夫妻的性生活
[00:05:32.000 --> 00:05:38.000]  說明性在婚姻當中是很正常
[00:05:38.000 --> 00:05:46.000]  也是神給我們在婚姻當中的恩典、恩賜、神給我們的祝福
[00:05:46.000 --> 00:05:50.000]  所以保羅在這裡是一個公開的書信
[00:05:50.000 --> 00:05:55.000]  這是哥倫多前書寫給教會,傳遞給其他教會
[00:05:56.000 --> 00:06:00.000]  保羅卻不被慰,公開教導這方面
[00:06:00.000 --> 00:06:06.000]  很多時候我們覺得很私人、私下、私隱的情況
[00:06:06.000 --> 00:06:11.000]  事實上在聖經裡亦沒有被慰
[00:06:11.000 --> 00:06:18.000]  來教導我們這些在信徒裡應該有的生活或觀念
[00:06:19.000 --> 00:06:27.000]  事實上在舊約裡整本雅歌書是很特別的一本書
[00:06:27.000 --> 00:06:32.000]  說到男女之間,特別是夫婦之間的關係
[00:06:32.000 --> 00:06:37.000]  夫婦之間的愛,也說到夫婦之間的性生活
[00:06:37.000 --> 00:06:41.000]  所以有舊約的經文,也有新約談到這方面
[00:06:42.000 --> 00:06:49.000]  有些時候我們可能不是很時常留意到聖經這方面的教導
[00:06:49.000 --> 00:06:53.000]  不過正好今天我們來到這裡可以略略談論一下
[00:06:53.000 --> 00:06:57.000]  雅歌的形容是很露骨的一種描寫
[00:06:57.000 --> 00:07:04.000]  但是留在聖經裡的記載表達出反映出神的賜福
[00:07:04.000 --> 00:07:08.000]  也反映出信徒和上帝的愛的關係
[00:07:09.000 --> 00:07:12.000]  所以這種在婚姻當中的性關係是性結的
[00:07:12.000 --> 00:07:15.000]  是神的美善的恩賜
[00:07:15.000 --> 00:07:20.000]  不同的地方就是今天世人將這些東西扭曲了
[00:07:20.000 --> 00:07:25.000]  所以我們基督徒很需要有一個正確的婚姻觀
[00:07:25.000 --> 00:07:29.000]  包括了在婚姻當中的性愛的觀念
[00:07:29.000 --> 00:07:33.000]  所以保留提醒我們需要更新我們的意念
[00:07:34.000 --> 00:07:39.000]  要靠著聖靈幫助我們看透萬事,就是說在這個世界
[00:07:39.000 --> 00:07:45.000]  這些敵神或者不同神的價值觀的生活裡
[00:07:45.000 --> 00:07:48.000]  我們有一個合神心意的看法
[00:07:48.000 --> 00:07:52.000]  一種取向,一種價值觀,一種我們應該有的生活
[00:07:52.000 --> 00:07:55.000]  以致能夠活出我們聖徒的表現
[00:07:55.000 --> 00:08:02.000]  你說聖徒,聖結,和性生活,這兩個「性」字不同
[00:08:03.000 --> 00:08:04.000]  有什麼關聯呢?
[00:08:04.000 --> 00:08:08.000]  很明顯的,這裡提到有幾個重點我們可以思想
[00:08:08.000 --> 00:08:10.000]  也可以實踐的
[00:08:10.000 --> 00:08:13.000]  第一,我們留意到聖經裡說到
[00:08:13.000 --> 00:08:20.000]  這是夫婦之間的婚姻觀裡的性生活的時候
[00:08:20.000 --> 00:08:24.000]  我們再說,這只是容許在夫婦之間的
[00:08:24.000 --> 00:08:28.000]  上個禮拜我們說到在神所期望的
[00:08:28.000 --> 00:08:31.000]  或者是吩咐我們的性道德觀念
[00:08:32.000 --> 00:08:35.000]  性的關係只是在婚姻當中進行
[00:08:35.000 --> 00:08:40.000]  才是神的心意,其餘之外都是得罪神的
[00:08:40.000 --> 00:08:48.000]  在夫婦的婚姻觀,性生活裡究竟有什麼值得留意的呢?
[00:08:48.000 --> 00:08:52.000]  第一,在第三節和第四節很明顯說到
[00:08:52.000 --> 00:09:01.000]  是一種彼此體恤,彼此尊重,以致活出真正的愛的原則
[00:09:02.000 --> 00:09:07.000]  留意到聖經裡記載,丈夫對妻子要盡他的本分
[00:09:07.000 --> 00:09:09.000]  妻子也是這樣
[00:09:09.000 --> 00:09:14.000]  特別說到妻子對自己身體沒有主權,權在丈夫
[00:09:14.000 --> 00:09:20.000]  和你這個丈夫也是這樣
[00:09:20.000 --> 00:09:25.000]  讓我們在這裡看見,原來當保羅談到性生活的時候
[00:09:26.000 --> 00:09:32.000]  從世人的觀念就是男女之間是一種互愛互重的關係
[00:09:32.000 --> 00:09:36.000]  一種彼此體恤對方,彼此尊重的關係
[00:09:36.000 --> 00:09:44.000]  不是從自我中心放縱情慾,或者是發洩情慾的一種出發點
[00:09:44.000 --> 00:09:49.000]  但是今天我們見到,無論當時的時代
[00:09:50.000 --> 00:09:58.000]  以男性為主,更加欺壓婦女,或者將他們的地位放得很低
[00:09:58.000 --> 00:10:04.000]  到了今天,我們知道男女之間越來越在權利上平等
[00:10:04.000 --> 00:10:13.000]  但是仍然我們發覺在這方面,在整個世界扭曲的罪惡墮落的世界裡
[00:10:13.000 --> 00:10:16.000]  在性方面有很多的扭曲
[00:10:17.000 --> 00:10:21.000]  將女性變成好像非人化一樣
[00:10:21.000 --> 00:10:26.000]  以她們的性器官,或者她們的肉體來代表她們的身份
[00:10:26.000 --> 00:10:31.000]  所以很多人就像這些外表,甚至是這些肉體
[00:10:31.000 --> 00:10:36.000]  來表達她們自己的價值觀,或者吸引力
[00:10:36.000 --> 00:10:41.000]  而男性就被視為好像是一種放縱情慾
[00:10:41.000 --> 00:10:46.000]  或者是征服女性的一種性動物
[00:10:47.000 --> 00:10:50.000]  這是今天時下的一種趨勢
[00:10:50.000 --> 00:10:54.000]  一種扭曲了對性的觀念的一種看法
[00:10:54.000 --> 00:10:58.000]  所以在《聖經》裡,讓我們看到的卻是另外一回事
[00:10:58.000 --> 00:11:04.000]  這裡讓我們看到,不單止在救恩裡,我們男女是蒙同蒙恩典
[00:11:04.000 --> 00:11:10.000]  在神的眼光裡,男和女是一同按照神的形象,樣式被造的
[00:11:10.000 --> 00:11:15.000]  更加在性愛婚姻的關係裡
[00:11:16.000 --> 00:11:19.000]  有一種以愛為基礎的原則
[00:11:19.000 --> 00:11:26.000]  所以我看到,原來在婚姻中的性生活最重要的就是這種愛和偉生
[00:11:26.000 --> 00:11:33.000]  為什麼神要吩咐性生活只能在婚姻當中進行呢?
[00:11:33.000 --> 00:11:39.000]  最大的原因,我相信就是因為神很看重這種愛的關係
[00:11:39.000 --> 00:11:42.000]  和看重偉生的意思
[00:11:43.000 --> 00:11:46.000]  如果沒有婚姻的約束力,沒有婚姻的關係
[00:11:46.000 --> 00:11:51.000]  只是一種放縱的肉體的一種情況
[00:11:51.000 --> 00:11:54.000]  這種卻不是一種偉生的關係
[00:11:54.000 --> 00:11:58.000]  所以婚姻著重的就是彼此的偉生
[00:11:58.000 --> 00:12:02.000]  在我們的責任上向對方負責
[00:12:02.000 --> 00:12:06.000]  在我們的關係上以愛來建立
[00:12:06.000 --> 00:12:12.000]  這種就是應該有的,身體為好的婚姻之間的生活
[00:12:13.000 --> 00:12:16.000]  這種是完全的合一,彼此相熟的關係
[00:12:16.000 --> 00:12:21.000]  所以這是神設立婚姻的尾線
[00:12:21.000 --> 00:12:25.000]  除了我們肉身可以繁衍後代之外
[00:12:25.000 --> 00:12:29.000]  其實一個家庭的建立最重要的就是有愛
[00:12:29.000 --> 00:12:32.000]  所以這種愛影響了夫婦關係
[00:12:32.000 --> 00:12:36.000]  影響了我們對子女繁衍後代的一些影響
[00:12:36.000 --> 00:12:41.000]  它不是自我中心發洩情慾的一種出發點
[00:12:42.000 --> 00:12:45.000]  所以第一,我們在這裡很清楚看到
[00:12:45.000 --> 00:12:48.000]  今天我們和世人這種扭曲了的罪
[00:12:48.000 --> 00:12:53.000]  在性裡面的一種情況是很不同的觀念
[00:12:53.000 --> 00:12:56.000]  這種是著重先有愛去建立
[00:12:56.000 --> 00:12:59.000]  不是將愛和性完全分割
[00:12:59.000 --> 00:13:02.000]  有些只是有性的關係及沒有愛
[00:13:02.000 --> 00:13:06.000]  第一次認識的就可以有發生肉體的關係
[00:13:06.000 --> 00:13:09.000]  這種完全不是神的心意
[00:13:10.000 --> 00:13:15.000]  而是希望我們在情感,意志,在我們的理想上慢慢去建立
[00:13:15.000 --> 00:13:20.000]  溝通,彼此相熟,而且在婚姻當中向對方衛生
[00:13:20.000 --> 00:13:24.000]  這種才是性生活的基礎
[00:13:24.000 --> 00:13:27.000]  所以這是第一方面我們可以看到的
[00:13:27.000 --> 00:13:30.000]  第二,我們也看到,聖經也教導我們
[00:13:30.000 --> 00:13:36.000]  不要認為性是不可以說的
[00:13:37.000 --> 00:13:41.000]  或者性不可以大家夫婦之間拿出來溝通
[00:13:41.000 --> 00:13:45.000]  或者甚至有些人覺得性和我的淑靈生活沒有關係
[00:13:45.000 --> 00:13:50.000]  或者甚至有些人覺得談這些話題好像很污穢
[00:13:50.000 --> 00:13:52.000]  其實這些都是錯的
[00:13:52.000 --> 00:13:56.000]  聖經裡面說到,只要我們在夫妻的關係裡面
[00:13:56.000 --> 00:13:59.000]  去討論,去談論,去進行的時候
[00:13:59.000 --> 00:14:01.000]  這種是一種好的事
[00:14:01.000 --> 00:14:03.000]  為什麼呢?
[00:14:04.000 --> 00:14:10.000]  正常的夫妻的性關係可以預防我們婚姻上出問題
[00:14:10.000 --> 00:14:13.000]  在第五節這裡說
[00:14:13.000 --> 00:14:20.000]  夫妻不可彼此虧乎,除非為了專心禱告
[00:14:20.000 --> 00:14:25.000]  雙方才可以同意暫時分房,以後仍要同房
[00:14:25.000 --> 00:14:31.000]  免得撒旦,趁著你們情不自禁的時候誘惑你們
[00:14:32.000 --> 00:14:36.000]  所以這裡給我們看見,原來正常婚姻當中的性生活
[00:14:36.000 --> 00:14:42.000]  是預防我們婚姻當中出問題其中之一的一個關鍵
[00:14:42.000 --> 00:14:47.000]  所以原來這是好的事,是神的祝福
[00:14:47.000 --> 00:14:53.000]  所以如果我們能夠在夫婦的性生活上有好的溝通
[00:14:53.000 --> 00:14:58.000]  改善,以及彼此的相熟享受
[00:14:58.000 --> 00:15:00.000]  這是一種神的恩賜
[00:15:01.000 --> 00:15:05.000]  有一位基督徒醫生來分析
[00:15:05.000 --> 00:15:11.000]  他說做性夫婦性生活不協調的原因包括以下
[00:15:11.000 --> 00:15:17.000]  第一,對於性的知識缺乏,或者觀念不對
[00:15:17.000 --> 00:15:20.000]  好像剛才所說,對於這個觀念不對
[00:15:20.000 --> 00:15:26.000]  認為性是被委不談,或者是很可恥的事
[00:15:27.000 --> 00:15:31.000]  所以沒有很好的溝通,或者認識
[00:15:31.000 --> 00:15:39.000]  只是從坊間,甚至電視,電影,或者其他的雜誌
[00:15:39.000 --> 00:15:44.000]  看到關乎性的一些知識,卻是不完整的
[00:15:44.000 --> 00:15:49.000]  和有時不健康,甚至是貧乏的,或者扭曲的
[00:15:49.000 --> 00:15:53.000]  所以這位基督徒醫生說
[00:15:54.000 --> 00:15:59.000]  我們需要對性的知識能夠有正確的觀念,也有正確的認識
[00:15:59.000 --> 00:16:04.000]  第二,他說不協調的原因可能是彼此的關係惡化
[00:16:04.000 --> 00:16:09.000]  所以有些夫婦在性生活上不好,可能是因為關係不好
[00:16:09.000 --> 00:16:13.000]  所以這就是我們剛才所說的基礎
[00:16:13.000 --> 00:16:16.000]  如果沒有愛,那他就不完全
[00:16:16.000 --> 00:16:21.000]  所以這方面也是這位基督徒醫生提醒基督徒的夫婦
[00:16:22.000 --> 00:16:24.000]  我們應該先著重彼此關係的建立
[00:16:24.000 --> 00:16:32.000]  然後也不要去鎖忽了,不要攔阻了我們正常的夫婦的性生活
[00:16:32.000 --> 00:16:38.000]  第三,他提到有時缺乏了技巧
[00:16:38.000 --> 00:16:41.000]  所以這方面也需要有正確的認識
[00:16:41.000 --> 00:16:48.000]  有些夫妻可能婚前沒有輔導,婚後也蒙茶茶
[00:16:49.000 --> 00:16:54.000]  我們也見過這些情況,所以當我們婚前輔導
[00:16:54.000 --> 00:16:58.000]  甚至有時婚後輔導幫助他們的時候
[00:16:58.000 --> 00:17:02.000]  解通了疑惑,也有困擾
[00:17:02.000 --> 00:17:10.000]  所以有時可能是正確的認識,技巧,或者生理問題
[00:17:10.000 --> 00:17:15.000]  最後他說有一個很重要的原因,就是缺乏溝通
[00:17:16.000 --> 00:17:22.000]  所以原來在夫婦之間,甚至在聖經裡說
[00:17:22.000 --> 00:17:25.000]  夫妻不可彼此規護
[00:17:25.000 --> 00:17:30.000]  我們的身體沒有自己的主權,在乎丈夫
[00:17:30.000 --> 00:17:33.000]  丈夫對自己的身體也沒有主權,在乎妻子
[00:17:33.000 --> 00:17:39.000]  意思是我們彼此去認識,彼此去了解,彼此去溝通
[00:17:39.000 --> 00:17:43.000]  事實上隨著人的年紀漸長
[00:17:44.000 --> 00:17:48.000]  我們身體荷爾蒙的反應也可能一直在改變
[00:17:48.000 --> 00:17:52.000]  生理的需要也在變化,也有不同的情況
[00:17:52.000 --> 00:17:56.000]  這些時候其實男女之間也需要溝通
[00:17:56.000 --> 00:18:01.000]  彼此去多些溝通,了解大家的心理和生理狀態
[00:18:01.000 --> 00:18:06.000]  甚至我們可以彼此去幫助,遷就
[00:18:06.000 --> 00:18:13.000]  以致我們能夠有一個正常的,彼此建立在婚姻當中的生活
[00:18:14.000 --> 00:18:17.000]  這方面也是這位基督徒醫生所提醒
[00:18:17.000 --> 00:18:20.000]  這幾方面有時會造成困擾,是因為我們可能
[00:18:20.000 --> 00:18:24.000]  知識上,技巧上,或者在我們的關係上
[00:18:24.000 --> 00:18:29.000]  甚至最重要的是彼此坦誠的溝通上
[00:18:29.000 --> 00:18:33.000]  最後我們也看見第三方面
[00:18:33.000 --> 00:18:36.000]  在這幾節經文裡關乎夫妻的性生活
[00:18:36.000 --> 00:18:43.000]  說到一種平衡,靈性與性之間的平衡生活
[00:18:44.000 --> 00:18:48.000]  第五節也說到夫妻除非為了專心禱告
[00:18:48.000 --> 00:18:56.000]  雙方才可以同意暫時分房
[00:18:56.000 --> 00:19:02.000]  但以後仍要同房,所以他沒有將這兩個分割
[00:19:02.000 --> 00:19:08.000]  有時為了靈性的需要,例如侍奉或其他專心禱告的原因
[00:19:08.000 --> 00:19:13.000]  我們可以有約制能力暫時約束自己,所以不分房
[00:19:14.000 --> 00:19:21.000]  但他說不要因為屬靈的原因,以為自己很屬靈
[00:19:21.000 --> 00:19:26.000]  就忘記了這仍是我們正常應該有的生活
[00:19:26.000 --> 00:19:31.000]  因為這樣我們不要中了魔鬼的詭計
[00:19:31.000 --> 00:19:34.000]  魔鬼有時會一是叫我們放縱肉體
[00:19:34.000 --> 00:19:38.000]  另外就是我們走向極端,以為這些是不聖潔的
[00:19:38.000 --> 00:19:43.000]  或者阻礙我們靈性生活
[00:19:44.000 --> 00:19:48.000]  其實這兩樣東西是不應該分割的,應該平衡的
[00:19:48.000 --> 00:19:52.000]  應該彼此補充,也是全面完整的
[00:19:52.000 --> 00:19:58.000]  所以在婚姻裏面我們不單止有性生活,也有靈性的生活
[00:19:58.000 --> 00:20:03.000]  反過來我們不單單有靈性的生活,而沒有了正常的性生活
[00:20:03.000 --> 00:20:08.000]  所以這也是彼此互足,以致我們完整的
[00:20:09.000 --> 00:20:17.000]  所以保羅很明白,唯有在神的愛裏面,我們有的婚姻性生活才是完整的
[00:20:17.000 --> 00:20:21.000]  因為唯有在愛裏面,我們才不會以自己為中心
[00:20:21.000 --> 00:20:27.000]  我們才會彼此不會窺負,反而彼此體諒,互相溝通
[00:20:27.000 --> 00:20:33.000]  而且我們一同可以將這些帶到神的面前,在神裏得到祝福
[00:20:34.000 --> 00:20:41.000]  這真是一種愛所建立,男女夫婦之間有的,神給我們的恩賜
[00:20:41.000 --> 00:20:47.000]  所以我們在這方面,我們基督徒很少說,港台更加少說
[00:20:47.000 --> 00:20:53.000]  但是它是聖經的教導,我們應該在這方面有正確認識,有正確觀念
[00:20:53.000 --> 00:20:59.000]  而且有合乎神心意的實踐,這就是神教導我們的心意
[00:21:00.000 --> 00:21:09.000]  第二,在聖經裏面關乎婚姻觀,我們亦在這裏提到關乎獨生
[00:21:09.000 --> 00:21:16.000]  原來在保羅這篇篇章裏面有很大的篇幅,關乎獨生這方面
[00:21:16.000 --> 00:21:27.000]  上星期我們已經講過,聖是神給我們的恩賜,但是卻不是絕對一定需要的
[00:21:28.000 --> 00:21:37.000]  而是要過一個完整的人生,神有時也祝福我們有一個獨生的福氣
[00:21:37.000 --> 00:21:45.000]  在第六節開始,他談到這方面,第六至第九節,我們丙姊妹同聲一起讀出這幾節的經文
[00:21:46.000 --> 00:22:03.000]  我說這話是容許你們,並不是命令,我願人人都像我一樣,只是各人有各人從神得來的恩賜,有人是這樣,有人是那樣
[00:22:04.000 --> 00:22:18.000]  保羅說這不是命令你們,因為他不是命令你好自我先得,什麼叫好自我先得呢?就是說保羅是獨生的,保羅沒有結婚,保羅有獨生這方面的持守恩賜
[00:22:18.000 --> 00:22:29.000]  他說我容許你們好自我一樣,不過他明白只是各人有各人從神而來的恩賜,有人是這樣,有人是另外
[00:22:30.000 --> 00:22:44.000]  所以兩樣都好,不過你學我都幾好,這不是命令你們,不過我覺得這是我們值得思想究竟神怎樣帶領我們的人生
[00:22:44.000 --> 00:22:55.000]  第八節我們再讀,我現在要對未婚的人和寡婦說,他們若保持像我這樣就好了
[00:22:56.000 --> 00:23:07.000]  但如果不能自制,就應當結婚,因為結婚早比浴火焚身好,所以如果你放縱情慾,得罪神就不好了,應該結婚
[00:23:07.000 --> 00:23:23.000]  但如果你能夠自制,也可以考慮特別對於這些未婚的人或者寡婦來說,所以你可以考慮像我一樣,有獨生的人生
[00:23:24.000 --> 00:23:42.000]  所以這裡讓我們看到,原來我們一方面尊重神的婚姻,神所賜的,是美麗的,是需要的,不然就不會生養眾多遍及全地,這是神所設立的婚姻生活
[00:23:43.000 --> 00:24:04.000]  但神也有其他的安排,有些人可能一生都沒有結婚,這是神給的恩賜,有些人可能結過婚,但配偶離開了這個世界,有機會再結婚,但在那個階段又選擇去守獨身
[00:24:05.000 --> 00:24:20.000]  所以這個在環境上,神有可能賜予新的恩典,一個新的安排,這就是保羅在這段經文中提出對於婚姻的看法,有的另一種觀念
[00:24:21.000 --> 00:24:36.000]  所以我們知道,一個是這樣,一個是那樣,意思都是好,你也不需要一定要這樣,因為別人這樣,你也要這樣,又或者你覺得自己很缺憲,別人有的,我沒有
[00:24:37.000 --> 00:24:56.000]  又或者我有,又不需要看沒有的,好像是次等公民,這個絕對沒有神的意思,所以我們看到在這個裏面,神事實上講到,可能這個甚至是一種福氣
[00:24:57.000 --> 00:25:09.000]  為什麼呢?如果看回經文本身,今天我沒有時間把所有經文列出來,在保羅講到,他說因為現今的時代艱難,這是其中一個原因
[00:25:09.000 --> 00:25:25.000]  因為現今的時代艱難是什麼意思?就是說當時來說,信徒是面臨一種在猶太的社會裏面,基督徒與猶太之間的信徒之間有些不協調,已經是一個掙扎
[00:25:26.000 --> 00:25:35.000]  實際上整體教會是面對著羅馬政府的迫害,他們當時是面對艱難的時代,所以這個是艱難的時勢
[00:25:36.000 --> 00:25:56.000]  亦都是當時在這個社會當中身處的環境,有很多其他的吸引,很多其他的需要,而福音還沒有全片,有很多的空間,有很多的需要,讓我們為著天國的擴展,努力的需要
[00:25:57.000 --> 00:26:08.000]  當時時代艱難,保羅知道主要快來的日子近了,所以我們把握時候趕快作功,所以保羅在這裏說,因現今的艱難
[00:26:09.000 --> 00:26:32.000]  艱難亦都是越來越,今天我們看到這個時代應用在我們身上更加真實,因為我們知道除了上述的原因,可能是逼迫,可能是我們生活上需要處理,教會上需要處理的問題,更加我們在生活兩邊的壓力,周圍的環境給我們的衝擊
[00:26:33.000 --> 00:26:42.000]  如果我們還要用很多時間來處理有些家裏面的問題,有時可能真的應節不暇,或者精力有限
[00:26:42.000 --> 00:26:58.000]  保羅在這裏提醒我們,如果我們用更多的心思,更多的機會,更多的光陰,更多的精神去趕快努力,因勤為主作功,可能有時獨身豈不是更好嗎?
[00:26:59.000 --> 00:27:09.000]  所以他在這裏用好幾節的經文來提出關乎獨身的好處,亦都講到在婚姻當中有時可能我們會受苦
[00:27:10.000 --> 00:27:39.000]  在這裏講到苦處是甚麼呢?這個在婚姻當中的苦處,有時是前著我們,這個前著很有意思,即是說很多世務,很多家務要前著你們,如果一條身就可能容易一點,大家可能想起以前我們未結婚之前,很多時間,現在我們看見年輕人這麼多時間,經常去這裏去那裏,這麼多節目,我們結了婚就不行了
[00:27:41.000 --> 00:27:52.000]  有些人剛結了婚的時候還是這樣,後來在結婚初期產生問題,因為還以為自己是單身,喜歡怎樣就怎樣
[00:27:53.000 --> 00:28:10.000]  結了婚要顧及對方,為了家庭著想,要減少私人時間,自己喜歡和朋友一起不可以了,不可以去到三更半夜,所以你需要為你的家庭,為你的配偶負責
[00:28:11.000 --> 00:28:40.000]  這裏保羅用一個反面的看法,就是這些東西是否可能會前著我們,沒有我們的自由,第二十八節他又提出,肉身必受苦,有時做到一隻劇,又要顧這個又要顧那個,忽然間又在這裏壞,又在那裏壞,房子又要修理,或者太太忽然間又有事要你去解決,又是報稅了,我們不單止顧自己,還要顧自己
[00:28:41.000 --> 00:29:10.000]  顧我的子女,顧我的配偶,所以複雜了很多,有時肉身會受苦,一早起床要送兒子上學,要接兒子放學,要有很多很多東西在家庭裏面我們要去兼顧,如果單身少了很多這些影響,過多的時間不用接兒子,煮飯煮一個人,肉身有時會有受苦,這是事實
[00:29:11.000 --> 00:29:40.000]  還有什麼苦處呢?他說為世事去掛慮,如果自己一個死了就死了,拜拜就拜拜,現在不是,我不死得住,要買重保險,我的子女還小,所以要想很多東西,要想如果自己萬一不行的時候,或者沒能力的時候,誰去照顧他們,誰去幫助他們,有很多的世事要去掛慮
[00:29:41.000 --> 00:30:02.000]  有很多的事情不單止自己,要想整個家庭,整個將來的計劃等等,子女長大了怎樣,夠不夠住,他們能不能搞定,怎樣幫助他們,有很多事情使我們用了很多精神時間心思
[00:30:03.000 --> 00:30:26.000]  當然這是真的,當然我們也不只看這些負面,也有婚姻當中的好處,不過保羅在這裡強調獨身的時候,他特別講出這些事實,要未婚的人想清楚,因為未婚之前還有機會,你不要走進去後後悔,你走不出來,所以未結婚之前要想清楚
[00:30:27.000 --> 00:30:56.000]  但是獨身有什麼好處呢,保羅也這樣說,多時間心思去為主和愛主,以致我們能夠專心不分心,這是第35節,然後最後甚至在剛才我讀過結束的經文,若常守節,若常守節就是守獨身的意思,是更有福氣,所以這個是保羅,他說這個似乎是聖靈感動我和大家去勸勉的一個心意
[00:30:57.000 --> 00:31:14.000]  所以在這裡當然我們再說,有時一個是這樣,一個是那樣,所以結了婚的人我們就不要想麻煩的事後悔,我們求主給我們力量去承擔,照顧我們的家庭,去幫助我們的家人,去預備他們
[00:31:15.000 --> 00:31:43.000]  事實上相反來說,你們所擺上的所付出的代價是有收成的,我們照著神的心意去表達對夫妻之間建立婚姻家庭是榮耀神的,我們去養育我們子女,用主教教訓他們,培育他們成為敬虔的後裔,將來他們對這個世界有很大的影響和祝福,這些當然也不能忽略
