
[00:00:00.000 --> 00:00:02.400]  各位姐妹,又是讀聖經的時間了
[00:05:23.760 --> 00:05:27.200]  才認得出是他,因為那些人是沒有姓氏的
[00:05:27.200 --> 00:05:31.280]  除了說,誰啊?施洗的約翰
[00:05:31.280 --> 00:05:34.360]  燒皮匠的彼得
[00:05:34.360 --> 00:05:35.880]  就是這些
[00:05:35.880 --> 00:05:38.240]  收稅的馬太
[00:05:38.240 --> 00:05:41.080]  誰啊?西門,就和西門彼得一樣
[00:05:41.080 --> 00:05:44.240]  粉瑞黨的,以前是恐怖分子
[00:05:44.240 --> 00:05:46.920]  哇,他們有幾個名字了
[00:05:46.920 --> 00:05:49.320]  所以西門彼得兩個名字
[00:05:49.320 --> 00:05:52.560]  另外一個希伯來名叫基法
[00:05:52.560 --> 00:05:54.240]  所以他有三個名字
[00:05:54.240 --> 00:05:56.960]  好了,巴薩的兒子
[00:05:56.960 --> 00:05:58.400]  巴薩巴
[00:05:58.400 --> 00:05:59.720]  巴是兒子
[00:05:59.720 --> 00:06:03.680]  然後叫尤士都,又叫約瑟
[00:06:03.680 --> 00:06:05.920]  我們多數都不記得這些名字
[00:06:05.920 --> 00:06:09.840]  因為我們記得另一個人叫馬提亞
[00:06:09.840 --> 00:06:12.720]  因為他當選,所以記得馬提亞
[00:06:12.720 --> 00:06:15.080]  巴薩巴是誰呢?多數都不記得了
[00:06:15.080 --> 00:06:17.120]  有兩個人我們可以選擇
[00:06:17.120 --> 00:06:20.640]  留意一下這裡很有趣,他先做一個祈禱
[00:06:20.640 --> 00:06:23.080]  第一,要找一個人出來
[00:06:23.080 --> 00:06:27.440]  那個人我們要找一個保救他
[00:06:27.440 --> 00:06:30.360]  找一些職份出來讓別人做
[00:06:30.360 --> 00:06:33.800]  第二,要發生的故事就是
[00:06:33.800 --> 00:06:37.080]  他們不是說,現在民主投票
[00:06:37.080 --> 00:06:41.800]  老老實實說,聖經沒有什麼民主這件事
[00:06:41.800 --> 00:06:43.840]  就是神主
[00:06:43.840 --> 00:06:45.920]  他們就禱告
[00:06:45.920 --> 00:06:50.200]  主啊,我們找兩個人,他們始終一起出入的
[00:06:50.200 --> 00:06:53.000]  很認識你,和我們很近的
[00:06:53.000 --> 00:06:55.880]  可以為我們一起做復活見證
[00:06:55.880 --> 00:06:57.400]  為你見證的
[00:06:57.400 --> 00:07:02.800]  我們有兩個人,就是巴薩巴和馬提亞
[00:07:02.800 --> 00:07:05.600]  於是他們就禱告了,記得
[00:07:05.600 --> 00:07:08.280]  在教會裏面要做選擇
[00:07:08.280 --> 00:07:11.880]  記得是禱告,而不是舉手
[00:07:11.880 --> 00:07:13.640]  大家投票
[00:07:13.640 --> 00:07:16.800]  舉手,不是,是禱告
[00:07:16.800 --> 00:07:19.680]  主啊,你知道萬人的心
[00:07:19.680 --> 00:07:21.360]  他們的禱告很認真的
[00:07:21.360 --> 00:07:26.920]  主啊,你是知道萬人之心者
[00:07:26.920 --> 00:07:28.880]  你能夠知道萬人之心
[00:07:28.880 --> 00:07:33.200]  誰才是真實可以為你做見證的呢?
[00:07:33.200 --> 00:07:35.600]  求你從這兩個人中
[00:07:35.600 --> 00:07:39.160]  指明你所選擇的是誰
[00:07:39.160 --> 00:07:42.680]  不是說我們選擇了巴薩巴
[00:07:42.680 --> 00:07:43.920]  主啊,求你祝福他
[00:07:43.920 --> 00:07:46.720]  我們現在按手,求你自己憐憫使用
[00:07:46.720 --> 00:07:47.960]  沒有
[00:07:47.960 --> 00:07:51.200]  主啊,有兩個人,你選一個吧
[00:07:51.200 --> 00:07:52.920]  我們就選了兩個
[00:07:52.920 --> 00:07:56.360]  不過不知道誰是你選一個
[00:07:56.360 --> 00:07:59.440]  指明你所選擇的是誰
[00:07:59.440 --> 00:08:01.040]  這個已經指出了
[00:08:01.040 --> 00:08:03.000]  我們今天很多時候選執事
[00:08:03.000 --> 00:08:05.800]  都是有些路不是那麼對的
[00:08:05.800 --> 00:08:07.920]  大家投票
[00:08:07.920 --> 00:08:10.240]  沒有來的了,已經十幾二十年沒有來
[00:08:10.240 --> 00:08:11.200]  這教會就是這樣
[00:08:11.200 --> 00:08:12.560]  很久沒有來,不過呢
[00:08:12.560 --> 00:08:14.000]  他仍然是會友
[00:08:14.000 --> 00:08:15.680]  於是會友就lobby他
[00:08:15.680 --> 00:08:18.440]  你授權,我幫你投
[00:08:18.440 --> 00:08:21.560]  於是大家多投票去投票
[00:08:21.560 --> 00:08:25.120]  這個是一些人在玩的政治手段
[00:08:25.120 --> 00:08:28.760]  是一個似乎不是那麼合聖經的
[00:08:28.760 --> 00:08:30.240]  於是就應該禱告
[00:08:30.240 --> 00:08:31.920]  然後指明你選擇的是誰
[00:08:31.920 --> 00:08:35.120]  就叫他得隻仕徒的位分
[00:08:35.120 --> 00:08:37.440]  這個位分由大已經丟棄了
[00:08:37.440 --> 00:08:38.920]  往自己的地方去
[00:08:38.920 --> 00:08:40.840]  我們要選一個
[00:08:40.840 --> 00:08:42.680]  你是選了十二個仕徒
[00:08:42.680 --> 00:08:44.800]  所以我們都是照你的心意
[00:08:44.800 --> 00:08:46.600]  因為願別人得他的職份
[00:08:46.600 --> 00:08:48.280]  所以我們想選一個
[00:08:48.280 --> 00:08:49.440]  我們選一個
[00:08:49.440 --> 00:08:52.120]  最開頭和你一起吹就好人
[00:08:52.120 --> 00:08:55.320]  於是就有兩個人,那誰呢?
[00:08:55.320 --> 00:08:58.640]  我們不投票了,求你幫我們選吧
[00:08:58.640 --> 00:09:00.440]  是這樣的
[00:09:00.440 --> 00:09:02.840]  他禱告先的
[00:09:02.840 --> 00:09:04.560]  很認真的,不是玩的
[00:09:04.560 --> 00:09:07.920]  結果呢,這些字很亂的
[00:09:07.920 --> 00:09:09.160]  讀給你聽
[00:09:09.160 --> 00:09:13.440]  第二六字:於是眾人為他們搖籤
[00:09:13.440 --> 00:09:15.480]  綠色字不要讀
[00:09:15.480 --> 00:09:18.480]  於是眾人為他們搖籤
[00:09:18.480 --> 00:09:23.000]  就搖出了馬蹄鴨內
[00:09:23.000 --> 00:09:26.720]  他就和十二個仕徒同列
[00:09:26.720 --> 00:09:28.000]  讀多一次
[00:09:28.000 --> 00:09:30.200]  於是眾人為他們搖籤
[00:09:30.200 --> 00:09:32.480]  就搖出馬蹄鴨內
[00:09:32.480 --> 00:09:35.680]  他就和十二個仕徒同列
[00:09:35.680 --> 00:09:37.880]  這字誠經得意了
[00:09:37.880 --> 00:09:39.920]  接著怎麼辦呢?
[00:09:39.920 --> 00:09:41.800]  我們就在這裡等
[00:09:41.800 --> 00:09:43.880]  看看會不會有紙掉下來
[00:09:43.880 --> 00:09:48.960]  或是突然間在房間裡有張紙飄
[00:09:48.960 --> 00:09:51.920]  搖出馬蹄鴨內
[00:09:51.920 --> 00:09:54.240]  原來沒有,怎麼辦呢?
[00:09:54.240 --> 00:09:56.000]  原來他們做了一件事
[00:09:56.000 --> 00:09:58.560]  這件事在教會裡承繼下來
[00:09:58.560 --> 00:10:00.560]  就是搖籤
[00:10:00.560 --> 00:10:03.440]  這個搖籤不是一個竹筒
[00:10:03.440 --> 00:10:04.720]  然後裡面有支籤
[00:10:04.720 --> 00:10:06.400]  「索索索索索索」
[00:10:06.400 --> 00:10:07.240]  掉了一支出來
[00:10:07.240 --> 00:10:08.720]  「哦,馬蹄鴨」
[00:10:08.720 --> 00:10:09.480]  不是這樣的
[00:10:09.480 --> 00:10:11.480]  我們教會又選執事
[00:10:11.480 --> 00:10:13.200]  不捨得拿一個竹筒回來
[00:10:13.200 --> 00:10:17.120]  現在我們用選舉方式
[00:10:17.120 --> 00:10:19.760]  我想說我們土局不夠
[00:10:19.760 --> 00:10:24.320]  和對神向我們顯示的心意不夠
[00:10:24.320 --> 00:10:27.440]  當時他們沒有選舉
[00:10:27.440 --> 00:10:29.320]  不是用民主方式
[00:10:29.320 --> 00:10:33.360]  而是透過搖籤向上帝顯示
[00:10:33.360 --> 00:10:36.080]  這個其實他們以前是相信的
[00:10:36.080 --> 00:10:40.040]  因為由大祭司的胸口裡面
[00:10:40.040 --> 00:10:44.600]  有一塊黑色石和一塊白色石
[00:10:44.600 --> 00:10:46.600]  黑色石叫烏零
[00:10:46.600 --> 00:10:49.120]  白色石叫土明
[00:10:49.120 --> 00:10:52.640]  他們刻了符號在上面
[00:10:52.640 --> 00:10:55.360]  他們要知道上帝心意的時候
[00:10:55.360 --> 00:10:58.320]  大祭司就拿那兩塊石出來
[00:10:58.320 --> 00:11:00.520]  拋窄到地上
[00:11:00.520 --> 00:11:05.000]  看看黑白正反來決定事情
[00:11:05.000 --> 00:11:07.200]  這個就是搖籤
[00:11:07.200 --> 00:11:14.080]  「烏零土明」是他們民族上的搖籤
[00:11:14.080 --> 00:11:16.080]  拋出來「烏零土明」兩塊石
[00:11:16.080 --> 00:11:19.120]  他們都仿似用這個方法
[00:11:19.120 --> 00:11:22.120]  搖籤就搖出馬蹄鴨
[00:11:22.120 --> 00:11:24.320]  這個「搖」呢
[00:11:24.320 --> 00:11:26.640]  「於是眾人為他們搖籤」
[00:11:26.640 --> 00:11:28.160]  這個「搖」字呢
[00:11:28.160 --> 00:11:30.480]  就是「Dedomi」
[00:11:30.480 --> 00:11:32.960]  「Dedomi」是「交給籤」
[00:11:32.960 --> 00:11:36.080]  「於是眾人將他們交給籤」
[00:11:36.080 --> 00:11:37.680]  怎樣選舉?
[00:11:37.680 --> 00:11:39.400]  將他們交給籤
[00:11:39.400 --> 00:11:41.200]  怎樣選擇?
[00:11:41.200 --> 00:11:43.080]  怎樣選擇?
[00:11:43.080 --> 00:11:43.800]  不是選舉
[00:11:43.800 --> 00:11:44.760]  怎樣選擇?
[00:11:44.760 --> 00:11:46.760]  就是將他們交給籤
[00:11:46.760 --> 00:11:52.400]  由交給籤來讓上帝選擇
[00:11:52.400 --> 00:11:55.840]  我們想知道
[00:11:55.840 --> 00:11:57.400]  為他們禱告之後
[00:11:57.400 --> 00:12:00.440]  很認真地交給籤
[00:12:00.440 --> 00:12:04.960]  這個「搖」字呢
[00:12:04.960 --> 00:12:07.920]  「Dedomi」就是「交給籤」
[00:12:07.920 --> 00:12:13.080]  「Kedros」是「抽籤用的小木塊」
[00:12:13.080 --> 00:12:15.680]  就是一塊小木塊
[00:12:15.680 --> 00:12:18.960]  然後寫了他們的名字在上面
[00:12:18.960 --> 00:12:20.160]  或者符號
[00:12:20.160 --> 00:12:23.400]  兩塊木塊寫在上面
[00:12:23.400 --> 00:12:25.080]  然後「搖」呢
[00:12:25.080 --> 00:12:26.720]  第二句「搖」跟這個「搖」不同
[00:12:26.720 --> 00:12:28.640]  這個「Dedomi」是
[00:12:28.640 --> 00:12:29.840]  不要說「搖」
[00:12:29.840 --> 00:12:35.720]  「於是眾人將他們交給籤」
[00:12:35.720 --> 00:12:38.000]  就是那些小木塊
[00:12:38.000 --> 00:12:40.360]  然後將小木塊「搖」
[00:12:40.360 --> 00:12:43.200]  「Pito」就是「搖」
[00:12:43.200 --> 00:12:44.600]  「搖」的意思就是
[00:12:44.600 --> 00:12:48.400]  「搖」的意思不是「搖」
[00:12:48.400 --> 00:12:51.520]  「搖」就是「落下」
[00:12:51.520 --> 00:12:53.760]  就是將那兩塊小木
[00:12:53.760 --> 00:12:56.560]  可能是拋起掉在地上
[00:12:56.560 --> 00:12:59.840]  看看誰的名字現出來
[00:12:59.840 --> 00:13:02.120]  例如一個蓋上一個現了一個名字
[00:13:02.120 --> 00:13:04.200]  「馬提亞」現了一個名字
[00:13:04.200 --> 00:13:08.600]  這個第二個「搖」字就是「落下」
[00:13:08.600 --> 00:13:16.080]  就是將他們的揀選交給小木塊
[00:13:16.080 --> 00:13:18.240]  然後小木塊落下之後
[00:13:18.240 --> 00:13:20.040]  就出現了馬提亞
[00:13:20.040 --> 00:13:23.640]  馬提亞就在這個聖經裡面出現過
[00:13:23.640 --> 00:13:25.640]  之後整本聖經沒有出現過
[00:13:25.640 --> 00:13:28.240]  但是沒有出現過
[00:13:28.240 --> 00:13:31.000]  那就是錯了
[00:13:31.000 --> 00:13:32.680]  不是
[00:13:32.680 --> 00:13:36.320]  聖經裡面「巴多羅馬」在哪裡出現過呢?
[00:13:36.320 --> 00:13:38.800]  「多瑪」在哪裡出現過呢?
[00:13:38.800 --> 00:13:39.920]  有些沒有
[00:13:39.920 --> 00:13:41.960]  「肥力」可能有
[00:13:41.960 --> 00:13:43.240]  沒有見過
[00:13:43.240 --> 00:13:46.360]  其實「粉瑞黨西門」去了哪裡呢?
[00:13:46.360 --> 00:13:49.080]  各有不同的傳統記載
[00:13:49.080 --> 00:13:51.600]  不等於說它沒有出現過就是錯
[00:13:51.600 --> 00:13:55.840]  不是的,聖經裡面沒有再提及它
[00:13:55.840 --> 00:13:57.760]  馬提亞是什麼意思呢?
[00:13:57.760 --> 00:13:59.720]  是一個好名字
[00:13:59.720 --> 00:14:01.000]  「Mafias」
[00:14:01.000 --> 00:14:04.880]  「Mafias」就是「神的禮物」
[00:14:04.880 --> 00:14:07.040]  如果將來要改一個男人的名字也好
[00:14:07.040 --> 00:14:09.680]  「Mafias」就是「神的禮物」
[00:14:09.680 --> 00:14:11.520]  這是一個稀白的名字
[00:14:11.520 --> 00:14:12.840]  也沒有什麼人認識
[00:14:12.840 --> 00:14:14.840]  「Mafias」
[00:14:14.840 --> 00:14:15.840]  也不知道它是什麼意思
[00:14:15.840 --> 00:14:17.280]  「Mafias」就是「神的禮物」
[00:14:17.280 --> 00:14:20.760]  就是「落下了馬提亞」
[00:14:20.760 --> 00:14:24.160]  「他和十一個使徒同列」
[00:14:24.160 --> 00:14:28.640]  「同列」這個字應該不是譯作「同列」
[00:14:28.640 --> 00:14:31.840]  「他們和十一個使徒一」
[00:14:31.840 --> 00:14:33.800]  這是「一」字
[00:14:33.800 --> 00:14:36.120]  「他們和十一個使徒」
[00:14:36.120 --> 00:14:37.280]  不要譯作「同列」
[00:14:37.280 --> 00:14:38.000]  就叫「一」
[00:14:38.000 --> 00:14:39.320]  「他們和十一個使徒」
[00:14:39.320 --> 00:14:41.360]  就變成「一體」
[00:14:41.360 --> 00:14:42.320]  明白嗎?
[00:14:42.320 --> 00:14:43.000]  變成「一體」
[00:14:43.000 --> 00:14:44.320]  這是什麼意思呢?
[00:14:44.320 --> 00:14:47.760]  來自一個超級長的希臘字
[00:14:47.760 --> 00:14:51.280]  「Sucatapifiso」
[00:14:51.280 --> 00:14:54.360]  來自一個非常長的希臘字
[00:14:54.360 --> 00:14:56.600]  「Sucatapifiso」
[00:14:56.600 --> 00:14:59.840]  這個「Sucatapifiso」
[00:14:59.840 --> 00:15:04.120]  其實是三個字連在一起變成一個字
[00:15:04.120 --> 00:15:07.480]  「Suc」就是「與」
[00:15:07.480 --> 00:15:09.000]  「Cata」就是「根據」
[00:15:09.000 --> 00:15:11.760]  「According to」
[00:15:11.760 --> 00:15:13.360]  「Pifiso」呢
[00:15:13.360 --> 00:15:17.120]  「Pifiso」就是「計算」
[00:15:17.120 --> 00:15:20.440]  「與根據計算」
[00:15:20.440 --> 00:15:22.080]  其實意思就是「一」
[00:15:22.080 --> 00:15:24.960]  「他們和十一個使徒」
[00:15:24.960 --> 00:15:28.480]  「根據著他們來計算在一起」
[00:15:28.480 --> 00:15:31.360]  「和十一個使徒根據計算在一起」
[00:15:31.360 --> 00:15:33.640]  於是就是「和他們一起」
[00:15:33.640 --> 00:15:36.760]  「同列」就是「一」
[00:15:36.760 --> 00:15:40.080]  這個字「Sucatapifiso」
[00:15:40.080 --> 00:15:42.400]  是一個很有趣的字
[00:15:42.400 --> 00:15:44.640]  「與根據計算」就是「一」
[00:15:44.640 --> 00:15:47.960]  「與十一個使徒一起根據著」
[00:15:47.960 --> 00:15:49.120]  「和一起計算」
[00:15:49.120 --> 00:15:52.640]  「變成十一個使徒加一」
[00:15:52.640 --> 00:15:53.560]  「變成十二」
[00:15:53.560 --> 00:15:55.040]  是一體來的
[00:15:55.040 --> 00:15:57.000]  就是這個意思
[00:15:57.000 --> 00:15:59.760]  我在這裡特別要提一下
[00:15:59.760 --> 00:16:00.680]  請大家留意
[00:16:00.680 --> 00:16:02.840]  今天我們選舉等等
[00:16:02.840 --> 00:16:04.440]  我們都是選
[00:16:04.440 --> 00:16:05.680]  用人的意志
[00:16:05.680 --> 00:16:07.400]  用人的分析
[00:16:07.400 --> 00:16:11.720]  我最怕大家少了禱告
[00:16:11.720 --> 00:16:15.360]  而且他們是很認真地做這件事
[00:16:15.360 --> 00:16:21.880]  是用他們的方式來遙簽
[00:16:21.880 --> 00:16:23.240]  就是交給簽
[00:16:23.240 --> 00:16:25.000]  然後由簽那裡決定
[00:16:25.000 --> 00:16:27.920]  這個是有著他們猶太人
[00:16:27.920 --> 00:16:31.080]  以前的舊約傳統下來的
[00:16:31.080 --> 00:16:33.200]  我們今天就少一點
[00:16:33.200 --> 00:16:34.800]  不過留意
[00:16:34.800 --> 00:16:35.960]  後面有轉向的
[00:16:35.960 --> 00:16:36.760]  補充一點
[00:16:36.760 --> 00:16:38.000]  今天長一點就是
[00:16:38.000 --> 00:16:40.440]  去到司徒行轉是十三章
[00:16:40.440 --> 00:16:44.680]  安提亞教會有五、六個目者
[00:16:44.680 --> 00:16:46.200]  終於他們是怎樣
[00:16:46.200 --> 00:16:50.320]  差派保羅和巴拿巴出去的呢?
[00:16:50.320 --> 00:16:52.520]  是聖靈感動他們
[00:16:52.520 --> 00:16:54.320]  一起祈禱
[00:16:54.320 --> 00:16:56.440]  聖靈就給他們同感一靈
[00:16:56.440 --> 00:17:01.120]  差派巴拿巴和保羅出去
[00:17:01.120 --> 00:17:01.880]  他們祈禱
[00:17:01.880 --> 00:17:04.320]  「不是吧?差派這兩個出去?」
[00:17:04.320 --> 00:17:07.840]  「是呀,是呀,我們都是有相同的感覺」
[00:17:07.840 --> 00:17:12.400]  「感覺歸感覺,禱告完很認真沒問題」
[00:17:12.400 --> 00:17:13.560]  「不過派這兩個出去」
[00:17:13.560 --> 00:17:16.080]  「我們教會損失很大」
[00:17:16.080 --> 00:17:17.920]  「那怎樣?不如我們再祈禱吧」
[00:17:17.920 --> 00:17:19.160]  「感性禱告」
[00:17:19.160 --> 00:17:21.600]  「完了都是有這個感動」
[00:17:21.600 --> 00:17:23.480]  「保羅、巴拿巴出去」
[00:17:23.480 --> 00:17:25.040]  「好吧,我們就派出去」
[00:17:25.040 --> 00:17:29.400]  去到司徒行轉十三章安提亞教會
[00:17:29.400 --> 00:17:31.160]  他們沒有再遙簽了
[00:17:31.160 --> 00:17:32.960]  他們開始是靠聖靈
[00:17:32.960 --> 00:17:34.160]  因為聖靈來了
[00:17:34.160 --> 00:17:35.680]  未有聖靈的時候他們就遙簽
[00:17:35.680 --> 00:17:38.720]  有時他們就透過交通禱告
[00:17:38.720 --> 00:17:41.000]  禱告交通再禁食禱告
[00:17:41.000 --> 00:17:43.560]  然後同感一靈
[00:17:43.560 --> 00:17:46.320]  才做差派
[00:17:46.320 --> 00:17:49.960]  當時很有可能是聖靈未來
[00:17:49.960 --> 00:17:53.840]  所以他們用交給簽的舊約
[00:17:53.840 --> 00:17:55.160]  承繼下來的方法
[00:17:55.160 --> 00:17:56.600]  大家能夠明白
[00:17:56.600 --> 00:17:58.400]  今日的金句
[00:17:58.400 --> 00:18:01.120]  希望你讀這些紅色字就可以了
[00:18:01.120 --> 00:18:03.920]  「主啊,祢知道萬人的心」
[00:18:03.920 --> 00:18:06.040]  「求祢從這兩個人中」
[00:18:06.040 --> 00:18:08.200]  「指明祢所揀選的是誰」
[00:18:08.200 --> 00:18:09.160]  特別第一句
[00:18:09.160 --> 00:18:12.480]  「主啊,祢知道萬人的心」
[00:18:12.480 --> 00:18:14.800]  「求祢指明」
[00:18:14.800 --> 00:18:17.800]  很多時候我們今天都要學習禱告
[00:18:17.800 --> 00:18:19.160]  「主啊,祢知道萬人的心」
[00:18:19.160 --> 00:18:20.680]  「求祢指明」
[00:18:20.680 --> 00:18:22.200]  一起祈禱吧
[00:18:22.200 --> 00:18:25.760]  「主耶穌,祢知道萬人的心」
[00:18:25.760 --> 00:18:27.120]  「我們的天父上帝」
