
[00:00:00.000 --> 00:00:02.000]  各位電影節目的各位來賓 早安
[00:03:08.000 --> 00:03:10.000]  他所承受的名
[00:03:10.000 --> 00:03:13.000]  既比天賜的名更尊貴
[00:03:13.000 --> 00:03:15.000]  就遠超過天賜
[00:03:15.000 --> 00:03:16.000]  我們一起祈禱
[00:03:16.000 --> 00:03:21.000]  願主幫助我們去看見主祢自己的尊名
[00:03:21.000 --> 00:03:25.000]  你是神所差派最尊貴的那位使者
[00:03:25.000 --> 00:03:28.000]  將神祢的話神必救恩去完成
[00:03:28.000 --> 00:03:29.000]  求祢自己因命
[00:03:29.000 --> 00:03:32.000]  讓我們生命也將主放在首位
[00:03:32.000 --> 00:03:35.000]  以致我們願意將福音去廣傳
[00:03:35.000 --> 00:03:38.000]  以致我們生命願意為主而活
[00:03:38.000 --> 00:03:40.000]  我們祈禱奉耶穌的聖名
[00:03:40.000 --> 00:03:43.000]  多謝
[00:03:43.000 --> 00:03:45.000]  這段聖經是聖經裏面
[00:03:45.000 --> 00:03:49.000]  算是最濃縮的一段聖經
[00:03:49.000 --> 00:03:50.000]  就好像喝咖啡
[00:03:50.000 --> 00:03:53.000]  如果喝過Double Cappuccino
[00:03:53.000 --> 00:03:56.000]  這個就是聖經裏面的Triple Cappuccino
[00:03:56.000 --> 00:03:58.000]  很短的四節聖經
[00:03:58.000 --> 00:04:02.000]  混合了非常豐富的訊息
[00:04:02.000 --> 00:04:06.000]  希望神讓我今天讓大家都明白
[00:04:06.000 --> 00:04:08.000]  雖然在中文是四節
[00:04:08.000 --> 00:04:10.000]  原本的聖經是希伯來文
[00:04:10.000 --> 00:04:12.000]  其實是一句說話
[00:04:12.000 --> 00:04:13.000]  不是四句
[00:04:13.000 --> 00:04:15.000]  是一句說話
[00:04:15.000 --> 00:04:18.000]  這句說話究竟要說些什麼呢
[00:04:18.000 --> 00:04:20.000]  其實《若講案花》的文學結構
[00:04:20.000 --> 00:04:22.000]  我們看看下一張螢光幕
[00:04:22.000 --> 00:04:24.000]  是可以用一個好像這樣
[00:04:24.000 --> 00:04:26.000]  叫做交叉式的分段
[00:04:26.000 --> 00:04:28.000]  講到耶穌對比天使、先師
[00:04:28.000 --> 00:04:32.000]  和祂的即使是君王和祭司
[00:04:32.000 --> 00:04:36.000]  中間更加講到耶穌基督是神本體的身像
[00:04:36.000 --> 00:04:38.000]  為了方便今天講解
[00:04:38.000 --> 00:04:40.000]  我們有以下的分段
[00:04:40.000 --> 00:04:41.000]  我們看看下一張螢光幕
[00:04:41.000 --> 00:04:44.000]  首先我們要了解耶穌基督
[00:04:44.000 --> 00:04:47.000]  是神最佳的代言人
[00:04:47.000 --> 00:04:52.000]  因為耶穌基督祂自己是神啟示的高峰
[00:04:52.000 --> 00:04:54.000]  這段聖經我們看第一節
[00:04:54.000 --> 00:04:55.000]  這裡說神既在古時
[00:04:55.000 --> 00:04:57.000]  直到眾仙之多慈
[00:04:57.000 --> 00:04:59.000]  多方地曉悅列祖
[00:04:59.000 --> 00:05:01.000]  就在者末世
[00:05:01.000 --> 00:05:03.000]  直到他而止曉悅我們
[00:05:03.000 --> 00:05:04.000]  第四節說
[00:05:04.000 --> 00:05:07.000]  他所受的名既比天使的名更尊貴
[00:05:07.000 --> 00:05:11.000]  就遠超過天使
[00:05:11.000 --> 00:05:14.000]  聖經裡的確有先知的人
[00:05:14.000 --> 00:05:16.000]  先知包括誰呢?
[00:05:16.000 --> 00:05:18.000]  如果最早可以有
[00:05:18.000 --> 00:05:20.000]  相信羅亞都已經算是先知
[00:05:20.000 --> 00:05:24.000]  將神當時要透過洪水滅大地
[00:05:24.000 --> 00:05:26.000]  去講給神人知道
[00:05:26.000 --> 00:05:32.000]  之後亞伯拉罕、雅各、撒姆爾、大衛
[00:05:32.000 --> 00:05:34.000]  甚至之後的所謂以賽亞
[00:05:34.000 --> 00:05:37.000]  一堆無數的都可以叫做先知
[00:05:37.000 --> 00:05:40.000]  而且他們傳遞神的說話
[00:05:40.000 --> 00:05:42.000]  用很多不同的方法
[00:05:42.000 --> 00:05:45.000]  不單止用故事形式
[00:05:45.000 --> 00:05:47.000]  有時會用律法形式
[00:05:47.000 --> 00:05:49.000]  有時會用思綱形式
[00:05:49.000 --> 00:05:50.000]  好像詩篇那樣
[00:05:50.000 --> 00:05:52.000]  有時用到智慧文學
[00:05:52.000 --> 00:05:54.000]  好像真言那樣
[00:05:54.000 --> 00:05:55.000]  或者用預言
[00:05:55.000 --> 00:05:57.000]  好像先知書那樣
[00:05:57.000 --> 00:05:59.000]  但是不斷其實
[00:05:59.000 --> 00:06:02.000]  總而言之都要將神的威嚴
[00:06:02.000 --> 00:06:04.000]  尊榮、救恩去表達出來
[00:06:04.000 --> 00:06:06.000]  更加要透過一些祭祀
[00:06:06.000 --> 00:06:07.000]  聖殿這些體系
[00:06:07.000 --> 00:06:10.000]  讓人認識神自己的榮耀
[00:06:10.000 --> 00:06:12.000]  甚至先知當時
[00:06:12.000 --> 00:06:15.000]  神要求他們怎樣去傳講神的說話
[00:06:15.000 --> 00:06:17.000]  要演戲
[00:06:17.000 --> 00:06:20.000]  以賽亞曾經為了去宣講神的說話
[00:06:20.000 --> 00:06:22.000]  神要生兩個兒子出來
[00:06:22.000 --> 00:06:24.000]  然後叫那兩個兒子改名字
[00:06:24.000 --> 00:06:28.000]  那兩個名字就要宣告以色列的罪名
[00:06:28.000 --> 00:06:29.000]  這麼有趣
[00:06:29.000 --> 00:06:32.000]  但是我們要看回
[00:06:32.000 --> 00:06:37.000]  若我們從亞伯拉罕時期開始計算
[00:06:37.000 --> 00:06:40.000]  到新約耶穌基督出世
[00:06:40.000 --> 00:06:42.000]  中間相隔了多少年呢
[00:06:42.000 --> 00:06:44.000]  有千五年那麼久
[00:06:44.000 --> 00:06:47.000]  但是我們要問問大家知不知道
[00:06:47.000 --> 00:06:49.000]  新約聖經由耶穌基督出世
[00:06:49.000 --> 00:06:52.000]  到最後一卷聖經啟示錄
[00:06:52.000 --> 00:06:54.000]  似圖一漢去完成
[00:06:54.000 --> 00:06:59.000]  主後九十年只是用了多久時間
[00:06:59.000 --> 00:07:01.000]  其實只是用了不夠一百年
[00:07:01.000 --> 00:07:04.000]  大概相信是九十年左右
[00:07:04.000 --> 00:07:05.000]  我覺得很奇怪
[00:07:05.000 --> 00:07:07.000]  為什麼神在舊約用成
[00:07:07.000 --> 00:07:09.000]  起碼最少保守估計千五年
[00:07:09.000 --> 00:07:11.000]  向世人去宣講祂自己
[00:07:11.000 --> 00:07:14.000]  然後去到耶穌基督降世之後
[00:07:14.000 --> 00:07:16.000]  不用一百年
[00:07:16.000 --> 00:07:18.000]  就已經完成了新約
[00:07:18.000 --> 00:07:20.000]  而且很有趣
[00:07:20.000 --> 00:07:21.000]  基督教不同其他宗教
[00:07:21.000 --> 00:07:24.000]  佛教有個大師高僧說了幾句話
[00:07:24.000 --> 00:07:25.000]  寫了一本書
[00:07:25.000 --> 00:07:27.000]  變成多本佛經你要研究
[00:07:27.000 --> 00:07:29.000]  基督教雖然有很多書籍
[00:07:29.000 --> 00:07:33.000]  但是全部都不可以代替聖經為正典
[00:07:33.000 --> 00:07:35.000]  為什麼不可以加上去呢
[00:07:35.000 --> 00:07:40.000]  原來耶穌基督就是因為祂的身份特別
[00:07:40.000 --> 00:07:42.000]  神只要透過耶穌基督
[00:07:42.000 --> 00:07:44.000]  將神完整的說話說出來
[00:07:44.000 --> 00:07:47.000]  不是以前才說的說話有問題
[00:07:47.000 --> 00:07:48.000]  甚至以前才說的說話
[00:07:48.000 --> 00:07:52.000]  很多時候都是透過天使帶過給他
[00:07:52.000 --> 00:07:54.000]  而是不夠完整
[00:07:54.000 --> 00:07:57.000]  只是很片面地說一點點
[00:07:57.000 --> 00:08:01.000]  直到耶穌基督的啟示才完全
[00:08:01.000 --> 00:08:02.000]  啟示是什麼呢
[00:08:02.000 --> 00:08:04.000]  好像一個盒子裡面蓋住了
[00:08:04.000 --> 00:08:06.000]  你看不到裡面是什麼
[00:08:06.000 --> 00:08:09.000]  你揭開這個動作就叫做啟示
[00:08:09.000 --> 00:08:11.000]  其他宗教哲學
[00:08:11.000 --> 00:08:15.000]  用人的智慧、經驗、思想
[00:08:15.000 --> 00:08:19.000]  去嘗試摸索這個世界有沒有一個神
[00:08:19.000 --> 00:08:22.000]  怎樣叫人脫離罪這個捆綁
[00:08:22.000 --> 00:08:23.000]  得著救恩
[00:08:23.000 --> 00:08:27.000]  全部都不是正確或者不夠完全
[00:08:27.000 --> 00:08:28.000]  也都必然有偏差
[00:08:28.000 --> 00:08:33.000]  唯有耶穌基督來將神啟示給人見到
[00:08:33.000 --> 00:08:36.000]  因為耶穌基督不單將神的說話說出來
[00:08:36.000 --> 00:08:40.000]  祂自己就已經是神的最後通牒
[00:08:40.000 --> 00:08:42.000]  所以原來救約說的救恩
[00:08:42.000 --> 00:08:44.000]  是透過耶穌基督去成就的
[00:08:44.000 --> 00:08:47.000]  所以救約是在介紹給人預言
[00:08:47.000 --> 00:08:48.000]  將會有救主會來
[00:08:48.000 --> 00:08:51.000]  好像麻煩你幫我去樓下
[00:08:51.000 --> 00:08:52.000]  接一個朋友上來
[00:08:52.000 --> 00:08:53.000]  他是怎樣的
[00:08:53.000 --> 00:08:55.000]  他有這麼高的膚色
[00:08:55.000 --> 00:08:57.000]  穿著這樣的顏色的衣服
[00:08:57.000 --> 00:08:58.000]  但是輪廓是怎樣
[00:08:58.000 --> 00:08:59.000]  這樣你就能夠知道
[00:08:59.000 --> 00:09:00.000]  哦 這個就是了
[00:09:00.000 --> 00:09:03.000]  然後耶穌基督來到就好像這個朋友
[00:09:03.000 --> 00:09:04.000]  你找到了
[00:09:04.000 --> 00:09:08.000]  新約就是耶穌基督親眼見過耶穌的使徒
[00:09:08.000 --> 00:09:15.000]  將耶穌的行事為人的救恩寫出來
[00:09:15.000 --> 00:09:17.000]  見證給人知道
[00:09:17.000 --> 00:09:19.000]  這個就是救約所介紹的救主
[00:09:19.000 --> 00:09:21.000]  所以就好像一個中心
[00:09:21.000 --> 00:09:22.000]  耶穌基督是中心
[00:09:22.000 --> 00:09:25.000]  救約預言接下來的救主
[00:09:25.000 --> 00:09:27.000]  新約是再看回頭
[00:09:27.000 --> 00:09:30.000]  這個曾經降世成人犧牲
[00:09:30.000 --> 00:09:32.000]  現在已經復活升天
[00:09:32.000 --> 00:09:34.000]  坐在神右邊的那個救主
[00:09:34.000 --> 00:09:35.000]  所以今天我們講來講去
[00:09:35.000 --> 00:09:37.000]  都不能脫離這個範圍
[00:09:37.000 --> 00:09:41.000]  只可以複述救約聖經介紹的耶穌
[00:09:41.000 --> 00:09:45.000]  新約聖經所見證的耶穌
[00:09:45.000 --> 00:09:46.000]  既然是這樣
[00:09:46.000 --> 00:09:48.000]  我們可以想一想
[00:09:48.000 --> 00:09:51.000]  剛剛過了奧運
[00:09:51.000 --> 00:09:55.000]  我們見到都是一件非常大的盛事
[00:09:55.000 --> 00:09:57.000]  最特別的就是
[00:09:57.000 --> 00:09:59.000]  尤其是我看得最津津樂道的就是
[00:09:59.000 --> 00:10:01.000]  哇 這麼有趣
[00:10:01.000 --> 00:10:03.000]  連英女皇都玩了一份
[00:10:03.000 --> 00:10:05.000]  在這個開幕禮的時候
[00:10:05.000 --> 00:10:07.000]  英女皇都參與了
[00:10:07.000 --> 00:10:09.000]  扮尖舌邦的演員要到皇宮接她
[00:10:09.000 --> 00:10:10.000]  原來炸了地底
[00:10:10.000 --> 00:10:16.000]  直升機就把英女皇帶到場地上
[00:10:16.000 --> 00:10:18.000]  還假扮英女皇之前跳傘
[00:10:18.000 --> 00:10:19.000]  下到場地上
[00:10:19.000 --> 00:10:20.000]  我想一下
[00:10:20.000 --> 00:10:24.000]  英女皇自己都參加這個開幕禮
[00:10:24.000 --> 00:10:25.000]  想而言之
[00:10:25.000 --> 00:10:27.000]  英國的皇室政府
[00:10:27.000 --> 00:10:29.000]  多重視這個城市
[00:10:29.000 --> 00:10:30.000]  當然啦
[00:10:30.000 --> 00:10:31.000]  英國現在這麼窮
[00:10:31.000 --> 00:10:34.000]  希望就算奧運賺不到錢
[00:10:34.000 --> 00:10:38.000]  當然要自己出來玩一會
[00:10:38.000 --> 00:10:40.000]  但是你回想一下
[00:10:40.000 --> 00:10:41.000]  籌備奧運
[00:10:41.000 --> 00:10:42.000]  我不知道多少年前
[00:10:42.000 --> 00:10:43.000]  八年十年前
[00:10:43.000 --> 00:10:46.000]  可能倫敦已經有一個
[00:10:46.000 --> 00:10:48.000]  知道自己將會主辦奧運
[00:10:48.000 --> 00:10:49.000]  就要開始籌備了
[00:10:49.000 --> 00:10:50.000]  開始計劃
[00:10:50.000 --> 00:10:52.000]  開始做很多工作
[00:10:52.000 --> 00:10:55.000]  然後由開始的揭幕禮
[00:10:55.000 --> 00:10:57.000]  至到奧運的閉幕禮
[00:10:57.000 --> 00:11:00.000]  整個奧運有多久?
[00:11:00.000 --> 00:11:01.000]  有多久?
[00:11:01.000 --> 00:11:02.000]  兩個星期左右
[00:11:02.000 --> 00:11:04.000]  這樣就結束了?
[00:11:04.000 --> 00:11:05.000]  這麼久?
[00:11:05.000 --> 00:11:07.000]  《新教育聖經》就是這樣
[00:11:07.000 --> 00:11:08.000]  介紹耶穌很久
[00:11:08.000 --> 00:11:09.000]  耶穌來到
[00:11:09.000 --> 00:11:10.000]  一下子就結束了
[00:11:10.000 --> 00:11:11.000]  所以聖經稱
[00:11:11.000 --> 00:11:14.000]  耶穌來到的時候是末世
[00:11:14.000 --> 00:11:16.000]  神已經從耶穌來到開始
[00:11:16.000 --> 00:11:20.000]  禁止了這個世界的計時
[00:11:20.000 --> 00:11:22.000]  開始倒數了
[00:11:22.000 --> 00:11:24.000]  耶穌復活升天之後
[00:11:24.000 --> 00:11:28.000]  說祂會預言祂會再來
[00:11:28.000 --> 00:11:31.000]  現在我們已經是末世的末端
[00:11:31.000 --> 00:11:34.000]  耶穌隨時會來到
[00:11:34.000 --> 00:11:37.000]  又好像什麼呢?
[00:11:37.000 --> 00:11:40.000]  我越來越明白
[00:11:40.000 --> 00:11:41.000]  神給我們恩典
[00:11:41.000 --> 00:11:42.000]  結婚不用很多
[00:11:42.000 --> 00:11:44.000]  一次就夠了
[00:11:44.000 --> 00:11:46.000]  因為辦一次婚禮
[00:11:46.000 --> 00:11:48.000]  我覺得已經很煩
[00:11:48.000 --> 00:11:50.000]  一般香港人辦婚禮
[00:11:50.000 --> 00:11:52.000]  起碼大概一年半前
[00:11:52.000 --> 00:11:54.000]  找酒樓酒店
[00:11:54.000 --> 00:11:57.000]  我們幾乎還要找教堂才會頭痛
[00:11:57.000 --> 00:11:59.000]  甚至有些人辦了兩年多
[00:11:59.000 --> 00:12:01.000]  三年前的婚禮
[00:12:01.000 --> 00:12:03.000]  你到時還不是在拍拖嗎?
[00:12:03.000 --> 00:12:05.000]  還能見到婚嗎?
[00:12:05.000 --> 00:12:07.000]  婚禮都列好了
[00:12:07.000 --> 00:12:09.000]  要請什麼人
[00:12:09.000 --> 00:12:10.000]  然後逐個逐個打電話
[00:12:10.000 --> 00:12:11.000]  電郵
[00:12:11.000 --> 00:12:12.000]  外國那些
[00:12:12.000 --> 00:12:14.000]  又要問你來不來香港
[00:12:14.000 --> 00:12:15.000]  有些不見了電話
[00:12:15.000 --> 00:12:16.000]  不見了聯絡
[00:12:16.000 --> 00:12:18.000]  又不知怎樣問來問去找回
[00:12:18.000 --> 00:12:19.000]  然後要寄帖
[00:12:19.000 --> 00:12:21.000]  種種的方法
[00:12:21.000 --> 00:12:22.000]  又要通知
[00:12:22.000 --> 00:12:23.000]  很久很久
[00:12:23.000 --> 00:12:24.000]  又要拍照
[00:12:24.000 --> 00:12:29.000]  又要找人弄婚紗
[00:12:29.000 --> 00:12:31.000]  找人化妝
[00:12:31.000 --> 00:12:33.000]  很多事情要做
[00:12:33.000 --> 00:12:36.000]  但是整個婚宴
[00:12:36.000 --> 00:12:37.000]  我問大家
[00:12:37.000 --> 00:12:39.000]  你坐多久?
[00:12:39.000 --> 00:12:41.000]  我當8點鐘開席
[00:12:41.000 --> 00:12:43.000]  11點
[00:12:43.000 --> 00:12:45.000]  11點你能走嗎?
[00:12:45.000 --> 00:12:47.000]  不走要開心
[00:12:47.000 --> 00:12:48.000]  可不可以放我們
[00:12:48.000 --> 00:12:49.000]  快點吧
[00:12:49.000 --> 00:12:51.000]  明天要上班
[00:12:51.000 --> 00:12:53.000]  我坐到腦袋都開花了
[00:12:53.000 --> 00:12:55.000]  在玩我
[00:12:55.000 --> 00:12:57.000]  3個小時就弄完了
[00:12:57.000 --> 00:13:00.000]  你弄了這麼久的婚禮
[00:13:00.000 --> 00:13:02.000]  原來聖經耶穌基督
[00:13:02.000 --> 00:13:04.000]  很多時候都用這個婚宴的比喻
[00:13:04.000 --> 00:13:05.000]  說到神就好像
[00:13:05.000 --> 00:13:07.000]  要請客
[00:13:07.000 --> 00:13:09.000]  他要當自己的愛子
[00:13:09.000 --> 00:13:10.000]  娶老婆
[00:13:10.000 --> 00:13:11.000]  讓你知道
[00:13:11.000 --> 00:13:12.000]  其實是教會
[00:13:12.000 --> 00:13:14.000]  是耶穌基督的身輔
[00:13:14.000 --> 00:13:15.000]  他說這個門世的婚宴
[00:13:15.000 --> 00:13:17.000]  神已經派了很多人出去
[00:13:17.000 --> 00:13:19.000]  來吧來吧
[00:13:19.000 --> 00:13:21.000]  來這個婚宴
[00:13:21.000 --> 00:13:23.000]  這個主人間要請人
[00:13:23.000 --> 00:13:24.000]  要進這個宴席
[00:13:24.000 --> 00:13:25.000]  就快開始了
[00:13:25.000 --> 00:13:26.000]  比喻裡面說到
[00:13:26.000 --> 00:13:27.000]  有些人很不給面子
[00:13:27.000 --> 00:13:28.000]  這個我買了一間房子
[00:13:28.000 --> 00:13:29.000]  我沒空來
[00:13:29.000 --> 00:13:30.000]  這個我買了一隻牛
[00:13:30.000 --> 00:13:31.000]  我沒空來
[00:13:31.000 --> 00:13:32.000]  這個我又做些什麼
[00:13:32.000 --> 00:13:33.000]  我沒空來
[00:13:33.000 --> 00:13:34.000]  個個都不來
[00:13:34.000 --> 00:13:35.000]  但是耶穌說
[00:13:35.000 --> 00:13:38.000]  當最後新郎要到門口
[00:13:38.000 --> 00:13:39.000]  要關門
[00:13:39.000 --> 00:13:41.000]  你還不進來
[00:13:41.000 --> 00:13:43.000]  你就不要到時先拋門
[00:13:43.000 --> 00:13:44.000]  主啊主啊
[00:13:44.000 --> 00:13:45.000]  我認識你
[00:13:45.000 --> 00:13:46.000]  讓我進來吧
[00:13:46.000 --> 00:13:47.000]  主啊我不認識你
[00:13:47.000 --> 00:13:49.000]  耶穌來到已經是最後通牒
[00:13:49.000 --> 00:13:50.000]  今天我們仍有時間
[00:13:50.000 --> 00:13:53.000]  若果在座中沒有人信主
[00:13:53.000 --> 00:13:55.000]  未曾正式信耶穌基督
[00:13:55.000 --> 00:13:59.000]  接受耶穌基督為救主的時候
[00:13:59.000 --> 00:14:01.000]  把握你還有年日
[00:14:01.000 --> 00:14:03.000]  把握耶穌基督還沒來到
[00:14:03.000 --> 00:14:07.000]  把握你今天還有生命氣息
[00:14:07.000 --> 00:14:10.000]  去接受這份禮物
[00:14:10.000 --> 00:14:11.000]  第二點
[00:14:11.000 --> 00:14:13.000]  希伯來斯的作者繼續說
[00:14:13.000 --> 00:14:15.000]  祭神的兒子
[00:14:15.000 --> 00:14:17.000]  我們看下一個螢光幕
[00:14:17.000 --> 00:14:20.000]  曾的兒子是最佳的繼承人
[00:14:20.000 --> 00:14:29.000]  因為他是神國道的基督
[00:14:29.000 --> 00:14:30.000]  基督的意思
[00:14:30.000 --> 00:14:32.000]  有人可以譯作彌賽雅
[00:14:32.000 --> 00:14:35.000]  直接叫做仇高者
[00:14:35.000 --> 00:14:36.000]  他的聖經
[00:14:36.000 --> 00:14:38.000]  人喜歡用一些橄欖油
[00:14:38.000 --> 00:14:40.000]  倒在一些人頭上
[00:14:40.000 --> 00:14:42.000]  作一個安立的儀式
[00:14:42.000 --> 00:14:44.000]  包括做君王
[00:14:44.000 --> 00:14:45.000]  又或者做祭司
[00:14:45.000 --> 00:14:47.000]  有些人認為仙姿也是
[00:14:47.000 --> 00:14:49.000]  這個說法特別提到
[00:14:49.000 --> 00:14:51.000]  我們看聖經的第二節中間
[00:14:51.000 --> 00:14:52.000]  說到
[00:14:52.000 --> 00:14:55.000]  「又早以納他為承受萬有的
[00:14:55.000 --> 00:14:58.000]  也曾藉著他創造諸世界」
[00:14:58.000 --> 00:14:59.000]  然後第三節中間說
[00:14:59.000 --> 00:15:01.000]  「他洗淨了人的罪
[00:15:01.000 --> 00:15:07.000]  就坐在高天賜大者的右邊」
[00:15:07.000 --> 00:15:08.000]  說到原來
[00:15:08.000 --> 00:15:13.000]  神一早已經納耶穌基督
[00:15:13.000 --> 00:15:17.000]  為萬有的主宰君王
[00:15:17.000 --> 00:15:18.000]  而且這個世界
[00:15:18.000 --> 00:15:21.000]  也是藉著耶穌基督做的
[00:15:21.000 --> 00:15:22.000]  用按時序應該說
[00:15:22.000 --> 00:15:24.000]  神藉著耶穌創造世界
[00:15:24.000 --> 00:15:26.000]  然後將這個世界
[00:15:26.000 --> 00:15:29.000]  給予耶穌基督去繼承
[00:15:29.000 --> 00:15:30.000]  但很有趣
[00:15:30.000 --> 00:15:31.000]  聖經有沒有留意時序呢
[00:15:31.000 --> 00:15:33.000]  是相反的
[00:15:33.000 --> 00:15:34.000]  是納了耶穌基督
[00:15:34.000 --> 00:15:36.000]  為萬有的承繼者
[00:15:36.000 --> 00:15:38.000]  然後再說耶穌基督
[00:15:38.000 --> 00:15:40.000]  透過他去創造萬有
[00:15:40.000 --> 00:15:42.000]  不單止說到耶穌基督
[00:15:42.000 --> 00:15:43.000]  神的道
[00:15:43.000 --> 00:15:46.000]  當神說要有光就有光
[00:15:46.000 --> 00:15:48.000]  神就透過耶穌基督
[00:15:48.000 --> 00:15:50.000]  神的道創造諸世界
[00:15:50.000 --> 00:15:52.000]  原來在創造之先
[00:15:52.000 --> 00:15:55.000]  神已經納意
[00:15:55.000 --> 00:15:57.000]  要耶穌基督
[00:15:57.000 --> 00:15:59.000]  得著萬有著萬有的主宰
[00:15:59.000 --> 00:16:01.000]  甚至在哥羅西書本裏也說
[00:16:01.000 --> 00:16:04.000]  「一切都是藉著耶穌基督做的
[00:16:04.000 --> 00:16:08.000]  也是為他做的」
[00:16:08.000 --> 00:16:10.000]  原來整個宇宙萬物
[00:16:10.000 --> 00:16:12.000]  為耶穌而做
[00:16:12.000 --> 00:16:13.000]  他是萬物的君王
[00:16:13.000 --> 00:16:14.000]  所以聖經裏面
[00:16:14.000 --> 00:16:17.000]  用甚麼動物去形容耶穌為君王呢
[00:16:17.000 --> 00:16:19.000]  是獅子
[00:16:19.000 --> 00:16:20.000]  但很有趣
[00:16:20.000 --> 00:16:22.000]  聖經另外一個圖像
[00:16:22.000 --> 00:16:25.000]  也是用動物去形容耶穌基督
[00:16:25.000 --> 00:16:26.000]  是甚麼呢
[00:16:26.000 --> 00:16:29.000]  是羔羊
[00:16:29.000 --> 00:16:30.000]  很有趣吧
[00:16:30.000 --> 00:16:31.000]  一般我們了解
[00:16:31.000 --> 00:16:34.000]  只有獅子追著羔羊去吃
[00:16:34.000 --> 00:16:36.000]  怎會將同一個人
[00:16:36.000 --> 00:16:39.000]  將這兩個圖像放在他身上呢
[00:16:39.000 --> 00:16:40.000]  原來聖經裏也說了
[00:16:40.000 --> 00:16:44.000]  耶穌基督是神所納的大祭司
[00:16:44.000 --> 00:16:47.000]  祂不是自己去拿一些祭牲羔羊
[00:16:47.000 --> 00:16:49.000]  去獻給神替人贖罪
[00:16:49.000 --> 00:16:51.000]  祂自己就是神的羔羊
[00:16:51.000 --> 00:16:52.000]  神的祭牲
[00:16:52.000 --> 00:16:55.000]  為我們死十字架上流血贖罪
[00:16:55.000 --> 00:16:57.000]  這裏希伯來書說到
[00:16:57.000 --> 00:16:59.000]  舊約聖經的祭司
[00:16:59.000 --> 00:17:02.000]  一代一代
[00:17:02.000 --> 00:17:04.000]  獻千千萬萬羔羊給神
