
[00:00:00.000 --> 00:00:03.000]  今年我們教會的主題就是
[00:02:35.300 --> 00:02:38.660]  所以聖經將這個「應許」賜給我們
[00:02:38.660 --> 00:02:45.620]  藉著信神就將喜樂、平安和盼望
[00:02:45.620 --> 00:02:47.540]  充滿我們的心
[00:02:47.540 --> 00:02:49.340]  叫我們overflow
[00:02:49.340 --> 00:02:54.500]  叫我們不只是充滿,而是滿溢的意思
[00:02:54.500 --> 00:02:56.700]  所以這裡給我們看見我們相信神
[00:02:56.700 --> 00:02:58.660]  神就在我們心裡面動功
[00:02:58.660 --> 00:03:00.940]  透過什麼?透過聖靈
[00:03:00.940 --> 00:03:02.660]  聖靈在我們心裡面動功
[00:03:02.660 --> 00:03:05.460]  叫我們「因信上帝」
[00:03:05.460 --> 00:03:07.180]  這位三一的神
[00:03:07.180 --> 00:03:10.540]  祂的聖靈在我們心裡面幫助我們
[00:03:10.540 --> 00:03:15.140]  讓我們經歷到能夠滿溢的神給我們的福分
[00:03:15.140 --> 00:03:18.260]  就是這幾方面很寶貴的東西
[00:03:18.260 --> 00:03:20.460]  在這裡我們要留意
[00:03:20.460 --> 00:03:22.620]  這裡有個字
[00:03:22.620 --> 00:03:23.860]  「諸般」
[00:03:23.860 --> 00:03:28.420]  或者NIV翻譯為「All Joy」
[00:03:28.420 --> 00:03:29.860]  這裡真好
[00:03:29.860 --> 00:03:33.180]  因為不單止有喜樂、平安、盼望
[00:03:33.180 --> 00:03:34.860]  這還是諸般
[00:03:34.860 --> 00:03:37.100]  即是很多方面
[00:03:37.100 --> 00:03:41.740]  這個諸般就是「Past」這個字
[00:03:41.740 --> 00:03:45.820]  「Past」這個字是很豐富的
[00:03:45.820 --> 00:03:51.700]  它可以講到各樣的環境、各樣的情況等等
[00:03:51.700 --> 00:03:55.020]  所以在中文和合本比較舊的翻譯
[00:03:55.020 --> 00:03:57.220]  就是用「諸般」這個字
[00:03:57.220 --> 00:03:59.060]  如果你不看這個字
[00:03:59.060 --> 00:03:59.980]  就這樣聽那個音
[00:03:59.980 --> 00:04:03.140]  有時候會有一點誤解
[00:04:03.140 --> 00:04:05.620]  諸般的喜樂、平安
[00:04:05.620 --> 00:04:08.580]  不是一隻豬的豬
[00:04:08.580 --> 00:04:11.140]  不是像豬一樣的盼望
[00:04:11.140 --> 00:04:12.940]  諸般就是各樣的
[00:04:12.940 --> 00:04:15.500]  所以現在有些新的譯本翻譯
[00:04:15.500 --> 00:04:18.860]  呂鎮忠牧師的譯本翻譯為「傳避」
[00:04:18.860 --> 00:04:22.020]  避免了諧音
[00:04:22.020 --> 00:04:25.740]  而且將它的意思更加講出來
[00:04:25.740 --> 00:04:28.140]  這是一個很傳避的
[00:04:28.140 --> 00:04:31.020]  很豐富的、很傳避的
[00:04:31.020 --> 00:04:34.540]  在新譯本翻譯為「一切」
[00:04:34.540 --> 00:04:36.940]  所有一切這個「Past」這個字
[00:04:36.940 --> 00:04:40.220]  就代表著所有
[00:04:40.220 --> 00:04:42.540]  然後最後我們看到
[00:04:42.540 --> 00:04:47.340]  這個是「各樣」的,在中文的譯本翻譯為「各樣」
[00:04:47.340 --> 00:04:49.540]  「各樣」就是很多樣的
[00:04:49.540 --> 00:04:50.900]  表明一件事就是
[00:04:50.900 --> 00:04:55.020]  原來神所賜這個傳避的救恩給我們的福分
[00:04:55.020 --> 00:04:59.820]  在不同的人、不同的事、不同的環境、不同的際遇
[00:04:59.820 --> 00:05:01.580]  不同的人生階段
[00:05:01.580 --> 00:05:04.340]  無論是順境或者逆境
[00:05:04.340 --> 00:05:06.340]  都可以讓我們經歷
[00:05:06.340 --> 00:05:10.620]  我們因著信靠神、聖靈所賜給我們的喜樂
[00:05:10.620 --> 00:05:12.340]  平安和盼望
[00:05:12.340 --> 00:05:16.300]  這個真是很寶貴的英雄
[00:05:16.300 --> 00:05:17.860]  讓我們因著信
[00:05:17.860 --> 00:05:21.260]  這個因著信也是有一個繼續進行式的
[00:05:21.260 --> 00:05:23.260]  即是我們要繼續信靠祂
[00:05:23.260 --> 00:05:25.660]  不單止接受祂為我們救主那一刻
[00:05:25.660 --> 00:05:27.900]  我們繼續來信靠祂
[00:05:27.900 --> 00:05:32.900]  要賜給我們在救恩裏面這個豐盛、傳避的
[00:05:32.900 --> 00:05:37.220]  一切在我們周圍不同的人、事、各樣的環境
[00:05:37.220 --> 00:05:44.660]  各樣的情況當中給我們所經歷到的喜樂、平安和盼望
[00:05:44.660 --> 00:05:48.020]  所以因著我們信靠神賜給我們的福分
[00:05:48.020 --> 00:05:48.980]  真是很寶貴
[00:05:48.980 --> 00:05:50.980]  我們有三樣東西在這裏提到
[00:05:50.980 --> 00:05:51.860]  第一是甚麼?
[00:05:51.860 --> 00:05:52.260]  三個
[00:05:52.260 --> 00:05:54.260]  第一是甚麼?
[00:05:54.260 --> 00:05:55.260]  喜樂
[00:05:55.260 --> 00:05:56.380]  所以第一個是喜樂
[00:05:56.380 --> 00:05:57.660]  第二個呢?
[00:05:57.660 --> 00:05:59.060]  平安
[00:05:59.060 --> 00:06:00.660]  第三個呢?
[00:06:00.660 --> 00:06:03.660]  有滿足的盼望
[00:06:03.660 --> 00:06:08.500]  所以因著這三個很主要的內容
[00:06:08.500 --> 00:06:10.020]  我將它分成三點
[00:06:10.020 --> 00:06:11.180]  很簡單的
[00:06:11.180 --> 00:06:14.220]  亦都透過剛才這三個
[00:06:14.220 --> 00:06:15.820]  「Pass」這個字
[00:06:15.820 --> 00:06:18.260]  「Pass」喜樂
[00:06:18.260 --> 00:06:19.100]  「Pass」平安
[00:06:19.100 --> 00:06:20.940]  「Pass」盼望
[00:06:20.940 --> 00:06:25.300]  這個就是我們將這三個譯本剛剛放進去
[00:06:25.300 --> 00:06:26.300]  第一個我們看見
[00:06:26.300 --> 00:06:32.100]  因著信靠神有各樣的喜樂
[00:06:32.100 --> 00:06:35.900]  真是找到四幅圖畫去表達一下
[00:06:35.900 --> 00:06:39.460]  從嬰兒開始就笑得很開心
[00:06:39.460 --> 00:06:44.540]  然後在家庭、朋友、現在我們過年
[00:06:44.540 --> 00:06:50.500]  以及在我們不同的友情、親情和快樂的事情
[00:06:50.500 --> 00:06:54.220]  都可以在神的祝福下
[00:06:54.220 --> 00:06:58.220]  賜給我們各樣的喜樂
[00:06:58.220 --> 00:07:00.220]  這個嬰兒笑得多開心
[00:07:00.220 --> 00:07:03.340]  你們有沒有發現原來真是越天真
[00:07:03.340 --> 00:07:05.100]  越像小孩子的樣式
[00:07:05.100 --> 00:07:07.820]  越容易有喜樂
[00:07:07.820 --> 00:07:11.340]  「喜樂」這個字
[00:07:11.340 --> 00:07:12.460]  因為很豐富
[00:07:12.460 --> 00:07:16.780]  所以我用原文解釋得比較清楚
[00:07:16.780 --> 00:07:19.900]  原文這個「Kara」這個字
[00:07:19.900 --> 00:07:21.620]  「Kara」喜樂
[00:07:21.620 --> 00:07:24.820]  在聖經新約的希利文
[00:07:24.820 --> 00:07:30.260]  大概用了59次
[00:07:30.260 --> 00:07:33.540]  英文將它翻譯成不同的譯本
[00:07:33.540 --> 00:07:35.180]  或者在不同的經文
[00:07:35.180 --> 00:07:37.380]  它用的「Kara」這個字
[00:07:37.380 --> 00:07:39.140]  翻譯成「Cheerfulness」
[00:07:39.140 --> 00:07:40.620]  當然「Joy」
[00:07:40.620 --> 00:07:42.180]  「Gladness」
[00:07:42.180 --> 00:07:43.420]  「Delight」
[00:07:43.420 --> 00:07:45.740]  或者是「Great Joy」
[00:07:45.740 --> 00:07:47.100]  「Joyful」
[00:07:47.100 --> 00:07:48.420]  或者是「Joyous」
[00:07:48.420 --> 00:07:51.100]  我們有一個團契叫做「Joyous」
[00:07:51.100 --> 00:07:52.500]  「喜樂」
[00:07:52.500 --> 00:07:55.420]  中文翻譯成
[00:07:55.420 --> 00:07:56.660]  在不同的經文中
[00:07:56.660 --> 00:07:58.900]  有時會用「歡愉」
[00:07:58.900 --> 00:08:00.540]  或者「歡欣」
[00:08:00.540 --> 00:08:01.580]  「快樂」
[00:08:01.580 --> 00:08:02.780]  「喜樂」
[00:08:02.780 --> 00:08:05.380]  甚至是「大喜樂」
[00:08:05.380 --> 00:08:08.940]  所以聖經用了這個字來表達出來
[00:08:08.940 --> 00:08:11.500]  其實「Kara」這個字
[00:08:11.500 --> 00:08:13.940]  最重要的就是說
[00:08:13.940 --> 00:08:17.460]  是從心靈裏的滿足而發出來的喜樂
[00:08:17.460 --> 00:08:19.620]  所以這個字是很重要的字
[00:08:19.620 --> 00:08:22.940]  所以「歡愉」「歡欣」發出來的
[00:08:22.940 --> 00:08:25.260]  這種「快樂」是比較外表的
[00:08:25.260 --> 00:08:26.460]  「喜樂」是比較內心一點的
[00:08:26.460 --> 00:08:28.540]  「大喜樂」是充滿「日」的
[00:08:28.540 --> 00:08:32.100]  所以形容了這種「喜樂」
[00:08:32.100 --> 00:08:34.780]  是神在基督裏面
[00:08:34.780 --> 00:08:35.620]  在「救恩」裏面
[00:08:35.620 --> 00:08:38.940]  在「新約」這個字裏面表達出來的
[00:08:38.940 --> 00:08:39.900]  我們知道
[00:08:39.900 --> 00:08:42.100]  心靈的喜樂有時不在乎
[00:08:42.100 --> 00:08:44.700]  未必一定物質的豐富
[00:08:44.700 --> 00:08:47.980]  或者有時錢未必買得到
[00:08:47.980 --> 00:08:50.300]  雖然錢可能買得到某些的喜樂
[00:08:50.300 --> 00:08:54.020]  但是它沒有買到心靈滿足的那種喜樂
[00:08:54.020 --> 00:08:56.740]  就是說就算有時窮乏的時候
[00:08:56.740 --> 00:09:01.100]  或者有時表面上沒有值得快樂的東西
[00:09:01.100 --> 00:09:04.340]  但是它都可以在普通的日常日子裏面
[00:09:04.340 --> 00:09:07.300]  感受到一種心靈的滿足和快樂
[00:09:07.300 --> 00:09:10.540]  這就是神賜給我們的恩典
[00:09:10.540 --> 00:09:13.980]  你猜一下這三個
[00:09:13.980 --> 00:09:15.540]  下面這幾類的人
[00:09:15.540 --> 00:09:18.100]  誰會比較快樂呢?
[00:09:18.100 --> 00:09:19.620]  這不是我發明出來的
[00:09:19.620 --> 00:09:25.300]  有一次在紐約人的雜誌裏面
[00:09:25.300 --> 00:09:28.180]  刊登了一篇研究
[00:09:28.180 --> 00:09:39.700]  出自《人格與社會心理學》的期刊裏面的研究
[00:09:39.700 --> 00:09:43.140]  這個刊登出來有三類的人
[00:09:43.140 --> 00:09:46.300]  他將這三類的人
[00:09:46.300 --> 00:09:49.220]  問一下哪一種人你猜會比較快樂呢?
[00:09:49.220 --> 00:09:50.900]  就問他們有不同的問題
[00:09:50.900 --> 00:09:52.700]  包括他們過往發生的事
[00:09:52.700 --> 00:09:54.060]  現在的心境
[00:09:54.060 --> 00:09:57.140]  以及將來你有什麼願望等等
[00:09:57.140 --> 00:09:58.220]  第一類人是什麼呢?
[00:09:58.220 --> 00:10:00.060]  第一類人就是這類
[00:10:00.060 --> 00:10:02.860]  什麼人?
[00:10:02.860 --> 00:10:03.500]  你們看不看得到?
[00:10:03.500 --> 00:10:05.820]  是不是很小的?
[00:10:05.820 --> 00:10:08.220]  拿著一張張你猜是什麼來的?
[00:10:08.220 --> 00:10:10.100]  就是他們中了彩票
[00:10:10.100 --> 00:10:12.860]  有些大獎有些小獎
[00:10:12.860 --> 00:10:16.300]  一夜之間忽然間多了很多錢
[00:10:16.300 --> 00:10:19.700]  忽然間變成大富翁或者富翁
[00:10:19.700 --> 00:10:20.660]  這是第一類人
[00:10:20.660 --> 00:10:22.540]  他將他們集合訪問他們
[00:10:22.540 --> 00:10:24.780]  第二類人就是這類人
[00:10:24.780 --> 00:10:29.740]  這類人就是他們曾經因為意外受傷
[00:10:29.740 --> 00:10:31.540]  甚至是兩枝
[00:10:31.540 --> 00:10:33.940]  或者甚至是四枝癱瘓的人
[00:10:33.940 --> 00:10:36.380]  所以他們在輪椅上生活
[00:10:36.380 --> 00:10:38.860]  本來是過正常的生活
[00:10:38.860 --> 00:10:43.300]  因為一個意外令到他們人生有一個很大的悲劇
[00:10:43.300 --> 00:10:49.580]  第三類人就是一個所謂
[00:10:49.580 --> 00:10:50.580]  比對的
[00:10:50.580 --> 00:10:51.820]  隨機比對的
[00:10:51.820 --> 00:10:54.460]  這個是隨便找一群人
[00:10:54.460 --> 00:10:55.540]  很混亂的
[00:10:55.540 --> 00:10:56.340]  有不同的人
[00:10:56.340 --> 00:10:57.900]  同樣問那些一樣的問題
[00:10:57.900 --> 00:11:00.860]  問一下他們感受快樂的情況
[00:11:00.860 --> 00:11:07.780]  你猜猜誰比較快樂一點呢?
[00:11:07.780 --> 00:11:13.100]  沒有人猜第一類嗎?
[00:11:13.100 --> 00:11:14.700]  你想不想做第一類?
[00:11:14.700 --> 00:11:20.180]  你猜他是不是會快樂一點呢?
[00:11:20.180 --> 00:11:23.060]  他的研究就是
[00:11:23.060 --> 00:11:24.660]  他有一種正面的經歷
[00:11:24.660 --> 00:11:27.180]  Positive Experience
[00:11:27.180 --> 00:11:29.300]  就是說他們有一種正面的經歷
[00:11:29.300 --> 00:11:31.980]  因為人生本來沒有什麼盼望
[00:11:31.980 --> 00:11:34.740]  沒有什麼特別驚喜
[00:11:34.740 --> 00:11:36.620]  忽然間中了彩票很驚喜
[00:11:36.620 --> 00:11:41.300]  所以他有一個很正面的驚喜
[00:11:41.300 --> 00:11:42.580]  如果說負面的話
[00:11:42.580 --> 00:11:43.780]  第二類人就是
[00:11:43.780 --> 00:11:45.220]  他有一個負面經歷
[00:11:45.220 --> 00:11:46.460]  因為本來好好的
[00:11:46.460 --> 00:11:48.060]  忽然間因為一個意外
[00:11:48.060 --> 00:11:51.780]  令他們失去了行動的能力
[00:11:51.780 --> 00:11:56.500]  失去了很多他們本來擁有的東西
[00:11:56.500 --> 00:11:58.820]  第三類人就是普通的生活
[00:11:58.820 --> 00:11:59.300]  很平淡
[00:11:59.300 --> 00:12:00.100]  沒什麼特別
[00:12:00.100 --> 00:12:00.740]  又老又亂
[00:12:00.740 --> 00:12:02.060]  有不同的人
[00:12:02.060 --> 00:12:03.740]  所以的確是的
[00:12:03.740 --> 00:12:06.820]  可能人生中有一些正面
[00:12:06.820 --> 00:12:08.540]  或者是忽然間而來的
[00:12:08.540 --> 00:12:11.740]  很高昂的一些刺激
[00:12:11.740 --> 00:12:14.620]  也有可能一些很悲慘
[00:12:14.620 --> 00:12:16.660]  或者是不幸的命運
[00:12:16.660 --> 00:12:20.660]  忽然間臨到人生當中
[00:12:20.660 --> 00:12:23.180]  但是當他們問完這些問題之後
[00:12:23.180 --> 00:12:24.460]  組織出來發現
[00:12:24.460 --> 00:12:27.900]  原來最快樂的人不是第一類的人
[00:12:27.900 --> 00:12:32.060]  反而是他比起第二類和第三類的人
[00:12:32.060 --> 00:12:33.820]  沒那麼快樂
[00:12:33.820 --> 00:12:35.260]  是什麼意思呢?
[00:12:35.260 --> 00:12:36.820]  就是說在很多問題當中
[00:12:36.820 --> 00:12:38.980]  說一個現在未來
[00:12:38.980 --> 00:12:41.180]  就是說他在日常生活裡面
[00:12:41.180 --> 00:12:43.060]  他會發現到
[00:12:43.060 --> 00:12:46.260]  他不是很特別的快樂
[00:12:46.260 --> 00:12:47.500]  就算好像買一件衣服
[00:12:47.500 --> 00:12:48.340]  譬如有一條問題
[00:12:48.340 --> 00:12:48.980]  你買衣服
[00:12:48.980 --> 00:12:50.660]  買到一件很喜歡你的衣服的時候
[00:12:50.660 --> 00:12:51.980]  是什麼感覺呢?
[00:12:51.980 --> 00:12:54.100]  那麼在第二類和第三類的人
[00:12:54.100 --> 00:12:56.380]  他們比較快樂的指數
[00:12:56.380 --> 00:12:58.860]  比起第一類的人高
[00:12:58.860 --> 00:13:00.460]  可能因為他們太多錢了
[00:13:00.460 --> 00:13:01.220]  買慣了
[00:13:01.220 --> 00:13:02.620]  或者已經沒什麼出奇了
[00:13:02.620 --> 00:13:05.420]  所以他們覺得沒什麼特別
[00:13:05.420 --> 00:13:07.100]  反而有些人覺得
[00:13:07.100 --> 00:13:08.780]  很珍惜、很特別的東西
[00:13:08.780 --> 00:13:10.060]  會令他快樂多一點
[00:13:10.060 --> 00:13:13.900]  所以這個快樂真的不是在乎物質的多少
[00:13:13.900 --> 00:13:15.820]  而是在乎他的心境、心靈
[00:13:15.820 --> 00:13:22.020]  和向目標、這件事
[00:13:22.020 --> 00:13:25.580]  他的內心的一種看法和回應
[00:13:25.580 --> 00:13:28.780]  這給我們一個很好的體會
[00:13:28.780 --> 00:13:30.340]  原來神所賜給我們的
[00:13:30.340 --> 00:13:32.940]  未必一定是事事順利
[00:13:32.940 --> 00:13:35.940]  或者是很多物質的豐富
[00:13:35.940 --> 00:13:37.220]  未必是這樣
[00:13:37.220 --> 00:13:39.820]  但是我們能夠在平常的生活中
[00:13:39.820 --> 00:13:42.140]  能夠享受到心靈真正的滿足
[00:13:42.140 --> 00:13:45.260]  這就是真正的喜樂的意思
[00:13:45.260 --> 00:13:47.540]  在哈佛大學
[00:13:47.540 --> 00:13:50.900]  他們有一個叫做快樂的習慣
[00:13:50.900 --> 00:13:53.260]  推薦給不同的人
[00:13:53.260 --> 00:13:55.300]  如何能夠快樂一點呢?
[00:13:55.300 --> 00:13:56.860]  你會發現
[00:13:56.860 --> 00:14:02.100]  這二十個指標都不是關乎物質上的東西
[00:14:02.100 --> 00:14:03.700]  第一,Be grateful
[00:14:03.700 --> 00:14:04.700]  要感恩
[00:14:04.700 --> 00:14:06.940]  這就是聖經教導我們的
[00:14:06.940 --> 00:14:08.500]  凡事謝恩
[00:14:08.500 --> 00:14:10.700]  然後,Choose your friend wisely
[00:14:10.700 --> 00:14:12.740]  明智的選擇你的朋友
[00:14:12.740 --> 00:14:14.180]  這也是聖經教導我們的
[00:14:14.180 --> 00:14:15.980]  在《針研》裡面提醒我們
[00:14:15.980 --> 00:14:18.700]  如果你和一些不好的朋友在一起的時候
[00:14:18.700 --> 00:14:19.980]  可能減少你的喜樂
[00:14:19.980 --> 00:14:22.660]  長遠可能成為你的痛苦
[00:14:22.660 --> 00:14:25.020]  但是明智的選擇你的朋友
[00:14:25.020 --> 00:14:26.420]  是帶來快樂的
[00:14:26.420 --> 00:14:27.860]  Cultivate compassion
[00:14:27.860 --> 00:14:32.380]  就是來培養我們的慈悲
[00:14:32.380 --> 00:14:33.300]  是時常培養
[00:14:33.300 --> 00:14:35.260]  這也是聖經教導我們的
[00:14:35.260 --> 00:14:36.180]  有compassion
[00:14:36.180 --> 00:14:37.180]  有一個愛心
[00:14:37.180 --> 00:14:38.740]  有一個憐憫的心
[00:14:38.740 --> 00:14:39.940]  然後Keep learning
[00:14:39.940 --> 00:14:40.660]  不斷地學習
[00:14:40.660 --> 00:14:42.420]  這也是聖經教導我們的
[00:14:42.420 --> 00:14:44.740]  Become a problem solver
[00:14:44.740 --> 00:14:46.940]  就是你不要經常拖延你的事
[00:14:46.940 --> 00:14:48.460]  將問題拿出來
[00:14:48.460 --> 00:14:49.420]  去好好解決它
[00:14:49.420 --> 00:14:50.900]  這也是正面的
[00:14:50.900 --> 00:14:52.740]  是積極的一個人生
[00:14:52.740 --> 00:14:53.820]  Do what you love
[00:14:53.820 --> 00:14:56.060]  做你想做的事
[00:14:56.060 --> 00:14:57.420]  或者這個翻譯不太好
[00:14:57.420 --> 00:15:00.020]  做你所愛的事
[00:15:00.020 --> 00:15:02.020]  想做的事未必可能一樣都好
[00:15:02.020 --> 00:15:03.900]  但是做你想愛的事
[00:15:03.900 --> 00:15:05.420]  可能比較好一點
[00:15:05.420 --> 00:15:06.940]  Do what you love
[00:15:06.940 --> 00:15:10.180]  這也是神給我們享受生命
[00:15:10.180 --> 00:15:11.220]  賜給我們的恩典
[00:15:11.220 --> 00:15:12.500]  在日光之下
[00:15:12.500 --> 00:15:15.260]  我們在神裡面所給我們的恩典
[00:15:15.260 --> 00:15:17.580]  然後Live in the present
[00:15:17.580 --> 00:15:19.180]  真的忘記背後
[00:15:19.180 --> 00:15:20.540]  努力面前
[00:15:20.540 --> 00:15:21.980]  不要將過往的事情
[00:15:21.980 --> 00:15:23.580]  成為我們的重擔
[00:15:23.580 --> 00:15:26.940]  反而將我們現在所有的機會來把握
[00:15:26.940 --> 00:15:29.700]  也不要為明天來憂慮
[00:15:29.700 --> 00:15:31.020]  Love often
[00:15:31.020 --> 00:15:32.500]  常常喜樂
[00:15:32.500 --> 00:15:34.020]  笑多一點
[00:15:34.020 --> 00:15:37.420]  然後Practice forgiveness
[00:15:37.420 --> 00:15:38.620]  能夠多原諒人
[00:15:38.620 --> 00:15:40.260]  這個帶給我們喜樂
[00:15:40.260 --> 00:15:41.660]  Say thanks often
[00:15:41.660 --> 00:15:42.860]  常常感謝
[00:15:42.860 --> 00:15:44.380]  多謝有些人幫助我們
[00:15:44.380 --> 00:15:45.220]  有些人做了好事
[00:15:45.220 --> 00:15:47.180]  我們多點表達我們的感謝
[00:15:47.180 --> 00:15:48.380]  Say thank you
[00:15:48.380 --> 00:15:50.380]  感謝我們的太太
[00:15:50.380 --> 00:15:51.420]  感謝我們的先生
[00:15:51.420 --> 00:15:52.300]  感謝我們的子女
[00:15:52.300 --> 00:15:53.220]  感謝我們的父母
[00:15:53.220 --> 00:15:54.700]  感謝我們的朋友
[00:15:54.700 --> 00:15:56.020]  常常感謝
[00:15:56.020 --> 00:15:56.580]  第十一
[00:15:56.580 --> 00:15:58.740]  Create deeper connections
[00:15:58.740 --> 00:16:00.500]  這也是聖經告訴我們
[00:16:00.500 --> 00:16:02.660]  我們能夠在靈裡面有相交
[00:16:02.660 --> 00:16:05.060]  真的在主裡面
[00:16:05.060 --> 00:16:07.140]  能夠建立一個更加深的連繫
[00:16:07.140 --> 00:16:10.060]  有一個更好的屬靈的朋友
[00:16:10.060 --> 00:16:15.140]  然後Keep your agreement
[00:16:15.140 --> 00:16:17.700]  這就是告訴我們
[00:16:17.700 --> 00:16:20.260]  我們要來到常守信諾
[00:16:20.260 --> 00:16:21.700]  這也是聖經告訴我們
[00:16:21.700 --> 00:16:23.780]  做一個有誠信的人
[00:16:23.780 --> 00:16:25.220]  一個信實的人
[00:16:25.220 --> 00:16:25.940]  Meditate
[00:16:25.940 --> 00:16:26.540]  這個很重要
[00:16:26.540 --> 00:16:28.420]  每天我們默想聖經
[00:16:28.420 --> 00:16:31.980]  禱告有安靜靈裡面的平靜
[00:16:31.980 --> 00:16:33.980]  然後Focus on what you are doing
[00:16:33.980 --> 00:16:36.020]  關注你現在需要做的事
[00:16:36.020 --> 00:16:37.020]  好好做好它
[00:16:37.020 --> 00:16:39.460]  這是神給我們的恩典
[00:16:39.460 --> 00:16:40.580]  Be optimistic
[00:16:40.580 --> 00:16:41.700]  我們有盼望
[00:16:41.700 --> 00:16:42.700]  能夠樂觀
[00:16:42.700 --> 00:16:45.020]  知道將來是神回來的時候
[00:16:45.020 --> 00:16:46.060]  一定會更好
[00:16:46.060 --> 00:16:47.860]  Love unconditionally
[00:16:47.860 --> 00:16:49.540]  這也是聖經告訴我們
[00:16:49.540 --> 00:16:50.820]  不要計較太多
[00:16:50.820 --> 00:16:53.620]  多些是無條件地愛別人
[00:16:53.620 --> 00:16:54.780]  Don't give up
[00:16:54.780 --> 00:16:55.900]  不要放棄
[00:16:55.900 --> 00:16:57.100]  特別是好的時候
[00:16:57.100 --> 00:16:58.300]  我們繼續努力
[00:16:58.300 --> 00:16:59.020]  自首
[00:16:59.020 --> 00:17:01.300]  我們殺的種一定會有收成
[00:17:01.300 --> 00:17:04.740]  Do your best and then let go
[00:17:04.740 --> 00:17:06.620]  特別是在基督徒來說
[00:17:06.620 --> 00:17:07.260]  盡力而為
[00:17:07.260 --> 00:17:09.140]  然後將結果交給上帝
[00:17:09.140 --> 00:17:10.220]  Let go
[00:17:10.220 --> 00:17:12.500]  Take care of yourself
[00:17:12.500 --> 00:17:13.460]  好好照顧自己
[00:17:13.460 --> 00:17:16.140]  因為這是神給我們今生的機會
[00:17:16.140 --> 00:17:17.900]  這個身體是神給我們的殿
[00:17:17.900 --> 00:17:19.740]  然後Give back
[00:17:19.740 --> 00:17:20.940]  多多回報
[00:17:20.940 --> 00:17:23.780]  讓我們成為一個可以貢獻別人的人
[00:17:23.780 --> 00:17:25.100]  祝福別人的人
[00:17:25.100 --> 00:17:26.300]  如果你熟習聖經
[00:17:26.300 --> 00:17:28.260]  你會發覺這些的心理學研究
[00:17:28.260 --> 00:17:29.740]  或者社會科學研究
[00:17:29.740 --> 00:17:30.700]  哈佛大學研究
[00:17:30.700 --> 00:17:34.260]  跟我們聖經的教導有很多地方很相似
[00:17:34.260 --> 00:17:35.060]  事實上
[00:17:35.060 --> 00:17:37.700]  聖經給我們有很大的智慧
[00:17:37.700 --> 00:17:40.900]  在這個世界上我們能夠找到
