
[00:00:00.000 --> 00:00:02.720]  各位恩全心上的頂姊妹
[00:02:10.080 --> 00:02:12.320]  有鵰突肥
[00:02:12.320 --> 00:02:14.320]  有抵米鵰
[00:02:14.320 --> 00:02:16.560]  大家不是很熟悉他
[00:02:16.560 --> 00:02:18.720]  這些不是給的又不是一項
[00:02:18.720 --> 00:02:22.200]  但無論如何這些都是早期教你的人物
[00:02:22.200 --> 00:02:26.560]  而這三個人物今天成為你和我一個榜樣
[00:02:26.560 --> 00:02:28.800]  又或者一個提醒
[00:02:28.800 --> 00:02:32.480]  約翰一書、二書、三書都是同一個作者
[00:02:32.480 --> 00:02:33.920]  小圖約翰
[00:02:33.920 --> 00:02:36.600]  小圖約翰寫過約翰福音
[00:02:36.600 --> 00:02:37.600]  大家知道
[00:02:37.600 --> 00:02:39.200]  寫過啟示錄
[00:02:39.200 --> 00:02:41.520]  約翰是一個什麼人呢
[00:02:41.520 --> 00:02:44.680]  約翰是一個很有愛心的人
[00:02:44.680 --> 00:02:46.760]  大家知道愛心的使徒
[00:02:46.760 --> 00:02:49.320]  約翰很著重真理
[00:02:49.320 --> 00:02:52.560]  所以當約翰寫約翰三書的時候
[00:02:52.560 --> 00:02:54.480]  他有幾個字眼
[00:02:54.480 --> 00:02:58.320]  其實就是作者心裡面的心聲
[00:02:58.320 --> 00:03:02.800]  例如他講到「真理」這個字用了五次
[00:03:02.800 --> 00:03:04.760]  又講到「接待」
[00:03:04.760 --> 00:03:05.840]  很有愛心
[00:03:05.840 --> 00:03:07.440]  接待
[00:03:07.440 --> 00:03:09.040]  「見證」
[00:03:09.040 --> 00:03:11.120]  「見證」或者「證明」
[00:03:11.120 --> 00:03:15.360]  都是經常在約翰的筆裡面
[00:03:15.360 --> 00:03:18.160]  約翰福音、約翰一、二、三書
[00:03:18.160 --> 00:03:20.360]  都寫了這幾個字
[00:03:20.360 --> 00:03:22.320]  我想和大家來看看
[00:03:22.320 --> 00:03:24.440]  究竟這短短十幾節經文
[00:03:24.440 --> 00:03:26.560]  對我們今天這個
[00:03:26.560 --> 00:03:28.360]  「恩傳聖信會」的頂子們
[00:03:28.360 --> 00:03:29.400]  有什麼提醒
[00:03:29.400 --> 00:03:30.440]  有什麼學習
[00:03:30.440 --> 00:03:32.040]  一起跟隨它,好嗎
[00:03:32.040 --> 00:03:33.360]  可以嗎
[00:03:33.360 --> 00:03:34.080]  可以啊
[00:03:34.080 --> 00:03:35.480]  我們一起祈禱
[00:03:35.480 --> 00:03:36.520]  天父,我們多謝祢
[00:03:36.520 --> 00:03:39.560]  祢的聖經成為我們生命的靈量
[00:03:39.560 --> 00:03:41.120]  成為我們的亮光
[00:03:41.120 --> 00:03:42.880]  我們祈禱主繼續祝福
[00:03:42.880 --> 00:03:44.400]  「恩傳聖信會」
[00:03:44.400 --> 00:03:45.520]  經過十五年
[00:03:45.520 --> 00:03:47.320]  我們已經有主的恩典
[00:03:47.320 --> 00:03:50.040]  未來日子我們更加傳揚真理
[00:03:50.040 --> 00:03:51.760]  透過聖經裡面的一些提醒
[00:03:51.760 --> 00:03:53.000]  一些啟發
[00:03:53.000 --> 00:03:54.400]  讓我們心裡面
[00:03:54.400 --> 00:03:55.560]  火熱地跟隨祢
[00:03:55.560 --> 00:03:56.800]  是按著神
[00:03:56.800 --> 00:03:58.480]  你自己的心意
[00:03:58.480 --> 00:03:59.560]  我們這樣祈禱
[00:03:59.560 --> 00:04:01.120]  奉耶穌的德性的名
[00:04:01.120 --> 00:04:02.200]  阿們
[00:04:02.200 --> 00:04:05.800]  我們如果用三個人物
[00:04:05.800 --> 00:04:08.440]  來特別講這段敬經
[00:04:08.440 --> 00:04:09.840]  第一個人物就是
[00:04:09.840 --> 00:04:10.640]  戈猶
[00:04:10.640 --> 00:04:12.080]  比較長一點的
[00:04:12.080 --> 00:04:13.760]  約翰特別用了很多
[00:04:13.760 --> 00:04:15.560]  問一下他的語句
[00:04:15.560 --> 00:04:17.120]  當然是老友
[00:04:17.120 --> 00:04:19.200]  身體挺好的
[00:04:19.200 --> 00:04:20.080]  睡得好不好
[00:04:20.080 --> 00:04:21.600]  就是這樣那種
[00:04:21.600 --> 00:04:22.960]  不知道戈猶
[00:04:22.960 --> 00:04:24.840]  其實有幾樣東西都提及的
[00:04:24.840 --> 00:04:25.560]  有愛心
[00:04:25.560 --> 00:04:27.040]  有接待
[00:04:27.040 --> 00:04:28.960]  但是如果你要讓我
[00:04:28.960 --> 00:04:31.840]  用兩個字來形容戈猶
[00:04:31.840 --> 00:04:34.160]  我相信就用真理了
[00:04:34.160 --> 00:04:35.200]  戈猶是什麼人呢
[00:04:35.200 --> 00:04:37.000]  我給他的名字就是一個
[00:04:37.000 --> 00:04:39.240]  願夠活出真理的
[00:04:39.240 --> 00:04:42.320]  真正真漢子
[00:04:42.320 --> 00:04:44.200]  約翰特別用幾個字來形容
[00:04:44.200 --> 00:04:45.480]  戈猶這個人
[00:04:45.480 --> 00:04:47.280]  藍色的字看到了
[00:04:47.280 --> 00:04:49.920]  這個人心裡面有真理的
[00:04:49.920 --> 00:04:53.840]  他不是自己說的
[00:04:53.840 --> 00:04:54.640]  他心裡面有
[00:04:54.640 --> 00:04:56.560]  就是他存著真理的
[00:04:56.560 --> 00:04:58.600]  他有行真理
[00:04:58.600 --> 00:05:00.080]  什麼叫行真理呢
[00:05:00.080 --> 00:05:01.280]  這樣講一下
[00:05:01.280 --> 00:05:02.640]  這個人是什麼呢
[00:05:02.640 --> 00:05:04.440]  是按著真理而行的
[00:05:04.440 --> 00:05:06.680]  更加是為真理做功的
[00:05:06.680 --> 00:05:08.240]  所以你看到這個人
[00:05:08.240 --> 00:05:08.840]  第一
[00:05:08.840 --> 00:05:09.760]  在約翰的心目中
[00:05:09.760 --> 00:05:11.640]  是一個約翰喜歡的人
[00:05:11.640 --> 00:05:15.080]  因為他很喜歡別人說真理
[00:05:15.080 --> 00:05:18.680]  這個真理其實是什麼呢
[00:05:18.680 --> 00:05:19.920]  我們如何能夠效法
[00:05:19.920 --> 00:05:21.320]  改由做一個
[00:05:21.320 --> 00:05:23.320]  活出真理的真漢子呢
[00:05:23.320 --> 00:05:25.160]  什麼叫真理呢
[00:05:25.160 --> 00:05:27.640]  如果你看回這項書信
[00:05:27.640 --> 00:05:28.480]  你會很明白
[00:05:28.480 --> 00:05:30.240]  這項真理很強調
[00:05:30.240 --> 00:05:33.200]  耶穌基督的身份
[00:05:33.200 --> 00:05:34.240]  約翰福音
[00:05:34.240 --> 00:05:36.400]  大家很熟悉了
[00:05:36.400 --> 00:05:37.440]  太初有道
[00:05:37.440 --> 00:05:39.080]  道與神同在
[00:05:39.080 --> 00:05:40.640]  道在神
[00:05:40.640 --> 00:05:43.320]  這個道太初就與神同在
[00:05:43.320 --> 00:05:46.040]  講到耶穌基督這個道
[00:05:46.040 --> 00:05:48.320]  太初就與神同在
[00:05:48.320 --> 00:05:49.880]  而這個道是怎樣
[00:05:49.880 --> 00:05:51.600]  是創造諸世界
[00:05:51.600 --> 00:05:54.440]  凡被造的都按著
[00:05:54.440 --> 00:05:57.040]  真理這個道而造
[00:05:57.040 --> 00:05:57.800]  這個道是什麼呢
[00:05:57.800 --> 00:05:58.680]  是有生命
[00:05:58.680 --> 00:06:02.400]  你的生命就是人裡面的光
[00:06:02.400 --> 00:06:04.240]  一開始約翰所寫的
[00:06:04.240 --> 00:06:05.520]  耶穌基督的身份
[00:06:05.520 --> 00:06:06.680]  祂是創造的神
[00:06:06.680 --> 00:06:07.680]  祂是真理的神
[00:06:07.680 --> 00:06:10.640]  不就是道成肉身住在我們中間
[00:06:10.640 --> 00:06:14.160]  充充滿滿的有恩典
[00:06:14.160 --> 00:06:15.160]  有真理
[00:06:15.160 --> 00:06:19.960]  這個就是這項裡面所寫的真理
[00:06:19.960 --> 00:06:21.200]  或者我們簡單點講
[00:06:21.200 --> 00:06:24.080]  這個就是耶穌基督的身份
[00:06:24.080 --> 00:06:25.280]  我們基督教經常講的
[00:06:25.280 --> 00:06:28.000]  叫做三位一體的神
[00:06:28.000 --> 00:06:29.360]  有很多其他的宗教都說
[00:06:29.360 --> 00:06:30.280]  三位一體
[00:06:30.280 --> 00:06:31.240]  聖經裡面沒有寫
[00:06:31.240 --> 00:06:33.440]  三位一體的神
[00:06:33.440 --> 00:06:34.880]  這幾個字
[00:06:34.880 --> 00:06:36.120]  我們怎麼知道呢
[00:06:36.120 --> 00:06:38.480]  我們從聖經裡面
[00:06:38.480 --> 00:06:40.320]  不同的經文裡面
[00:06:40.320 --> 00:06:43.400]  我們可以知道神是一個怎樣的神
[00:06:43.400 --> 00:06:45.960]  耶穌就是神
[00:06:45.960 --> 00:06:48.480]  耶穌就是創造的神
[00:06:48.480 --> 00:06:49.320]  聖靈又怎樣呢
[00:06:49.320 --> 00:06:53.080]  如果大家記得約翰福音第十四章
[00:06:53.080 --> 00:06:56.320]  耶穌基督就走了
[00:06:56.320 --> 00:06:57.560]  這門徒很愁
[00:06:57.560 --> 00:06:59.520]  你在這裡我們就好了
[00:06:59.520 --> 00:07:02.480]  我們不用做有五病二癒
[00:07:02.480 --> 00:07:03.680]  盲的開眼
[00:07:03.680 --> 00:07:05.160]  逼的走路
[00:07:05.160 --> 00:07:08.840]  耶穌看到你們心裡不要憂神
[00:07:08.840 --> 00:07:10.080]  你們信神
[00:07:10.080 --> 00:07:11.760]  打通信我
[00:07:11.760 --> 00:07:13.280]  在我附加裡有很多住處
[00:07:13.280 --> 00:07:15.120]  若是沒有我早就為你預備
[00:07:15.120 --> 00:07:18.680]  耶穌說我為你預備的地方我會回來
[00:07:18.680 --> 00:07:20.600]  於是當馬
[00:07:20.600 --> 00:07:22.720]  你知道當馬有很多問題
[00:07:22.720 --> 00:07:24.320]  當馬就問
[00:07:24.320 --> 00:07:27.840]  去天父的路怎麼去
[00:07:27.840 --> 00:07:29.640]  約翰福音十四章第六節
[00:07:29.640 --> 00:07:31.080]  很著名的經文
[00:07:31.080 --> 00:07:33.120]  耶穌說我就是道路真理生命
[00:07:33.120 --> 00:07:36.080]  若不藉著我沒有人去天父那裡去
[00:07:36.080 --> 00:07:38.840]  我就是那條道路
[00:07:38.840 --> 00:07:41.200]  這條肥力又問了
[00:07:41.200 --> 00:07:43.840]  天父是怎樣的
[00:07:43.840 --> 00:07:45.600]  你可否給我看看天父
[00:07:45.600 --> 00:07:47.480]  其實門徒有很多問題
[00:07:47.480 --> 00:07:48.720]  今天我們信耶穌
[00:07:48.720 --> 00:07:50.040]  不是說信得久沒有問題
[00:07:50.040 --> 00:07:51.000]  信得久有很多問題
[00:07:51.000 --> 00:07:52.040]  門徒都一樣
[00:07:52.040 --> 00:07:52.920]  天父是怎樣
[00:07:52.920 --> 00:07:54.640]  耶穌再說
[00:07:54.640 --> 00:07:57.400]  你們見到我就等於見到天父
[00:07:57.400 --> 00:07:59.320]  我以父言為一
[00:07:59.320 --> 00:08:01.000]  若是不時你見到我做的事
[00:08:01.000 --> 00:08:04.000]  只要父在我裡面我就在父裡面
[00:08:04.000 --> 00:08:05.840]  是嗎
[00:08:05.840 --> 00:08:07.400]  三位一體
[00:08:07.400 --> 00:08:09.240]  耶穌基督在父裡面
[00:08:09.240 --> 00:08:11.480]  父有耶穌的裡面
[00:08:11.480 --> 00:08:14.760]  然後門徒都很害怕
[00:08:14.760 --> 00:08:16.200]  耶穌繼續說
[00:08:16.200 --> 00:08:17.800]  不用怕
[00:08:17.800 --> 00:08:18.600]  我現在去
[00:08:18.600 --> 00:08:20.440]  但很快會回來
[00:08:20.440 --> 00:08:23.640]  然後我就求父打發我的保衛師
[00:08:23.640 --> 00:08:25.040]  就是聖靈
[00:08:25.040 --> 00:08:26.320]  就與你同在
[00:08:26.320 --> 00:08:27.160]  哇
[00:08:27.160 --> 00:08:29.240]  這就說到今天你和我的信徒
[00:08:29.240 --> 00:08:31.160]  有一個何等幸福耶穌基督
[00:08:31.160 --> 00:08:33.960]  當天三年多和門徒一起
[00:08:33.960 --> 00:08:38.040]  耶穌有時都會出去山祈禱
[00:08:38.040 --> 00:08:40.080]  門徒有時都不是和我們一起
[00:08:40.080 --> 00:08:41.840]  都不是二十四小時
[00:08:41.840 --> 00:08:44.480]  但耶穌走之前說到另一個真理
[00:08:44.480 --> 00:08:46.000]  耶穌說
[00:08:46.000 --> 00:08:48.080]  我求父會打發保衛師
[00:08:48.080 --> 00:08:50.240]  聖靈就是真理的靈
[00:08:50.240 --> 00:08:53.960]  真理的靈教導我們繼續走這條真理的路
[00:08:53.960 --> 00:08:56.880]  祂會二十四小時與你同在
[00:08:56.880 --> 00:08:57.920]  而且不會離開你們
[00:08:57.920 --> 00:08:58.960]  記得嗎
[00:08:58.960 --> 00:09:00.680]  你看看約翰的書信
[00:09:00.680 --> 00:09:02.800]  很強調真理這個字
[00:09:02.800 --> 00:09:03.840]  什麼叫真理呢
[00:09:03.840 --> 00:09:05.960]  真理就是講到耶穌的身份
[00:09:05.960 --> 00:09:08.120]  真理就是三位一體的神
[00:09:08.120 --> 00:09:08.920]  簡單點說
[00:09:08.920 --> 00:09:09.760]  有些人不太明白
[00:09:09.760 --> 00:09:10.960]  哇,很深奧啊
[00:09:10.960 --> 00:09:12.960]  三位一體其實不太深奧
[00:09:12.960 --> 00:09:13.680]  就是說
[00:09:13.680 --> 00:09:17.040]  在神的計數計劃裏面
[00:09:17.040 --> 00:09:19.160]  整本聖經其實是寫給誰
[00:09:19.160 --> 00:09:21.520]  聖經是寫給誰看的
[00:09:21.520 --> 00:09:22.160]  寫給人看
[00:09:22.160 --> 00:09:23.600]  寫給我和你看的
[00:09:23.600 --> 00:09:24.240]  我們是什麼
[00:09:24.240 --> 00:09:25.760]  我們是罪人
[00:09:25.760 --> 00:09:26.960]  整本聖經經常說到
[00:09:26.960 --> 00:09:29.760]  神的計數計劃從喪世的開始
[00:09:29.760 --> 00:09:32.200]  講到我們始早離開了神
[00:09:32.200 --> 00:09:33.120]  之後
[00:09:33.120 --> 00:09:35.360]  種種種種的情況
[00:09:35.360 --> 00:09:37.680]  聖經是寫給你和我看的
[00:09:37.680 --> 00:09:40.480]  所以在神的計數計劃裏面
[00:09:40.480 --> 00:09:42.440]  神要讓人更加明白
[00:09:42.440 --> 00:09:44.720]  神的計數計劃有不同的階段
[00:09:44.720 --> 00:09:46.440]  有不同的階段
[00:09:46.440 --> 00:09:47.640]  那麼九一時代
[00:09:47.640 --> 00:09:49.040]  希伯羅書說
[00:09:49.040 --> 00:09:50.880]  神在九一時代
[00:09:50.880 --> 00:09:52.120]  就多次多方
[00:09:52.120 --> 00:09:55.200]  直到先知的曉遇列祖
[00:09:55.200 --> 00:09:56.280]  九一時代
[00:09:56.280 --> 00:09:57.840]  到末世的時候
[00:09:57.840 --> 00:09:58.880]  藉著祂而指
[00:09:58.880 --> 00:09:59.880]  曉遇我們
[00:09:59.880 --> 00:10:00.760]  是嗎
[00:10:00.760 --> 00:10:02.840]  不同層次告訴我們
[00:10:02.840 --> 00:10:03.480]  同樣的
[00:10:03.480 --> 00:10:05.200]  今天我們明白三位一體
[00:10:05.200 --> 00:10:06.680]  或者簡單地說
[00:10:06.680 --> 00:10:08.960]  我們說
[00:10:08.960 --> 00:10:12.600]  水有不同的形態出現
[00:10:12.600 --> 00:10:13.440]  是嗎
[00:10:13.440 --> 00:10:15.280]  如果天氣冷一點
[00:10:15.280 --> 00:10:16.520]  遲些就會冷
[00:10:16.520 --> 00:10:18.200]  加拿大一定會看到的
[00:10:18.200 --> 00:10:21.200]  早上十二月就會
[00:10:21.200 --> 00:10:22.400]  有雪落
[00:10:22.400 --> 00:10:23.280]  變冰了
[00:10:23.280 --> 00:10:24.960]  零下之後
[00:10:24.960 --> 00:10:26.760]  接著春回大地之後
[00:10:26.760 --> 00:10:28.200]  開始下雨了
[00:10:28.200 --> 00:10:29.880]  冰裏面變水了
[00:10:29.880 --> 00:10:31.440]  太陽好像前兩天那樣
[00:10:31.440 --> 00:10:33.000]  太陽一熱
[00:10:33.000 --> 00:10:34.640]  我們就會變成蒸氣
[00:10:34.640 --> 00:10:36.720]  這個可能簡單地說一下
[00:10:36.720 --> 00:10:39.800]  但給大家看看不同的形態裏面
[00:10:39.800 --> 00:10:41.040]  天氣裏面
[00:10:41.040 --> 00:10:43.440]  這個水都有不同的形態出現
[00:10:43.440 --> 00:10:44.120]  同樣
[00:10:44.120 --> 00:10:45.200]  神
[00:10:45.200 --> 00:10:47.920]  在人類的救贖歷史裏面
[00:10:47.920 --> 00:10:49.160]  為了幫助我們
[00:10:49.160 --> 00:10:51.680]  更加這樣讓我們明白
[00:10:51.680 --> 00:10:53.360]  太陽亦都是
[00:10:53.360 --> 00:10:56.600]  主耶穌基督就是真光
[00:10:56.600 --> 00:10:58.640]  今天我們看到太陽嗎
[00:10:58.640 --> 00:10:59.320]  看到
[00:10:59.320 --> 00:11:00.920]  不過要戴太陽眼鏡
[00:11:00.920 --> 00:11:01.720]  是嗎
[00:11:01.720 --> 00:11:02.400]  但你見不到
[00:11:02.400 --> 00:11:04.680]  你會感受到太陽的
[00:11:04.680 --> 00:11:07.640]  因為太陽有熱力
[00:11:07.640 --> 00:11:09.800]  最近我都曬到很黑
[00:11:09.800 --> 00:11:13.400]  因為開田單車曬到很黑
[00:11:13.400 --> 00:11:14.240]  那麼
[00:11:14.240 --> 00:11:15.240]  不僅感受到
[00:11:15.240 --> 00:11:16.320]  還見到有光
[00:11:16.320 --> 00:11:18.400]  今天有多少光
[00:11:18.400 --> 00:11:19.120]  各位頂智慧
[00:11:19.120 --> 00:11:21.440]  為甚麼我要說這個呢
[00:11:21.440 --> 00:11:24.440]  其實今天在這個末世時代
[00:11:24.440 --> 00:11:26.240]  你看看約翰一二書
[00:11:26.240 --> 00:11:28.120]  約翰經常說到很多
[00:11:28.120 --> 00:11:29.520]  魔鬼的作為出來了
[00:11:29.520 --> 00:11:31.000]  記不記得牧師說過
[00:11:31.000 --> 00:11:32.200]  有異端出來了
[00:11:32.200 --> 00:11:33.840]  那些人在我們中間出去
[00:11:33.840 --> 00:11:35.280]  即是說那些人本來信聖經
[00:11:35.280 --> 00:11:36.520]  後來不信聖經了
[00:11:36.520 --> 00:11:37.200]  是嗎
[00:11:37.200 --> 00:11:37.920]  是這樣說
[00:11:37.920 --> 00:11:39.640]  約翰的心裏面
[00:11:39.640 --> 00:11:42.560]  說真理其實是在說這些事
[00:11:42.560 --> 00:11:44.040]  他是在說耶穌的身份
[00:11:44.040 --> 00:11:44.840]  三位一體
[00:11:44.840 --> 00:11:46.080]  他在說有異端出來
[00:11:46.080 --> 00:11:48.320]  所以你們要小心
[00:11:48.320 --> 00:11:48.960]  簡單地說
[00:11:48.960 --> 00:11:49.880]  如果說
[00:11:49.880 --> 00:11:52.760]  即是從基督教裏面所謂的異端
[00:11:52.760 --> 00:11:56.200]  這就是正統的聖經
[00:11:56.200 --> 00:11:58.520]  有這個極端
[00:11:58.520 --> 00:12:00.080]  有這個異教
[00:12:00.080 --> 00:12:02.160]  有這個異端
[00:12:02.160 --> 00:12:03.240]  我們大部份見到的
[00:12:03.240 --> 00:12:04.680]  有些就是異端
[00:12:04.680 --> 00:12:06.200]  即是你看上去有聖經
[00:12:06.200 --> 00:12:07.680]  其實沒有聖經
[00:12:07.680 --> 00:12:09.080]  最明白最多的
[00:12:09.080 --> 00:12:11.280]  其實聖經都有很多
[00:12:11.280 --> 00:12:13.760]  聖經有很多見證人
[00:12:13.760 --> 00:12:17.680]  大家有沒有被見證人見證過
[00:12:17.680 --> 00:12:19.000]  有吧
[00:12:19.000 --> 00:12:21.760]  通常穿得斯文過我們
[00:12:21.760 --> 00:12:24.280]  肯定打胎不可以穿T恤
[00:12:24.280 --> 00:12:26.360]  那些人斯文很多
[00:12:26.360 --> 00:12:29.800]  一看就知道不是奸的
[00:12:29.800 --> 00:12:31.040]  拍門
[00:12:31.040 --> 00:12:33.240]  Stouffville
[00:12:33.240 --> 00:12:36.440]  你說他都很好人
[00:12:36.440 --> 00:12:38.080]  又很有愛心
[00:12:38.080 --> 00:12:40.400]  我們基督教有愛心就是好人
[00:12:40.400 --> 00:12:42.640]  但有好人不等於是真理
[00:12:42.640 --> 00:12:43.880]  又有見證人是說什麼
[00:12:43.880 --> 00:12:46.240]  又有見證人是不信三位一體的神
[00:12:46.240 --> 00:12:49.080]  又有見證人想救一個神
[00:12:49.080 --> 00:12:51.960]  又有見證人是不慶祝聖誕節的
[00:12:51.960 --> 00:12:53.360]  又不慶祝復活節
[00:12:53.360 --> 00:12:54.720]  又不慶祝壽蘭節
[00:12:54.720 --> 00:12:56.760]  沒有耶穌的
[00:12:56.760 --> 00:12:57.960]  無論他多麼有愛心
[00:12:57.960 --> 00:13:00.240]  都是沒有真理
[00:13:00.240 --> 00:13:01.160]  摩門教
[00:13:01.160 --> 00:13:03.960]  是否有摩門教
[00:13:03.960 --> 00:13:04.880]  有摩門教
[00:13:04.880 --> 00:13:07.800]  那你怎樣打發祂
[00:13:07.800 --> 00:13:08.280]  這樣嗎
[00:13:08.280 --> 00:13:10.520]  給他一封利是
[00:13:10.520 --> 00:13:11.440]  那就不用
[00:13:11.440 --> 00:13:13.880]  我稍後說說怎樣打發
[00:13:13.880 --> 00:13:17.760]  如果你有機會去旅遊
[00:13:17.760 --> 00:13:19.600]  歐洲的地方
[00:13:19.600 --> 00:13:23.160]  很多耶和華見證人摩門教很熱心
[00:13:23.160 --> 00:13:26.480]  他們有各種文字的單章
[00:13:26.480 --> 00:13:28.080]  大家有沒有見過
[00:13:28.080 --> 00:13:29.320]  很厲害的
[00:13:29.320 --> 00:13:32.240]  各種文字都可以告訴你祂都信的東西
[00:13:32.240 --> 00:13:32.920]  各位聽衆會
[00:13:32.920 --> 00:13:34.080]  今天基督徒要警醒
[00:13:34.080 --> 00:13:35.480]  因為很多基督徒
[00:13:35.480 --> 00:13:37.000]  我們信了耶穌
[00:13:37.000 --> 00:13:38.080]  一定是有愛心
[00:13:38.080 --> 00:13:40.320]  不然你怎會回來教會
[00:13:40.320 --> 00:13:41.760]  我們不只是愛字
[00:13:41.760 --> 00:13:43.320]  我們有真理
[00:13:43.320 --> 00:13:44.720]  基督教科學會
[00:13:44.720 --> 00:13:46.320]  聽聞湯姆·庫這位巨星
[00:13:46.320 --> 00:13:49.920]  都是基督教科學會
[00:13:49.920 --> 00:13:51.840]  有什麼不妥呢
[00:13:51.840 --> 00:13:52.800]  他們都有愛心
[00:13:52.800 --> 00:13:53.520]  都很慈善的
[00:13:53.520 --> 00:13:56.760]  不過他們是不相信有神蹟的
[00:13:56.760 --> 00:13:59.520]  最近搞環教會的就是東方閃電
[00:13:59.520 --> 00:14:01.000]  剛才大家都聽過
[00:14:01.000 --> 00:14:02.400]  這個也不用多說了
[00:14:02.400 --> 00:14:04.560]  很離譜的
[00:14:04.560 --> 00:14:08.680]  東方裡面有一個男性
[00:14:08.680 --> 00:14:10.480]  就是耶穌基督是救世主
[00:14:10.480 --> 00:14:12.400]  女的就是東方出來
[00:14:12.400 --> 00:14:15.680]  更加被列入邪教
[00:14:15.680 --> 00:14:18.080]  有很多個名字
[00:14:18.080 --> 00:14:18.840]  但是很奇怪
[00:14:18.840 --> 00:14:22.000]  東方閃電或者真耶穌教會
[00:14:22.000 --> 00:14:23.480]  全能神教會
[00:14:23.480 --> 00:14:25.680]  他們的網站
[00:14:25.680 --> 00:14:26.760]  不是鼓勵你去看
[00:14:26.760 --> 00:14:28.240]  是讓你知道
[00:14:28.240 --> 00:14:30.160]  很厲害
[00:14:30.160 --> 00:14:31.360]  如果一般信徒
[00:14:31.360 --> 00:14:32.080]  一般人
[00:14:32.080 --> 00:14:33.720]  如果你就這樣看他們的網站
[00:14:33.720 --> 00:14:34.520]  看他們的視覺
[00:14:34.520 --> 00:14:35.520]  看教條
[00:14:35.520 --> 00:14:38.640]  你如果不知道聖經的真理
[00:14:38.640 --> 00:14:40.600]  你會很容易墮入那裡
[00:14:40.600 --> 00:14:43.040]  其實有一些信徒都墮入他們的圈套
[00:14:43.040 --> 00:14:44.560]  因為他們很厲害
[00:14:44.560 --> 00:14:45.960]  為什麼我會這樣說呢
[00:14:45.960 --> 00:14:48.480]  既然牧師叫我說讓一二三書
[00:14:48.480 --> 00:14:50.120]  你就要講真理
[00:14:50.120 --> 00:14:51.560]  聖經就是真理的書
[00:14:51.560 --> 00:14:52.800]  所以要看強調的
[00:14:52.800 --> 00:14:54.160]  無論是啟示佬
[00:14:54.160 --> 00:14:55.080]  他在讓福音
[00:14:55.080 --> 00:14:56.200]  他在讓一二三書裡面
[00:14:56.200 --> 00:14:59.840]  都講到真理耶穌的身份
