
[00:00:00.000 --> 00:00:05.000]  在二千年前,耶穌基督進入了我們的世界,
[00:05:35.000 --> 00:05:39.000]  「你應當作的是,一定有人告訴你。」
[00:05:39.000 --> 00:05:43.000]  這句話是一個命令,
[00:05:43.000 --> 00:05:45.000]  是沒有選擇的空間。
[00:05:45.000 --> 00:05:48.000]  不是說「素羅,你想不想缺志信我?」
[00:05:48.000 --> 00:05:49.000]  如果你缺志的話,
[00:05:49.000 --> 00:05:51.000]  你就進去。
[00:05:51.000 --> 00:05:53.000]  「起來,進城去。」
[00:05:53.000 --> 00:05:54.000]  你要做些什麼,
[00:05:54.000 --> 00:05:57.000]  有人告訴你。
[00:05:57.000 --> 00:05:59.000]  換句話說,
[00:05:59.000 --> 00:06:02.000]  素羅和耶穌基督相遇的時候,
[00:06:02.000 --> 00:06:05.000]  完全是基督採取主動,
[00:06:05.000 --> 00:06:07.000]  不是素羅採取主動。
[00:06:07.000 --> 00:06:09.000]  是基督主動,
[00:06:09.000 --> 00:06:11.000]  素羅信服。
[00:06:11.000 --> 00:06:12.000]  弟兄姊妹,
[00:06:12.000 --> 00:06:14.000]  當上帝呼召你和我的時候,
[00:06:14.000 --> 00:06:17.000]  也是上帝主動,
[00:06:17.000 --> 00:06:19.000]  你信服。
[00:06:19.000 --> 00:06:22.000]  在大馬士革這件事,
[00:06:22.000 --> 00:06:23.000]  有另外一個人參與,
[00:06:23.000 --> 00:06:25.000]  就是阿拿尼亞。
[00:06:25.000 --> 00:06:27.000]  這個阿拿尼亞,
[00:06:27.000 --> 00:06:29.000]  聖經只出現過一次。
[00:06:29.000 --> 00:06:30.000]  這個人,
[00:06:30.000 --> 00:06:31.000]  以後再沒有提及,
[00:06:31.000 --> 00:06:32.000]  以前也沒有提及過。
[00:06:32.000 --> 00:06:33.000]  這個信徒,
[00:06:33.000 --> 00:06:35.000]  是一次提醒他,
[00:06:35.000 --> 00:06:37.000]  因爲他向素羅傳福音。
[00:06:37.000 --> 00:06:39.000]  我們看看耶穌怎麼和他說。
[00:06:39.000 --> 00:06:41.000]  他起來和阿拿尼亞說。
[00:06:41.000 --> 00:06:42.000]  阿拿尼亞那時候,
[00:06:42.000 --> 00:06:45.000]  有個異象向阿拿尼亞說,
[00:06:45.000 --> 00:06:46.000]  他可能那時候在祈禱,
[00:06:46.000 --> 00:06:48.000]  有個異象,
[00:06:48.000 --> 00:06:49.000]  耶穌說:
[00:06:49.000 --> 00:06:52.000]  「起來,你到直街那條路,
[00:06:52.000 --> 00:06:53.000]  在猶大街裏面,
[00:06:53.000 --> 00:06:55.000]  找一個大素人叫素羅,
[00:06:55.000 --> 00:06:57.000]  他在那裏祈禱,
[00:06:57.000 --> 00:06:58.000]  他又有個異象,
[00:06:58.000 --> 00:07:00.000]  他在異象裏面見到你,
[00:07:00.000 --> 00:07:03.000]  你又去按手,
[00:07:03.000 --> 00:07:04.000]  叫他醫好。」
[00:07:04.000 --> 00:07:05.000]  即是說,
[00:07:05.000 --> 00:07:06.000]  阿拿尼亞在那裏祈禱,
[00:07:06.000 --> 00:07:07.000]  然後見到異象,
[00:07:07.000 --> 00:07:08.000]  異象呢,
[00:07:08.000 --> 00:07:10.000]  耶穌對他說,
[00:07:10.000 --> 00:07:12.000]  你去找素羅,
[00:07:12.000 --> 00:07:13.000]  因爲素羅又在祈禱,
[00:07:13.000 --> 00:07:14.000]  他又見到異象,
[00:07:14.000 --> 00:07:16.000]  他的異象見到你,
[00:07:16.000 --> 00:07:18.000]  你的異象見到他。
[00:07:18.000 --> 00:07:20.000]  他看到聖靈的感動,
[00:07:20.000 --> 00:07:22.000]  當你帶一個人信主的時候,
[00:07:22.000 --> 00:07:23.000]  聖靈的感動很奇妙,
[00:07:23.000 --> 00:07:24.000]  你都不知道,
[00:07:24.000 --> 00:07:27.000]  原來他在感動對方信主,
[00:07:27.000 --> 00:07:29.000]  康衛明牧師跟我們說,
[00:07:29.000 --> 00:07:31.000]  昨天還是前天,
[00:07:31.000 --> 00:07:35.000]  昨天他帶一位家長信主,
[00:07:35.000 --> 00:07:37.000]  前天信了主,
[00:07:37.000 --> 00:07:40.000]  這個聖靈的感動就是這麼奇妙。
[00:07:40.000 --> 00:07:44.000]  阿拿尼亞說,
[00:07:44.000 --> 00:07:46.000]  不行,這個人很邪惡,
[00:07:46.000 --> 00:07:47.000]  迫害教會,
[00:07:47.000 --> 00:07:50.000]  但耶穌也沒有給他選擇空間,
[00:07:50.000 --> 00:07:52.000]  他說你去吧,
[00:07:52.000 --> 00:07:55.000]  這個人是我揀選的器皿,
[00:07:55.000 --> 00:07:58.000]  要爲我的命傳給外邦人,
[00:07:58.000 --> 00:08:00.000]  將我的命傳給外邦人,
[00:08:00.000 --> 00:08:01.000]  君王和以色列人,
[00:08:01.000 --> 00:08:04.000]  我要指示他爲我的命要受很多苦。
[00:08:04.000 --> 00:08:08.000]  阿拿尼亞就信服了,
[00:08:08.000 --> 00:08:14.000]  我看到素羅信了耶穌之後爲他受苦,
[00:08:14.000 --> 00:08:15.000]  受苦是被動的,
[00:08:15.000 --> 00:08:17.000]  沒有人喜歡主動去受苦,
[00:08:17.000 --> 00:08:21.000]  保羅未信耶穌之前是主動做事,
[00:08:21.000 --> 00:08:22.000]  主動逼迫教會,
[00:08:22.000 --> 00:08:23.000]  但信了耶穌之後,
[00:08:23.000 --> 00:08:25.000]  他將主權交出來,
[00:08:25.000 --> 00:08:27.000]  讓上帝帶領他,
[00:08:27.000 --> 00:08:30.000]  他的生命就發生了很大的改變,
[00:08:30.000 --> 00:08:32.000]  他隨即,
[00:08:32.000 --> 00:08:35.000]  幾天之後隨即在會堂裏傳講耶穌,
[00:08:35.000 --> 00:08:37.000]  他說他是神的兒子,
[00:08:37.000 --> 00:08:38.000]  聽的人就很驚奇,
[00:08:38.000 --> 00:08:41.000]  這個在耶路撒冷逼迫教會就是他,
[00:08:41.000 --> 00:08:42.000]  爲什麼現在變了?
[00:08:43.000 --> 00:08:49.000]  但是保羅越發有力撥動猶太人證明耶穌是基督,
[00:08:49.000 --> 00:08:57.000]  素羅從一個迫害教會的兇殘狼,
[00:08:57.000 --> 00:08:59.000]  變成一個溫柔的牧人,
[00:08:59.000 --> 00:09:03.000]  這個就是他的得救故事,
[00:09:03.000 --> 00:09:08.000]  就是他從耶穌基督接收到的救恩,
[00:09:08.000 --> 00:09:13.000]  我們現在開始看看這個故事對我們有什麼啓發,
[00:09:13.000 --> 00:09:14.000]  有七點啓發,
[00:09:14.000 --> 00:09:15.000]  第一,
[00:09:15.000 --> 00:09:21.000]  一個人信耶穌,
[00:09:21.000 --> 00:09:22.000]  一個人得救,
[00:09:22.000 --> 00:09:24.000]  不在乎他的個人意志,
[00:09:24.000 --> 00:09:28.000]  是在乎上帝的主權和主動,
[00:09:28.000 --> 00:09:31.000]  素羅從來沒有自己尋求過神,
[00:09:31.000 --> 00:09:33.000]  他是被迫害教會的,
[00:09:33.000 --> 00:09:35.000]  是神尋求他,
[00:09:35.000 --> 00:09:38.000]  有時候聖靈是把尋求的心,
[00:09:38.000 --> 00:09:41.000]  慕道的心放在人的心裏面,
[00:09:41.000 --> 00:09:43.000]  以致他去追求,
[00:09:43.000 --> 00:09:47.000]  以致他就算沒有信耶穌也願意聽朋友的話來回教會,
[00:09:47.000 --> 00:09:52.000]  其實最終也是上帝採取主動,
[00:09:52.000 --> 00:09:53.000]  感動他來,
[00:09:53.000 --> 00:09:59.000]  因爲耶穌說人子來是要尋找拯救失喪的人,
[00:09:59.000 --> 00:10:01.000]  上帝主動來尋找我們,
[00:10:01.000 --> 00:10:04.000]  這個認識對我們有一個很大的鼓勵,
[00:10:04.000 --> 00:10:06.000]  有時候我們很辛苦,
[00:10:06.000 --> 00:10:08.000]  爲何我父母不信耶穌,
[00:10:08.000 --> 00:10:10.000]  爲何我子女不信耶穌,
[00:10:10.000 --> 00:10:12.000]  我朋友不信耶穌,
[00:10:12.000 --> 00:10:16.000]  但我記住主權在上帝那兒,
[00:10:16.000 --> 00:10:17.000]  你爲他祈禱,
[00:10:17.000 --> 00:10:19.000]  上帝可以感動到他,
[00:10:19.000 --> 00:10:21.000]  好似他感動保祿一樣,
[00:10:21.000 --> 00:10:24.000]  那就好過你自己求他,
[00:10:24.000 --> 00:10:26.000]  他又不聽你話,
[00:10:26.000 --> 00:10:28.000]  你把球交給上帝,
[00:10:28.000 --> 00:10:30.000]  我父母不信耶穌,
[00:10:30.000 --> 00:10:32.000]  怎算呢?求你幫他信,
[00:10:32.000 --> 00:10:37.000]  或者你會問,
[00:10:37.000 --> 00:10:39.000]  如果這樣的話,
[00:10:39.000 --> 00:10:42.000]  原來得救是神的主權和主動,
[00:10:42.000 --> 00:10:44.000]  神的意志不是人的意志,
[00:10:44.000 --> 00:10:46.000]  我不信耶穌就不關我事,
[00:10:46.000 --> 00:10:48.000]  因爲不是我錯,
[00:10:48.000 --> 00:10:50.000]  因爲上帝沒有感動到我,
[00:10:50.000 --> 00:10:57.000]  這是我們神學上討論的一個問題,
[00:10:57.000 --> 00:11:01.000]  究竟是神的揀選還是人的自由意志,
[00:11:01.000 --> 00:11:06.000]  今天我希望用十分鐘不夠的時間解釋出來,
[00:11:06.000 --> 00:11:08.000]  有沒有搞錯,
[00:11:08.000 --> 00:11:10.000]  牧師幾千年都解釋不了這十分鐘,
[00:11:10.000 --> 00:11:12.000]  十分鐘是一個開始,
[00:11:12.000 --> 00:11:14.000]  我希望解釋了之後,
[00:11:14.000 --> 00:11:19.000]  你可以有個興趣繼續思想下去,
[00:11:19.000 --> 00:11:23.000]  這個解釋對你也是一個鼓勵,
[00:11:23.000 --> 00:11:26.000]  人生出來就是有趣,
[00:11:26.000 --> 00:11:28.000]  可能大家都承認,
[00:11:28.000 --> 00:11:30.000]  人沒辦法拯救自己,
[00:11:30.000 --> 00:11:34.000]  你們死在罪惡過犯中,
[00:11:34.000 --> 00:11:37.000]  以弗所思第二章說,
[00:11:37.000 --> 00:11:39.000]  死了的人就沒反應,
[00:11:39.000 --> 00:11:41.000]  他沒能力拯救自己,
[00:11:41.000 --> 00:11:43.000]  不單止沒能力,
[00:11:43.000 --> 00:11:45.000]  他沒一個意志,
[00:11:45.000 --> 00:11:46.000]  沒一個主動,
[00:11:46.000 --> 00:11:48.000]  沒一個想拯救自己就死了,
[00:11:48.000 --> 00:11:52.000]  他完全被罪控制了,
[00:11:52.000 --> 00:11:55.000]  只有上帝才能拯救我們,
[00:11:55.000 --> 00:11:58.000]  所以以弗所思第二章第四至六節說,
[00:11:58.000 --> 00:12:00.000]  然而神滿有憐憫,
[00:12:00.000 --> 00:12:02.000]  因着祂愛我們的大愛,
[00:12:02.000 --> 00:12:06.000]  就在我們因過犯死的時候,
[00:12:06.000 --> 00:12:08.000]  祂叫我們與基督一同復活過來,
[00:12:08.000 --> 00:12:12.000]  所以救恩是上帝賜的禮物,
[00:12:12.000 --> 00:12:16.000]  耶穌釘十字架是爲輔往今來所有的人,
[00:12:16.000 --> 00:12:19.000]  從第亞當到將來,
[00:12:19.000 --> 00:12:21.000]  將來世界末了所有的人,
[00:12:21.000 --> 00:12:26.000]  罪的債全部還清,
[00:12:26.000 --> 00:12:28.000]  不過不是每個人都信耶穌,
[00:12:28.000 --> 00:12:30.000]  信耶穌是需要,
[00:12:30.000 --> 00:12:31.000]  不是每個人都得救,
[00:12:31.000 --> 00:12:33.000]  得救是需要信耶穌,
[00:12:33.000 --> 00:12:35.000]  信的意思就是用信心,
[00:12:35.000 --> 00:12:38.000]  憑這個信心接受這份救恩的禮物,
[00:12:38.000 --> 00:12:40.000]  但是這個信心,
[00:12:40.000 --> 00:12:41.000]  今天我要跟大家說,
[00:12:41.000 --> 00:12:43.000]  這個信心都是上帝所賜,
[00:12:43.000 --> 00:12:48.000]  一個死的人是不會主動有信心,
[00:12:48.000 --> 00:12:50.000]  你一個人死了,
[00:12:50.000 --> 00:12:51.000]  你把禮物給他,
[00:12:51.000 --> 00:12:53.000]  他會不會伸出手多謝多謝,
[00:12:53.000 --> 00:12:55.000]  不動,
[00:12:55.000 --> 00:12:59.000]  此忽所書第二章第八第九節,
[00:12:59.000 --> 00:13:03.000]  你們得救是本乎因也因着信,
[00:13:03.000 --> 00:13:06.000]  這並不是出於自己,
[00:13:06.000 --> 00:13:11.000]  這個者字根據初期教會的領袖,
[00:13:11.000 --> 00:13:13.000]  一路到奧古斯丁的解釋,
[00:13:13.000 --> 00:13:15.000]  這個者字是說信心,
[00:13:15.000 --> 00:13:26.000]  (英文)
[00:13:26.000 --> 00:13:29.000]  這些初期教會是說希臘文的,
[00:13:29.000 --> 00:13:31.000]  他們讀希臘文的,
[00:13:31.000 --> 00:13:33.000]  他們的文法上的解釋,
[00:13:33.000 --> 00:13:34.000]  這個者字是信心,
[00:13:34.000 --> 00:13:37.000]  還有以後的解經家,
[00:13:37.000 --> 00:13:41.000]  一路到十七十八世紀,
[00:13:41.000 --> 00:13:46.000]  都是解釋這個者字是指信心,
[00:13:46.000 --> 00:13:47.000]  換句話說,
[00:13:47.000 --> 00:13:51.000]  你接受上帝用這個信心,
[00:13:51.000 --> 00:13:52.000]  都是上帝所賜,
[00:13:52.000 --> 00:13:55.000]  你沒有東西可以自誇,
[00:13:55.000 --> 00:13:58.000]  你們得救是本乎因也因着信,
[00:13:58.000 --> 00:14:00.000]  而這個信是上帝賜給你,
[00:14:00.000 --> 00:14:02.000]  不是你自己的行爲,
[00:14:02.000 --> 00:14:03.000]  免得我們自誇,
[00:14:03.000 --> 00:14:08.000]  所以我們基督徒爲什麼這麼開心敬拜神,
[00:14:08.000 --> 00:14:10.000]  因爲我們原本死了,
[00:14:10.000 --> 00:14:12.000]  我們沒有能力拯救自己,
[00:14:12.000 --> 00:14:14.000]  我們也沒有那個心智,
[00:14:14.000 --> 00:14:16.000]  我們根本不懂得拯救自己,
[00:14:16.000 --> 00:14:18.000]  不懂得從罪裏面跳出來,
[00:14:18.000 --> 00:14:19.000]  上帝叫你活過來,
[00:14:19.000 --> 00:14:21.000]  上帝將信心賜給你,
[00:14:21.000 --> 00:14:23.000]  一個得救信心賜給你,
[00:14:23.000 --> 00:14:25.000]  叫你接受耶穌,
[00:14:25.000 --> 00:14:26.000]  那你就得救,
[00:14:26.000 --> 00:14:27.000]  你成爲神的兒女,
[00:14:27.000 --> 00:14:29.000]  你就有個新的生命,
[00:14:29.000 --> 00:14:31.000]  所以我們在神面前這麼開心,
[00:14:31.000 --> 00:14:33.000]  這麼重贊祂,
[00:14:33.000 --> 00:14:36.000]  全部都是因點,
[00:14:36.000 --> 00:14:40.000]  那你就說,我爸爸沒信,
[00:14:40.000 --> 00:14:43.000]  那是不是他沒有這個得救信心,
[00:14:43.000 --> 00:14:46.000]  那我怎樣纔可以有這個得救信心,
[00:14:46.000 --> 00:14:48.000]  聖經教導我們祈禱,
[00:14:48.000 --> 00:14:51.000]  耶穌基督說你奉我的名禱告,
[00:14:51.000 --> 00:14:53.000]  我就聽你的禱告,
[00:14:53.000 --> 00:14:56.000]  所以傳福音第一要禱告,
[00:14:56.000 --> 00:14:58.000]  如果你說我要向我爸爸傳福音,
[00:14:58.000 --> 00:15:00.000]  我要向我的兒子傳福音,
[00:15:00.000 --> 00:15:02.000]  我要向我的朋友同事傳福音,
[00:15:02.000 --> 00:15:03.000]  你說要禱告,
[00:15:03.000 --> 00:15:05.000]  求神將這個得救信心賜給你,
[00:15:05.000 --> 00:15:07.000]  那神像不像,
[00:15:07.000 --> 00:15:09.000]  耶穌基督說你奉我的名禱告,
[00:15:09.000 --> 00:15:10.000]  我就必定隨聽,
[00:15:10.000 --> 00:15:12.000]  耶穌不單止次給你,
[00:15:12.000 --> 00:15:15.000]  因爲你按神的旨意去祈求,
[00:15:15.000 --> 00:15:16.000]  祂都會聽你的禱告,
[00:15:16.000 --> 00:15:19.000]  神的旨意是不願一人沉淪,
[00:15:19.000 --> 00:15:21.000]  但願人人都悔改,
[00:15:21.000 --> 00:15:23.000]  所以第一件事你要爲祂祈禱,
[00:15:23.000 --> 00:15:25.000]  第二件事要跟祂說,
[00:15:25.000 --> 00:15:26.000]  因爲保羅德說,
[00:15:26.000 --> 00:15:28.000]  如果他聽不到福音會怎樣信呢,
[00:15:28.000 --> 00:15:30.000]  如果沒有人跟他說他怎樣聽呢,
[00:15:30.000 --> 00:15:33.000]  所以我們都是要去跟他說,
[00:15:33.000 --> 00:15:35.000]  所以你想一個人信耶穌,
[00:15:35.000 --> 00:15:36.000]  第一你祈禱,
[00:15:36.000 --> 00:15:39.000]  求上帝將這個得救信心賜給他,
[00:15:39.000 --> 00:15:42.000]  因爲那個罪詐已經還清,
[00:15:42.000 --> 00:15:43.000]  耶穌基督還清,
[00:15:43.000 --> 00:15:47.000]  問題是他沒有這個信心去接受,
[00:15:47.000 --> 00:15:49.000]  你求主將信心賜給他,
[00:15:49.000 --> 00:15:51.000]  你按着上帝的應許,
[00:15:51.000 --> 00:15:53.000]  我說求就必得,
[00:15:53.000 --> 00:15:57.000]  按照神的心意求就神就隨聽,
[00:15:57.000 --> 00:15:59.000]  上帝不願一人沉淪,
[00:15:59.000 --> 00:16:01.000]  然後你對他說,
[00:16:03.000 --> 00:16:04.000]  上帝要聽你的祈禱,
[00:16:04.000 --> 00:16:06.000]  因爲你的祈禱,
[00:16:06.000 --> 00:16:08.000]  上帝將這個得救信心賜給他,
[00:16:08.000 --> 00:16:12.000]  他就成爲一個得救的人,
[00:16:12.000 --> 00:16:17.000]  所以人得救不是用他個人的意志,
[00:16:17.000 --> 00:16:18.000]  因爲他已經死了,
[00:16:18.000 --> 00:16:19.000]  沒有這個意志,
[00:16:19.000 --> 00:16:21.000]  是上帝的恩典,
[00:16:21.000 --> 00:16:22.000]  第二,
[00:16:22.000 --> 00:16:24.000]  一個人得救,
[00:16:24.000 --> 00:16:28.000]  不在乎他做好事,
[00:16:28.000 --> 00:16:32.000]  我們不需要修橋保路,
[00:16:32.000 --> 00:16:33.000]  蘇羅沒有做好事,
[00:16:33.000 --> 00:16:36.000]  蘇羅說在罪人當中是罪魁,
[00:16:36.000 --> 00:16:37.000]  是罪首,
[00:16:37.000 --> 00:16:39.000]  因爲我迫害教會,
[00:16:39.000 --> 00:16:41.000]  上帝都請救他,
[00:16:41.000 --> 00:16:43.000]  第三,
[00:16:43.000 --> 00:16:47.000]  真正重生的人是順服基督的主權,
[00:16:47.000 --> 00:16:50.000]  將他生命的主權交給耶穌基督,
[00:16:50.000 --> 00:16:56.000]  我經常在不同的教會私行水利,
[00:16:56.000 --> 00:16:58.000]  教會請我做事,
[00:16:58.000 --> 00:17:00.000]  我之前會講見證,
[00:17:00.000 --> 00:17:02.000]  有時我不太開心,
[00:17:02.000 --> 00:17:04.000]  因爲很多人講的見證,
[00:17:04.000 --> 00:17:06.000]  就說耶穌醫好我病,
[00:17:06.000 --> 00:17:07.000]  所以我信他,
[00:17:07.000 --> 00:17:09.000]  耶穌爲我找到一份好工作,
[00:17:09.000 --> 00:17:10.000]  我信他,
[00:17:10.000 --> 00:17:11.000]  這也好,
[00:17:11.000 --> 00:17:12.000]  耶穌愛你,
[00:17:12.000 --> 00:17:13.000]  爲你預備工作,
[00:17:13.000 --> 00:17:14.000]  醫好你的病,
[00:17:14.000 --> 00:17:16.000]  不過最重要的,
[00:17:16.000 --> 00:17:17.000]  就沒有講到,
[00:17:17.000 --> 00:17:18.000]  最重要是,
[00:17:18.000 --> 00:17:19.000]  我知道自己是罪人,
[00:17:19.000 --> 00:17:21.000]  我沒有辦法救自己,
[00:17:21.000 --> 00:17:22.000]  但耶穌基督救,
[00:17:22.000 --> 00:17:23.000]  愛我,
[00:17:23.000 --> 00:17:24.000]  爲我捨己,
[00:17:24.000 --> 00:17:27.000]  我願意將我的生命主權交給他,
[00:17:28.000 --> 00:17:31.000]  如果這樣的見證就清清楚楚,
[00:17:31.000 --> 00:17:33.000]  但很可惜,
[00:17:33.000 --> 00:17:36.000]  很多時我們教會的水利班,
[00:17:36.000 --> 00:17:38.000]  我不是指全殷堂,
