
[00:00:00.000 --> 00:00:06.000]  請各位誠心低頭祈禱
[00:04:42.000 --> 00:04:52.000]  有來自我們傳統文化和學者的勸告
[00:04:52.000 --> 00:04:58.000]  特別是聖經的教導
[00:04:58.000 --> 00:05:00.000]  好像今天的經文所說
[00:05:00.000 --> 00:05:04.000]  聖經都是上帝所默示的
[00:05:04.000 --> 00:05:12.000]  於教訓、督責、使人歸正、教導人學義
[00:05:12.000 --> 00:05:18.000]  都是有益的
[00:05:18.000 --> 00:05:26.000]  聖經的座右銘也是有很多
[00:05:26.000 --> 00:05:31.000]  今天我特別要和各位分享的
[00:05:31.000 --> 00:05:38.000]  就是在我生活和侍奉當中
[00:05:38.000 --> 00:05:45.000]  在我一生當中給我有很多的提示
[00:05:45.000 --> 00:05:48.000]  在我一生受用
[00:05:48.000 --> 00:05:53.000]  這個就是羅馬書第十二章第十八節
[00:05:53.000 --> 00:05:56.000]  請大家打開來看看
[00:05:56.000 --> 00:06:08.000]  羅馬書第十二章十八節
[00:06:08.000 --> 00:06:13.000]  找到請大家一起讀出
[00:06:13.000 --> 00:06:24.000]  若是能行,總要盡力與眾人和睦
[00:06:24.000 --> 00:06:29.000]  以我個人的體驗
[00:06:29.000 --> 00:06:37.000]  這個「總要與人和睦」的座右銘
[00:06:37.000 --> 00:06:44.000]  跟我們的信仰生活是有關的
[00:06:44.000 --> 00:06:48.000]  因為它是聖經的教訓
[00:06:48.000 --> 00:06:58.000]  使我們屬上帝的人得以完全預備行各樣的善事
[00:06:58.000 --> 00:07:04.000]  經文所指的是以個人為單位
[00:07:04.000 --> 00:07:09.000]  因為在日常的生活當中
[00:07:09.000 --> 00:07:17.000]  人際關係是非常重要的個體
[00:07:17.000 --> 00:07:20.000]  如何與人相處
[00:07:20.000 --> 00:07:23.000]  化解矛盾
[00:07:23.000 --> 00:07:31.000]  都跟我們的生活息息相關
[00:07:31.000 --> 00:07:36.000]  影響我們內心的世界
[00:07:36.000 --> 00:07:42.000]  以及我們靈性的狀況
[00:07:42.000 --> 00:07:45.000]  以及生活的行為等等
[00:07:45.000 --> 00:07:49.000]  我們是不能不小心的
[00:07:49.000 --> 00:07:56.000]  羅馬書是保羅寫給過羅馬教會的宣信
[00:07:56.000 --> 00:07:59.000]  當時所謂眾人
[00:07:59.000 --> 00:08:05.000]  是指教會裏面的弟兄姊妹
[00:08:05.000 --> 00:08:15.000]  今日應該是包括所有我們認識的個人
[00:08:15.000 --> 00:08:18.000]  家屬
[00:08:18.000 --> 00:08:20.000]  朋友
[00:08:20.000 --> 00:08:27.000]  以及教會裏面的弟兄姊妹
[00:08:27.000 --> 00:08:34.000]  社會上的朋友等等
[00:08:34.000 --> 00:08:40.000]  因為聖經是教導我們
[00:08:40.000 --> 00:08:45.000]  聖經的教訓是叫我們屬上帝的人
[00:08:45.000 --> 00:08:52.000]  得以完全預備行各樣的善事
[00:08:52.000 --> 00:08:57.000]  總要與人和睦
[00:08:57.000 --> 00:09:04.000]  是一項長久的靈性操練
[00:09:04.000 --> 00:09:11.000]  塑造我們個人的生活情素和品格
[00:09:11.000 --> 00:09:13.000]  不但造就自己
[00:09:13.000 --> 00:09:17.000]  也都影響別人
[00:09:17.000 --> 00:09:20.000]  今日的座右銘
[00:09:20.000 --> 00:09:26.000]  在我一生的生活和侍奉的過程當中
[00:09:26.000 --> 00:09:30.000]  時時提醒自己
[00:09:30.000 --> 00:09:33.000]  無論在甚麼情況之下
[00:09:33.000 --> 00:09:38.000]  都不可以有敵人
[00:09:38.000 --> 00:09:45.000]  不知是不是根據這個座右銘
[00:09:45.000 --> 00:09:49.000]  長期對我的提醒
[00:09:49.000 --> 00:09:52.000]  還是我生性是這樣
[00:09:52.000 --> 00:09:57.000]  因為我有一個生活的習慣
[00:09:57.000 --> 00:10:02.000]  就是不善於與人鬥爭
[00:10:02.000 --> 00:10:06.000]  或者是惡性的競爭
[00:10:06.000 --> 00:10:12.000]  我凡事寧願讓步
[00:10:12.000 --> 00:10:17.000]  好像今日聖經座右銘跟著所講的
[00:10:17.000 --> 00:10:21.000]  弟兄姊妹不要為自己伸冤
[00:10:21.000 --> 00:10:26.000]  寧可以讓步任憑主路
[00:10:26.000 --> 00:10:34.000]  遇見這些情形除了任憑主路之外
[00:10:34.000 --> 00:10:41.000]  亦感到退一步海闊天空
[00:10:41.000 --> 00:10:45.000]  心境寧靜
[00:10:45.000 --> 00:10:52.000]  記得在我六十年的侍奉過程當中
[00:10:52.000 --> 00:10:58.000]  有一次作很重大的讓步
[00:10:58.000 --> 00:11:03.000]  在人看起來是一種災難
[00:11:03.000 --> 00:11:09.000]  事業和聲譽都受到損害
[00:11:09.000 --> 00:11:23.000]  殊不知這是另一次重大得福的一個機會
[00:11:23.000 --> 00:11:32.000]  其中的喜悅是無法用言語去跟人表達的
[00:11:32.000 --> 00:11:37.000]  事後亦都是心境寧靜
[00:11:37.000 --> 00:11:42.000]  有上主的同在
[00:11:42.000 --> 00:11:46.000]  現在回望那些景況
[00:11:46.000 --> 00:11:53.000]  我內心很寧靜絕不後悔
[00:11:53.000 --> 00:11:56.000]  反而感恩不已
[00:11:56.000 --> 00:12:05.000]  所得到的福氣是超過我所想所求
[00:12:05.000 --> 00:12:18.000]  在全港唯一的女子英文中學
[00:12:18.000 --> 00:12:24.000]  他們最近慶祝一百二十週年校慶
[00:12:24.000 --> 00:12:28.000]  籌募獎學金
[00:12:28.000 --> 00:12:44.000]  我是代表我兩個兒子為他們的母親捐出一項獎學金
[00:12:44.000 --> 00:12:47.000]  他們的校友會
[00:12:47.000 --> 00:12:53.000]  在上個月舉行一次的音樂會
[00:12:53.000 --> 00:12:57.000]  是在香港會所舉行
[00:12:57.000 --> 00:13:00.000]  在酒會的時候
[00:13:00.000 --> 00:13:07.000]  鍾逸傑爵士坐在我的左邊
[00:13:07.000 --> 00:13:15.000]  沒多久有一個全國政協就上來坐在我的右邊
[00:13:15.000 --> 00:13:27.000]  我們大家請益之後都未曾交換名片
[00:13:27.000 --> 00:13:30.000]  他就很快跟我說
[00:13:30.000 --> 00:13:38.000]  他說你一定是平時心境寧靜
[00:13:38.000 --> 00:13:46.000]  人際和社交的關係良好
[00:13:46.000 --> 00:13:53.000]  當時我不知道怎樣回應他
[00:13:53.000 --> 00:14:03.000]  我想這個人可能都不是基督徒
[00:14:03.000 --> 00:14:10.000]  他又不知道我個人的背景是怎樣
[00:14:10.000 --> 00:14:28.000]  為什麼他會有在我認為這麼正確對我的觀察呢
[00:14:28.000 --> 00:14:44.000]  後來我想一個人的健康和他的社交生活是有關的
[00:14:44.000 --> 00:14:49.000]  因為我告訴他我已經86歲
[00:14:49.000 --> 00:15:00.000]  他就覺得我是這樣的年紀
[00:15:00.000 --> 00:15:06.000]  為什麼會有這麼健康的體態和精神呢
[00:15:06.000 --> 00:15:18.000]  我在想原來良好的社交生活和人際關係
[00:15:18.000 --> 00:15:26.000]  對一個人的健康是可能有關係的
[00:15:26.000 --> 00:15:32.000]  以前很少人知道當一個人憎恨另外一個人的時候
[00:15:32.000 --> 00:15:36.000]  損害的首先是自己
[00:15:36.000 --> 00:15:42.000]  心理和生理都受損
[00:15:42.000 --> 00:15:49.000]  但現在這已經是普通常識
[00:15:49.000 --> 00:15:51.000]  不要憎恨別人
[00:15:51.000 --> 00:15:53.000]  不要有敵人
[00:15:53.000 --> 00:15:58.000]  不要跟別人過不去等等
[00:15:58.000 --> 00:16:06.000]  為什麼我們要有座右銘呢
[00:16:06.000 --> 00:16:14.000]  這個可能和我們人性的軟弱是有關的
[00:16:14.000 --> 00:16:22.000]  很多時候我們知道的好事很多時候忘記
[00:16:22.000 --> 00:16:27.000]  應該做的好事又沒有去做
[00:16:27.000 --> 00:16:30.000]  或者做不到
[00:16:30.000 --> 00:16:35.000]  所謂心有餘而力不足
[00:16:35.000 --> 00:16:45.000]  所以今天的座右銘都讓我們知道這一點
[00:16:45.000 --> 00:16:55.000]  讓我們有一個緩衝的地帶
[00:16:55.000 --> 00:16:59.000]  一個迴旋的空間
[00:16:59.000 --> 00:17:09.000]  若是可能,若是能行,總要與眾人和睦
[00:17:09.000 --> 00:17:13.000]  也就是盡力與人和睦
[00:17:13.000 --> 00:17:21.000]  有的時候可行,有的時候不可行
[00:17:21.000 --> 00:17:27.000]  矛盾和困難無法解決
[00:17:27.000 --> 00:17:31.000]  那怎麼樣呢
[00:17:31.000 --> 00:17:38.000]  相信經文的勸告是不應該被忘記
[00:17:38.000 --> 00:17:43.000]  我們努力的方向不要改變
[00:17:43.000 --> 00:17:46.000]  原則也不可以改變
[00:17:46.000 --> 00:17:49.000]  仍然要盡力而為
[00:17:49.000 --> 00:17:57.000]  相信我們常常都會遇見這樣的情形
[00:17:57.000 --> 00:18:06.000]  今天早上當我出發來梁化堂講座之前
[00:18:06.000 --> 00:18:16.000]  我又經歷一次感情上的燙傷
[00:18:16.000 --> 00:18:19.000]  為什麼這樣說呢
[00:18:19.000 --> 00:18:29.000]  因為今天服侍了師母和我五年的孕育
[00:18:29.000 --> 00:18:36.000]  她要回去印尼再結婚
[00:18:36.000 --> 00:18:45.000]  她是一位聰明伶俐,樣貌端好的少婦
[00:18:45.000 --> 00:18:49.000]  她和丈夫已經離婚
[00:18:49.000 --> 00:18:56.000]  現在有一個十歲的兒子在印尼
[00:18:56.000 --> 00:19:04.000]  她為了教養這個兒子就出來香港打工
[00:19:04.000 --> 00:19:11.000]  她很尊重我,很愛惜師母
[00:19:11.000 --> 00:19:25.000]  三年前師母因為病況惡化就進了療養院住
[00:19:25.000 --> 00:19:31.000]  我們的家只有我們兩個人一起住
[00:19:31.000 --> 00:19:35.000]  她是一位胡教徒
[00:19:35.000 --> 00:19:44.000]  我們都彼此尊重,和睦相處
[00:19:44.000 --> 00:19:52.000]  但到底是因為文化和信仰生活習慣的不同
[00:19:52.000 --> 00:20:00.000]  有時候她的行徑是令我很不開心
[00:20:00.000 --> 00:20:10.000]  正要發火的時候,今天座右銘就來提醒我
[00:20:10.000 --> 00:20:16.000]  很快就心情平靜下來
[00:20:16.000 --> 00:20:29.000]  到底是不同宗教信仰的一男一女單獨相處三年
[00:20:29.000 --> 00:20:36.000]  感情是受到很大的長期的壓抑
[00:20:36.000 --> 00:20:44.000]  今早一旦得到釋放,我們都很激動
[00:20:44.000 --> 00:20:49.000]  新的工人明天就要到埗
[00:20:49.000 --> 00:20:54.000]  又是一個宗教公司所介紹的
[00:20:54.000 --> 00:20:58.000]  她是一位菲律賓的護士
[00:20:58.000 --> 00:21:04.000]  對於照顧師母是有幫助的
[00:21:04.000 --> 00:21:10.000]  又是一位未婚的小姐
[00:21:10.000 --> 00:21:18.000]  看來可能她是一個天主教徒
[00:21:18.000 --> 00:21:31.000]  我又要在今天聖基的座右銘中重新學習和信服
[00:21:31.000 --> 00:21:34.000]  可見聖基的教訓
[00:21:34.000 --> 00:21:47.000]  無論在什麼情況下都對我們有益處
[00:21:47.000 --> 00:21:55.000]  到頭來,我發現自己朋友滿天下
[00:21:55.000 --> 00:22:01.000]  我的個性使我有很多朋友
[00:22:01.000 --> 00:22:17.000]  昨日中午,我領受了一項獅子會終身會員成就獎
[00:22:17.000 --> 00:22:22.000]  條件是要做獅子會會員三十五年以上
[00:22:22.000 --> 00:22:25.000]  我已經是四十年
[00:22:25.000 --> 00:22:31.000]  要對獅子會對社會有貢獻
[00:22:31.000 --> 00:22:37.000]  才可以得到這個獎
[00:22:37.000 --> 00:22:43.000]  是本港獅子會六十年來第一次頒發這個獎
[00:22:43.000 --> 00:22:47.000]  得獎的人一共八十八人
[00:22:47.000 --> 00:22:54.000]  都是對香港社會服務社會有貢獻
[00:22:54.000 --> 00:23:03.000]  有熱心的人
[00:23:03.000 --> 00:23:07.000]  可謂情況空前
[00:23:07.000 --> 00:23:12.000]  在一千八百個會員當中
[00:23:12.000 --> 00:23:20.000]  他們知道我是獅子會唯一的牧師
[00:23:20.000 --> 00:23:27.000]  在國際社會活動大會和年會
[00:23:27.000 --> 00:23:36.000]  我要負責開會祈禱和宗教儀式
[00:23:36.000 --> 00:23:42.000]  我覺得自己的責任很重大
[00:23:42.000 --> 00:23:46.000]  我們教會當中有一位牧師
[00:23:46.000 --> 00:23:51.000]  他已經離開世界,息奴歸主
[00:23:51.000 --> 00:23:54.000]  我不知道有沒有在這裡跟大家提過
[00:23:54.000 --> 00:23:57.000]  他時時都指著我說
[00:23:57.000 --> 00:24:02.000]  你是最蠢的牧師
[00:24:02.000 --> 00:24:07.000]  他的意思就是說
[00:24:07.000 --> 00:24:11.000]  你服務教會,又服務社會
[00:24:11.000 --> 00:24:22.000]  無論精神、時間、金錢都要相出
[00:24:22.000 --> 00:24:27.000]  但是他不知道
[00:24:27.000 --> 00:24:30.000]  我是落在其中
[00:24:30.000 --> 00:24:36.000]  感恩不已
[00:24:36.000 --> 00:24:44.000]  我回到大會的前一天,星期五
[00:24:44.000 --> 00:24:47.000]  我打開電郵
[00:24:47.000 --> 00:24:56.000]  看到一項獅子會總會的消息
[00:24:56.000 --> 00:25:02.000]  說漁農署應獅子會總會的要求
[00:25:02.000 --> 00:25:10.000]  為逆順徑獅子會段在哪個地方
[00:25:10.000 --> 00:25:15.000]  原來埋沒了很久,沒有人知道的
[00:25:15.000 --> 00:25:22.000]  這段十公里的獅子會段
[00:25:22.000 --> 00:25:28.000]  在食門水塘附近
[00:25:28.000 --> 00:25:33.000]  那個碑拍了出來,我刻然發現
[00:25:33.000 --> 00:25:37.000]  我的名字刻在上面
[00:25:37.000 --> 00:25:41.000]  在這個捐獻的人當中
[00:25:41.000 --> 00:25:48.000]  十公里
[00:25:48.000 --> 00:25:53.000]  我當然完全忘記了
[00:25:53.000 --> 00:25:59.000]  但是現在發現名字經常在碑上
[00:25:59.000 --> 00:26:03.000]  經過的人都看到我的名字
[00:26:03.000 --> 00:26:14.000]  我希望這是盡力與眾人和睦的
[00:26:14.000 --> 00:26:25.000]  另外一種表達的方式
[00:26:25.000 --> 00:26:31.000]  因為我們所謂眾人
[00:26:31.000 --> 00:26:36.000]  不單包括社會,不單包括教會
[00:26:36.000 --> 00:26:43.000]  社區都是教會的延伸
[00:26:43.000 --> 00:26:46.000]  各位,最後
[00:26:46.000 --> 00:26:55.000]  和各位分享了我近月近日來的生活片段
[00:26:55.000 --> 00:27:00.000]  是要證明聖經
[00:27:00.000 --> 00:27:04.000]  從聖經而來的座右銘
[00:27:04.000 --> 00:27:13.000]  怎樣影響一個普通的人的生活
[00:27:13.000 --> 00:27:18.000]  用聖經的金句來作為座右銘
[00:27:18.000 --> 00:27:22.000]  是沒有貶低聖經的地位
[00:27:22.000 --> 00:27:27.000]  反而是提升它的活力
[00:27:27.000 --> 00:27:32.000]  因為聖經的金句不是一個古董
[00:27:32.000 --> 00:27:38.000]  是可以促之高閣的
[00:27:38.000 --> 00:27:42.000]  而是好像聖靈一樣
[00:27:42.000 --> 00:27:45.000]  是我們身旁的互助者
[00:27:45.000 --> 00:27:53.000]  時時提醒我們
[00:27:53.000 --> 00:28:00.000]  與我們的生活可以說息息相關
[00:28:00.000 --> 00:28:07.000]  由以上所舉的生活片段可知一二
[00:28:07.000 --> 00:28:19.000]  希望能夠與各位互相勉勵
[00:28:19.000 --> 00:28:25.000]  盡力與眾人和睦
[00:28:25.000 --> 00:28:31.000]  其實盡力與眾人和睦
[00:28:31.000 --> 00:28:35.000]  是一個牧師應有的氣質
[00:28:35.000 --> 00:28:36.000]  沒有甚麼可誇的
[00:28:36.000 --> 00:28:41.000]  它應該是這樣的
[00:28:41.000 --> 00:28:44.000]  沒有甚麼可誇的
[00:28:44.000 --> 00:28:53.000]  可以誇的就是上帝的恩典「救育」
[00:28:53.000 --> 00:29:03.000]  最後,本人非常感恩和榮幸
[00:29:03.000 --> 00:29:09.000]  曾經在梁法堂最低潮的時候
[00:29:09.000 --> 00:29:14.000]  沒有牧師、沒有宣教師的情況下
[00:29:14.000 --> 00:29:21.000]  我來這裡和大家共度時間
[00:29:21.000 --> 00:29:26.000]  而且開拓新堂
[00:29:26.000 --> 00:29:33.000]  今天已經是一個有三個牧師的教會
[00:29:33.000 --> 00:29:44.000]  我真是為你們感恩
[00:29:44.000 --> 00:29:51.000]  但願各位都不要忘記今天聖基的教訓
[00:29:51.000 --> 00:30:01.000]  若是能行,總要盡力與眾人和睦
[00:30:01.000 --> 00:30:04.000]  包括我們的社區
[00:30:04.000 --> 00:30:07.000]  願上帝祝福每一位
