
[00:00:00.000 --> 00:00:05.600]  我們今年教會的主題是什麼呢?
[00:04:07.240 --> 00:04:09.160]  今天我們看看其餘幾方面
[00:04:09.160 --> 00:04:10.760]  大家都很熟悉的了
[00:04:10.760 --> 00:04:13.760]  不過一講大家就會覺得是讀過的了
[00:04:13.760 --> 00:04:14.480]  明白的了
[00:04:14.480 --> 00:04:16.440]  但是其實這些正是我們所需要的
[00:04:16.440 --> 00:04:17.800]  我們溫習一下
[00:04:17.800 --> 00:04:20.400]  第一個我們看到施洗約翰有什麼特點
[00:04:20.400 --> 00:04:21.920]  他有什麼生命的質素
[00:04:21.920 --> 00:04:22.720]  很明顯的
[00:04:22.720 --> 00:04:27.040]  他心裏面有一個謙卑
[00:04:27.040 --> 00:04:29.520]  在約翰福音第一章記載他
[00:04:29.520 --> 00:04:32.480]  我們再讀一讀這一段經文
[00:04:32.480 --> 00:04:38.280]  第十九節開始我們同聲讀出這幾節
[00:04:38.280 --> 00:04:41.120]  關乎約翰見證的一些記載
[00:04:41.120 --> 00:04:43.640]  一章十九節請讀
[00:04:43.640 --> 00:04:47.840]  約翰所作的見證記載下面
[00:04:47.840 --> 00:04:50.760]  猶太人從耶路撒冷
[00:04:50.760 --> 00:04:54.960]  差祭司和利美人到約翰那裏
[00:04:54.960 --> 00:04:57.520]  問他說你是誰
[00:04:57.520 --> 00:05:00.920]  他就明說並不隱瞞
[00:05:00.920 --> 00:05:03.960]  明說我不是嫉妒
[00:05:03.960 --> 00:05:08.360]  他們又問他說
[00:05:30.360 --> 00:05:36.440]  他說我就是那在曠野有人聲喊着說
[00:05:36.440 --> 00:05:38.800]  修籍主的道路
[00:05:38.800 --> 00:05:42.720]  正如先知以往所說的
[00:05:42.720 --> 00:05:46.400]  那些人是法利塞人差來的
[00:05:46.400 --> 00:05:48.640]  他們就問他說
[00:05:48.640 --> 00:05:50.600]  你既不是基督
[00:05:50.600 --> 00:05:52.280]  不是以利亞
[00:05:52.280 --> 00:05:54.360]  也不是那先知
[00:05:54.360 --> 00:05:56.840]  爲什麼施洗呢
[00:05:56.840 --> 00:05:58.360]  約翰回答說
[00:06:00.360 --> 00:06:02.360]  他說我不是嫉妒
[00:06:02.360 --> 00:06:04.360]  他說我不是嫉妒
[00:06:04.360 --> 00:06:06.360]  他說我不是嫉妒
[00:06:06.360 --> 00:06:08.360]  他說我不是嫉妒
[00:06:08.360 --> 00:06:10.360]  他說我不是嫉妒
[00:06:10.360 --> 00:06:12.360]  他說我不是嫉妒
[00:06:12.360 --> 00:06:14.360]  他說我不是嫉妒
[00:06:14.360 --> 00:06:16.360]  他說我不是嫉妒
[00:06:16.360 --> 00:06:18.360]  他說我不是嫉妒
[00:06:18.360 --> 00:06:20.360]  他說我不是嫉妒
[00:06:20.360 --> 00:06:22.360]  他說我不是嫉妒
[00:06:22.360 --> 00:06:24.360]  他說我不是嫉妒
[00:06:24.360 --> 00:06:26.360]  他說我不是嫉妒
[00:06:26.360 --> 00:06:28.360]  他說我不是嫉妒
[00:06:28.360 --> 00:06:30.360]  施洗約翰除了上一次
[00:06:30.360 --> 00:06:32.360]  我們講到他誠誠實實
[00:06:32.360 --> 00:06:34.360]  是就說是
[00:06:34.360 --> 00:06:36.360]  不是就說不是
[00:06:36.360 --> 00:06:38.360]  非常有誠信正直
[00:06:38.360 --> 00:06:40.360]  更加在這段經文裏
[00:06:40.360 --> 00:06:42.360]  很清楚看見
[00:06:42.360 --> 00:06:44.360]  這種表現是因爲
[00:06:44.360 --> 00:06:46.360]  他心裏面那種
[00:06:46.360 --> 00:06:48.360]  在神面前的自卑
[00:06:48.360 --> 00:06:50.360]  在神面前那種謙卑
[00:06:50.360 --> 00:06:52.360]  這個自卑
[00:06:52.360 --> 00:06:54.360]  不是我們平時說的
[00:06:54.360 --> 00:06:56.360]  很自卑
[00:06:56.360 --> 00:06:58.360]  Inferiority
[00:06:58.360 --> 00:07:00.360]  不是那種
[00:07:00.360 --> 00:07:02.360]  這種自卑在神面前
[00:07:02.360 --> 00:07:04.360]  覺得自己不配謙卑
[00:07:04.360 --> 00:07:06.360]  但在神面前有信心
[00:07:06.360 --> 00:07:08.360]  所以我們看見
[00:07:08.360 --> 00:07:10.360]  施洗約翰很明顯
[00:07:10.360 --> 00:07:12.360]  在這裏非常謙卑
[00:07:12.360 --> 00:07:14.360]  在這裏非常謙卑
[00:07:14.360 --> 00:07:16.360]  因爲約翰回答說
[00:07:16.360 --> 00:07:18.360]  這是他作見證最後那句
[00:07:18.360 --> 00:07:20.360]  我是用水施洗
[00:07:20.360 --> 00:07:22.360]  但是有一位在你們中間
[00:07:22.360 --> 00:07:24.360]  是你們不認識的
[00:07:24.360 --> 00:07:26.360]  是誰?耶穌基督
[00:07:26.360 --> 00:07:28.360]  就是那在我
[00:07:28.360 --> 00:07:30.360]  以後來的
[00:07:30.360 --> 00:07:32.360]  這個是特別的
[00:07:32.360 --> 00:07:34.360]  是他以後來的
[00:07:34.360 --> 00:07:36.360]  他先過他
[00:07:36.360 --> 00:07:38.360]  他先過他也好
[00:07:38.360 --> 00:07:40.360]  我給他解鞋戴
[00:07:40.360 --> 00:07:42.360]  也不配
[00:07:42.360 --> 00:07:44.360]  所以很明顯
[00:07:44.360 --> 00:07:46.360]  施洗約翰在心裏感到
[00:07:46.360 --> 00:07:48.360]  他自己的不配
[00:07:48.360 --> 00:07:50.360]  他在神面前感到
[00:07:50.360 --> 00:07:52.360]  他那種自卑
[00:07:52.360 --> 00:07:54.360]  因爲很卑微
[00:07:54.360 --> 00:07:56.360]  覺得神很尊貴
[00:07:56.360 --> 00:07:58.360]  而事實上基督
[00:07:58.360 --> 00:08:00.360]  別人問他你是不是基督
[00:08:00.360 --> 00:08:02.360]  他說我不是
[00:08:02.360 --> 00:08:04.360]  爲什麼?因爲基督是誰?
[00:08:04.360 --> 00:08:06.360]  基督就是受高者的意思
[00:08:06.360 --> 00:08:08.360]  受高者王
[00:08:08.360 --> 00:08:10.360]  非常尊貴
[00:08:10.360 --> 00:08:12.360]  是代表王者的意思
[00:08:12.360 --> 00:08:14.360]  他認識到耶穌基督不是一個普通人
[00:08:14.360 --> 00:08:16.360]  他是萬王之王
[00:08:16.360 --> 00:08:18.360]  萬主之主
[00:08:18.360 --> 00:08:20.360]  最尊貴的基督
[00:08:20.360 --> 00:08:22.360]  是神的受高者
[00:08:22.360 --> 00:08:24.360]  所以他在基督面前
[00:08:24.360 --> 00:08:26.360]  非常自卑
[00:08:26.360 --> 00:08:28.360]  自卑到什麼程度?
[00:08:28.360 --> 00:08:30.360]  他說連
[00:08:30.360 --> 00:08:32.360]  提他的鞋
[00:08:32.360 --> 00:08:34.360]  都不配
[00:08:34.360 --> 00:08:36.360]  或者這裏說到
[00:08:36.360 --> 00:08:38.360]  連解他的鞋帶也不配
[00:08:38.360 --> 00:08:40.360]  另外一段聖經說提鞋
[00:08:40.360 --> 00:08:42.360]  提鞋就是玩鞋
[00:08:42.360 --> 00:08:44.360]  我們有時候
[00:08:44.360 --> 00:08:46.360]  你做給我看
[00:08:46.360 --> 00:08:48.360]  你做到我就幫你
[00:08:50.360 --> 00:08:52.360]  爲什麼我們廣東人這麼有趣?
[00:08:52.360 --> 00:08:54.360]  什麼叫幫你玩鞋?
[00:08:54.360 --> 00:08:58.360]  其實這句話
[00:08:58.360 --> 00:09:00.360]  有點意氣濃時
[00:09:00.360 --> 00:09:02.360]  你厲害
[00:09:02.360 --> 00:09:04.360]  如果你厲害
[00:09:04.360 --> 00:09:06.360]  我就幫你玩鞋
[00:09:06.360 --> 00:09:08.360]  當然約翰不是這樣說
[00:09:08.360 --> 00:09:10.360]  約翰是真的
[00:09:10.360 --> 00:09:12.360]  他說不只是幫他玩鞋
[00:09:12.360 --> 00:09:14.360]  連玩鞋
[00:09:14.360 --> 00:09:16.360]  都不配
[00:09:18.360 --> 00:09:20.360]  所以意思就是
[00:09:20.360 --> 00:09:22.360]  我服了你
[00:09:22.360 --> 00:09:24.360]  我們廣東人是挺全神的
[00:09:24.360 --> 00:09:26.360]  幫你玩鞋就是服了你
[00:09:26.360 --> 00:09:28.360]  我降服在你腳底下
[00:09:28.360 --> 00:09:30.360]  但是這裏約翰
[00:09:30.360 --> 00:09:32.360]  真的感受到這樣
[00:09:32.360 --> 00:09:34.360]  他說我俯伏在主的面前
[00:09:34.360 --> 00:09:36.360]  基督的面前
[00:09:36.360 --> 00:09:38.360]  我連幫他提鞋
[00:09:38.360 --> 00:09:40.360]  或者解他的鞋帶幫他提鞋
[00:09:40.360 --> 00:09:42.360]  都感到不配
[00:09:42.360 --> 00:09:44.360]  爲什麼?
[00:09:44.360 --> 00:09:46.360]  他心裏面降服於基督
[00:09:46.360 --> 00:09:48.360]  自卑在他面前
[00:09:48.360 --> 00:09:50.360]  感受到自己的無尤
[00:09:50.360 --> 00:09:52.360]  不配
[00:09:52.360 --> 00:09:54.360]  所以我們見到
[00:09:54.360 --> 00:09:56.360]  約翰是一個特別的地方
[00:09:56.360 --> 00:09:58.360]  剛纔我們說到
[00:09:58.360 --> 00:10:00.360]  他說在我以後來
[00:10:00.360 --> 00:10:02.360]  什麼意思呢?
[00:10:02.360 --> 00:10:04.360]  在我以後來
[00:10:04.360 --> 00:10:06.360]  約翰年世先
[00:10:06.360 --> 00:10:08.360]  來這個世界先
[00:10:08.360 --> 00:10:10.360]  事實上
[00:10:10.360 --> 00:10:12.360]  他們有點親戚關係
[00:10:12.360 --> 00:10:14.360]  就是遠親
[00:10:14.360 --> 00:10:16.360]  一個是表哥
[00:10:16.360 --> 00:10:18.360]  這個師兄叫表哥
[00:10:18.360 --> 00:10:20.360]  按肉體
[00:10:20.360 --> 00:10:22.360]  耶穌是後人出生
[00:10:22.360 --> 00:10:24.360]  年紀比他小
[00:10:24.360 --> 00:10:26.360]  按表哥
[00:10:26.360 --> 00:10:28.360]  輩分
[00:10:28.360 --> 00:10:30.360]  大過他
[00:10:30.360 --> 00:10:32.360]  但是約翰特別的地方
[00:10:32.360 --> 00:10:34.360]  他出來的時候
[00:10:34.360 --> 00:10:36.360]  他不是
[00:10:36.360 --> 00:10:38.360]  我早過他
[00:10:38.360 --> 00:10:40.360]  早過他傳道
[00:10:40.360 --> 00:10:42.360]  早過他
[00:10:42.360 --> 00:10:44.360]  被人認識
[00:10:44.360 --> 00:10:46.360]  而且早過他
[00:10:46.360 --> 00:10:48.360]  有很多人歸向他悔改
[00:10:48.360 --> 00:10:50.360]  來到他面前
[00:10:50.360 --> 00:10:52.360]  當時的約翰叱吒風雲
[00:10:52.360 --> 00:10:54.360]  當時的約翰
[00:10:54.360 --> 00:10:56.360]  連那些
[00:10:56.360 --> 00:10:58.360]  法利塞人
[00:10:58.360 --> 00:11:00.360]  從那些約旦河外
[00:11:00.360 --> 00:11:02.360]  都來到他那裏
[00:11:02.360 --> 00:11:04.360]  領他的誓
[00:11:04.360 --> 00:11:06.360]  這個約翰不簡單
[00:11:06.360 --> 00:11:08.360]  他不是這些
[00:11:08.360 --> 00:11:10.360]  無名小卒
[00:11:10.360 --> 00:11:12.360]  這些是大將
[00:11:12.360 --> 00:11:14.360]  但是他
[00:11:14.360 --> 00:11:16.360]  說他以後來這個
[00:11:16.360 --> 00:11:18.360]  所以他認識主
[00:11:18.360 --> 00:11:20.360]  他認識他自己的身份
[00:11:20.360 --> 00:11:22.360]  他認識
[00:11:22.360 --> 00:11:24.360]  他自己只不過是個師者
[00:11:24.360 --> 00:11:26.360]  所以在前面說過
[00:11:26.360 --> 00:11:28.360]  我是爲他開路
[00:11:28.360 --> 00:11:30.360]  他不會經常說
[00:11:30.360 --> 00:11:32.360]  這是我以後來的
[00:11:32.360 --> 00:11:34.360]  經常說他之前的事
[00:11:34.360 --> 00:11:36.360]  他之前
[00:11:36.360 --> 00:11:38.360]  是爲了鋪路
[00:11:38.360 --> 00:11:40.360]  他之前是師者
[00:11:40.360 --> 00:11:42.360]  所以他就爲了以後要來這個
[00:11:42.360 --> 00:11:44.360]  來到
[00:11:44.360 --> 00:11:46.360]  在他面前感到
[00:11:46.360 --> 00:11:48.360]  去降卑
[00:11:48.360 --> 00:11:50.360]  所以這個
[00:11:50.360 --> 00:11:52.360]  特別的地方就是這裏
[00:11:52.360 --> 00:11:54.360]  約翰他這種心中的謙卑
[00:11:54.360 --> 00:11:56.360]  事實上耶穌基督
[00:11:56.360 --> 00:11:58.360]  他是一個更偉大的領袖
[00:11:58.360 --> 00:12:00.360]  所以後來他不單止
[00:12:00.360 --> 00:12:02.360]  提鞋
[00:12:02.360 --> 00:12:04.360]  解鞋帶
[00:12:04.360 --> 00:12:06.360]  他還做什麼
[00:12:06.360 --> 00:12:08.360]  滿途來洗腳
[00:12:08.360 --> 00:12:10.360]  所以耶穌基督已經活出一個最高的
[00:12:10.360 --> 00:12:12.360]  這種謙卑
[00:12:12.360 --> 00:12:14.360]  的榜樣
[00:12:14.360 --> 00:12:16.360]  事實上我們見到耶穌
[00:12:16.360 --> 00:12:18.360]  告訴我們
[00:12:18.360 --> 00:12:20.360]  祂來這裏
[00:12:20.360 --> 00:12:22.360]  你們可以來到我的面前
[00:12:22.360 --> 00:12:24.360]  記不記得《馬太方特十一章》
[00:12:24.360 --> 00:12:26.360]  我們很熟悉的經文
[00:12:26.360 --> 00:12:28.360]  凡勞苦重擔的人都可以來到我面前
[00:12:28.360 --> 00:12:30.360]  我就洗你們什麼?
[00:12:30.360 --> 00:12:32.360]  我就可以洗你們
[00:12:32.360 --> 00:12:34.360]  得安食
[00:12:34.360 --> 00:12:36.360]  然後他還說
[00:12:36.360 --> 00:12:38.360]  你要學我的樣式
[00:12:38.360 --> 00:12:40.360]  爲什麼?因爲我心裏
[00:12:40.360 --> 00:12:42.360]  柔和謙卑
[00:12:42.360 --> 00:12:44.360]  所以你要負我的壓
[00:12:44.360 --> 00:12:46.360]  學我的樣式
[00:12:46.360 --> 00:12:48.360]  然後你們的心裏
[00:12:48.360 --> 00:12:50.360]  就得享安息
[00:12:50.360 --> 00:12:52.360]  這個更好
[00:12:52.360 --> 00:12:54.360]  得享安息
[00:12:54.360 --> 00:12:56.360]  所以讓我們看到
[00:12:56.360 --> 00:12:58.360]  一種有安息的侍奉
[00:12:58.360 --> 00:13:00.360]  一種安息的人生
[00:13:00.360 --> 00:13:02.360]  從哪裏來的呢?
[00:13:02.360 --> 00:13:04.360]  來到學校他的樣式
[00:13:04.360 --> 00:13:06.360]  然後和他同乎一額
[00:13:06.360 --> 00:13:08.360]  所以原來
[00:13:08.360 --> 00:13:10.360]  我們見到這種心中的謙卑
[00:13:10.360 --> 00:13:12.360]  是我們得力的源頭
[00:13:12.360 --> 00:13:14.360]  是得安息的祕訣
[00:13:14.360 --> 00:13:16.360]  因爲你心裏安息的時候
[00:13:16.360 --> 00:13:18.360]  就不會和別人爭敬
[00:13:18.360 --> 00:13:20.360]  心裏安息的時候
[00:13:20.360 --> 00:13:22.360]  你就會有平安
[00:13:22.360 --> 00:13:24.360]  心裏安息的時候
[00:13:24.360 --> 00:13:26.360]  在《以錯學書》第30章
[00:13:26.360 --> 00:13:28.360]  得力就在乎什麼?
[00:13:28.360 --> 00:13:30.360]  在乎平靜安穩
[00:13:30.360 --> 00:13:32.360]  得救在乎歸回安息
[00:13:32.360 --> 00:13:34.360]  不過很可惜
[00:13:34.360 --> 00:13:36.360]  當時的意識被神罵
[00:13:36.360 --> 00:13:38.360]  你們卻不肯
[00:13:38.360 --> 00:13:40.360]  我們見到原來
[00:13:40.360 --> 00:13:42.360]  司祭約翰
[00:13:42.360 --> 00:13:44.360]  一個很值得我們學習的地方
[00:13:44.360 --> 00:13:46.360]  就是他沒有憎敬
[00:13:46.360 --> 00:13:48.360]  沒有嫉妒
[00:13:48.360 --> 00:13:50.360]  但是自卑在神的面前
[00:13:50.360 --> 00:13:52.360]  來到與主同乎一額
[00:13:52.360 --> 00:13:54.360]  他成爲主的
[00:13:54.360 --> 00:13:56.360]  開路先鋒
[00:13:56.360 --> 00:13:58.360]  成爲神的使者
[00:13:58.360 --> 00:14:00.360]  成爲神的角度的擴展
[00:14:00.360 --> 00:14:02.360]  的配搭
[00:14:02.360 --> 00:14:06.360]  所以耶穌給他很高的評價
[00:14:06.360 --> 00:14:08.360]  這個實在見到
[00:14:08.360 --> 00:14:10.360]  這種司祭約翰的生命的
[00:14:10.360 --> 00:14:12.360]  榜樣和侍奉
[00:14:12.360 --> 00:14:14.360]  寶貴就是這樣
[00:14:14.360 --> 00:14:16.360]  當他與主同乎一額的時候
[00:14:16.360 --> 00:14:18.360]  他就用了
[00:14:18.360 --> 00:14:20.360]  他的力量
[00:14:20.360 --> 00:14:22.360]  去侍奉着
[00:14:22.360 --> 00:14:24.360]  來向前邁進
[00:14:24.360 --> 00:14:26.360]  所以不是真的自卑
[00:14:26.360 --> 00:14:28.360]  我什麼都不可以
[00:14:28.360 --> 00:14:30.360]  你不要寫我的名字
[00:14:30.360 --> 00:14:32.360]  我不做的
[00:14:32.360 --> 00:14:34.360]  你不要放我上臺
[00:14:34.360 --> 00:14:36.360]  找別人吧
[00:14:36.360 --> 00:14:38.360]  他不是那種自卑
[00:14:38.360 --> 00:14:40.360]  他是在神的面前覺得自己不配
[00:14:40.360 --> 00:14:42.360]  但是就與主同乎一額
[00:14:42.360 --> 00:14:44.360]  父主的額
[00:14:44.360 --> 00:14:46.360]  然後一起向前行
[00:14:46.360 --> 00:14:48.360]  很勇敢的
[00:14:48.360 --> 00:14:50.360]  來向前邁進
[00:14:50.360 --> 00:14:52.360]  你見到司祭約翰的
[00:14:52.360 --> 00:14:54.360]  那種侍奉的生命就是這樣
[00:14:54.360 --> 00:14:56.360]  但是他從哪裏來的呢?
[00:14:56.360 --> 00:14:58.360]  他不是自己的血氣
[00:14:58.360 --> 00:15:00.360]  我多厲害
[00:15:00.360 --> 00:15:02.360]  我多了不起
[00:15:02.360 --> 00:15:04.360]  我多有影響力
[00:15:04.360 --> 00:15:06.360]  人人都願意來找我
[00:15:06.360 --> 00:15:08.360]  不是
[00:15:08.360 --> 00:15:10.360]  他只是知道自己是一個施者
[00:15:10.360 --> 00:15:12.360]  然後心存謙卑
[00:15:12.360 --> 00:15:14.360]  然後來到
[00:15:14.360 --> 00:15:16.360]  做自己應該做的
[00:15:16.360 --> 00:15:18.360]  神擺他的崗位
[00:15:18.360 --> 00:15:20.360]  然後他就
[00:15:20.360 --> 00:15:22.360]  與主同乎一額
[00:15:22.360 --> 00:15:26.360]  這種實在是很美麗的侍奉榜樣
[00:15:26.360 --> 00:15:28.360]  求主都這樣幫助我們
[00:15:28.360 --> 00:15:30.360]  如果你什麼時候覺得自己侍奉很有經驗
[00:15:30.360 --> 00:15:32.360]  或者很有恩賜
[00:15:32.360 --> 00:15:34.360]  或者很有果效
[00:15:34.360 --> 00:15:36.360]  再一次回來
[00:15:36.360 --> 00:15:38.360]  我們來到
[00:15:38.360 --> 00:15:40.360]  謙卑在主的面前
[00:15:40.360 --> 00:15:42.360]  承認自己不配
[00:15:42.360 --> 00:15:44.360]  但是與主同乎一額
[00:15:44.360 --> 00:15:46.360]  如果覺得自己很不行
[00:15:46.360 --> 00:15:48.360]  你不要找我
[00:15:48.360 --> 00:15:50.360]  你也來到主的面前
[00:15:50.360 --> 00:15:52.360]  來到心裏
[00:15:52.360 --> 00:15:54.360]  放下你的重擔
[00:15:54.360 --> 00:15:56.360]  然後
[00:15:56.360 --> 00:15:58.360]  學習主的樣式
[00:15:58.360 --> 00:16:00.360]  不行是因爲我們未能像耶穌
[00:16:00.360 --> 00:16:02.360]  所以就不行
[00:16:02.360 --> 00:16:04.360]  所以我們要
[00:16:04.360 --> 00:16:06.360]  更多學習耶穌的樣式
[00:16:06.360 --> 00:16:08.360]  那就是得力的祕訣
[00:16:08.360 --> 00:16:12.360]  那個侍奉蒙恩的祕訣
[00:16:12.360 --> 00:16:14.360]  在J.I.Becker
[00:16:14.360 --> 00:16:16.360]  一位方派的領袖
[00:16:16.360 --> 00:16:18.360]  很出名的J.I.Becker
[00:16:18.360 --> 00:16:20.360]  他是一位神學家
[00:16:20.360 --> 00:16:22.360]  聖經學者
[00:16:22.360 --> 00:16:24.360]  他曾經說過一句話
[00:16:24.360 --> 00:16:26.360]  他說當我們有正確的心態
[00:16:26.360 --> 00:16:28.360]  這種自覺卑微
[00:16:28.360 --> 00:16:30.360]  的時候
[00:16:30.360 --> 00:16:32.360]  就同時是paradox
[00:16:32.360 --> 00:16:34.360]  就是說同時產生
[00:16:34.360 --> 00:16:36.360]  當一個人自覺卑微的時候
[00:16:36.360 --> 00:16:38.360]  他就會越向神讚美
[00:16:38.360 --> 00:16:40.360]  當人自覺卑微的時候
[00:16:40.360 --> 00:16:44.360]  他就越認定神的能力
[00:16:44.360 --> 00:16:46.360]  所以這兩個是相輔相成
[00:16:46.360 --> 00:16:48.360]  好像是相反
[00:16:48.360 --> 00:16:50.360]  但是是相輔相成
[00:16:50.360 --> 00:16:52.360]  保羅就是這樣的例子
[00:16:52.360 --> 00:16:54.360]  在他的形容裏面
[00:16:54.360 --> 00:16:56.360]  他提到保羅
[00:16:56.360 --> 00:16:58.360]  大家可能都很熟悉
[00:16:58.360 --> 00:17:00.360]  保羅的人生
[00:17:00.360 --> 00:17:02.360]  保羅在他自己的書信
[00:17:02.360 --> 00:17:04.360]  提到自己的不配
[00:17:04.360 --> 00:17:06.360]  但是你看到神如何使用他
[00:17:06.360 --> 00:17:08.360]  成爲在新約當中
[00:17:08.360 --> 00:17:10.360]  最重要的一位使徒
[00:17:10.360 --> 00:17:12.360]  成爲在聖經裏面
[00:17:12.360 --> 00:17:14.360]  最多被神使用的
[00:17:14.360 --> 00:17:16.360]  一位代筆人
[00:17:16.360 --> 00:17:18.360]  但是保羅
[00:17:18.360 --> 00:17:20.360]  他如何形容他自己呢
[00:17:20.360 --> 00:17:22.360]  在保羅的書信裏面
[00:17:22.360 --> 00:17:24.360]  你經常發現他
[00:17:24.360 --> 00:17:26.360]  稱重上帝
[00:17:26.360 --> 00:17:28.360]  同時也看到自己的卑微
[00:17:28.360 --> 00:17:30.360]  在J.I.Pekka研究
