
[00:00:00.000 --> 00:00:06.440]  聖經時常用老鷹來形容一些的情境
[00:02:27.680 --> 00:02:31.920]  如果你在人際關係上面有各樣的問題
[00:02:31.920 --> 00:02:35.360]  甚至有些人可能下班想要到回家
[00:02:35.360 --> 00:02:39.040]  哇這個血壓就開始升高了
[00:02:39.040 --> 00:02:42.360]  或者是生活的艱難超過你的承受能力
[00:02:42.360 --> 00:02:44.000]  你想要放棄
[00:02:44.000 --> 00:02:47.800]  你絕對不能被動的去接受現實的
[00:02:47.800 --> 00:02:50.680]  你要主動突破
[00:02:50.680 --> 00:02:53.400]  當然你會想說我也想突破
[00:02:53.400 --> 00:02:56.200]  但力量不足怎麼辦
[00:02:56.200 --> 00:03:00.200]  的確有很多的情況我們需要領受更高更大
[00:03:00.200 --> 00:03:05.600]  從天上來的能力才能夠幫助我們突破所面臨的困難
[00:03:05.600 --> 00:03:08.680]  那麼怎麼樣去領受那份能力
[00:03:08.680 --> 00:03:13.160]  我相信耶穌希望我們做三件事情
[00:03:13.160 --> 00:03:16.240]  我們從聖經來尋找答案
[00:03:16.240 --> 00:03:19.960]  在馬太福音20章29到30節這邊說
[00:03:19.960 --> 00:03:23.960]  他們出耶利歌的時候有極多的人跟隨他
[00:03:23.960 --> 00:03:26.280]  這他是耶穌
[00:03:26.280 --> 00:03:29.520]  有兩個瞎子坐在路旁
[00:03:29.520 --> 00:03:34.080]  這裡所發生的事件是耶穌侍奉的尾聲
[00:03:34.080 --> 00:03:37.640]  他準備要進入這個耶路撒冷之前
[00:03:37.640 --> 00:03:40.840]  他經過了耶利歌這個城市
[00:03:40.840 --> 00:03:44.760]  曾經記載有許多人跟隨他
[00:03:44.760 --> 00:03:49.760]  我在想這些混雜的人可能有不同跟隨耶穌的原因
[00:03:49.760 --> 00:03:51.840]  有些人可能是為了吃
[00:03:51.840 --> 00:03:54.920]  因為也許他們經歷過五餅二魚的神蹟
[00:03:54.920 --> 00:03:57.160]  他們想再吃一次
[00:03:57.160 --> 00:04:01.840]  有些人可能是為了尋求彌賽亞的統治
[00:04:01.840 --> 00:04:05.320]  有些人跟著耶穌他們是想要看到神蹟
[00:04:05.320 --> 00:04:09.960]  我們說是吃瓜群眾看看熱鬧
[00:04:09.960 --> 00:04:14.400]  那麼在這一大群人當中有兩個人沒有跟隨主
[00:04:14.400 --> 00:04:16.560]  因為他們是瞎子
[00:04:16.560 --> 00:04:21.440]  這兩個瞎子就坐在耶利歌城外的路旁邊
[00:04:21.440 --> 00:04:25.160]  他們可以聞到空氣當中那個塵土的味道
[00:04:25.160 --> 00:04:28.840]  他們可以感受到罩在他們臉頰上面的陽光
[00:04:28.840 --> 00:04:31.400]  他們可以聽見人群經過的時候
[00:04:31.400 --> 00:04:35.960]  成千上萬雙腳那個摩擦的聲音
[00:04:35.960 --> 00:04:38.280]  然後突然之間
[00:04:38.280 --> 00:04:42.360]  他們聽到一條生命核即時新聞
[00:04:42.360 --> 00:04:46.480]  馬太福音二十章三十節說有兩個瞎子坐在路旁
[00:04:46.480 --> 00:04:50.640]  聽說是耶穌經過
[00:04:50.640 --> 00:04:54.480]  他們聽到耶穌經過耶利歌
[00:04:54.480 --> 00:04:57.280]  而且正經過祂的前面
[00:04:57.280 --> 00:05:00.720]  我想他們沒有時間問說誰跟耶穌在一起
[00:05:00.720 --> 00:05:03.840]  他們沒有時間問說耶穌穿什麼衣服什麼樣子
[00:05:03.840 --> 00:05:06.400]  反正他們也看不見
[00:05:06.400 --> 00:05:09.520]  但一瞬間我相信他們想起來
[00:05:09.520 --> 00:05:12.200]  耶穌是誰了
[00:05:12.200 --> 00:05:15.720]  他們一定聽說過耶穌把水變成酒
[00:05:15.720 --> 00:05:19.440]  他們一定聽說過耶穌讓啞巴重新說話
[00:05:19.440 --> 00:05:23.400]  他們一定聽說過耶穌讓大麻蜂得到痊癒
[00:05:23.400 --> 00:05:29.440]  他們一定聽說過耶穌使瞎子重見光明
[00:05:29.440 --> 00:05:33.960]  所以一瞬間他們意識到自己的處境
[00:05:33.960 --> 00:05:37.040]  他們意識到他們需要彼此
[00:05:37.040 --> 00:05:39.360]  他們意識到他們需要耶穌
[00:05:39.360 --> 00:05:41.800]  他們意識到他們需要突破
[00:05:41.800 --> 00:05:44.560]  雖然他們充滿限制他們看不見
[00:05:44.560 --> 00:05:47.400]  但是他們還有聲音
[00:05:47.400 --> 00:05:50.960]  而且他們能夠大聲說話
[00:05:50.960 --> 00:05:55.520]  所以他們聯合起來把他們的需要帶給耶穌
[00:05:55.520 --> 00:05:58.360]  在馬太福音二十章三十節說
[00:05:58.360 --> 00:06:05.360]  就喊著說主啊大衛的子孫可憐我們吧
[00:06:05.360 --> 00:06:10.920]  如果你需要突破第一件能做的事情
[00:06:10.920 --> 00:06:14.880]  尋找夥伴同心互求
[00:06:14.880 --> 00:06:18.760]  尋找夥伴同心互求
[00:06:18.760 --> 00:06:21.240]  請留意他們所講的
[00:06:21.240 --> 00:06:25.520]  他們不是說大衛的子孫可憐我
[00:06:25.520 --> 00:06:31.240]  他們是說大衛的子孫可憐我們吧
[00:06:31.240 --> 00:06:33.800]  這個是一次共同的努力
[00:06:33.800 --> 00:06:37.080]  這兩個瞎子是一起呼喊的
[00:06:37.080 --> 00:06:41.400]  這兄姊妹很多時候我們錯過神的祝福
[00:06:41.400 --> 00:06:45.960]  是因為我們不想跟別人有太多的聯繫
[00:06:45.960 --> 00:06:47.760]  特別經過疫情之後
[00:06:47.760 --> 00:06:52.080]  其實產生一些叫信仰的獨行俠
[00:06:52.080 --> 00:06:55.320]  我們會想說一個人禱告也可以
[00:06:55.320 --> 00:06:57.520]  一個人敬拜也可以
[00:06:57.520 --> 00:07:00.000]  其實不是不可以
[00:07:00.000 --> 00:07:02.600]  但耶穌是怎麼應許的
[00:07:02.600 --> 00:07:04.680]  耶穌在馬太福音十八章二十節說
[00:07:04.680 --> 00:07:10.240]  因為無論在哪裡有兩三個人奉我的名聚會
[00:07:10.240 --> 00:07:14.920]  那裡就有我在他們中間
[00:07:14.920 --> 00:07:17.960]  那裡就有我在他們中間
[00:07:17.960 --> 00:07:20.800]  神的心意就是喜悅祂的兒女
[00:07:20.800 --> 00:07:26.840]  一起來尋求 一起來禱告 一起來敬拜
[00:07:26.840 --> 00:07:29.600]  然後一起去承受祝福
[00:07:29.600 --> 00:07:32.280]  跟你旁邊的人講一起承受祝福吧
[00:07:32.280 --> 00:07:34.960]  一起承受祝福吧
[00:07:34.960 --> 00:07:37.040]  所以當你邀請很多人
[00:07:37.040 --> 00:07:41.480]  一起為某件事情來禱告呼求的時候
[00:07:41.480 --> 00:07:43.480]  你有沒有發現往往那一件事情
[00:07:43.480 --> 00:07:47.080]  才是你覺得真正重要的 不是嗎
[00:07:47.080 --> 00:07:48.480]  如果今天有一件事情
[00:07:48.480 --> 00:07:49.560]  你說沒關係啦
[00:07:49.560 --> 00:07:52.000]  我就自己慢慢禱告就好了
[00:07:52.000 --> 00:07:52.720]  慢慢禱告
[00:07:52.720 --> 00:07:54.720]  那麼其實這一件事情往往也不是
[00:07:54.720 --> 00:07:57.960]  你覺得說那麼急著要去解決的
[00:07:57.960 --> 00:07:59.360]  慢慢禱告啦
[00:07:59.360 --> 00:08:03.280]  然後看看什麼時候可以成就
[00:08:03.280 --> 00:08:06.240]  但如果是很急的事情
[00:08:06.240 --> 00:08:07.640]  你發現就算再丟臉
[00:08:07.640 --> 00:08:08.880]  再難以啟口
[00:08:08.880 --> 00:08:11.480]  你一定會去拜託牧師啦
[00:08:11.480 --> 00:08:13.240]  拜託弟兄姊妹啊
[00:08:13.240 --> 00:08:15.800]  然後拜託你認為說那些很靠譜的人
[00:08:15.800 --> 00:08:20.200]  一起來禱告 一起來幫忙
[00:08:20.200 --> 00:08:23.960]  而神要的就是這種態度
[00:08:23.960 --> 00:08:25.760]  神當然知道我們的需要
[00:08:25.760 --> 00:08:29.520]  神也不是說祂聽不見祂不是重聽的
[00:08:29.520 --> 00:08:31.760]  但是神喜悅人
[00:08:31.760 --> 00:08:34.160]  一起用迫切的態度
[00:08:34.160 --> 00:08:37.080]  同心來向祂呼喊
[00:08:37.080 --> 00:08:38.840]  因為這個顯明一個人
[00:08:38.840 --> 00:08:42.920]  最真實對主的熱情跟需要
[00:08:42.920 --> 00:08:44.360]  就像這兩個瞎子
[00:08:44.360 --> 00:08:48.440]  他們同心協力大聲呼喊
[00:08:48.440 --> 00:08:51.120]  所以他們經歷突破
[00:08:51.120 --> 00:08:52.280]  如果你需要突破
[00:08:52.280 --> 00:08:55.320]  今天就找一些同伴
[00:08:55.320 --> 00:08:57.760]  一起向耶穌來呼求
[00:08:57.760 --> 00:09:00.040]  永遠不要獨自一個人
[00:09:00.040 --> 00:09:04.200]  在加拿大曾經舉辦一次馬力的比賽
[00:09:04.200 --> 00:09:07.920]  有一匹馬拉了九千磅
[00:09:07.920 --> 00:09:12.000]  有另外一匹馬拉了八千磅
[00:09:12.000 --> 00:09:13.640]  考考你們數學
[00:09:13.640 --> 00:09:17.400]  如果他們在一起可以拉多少磅
[00:09:17.400 --> 00:09:21.120]  一萬七千磅 數學不錯
[00:09:21.120 --> 00:09:22.400]  但他們發現
[00:09:22.400 --> 00:09:26.080]  當兩個強壯的馬在一起的時候
[00:09:26.080 --> 00:09:30.840]  他們能夠拉動三萬磅
[00:09:30.840 --> 00:09:35.320]  是他們單獨能夠拉動的三倍
[00:09:35.320 --> 00:09:36.920]  而我絕對相信
[00:09:36.920 --> 00:09:39.440]  神的子民一起禱告的力量
[00:09:39.440 --> 00:09:43.200]  要遠超過單獨禱告的力量
[00:09:43.200 --> 00:09:45.120]  豈止三倍
[00:09:45.120 --> 00:09:47.480]  三十倍 三百倍 三萬倍
[00:09:47.480 --> 00:09:49.160]  為什麼
[00:09:49.160 --> 00:09:50.440]  因為耶穌已經說了
[00:09:50.440 --> 00:09:51.640]  兩三個人在一起
[00:09:51.640 --> 00:09:54.800]  祂就在當中嘛
[00:09:54.800 --> 00:09:55.960]  如果今天有耶穌
[00:09:55.960 --> 00:09:57.560]  在你的禱告小組當同工
[00:09:57.560 --> 00:10:00.480]  你會覺得怎麼樣
[00:10:00.480 --> 00:10:02.880]  能力強不強
[00:10:02.880 --> 00:10:03.880]  這不是個幻想
[00:10:03.880 --> 00:10:06.920]  這是實際耶穌的應許
[00:10:06.920 --> 00:10:08.600]  如果今天你們兩三個人禱告
[00:10:08.600 --> 00:10:11.520]  祂就在當中做你們的同工
[00:10:11.520 --> 00:10:13.200]  你覺得那個力量會怎麼樣
[00:10:13.200 --> 00:10:15.320]  很不一樣的
[00:10:15.320 --> 00:10:17.040]  如果你要突破
[00:10:17.040 --> 00:10:21.880]  尋找屬靈的夥伴同心來互求
[00:10:21.880 --> 00:10:24.360]  邀請耶穌來到你們的中間
[00:10:24.360 --> 00:10:26.400]  邀請那個始無邊緣的神
[00:10:26.400 --> 00:10:29.280]  進入你們的禱告生活跟小組
[00:10:29.280 --> 00:10:32.320]  這個是突破的開始
[00:10:32.320 --> 00:10:33.160]  第二個
[00:10:33.160 --> 00:10:36.920]  跨越障礙提升渴望
[00:10:36.920 --> 00:10:39.200]  跨越障礙提升渴望
[00:10:39.200 --> 00:10:40.320]  我希望你們知道
[00:10:40.320 --> 00:10:41.720]  當你們想要突破的時候
[00:10:41.720 --> 00:10:44.360]  會遇到一些障礙的
[00:10:44.360 --> 00:10:46.000]  周圍的人可能會不高興
[00:10:46.000 --> 00:10:48.560]  但是不要讓這些障礙阻止你
[00:10:48.560 --> 00:10:49.640]  就像這兩個瞎子
[00:10:49.640 --> 00:10:51.560]  當他們一起呼喊耶穌的時候
[00:10:51.560 --> 00:10:54.320]  在馬太福音二十章三十一節
[00:10:54.320 --> 00:10:55.840]  眾人責備他們
[00:10:55.840 --> 00:10:57.920]  不許他們作聲
[00:10:57.920 --> 00:10:59.280]  他們卻越發喊著說
[00:10:59.280 --> 00:11:00.640]  主啊 大衛的子孫
[00:11:00.640 --> 00:11:02.840]  可憐我們吧
[00:11:02.840 --> 00:11:04.880]  當這兩個瞎子向耶穌呼喊
[00:11:04.880 --> 00:11:06.920]  旁邊的人就罵他們
[00:11:06.920 --> 00:11:09.920]  要他們閉嘴
[00:11:09.920 --> 00:11:11.400]  當我讀到這一段經文的時候
[00:11:11.400 --> 00:11:13.840]  我很好奇
[00:11:13.840 --> 00:11:16.480]  我好奇的是人群當中
[00:11:16.480 --> 00:11:18.680]  絕對有很多人在談論耶穌
[00:11:18.680 --> 00:11:19.840]  對不對
[00:11:19.840 --> 00:11:22.320]  絕對有很多人在談論祂
[00:11:22.320 --> 00:11:26.240]  哇 耶穌行的種種神蹟奇事
[00:11:26.240 --> 00:11:31.720]  但是卻沒有一個人呼喊耶穌
[00:11:31.720 --> 00:11:33.280]  耶穌只聽到了
[00:11:33.280 --> 00:11:38.360]  這兩個瞎子呼喊的聲音
[00:11:38.360 --> 00:11:40.720]  我覺得不可思議
[00:11:40.720 --> 00:11:43.000]  這麼多人圍繞著耶穌
[00:11:43.000 --> 00:11:44.720]  卻只有兩個人
[00:11:44.720 --> 00:11:49.360]  真正想要從耶穌那裡得到什麼
[00:11:49.360 --> 00:11:51.320]  這個讓我想到
[00:11:51.320 --> 00:11:53.560]  今天有許多人去教會
[00:11:53.560 --> 00:11:59.040]  敬拜 讚美 禱告 聽到
[00:11:59.040 --> 00:12:00.440]  但是內心卻沒有
[00:12:00.440 --> 00:12:05.560]  真正想從耶穌那裡得到什麼
[00:12:05.560 --> 00:12:07.440]  也許只有在苦難臨到的時候
[00:12:07.440 --> 00:12:08.600]  我們很清楚要什麼
[00:12:08.600 --> 00:12:09.840]  對不對
[00:12:09.840 --> 00:12:11.800]  我們要病得醫治
[00:12:11.800 --> 00:12:13.560]  我們要事業突破瓶頸
[00:12:13.560 --> 00:12:16.000]  我們要背膩的兒女迴轉
[00:12:16.000 --> 00:12:19.680]  那個時候我們覺得喊得比別人都大聲
[00:12:19.680 --> 00:12:21.280]  但是當你擁有神
[00:12:21.280 --> 00:12:25.120]  給你一切的豐盛祝福
[00:12:25.120 --> 00:12:28.080]  一帆豐盛 兩全其美
[00:12:28.080 --> 00:12:30.000]  三元極地 四面玲瓏
[00:12:30.000 --> 00:12:34.160]  五指登科 六處興旺
[00:12:34.160 --> 00:12:37.280]  這個時候你還會想突破嗎
[00:12:37.280 --> 00:12:40.880]  你會想說從耶穌那裡得到什麼嗎
[00:12:40.880 --> 00:12:44.360]  你還會迫切的想要呼喊耶穌的名字嗎
[00:12:44.360 --> 00:12:49.240]  有多少次你呼喊耶穌為你停下來呢
[00:12:49.240 --> 00:12:51.080]  弟兄姊妹 我們可以觀察到
[00:12:51.080 --> 00:12:55.960]  基督徒生命突破的最大障礙不是苦難的
[00:12:55.960 --> 00:12:58.120]  而是安逸的
[00:12:58.120 --> 00:13:00.000]  而是安逸的
[00:13:00.000 --> 00:13:02.880]  就像圍在耶穌身邊的這一大群人
[00:13:02.880 --> 00:13:04.840]  他們談論耶穌 跟隨耶穌
[00:13:04.840 --> 00:13:06.920]  喜歡耶穌 讚美耶穌
[00:13:06.920 --> 00:13:08.560]  但難道他們沒有需要嗎
[00:13:08.560 --> 00:13:10.800]  不可能的
[00:13:10.800 --> 00:13:15.120]  只是他們的需要還不足以
[00:13:15.120 --> 00:13:19.320]  讓他們呼喊耶穌
[00:13:19.320 --> 00:13:21.280]  我們有沒有可能也像這一群
[00:13:21.280 --> 00:13:23.840]  圍繞耶穌的人群
[00:13:23.840 --> 00:13:26.200]  好像在擁擠著耶穌
[00:13:26.200 --> 00:13:28.760]  但沒有任何的期待
[00:13:28.760 --> 00:13:30.080]  每週來敬拜神
[00:13:30.080 --> 00:13:32.720]  聽到想說就這樣了
[00:13:32.720 --> 00:13:35.120]  好像已經設定好我每週日
[00:13:35.120 --> 00:13:37.040]  就是這樣開始 就是這麼結束
[00:13:37.040 --> 00:13:41.120]  我好像沒有什麼可以期待的
[00:13:41.120 --> 00:13:46.240]  我在說突破最大的障礙不是苦難
[00:13:46.240 --> 00:13:48.920]  而是安逸
[00:13:48.920 --> 00:13:50.480]  安逸就是五個字
[00:13:50.480 --> 00:13:53.920]  我不想改變
[00:13:53.920 --> 00:13:56.280]  我不想改變
[00:13:56.280 --> 00:13:57.960]  過去的成功 過去的經驗
[00:13:57.960 --> 00:14:01.680]  過去的方法 過去的榮耀足夠了
[00:14:01.680 --> 00:14:04.560]  就好像禿鷹在等著那個屍體腐爛
[00:14:04.560 --> 00:14:06.080]  我不需要改變啊
[00:14:06.080 --> 00:14:07.120]  我不需要突破了
[00:14:07.120 --> 00:14:09.360]  我留在過去就可以了
[00:14:09.360 --> 00:14:12.280]  這個叫做安逸
[00:14:12.280 --> 00:14:13.600]  但歷史告訴我們說
[00:14:13.600 --> 00:14:16.920]  不想改變的結果就是死路一條
[00:14:16.920 --> 00:14:19.120]  你看有多少教會曾經擠滿人
[00:14:19.120 --> 00:14:21.400]  但現在沒有人
[00:14:21.400 --> 00:14:23.000]  這個不是只發生在歐洲
[00:14:23.000 --> 00:14:25.720]  那些古老的大教堂而已
[00:14:25.720 --> 00:14:28.280]  這個情況就發生在現代
[00:14:28.280 --> 00:14:32.320]  就發生在我們周圍的社區裡面
[00:14:32.320 --> 00:14:35.400]  當然有時候我們一提到突破
[00:14:35.400 --> 00:14:37.880]  弟兄姊妹就覺得很累
[00:14:37.880 --> 00:14:41.400]  這個牧師又要推什麼了
[00:14:41.400 --> 00:14:45.560]  是不是又要推教牧領袖學院的課程
[00:14:45.560 --> 00:14:49.640]  又要做這個做那個很費力
[00:14:49.640 --> 00:14:52.000]  但弟兄姊妹
[00:14:52.000 --> 00:14:57.160]  其實突破最首要的不是能力
[00:14:57.160 --> 00:15:01.040]  我在說突破最首要的不是能力
[00:15:01.040 --> 00:15:06.960]  突破最首要的是渴望
[00:15:06.960 --> 00:15:08.400]  許多人他沒有辦法突破
[00:15:08.400 --> 00:15:09.840]  不是他沒有能力
[00:15:09.840 --> 00:15:13.280]  而是沒有渴望
[00:15:13.280 --> 00:15:14.680]  弟兄們
[00:15:14.680 --> 00:15:17.680]  想想看你在追女朋友的時候
[00:15:17.680 --> 00:15:18.800]  女朋友來更電話
[00:15:18.800 --> 00:15:20.360]  喂親愛的
[00:15:20.360 --> 00:15:25.000]  明天早上七點半給我送早餐好嗎
[00:15:25.000 --> 00:15:27.680]  你六點半就自動起床了對不對
[00:15:27.680 --> 00:15:29.560]  不過送個早餐
[00:15:29.560 --> 00:15:32.760]  你還要Settle一下你的髮型抓抓頭髮
[00:15:32.760 --> 00:15:35.800]  抹個髮膠還吹一下對不對
[00:15:35.800 --> 00:15:37.520]  吹得像劉德華一樣
[00:15:37.520 --> 00:15:39.040]  有沒有
[00:15:39.040 --> 00:15:40.560]  為什麼
[00:15:40.560 --> 00:15:43.760]  渴望是突破的動力對不對
[00:15:43.760 --> 00:15:48.200]  早上七點半我六點半起床都不是問題了
[00:15:48.200 --> 00:15:51.680]  現在一聽說下禮拜女女友
[00:15:51.680 --> 00:15:55.080]  晚上七點半要禱告會來教會
[00:15:55.080 --> 00:15:57.800]  這時候覺得很難
[00:15:57.800 --> 00:15:59.800]  很難突破
[00:15:59.800 --> 00:16:00.600]  為什麼
[00:16:00.600 --> 00:16:02.520]  因為沒有渴望嘛
[00:16:02.520 --> 00:16:04.240]  所以跟你旁邊的人講
[00:16:04.240 --> 00:16:09.000]  下禮拜三我要來禱告會
[00:16:09.000 --> 00:16:10.200]  不是說你來禱告會
[00:16:10.200 --> 00:16:14.920]  我來喔我來
[00:16:14.920 --> 00:16:16.760]  姐妹們
[00:16:16.760 --> 00:16:18.360]  有沒有收過情書
[00:16:18.360 --> 00:16:20.120]  男朋友寫給你的情書
[00:16:20.120 --> 00:16:22.080]  一收到很開心
[00:16:22.080 --> 00:16:23.280]  反覆閱讀對不對
[00:16:23.280 --> 00:16:25.760]  正面反面一直看
[00:16:25.760 --> 00:16:28.960]  觀察 字字推敲
[00:16:28.960 --> 00:16:31.720]  他這樣寫是什麼意思
[00:16:31.720 --> 00:16:34.200]  是不是要向我求婚
[00:16:34.200 --> 00:16:36.280]  這個該怎麼解釋
[00:16:36.280 --> 00:16:38.800]  我遇到他該說什麼
[00:16:38.800 --> 00:16:43.200]  我說世經學的觀察解釋應用
[00:16:43.200 --> 00:16:45.880]  全部都用上了
[00:16:45.880 --> 00:16:47.240]  但一想到讀經
[00:16:47.240 --> 00:16:51.400]  讀經瞬間讀不懂
[00:16:51.400 --> 00:16:52.920]  太難了
[00:16:52.920 --> 00:16:56.200]  這個教幕領袖學院的人去讀就好了
[00:16:56.200 --> 00:16:59.120]  沒有辦法突破為什麼
[00:16:59.120 --> 00:17:01.320]  沒有渴望嘛
[00:17:01.320 --> 00:17:04.480]  想想看當你年輕的時候對入愛河
[00:17:04.480 --> 00:17:07.280]  是不是會經常的談論你的心上人
[00:17:07.280 --> 00:17:10.320]  會不會把朋友所講的每一句話
[00:17:10.320 --> 00:17:13.840]  都要跟你愛人所講的話要聯繫起來
[00:17:13.840 --> 00:17:17.120]  你想方設法要把你愛人的名字
[00:17:17.120 --> 00:17:19.640]  就插進那個跟別人對話的
[00:17:19.640 --> 00:17:22.960]  那個轉折點裡面去
[00:17:22.960 --> 00:17:24.560]  秀出你們恩愛的照片
[00:17:24.560 --> 00:17:26.520]  要閃瞎大家的眼睛
[00:17:26.520 --> 00:17:28.800]  當然會這樣嘛
[00:17:28.800 --> 00:17:31.440]  那麼我們對於突破的渴望
[00:17:31.440 --> 00:17:34.480]  我們對於耶穌的渴望
[00:17:34.480 --> 00:17:36.960]  不應該也是這樣嘛
[00:17:36.960 --> 00:17:39.600]  弟兄姊妹在你一天的談話當中
[00:17:39.600 --> 00:17:44.080]  有多少次談論到耶穌
[00:17:44.080 --> 00:17:45.560]  弟兄姊妹
[00:17:45.560 --> 00:17:49.560]  只有渴望神的人才會遇見神
[00:17:49.560 --> 00:17:55.840]  這兩個瞎子他們的渴望顯而易見的
[00:17:55.840 --> 00:17:57.720]  即使周圍的人禁止他們
[00:17:57.720 --> 00:17:59.440]  輕看他們推開他們
[00:17:59.440 --> 00:18:03.040]  但這兩個人卻越加大聲呼喊
[00:18:03.040 --> 00:18:05.600]  他們喊得更堅決更絕望
[00:18:05.600 --> 00:18:08.840]  他們不會讓耶穌與他們擦肩而過
[00:18:08.840 --> 00:18:10.160]  他們大聲呼喊說
[00:18:10.160 --> 00:18:14.880]  主啊大為的子孫可憐我們吧
[00:18:14.880 --> 00:18:17.120]  結果是什麼
[00:18:17.120 --> 00:18:18.640]  聖經說了五個字
[00:18:18.640 --> 00:18:21.800]  哇 我太喜歡這五個字了
[00:18:21.800 --> 00:18:24.840]  聖經在馬太福音二十章三十二節說
[00:18:24.840 --> 00:18:28.720]  耶穌就贊助
[00:18:28.720 --> 00:18:31.560]  耶穌就贊助
[00:18:31.560 --> 00:18:36.960]  他們巨大的渴望讓耶穌就贊助
[00:18:36.960 --> 00:18:38.640]  弟兄姊妹
[00:18:38.640 --> 00:18:40.040]  當耶穌路過的時候
[00:18:40.040 --> 00:18:42.440]  如果你不想錯過的話
[00:18:42.440 --> 00:18:45.880]  就要不顧一切地去渴望
[00:18:45.880 --> 00:18:47.440]  去爭取
[00:18:47.440 --> 00:18:49.720]  祂會為你贊助
[00:18:49.720 --> 00:18:53.200]  如果你想要阻止耶穌的腳步
[00:18:53.200 --> 00:18:56.200]  讓祂停下來祝福我們
[00:18:56.200 --> 00:19:01.880]  那麼你就必須願意更加大聲向祂呼喊
[00:19:01.880 --> 00:19:04.840]  我們必須要意識到我們的絕望
[00:19:04.840 --> 00:19:07.960]  從冷漠當中掙脫出來
[00:19:07.960 --> 00:19:09.320]  弟兄姊妹我們要決心
[00:19:09.320 --> 00:19:12.720]  不讓耶穌有任何的安靜
[00:19:12.720 --> 00:19:17.640]  直到耶穌以大能與我們相會
[00:19:17.640 --> 00:19:21.320]  我很喜歡陶術博士一個很美的禱告
[00:19:21.320 --> 00:19:23.720]  祂說 神啊
[00:19:23.720 --> 00:19:27.000]  我已嘗到你的恩惠
[00:19:27.000 --> 00:19:28.160]  祂既滿足了我
[00:19:28.160 --> 00:19:30.520]  又使我渴求更多
[00:19:30.520 --> 00:19:34.000]  我痛苦地意識到我需要更多的恩典
[00:19:34.000 --> 00:19:37.200]  我為自己缺乏渴望而羞愧
[00:19:37.200 --> 00:19:40.520]  神啊 三位一體的神啊
[00:19:40.520 --> 00:19:42.280]  我想要你
[00:19:42.280 --> 00:19:45.760]  我渴望你充滿我的渴望
[00:19:45.760 --> 00:19:50.600]  我渴望你讓我更加渴求
