
[00:00:00.000 --> 00:00:03.040]  各位Senior的早安
[00:03:09.880 --> 00:03:11.360]  他在第十二章說什麼呢?
[00:03:11.360 --> 00:03:12.920]  第十二章就是兩個星期前
[00:03:12.920 --> 00:03:14.200]  Karen Lee跟我們分享的
[00:03:14.200 --> 00:03:16.240]  就是說
[00:03:16.240 --> 00:03:17.000]  他在說什麼呢?
[00:03:17.000 --> 00:03:19.840]  就是我們把身體獻上當作活祭
[00:03:19.840 --> 00:03:22.200]  是聖潔是神所喜悅的
[00:03:22.200 --> 00:03:25.280]  就是你去侍奉是理所當然
[00:03:25.280 --> 00:03:27.880]  這句經文很明顯是大家熟悉的
[00:03:27.880 --> 00:03:29.920]  也是Karen Lee去鼓勵我們
[00:03:29.920 --> 00:03:33.160]  就是去找者的召喚那一段的經文
[00:03:33.160 --> 00:03:36.040]  但是其實如果沒有了中間以色列人的歷史
[00:03:36.040 --> 00:03:40.000]  其實由上星期Pastor Gavin說關於聖靈的部分
[00:03:40.000 --> 00:03:41.880]  到這裡其實是很順暢的
[00:03:41.880 --> 00:03:43.040]  什麼意思呢?
[00:03:43.040 --> 00:03:45.080]  如果我們說完聖靈工作之後
[00:03:45.080 --> 00:03:48.240]  我們就說身體獻上當作活祭
[00:03:48.240 --> 00:03:49.600]  是很合理的
[00:03:49.600 --> 00:03:51.680]  邏輯上是很順序的
[00:03:51.680 --> 00:03:53.640]  所以有很多學者就認為
[00:03:53.640 --> 00:03:57.240]  九至十一章到底是不是中間插進去呢?
[00:03:57.240 --> 00:03:58.560]  不知道有什麼用途呢?
[00:03:58.560 --> 00:04:01.360]  但是其實我們可以從一個角度去看
[00:04:01.360 --> 00:04:04.040]  就是保羅說完聖靈工作之後
[00:04:04.040 --> 00:04:07.320]  其實在他心裡面還要處理一個最核心的問題
[00:04:07.320 --> 00:04:10.640]  就是在他做一個我們說生活上的教導之前
[00:04:10.640 --> 00:04:13.440]  就是十二章之後我們說生活上的教導之前
[00:04:13.440 --> 00:04:15.520]  他要處理一個最核心的問題
[00:04:15.520 --> 00:04:17.760]  就是到底上帝
[00:04:17.760 --> 00:04:21.320]  沒錯是拯救了很多猶太人是不好的
[00:04:21.320 --> 00:04:23.200]  大家如果聽過羅馬書那麼久
[00:04:23.200 --> 00:04:25.560]  猶太人有很多問題是不好的
[00:04:25.560 --> 00:04:27.480]  就好像上帝選擇了外邦人
[00:04:27.480 --> 00:04:29.120]  就是選擇了我們
[00:04:29.120 --> 00:04:33.960]  但是上帝是不是救恩就放棄了以色列人呢?
[00:04:33.960 --> 00:04:36.920]  聖靈的工作是不是以色列人今天不會再經歷呢?
[00:04:36.920 --> 00:04:39.160]  或者在他那個年代不會再經歷呢?
[00:04:39.160 --> 00:04:41.120]  這個是保羅心裡面一直很想去想
[00:04:41.120 --> 00:04:42.880]  或者很想去知道的
[00:04:42.880 --> 00:04:44.240]  很想解決的事情
[00:04:44.240 --> 00:04:46.880]  所以九至十一章其實如果以一個概覽來說
[00:04:46.880 --> 00:04:50.200]  保羅就是在處理這個以色列人歷史的問題
[00:04:50.200 --> 00:04:52.480]  或者以色列人當時不信耶穌
[00:04:52.480 --> 00:04:55.680]  是不是代表上帝已經放棄以色列人這個問題
[00:04:55.680 --> 00:04:59.600]  如果以色列人真的是上帝的子民
[00:04:59.600 --> 00:05:03.080]  為什麼他們不願意去信耶穌呢?
[00:05:03.080 --> 00:05:05.000]  為什麼反而是保羅
[00:05:05.000 --> 00:05:06.280]  保羅當然是猶太人
[00:05:06.280 --> 00:05:08.400]  但是為什麼反而是當時一群的外邦人
[00:05:08.400 --> 00:05:10.640]  甚至說今天我們去到德島呢?
[00:05:10.640 --> 00:05:11.640]  反而
[00:05:11.640 --> 00:05:13.240]  我的答案是複雜的
[00:05:13.240 --> 00:05:17.360]  這幾章經文其實也是不容易處理的經文
[00:05:17.360 --> 00:05:19.520]  但是今天因為時間的關係
[00:05:19.520 --> 00:05:21.880]  我們只能夠去到很概括
[00:05:21.880 --> 00:05:23.760]  從兩個不同方面去看一看
[00:05:23.760 --> 00:05:27.760]  其實保羅怎麼去回應這兩個問題
[00:05:27.760 --> 00:05:29.360]  當然裡面有一些複雜的討論
[00:05:29.360 --> 00:05:31.320]  如果我們之後有機會可以再討論
[00:05:31.320 --> 00:05:35.680]  首先是第九章第一至二十九節
[00:05:35.680 --> 00:05:36.680]  下一部分
[00:05:36.680 --> 00:05:39.560]  其實是說什麼是真正的以色列
[00:05:39.560 --> 00:05:40.400]  很有趣的
[00:05:40.400 --> 00:05:41.720]  真正的以色列你會心想
[00:05:41.720 --> 00:05:43.080]  以色列又不是種族
[00:05:43.080 --> 00:05:45.080]  剛才一開始看到的那張照片
[00:05:45.080 --> 00:05:46.960]  今天以色列是有國旗
[00:05:46.960 --> 00:05:47.960]  是有國籍的
[00:05:47.960 --> 00:05:49.560]  有以色列國籍的人
[00:05:49.560 --> 00:05:51.480]  但是對保羅來說
[00:05:51.480 --> 00:05:54.320]  真正的以色列的定義是比較複雜的
[00:05:54.320 --> 00:05:55.520]  定義是怎麼樣呢?
[00:05:55.520 --> 00:05:56.760]  是的
[00:05:56.760 --> 00:05:57.360]  好
[00:05:57.360 --> 00:05:59.360]  以色列人的定義
[00:05:59.360 --> 00:06:00.280]  先留下來
[00:06:00.280 --> 00:06:01.240]  下一個部分
[00:06:01.240 --> 00:06:03.680]  其實他在第九章一開始是這麼說的
[00:06:03.680 --> 00:06:04.760]  他說
[00:06:04.760 --> 00:06:07.440]  以色列人的兒子的名分
[00:06:07.440 --> 00:06:11.240]  榮耀、諸約、律法、禮儀、英許
[00:06:11.240 --> 00:06:12.240]  都是他們的
[00:06:13.120 --> 00:06:14.000]  什麼意思呢?
[00:06:14.000 --> 00:06:14.680]  就是說
[00:06:14.680 --> 00:06:18.680]  原來上帝是特別給印第給予以色列人
[00:06:18.680 --> 00:06:23.680]  具體表現就是這些很具體上的事情
[00:06:23.680 --> 00:06:25.200]  就是兒子的名分
[00:06:25.200 --> 00:06:27.600]  他們可以有上帝對他們說話
[00:06:27.600 --> 00:06:30.760]  甚至耶穌本身也是猶太人
[00:06:30.760 --> 00:06:32.120]  這段經文是說
[00:06:32.120 --> 00:06:34.320]  基督也是從猶太人而出的
[00:06:34.320 --> 00:06:39.080]  但是就算上帝特別給了這些猶太人
[00:06:40.080 --> 00:06:44.080]  不代表他們就是上帝所選擇的以色列人
[00:06:44.080 --> 00:06:44.760]  為什麼呢?
[00:06:44.760 --> 00:06:46.600]  因為在第六章的經文他就說
[00:06:46.600 --> 00:06:50.080]  因為從以色列所出來的都不是以色列人
[00:06:50.080 --> 00:06:54.000]  也不因為是亞伯拉罕的後裔作為他的兒女
[00:06:54.000 --> 00:06:57.960]  唯有從以撒辛的才是他的後裔
[00:06:57.960 --> 00:07:01.040]  換一個比較容易明白的說法是什麼呢?
[00:07:01.040 --> 00:07:03.800]  今天對我們很多的探索者來說
[00:07:03.800 --> 00:07:06.440]  你父母應該是基督徒
[00:07:06.440 --> 00:07:07.080]  可能不少
[00:07:07.080 --> 00:07:08.760]  我知道有些不是
[00:07:08.760 --> 00:07:10.360]  有些是你的祖父母
[00:07:10.360 --> 00:07:13.320]  甚至你再上幾代都是以色列人
[00:07:13.320 --> 00:07:18.280]  但是它不代表你會自動成為基督徒
[00:07:18.280 --> 00:07:20.280]  就是什麼呢?
[00:07:20.280 --> 00:07:21.560]  就是你父母是基督徒
[00:07:21.560 --> 00:07:23.840]  你上幾代都是基督徒
[00:07:23.840 --> 00:07:26.000]  甚至你不知道基督徒是X代
[00:07:26.000 --> 00:07:28.880]  但是你也不一定直接等於基督徒
[00:07:28.880 --> 00:07:32.320]  其實這個例子是不少見的
[00:07:32.320 --> 00:07:34.360]  當然在香港我們未必這樣見
[00:07:34.360 --> 00:07:36.600]  因為香港比較多的情況都是
[00:07:36.600 --> 00:07:37.480]  父母是基督徒
[00:07:37.480 --> 00:07:39.200]  起碼我也會去教會
[00:07:39.200 --> 00:07:40.120]  希望我相信耶穌
[00:07:40.120 --> 00:07:42.360]  但是在歐洲其實是很明顯的情況
[00:07:42.360 --> 00:07:43.320]  也蠻多的
[00:07:43.320 --> 00:07:43.840]  好
[00:07:43.840 --> 00:07:45.920]  我曾經去過
[00:07:45.920 --> 00:07:47.400]  在幾年前
[00:07:47.400 --> 00:07:48.680]  我想是六、七年前
[00:07:48.680 --> 00:07:50.640]  當年當時是沒有封關
[00:07:50.640 --> 00:07:53.480]  就去過一個地方
[00:07:53.480 --> 00:07:54.680]  如果有人去過歐洲
[00:07:54.680 --> 00:07:56.280]  應該知道是哪裡來的
[00:07:56.280 --> 00:07:58.000]  這裡是巴黎
[00:07:58.000 --> 00:07:59.280]  我沒有記錯
[00:07:59.280 --> 00:08:01.680]  這裡是巴黎的聖母院
[00:08:01.680 --> 00:08:03.160]  巴黎聖母院做什麼呢?
[00:08:03.160 --> 00:08:06.320]  我那次是去一個短孫的服侍
[00:08:06.320 --> 00:08:07.440]  在巴黎
[00:08:07.440 --> 00:08:10.440]  服侍當地的大學生和華人社區
[00:08:10.440 --> 00:08:11.400]  但是
[00:08:11.400 --> 00:08:13.200]  當然有一些休息的時間
[00:08:13.200 --> 00:08:14.480]  在休息的時間裡面
[00:08:14.480 --> 00:08:16.520]  我就去了Wilson
[00:08:16.520 --> 00:08:18.360]  當時這個景象很有趣
[00:08:18.360 --> 00:08:19.200]  是什麼呢?
[00:08:19.200 --> 00:08:20.720]  這個是在燒燒之前
[00:08:20.720 --> 00:08:23.720]  就是在幾年前有單新聞說有人燒了裡面
[00:08:23.720 --> 00:08:24.680]  燒了裡面
[00:08:24.680 --> 00:08:26.240]  當時是假的
[00:08:26.240 --> 00:08:31.000]  我當時去的時候還是有幸看到裡面很完整的景況
[00:08:31.000 --> 00:08:32.320]  但景象很有趣的
[00:08:32.320 --> 00:08:33.920]  當時是下午三、四點
[00:08:33.920 --> 00:08:36.160]  它就有一些類似彌撒的
[00:08:36.160 --> 00:08:37.120]  因為是天主教
[00:08:37.120 --> 00:08:39.760]  他們可能是每天有一些特定的聚會
[00:08:39.760 --> 00:08:41.640]  有一些彌撒之類的東西
[00:08:41.640 --> 00:08:43.080]  進去後很有趣的就是
[00:08:43.080 --> 00:08:45.840]  當然現在我前面沒有人
[00:08:45.840 --> 00:08:47.520]  但是我前面很少人
[00:08:47.520 --> 00:08:48.400]  有一些服侍的人
[00:08:48.400 --> 00:08:49.400]  很明顯在我面前
[00:08:49.400 --> 00:08:51.240]  但是當時也是這樣的
[00:08:51.240 --> 00:08:52.760]  在彌撒裡面
[00:08:52.760 --> 00:08:56.080]  那個位置好像坐了五、六百人的很多長椅子
[00:08:56.080 --> 00:08:59.080]  其實坐了十幾個人而已
[00:08:59.080 --> 00:09:00.840]  都是老人家
[00:09:00.840 --> 00:09:02.520]  是老人家
[00:09:02.520 --> 00:09:04.400]  但是最好笑的是什麼呢?
[00:09:04.400 --> 00:09:05.880]  它圍了裡面
[00:09:05.880 --> 00:09:09.200]  應該是教堂的管理層圍了裡面
[00:09:09.200 --> 00:09:10.840]  那些人坐的地方
[00:09:10.840 --> 00:09:12.800]  外面就好像我的遊客
[00:09:12.800 --> 00:09:15.040]  還有很多中國遊客
[00:09:15.040 --> 00:09:16.080]  還有我留意到
[00:09:16.080 --> 00:09:18.200]  很多遊客在做什麼呢?
[00:09:18.200 --> 00:09:19.960]  拍照
[00:09:19.960 --> 00:09:20.640]  但是很有趣的
[00:09:20.640 --> 00:09:21.880]  其實它有一個標誌是說
[00:09:21.880 --> 00:09:25.080]  請大家不要拍彌撒裡面的情況
[00:09:25.080 --> 00:09:27.120]  因為它未必是彌撒
[00:09:27.120 --> 00:09:28.280]  總之是一個服務
[00:09:28.280 --> 00:09:29.360]  很明顯是在說拉丁文
[00:09:29.360 --> 00:09:30.320]  然後有人在那裡
[00:09:30.320 --> 00:09:32.560]  類似有一個聚會那樣
[00:09:32.560 --> 00:09:34.200]  外面就有很多人在拍
[00:09:34.200 --> 00:09:35.640]  就有很多遊客那樣
[00:09:35.640 --> 00:09:37.720]  是不會理會你說不要拍照的
[00:09:37.720 --> 00:09:38.400]  最好笑的是什麼呢?
[00:09:38.400 --> 00:09:39.400]  外面應該是
[00:09:39.400 --> 00:09:41.200]  我猜外面的人是過千
[00:09:41.200 --> 00:09:42.240]  就是裡面很大
[00:09:42.240 --> 00:09:44.240]  可能是幾百甚至
[00:09:44.240 --> 00:09:45.960]  沒有成千也有幾百人
[00:09:45.960 --> 00:09:47.920]  就這樣走來走去在那裡看
[00:09:47.920 --> 00:09:51.520]  在那裡安裝一下你在做什麼
[00:09:51.520 --> 00:09:55.880]  這個也是不少歐洲教會的情況
[00:09:55.880 --> 00:09:57.840]  當然它不是全部
[00:09:57.840 --> 00:09:59.800]  但是如果你說是教堂座堂式
[00:09:59.800 --> 00:10:01.520]  有不少都是這樣的
[00:10:01.520 --> 00:10:03.080]  如果你有去過教堂就知道了
[00:10:03.080 --> 00:10:04.200]  如果你去過Wilson
[00:10:04.200 --> 00:10:06.440]  當然可能這個比較極端一點
[00:10:06.440 --> 00:10:08.320]  因為我剛好看到這樣的景象
[00:10:08.320 --> 00:10:09.720]  是很深刻的
[00:10:09.720 --> 00:10:12.440]  因為後來在那裡認識了一些法國的大學生
[00:10:12.440 --> 00:10:13.200]  就是本地的
[00:10:13.200 --> 00:10:14.720]  因為他們傳福音其實很有趣的
[00:10:14.720 --> 00:10:16.200]  我明顯是中國人
[00:10:16.200 --> 00:10:18.480]  但是去到就是跟法國人傳福音的
[00:10:18.480 --> 00:10:22.080]  我就會說是來Wilson的
[00:10:22.080 --> 00:10:25.360]  他們會說有時候他的父母叫陶尼
[00:10:25.360 --> 00:10:27.680]  但是他們會做什麼呢?
[00:10:27.680 --> 00:10:30.440]  中國人的說法叫春秋二祭
[00:10:30.440 --> 00:10:32.280]  這個比較傳統的說法
[00:10:32.280 --> 00:10:33.080]  對他們來說
[00:10:33.080 --> 00:10:35.160]  他們的春秋二祭是什麼呢?
[00:10:35.160 --> 00:10:38.360]  就是會逢大時大地才回教會
[00:10:38.360 --> 00:10:40.760]  就是他會說我回教會的
[00:10:40.760 --> 00:10:42.520]  然後我會問那個朋友
[00:10:42.520 --> 00:10:44.680]  就是在法國認識的朋友就會問他
[00:10:44.680 --> 00:10:45.480]  那你回教會是什麼呢?
[00:10:45.480 --> 00:10:48.920]  他說復活節和聖誕節
[00:10:48.920 --> 00:10:51.080]  有些人加上新年
[00:10:51.080 --> 00:10:52.160]  當好像拜年一樣
[00:10:52.160 --> 00:10:54.760]  人家不是農曆新年
[00:10:54.760 --> 00:10:55.440]  對他們來說
[00:10:55.440 --> 00:10:57.680]  他們的所謂教會生活就是一年三次
[00:10:57.680 --> 00:11:00.640]  他還會說可能是我已經在教會有這個洗禮
[00:11:00.640 --> 00:11:02.400]  就是他們的嬰兒洗禮
[00:11:02.400 --> 00:11:03.520]  他們會這樣說
[00:11:03.520 --> 00:11:06.720]  我有這些的
[00:11:06.720 --> 00:11:11.120]  他們是不是基督徒呢?
[00:11:11.120 --> 00:11:12.400]  他們有教會生活的
[00:11:12.400 --> 00:11:13.880]  就是一年三次
[00:11:13.880 --> 00:11:19.480]  就是真的大時大地回一年三次
[00:11:19.480 --> 00:11:21.240]  就算他們的父母
[00:11:21.240 --> 00:11:22.160]  真的是基督徒
[00:11:22.160 --> 00:11:23.960]  或者至少是天主教徒
[00:11:23.960 --> 00:11:27.080]  他們的文化背景好像很Christian
[00:11:27.080 --> 00:11:30.080]  他們好像很熟悉耶穌
[00:11:30.080 --> 00:11:32.960]  他們甚至有些在洗禮上明察自己的名字
[00:11:32.960 --> 00:11:37.680]  但是他們是不是基督徒呢?
[00:11:37.680 --> 00:11:41.120]  這個或者是保羅去討論以色列人身份的時候
[00:11:41.120 --> 00:11:43.440]  在今天最明顯的一個對應
[00:11:43.440 --> 00:11:46.880]  其實保羅在想的問題就是
[00:11:46.880 --> 00:11:48.840]  以色列人是不是有這些東西
[00:11:48.840 --> 00:11:51.240]  他是不是因為我的文化成長背景有這些東西
[00:11:51.240 --> 00:11:51.920]  他認識這些東西
[00:11:51.920 --> 00:11:55.040]  他就是真正的以色列人呢?
[00:11:55.040 --> 00:11:56.800]  所以回到他最核心的問題就是
[00:11:56.800 --> 00:11:59.360]  怎樣才算是一個真正的以色列人
[00:11:59.360 --> 00:12:02.400]  這個是當時《羅馬書》的背景
[00:12:02.400 --> 00:12:05.040]  《羅馬書》第八章有少許提過這件事
[00:12:05.040 --> 00:12:06.520]  上次法西加文說過
[00:12:06.520 --> 00:12:08.800]  聖靈會在我們的內心工作
[00:12:08.800 --> 00:12:11.360]  聖靈是一個很明顯的明證
[00:12:11.360 --> 00:12:14.560]  但是如果我們再問多一點
[00:12:14.560 --> 00:12:19.080]  到底是誰去選擇了以色列人呢?
[00:12:19.080 --> 00:12:21.360]  或者為什麼以色列人是特別被選擇的呢?
[00:12:21.360 --> 00:12:22.920]  保羅在《羅馬書》第九章
[00:12:22.920 --> 00:12:24.320]  其實嚴格來說
[00:12:24.320 --> 00:12:27.160]  他問了這個問題之後
[00:12:27.160 --> 00:12:29.000]  其實他的答案是比較簡單的
[00:12:29.000 --> 00:12:31.360]  甚至我們可以說
[00:12:31.360 --> 00:12:35.360]  我們未必見到比較多的一個推論
[00:12:35.360 --> 00:12:38.600]  因為對保羅來說這個問題是很直接的
[00:12:38.600 --> 00:12:40.600]  就是這個是上帝的憐憫
[00:12:40.600 --> 00:12:41.560]  上帝的工作
[00:12:41.560 --> 00:12:43.320]  上帝的揀選
[00:12:43.320 --> 00:12:45.640]  在第九章有一句經文
[00:12:45.640 --> 00:12:47.280]  他在第十六節這樣說的
[00:12:47.280 --> 00:12:50.120]  他說其實這個不在乎人的工作
[00:12:50.120 --> 00:12:51.680]  就是不在乎定義
[00:12:51.680 --> 00:12:52.840]  不在乎奔跑
[00:12:52.840 --> 00:12:57.920]  只在乎法憐憫的上帝
[00:12:57.920 --> 00:13:01.040]  所以一切都只是因為上帝的憐憫
[00:13:01.040 --> 00:13:02.960]  他們才被揀選
[00:13:02.960 --> 00:13:07.360]  真正的以色列人的身份是源於上帝的揀選
[00:13:07.360 --> 00:13:09.840]  不是源於那個人做了多少的律法
[00:13:09.840 --> 00:13:12.080]  遵守了多少的事情
[00:13:12.080 --> 00:13:16.520]  第九章是一個很複雜去討論上帝主權的段落
[00:13:16.520 --> 00:13:17.320]  簡單來說
[00:13:17.320 --> 00:13:19.640]  保羅在這段經文裡面很強調
[00:13:19.640 --> 00:13:23.800]  上帝是有絕對的主權去揀選以色列人
[00:13:23.800 --> 00:13:27.400]  去讓以色列人成為他的子民
[00:13:27.400 --> 00:13:29.320]  這個是我們沒有辦法去質疑的
[00:13:29.320 --> 00:13:34.480]  這個是保羅的論證最主要的方向
[00:13:34.480 --> 00:13:36.880]  當然第九章其實是複雜的
[00:13:36.880 --> 00:13:39.000]  如果大家拿著聖經看第九章
[00:13:39.000 --> 00:13:40.680]  你會知道第九章沒有那麼短的
[00:13:40.680 --> 00:13:42.240]  第九章是很長的
[00:13:42.240 --> 00:13:46.560]  也有很多的論證其實是很需要討論
[00:13:46.560 --> 00:13:47.640]  但是時間關係
[00:13:47.640 --> 00:13:51.800]  也都明白這個是比較難去很簡單的說清楚
[00:13:51.800 --> 00:13:55.960]  只能夠說是這一段未必可以回答所有的問題
[00:13:55.960 --> 00:13:58.200]  例如今天你說你做基督徒
[00:13:58.200 --> 00:13:59.520]  今天我坐在這裡做基督徒
[00:13:59.520 --> 00:14:00.960]  你坐在這裡做基督徒
[00:14:00.960 --> 00:14:02.840]  為什麼不是你旁邊的小明
[00:14:02.840 --> 00:14:05.640]  不是你旁邊的Peter去做基督徒
[00:14:05.640 --> 00:14:06.880]  就是你學校裡面那個
[00:14:06.880 --> 00:14:08.280]  是你呢
[00:14:08.280 --> 00:14:11.680]  其實第九章的內容不一定能夠回答我們所有的問題
[00:14:11.680 --> 00:14:15.720]  因為這個問題是真的不容易去回答
[00:14:15.720 --> 00:14:18.720]  但是我們如果用一個比較容易去想
[00:14:18.720 --> 00:14:20.240]  一個積極的角度去想的時候
[00:14:20.240 --> 00:14:22.920]  其實保羅去說很多上帝主權的後面
[00:14:22.920 --> 00:14:24.400]  他不是想說上帝很厲害
[00:14:24.400 --> 00:14:26.080]  上帝很屈機
[00:14:26.080 --> 00:14:27.840]  上帝是overpower
[00:14:27.840 --> 00:14:29.640]  總之他想怎樣就怎樣
[00:14:29.640 --> 00:14:32.440]  其實保羅去說這麼多他想強調的東西是
[00:14:32.440 --> 00:14:35.360]  今天所有的人能夠去認識耶穌
[00:14:35.360 --> 00:14:38.400]  去明白耶穌那樣是上帝的恩典
[00:14:38.400 --> 00:14:40.320]  就算連以色列人自己都不是
[00:14:40.320 --> 00:14:43.640]  他不是說我是以色列的血統
[00:14:43.640 --> 00:14:46.720]  我就可以認識上帝認識耶穌
[00:14:46.720 --> 00:14:50.760]  認識耶穌完全是上帝的憐憫和揀選
[00:14:50.760 --> 00:14:54.240]  所以是不在乎那個定義或者bumper
[00:14:54.240 --> 00:14:58.320]  不在乎誰去做或者我做了多少
[00:14:58.320 --> 00:15:00.560]  這件事是整個諾馬書的核心
[00:15:00.560 --> 00:15:02.160]  我是說恩信稱義
[00:15:02.160 --> 00:15:04.000]  藉著信心去稱義
[00:15:04.000 --> 00:15:06.000]  這件事很明顯是諾馬書的核心
[00:15:06.000 --> 00:15:07.280]  所以在第九至十章
[00:15:07.280 --> 00:15:10.400]  其實保羅是從以色列人的經歷裡面
[00:15:10.400 --> 00:15:12.600]  再次強調這件事情
[00:15:12.600 --> 00:15:16.440]  所有一切只是在乎憐憫的上帝
[00:15:16.440 --> 00:15:17.760]  所以什麼意思呢
[00:15:17.760 --> 00:15:19.280]  就是今天你做了基督徒
[00:15:19.280 --> 00:15:20.480]  或者你是基督徒
[00:15:20.480 --> 00:15:23.240]  我相信你坐在這裡和在網上
[00:15:23.240 --> 00:15:24.760]  現在在聽Zoom的
[00:15:24.760 --> 00:15:27.080]  如果你不是微信
[00:15:27.080 --> 00:15:29.200]  你就應該真正有基督徒的時候
[00:15:29.200 --> 00:15:31.400]  其實你這個事情本身
[00:15:31.400 --> 00:15:34.560]  已經是一個上帝憐憫的見證
[00:15:34.560 --> 00:15:37.760]  上帝是有恩典給我們見證
[00:15:37.760 --> 00:15:38.960]  所以說的見證
[00:15:38.960 --> 00:15:42.840]  就不只是任何某些人的專利
[00:15:42.840 --> 00:15:49.600]  不只是說話的人才可以做上帝的見證
[00:15:49.600 --> 00:15:52.200]  是我們每一個人都可以做上帝的見證
[00:15:52.200 --> 00:15:54.360]  每一個人無論他的身份
[00:15:54.360 --> 00:15:55.320]  種族
[00:15:55.320 --> 00:15:56.040]  能力
[00:15:56.040 --> 00:15:56.880]  特質
[00:15:56.880 --> 00:15:58.920]  在保羅的論述裡面
[00:15:58.920 --> 00:16:00.520]  這個真正的以色列
