
[00:00:00.000 --> 00:00:07.800]  大部分的基督徒對葡萄樹以枝子的比喻相當熟悉
[00:03:26.000 --> 00:03:28.000]  大家留意主耶穌怎麼說
[00:03:28.000 --> 00:03:31.000]  主耶穌說我是真葡萄樹
[00:03:31.000 --> 00:03:35.000]  你說葡萄樹有真假嗎?
[00:03:35.000 --> 00:03:38.000]  按道理那個年代應該沒有所教花的
[00:03:38.000 --> 00:03:41.000]  主耶穌所說的真葡萄樹又是什麼意思呢?
[00:03:41.000 --> 00:03:44.000]  也許對我們來說比較困難去理解
[00:03:44.000 --> 00:03:46.000]  但是對於昔日的猶太人來說
[00:03:46.000 --> 00:03:50.000]  我相信他們會比我們容易理解
[00:03:50.000 --> 00:03:53.000]  主耶穌說這個真葡萄樹的意思
[00:03:53.000 --> 00:03:56.000]  因為在舊約的傳統裡面
[00:03:56.000 --> 00:04:00.000]  葡萄樹就是代表著以色列人
[00:04:00.000 --> 00:04:04.000]  如果我們去看詩篇八十篇
[00:04:04.000 --> 00:04:11.000]  那裡詩人提到在以色列人的歷史裡面
[00:04:11.000 --> 00:04:15.000]  當以色列的北國滅亡之後
[00:04:15.000 --> 00:04:23.000]  詩人形容以色列就好像神擺在應許之地的一棵葡萄樹
[00:04:23.000 --> 00:04:27.000]  而這棵葡萄樹是會遍地開花
[00:04:27.000 --> 00:04:32.000]  在第十一節甚至講到會長到大海延到大河
[00:04:32.000 --> 00:04:38.000]  雖然葡萄樹是會這樣遍地開花
[00:04:38.000 --> 00:04:43.000]  但是詩人的形容就是神是拆毀泥巴
[00:04:43.000 --> 00:04:46.000]  任憑一切過路的人踐踏
[00:04:46.000 --> 00:04:49.000]  原宗的野獸野豬也是踐踏
[00:04:49.000 --> 00:04:54.000]  所以詩人在詩篇八十篇
[00:04:54.000 --> 00:04:58.000]  就是求神眷顧葡萄樹
[00:04:58.000 --> 00:05:01.000]  然後就去到耶利米蘇的年代
[00:05:01.000 --> 00:05:03.000]  如果我們看第二章
[00:05:03.000 --> 00:05:04.000]  耶利米蘇的二章
[00:05:04.000 --> 00:05:08.000]  神通過耶利米告訴當時的子民
[00:05:08.000 --> 00:05:14.000]  神是栽培他們如同上等的葡萄樹
[00:05:14.000 --> 00:05:18.000]  如果我們看下一章的耶利米蘇
[00:05:18.000 --> 00:05:19.000]  二章
[00:05:19.000 --> 00:05:21.000]  這裡所強調的耶利米蘇說
[00:05:21.000 --> 00:05:26.000]  神栽種以色列作為應許之地的葡萄樹
[00:05:26.000 --> 00:05:28.000]  他所用的是什麼?
[00:05:28.000 --> 00:05:30.000]  是真種子
[00:05:30.000 --> 00:05:31.000]  但是這裡說到
[00:05:31.000 --> 00:05:37.000]  他們這群以色列人卻變為外邦葡萄樹的壞之子
[00:05:37.000 --> 00:05:39.000]  所以從歷史的角度
[00:05:39.000 --> 00:05:44.000]  雖然以色列人是神所栽培的葡萄樹
[00:05:44.000 --> 00:05:49.000]  但是由於這群以色列人所做的
[00:05:49.000 --> 00:05:52.000]  並不符合天賦上帝的本性
[00:05:52.000 --> 00:05:55.000]  不能夠符合神的盼望和旨意
[00:05:55.000 --> 00:06:01.000]  所以雖然他們是神所安放在應許之地的葡萄樹
[00:06:01.000 --> 00:06:04.000]  應該來說就是要為神顯出
[00:06:04.000 --> 00:06:09.000]  在眾民的地上顯出神的榮耀
[00:06:09.000 --> 00:06:12.000]  但是以色列人卻沒有做到
[00:06:12.000 --> 00:06:18.000]  所以以色列人就成為假的葡萄樹
[00:06:18.000 --> 00:06:24.000]  因為他失去了神原本期望他們所做的見證
[00:06:24.000 --> 00:06:26.000]  所以主耶穌在這裡強調
[00:06:26.000 --> 00:06:28.000]  他就是真葡萄樹
[00:06:28.000 --> 00:06:31.000]  是為神做真實的見證
[00:06:31.000 --> 00:06:35.000]  因此「父因子而得榮耀」
[00:06:35.000 --> 00:06:38.000]  我回去看《約翰福音》十五章五節
[00:06:38.000 --> 00:06:41.000]  主耶穌除了說他是真葡萄樹之外
[00:06:41.000 --> 00:06:44.000]  他也跟門徒說你們是知子
[00:06:44.000 --> 00:06:48.000]  雖然主耶穌說這句話的時候是對著那幫門徒
[00:06:48.000 --> 00:06:50.000]  但是這裡有個「你們」
[00:06:50.000 --> 00:06:52.000]  也包括今天的「你」和「我」
[00:06:52.000 --> 00:06:53.000]  是所有的信徒
[00:06:53.000 --> 00:06:54.000]  很明顯
[00:06:54.000 --> 00:07:00.000]  如果葡萄樹應該來說是榮耀神的話
[00:07:00.000 --> 00:07:05.000]  葡萄樹上的知子也都需要榮耀天賦上帝
[00:07:05.000 --> 00:07:07.000]  那怎麼榮耀呢?
[00:07:07.000 --> 00:07:08.000]  在這節經文裡面
[00:07:08.000 --> 00:07:12.000]  榮耀神的方法就是要多結果子
[00:07:12.000 --> 00:07:15.000]  我們一起看看
[00:07:15.000 --> 00:07:19.000]  我們怎樣才可以為神多結果子呢?
[00:07:19.000 --> 00:07:23.000]  不知道大家有沒有耕種或種樹的經驗
[00:07:23.000 --> 00:07:28.000]  我早幾年開始試種植
[00:07:28.000 --> 00:07:31.000]  第一次有收成就是種苦瓜
[00:07:31.000 --> 00:07:34.000]  把棚子弄爛
[00:07:34.000 --> 00:07:39.000]  真的有幾個苦瓜被我種出來吃
[00:07:39.000 --> 00:07:43.000]  不過後來有一個種植的高手跟我說
[00:07:43.000 --> 00:07:46.000]  你有沒有種到差不多的時候
[00:07:46.000 --> 00:07:48.000]  修剪上面那些
[00:07:48.000 --> 00:07:50.000]  他說你要修剪了
[00:07:50.000 --> 00:07:53.000]  然後才會出果更加多
[00:07:53.000 --> 00:07:55.000]  我之後就知道了
[00:07:55.000 --> 00:07:57.000]  原來是要做一些修剪
[00:07:57.000 --> 00:08:01.000]  才可以讓果實更加多
[00:08:01.000 --> 00:08:03.000]  而在這個比喻裡面
[00:08:03.000 --> 00:08:08.000]  主耶穌告訴我們有兩類型的修剪
[00:08:08.000 --> 00:08:09.000]  第一種的修剪
[00:08:09.000 --> 00:08:13.000]  就是修剪一些不結果子的枝子
[00:08:13.000 --> 00:08:14.000]  因為主耶穌說
[00:08:14.000 --> 00:08:16.000]  凡屬我不結果子的枝子
[00:08:16.000 --> 00:08:18.000]  他就剪去
[00:08:18.000 --> 00:08:20.000]  大家要留心
[00:08:20.000 --> 00:08:22.000]  被剪去的意思
[00:08:22.000 --> 00:08:26.000]  並不是指我們信徒被神剪了之後
[00:08:26.000 --> 00:08:27.000]  我們就失去救恩
[00:08:27.000 --> 00:08:28.000]  不是這個意思
[00:08:28.000 --> 00:08:31.000]  而是說當我們不結果子的時候
[00:08:31.000 --> 00:08:35.000]  我們在生命裡面不斷要被神更新
[00:08:35.000 --> 00:08:36.000]  去模造
[00:08:36.000 --> 00:08:39.000]  因為雖然不結果子的枝子
[00:08:39.000 --> 00:08:41.000]  沒有果子
[00:08:41.000 --> 00:08:44.000]  但是枝子仍然在葡萄樹上面
[00:08:44.000 --> 00:08:48.000]  所以我們仍然是屬於主耶穌基督
[00:08:48.000 --> 00:08:53.000]  我上網找找修剪樹枝的資料
[00:08:53.000 --> 00:08:57.000]  我發覺有十二種的枝子
[00:08:57.000 --> 00:08:59.000]  是需要被修剪的
[00:08:59.000 --> 00:09:01.000]  如果大家看得到的話
[00:09:01.000 --> 00:09:04.000]  其中有一種枝子需要修剪
[00:09:04.000 --> 00:09:06.000]  它們叫做桃長枝
[00:09:06.000 --> 00:09:07.000]  什麼叫桃長枝呢?
[00:09:07.000 --> 00:09:09.000]  桃就是桃園
[00:09:09.000 --> 00:09:10.000]  就是浪費
[00:09:10.000 --> 00:09:12.000]  桃長枝的意思就是說
[00:09:12.000 --> 00:09:15.000]  這一類的枝子不斷地生長
[00:09:15.000 --> 00:09:16.000]  生長得很快
[00:09:16.000 --> 00:09:17.000]  生長得很長
[00:09:17.000 --> 00:09:19.000]  但是卻沒有果子在上面
[00:09:19.000 --> 00:09:21.000]  只有生長得快
[00:09:21.000 --> 00:09:22.000]  生長得壯
[00:09:22.000 --> 00:09:23.000]  但是沒有果子
[00:09:23.000 --> 00:09:25.000]  這叫做桃長枝
[00:09:25.000 --> 00:09:27.000]  如果看到這些枝子的時候
[00:09:27.000 --> 00:09:29.000]  你就需要剪去
[00:09:29.000 --> 00:09:31.000]  不過不是整枝剪去
[00:09:31.000 --> 00:09:33.000]  是剪去部分
[00:09:33.000 --> 00:09:35.000]  等它下一年的時候
[00:09:35.000 --> 00:09:37.000]  再生的時候
[00:09:37.000 --> 00:09:38.000]  就會有果子出來了
[00:09:38.000 --> 00:09:41.000]  因為這種果子你不剪的話
[00:09:41.000 --> 00:09:45.000]  它就會吸收了樹的營養水分等等
[00:09:45.000 --> 00:09:47.000]  所以我們要修剪一部分
[00:09:47.000 --> 00:09:50.000]  但屬靈的生命也是一樣
[00:09:50.000 --> 00:09:52.000]  如果我們生命裡面有一些東西
[00:09:52.000 --> 00:09:55.000]  不為神帶來榮耀的時候
[00:09:55.000 --> 00:09:58.000]  甚至是羞辱神的榮耀的時候
[00:09:58.000 --> 00:10:04.000]  神作為葡萄園的栽培者
[00:10:04.000 --> 00:10:06.000]  祂就會修剪
[00:10:06.000 --> 00:10:12.000]  我很多年之前認識了一個很有恩賜的傳道人
[00:10:12.000 --> 00:10:13.000]  很有恩賜
[00:10:13.000 --> 00:10:15.000]  講道很有力
[00:10:15.000 --> 00:10:18.000]  很清晰地將聖經的真理講解出來
[00:10:18.000 --> 00:10:21.000]  很受他的會友所愛戴
[00:10:21.000 --> 00:10:24.000]  不過是一個很突然的消息
[00:10:24.000 --> 00:10:27.000]  他是被警察抓了
[00:10:27.000 --> 00:10:29.000]  被警察抓的原因
[00:10:29.000 --> 00:10:33.000]  因為他犯了道德上的罪
[00:10:33.000 --> 00:10:34.000]  不單被警察抓
[00:10:34.000 --> 00:10:36.000]  甚至坐了幾年牢
[00:10:36.000 --> 00:10:38.000]  我們會感到很可惜
[00:10:38.000 --> 00:10:41.000]  一個看來神所重用的僕人
[00:10:41.000 --> 00:10:45.000]  卻是因為道德的罪而要入獄
[00:10:45.000 --> 00:10:47.000]  但是我在這裡這樣想
[00:10:47.000 --> 00:10:52.000]  如果道德的罪不被發現的時候
[00:10:52.000 --> 00:10:59.000]  這個僕者也許仍然有一個很受尊崇的外表
[00:10:59.000 --> 00:11:01.000]  一個很受尊敬的僕者
[00:11:01.000 --> 00:11:04.000]  但是只不過是一個圖獎枝
[00:11:04.000 --> 00:11:06.000]  枝葉茂盛
[00:11:06.000 --> 00:11:07.000]  又美又壯
[00:11:07.000 --> 00:11:09.000]  但是在神的眼中
[00:11:09.000 --> 00:11:16.000]  祂不過是葡萄樹上一個不潔果子的圖獎枝
[00:11:16.000 --> 00:11:18.000]  是需要被修剪
[00:11:18.000 --> 00:11:19.000]  沒錯
[00:11:19.000 --> 00:11:20.000]  在修剪的過程裡面
[00:11:20.000 --> 00:11:23.000]  沒有一個人會覺得感覺良好
[00:11:23.000 --> 00:11:27.000]  我相信對於失腳的傳道人來說
[00:11:27.000 --> 00:11:29.000]  代表著的就是痛苦
[00:11:29.000 --> 00:11:31.000]  失去了會友對他的尊重
[00:11:31.000 --> 00:11:35.000]  失去了對家人對他的期望
[00:11:35.000 --> 00:11:40.000]  也令很多支持他的人感到羞愧
[00:11:40.000 --> 00:11:41.000]  但是想深一層
[00:11:41.000 --> 00:11:42.000]  如果從屬靈的角度
[00:11:42.000 --> 00:11:46.000]  這個修剪卻是必須的
[00:11:46.000 --> 00:11:51.000]  因為一個帶著憂傷痛悔的心靈
[00:11:51.000 --> 00:11:53.000]  去見主的面
[00:11:53.000 --> 00:11:58.000]  總好過帶著一個從不悔改的犯罪的心
[00:11:58.000 --> 00:12:00.000]  去見主的面
[00:12:00.000 --> 00:12:04.000]  所以我很盼望這個傳道人有真心的悔改
[00:12:04.000 --> 00:12:07.000]  我們回來看有第二種的修剪
[00:12:07.000 --> 00:12:13.000]  這種修剪就是修剪一些能夠潔果子的枝子
[00:12:13.000 --> 00:12:15.000]  能夠潔果子的枝子
[00:12:15.000 --> 00:12:20.000]  你說能夠潔果子的枝子還要修剪?
[00:12:20.000 --> 00:12:21.000]  聖經說
[00:12:21.000 --> 00:12:28.000]  「凡潔果子的,他就修理乾淨,使枝子潔果子更多」
[00:12:28.000 --> 00:12:29.000]  即是告訴我們什麼?
[00:12:29.000 --> 00:12:33.000]  即是告訴我們潔果子從來不是最終極的目標
[00:12:33.000 --> 00:12:35.000]  最終極的目標是什麼?
[00:12:35.000 --> 00:12:37.000]  是潔更多的果子
[00:12:37.000 --> 00:12:39.000]  這個才是真正的目標
[00:12:39.000 --> 00:12:42.000]  如果我們比較第一種的修剪的時候
[00:12:42.000 --> 00:12:44.000]  你可以看到第二種的修剪
[00:12:44.000 --> 00:12:47.000]  是另外一個更高的層次
[00:12:47.000 --> 00:12:51.000]  如果能夠潔果子的枝子是好的
[00:12:51.000 --> 00:12:56.000]  為了讓這個枝子潔更多的果子
[00:12:56.000 --> 00:13:00.000]  如果有一些沒用處的小枝葉
[00:13:00.000 --> 00:13:03.000]  這些小枝葉也需要被剪去
[00:13:03.000 --> 00:13:07.000]  在屬靈生命的成長過程之中
[00:13:07.000 --> 00:13:08.000]  大家有沒有留意
[00:13:08.000 --> 00:13:13.000]  我們總是有一些性情、行為、性格、做事的方式
[00:13:13.000 --> 00:13:15.000]  我們可能會覺得無傷大雅
[00:13:15.000 --> 00:13:18.000]  每個人都喜歡貪小便宜
[00:13:18.000 --> 00:13:20.000]  有時候說一兩句謊話也無所謂
[00:13:20.000 --> 00:13:22.000]  有時候遲到早退
[00:13:22.000 --> 00:13:24.000]  搭上一個人又不做
[00:13:24.000 --> 00:13:27.000]  做事又馬馬虎虎
[00:13:27.000 --> 00:13:28.000]  得過且過
[00:13:28.000 --> 00:13:29.000]  每個人都是這樣
[00:13:29.000 --> 00:13:33.000]  有時我們覺得這些小枝小節無傷大雅
[00:13:33.000 --> 00:13:35.000]  不過對不起
[00:13:35.000 --> 00:13:40.000]  當別人看在眼中
[00:13:40.000 --> 00:13:42.000]  特別是那些非信徒
[00:13:42.000 --> 00:13:45.000]  當他們看到我們有這樣的
[00:13:45.000 --> 00:13:48.000]  所謂無傷大雅的小枝節的時候
[00:13:48.000 --> 00:13:50.000]  他們怎樣看基督徒?
[00:13:50.000 --> 00:13:52.000]  他們怎樣看我們的信仰?
[00:13:52.000 --> 00:13:56.000]  他們怎樣看我們信仰背後所信的神?
[00:13:56.000 --> 00:13:59.000]  有時候我在想
[00:13:59.000 --> 00:14:04.000]  如果我們對這些所謂小枝小節無傷大雅的事情
[00:14:04.000 --> 00:14:10.000]  我們不依靠神去有行動去改善的時候
[00:14:10.000 --> 00:14:13.000]  神會有行動幫我們修剪
[00:14:13.000 --> 00:14:15.000]  如果我們看第三節的話
[00:14:15.000 --> 00:14:16.000]  主耶穌說
[00:14:16.000 --> 00:14:20.000]  祂的道已經讓我們被修理乾淨
[00:14:20.000 --> 00:14:23.000]  我們不知道神會用什麼方式
[00:14:23.000 --> 00:14:24.000]  或者是什麼時候
[00:14:24.000 --> 00:14:28.000]  來幫我們人生做修剪
[00:14:28.000 --> 00:14:30.000]  但是有一樣祂是可以肯定的
[00:14:30.000 --> 00:14:33.000]  修剪的過程必不可受
[00:14:33.000 --> 00:14:36.000]  如果我們看希伯來書的十二章六節
[00:14:36.000 --> 00:14:40.000]  那裡說到凡是主耶穌所愛的
[00:14:40.000 --> 00:14:41.000]  怎樣?
[00:14:41.000 --> 00:14:43.000]  並不放縱
[00:14:43.000 --> 00:14:45.000]  而是祂必管教
[00:14:45.000 --> 00:14:50.000]  右邊打凡他所收納的兒子
[00:14:50.000 --> 00:14:53.000]  所以當我們被神所管教
[00:14:53.000 --> 00:14:56.000]  被神所修剪的時候
[00:14:56.000 --> 00:15:00.000]  當我們被神所懲治的時候
[00:15:00.000 --> 00:15:01.000]  不要投訴
[00:15:01.000 --> 00:15:02.000]  不要投訴
[00:15:02.000 --> 00:15:06.000]  為什麼有這麼不好的事情
[00:15:06.000 --> 00:15:07.000]  總是發生在我們身上
[00:15:07.000 --> 00:15:09.000]  相反我們要找出
[00:15:09.000 --> 00:15:12.000]  究竟我們生命裡有什麼地方
[00:15:12.000 --> 00:15:16.000]  需要神來為我們做修剪
[00:15:16.000 --> 00:15:18.000]  以致我們可以結果子更多
[00:15:18.000 --> 00:15:20.000]  我們需要問的問題就是
[00:15:20.000 --> 00:15:22.000]  我們怎樣可以讓神
[00:15:22.000 --> 00:15:25.000]  更在我們生命裡得到榮耀
[00:15:25.000 --> 00:15:28.000]  以致我們可以為神結更多的果子
[00:15:28.000 --> 00:15:29.000]  結什麼果子?
[00:15:29.000 --> 00:15:32.000]  在加拿大書的五章
[00:15:32.000 --> 00:15:34.000]  保羅告訴我們
[00:15:34.000 --> 00:15:36.000]  什麼類型的果子
[00:15:36.000 --> 00:15:38.000]  屬靈的果子包括什麼?
[00:15:38.000 --> 00:15:39.000]  人愛喜樂和平
[00:15:39.000 --> 00:15:40.000]  忍耐恩慈良善
[00:15:40.000 --> 00:15:42.000]  信實溫柔節制
[00:15:42.000 --> 00:15:45.000]  這些都是神聖靈
[00:15:45.000 --> 00:15:48.000]  為我們不斷更新
[00:15:48.000 --> 00:15:50.000]  讓我們的性情生命得到無助
[00:15:50.000 --> 00:15:54.000]  以致我們可以結出以上的果子
[00:15:54.000 --> 00:15:56.000]  如果大家做得到盤點
[00:15:56.000 --> 00:15:58.000]  盤算吧
[00:15:58.000 --> 00:15:59.000]  反省一下我們人生
[00:15:59.000 --> 00:16:01.000]  你數一數這幾種的果子
[00:16:01.000 --> 00:16:04.000]  有嗎?
[00:16:04.000 --> 00:16:09.000]  有沒有這種屬靈的質素?
[00:16:09.000 --> 00:16:10.000]  主耶穌說
[00:16:10.000 --> 00:16:12.000]  祂就是葡萄樹
[00:16:12.000 --> 00:16:13.000]  跟隨祂的
[00:16:13.000 --> 00:16:14.000]  相信祂的
[00:16:14.000 --> 00:16:16.000]  就是知子
[00:16:16.000 --> 00:16:22.000]  以致我們可以尚在主耶穌的裡面
[00:16:22.000 --> 00:16:25.000]  而主耶穌也尚在信徒的裡面
[00:16:25.000 --> 00:16:27.000]  以致人可以多結果子
[00:16:27.000 --> 00:16:29.000]  即是告訴我們什麼?
[00:16:29.000 --> 00:16:30.000]  即是告訴我們
[00:16:30.000 --> 00:16:33.000]  信徒和耶穌基督的關係
[00:16:33.000 --> 00:16:36.000]  是一個互為內在的結連
[00:16:36.000 --> 00:16:37.000]  我們在祂的裡面
[00:16:37.000 --> 00:16:38.000]  祂也在我們的裡面
[00:16:38.000 --> 00:16:39.000]  什麼意思?
[00:16:39.000 --> 00:16:40.000]  很圓
[00:16:40.000 --> 00:16:41.000]  很抽象
[00:16:41.000 --> 00:16:43.000]  什麼叫我又在祂的裡面
[00:16:43.000 --> 00:16:45.000]  祂又在我們的裡面
[00:16:45.000 --> 00:16:47.000]  當然我們要理解這次的經文
[00:16:47.000 --> 00:16:51.000]  並不是指物質互相在裡面
[00:16:51.000 --> 00:16:54.000]  這是說一種關係
[00:16:54.000 --> 00:16:57.000]  是一種互相在裡面的關係
[00:16:57.000 --> 00:16:59.000]  所以所描述的
[00:16:59.000 --> 00:17:01.000]  是一種我們不能分割
[00:17:01.000 --> 00:17:03.000]  極其親密的關係
[00:17:03.000 --> 00:17:06.000]  大家想一想
[00:17:06.000 --> 00:17:10.000]  一塊冰掉進水裡
[00:17:10.000 --> 00:17:13.000]  很明顯那塊冰就在水裡
[00:17:13.000 --> 00:17:19.000]  但是當那塊冰融化之後
[00:17:19.000 --> 00:17:21.000]  水好像就在冰裡
[00:17:21.000 --> 00:17:23.000]  冰又在水裡
[00:17:23.000 --> 00:17:26.000]  根本再不能夠分開
[00:17:26.000 --> 00:17:30.000]  這種就是互相在裡面的關係
[00:17:30.000 --> 00:17:31.000]  當我們在主耶穌裡面
[00:17:31.000 --> 00:17:34.000]  進入主耶穌的真理裡面
[00:17:34.000 --> 00:17:39.000]  能夠成為一個一體
[00:17:39.000 --> 00:17:42.000]  我們就到達一種不能夠分割的
[00:17:42.000 --> 00:17:45.000]  互為在裡面的關係
[00:17:45.000 --> 00:17:49.000]  當我們有這種不能再分割的關係的時候
[00:17:49.000 --> 00:17:52.000]  就好像這裡所說
[00:17:52.000 --> 00:17:55.000]  枝子在葡萄樹
[00:17:55.000 --> 00:17:56.000]  連於葡萄樹
[00:17:56.000 --> 00:17:59.000]  樹幹的汁液營養
[00:17:59.000 --> 00:18:00.000]  一直流入枝子
[00:18:00.000 --> 00:18:01.000]  代表著什麼?
[00:18:01.000 --> 00:18:04.000]  代表著神的心意成為我們的心意
[00:18:04.000 --> 00:18:06.000]  所以我們看第七節
[00:18:06.000 --> 00:18:08.000]  主耶穌說:凡你們所願意的祈求
[00:18:08.000 --> 00:18:10.000]  就給你們成就
[00:18:10.000 --> 00:18:14.000]  這個話千萬不要單單抽出來去理解
[00:18:14.000 --> 00:18:18.000]  這裡的意思並不是指我們以後心想事成
[00:18:18.000 --> 00:18:20.000]  以後我們求什麼就得什麼
[00:18:20.000 --> 00:18:21.000]  並不是這個意思
[00:18:21.000 --> 00:18:22.000]  這個意思就是說
[00:18:22.000 --> 00:18:25.000]  當我們在主耶穌裡面的時候
[00:18:25.000 --> 00:18:27.000]  主耶穌的話語
[00:18:27.000 --> 00:18:29.000]  祂的真理
[00:18:29.000 --> 00:18:31.000]  就會在我們裡面
[00:18:31.000 --> 00:18:35.000]  讓我們祈求的時候
[00:18:35.000 --> 00:18:40.000]  懂得按著神的心意去祈求
[00:18:40.000 --> 00:18:41.000]  當我們祈求的
[00:18:41.000 --> 00:18:43.000]  是合乎神的心意的時候
[00:18:43.000 --> 00:18:46.000]  神就會為我們成就
[00:18:46.000 --> 00:18:48.000]  但當然成就的時候
[00:18:48.000 --> 00:18:52.000]  也不一定按照我們的意思
[00:18:52.000 --> 00:18:54.000]  按照我們的時間
[00:18:54.000 --> 00:18:56.000]  也是為我們成就
[00:18:56.000 --> 00:18:59.000]  但是我們要相信一個神為我們預備的
[00:18:59.000 --> 00:19:01.000]  必定最好
[00:19:01.000 --> 00:19:06.000]  所以無論是天父上帝的祭祀
[00:19:06.000 --> 00:19:09.000]  還是和主耶穌的結年
[00:19:09.000 --> 00:19:11.000]  都是在說同一件事
[00:19:11.000 --> 00:19:13.000]  就是我們要結果子
[00:19:13.000 --> 00:19:14.000]  不單只是結果子
[00:19:14.000 --> 00:19:17.000]  還是要結更多的果子
[00:19:17.000 --> 00:19:19.000]  如果我們看第八節
[00:19:19.000 --> 00:19:20.000]  主耶穌說
[00:19:20.000 --> 00:19:23.000]  當我們為神結更多的果子的時候
[00:19:23.000 --> 00:19:27.000]  天父上帝就因此而得著榮耀
[00:19:27.000 --> 00:19:29.000]  我想大家留意
[00:19:29.000 --> 00:19:33.000]  留意第九節
[00:19:33.000 --> 00:19:35.000]  第九節
[00:19:35.000 --> 00:19:37.000]  在頭那一到八節
[00:19:37.000 --> 00:19:40.000]  其實都是說到我們要結果子
[00:19:40.000 --> 00:19:43.000]  但突然之間去到第九節的時候
[00:19:43.000 --> 00:19:45.000]  好像將主題突然間
[00:19:45.000 --> 00:19:47.000]  變成另一個主題
[00:19:47.000 --> 00:19:50.000]  說到彼此相愛的功課
[00:19:50.000 --> 00:19:51.000]  總而言之
[00:19:51.000 --> 00:19:54.000]  我們要學習天父和耶穌之間的愛
[00:19:54.000 --> 00:19:57.000]  以致信徒與信徒之間能夠彼此相愛
[00:19:57.000 --> 00:20:00.000]  如果大家這樣理解這一節經文的時候
[00:20:00.000 --> 00:20:02.000]  似乎一到八節突然之間
[00:20:02.000 --> 00:20:06.000]  從葡萄樹與枝子的道理
[00:20:06.000 --> 00:20:12.000]  突然之間轉去說彼此相愛
[00:20:12.000 --> 00:20:15.000]  我們要留意
[00:20:15.000 --> 00:20:17.000]  特別當我們看聖經的時候
