
[00:00:00.000 --> 00:00:03.000]  上次說到我會玩遊戲機
[00:01:21.000 --> 00:01:23.000]  而且難以預測
[00:01:23.000 --> 00:01:26.000]  變相你打這類機
[00:01:26.000 --> 00:01:28.000]  你用錯率很低
[00:01:28.000 --> 00:01:30.000]  而且很容易就會死
[00:01:30.000 --> 00:01:33.000]  變相來說這種遊戲
[00:01:33.000 --> 00:01:37.000]  玩的人出錯率是特別大的
[00:01:37.000 --> 00:01:39.000]  而且特別容易死掉
[00:01:39.000 --> 00:01:43.000]  玩的人可能要用幾十個小時
[00:01:43.000 --> 00:01:44.000]  或者百多個小時
[00:01:44.000 --> 00:01:46.000]  才能玩完一個遊戲
[00:01:46.000 --> 00:01:48.000]  也可能需要幾十個小時
[00:01:48.000 --> 00:01:50.000]  甚至超過一百個小時
[00:01:50.000 --> 00:01:52.000]  才能夠打完一個遊戲
[00:01:52.000 --> 00:01:54.000]  所以有些人就說
[00:01:54.000 --> 00:01:56.000]  玩這些魂系遊戲的人
[00:01:56.000 --> 00:01:59.000]  都是被虐狂 喜歡受苦
[00:01:59.000 --> 00:02:01.000]  所以很多人都覺得
[00:02:01.000 --> 00:02:03.000]  願意玩這種遊戲的人
[00:02:03.000 --> 00:02:05.000]  都是有那種被虐待
[00:02:05.000 --> 00:02:07.000]  或者是受苦的這種事
[00:02:07.000 --> 00:02:09.000]  不知道大家玩遊戲
[00:02:09.000 --> 00:02:11.000]  喜歡玩些簡單直接
[00:02:11.000 --> 00:02:15.000]  還是喜歡玩些有挑戰性的魂系遊戲呢
[00:02:15.000 --> 00:02:16.000]  不知道
[00:02:16.000 --> 00:02:18.000]  大家要是玩遊戲的話
[00:02:18.000 --> 00:02:20.000]  是喜歡那種簡單快捷的
[00:02:20.000 --> 00:02:22.000]  或者是喜歡有這種挑戰的
[00:02:22.000 --> 00:02:25.000]  像這種魂系遊戲呢
[00:02:25.000 --> 00:02:26.000]  上星期節目師說到
[00:02:26.000 --> 00:02:29.000]  薩姆爾是一個聆聽主的聲音
[00:02:29.000 --> 00:02:32.000]  夢主使用的先知和時事
[00:02:32.000 --> 00:02:34.000]  上星期張牧師說到
[00:02:34.000 --> 00:02:37.000]  薩姆爾是一個聆聽主的聲音
[00:02:37.000 --> 00:02:41.000]  夢主使用的先知和事實
[00:02:41.000 --> 00:02:43.000]  不知道大家覺得薩姆爾做時事
[00:02:43.000 --> 00:02:45.000]  是一個容易的任務
[00:02:45.000 --> 00:02:48.000]  還是一個運氣的旅程呢
[00:02:48.000 --> 00:02:51.000]  不知道大家覺得薩姆爾做時事
[00:02:51.000 --> 00:02:53.000]  是一個容易的任務嗎
[00:02:53.000 --> 00:02:57.000]  還是一個好像打魂系遊戲的這種旅程
[00:02:57.000 --> 00:02:58.000]  我們回想一下
[00:02:58.000 --> 00:03:00.000]  趙牧師上星期所說的
[00:03:00.000 --> 00:03:02.000]  薩姆爾上任的日子
[00:03:02.000 --> 00:03:04.000]  是一個什麼日子呢
[00:03:04.000 --> 00:03:05.000]  那讓我們回想一下
[00:03:05.000 --> 00:03:07.000]  張牧師所說的
[00:03:07.000 --> 00:03:09.000]  薩姆爾上任的時候
[00:03:09.000 --> 00:03:11.000]  那個日子是怎麼樣的
[00:03:11.000 --> 00:03:13.000]  薩姆爾記上三章一節
[00:03:13.000 --> 00:03:14.000]  說到這個日子
[00:03:14.000 --> 00:03:16.000]  是耶和華的言語稀少
[00:03:16.000 --> 00:03:19.000]  不常有默示的日子
[00:03:19.000 --> 00:03:21.000]  薩姆爾記上三章一節
[00:03:21.000 --> 00:03:23.000]  說到那些日子是
[00:03:23.000 --> 00:03:25.000]  耶和華的言語稀少
[00:03:25.000 --> 00:03:27.000]  不常有默示的日子
[00:03:27.000 --> 00:03:28.000]  為什麼呢
[00:03:28.000 --> 00:03:32.000]  因為時任新生代的祭司行惡
[00:03:32.000 --> 00:03:34.000]  大家記得以利的兩個兒子
[00:03:34.000 --> 00:03:36.000]  他們不認識耶和華
[00:03:36.000 --> 00:03:38.000]  順從自己的私慾
[00:03:38.000 --> 00:03:40.000]  我們記得那個時候
[00:03:40.000 --> 00:03:46.000]  時任的新生代的祭司
[00:03:46.000 --> 00:03:47.000]  也就是以利的兩個兒子
[00:03:47.000 --> 00:03:49.000]  他們是不認識耶和華
[00:03:49.000 --> 00:03:51.000]  也是做惡事的人
[00:03:51.000 --> 00:03:53.000]  而昔日專心侍奉
[00:03:53.000 --> 00:03:55.000]  耶和華神的祭司
[00:03:55.000 --> 00:03:57.000]  他也私相授受
[00:03:57.000 --> 00:03:58.000]  聖經說他尊重兒子
[00:03:58.000 --> 00:04:00.000]  多過尊重神
[00:04:00.000 --> 00:04:02.000]  而以利這個
[00:04:02.000 --> 00:04:04.000]  當時也能夠專心
[00:04:04.000 --> 00:04:06.000]  侍奉神的祭司
[00:04:06.000 --> 00:04:08.000]  他也私相授受
[00:04:08.000 --> 00:04:10.000]  尊重自己的兒子
[00:04:10.000 --> 00:04:12.000]  過於尊重神
[00:04:12.000 --> 00:04:16.000]  宗教領袖就這麼敗壞了
[00:04:16.000 --> 00:04:17.000]  那些以色列民眾
[00:04:17.000 --> 00:04:18.000]  會不會好一點呢
[00:04:18.000 --> 00:04:20.000]  爭回口氣呢
[00:04:20.000 --> 00:04:22.000]  那宗教領袖已經是
[00:04:22.000 --> 00:04:24.000]  如實的敗壞
[00:04:24.000 --> 00:04:27.000]  那以色列的民眾又是怎麼樣
[00:04:27.000 --> 00:04:29.000]  他們爭氣嗎
[00:04:29.000 --> 00:04:30.000]  撒姆爾記上四章記載
[00:04:30.000 --> 00:04:32.000]  以色列人長期的愛敵
[00:04:32.000 --> 00:04:34.000]  菲律師人再度的出場
[00:04:34.000 --> 00:04:36.000]  並且在戰場上
[00:04:36.000 --> 00:04:38.000]  打敗了以色列人
[00:04:38.000 --> 00:04:40.000]  撒姆爾記第四章
[00:04:40.000 --> 00:04:42.000]  說到記載以色列的
[00:04:42.000 --> 00:04:44.000]  他們長期的外敵
[00:04:44.000 --> 00:04:47.000]  菲律師人再度出場了
[00:04:47.000 --> 00:04:48.000]  而且在戰場上
[00:04:48.000 --> 00:04:50.000]  打敗了以色列人
[00:04:50.000 --> 00:04:54.000]  殺了大概四千個以色列人
[00:04:54.000 --> 00:04:56.000]  菲律師人殺了
[00:04:56.000 --> 00:04:59.000]  大概四千多名的以色列人
[00:04:59.000 --> 00:05:01.000]  打敗仗那怎麼辦呢
[00:05:01.000 --> 00:05:03.000]  那打敗仗了怎麼辦
[00:05:03.000 --> 00:05:04.000]  以色列
[00:05:04.000 --> 00:05:07.000]  接著再說以色列的眾長老
[00:05:07.000 --> 00:05:09.000]  這裡漏了一個
[00:05:09.000 --> 00:05:10.000]  翻譯不到的「眾」
[00:05:10.000 --> 00:05:12.000]  以色列的眾長老他們就說
[00:05:12.000 --> 00:05:14.000]  耶和華神要為他們
[00:05:14.000 --> 00:05:16.000]  打敗仗負責任
[00:05:16.000 --> 00:05:18.000]  以色列的眾長老就說
[00:05:18.000 --> 00:05:20.000]  耶和華要為他們的
[00:05:20.000 --> 00:05:22.000]  敗仗負責任
[00:05:22.000 --> 00:05:24.000]  然而按照聖經的記載
[00:05:24.000 --> 00:05:26.000]  一開始其實明明是
[00:05:26.000 --> 00:05:28.000]  以色列人
[00:05:28.000 --> 00:05:30.000]  不是神指示
[00:05:30.000 --> 00:05:32.000]  以色列人出去打仗
[00:05:32.000 --> 00:05:34.000]  也不是菲律師人入侵他們
[00:05:34.000 --> 00:05:35.000]  所以他們要打
[00:05:35.000 --> 00:05:37.000]  而是以色列人自己的意思
[00:05:37.000 --> 00:05:40.000]  我要出去和菲律師人打仗
[00:05:40.000 --> 00:05:42.000]  然而按照聖經的記載
[00:05:42.000 --> 00:05:44.000]  一開始明明就說
[00:05:44.000 --> 00:05:46.000]  不是耶和華只是以色列人
[00:05:46.000 --> 00:05:48.000]  要去打菲律師人的
[00:05:48.000 --> 00:05:49.000]  也不是說
[00:05:49.000 --> 00:05:53.000]  菲律師人日清了以色列人
[00:05:53.000 --> 00:05:55.000]  而是以色列人自己
[00:05:55.000 --> 00:05:57.000]  要出去跟菲律師人打仗
[00:05:57.000 --> 00:05:59.000]  但是當時的以色列人
[00:05:59.000 --> 00:06:01.000]  輸打贏要
[00:06:01.000 --> 00:06:03.000]  輸了一場仗
[00:06:03.000 --> 00:06:05.000]  就要將責任
[00:06:05.000 --> 00:06:07.000]  歸還在神身上
[00:06:07.000 --> 00:06:09.000]  但當時的以色列人
[00:06:09.000 --> 00:06:10.000]  輸打贏要
[00:06:10.000 --> 00:06:12.000]  他們打敗仗了以後
[00:06:12.000 --> 00:06:14.000]  就把責任歸到
[00:06:14.000 --> 00:06:16.000]  耶和華的頭上了
[00:06:16.000 --> 00:06:17.000]  不單止是這樣
[00:06:17.000 --> 00:06:19.000]  他們更加想把神
[00:06:19.000 --> 00:06:21.000]  當作皇大仙
[00:06:21.000 --> 00:06:23.000]  而且他們不單止還要
[00:06:23.000 --> 00:06:25.000]  把神當作皇大仙
[00:06:25.000 --> 00:06:27.000]  就是要有求必應
[00:06:27.000 --> 00:06:31.000]  怎樣當神是皇大仙呢
[00:06:31.000 --> 00:06:32.000]  他們就相宜
[00:06:32.000 --> 00:06:34.000]  將耶和華神的月桂
[00:06:34.000 --> 00:06:36.000]  先至帶到戰場上
[00:06:36.000 --> 00:06:38.000]  盼望這個月桂
[00:06:38.000 --> 00:06:40.000]  為他們打開聖戰的路
[00:06:40.000 --> 00:06:42.000]  那他們是怎麼做的呢
[00:06:42.000 --> 00:06:45.000]  他們就把耶和華神的月桂
[00:06:45.000 --> 00:06:47.000]  擅自帶到了戰場上
[00:06:47.000 --> 00:06:48.000]  用月桂來
[00:06:48.000 --> 00:06:50.000]  希望神幫他們
[00:06:50.000 --> 00:06:52.000]  打開聖戰的路
[00:06:52.000 --> 00:06:53.000]  結果如何呢
[00:06:53.000 --> 00:06:55.000]  那結果是怎麼樣
[00:06:55.000 --> 00:06:58.000]  以色列再次的敗陣
[00:06:58.000 --> 00:07:00.000]  今次死了三萬人
[00:07:00.000 --> 00:07:02.000]  以色列人再次打敗仗了
[00:07:02.000 --> 00:07:05.000]  這一次死了三萬人
[00:07:05.000 --> 00:07:09.000]  兩個跟月桂同行的祭司
[00:07:09.000 --> 00:07:10.000]  上個星期說到
[00:07:10.000 --> 00:07:12.000]  鄂明昭章的以利
[00:07:12.000 --> 00:07:15.000]  兩個兒子都死在戰場上
[00:07:15.000 --> 00:07:19.000]  而且與月桂同行的兩個祭司
[00:07:19.000 --> 00:07:21.000]  就是以利的兩個
[00:07:21.000 --> 00:07:23.000]  惡名昭彰的兒子
[00:07:23.000 --> 00:07:25.000]  都死在戰場上了
[00:07:25.000 --> 00:07:28.000]  月桂也在第四章開始被擄
[00:07:28.000 --> 00:07:30.000]  一直到第七章
[00:07:30.000 --> 00:07:33.000]  月桂也在第四章被擄了
[00:07:33.000 --> 00:07:35.000]  一直到第七章
[00:07:35.000 --> 00:07:38.000]  以利聽到兩個兒子的死訊
[00:07:38.000 --> 00:07:40.000]  月桂被擄的消息
[00:07:40.000 --> 00:07:42.000]  他也撲倒而死
[00:07:42.000 --> 00:07:45.000]  以利聽到兩個兒子的死訊
[00:07:45.000 --> 00:07:47.000]  和月桂被擄的消息
[00:07:47.000 --> 00:07:49.000]  他也撲倒而死了
[00:07:49.000 --> 00:07:54.000]  以利有一位懷有身孕的媳婦
[00:07:54.000 --> 00:07:57.000]  他聽到這個消息之後
[00:07:57.000 --> 00:07:59.000]  他也難產而死
[00:07:59.000 --> 00:08:03.000]  其中以利有一位懷有身孕的兒媳
[00:08:03.000 --> 00:08:06.000]  在聽到消息後他也難產而死
[00:08:06.000 --> 00:08:08.000]  臨死前他將一句說話
[00:08:08.000 --> 00:08:09.000]  重複了兩次
[00:08:09.000 --> 00:08:12.000]  他說永要離開以色列
[00:08:12.000 --> 00:08:17.000]  臨死前他重複了兩次這句話
[00:08:17.000 --> 00:08:19.000]  說永要離開以色列
[00:08:19.000 --> 00:08:23.000]  薩姆爾做仕師的日子
[00:08:23.000 --> 00:08:26.000]  是一個以色列從上至到下
[00:08:26.000 --> 00:08:29.000]  令聖傳言敗壞的日子
[00:08:29.000 --> 00:08:32.000]  薩姆爾擔任仕師的日子
[00:08:32.000 --> 00:08:35.000]  是一個以色列從上到下
[00:08:35.000 --> 00:08:39.000]  令聖傳言敗壞的日子
[00:08:39.000 --> 00:08:41.000]  象徵神臨在的月桂
[00:08:41.000 --> 00:08:43.000]  被擄去的日子
[00:08:43.000 --> 00:08:47.000]  一個象徵神臨在的月桂也被擄去了
[00:08:47.000 --> 00:08:51.000]  是一個好像以利的媳婦所說的
[00:08:51.000 --> 00:08:54.000]  永要離開以色列的日子
[00:08:54.000 --> 00:08:57.000]  也是一個就像以利的兒媳所說的
[00:08:57.000 --> 00:09:00.000]  永要離開以色列的日子
[00:09:00.000 --> 00:09:01.000]  又跟大家溫下書
[00:09:01.000 --> 00:09:03.000]  記不記得上個星期趙牧師說
[00:09:03.000 --> 00:09:07.000]  薩姆爾記上是充滿著對比的
[00:09:07.000 --> 00:09:09.000]  大家記得上個星期趙牧師說
[00:09:09.000 --> 00:09:12.000]  薩姆爾記上是充滿著對比的
[00:09:12.000 --> 00:09:15.000]  有哈那對比以利
[00:09:15.000 --> 00:09:17.000]  哈那對比以利
[00:09:17.000 --> 00:09:19.000]  薩姆爾對比掃羅
[00:09:19.000 --> 00:09:21.000]  薩姆爾對比掃羅
[00:09:21.000 --> 00:09:24.000]  但是我們看到這幾段經文
[00:09:24.000 --> 00:09:27.000]  我們就覺得薩姆爾身在的處境
[00:09:27.000 --> 00:09:29.000]  好像不是一對一的對比
[00:09:29.000 --> 00:09:32.000]  當我們看到上面這些情景的時候
[00:09:32.000 --> 00:09:35.000]  我們就覺得薩姆爾身在的處境
[00:09:35.000 --> 00:09:37.000]  好像不是一對一的對比
[00:09:37.000 --> 00:09:40.000]  而是一對百 一對一千
[00:09:40.000 --> 00:09:43.000]  一對一萬 甚至一對十萬的對比
[00:09:43.000 --> 00:09:46.000]  我們看到就像是一對一百
[00:09:46.000 --> 00:09:48.000]  一對一千 一對一萬
[00:09:48.000 --> 00:09:51.000]  甚至是一對十萬的對比
[00:09:51.000 --> 00:09:53.000]  一對一就是對比
[00:09:53.000 --> 00:09:55.000]  一對一就是對比
[00:09:55.000 --> 00:09:59.000]  一對十萬就是圍毆了
[00:09:59.000 --> 00:10:02.000]  一對十萬那就是圍毆了
[00:10:02.000 --> 00:10:06.000]  一個榮耀離開以色列的日子
[00:10:06.000 --> 00:10:09.000]  是一個一對十萬的圍毆
[00:10:09.000 --> 00:10:14.000]  我們看看一個榮耀離開以色列的日子
[00:10:14.000 --> 00:10:17.000]  一個對十萬的圍毆的
[00:10:17.000 --> 00:10:19.000]  可想而知薩姆爾做仕師
[00:10:19.000 --> 00:10:22.000]  其實都真的好像一開始說的那些遊戲一樣
[00:10:22.000 --> 00:10:25.000]  都挺雲系的一個旅程
[00:10:25.000 --> 00:10:29.000]  我們可以想像薩姆爾做仕師的
[00:10:29.000 --> 00:10:33.000]  仕師真的是好像魂系那種遊戲一樣
[00:10:33.000 --> 00:10:36.000]  薩姆爾是怎樣在萬難之中
[00:10:36.000 --> 00:10:38.000]  做一個逆流的大叔呢
[00:10:38.000 --> 00:10:41.000]  那薩姆爾是怎樣在萬難之中
[00:10:41.000 --> 00:10:43.000]  做一個逆流的大叔呢
[00:10:43.000 --> 00:10:46.000]  我說薩姆爾是一個逆流大叔
[00:10:46.000 --> 00:10:48.000]  因為經文我們看到薩姆爾
[00:10:48.000 --> 00:10:52.000]  第一個的特質就是他敢言直間
[00:10:52.000 --> 00:10:56.000]  那我們說薩姆爾是一個逆流的大叔
[00:10:56.000 --> 00:10:59.000]  是因為我們在第一章已經看到
[00:10:59.000 --> 00:11:02.000]  他是一個敢言直見的
[00:11:02.000 --> 00:11:06.000]  面對以色列從上至下的零星敗壞
[00:11:06.000 --> 00:11:09.000]  薩姆爾沒有轉彎抹角
[00:11:09.000 --> 00:11:12.000]  沒有再等什麼時機再出現
[00:11:12.000 --> 00:11:14.000]  薩姆爾面對以色列
[00:11:14.000 --> 00:11:17.000]  從上至下的零星敗壞
[00:11:17.000 --> 00:11:19.000]  他沒有轉彎抹角
[00:11:19.000 --> 00:11:22.000]  他沒有再等什麼時機出現
[00:11:22.000 --> 00:11:25.000]  因為這個情況已經是刻不容緩
[00:11:25.000 --> 00:11:29.000]  他也沒有要等待什麼樣的特別的時機
[00:11:29.000 --> 00:11:33.000]  因為當時的情況已經是刻不容緩了
[00:11:33.000 --> 00:11:35.000]  薩姆爾直接指出以色列的問題
[00:11:35.000 --> 00:11:37.000]  就是對耶和華神不忠
[00:11:37.000 --> 00:11:41.000]  薩姆爾直接指出以色列人的問題
[00:11:41.000 --> 00:11:44.000]  就是對耶和華神不忠
[00:11:44.000 --> 00:11:46.000]  經文不諱言
[00:11:46.000 --> 00:11:48.000]  以色列中間存在著一些
[00:11:48.000 --> 00:11:52.000]  朱巴力、阿斯他路這些外邦的偶像
[00:11:52.000 --> 00:11:55.000]  經文沒有毀言說
[00:11:55.000 --> 00:11:59.000]  以色列人中間存在朱巴力和阿斯他路
[00:11:59.000 --> 00:12:01.000]  這些外邦的偶像
[00:12:01.000 --> 00:12:03.000]  所以薩姆爾直斥其非
[00:12:03.000 --> 00:12:06.000]  第一樣要他們做的就是除掉這些偶像
[00:12:06.000 --> 00:12:10.000]  然後專心歸向神單單侍奉他
[00:12:10.000 --> 00:12:14.000]  所以第一樣就是薩姆爾直斥其非
[00:12:14.000 --> 00:12:18.000]  就是要他們把首先要除掉這些偶像
[00:12:18.000 --> 00:12:23.000]  然後才可以專心回徵上神單單侍奉他
[00:12:23.000 --> 00:12:25.000]  注意薩姆爾的敢言
[00:12:25.000 --> 00:12:28.000]  不是投訴不是謾罵
[00:12:28.000 --> 00:12:31.000]  我們要注意到薩姆爾的敢言
[00:12:31.000 --> 00:12:33.000]  它不是投訴那種
[00:12:33.000 --> 00:12:35.000]  也不是謾罵的形式
[00:12:35.000 --> 00:12:37.000]  後者是為著自己的益處
[00:12:37.000 --> 00:12:38.000]  為著自己的權利
[00:12:38.000 --> 00:12:41.000]  為著自己的情感去做的
[00:12:41.000 --> 00:12:43.000]  後者是為著自己的益處
[00:12:43.000 --> 00:12:46.000]  權利或者是情感而去做的
[00:12:46.000 --> 00:12:49.000]  前者是因為認識神的心意
[00:12:49.000 --> 00:12:51.000]  要全講神和人的說話
[00:12:51.000 --> 00:12:54.000]  全講真理而做的
[00:12:54.000 --> 00:12:57.000]  而前者是因為要認識神的心意
[00:12:57.000 --> 00:13:01.000]  要全講神和人的說話
[00:13:01.000 --> 00:13:03.000]  全講真理而做的
[00:13:03.000 --> 00:13:08.000]  路見不平敢言直諫容不容易呢
[00:13:08.000 --> 00:13:12.000]  路見不平敢言直諫容易嗎
[00:13:12.000 --> 00:13:14.000]  其實對我來說一點都不容易
[00:13:14.000 --> 00:13:17.000]  因為我是一個很內向的人
[00:13:17.000 --> 00:13:19.000]  對我來說一點也不容易
[00:13:19.000 --> 00:13:21.000]  因為我是一個很內向的人
[00:13:21.000 --> 00:13:24.000]  我都是一個很看重關係的人
[00:13:24.000 --> 00:13:26.000]  我也很看重關係
[00:13:26.000 --> 00:13:28.000]  所以敢言直諫從來都不是
[00:13:28.000 --> 00:13:31.000]  我天生性格使然會做的事
[00:13:31.000 --> 00:13:33.000]  所以敢言直諫從來不是
[00:13:33.000 --> 00:13:36.000]  我天生性格使然的事情
[00:13:36.000 --> 00:13:38.000]  不過神過去將我
[00:13:38.000 --> 00:13:40.000]  擺在一間很小的教會
[00:13:40.000 --> 00:13:42.000]  可是神在過去
[00:13:42.000 --> 00:13:46.000]  把我放在一間很小的教會
[00:13:46.000 --> 00:13:48.000]  變相無論是面對會眾
[00:13:48.000 --> 00:13:49.000]  對教會的決定
[00:13:49.000 --> 00:13:51.000]  有些疑問或者意見
[00:13:51.000 --> 00:13:53.000]  無論是年輕的會眾
[00:13:53.000 --> 00:13:55.000]  比較開放的思維
[00:13:55.000 --> 00:13:59.000]  還是初心者對信仰的不明白
[00:13:59.000 --> 00:14:02.000]  換句話來說就是面對會眾
[00:14:02.000 --> 00:14:05.000]  對教會決定的疑問或者意見
[00:14:05.000 --> 00:14:07.000]  有些年輕的會眾
[00:14:07.000 --> 00:14:09.000]  比較開放的思維
[00:14:09.000 --> 00:14:12.000]  還是初心者對信仰的不明白
[00:14:12.000 --> 00:14:14.000]  我作為教會唯一一位的牧者
[00:14:14.000 --> 00:14:16.000]  就要站在教會的角度
[00:14:16.000 --> 00:14:19.000]  去表達教會的立場
[00:14:19.000 --> 00:14:22.000]  那我作為教會唯一的依偎牧者
[00:14:22.000 --> 00:14:25.000]  就需要站在教會的角度
[00:14:25.000 --> 00:14:27.000]  表達教會的立場
[00:14:27.000 --> 00:14:30.000]  如果順從天性
[00:14:30.000 --> 00:14:31.000]  我應該就會說
[00:14:31.000 --> 00:14:33.000]  好像維繫關係重要一點
[00:14:33.000 --> 00:14:35.000]  這些立不立場
[00:14:35.000 --> 00:14:37.000]  你說這些會破壞關係
[00:14:37.000 --> 00:14:39.000]  立不立場這些遲些再說
[00:14:39.000 --> 00:14:41.000]  如果順從天性的話
[00:14:41.000 --> 00:14:43.000]  我應該會說
[00:14:43.000 --> 00:14:47.000]  維繫會有本身這個關係很重要的
[00:14:47.000 --> 00:14:49.000]  這些立場這些
[00:14:49.000 --> 00:14:51.000]  會破壞彼此之間的關係
[00:14:51.000 --> 00:14:53.000]  我們過點時候才說吧
[00:14:53.000 --> 00:14:55.000]  不過神將我擺在這個崗位裏面
[00:14:55.000 --> 00:14:57.000]  所以我就要頂硬上
[00:14:57.000 --> 00:15:00.000]  努力去學習怎樣去表達
[00:15:00.000 --> 00:15:03.000]  但是神把我放在這個崗位上
[00:15:03.000 --> 00:15:05.000]  所以我就要迎難而上
[00:15:05.000 --> 00:15:07.000]  努力學習去表達
[00:15:07.000 --> 00:15:09.000]  人家未必聽得入耳的
[00:15:09.000 --> 00:15:11.000]  我都要學習去講
[00:15:11.000 --> 00:15:14.000]  就是別人不一定聽得進去的那些話
[00:15:14.000 --> 00:15:16.000]  我也要學習去講
[00:15:16.000 --> 00:15:19.000]  我的崗位就是傳道人
[00:15:19.000 --> 00:15:21.000]  我的崗位是傳道人
[00:15:21.000 --> 00:15:23.000]  你的崗位是什麼呢
[00:15:23.000 --> 00:15:25.000]  那你的崗位是什麼呢
[00:15:25.000 --> 00:15:27.000]  你在這個社會裏面
[00:15:27.000 --> 00:15:29.000]  你在你的公司裏面
[00:15:29.000 --> 00:15:31.000]  你的崗位是什麼呢
[00:15:31.000 --> 00:15:33.000]  你在這個社會上
[00:15:33.000 --> 00:15:35.000]  你在你公司裏面
[00:15:35.000 --> 00:15:37.000]  你的崗位是什麼
[00:15:37.000 --> 00:15:39.000]  不是說你的職業
[00:15:39.000 --> 00:15:41.000]  我不是說你的職業
[00:15:41.000 --> 00:15:43.000]  是神放你在這些地方的崗位
[00:15:43.000 --> 00:15:45.000]  其實好像今天主席所說
[00:15:45.000 --> 00:15:47.000]  其實是他的見證
[00:15:47.000 --> 00:15:49.000]  在這些崗位上
[00:15:49.000 --> 00:15:51.000]  就好像我們主席所說的
[00:15:51.000 --> 00:15:55.000]  就是我們的見證
[00:15:55.000 --> 00:15:57.000]  上主每個星期
[00:15:57.000 --> 00:16:00.000]  透過崇拜師哥跟你講話
[00:16:00.000 --> 00:16:03.000]  上主每個星期透過崇拜師哥
[00:16:03.000 --> 00:16:05.000]  向你說的話
[00:16:05.000 --> 00:16:07.000]  平日你有沒有帶神
[00:16:07.000 --> 00:16:09.000]  向這個世界宣講呢
[00:16:09.000 --> 00:16:12.000]  平常的時候你有沒有帶神
[00:16:12.000 --> 00:16:14.000]  向這個世界宣講呢
[00:16:14.000 --> 00:16:17.000]  要傳講上主的心意是不容易的
[00:16:17.000 --> 00:16:20.000]  要傳講上主的心意是不容易的
[00:16:20.000 --> 00:16:22.000]  不單只是我們性格
[00:16:22.000 --> 00:16:23.000]  膽量的問題
[00:16:23.000 --> 00:16:25.000]  不單只是我們性格
[00:16:25.000 --> 00:16:26.000]  和膽量的問題
[00:16:26.000 --> 00:16:29.000]  今天世界有很多的規章條例
[00:16:29.000 --> 00:16:33.000]  今天的世界有很多的規章和條例
[00:16:33.000 --> 00:16:35.000]  即使是教會的傳道目者
[00:16:35.000 --> 00:16:38.000]  都有很多東西需要很小心去表達
[00:16:38.000 --> 00:16:40.000]  只管是教會的目者
[00:16:40.000 --> 00:16:42.000]  也有很多東西都需要
[00:16:42.000 --> 00:16:44.000]  非常小心的去表達
[00:16:44.000 --> 00:16:45.000]  我們一不留神
[00:16:45.000 --> 00:16:48.000]  隨時可能要被對報公堂
[00:16:48.000 --> 00:16:50.000]  甚至被定罪 收監
[00:16:50.000 --> 00:16:52.000]  我們一不留神的話
[00:16:52.000 --> 00:16:54.000]  隨時都會被起訴
[00:16:54.000 --> 00:16:56.000]  甚至被定罪 坐牢
[00:16:56.000 --> 00:16:59.000]  昔日撒姆爾一對十萬
[00:16:59.000 --> 00:17:01.000]  其實同樣的艱難
[00:17:01.000 --> 00:17:03.000]  甚至比我們更加艱難
[00:17:03.000 --> 00:17:06.000]  昔日撒姆爾一對十萬
[00:17:06.000 --> 00:17:08.000]  其實是同樣艱難的
[00:17:08.000 --> 00:17:11.000]  可能比我們今天的境況更艱難
[00:17:11.000 --> 00:17:16.000]  但是撒姆爾仍然堅定忠於全港神的話
