
[00:00:00.000 --> 00:00:01.920]  現在 劉執輩 我們
[00:01:48.220 --> 00:01:52.160]  如果你真是基督徒 你一定會問
[00:01:52.160 --> 00:01:53.880]  神的旨意是什麼
[00:01:55.580 --> 00:01:56.580]  親愛的同志們
[00:01:56.580 --> 00:01:59.180]  這個問題
[00:01:59.180 --> 00:02:01.020]  其實
[00:02:01.020 --> 00:02:04.460]  大到一個地步 今天絕對講不完
[00:02:04.460 --> 00:02:10.020]  但是呢 今天我要讓大家 從這一段
[00:02:10.020 --> 00:02:13.020]  經文裡面來看見 保羅為
[00:02:13.020 --> 00:02:16.500]  哥羅西教會的弟兄姊妹 禱告一件事情
[00:02:16.500 --> 00:02:19.540]  在這第九節 第十節裡面 甚至是
[00:02:19.540 --> 00:02:22.420]  整個一直下來 你可以看見保羅禱告一個很重要
[00:02:22.420 --> 00:02:24.820]  很重要的事情 這個事情是什麼
[00:02:25.480 --> 00:02:28.280]  就是為他們能夠滿心知道
[00:02:28.280 --> 00:02:29.560]  神的旨意
[00:02:29.560 --> 00:02:33.500]  神的旨意是什麼
[00:02:33.500 --> 00:02:38.720]  我們如果按照神學來分
[00:02:38.720 --> 00:02:41.120]  神的旨意分三類
[00:02:41.120 --> 00:02:45.920]  第一個叫做 神主權的旨意
[00:02:45.920 --> 00:02:51.860]  神主權的旨意 神suffering will of God
[00:02:51.860 --> 00:02:55.380]  神的奧秘的句話 神決定
[00:02:55.380 --> 00:02:58.340]  這個宇宙當中 一切所發生的事情
[00:02:58.340 --> 00:03:01.280]  所以啟示錄第四章 第十一節說 因為你
[00:03:01.280 --> 00:03:04.240]  創造了萬物 並且萬物是因你的
[00:03:04.240 --> 00:03:07.280]  旨意被創造而有的 所以這世界
[00:03:07.280 --> 00:03:10.880]  宇宙萬物 是因為什麼而創造的
[00:03:10.880 --> 00:03:12.900]  因為 神的
[00:03:12.900 --> 00:03:16.260]  旨意 換句話說 親愛的同志們 你我的
[00:03:16.260 --> 00:03:19.260]  被創造 是因為什麼 因為
[00:03:19.260 --> 00:03:20.260]  神的
[00:03:20.260 --> 00:03:21.340]  旨意
[00:03:24.520 --> 00:03:27.460]  剛才我們講的 俄羅斯 烏克蘭的
[00:03:27.460 --> 00:03:29.580]  戰爭 是因為什麼
[00:03:29.580 --> 00:03:38.400]  是不是神的旨意 這是一個神學問題
[00:03:38.400 --> 00:03:39.600]  是不是
[00:03:39.600 --> 00:03:47.000]  所有一切 發生的這些事情
[00:03:47.000 --> 00:03:50.760]  都是在神主權的掌管中間
[00:03:50.760 --> 00:03:51.760]  有神的旨意
[00:03:51.980 --> 00:03:54.920]  你一定要看見這些事情 因為這樣子的
[00:03:54.920 --> 00:03:57.920]  緣故 我們才能夠對很多我們覺得
[00:03:57.920 --> 00:04:01.060]  不合理的事情 我們相信一件事情
[00:04:01.060 --> 00:04:04.060]  因為 這位創造宇宙萬物 這位
[00:04:04.060 --> 00:04:06.580]  掌管世界的主 他在掌權
[00:04:06.580 --> 00:04:08.200]  Amen
[00:04:08.200 --> 00:04:12.100]  所以 這是神的旨意
[00:04:12.100 --> 00:04:16.340]  第二個 神 第二類的
[00:04:16.340 --> 00:04:18.820]  旨意 叫做 神道德的旨意
[00:04:19.460 --> 00:04:22.560]  什麼叫神道德的旨意呢 就是神
[00:04:22.560 --> 00:04:25.820]  在聖經當中 啟示出來的
[00:04:25.820 --> 00:04:29.340]  所有神的命令 神的
[00:04:29.340 --> 00:04:32.320]  誡命 告訴人 該如何
[00:04:32.320 --> 00:04:35.260]  相信 如何生活 這個是
[00:04:35.260 --> 00:04:37.020]  神道德的旨意
[00:04:37.020 --> 00:04:40.560]  舉例來講 雅各書第一章二十七節
[00:04:40.560 --> 00:04:43.560]  我們一起來念 好不好 來 預備 請
[00:04:43.560 --> 00:04:46.740]  在神 我們的父面前 那清潔
[00:04:46.740 --> 00:04:49.700]  沒有玷汙的虔誠 就是
[00:04:49.700 --> 00:04:52.700]  看顧在患難中的孤兒寡婦
[00:04:52.700 --> 00:04:55.700]  並且保守自己 不沾染
[00:04:55.700 --> 00:04:58.500]  世俗 接著 請你注意
[00:04:58.500 --> 00:05:01.380]  這一段聖經裡面 告訴我們說 那個真實的
[00:05:01.380 --> 00:05:02.580]  盡虔是什麼
[00:05:02.580 --> 00:05:04.900]  兩件事情
[00:05:04.900 --> 00:05:09.240]  什麼叫盡虔 我們看到一個人很盡虔
[00:05:09.240 --> 00:05:12.060]  我們覺得他很holy 你看他 穿的衣服
[00:05:12.060 --> 00:05:13.860]  都是那個黑黑的
[00:05:16.220 --> 00:05:19.180]  絕對就是黑色 要不然就白色
[00:05:19.180 --> 00:05:21.960]  你可以看見 他都不食人間煙火的
[00:05:21.960 --> 00:05:24.980]  那個衣領都已經是有點
[00:05:24.980 --> 00:05:25.980]  皺皺的
[00:05:25.980 --> 00:05:28.840]  對不對 不是
[00:05:28.840 --> 00:05:31.940]  不沾染世俗 也不是這個意思
[00:05:31.940 --> 00:05:35.580]  但是這邊提到一件事情 提到說
[00:05:35.580 --> 00:05:38.660]  他說 看顧在患難中的
[00:05:38.660 --> 00:05:41.140]  什麼 孤兒寡婦
[00:05:41.140 --> 00:05:43.500]  所以今天早上
[00:05:44.740 --> 00:05:47.860]  我們在Torres的鄰居 我曾經替過他
[00:05:47.860 --> 00:05:51.500]  因為最近他剛生了一個孩子 小baby
[00:05:51.500 --> 00:05:55.080]  然後老大 大女兒
[00:05:55.080 --> 00:05:56.400]  又
[00:05:56.400 --> 00:05:59.740]  就是有一點點的流鼻涕
[00:05:59.740 --> 00:06:03.600]  平常我們 其實我們
[00:06:03.600 --> 00:06:06.420]  在他出生之前 師母就已經幫他
[00:06:06.420 --> 00:06:09.780]  問了我們一些弟兄姊妹 可以幫助他
[00:06:09.780 --> 00:06:12.500]  但是他生了之後 他都就說
[00:06:12.500 --> 00:06:15.180]  不需要 不需要 所以我們也想說
[00:06:15.180 --> 00:06:16.600]  他大概生了是不需要
[00:06:16.600 --> 00:06:20.320]  可是這禮拜 我今天就想說 再問一下
[00:06:20.320 --> 00:06:23.680]  問他說好不好 因為他說他的岳母來了
[00:06:23.680 --> 00:06:27.120]  他的岳母 不是
[00:06:27.120 --> 00:06:28.800]  他的婆婆
[00:06:28.800 --> 00:06:32.240]  他的婆婆來 我們心想他婆婆來就照顧他
[00:06:32.240 --> 00:06:35.260]  所以應該沒問題 結果他說他婆婆已經走了
[00:06:35.260 --> 00:06:37.580]  所以已經上禮拜就走了
[00:06:37.580 --> 00:06:40.600]  然後我就說 那這樣子你有沒有什麼需要
[00:06:40.980 --> 00:06:43.980]  就問了一下 就他馬上回一個text說
[00:06:43.980 --> 00:06:46.740]  他說 就講說現在情況 小孩子
[00:06:46.740 --> 00:06:49.860]  生病了 他一個人就要照顧兩個 一個小baby
[00:06:49.860 --> 00:06:52.820]  他說 如果有人可以幫忙他一下的話
[00:06:52.820 --> 00:06:56.160]  他說 那會非常地好
[00:06:56.160 --> 00:07:00.840]  切尼烏斯比 當你聽到這個消息 你會怎麼反應
[00:07:00.840 --> 00:07:04.020]  我立刻想到這段經文
[00:07:04.020 --> 00:07:09.320]  切尼烏斯比 什麼叫神的旨意
[00:07:10.480 --> 00:07:13.500]  當神的話這樣說的時候 你去做
[00:07:13.500 --> 00:07:14.500]  這就是神的旨意
[00:07:14.500 --> 00:07:19.440]  所以我感謝主 我們教會有一些姐妹們
[00:07:19.440 --> 00:07:22.200]  他們知道這件事情 他們就願意來幫忙
[00:07:22.200 --> 00:07:24.320]  切尼烏斯比
[00:07:24.320 --> 00:07:28.840]  很多時候我們不要講那麼多大道理
[00:07:28.840 --> 00:07:32.420]  很多啊 我們可以教很多東西
[00:07:32.420 --> 00:07:35.160]  但是聖經章裡面告訴我們 神這些
[00:07:35.160 --> 00:07:36.980]  這就是神的旨意
[00:07:38.740 --> 00:07:40.420]  神告訴我們說
[00:07:40.420 --> 00:07:43.840]  你不要為明天而憂慮
[00:07:43.840 --> 00:07:45.900]  是不是
[00:07:45.900 --> 00:07:50.440]  一天的藍樹一天當 就夠了
[00:07:50.440 --> 00:07:53.900]  切尼烏斯比 太簡單了 是不是 這句話
[00:07:53.900 --> 00:07:56.740]  你需不需要解禁 我需要告訴你希臘文是怎麼說
[00:07:56.740 --> 00:07:57.740]  需不需要
[00:07:57.740 --> 00:08:01.020]  不需要 但切尼烏斯比 在我們實際的生活當中
[00:08:01.020 --> 00:08:03.260]  你會不會憂慮啊
[00:08:03.260 --> 00:08:05.940]  會不會為明天憂慮啊
[00:08:06.820 --> 00:08:09.260]  會不會 會
[00:08:09.260 --> 00:08:13.840]  那時候主啊 幫助我 我明白你的旨意
[00:08:13.840 --> 00:08:17.100]  主啊 主說我旨意告訴你了
[00:08:17.100 --> 00:08:19.420]  我已經告訴你了
[00:08:19.420 --> 00:08:22.860]  你去行啊 你照著去做
[00:08:22.860 --> 00:08:28.300]  當你把聖經裡面 以精神顯明的旨意
[00:08:28.300 --> 00:08:31.220]  你照著去做的時候
[00:08:31.220 --> 00:08:34.240]  你才能夠去明白 接下來我要提到的
[00:08:34.240 --> 00:08:37.720]  就是神 對我們個人的旨意
[00:08:37.720 --> 00:08:42.380]  嫁給誰啊
[00:08:42.380 --> 00:08:43.920]  要不要禱告
[00:08:43.920 --> 00:08:45.540]  要不要
[00:08:45.540 --> 00:08:49.400]  這都結了婚才說要的
[00:08:49.400 --> 00:08:53.160]  還沒結婚都搞不清楚
[00:08:53.160 --> 00:08:56.040]  切尼烏斯比 去做什麼工作
[00:08:56.040 --> 00:08:58.120]  找什麼職業 要不要禱告
[00:08:58.120 --> 00:09:00.460]  要不要清楚神的旨意
[00:09:00.460 --> 00:09:02.260]  要
[00:09:02.260 --> 00:09:03.480]  是不是
[00:09:05.080 --> 00:09:08.080]  有多少你來美國 你所禱告很清楚
[00:09:08.080 --> 00:09:10.540]  上帝要我來美國的 你不用舉手了
[00:09:10.540 --> 00:09:13.000]  可能沒幾個
[00:09:13.000 --> 00:09:17.960]  你知道嗎 我們很多時候 當我們說
[00:09:17.960 --> 00:09:20.880]  我們是神的兒女 我們希望能夠清楚
[00:09:20.880 --> 00:09:23.360]  神的旨意的時候 首先
[00:09:23.360 --> 00:09:26.220]  我們要有一個 渴望明白
[00:09:26.220 --> 00:09:29.100]  神旨意 人若立志 尊這
[00:09:29.100 --> 00:09:32.040]  神的旨意行 就必曉得
[00:09:32.040 --> 00:09:35.020]  這個教訓是出於我 或是出於自己
[00:09:35.020 --> 00:09:36.380]  或是出於神
[00:09:36.380 --> 00:09:40.920]  也就是說 立志要尊這神的旨意行
[00:09:40.920 --> 00:09:44.620]  是我們要明白神旨意一個非常重要的先決條件
[00:09:44.620 --> 00:09:49.660]  神對我們 每一個人都有他的
[00:09:49.660 --> 00:09:51.360]  旨意 你相信嗎
[00:09:51.360 --> 00:09:55.240]  切尼烏斯比 你對你自己的兒女
[00:09:55.240 --> 00:09:56.640]  會不會有旨意
[00:09:56.640 --> 00:09:58.600]  會不會
[00:09:58.600 --> 00:10:01.820]  雖然他不希望你對他有旨意
[00:10:02.380 --> 00:10:04.140]  最好leave me alone
[00:10:04.140 --> 00:10:07.740]  don't bother me 不要管太多
[00:10:07.740 --> 00:10:10.700]  是不是 但是呢 你做父母親
[00:10:10.700 --> 00:10:12.620]  你會不會對孩子有心意 會不會
[00:10:12.620 --> 00:10:15.940]  一定會吧
[00:10:15.940 --> 00:10:20.240]  先生同志們 上帝這麼愛我們
[00:10:20.240 --> 00:10:22.720]  愛我們的天父 對我們會不會有旨意
[00:10:22.720 --> 00:10:24.780]  你的婚姻他關不關心
[00:10:24.780 --> 00:10:30.180]  那天我女兒講說 她有一個教會的一個
[00:10:30.180 --> 00:10:32.920]  一個一個姊妹 跟她
[00:10:32.920 --> 00:10:35.600]  姊妹大概可能是
[00:10:35.600 --> 00:10:40.080]  三十五歲 四十歲 反正就是已經是
[00:10:40.080 --> 00:10:41.140]  奔四了
[00:10:41.140 --> 00:10:45.180]  就跟她分享到說
[00:10:45.180 --> 00:10:47.540]  她很想要結婚
[00:10:47.540 --> 00:10:49.840]  一面講一面哭
[00:10:49.840 --> 00:10:56.860]  我們也不要笑 說實在的
[00:10:57.260 --> 00:11:01.780]  你要了解 真的是單身姊妹的心情 是不是
[00:11:01.780 --> 00:11:07.360]  我很想要 如果有機會告訴她
[00:11:07.360 --> 00:11:10.180]  你相不相信 天父 爸爸
[00:11:10.180 --> 00:11:15.900]  關心你 比你的爸爸媽媽還關心你
[00:11:15.900 --> 00:11:21.620]  但是 我講這句話 我不能說
[00:11:21.620 --> 00:11:24.720]  don't worry 上帝一定安排的
[00:11:24.720 --> 00:11:26.440]  上帝一定預備的
[00:11:26.760 --> 00:11:28.180]  你懂我意思嗎
[00:11:28.180 --> 00:11:31.360]  因為 是不是每一個人都要結婚
[00:11:31.360 --> 00:11:33.100]  才是最好的上帝的旨意呢
[00:11:33.100 --> 00:11:34.400]  是不是
[00:11:34.400 --> 00:11:36.520]  是不是
[00:11:36.520 --> 00:11:38.660]  不是
[00:11:38.660 --> 00:11:43.860]  有的人可能上帝覺得他單身更好
[00:11:43.860 --> 00:11:44.860]  Amen
[00:11:44.860 --> 00:11:50.180]  這個都不太有人阿們
[00:11:50.180 --> 00:11:53.760]  我們做父母親總是希望自己的孩子結婚
[00:11:53.760 --> 00:11:55.780]  生子 正正常常的 是不是
[00:11:55.780 --> 00:11:58.780]  這叫正常生活 不結婚
[00:11:58.780 --> 00:12:02.220]  那叫不正常 就是因為這種觀念 你知道嗎
[00:12:02.220 --> 00:12:05.260]  所以 很多的人 在這種壓力之下
[00:12:05.260 --> 00:12:06.880]  隨便找個人就嫁了
[00:12:06.880 --> 00:12:09.500]  像劉姊妹
[00:12:09.500 --> 00:12:12.460]  你應該更關心的是
[00:12:12.460 --> 00:12:15.420]  她這個孩子 或者你自己
[00:12:15.420 --> 00:12:18.460]  是不是一個真的是愛主為主而活的一個人
[00:12:18.460 --> 00:12:22.100]  我覺得這個比其他一切的東西更重要
[00:12:24.600 --> 00:12:27.480]  上帝對我們的旨意 個人的旨意
[00:12:27.480 --> 00:12:29.360]  神都有祂的心意
[00:12:29.360 --> 00:12:32.200]  所以你知道嗎
[00:12:32.200 --> 00:12:34.860]  左上圖你看見
[00:12:34.860 --> 00:12:37.320]  那個圖就是在講什麼呢
[00:12:37.320 --> 00:12:40.140]  在約翰福音二十一章十八節 彼得
[00:12:40.140 --> 00:12:42.780]  記不記得 當主耶穌問他說你愛我嗎
[00:12:42.780 --> 00:12:44.340]  你愛我嗎 問了三次對不對
[00:12:44.340 --> 00:12:47.700]  那麼他回答說 主啊 我愛你 我愛你 我愛你
[00:12:47.700 --> 00:12:49.940]  講到最後他自己就憂愁了
[00:12:49.940 --> 00:12:51.940]  你不相信我愛你嗎
[00:12:51.940 --> 00:12:54.640]  主耶穌接著就告訴他什麼
[00:12:54.640 --> 00:12:56.640]  你餵養我的羊
[00:12:56.640 --> 00:12:58.120]  講完之後啊
[00:12:58.120 --> 00:13:01.600]  彼得心裡面顯然他有點不服氣
[00:13:01.600 --> 00:13:05.280]  你難道說
[00:13:05.280 --> 00:13:07.620]  你有點懷疑我啊
[00:13:07.620 --> 00:13:10.380]  然後你叫我去餵養羊 好像意思是說
[00:13:10.380 --> 00:13:13.460]  我不餵養羊 我沒有照你的託付
[00:13:13.460 --> 00:13:14.460]  所以他就接著講說
[00:13:14.730 --> 00:13:18.570]  那個人呢 那個人如何 他指的是誰啊 約翰
[00:13:18.570 --> 00:13:23.530]  約翰 他指著約翰說 主啊 那他呢
[00:13:23.530 --> 00:13:25.650]  主耶穌怎麼回答
[00:13:25.650 --> 00:13:28.250]  那人如何
[00:13:28.250 --> 00:13:30.570]  與你何干
[00:13:30.570 --> 00:13:33.010]  你來跟從我吧
[00:13:33.010 --> 00:13:36.390]  主耶穌講什麼意思啊
[00:13:36.390 --> 00:13:39.770]  主耶穌在指著
[00:13:39.770 --> 00:13:42.870]  指著對著彼得講的一句話 我忘了 漏掉一句話
[00:13:42.870 --> 00:13:45.850]  彼得說你年少的時候隨意往來
[00:13:45.850 --> 00:13:48.250]  對不對 但是你年老的時候
[00:13:48.250 --> 00:13:50.970]  人要把你帶到你不願意去的地方
[00:13:50.970 --> 00:13:53.130]  這句話是指著什麼呢
[00:13:53.130 --> 00:13:56.350]  所以約翰就寫說說
[00:13:56.350 --> 00:13:59.330]  是指著彼得要怎麼使榮耀成的
[00:13:59.330 --> 00:14:01.410]  意思就是說 彼得要為主殉道
[00:14:01.410 --> 00:14:06.410]  假設今天有一天 今天有一個有先知預言的恩賜來為你禱告
[00:14:06.410 --> 00:14:09.050]  哈 上帝要你為他殉道
[00:14:09.050 --> 00:14:12.690]  你喜歡聽這種預言嗎
[00:14:13.710 --> 00:14:15.090]  喜不喜歡
[00:14:15.090 --> 00:14:17.070]  每一個人喜歡
[00:14:17.070 --> 00:14:21.010]  是不是 所以一般預言都是講好的
[00:14:21.010 --> 00:14:24.790]  對不對 升官發財
[00:14:24.790 --> 00:14:27.130]  上帝祝福你 一定給你開一條道路
[00:14:27.130 --> 00:14:30.130]  講的都是很正面的 沒有人會講這種話的
[00:14:30.130 --> 00:14:32.590]  但是請問上帝會不會這樣說
[00:14:32.590 --> 00:14:35.370]  耶穌就跟彼得這樣說 你去
[00:14:35.370 --> 00:14:37.850]  你去死吧
[00:14:37.850 --> 00:14:40.110]  你為我殉道
[00:14:40.430 --> 00:14:44.910]  所以當彼得聽了這句話 心裡面一肚子不高興
[00:14:44.910 --> 00:14:48.750]  所以他才會說 那人如何
[00:14:48.750 --> 00:14:50.430]  要死一塊死二
[00:14:50.430 --> 00:14:51.850]  對不對
[00:14:51.850 --> 00:14:55.510]  親愛的優子們 上帝對彼得有沒有心意
[00:14:55.510 --> 00:14:58.870]  有 上帝對約翰有沒有心意
[00:14:58.870 --> 00:15:03.290]  在這個地方主耶穌表明一件事情
[00:15:03.290 --> 00:15:06.270]  祂對你我的人生 都有祂的旨意
[00:15:06.270 --> 00:15:07.270]  Amen
[00:15:07.270 --> 00:15:09.030]  Amen
[00:15:10.690 --> 00:15:13.450]  好了 那所以我們先有大概的了解之後
[00:15:13.450 --> 00:15:15.170]  接著我們來看
[00:15:15.170 --> 00:15:18.730]  為什麼我們要明白神的旨意
[00:15:18.730 --> 00:15:27.250]  為什麼要明白神的旨意 有點快速
[00:15:27.250 --> 00:15:29.770]  對不起 在前面一張
[00:15:29.770 --> 00:15:32.150]  好
[00:15:32.150 --> 00:15:35.550]  首先第一個 我們要明白神的旨意
[00:15:35.550 --> 00:15:39.530]  保羅寫這個書信 為什麼要為他們禱告
[00:15:39.530 --> 00:15:42.170]  希望他們能夠明白神的旨意呢 因為
[00:15:42.170 --> 00:15:45.470]  當時候 哥羅西的教會正面臨一個異端
[00:15:45.470 --> 00:15:47.310]  叫做 洛斯底主義
[00:15:47.310 --> 00:15:50.990]  所以他要他們明白神的旨意
[00:15:50.990 --> 00:15:54.590]  親愛的優子們 明白神的旨意
[00:15:54.590 --> 00:15:57.630]  幫助我們明白神的話語
[00:15:57.630 --> 00:16:02.210]  清楚知道 什麼不是神所說的異端
[00:16:02.210 --> 00:16:03.850]  包括邪說
[00:16:03.850 --> 00:16:06.950]  當我們講異端邪說的時候
[00:16:07.170 --> 00:16:10.190]  就是凡是不合聖經的
[00:16:10.190 --> 00:16:12.470]  不合神話語的 這些都是
[00:16:12.470 --> 00:16:16.890]  你知道疫情之後 越來越多
[00:16:16.890 --> 00:16:21.310]  特別是俄羅斯跟烏克蘭的戰爭之後
[00:16:21.310 --> 00:16:26.470]  一堆的講這些評論的
[00:16:26.470 --> 00:16:31.270]  不管是正評家 或者甚至是教會的弟兄姐妹
[00:16:31.270 --> 00:16:34.570]  或者是傳道人 很多人都發表他們的意見
[00:16:34.570 --> 00:16:39.270]  我有時候聽到一些 我就說 他們講這些東西
[00:16:39.270 --> 00:16:42.610]  都不知道有一天 到主面前是要負責任的
[00:16:42.610 --> 00:16:44.610]  你懂我意思嗎
[00:16:44.610 --> 00:16:47.190]  亂講一通也可以
[00:16:47.190 --> 00:16:49.750]  怎麼樣聳動都好
[00:16:49.750 --> 00:16:53.510]  講普京是上帝所派來的僕人
[00:16:53.510 --> 00:17:00.410]  你基督徒講這句話
[00:17:00.410 --> 00:17:02.970]  OK 回到我們講神學上面
[00:17:02.970 --> 00:17:06.330]  上帝的主權
[00:17:06.330 --> 00:17:11.290]  就是連君王來懲罰
[00:17:11.290 --> 00:17:14.650]  神興起雅宿 來polish什麼
[00:17:14.650 --> 00:17:17.290]  polish以色列
[00:17:17.290 --> 00:17:22.730]  但你當然可以說 這是上帝派的
[00:17:22.730 --> 00:17:24.730]  可是親愛的兄弟們
[00:17:24.730 --> 00:17:26.250]  第一個我要問
[00:17:26.250 --> 00:17:29.250]  所以他下面就接著解讀什麼
[00:17:29.250 --> 00:17:32.810]  為什麼說上帝派普京來懲罰他
[00:17:32.810 --> 00:17:36.010]  因為烏克蘭不是
[00:17:36.010 --> 00:17:37.530]  有聽說嗎
[00:17:37.530 --> 00:17:40.410]  在大選的時候不是講說什麼
[00:17:40.410 --> 00:17:43.370]  什麼拜登的兒子 怎麼樣
[00:17:43.370 --> 00:17:47.370]  跟烏克蘭官商勾結
[00:17:47.370 --> 00:17:50.490]  就扯出這一堆的東西來了
[00:17:50.490 --> 00:17:57.610]  你如果讓那許許多多烏克蘭在那邊逃難的人
[00:17:57.610 --> 00:18:00.290]  聽到我們這樣講 你想他心中如何感覺
[00:18:00.290 --> 00:18:03.890]  你懂我意思嗎
[00:18:03.890 --> 00:18:08.850]  而且這是在網路上面無遠弗屆的
[00:18:08.850 --> 00:18:11.250]  像牛仔妹
[00:18:11.250 --> 00:18:13.570]  那更不要說了 今天如果
[00:18:13.570 --> 00:18:15.970]  所以你看當初初代的教會
[00:18:15.970 --> 00:18:17.650]  不是只有哥羅西的教會
[00:18:17.650 --> 00:18:20.850]  初代的教會包括約翰伊蘇
[00:18:20.850 --> 00:18:23.730]  都是受到這個洛斯底主義的影響
[00:18:23.730 --> 00:18:27.250]  這個洛斯底主義他到底講些什麼東西
[00:18:27.250 --> 00:18:29.890]  他講的這些東西 我不仔細講了
[00:18:29.890 --> 00:18:32.370]  第一個他講二元論
[00:18:32.370 --> 00:18:34.130]  「靈」跟「體」
[00:18:34.130 --> 00:18:35.490]  所以這是二元論
[00:18:35.490 --> 00:18:37.970]  就是說靈是善的 體是惡的
[00:18:37.970 --> 00:18:40.770]  所以從這裡帶出就是說靈是好的
[00:18:40.770 --> 00:18:42.290]  所以體是惡的
[00:18:42.290 --> 00:18:49.810]  就帶來了忠義主義跟淨義主義這兩個極端
[00:18:49.810 --> 00:18:53.410]  那麼對於基督 他對於神論
[00:18:53.410 --> 00:18:57.010]  他說這個最高的神叫做索菲亞
[00:18:57.010 --> 00:19:00.210]  我們當中有個名字叫索菲亞
[00:19:00.210 --> 00:19:04.690]  希臘文索菲亞是什麼 就是智慧
[00:19:04.690 --> 00:19:09.730]  他說這個最高的神叫做智慧
[00:19:09.730 --> 00:19:14.130]  不是淨智慧
[00:19:14.130 --> 00:19:19.170]  智慧你的智是智氣的智
[00:19:19.170 --> 00:19:21.410]  他這個最高的神明叫智慧
[00:19:21.410 --> 00:19:24.530]  所以換句話說他們不相信
[00:19:24.530 --> 00:19:28.130]  甚至連舊約的耶和華是神
[00:19:28.130 --> 00:19:31.010]  這個他們都不相信
[00:19:31.010 --> 00:19:33.570]  那更不要提到耶穌基督了
[00:19:33.570 --> 00:19:39.730]  所以他們接著就是否認耶穌基督道成肉身
[00:19:39.730 --> 00:19:44.530]  因此他們認為耶穌基督不是神
[00:19:44.530 --> 00:19:47.090]  祂只是比較高的天使
[00:19:47.090 --> 00:19:49.090]  所以你知道嗎
[00:19:49.090 --> 00:19:52.690]  這帶來一個結果就是德究論也出問題了
[00:19:52.690 --> 00:19:54.690]  你看到沒有
[00:19:54.690 --> 00:19:57.570]  這個神論出問題 基督論出問題
[00:19:57.570 --> 00:20:00.530]  接著是什麼 救恩論出問題
[00:20:00.530 --> 00:20:01.890]  救恩論出什麼問題呢
[00:20:01.890 --> 00:20:04.770]  他們得救不是靠著耶穌基督
[00:20:04.770 --> 00:20:06.850]  得救是靠著怎麼樣
[00:20:06.850 --> 00:20:14.850]  靠著能夠追求有一個更高的知識
[00:20:14.850 --> 00:20:16.450]  知識是在歌羅西書裡面
[00:20:16.450 --> 00:20:20.530]  它常常出現的一個很重要的字
[00:20:20.530 --> 00:20:23.090]  所以你看見這個異端
[00:20:23.090 --> 00:20:27.650]  當時候對整個初代的教會造成了很大的困擾
[00:20:27.650 --> 00:20:31.250]  保羅寫書信要去指出他們的問題來
[00:20:31.250 --> 00:20:34.370]  提醒教會的弟兄姊妹不要受他們的影響
[00:20:34.370 --> 00:20:35.250]  親愛的弟兄姊妹
[00:20:35.250 --> 00:20:38.450]  你知道今天有更多的異端
[00:20:38.450 --> 00:20:41.330]  事實上耶和華進政人 摩門教等等等等
[00:20:41.330 --> 00:20:48.610]  科學進修 基督教科學進修會
[00:20:48.610 --> 00:20:55.330]  這些異端都跟這個有類似的一些問題
